age_group,sex,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Female,Veteran,A,C,-91.12904055806081,76.19797875894115,87.14084562472843,78.25149299769296,A,179.43165013991052,72.42916221489087,A,B,1
65+,F,Veteran,B,E,-81.79206125435363,-149.64291880467923,-113.47235437862349,-174.2472569036297,B,-141.70366318598607,-48.366868088126274,D,E,1
65+,Non-binary,Non-Veteran,E,B,122.30582864800918,-115.91234145821048,-1.0942257834167015,-62.052999567764665,C,16.105012346084823,-57.94664447179806,E,E,0
18-25,Non-binary,Non-Veteran,D,C,-28.04520192134174,126.80458967149511,168.9010572760207,67.3837389299393,A,4.194293973132282,-75.01101295965046,D,B,1
51-65,Non-binary,No,B,A,-64.08914731080884,57.676091539915305,33.73329049227657,-59.26872206727635,D,78.50772131956,-68.24522729520889,D,E,0
18-25,M,Yes,E,B,-7.535705059658379,126.98905114255786,51.862809313847706,-82.1160631068275,A,-49.86874353753386,-88.21267695353092,C,B,1
26-35,M,Yes,D,D,34.41059969981465,24.150339414639344,-33.08291186688977,63.804181256672166,D,43.491497684210586,50.78176250808097,E,D,0
18-25,M,Veteran,D,D,60.97399395208542,-21.97516758569299,103.67225853634669,62.01730510690333,C,-27.129324542227838,102.83557451625711,D,E,0
18-25,F,Veteran,A,D,-1.2615001023337247,47.89527027581363,-146.046270288569,-41.72814485263092,B,120.57352041570486,63.417060165466324,E,A,1
65+,F,Non-Veteran,B,E,96.3086705111095,-142.57525609170736,79.77379367689377,-103.95310476459979,E,111.78174053381298,-181.777589292225,D,E,0
51-65,Other,Yes,C,E,5.1454077620412315,-29.55483426599001,-129.41793571757432,-132.19001650954158,D,21.957128069407446,-107.81471763691168,A,B,0
18-25,Male,Yes,C,A,-147.84420509543563,-83.77721470821815,-7.5451885793720415,195.7535535004353,A,-39.90134132100028,72.54020341893404,B,E,1
65+,F,Non-Veteran,D,A,146.34338743220826,111.53199660721265,0.9715352231170744,127.93163003051234,B,-52.68839083613872,-49.09658051637227,E,A,1
18-25,Other,Yes,C,B,120.26194196631546,62.33041935432202,-85.58040615986661,-40.413629191931996,A,-128.11798234567817,160.97929766501866,E,D,1
18-25,Other,Yes,A,E,3.705456359971925,-30.628788816182954,-140.69441591805636,14.25025159454244,A,-89.05941992555393,90.6264931305665,B,C,0
36-50,Male,Non-Veteran,A,B,-38.659303935153055,-51.692851385841365,73.7413438089608,-43.06181896024918,C,-90.08434969574657,6.8106386877715765,B,C,1
18-25,F,No,A,A,-40.89303266071991,-84.23990534760651,30.675530628791652,23.329963240991017,C,-89.54867791836284,22.68957499950537,C,E,1
26-35,F,Veteran,C,D,33.91025257855231,77.25849877034821,-61.856115583607426,-41.76181331861397,A,-101.18896382177473,10.432928815599544,A,C,0
51-65,Male,No,A,D,10.643013677664817,72.6740490648585,21.332880443519983,167.44888543477117,A,-92.72203305105347,120.845496032519,D,B,1
65+,Male,Veteran,B,C,122.42387684176654,60.98203026814548,-130.66333348887616,106.68507102156349,B,117.94749393981326,-57.10200312160234,E,A,0
51-65,Other,Yes,C,D,-103.80436497977392,-105.98993908177341,-85.9470985695172,3.1210018504748747,A,181.88536995923013,93.10631132277227,B,D,1
51-65,M,Yes,C,B,-84.31812832699656,-38.16296632366471,-80.39323495867187,-46.93552474230816,C,132.54655321137793,-164.8472681929381,D,E,1
65+,Female,Veteran,E,D,-63.43884990374675,91.48150016510942,-42.95669877490727,-307.8616429366556,E,-13.805113766728319,148.32121851334313,C,E,1
36-50,Male,Yes,D,A,0.8112772182080242,51.00508182049448,-16.604934165381266,1.070505865155146,C,-92.19338506619002,128.0733714824198,C,E,1
65+,Male,Yes,A,A,35.86152296448641,22.488398230012145,-243.54396931617234,-75.1096706315141,D,0.11581329399436155,215.33077765489165,A,E,1
36-50,Male,Non-Veteran,D,E,56.908710680210525,-46.31628567889787,115.29584499334354,-20.681641709780845,C,9.010413189686243,205.4558625258989,A,B,0
36-50,Female,Non-Veteran,A,D,80.95539707536062,185.58640709631698,-73.24429735071962,-22.05364440802336,C,203.3125283048902,212.76245907892655,E,A,1
18-25,F,No,D,B,-81.02644179679456,-98.35665279825918,-25.30224395074207,-34.99296825692306,E,-50.30330385291928,-105.98834462224683,C,D,1
18-25,F,No,C,A,-55.15980691637124,-7.023928689572149,-44.68982260459654,-13.18063290023279,C,-141.35171315825275,63.8590970179436,C,B,1
51-65,Non-binary,Veteran,E,C,-216.77607623274352,-67.58596184376387,67.09005103100186,-103.08014225039923,B,10.251024986051823,-53.55158536575413,D,C,1
51-65,Male,Yes,B,E,-66.61151242919647,-83.41890836744503,4.286923436807071,20.788989924679647,D,-89.44542063077469,-21.010720973238765,A,D,1
51-65,Non-binary,Veteran,E,B,-128.19749980678174,63.054733379922666,-157.14044363554146,131.30042949587514,E,-1.6238361579391094,-58.89458206882575,A,E,0
18-25,Male,Non-Veteran,B,C,155.16297588027206,52.80837236155842,83.85471208229701,79.71146625232427,C,-173.59434850106433,234.03342568187279,C,C,1
65+,Other,Non-Veteran,C,B,17.037137643447174,29.97322937274443,103.20604324637428,224.84050715345649,D,-91.93393965401941,-13.925090018099645,A,E,1
51-65,Other,No,E,C,35.97560652836932,145.67157189414812,-91.69863981181813,44.92470654382705,D,-16.936267958469838,-57.69149853113611,D,C,1
65+,Non-binary,Yes,D,C,-52.30057620296059,-45.546529095393836,140.96663948055422,176.07968248597132,C,-31.51442653542479,-30.495999321225526,E,A,1
51-65,Other,No,D,E,44.37389025338695,17.93467968481491,34.27218633159785,42.280538688185636,A,-82.04113403080817,-90.25293448075455,D,B,1
65+,Other,No,D,D,-41.304251126138034,-99.45932716835527,173.9468322577422,-72.68481402683271,C,-211.89063013509272,206.69652468514798,C,E,0
65+,F,Non-Veteran,B,E,-165.58297738834983,-63.07161682203667,-39.24333012407676,119.4537260527824,C,16.481454273455917,-16.849337474093552,C,A,0
65+,Other,No,B,E,-19.134970427297997,-64.10798392859593,-63.741955419591335,61.744893043683454,C,-62.17188567802977,9.947986267021367,D,E,0
26-35,Male,Yes,E,C,181.36408618995662,-124.96579692629975,124.69002955411,61.5642080797909,A,76.46045790674243,92.94903538822994,A,E,0
18-25,F,Non-Veteran,A,E,-240.7350908158536,32.445938664791946,29.805286313632763,-45.329658028667765,A,-31.43856963246939,-166.2857321420766,C,E,1
18-25,Male,Veteran,A,C,103.5733341880797,8.956838171191448,-135.79246072054505,24.30965173465825,A,-24.744101075543597,-22.181407551810857,C,E,1
36-50,M,No,B,C,222.9834606526997,-131.29873886133552,-25.919010889681537,66.44475798406522,B,252.93247019790041,179.13005940736565,B,E,0
36-50,Non-binary,No,C,E,129.2531436329728,-99.76535647699616,73.55416705398963,-20.978275454472872,A,41.46847376910891,19.635774526340477,A,E,0
36-50,F,Yes,E,D,101.81690050305028,51.03785238113472,-168.27110161620763,-14.138193851207006,C,70.13075405906127,110.23122877599924,C,C,0
18-25,M,Non-Veteran,A,A,-129.68211574519017,-148.88243471800823,2.039283347774803,30.30169203336317,A,224.94237898347538,-24.63532742796819,E,B,0
26-35,F,Veteran,D,D,91.26772956143738,-185.45516724991427,2.185767445521311,-98.63242991674764,D,-66.32955154103324,-60.14902201865341,B,D,0
36-50,M,Non-Veteran,B,D,121.37098726751204,101.82766707908695,43.865734019947475,106.82386066569198,A,110.11387402841622,162.67578301787793,A,A,0
51-65,Other,Non-Veteran,D,E,-8.582145150531058,-17.429269169090457,43.32154460637181,37.091085152039035,C,-3.5203827766203344,-4.249408761187245,B,D,1
65+,Non-binary,Non-Veteran,B,A,48.26041285364555,-66.52487450997364,-123.61971271629535,194.41962986135565,E,98.3522169615691,-163.50603359380708,D,D,0
65+,Male,Yes,A,C,-84.92123527210144,50.92363616779133,142.99113639859272,142.12081221582324,A,55.060256952738385,29.673646564450618,E,E,1
36-50,Male,Veteran,D,E,83.40090939854838,250.130661612822,69.66134635695647,21.7931839519631,B,58.27317060909461,-75.16058497387458,D,B,1
65+,Other,No,B,B,67.17628625888597,-35.54024007601992,10.747401023392127,27.36313405396857,D,-50.16784053020527,-88.27438623053624,B,A,1
26-35,Non-binary,Veteran,A,B,-37.34302769385897,-232.96600369166958,17.176623704495817,84.34432134261736,C,18.661777093983908,-28.508328446485727,E,D,0
18-25,Male,Yes,D,E,-49.47657994349281,113.70476115871098,102.49443149605888,-110.55706172990618,B,-96.85187224308227,71.46165752133051,C,A,1
26-35,M,Veteran,A,A,-123.84965165070669,107.602520989273,107.95297414954422,-44.82757774647075,B,28.799968361570382,75.51870493819007,A,A,0
65+,Non-binary,Veteran,A,C,87.74025721133157,-91.94055815058539,169.0499252121171,52.14461535042821,D,-197.9338656687819,154.50640015158413,D,B,1
51-65,M,Non-Veteran,B,D,-88.83289695487515,-146.94473106260432,42.20762816695135,289.8038507620139,D,228.7574124348306,53.94874256777569,C,B,0
26-35,F,Yes,A,E,-122.51952731383614,-78.31093745603155,-175.67132686987955,-205.82776474687313,B,-125.31583249121279,110.59263021892764,C,B,0
51-65,Female,No,B,A,-24.055308605310437,-128.08388655200304,123.274026318937,198.42956049881923,D,-6.617186544669545,237.5829999292117,E,D,0
26-35,Other,Yes,C,B,-21.884707977065712,19.912565509046747,105.9913945292982,-233.49319665935568,E,85.98856521177059,127.65068288010015,C,B,1
65+,Female,Yes,C,A,17.04410106322426,-194.3441563351738,-86.73843860049813,114.45926648128544,A,-26.83341980058595,87.49362189510738,C,A,0
26-35,Female,Non-Veteran,E,A,171.94263406554163,-159.51141489834458,118.77364278400182,-24.04262311541861,E,30.925812742952342,-38.69580996368753,B,A,1
36-50,Female,Veteran,B,C,63.28476132146662,-77.53386596529839,-0.5253470602455824,202.43542502974984,A,-49.59562637913966,33.02737355249226,E,C,0
36-50,Female,Non-Veteran,B,D,14.996488883919367,-138.65573315772568,54.84563937068751,-139.90789763921723,A,-226.3375938339118,-55.5351210680237,B,C,1
18-25,Female,Veteran,D,C,131.35832964631524,25.929450204231614,132.07058689624193,187.10345539812243,C,55.86921105835925,29.936629758559896,C,D,1
65+,Female,Veteran,B,A,85.81282366606837,-56.425990136018726,-170.49368402746444,-141.49100136921084,A,56.18273674102464,-131.49957671931884,B,B,0
36-50,Other,No,E,B,-21.33725632843507,3.850280667136236,62.27063115718126,-136.75128646319516,B,-66.42373211024795,83.71279031933956,D,C,1
36-50,Male,Non-Veteran,E,A,-212.00621115558235,-223.83735124290683,-21.37959774929327,109.52760278163471,C,7.531163349443906,11.383132630980148,C,D,0
36-50,Non-binary,Veteran,A,A,-118.95951729086629,-109.36081836507215,-112.8922983485373,-229.53997550246487,C,-43.530998117391626,-238.48602427484545,B,C,1
36-50,Non-binary,No,B,B,50.290211741400945,66.89894820004145,148.62191907614664,133.09223368947397,D,76.24640833197381,207.825862275804,C,E,1
36-50,Other,No,B,A,-53.090057920456054,-57.788952057485155,-198.04167680405504,66.34954697518396,E,101.46544768049384,-222.6113950667468,C,E,1
36-50,Male,Veteran,D,D,-88.25567351021415,-19.35121435175069,13.25779703166788,61.12387624069995,D,-89.21339193455711,159.76959465311322,D,A,0
65+,M,Non-Veteran,E,C,-53.99016233219487,-21.76424585288424,-21.990003353975734,25.89940097435458,E,50.545867072715836,244.20425093285127,E,D,1
18-25,Non-binary,Veteran,C,D,100.83604950552353,30.303746175497682,198.3991893616597,17.352044207087047,E,-78.13863576842101,22.285775544129635,B,D,1
65+,Female,No,C,A,-5.445618160193101,108.90616799361091,132.44110855557096,30.341661523450863,B,-23.54442671647247,-84.51438131309045,B,E,0
36-50,Other,Yes,B,D,-4.350930580603955,102.79681482845568,-233.55553139265396,39.61372504716022,D,-10.870589933698872,-35.8447501138642,A,A,0
26-35,Non-binary,Yes,E,B,-52.881756498572486,-48.517206054499255,-51.23760791010312,-51.80396604046844,D,-7.0015828667451805,-177.23857282889762,D,A,1
36-50,F,Yes,A,B,132.33077057012875,-25.307519314969472,47.624375160165094,-301.81269470780256,E,18.995710837495754,-154.65859903296428,D,C,0
65+,M,Non-Veteran,D,A,-133.43049576810927,70.20333784504939,-35.001332322298964,30.58143906380966,B,16.034201343205552,22.00184825570643,D,A,1
65+,M,Non-Veteran,A,E,70.72181586478857,-191.44247620731446,-18.505324156209358,-206.07354124334972,B,132.052379708603,57.324802805116725,E,C,1
36-50,M,Veteran,A,B,25.366042876920154,78.89681777638998,-93.75488551567798,-87.09038286921057,B,-84.93094344792229,73.00367367571306,B,B,0
36-50,F,Veteran,E,C,30.89313146402351,5.554172505921534,126.32361181232568,26.135532794316408,C,70.36176357467487,113.50621720287315,E,D,1
51-65,Male,Yes,B,A,45.20292713915973,-86.3892039157202,37.54571272730208,217.53571069979617,E,62.14281104587527,42.840334539073105,D,C,1
26-35,M,Veteran,D,E,-36.752535504125625,-204.21983465435525,-49.71789691212603,132.3607182349372,C,43.65168482769131,-28.46823150466547,C,E,0
51-65,Other,Veteran,A,C,49.985481902205755,-27.7362542349275,-145.72160875229935,-95.37834270122659,D,-29.825737361473255,12.606418017367654,E,C,1
36-50,Other,No,A,B,114.19964193163021,-17.24096237980363,24.201866800824483,2.466794403940604,E,-140.25350690756963,-94.86573005938105,D,A,0
18-25,Non-binary,No,C,B,119.08495505204762,-23.879274091508485,32.54555563096613,-44.453917121631584,D,15.001335146785468,-49.27603636622441,B,A,1
26-35,Female,Non-Veteran,B,E,5.437636743881876,-97.65221769140054,271.42061304900375,-179.74632819716484,E,-114.72231205302063,60.36278137850154,B,C,0
36-50,Female,Non-Veteran,C,A,59.988966149795466,-15.939762923305754,-20.886977912207588,28.915548200860215,E,5.789939579065229,217.12360968329074,E,C,1
65+,M,Non-Veteran,E,A,-175.80371338406425,-100.23558303350579,-54.29920893327468,95.90155744397205,A,8.278662103134735,165.56460851444916,D,E,1
26-35,Male,Yes,D,C,-15.207136253044402,-42.99208274113889,-81.03249447384098,32.63309496216438,B,-54.82972788168521,84.20734271001025,A,C,0
65+,Female,Non-Veteran,E,C,-166.58969655656284,22.94266054317916,-40.73505908974178,5.809415202251767,E,212.40832961123428,79.67200860585496,C,A,0
18-25,Male,Veteran,C,B,-30.187753426691838,-13.878182291658803,8.76987461752968,21.493499693708557,B,-89.61328514932248,24.918903992864863,A,E,0
65+,Non-binary,No,C,E,29.524445526315752,-17.514909710488695,36.67951682429859,45.09480340876833,C,-38.59526301959313,-78.71224883283811,D,E,0
51-65,Male,Veteran,B,C,15.63526100509979,-117.52087983672203,-49.855892149804845,-140.99125566353027,D,104.2769524377695,-209.14315025296477,C,D,1
65+,F,Yes,D,B,-143.10152374299417,107.46555934215851,26.44560097225648,188.13238852131576,B,58.46837631349585,-162.17200515044533,E,D,0
51-65,F,No,A,C,87.68227793639954,20.14295594686106,-68.8395116039043,-72.13419537480515,E,169.7468619495822,-233.74620348847995,B,A,1
36-50,Other,Non-Veteran,E,A,-31.39182189142175,116.76461538020095,-73.45747655419183,6.451606352912577,A,-21.725818362005057,-16.918109634714902,E,D,1
26-35,Other,Yes,D,A,-68.39359728557635,-15.845161694370887,-53.29813294415548,187.7544014889797,A,54.9605016109664,83.94759086698087,D,D,1
18-25,Other,No,C,A,-41.206136058094984,-72.04154854410231,-194.10211022730957,71.04899190417711,D,-52.35032937612451,86.67622689965077,A,A,1
26-35,Other,Non-Veteran,E,A,-68.04336043757631,3.3872424057952197,22.721751735036523,-109.56345449674552,A,-89.83324708744586,81.22422608518106,D,E,0
26-35,Other,Yes,A,D,17.2798195479553,112.05916777981935,-10.841649831217646,-51.15119814462341,C,73.24322881571186,-1.8008190322043416,A,E,0
26-35,Other,Veteran,B,D,-56.11806941989622,42.291191913170394,-54.11570088804193,-38.34637205116782,C,-25.580824272983055,-54.70064895628685,E,C,1
26-35,Other,Non-Veteran,D,B,-165.1169923264167,-14.233653768324706,-168.52623062273213,-115.21389282826726,D,-107.04207950597105,117.88023965189693,D,C,0
36-50,F,Non-Veteran,C,C,-100.26552911706463,99.36396831884505,-52.994565985850116,48.81383090643088,C,15.800490231007434,110.78637159726283,C,B,0
65+,Female,Veteran,D,D,147.88754983283624,56.215825611610605,134.43880202924706,36.00600475495969,A,2.769997795920502,63.59706405238641,C,C,0
26-35,Other,Yes,A,A,-53.49421162197764,-12.377864483431605,-155.84258197264893,5.302755058037819,A,84.8921035179157,3.8434660611262585,A,E,1
65+,M,Yes,B,B,17.135892307702083,12.157099231037309,162.1416061779874,-209.42305981620183,E,91.03635526889313,-39.95760962199352,B,B,0
51-65,Non-binary,Non-Veteran,A,D,21.983781210403027,-191.67005680912038,-29.323331386354155,-62.32205875176541,B,-105.13411315501335,-31.767255023124573,C,E,0
18-25,Other,No,B,D,-240.22252771151364,-33.911173158348475,-0.647412689955205,18.67878431376136,C,-108.93794831637776,-101.52361661860476,C,A,0
36-50,Other,Veteran,B,B,-160.5998055791553,-45.26757282471726,-9.097706604640111,103.24400285386666,C,-14.288975199220221,-82.50789711970347,D,A,0
36-50,Male,Non-Veteran,D,A,-12.871880401637467,-127.4652989740437,53.61751007682749,146.50780556463076,C,98.32640498995003,-9.642908867453787,D,C,0
51-65,Female,No,C,D,118.58636317756304,-39.690457291917824,47.82417269914173,25.384184250078018,C,-23.62172787074257,-173.40451387146794,D,A,1
36-50,M,No,D,A,27.761938810182375,-10.987537918128904,-118.8886691509663,101.25426205751415,A,78.34595976536228,-69.28271441299776,B,B,1
36-50,M,Non-Veteran,B,D,-69.69946342789719,49.58200235574479,81.16907275922824,-166.43096387279485,A,182.6523747114785,48.677187879020316,A,E,1
36-50,Male,Veteran,C,C,139.96782284130214,-7.735250611048391,7.779316222099417,-28.716731370466913,B,23.52386616000184,118.4811421301083,D,B,1
26-35,Male,Veteran,B,D,127.4944046865107,-83.78281649275641,141.1456243786799,74.12462331719138,B,63.19212681098695,-57.68911673449533,C,C,1
36-50,Non-binary,Non-Veteran,A,B,-216.76492402145965,-100.81745723312416,130.31457741814714,-58.1586098126623,E,-44.31579738628064,-18.20150096030462,A,B,0
18-25,Female,No,C,A,-162.22912156313123,-18.128591301213127,-88.41926874543621,202.47334408301958,D,131.86148392675037,-13.028535943739946,B,E,0
51-65,Non-binary,No,A,E,-25.64834897224696,63.93214127686983,-54.65956518519951,-57.78592190681253,C,-46.82629029126368,138.75234984167713,C,C,1
51-65,Other,No,A,D,70.98979856969163,73.87858134580163,-132.06479976950118,96.60393846200844,C,0.45110807374235523,-77.4071773709451,B,C,0
51-65,Male,No,E,E,-42.22843410127059,-19.78196499916749,67.31468859074023,-2.1644401341362416,D,47.15169781731351,135.4924240333218,D,D,1
18-25,Non-binary,Non-Veteran,B,D,9.168353546704468,-49.40288622233934,20.046365313173606,4.29511214964728,B,-2.8544345469996504,66.11153894099321,D,A,1
51-65,F,Veteran,C,D,-14.825350121194514,42.11913704472517,44.780532854964754,-175.0720198722996,B,65.56967275449176,82.17681508767146,D,C,0
36-50,Other,No,C,C,72.66344479252031,-22.507347183095312,-145.08085136258356,127.82356713936085,A,19.123563168241212,-117.05473472814126,E,A,0
18-25,F,Veteran,E,B,-82.23402145139464,-20.954329836141312,-129.08932647570214,159.63885900279337,B,-22.23084927084875,-112.31941189344805,A,E,0
26-35,Female,No,B,C,41.272971673410126,-191.83205577159006,30.10598843371804,105.74492864194436,A,43.68452708550211,-119.78979593635908,C,E,1
18-25,Female,Yes,C,C,-100.81158010991476,-40.79697033534564,60.101187394750674,15.179600146149062,D,213.61267048015014,88.8605231351393,C,A,0
36-50,Non-binary,Yes,A,A,107.8775270699276,161.1354566690317,-50.00564114371571,8.810289347608128,D,-144.24406124318827,-103.62069145937032,A,E,0
36-50,Female,No,A,C,-103.84186290215447,78.87596235780198,17.611703075705513,11.470388974091714,C,-59.33798530565527,-111.4700350646419,B,E,1
51-65,F,Non-Veteran,D,E,256.7659833374198,128.67629217154226,-2.193127083357772,-105.17874863365209,D,114.24870731820951,168.1791827165784,B,E,1
18-25,Male,No,A,A,90.46967988848299,-25.88197675652087,-40.22577894340957,-89.184928710148,B,110.03928844162898,186.91047726652076,A,D,0
65+,F,No,A,B,59.396999513839496,55.29442913089322,115.58236264442388,-55.0204065960232,A,302.8822632341454,-10.43513635615616,A,E,0
51-65,Male,Non-Veteran,A,D,-74.91712683038847,-61.84088419731074,-73.26958156178384,-265.91252040291664,C,-107.89454579442213,210.58401389900575,A,B,0
51-65,M,Non-Veteran,E,A,-98.41706229276839,86.07498979140593,5.282079250065834,-176.00388420720836,D,-76.91562444981679,76.08801043456026,A,B,0
18-25,M,Non-Veteran,E,D,57.74531933069616,-137.37524518175636,179.58034413665183,-56.208640004873125,A,113.72237609345335,-48.4569402605761,E,D,1
51-65,F,No,D,D,-12.203629764713188,107.92617055405837,-166.41268810602133,143.60332507070183,A,-6.614027487808922,27.55627639618933,E,C,0
36-50,Male,Non-Veteran,C,B,-16.45813153851461,54.97150714028752,-128.42652381439405,16.518070412097355,E,-141.34270964178992,163.4449632369494,A,E,0
18-25,Female,Veteran,E,A,50.304684295304334,-77.65380145496995,-122.7162066691972,117.39622338418316,B,94.33759843611973,-113.9097106559005,A,D,0
18-25,F,Veteran,C,E,115.3962988334011,-96.97112719361051,-185.0528760932541,-155.4939769964071,D,-297.72750225461715,-39.572862472367376,E,D,0
18-25,M,Yes,D,A,-98.83108014155798,-18.800161889353973,-97.39933507635013,60.32251231608321,E,-41.57759823097703,142.79242218444887,E,C,1
18-25,M,Veteran,C,A,-85.77649878884822,-22.489549511210754,-31.36980828590115,75.00216404340864,E,-47.04551108373921,146.2553735285009,E,C,1
26-35,Non-binary,Non-Veteran,A,A,40.6915248976465,1.117808575448128,-131.61286242430472,1.8792224489945244,B,56.22196370543527,103.48176686663327,B,A,0
26-35,M,Non-Veteran,C,D,-154.16762786280847,-93.36707721774064,-170.9695482200897,-46.36937516357721,A,-36.42920657630268,211.59291690709296,A,B,1
18-25,Other,Non-Veteran,D,D,58.45137435793656,25.59791134440903,-176.81675678947835,124.92758671368797,C,-8.335434104312633,-21.935178226334514,B,B,0
26-35,Male,No,A,C,-95.94353539355728,78.928580626227,-19.35226413153595,-140.64731293897125,A,147.8492399872723,183.0188015898522,D,B,1
26-35,Other,Yes,D,C,102.12969521773019,-26.597226884044247,-143.09453651596175,-52.06272453534646,D,57.71111777887786,12.99985800963655,B,C,1
18-25,Male,Non-Veteran,A,A,110.41584789348624,28.38776715181775,71.49714984079476,-10.83197112586261,E,-104.17175381687709,123.69213692440275,D,E,1
26-35,Non-binary,Yes,A,B,241.05865881776603,9.645606734004069,25.254143693681236,279.7163693972093,E,-93.42503771417411,14.104408114488212,E,D,0
36-50,F,Yes,C,A,37.81713295732793,90.87961189562677,-55.34323009512134,-341.300266434651,A,35.44968356743971,80.89514731921652,A,C,0
18-25,Female,Yes,E,C,-169.5125954145497,55.51178215260107,127.58616343758892,-133.7741686946389,A,-69.10123684786267,94.20473379043679,B,B,1
51-65,Female,Yes,D,D,49.55941389282049,-131.34257864244515,68.08489110872931,192.245137355402,C,29.688238228765268,17.59358687779402,E,A,0
51-65,Other,Veteran,A,E,-1.4974861667508024,-41.57986584384363,-96.17611112310965,40.90645192515441,B,-97.4997975361309,108.08954100497965,D,C,0
65+,F,Yes,B,C,66.85604116061012,-79.40062297902541,-54.718947881588484,52.560147742648645,D,-6.831523945004303,42.89532373334611,D,D,1
51-65,F,No,A,B,-96.01294443329923,4.834561362973382,84.94655002983532,-174.49731804631023,C,-69.7979301067475,95.98533649948664,E,A,1
51-65,Non-binary,No,E,A,-70.56867165958322,-130.1192264831983,-30.445931407883176,23.58782935126517,E,-83.92324049639821,163.21894653752577,B,E,0
65+,F,No,C,B,-59.011359510470776,-41.58753033210074,-146.8432176360116,49.10915558718219,E,101.81349589922183,130.09116977213085,A,D,1
26-35,M,Veteran,C,D,96.30147140853462,19.061168613693876,-38.310159171794886,-83.30156121094508,E,140.8003590657226,19.84494714984,B,A,1
26-35,Other,Non-Veteran,B,C,137.35356730131747,-118.47585843415236,141.19394142742755,-4.2075582986757825,A,35.050933862140774,-168.47153497156663,C,C,1
36-50,Male,Non-Veteran,A,B,70.78046797988684,-25.415605837838296,-65.06605583067065,-7.7585293382780804,B,-64.48059040552614,54.81725923261035,C,E,0
18-25,Non-binary,No,C,B,-10.752206770148645,157.90547524717894,56.87087550633771,-3.748248954748608,E,215.70938035238333,-1.4243503413391165,C,D,0
36-50,M,Non-Veteran,E,C,80.82083746996467,-30.52346670652343,-170.81465855563712,128.1053997204684,A,63.39695422094115,200.84725931098393,D,E,1
51-65,F,Yes,B,C,-12.649747702697795,50.2473708507718,-32.547603666118384,-9.73575779542957,E,66.14662680176026,-84.43537080504458,B,C,1
18-25,Non-binary,No,D,B,3.476920994100343,-54.15585685694773,-105.4216986854956,18.774604386920227,C,49.23684016143079,-30.87586316455888,A,C,1
51-65,Female,Non-Veteran,D,D,-101.7365059184081,120.1061814810386,224.5059413363362,50.336345849042075,E,0.1633017015334633,-4.523792027027103,C,D,0
65+,Non-binary,Non-Veteran,D,E,-85.50037000249604,28.79796213952211,87.08652013893166,62.47567275750766,A,13.120821378974082,-71.61821905015309,A,E,1
51-65,Other,Yes,A,B,2.863770019950882,84.19428280949835,-111.55627665090807,141.17964908734038,E,-70.46798354273676,-171.9665205021389,A,C,1
51-65,M,No,E,A,0.474295612607715,-66.9943932253403,-220.3522627422194,77.5790392795988,E,80.32794466706287,-193.5780694536607,B,C,0
51-65,Other,Veteran,C,D,36.168832633610386,-141.00708051915686,66.86831299239383,-6.936466018642179,E,-4.161298480409139,-22.79418052608968,C,D,0
26-35,Non-binary,Veteran,B,E,35.855110246449016,-100.95425127542742,70.78945161369543,100.02141567704703,D,-10.287696096650938,-17.429945290537894,D,B,1
36-50,Other,Yes,A,E,8.825892438114932,29.193268369293847,2.676132956071569,-75.35538604359148,B,276.27433260476573,92.56453194428506,C,C,0
26-35,F,Veteran,D,B,-22.709068381091292,59.159850331748785,77.94372635875946,-102.39549321333132,C,58.88218220769987,-139.10434563921982,E,D,0
36-50,Non-binary,Veteran,D,B,61.87957180023594,83.36764858656835,162.58098797487582,89.74548782096993,B,142.64304278428295,121.02906298044385,A,E,0
26-35,M,Non-Veteran,E,A,17.405201391395416,99.53324748914373,-75.32389084281095,-41.03146117692082,D,-53.83622428743988,-106.06829326210843,D,D,1
36-50,Female,Yes,A,C,145.4181590839185,-112.87411385399213,-96.63570627739723,40.279964086850065,E,-66.47316974606969,49.0051448035754,C,C,0
51-65,Female,No,A,E,101.06502356351585,-7.39951909762165,-82.79259311701742,20.173425863443953,A,-20.39411584846932,-36.096877303289446,B,B,1
51-65,Other,Yes,D,A,-51.73691749585966,100.99640176913285,12.732713651679289,-24.08094351640665,C,39.363153684161354,77.24927420815979,A,D,0
18-25,Other,Veteran,D,C,-117.86495348765705,130.54243413163152,-129.60162678897842,42.13393096965324,B,-59.93532485219776,-69.56000480375133,E,B,1
18-25,M,Veteran,A,B,48.006063441673305,154.06865007672542,-110.4161821265695,-37.66039162571961,A,168.68247869909894,73.37783890660728,E,B,0
18-25,Female,Yes,D,C,132.37405978879198,70.49307123745459,21.04254460615827,-73.0969890666642,B,56.26666547646535,21.67818122097106,E,B,0
65+,F,Yes,E,E,22.53526999164005,42.807989962254055,26.510957673083357,80.57327421267605,A,-141.12197333117544,-70.81722600098114,B,A,0
26-35,F,Veteran,C,A,-116.10305528138807,-119.5925422615405,131.0731937405945,73.80249002810079,B,29.525879564969582,-158.30083510909557,A,B,0
36-50,Non-binary,No,B,E,-65.92229166143032,86.65882124655344,-50.214950906403345,271.0700068352228,E,70.47655878259161,-41.48625788709257,A,C,1
51-65,Non-binary,No,B,D,-364.3185290661314,131.98487335549194,-278.02044861908286,-23.54330474981101,A,-53.42562373205679,45.064087862751464,C,B,0
