civil_status,Veteran,age_range,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,Veteran,36-50,Bisexual,A,E,100.61175901347718,D,C,0
Divorced,No,51-65,Bisexual,C,A,-133.26028883184938,D,B,1
Widowed,Veteran,26-35,Other,E,B,-74.78815928214827,D,B,1
Single,No,36-50,Homosexual,A,E,-152.0829303880721,E,B,1
Single,No,26-35,Bisexual,E,E,-33.638185137190455,A,D,1
Married,Veteran,18-25,Bisexual,D,D,-105.58484160948541,A,A,1
Widowed,Yes,26-35,Homosexual,A,C,-34.66524135886951,B,C,0
Widowed,Yes,26-35,Homosexual,D,E,-13.412181024138055,B,C,1
Married,Non-Veteran,18-25,Other,B,E,65.2714888492892,A,E,1
Widowed,No,51-65,Homosexual,D,B,14.135110570453998,E,B,0
Divorced,Veteran,26-35,Homosexual,E,D,-49.05090512467153,E,D,0
Widowed,Non-Veteran,26-35,Other,D,D,-29.156449905266292,C,A,1
Divorced,No,65+,Other,C,B,128.45501898035997,B,A,0
Single,Yes,51-65,Heterosexual,D,D,101.64961158069343,C,E,0
Divorced,Veteran,65+,Other,D,D,32.42020420927375,A,D,0
Single,Yes,36-50,Bisexual,D,D,-89.0575289111695,E,C,1
Married,No,51-65,Homosexual,D,D,155.64037400886667,E,E,1
Divorced,Yes,18-25,Bisexual,A,C,-107.61344891993146,B,D,0
Divorced,Veteran,51-65,Homosexual,E,A,-20.299411873662205,A,C,1
Widowed,Veteran,51-65,Other,D,E,-53.175943782876715,D,E,0
Divorced,No,65+,Heterosexual,A,E,-108.97037925455307,A,A,0
Divorced,Yes,51-65,Other,D,C,-163.386591504577,E,E,0
Single,Non-Veteran,36-50,Heterosexual,D,E,-39.53372390845392,A,A,1
Single,Yes,36-50,Other,E,D,49.50773366094776,B,D,1
Single,Veteran,36-50,Heterosexual,D,A,-8.225175810375957,A,E,0
Married,Veteran,65+,Other,A,D,-120.25082231986966,D,E,0
Married,Yes,51-65,Heterosexual,E,E,-14.528178370835377,D,B,1
Married,Yes,26-35,Heterosexual,A,E,19.880884677715883,C,E,1
Married,Yes,26-35,Heterosexual,E,A,-294.5567015538929,D,D,0
Married,Yes,65+,Homosexual,B,C,153.55597865006055,C,D,1
Widowed,Non-Veteran,65+,Other,B,B,-114.094065486402,B,E,1
Married,No,26-35,Bisexual,A,A,-13.456468552593497,A,C,1
Married,Veteran,51-65,Bisexual,C,D,280.41384892978607,C,D,1
Married,Yes,18-25,Bisexual,D,B,-172.99224145236937,E,B,0
Married,No,26-35,Other,A,E,13.206063180908476,E,D,1
Married,Yes,65+,Other,E,C,20.041014473391343,E,E,0
Divorced,No,26-35,Other,D,A,-93.88936555584556,A,B,0
Married,Non-Veteran,18-25,Other,C,A,-31.52697779033976,E,C,0
Married,Non-Veteran,18-25,Bisexual,D,A,20.503193005491337,A,B,0
Married,Veteran,36-50,Bisexual,A,C,-129.34693909213715,D,B,0
Divorced,Veteran,51-65,Homosexual,B,C,19.930437394883562,B,A,0
Married,Yes,18-25,Homosexual,C,D,-163.11353414203444,A,E,0
Widowed,Yes,18-25,Other,C,E,-50.48858830475047,A,B,1
Single,No,51-65,Homosexual,E,A,194.05442541132084,B,B,1
Single,Yes,65+,Other,E,A,159.6771309903817,D,E,1
Widowed,No,18-25,Other,C,B,13.80864971827607,D,B,0
Married,Yes,65+,Heterosexual,A,B,17.712602710402116,D,A,0
Widowed,Yes,26-35,Heterosexual,C,C,33.024783850926916,E,C,0
Married,Yes,65+,Heterosexual,C,A,-148.043169788258,B,D,0
Married,Non-Veteran,51-65,Heterosexual,E,B,-3.0608075359814437,C,D,0
Divorced,Veteran,51-65,Other,E,B,-88.11851963993695,E,E,0
Widowed,Non-Veteran,36-50,Other,A,D,-61.183417394871874,E,D,0
Single,Veteran,26-35,Heterosexual,B,B,111.50344978728985,C,C,1
Divorced,No,65+,Homosexual,D,D,50.04863498603112,C,A,0
Single,Non-Veteran,65+,Heterosexual,D,D,-24.939845817703585,D,B,0
Widowed,Non-Veteran,18-25,Homosexual,E,A,-20.374181353662337,B,E,1
Divorced,No,26-35,Other,D,A,133.70098221433562,A,B,1
Single,Veteran,26-35,Bisexual,B,A,20.340481836133396,A,C,1
Single,Veteran,51-65,Homosexual,C,C,-204.82117593962158,D,C,0
Single,Non-Veteran,26-35,Heterosexual,C,B,10.721061408591186,D,D,0
Single,Non-Veteran,51-65,Bisexual,D,C,-96.61593194298376,A,D,1
Married,No,65+,Other,A,C,73.01476143955804,D,C,0
Widowed,Non-Veteran,65+,Bisexual,A,B,-1.3993726058816354,C,A,1
Single,No,36-50,Other,C,C,59.71656888005582,A,A,0
Single,Yes,18-25,Homosexual,A,E,71.51058012158788,A,D,1
Divorced,No,18-25,Other,C,E,-34.36574302055018,D,D,1
Divorced,Yes,26-35,Other,D,E,89.49498106309812,A,C,0
Married,Yes,51-65,Homosexual,C,A,171.1172233896368,A,B,0
Single,Veteran,18-25,Bisexual,D,D,132.18087637070138,C,D,1
Widowed,Veteran,36-50,Bisexual,E,D,198.4425233765514,B,D,1
Widowed,No,18-25,Bisexual,E,A,-27.803176454037352,A,D,1
Widowed,Yes,51-65,Bisexual,D,D,98.22441801831184,B,D,0
Single,Yes,65+,Homosexual,D,D,-75.49212332036274,D,A,0
Single,Non-Veteran,51-65,Bisexual,D,A,68.46458925087578,A,E,0
Widowed,Veteran,51-65,Heterosexual,D,A,33.19302774932651,E,C,0
Married,No,51-65,Heterosexual,A,C,84.13246056582112,A,A,1
Married,Yes,65+,Other,B,A,-25.0713113054796,C,B,1
Married,Non-Veteran,26-35,Homosexual,B,E,-105.05291759670294,B,C,0
Married,Veteran,36-50,Heterosexual,A,B,109.13574117573344,C,E,0
Married,Veteran,26-35,Bisexual,D,E,-78.51496754306412,E,E,0
Divorced,Veteran,65+,Bisexual,E,C,39.23529131989927,D,E,1
Divorced,Non-Veteran,36-50,Other,C,C,41.46173532807463,B,B,1
Married,Non-Veteran,65+,Bisexual,C,B,41.43940708812732,A,C,0
Widowed,Veteran,51-65,Heterosexual,B,A,-115.93759512864685,B,C,0
Widowed,Non-Veteran,51-65,Heterosexual,C,D,-30.626742513380282,B,D,1
Widowed,Non-Veteran,51-65,Homosexual,C,E,145.87993585292085,D,E,0
Single,Non-Veteran,26-35,Homosexual,D,E,103.51848673691035,A,D,1
Widowed,Veteran,65+,Heterosexual,E,C,39.130417830735325,B,A,1
Married,Yes,36-50,Bisexual,D,C,-116.05787256715485,E,E,0
Married,Veteran,26-35,Bisexual,B,C,-36.16256391646408,D,D,1
Married,Veteran,18-25,Bisexual,E,D,105.51664198811585,C,E,1
Single,Non-Veteran,36-50,Homosexual,C,E,56.43228560275275,B,E,0
Single,Veteran,65+,Bisexual,D,A,-32.878578309194474,B,A,0
Divorced,Non-Veteran,65+,Homosexual,A,C,-77.46948881906907,B,C,1
Divorced,Yes,65+,Other,D,D,-48.089785924555976,D,D,1
Single,Yes,18-25,Other,A,B,-114.43182119634669,E,E,1
Divorced,No,36-50,Other,D,E,120.49263432351032,E,C,1
Single,Non-Veteran,51-65,Homosexual,B,A,80.83139868599876,E,A,0
Divorced,Non-Veteran,36-50,Bisexual,D,D,-98.48615308823078,C,D,1
Single,Yes,18-25,Bisexual,C,A,-44.074612122909826,D,B,1
Widowed,Non-Veteran,36-50,Other,A,B,-220.8301828064713,D,C,0
Single,No,26-35,Other,C,B,-66.59046054040638,D,C,0
Divorced,Veteran,18-25,Bisexual,E,B,1.2474898075748804,C,C,0
Single,Veteran,36-50,Heterosexual,A,C,-36.47180749633458,B,C,0
Married,Non-Veteran,26-35,Bisexual,B,C,73.98364691638446,C,A,1
Married,Veteran,65+,Homosexual,B,C,-161.4880151229034,D,A,1
Widowed,Yes,18-25,Bisexual,B,E,-113.72057208237558,A,C,0
Married,Yes,51-65,Heterosexual,A,E,94.18822354606435,C,D,1
Divorced,Veteran,26-35,Other,C,C,54.12724606010456,D,C,1
Divorced,Yes,51-65,Bisexual,D,E,-27.257900473684433,B,D,0
Single,Yes,18-25,Homosexual,A,E,-24.769285286619112,D,D,1
Divorced,Non-Veteran,36-50,Other,A,A,5.047874760375716,B,B,1
Single,Yes,18-25,Heterosexual,D,C,187.009123548022,C,A,0
Divorced,Non-Veteran,26-35,Other,E,E,-58.32630616967036,C,E,1
Married,Yes,51-65,Heterosexual,D,A,-23.76647782754743,B,D,0
Single,Non-Veteran,65+,Other,D,D,-51.79880873478583,D,E,1
Single,No,36-50,Heterosexual,C,E,-127.84783028863286,C,A,1
Single,Non-Veteran,26-35,Bisexual,A,E,100.51098624801256,D,B,1
Divorced,Yes,26-35,Bisexual,B,D,94.4209349273635,A,A,0
Single,Non-Veteran,18-25,Homosexual,A,E,122.89758714894899,C,E,0
Widowed,Non-Veteran,36-50,Homosexual,B,E,-74.91668842823684,C,E,1
Divorced,Non-Veteran,26-35,Bisexual,B,C,-50.36441822454728,A,D,1
Married,No,51-65,Other,B,E,4.2011841123842615,A,A,0
Single,No,18-25,Heterosexual,E,A,-178.8295680763605,C,D,1
Widowed,Yes,26-35,Bisexual,C,E,98.58585130625077,E,E,0
Married,Yes,18-25,Bisexual,C,C,26.29728987188289,B,A,1
Single,Non-Veteran,26-35,Heterosexual,A,C,158.49422635575658,A,B,0
Divorced,No,26-35,Other,E,D,113.53864575963529,A,D,0
Married,No,51-65,Other,A,C,14.88966010998558,D,A,1
Married,No,26-35,Bisexual,C,B,92.03883446056983,B,D,0
Widowed,Non-Veteran,26-35,Heterosexual,D,A,-63.84295809913143,E,C,0
Single,Non-Veteran,18-25,Heterosexual,B,B,193.23176725797316,D,A,1
Divorced,Veteran,18-25,Heterosexual,D,E,75.48317398212193,C,E,0
Divorced,Veteran,36-50,Bisexual,D,B,-36.48008647237786,C,B,1
Single,Yes,65+,Other,E,B,176.43280197743297,B,E,1
Married,No,18-25,Bisexual,A,D,-54.79177615452539,C,B,0
Single,Veteran,65+,Bisexual,B,D,-91.17626788775769,D,A,0
Married,Non-Veteran,36-50,Other,A,E,-168.62710647126167,A,E,1
Single,Non-Veteran,36-50,Bisexual,A,C,-2.140692180737187,E,A,0
Divorced,No,36-50,Bisexual,A,C,-11.90026870002078,C,E,1
Divorced,Non-Veteran,26-35,Heterosexual,B,C,-46.054077271086605,A,A,1
Widowed,Yes,36-50,Bisexual,E,B,-82.10946566728371,D,C,0
Single,Non-Veteran,51-65,Other,B,E,-85.60189702252957,E,C,1
Widowed,Veteran,36-50,Bisexual,A,C,23.099716990717113,E,B,1
Divorced,Non-Veteran,26-35,Other,C,C,46.664993106889774,E,D,1
Single,Veteran,36-50,Heterosexual,C,E,60.52957507328151,A,E,1
Married,Yes,26-35,Other,C,A,-217.9078281632571,C,E,1
Divorced,Veteran,65+,Homosexual,B,D,-153.76654803358446,D,A,1
Widowed,No,65+,Bisexual,B,D,-114.6942267161395,C,A,0
Widowed,Yes,26-35,Heterosexual,E,B,171.22650035134933,E,B,1
Single,Yes,36-50,Homosexual,B,A,151.1702703579497,E,E,0
Divorced,Yes,18-25,Bisexual,D,E,-41.26540894864378,A,C,0
Single,Yes,65+,Other,E,C,48.56607184913114,B,A,0
Single,Non-Veteran,18-25,Bisexual,D,B,-50.90746271805921,A,B,1
Widowed,Yes,51-65,Other,B,D,133.72094071662752,B,A,0
Widowed,No,51-65,Heterosexual,E,B,-109.57497413702842,A,A,1
Married,Veteran,26-35,Homosexual,E,A,130.68069875107432,D,D,1
Widowed,No,18-25,Heterosexual,B,E,102.6863807351293,B,C,1
Single,Yes,65+,Other,E,A,95.92555729528564,A,D,1
Single,Yes,18-25,Homosexual,D,E,86.31936381861786,D,D,1
Married,Non-Veteran,26-35,Bisexual,D,C,33.93018189071801,E,D,1
Married,Veteran,36-50,Homosexual,C,C,122.42893375605396,D,E,0
Widowed,Non-Veteran,36-50,Heterosexual,C,B,149.69372364391964,D,E,0
Widowed,Non-Veteran,51-65,Heterosexual,C,D,28.07383593553685,D,C,0
Married,Veteran,51-65,Heterosexual,C,D,105.56600157568387,E,E,1
Widowed,Non-Veteran,65+,Heterosexual,D,A,-39.96046848788291,C,D,1
Widowed,No,26-35,Other,A,C,-147.22857715756444,A,C,0
Widowed,Yes,51-65,Homosexual,D,C,43.51825461578277,D,C,0
Married,Veteran,36-50,Bisexual,B,C,86.13573737899124,C,C,0
Divorced,Yes,26-35,Bisexual,C,A,-66.67515237983625,C,C,1
Single,Non-Veteran,26-35,Bisexual,B,B,-119.19724417661155,C,C,1
Single,Non-Veteran,36-50,Homosexual,D,A,-6.951359283848932,E,C,0
Widowed,Non-Veteran,51-65,Bisexual,C,D,-74.30778347110963,D,B,0
Divorced,Yes,36-50,Homosexual,D,D,17.739598485113838,E,B,1
Single,Veteran,18-25,Heterosexual,D,C,-187.79906394543215,D,C,1
Married,No,18-25,Bisexual,D,C,234.06335948702724,B,E,0
Widowed,Veteran,65+,Homosexual,E,C,-65.52304087839241,D,E,1
Married,Non-Veteran,65+,Other,E,E,148.32712124816555,B,E,0
Single,No,18-25,Homosexual,C,B,-69.87259572461511,B,A,0
Divorced,Non-Veteran,18-25,Heterosexual,B,C,11.154184782215143,C,D,1
Widowed,No,26-35,Heterosexual,E,D,-157.3154017941826,B,B,1
Divorced,Veteran,26-35,Heterosexual,A,B,132.62032158530147,E,D,1
Married,No,36-50,Other,C,C,-6.227523805260143,B,B,0
Widowed,Non-Veteran,51-65,Homosexual,A,D,-118.69338550337882,D,B,1
Married,Veteran,51-65,Other,A,B,-68.02033861952418,D,B,1
Divorced,Yes,36-50,Heterosexual,C,C,-129.70253269507566,C,C,0
Single,No,51-65,Homosexual,E,C,-6.235527004369918,C,E,0
Widowed,Veteran,26-35,Heterosexual,C,D,-174.06857621896447,D,C,1
Single,Yes,65+,Homosexual,A,B,-5.122646972337651,C,E,1
Married,No,26-35,Other,C,E,-80.01991303450386,B,C,1
Single,Yes,36-50,Bisexual,D,B,-100.4079893700024,A,C,1
Widowed,Non-Veteran,18-25,Heterosexual,E,E,113.47848724446239,C,C,1
Single,Yes,36-50,Homosexual,B,B,-58.532050058119864,D,E,0
Single,Non-Veteran,51-65,Heterosexual,E,C,-20.39593464374522,A,D,1
Widowed,No,18-25,Homosexual,B,A,-87.4170763138482,B,A,0
Divorced,Non-Veteran,51-65,Homosexual,D,C,27.179874469742256,D,B,1
Single,Non-Veteran,26-35,Heterosexual,A,D,70.82408432911436,C,A,1
Married,Veteran,26-35,Other,C,C,-121.19896374410399,E,A,1
Widowed,Non-Veteran,18-25,Other,E,A,-21.175475038877146,D,D,0
Widowed,Non-Veteran,18-25,Other,A,D,62.786448290309636,C,A,0
Divorced,Yes,18-25,Bisexual,E,C,216.99792990942763,B,B,1
Widowed,No,65+,Homosexual,B,A,-21.22363139408938,A,C,0
Widowed,Non-Veteran,65+,Other,E,E,23.712893424616034,C,D,0
Widowed,Non-Veteran,18-25,Bisexual,E,B,8.960196806458159,D,B,0
Single,Non-Veteran,36-50,Homosexual,C,C,92.0054443402102,B,E,0
Single,Yes,65+,Heterosexual,D,A,-67.47107358081846,B,C,1
Divorced,Non-Veteran,65+,Homosexual,B,A,-140.61286233619006,B,C,1
Divorced,Non-Veteran,65+,Bisexual,D,D,70.04403609429306,C,B,1
Divorced,Veteran,65+,Other,C,C,184.80642366311844,B,C,0
Single,Veteran,36-50,Heterosexual,C,B,-81.70761427377074,B,E,1
Widowed,No,26-35,Heterosexual,A,E,134.50389877816053,B,E,1
Single,Yes,26-35,Homosexual,D,A,-82.82932420991325,C,B,0
Single,Veteran,65+,Homosexual,B,A,-63.91958687668827,E,A,0
Widowed,Veteran,51-65,Other,D,B,-157.55016832310406,B,C,1
Married,No,65+,Other,A,A,205.93536583919297,D,C,1
Married,No,18-25,Homosexual,E,B,-16.67020283298811,E,D,1
Divorced,Non-Veteran,18-25,Homosexual,B,C,81.62829428273854,E,E,0
Married,Non-Veteran,36-50,Other,D,D,-23.3829319352019,C,C,1
Single,Non-Veteran,18-25,Other,A,D,-127.42392209243259,B,A,1
Widowed,Non-Veteran,65+,Homosexual,A,C,26.15486870948213,B,E,1
Widowed,No,36-50,Homosexual,C,B,7.305376811500381,E,A,0
Single,Non-Veteran,65+,Homosexual,C,C,90.79811570778806,D,E,1
Single,Non-Veteran,26-35,Heterosexual,D,A,-1.4435024705254331,E,D,0
Single,Yes,36-50,Homosexual,C,C,-22.970563332384984,E,D,1
Widowed,Non-Veteran,18-25,Heterosexual,E,B,-8.021900012383563,D,C,0
Single,Yes,26-35,Heterosexual,A,B,-125.97474574866223,D,C,0
Married,Non-Veteran,51-65,Homosexual,D,B,57.44773330678087,E,C,1
Single,Non-Veteran,51-65,Bisexual,B,E,73.48029528426501,D,E,1
Single,Yes,26-35,Bisexual,E,C,56.97743163390646,C,C,1
Single,Yes,51-65,Bisexual,C,B,-163.7135958804831,E,A,1
Divorced,Yes,26-35,Heterosexual,B,D,-94.36166736421781,E,E,0
Divorced,Veteran,36-50,Homosexual,B,A,-24.934265967469546,E,D,0
Widowed,No,26-35,Other,E,D,-101.72827591494679,D,A,0
Married,Non-Veteran,18-25,Bisexual,E,E,191.90913355343616,D,E,1
Widowed,Veteran,26-35,Bisexual,A,C,-49.53790486842127,B,E,1
Married,Veteran,36-50,Other,E,B,-64.02191134223331,A,A,1
Widowed,Non-Veteran,18-25,Homosexual,B,E,-83.20913755547738,D,B,0
Widowed,Yes,26-35,Other,B,C,101.26314920745405,B,C,1
Married,Veteran,36-50,Heterosexual,D,E,-33.149294761115705,C,C,0
Widowed,Non-Veteran,51-65,Heterosexual,D,B,117.90054811335067,A,A,0
Single,Yes,65+,Bisexual,E,D,-27.342083952957292,D,D,0
Divorced,Veteran,36-50,Homosexual,D,C,40.606397322639445,E,A,1
Married,Veteran,65+,Bisexual,D,C,-84.2936082022471,D,E,1
Married,Non-Veteran,26-35,Heterosexual,E,D,286.5506960864457,E,E,1
Divorced,Non-Veteran,65+,Homosexual,E,D,179.7882462285667,A,A,0
Single,Non-Veteran,26-35,Heterosexual,B,A,-37.81261465382046,C,D,0
Widowed,Veteran,18-25,Heterosexual,E,B,-49.37178422818287,B,D,0
Divorced,Yes,65+,Bisexual,D,E,75.09232757341104,C,B,0
Divorced,Non-Veteran,36-50,Heterosexual,D,D,-100.67723574352534,C,E,1
Married,Yes,26-35,Homosexual,B,B,-135.4221844998494,D,B,0
Widowed,Yes,26-35,Heterosexual,D,B,-5.501025069767569,A,B,0
Married,Yes,18-25,Other,C,E,-15.613288234121736,E,A,1
Married,Yes,26-35,Homosexual,B,E,190.23607067148774,E,C,0
Married,Veteran,18-25,Bisexual,A,C,47.073265115017975,D,C,1
Married,No,65+,Bisexual,C,B,-21.764750137558433,D,A,1
Married,No,36-50,Bisexual,A,B,-179.3452439023653,D,E,1
Single,Non-Veteran,26-35,Bisexual,B,C,-107.56362021105319,E,A,0
Widowed,Non-Veteran,18-25,Bisexual,A,C,-57.772838258252044,B,E,0
Divorced,Yes,65+,Heterosexual,B,C,58.418574146892965,E,B,1
Divorced,No,36-50,Other,A,C,268.9603700009652,A,B,0
Divorced,Yes,65+,Heterosexual,E,A,-121.68464692035697,A,A,1
Widowed,Non-Veteran,65+,Bisexual,B,A,300.9826030916026,B,B,0
Single,Veteran,26-35,Other,C,E,162.67665185933706,D,B,0
Married,Yes,26-35,Homosexual,A,C,132.22418772053672,B,B,1
Widowed,No,36-50,Other,A,A,26.389658873333886,B,C,1
Divorced,Non-Veteran,36-50,Homosexual,B,B,56.99647031909382,C,C,0
Married,No,18-25,Other,A,C,-223.57224041430115,A,C,0
Divorced,Non-Veteran,26-35,Heterosexual,A,C,-51.03627307223565,C,C,0
Widowed,Yes,65+,Bisexual,E,D,140.0423906042614,C,E,1
Divorced,No,51-65,Homosexual,C,C,55.01531233395569,E,D,0
Single,Non-Veteran,18-25,Other,E,D,-14.827228825771552,B,B,1
Divorced,No,36-50,Homosexual,E,E,28.20651915600002,A,A,1
Widowed,Yes,18-25,Bisexual,B,A,-45.4679114555207,E,E,1
Married,Veteran,26-35,Other,E,B,-153.99612261927817,B,D,1
Widowed,Veteran,51-65,Homosexual,A,B,138.12969312077306,A,B,0
Widowed,Yes,18-25,Other,D,D,-66.99895367577265,B,D,0
Single,Non-Veteran,26-35,Bisexual,C,A,-1.6862638918139634,D,E,1
Divorced,No,26-35,Homosexual,C,D,219.93521483861718,E,A,1
Married,No,36-50,Bisexual,B,E,101.26187293075711,C,C,1
Married,Yes,36-50,Bisexual,A,E,23.24987494796281,B,E,1
Widowed,Veteran,65+,Other,E,A,26.611852341154794,C,C,1
Single,No,36-50,Heterosexual,A,C,22.465992124470148,C,C,1
Widowed,Non-Veteran,26-35,Homosexual,B,A,44.34978317634822,C,E,1
Married,Veteran,26-35,Bisexual,C,B,102.63286383501335,E,B,0
Single,Non-Veteran,65+,Bisexual,A,B,67.87194996127694,D,B,0
Single,No,26-35,Heterosexual,A,B,208.73789610137385,C,A,1
Single,Veteran,26-35,Heterosexual,E,C,24.753528872849998,C,C,1
Divorced,Veteran,18-25,Heterosexual,B,C,149.41789946515127,D,D,0
Divorced,Non-Veteran,65+,Bisexual,B,D,-66.58665252341422,A,C,1
Widowed,No,26-35,Bisexual,E,A,-7.920270457137052,B,E,1
Divorced,Veteran,65+,Bisexual,A,E,107.35530670360947,A,D,0
Married,No,18-25,Bisexual,E,C,44.55903310168174,B,C,1
Widowed,Non-Veteran,18-25,Heterosexual,E,B,30.760032481793882,C,A,0
Widowed,Yes,18-25,Homosexual,B,C,32.840722321723796,E,B,1
Single,No,18-25,Bisexual,C,E,75.85160552996247,B,A,1
Widowed,Non-Veteran,65+,Bisexual,E,C,-88.33690095883901,E,C,0
Married,Yes,65+,Other,B,C,31.24056808921292,A,B,1
Divorced,No,18-25,Heterosexual,C,A,-5.828702941578158,A,B,0
Widowed,Veteran,26-35,Heterosexual,E,A,8.046668209569406,B,B,0
Divorced,Yes,18-25,Other,E,E,87.9866224977269,B,A,0
Married,Veteran,26-35,Bisexual,A,A,-78.26109056960664,C,A,1
Divorced,Yes,51-65,Other,B,A,101.41084960578763,A,D,1
Single,No,36-50,Homosexual,D,A,-51.883173309513566,B,E,0
Single,Non-Veteran,36-50,Other,D,A,-84.16679544833227,E,B,1
Single,No,26-35,Heterosexual,A,E,59.77518259726655,A,E,1
Single,Veteran,36-50,Other,E,A,-260.4014180722157,A,D,1
Married,Yes,65+,Other,D,E,-158.80963213405929,B,B,0
Divorced,No,65+,Homosexual,E,E,64.17909300448652,B,C,0
Widowed,No,51-65,Bisexual,A,D,-99.60081825738438,E,D,1
Married,Non-Veteran,26-35,Bisexual,B,E,-116.38832059647532,A,D,1
Widowed,No,18-25,Homosexual,E,B,80.16903935732515,B,D,0
Married,No,51-65,Other,A,B,0.15653422687814314,D,B,1
Single,Yes,26-35,Bisexual,C,D,101.62342524085426,E,E,0
Single,Non-Veteran,36-50,Other,C,B,1.427275784414365,E,D,1
Married,Veteran,65+,Bisexual,C,B,-92.03020862878174,B,D,0
Single,Non-Veteran,36-50,Bisexual,D,E,105.32345807650789,E,A,0
Married,Non-Veteran,26-35,Bisexual,A,A,140.30915844814464,A,A,1
Divorced,Yes,26-35,Other,C,E,-8.806687856211266,D,E,1
Widowed,Yes,51-65,Heterosexual,D,D,5.859429887459691,D,B,0
Widowed,Non-Veteran,51-65,Heterosexual,C,B,192.75333850064354,C,D,0
Married,Non-Veteran,18-25,Homosexual,C,D,228.43518304842942,A,A,1
Married,Non-Veteran,18-25,Heterosexual,D,A,118.84379910617395,A,C,0
Married,Yes,26-35,Heterosexual,E,B,10.281807170586976,E,C,0
Married,No,51-65,Heterosexual,E,A,237.69897268393336,E,B,0
Widowed,No,36-50,Heterosexual,B,D,25.736668196401354,E,E,0
Divorced,No,36-50,Homosexual,A,D,100.0422689121754,D,C,0
Widowed,No,26-35,Other,B,B,39.35067036376067,D,D,1
Single,No,51-65,Homosexual,C,A,-76.49703982191511,D,A,1
Single,Non-Veteran,51-65,Other,D,C,-177.82671904536497,C,E,0
Widowed,Veteran,26-35,Homosexual,E,E,38.04963449358037,D,E,1
Widowed,No,51-65,Heterosexual,C,E,-234.16039455571712,B,A,0
Widowed,Veteran,18-25,Heterosexual,D,E,-18.37248843334897,A,E,0
Divorced,Non-Veteran,18-25,Bisexual,C,C,96.61908073257501,B,C,1
Widowed,Veteran,26-35,Heterosexual,A,B,-31.51895145655328,E,E,1
Widowed,Veteran,51-65,Heterosexual,A,C,-137.58765272208805,B,D,0
Single,Non-Veteran,26-35,Heterosexual,E,B,-153.91898962145638,A,C,1
Single,Veteran,18-25,Homosexual,E,D,62.42819079175737,E,B,1
Divorced,Non-Veteran,51-65,Homosexual,A,D,-141.15820570529928,C,B,1
Widowed,No,18-25,Homosexual,C,B,-171.21368938257334,D,B,0
Married,Yes,51-65,Other,B,E,19.130068315415123,B,D,0
Married,Yes,36-50,Other,C,E,-193.00684530931645,E,E,0
Widowed,Non-Veteran,18-25,Bisexual,C,D,-56.51569081642207,E,C,1
Single,Veteran,65+,Homosexual,E,D,4.299675466158176,B,D,1
Widowed,Veteran,18-25,Other,C,A,45.435825053040155,C,C,0
Single,No,65+,Homosexual,C,E,26.419771132206577,C,E,0
Widowed,No,51-65,Homosexual,D,E,-65.70250621615091,E,B,0
Divorced,No,65+,Other,C,B,-26.473049611049543,C,B,0
Divorced,Veteran,26-35,Other,A,C,-171.4194767230469,D,A,1
Single,Yes,51-65,Bisexual,B,D,-11.42295366530392,E,C,0
Single,No,26-35,Homosexual,B,A,-55.11632943729633,A,A,0
Single,Non-Veteran,18-25,Other,B,C,2.8056051049116717,B,A,1
Divorced,Yes,51-65,Homosexual,B,B,36.15789434740944,D,A,0
Married,Non-Veteran,36-50,Homosexual,A,C,48.04253441201197,D,C,0
Single,Yes,26-35,Other,C,E,-37.726609040350056,A,B,0
Married,No,36-50,Heterosexual,B,D,268.6819895761649,B,A,1
Widowed,No,26-35,Bisexual,E,C,-131.32552563437073,A,B,0
Widowed,Non-Veteran,18-25,Other,D,A,-19.74083202050482,B,C,0
Widowed,Veteran,36-50,Heterosexual,D,A,9.929545489595526,C,B,0
Single,Non-Veteran,18-25,Heterosexual,E,E,-43.64358400474136,D,C,1
Widowed,Non-Veteran,36-50,Homosexual,D,C,-132.25677748439358,E,D,0
Divorced,Yes,26-35,Homosexual,D,C,-86.5148529564276,C,A,1
Single,Yes,51-65,Homosexual,E,A,-3.852549335866605,C,D,0
Single,No,36-50,Other,E,C,-13.862150455239549,B,A,1
Divorced,Non-Veteran,65+,Other,D,E,-64.49084670744617,A,C,0
Married,Veteran,36-50,Other,D,D,165.7182771803544,A,C,0
Single,Yes,65+,Homosexual,A,B,232.83436824145917,C,D,0
Divorced,Veteran,65+,Bisexual,C,A,-164.5430751541484,A,D,0
Married,Yes,65+,Homosexual,D,E,-91.99863633772023,D,D,1
Married,No,65+,Heterosexual,E,D,2.6398249812487258,E,B,1
Married,Yes,65+,Heterosexual,D,A,158.59849186828006,C,C,0
Single,No,36-50,Homosexual,C,B,101.00284360872507,B,A,0
Divorced,No,51-65,Homosexual,C,E,-59.915772529509084,A,A,1
Married,Yes,36-50,Heterosexual,C,D,7.801450851518939,C,A,0
Divorced,Veteran,18-25,Heterosexual,A,B,-81.9329839393226,E,B,1
Married,No,65+,Homosexual,E,E,74.35462966371631,C,C,0
Single,Yes,51-65,Other,D,E,11.22955378831302,A,B,1
Widowed,Non-Veteran,65+,Bisexual,D,B,-187.25888716424623,B,C,1
Single,Veteran,36-50,Homosexual,D,D,-45.40229558194043,B,D,1
Married,No,36-50,Other,E,C,-109.85868489831803,D,B,0
Married,Yes,26-35,Bisexual,D,C,-50.85966033773327,C,C,1
