nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
India,None,-46.68758537804535,20.128933878311546,D,E,E,C,A,D,A,-111.37958279051665,38.78042832802405,C,C,D,30.255484040381457,D,126.24935439337435,1
Mexico,Jewish,237.21335059440918,41.07015329164325,A,D,E,D,B,A,A,113.2768384854296,117.00558402169685,B,B,E,-99.62346611737458,E,-95.65243205582313,0
Mexico,Hindu,-42.301692581819374,24.869745137582747,E,A,C,B,C,D,E,182.09538538225468,-24.020069768476514,C,E,D,2.9178529763820196,D,111.90360002862465,1
UK,Christian,80.74173511052767,86.33008945236398,B,B,C,B,D,D,D,8.610863578955911,-22.56099288787948,A,A,D,18.960393170752024,A,-20.935385399482044,0
Brazil,Buddhist,42.89665539245934,-29.49320885690774,C,A,C,D,D,B,D,-72.32414499270044,56.36137375238115,B,C,E,-94.64141090621675,A,25.634608515329916,0
UK,None,-35.24991350519691,89.3505442016682,E,D,A,E,B,D,E,36.78370675003194,62.46320720745945,A,E,D,35.99330921829829,E,97.75033682005514,1
China,Christian,-47.62445501745144,12.697125226858615,E,E,A,B,C,D,A,-227.20821430240443,-77.89602595318688,D,B,B,-78.69853068922205,C,-84.62771845472633,1
Mexico,Muslim,-37.729644980718,-0.9901988070219891,D,A,D,B,E,A,C,61.990994108013176,52.093150032239166,B,D,E,53.106616072550004,E,-15.567727669772422,0
UK,Buddhist,-86.22600428472461,122.43150006836967,E,A,D,B,D,A,D,-73.52964974805025,115.73639534563141,B,D,B,7.522145979245424,E,-131.11074400389634,1
China,Muslim,160.97696274315382,109.9607249685377,E,A,B,A,A,A,A,5.415641050214061,-65.24919610903072,E,B,C,79.83074773776212,A,116.80481824981842,1
Other,Christian,1.2660957232433772,-72.30777044031149,A,A,D,A,B,D,E,84.03117919663356,23.000732279763696,C,D,A,96.67712983416446,C,155.77770893224334,0
Other,Other,64.51134485228634,-22.56268850107611,E,D,E,C,B,C,A,-23.858662045582722,-25.27410131133455,E,D,E,-156.04580238777922,E,-45.47570769419398,0
India,Jewish,79.33175381919627,98.46387970194478,E,E,D,B,A,D,C,-29.633927735213344,64.45823486171966,A,C,A,1.5815605310483563,B,-73.32668180544917,1
Other,Buddhist,20.537290844909165,-142.3430487615319,E,A,D,B,A,C,D,-41.027867632127304,-80.48917462959274,E,D,A,119.31898483081069,D,115.32063457642442,1
Other,Muslim,-69.30133697963655,115.54249249163868,E,C,D,B,D,B,D,35.35589692487539,149.00346098741127,E,A,E,-8.053541305538502,A,37.9275510627495,0
US,Jewish,28.654399418225335,-24.060094379279104,B,C,C,B,B,D,A,-123.48986727514193,1.6231102342008463,C,A,C,-98.32746875367445,A,22.597741518852395,1
US,Buddhist,-173.39555357638724,14.951968271229335,B,E,E,E,E,A,D,34.39972106697538,104.25136105908062,D,A,E,-17.85981266045442,E,48.08397944956214,0
US,Christian,-10.397567695844103,60.302260639446104,B,D,B,E,A,D,D,-91.3708246842818,-28.435286206377885,D,C,A,137.9600582081908,C,6.823558247750378,1
Other,None,111.69861160325274,-82.27573351635606,B,B,C,E,E,C,D,19.72568276295514,-27.83851245000607,D,C,D,-47.821305203574425,A,1.8908238068463177,0
China,Jewish,-53.02715269409861,142.75575738042116,B,A,D,A,D,A,D,-63.64578524918058,115.46100713257854,D,E,D,26.38948359775075,A,-33.64977122249586,1
Other,None,63.78802847010731,-161.60108500275894,B,A,D,B,E,A,C,-216.74965085519636,4.826052404295763,C,D,C,-70.72407175862139,D,53.871135743934815,0
India,Other,-150.34525642439402,88.71448845946823,A,C,E,B,D,E,C,-51.357485165530726,-176.81967756367212,E,B,A,147.61694830945578,C,-99.54481964215482,0
India,Muslim,-115.81492259662159,-104.90744666982657,C,B,E,A,E,D,A,-59.32722206454638,-157.84212793997395,E,B,E,-187.31125299259625,A,-30.863670334051402,0
India,Jewish,46.05681383859975,-86.51922269434542,A,D,C,C,E,C,D,65.12709263291963,-104.76233506618549,A,A,C,31.01786387248583,D,110.80005326930144,1
US,Buddhist,-140.82491116637428,-79.66894980855098,B,B,C,D,D,E,B,18.837530746113913,8.073795235187475,A,E,D,-81.49515086022923,E,46.729232046424755,0
Mexico,Jewish,-40.41228520437796,20.820358527059835,C,A,B,E,A,D,E,104.14251216345636,-67.8372777743516,A,A,C,189.63706400653328,B,103.74918680182599,0
Other,Christian,-70.35521628125753,-42.06110248606069,B,A,E,C,D,A,A,84.82124551851653,-0.8965116343898756,D,B,B,160.17840794789785,D,64.49803656547307,0
China,Jewish,-45.717990679276205,23.95754785129006,E,C,A,D,B,E,A,30.081778360878523,-17.44910739914925,B,A,D,285.64867992355516,B,-85.09827294156555,0
Other,Jewish,143.72707593894847,-51.00596936866355,A,C,D,C,D,A,B,-39.46833741993509,61.40741586764415,B,A,D,107.43938855073758,E,75.17179575767368,1
Brazil,None,-261.33972838373626,90.69966568572664,D,E,E,C,D,C,E,153.85378449098343,44.74850548762238,B,B,E,-23.18824252132401,D,-220.06143108975965,1
UK,Muslim,-223.55585828430912,39.5646769104636,D,C,B,B,B,A,C,13.288331116645832,162.31499641357743,E,C,C,-172.5733550165168,A,52.74042652281202,0
China,Christian,238.36554439482933,-68.50449124637785,A,C,D,E,D,A,D,-95.66482463401304,33.91070657395382,A,B,E,-26.021184087269006,B,162.1524022551491,1
India,Jewish,54.760025158364435,-272.1584698399732,A,C,C,E,C,A,B,123.94585384362145,-4.735655513243941,E,B,A,-38.058925763673216,C,63.00115549486578,0
US,Hindu,54.143065537352776,-290.4599351076877,D,C,C,C,E,D,B,128.91910426225988,28.7308041972355,A,B,B,119.98685044379374,D,20.097169207990763,0
US,Jewish,-4.164518584624146,-83.81279812184982,C,A,B,C,B,E,B,61.077056339357064,141.8927200184096,A,E,C,-15.917688891271265,A,-88.83317127805175,1
Brazil,Jewish,20.61138465447815,-86.99526283495277,D,D,B,A,E,A,D,-115.81496916456999,-76.86303286743534,B,E,D,192.06268514264423,A,-57.61192488113461,1
Germany,Muslim,-16.314160870199196,-26.01360587578417,B,B,E,E,B,B,E,34.30076938120463,-170.7603026495518,E,E,A,184.74849705295128,D,-22.39891975269732,0
Mexico,None,34.51293484584081,-162.99166667821382,B,B,E,A,D,D,E,148.0379816692825,-52.037848134515485,A,D,D,-52.909550537227744,C,51.39228145094877,1
China,Other,-104.80870007300965,21.430271715692115,E,A,E,C,C,B,B,-157.12745639906035,-34.853747683957465,A,B,D,-85.60680850215606,D,295.2679596967004,1
UK,Christian,63.87595084552087,36.100777937283915,D,B,A,E,E,C,C,58.29244747881709,-225.45293973882653,B,B,C,-48.71168912260779,E,93.861057880076,0
China,Jewish,76.22948681933079,66.21644399344927,E,C,D,A,B,B,A,-94.42176699374542,-55.99228550647967,A,C,B,51.1795666561787,C,-146.51427193060357,0
India,Hindu,112.40579107067524,-84.99156500372817,C,C,C,C,C,D,D,-127.95369758514667,9.805255583674224,B,D,B,-108.62974688273485,C,85.77038023844163,1
Mexico,None,184.59422475665676,51.199232394557356,A,E,D,C,A,E,A,131.7562773369787,-0.6543793647496582,D,B,B,-121.12396274412045,E,-54.963329840111186,0
India,Other,-204.90404868045738,-190.6764883458332,C,E,D,A,D,D,B,-82.39942323475333,-106.89285322096464,A,D,E,60.64240613212315,C,31.831423399479743,0
Brazil,Jewish,150.15327233614096,-134.60713107447185,D,C,C,B,A,A,B,-90.36685945726663,217.78525566072625,E,C,B,69.1305307221319,B,-99.29423168261677,1
US,Hindu,-201.9642363870618,-0.21858622041909503,B,D,C,C,C,B,B,-2.8000307217411033,-149.04117124095794,E,C,C,10.186236495412235,A,-138.78267482349548,1
India,Jewish,-32.71577070835147,88.17877365563307,D,A,D,A,C,B,E,60.89792937201697,-39.628107627419325,A,A,C,150.9496837665958,A,203.12193249438218,0
Germany,Muslim,60.3250638026299,4.734839794558692,A,C,C,A,A,D,D,75.52916867025296,132.78384202179197,D,D,A,77.09736232993711,B,17.724413105789296,1
Other,Jewish,22.18065309554626,-51.521342184525395,A,B,D,A,C,C,D,-144.6790640234662,-7.658866570497576,B,A,A,-20.98881618900494,D,87.24228071018545,0
Mexico,Other,-195.48140705923979,43.35507306664687,D,A,D,B,E,A,A,156.29489395145632,-188.97025636544947,A,D,C,1.2146389717781227,E,222.29488324106293,0
China,Muslim,-136.01158405665683,66.94854248859242,E,D,C,C,D,B,E,-40.47513826153803,17.343821828365606,B,E,E,-216.50322264186568,D,-105.02562111603216,1
India,None,-21.513614816700876,-24.049715577158043,A,C,E,D,C,B,E,18.876968664414495,-71.76059972234027,D,E,A,39.863916511355974,B,-220.8379950421586,1
UK,Jewish,-111.54630454134309,-44.960424839804126,A,B,A,A,B,B,B,-27.125494503120013,91.30005343534289,A,D,C,-107.34990678464212,C,88.17705670825441,1
UK,None,-81.61900660184787,172.17469131537663,D,E,E,E,E,D,D,-23.67695174431521,146.11162284783325,E,D,B,103.32563576407168,E,75.97644028489388,0
Germany,None,225.62120871731537,-44.101686464043695,A,E,C,D,E,B,B,-154.8449182749229,15.181353271212709,A,E,B,117.45298897825714,A,42.44162450581845,1
Other,Muslim,72.65975320164209,-65.90494344699263,D,E,C,C,C,A,D,193.5580510425936,-75.4525122711015,A,A,C,89.76101736033827,B,16.028334998802084,0
Mexico,Hindu,130.89769724341053,-68.02783767059238,A,D,E,D,B,D,D,-36.655040246259574,18.866917639521482,C,B,E,11.223462086837605,E,-19.707989385061023,1
UK,Muslim,-84.34575580438212,-108.7175580080204,C,E,A,D,A,D,A,-84.94330026876787,156.07957929522186,B,A,B,190.4640362705705,E,42.126763141550576,1
Brazil,Buddhist,55.98212094383932,3.812487830916732,B,B,C,E,C,E,D,-229.39496637386526,6.185427641958075,B,A,E,-105.25714482550082,E,200.63989825287672,1
UK,Hindu,121.1994311098101,-24.96683653438575,C,E,B,C,C,A,A,49.67324774100055,68.64545833912435,B,B,E,82.3638433882865,E,-33.18482251270818,1
UK,Muslim,60.19150592093114,64.87830993752003,E,C,E,A,E,B,A,206.0480649450614,-51.09228410668537,A,A,A,-94.257465035624,D,32.50508436334471,0
India,None,-80.70272307956266,-43.4165991574887,A,C,A,B,E,A,E,93.10137299109553,84.34055142880692,C,C,B,-33.083721616977044,B,-16.926424190288916,1
Mexico,None,72.29675382469023,83.40629322737335,A,B,B,B,A,C,E,48.91525561170425,-66.8175547335361,E,B,D,244.34946878373887,B,-159.92207007835674,0
India,Christian,-33.74028053312723,123.54355091158105,C,C,D,E,E,C,C,101.85472569078011,4.6940871146664325,C,E,A,97.40250843577584,C,68.51280211004568,0
Mexico,Christian,-35.787507580211994,0.5510906966820639,D,B,B,B,B,A,B,-181.1035837103943,145.05751009488284,E,B,B,24.99607078860032,D,-43.97761809909452,0
China,None,139.83528588543052,124.09688373122188,D,B,B,B,E,C,B,151.80313244731724,-31.19656081306001,D,B,D,252.47495760549432,C,35.25825468429705,1
US,Buddhist,58.371315086925456,33.575245300717846,A,E,C,E,E,A,E,-76.68129628452154,114.9655440880865,C,E,C,0.12659369012329572,A,150.93415029548368,1
Other,Christian,-204.63350134115697,23.388252788001278,C,E,D,E,E,B,E,181.34826128076057,-69.10964017498674,A,A,D,30.258681038769502,A,15.76763268361058,1
US,Buddhist,-100.86527860297001,-37.94783016590562,E,A,C,E,E,D,C,-16.911562468794802,-180.20168346788782,E,A,E,25.961484789615163,A,72.81819858269168,0
Mexico,Muslim,152.4229987776363,-74.72705943937999,E,E,E,C,B,E,D,-1.1753868747626897,85.0877957666552,D,B,E,-87.34438086008754,D,-158.10933363188144,1
Brazil,None,-76.60860606457636,93.16275132807999,B,A,B,E,E,E,B,1.3922898349658996,12.270093902020525,B,C,A,-66.30019943155938,D,-19.34288315681626,0
UK,Jewish,-112.44353368096489,-52.96712391413412,C,C,A,E,C,B,C,163.49949288933718,87.7849500694404,B,B,D,-35.581525878533895,C,-111.00511263134037,1
UK,Jewish,68.59191594094918,-45.51695539841607,D,B,D,D,C,C,B,7.051312014791235,-10.051430441889343,E,C,E,-209.03240364669946,B,148.12010310629216,1
China,Other,-5.970811268341103,65.13825351129023,A,B,D,C,E,B,D,-99.21706902448564,178.91272818847617,C,A,D,-10.64887984784614,C,61.322018792361966,0
Mexico,Muslim,-89.55831951331132,-87.04243772816741,D,D,C,A,B,E,C,-0.5630827159963203,81.97007463741424,C,D,D,24.067348806343972,D,-215.52615771846936,0
US,Christian,-53.47013991884395,-113.71290907866762,D,B,D,D,B,B,C,-5.687512928791119,98.11213171574728,E,A,E,-33.71361517260291,B,-12.726969767341071,1
India,Jewish,42.436332334917886,14.160770514831512,A,A,A,A,B,A,A,43.494708390835314,-164.17956375103725,A,D,A,132.79825853880956,D,-34.29068483482341,0
UK,Muslim,-44.58048119712713,8.8556485681285,B,E,B,D,A,D,B,60.33519693093447,-144.99247888491902,B,D,C,14.084085958142307,E,97.95648068532181,1
India,Jewish,-69.1958154535758,61.30941002902395,A,C,C,B,A,A,A,-96.64978788787916,-30.34621149070254,C,A,E,-166.92826004935694,A,69.63606251038328,0
Other,Hindu,-106.97463997555154,40.894611696166784,A,B,B,C,E,B,D,-9.26361419849671,-78.00859643308114,A,E,A,-8.58353491072337,E,80.23076408586353,0
Other,Other,-151.65301859859076,125.75436213883633,B,E,A,D,C,C,A,-8.021054124321967,-46.99604256068104,A,C,D,-281.83968577901436,D,-75.66673665832346,0
US,Other,-0.9875005172534239,81.42549320854441,A,D,E,B,A,D,C,-87.38291617607021,-30.59901396422142,C,A,C,-282.57505040112915,A,38.26057886358411,1
UK,Other,-39.19572328282088,7.797970567355929,B,D,D,A,B,B,C,183.03145607440723,-194.2357700350695,A,B,A,89.07628692099284,D,-9.99359944217124,0
Germany,Other,173.20793019860926,-53.64268816689788,A,B,D,A,E,E,C,24.144121271910752,-47.472664706665775,D,C,D,-188.5366202318087,B,134.10710218727567,0
Germany,Muslim,-146.71764352351283,-111.83233210912904,B,D,A,D,D,E,B,-108.90786441148576,-50.32527755392727,A,E,A,168.9835605167777,A,11.812104565467177,0
Mexico,Christian,-16.853692297647186,-14.449228782180606,A,C,E,B,C,D,E,-52.42087522796071,117.69153236114632,B,D,D,-166.83241434442448,A,38.53637486176889,0
Other,Jewish,-96.39692234072456,-45.47616207961889,D,B,D,E,B,D,A,-33.09966751859919,-14.376513826016115,A,E,E,-127.0346947122302,B,97.69005865552754,0
Other,Buddhist,-33.0828949916906,-72.09424900395749,E,B,B,D,B,B,B,-87.12041243114082,24.579052526679774,D,C,A,-274.7914504523949,E,-35.29945681073682,1
Germany,None,146.44984585307773,-11.830711064244639,E,A,E,E,E,C,D,110.85290000467151,-231.1790177786842,B,B,A,-303.19260076356846,C,152.72395266425812,1
India,Buddhist,173.83126897843292,-90.01454920026107,A,E,E,E,B,C,B,35.624243994930076,140.43820737482613,A,A,B,136.96941897858275,B,-244.69036699385663,1
China,None,91.50121581755391,61.7571260921532,E,B,A,D,C,B,A,18.14619112059507,50.289517297395534,C,E,C,-86.99159732620745,B,24.13345310858827,1
US,None,64.57735646809391,-69.8085458284167,E,D,C,D,C,A,E,16.75994299981737,-33.283038631553694,C,B,B,37.93047051367098,A,-169.17675833735314,1
China,Other,-174.28723742865293,-55.58702433681725,D,C,E,D,B,C,A,112.0192879951946,-150.9318092595212,E,A,E,142.4066745523498,D,199.64619021515531,1
UK,Other,30.167142872660946,172.42291976289047,B,A,D,A,B,C,E,-57.0811350652161,-166.63404612144822,C,A,E,51.52938865377871,B,13.687633279902744,0
India,Jewish,124.5621310534803,11.331434228864572,B,A,E,B,D,C,A,-23.91619165979851,124.27023787898486,A,C,B,-71.47155770878612,C,61.376624123927115,1
Mexico,Christian,100.52488889480624,33.13149313345478,D,C,C,A,A,E,E,104.75082643698019,91.67744808978966,D,E,E,102.95954656711484,C,-217.75704402526702,1
US,Muslim,7.887152345436937,108.32141899429242,D,D,D,C,C,A,C,-72.2015057085129,-67.07533876652172,E,C,E,-151.49148760200495,A,112.47287380448377,0
Mexico,Hindu,-15.481977012459597,20.054438947999394,B,D,D,C,D,D,A,-100.24037542375936,-184.75395546163458,A,B,B,-0.030257369878278623,E,126.25840682265815,0
UK,Jewish,-112.40800298710636,116.64780370193806,C,E,E,D,A,E,B,109.73791881364541,1.0814913946400981,D,A,B,-16.684478450833858,E,374.34423038567286,0
Germany,Muslim,116.85343020770847,-103.16879816911317,D,B,D,D,E,C,A,7.683428382041321,-3.3233943765075393,D,A,D,20.193375009677343,B,118.62346244251457,0
India,Other,-140.74162622016794,-165.77738726289567,C,E,A,B,E,B,E,-35.099038192802496,-14.06034387090055,D,A,C,30.817085719382625,B,-9.750112027293152,1
India,Christian,78.26348356469231,190.17947913463016,A,D,C,C,D,B,B,37.81920278488618,103.9208514434827,A,B,A,91.27973365201588,E,-42.123322103215926,0
Germany,Jewish,-51.828029121369504,-93.90356466133841,D,E,E,D,C,D,C,161.78152293262758,-43.920180704406,C,E,E,-43.71721819515523,C,210.2555730823485,1
Brazil,Jewish,-41.66581163865928,93.4381013390949,B,A,A,B,C,E,A,103.56690195899641,-65.52370329295837,E,E,A,69.83695482257998,E,-77.25553814055546,1
India,None,-178.6529334092308,-11.404756008109834,C,B,A,A,E,E,D,88.60902803721999,34.20259988583326,A,A,C,-76.03662817744508,A,-36.02021130204511,0
China,Other,-99.28484823926934,-63.659946678546,C,D,B,C,E,C,C,-5.8352796776592415,-94.5079715339033,A,A,A,21.021100215940038,D,-128.74102887175766,0
Mexico,None,-54.81744948345829,84.1644339554454,D,B,D,D,A,D,C,125.43169537100738,-3.6161914167109925,B,A,E,-83.5918093892915,C,-75.52913078495249,1
Other,Muslim,-61.77313800552431,-34.597756087948575,C,A,E,B,B,D,E,114.01140822719289,-259.3842547949357,E,D,E,-158.73626876586,E,84.16365626003493,1
Other,Muslim,-84.10671114464598,120.4464999225721,B,B,D,D,E,C,B,-41.66840950021004,135.0601057042436,E,E,B,-25.682533937357437,D,-77.62659069647171,1
India,Muslim,104.74743426597024,7.380076539164437,A,E,C,B,A,E,A,20.319783873830303,-51.77784950050176,C,E,E,30.662683509764694,B,-24.616565085019303,0
US,Christian,97.14299178562183,-162.62214560115333,D,A,A,C,A,C,E,-134.23405948893003,125.64457843036215,A,E,D,-125.42827703462238,E,233.7631137681821,1
Mexico,None,-84.89639968401261,181.9058977306759,A,B,A,E,A,B,A,55.521307272023826,-168.46000189725999,A,A,D,-147.71982518603045,A,-85.93126932885096,0
US,Other,169.05496512503632,-68.95284635021945,A,C,D,B,B,D,E,-131.77433220313378,-105.74771234260463,A,B,A,129.197191527046,A,-107.55572136939884,1
Other,Hindu,11.310392979604101,98.15744078782677,B,C,C,C,E,A,C,24.22184448676244,-26.098134673070582,A,B,E,71.83348189058772,A,37.159560501221,1
India,Hindu,69.77888144995387,-13.224538124581228,B,C,A,C,E,B,B,33.9973423548021,-1.346194806262677,B,B,E,17.454479079517448,A,128.5293441477624,0
China,Buddhist,11.160865129225304,-109.79181905514757,C,B,C,D,D,A,B,-172.53868103166513,112.6596236794285,C,B,B,22.85317929525083,E,0.40300864627215854,1
India,None,96.14094808434388,-123.94213511303988,C,C,B,D,B,A,D,-9.980192704692163,175.01916600164316,E,A,B,39.234342081577175,E,-23.721099469917068,1
US,Other,-89.86827322254297,224.74936715253935,E,B,A,B,A,B,D,-40.88004137284199,2.0871048076096654,D,B,A,47.111580261294904,E,-64.61255409397752,0
US,Jewish,-129.16456872322703,-92.94333994077526,B,E,B,B,B,B,B,-152.39063099193945,-54.129872121767164,D,E,B,0.6779610179125141,B,-79.41185766597441,0
Other,None,1.3824067372326259,-114.81786273022992,B,C,D,D,E,B,D,-94.12129782555374,111.94196034184232,D,E,D,93.90966924066213,E,-130.212962865128,0
Germany,Muslim,-86.75735149268003,24.908610476215006,C,A,B,A,E,E,D,160.3255798569917,78.04553644964018,E,D,B,20.959918601308384,E,136.88873021319557,1
India,None,43.29414674682975,-28.54676742998755,D,A,D,E,E,C,B,18.6428763696312,154.294265741609,A,A,B,31.478813839210563,E,-31.734345720827918,1
Mexico,Christian,-3.3573166935569243,-69.70084979986565,E,C,C,C,B,C,E,9.992607174994948,70.29601525540355,E,B,C,-242.29198998142869,B,-133.17236575873383,0
Mexico,Hindu,-18.265157070261136,-62.2989243159633,C,D,D,B,C,E,C,-97.30417951142,-76.1028763497106,E,B,C,24.040532926383552,C,-22.185971949378356,0
India,None,88.34274600735378,213.15164329383043,D,C,D,D,C,D,C,149.1916756578689,-28.739377572449925,C,D,C,-91.63383082188713,E,-82.01037665807196,0
Other,Jewish,-144.23866067523548,-57.12801880548736,E,B,E,A,D,A,A,-146.74771971275567,-176.45504304445657,B,C,D,-89.45626104360446,E,118.32823163226045,1
Other,Christian,-121.3215517714058,100.15698872620491,C,A,C,B,D,C,C,7.004569665063642,146.1796253245574,D,B,E,166.41311532575799,A,-155.2452657224297,0
Other,Hindu,-73.13930715528456,23.82613084811608,C,A,E,E,C,C,C,-86.99826832509392,93.29477769091311,D,A,C,-15.072209845819451,D,-24.739081803601852,1
Brazil,Muslim,16.53639839006212,-77.93691338281964,A,B,A,D,B,D,B,94.2508186663687,18.690350848432775,E,B,D,-262.88950388831995,B,-12.041107813506976,0
Germany,Buddhist,4.498741161019381,2.499493544650553,A,B,A,A,E,D,A,24.287781788242917,99.49689300649209,E,C,D,144.75362820631693,A,103.47054532950773,1
India,Christian,111.23246152030507,52.60375686534412,C,A,A,B,A,E,B,0.9019509667741796,-119.62416589027185,D,B,B,124.33897910435373,E,84.800075570821,0
Other,Buddhist,-160.96230094739457,99.13871108249208,C,B,C,C,E,A,A,-50.001161750343606,279.9283434975895,E,D,B,45.672599626433865,D,35.164880920574326,0
Mexico,Muslim,-252.079885322925,-60.74336023718704,D,B,D,D,A,D,B,-84.75019535852218,15.361008721773995,D,C,C,8.598557251715182,B,-102.86719224965309,1
Mexico,Jewish,38.731814528530215,53.742837085423275,A,B,B,B,E,E,E,-8.436613643474148,72.07216311445144,E,E,C,62.41453385736393,E,95.6501012048553,0
Brazil,Muslim,196.35376305810942,175.13853073524638,C,A,E,D,D,C,C,-115.44737384369388,-80.24714741286381,E,A,B,100.92823416366892,B,25.46082164307314,0
China,Muslim,-42.77816901455254,-112.70370312689249,E,E,E,C,C,C,E,-98.63505382171579,-238.2390107533804,A,C,B,-8.090551001655694,B,-7.083802742578015,1
Mexico,Christian,-181.39318703300935,-24.69854533423639,D,B,C,D,D,E,E,211.44191520496128,-59.037610696443124,C,D,D,249.79020966084585,C,-54.40471119195504,0
Other,None,-54.07289744974062,144.95213339063633,A,B,E,C,D,C,E,135.8649140557955,17.955940951933364,E,C,E,-103.89088754092649,E,-259.2228348754127,1
Brazil,Jewish,34.15261967474109,-24.400317223750413,E,C,C,D,B,C,C,-68.36322419454073,-0.2689223462815219,E,B,A,-17.47652707130614,A,29.035463530051437,1
Mexico,Buddhist,54.77798553624227,91.91628620969041,D,B,E,D,C,C,D,-132.82643454564226,67.74998165294693,D,C,E,-136.87226716183017,D,-23.16209758540204,0
Mexico,Muslim,-151.89011612262445,67.38193337118436,B,D,B,A,D,A,B,54.549153086247394,-21.6995918364209,E,C,C,45.21095740892339,B,-34.30741519805803,0
Brazil,Christian,-31.438734418889485,55.70846085540846,C,B,C,E,E,B,E,25.55874534421685,50.29583719811532,C,D,A,116.36594389959178,A,-90.11124767443366,0
UK,Buddhist,-14.201335097854024,-180.58568630956395,C,C,E,E,B,D,E,-100.89210115672881,-92.095919310336,E,C,C,94.3364589099241,C,53.06080082487215,0
Germany,Hindu,-42.63076034694258,59.05000348189081,B,E,B,E,A,A,B,-31.003455033049676,-267.0385617315563,E,D,A,15.445537901399737,C,110.24229970470493,0
Germany,Muslim,-136.73068786531488,78.43323890589589,E,A,A,B,E,D,E,151.0266692686544,140.88727179028407,D,E,A,96.03998151368454,B,-88.39909994105155,0
India,Muslim,-176.29561334142176,-24.585214266460344,C,C,B,C,E,A,E,-73.26066628227666,30.994766604371087,A,D,A,-159.7065920813876,C,41.71985889942312,1
Brazil,Hindu,183.57436144143742,-22.59891329933298,B,B,D,A,A,D,A,149.50466024776486,-16.484053796423918,C,D,E,-43.45091209952731,B,29.634689641824764,0
China,None,12.613727669611105,-99.89994044945452,D,E,A,A,E,B,E,-235.16189581789934,173.6030532237154,A,B,B,87.20470052192043,E,-21.941052396240345,1
China,Muslim,-64.05955347754218,59.803281096271036,A,A,C,C,E,C,E,177.59548047054804,100.76753962006073,B,C,E,-69.81915745503984,C,-32.008845002462614,0
India,Muslim,40.89029867820599,34.890030879659584,A,B,E,B,A,D,A,-49.11316221067762,-30.70978410060584,C,E,C,40.90983949311976,D,-65.80262841325364,1
Germany,Christian,54.762356429307104,56.58370902276108,B,B,A,C,D,C,D,-71.60762055368103,-140.17689964631862,C,C,E,-32.03529576042505,C,-141.92306295612383,0
US,Other,-132.56523895808178,-96.95206716352192,C,E,B,D,D,E,C,-100.27599227535038,52.9804700638219,B,A,E,35.737113438582114,A,80.16462904240575,0
Germany,None,-128.50297180250647,-160.46472155444184,A,B,B,C,C,D,B,-8.837676456047177,-61.98922097480308,E,A,D,28.503494410351543,B,18.192146788764834,0
Germany,Hindu,178.63120716043542,-6.140250734421456,C,C,B,B,E,A,B,126.0718665920111,150.60478523167092,B,E,B,36.521300441283685,C,-188.92378062582563,1
India,Buddhist,91.3004095445094,92.02156155370677,A,D,A,B,D,B,E,20.289150011500055,-76.5682691467663,E,C,B,100.10081415243542,B,-4.921263659799183,0
Germany,Buddhist,146.38598754457763,4.909524764510902,C,A,E,A,D,B,D,138.88635099467552,-9.762856857029965,B,A,B,-99.76697541639774,E,90.59883081340192,0
China,Jewish,105.80155547659176,-89.62921294699211,C,D,E,D,B,E,D,30.774555091129173,-288.25359226022493,B,A,B,168.01074995437907,E,-0.4724049837354609,0
Mexico,Buddhist,100.21191935057672,-1.1089978220785128,C,B,C,B,C,B,A,-180.220180525857,-54.59159969910583,B,B,D,125.55571788290408,A,-144.81872790425132,1
US,None,-134.50832680698633,161.3995710353348,C,D,B,D,E,C,D,42.74260295264572,-6.4358210248582735,D,D,B,119.17372151661787,B,-137.94525552585864,0
Mexico,Other,-79.25476908913136,-31.60458634753937,D,C,A,D,B,A,C,13.595565080425962,-16.55816712326841,B,C,D,60.05467906121815,A,117.12412802254013,1
Other,Christian,79.86074807933538,-183.6072014816009,D,B,C,D,B,D,E,-173.48177524269158,138.06299748439807,C,C,E,18.53872155360531,B,-62.609007159839905,0
Brazil,None,-27.949611060815965,119.502438931904,B,A,A,D,B,A,D,99.54689414050227,30.144534639391026,C,D,D,168.79178955462345,D,-77.3887603148172,1
US,Muslim,28.62173814560241,156.75096680961903,E,D,C,B,D,C,C,-141.05578934627755,-16.256639124547913,B,D,D,-89.43570340376466,C,109.2823378642275,1
India,Hindu,208.38674362762558,-65.80690500379968,E,B,C,B,D,C,C,126.19395873265064,-85.30932700103234,D,A,E,229.2892643694676,C,-155.90665906442862,1
India,Buddhist,-92.1829343798732,162.35203838642587,A,C,E,C,E,B,A,-12.060715991791755,147.8583312476208,C,E,A,63.077273816063375,A,-107.85452971944176,1
Germany,Buddhist,-85.97936739431331,-81.54116385800808,D,A,B,D,B,C,A,44.274851110111,-51.20265751894294,C,E,D,282.24953330002523,D,-63.889832679433944,0
Other,Buddhist,95.28795112003439,-37.89261106263419,E,D,C,D,D,E,E,57.80050187657755,18.66409441711409,C,B,E,99.93466647510343,C,8.262196227798732,0
Mexico,Hindu,-128.82801874080678,215.818706116035,E,B,C,D,D,B,E,76.27503532220382,-94.53979691605045,C,E,E,37.55223051547103,C,-9.593988140893735,0
