RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
White,A,47.04737150046871,-0.5239621480001675,B,D,E,E,136.56829303123783,B,-78.07552866842298,201.32897085905773,C,E,C,C,B,B,E,1
Black,B,56.11053278539647,-15.514919268175994,D,E,C,B,41.60337167374937,C,-46.01321903964944,11.052000443725465,D,A,D,D,E,D,A,0
Hispanic,C,59.923929966400436,148.54497701957197,B,B,E,B,-91.74813763449387,C,29.872336190067806,21.41871187670396,B,E,B,B,A,C,A,0
Black,E,38.62513886931261,18.145950914833247,E,A,E,E,-125.70989335949673,B,75.56510130540363,55.28713221541784,C,C,D,A,D,A,D,1
Hispanic,E,176.11060581650645,-19.15633567986616,A,A,C,A,7.865717385465122,C,142.56312216097092,-155.0447960003037,E,C,B,A,E,E,E,0
Other,B,-217.456300934652,20.422597581825222,D,A,A,E,-91.06354714828342,A,-160.31295049865554,59.0592988853718,D,A,A,A,D,A,A,1
Hispanic,C,-150.25952414556608,-72.76691020950952,E,A,C,D,-51.730434640605004,D,-36.11924510476358,1.6330814367663715,C,E,E,C,C,D,B,1
African American,C,123.54897931757776,154.3303366059241,A,B,B,B,-24.003448124743183,B,-49.57874633358726,125.37046270555805,A,C,B,E,C,E,C,0
White,E,-52.86670199788218,-138.45552061347382,A,A,A,E,10.976888034464942,B,-44.78387547929134,-48.43726707946024,A,A,B,E,B,E,B,1
White,D,-89.2249950027711,-113.67194512055015,A,A,C,A,-137.26360357627937,A,-145.52650176064904,-4.838312860884056,E,C,C,C,B,D,C,0
Hispanic,E,54.376930151008004,-56.202596089449386,A,A,D,A,-178.25693443349405,A,-116.45190382626542,32.291922648196625,C,D,B,E,D,E,D,0
Asian,C,25.13585619792757,0.964396856562179,B,A,A,B,-16.581288752032886,D,-34.948332944722324,64.43119404930995,B,E,C,C,E,C,D,0
African American,D,-179.3186439531574,-236.86539366318,B,D,B,E,67.20304688478545,E,-146.21466374768607,74.65655733257209,A,B,D,C,E,C,A,1
Black,B,165.6464822978941,-102.31637057096223,B,B,C,A,12.228999529077708,C,-134.9947221993282,112.0307436551772,B,D,D,D,E,E,E,0
Asian,B,-123.54925532230328,-44.95375928119948,B,A,C,E,-166.53046598042113,A,22.290682042777178,184.84537195939004,B,C,C,B,B,C,C,1
White,D,0.05819503723846276,-47.6732932227025,A,C,E,C,101.92102739405382,A,35.33172670444909,-173.40877627837423,C,E,A,C,C,C,D,1
Black,C,0.29028452904063134,17.851503305373768,B,B,C,C,-125.63396737169855,A,-123.65274452006587,-88.92861221268328,E,B,C,B,C,D,C,1
Black,D,5.673850528625063,-95.30695755458564,D,D,A,E,6.794826410773508,C,-49.31983848536962,95.70607303539173,D,D,E,C,D,C,E,0
Other,A,-46.59394326537456,-180.0592907282062,C,B,B,C,64.63090542381562,D,31.29250289615721,24.513619579555083,E,C,B,D,E,D,C,0
Other,D,33.9553524424525,-15.751074996452017,A,E,B,B,20.501433737386503,D,-163.32008557987575,116.71345849946901,B,C,A,C,E,B,E,0
African American,B,65.32349399111345,136.18073810497202,A,B,E,A,-105.97201866489294,E,-155.998427245232,69.46167413964226,B,C,B,C,C,E,D,0
Other,E,-28.641418430455058,-98.34548272345765,C,C,C,B,-83.63828716493231,C,-11.713602854398612,35.158168483074675,B,B,E,A,C,A,D,0
Asian,B,117.43590608059327,143.61957673488627,B,C,B,A,-183.9544159207235,C,-83.83402960282517,-142.6905619382959,C,B,C,E,B,D,D,0
Black,D,49.73373447857131,-35.892242788639976,B,A,D,C,-222.5897022527133,B,-75.48673689385691,-108.73491024412107,B,C,D,D,B,A,A,0
African American,E,-13.622830703972067,80.3896192853907,E,C,B,B,21.852541555690784,A,6.535888397816052,87.84663962776975,E,B,B,C,A,B,E,1
White,D,-41.4680659182273,73.4332341837872,D,D,E,C,-76.15231232254588,B,-67.1879291744985,22.454455645163833,E,C,B,E,A,C,B,0
African American,D,-6.877353233729648,-11.497238416234001,B,D,C,E,26.686605114499358,E,61.0407323283675,-71.84212284042393,E,A,B,D,C,E,B,0
Black,E,179.98132539340716,-184.01914102724965,D,E,D,B,-55.867187183402386,B,-38.679576688376116,65.58721961265647,C,A,B,C,E,B,A,1
African American,E,137.3014944677519,125.56401594622444,E,D,E,A,155.45062425342536,D,8.970707019532338,40.61118322119131,D,C,E,A,C,B,E,1
White,C,29.110466794657373,26.525893450135335,D,E,A,C,-62.96451717813966,E,9.448957257114625,49.87313869979783,E,E,E,E,A,B,B,1
Other,C,-296.20968246241694,-6.079745278106316,B,E,C,B,145.641015508585,B,-10.538256550504665,17.671259947288874,B,E,E,E,D,B,A,0
White,C,-86.28119012189113,-17.285772227315512,E,E,B,E,-41.64923162270917,C,76.54998152620452,142.0375971174629,A,E,A,B,E,C,E,0
Black,A,-49.625216770145464,-34.47271462189442,C,D,B,E,28.897790141543144,A,20.75552996645768,109.15064159432247,E,A,C,E,B,A,B,0
Black,A,81.39902287908627,129.6297490356281,C,B,D,E,102.16312288309813,D,192.3073306106041,99.20727070997586,E,D,B,B,B,B,A,1
White,D,-191.96436693932097,46.1340417546542,B,D,E,B,-38.33322720187103,B,89.3018819167441,85.66109905573465,B,C,A,A,E,D,C,1
African American,E,92.14339442243543,14.419086223736869,D,B,D,B,-75.21274298809712,A,-20.964994823363543,-34.69881355688271,C,D,E,E,D,B,B,1
Other,D,108.21607130344873,-56.15396230579886,A,D,B,B,-77.26058380284962,C,77.13056867156769,121.57609738156667,A,B,E,D,D,A,C,0
Other,A,-74.17107561384358,-19.60754986912196,C,D,E,E,53.91678722456943,D,-136.8663089229805,-192.0476946272347,E,A,C,D,A,A,E,0
African American,A,-77.87922282079798,-2.06717832522945,D,E,D,E,33.006268416282595,E,157.77730303297133,-52.2171098626344,E,E,A,C,A,C,C,0
White,A,97.21117456161471,-36.265826389808346,C,B,C,A,35.77521717064691,D,40.640336441945905,-22.732303383416173,A,A,C,C,A,A,A,1
African American,B,-138.89880992733666,63.931891719034425,C,C,B,E,121.01155349416916,B,-86.73624699334395,-216.32996157506224,E,E,A,C,B,C,B,0
Hispanic,E,-121.86009911275646,46.33002493861264,A,D,C,C,-68.11262768538444,D,-13.111062319286537,-54.63268371679456,E,B,D,E,E,E,D,1
African American,D,28.520849052642998,22.23617277013698,E,B,A,C,28.927236027427515,D,-52.179989422267624,-58.25787087813675,A,D,B,A,A,E,C,0
Asian,B,-107.35412677965228,-40.754032627989794,A,E,B,D,-2.8959825978281772,B,-67.0205380195079,-127.74453582561674,C,B,B,B,E,A,B,0
White,D,5.785888458772246,106.50012292268775,C,D,E,E,124.3738341667743,D,41.09491582677747,21.53896121216462,A,E,D,C,C,E,B,1
White,A,23.735117289473234,-40.53451669702761,C,A,B,B,-109.47365628929194,C,47.04415139045168,-167.30512445141252,C,A,A,C,D,C,B,0
Hispanic,C,25.830115094869804,60.4156758712462,A,C,C,B,-139.1359543728712,D,3.7334115454761667,82.75231197668938,D,B,B,E,B,D,C,1
Black,D,-149.9219991106166,23.804103702877846,D,B,A,A,52.037838474903744,D,-161.54455849980684,-122.98895951544759,A,C,C,D,D,E,D,0
Black,E,111.354951577168,25.139529039023937,D,A,D,C,-36.08619156414211,B,95.02867908947998,-50.55205291472855,D,D,B,B,A,A,E,0
Hispanic,C,-184.7686399884763,6.896000274088758,A,A,C,D,-141.24288584805387,E,37.79294137672334,33.625168389254654,D,C,C,D,B,B,A,0
Black,D,-1.118286427048794,193.7394178133001,A,D,D,E,-179.75069701360638,E,-48.8656927074035,36.68026178782153,B,C,B,C,E,B,D,1
Hispanic,E,-132.70150624992237,7.619940780988138,D,B,C,B,199.89137163435123,B,81.00098683779827,93.8709603991509,C,A,D,C,D,C,C,0
Black,A,22.5551216279088,-57.77286527155909,A,E,A,A,49.763471373456014,B,200.65816167017917,181.16110281771202,C,E,E,A,B,B,E,1
Asian,E,-81.01907363835906,272.9272487380471,B,C,D,C,-30.77565516331699,B,-104.66646187922535,60.74227626540225,E,A,A,B,C,B,C,1
African American,D,-33.46990667659039,76.48409551598469,D,B,A,D,-51.4588616938213,D,212.31364659774655,6.574965165771345,C,C,B,A,E,B,D,0
African American,B,13.986370353488933,-61.871559222610685,E,E,C,A,-1.999997461710875,E,-19.95171239528427,-122.62926079405534,A,A,C,E,E,D,B,0
African American,E,137.27820079456222,-32.818771663537056,D,A,A,D,10.920953528711237,D,-9.241152532110886,32.657559703970215,D,E,E,D,D,C,A,1
Asian,E,292.2461804558785,4.717854879845259,B,E,E,A,-18.634742594574266,A,65.18952040929568,-51.87256566548116,D,B,A,A,C,A,B,1
White,D,11.420989019106528,-105.4480370485132,D,E,E,C,-65.58806774442739,C,90.51797417081559,83.98251380137404,C,A,B,C,A,B,A,0
Hispanic,C,-56.558255017254034,-25.628343141675607,B,C,E,A,-91.79360822274121,E,15.616511434168956,-69.05682040500108,D,A,B,E,D,A,C,1
Black,E,-116.42976655506739,96.07591137247825,B,B,D,B,18.879151102749393,C,-179.00340868933182,118.36554965718389,C,C,D,A,D,E,A,1
Asian,E,-13.090912988856987,83.99298696542317,A,D,C,B,85.83071442595157,E,-153.41114181910166,-84.04121074611724,A,E,C,E,A,A,B,0
White,A,-27.031728366084216,-133.11874279573703,C,C,B,D,20.81818192470235,C,38.005359300620384,-183.27126870759383,B,A,E,D,D,C,C,1
African American,D,38.028538228694494,214.24614983770772,A,A,A,D,183.42418108423666,C,-177.4849786723929,129.1130927387635,D,E,B,A,A,C,B,0
African American,B,32.61037220304872,33.162668851147636,A,D,C,B,47.11598909225993,C,123.40206882655009,-139.12299463462315,D,A,B,D,D,D,C,0
Black,A,64.99234382336039,-76.91004909925081,E,C,D,C,41.18851178444019,C,-20.534041768883746,-119.0738840545849,A,A,D,D,C,E,D,0
Other,A,-207.0174770678157,-38.189607582737146,B,C,A,E,-217.04600490144975,B,-102.76082936654281,-30.448094132825286,B,D,C,A,C,D,D,1
Asian,E,-27.452938194656596,-40.26653473897762,D,A,E,A,118.40245480888139,D,-77.08623772181107,-53.416855479054725,B,C,B,E,B,C,C,0
Black,B,221.13894978880825,-116.39000882477816,B,B,B,A,19.841797349498126,E,-109.64763467879608,63.43592845351094,E,C,A,D,A,C,A,0
Black,E,-140.347790745155,-138.4181096535105,C,E,C,E,100.44099802405633,A,125.65535382503667,57.15382107690746,B,C,A,E,B,C,E,0
Asian,C,42.25557758145721,-66.63956996758745,C,D,D,B,44.81451492136238,A,-45.286095741852925,-118.62547256335563,A,D,D,A,A,C,C,1
Black,E,75.62088624104487,-54.74376211936946,D,B,C,A,145.89196474659937,A,22.758446791261868,8.673450164922672,C,E,C,C,A,E,B,0
Other,E,-85.21455100856446,-74.77415450075434,D,A,C,E,-14.588143577841375,A,-26.610985265764846,19.40816177769101,D,C,B,D,B,B,C,1
Hispanic,D,145.54226803113463,-25.274663482765515,A,E,A,B,12.678363617572701,A,-102.6212686579304,-98.08875958647427,C,D,A,B,D,A,D,0
White,A,-36.85991384131498,-179.88918448147814,C,D,D,A,61.616248835552234,B,-88.18454186020132,26.784599418838617,D,D,C,D,B,A,E,1
Asian,C,-165.969318455275,13.106002711325127,C,A,C,B,150.03663499317946,D,40.99955560278873,-59.54611730257541,B,E,D,A,B,C,C,1
White,B,-56.78763412529517,66.49667909218412,B,E,B,D,-146.8904106080742,E,-56.07792930273388,-100.00491870979566,B,D,E,A,B,D,B,1
Black,B,5.639748119940811,-78.90196179665104,A,B,C,A,-4.6663911716771524,B,202.82686044346855,57.9325393945813,E,A,C,B,E,C,C,1
Other,D,-77.5503722698964,19.94770446199803,A,E,A,E,18.375176238980373,C,4.716113672343798,-56.9764059159264,C,A,C,B,D,A,D,0
Hispanic,C,33.278177835366925,-113.6319280244473,B,D,D,A,69.09064861874148,A,-134.51434251454575,47.70593386463367,E,D,A,C,C,E,B,0
Black,B,0.11076373201470474,35.77748981275582,C,A,B,C,26.637140836443272,B,42.11645540429605,-139.9072928182401,D,E,C,E,C,E,D,1
Hispanic,A,-82.1981978992077,-202.00843626162484,B,E,D,E,90.08322743284621,B,10.555078054194299,-51.47486830091849,A,A,B,C,C,C,A,0
Hispanic,E,-195.90285063498672,10.05187119413329,D,E,B,C,-82.18731609888022,A,47.58913639759596,-10.401569632207144,A,E,C,B,C,E,A,0
Black,A,0.5699305742201746,-11.700059911987715,B,E,E,A,136.3535028105621,C,98.78594604042677,-48.189996701910864,B,A,C,D,D,C,D,0
Hispanic,E,-27.02759683924813,33.11797360993618,B,C,B,C,-140.12472275284563,A,160.86308767240897,38.15898061762037,E,E,D,B,B,C,D,1
African American,A,-149.41080230603598,14.167653991735877,C,D,C,A,-135.91015115560313,C,3.233406491984198,-77.3283142984614,C,B,D,D,D,E,A,1
Black,A,-101.2181375781416,93.98063779737166,D,B,B,E,-136.69220214823426,D,-55.25970816135486,-106.26800784999627,D,D,D,B,C,D,C,0
Other,A,91.15235659290434,-146.69789644389348,C,B,C,C,-19.03240329245566,C,93.14135353066112,-77.51368985000956,D,B,B,D,D,B,E,0
Hispanic,C,48.42798739834666,175.69047109261106,A,D,D,E,42.294555268920256,A,-92.16314484702154,-98.15402603042257,E,D,A,D,D,D,D,0
African American,E,180.73154552244745,-252.8401041906717,E,A,B,A,98.68676724317925,C,101.36358793189734,-53.621907378231036,D,B,A,D,B,E,E,1
Hispanic,E,68.37010749081504,87.86363208624371,B,D,A,C,-18.654035195116673,E,83.88580173514625,-111.7060453575712,A,A,C,B,A,B,A,0
Hispanic,C,105.09606475769803,-53.050395544428156,E,D,E,B,44.0723750606151,A,-171.8268349456447,69.98223875998488,E,B,D,B,A,B,B,1
Black,B,42.444533779320764,-8.655251541976726,B,D,D,A,59.93254919903235,B,35.114602485975404,12.617734993597377,E,D,E,D,C,B,C,1
White,B,-59.90217431727777,61.14057676597414,D,D,C,D,-82.22115063556123,D,-59.0323581728703,-129.96456165712445,E,C,B,E,D,B,A,1
Hispanic,A,-120.65551410664557,299.50610377780737,D,C,A,D,147.13321804548235,B,-72.50174672623355,-77.22019623756714,A,C,D,D,E,A,C,0
Hispanic,A,78.42883852117524,66.0800309400395,E,A,B,B,-23.94096740316903,E,-46.831072873687006,126.15465055259625,B,E,A,B,E,B,B,1
White,D,88.18890268486419,37.64583597990574,A,C,A,D,165.05721937950065,A,7.2575827098127865,64.98995198694516,D,B,B,D,B,A,B,0
Other,C,4.854689795328148,204.2038308451364,A,A,D,C,-63.489947874591046,A,-182.07763000967824,43.70139348880191,A,E,B,B,D,A,A,1
Asian,B,-86.47337296285482,48.13947259252469,C,D,C,E,-20.13994231159506,B,-45.85782867668025,-164.79389977627645,B,B,B,D,E,E,C,1
Black,C,106.500464817721,169.35576649545192,E,A,B,A,37.28299471216882,A,51.29283755709868,-14.434269561912682,B,A,A,A,E,B,C,1
White,B,77.5994534831133,-101.11567233973086,E,B,D,B,-162.8943352546722,D,94.27019773957377,-43.65262914806549,A,B,E,A,C,B,C,0
Asian,C,-124.27725383231865,-3.2393190818802404,E,C,D,A,-101.01889185747726,C,-103.1105485622835,-94.73561032796573,A,A,A,B,B,D,D,1
White,A,-60.842428411856154,149.9909068834785,C,A,E,A,-99.16155740052437,B,-88.15558729302916,-126.54754224039964,D,B,A,D,E,B,A,0
White,E,-93.12317732540846,34.546375355329076,C,B,B,D,-18.716620785027864,A,-33.42890034813969,-106.6728872961541,E,B,C,A,C,C,A,1
White,D,51.134908525970516,-70.99603357612865,E,D,B,B,-16.424180943198586,E,78.75112943641192,-116.80944305945742,E,D,D,C,D,D,A,0
Hispanic,A,-81.1006774358821,-46.460077796617526,D,C,E,B,139.72753114742142,C,-12.48607928836142,-68.87375374952059,E,E,C,E,D,E,D,0
Other,B,226.22712698398354,-11.796566114286748,A,D,E,B,183.19443598252306,A,-112.65004059017387,111.08963774208014,B,D,C,C,C,B,A,0
Black,E,-181.61504141322632,51.00363262594506,D,A,E,A,-84.01498993884783,D,42.16330674820159,4.119963519716534,C,D,B,A,D,A,D,1
Hispanic,B,-0.39323810142200005,-1.9525285484098331,A,D,B,A,-72.96157848369836,B,-40.97555522721926,26.301035405450484,E,E,D,C,B,E,A,0
Black,C,-77.82853189945232,109.79930926727417,B,A,A,B,12.308301550910013,E,158.95494716195543,126.88745799030204,C,C,D,D,B,E,A,1
White,B,114.04497973112808,118.53169682000986,D,A,E,C,58.18569395712147,D,-72.81723442617239,-53.43494096718035,B,B,E,A,B,E,A,0
Hispanic,B,-52.18655729105037,-115.88084699465628,D,B,E,E,-17.759398094264526,B,-10.911260770664716,112.58829848357999,D,B,E,A,C,D,B,0
White,D,96.7250359825058,-172.50766383329872,B,C,E,D,10.695120247300329,E,-73.92018756863742,-43.314098719302116,C,E,C,C,A,B,C,1
Asian,D,72.97267060524166,40.68900833145243,B,C,D,A,95.91337667119045,B,319.24812801738244,17.566100823561403,D,E,E,E,A,B,D,0
Other,E,-54.653473506405305,-58.09944764639346,B,A,D,A,-0.45692275105145935,A,274.1776773862935,-9.146575681946873,A,A,A,D,C,D,A,0
Hispanic,B,-199.24050730026357,59.71426961053472,B,D,C,A,-24.045261684690644,D,-44.90125275446188,5.126218734357886,A,B,B,E,E,C,B,0
African American,C,40.67660093762583,-77.82697054266889,C,A,B,C,-118.14209042157526,E,-95.29768569676803,-18.659758429691863,B,E,A,B,A,D,C,0
Hispanic,C,-61.025300673119666,-39.9019259117621,A,D,C,A,41.227784711857076,D,30.807697987327266,42.76040008370463,B,D,C,E,A,D,D,0
Hispanic,A,-6.221670461736477,60.939983263688546,B,E,E,C,138.24525281459006,D,-2.436576892502749,-4.819230201368739,C,A,B,A,A,C,C,1
African American,E,33.898796658454614,-91.40916086812655,E,E,B,D,-1.4818453664898241,E,107.70794697624795,222.54733841664734,C,B,D,A,B,C,E,1
Other,A,-15.307904057112006,-58.76873828087431,D,D,D,D,96.14135584573074,E,-71.35252083785132,79.86086821743379,D,D,E,B,E,B,E,0
White,C,170.7306300368976,170.52924949832905,A,E,E,B,79.04730153833607,D,-110.1820504716797,52.61219417436773,A,A,C,E,D,E,A,1
Black,C,75.16900126820231,-7.625192094275203,A,B,B,E,227.97691061898539,B,-39.37093951169594,122.09640681901308,E,B,A,D,C,A,C,0
White,B,46.46769946970481,397.91274676753955,C,E,E,C,70.96400617394961,A,-51.11032024155012,1.6897392019220698,E,D,B,C,D,A,A,0
African American,D,-126.9605580258572,255.05908183841908,E,C,D,D,-98.46714668083098,E,31.87171238135189,-31.58964979197029,E,E,C,D,C,E,A,1
African American,D,7.768263120440796,55.04094824144069,C,A,E,E,-48.715872254592405,C,-36.070860697613774,-23.246607098556872,C,B,D,E,A,E,B,0
Hispanic,D,-149.7024057044384,82.37007314586656,B,B,E,E,-45.59963323151616,B,-27.045352722165127,85.59254596376898,B,D,D,A,C,B,D,0
White,A,61.873382893188676,102.50602101017054,E,B,B,C,88.0425424278605,E,-147.36933593883273,6.669415792984255,E,E,A,A,D,A,E,1
Black,A,-106.17219823160428,-147.71844293206448,D,B,A,A,-46.77170737585973,A,91.50767128881581,-24.742618500899347,A,D,C,A,A,D,E,1
Asian,E,51.31204606166017,-85.5124059238484,E,B,C,A,25.420342543473552,B,15.27861522231384,30.00505785733748,C,D,D,E,B,D,A,1
White,E,-98.2873608342,23.012480652736272,C,E,A,D,-91.75380456097538,B,-171.97201763541986,191.21585303035317,C,A,C,A,B,C,C,0
African American,B,10.652314942184256,67.48576131631566,C,D,D,B,-2.258339383874178,D,-8.703282906337888,21.533713101892527,C,A,A,C,D,B,B,0
African American,B,21.14306573530298,-9.112330121084884,D,C,E,D,-181.07609832439596,D,20.27121081764245,114.335078630666,E,A,B,E,D,E,C,1
Black,D,127.04291310150029,35.07664581931429,C,B,B,B,75.76052513079698,D,36.635107915271334,84.95353978905659,C,E,B,A,D,B,D,0
African American,E,41.27553168167384,-98.09627745073918,E,E,A,C,-180.83226486950116,A,190.495553586395,48.52861041957684,E,A,C,E,D,E,A,1
Hispanic,B,-56.26802573986943,-77.37956655088925,C,C,B,B,35.93998501235099,C,12.071923108905965,-108.0497968313991,C,B,B,D,A,C,C,0
Black,B,77.58195542075083,-43.449823321484295,B,A,D,C,89.2731260234303,A,-41.482549818943404,-236.21692456824937,A,C,E,B,C,C,B,1
Black,C,-160.3024308251177,-60.450720366552126,D,A,B,E,-3.3513819111922007,D,67.03446566562981,-22.97908423649915,B,A,C,C,D,A,C,1
Black,D,-18.44652549032145,66.04806777428789,B,B,B,A,-119.44698994403285,C,19.425074138338285,-13.310379606928624,C,A,B,B,D,A,E,1
Asian,A,-65.61630988328912,-3.7187318218687,C,C,E,B,-2.5864866030700284,C,46.169429305043266,99.14223658446717,E,A,C,A,D,D,C,1
White,B,60.558997560364034,-100.73837213720536,D,D,E,A,-77.88328188648642,A,57.90579388358667,31.240388457011225,E,A,E,C,D,A,B,0
Hispanic,E,28.137913640035283,118.05911827063282,E,D,A,B,13.256034802280913,B,-121.64123036923647,78.35134730700686,C,D,A,A,E,B,D,0
White,C,-185.52557596005175,140.02652058553372,B,E,D,A,-105.87869250085247,A,159.49975070941198,26.526825878666955,A,C,D,C,D,E,E,0
Other,A,49.75396569928939,-132.04089045284874,A,B,D,A,167.7539991885196,B,108.70674159140061,27.690964807351314,E,C,E,C,B,A,D,1
White,D,152.78694222770804,-64.1737091527936,E,E,A,B,6.105698856001087,A,-19.09035382674257,94.84064329475146,A,D,E,D,D,A,C,0
Other,D,148.09445113665228,-29.88535177026353,A,B,D,A,-157.45506577884962,E,-121.5398332893719,2.0121204067260563,D,B,E,D,C,C,D,1
Other,E,-91.41434540210285,-123.89483842608556,E,A,E,D,10.721077199188443,B,-1.9796557427756105,-56.172037130000184,D,D,E,E,C,E,B,1
Asian,B,137.47565185963865,-42.275304713519084,B,C,E,B,-152.57878703327737,A,-106.63042931605766,-96.91288290261248,D,B,B,D,A,A,B,1
Asian,C,-74.43912312062776,42.53089548434909,B,A,C,C,2.319966795977867,C,-150.38804336032246,-123.5054731032532,E,E,A,B,E,D,A,1
White,E,162.3529444134746,75.31174172113586,A,A,A,B,29.45863278621927,A,139.60136586440808,147.64597822943446,B,E,E,C,E,B,B,0
Asian,D,64.64221176400687,-74.12840005551074,D,B,E,A,-191.3330938156566,D,4.992660159532984,64.76890896692395,C,B,B,C,E,E,B,1
Hispanic,A,-78.34410468923214,-77.2361748745314,C,B,B,D,60.58185838540323,D,-50.513038776638844,63.76917094799758,D,C,C,B,A,B,B,0
Asian,D,-170.936670343072,270.7243321404445,C,A,C,B,167.51211864314666,D,58.41866440945709,42.86960475373752,D,B,C,B,D,D,E,1
African American,A,-20.691735722411956,-127.05625591300101,C,A,A,D,-88.60826806876217,A,17.360911551963984,-40.113907623939646,D,B,E,D,D,C,D,0
White,E,169.69313675218012,-23.5156095703415,A,C,B,D,-119.87890442946704,A,77.3444299977958,-18.312281528358188,D,C,E,C,E,A,C,0
Black,A,24.39672081184132,-63.2600574694726,C,A,D,D,50.55168646913213,A,56.874686417749885,89.36602527600984,C,A,D,A,E,A,A,0
Asian,A,-261.0732828482451,-82.53784316036423,C,C,A,A,-108.74283605686689,B,123.41303065181148,-69.98738091976293,A,A,A,E,D,E,D,0
Other,E,-57.603232141950336,-118.38547792771337,E,D,A,A,-27.200292357361338,E,99.82587951820999,0.32628818596826364,C,E,D,A,C,C,C,1
Asian,A,-59.71195829978604,42.95715999397717,A,C,E,D,-43.491900210220166,C,156.28803569568038,-183.26468118163945,C,E,B,B,A,D,E,1
African American,B,6.410273810049098,52.63153077531343,E,E,B,A,163.2532901131944,B,117.44004256233586,53.43370048798396,C,B,B,B,B,D,B,0
Asian,C,-104.50567259137438,-129.03896071819008,D,E,E,B,108.53999877339562,A,68.48881173471548,115.6592484793398,D,E,A,A,B,E,B,0
Asian,D,-38.289648523438736,-96.46058215373368,A,E,E,D,-118.63438634842973,D,-28.638042718941488,73.94787255058797,D,C,C,C,E,D,B,0
Black,D,84.3396728635441,55.53203922368306,E,D,B,A,-63.65896355935274,B,2.5347242828613465,11.230267329801919,A,A,B,E,D,A,C,1
Hispanic,C,-79.32736974016582,-119.84158052956559,A,B,C,B,262.8011892113659,E,75.35955263925953,122.40562577233479,E,E,E,C,A,A,D,1
African American,C,-75.27440947473298,42.093367480749,E,C,B,A,-11.272532200384855,C,95.76936656866225,22.046308657277926,B,B,A,B,D,A,E,0
Black,B,-24.963449841708755,137.19558397413152,A,E,A,D,-27.70816885463266,A,-123.90965983546789,-65.10389351328622,C,B,B,B,E,C,E,1
African American,B,-53.472185541687324,-79.76883178398182,D,D,D,E,-43.52600632613442,A,-14.493731342708942,-55.4563667783617,D,D,C,D,E,E,E,1
African American,B,-95.60169175016972,33.820008984982046,C,D,D,D,-87.19825674105279,D,-217.95755337672827,-8.837931047580486,E,C,C,A,B,E,E,0
Black,C,-55.72386141754391,-67.6709169963158,D,B,E,C,-57.85260073963157,C,-105.73873707837711,-155.07324211057977,B,A,B,A,D,E,D,1
Other,A,75.71270929940724,-32.04646653021959,D,B,A,C,57.214561979923,A,-239.90490176532808,-156.10538882364918,E,A,A,A,B,B,C,0
Hispanic,C,-44.94329762953684,-30.704791521160374,C,C,E,C,6.14625398514244,A,-87.3379094139237,-18.900744835484957,B,B,C,A,C,A,E,1
African American,B,42.021399729235426,114.00098658971653,A,E,A,D,18.560098314706547,C,-113.93554036701974,-10.553736663089792,D,E,A,D,A,D,C,0
African American,C,196.6695115533214,-36.31525131334366,D,D,B,B,-26.12815096129323,E,-205.9250750783844,11.662550653826878,C,A,B,D,E,B,B,0
Hispanic,C,18.838382215415077,-108.17646441177955,C,D,C,D,157.10061331246516,A,39.406086848474544,-15.420848595257935,A,A,B,B,C,D,A,1
African American,A,55.38453275930048,99.282480382198,E,E,C,C,-109.7326942038304,C,160.6582749049065,-70.29888945351138,B,C,D,E,C,A,C,1
African American,C,200.0278431188611,25.12634372912792,D,D,E,A,-3.8361099643314396,E,69.85211612616537,-10.413695472007856,C,B,B,D,A,D,A,1
Black,C,51.27637041525838,55.013915900677624,D,E,D,B,71.23559756690528,D,26.313286869434936,164.1348705861253,D,D,E,A,E,B,B,0
Black,B,120.86179816589187,34.99695210618526,C,D,A,E,61.026508020789294,E,34.93172002037128,39.44906307672452,B,B,D,E,A,E,A,1
Asian,B,65.04509727601584,-82.84175794008821,C,A,B,E,124.51837495420695,E,-36.13613396002115,-134.72361644485636,D,A,D,C,E,A,A,1
Other,A,28.630903999276295,123.62923443899334,A,A,B,D,-19.54212180874125,C,-60.307331417798984,33.52573017677163,B,E,C,D,D,B,B,1
Asian,E,25.76486730032656,89.85795676248034,C,E,A,E,59.083794744332266,C,-36.77629854100903,-52.66920453164947,A,E,C,C,A,E,E,0
Asian,A,106.2855711384808,-115.00989691171651,A,A,E,C,-104.87644952704578,E,142.0582696589128,-263.06883296861935,D,B,A,D,E,D,C,0
Asian,D,-20.045500539132,155.38370740481946,B,A,C,B,138.04023377860997,E,94.5528520215603,-11.746619272276934,D,A,B,A,E,E,A,0
African American,B,-73.65691761273936,-14.471318661011026,E,C,D,C,31.615605998820122,C,-24.625089107030867,-89.11227774923879,D,D,C,E,B,B,C,1
Asian,E,38.57222496788325,-58.918780024246296,A,D,E,D,-47.29768761602027,C,118.05610316775868,-166.2887783374922,B,C,D,E,E,E,C,1
Asian,B,135.1528385956352,-109.11258912997428,B,D,D,E,43.07117366485602,E,-150.16861898018377,-237.33366018713758,E,B,B,B,D,A,B,1
White,D,-139.39068140010545,-113.35858424649888,E,A,A,D,-97.94840816192836,B,-36.156186676399,18.008604230587327,A,B,A,A,D,B,A,1
