nationality,military,orientation,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Germany,No,Other,Christian,76.50209084716964,-126.11590363609919,E,D,C,42.75629545340598,21.442404341812036,B,D,134.45197432915208,1
Brazil,No,Other,Buddhist,-105.53812158281836,-79.2416546697567,C,A,D,149.85193844721405,-51.008340109573716,C,E,-224.21642849958658,0
India,Yes,Homosexual,Other,-18.229605728850263,-123.83045980982072,A,D,E,67.2886644634313,26.658091967242036,B,E,164.78921130563805,0
Brazil,Veteran,Heterosexual,Christian,49.29832775168528,-139.42873405247062,A,C,A,73.34189653943558,93.63156281784624,B,B,45.71699290398328,0
UK,Yes,Bisexual,Jewish,73.31473184801189,137.54397505232805,D,A,C,41.952696133894776,132.22401369350587,E,B,155.52212198973797,1
Germany,Veteran,Homosexual,Muslim,-92.02860299670638,86.81118160406305,C,E,E,-210.64547683700417,9.288323773701029,E,A,-47.55557426917502,1
India,Non-Veteran,Homosexual,None,-52.22773507077929,10.72972919024445,C,C,C,64.8234995157046,-5.559863045015271,E,B,-35.05746518133229,0
India,Veteran,Heterosexual,Jewish,14.60973142778466,98.50065239309772,E,C,C,2.240728224132971,85.25883162070835,D,E,-75.07089292740714,1
Germany,No,Homosexual,Jewish,52.40818423248123,15.624456374663854,B,A,E,96.03825660537683,-24.09927588601768,D,D,-242.80570612056934,1
China,Veteran,Bisexual,Buddhist,4.471058877442383,119.78756538662567,B,B,C,-14.340581797175439,65.30126862173232,E,E,40.52819432260204,1
UK,No,Heterosexual,Buddhist,73.08799281133568,-55.63778292010825,A,A,A,-3.613991114568261,-11.017346578365752,D,E,2.5211594433812126,0
UK,Veteran,Homosexual,Christian,34.79681506990803,135.08670472475401,B,C,C,153.64255629283866,19.61999068441372,D,C,67.30164462600273,0
UK,No,Bisexual,Hindu,-11.395374260223832,104.1522390442832,B,E,E,10.587316562205793,78.22521152616949,D,B,-33.40247557846674,0
Other,Veteran,Homosexual,Other,74.66901162788963,30.65346153015488,A,A,B,-139.36463769014608,-3.1414282143081964,A,A,-23.300157746366278,1
UK,Veteran,Bisexual,Christian,-58.19195319162795,115.90372417595283,C,E,A,-121.92700631386914,-111.1043561608158,D,B,97.49653253302074,1
Brazil,Non-Veteran,Other,Christian,24.082436666216793,94.23643508254386,D,B,E,27.699781970948717,92.86574046266516,C,A,98.14516838069727,1
US,Non-Veteran,Heterosexual,None,34.98463387360539,146.79245161796774,D,E,E,69.70577029052373,-138.17536434606365,B,D,80.5429397240933,1
Mexico,Non-Veteran,Homosexual,Hindu,154.945124758703,-60.16181754002431,A,C,B,-66.623093438521,-2.0042389739886577,C,B,43.6394753548523,1
China,No,Homosexual,Other,-96.19244526050585,-3.953634739691679,C,D,C,-96.7257044320474,-25.516960656168507,D,D,15.741905477497106,0
Other,Veteran,Homosexual,Jewish,-95.58091425573761,94.25188127462441,A,B,A,-58.85900651930904,5.958723334593798,B,C,-207.8507640409051,0
China,Yes,Heterosexual,Jewish,-27.12708461534239,-84.4436622269992,E,C,E,41.443088725710645,-155.6433475271537,C,B,5.800560068631711,1
UK,Veteran,Homosexual,Hindu,33.695260668492814,42.31400758183781,C,D,E,43.473713158539404,25.986168437018232,E,C,130.58738804909115,0
Germany,Yes,Heterosexual,Christian,-34.42265867189865,-58.860705247157256,E,B,B,36.190678879704365,-36.856138025115094,B,C,-172.8632778258162,0
UK,Non-Veteran,Homosexual,Muslim,51.39472891736011,75.89435497037081,E,B,A,262.5971939964916,-118.8296703709577,A,A,103.17562760961813,1
UK,Non-Veteran,Bisexual,Jewish,159.0328960677786,-69.041079271196,D,C,A,92.9126324038109,-96.18252075479226,E,D,31.394117835058566,1
Other,No,Homosexual,Christian,203.30405726080934,-128.17923347696282,A,A,A,-47.86648432555588,-229.3555128680774,A,A,-69.39947304220892,0
Mexico,No,Heterosexual,Buddhist,41.91839128392821,-230.16779265209223,D,C,C,82.47825897049421,17.34321756212828,C,D,160.46359670095796,0
Other,No,Heterosexual,Muslim,-48.65447722159376,74.87240089644925,A,B,E,-73.83192080069834,63.666696069493426,E,E,-32.61610749124509,1
India,No,Heterosexual,Christian,-33.82696558065111,53.791073927836386,E,E,A,186.7288141273504,-45.30461906238772,B,B,28.727157017923595,0
India,No,Other,None,61.08062842980947,3.724754687241311,D,B,C,49.932620292586414,17.862472581008763,D,C,113.71014778615078,1
Brazil,Non-Veteran,Bisexual,Jewish,32.69769553081238,102.81655085439232,B,B,A,-29.126232321411432,-37.38876987018072,D,C,-44.961142807680204,0
Mexico,Non-Veteran,Other,Jewish,-18.070774459073714,44.32866790827663,D,C,D,63.327113586139546,-47.05392571837172,E,B,-161.1021397776309,0
Brazil,Non-Veteran,Bisexual,Other,-77.3109263450932,-247.68670887984703,D,B,B,102.38335516774224,-33.89950923103654,A,D,-27.862038460665705,1
UK,No,Heterosexual,None,-6.693511691125195,27.613741768305367,C,B,A,146.14384368477212,-169.01436028364037,E,E,-64.44849773300069,1
Brazil,Non-Veteran,Other,Buddhist,-0.6778301435905099,-32.18406625530282,B,C,B,-80.56235619171909,39.57004210390241,C,A,7.275050067870245,1
UK,Non-Veteran,Heterosexual,Hindu,100.47980575311126,140.75777522944514,B,A,A,-26.209085210144593,-5.114044468417293,C,D,-0.5738055754055187,0
US,Non-Veteran,Other,Hindu,-129.79825112335516,1.6801639930335404,D,B,B,109.00043847504952,88.17723794185491,E,C,-4.337999061947048,1
India,Yes,Homosexual,Other,42.20854915418996,59.19820917208951,A,A,D,153.9502166248795,230.84144293816794,C,C,-66.3195502489383,0
UK,Veteran,Homosexual,Buddhist,0.8755885914340946,-104.81780934268976,C,C,D,135.4051749910925,-106.90162021150809,C,C,-107.358273662462,1
UK,Non-Veteran,Bisexual,Buddhist,49.285011907933665,16.862528241188883,C,C,E,109.92332713337727,-231.1633520695004,B,A,146.51554306100337,1
UK,Non-Veteran,Heterosexual,Jewish,-85.21736118397583,121.5333057857511,D,A,E,-28.855268088873657,87.20364435064224,A,D,-108.95353406501027,1
UK,No,Other,Muslim,-41.61344773911544,-9.346058347191853,B,A,C,49.225628733671414,-38.18299692270792,E,B,142.30774173738024,1
Mexico,Yes,Heterosexual,Christian,-60.71314050645533,-27.61786478628346,D,A,C,-26.729414806798736,56.17190950373813,B,C,-15.614297958787462,0
Mexico,No,Bisexual,Hindu,-91.00665622115191,-34.58118618241935,A,C,E,44.44523599476632,148.22440036612997,E,E,-38.03658912925126,1
Other,Non-Veteran,Homosexual,Christian,-232.77930977954694,-102.6676875766654,B,E,B,-73.48245311647766,-74.73042485966408,E,A,-4.034921267117313,1
Other,Yes,Bisexual,Hindu,-197.1449743882507,116.61822054472599,D,A,B,-7.083975624556986,-11.64270265704537,A,B,-13.242122200028502,0
UK,Veteran,Homosexual,Hindu,-46.65046885201092,-53.29995877054626,A,D,C,-75.99973687531863,-15.147594280669274,E,A,-23.644283432778593,1
UK,Veteran,Homosexual,Other,-133.15195074636722,-12.591112447238059,D,B,A,-116.81341610232354,-55.70873421584764,C,C,-37.09828109809998,1
Mexico,Non-Veteran,Other,Christian,-151.97116427463916,192.49199175582453,A,B,B,-47.54335150860314,-0.9854603919266642,D,C,-184.64375821418258,1
Other,Non-Veteran,Heterosexual,Buddhist,-98.90968129735872,24.578065734148442,A,A,A,45.241757034608945,34.3163356643166,E,C,91.51272531989132,0
Brazil,Veteran,Homosexual,Buddhist,-125.97892298067741,-31.545692581567565,D,E,D,-53.80870991607986,104.45195128716533,C,B,0.8175166777405356,1
Germany,No,Bisexual,Christian,36.42395880298239,-192.19158612685237,B,E,A,-60.168067595502464,-78.6847024065071,D,D,-119.04094043655252,1
India,No,Bisexual,Buddhist,-17.9380934013125,136.46298815809334,D,D,C,-178.85439556940398,25.410027553184513,A,A,64.45847782985852,1
China,No,Homosexual,Hindu,103.32699998482764,206.57720511977834,E,B,E,61.77483348860173,6.450867709149331,A,B,-302.7864227442806,0
Other,Veteran,Homosexual,Other,-51.47274300885811,-176.50988004474954,B,D,C,26.584165883637606,-33.24592271012109,D,E,168.3203634639444,1
Germany,Yes,Homosexual,Christian,-37.76026658602101,-152.0147972133299,A,C,E,106.9875439624077,127.51519516438248,E,B,-81.82040490306045,0
UK,Non-Veteran,Bisexual,Hindu,-129.73627491191223,10.089532613032677,D,D,C,44.15012790291632,-205.87209492098663,C,E,-144.29657801228578,1
UK,Yes,Bisexual,Muslim,-107.88732812244098,-3.6085621349149886,D,C,A,211.55030325301806,110.7172512385086,E,D,-89.41557001298528,1
Other,No,Heterosexual,Hindu,154.42004789304707,13.438845744486821,C,B,A,32.56727603013059,20.94497528364424,D,E,207.88550410196956,0
India,No,Bisexual,Christian,-39.62772378839985,56.72919952533657,D,E,B,-64.82967081600762,73.89609311131308,C,E,40.217695789100645,0
UK,No,Homosexual,Christian,-74.10856370265996,51.84957407478622,D,B,D,-49.70366473032012,116.90443386420799,E,D,53.81976815438308,1
Brazil,Veteran,Homosexual,Hindu,-26.380493897537143,111.21647495554845,B,E,C,46.97063021033955,-6.091373687880519,E,B,-68.54219782429686,1
UK,Veteran,Homosexual,Buddhist,-197.78150287734402,-31.117721025121686,C,B,B,135.3481754001736,112.59212921904091,B,A,64.98011429979304,1
Brazil,No,Other,Christian,-94.17780565526931,-134.06956250493656,E,E,E,61.43437944414318,-0.6469525097910753,B,E,20.237413438092638,1
UK,Yes,Homosexual,Jewish,44.12122731720617,38.456028125912425,A,D,C,-38.01367519467534,61.6825736412092,A,B,135.93435442987382,0
Germany,No,Homosexual,Muslim,117.13130760154135,-182.24925589578606,C,E,A,79.91934984011301,-106.45526978593523,C,D,116.34239936508399,0
UK,Yes,Homosexual,Muslim,-30.53458195610375,28.40273518784561,D,A,E,81.04868773646291,34.79498649737671,B,D,-57.823081462033784,0
Mexico,Non-Veteran,Other,Other,29.03100985868389,189.45935074824675,A,E,C,115.6118360759803,145.0349301538371,B,D,-68.45429891139028,1
China,No,Homosexual,Buddhist,59.48675481592092,-126.4209994424714,D,E,B,-49.15750407828406,116.11739061095037,C,E,170.4823450269696,1
US,Non-Veteran,Homosexual,Christian,148.75260648608665,60.65961333722941,A,C,C,128.2384290901298,-7.9632197812828265,C,E,-91.00317870192598,1
UK,Veteran,Other,Muslim,-33.59618057912631,65.0527701742868,A,A,E,-207.61530964624168,162.39362033952054,B,C,11.212719463259397,0
Germany,Non-Veteran,Homosexual,Jewish,-28.01722065199052,99.12975267795967,D,C,C,-32.06055255060122,-58.75497763400986,C,C,150.56817129940268,0
UK,Yes,Other,Buddhist,-166.76285376334823,120.28302810041313,C,D,D,18.722967498415745,-34.021923531567836,E,E,-77.85041458748407,1
India,Veteran,Heterosexual,Muslim,106.17715109484097,33.08241892758307,D,D,E,-148.82630589963523,212.79565050960935,E,A,152.44827113454937,0
UK,No,Bisexual,Christian,-137.20870368284443,-49.52712696619496,A,C,C,84.4225273258354,164.09819130408147,B,B,115.15097425897282,0
UK,Veteran,Other,Christian,-193.08866349626743,-15.727629856925827,B,D,D,-72.7404850128241,71.35176230730299,A,A,-31.691379469915148,0
Brazil,Non-Veteran,Other,Hindu,-73.76164839399195,54.71462509890026,C,A,D,188.4563162068798,-123.69670562373105,A,E,24.769334723887297,1
Mexico,Veteran,Bisexual,Hindu,-94.8157739132342,123.0192828182916,C,C,B,142.233972885101,-10.457596034376923,B,D,133.23277840200757,0
India,Veteran,Homosexual,Jewish,151.3162053852269,-53.575866890914895,B,D,D,-102.49585228090142,-141.6852058051219,A,A,15.504614362984896,0
Other,Veteran,Heterosexual,Muslim,-130.12978665199662,24.893160467497044,A,B,C,-52.66206141790018,-114.96809175010567,E,E,-12.472536948110482,0
UK,Veteran,Other,Hindu,78.98487032972207,30.75859784812326,E,E,C,90.93810348659694,-55.990079876015685,B,A,58.51683583323366,0
Brazil,Yes,Bisexual,Hindu,-32.073508574403505,175.11587416576663,C,E,B,-106.10661167718295,11.558153187026846,D,A,-231.9452666040768,0
Other,Non-Veteran,Heterosexual,Jewish,-226.09510115424828,-47.06623033206777,A,C,B,-86.09461541273201,-102.99487009276136,B,B,41.58723220489155,1
Mexico,Non-Veteran,Other,Other,-54.56280658634256,-45.32985259382117,E,C,E,76.23791329851578,131.26419708942578,C,B,-12.065610423950663,0
China,Veteran,Heterosexual,Christian,-51.39854956482074,138.7791650686271,E,A,C,-142.63377426646056,109.67854253276481,A,B,135.6161372778952,1
China,No,Other,Other,34.12847287292053,-147.411017999719,D,B,C,133.22507899248177,21.166995516994906,E,B,64.23180107332543,0
Mexico,Yes,Heterosexual,Buddhist,-39.75427917654254,-99.79364950445391,E,A,B,28.635160973903783,5.890147932397414,E,A,68.80163149296999,1
US,Veteran,Bisexual,Hindu,4.2036184026248735,-4.308043476725625,A,B,D,8.82489421398636,-35.860863823984864,E,D,37.80570216635062,0
US,Veteran,Heterosexual,Hindu,-131.96356200310657,48.897562721118845,B,C,C,-60.41120465412665,32.49696324531556,B,D,8.944288138647655,0
Other,No,Heterosexual,Christian,-96.16827149144075,197.05893560481792,B,B,E,16.54595549313985,52.48991135699808,E,B,-97.63707022149416,1
UK,Yes,Other,None,60.567514711298585,127.03692755470416,C,E,D,130.96403515296464,24.79712122127079,A,B,-21.839631303220976,1
Other,Non-Veteran,Heterosexual,Christian,101.65721282335092,-90.81359081472029,E,D,B,72.5785853249555,-43.069256861625384,B,A,1.1621709921316041,0
China,Yes,Heterosexual,Hindu,-216.47859192574427,-60.75643454258282,E,C,B,154.76429692474932,-29.223960037301712,A,D,-198.91504030393915,0
US,Non-Veteran,Bisexual,Muslim,62.118223055611544,106.87829800871769,C,B,D,-271.7827670220997,14.21880927314466,A,B,-32.565229631727604,0
China,Non-Veteran,Heterosexual,Jewish,-12.914116859389408,34.81418102923546,C,E,D,-156.6961902271703,134.76262522381126,C,E,-84.49100046845214,0
China,Veteran,Bisexual,None,-1.6565559804127636,-165.57162088405116,A,B,A,-150.3077105729298,19.440740247852176,B,E,-135.67974650456887,0
Germany,Veteran,Heterosexual,Hindu,-25.98714257636821,14.281620184056965,D,A,C,21.757208988919917,-192.42132913948143,E,A,-25.763731584766,0
China,Yes,Other,Muslim,-84.57353861422638,12.000310991197699,C,B,C,-29.698836502578825,65.12537756879397,D,E,-0.44028846987680603,0
China,Yes,Other,Buddhist,-19.986439089115507,-105.82667791569268,D,C,E,-165.78049560710727,128.9026468478686,D,A,-132.84991655942363,1
Other,Veteran,Bisexual,Muslim,-65.51305540040178,-102.26858470681186,D,B,E,49.419050167152804,-183.94882756595766,D,C,52.168934198548335,0
Other,Veteran,Heterosexual,Muslim,186.9009312213693,17.665049183668845,D,D,E,244.699560173456,126.90095466976297,D,A,16.853454296287616,1
Mexico,Non-Veteran,Heterosexual,None,29.90455491805753,-7.99257555316929,A,E,E,-81.59510091525391,224.82198019001132,A,E,123.46631353747716,1
Brazil,Non-Veteran,Homosexual,Jewish,80.84903350583012,23.563979950450268,C,B,D,-31.482588530946167,78.71536311785856,B,D,1.5521010469554648,0
US,No,Homosexual,Jewish,89.8679177759108,-36.52244175704318,B,A,B,121.52229580803935,38.815775542629,A,A,-17.059465062711958,1
Other,Yes,Homosexual,Hindu,18.39139594432424,-50.975505495630635,A,E,A,-15.483972670735252,116.50862580902168,C,D,-48.55359351112594,1
Mexico,Yes,Homosexual,None,-31.39275415292279,-173.72174633248352,D,C,C,-72.15040025329597,-142.2899223969079,E,A,22.99607160820046,1
Germany,Yes,Bisexual,Buddhist,-37.64193929209552,-21.447812350885112,A,D,B,122.99048688083425,11.890129561969653,D,D,124.35761623747545,0
UK,Non-Veteran,Other,Buddhist,214.39149467836987,-87.49278680013171,C,C,C,97.42623166354832,-111.61002622153504,B,C,8.98513718171318,0
Other,Yes,Other,Christian,-107.58235569677164,-26.466525587704083,E,E,A,-241.8656420055004,-108.15588226135675,C,E,-1.9578190632554604,0
Mexico,Veteran,Homosexual,Christian,-69.10488476354432,68.12025215830046,D,E,B,33.023374392659605,-0.44062413457625316,A,C,7.030806660512604,0
China,Veteran,Bisexual,Hindu,25.094283852036636,-24.649448909410793,D,E,D,-14.898705332893394,-32.845081517727486,B,B,34.86368021274456,0
UK,Non-Veteran,Other,Muslim,-15.474545125325031,-116.30045063174856,B,B,C,-131.96599905901155,38.13804918986845,A,E,92.57535445141143,0
Mexico,Yes,Bisexual,Other,51.02007448519302,98.85826755618855,A,B,E,7.347255295775636,81.66217718562187,E,E,-183.4424894356661,0
Other,Non-Veteran,Homosexual,Christian,-51.25280871704893,-22.926278489122325,A,C,E,17.73140056538315,-68.25188924099153,A,B,41.2379206129734,1
Other,Yes,Heterosexual,Christian,-106.42337774921764,-14.263882625969575,C,B,B,202.05037344156898,-69.75537209627444,E,B,-284.115660107193,0
UK,No,Heterosexual,Jewish,-39.33617908683864,73.31561359203369,B,A,D,-113.66197119620425,-39.95885102075316,B,D,-109.11030006998874,0
UK,Veteran,Heterosexual,Christian,-9.203688957295705,124.18265183745878,C,B,C,81.21986673292919,-45.62128771540799,B,C,125.84656705333961,1
Other,No,Homosexual,None,23.441501811382658,-0.044649424774968846,C,B,B,4.2717966012144135,0.1567127474526127,E,D,-111.29238396870448,1
Germany,Veteran,Other,Christian,26.613180564358697,138.0418120629141,D,D,C,54.89515959260388,-95.97525407025537,D,E,-64.83897738395876,1
Mexico,Yes,Other,Buddhist,-110.96730589338739,-75.87426724527658,B,E,B,-140.42297454415555,-143.50825633336356,C,B,102.20989595516787,1
Mexico,Yes,Heterosexual,Other,-186.71281430096863,260.94851016018265,C,E,B,141.42877323537073,-252.22652651635795,C,B,102.60557318746466,1
Brazil,Veteran,Heterosexual,Buddhist,213.1865825705478,-17.155034040762526,C,E,E,-91.53366050693299,116.86681877297731,A,C,-1.668138835114826,1
UK,Yes,Heterosexual,Muslim,193.37687915619327,-9.582205885253297,E,B,C,29.975368563830905,169.84584389751933,D,D,-71.98016295852324,1
Mexico,Non-Veteran,Bisexual,Other,-92.83026648974779,-106.36605757108721,E,B,C,66.91337259249593,-45.98379661757931,A,C,-41.55745561094876,0
India,Non-Veteran,Bisexual,Hindu,-58.253639272494006,-3.133249768996992,C,A,E,-118.33289558271545,90.40609999312188,C,A,102.93615119616047,1
India,No,Other,Hindu,-50.223359203594406,20.986634239932958,C,A,A,107.85297163069811,-91.03926398026927,E,D,18.257186729178542,1
India,Non-Veteran,Homosexual,None,137.67940536141197,-38.01851846123432,B,A,E,122.77464392160525,20.26286088445663,B,C,-11.289060453087489,0
China,Yes,Heterosexual,Christian,15.983875381454595,-40.824632108819735,D,A,C,-57.81426146166807,-48.526087412896054,B,A,19.457193752604375,1
China,Yes,Heterosexual,Christian,49.236329067361204,-9.58414647538999,D,E,C,19.49569254063455,-131.4125263824352,C,A,59.41900007253849,0
Germany,Non-Veteran,Other,Hindu,196.24175934785143,96.89108189332097,D,A,C,18.77570141077098,-118.69039659476239,C,A,-73.90345089589408,1
US,Veteran,Other,Christian,-87.14047259998652,-98.93631026720911,A,C,D,159.31424896042094,-79.33222746878938,E,B,114.03995199484737,1
Mexico,Yes,Homosexual,Other,231.36569392296792,-37.61234159000001,C,C,D,-146.31569541116642,88.15663684667156,B,B,23.35668151440942,1
India,No,Bisexual,Other,12.36200603101216,-177.99011715203972,C,B,C,-94.05013568058193,-43.56622497815534,C,B,97.19191867406435,0
Mexico,No,Other,Jewish,-225.9480461384497,11.13794579896533,E,C,B,37.70789592463264,-0.31055784944969883,C,A,-70.94335646177525,0
Germany,No,Heterosexual,None,-18.80995127667948,64.43005190679615,B,B,B,-44.26564785707036,105.6295316020466,B,B,50.93691212276668,1
US,Veteran,Bisexual,None,-114.42633282076326,67.39335297680228,B,A,B,112.75716456200232,-153.63298256807667,B,C,9.367749254853658,0
Germany,Non-Veteran,Other,Other,162.89352850574548,-157.50339626112958,A,D,C,-20.21247348838405,-67.23508351403592,D,C,-75.897362306207,1
Germany,Non-Veteran,Heterosexual,Christian,-111.1693345762882,145.37347704075233,C,D,D,128.08328074361302,218.81962376493328,B,E,215.78746452648468,0
Other,Non-Veteran,Heterosexual,Hindu,-96.03679615923616,78.27266705817337,A,B,A,-114.14231402948805,-198.24651164809282,B,A,-94.96973584835095,1
Mexico,No,Heterosexual,Buddhist,-9.59717166615913,86.31203853165677,C,A,C,88.55038386504681,-23.751623908819962,D,A,65.52848647122516,1
Germany,No,Other,Other,5.531360157176493,10.152087040627308,E,D,D,137.6039499899551,0.08855873666056782,D,A,-183.29483314363927,1
China,No,Heterosexual,Hindu,-0.70109170973308,187.389514479549,E,B,A,95.82872805316941,18.049878043033154,B,E,-57.7809716088272,0
Other,Veteran,Homosexual,Christian,-97.03537291702841,-77.71058995494762,D,B,D,6.177461425252407,193.22528807216747,A,C,-1.6935007183800082,1
India,Veteran,Homosexual,Christian,108.46379069625603,150.18305334380454,C,D,D,-35.96431221414256,-49.248306715958115,C,B,32.71092504277311,1
US,Veteran,Bisexual,Jewish,108.82654285671858,-37.18307366461408,E,B,E,14.852977317502436,-28.748046583304344,A,C,-87.7435645529315,1
UK,Yes,Other,Christian,-106.11081440524077,132.36497754817012,A,B,A,-146.57995552441966,94.3843431269653,B,D,11.085308307296982,1
India,Veteran,Heterosexual,Buddhist,66.86199452619526,87.14816432322831,A,A,C,146.3817472190273,-39.99420875668098,E,C,38.6851756090919,0
India,No,Homosexual,Hindu,-117.6026748563596,60.39613357050408,B,A,B,122.80015749113822,-37.635223890522816,B,B,159.09543253095973,1
Mexico,Yes,Heterosexual,Christian,136.4054105444139,22.625779883711214,A,E,B,58.97107152308176,-40.762119132290735,A,B,-7.9856317455381465,0
Germany,Veteran,Heterosexual,Buddhist,-76.16381961601118,-207.74163627894993,E,D,E,54.54529965969497,-37.115379876803686,B,A,95.9127574469423,0
US,No,Homosexual,Other,-14.535211479756136,-112.6912966127404,E,E,E,-44.500007548441474,60.41153884698802,D,A,-42.112438824814966,0
Other,No,Heterosexual,None,-14.240708643156388,237.45208375785077,D,E,E,-98.0576400521757,-49.060310528620214,C,B,21.20158678512796,0
India,Yes,Homosexual,None,-4.943479948684779,-144.02607004736586,D,C,C,48.04244646545634,-153.98071118160004,B,B,-69.63163019568975,0
India,Veteran,Other,Christian,19.274065699647792,-201.79032872359704,A,C,A,-132.08162485330598,49.65713440598031,B,E,163.64905333844035,0
Germany,Veteran,Other,None,-26.728410752072328,84.42328172583782,E,E,A,-2.6371917707063814,-53.94901416980258,A,A,226.45901059600195,0
UK,Veteran,Bisexual,Other,-14.517149478695659,10.678103077289144,E,C,D,-132.04352772576567,31.174928037588177,E,B,54.84798130819313,0
India,Veteran,Heterosexual,None,-183.91672866308602,-91.09173565236955,A,A,E,10.846813162610003,-68.42517545922327,E,A,16.551282040053522,0
Mexico,Non-Veteran,Heterosexual,Hindu,-130.73767564554487,55.874117915480106,D,E,B,43.23563290082103,106.09991538160766,E,E,-33.5785835028488,1
Germany,No,Other,Buddhist,-70.90076697716194,8.14353792700271,E,B,E,143.99080193756254,-24.08307251839329,C,B,-96.58446204461025,1
Germany,Non-Veteran,Bisexual,None,-4.408970479536431,-12.779632690101467,A,C,C,-63.42264188899167,96.73704837680762,A,C,40.421349150258536,1
Brazil,Yes,Homosexual,Jewish,-32.63073897987245,-171.29102398619855,E,A,B,-39.32753849810846,38.226833557882586,D,D,20.18696151543196,0
Brazil,Yes,Heterosexual,Christian,167.35554468851578,64.76348622610925,A,C,B,25.457706513333704,-173.26416543422957,D,D,150.06625603115913,0
Germany,No,Heterosexual,Jewish,-164.3955349831418,11.923056077371376,B,B,B,49.29143819515983,-166.40247688817524,C,C,-85.06113657669522,0
India,No,Bisexual,Muslim,-104.89101261800609,-42.850818435289426,A,E,B,-50.279915831191666,50.682298692894065,C,C,68.49973026276496,0
UK,Non-Veteran,Heterosexual,Christian,-65.19707792365321,30.322539333541275,D,A,A,5.4732049153447075,37.049886869738714,C,A,96.75085116838585,0
Mexico,Veteran,Other,Christian,-71.71911430709773,52.756757506035,E,A,A,10.347994956952284,-203.38199641929546,A,E,-191.75789537293926,1
US,No,Heterosexual,Christian,72.8852299626831,3.7504739866942853,D,C,B,87.52605413495768,-89.92836859124931,D,D,-5.123933427949709,0
China,Veteran,Bisexual,Muslim,-132.32410263810115,-163.099818235723,D,B,B,-30.310530371779386,-145.20545764265492,C,C,186.9106476316676,0
India,Non-Veteran,Bisexual,Jewish,-86.17318832111665,-70.44581333914039,C,B,A,201.72398640165534,114.64177558813556,B,C,90.2855737556009,1
Germany,No,Heterosexual,Hindu,-66.9426957908056,165.47424308678214,E,D,D,48.626127796230115,-2.8308658880598836,B,D,48.548937338255435,1
Germany,No,Homosexual,Jewish,-35.194870373670895,87.89128847075905,E,B,A,-104.61371151227847,-11.484102632854968,C,D,98.13700454620836,0
China,Non-Veteran,Other,None,-54.53011252516553,50.67162799340284,B,B,A,53.47646289070605,1.3398011130604348,D,A,-18.014776664352517,0
Other,No,Other,Christian,-45.09981923496925,45.04309928101989,A,C,C,-107.67286407311553,-7.773052524671163,D,E,46.80340545846308,0
UK,Veteran,Homosexual,None,113.59476470069112,187.46209456732612,C,D,C,-36.402998632506225,-12.291270402807255,E,A,-25.39738093851892,0
Germany,Non-Veteran,Bisexual,Christian,30.274296933769502,206.85409694266104,C,D,A,78.4987090704518,85.07706297823788,C,A,40.56370046488659,1
Brazil,Non-Veteran,Bisexual,Buddhist,-15.037681140113426,-95.85104549718575,B,D,A,-52.033266303117124,-32.46275558343577,C,C,-119.61075297021895,0
India,No,Homosexual,Other,-54.286582453958964,-74.5900687511835,C,E,B,72.92096575917257,106.05841176746706,E,D,-21.029720987700035,0
UK,Non-Veteran,Other,Jewish,22.687392689657873,147.77711860064213,C,A,A,163.17753731906708,-24.987851954849436,E,C,115.10439085923826,0
Mexico,No,Homosexual,Christian,9.719940917778846,90.87220128815993,E,D,E,116.63564817467199,-59.37503419981087,A,B,68.7813842849634,1
Mexico,Non-Veteran,Bisexual,None,44.9772705941556,96.42248527789086,A,B,B,51.116674806892725,-0.09033453165015726,B,B,-33.40381777400743,0
China,Yes,Other,Other,102.76609486166421,-183.5919834446604,B,D,B,-57.570381795517925,-79.45783884281116,B,A,-2.9993025705574827,0
India,Non-Veteran,Homosexual,Hindu,105.59396786955895,103.10680464085107,C,C,D,-105.24950188796205,51.17714848793692,E,C,-121.64342835553512,1
UK,Yes,Bisexual,Christian,-11.902904009782926,23.535991615722686,C,A,C,83.8919184133882,-16.942850627898498,D,A,-49.606694580569126,1
UK,Non-Veteran,Homosexual,Hindu,82.12987412931074,-156.04325031063527,B,D,B,189.2087581887915,113.05804111620337,E,D,51.70460183821367,1
China,Veteran,Other,Muslim,-190.04308494497556,16.327571076759515,A,A,C,-152.90489437176936,33.197354014048344,A,B,-163.089018897546,0
Mexico,Yes,Homosexual,Jewish,-22.350391808393105,23.54868785829681,C,E,D,-175.91144802183925,-205.27581099025568,D,A,-29.033019826605983,0
UK,Yes,Heterosexual,Buddhist,-184.2927102325532,32.99272125351521,B,A,D,-201.8676312883228,-43.125905133746066,C,D,49.18544691415985,0
Brazil,Non-Veteran,Homosexual,Jewish,72.9043038707422,-34.77464884634031,D,A,A,-172.11257088293226,-16.051384355340712,D,C,-61.87669360789714,0
Germany,Veteran,Homosexual,Christian,15.020823925048854,-52.55243151187617,A,B,E,-31.774995220201752,100.76941873281116,E,D,145.09120722672137,0
UK,Veteran,Heterosexual,Hindu,0.10610133510225135,-145.4258523469377,E,D,B,-38.335141943064464,-101.9920181400712,C,E,238.82591350836955,1
India,No,Homosexual,Muslim,4.99220164275237,-89.52755957930252,D,A,B,-138.5110733001061,-3.7598710442938588,D,C,-92.378008962323,1
