country,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Germany,No,C,A,A,81.27493325655836,-107.7966714945898,C,30.27798882860146,-1.0676338853143874,-72.57576533823953,D,E,E,D,52.78195207952127,-51.78883412241425,0.38260561377088415,56.6299405260705,0
UK,Non-Veteran,B,C,B,90.83960662619918,61.72675369819313,C,-115.06742378591697,121.18486627796979,85.2508771918806,E,A,D,E,12.303194951703729,-9.35314772118575,-45.06367937854466,-78.04831632369542,1
Brazil,No,A,C,D,-53.938644299501334,45.251545953791634,A,-28.3213432783561,-32.141101460178284,35.18052875232546,B,A,D,B,-66.82132292369626,-105.34825407760722,78.50667850987759,-93.1185558440905,1
Mexico,Non-Veteran,E,C,E,-26.171066263631747,80.66924639357104,D,12.972454457272883,93.84976708001987,52.34475420754103,A,E,C,C,-129.26462986790085,-41.259704404812275,-239.83201559709596,104.50495481285633,0
Germany,Non-Veteran,D,C,B,94.67509725469382,-31.863449646144957,D,59.02705705947311,-53.3544664389665,64.98966295033073,E,E,A,A,-116.36857471690156,-54.983313797236086,-73.290561234116,-9.038825512714306,0
UK,No,A,B,C,205.03492684300556,90.90880415667073,A,26.129233092214253,136.37340706318705,37.621459405300264,A,D,A,E,72.66572155555397,-104.1832708833782,216.9467952412028,-83.23868993240659,1
UK,No,B,C,D,88.59381565212801,-70.6610612040542,B,-7.238057355571416,1.268789778843159,-81.03848877254296,D,A,B,C,-162.300102563933,23.084035639710184,-95.12838989637488,109.56577457130336,0
India,No,C,C,D,-198.1042839529614,-26.51775672439657,C,-103.83772305176926,-40.437262276250244,-131.1312422526572,A,C,E,D,-171.19602410623384,14.078254614155997,-145.35105169672954,237.87088121606664,1
Brazil,Non-Veteran,D,B,E,85.50305846747673,78.55038655416794,B,34.9480252198448,227.62893444498698,13.505826091184685,B,E,A,B,9.381892241271379,-119.66495631444045,68.56025991340674,74.27517887392372,1
Germany,Veteran,D,C,B,213.15602979023356,-135.25134866773362,B,-29.860941422580222,-66.40216872444245,-0.9665835455046274,C,A,D,E,67.12359540337123,7.8209992567429945,63.531979939698346,-27.286352250143036,0
Mexico,Yes,C,C,E,107.76892320148286,8.38657055420446,C,154.84202363615154,137.1797717839881,-9.265223604899257,D,A,D,A,61.64700110522222,-145.5115632102623,147.02413275261736,-93.56803309719197,1
UK,Yes,C,C,B,-62.1423318131913,-154.5655346284109,B,-176.84538046828183,71.0194695880182,-132.06919273449728,C,D,E,B,-4.384712899982071,174.93719979963527,132.11584911213902,72.28347409756893,0
India,No,E,C,D,-21.374649485461905,38.71664733719449,B,74.75877127045712,97.91554526896769,-224.56818216713162,C,E,C,B,-96.62560910159088,-26.723531394737588,137.77549661126673,140.6510915252561,0
Mexico,No,B,E,C,13.241972573400284,-80.10813194804189,C,-12.618919908188195,-75.75374630909013,243.38049857117227,A,C,A,D,29.670093718267616,57.2014306634159,7.42078257680364,92.83455479737034,0
China,No,B,C,E,-64.33318298181973,-113.83649160107655,E,-79.08083556391038,72.21708647268014,-202.07679369762616,B,B,D,B,-28.47227164423411,189.91954508317036,-76.72574369599006,-119.89464052930249,1
China,Yes,B,D,C,-123.22710830331609,-56.371371737100176,C,-106.69048453532903,-93.54369537983123,150.17817531846754,E,B,E,B,-27.806304927428965,-36.520892860468955,-50.78890416229538,-63.29945520138698,0
Brazil,Non-Veteran,E,A,C,-27.357248075980685,103.53216295330981,C,117.26838595515699,-174.2314892208248,-113.34033823864115,C,A,A,D,-227.43366562128023,10.779479638814117,52.02314704257505,-190.9833722060424,1
UK,Non-Veteran,C,A,C,72.01707857011573,224.90327827946106,C,246.4976676100124,199.534834630933,-16.01362316645073,B,D,C,E,109.03186118690923,3.355740553405426,-52.654733911350526,55.8247249953196,1
Germany,Yes,B,D,E,-151.94722237775545,72.28439450018604,B,-111.72327301030617,-43.1247924174017,-110.3935407181676,B,E,E,E,28.200960657015393,-41.590051100119865,115.77994878058422,-230.01932313633594,0
Germany,Non-Veteran,E,C,D,-128.15870085644565,-98.0038524303688,B,-58.19534766391757,-109.38359789469041,-186.86982468963987,E,C,C,D,-34.265333130168415,0.009431152624912368,34.63154940484486,71.34148183715189,1
US,Non-Veteran,E,D,E,-54.92706332207269,-13.922882157491195,D,139.09892844460106,-21.4829952445207,-103.87936350931332,A,A,D,A,37.27281001205108,57.318680134201315,5.165002073323955,112.58627406798807,0
Germany,No,C,E,E,-64.20843269037711,-16.34144897544316,B,51.481427388222414,-60.656720470046864,-85.8240817338342,C,B,C,D,-32.51818334790496,-199.14326037193064,-168.9022553183145,2.038637661336152,1
China,Veteran,A,D,D,-52.966289366044464,-42.99504451742566,C,-90.06005393825123,96.52010219954612,-36.345133456307686,B,C,A,E,27.543382689874317,-175.1015686161572,-43.88804644014407,122.44773050724429,0
US,No,A,C,A,77.12229821579872,-7.826528309495654,C,-175.22290571607223,28.61581035115731,12.613302055682915,B,B,B,E,-119.03497455328417,12.442570844485273,-15.969065464142822,79.84217865555995,0
China,Veteran,E,A,E,-8.181997002759529,11.335159377525487,C,3.8252711315987606,-73.65051358779512,49.96726783775314,E,D,C,A,11.33679435107891,-102.11895980628994,16.303478552333566,32.40374408918981,1
India,No,B,B,B,44.70268015550126,-98.02708117640644,D,-14.389955545211395,52.67597801348285,176.91901286971822,E,A,B,E,-65.4920574602194,-146.17137491718833,-30.68999267423181,-11.037385947142313,0
India,Non-Veteran,C,C,E,36.23110859366246,73.40644722288818,A,176.02803884059907,-37.521813721004875,69.2777930888482,E,D,D,A,-23.239989687998378,-33.17610120044683,163.13813898292597,-32.296606214848325,0
Mexico,Veteran,D,A,B,-141.26221761450174,98.02888771388432,B,-17.707586114518666,193.95590380900975,-80.05684697855948,A,D,E,B,5.675585303203169,15.942259160339045,-110.7150229385117,-10.76278031358778,0
India,Non-Veteran,B,D,C,236.06143729259205,1.4276007410625617,A,-42.14332055385805,148.8163719672166,77.17266000310016,D,C,A,E,112.00908964072455,96.52299189662695,210.7381312226893,76.81612302551892,0
UK,Yes,C,D,B,-158.74754697862642,-40.61957348317098,C,22.703946778493812,-0.06901586909417104,99.57751142249643,D,E,C,D,90.85528057828668,25.448282943686984,99.44767921052396,41.30506153281449,0
Mexico,Yes,D,E,B,213.90671505629913,86.96164352650464,B,81.28355695896357,83.47359917347386,-84.24192860165397,A,B,B,D,109.78273842401664,29.109538738301104,83.66739743695327,-17.142276566346784,0
China,Non-Veteran,A,C,E,71.219649662334,52.05675687507826,D,77.78379380825034,142.53612877465423,-84.61997339263813,E,A,A,A,258.1847522986407,51.50796769500047,80.06996917947049,-85.54173192061788,1
US,Non-Veteran,E,E,A,-30.20193996571367,-26.160240338357195,C,-70.24957581669989,20.415264697594438,133.55970128149758,D,C,E,A,-144.1273020095013,13.2203832940839,-167.61311677886565,-9.021096582761785,1
China,Yes,A,B,B,41.21352012466073,-28.360082648240354,A,-108.83204679394736,-127.85881504823516,-48.00276720210787,E,C,B,E,114.83689013624907,234.12461535048485,6.137436940613636,38.01364828834887,1
China,Yes,D,E,C,-103.94015545223124,20.436608606843006,A,-72.04598581380549,-113.87692043863153,-197.38783291738181,D,D,E,E,-82.66326642446849,44.13848012214591,81.54621618178949,-42.51437487506219,1
China,No,D,C,C,7.746503684754999,155.21287122222645,D,136.587786670351,118.23553490406982,-99.77751715951393,B,D,B,D,-43.92130754079957,-249.1256210507653,250.5136643461796,15.996769026657459,1
China,Non-Veteran,C,B,C,92.40055477867493,-179.5863270040885,B,-13.168712003828045,34.90624892150151,125.58213708377883,B,A,B,D,-125.87461978121368,42.72811970349632,52.9740535134418,38.60247286613265,0
Brazil,Non-Veteran,B,C,B,63.14802220165512,-47.11029013389989,E,37.01036544326128,-22.479318617532474,-8.756898295815942,A,C,C,C,67.12615291163188,-58.63568454714885,58.94118456645754,297.21682587380866,1
China,Non-Veteran,B,E,C,170.17405646810892,-26.560175949746423,D,175.89382880184985,108.4931527544758,98.3042496027246,B,A,D,B,173.0256836680318,-49.44046828600959,125.1865540979828,-157.551823098603,1
Germany,Yes,E,C,C,142.41050307173825,92.32237553892443,B,12.800178466356371,90.42015847399203,44.179402475818804,C,A,B,C,29.863191414535773,-50.56946476570721,-109.1214373743197,95.94352464672143,1
UK,Non-Veteran,E,C,E,-7.4644857119840795,89.54047751390111,E,32.7589233146328,17.979639290015076,-150.41317644287616,D,A,B,E,-89.30937107439114,-64.65660142667893,145.32642989959314,25.8508635793355,0
US,Yes,C,D,B,-45.159097454828505,21.003857031906985,E,105.36362156923305,59.48538089747928,-65.08063491484918,D,A,D,B,25.31424670122825,-101.24425076916074,61.035496624047255,14.463101396664996,1
Mexico,Non-Veteran,B,D,A,-72.94514023299199,-30.276920050219346,D,-216.7940052860372,-103.52975531626947,100.31531179471062,E,E,C,D,70.73145633179774,112.75255986382757,-71.03593749466775,107.88057264438346,1
Other,Yes,B,D,B,52.4175764457019,-15.677910236440749,E,73.78630235093495,85.20518578819356,-22.560816001261745,D,D,B,E,-53.194618878308106,84.60162565231559,-11.971944259776548,72.58840554504694,1
Mexico,Yes,B,E,E,-94.3635607265325,-152.77695330038236,E,-35.74125637677015,-94.60482722966334,54.275120421951954,B,D,C,A,109.01536744030463,49.61412895031495,51.7158212262017,-86.87939174841618,0
Mexico,No,A,E,A,82.92076912501172,95.7347664435175,D,16.918494923180695,67.61231979030904,56.25870729703005,D,E,E,B,159.92291660208886,-77.0937067152106,76.99691257133023,-40.43635794332708,1
Brazil,No,C,A,D,122.61016150999724,-89.54883524835321,B,20.500833537653143,30.957154649750425,108.05658207753106,A,D,E,D,-57.026701531151566,-159.0330257186005,57.22645249555626,146.83485702463364,0
UK,Veteran,E,C,D,-68.22205897461437,20.201552722510563,A,53.7012597342469,-73.89208683255374,-164.4973372539956,A,D,C,C,136.40410063183595,-75.32674056255826,-70.45082379835846,-176.23141510504635,1
Other,Veteran,D,E,A,240.1920466560041,-78.9474725208134,D,-43.0303370744931,-102.46932791453733,10.07514474022173,B,C,D,D,60.36247344543778,-101.95155048048254,-21.100918539171833,-115.36340423270177,0
Brazil,Veteran,B,C,D,-120.53259734217995,35.30483264677101,A,-25.567180461952375,181.56609223413193,114.74909911619892,E,B,B,D,-17.277211165190753,-167.93531603294264,-40.82552643492601,293.2687022463616,1
Germany,Yes,E,C,E,87.73153144406872,53.88653995570068,A,52.383214681097016,28.66220026984679,-113.81038340726721,C,D,D,E,-141.35068252685755,-69.38376182086931,118.69815395525023,-68.13046274021495,0
China,Non-Veteran,A,C,E,-25.689856738511203,40.904632895359214,B,-51.20248080642843,-26.221524475046753,-50.7234907436313,C,C,A,C,-111.14532271796168,61.4585165639354,-15.534979438461313,14.288632667497483,0
India,Veteran,B,A,E,54.00876679801219,-70.16429160350421,E,111.18273376078349,-36.710025982316665,-207.77295002982572,D,B,A,A,-4.461250883353716,-99.18781134694386,-107.84308617211845,-56.67780118452666,1
Mexico,Non-Veteran,E,A,B,-120.01130485701272,-30.955418065201716,A,43.97067094580053,61.6363998901258,-5.144988228468641,C,E,E,B,-56.36081064338191,167.25014740198426,189.2931662703361,-107.69780230626469,1
Germany,Veteran,C,A,B,112.24215837862141,-59.39441714557267,D,-187.18176825582904,31.28419319347345,83.9958589425374,D,C,B,D,26.093223076891725,49.98995156147861,-96.84538077921671,125.99519644230202,0
India,Veteran,D,B,C,159.26268279806573,-41.66496141205048,D,-77.32304044675861,90.67782921006665,123.21967815115545,B,C,A,B,22.666018183762233,48.36675462230792,56.27671750468421,46.09211906841743,1
US,Veteran,A,D,B,-82.06676280681505,6.182972291530456,E,234.09145578590213,53.626537252729634,-118.2559042478712,A,A,B,B,21.243602789938613,-46.986278892589674,21.20793171479089,146.3631949543425,1
US,Non-Veteran,C,B,E,42.81756000995776,190.7811749810078,B,67.11243392165439,-103.00038548687651,36.99341633982295,E,C,C,C,31.030893290335378,-95.60504822923306,237.21646548233025,133.89380180696668,1
UK,Veteran,E,B,B,75.90379339240799,-54.978072107802845,B,-29.499423689840672,18.08220360117072,-145.23448849743934,A,E,B,C,-55.62951688263853,-33.71385981753894,29.2297057996389,-29.154172873163773,0
Brazil,Yes,A,C,B,164.81843903801024,-65.49341843612197,A,89.03356659869101,-11.521298402853123,11.56111080373239,A,E,B,A,-83.77262686473715,46.503792489398805,-152.09765398091957,164.17566570864193,1
Other,Yes,A,C,B,-2.9582745287256595,31.68639925041086,B,-102.53342762698459,189.58533712316066,-116.63174675938967,A,D,A,B,-108.58291815846476,107.43724293028897,-63.67578446086867,91.9484331978012,0
UK,No,C,A,B,-87.41148011532509,-147.0611372568226,A,6.139434340868326,-125.59229404021472,-166.7832358469666,D,C,A,D,-155.60318346436347,-4.0712904260619,-233.35749541674247,-200.68948529531374,0
US,Non-Veteran,B,D,D,-118.91601964314889,-128.3841254870669,D,-73.32458463803273,45.39199051329433,126.29282428156021,A,C,E,D,-165.00868938402863,34.67183081540389,-76.45531662284554,120.29200415854535,0
Germany,No,B,B,B,14.8088201799153,-48.99035997930316,D,-7.101367786295647,-49.328064554578766,12.41721650031003,C,E,E,C,-50.83988055751363,-18.508015556323652,-18.10825319481461,-58.1841274294305,1
US,Yes,C,A,C,-101.73743973638436,-62.91522995014394,C,98.78785551172501,-218.2831854191301,3.7542746069264323,A,A,A,E,53.137507078716936,-6.894369908647545,102.00146953690621,-73.55373246908928,0
Germany,Non-Veteran,A,B,D,-136.3028868383715,-158.04281885274648,E,-120.80970578692474,-71.67441847591166,153.03804902620863,C,D,E,B,-150.12522001336023,31.91283015164238,-157.7571527762047,3.883894211952411,0
Mexico,Non-Veteran,D,D,C,-40.55887311960594,144.87866521632853,A,-64.0945331347814,-176.86161225502553,29.810917821142475,E,E,A,B,1.9812202734141127,-35.90167643589935,-19.50738246655555,-21.870873474056935,0
Brazil,Veteran,E,B,E,-190.13234841447766,-63.40340215857287,C,-27.77253591730964,-54.992746416927474,94.2794502183528,B,B,E,A,57.37751956170136,9.941148202753382,-77.16303095080328,8.313081307208726,0
China,No,B,C,A,67.86573847999735,151.6825663204852,E,156.09236606697078,-172.91365420885657,19.26417168148056,C,B,E,B,48.19205806909114,-35.54499950022168,-63.29826430366293,-57.24385334003643,1
Mexico,Veteran,E,C,B,-64.5456755119727,-30.88713440219531,C,21.842692423470073,131.7128687253084,6.776212478714008,D,C,A,C,-32.68001544562701,-28.835165839074513,65.56905408174812,-17.4911811349498,0
Germany,Yes,D,D,C,126.95915725734869,-27.240219651422233,D,-79.55200289035996,-85.9165615044147,70.00859677597668,E,D,C,B,9.740021084614161,208.28546154384057,-10.03523976109543,293.13439360699573,0
Mexico,Yes,B,D,B,101.73956477478545,-52.19279241838203,E,68.57367077822322,-116.59327423416275,3.703060557350224,D,A,E,D,144.09343469169121,-14.441381946178394,45.36416358169883,-49.34327994584945,0
Other,Non-Veteran,D,A,E,170.5378031592073,-26.05034089963904,B,-92.03699922189251,71.38440140918087,-119.67990219941645,B,B,A,E,-40.87729957210153,193.79876330223777,-91.0798786034462,160.60975119415238,0
US,Yes,E,D,D,88.88284323467207,-43.658970154358656,D,-15.891444615564293,-43.54862477079989,69.13264380405153,B,C,B,B,135.74299021049939,-162.22270792343346,-175.3524214387129,90.72821988804066,0
Brazil,Veteran,E,E,A,46.03786361899856,-15.563982671437707,E,-104.71127449940522,68.14929983915462,119.44731450444415,A,E,C,E,230.15385793034739,43.61789609337121,186.07986523530082,-125.52886465087751,1
Germany,Yes,B,B,A,-73.27440316231875,-118.82983375607151,D,-70.86313706836314,-27.169417675463848,209.5022098635047,D,C,E,A,-69.47428788013491,173.25169585714576,-87.64785110175552,203.1258777235167,1
India,Veteran,B,C,B,-17.133704325504144,103.40896739992458,E,-59.47581266502269,26.4430697850183,73.33076883302769,B,C,E,A,-115.99936151057602,56.18204946454174,32.430436897336534,-125.2081935742428,0
Other,No,C,C,A,-43.4217791191445,44.04955543326183,B,102.80870924629335,-88.70161512198307,-9.592274339034464,E,C,D,A,87.89971929660867,183.96255265723624,-121.7485362614979,3.9794812239735617,1
Mexico,Yes,D,A,E,-16.547389875521016,-114.22280061868635,D,-104.5768041994072,-47.23440728920472,28.73245311851198,C,A,C,D,44.77094975331823,-107.64741119841203,-41.88692766244072,-202.17605210041754,0
Other,Veteran,E,C,C,-119.1277048322108,-60.30129596900253,A,-63.21309741976947,136.88330782318593,-36.7927290435523,C,E,B,C,2.598686433182985,0.5579949623363942,171.16970305085545,78.0225749899403,0
Brazil,No,E,C,B,70.72342453691347,-15.804124213833544,C,100.91963278539833,-56.994101931439985,158.88636556127457,C,A,E,E,-187.61455374936713,15.959292831439544,-55.88675756475199,-8.596842678939225,1
Mexico,Non-Veteran,A,D,C,-22.561213583868803,-28.871723052543807,D,103.5368592997103,59.251608961493496,-286.7541948525612,E,A,D,B,130.7160221819404,-78.77865696320175,164.3397002316331,7.026131158560951,0
US,No,B,D,E,26.384661226727722,-40.24686275252684,A,25.915574007507363,-29.454004906244748,182.2031595181009,B,B,B,A,20.92076280699306,-204.73540347750904,-111.6903461706721,-167.3368885100284,0
Other,Non-Veteran,E,D,B,48.82873821850966,189.96066322275112,B,-62.09486648585673,-88.77070110974257,-65.15527150279632,C,C,C,E,-80.00545385497173,-31.18857604067581,110.74761150232374,-14.585937239451695,1
Other,Veteran,E,B,E,-145.08654993041324,-41.29869831661098,B,11.05517992123993,108.59625685957317,216.43856513888383,A,A,C,E,74.1572205755647,-17.15037420362121,-74.7362787833627,38.000184879541685,1
Brazil,No,B,B,E,56.04653969226284,27.433469425594154,E,-42.153821476605344,174.83946017821637,183.22527729849537,A,B,D,E,112.13831084369158,116.48939620116197,68.84942429673778,-80.13044454289438,0
UK,No,D,D,C,-25.99401416855221,35.06463146906905,A,67.27652898297126,-103.63585271030323,39.03094069140778,A,A,D,B,32.476873191021326,-22.845397617884462,-15.759645879865092,-97.89157504628125,1
Mexico,Non-Veteran,B,A,C,-13.990661655464507,-51.23581664669376,D,228.92029141930536,-133.8953883420726,-100.72732855932856,E,D,E,D,167.41445548094242,92.24902339588598,93.42795150083118,100.12066720883661,0
Other,Non-Veteran,A,E,A,-89.68841201880309,90.27655291820986,A,-74.59675581720701,-121.63237955699195,-142.30145402578623,C,D,A,D,68.95100160900901,141.68447557006584,-176.17541873051954,-122.24072855435178,0
Germany,Non-Veteran,B,D,C,77.69623613935084,78.83479918530942,A,150.0091274238234,163.92150271605516,36.60048477255968,E,A,A,D,0.9791087620736463,108.95074349766523,115.99998076843745,-23.971430418183637,0
UK,No,D,B,D,117.80325391295574,-54.71890895490574,C,-105.04838346699177,103.78396473138088,-9.870756424375905,B,B,C,A,-75.39194217707859,49.42829795691935,10.999062015612283,20.92533817370543,0
Brazil,Yes,A,B,C,-159.6902374682507,122.17180409161152,C,-166.64338125812588,-127.28884459271148,29.18928263846813,E,E,E,A,2.390699456062971,101.97144456921585,-88.32489290293692,-225.80529684449732,0
Other,Yes,C,D,D,216.856776802694,1.3828134093306683,C,117.04831339002253,142.41113061341886,-140.937196806437,A,B,B,E,74.8357056290055,3.052880822496563,-132.7278293189777,-238.0561094694914,1
Mexico,No,C,C,A,-8.687143698904281,-19.016413111070506,C,33.35729458687128,-12.232617617123724,-147.4780545212776,B,A,D,B,-159.12942822019212,-70.10300259552595,-48.10932257521389,55.199878712493614,0
Other,Veteran,D,B,D,80.01780464549057,-74.06303574799266,B,-23.00977145807623,82.07175818860965,-78.05728099203442,A,C,A,D,108.99176374331525,42.46796562356498,-1.9554284337040175,93.82733063158476,1
Germany,Yes,A,D,E,51.69723207989333,109.36599615262166,C,-177.64258836258858,-45.1059069463053,36.43405990776965,A,A,C,B,-283.0792464408092,81.4384271891611,-81.66563444220122,46.94474852462997,1
Germany,Yes,A,D,C,93.55328155367701,107.05659268878416,D,-205.58541964786014,-47.41865533751902,-108.79436724752784,E,A,C,D,83.7188663607357,106.70364360957937,-36.91876374192195,49.042490763469594,0
China,No,D,C,D,108.13632421051808,32.808320164901005,E,-155.60019093797933,-20.587467698469663,133.5093764503119,A,D,B,E,-160.08249747601872,12.535990043172674,-23.004450853889196,18.074873986308955,1
Mexico,Non-Veteran,D,A,B,14.631093671655313,-55.27719652456501,B,23.0860739852169,-98.89512812544123,172.24021071575507,B,D,B,B,59.44268888386846,-208.82798918028408,116.85478750727336,-72.21534242038106,1
UK,Non-Veteran,C,D,A,35.76866266750073,193.97276256331833,B,-122.81882946230643,4.824218403064318,48.27605765084452,B,A,D,C,223.6140719428469,-68.08323591909908,22.77122930635394,-63.32401933288213,0
UK,Non-Veteran,C,C,D,189.06183899754842,-63.44545725702632,E,-7.331505126180368,-23.15662393981778,14.433883861111536,A,E,C,B,-62.40991774121767,30.584195937058585,98.43664895698686,-64.89285766917085,0
Other,Yes,C,C,B,-15.7528672668821,-54.190114458921954,E,-61.57994253108695,-321.0725765002085,137.89158909755227,B,E,E,A,-40.50191277681419,85.02470750575316,106.24209237713593,-52.555312739110114,1
US,No,E,D,B,-72.91617555787082,48.66643080185126,B,-69.73759029000296,-123.68447568868444,4.689366712601734,A,A,D,A,180.3838538334931,133.57829949127893,-43.94540493118891,67.59919077927505,0
China,Veteran,D,E,A,11.579406802462675,-147.92431567085254,B,-119.5538978610838,1.5173636429656931,-18.640855165666697,E,E,D,C,-55.984382896189175,-145.00256855369682,5.111852413976062,58.19141902596314,0
Brazil,Veteran,D,D,E,-30.718631682771154,-71.54419902965724,E,-14.668609449635017,-22.624552000324393,-120.80306440458868,D,D,D,B,33.07635586606315,62.25723444851254,111.19345188199358,97.20262316774323,0
China,Yes,D,A,E,71.72471074889651,-146.12936073258868,C,-61.755416840755004,-51.85383112853371,203.48458133987896,C,C,A,E,-86.40603946704643,266.8527721162333,29.312925126715772,21.70208044182719,1
Mexico,Non-Veteran,B,E,C,95.93709838229616,-4.00816817867455,B,-45.18365602683579,76.09713455729701,-101.90477420868127,D,A,A,C,104.76287423289128,-47.312099762022214,-18.685261239697,-103.75441113573163,0
UK,Non-Veteran,A,A,D,-65.31963915808502,-132.2710902644527,D,-113.7474305480522,36.80980017448156,-46.21532784168696,C,A,C,D,-60.729577070238484,-63.47705498120452,-96.39804645957784,90.79673268295544,0
Mexico,Yes,A,C,E,45.60730471016318,-158.37617576055857,E,-52.85889447290448,38.91344202172583,59.6722336078278,E,E,D,C,-23.687514154060935,139.97122648853693,38.986589217502996,28.017281083247862,0
UK,Non-Veteran,B,E,D,-152.2845912623974,-102.22977232536587,B,22.225781914005395,-38.902094926455696,9.83596903767817,E,D,B,A,23.671104005412342,-98.37623774945531,-30.874217526855684,-33.29862176731527,1
US,Yes,C,D,E,-121.21829877922676,159.432831761726,E,-74.14513278914642,-99.7925867843896,82.26366153626086,E,D,D,D,-45.22649562635077,169.20817509067913,96.35073083201168,17.412825235584005,1
Germany,Veteran,A,B,A,81.4263327191244,123.97284909153848,B,-28.50202734586924,-47.57271375070399,3.7305187782114175,B,E,D,D,-105.11667512528517,113.60493529447633,80.54817743294814,-94.77248087804422,1
India,Non-Veteran,B,B,D,82.1340153897772,-101.58143167390703,D,-33.61775658303646,2.8150600176682783,1.8371347070265795,C,B,D,A,21.747726444270903,-27.0177222995057,91.55450558050828,175.66388570298602,0
Germany,No,B,D,B,114.91468759904566,-121.3752133144356,B,70.26947081287962,-97.501212713369,12.144651581773976,E,B,B,E,16.03658112518605,-52.66198213015202,38.2957604716614,-62.43760087089579,1
US,Non-Veteran,E,D,D,-144.73741780670068,21.602207142112174,C,-34.7605190080509,-223.45238053585396,26.496159366838945,C,B,B,A,91.48536229880598,112.61674176226424,40.52965201879069,-96.6596548629245,0
Brazil,No,C,D,C,-121.20723741939725,-42.80628833391569,E,24.258162668067726,-124.96074344518202,-106.61902213377282,D,A,C,D,-147.6882198703098,-113.4324204813504,-112.66017906119237,-115.74282310110051,1
Other,Non-Veteran,D,B,C,55.697784042080556,168.00087047904134,E,300.1672645736518,218.1214088358285,75.65585369492148,D,E,C,D,88.70516625365532,24.400020241236877,-30.173958084124365,123.37353759389148,1
China,Non-Veteran,C,E,A,-64.43126213398428,89.65103604445814,A,50.62833611714377,24.593313100756788,-6.383135064077229,D,C,B,A,-78.33349893083358,21.396677907562864,113.55309651916308,-70.41441195577228,1
UK,No,D,E,B,41.61972726970036,15.647617455535926,C,39.34941631024346,-47.514865481649025,-46.34854533424606,A,A,C,A,41.792861974869545,69.55575421696331,39.99580667976384,-82.9905943043951,0
China,Non-Veteran,A,A,B,16.372804628279262,-1.5218563613788243,A,-163.21468997704608,-140.85453055677993,-154.03306360104452,D,C,E,C,73.80508284499344,41.49328558022851,65.20633448356973,50.479417274463366,0
Germany,No,B,B,D,-48.5446794685319,75.8070366175217,E,2.178419321460277,-104.56569353823315,-159.01493410733516,C,E,E,B,-26.29829329450765,52.263355150654,-42.50360732636924,44.00071841148542,0
China,Non-Veteran,A,C,D,36.36367852286163,-211.37430918982574,D,9.788033952733212,-151.70671239524353,154.36382685602356,B,A,B,C,-65.53847392145991,49.104341822424594,-5.667694406124882,31.25140664783616,0
Germany,Yes,A,A,E,13.2959045145602,-148.5372274631306,C,-83.04459907906593,-62.23898499849297,5.236657125419478,B,C,A,D,-33.5699234495529,-51.67286832658162,-54.196839418941856,120.13282758551883,1
US,Non-Veteran,E,D,E,-47.64153689393555,-12.197151402929544,A,127.67144264139509,53.253999457406806,29.84233335571226,A,E,B,D,77.66144209146891,54.64164994394248,-180.50554217923275,-143.65494617059485,1
China,Veteran,B,D,E,97.09717948788551,-61.0267828993161,A,-105.25289642113374,145.5731387115122,72.00374596367605,E,C,C,B,-17.984389211977142,12.9312532442834,145.81712334123168,93.07228217108694,1
US,Yes,A,A,B,184.9877866176082,10.43437341893627,E,-181.29338757415624,51.82193478226177,160.83338702476203,E,B,B,D,5.07543916598794,58.31334393542551,-24.55187502871642,111.27768041417416,1
Mexico,Yes,A,C,A,-15.78327656497352,-16.411233074318876,C,-1.4200383446863216,-124.01305377771892,-113.54324262964106,B,E,E,E,-102.8534522838348,3.7362489632139706,-33.50327719314323,-124.7463578978744,0
Germany,Non-Veteran,E,A,C,-73.08759111665788,175.58532816641934,B,-70.76982192570267,9.574363303992433,129.7285047498605,E,C,E,A,-97.25843407268398,-8.60254585140687,83.54898097324799,167.25280527437923,0
Mexico,Veteran,D,C,B,114.17800368287377,186.14937229944888,B,-75.62698960266303,6.703021939012636,-6.884152314620982,B,E,A,D,-23.38641011352199,-11.903979729361696,-94.3447228885394,14.283871691210226,1
China,No,D,C,C,-37.5881898407341,150.20855072997526,E,191.38664450785748,-163.66799656989645,-197.186522931091,B,A,A,A,166.936241950566,-170.0938881040951,10.202025429799646,-154.05556518517005,0
UK,No,E,B,D,-22.142222486935754,-105.57024336933667,E,-97.05060800697963,30.928059516010293,8.012429880160036,E,E,B,E,-185.46450231782245,47.168795851874044,100.30753992369756,62.83224476906039,1
US,Non-Veteran,B,C,A,41.84482261090105,-81.43452142129487,E,-5.6257163767085565,120.51731199339837,18.54060364063333,B,C,D,C,-71.89284540140896,-145.64877163352594,123.80628479796441,-27.920885654861387,1
US,Non-Veteran,A,A,E,-125.86250918533037,107.12181805892878,A,0.04212153310877691,-180.70137538258322,-113.73787339462692,E,A,D,B,-28.081285105134906,-65.20476348012329,5.013492882406245,95.10968208166801,0
Germany,Non-Veteran,C,B,C,109.04870414126628,44.225256701759754,C,-27.38189237527425,140.20227644258273,-10.021203430588917,B,D,B,D,-92.11214186872816,-119.2683953574733,84.51838347520807,84.98224637394071,0
Brazil,Yes,B,A,C,-49.81624256108926,-47.93928626131151,C,64.2587054278191,172.20038375965925,13.949917229777805,D,E,B,E,-43.67711477008916,41.83545693551225,137.32159683414127,-89.4354622317483,1
