age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
51-65,Married,Both,138.29402776786702,D,B,C,A,-142.41555663885362,D,E,E,E,B,D,A,-40.44112518051766,-205.84381226761087,0
26-35,Single,Yes,113.0938997491919,C,D,C,A,106.97138069315353,D,C,D,D,D,D,C,285.37475999407593,43.94934949845427,1
26-35,Widowed,None,-58.06607209149974,D,D,E,A,-13.687564574544162,A,D,E,D,A,B,A,-55.756035015163604,66.75388184241213,0
26-35,Widowed,No,-89.25156364700486,B,D,D,D,-49.65408931758462,D,D,C,C,E,A,C,-30.135961891287177,87.72738980114647,1
26-35,Married,None,-21.6275049427124,E,A,C,C,-40.71497457767567,B,C,B,E,A,E,D,-109.19260971898328,-121.90722490602246,0
51-65,Married,No,74.3073051336202,C,D,C,A,-122.55715706673323,A,A,D,A,B,B,A,-49.654907789373084,123.00541802292484,1
51-65,Divorced,None,-104.16383189543244,C,B,B,B,-172.25921562472698,C,A,E,D,E,E,C,9.290013912055578,14.01573560755982,1
18-25,Married,Both,51.127644667973726,D,C,B,A,14.098184480397313,B,B,A,B,D,D,C,-88.57460573438941,-6.683087306899213,0
26-35,Single,Physical,-32.28681347985709,D,D,B,A,-56.370266818567124,C,E,A,E,B,B,D,-196.36295419484532,-108.81281218489576,1
36-50,Single,Physical,-38.018002064241976,B,B,C,C,-185.78893149587034,D,B,E,E,A,D,A,139.88293546973796,-65.80222552596784,0
65+,Married,None,37.74054128080696,A,E,D,E,33.01464563093094,A,B,B,C,E,B,C,-104.8723207257816,30.205234000513197,1
26-35,Single,Yes,97.44462411268906,C,A,C,D,11.82338614716821,B,E,D,B,E,B,A,15.794965288375213,-0.44039050855820283,1
18-25,Widowed,None,-24.662253474516348,A,D,A,E,-39.08932419715628,C,A,C,C,D,D,B,-200.51111828844128,-197.28460777769115,0
26-35,Widowed,Both,119.49384790472746,A,E,A,E,-89.03694727888208,C,A,B,E,E,B,D,52.500413269349956,-110.06419767290248,1
51-65,Married,Yes,157.3412241545899,C,E,B,D,185.53016115501165,C,D,C,E,E,C,A,-78.37143213290963,-43.25733735552591,0
18-25,Married,Physical,25.52095669366433,A,C,B,B,56.38762334253688,C,D,C,B,E,A,B,-86.13677785935566,-129.25750000626974,1
65+,Divorced,No,-74.91084951806253,A,D,B,D,146.5324429517167,C,E,A,A,B,E,A,-114.93887108261904,101.5301918918912,1
51-65,Single,Physical,-25.611359115507543,A,E,C,B,10.037175207169028,E,C,D,C,D,D,B,34.81552815340446,-98.76026940272357,0
36-50,Widowed,None,0.5940731997106387,D,A,C,E,15.136249329441107,B,D,E,E,E,B,A,-11.661849991767019,150.81494325785138,0
65+,Divorced,Yes,45.271056314091105,B,A,D,A,26.718335751184398,B,E,A,D,D,E,E,174.7883712038887,69.6599367373672,0
51-65,Married,No,45.31078082706649,A,A,B,B,-14.414286890479675,B,D,D,B,A,D,A,-20.403279606003252,94.06342944304296,1
18-25,Divorced,Physical,-134.23226524065106,B,C,D,D,18.928692615210096,C,C,B,E,A,B,E,-12.93401153932217,51.61356422674997,1
36-50,Married,Both,-3.305227809272198,B,E,A,E,-113.82052082375664,C,C,E,B,D,B,B,-31.65119931041824,18.38824670824112,0
65+,Divorced,None,65.90215471130182,B,B,D,E,-35.718277196793515,B,A,C,B,D,A,E,83.33558648864758,34.592472133341836,0
18-25,Single,Mental,-96.74245625521635,B,A,A,D,163.0483061845138,C,D,A,B,A,A,C,-127.14138925867435,69.66941830163495,1
51-65,Married,None,-12.092687937060836,A,B,A,A,-25.80149312857632,C,A,E,C,B,E,C,82.46861500975001,128.11143287400554,1
36-50,Widowed,Mental,42.91038003122351,E,A,E,A,56.02945620638137,E,A,B,B,D,C,C,-130.2961425352194,-73.72989325844581,0
65+,Single,Both,-16.05968181814245,B,D,D,A,191.7139413521827,E,E,D,B,B,A,E,-37.31329313683066,11.321581713051796,0
36-50,Divorced,Both,-48.30040618312617,A,E,A,A,-132.0523426778606,C,A,C,A,B,B,A,44.557161327921996,-122.19223257832877,0
36-50,Single,Mental,-35.61591919782174,D,C,A,C,31.769001506258487,A,E,E,E,B,B,E,-94.31367714798299,-136.38632594062565,1
51-65,Divorced,Yes,242.34858297641875,A,B,B,D,-84.26583445434638,C,E,A,C,D,A,E,70.83359024894082,-66.05496176184087,1
26-35,Single,No,90.40234324809026,B,A,B,C,-127.51177695985758,E,D,E,E,A,C,D,-35.673557172218864,111.56681522694241,0
36-50,Divorced,None,18.877046399724577,E,C,D,B,-123.18597727391929,E,C,C,B,B,B,D,8.92935874444572,-84.57295112357585,0
18-25,Widowed,Yes,-92.20845941378938,D,C,D,D,-60.4075747031974,C,B,D,D,C,A,A,-65.45834073002536,119.97210483890204,1
51-65,Married,Mental,-98.45680913808384,C,B,C,A,53.98691219951171,E,C,D,E,E,B,D,5.4796376339346,-24.994183305357044,1
26-35,Widowed,Yes,-10.474740141079304,D,E,B,C,1.5093246209430458,E,D,A,E,D,C,B,254.5864711689557,42.99357225771631,0
36-50,Single,Physical,100.59538553537355,C,B,D,B,95.74960705923321,B,D,E,E,D,E,B,-37.1206431789013,-103.22615754170594,1
18-25,Divorced,No,52.01418044129383,D,A,A,B,-48.01765454661833,A,A,E,A,C,C,A,20.442717831052676,22.75111033326817,0
65+,Divorced,No,222.83852402910557,A,B,D,B,44.2580172202646,C,B,C,D,D,A,E,-2.3479524655618573,-170.49931531661068,0
65+,Married,No,126.77385946893907,E,C,E,E,97.37718473013774,E,D,D,A,E,E,B,-170.67471644518758,83.39339896888927,0
26-35,Divorced,None,-25.038931746949157,A,A,D,C,28.657344967005816,D,C,D,D,A,E,B,-207.23640550835572,50.74735936387804,0
51-65,Single,Both,33.320264720542674,D,D,E,A,17.633944877835614,C,B,E,D,B,A,D,-61.38519787351484,30.40113752183573,0
51-65,Married,No,81.15213149202599,A,B,A,D,155.64190251735192,C,C,A,C,A,C,B,144.72503208616678,-93.1324160145261,1
36-50,Married,None,17.901608022275937,E,C,E,D,-25.51818489941845,D,E,B,A,D,C,E,116.64979162118341,175.88357311071746,0
65+,Divorced,Mental,-0.20224746342502672,C,A,C,D,6.630645654583262,B,B,C,B,B,D,A,31.876887272823218,80.10755138681537,0
36-50,Widowed,Both,-18.67743522864411,C,E,E,E,97.97185967668614,B,E,B,D,B,D,D,-181.25664388561796,-137.22165020035249,1
51-65,Divorced,Physical,7.657497193756396,A,E,C,B,-198.99232525255587,C,D,C,C,B,A,E,-5.197754002536327,78.97365094991758,1
18-25,Married,Yes,-52.772760660873516,E,E,B,E,125.44259108782887,E,B,D,B,D,B,C,-28.81612681007832,12.73733427325868,1
18-25,Single,No,-99.68491078554842,A,D,A,C,-116.81138864735219,B,D,E,A,C,E,A,55.15823920827375,-37.457999588510035,1
26-35,Widowed,Yes,-7.930523879582737,C,C,E,D,176.0868523020247,C,E,C,D,B,D,E,-119.73675170448371,-168.27323336539843,0
51-65,Widowed,None,22.796509062631834,A,D,E,A,-30.98367733653345,E,B,C,C,B,B,D,-56.98626896204524,193.74792677787622,1
36-50,Married,Both,-84.61416074374614,C,B,B,C,-55.344469950659615,D,D,A,B,E,B,C,-84.16217610418518,-51.313165889932066,1
65+,Married,Both,20.590878794946814,A,E,D,E,-191.87179103303706,B,A,D,A,E,A,A,26.722960530040385,21.720436329647878,1
36-50,Single,Both,-32.356840947744516,C,C,A,D,59.799767324347165,A,A,C,B,A,C,B,100.69559979345557,-14.521839009523942,0
51-65,Married,No,-9.250671599584722,A,D,A,B,48.13552614553607,A,A,D,E,C,B,E,217.47977934466095,-20.779959846519837,1
36-50,Married,Both,33.61906349870125,C,B,E,D,163.0301734910179,B,E,B,A,B,B,D,-18.975563756930054,45.17060430254633,0
18-25,Divorced,No,-124.53630703852659,B,A,A,D,-39.91490589136467,B,D,E,B,D,C,C,7.898355630528559,314.85690764245953,0
65+,Widowed,Mental,112.05801740844161,B,A,B,D,168.2678812366548,B,B,E,A,E,E,B,93.62518985566524,109.58216149855753,1
65+,Divorced,Mental,28.43698698685571,E,B,A,B,-231.28365966960388,C,D,A,A,B,D,A,-46.53471781575016,94.34555635540902,1
26-35,Married,No,25.10563392483351,D,A,E,B,-93.40069943913237,C,D,C,C,D,B,B,-8.355807057611434,-140.92020293747967,1
65+,Single,Physical,24.403863340015505,E,E,A,E,219.50529972740293,B,D,C,A,C,B,A,-19.302192207254304,244.8963779581445,1
26-35,Divorced,Both,272.67208489069975,A,C,E,E,-179.11575671032344,A,D,D,A,C,B,A,-74.22385719758802,94.08983065164882,1
36-50,Divorced,Both,3.5106756788580524,E,C,B,A,-164.54087400345463,B,B,A,C,E,C,D,-51.05645133541962,156.07263467091573,1
18-25,Widowed,Physical,55.47641837718588,D,B,B,A,186.68712407094446,C,E,A,A,E,B,B,67.36121615576342,-179.87395339300934,0
26-35,Married,Physical,-168.0069387785348,B,E,B,E,133.0858175963751,C,E,D,C,E,B,D,-141.27209435674794,105.24992569917477,0
51-65,Single,No,12.022621517694976,B,C,E,C,-72.78962572171746,D,D,E,C,B,C,E,-49.561177624824424,-156.7324543153166,1
51-65,Married,Both,100.02166388528238,B,B,E,D,40.58092118723822,B,C,D,C,E,A,A,2.607289832803143,-24.87668343502623,0
51-65,Divorced,Both,-58.559375401248026,D,E,D,E,121.07694775695069,B,B,E,B,E,E,A,-58.280945016777316,246.6282989456593,0
18-25,Divorced,Physical,-145.73478009524788,D,A,C,D,86.26201030471212,E,B,D,D,D,D,C,6.516963430200475,150.74106927955256,1
51-65,Married,Yes,-113.89870274198222,D,E,D,E,-96.20331718852017,D,B,B,E,A,D,E,-42.831412930558066,-266.5893619297426,0
18-25,Widowed,None,174.8128010124452,C,E,C,D,74.84293814672569,A,E,C,B,E,B,D,-126.00633281154118,-105.04047223987538,0
51-65,Single,None,-80.18183925164057,E,C,D,E,-51.030995834172984,B,E,C,B,B,A,B,-20.24936056045858,55.21804905674303,1
26-35,Divorced,Mental,56.319890499306005,C,E,C,C,-157.24133612232617,A,B,A,B,E,A,E,92.76588036013783,43.07954422042517,0
26-35,Married,Yes,186.24141424535927,D,B,C,C,-184.63455398116594,D,B,E,E,D,D,E,90.60085899910963,-131.3644915328099,0
36-50,Single,Mental,0.08085209420083758,E,B,C,A,-30.44807001460198,A,D,B,C,A,D,C,-29.31958938567269,-41.33518062401202,0
51-65,Married,Yes,-0.04431773044477236,D,B,B,A,29.76764467956807,A,D,C,D,D,D,D,13.657715999009584,-39.242509855712996,0
18-25,Married,No,-14.845463479717305,E,D,B,C,-96.61371562420919,D,A,E,D,B,A,E,70.69898599403047,-41.765184067745274,1
18-25,Divorced,Both,59.16323313395129,A,B,A,C,-20.31314460489157,E,C,B,B,D,B,B,86.33470170228435,65.66793596206189,1
36-50,Single,Physical,-9.674270967397439,A,E,D,B,24.86347739192402,A,A,C,D,D,D,A,174.5170790144945,43.60483295496451,0
36-50,Single,Physical,-104.2671381664466,B,C,B,E,-67.04765247892566,B,A,D,D,B,D,C,56.39577117032899,42.88760565631072,1
26-35,Single,Mental,-68.24841748220418,C,A,D,C,-14.343771679619291,E,B,E,D,A,B,A,120.05998062229351,-34.34069795931396,0
36-50,Single,None,41.577485422826335,B,C,B,C,7.631176033630307,A,C,A,A,A,A,B,-136.7920405234585,7.496098357985581,1
18-25,Divorced,Yes,143.78750681388192,D,B,A,A,-57.56185559066348,E,E,C,E,E,D,A,-124.48477604847224,119.86249226531858,0
26-35,Widowed,Yes,-46.49196229764195,A,A,A,A,5.625540201592274,A,D,E,D,D,D,C,-167.08409094960788,-59.930706643027285,0
65+,Married,No,49.71317978588352,D,B,E,D,87.52891682108479,A,E,B,A,C,D,B,18.691730995447454,129.75927975285475,0
36-50,Divorced,Physical,119.14455143279947,E,C,C,C,23.07415917871583,E,A,D,D,E,E,C,61.60051070351978,3.9238375848833456,1
18-25,Married,Mental,-106.76017445893353,B,B,D,E,56.05824199729047,B,E,B,C,B,A,E,-9.312929596685319,9.2845281592389,0
65+,Single,No,-173.53495174048646,A,E,D,C,74.09955828004868,E,C,A,E,C,D,B,-82.1146643710326,73.19735430618152,0
18-25,Divorced,Yes,106.85961267365822,A,C,D,C,-89.42891738474147,C,A,D,E,D,A,D,-64.92010727330005,-141.80559844778665,0
65+,Married,None,21.33066887479301,C,B,E,B,0.613815708378032,E,E,B,B,B,E,D,23.946907663923284,-8.810843376548885,0
65+,Married,Yes,137.39554889773393,E,E,A,A,-103.32792875207504,D,D,A,A,C,B,E,92.99899457087984,-20.939940581501713,0
51-65,Widowed,No,-188.42640550729334,A,B,C,A,214.64597477776564,C,E,D,E,B,C,B,-73.31452840069204,-12.125949612418117,1
26-35,Divorced,Mental,-132.51725084717106,E,C,B,A,-67.87043287018997,B,A,C,C,B,E,C,128.28066745300524,92.97024592578529,1
18-25,Divorced,No,12.851479012016995,E,A,B,B,-16.52025545888222,A,E,C,D,A,A,D,35.96847793817685,11.150545516981195,1
26-35,Married,Yes,-168.33078625849765,B,B,A,D,87.34271028066794,B,E,B,C,C,C,D,-57.76553755887335,-151.95176806382517,0
36-50,Divorced,Mental,-3.523296832606308,D,B,D,D,120.67074175715324,A,B,C,D,C,E,D,46.3650335627592,-73.33579518764098,1
65+,Divorced,Physical,23.822286562293883,C,A,D,D,-47.06761672436402,B,E,D,B,C,D,A,-91.90814181177859,124.69994316482145,0
51-65,Widowed,None,24.684975972372637,A,A,B,E,-84.30982286868252,D,D,B,D,D,A,B,21.6179917987135,-255.30882608786817,1
36-50,Divorced,Yes,1.8141226704096611,D,A,C,D,12.32012873659582,C,B,C,A,A,B,E,176.69542802601723,-95.45030135975632,0
65+,Single,Mental,-15.308171613560123,A,A,B,C,52.89505380793332,C,D,A,C,D,B,E,35.550118995127015,126.38191045948311,1
36-50,Divorced,None,52.96273097453623,C,C,A,D,-65.86728718096553,E,D,D,C,B,D,C,52.511807801939604,34.341343238106,0
26-35,Divorced,Yes,-122.58869068521659,C,A,B,C,-130.94330026238052,A,E,D,C,E,C,E,-5.169542452909759,40.747944540182765,0
51-65,Married,No,62.78644316826368,B,B,E,E,56.46541031481487,A,D,D,A,A,B,C,152.31502215459028,2.947825035601373,0
36-50,Single,No,-123.33280181062104,B,E,C,E,26.466926275455506,B,D,B,E,A,C,D,-121.97002258976973,207.68075675407758,1
51-65,Divorced,Physical,32.093253911100994,D,B,D,A,-39.83861518567839,C,B,B,D,D,C,A,-8.592706508452448,45.65658011676431,0
36-50,Divorced,No,228.0079128289979,B,A,D,B,-44.33195480879279,E,B,E,C,C,A,B,128.27858520388898,43.1170138003525,0
18-25,Single,No,49.240090545693064,A,A,D,C,151.90357975467805,E,C,B,A,B,A,E,19.221347662033807,-46.781976413635526,1
26-35,Widowed,Physical,-81.49479390429045,B,C,D,B,-62.28382008103485,A,B,D,B,E,B,E,-82.20216502089444,39.956413968932026,1
65+,Widowed,None,58.95333471983888,A,A,E,C,-32.799482811577775,B,D,E,C,C,B,C,172.31077405189893,-64.65689667269758,1
65+,Single,None,-26.5874575066489,C,D,B,B,-173.3231213465824,D,C,B,A,E,B,D,132.3149497244216,-48.82548978569389,0
18-25,Widowed,Mental,60.44572625578536,B,D,A,D,-126.10241629421527,D,D,A,C,A,E,B,143.89211835420295,-92.18588498180962,0
26-35,Single,Both,-44.53050589560541,E,E,B,B,144.94942597378272,C,C,A,A,A,A,A,-8.742349839760928,205.86222811976688,1
18-25,Widowed,No,-21.022880111703174,C,E,C,B,190.28041224809652,E,E,D,D,C,C,B,-106.07379125457386,24.483511056367572,0
65+,Married,Mental,-49.855497143832295,B,B,C,A,28.138221198581597,E,E,D,E,B,B,D,46.53653874542665,58.30817190098685,1
18-25,Married,Mental,156.97325535542856,C,B,A,A,185.27763736897455,C,A,E,C,A,D,B,2.121442136282232,-113.12131562887603,0
26-35,Divorced,No,171.4514811639913,A,E,D,A,52.23431050476772,C,B,E,E,A,B,A,-48.92048501222613,71.65231389283146,1
65+,Widowed,Physical,-197.81361792924386,D,C,B,E,-164.65298631535654,A,C,E,C,B,B,D,18.859794600271748,53.649374563791675,0
51-65,Single,None,110.3746372963572,A,A,D,D,-67.83776607865573,A,A,C,E,A,B,A,74.95666590567818,50.45078846491279,0
65+,Divorced,Physical,-96.87745416753563,B,D,C,E,-19.056629104217528,A,D,D,D,B,B,B,223.58093978723005,-8.345652708472032,0
26-35,Single,Both,6.495425684066487,D,B,D,D,-30.78027169659901,E,A,D,A,B,D,A,128.09714819549438,-69.61248941125623,1
65+,Divorced,Physical,-95.24693326652842,E,A,B,E,-155.43871224475396,A,E,E,C,E,D,D,169.4287818372152,-17.018905035254413,1
26-35,Married,Yes,-106.84601477317746,A,B,A,C,66.18204304635113,A,D,A,B,A,A,E,-9.336700376846037,39.95281676338835,0
51-65,Divorced,Mental,15.129175891711746,B,E,A,B,132.0205699953037,C,C,C,B,A,E,C,-32.65383358844482,24.354127006640443,1
36-50,Single,No,87.29572072949989,B,B,D,C,56.35112614539829,B,A,E,D,B,B,E,40.84163604861976,46.587610445081275,1
65+,Single,Both,156.71748389594688,C,B,C,A,93.26048380187474,D,C,A,B,B,C,A,-192.31717060799934,-83.53385980394992,1
36-50,Single,Physical,62.1270122566607,B,C,C,D,-4.02775025628778,C,C,D,C,C,C,C,-37.759635623970105,29.487640609232677,1
26-35,Married,No,-172.8824855470627,B,E,C,D,-184.02149278976438,D,D,A,D,D,E,C,57.58130076752571,61.41058099596538,0
65+,Married,Physical,3.7758329918112072,C,E,B,C,-41.64811003900613,D,E,E,D,D,A,C,4.102305875953705,164.52245247785618,1
26-35,Married,No,-47.21472830731212,B,C,A,B,-2.9063384105228725,D,A,E,B,C,D,E,-95.286157590599,-66.76916075212873,0
26-35,Widowed,Both,-57.96513174064968,E,E,C,B,-122.73666401323628,A,A,C,B,D,E,C,84.70474776212305,-75.0583020703152,0
65+,Married,Yes,-42.682679682285176,D,C,B,E,-109.05892406245852,D,B,E,A,E,B,E,-68.13203347453968,111.19292747266847,1
36-50,Widowed,Yes,-34.66035960922355,A,A,A,D,14.13910866769926,D,D,C,E,B,D,C,104.89984702787916,97.34441015007634,1
36-50,Divorced,Mental,219.9347479857887,E,E,E,C,-44.9752940231683,C,B,B,B,E,B,B,139.08871594246872,-17.890948854969288,0
36-50,Widowed,Mental,27.715016261007523,B,C,E,B,-82.23951585278655,A,A,C,C,B,C,D,25.524287673496453,-128.10927931044483,0
51-65,Divorced,Mental,92.96419901383953,C,C,E,B,-141.58186432496527,C,A,D,E,D,E,C,243.2363700638362,220.91631324873475,1
18-25,Married,Both,-5.377397374174589,C,E,E,A,-3.2278970474740354,B,A,C,D,B,C,C,-7.685697671785552,-11.694183546515164,0
36-50,Widowed,None,101.92394276360861,E,C,A,B,170.7408979776281,E,E,B,E,D,C,D,18.344740283307264,45.42387451162005,0
65+,Married,No,183.45197622845032,E,C,C,C,43.45200065451566,A,D,A,D,E,A,D,50.1097161909513,153.14490725835947,1
65+,Single,Physical,68.02440168025447,E,A,D,A,135.14632054771477,A,A,B,E,B,B,B,-90.93651783280518,42.68144311627915,1
65+,Married,Physical,-54.207678613846646,E,A,D,C,34.282411568392455,D,B,A,D,C,D,C,-5.343967337111256,-173.04202868507983,1
26-35,Widowed,No,-8.68999039721387,E,D,D,D,-136.85342569712097,D,C,A,E,E,C,A,-81.30103781083905,-166.62807676592382,0
51-65,Single,Both,-26.4312736295997,E,C,A,D,63.63839737836591,D,B,D,C,D,D,E,5.246917927225024,16.97642469478638,0
51-65,Single,Both,34.098025408328944,E,B,D,E,49.583293606712324,E,A,C,C,C,E,C,3.63898337408917,244.09264095932096,1
26-35,Married,No,89.76766002494672,D,A,D,E,130.9005916925477,A,E,E,B,D,E,A,-160.9978849915257,182.588011992134,0
36-50,Married,Mental,160.157881645699,A,C,D,C,8.272863415506345,E,C,D,D,E,D,E,-1.3356079234263236,3.238898511120996,0
36-50,Married,Mental,92.10644586257747,D,B,B,B,-92.77426901543116,B,C,D,A,B,D,A,40.59611034571203,52.93471431313302,0
51-65,Married,Yes,-30.673031668961308,C,A,A,C,201.64384801575594,D,C,E,D,D,A,B,168.88131209561342,-32.05696909790691,0
51-65,Single,Physical,55.24905644674482,B,C,B,C,-128.966276699189,B,B,D,C,E,A,D,-128.23535776108267,-36.9380476432397,1
26-35,Divorced,No,112.9432124417767,D,B,A,E,1.9876479006508532,D,E,B,C,A,C,D,268.8169944595317,-51.07436435319486,0
18-25,Divorced,Physical,-19.29087497088775,B,C,B,A,15.202991034631816,E,B,B,E,D,E,A,-70.23234451844918,-11.696230748872756,1
51-65,Divorced,None,-40.76736742202662,B,E,C,E,155.55409276963744,D,D,C,E,B,E,C,-65.7836412232929,-92.6272277097293,1
36-50,Widowed,Yes,-57.08885621199193,D,B,E,A,3.476054117694962,D,C,C,B,A,A,A,-11.561223391475101,47.12393616943244,1
26-35,Widowed,No,46.61779207541889,A,C,A,B,-106.38089717187955,B,C,C,D,C,B,D,-91.69443779079049,41.51435747308683,0
65+,Married,Yes,-113.68692550821828,E,D,C,C,-149.59004769326177,A,C,B,C,C,C,D,149.33004423389892,-83.4706018573315,0
65+,Single,Yes,-66.7511174048154,D,E,E,A,-77.58405212103926,E,D,A,B,D,E,A,-18.56755261757463,45.675139201610335,0
65+,Widowed,None,59.96984781775314,E,B,B,D,197.22551714452308,B,E,E,B,A,C,E,100.07488536992545,-1.4109438447631848,1
26-35,Widowed,Yes,-208.25757100328718,E,C,D,D,-92.92341963435604,A,A,C,D,E,D,E,-27.228965124435483,-173.88272436078958,0
26-35,Divorced,Both,-42.06615999373545,C,D,A,E,61.10585933296427,A,C,A,A,E,C,C,265.8118878357855,-48.12558197311092,0
18-25,Widowed,None,-95.68471034613673,B,E,E,A,-7.094263408737012,E,A,B,B,D,B,D,19.209873774395327,60.432913567863736,0
26-35,Widowed,No,-96.3130394908316,C,C,C,D,86.59480173270533,B,E,E,A,D,E,E,-43.8698713062755,72.1033756540117,0
18-25,Divorced,Both,-59.17157317692639,B,B,B,E,-202.92241254453444,A,A,D,E,B,E,E,-32.38306241098277,-26.458382357320513,0
26-35,Married,Mental,38.891633664975146,E,D,A,E,148.16547880092605,B,D,E,C,E,E,B,-88.02688784557431,38.491019628646924,1
36-50,Widowed,Mental,-159.00988749325958,E,B,B,D,139.30441788289448,C,A,A,C,A,B,D,98.33619303876262,15.057421140388172,0
65+,Single,Mental,18.32261552822339,E,E,C,E,8.786206020213715,C,C,D,D,B,A,E,22.327935064957536,189.45732377415192,1
36-50,Married,Mental,-14.164854804869428,C,B,A,E,-56.42514682038321,C,C,E,E,C,D,E,-40.3088198587591,-8.579055913607249,1
65+,Single,None,-44.85634105603516,E,D,E,A,-108.46681928859662,E,B,E,B,A,E,D,-8.647292786454996,-177.20585482657626,1
36-50,Widowed,None,40.41987691847128,E,D,C,E,196.0396829081244,B,C,C,E,D,C,D,-1.9963598998267627,-159.53924843255305,0
26-35,Widowed,Yes,-5.325744710619055,C,A,B,A,-108.24554023560489,C,D,A,E,C,C,D,-46.74743495131744,40.17030726335545,1
51-65,Divorced,No,-27.48982828782959,E,B,D,E,-260.11120030829136,A,A,E,D,D,C,B,105.78770345077915,-201.60524269757326,1
36-50,Widowed,Both,37.06998790941231,D,A,D,A,-113.09902698435457,E,D,D,D,B,C,A,-20.590726794012273,-30.209508725296185,0
26-35,Widowed,Physical,-14.059476553599254,B,B,A,D,-25.757706739253024,A,B,E,A,E,E,E,-8.804801685101124,80.73815937556144,1
65+,Divorced,No,-46.2911848939486,B,D,C,A,-15.388925887457223,C,E,E,D,B,B,A,152.1117258671892,119.68445077228556,1
18-25,Divorced,No,-53.956209292296386,D,C,D,A,-7.27202626629088,C,D,D,E,B,D,E,60.13464928547213,63.04092372073606,1
36-50,Married,Both,-73.52791204118023,E,C,D,A,45.278284909368985,E,A,B,B,A,A,C,73.99734003108571,-9.470319069222876,0
18-25,Single,Both,136.174254835466,A,C,D,B,81.87974374728218,C,C,D,E,D,A,D,-6.157822838535706,-32.423126305251905,1
36-50,Married,Both,148.53522718461838,E,A,A,B,28.725293576334565,C,B,A,E,B,C,E,41.71155386980293,-89.79406619097674,0
26-35,Widowed,No,-42.10538027562142,E,B,E,D,-38.05789944430564,A,D,A,C,B,A,D,-2.168932486172983,39.99338952401822,1
51-65,Single,No,95.86138866089013,E,A,B,B,-217.59064595447532,C,A,C,D,A,A,A,-5.109579087673323,-169.20383626413636,0
65+,Single,Yes,-13.072032326406102,A,C,A,C,-54.6745292843537,C,E,B,E,D,B,C,-194.42803487610828,-40.348360187557354,1
36-50,Divorced,Both,-94.00046934906618,B,A,B,A,152.33949768761718,B,B,E,B,A,A,D,-66.6872753807293,69.43390153522492,0
36-50,Divorced,Mental,84.22631594982548,D,C,C,A,-43.67211003927532,D,D,A,B,C,A,C,14.242683513495855,-17.45709175044144,0
18-25,Married,No,224.61964668648142,A,E,E,A,-80.82701935105476,D,E,E,A,E,D,A,105.15442250413365,45.64344079615195,1
51-65,Married,None,-100.91447468253776,B,E,D,B,110.18219420728595,B,A,D,D,E,D,C,99.88731562769148,1.6910867987186824,1
26-35,Married,No,199.16707636530302,E,C,D,E,-166.71157666700535,D,E,D,C,E,A,A,127.11430210190377,-53.10833172498949,0
51-65,Married,Physical,35.85861716955907,D,B,A,C,-176.61552259807698,C,C,E,C,B,C,B,-51.34283972952186,-58.516045722502895,1
36-50,Married,Yes,183.03811162712262,A,C,D,C,11.136574406041104,C,C,C,C,E,B,A,3.2600857547240576,142.62538919945715,0
18-25,Widowed,No,75.89859354534877,C,B,C,A,-17.598078239660133,A,B,E,B,A,C,B,16.537105314724084,162.04246018228378,1
18-25,Married,No,100.17235479094464,C,E,B,C,-6.101433960151102,E,E,D,B,D,B,B,-0.7516284425686066,-158.78904414486018,0
36-50,Widowed,No,-32.132276824286805,D,E,A,E,110.18532788233388,E,E,B,A,E,A,B,-26.05940664767152,-61.8404838645224,0
26-35,Single,Physical,56.555147106440515,C,B,B,E,15.439063247969425,C,A,E,A,A,B,E,10.350382511638541,-14.266226142622893,1
18-25,Divorced,Mental,3.338998175863307,E,B,A,A,181.19163043393135,B,C,C,D,D,D,B,-65.09137216493046,39.39182049250905,1
18-25,Widowed,Physical,32.658376665382065,A,D,B,A,-50.53109858205481,D,A,B,B,B,D,C,40.59422390874197,-54.02458474631443,0
36-50,Divorced,No,-128.1423863569108,E,A,A,C,57.89472420472328,D,E,D,E,C,C,B,-83.12079057269432,176.7336770440302,1
26-35,Widowed,Both,54.512606893970236,E,A,A,A,-56.28821918571402,B,E,E,E,A,C,C,71.3196941586291,87.495043962169,0
51-65,Single,Mental,-120.23569390931854,E,A,C,B,-29.16777781561699,B,E,B,D,C,C,E,31.753308763893152,41.63693361059738,1
65+,Widowed,Physical,-197.0516741410843,E,E,A,B,26.6249044231601,E,C,D,A,E,C,C,105.92471339476668,47.08580246314994,1
26-35,Divorced,Physical,66.1352670066007,D,D,A,D,-39.39511967578885,A,C,E,E,C,B,E,39.27329257594541,-26.796025505095567,1
26-35,Married,None,-11.516174420313039,D,A,C,B,-218.06696107454312,D,C,B,C,D,D,E,-249.78861177476296,130.08104426682638,0
18-25,Married,Both,86.26165391109383,D,C,B,E,240.36635564249167,D,D,A,E,D,B,A,71.43958293156516,169.24537626564157,1
36-50,Widowed,None,-73.65523451441553,B,D,D,C,-42.173926043493296,E,C,D,E,A,D,B,-8.271659923593443,-44.824562022782416,0
65+,Divorced,Both,179.48178018332214,C,E,D,A,7.599597475543874,A,E,B,D,D,D,B,-33.14054813173153,230.727250153401,1
