ethnicity,country,civil_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
White,India,Widowed,F,A,-75.54265043853532,C,A,-223.26241088550938,A,92.00341215268081,D,-230.3068728361645,D,0
Black,Other,Divorced,F,A,4.954052738616522,E,D,-223.5171318119607,C,-81.07776332452406,A,-189.0214434214025,D,1
Black,Other,Widowed,Male,E,87.38176241169695,E,B,27.0703024372198,A,-76.98000212623842,D,49.04744365529289,B,1
Other,Other,Divorced,F,D,66.97137814878683,C,B,-91.2812170213681,A,77.42124133677665,B,-53.518522021745966,E,1
Asian,China,Divorced,Female,D,-48.58623624430631,B,D,6.0604097484606445,D,-84.45480662979776,B,-82.71935385336981,C,1
Asian,Other,Widowed,Female,D,-49.92563728227349,E,E,-21.58456302419988,A,10.657871824104955,B,-7.524842810864857,E,0
White,China,Divorced,Male,C,92.4182570966238,B,B,47.39920556970724,B,-120.07046090733766,C,-88.64000660370897,C,1
Other,Brazil,Single,Male,D,-8.738304729086574,A,C,88.5029303738287,B,91.78762099087211,A,-8.849630230153837,C,1
Asian,Germany,Widowed,Female,A,12.75750269813872,A,A,-2.2222092219775598,A,-92.54384006666758,D,178.70516518463185,B,1
White,Brazil,Married,Non-binary,E,-17.604195044963742,A,C,49.52336044316889,E,-142.32423132938456,E,35.24935424919699,D,0
Other,Other,Widowed,F,C,47.193729174651054,A,B,-27.814202221223116,B,-17.85915275130061,A,-129.51849730626924,B,0
White,China,Single,F,E,62.58807897206336,D,E,120.58443755536123,D,76.31704018709516,C,13.587412074041522,B,1
Black,Brazil,Single,Female,A,36.43238289809955,C,E,78.04531711194707,E,-140.12437888422483,B,52.491128188615555,C,0
Other,US,Single,Non-binary,D,203.38857083842075,A,A,-99.32481561666827,C,151.37698052678178,E,137.993234657467,B,1
Asian,UK,Divorced,Female,D,-17.943327367526102,A,B,95.05128648933353,D,-62.7765111027195,A,103.33790390213768,C,0
Hispanic,Other,Widowed,Non-binary,E,-215.10339642991224,B,C,-34.74033838775691,A,11.816526380454368,C,134.70835235371035,D,1
White,Other,Married,Male,B,-60.4064463918453,E,C,-26.826522052890766,B,23.751828323034204,E,-52.4980983982733,E,0
White,UK,Single,Non-binary,B,53.17184243238927,A,C,86.47127250631505,A,-56.797309317990965,B,8.86382608497395,E,1
Black,UK,Single,Female,C,204.21652911943312,A,A,-120.0313839279166,E,31.63677794159082,E,-78.60845589910576,A,0
Asian,Other,Married,Other,C,23.321397865014514,C,A,83.75696171511471,B,355.41792163044977,E,70.89851359781643,D,1
Other,Mexico,Married,Non-binary,D,77.88624014930092,B,C,-50.963507752978984,D,-16.84594569359041,E,-13.328128804862416,D,1
African American,US,Married,M,C,-14.156566601979131,B,A,-6.407275043365615,C,-49.919111734314356,A,-17.85332240040571,E,1
White,Brazil,Widowed,Female,C,113.89816212783536,E,B,-128.82018629238,C,162.8911699338298,A,-249.48492543145045,E,0
Asian,US,Single,F,C,-199.69078994286176,D,E,-6.877614389756746,E,13.087929850092243,D,-195.73623622606397,B,1
Other,Germany,Widowed,Other,E,41.415983128743385,A,B,-128.1360839878459,D,-135.86325246666362,B,16.001944897841728,C,0
White,Mexico,Single,Male,C,5.8365745638436755,B,C,-36.33892878726425,C,-49.34148845377235,E,-41.384742808246,B,1
Hispanic,India,Divorced,Non-binary,C,24.722328506118206,E,E,-28.535045294432976,A,28.196771462687153,B,-146.67922869451147,D,1
Hispanic,India,Divorced,M,B,60.4028751836027,A,E,-14.550264156610758,D,136.05749370995753,C,-60.3048621337643,B,0
Hispanic,India,Widowed,Female,C,40.03192443114871,A,E,-51.583712961718135,E,45.96665752194334,B,36.14548403134596,A,1
Black,US,Single,Other,E,59.259035853143324,D,D,119.779306393362,A,174.26387734697667,A,14.220724123867996,A,1
Hispanic,China,Divorced,Female,D,132.52533262325022,C,A,183.2792091751576,D,82.7626450196193,E,65.53399982491102,D,1
African American,UK,Single,Other,A,-132.82808380486114,E,B,9.655768869275235,D,-22.153220674051365,D,34.26041878834468,B,0
African American,Mexico,Single,F,E,35.05282916458336,A,A,-22.90138505444709,B,95.87741062317338,B,-124.21821205540664,B,0
White,Other,Married,M,A,-141.4735335002897,E,A,60.71032562789811,B,28.10768895422646,C,23.72963174029828,C,1
Asian,UK,Married,F,E,69.79741680683482,C,B,178.76332031277616,E,54.27388599205434,A,30.864712187186694,B,0
White,India,Widowed,Non-binary,E,-87.5109998145524,A,C,35.01267982961311,C,25.36180375428021,B,17.381642511837505,D,1
African American,Germany,Married,F,C,-48.526134645409854,E,B,-60.07812678244401,A,50.99811584886562,E,-168.41139129796835,C,1
Hispanic,China,Married,Other,D,-228.47319008239336,D,D,-130.67444521641815,B,-115.70006684793088,B,68.11678518029859,A,1
Black,China,Single,M,C,22.410955812190274,B,D,162.1191119777157,C,269.46232348662625,B,-30.61354845351137,C,0
Asian,UK,Married,Female,D,-87.46002855610351,D,E,-48.35517422770238,B,54.252670907192346,A,-54.02495854794734,A,0
Asian,Other,Divorced,Male,B,50.82553103015989,B,A,-66.58057794125428,B,-96.77438428572647,E,-79.67875904144599,D,0
Hispanic,Mexico,Divorced,M,A,-47.455833636278605,E,E,52.80529285003068,C,264.81066415248955,E,-8.772882740636497,D,1
Other,India,Married,Male,D,-1.5546035138041956,C,D,146.95732701968745,B,-83.39979549988308,A,-40.95528147777287,C,0
Other,UK,Married,M,D,178.8330627445835,C,A,-95.65416763765114,B,-126.955891688354,A,70.23840764368943,C,0
Asian,US,Widowed,Other,E,-160.6678300724872,E,D,-79.76262402321962,A,2.0070459831877954,E,-15.012665386441935,C,1
Black,China,Divorced,Male,A,116.12259164298405,E,D,-159.44112336104865,E,-198.64748716678503,B,46.60488321088142,E,1
African American,US,Divorced,F,D,114.31046251659134,E,D,37.11478093493618,E,90.5893954148115,B,-11.80429998337705,C,1
Hispanic,China,Widowed,F,E,-96.50004775305176,D,C,-79.60806820248507,B,304.476137745143,D,-25.331780512405338,A,1
African American,Mexico,Widowed,M,E,-137.82668943614206,B,E,21.9465061476804,E,95.90161704808857,C,56.83646733666892,C,1
Black,India,Single,F,E,39.49194417909763,D,C,175.91496496473619,C,-63.62400643188914,E,85.36790593324638,A,1
Hispanic,UK,Single,M,B,-121.0739816887934,B,E,-33.438011947491745,D,-100.52199107162218,B,-31.34655312362817,D,0
Black,Other,Divorced,Male,D,-27.340396623112845,A,A,30.651006292217243,A,89.19003487477993,B,140.34730055549986,A,0
Hispanic,US,Widowed,Male,D,-34.20970716565888,C,C,-153.83712414076612,E,-231.43140216184702,C,-45.29452312289625,B,0
African American,Brazil,Widowed,Male,C,-290.75859952973076,C,B,106.11100774154565,C,10.4522565873742,C,121.22975567939673,D,1
Black,India,Widowed,Other,E,-36.53152648997799,A,A,-110.05154978748497,E,-142.61439675537474,A,-114.84138215966773,D,1
Other,China,Married,M,D,-49.88754061111859,E,B,-28.401780675870825,C,-102.22180237853695,D,2.0867034250291217,E,0
Black,US,Married,F,C,-59.28323893420067,A,C,46.00570810810446,D,-31.797505659428815,E,-114.13693189166739,B,0
African American,UK,Widowed,M,E,78.66904418962832,D,E,165.93136462536327,B,-104.48308437973823,D,-140.1596518527853,A,0
African American,UK,Single,M,E,16.7901653166794,E,C,-13.700596293913408,A,15.439676160840424,C,-57.069015384726775,D,1
Other,Other,Married,Non-binary,C,-171.291427817112,D,D,76.65641966649149,D,14.646915092791843,C,115.66615201402959,C,1
White,UK,Widowed,Non-binary,D,136.65100816723358,D,B,-39.45962578624295,B,175.44473730853545,D,65.29050361737585,D,0
African American,US,Married,M,B,53.31774029887353,A,B,-105.75619235614784,C,33.85448422185171,B,74.12189308814625,C,1
African American,China,Single,Other,E,-142.93808807698127,D,A,91.34934843393422,E,98.4660577093217,D,-17.475679433179046,A,0
Black,Mexico,Widowed,F,B,-71.77676480457937,B,B,6.136645810847975,E,126.96880030166191,D,26.082357055579987,C,0
Asian,Brazil,Widowed,Other,B,-3.155004790279211,B,A,142.56870217159263,A,239.73879037991196,E,37.42997265721432,B,0
Other,Brazil,Single,Other,A,-225.77673005608952,E,E,-178.71679039820026,B,-57.48423599299098,D,-63.840269127891084,C,1
Asian,India,Single,Non-binary,C,-50.935576260526474,E,B,-138.45166863559277,A,42.649222892482356,E,-107.58769505595541,C,1
Asian,Mexico,Widowed,Female,B,-78.95501379393274,E,A,-98.81334238894513,D,-28.383731511116583,A,44.610410663179955,E,0
White,Brazil,Divorced,Female,E,114.47648159072772,A,C,60.121521249076515,E,-70.65677411456984,B,212.27428745387766,A,1
Other,UK,Widowed,Male,D,-145.6426460803384,E,D,99.38039009701194,D,-197.23778879744842,D,104.18854419269998,B,1
Hispanic,Germany,Widowed,M,D,33.14803983567553,B,C,-244.86465914971163,B,-96.46043776218056,E,161.04156477270496,C,1
White,India,Single,M,C,125.79756224163985,A,A,-28.30470048645924,B,111.50744645329289,C,-123.16277970106128,E,0
African American,China,Married,Female,E,-19.97292606675824,E,D,-168.71581000421466,B,3.7816755440775625,B,145.6668913362788,D,0
Black,India,Single,F,A,-153.01732389617146,B,B,61.45985438816306,A,148.01957317162038,C,-176.91852890560048,E,1
White,US,Married,Female,D,-125.54013940507502,D,B,-126.98645698279284,A,89.48086388755512,D,38.26684298221855,E,1
Other,India,Widowed,F,B,-93.76230520374962,E,E,-14.584810843648333,E,123.09844644217642,C,57.18795381118543,D,1
Black,India,Widowed,Other,D,-17.080038876735404,C,D,-152.5941851195129,D,-37.41006120591032,A,39.70068015425648,B,0
African American,China,Married,F,D,-61.435607405322614,E,D,-147.0575080937142,D,91.6181791860325,E,-10.050591821837497,A,0
Black,US,Married,Female,E,24.466888383747932,B,B,-48.191905459702625,E,58.92219352709689,A,195.02824945864728,A,1
Black,Other,Divorced,Female,A,-36.30949814745279,E,E,-154.8350901837197,B,-53.35276370004484,D,-7.751583898493624,B,0
Other,Germany,Married,Non-binary,D,2.7074456520810988,D,D,45.80459659821807,B,106.78782596458971,D,4.9533921869206665,D,1
Black,Brazil,Widowed,F,C,107.99842642763937,E,D,181.13910510649845,C,75.14737294157182,A,-4.958248984342857,A,0
White,UK,Married,Female,B,-125.05395056271473,B,E,-34.09035598810113,C,63.18462831398727,D,195.58051823883397,C,1
Asian,US,Divorced,Non-binary,E,117.73351515503788,C,E,-149.7249121910702,A,-40.184253404020474,D,-30.62588952643943,C,0
Asian,Germany,Single,Female,A,-20.17186647043966,A,B,-21.71353674526843,C,-65.60738667142263,A,-40.75180465020715,B,0
White,India,Divorced,M,D,-14.975595791307983,E,B,56.780709926243524,E,8.941021086803927,A,109.78705967965514,B,1
African American,Brazil,Married,Female,D,24.245637967417817,C,B,15.804873846896278,D,38.16099497678965,D,-97.5375464812116,E,1
Other,China,Married,Non-binary,B,-134.08185313909883,D,D,-50.24119528987227,D,-93.1647564482545,B,21.43590259446077,C,0
Asian,Brazil,Married,M,E,-182.2303648624167,E,D,186.52664488695962,E,-5.625236572865937,C,16.615469776183478,E,1
Black,UK,Divorced,Non-binary,C,65.69600928280074,C,B,-92.12664494479675,C,76.3709604160329,E,-31.426593594643975,E,0
Black,Mexico,Divorced,F,E,-41.185963344988544,A,D,-190.9965550707054,D,-30.691279263475955,C,-124.58648088743149,C,0
White,China,Single,M,A,100.16496940262469,D,A,7.619979985865065,B,-98.41994337586371,D,-70.08756807258794,A,0
African American,Germany,Single,Other,D,-8.195096128781136,C,E,5.06561601507549,B,-84.89641887270177,C,-39.00780719210361,C,1
White,India,Married,F,D,-15.680145750579024,D,B,-119.68038211087327,D,156.74289052184756,E,-164.12162735865329,B,0
Other,China,Widowed,Female,C,69.9383336961097,B,E,88.23702909756538,E,-52.262370174786824,E,-90.63311539548391,C,1
Asian,US,Divorced,Other,E,15.84396854688963,A,B,37.68740600494638,E,1.962604369459011,D,0.10028558746900376,B,0
White,Brazil,Widowed,M,D,-63.5827162141807,E,D,-33.73904115081438,B,133.06171700272543,D,35.427411218321375,E,1
White,India,Married,Non-binary,A,94.31335957902857,E,C,88.30983377593242,D,-100.90293561226744,C,1.725945610817946,C,1
Black,Germany,Married,Female,D,-7.9980157004913055,D,C,110.08206220478382,C,-58.383074677941416,C,-16.443551582462625,D,0
Other,UK,Married,Female,C,116.6002465742029,E,B,108.04714582901016,D,-209.2957465710794,A,25.720565184971782,B,1
Other,Brazil,Divorced,Female,E,-55.09481311286495,D,E,96.24595880145439,C,-142.72579031272795,C,-20.106402451744593,B,0
White,Germany,Married,Male,E,-47.62461980899156,A,A,-33.762456736502564,C,-22.4353315617895,E,-23.77035654697866,D,0
White,UK,Married,Other,B,-104.7986564487884,A,C,-79.64428209629311,D,86.64083196694196,B,136.01778851057088,E,0
Asian,UK,Widowed,Other,A,1.812500736855074,E,D,-166.04257751305965,A,158.25437203278548,C,-101.24257732502792,E,0
Black,UK,Divorced,Female,A,203.71217320016845,B,A,-140.11192731595793,E,107.04247439901103,D,-0.6437876060022673,D,1
Asian,Brazil,Married,Non-binary,A,-17.10371897194964,D,D,6.462267799105079,E,-108.40688412494816,C,-122.44726443756382,C,0
Other,UK,Divorced,Non-binary,E,-136.9773978823282,E,B,90.52616420286368,A,88.49474020072793,A,33.58684368858364,A,1
White,India,Widowed,M,D,34.69739986341923,C,D,-165.23532789272787,D,-26.209911367649987,A,7.807127092613936,D,0
Other,Germany,Widowed,F,C,-270.46978078810497,C,E,18.697235836944095,A,-27.629083469070654,E,-152.47786231443848,E,1
White,Brazil,Divorced,F,A,95.4479387283221,A,D,-269.71769592169557,B,135.6235791211647,A,-111.97723645720117,B,0
White,Germany,Single,Other,D,280.49813305723785,B,C,-73.86177966830672,A,66.27680062645139,E,62.703959864743396,D,0
African American,Mexico,Widowed,M,D,80.989297953959,A,A,155.50917692509503,C,70.54873358530219,B,-1.044164977087478,A,1
White,India,Married,Non-binary,A,-4.948458691584949,E,D,-6.865383011848242,E,45.3148930096727,E,-43.32872599542073,B,1
Black,Germany,Married,F,A,-42.91481940676404,B,E,23.216729116741195,A,30.053079363226082,C,89.72633170896711,D,1
African American,UK,Single,F,A,53.43574847124623,A,C,-199.2540551637054,A,133.43942491201886,E,21.136394835210652,C,0
Hispanic,UK,Divorced,M,D,-68.11446871736267,B,C,41.202929841210725,E,-35.15052689783056,D,-37.001980965275585,D,0
Other,Other,Married,Female,C,-40.15548231959293,D,C,-29.009548354347853,D,-28.609531441109237,D,160.5332509794341,B,1
Asian,Brazil,Divorced,F,C,43.4907976117126,C,C,-26.65777754829745,A,101.22004680697188,E,70.52219274654793,E,1
Asian,China,Widowed,Male,A,-88.32049812247017,B,B,45.41845655742562,C,-50.71047075202678,C,62.34672439866996,E,1
African American,Mexico,Married,Non-binary,B,120.6863871293042,E,C,43.415265323960384,E,-85.95206257524762,A,185.33712213262484,B,0
Black,US,Divorced,M,B,-40.89422545314393,A,C,-57.50898597468647,D,48.295661926801685,C,61.30991081500389,B,0
Black,Germany,Married,F,B,-72.33540943423857,E,B,61.166816875212646,C,-50.213954127689085,C,98.25956678659344,E,1
Asian,Mexico,Widowed,Non-binary,D,4.836047535310752,B,A,-125.06587586217451,C,-92.47121305445299,A,88.51467296383926,D,1
Asian,US,Divorced,Male,E,-111.29372668829794,D,E,135.5090287353615,B,-100.65741105113297,C,109.80333718105399,D,0
Other,Brazil,Married,Non-binary,E,13.388610182729815,B,D,-59.28802632690663,B,89.18524987035536,A,-4.6845850500551265,C,1
Other,US,Widowed,Female,D,-138.85688726025302,D,E,57.39823659019769,E,-71.74313017469338,D,179.16431582994792,A,0
Black,Other,Widowed,F,B,-28.66343624689923,C,B,-97.35680866945043,C,-112.57403534160069,A,-112.5496307861383,E,1
Hispanic,Mexico,Divorced,Non-binary,C,99.28979979753572,B,C,-116.60625709560013,D,-87.92198917372627,B,56.76951038682473,D,0
White,Brazil,Divorced,Male,C,-83.28474367054581,C,E,-46.95959052208304,A,-15.180847955589913,A,48.019883627930504,E,1
African American,Germany,Divorced,M,A,-69.43414209724314,C,B,-17.583912909726987,D,18.07815757958294,A,75.60917267826093,B,0
African American,Mexico,Married,Non-binary,E,-77.46344556367653,C,C,6.79422003057542,E,-201.32453010411163,B,30.269744558522838,B,0
Other,Brazil,Divorced,Non-binary,D,-97.81838363101433,C,A,-52.225116794742036,E,121.84018773571805,D,-8.7784048861439,C,1
Other,US,Single,M,A,80.51815208432474,D,C,48.78533704113908,C,50.27395277993556,B,51.75093940421447,C,1
Black,Mexico,Single,Male,D,82.283317083513,A,B,-143.62286248533087,D,-26.045490609954424,E,18.773420351446173,C,1
Asian,Mexico,Single,Non-binary,B,39.62054401399311,A,E,-16.3525174773885,D,-28.395429443171267,B,-2.2658195075276244,C,0
Other,India,Married,F,B,108.86503438413591,C,B,-12.37699478818999,A,52.13246775853726,B,43.68369107683432,A,1
African American,Other,Married,F,C,-22.59697882465529,B,A,136.80141685907594,D,-250.6604548323999,B,-161.30376129573844,E,0
Other,US,Divorced,Male,D,108.04072057886044,A,D,-16.968470395040434,C,28.906845650726343,A,31.279375921477566,E,1
Hispanic,Germany,Widowed,Male,C,104.04230563202697,B,D,106.26046444151595,D,-16.08500378768585,C,82.37926172064446,D,0
Other,Other,Divorced,Other,E,-60.77031429538099,B,D,224.10200702090125,A,13.869173956347211,B,-28.729765973246263,C,0
Black,India,Widowed,Other,B,-41.03102331262109,E,C,-129.6895620739263,C,-27.665968482538016,D,218.5036723431501,A,1
African American,US,Single,Male,A,38.27247644053358,B,D,209.08554362552425,C,-19.701452641443538,C,93.76015040269057,E,0
Asian,Germany,Married,Non-binary,D,111.8738791570874,B,D,-165.40298323850763,E,-109.8219852511448,B,-224.89157691136435,C,1
Asian,India,Divorced,Female,C,-39.28028836144209,A,C,137.82011864124556,A,-42.80416984916663,A,138.97549646604577,A,0
Hispanic,UK,Divorced,Female,B,30.85449546647659,B,A,-135.21515356927904,B,3.3168943734357264,E,-163.47305238047386,D,1
Black,Germany,Divorced,Female,E,-197.2920643588436,C,D,-132.04182077266594,E,-157.44965714371259,A,113.3262102543252,B,1
Hispanic,Germany,Married,Non-binary,B,89.28497793935824,C,C,17.784929056407677,E,36.433996632376484,D,-103.65805190399786,D,0
Black,UK,Divorced,Male,A,-224.00033456646577,C,D,-170.11828160026522,B,-1.3266413454078252,E,89.85841568230386,A,1
Hispanic,US,Widowed,Other,A,178.22001157683647,D,C,51.80271158024975,D,-61.638816542365625,A,12.159676525396703,E,1
Asian,Germany,Married,F,C,-91.90228344329256,A,D,-16.096984215738765,E,-48.32599704001336,A,-48.271102979908335,D,1
White,US,Married,F,C,91.00739977252404,A,A,-80.11435598726874,D,-83.3838484664162,E,27.182003241658155,D,1
White,Germany,Divorced,Female,A,-32.246925367950496,E,D,-79.98421727028546,B,26.19302424210432,D,-83.34803920120228,C,1
Black,US,Divorced,Non-binary,D,-145.0078869319082,D,D,31.44982681835461,C,26.532440888262975,C,135.5886437812597,A,1
Asian,Mexico,Single,Other,A,22.752455147272833,E,B,7.47921601822733,D,166.61883273088623,C,22.06830469600522,A,1
White,Germany,Married,F,B,-11.849433966572496,C,A,-14.010117569901592,B,54.16152772784175,B,-72.23559692522448,D,1
Hispanic,Germany,Divorced,Other,B,160.37188285016478,C,E,69.54164686178582,D,33.16313654010423,B,-223.96506582542082,E,1
Asian,China,Single,Female,B,-34.62054973040352,B,D,10.962674877835127,D,55.813693512141626,C,-149.71283742612914,E,0
Hispanic,Brazil,Single,Male,D,-211.20083774307702,A,C,15.51202545386332,E,-139.94408131746496,E,44.93808560538139,C,1
Other,China,Divorced,Non-binary,D,-19.462591955967124,E,C,38.158625419905135,D,-139.1760479868688,B,-13.631176885001953,A,1
Hispanic,India,Widowed,M,C,-26.467300372676245,E,B,126.43651352941376,E,-176.48916173390268,D,-10.524565088743584,E,1
African American,UK,Married,F,A,3.0630909054518938,D,E,31.394457182163055,C,-28.329383712890248,E,-89.2981297126151,C,0
White,UK,Widowed,F,E,29.659129693252545,B,C,87.55991862259022,E,66.88157873540129,B,107.64691639220807,C,1
Hispanic,India,Divorced,M,B,95.01376111788879,D,E,2.996701982941683,C,72.54785747317676,A,-53.39918306947,D,0
White,Brazil,Widowed,F,C,36.97001558880162,A,D,71.32380661427837,C,-4.855159679019152,D,-271.72929093611424,C,1
Other,Brazil,Single,Other,B,3.4008814987637788,A,A,-38.20340377722015,C,126.05405647747973,C,-70.3275566775782,C,1
Asian,US,Married,Female,A,-193.64343681028538,E,D,273.1355696996669,A,9.23462193605301,B,9.114019471956953,E,1
White,India,Single,F,D,-116.3446705075265,A,E,-63.70226734307567,E,116.67462478557698,E,179.51862441603407,E,1
White,China,Single,Non-binary,C,17.02951502510874,B,A,-88.19464664657934,A,2.9448709718911292,B,-76.39681267989383,B,1
Black,Brazil,Divorced,Other,B,95.27487302330265,C,B,49.26172347045377,D,-57.94721670375381,E,75.58979258387224,E,0
African American,India,Single,M,A,-5.445833853785977,B,B,-83.5466563369123,B,6.466243543399066,B,130.74134406201296,D,1
Other,US,Single,Female,A,-42.29508555841938,B,B,202.85409656798174,E,-142.85244577370847,D,61.79076789101304,B,1
Hispanic,Mexico,Widowed,Male,D,75.12038965126698,A,A,-73.89680711062574,D,30.648856011782655,E,-33.93451956783879,C,1
White,Brazil,Widowed,F,A,-85.47924002879186,E,C,-329.442123901449,D,46.71120297222778,B,-12.481958976155584,E,0
Hispanic,UK,Single,M,B,-25.060317894490503,B,D,187.22795510840945,E,-51.391829301245,E,28.99579326824513,C,1
Hispanic,China,Widowed,Non-binary,C,22.19252645538447,E,B,-13.59469028152982,C,92.26124811682317,E,36.82447657952726,D,0
Black,India,Widowed,Other,B,-16.345607871977595,A,D,-152.62678157672704,B,99.97966719224723,D,34.417775081308115,B,0
White,Brazil,Divorced,Other,D,22.10764083870292,D,A,93.31256560537268,C,8.937037071245294,E,4.666453773474875,A,1
Hispanic,China,Divorced,M,A,74.96817444797436,C,C,114.16467979762999,E,-27.644904746607125,B,-7.629654223827881,C,0
Hispanic,US,Married,Female,A,-116.6645004479826,C,B,191.12022217904382,E,-101.00899699795474,C,-60.93381517477538,E,0
Asian,Germany,Widowed,F,A,-80.01760523250282,A,C,65.4614780963047,D,68.42862383418095,E,14.82351407016615,E,1
Other,Other,Single,Other,E,-61.69017132733548,A,D,257.0205120058431,C,64.7496498330376,C,12.183404510183731,D,1
White,Other,Divorced,Other,A,125.19695403641889,E,E,65.53022849626137,E,-101.39614720277848,C,70.37499402315345,C,1
Black,Other,Married,M,C,-133.6955740379278,E,A,-78.0689256158384,B,58.74958167965816,B,-141.7460392496357,C,1
Black,Brazil,Widowed,Non-binary,C,-301.44160771171744,C,B,-99.47759728508642,A,225.94065132245476,C,-77.91554720803434,B,0
African American,Brazil,Widowed,Non-binary,A,39.03234369150333,E,E,39.32869161680399,A,-35.44550669677625,C,67.61680549292201,B,1
Hispanic,Other,Single,Female,B,98.71492391191737,D,B,8.813784020132838,C,52.530313119034545,A,-99.50196403594823,A,0
African American,Germany,Divorced,F,B,-81.1085169796597,D,A,27.711311486867036,D,133.72143261322634,B,-311.29892159127826,E,1
African American,Mexico,Divorced,F,A,58.04656112397012,A,B,-181.86988017185675,D,15.495434356314844,B,-50.09115297045001,D,1
White,Mexico,Widowed,Non-binary,B,-93.58226778110475,E,A,139.0224255690999,D,31.026716979326018,D,-32.794364860789,C,0
Asian,Other,Married,Male,D,-164.00902307132324,D,C,29.864147665863598,C,-5.756828977693603,A,-180.487841488344,A,0
Asian,Mexico,Widowed,Female,B,-167.1973363688261,D,A,-41.27203122657196,B,57.92646782279358,C,-61.47628402306279,E,0
Asian,Mexico,Married,Other,A,102.02776318794466,D,E,54.10355876597816,A,19.150852443141048,E,93.59168045896244,D,1
Other,Brazil,Divorced,Other,E,94.90516500678497,B,C,-23.90410874730835,C,-3.8034503684012946,B,113.63993523664287,D,1
African American,Mexico,Single,Other,A,-35.87271405606204,B,B,-129.24142164160156,A,126.3341694248802,A,-7.525987494425186,E,0
White,India,Single,Female,E,64.82709165997524,C,C,-95.90827647562357,A,4.0204556053055365,D,-41.6051760676706,D,1
Asian,India,Widowed,Other,D,42.3217004160654,B,D,-76.10536085348403,B,6.832578031204667,E,120.86602305950984,E,1
Hispanic,Mexico,Single,M,A,142.86372649419485,C,E,-57.86584870707859,D,224.02492604957493,B,154.72064787429568,B,1
African American,UK,Married,M,E,177.20255277344563,D,B,-159.2968172656528,A,29.36919513921926,B,207.54998750323745,C,1
Black,India,Divorced,M,E,-117.74637640177453,B,C,98.95066247238627,C,105.46002127563665,D,121.41213701775872,E,1
Other,Germany,Married,Non-binary,B,19.906849376715545,C,B,48.42076461505672,E,151.89832589779923,E,77.13005691231419,D,1
White,China,Divorced,Male,A,-105.3537632781059,E,E,-22.640946249315476,B,-67.57684907191684,A,144.39469549804977,D,1
Other,Mexico,Divorced,Other,B,-91.170699126306,A,E,-46.32193134130249,B,17.909754891502512,E,21.462160651274907,E,0
Hispanic,UK,Single,M,E,-126.88737832787267,D,A,-149.57503924458518,E,31.613235638000365,E,36.038876591826465,D,1
Other,Germany,Widowed,F,E,-108.13480284252037,E,E,-65.21942487759485,C,53.457153944305624,C,34.413901149323685,B,1
Other,UK,Divorced,Non-binary,D,87.18343863364869,D,A,88.83633044641951,D,57.6572115343589,A,60.941978574453515,B,0
Black,Brazil,Widowed,F,E,-152.28032384761764,A,E,-60.418082781545756,B,-39.52485002626632,C,-20.560118653147022,A,0
Other,India,Single,Male,B,-24.89520851701052,C,A,-28.894258173948757,B,-7.990268227495025,A,-93.77953252183889,B,1
Hispanic,US,Widowed,M,E,-152.41901936365878,A,C,-162.34181984035033,E,67.91157928966045,E,-3.9129314871924246,A,1
Asian,China,Married,M,C,14.173346570874552,A,D,-62.80805985371421,E,2.4771204402129894,B,-148.64385368751445,A,0
Hispanic,China,Widowed,Female,E,54.46341386161125,B,D,-7.5784776365733,B,32.1404361170988,D,-58.230955298899836,A,0
Hispanic,Germany,Single,Male,A,41.8648915287383,D,B,32.01297971598386,E,-114.02494839018706,E,136.3113284668965,C,1
Hispanic,Germany,Widowed,M,A,-101.94900599147516,B,A,-189.89307558855526,C,-90.7931261449707,B,21.86479689111133,A,0
White,Other,Widowed,Other,B,9.208917929816208,D,C,42.173067885103485,E,-26.34812305637293,C,-153.708414777654,A,0
White,Mexico,Married,Male,E,113.42647350869426,D,A,56.02683735908105,B,20.449507826580447,E,-143.98679054203257,A,0
Hispanic,Germany,Single,M,C,-14.557681538973288,C,E,-212.45503778051807,A,220.46187367056396,B,90.17773253460004,A,0
White,China,Divorced,M,A,243.2902235587331,B,C,-60.795830712944145,B,36.72701637915303,B,-175.4205943359683,C,0
Other,US,Single,Non-binary,E,191.02823475730762,C,E,-52.05294282119974,A,98.93803431435015,D,-137.1697655508302,D,0
Asian,UK,Single,F,C,-169.7372489502633,B,D,125.305594490136,D,83.96311669928731,E,31.50860199423243,D,0
Hispanic,India,Widowed,Non-binary,D,109.54059355426327,E,A,-163.72072777059478,C,-184.52121900969794,D,-134.76104640171633,B,0
White,China,Married,Female,D,100.34440816213936,D,C,-78.71416264437207,B,-8.897000000757108,C,-40.60586393414081,B,0
Other,Germany,Single,Male,C,-12.977102638912916,B,D,-18.01835854809442,A,-40.76875795142001,C,-67.11932203288985,E,1
Hispanic,Other,Widowed,Female,B,-34.64193656545322,D,D,75.41491461511893,B,-30.613851721278973,E,157.3880874779891,B,0
Asian,Other,Widowed,Other,D,-18.212692364292046,E,E,115.49692628833661,A,81.20327423500977,E,127.74390474843871,D,0
Black,US,Widowed,Other,C,5.855582997515861,C,D,-77.83515857297203,E,134.54904118731693,C,-47.83418779895424,A,0
