AGE,RACE,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
74,Asian,65+,-75.40709994697067,D,54.744847251080095,B,B,78.48440152270764,116.07056478578663,C,E,A,B,150.62310835715772,D,-27.922446894957066,C,C,C,-58.01850924639918,0
91,Asian,18-25,-51.63219218359332,D,-65.66362238087223,B,D,-151.8588878773973,267.97640326942854,D,A,E,E,77.60326765891459,D,40.86173834520771,D,C,A,-23.766753617228034,1
98,Other,51-65,-40.877483021008295,D,174.028869799683,E,E,-10.845584948494704,-83.2795506759214,D,D,E,E,38.65525236242023,B,-34.97528214332472,B,B,E,-137.31989586356988,1
78,Asian,36-50,-71.68660821848948,D,-206.73944804029975,B,C,-160.16041950793237,-0.4516548308943712,E,B,D,D,27.35633248941887,B,184.57952087628027,E,C,B,8.479192529600631,1
62,Black,26-35,-111.93157661357236,D,-202.44142975761363,D,A,19.200376992899002,-18.93956029260558,C,B,B,D,46.528021889653736,E,-81.01426692514802,D,C,C,107.18932284203785,1
19,White,65+,11.15326076903873,C,162.2735746473732,C,E,29.26822263974304,5.678206871427504,C,B,D,C,150.34273673402055,B,123.3203665109912,B,B,C,142.73670789988856,1
84,Black,18-25,-7.18012690548078,C,-202.18153884310044,E,D,-170.97112944544023,79.15241057455202,B,E,B,D,-87.30250322282319,E,-231.44788421845007,A,C,D,60.33078650110482,0
99,White,51-65,-5.818325525777958,A,15.079370332154454,E,E,37.74619746715914,40.70597776413948,E,D,D,E,-205.6048469730217,C,48.97108918594571,A,E,A,-36.24231649727862,1
69,Hispanic,36-50,-279.4341379417709,A,-132.75708054473802,A,D,-50.71532738887489,-134.17550800882603,D,D,E,B,34.379587360539794,C,-144.12057434494835,B,A,B,-141.03200998859887,1
33,African American,26-35,181.00039372003536,E,112.14261842217732,D,E,202.51472702673885,-29.52446546372385,E,C,A,B,19.40161102104444,C,-107.52429361575354,B,A,A,0.6509491537469206,1
69,Black,26-35,198.87355191830284,E,7.342491059265768,C,C,197.2232477996531,70.9686002560534,D,E,A,B,-94.2370558110025,A,-25.689386987272727,C,D,D,30.24058988521599,0
47,African American,18-25,15.502512479586105,B,-236.8910900565453,D,A,-1.6846737712512514,-10.365471615215892,C,D,D,C,103.80114287151743,C,244.9326923808001,E,D,B,-17.71846805724295,0
36,Black,26-35,68.66585987551457,B,24.763706018338137,E,B,50.78881734641124,33.35631770221653,C,C,A,E,-104.51749239922819,E,-53.41979430518271,C,C,D,48.29698586480101,1
37,African American,26-35,14.75210079083128,A,99.78961321815198,A,D,-96.94179757086067,-81.43479993529587,A,E,A,D,-101.88443348243943,E,-179.69263035553044,C,E,E,78.24682150251628,0
66,African American,51-65,-99.66883855137618,B,-17.5029096683935,D,C,62.68359261322723,21.81570742814313,E,D,B,A,91.301760660364,C,86.80996436498351,C,A,E,156.89142890659852,1
68,White,65+,-74.25952790323134,E,39.28008371891342,A,A,-42.84837591630382,-28.377916335358744,C,E,A,D,41.92649132166717,D,-103.73359392622037,E,A,D,-6.412378650261126,1
94,Other,26-35,44.89370665200176,B,34.17503756873781,C,E,-80.71029900882222,67.78898494016957,D,B,B,D,-105.1653113863251,A,-77.59042375467429,D,D,E,174.5030825889758,0
97,White,65+,263.80968051639695,C,-184.0070972299574,E,B,106.80064401033454,-99.73467863899975,D,A,C,E,-99.73188750040367,B,42.149896663110745,B,A,E,-13.091612412430594,1
92,White,51-65,-139.600853878689,A,32.541089899676386,C,C,-74.45304844791211,-70.19510739288488,A,E,D,A,-102.38756536345657,C,123.09208827351942,D,D,E,111.05779261632458,1
79,Black,65+,53.06024257915738,E,-37.752980148381674,C,E,82.0877789661233,-89.29925614221209,A,D,D,C,-37.789094570657525,B,-76.4584547311597,C,C,B,-76.73612857557373,1
36,Hispanic,65+,84.13475994624852,E,36.770909134200096,C,B,-120.66116276907306,-151.18402207214672,C,B,C,C,147.23860792917876,A,28.824583752637732,A,E,B,-65.50945117331878,1
59,Black,36-50,-66.54346820368788,E,-51.94391793824534,E,A,35.99190942177301,-132.05011287172235,E,D,E,C,27.169403291961448,E,67.56210842229993,A,C,B,84.79479501931183,1
91,White,18-25,-109.20099370330828,D,-43.56957278023222,A,A,-82.6555101154966,-110.899028091486,D,C,E,B,138.5367549609243,C,-191.8554694070206,C,C,C,-11.57091324627461,0
74,Asian,36-50,-87.71957263826583,C,133.51168676250694,A,D,-98.57042381165628,68.30171499647294,A,E,A,B,160.10486984254084,C,-54.983495195800266,E,A,C,17.217897683631037,1
93,Black,65+,20.787147864289377,B,75.08965985391065,A,E,-1.43427326330321,79.53311871396056,A,D,B,B,2.3484291727425064,A,41.48993364109012,A,C,B,-61.66231643907516,1
72,White,51-65,59.29112386821064,B,-49.512044036849396,D,E,-109.012414909581,18.03798078038606,C,B,C,E,1.00155178198351,A,-31.304095161775187,C,E,C,-30.90507478835181,1
26,Other,51-65,17.487168754643896,B,-24.353145143224893,B,C,-11.832614863956353,65.55904424603429,D,D,C,A,22.2637000911336,E,20.87687109594481,C,B,B,122.69609089049669,1
94,Other,65+,-29.256932549841835,B,39.92942476029431,D,D,19.44018208211634,104.4244673618236,B,B,D,E,136.33075869922695,D,-50.759312954192694,E,B,A,56.4766352344654,1
60,Hispanic,26-35,129.31848364287174,A,31.467525884811565,E,E,83.3750277312919,80.58048241665313,E,E,E,D,112.26573111028134,D,99.94551009589912,E,A,C,3.8425040738336484,1
55,African American,18-25,-33.45307802133451,E,-137.19364293725397,D,C,-73.85742427555961,138.5222699790765,B,B,B,D,141.50667576487243,A,-44.768059081659665,C,B,A,-72.31944233078714,0
82,Hispanic,51-65,-43.85884603882891,C,128.04430332085428,A,C,-35.17272904199915,-81.31407552702761,E,C,C,A,111.15388288966277,B,-23.69378382297834,B,B,C,2.31689852427038,1
74,Black,26-35,-314.7216130922409,C,92.80174191677014,E,C,13.04553533093661,-104.59334927167924,E,D,E,D,85.06688931731489,C,-73.20761622894484,C,C,A,-92.2897168783173,0
51,Other,51-65,138.88081019729057,A,138.37023312425012,D,E,94.0662201802158,-88.30876334488525,E,E,D,B,-87.86207228545113,A,-97.74510231382921,B,A,B,156.85758251777978,1
77,Asian,65+,19.116352207835664,B,220.62099233003508,D,A,-88.37063578854816,13.374093228833308,B,A,A,B,-23.326932059453355,D,-208.4404969369252,A,C,E,-1.9201841177927121,1
24,Asian,36-50,52.574843637828515,B,-35.91519335535335,A,A,24.525239054825743,-108.28391188418006,C,A,A,C,93.5400790674082,C,-46.28159279983195,B,A,C,-103.1111285998501,0
44,Hispanic,65+,39.64131781589077,C,-60.019437555311704,E,D,18.778194153091253,92.99044549224634,D,E,D,E,63.79175525928481,E,62.659677386976966,D,E,D,142.5436415620888,1
20,White,51-65,-63.96782503867185,C,142.95702657363486,D,B,12.764714123277493,-112.942850006421,C,A,A,A,-167.58051708357965,A,60.44317379967353,A,A,D,103.48221266903698,0
18,Other,36-50,26.41751811296708,A,56.34974574785048,A,B,-12.027410239118751,-20.66527351008241,E,A,C,C,146.58177258394548,D,116.37587964337061,E,A,A,81.89968773976656,0
94,Asian,65+,42.93216981474595,D,104.87417606752764,D,E,19.859480499843126,46.68944010248923,E,C,D,C,204.60892462638787,A,9.219495318894214,E,E,E,5.118522102260954,1
57,Hispanic,18-25,-78.95261445273556,B,13.54975849662335,E,E,6.620803791920281,-89.4428804054769,B,D,D,C,61.65155946378968,C,-219.96642671018725,D,C,C,247.20793591381872,0
19,White,18-25,15.996173415422618,A,-64.17079279398334,B,A,-90.06645114500971,117.45116986326974,D,E,B,D,111.9926024847668,D,47.022756145935915,E,B,E,34.23897112144004,1
35,White,18-25,118.64337046896478,E,-35.088497041355396,B,C,132.68044526493256,90.49741267959223,C,A,B,D,-16.178889576982957,D,77.42794785068328,B,C,A,24.721906954466537,1
43,Hispanic,51-65,-98.14012697944784,E,18.903817313376752,D,D,37.43586636393086,-200.5941385640843,B,E,A,E,-3.518177215079575,D,-10.200823446931636,E,A,A,122.46488571096887,0
24,Hispanic,36-50,-4.767206911478759,E,-52.4686713219363,A,A,136.63375276172442,16.87408147198834,E,B,E,D,68.66932950231298,A,-75.62977722015992,D,A,D,-78.06808040247854,1
67,Hispanic,18-25,123.27227881391119,C,-8.852645300078283,A,B,-102.84836793003778,9.796367237905304,C,D,E,A,24.95646311094572,E,24.138315981560254,A,C,C,-79.52939154045407,1
53,African American,18-25,199.18183264914074,B,153.47545471867906,D,C,-89.79778652519279,-79.36054595559312,B,B,D,A,-0.7293782327606391,E,81.13166664526106,B,B,A,42.66858317219667,1
62,White,65+,-101.19305791009681,E,121.00891220323939,B,E,145.18288473142275,-10.410289035411129,E,E,D,E,26.84221069027824,D,-103.28891267367158,E,C,A,222.175208883476,0
39,African American,18-25,251.13324654214614,C,53.854898152285415,D,C,67.06794774880734,-60.263161709841874,D,A,A,E,59.47660749685744,E,182.07321104612873,E,C,A,0.020601194095081533,0
42,Black,65+,-30.371862956713237,D,11.522013528231154,A,A,-36.65171520318387,-13.353712715807319,C,E,B,A,141.76696504232495,B,-106.07105629813793,E,C,E,-54.44183882879472,0
21,Asian,51-65,-19.392025129045496,C,-76.226857665008,B,B,-96.3801880196714,1.1102634926059585,A,A,A,E,-60.386996423579006,E,-3.0090875413836122,C,A,A,18.645309281181145,0
50,African American,36-50,-35.85516179865489,C,-62.36676494273898,C,E,98.94505257248238,82.68405261972738,C,A,B,E,44.87935332864241,E,19.671753902741315,E,A,A,2.8470658974235272,0
72,Black,26-35,72.91339766671567,A,-32.29003608243094,C,A,-68.00599871935923,2.499748103526792,E,A,D,B,250.36728511233397,C,-17.988976603507226,C,E,E,0.9914046264984424,1
64,White,51-65,21.133371331863508,E,-222.09571251024443,C,D,30.456874668600104,-60.850859437105996,A,D,E,B,-130.07685310368407,D,6.90493117515847,C,A,A,31.183856217001477,1
43,Hispanic,36-50,-5.7372690250213285,D,-76.78939331546893,D,A,-62.49366298274733,162.47905156886054,D,B,E,E,-117.11278180106,E,-19.861278706660553,A,A,D,190.0667470031939,0
69,African American,18-25,20.44692686974116,A,-105.96834062143357,A,A,-6.990381897456474,-60.42853698495125,B,E,B,B,-93.01932854795882,A,-42.925277518708896,B,C,C,-180.198302154476,1
60,Hispanic,36-50,-219.61836088042145,B,-120.4919822042661,A,A,116.4140833169099,-34.971146900775494,E,E,D,E,128.66958948264758,A,103.82954550951683,C,C,E,4.116577427528087,0
23,Hispanic,36-50,-165.3915189955937,C,-45.27742293069576,C,A,-39.705466273826865,29.80100275057806,A,D,B,D,-55.64686579019382,C,-118.38229736632422,A,B,C,-79.39439001939151,1
28,White,36-50,95.07867549882307,D,31.011138270724842,C,A,16.792113691202854,-3.198788779245798,A,C,B,B,246.58331273193662,E,-162.90276163757093,B,E,D,-46.0769189138773,1
83,White,65+,175.3556848933992,C,47.30611547218639,E,C,-74.36846236816068,-87.28350329301806,E,E,C,A,65.10075068182555,B,29.554121385924404,C,E,D,-30.287836483327908,1
79,White,51-65,16.710848612448345,B,-195.75950035360648,C,C,19.546635415132915,-69.13516243966504,B,A,D,E,108.4386784946312,E,-10.457676926439023,C,E,C,-295.9343269534553,0
52,Asian,26-35,92.24809498037769,D,109.8575914916496,B,E,181.3192219537151,210.95204360464473,A,C,B,C,43.330088004895536,A,-14.060803695346829,D,B,B,8.068729122122708,1
61,African American,51-65,51.34589637271804,D,-53.829754683704,B,C,44.91342645123125,-113.17627932741784,B,B,E,B,-89.12031811412088,B,78.25262748358038,A,D,C,12.385015683547822,1
72,Hispanic,18-25,-134.93962204451745,D,-72.49701345314315,C,D,-81.16456619310803,-9.206724011456172,E,D,C,D,-16.92131061839254,A,68.01769796264861,E,E,E,181.07899660923889,0
37,Hispanic,65+,-112.6402812470447,E,30.756127686244955,D,D,-21.994232559133547,-129.34750471078303,D,D,A,A,-19.551500569956087,B,-62.05977506164066,A,D,B,8.890215550982173,0
87,Hispanic,18-25,-28.19727321501827,E,-23.31178883045226,B,E,6.397925316122882,-79.06952967660018,A,C,D,A,-58.87508094011847,C,-43.75022562629169,D,E,E,25.50928895467781,0
52,Black,51-65,20.608728924307293,E,-75.9768081491253,D,C,40.991170016235124,68.5065794902941,B,A,B,D,195.36469979570847,C,41.991646383730924,B,D,B,-76.1119541403427,0
29,Other,65+,3.6872732357563796,E,-40.960369677435985,E,D,34.243808038526126,15.646875087134285,C,D,E,D,115.93090840196984,E,128.82247773708758,C,D,C,-37.66707926787175,0
48,Other,36-50,100.47833500173566,A,-47.38329236776602,D,D,98.2916943927664,-142.4337184869647,A,E,D,B,-6.097482286180231,A,-125.86985940816248,D,D,D,44.43768281105201,0
25,White,18-25,42.71114444864955,E,96.08215573710417,E,E,-69.43500688300402,-1.5325465673459178,C,C,A,E,-143.50627028225387,A,-17.034971493712845,B,E,C,157.52659128429664,0
64,Other,51-65,-55.058357378233666,D,-30.38082119617746,C,C,168.62884567263964,-14.516645182296022,A,D,B,B,-11.831737474934528,C,59.682586180830974,C,D,D,-18.56126830605489,0
78,Asian,26-35,87.69699778697627,C,37.44253136224593,E,D,-25.730997786459696,-66.25281032308703,B,E,D,A,67.40993450918211,A,-118.95658814111091,E,B,D,148.71264234744183,0
65,Asian,51-65,122.51614787982862,E,-10.276820663304036,E,D,-33.99822968721093,67.90139200275392,A,D,C,B,188.13705337181986,C,-15.740128049483337,A,D,E,-22.825434730177985,1
54,Other,26-35,-87.11409553258339,B,9.349210597674979,A,B,-60.45569864648495,-214.95757398261276,D,B,A,B,44.209963296444634,B,-91.31556181040123,B,B,C,85.21460698601592,1
77,Black,65+,9.255731918053762,C,-0.7656104030850567,B,B,-86.18501486599041,131.10004717562623,C,B,C,B,-153.5243335175446,A,92.66616828982637,E,B,A,6.304373705485561,1
59,White,26-35,-60.1043915308206,B,-142.350662319147,D,B,18.162988545818344,-178.98884695026146,B,D,D,C,37.37695060765806,E,95.25812257966317,C,E,A,6.369932179644154,1
41,Asian,65+,-204.19037470486873,B,-66.16183066098834,B,B,-112.39518848615424,156.43096002607444,E,D,D,A,29.670641963355003,B,106.43501327658392,A,E,D,119.94233233604103,1
77,Black,51-65,21.84662439670929,E,62.97906134125644,A,B,56.38498246328901,147.7078948165208,C,C,C,E,-8.17390561812074,B,-13.12122254356276,E,E,D,45.42811868928738,0
90,Other,36-50,-163.98491369852434,E,118.46013851267239,A,B,-117.79282925428467,62.88562990049037,B,B,C,B,28.096295943142515,B,16.595618991796997,B,B,A,-139.73717811068857,0
22,Hispanic,26-35,90.55161995434928,D,-26.250430960122344,B,C,-33.34943903578384,9.39257559446415,A,C,D,B,-121.81199053206721,C,181.11174833554475,B,C,C,46.7495864966695,0
53,Black,51-65,-29.529487497401707,C,108.71143883543859,C,E,-217.0714963160317,-90.11538444630558,D,B,E,E,-24.325024787703235,D,27.042599559467412,E,E,B,-124.08951886677819,0
39,Hispanic,26-35,-104.5397828306341,C,71.80097498945706,D,B,-160.4790567300534,53.28803001544544,C,D,E,D,19.072818207922673,D,22.445037142073343,E,C,D,-27.7001587288123,0
35,Hispanic,36-50,0.7556643686734604,C,-41.622108358067656,E,B,128.94995548816775,51.34901989628528,E,D,B,E,-102.40277029273884,C,26.94285900970148,A,E,B,187.00712092462723,1
73,Other,65+,29.422922180703797,D,-17.572138313998583,B,D,-83.23750619492766,93.11186340447179,C,B,B,D,28.461711032095742,D,-26.470217371850413,A,D,E,69.0405157700184,0
77,Other,65+,84.26410608404042,B,-64.95818689905629,A,C,-57.839831312218045,116.884701702337,A,A,A,B,-9.51312611633063,C,-245.50758138228485,E,D,D,-114.31165737120064,0
55,African American,26-35,-101.17424916260293,A,84.63966674551655,E,B,-103.79397694892319,5.482889576654204,E,A,D,C,-60.95560654738264,B,-67.3380090796474,D,B,B,-10.584658964798475,0
85,Other,36-50,30.14315608607862,E,-27.06750578647881,C,A,48.92497132835892,51.04783553965939,E,A,C,C,231.73092418527702,E,25.715285541433264,D,E,C,-144.67381757100927,0
93,African American,26-35,-22.204776290880048,A,-55.37490938243499,E,E,103.82253813722602,-88.80121525197255,C,D,D,E,32.12137879291954,B,89.00761649909397,C,D,B,47.177072257660924,0
44,Black,18-25,-17.991196873846548,C,-73.43403458346289,E,C,-34.96167644948952,-5.1879993653217795,D,A,E,E,-155.7118283543846,E,94.32459339195995,D,D,A,-26.476036595360096,1
64,Hispanic,26-35,46.72858896395679,E,41.16757228334363,D,A,64.53423888983123,90.85727253233507,C,A,B,B,140.6955393904386,B,-56.632805023920476,C,C,E,32.623958216686624,0
90,Asian,65+,40.707709096899166,E,4.887726621018956,C,B,141.51343204597958,23.449286754288895,A,E,A,A,-5.689640453516546,D,122.7245495555358,C,B,A,93.05871393624017,1
92,Asian,51-65,-46.515921497437134,D,-59.95990302040899,D,A,-68.4400224684934,-47.29458659736379,A,A,B,C,107.80369682883679,D,94.82690219457017,A,A,C,54.31121028949052,0
72,Black,65+,-46.393608679785146,B,-2.303594249287213,B,C,139.8292321182413,-19.92836494929653,C,B,A,A,5.236990386904779,B,-138.45837228776702,A,B,E,-176.5004173104798,0
94,Hispanic,26-35,40.01576854944571,C,117.45246419510697,D,D,12.479537901192598,66.66782657590424,C,A,E,E,-77.8642015419802,E,18.92725013805015,E,C,C,18.079587437612176,1
85,Black,36-50,33.760794097144384,A,80.67483812361928,B,A,62.88988826852193,-92.59107955363375,A,A,D,C,58.054584940810614,C,99.59746513950547,A,A,E,136.03412854340522,1
60,Hispanic,51-65,-25.382124323004163,B,189.37002417181085,A,E,33.56442685552788,-100.44383550262224,D,B,C,D,-17.901083999964534,C,56.07172681888757,B,C,E,13.36248747355472,0
38,White,18-25,-27.967331048746825,B,112.72035509621684,A,B,7.578520038934136,-108.82608247887929,E,C,D,A,-1.6103328626936249,D,-65.63404565101003,D,C,E,-59.146655710240005,1
31,White,18-25,117.63064945763855,C,94.8813332235703,E,E,-15.701826848684187,77.05998979638117,C,D,C,D,-9.983802957997378,D,-85.16289044888771,D,C,A,6.614315001320864,0
49,Black,26-35,-24.962508973084486,C,107.67934424798958,B,A,-2.908766780804074,-48.543208039432905,E,A,C,E,-31.091543100154134,A,-52.52938588013729,C,A,A,-195.53612240532695,0
52,White,65+,-201.4290940885573,E,12.955950274539504,C,B,-59.92559282520946,-204.48466798378067,B,A,B,D,-0.7989746006605354,B,-204.32266543652383,A,B,C,46.56234918723491,1
53,Asian,51-65,9.296406700723038,C,-50.327927204462654,D,E,176.9702171057001,6.0950063391723495,E,E,A,C,-69.95497779623045,B,-61.60621297720219,E,D,A,-55.16042521397503,1
18,Black,26-35,9.569258851484369,C,95.4157638228178,D,D,-47.3297765010182,231.82546923699869,C,A,E,B,128.81158423127843,A,105.28440518568516,D,B,C,13.400793237372156,0
85,Other,65+,-56.47696541529172,E,63.54078647703921,D,A,159.0315390501846,-270.9143135570711,E,C,E,C,160.3710327233849,A,0.9681062592015337,C,E,D,-80.89687345177671,1
86,White,51-65,-1.1429179511624765,A,49.50039436272488,B,D,-193.15526235905,-49.05697713370228,B,B,A,B,-36.59832058017917,E,-8.895456698992344,E,B,D,-98.90261391517896,1
33,Asian,26-35,-11.763004258059151,C,-53.896293466837456,E,D,-156.52771602648275,113.41323634549913,E,C,E,B,-55.524283045704415,A,-149.77805441859775,B,A,B,-159.5673364298086,1
84,White,18-25,53.49996536169584,A,-98.54394719064831,C,A,-56.40710035710595,2.020044369991798,B,D,E,E,-23.680381947805053,E,-178.48933162801913,E,C,E,123.07046678067044,0
22,Hispanic,18-25,-155.52223047646044,A,-39.15877332208945,C,C,-69.71753857671357,36.433891969493125,B,A,C,A,11.585680028497238,E,0.7944429946101613,E,A,C,-26.5264226125337,0
88,Asian,18-25,106.60331675472669,D,-6.925161247865288,E,A,134.72620484762078,126.08851389504426,C,C,C,E,-4.696760109191154,B,-120.44343750770143,D,A,D,-43.43579111551435,1
44,African American,36-50,-36.36357953020029,D,28.344711713573457,B,E,0.8060210068892946,37.80567403843796,A,E,D,E,11.224096064900257,C,-79.19074229656687,A,C,C,44.0495376151098,1
44,Hispanic,51-65,39.62665039006804,A,35.804230315382135,E,C,29.110791271003595,-41.46976518414065,E,C,A,D,-133.6494411756182,C,-69.67476491171566,D,A,E,-116.06644121555381,0
42,White,26-35,-153.5992943300967,A,-87.54525941940763,D,A,-107.83555698161867,-28.356117851015206,E,C,B,E,44.29252873756667,C,-180.0850001140448,B,A,E,-45.308605785784586,0
97,Asian,51-65,-3.0250288885770757,C,114.43595392370311,D,A,-1.5673441452204906,79.4551068244126,C,C,C,A,151.14786637497158,B,94.26056105804398,C,D,C,-133.29115406647932,1
74,Black,18-25,24.4979261011734,D,153.9466125963336,D,C,-78.63583862787631,-55.23933288279467,D,C,D,E,39.20953635721736,C,-28.2221113386449,C,C,E,-43.075233369536356,0
38,White,26-35,23.08785982478037,C,67.17069021198209,D,B,74.2867609786945,-15.472521012741206,A,A,B,C,-97.0613624054055,C,-71.60151006797147,C,A,B,41.27877230714934,1
65,Asian,18-25,116.16153213449284,B,48.26735465483736,B,A,95.89152898754972,37.236570647050016,B,A,B,E,-9.433272333697222,C,38.935015623758645,E,D,E,-8.237621713713917,0
88,African American,36-50,15.077462459698573,A,-29.845683978545303,E,C,-40.17555371816982,29.883923396278885,A,A,B,D,84.1767223292366,C,153.51418409373005,C,E,B,29.218438980622864,0
75,Hispanic,18-25,-8.353298997546043,D,89.64965900793875,C,A,-98.40816934344186,49.67862085248566,D,C,C,E,44.85851898387731,E,27.167135407074696,B,D,A,21.89139903711446,0
81,Other,18-25,82.03912136712124,B,68.141294392565,E,A,-101.59147976336662,-20.354519365681394,B,A,A,D,48.15089305220867,A,-273.1188642432186,E,A,D,-3.078035854275692,0
79,Asian,65+,-95.35381261037898,A,-71.21335006202098,B,E,-144.28926753108212,185.16443394161107,A,B,A,D,-11.131417805826059,A,69.08945953994792,E,B,A,25.089180903267565,0
89,White,65+,-72.10121700384757,A,59.96771352058692,E,D,-81.89458276306966,40.154885375810785,E,A,E,E,-19.09913120119867,C,33.05231314726802,A,C,D,-10.91439771640567,1
44,White,51-65,-18.053127890534785,E,215.4797886059137,B,B,68.07094455508312,0.05418517803424462,A,A,A,E,174.9261444428005,B,-154.91769824044283,E,A,C,-5.614481788390219,0
38,Black,36-50,-81.37688992113567,B,-47.166981495658106,E,B,25.88380657440492,-28.8748930309694,C,B,C,A,-4.369869605062327,B,3.9574719901786315,A,E,C,96.3177608267006,0
94,African American,65+,-54.35921044509424,B,113.22782584681437,C,D,-132.83157236612962,-38.55710846035769,A,B,D,A,114.9868100115669,A,-30.66135459455633,E,B,C,-205.19938150802076,1
46,Asian,26-35,163.20032569630976,C,97.51738612292971,D,B,-59.51551139766966,93.93540872986131,A,D,D,C,-50.358217653311996,A,282.3100123699131,D,E,B,74.93759752700738,0
43,African American,51-65,-128.33551569613246,B,-13.560765760516158,B,C,83.54875321127628,-45.168838106265675,D,C,D,A,-122.50312248247828,D,57.76130434278336,E,C,B,7.935542514779696,1
40,White,65+,100.21595665425052,B,85.72810335996495,A,B,84.50712779915888,-9.692614764435497,A,B,C,D,9.583213848793175,E,-49.264054938429844,C,D,C,-44.60663099984612,1
87,Asian,51-65,150.22405569966617,C,-14.106150127516766,E,B,-74.35115697921286,-29.859735066663344,E,D,D,B,13.893430988474947,C,-14.025938943779273,C,D,E,23.302178415925763,0
31,African American,36-50,20.91130347657642,C,-84.61286620098805,A,E,-144.76020584973415,81.67796607366536,D,C,B,B,157.13175778997964,B,179.92472274957612,C,E,B,-68.82307293063299,0
21,White,51-65,-13.705591716935967,E,-88.56698057705191,B,D,77.88749364854034,-67.58997861018014,B,B,C,A,-110.08318458052962,D,-143.85635649939508,A,E,D,-26.602360303951585,0
34,African American,18-25,-57.9151882887812,C,-56.97940207786102,A,D,16.686600161712175,-27.33758400558155,D,D,D,E,0.5761291396286944,D,2.4321264368974176,E,A,A,73.30159304991706,1
61,Other,26-35,-125.69229149770638,C,-10.076733883431055,A,A,-75.42253874427719,-40.63130580592341,C,E,E,A,-77.1989157526977,D,36.07352570012215,D,A,C,-18.40980723095323,1
25,African American,18-25,-31.328206001377463,B,127.04149645772678,C,E,92.46674666547248,-40.155878891475545,D,B,C,E,-174.96105914256012,A,-45.11094558950319,B,A,E,-7.556569734870597,1
69,White,26-35,-80.77446502562934,C,-117.36889743361094,D,D,78.59221057740103,158.5899085744678,D,D,D,E,48.94556241659314,A,13.71482122148477,A,A,A,-109.39866433443919,0
67,Asian,18-25,-60.16119838587246,A,30.865615832351494,E,E,-171.72248038028067,-39.342642491375365,E,B,B,E,49.38515242425534,E,49.26861565511146,D,E,D,-60.02288704279941,0
32,Other,65+,-185.9725247180918,B,120.2404786105107,A,C,-54.216014221723974,25.61275826966983,B,C,D,B,13.939553475771497,C,-268.66282495289255,C,D,C,69.80926220213472,1
71,Hispanic,36-50,110.28739275273212,A,-199.00626546123164,B,C,16.218045201306857,-15.749813818459893,D,A,C,C,51.738059498704224,D,121.93817532419875,B,D,C,31.44931601206397,1
88,Hispanic,51-65,39.30671282544886,E,-70.59261959197896,C,B,17.12603135178607,-43.09105844002591,D,E,C,D,108.36256608332798,C,-70.40921877480174,A,D,C,49.53287243782637,1
96,Other,26-35,261.26597358154544,C,-64.27106040718118,E,A,-63.76983923650875,17.36809348216132,D,C,E,A,32.89782611613575,A,-27.354608010206388,B,C,D,-266.23809653409285,1
31,White,51-65,5.393613342553654,E,-156.0642344093918,B,B,-66.23105338046778,6.298819366829584,E,A,E,D,-92.29355869688948,E,-35.29127718910943,D,A,E,-91.85008347466108,0
98,White,26-35,48.541951614272676,C,129.37311405501353,C,E,-8.463252732016425,-4.027544594823548,B,A,E,A,31.23977317883838,C,-129.37782312076897,A,C,C,16.404953335897076,1
63,Asian,36-50,-96.7775440284374,B,38.4363879079749,E,D,35.42217049457529,-31.01581679838808,E,E,D,C,51.669548371374184,D,-2.1249708497338187,E,A,A,138.17574999391505,1
44,African American,36-50,-52.26754229425934,C,35.52738389525263,B,B,-0.04454268698732998,-179.96326959683938,B,E,B,E,52.865148563328404,C,109.25466762212437,D,D,A,-101.38793639114365,1
45,Asian,26-35,-182.6953269027976,A,69.44315606610093,A,E,-13.02057870156417,-5.074227650032695,C,D,D,B,49.35127138996788,B,137.10044742779462,A,C,E,-78.64399732435409,0
81,African American,18-25,-41.56696426136372,B,-5.885330929971994,D,C,-42.007068382119996,-78.17442376051599,D,A,C,D,-33.69747329445414,C,-45.171931185176824,C,A,D,74.654625408596,1
73,Asian,26-35,95.58423865421423,C,26.75300715069192,E,D,-68.79001239589367,-50.91118705538899,E,C,D,A,1.068032675401725,B,73.17815509600823,E,C,B,74.84583408515347,1
42,Asian,26-35,5.632617976055685,D,161.3244311075855,A,B,83.15421666207897,-27.634690368648616,E,D,C,B,19.955319422892305,E,-38.861856386716845,A,A,C,159.98209987473146,1
52,Asian,18-25,76.95890277065101,A,-177.78760028366742,B,B,-122.72889067756934,150.00856019747312,A,A,D,A,-16.73407589242803,C,-89.89811246618504,D,D,D,-134.84557906095225,0
76,Hispanic,18-25,23.6422328776838,B,55.87647528297519,C,A,-33.28542313057575,59.94464088352793,B,D,E,B,31.80252283547467,D,112.44685144924742,D,C,C,113.03151126999633,0
81,Other,51-65,-94.60852307062163,E,-75.10280345253322,A,B,104.43409745984398,-70.4321590989573,A,D,A,E,21.717519634844713,E,-43.55334218891546,C,B,A,-54.884092335025656,1
25,Hispanic,18-25,89.60994681803241,E,-52.35826144112311,D,E,-87.44062507068041,199.5779429162161,E,D,E,A,-92.73491359850328,D,-24.701265946961726,D,B,D,-13.132882249916728,1
