handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
None,115.63045759230997,47.56327819071964,B,A,E,57.81124791534605,133.79293304747148,1
Both,-145.17596308821913,129.52071590351878,E,B,D,-73.93437967872802,-106.74987677415677,1
No,99.47690550814046,24.988156845725225,B,D,D,20.74443188394193,-69.88562189333292,1
Mental,-96.33944192197458,41.1277649165767,A,E,C,117.03377508701661,-22.696335406346797,1
None,20.5829950571143,98.0351093970111,A,D,E,0.12550180647903814,-79.80877411233374,1
Physical,59.7150893298206,6.186122560692711,B,C,E,15.67250029196667,-18.813236245783536,0
Physical,-124.93224626396272,-54.01435644523062,D,B,D,135.35477377965086,44.83238937756581,0
None,37.281762199779465,-210.55453623811448,B,B,B,22.03084821430554,26.31050909502324,0
Mental,6.170811335360595,68.42609460459977,A,A,A,178.42857294705152,-145.5188655613462,1
Both,20.80776280634231,-154.2582144793147,C,B,A,-169.55210296326436,-10.929578979740782,0
Yes,-168.1317836369906,7.660684531874072,A,D,C,56.96893832356551,-45.18812259339114,1
None,22.670805853650055,-11.179022934551123,B,E,E,122.0324502984241,108.75745292485514,0
None,105.10981066060752,90.08635172084159,E,E,A,64.58557093732333,-7.95667883795307,1
Mental,83.55358579031417,-69.84916141495175,E,B,B,42.90691521419152,-9.674277961515301,0
Both,-98.16342455751095,-168.96562825975008,E,A,C,-77.69034909710022,70.97242574979279,1
No,-109.96272831596976,180.36916105542272,C,C,B,-47.83090282826558,38.94718094825621,0
Yes,-36.1734762742865,-46.186433041510625,D,B,C,62.40786479013747,132.47119964718397,1
No,132.87862533651628,99.74511477655568,B,E,B,-11.527424548585149,-47.464672803523115,1
Both,191.3140235781019,19.8263467181397,D,C,A,-31.695647883937877,125.41912417770476,0
None,34.34009157640023,128.11607519794862,B,A,C,-136.30513008198622,-102.71864062933085,0
Both,96.28313212890897,-24.432069288209476,A,E,E,83.28204113231776,-16.598081030642533,1
No,-92.12003154163368,69.68759111578342,B,B,C,-162.41447723526312,-124.5031820318145,0
No,107.85296098481243,17.201321169627352,B,A,D,36.82030538859229,-154.41529227427952,0
Physical,-7.467471865674645,112.8721628846981,E,A,A,-119.98869584541869,-88.29429056668918,0
Physical,-51.89269055815655,160.42305541866048,E,A,B,-29.290595865373888,-2.945093268702305,0
Physical,126.84785725166205,-201.5043514643343,B,B,C,20.853900094295494,-63.170427415309426,1
Physical,-55.68615419033287,173.43372826440978,D,A,E,-62.23252616092274,-87.32476633995098,1
None,-13.238299665373784,-31.051472924982914,A,E,C,54.18633896727304,63.06390932589547,1
Yes,217.6724285643958,-86.31123120238684,B,E,B,-177.52489659867445,136.165612489534,0
Mental,125.28307980306516,-224.21497921864795,E,A,D,214.10540399097465,-89.2802787582626,0
Both,-53.05247356226756,-4.326649885911834,C,B,E,-13.853034145681672,38.781480084234545,0
Both,39.01741868179306,-112.79077370060465,A,E,B,68.85871471817316,130.04060089844003,1
None,-177.65450518653557,33.21296887098373,B,D,E,68.1938682570856,-114.189226365238,0
None,-136.35317416368463,40.30120189561897,C,D,D,7.612212105840803,-14.57585500800257,0
Mental,-93.92484868500422,19.222069186509945,A,D,D,192.83879245770393,-46.00515084849498,1
None,16.658304084818074,78.6377189904704,E,D,B,-64.37893192784817,-2.8721274465847126,1
Yes,-164.6398494921143,-153.05861158043587,D,A,B,59.631114538764365,86.89485739834174,0
Both,52.11790786180762,127.98274613044836,A,D,B,236.15456110086964,36.34223853617765,1
Yes,-173.67911502160882,-15.564865336471586,D,E,A,-33.46820554130531,-62.816939232290224,1
None,-36.40314561721533,89.43499947957858,B,A,C,2.703092947569089,-47.37380217974984,1
Yes,-117.84395888495493,94.45635789384583,B,C,C,-11.86713379026814,186.4628381538812,1
No,-23.122101860980216,-50.87458997108636,A,E,A,-142.58705167975685,-82.11268792395835,0
No,-64.31279216737647,-91.14440321972965,A,E,D,-27.647185157537752,14.532616070778392,1
None,-67.15029723515863,-89.42879768107333,A,A,A,-14.29990860322074,23.332612172098795,1
Mental,-30.59733214227802,19.779710091695417,C,D,A,41.53765036928736,-78.34727301647459,1
No,-155.85344673247897,8.242162296842734,B,B,B,-241.0449730111291,-12.77012630419671,1
Both,91.09096369470159,-13.86512291575754,E,B,B,-63.203477580384536,-94.21426248615053,1
None,-103.07875499119999,110.1041356360749,B,A,E,-19.487928324449236,-1.415349838362518,0
No,-8.15352660754251,-79.23883801580641,E,E,D,-60.53023578140081,-66.47845576153173,1
Both,-2.3139844829763225,153.5830296051098,D,E,E,79.69665631311064,12.207521551147584,0
Yes,-96.11276571454542,-9.669672212340908,B,A,C,45.522205123379244,-47.5108480720857,1
No,147.19801320838667,71.18317104660038,C,D,D,-57.37725077816872,207.95783871622345,1
None,87.08833734045686,-87.80334898066539,C,A,D,-80.28331999431279,31.119640509199385,1
No,-89.1479499473337,189.3913900958843,A,A,A,-122.02327579251578,-161.4961189837322,1
None,190.08464008871957,38.75708424172886,C,C,D,-79.75825076939073,68.18917413808934,1
Yes,-187.3067596743887,142.79648361152277,D,C,A,-76.37056497247133,-186.74497549406505,1
Mental,-45.500628848479415,191.61636435580425,A,E,B,120.04061485663475,-105.76197476323526,0
Both,-117.75500219857884,175.96497111918507,D,B,A,118.42493021689012,-37.785833569034175,0
Yes,-94.89155358105126,63.19220465235289,E,E,B,-230.261085915379,106.49417962466723,0
Both,-9.443691573563303,38.66920449748788,B,D,D,125.0338047288842,-108.1101439098129,1
Physical,-4.4682676945221855,110.52979400423378,B,C,E,-66.6471693194336,7.714669206076988,1
No,-83.7633600108315,40.37679107493657,D,D,E,-198.96947915319186,122.48345266294787,1
Both,-45.18661752857123,-60.600676362583414,D,B,A,-99.06052828586938,-76.36287772930487,1
Physical,0.15072096649335356,4.599128096787567,E,A,A,-28.5094547231584,-263.63875053819555,1
None,67.26673567013978,-77.22597893284528,B,B,D,-76.14166872804239,82.63926392644368,1
None,-11.86401150221432,-113.33062654076727,C,A,D,-94.9505706264277,-263.0424992206482,0
Mental,66.44759332383514,-50.61903104199518,D,E,B,43.34413391494601,-3.7665679182026417,0
Physical,-59.44008480876266,71.18203600188863,A,B,E,66.50980055496382,-102.65672170560516,1
Physical,-21.475183808979672,86.07519386533808,B,A,C,59.92359388440154,-194.79372763489883,1
Mental,91.62763839626147,75.8279115861401,E,A,C,229.5850793776347,-25.544532630589174,1
Mental,-155.546981910831,-11.48279399286961,D,E,B,-90.81657931879302,79.6584964115065,1
Mental,-88.29451981859829,-67.00233658349256,B,D,B,-45.452206057516584,-86.04503778205994,0
No,-75.91685711956198,-181.2584896200526,A,C,B,23.55122649126772,20.698574065520766,1
No,-70.53426508349054,136.1335823645249,A,D,C,-147.4278798495038,-199.09056139196264,0
None,-157.91774037974255,89.79014397181231,A,B,E,95.15119474511027,-11.562687505850885,0
None,-139.91592781402593,25.496539824717846,D,C,D,-104.51938399881955,-1.438446342024887,0
Mental,-223.8244439597221,192.72780430575853,D,A,B,-77.38499469559748,89.70404317178972,0
No,35.00787195181759,-44.74566604536599,B,C,D,9.913053736521741,138.26425880857295,0
Yes,-40.806706420042055,-159.53716355424285,D,E,C,2.63361539624498,-96.20252591179468,1
No,-96.21103327112571,-77.83213079365171,D,E,A,33.06240085337409,-22.732226643417665,0
Mental,121.02387960584917,-53.11479918919263,E,C,A,-99.55329576315106,71.63100130771137,1
Physical,-2.1299918046498547,-102.29303325860111,E,D,B,-13.110761123929624,17.810128405455096,0
Both,2.31452555993401,95.37996093312888,E,B,C,-172.00436127222878,-86.53460138316385,0
Physical,20.093588359862665,-34.29530983952762,E,C,A,142.9773799335054,47.76980742504601,0
Yes,-128.87896149150535,-123.16109648300255,C,B,A,34.17082902529792,58.97738169416444,1
Physical,-56.79718908325404,176.48856144092161,C,E,D,-59.08143414087294,-145.4316002892418,0
Both,96.51968550069996,155.07361371336748,A,C,A,53.255241313031966,97.69390508562297,1
Physical,-101.63750333190184,-28.408124067811652,A,A,E,-91.52862716551643,0.047503052199013025,0
Mental,-67.30699867178568,-227.0637942391553,A,E,D,63.87334863488402,-27.609228852153965,1
Mental,-88.58524276275324,-83.46821329696364,C,C,B,240.77841664562962,79.71420766790072,0
Both,75.91893873101843,-5.044024066166736,E,A,B,81.44682531500106,-82.28184433432945,1
Physical,-30.21751638789867,13.96348491328801,B,A,A,193.39273880560634,-4.817078083195385,1
None,-32.59385713669113,-46.522249870027,A,B,D,-230.1041138688617,93.25654299905779,1
None,86.96776756769626,89.20879836632614,A,C,D,38.899600503600425,-17.51637963931456,0
No,-99.76210047264826,-41.85377428062525,A,B,E,-131.53054278213682,8.879027347024465,1
No,61.510765900441555,-132.1164832418159,C,B,A,41.52769923535676,20.51858394806864,0
Yes,-36.683678776647,55.113023434410344,B,C,E,-69.16721879703947,-40.2986152900748,1
No,-0.3743028426180387,-148.16458280764283,A,C,C,-110.29838664676998,-94.90446146818286,0
No,143.66105428403134,-159.27671905737844,B,D,E,-3.7916041864539127,164.57434452387756,1
Mental,-2.598962776164622,-100.45015039010548,E,D,E,-315.80574075520605,-29.743646679805362,1
Both,-101.46362996737055,-93.41348500534016,C,E,A,-85.5199176601108,-118.54217268487443,1
No,90.96200178709388,99.91094714917706,A,A,E,-97.50206544996277,-1.064091804512661,0
None,-2.3764042723376773,-20.159140785430143,B,A,B,229.74613589122708,8.615024474926106,0
Both,-3.5097533221112864,32.38950448969767,A,B,B,71.58497134628294,-65.42845795516796,1
Both,-11.498793287678879,-10.28135187487556,A,D,A,71.5438916471069,17.78479308341806,0
Both,55.96787247492835,-117.41924301140496,E,C,C,65.35974407261433,147.70072212830857,0
Physical,-127.32424823695483,-79.34060576296567,E,B,D,-2.447142161704333,97.65566684132838,1
No,66.68278901294093,-43.56293253963369,E,D,A,80.34456274527724,72.25650334867973,0
Yes,-28.64853235181231,-109.26762789669375,D,B,D,69.1263316375039,53.90459939298007,0
Both,-36.236278162237824,63.871321172795334,B,A,A,-162.9358833228016,37.745833586440796,1
Both,23.61823435966591,-90.8591454999675,E,D,A,-36.999163652437815,42.28806973861375,1
Physical,60.69025914469051,1.2111190479744243,D,D,B,-18.764264333468343,46.97441536277402,0
Physical,29.0585874704253,158.11550109606694,C,B,B,129.63548407329642,46.65199565916095,1
Mental,-66.09737040469471,-1.1162108779923283,B,B,E,11.686116194234888,-127.77589093258477,0
Mental,102.26344028141907,14.290451626867418,D,A,C,97.00472123242572,41.717857767364855,0
None,98.82278577514845,6.756251900489471,D,A,E,92.94640000472803,-19.598386743892167,0
Physical,-74.4873343356523,7.641566031540966,E,B,D,17.320688574332348,47.60516141078929,1
Physical,33.30558497224224,-43.31675588057759,C,E,A,-113.32249301011821,51.8502256792416,0
Both,-22.360292518895054,52.81611335296187,A,B,B,-7.463431216555843,-28.32750723622106,0
No,-281.8623023087776,-35.636925108311566,D,D,A,10.069410399936082,-275.5865146045008,0
Physical,132.7320925967175,140.76540910145724,A,D,B,46.38784446008491,-247.62898786664178,1
Both,-56.107639787065125,27.97798480673752,E,A,E,-69.09068235588782,-197.05928130926077,0
Physical,43.911439664514525,-125.20516564525019,A,C,A,55.869190670505496,125.6099344515492,1
None,-0.38856792285000025,132.68308896404238,B,D,D,-22.311624317502368,-42.92946209944807,1
No,-24.190010583800753,84.81194419402085,B,B,D,-289.3736199760564,70.27560014703155,0
None,76.2876751046504,44.685429254193735,D,A,C,-117.00642584791518,177.91190273060866,1
None,-13.624289986154983,-55.545423441997976,B,D,E,97.16707286333789,84.3406242979571,1
Mental,60.88275400655894,24.77785906458687,D,C,E,71.84076934721718,-116.35568118936095,1
None,75.13676189457158,155.35901335487242,B,E,C,165.20955074762458,-87.50427387730562,0
Physical,132.26331083960798,-40.369556317589804,D,E,B,56.38863393126498,159.66863110480588,0
Physical,5.951136156585301,61.066054958414185,E,A,E,123.88235210235831,138.46649228519595,0
Yes,-18.552147909784324,-43.10464551914031,A,B,B,-26.75198377693617,-19.597111220476428,0
No,132.12164831875126,-27.893671455309903,B,C,B,92.43970661813266,-68.7472594377092,0
Yes,70.10488831567426,-91.19981922430696,A,A,B,-11.847344324223975,85.00837956931322,0
Both,-4.255219917092062,-55.284864816705756,B,B,C,-28.391315529727613,76.0987458807756,0
Yes,-181.63134788616915,21.050661153809678,B,C,D,128.06515706848072,-105.10196248488448,1
Both,66.14568620514547,-56.736706070433385,C,D,B,-127.98811775069667,5.341910159136084,1
No,98.50404648722207,-85.08339585415206,E,D,A,-96.15819348578304,166.71993100491306,0
Physical,-57.987576019519395,-22.69916498250078,D,C,D,-6.7541280702563835,0.44819690976543425,0
Yes,-104.14858700121863,32.074501813065595,E,B,B,117.30056096302309,46.3189210177875,0
Yes,91.01738393359389,140.68141829390038,E,E,C,-37.18519600507065,81.3146195261201,0
None,95.04083218648465,-194.40793703511773,A,B,C,-85.32307868059414,0.3883361169220988,1
Mental,-131.15337843657207,4.460869115014289,E,B,A,14.880647782184276,58.463085323855125,1
None,227.38910512961175,10.069078157620849,E,B,A,-79.77596301386747,53.02247265702063,0
Physical,-56.127601129979745,-25.089463875747587,C,C,E,-96.21787126016966,-51.90118323359707,0
No,37.17840718694893,122.08484622991492,B,D,B,-52.939828496630525,115.23951234205879,0
None,46.76416059644245,-67.65389472287595,D,C,B,26.822971242890876,-44.427822388945465,0
None,309.1189316119748,-11.276320903432314,A,A,E,-16.65576521331567,71.53450968230433,1
None,-172.06769518531752,1.1915054128955704,E,A,D,-11.395075924833744,-1.5529724670545426,1
No,-14.525932132304975,60.804111639548054,E,B,D,-7.416437081479699,-12.606491911786863,1
Mental,133.78651481945423,-70.12683683490802,E,D,E,91.49031789901743,117.67096119136002,1
None,71.56848977061313,-34.90280526265928,C,E,A,-59.92579543463958,-60.28466385506101,1
No,70.6454050208248,-87.1070635103878,B,E,A,-49.68215641101531,246.3246916958223,0
None,-23.06540148936112,-18.79520970909711,E,E,C,-27.937577729207163,19.1108574481753,1
None,54.1078819086874,-15.214299830495962,D,B,A,-75.4701039873084,118.42375145975575,0
None,33.02669350138896,77.23752158681559,D,C,A,78.54665474998438,-48.41181529703072,1
Physical,83.93754127191393,52.24602091106232,A,B,C,21.092912252643348,62.61034314553242,1
None,169.88257109271376,-78.23665861713971,D,A,D,62.9315797126934,-156.71939397246157,0
Mental,25.669640573136355,-81.22062015418383,E,A,D,-31.240685869988045,-19.733281221474183,0
Physical,146.9067340806281,-65.3336174779518,B,B,C,-23.686226968209642,140.8657843845113,0
None,-39.77495364370981,-146.97801639845304,D,E,E,66.48124488185188,-239.38625496117285,1
None,43.57313851374465,44.06176066892888,A,E,C,-31.32576289985607,100.13814094520814,0
Mental,0.9371750328741191,-9.710144462112403,C,A,E,22.43794973134725,122.33363479550654,1
No,-24.244363821107186,-155.74538090271167,D,D,E,20.33044582203306,52.84099611796085,0
None,89.52964085711298,-150.09827114324793,E,E,D,61.46012205069912,-26.90806614938096,1
Physical,2.2254682624645565,59.63760138362858,E,E,C,-99.93627200120848,84.24894107517711,0
Both,23.739990041469902,213.8606175500247,B,E,A,124.38927342485636,-75.85205845962146,1
Mental,-106.10015297635891,0.7774245412576136,A,E,A,-172.02984772982524,-232.3031856460364,1
Mental,-65.3948252278815,28.098325008623444,B,E,C,-168.6025084492925,-41.2641734702527,1
Yes,79.5908333096462,31.86675296628014,E,E,D,103.56682831083211,-17.25735416508639,0
Mental,-20.648576850515518,39.98749070153314,D,E,E,-43.45652261935052,-88.5008640802538,1
Mental,-26.902898251377465,17.26985910146493,A,B,D,101.31762523674071,142.3252687219441,0
Physical,-70.45274444330278,79.39531247056183,B,D,B,-17.667438432070156,35.61522624704999,0
No,-43.163809294449926,-44.79715087495108,A,A,E,-35.39448911986404,-23.901280546763655,1
None,-175.27085670645877,-181.37894193049547,D,A,D,-149.1582758458561,33.43539595307164,1
Both,43.094938706925696,-42.40714909322362,D,D,E,200.8512038220739,44.00180157651154,1
Physical,77.32488230376995,-159.71928277065027,D,A,D,-126.5707352412911,123.92614749165209,0
Physical,-142.44701903835352,-49.63759702101231,E,B,A,38.26957802394724,121.9206027222925,1
Both,-104.1643163940885,-51.81914905736152,B,E,E,-153.98724042522704,123.47746716485139,1
Mental,83.40548990262033,-32.620633347374074,E,C,D,-38.08352399884189,6.37430880058895,0
Yes,-95.74873576090835,-234.7224494290875,C,A,E,-192.09991358069877,16.432627562962743,1
No,50.98153717865349,9.25451130696517,E,B,A,-116.48835303895655,-73.3752843568652,1
Yes,-60.49253383987965,-123.83535262444107,A,D,E,66.71675679496279,82.22457971369764,1
Both,-166.56839466527663,135.15565301005014,A,D,B,127.43435435881881,-188.27285741850466,1
No,-25.511891777678137,50.08582809692611,E,A,E,4.985332982187037,72.15366852736771,1
No,73.50466893053614,-77.45231097816806,D,A,D,131.40219067193692,119.9485116475907,1
Yes,44.84199968326929,59.87288545657358,C,C,D,112.64135981812066,175.1854638541443,1
Mental,60.718257910701446,117.73885054674736,B,B,D,-70.04915502138309,-173.57188058278857,1
Yes,-6.033386096767029,-106.86042794920962,B,E,E,-100.55690337777932,26.65331423115061,1
Yes,-38.20012902723453,-27.17201839525558,B,C,D,189.67684819260438,148.21316302949435,0
Physical,27.583000004044074,54.98699932905359,A,E,A,201.22479270559785,-147.8338679705752,1
None,224.81029663236745,-11.040582306143579,C,A,B,73.55688919771151,108.31951325946802,1
Both,92.60693621776787,-25.58215822848766,B,C,C,-138.78013743269057,168.88568536612252,0
No,54.376326139905686,9.084121800739267,E,B,C,23.25425951482351,-129.33343617955384,1
None,-34.37801741552154,133.53613812065925,B,C,A,74.50545483083575,80.05472836175203,1
Mental,160.36664653806935,-52.363417958587846,B,A,A,10.606234957628773,-131.0210858276397,0
Yes,35.68829403869248,21.0180317868991,E,B,E,-28.385693566517762,53.40799425395472,1
Yes,38.43168791004503,10.534775886919826,D,A,D,-157.32541940588976,-0.7687964111411677,0
No,82.08874954777731,21.121303615676304,E,A,B,11.692898722536517,3.5812180822045194,0
None,29.601776694832715,133.77557364879007,E,D,B,65.33005595067681,26.959771455646266,1
Physical,-121.20018870964968,37.70761063753616,D,A,C,13.45851806205254,-49.41875368626925,1
None,-114.80786162122448,-55.342632339566,C,D,C,-141.28054393963598,130.28907773795672,0
None,65.73215444233803,-109.00444250258849,E,A,D,-16.714791728625034,-144.18062440529587,1
Physical,-49.03017194266003,14.826974020178438,B,E,C,-148.5853868193631,104.66873171713213,1
No,-65.9427168037919,-91.67868690435968,B,A,E,-17.516082984534144,-278.7918632144353,1
No,-66.81734730945848,-10.707771690178493,A,B,E,122.67212363881058,-162.42631751273058,0
No,-84.04659286901727,-106.75528315526826,C,D,C,26.52086538121991,46.86073786880336,0
Mental,45.9646106832428,48.729913333342026,E,A,A,-48.537655939409696,55.967124642433106,0
None,-69.66312486280054,-6.187314770533408,E,A,D,44.3289279392923,36.116726392564225,1
Physical,45.30540938299091,23.460852241072992,E,A,C,-4.151473917513824,73.332775113179,0
Physical,-14.778186113627806,83.41456157598199,D,B,B,-26.125060094298753,-112.7658827119325,1
Yes,-86.2352749596703,-47.35544494535495,B,B,E,-115.22857889752416,42.597261901214786,1
None,85.3294323261599,98.34432301655846,C,D,B,199.7926138600027,-94.24633780815667,1
Yes,-186.3370095569709,43.97781680517936,D,A,A,1.0838167684453353,-26.627561771740243,1
No,10.266307568232834,23.30678680824035,A,D,E,-16.544350181224736,7.172239220538606,0
Mental,139.74168941777125,-25.04022785006679,C,E,C,-25.95656210600313,124.48619576011299,0
Physical,59.061851554991996,54.15837272968271,C,E,C,-28.000148054317215,-19.704021247345498,1
Both,-148.01046315227507,-147.22355965614926,E,B,B,67.77291585789993,-4.723428658883837,0
No,66.1444779005194,-1.2529685540503999,E,B,D,-226.17250080867942,-2.7122988933061327,0
None,95.31833526007289,83.40721019495008,D,D,E,-101.47055832247547,-15.862073787415964,1
Yes,-53.50180074325193,-8.090417265915864,C,D,B,-78.54734441539742,92.04222424631446,1
Both,27.252604930893103,102.27885501379102,C,D,A,-22.339685228618002,54.14992637488212,0
Both,-234.71997453707024,-176.99978477373864,E,E,C,-38.65464862530236,-56.17358267853959,1
Yes,4.872368567521967,8.118487098553262,D,E,E,-111.73252829882136,61.47006239954581,1
None,136.48797764347978,-44.57838005774066,A,B,A,12.53775433244455,2.1356406894773783,1
Mental,-37.91893392792684,75.64819548138044,B,E,E,-76.88407989216628,-112.51975406605285,0
Physical,-42.4248451545142,93.57742680065907,E,C,A,-100.4520994965647,-153.04904126246376,0
No,-32.988860584255505,-1.1059319082004493,A,D,D,145.75962518607614,8.624636565342426,0
Physical,71.08733053783963,-8.837987349958487,B,E,E,-150.6101576222665,-15.030322738749554,0
Physical,195.12903032873643,72.0997047818339,D,B,B,61.87822351979373,22.712345582944586,0
Mental,-75.9115244638248,-96.94414759100309,A,E,D,-144.7770212469257,205.95193645102995,1
None,-46.69865728037318,-71.08706401130416,D,C,B,1.1938651728365006,49.985064367915044,1
Yes,174.36589692984708,-243.81867401662043,E,D,A,128.96656210687675,-69.2827984049059,0
None,35.63911853448181,38.4186002336039,A,C,B,-181.1761446082297,52.87981086581678,1
Both,6.387058621616893,-61.10485784890679,E,B,B,64.81801258994007,15.130532193106841,1
Physical,40.57641516463196,-51.13039083156301,B,E,A,-268.51350824236124,-57.303339464509925,1
Physical,9.557101689549977,59.95781316045813,A,C,A,-81.2184085531475,71.87938592337534,1
Yes,197.57736100242255,112.23411721542247,B,B,D,96.37782664464622,-63.388933443827746,0
No,-29.09856133381516,11.117438525571071,E,B,A,183.14634659373513,93.85436323285862,1
Mental,181.94311304143613,-86.47236943371317,A,B,D,-76.87501460596938,-110.98815507914792,1
None,-19.278394156645742,-176.2150147895079,E,C,C,51.8021852210595,18.346552805132863,1
None,78.01988722782282,-55.45879568476616,D,C,A,47.101242238943556,114.06294193903359,0
None,185.02374836595095,-50.40329152569295,D,E,B,-4.125260735727753,-98.46578905010814,0
Mental,-71.70801140447901,-78.03511218520036,D,E,A,-136.74260606211493,133.0601291339098,1
Both,145.99821727349914,64.77224710902851,C,A,D,-225.59930292280268,-81.31323260606918,0
Physical,59.05097539315586,-166.46318323654077,E,B,B,-3.76215888402602,101.29574765831376,0
None,38.266335458800114,-6.935677977994489,D,D,A,-23.946574193915342,-30.96115798503085,1
None,37.42833093361765,-172.37770774438602,D,C,A,194.63654833946705,61.29016077108618,0
No,177.39927897509403,-115.47310708615572,D,D,B,-54.44196836599031,26.613817801151406,0
None,54.87146426702937,-44.1220016459231,D,D,E,37.994893212930045,-30.47973262449679,0
Physical,-40.462852836185434,-57.30854127575594,C,D,A,5.684541520533044,-90.7991168268269,0
Both,85.38597089958385,-46.84171993286986,B,A,D,-71.05500795850188,98.20771273027633,0
None,-124.70424003968749,114.9215504574304,B,A,C,-42.31964689185999,-16.324566772105943,1
No,36.1024060463016,36.921374009037486,A,E,A,-31.06053081083934,56.39188238067455,1
Mental,42.59810028058135,-179.08433504972342,B,C,C,-136.1887622628977,-39.575771823995865,0
Yes,87.87207917035408,110.35750256509876,C,B,E,-111.31425494502946,-81.24667366335213,0
Physical,-137.72006236377362,-90.79275168934686,D,E,B,13.339099222686675,121.59272209636896,1
Physical,114.68440053310609,-70.36854410738198,E,C,D,-8.89002126429265,110.89290463910373,1
Physical,96.69847621238192,-38.6241992402674,A,B,E,124.55066586920793,58.02879816553759,1
No,42.703749813293754,-63.30197814445307,A,C,E,125.89682656464028,7.6075578020668155,0
Physical,89.29250435231265,221.18648860493266,E,D,B,-176.04610653725564,-71.35407038346277,0
Both,94.73905396599376,-60.24093755645604,C,A,D,-11.88686861015434,83.10745634615994,1
Physical,-41.538616183570824,33.381930193379844,B,D,D,230.34700181273683,-112.79620482595156,1
Both,-58.38047480101939,117.11356626779053,E,E,E,4.641203171855845,122.14019267963374,1
Both,-0.596019045156681,-42.13761689584851,B,D,B,161.895804478633,-143.96166793484403,1
Yes,-71.98993595059373,53.67221728204138,E,B,C,-8.604579995088312,-129.3153467726207,1
No,-203.94548889041562,-58.65493440605296,B,E,A,50.89747786424582,179.42359706057033,0
None,12.296673886302385,208.83179645690825,E,D,A,-184.43049581919587,-120.5704930829494,1
No,-83.30472176763907,122.29643755380573,D,B,A,-228.63988788741838,10.208152498814083,1
Physical,-24.684409761852315,-7.92001085404804,A,E,B,45.16146496777168,23.88260562765081,1
Yes,100.97392755379815,-150.28452578095624,A,D,D,26.679561692407994,-68.66620369961393,0
Both,-61.671515077535446,-2.5755461910666746,C,A,A,223.11632480502234,-106.98364177205504,0
Both,-158.21075166344582,46.504465010034245,D,E,B,41.07128630594563,-112.94702399520801,0
Mental,-18.34360401842736,-21.362399714610923,C,D,D,63.43395821261253,-85.61779670162268,1
Yes,20.603539002709557,-78.92653802318895,C,D,B,-74.58814498771596,90.84003861838124,1
Both,160.93129263142689,-93.34152025847244,D,E,C,119.05598482628174,-139.82620016481596,1
Physical,-50.552550447759614,-2.73200193666763,E,C,A,-136.9772295345811,20.79477601601957,1
None,-155.0013746002435,-31.8653344933278,D,D,A,-65.28765558193766,20.499881957031103,1
Both,-5.6143107387020965,199.88614164632344,E,E,C,-227.2283425438537,35.293089985528034,0
Physical,34.10945608631156,0.5560449332747576,A,E,E,-11.938618313879978,128.07814743371517,1
None,76.83107621282662,131.922009155211,B,B,A,25.626419192103594,-6.698807587501427,1
Yes,-115.25189365032394,92.5472682139717,C,C,B,43.5470887978455,-95.93287768033646,1
Both,24.054239109472324,131.94032183218218,C,E,E,-81.545400870807,5.563477833069561,1
No,-49.62031694503978,14.061254507419441,C,E,B,-21.142613124566438,69.74391918175041,0
Mental,107.47642594338622,240.78316777732712,D,C,B,-112.1678984618753,99.5486676148175,0
Yes,10.27038750051312,50.597785579748454,B,C,A,-58.6298826335255,89.7021154130084,1
Yes,-45.33785528656886,-197.98045213872143,C,C,A,37.52513486258378,-41.7000235282555,0
No,-43.39990635187756,-38.75249562604638,B,A,E,106.53074380131311,81.4060573023357,1
Mental,136.61063467904074,14.87953140330282,E,D,E,10.812916501710907,108.63831951597459,0
Mental,-61.10166785450346,-30.22430169850161,A,E,D,44.455130903440796,59.649615305706625,0
No,38.58636106236115,12.22155035405285,C,D,C,27.29713807802675,-90.72874901044652,0
Physical,8.198893321640332,-35.81383031109676,A,C,B,-61.15817904946807,147.14370549798696,0
Mental,-151.24142994071292,34.88902963340544,B,A,D,-32.1036644945384,88.10436504083484,1
None,21.837340658587586,-25.020439705177083,A,A,B,-67.0348895516867,-33.8923199399196,0
Yes,-3.1177317138758,-67.47343341724418,B,B,B,186.28840645173227,-85.51665930123372,0
Both,-38.20974285243296,107.12815553893688,E,B,A,-21.993906969451665,13.269795716983124,1
Both,-189.36064923049912,163.61943280027333,B,C,D,58.11450632962239,121.8921290802692,0
No,73.63369523636713,-149.56523643498923,D,B,B,-111.43173744578216,9.365560743242098,0
Mental,-133.690158852522,-83.62265330993793,C,A,E,44.22550435825827,141.53270460948937,0
No,190.93347894242532,-91.44031560112171,E,B,A,-7.9170267403023065,-62.517854800331186,0
Mental,134.0361334797493,50.304985971496826,E,A,B,-48.57172057574998,-21.52989572977998,1
Yes,2.214938161387094,-47.334398047167156,C,E,B,-1.7142099155504593,146.86160667018316,1
None,-38.632920419131864,-96.42602568694085,E,E,E,-17.867066972915904,-48.692912176881705,1
None,88.67764934198074,-15.457888504426853,E,C,C,-115.81612262590528,-135.97229442658755,0
Mental,136.69578073726655,-243.9111647820806,B,C,D,0.04327514965922125,-3.432073876684303,1
None,3.660989840591166,-126.2987135172678,C,D,E,53.87338263378098,-60.80314358937875,0
Both,125.73108960092829,-70.6730120589792,D,E,B,-86.6342615916227,-189.38818193589967,1
Both,30.35003959788663,98.22425183796155,B,B,D,71.68118021822697,82.95904021018553,1
