nation,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Germany,Other,-254.42312740206643,18.251774894642903,-24.065145042626426,-69.24325602786766,A,-233.83789452418893,C,E,E,60.1972207617221,224.04577669477254,-195.43266260325944,104.0793927496495,A,0
US,None,215.5350701319828,-156.4511658183681,50.423540550130085,-23.955487397938636,E,40.24357183417035,B,B,C,49.05509298407241,71.9821828101258,-116.0168334983787,66.84883064970462,A,1
Germany,None,59.32462790946062,-9.843838810164666,-12.27266760582047,-132.2647178888288,D,-37.24331249261758,C,D,E,-64.4694809790034,-52.47432238719715,157.75147140987974,26.488190008014413,D,0
UK,Buddhist,-36.73737605470876,-95.12250467488253,-27.4488086295919,-141.29399520956625,A,268.8519378165707,E,D,A,-165.70902458772437,28.600224931337166,-125.81691453321287,24.90830909302609,D,1
US,None,-286.96637273316287,-14.418943743502608,144.46428774120702,81.00011426650593,A,9.142657342093393,C,D,A,79.99863896322832,138.99286137454516,2.9691101297468445,25.739617469428943,E,0
Germany,Hindu,-136.4671085156357,-63.49077003019696,172.68103066451698,-23.687181864348652,C,-90.16830362872692,A,E,C,-92.04361414728325,34.88976867060658,-96.81212146498869,2.786717883935964,B,1
Other,Hindu,-257.6934362457531,-201.79642308909845,28.01733571064549,20.34463674509436,E,57.011536946300865,A,A,E,-72.89701578307726,-2.067639436198327,-99.10153904318338,149.81469931921592,A,0
Brazil,Christian,-1.6825940073665901,-80.51790803439435,-63.47317635168349,145.18744613946922,E,-77.40639094750576,E,D,B,103.60324221346158,-141.24831955745577,-120.11283122052636,-30.743055956734672,E,0
Brazil,Hindu,-63.58648017978786,-43.60406913216673,-114.12436005337292,-5.802415882633358,A,167.4765825482046,C,A,E,-13.88080243992913,-81.46994411985293,-66.3118259340926,47.21688223002264,B,1
US,Christian,55.399897147639265,17.089247026438315,-97.54487104217641,163.78317505540335,D,18.981606935447388,E,A,A,-129.39938366781868,20.24567548630497,14.16017095938637,-38.98803101448095,C,1
India,Jewish,-217.99770948714422,-123.48367161597326,-68.92012492823997,42.61390380661382,C,-16.80593586207375,E,E,E,71.32625144672573,-75.54781217862532,40.54089694900702,-74.48652770375571,A,1
Brazil,Other,82.70527090401914,4.560643678215921,73.44302202462127,-39.550361950231625,D,-116.64221248783053,E,C,E,-30.255915510359337,-193.45835799663058,55.04427993459993,218.66883146395767,C,0
Brazil,Jewish,170.12698060407865,146.72060659235106,-2.4212430145429447,100.90039840732261,E,28.288951604332606,E,B,B,-63.76030735541446,-175.32535749021204,-55.2195089382738,161.38546296534872,D,1
China,Jewish,-11.861449304590208,144.34671559632693,-34.55585169994021,-49.42214566587915,C,-86.92381597927631,A,E,B,90.9919130618765,154.4956009413909,-127.6600038027621,159.7799275567314,D,0
Other,Jewish,1.3711782677730682,40.795405675763554,-40.42055084566897,69.54044395469508,A,-90.3490522940574,A,E,B,48.42523911204869,130.76525421324575,106.39541727495418,-46.18629444319896,E,0
Mexico,Hindu,167.02683872276663,55.04582607352412,48.40362850326651,-48.454239711079374,E,10.520275561927757,B,A,E,100.33710320104923,-50.052411412991326,-84.83153867190474,-123.97260486397832,C,1
US,Other,-38.36273362085992,-163.36527392899822,1.1771961808093432,-87.23043046842267,E,106.28132704644102,C,A,A,63.407310413196996,-4.393436114990231,98.31896742881948,-92.48004899506192,A,0
Mexico,Jewish,112.56916858839938,-65.5384087827663,-27.77047982794567,55.72540575615702,C,-94.00864309181097,E,E,D,276.42512546376753,-46.896788799546094,54.14971753697158,77.94370392868998,D,0
US,Other,109.09071725882875,147.88626875853282,-61.80579592639474,131.48082638650408,E,177.5773044320117,E,B,A,104.68787443062375,75.71977403419557,92.46909737955127,13.953819937187262,B,1
China,Muslim,79.03941727606265,132.98157866347717,-107.1698549865546,7.711395219606352,A,87.88599363084992,B,E,E,42.43495463723842,150.92330773240187,-34.318786581290645,-68.97261348630795,A,1
China,Buddhist,-73.42966721391365,-123.47395790160824,253.55466588829003,78.57326659688417,C,26.23872508298266,E,B,A,-60.35900345248246,-137.37974742220612,137.07260263741387,63.166041227036786,A,1
India,Muslim,-51.06556626458237,-54.163198096711774,35.79066418214569,-127.86343616033777,E,-82.097397036652,E,A,C,-58.16162712441072,-58.95107196582842,120.83379480654197,129.35404311412304,C,0
Other,Christian,28.787312913490414,-49.35439592117152,-46.54534284216205,-107.78088644731972,B,66.44978378214071,C,B,E,57.98620517623322,21.427034785508674,-17.597436072796445,-50.69196709554924,A,0
Germany,Other,64.91633117466641,-143.20632052293536,191.60801489976177,-9.233952854190324,A,-0.2691039108174463,B,E,C,44.75657012725166,-59.75405225840012,97.74689576722832,-22.548663940331718,B,0
UK,Buddhist,-167.84254626815996,12.371419779730745,10.587961412768724,32.134057696351626,C,-64.58284516729739,D,E,C,82.49492859948789,14.77893070094281,204.87608840739924,-115.40179982356655,A,0
Mexico,None,-25.584650737749552,-9.574036725689414,148.57958907464894,-25.08945105924476,C,97.7010931907471,B,B,D,-18.04236433521319,101.177051291699,-56.152346792059035,-134.18098994207773,E,0
Mexico,None,33.176469007226636,-39.22901590520381,-97.17638104150109,97.39831823508206,D,-27.382198293267862,C,E,A,-136.32342068887772,-1.8160264116648006,-120.93010516335951,102.43077984054052,C,0
US,Christian,195.84531771282892,9.835459067263944,-111.21624460717025,-52.36260033950203,C,3.2781432503938905,C,A,D,111.34911596024702,-53.30104698296729,-21.199341745826068,18.222976495765312,E,1
UK,None,-52.44185913643267,50.28115440198538,-33.29275772036508,18.611379999979228,C,-76.58620768158639,D,C,D,27.598452940136823,50.88273829569293,-14.2634214544176,-80.70505277838419,B,1
Brazil,Christian,110.36612432112602,-88.14313800966222,-102.02735483475114,-7.456909221372039,D,13.985640774274536,C,B,A,0.2335855165349663,-7.917007858520033,-64.33057023498527,-174.08409309722674,C,0
India,Jewish,-190.50965451153263,-55.88398922722263,-257.91486155704877,44.881762639750576,D,-268.2407559026482,C,E,D,-68.1439086255369,57.54342295284389,73.16052890442012,-29.76712135421237,D,0
Other,Buddhist,-140.7400551645341,48.83279645906265,224.497430206798,-81.44505007262651,B,149.23415097143396,C,A,D,-83.78220968096556,-21.82036049837876,-39.65047074346523,75.57493119403388,B,0
Mexico,Jewish,43.794713518878176,-27.360019377964857,-62.63895577383314,-71.95563682786872,A,-26.24806810170638,D,C,B,177.95549615095462,197.77804145451597,-116.05928220899287,-16.378210193504987,E,1
Germany,Christian,-30.280818786124275,-10.717247390854377,-31.573663986088423,-124.26976462616348,E,117.97992994812898,A,C,E,121.58761124621336,-49.01398904580539,-43.65420136880967,58.301533221206746,B,1
Brazil,Christian,-22.968929018650762,-63.74386493217115,-14.577646361217372,20.504664860041217,D,-48.538541864667664,A,B,D,-10.654586149869349,-172.7930826515128,117.02876273905878,100.8345025181985,C,1
China,Buddhist,235.23725722472017,63.83217027379596,69.45025086691004,-44.683528488105786,D,4.646577891609636,A,C,A,-107.299709696056,-34.02012262405168,-136.57498427258196,50.59013298855815,A,0
Brazil,Buddhist,48.951213743600725,-124.38873731064626,154.15734130063657,-30.378532417603378,D,-65.46396076290277,E,A,B,51.719843710606185,-119.6709298515906,90.55064361184077,-30.201448225810633,E,0
US,Buddhist,-29.517745071995027,4.988708839950722,180.32520234903652,-152.2179162341951,C,-73.22304328898197,E,B,D,-214.27271205758694,-37.112130374705956,77.43405116517536,93.64009586574991,E,1
Other,Jewish,-4.334849413911401,-161.48740225329863,-155.09611742377945,-4.25186263042582,C,-44.58216816573003,A,C,E,27.424099646425564,124.83866979377186,21.938721369019877,13.527608546948757,A,1
Mexico,Jewish,-75.7481905125563,124.0296241645844,182.89047868701795,-20.185611081619353,B,46.71903193712458,C,E,A,29.27328580383791,61.54252581114472,-3.8515260616293934,-23.51298921067913,E,1
Germany,None,75.04110195821416,134.61770030476384,-193.69531660355005,91.02527138936108,E,-67.56554705873432,E,B,E,-53.861707165063486,-47.03076254114713,-14.520745031835613,-40.91732719500858,C,1
UK,Other,17.187714453090113,86.66863861041975,-35.125894088720344,119.860727575613,E,81.69849405121245,D,D,B,-54.54438038238551,-35.08262881119237,75.30440542143182,-39.23224120063693,C,0
China,None,70.08259695235512,-88.75712130137188,26.00621299347379,137.48016843715328,E,16.811274611455953,E,C,A,95.47347140393036,112.429059361886,70.91016429297645,-29.593446267716118,C,0
UK,Christian,-107.72174024698353,89.0222535300302,68.0921501258178,110.94268514830401,D,-213.14851452011712,E,D,A,-75.29875793326975,-155.35103308292202,-61.5425926976319,-126.59506843226676,D,0
China,Buddhist,-51.88433095957264,-90.80455178008347,-159.19703573516847,-91.76528046384122,E,-64.10585367259554,B,D,C,162.19163456042276,-179.71870551878186,127.04259083632034,71.82423933352887,E,1
India,Muslim,36.48427910238198,-46.080338492499024,123.28038539494047,103.13145260317842,E,11.738863911214587,D,C,D,20.155706936061645,280.6160366562962,104.00737245809673,-205.23523761917838,B,0
Germany,None,112.66476881777594,-6.85592704357421,1.6805234733082184,27.67978694637104,A,127.90041278203617,D,E,D,2.1403683815203083,-14.603799009026078,-49.32201252096389,-23.95247586665435,D,1
Germany,Muslim,44.338719098168525,58.084073791285626,82.71118443578311,-120.32504800761525,C,79.5418971874138,E,B,A,167.5449525650836,43.99445911225334,62.700186745469026,-160.99432798267955,B,1
US,Christian,172.4493089219908,165.31713537235777,77.69243810198287,-9.199672112754511,A,34.05363436168871,D,C,B,-80.84621808043883,111.03673419726114,-64.99373713484651,84.01497227222498,C,1
China,Muslim,-77.72032532845849,-64.03976974930067,101.707833509538,14.613666270849702,D,29.18980817725435,E,B,B,-27.219091574356586,95.35412038202989,-218.89873806435617,3.6536663008377857,B,0
India,Other,41.31364337728029,-8.427883963483609,45.61714190229403,-37.857311838906924,C,35.34280382922471,D,E,E,-10.604327417665685,-131.59090013423122,55.57851936606052,183.28701344375568,B,0
UK,None,167.67384418389042,15.37361354960655,-124.84108549149553,59.64009901786073,A,-11.098476992349296,C,A,D,-142.1643459650812,148.9291153552403,-110.71753921048102,-57.27742235692796,B,0
China,Hindu,1.5151000607507004,-153.98593040147114,-33.41288741692877,-91.7617333879636,C,28.165654844082443,D,C,A,-27.031831846518127,-11.953881494096942,48.09168583972745,80.86824982516718,E,1
Brazil,Christian,-77.12190114221846,-82.74271910129517,119.86602231752816,-25.43025181974865,A,-39.63019424937392,E,B,D,65.1944018759009,-75.82550767087318,197.3929121765222,27.041521071614856,C,0
China,Jewish,-76.99811890115083,201.26901371153014,-60.215466819327744,180.9471248089056,B,-58.4038319409267,D,D,A,-45.771754360493354,105.45716563861392,-169.5798297931161,143.28736221059245,E,1
Germany,Muslim,33.621729779117985,-5.5502488313207765,-20.49322019768254,-21.13553165377561,B,166.5561795255368,B,C,B,-77.6657959847137,-98.1872031631101,-67.35537007356773,-28.170868256483516,A,0
Germany,Muslim,179.30875393701712,-37.11077462196025,52.439978416192666,-173.36529001110824,E,21.870453273326003,E,C,D,14.431798792753337,26.66053739388535,-52.87297520808954,-80.45106253405054,A,0
Mexico,Hindu,-124.63415841085343,-15.098993874057792,22.672316977045213,17.752935580356713,D,-41.15491890111364,D,B,B,33.516033391018205,13.81112424827277,-35.09217783169332,5.565926605228268,B,0
Other,Other,-77.30733916111807,55.82904653458355,56.08604254638286,37.362942357608425,B,-51.57582119801775,D,A,A,24.164733043800396,39.62156127790234,-74.34806797163128,-89.60520331829726,D,0
Germany,Jewish,-1.1144327898583846,-52.31370986126672,104.13379232045547,-49.63402014633859,E,104.507702931895,A,D,B,-19.692685928878255,75.9714592953572,114.77362189810466,13.197924575541528,A,1
Germany,Buddhist,-39.61358401030802,-26.263238218656205,71.50889880137078,-109.17709742386698,B,151.4394897294186,B,D,B,134.64088984833538,-12.929723449456285,-194.7908761713819,-6.573415624077372,A,1
Brazil,Jewish,172.7289239374541,10.10063172801053,-79.94083542605452,-317.3874669755915,D,104.56492752786635,D,B,A,51.789920518522315,-40.090729847037125,62.8513221051033,-33.32822101721819,E,1
Brazil,Muslim,-75.95256965168315,-41.829957218505676,-4.395353390557084,-44.515587952130275,B,-4.5453216735786395,D,B,D,129.74186742056037,58.17871968502254,-98.90234724297072,85.24344548547246,D,0
UK,Other,-74.27103694953962,-108.19852337032484,-152.57650110892357,-34.220304985757075,D,44.11596685596751,A,B,E,166.43546814916476,-43.16266369315016,-15.168158204375118,-86.37102198559478,E,0
India,None,168.1627706244721,37.89275992374857,115.35213450898387,122.605328237701,C,-279.10793679037204,C,E,A,-55.42582876184551,87.89724188371552,93.76348803197581,5.706207810733501,A,0
Germany,Christian,-17.394271003039982,4.0501200880484385,-69.47401623053081,-99.3568134629178,A,46.17543429063772,A,C,D,-66.42192190877735,-81.66339092929377,253.99122376582076,56.79716311755829,A,0
US,Muslim,138.92391402099676,70.90963162291017,-73.80948280447845,120.36760801659557,C,-140.50871569177875,B,C,C,-40.82535106606439,4.529485518638699,-72.76659161639768,-67.82646716211158,E,0
Mexico,Buddhist,169.7844738999304,-44.83375139309015,38.72429157937309,19.03601512763553,C,91.28710060234971,D,E,A,-79.60679333340893,18.96469203865434,94.14105936528003,75.83317555226891,E,0
India,Hindu,114.60907188993848,3.1443277362169555,115.49010437502791,53.08907197930179,C,-39.941299586104826,A,C,B,-144.89942662497347,-104.8790862633926,60.3192177426872,85.71047970538118,A,0
US,Jewish,-80.83722818341084,-52.43290534704595,-1.0127092803596975,-153.77803319302893,B,101.11170707100685,A,B,B,176.66379554442238,111.1086701511689,-152.1591599724876,63.90297422821058,E,0
India,Christian,-49.868426371170685,-13.648407527896955,-34.512938746904005,-54.3292359750386,B,-134.76136071420567,C,B,D,-35.03653992767396,33.365302192229166,25.64123273065821,-42.41577741260929,C,0
Brazil,Christian,135.8990770049374,-3.5639111554421876,80.95567573053827,87.55131560767178,D,-37.545402134271605,B,B,B,117.71594138416334,27.066474308944994,-67.92299880354552,24.04370956413655,E,1
Germany,Muslim,-114.7019552747902,-121.69760735327738,16.648716407250948,-15.64490316123259,E,30.282007204957335,D,A,D,-14.207264828916733,18.852164538033826,-11.216598921897122,25.76107976181319,C,0
India,Hindu,-128.62405340316752,204.10795081022604,51.66368637256264,-245.75048050732948,C,-108.3350537128568,C,E,C,-110.95316894477601,106.81939933852946,-108.4325406825605,-123.87131611428595,D,1
UK,Christian,56.9636749596136,25.475024113275918,51.74446367498787,51.65838985465035,C,115.51406624258753,A,A,E,-63.176114118097935,30.2750388404048,168.7815683009484,-41.3645920462342,B,1
Other,Muslim,-9.75372406989453,-55.04274911139005,220.0452020392372,66.55990492748029,D,-79.20181878317581,A,E,E,-11.117809815625957,-85.70321600953275,133.3255548408893,207.50265467487833,E,0
Mexico,Christian,32.13934996117837,77.21058999767962,-208.48013756744575,-179.39150079082796,B,-40.14417657223527,D,A,C,14.332296023612114,-27.845828698941343,-130.82456760963868,-91.35224790306484,B,0
Mexico,Jewish,-323.4510492862734,-56.67648990966011,1.505517860201951,172.20176744562548,C,-159.9925845463086,D,B,A,-91.27136153504384,84.771612042292,115.05186523149385,-139.2878543010893,B,1
Other,None,-124.3471939308586,-48.81447636942788,23.416218141379943,78.59640864884756,E,120.21301301664766,D,B,E,108.6148281173257,43.40025285251716,70.23039138225381,99.86900503403788,D,1
Germany,Buddhist,12.585593480409827,137.9495403228126,106.04185011943001,-104.74139938814457,E,-148.59727842986402,A,B,B,-50.02143525839868,6.814460221636569,-60.3848423502913,-107.62051529354375,E,1
India,Other,-124.64931875381558,22.65009410863821,21.977890523496907,2.1750481181590566,A,-99.93839378509598,E,E,E,-127.79660657145133,-68.08371634352184,19.156194349522035,16.97455787409999,E,0
Mexico,Hindu,-17.568726170624878,-85.84536042285909,-32.08434275278187,47.63149717744913,E,66.63848443798707,A,D,E,-70.91864744065765,132.7943989111089,-156.48548990574864,40.6002950394567,D,0
Mexico,Christian,3.7147752126840676,-19.686895042959474,-130.83409555754287,110.83567950169223,D,-26.417508118834863,D,B,A,-85.57000983688467,-0.9535740919993091,41.63453110319723,-9.603428453783863,A,1
UK,Jewish,-24.87623379037726,-0.6064401743018586,-77.6373850144773,-354.7232499435948,C,-96.97107486857591,A,A,C,260.62316951373583,97.74587660358853,168.7964902040813,67.70562313825543,B,0
UK,Buddhist,99.55885449546068,-32.09670866652983,56.1723731499213,-91.87347760356178,E,-64.52930543690078,A,C,E,-23.736261638087917,-101.93556512258048,59.15951923280242,8.170283599745655,E,1
China,Hindu,-21.511852650921632,-65.89110774739744,-7.774812949173835,-129.18469568379342,A,-1.7387207599071217,D,B,A,117.6693268711815,86.6444394940309,1.1172113543834872,43.168945282530615,A,1
US,None,-149.41883893913732,139.09585689110605,-52.41208318916634,33.44010535085281,E,-7.2960104724076045,C,A,D,-142.07829745282586,174.40047587060096,-130.33234599170066,23.78145124113561,B,0
Mexico,Buddhist,70.33975926131707,30.193220486718396,83.96134482865557,76.26498550282999,E,-67.6236202677223,B,D,C,-145.03128985294046,-66.46319636775611,72.23335505562464,83.91428993747789,E,1
US,Christian,-176.55064656266416,49.42837374929981,-93.55500604155786,151.49465669172955,B,-44.410485010127374,D,E,D,39.821793217351434,-94.02766398406813,-22.05656099622449,-59.197192853443546,D,0
Germany,Buddhist,-210.80364576400382,-77.10992211135725,-107.53171543159085,-182.3213775802426,E,99.4401822502366,C,C,A,-36.97877599340117,-27.79193170426103,35.02345985343474,47.57802302232644,B,1
Germany,Christian,158.6492017802204,-126.65316447665928,114.44720468324819,192.27731604858585,C,-45.39887009917909,B,D,C,-61.40642037597625,-11.180601181878423,12.991276248836762,144.40042341708704,E,1
India,None,-45.482290285444606,-120.64913721875973,36.77239042778783,-45.943026832696475,D,73.36736382027681,D,A,A,0.8891121465956099,36.86319436615727,106.81532265791593,-99.66816600560115,E,0
China,Other,185.6988178736938,-81.02231278037351,-19.81022212193967,-74.28388983822072,E,-109.18475009540248,C,C,A,45.990485459446845,-316.2977150417395,157.41456361695774,-17.22860658204411,E,1
India,Other,-95.25120949542256,45.547761974194536,-110.57953560757703,169.7152000330982,D,-103.73404882800482,A,A,D,-15.410082565836392,-152.90659851017426,-200.44607919461293,-9.43398518559173,D,1
India,Christian,85.21156013341721,21.19677416923679,-6.729091745259579,95.18042570719444,B,-105.299189243713,B,D,B,206.51362465101087,-11.233935470770295,-52.493357768341944,-39.32395332537762,E,0
Other,Christian,86.49218301621805,-124.7482324735144,123.60116879984606,149.86470474213357,A,21.55413563125096,B,E,A,34.04922095475909,-108.41285997749159,118.62648499115969,118.33456100000271,E,0
Other,Christian,-40.470178445165025,14.267255186274785,-153.5368005126603,89.60461959802659,C,-45.848779287449496,C,C,A,24.56685215223164,138.0248781410575,37.33517884541319,-36.190687220247916,A,1
UK,Buddhist,-138.60838460979494,73.18704421480774,-135.77129272320602,-94.89713893471713,E,31.05769961277749,A,E,C,180.37120384576735,-18.28175859174905,116.16494669825559,-81.86611569029024,E,0
Other,Christian,43.54666752439396,1.8467064704984615,-30.643477787576533,-97.34145804761548,B,-1.7104448632349425,B,A,C,-10.839945310155981,-55.52949260162164,-62.037844486566996,151.31235489051514,A,0
China,Buddhist,-11.136294087004838,135.29452973957405,-124.75663195952427,-87.14722222252766,C,131.86508886325274,C,E,C,-151.64622138999556,44.94429531522105,96.3062745951078,247.09053193658565,B,0
Brazil,Muslim,-54.704988635371045,-39.10379872504638,125.10673436086526,-43.14515756653916,E,-88.81897609101883,A,E,B,23.34708943130005,46.161186135529654,64.23343431190315,-201.36374323796903,B,0
Germany,Christian,56.02481668674323,127.7098313047618,71.62306141820484,-196.85590230273291,D,154.21832558268176,C,B,D,109.45321123832721,-53.09201372382759,97.84952775776048,1.3258551188924563,B,1
India,Christian,13.308077984241198,-24.387440042909795,-33.989532131251806,23.573040291449086,D,155.7559058938166,B,A,A,74.37456033849078,54.792426529111104,69.94669537039442,124.05328534491444,C,1
Other,None,-108.90486073878279,-20.499839940632178,-168.82164469888846,-52.65042339065553,A,-143.33195021488035,E,D,E,8.749716964524767,155.81855874761797,142.9460250158284,132.1680294713384,A,0
Brazil,Other,15.788871420452551,-64.94527987184546,130.80394051315182,31.546329438235986,D,20.986531372956662,C,C,A,110.51509389768586,-26.001083062877562,-128.6265183738648,159.92224296559343,C,0
Other,Hindu,-207.33228774715985,-11.664828520026372,18.694300799170687,-54.91223814306362,B,-298.92393511918385,C,D,C,-136.29595051416382,-102.25876604083908,66.63967324339514,-115.00087460314543,E,1
Brazil,Hindu,138.7378565855102,-16.875149954626185,106.08843418372788,72.00975862223765,D,56.21799373008849,E,A,A,18.096799891544826,-110.70271396224169,225.60363589556948,-153.02343746892376,C,1
UK,Christian,118.9862890623053,-28.259781359607324,65.4645481206732,72.14333402173762,D,64.23835281226,C,D,D,-76.4088655442866,-256.5811562343901,25.128418588753277,33.76445555988049,E,1
China,Other,28.62825573672988,133.32641156337485,103.28629335596486,-78.0394494488079,A,152.26629627144445,D,E,B,-72.04356954419787,3.7746290219629377,-68.29285550780746,116.869502727508,C,1
UK,Hindu,-80.09093894553617,56.9581569337606,29.833651601307874,-54.52922183313158,E,52.491713965407236,C,B,D,45.94566109746016,55.445859977934894,47.72777634213211,-46.6618837393692,A,1
China,Other,-26.492212627103974,-111.26283367596052,51.87817804335816,50.6244443641695,C,57.615310427385225,D,C,B,-47.85420850061656,-6.24690420660246,-105.07917193360474,-133.89079661036337,C,1
China,Christian,12.690309509318057,25.205896648452885,49.051407560128,-4.080690552650616,C,28.77041896438949,B,B,C,-147.97655081269454,120.87472968861255,14.110198317765532,18.258993491344796,E,1
India,Christian,14.865073536936425,-6.032339128579312,7.2544469864535515,-71.80434306535645,A,-56.55790326612225,A,B,A,-6.414430747045502,116.78195632731881,50.88335333513798,-90.35501851685656,D,0
UK,None,82.34122971301245,-39.33665734472931,153.68648768222494,116.20261114612684,D,-144.12581879179217,B,B,B,202.18609487149627,-15.669408547157781,-33.98276379750732,-30.07211878491666,B,1
China,Christian,181.26413923636525,60.82711809041943,47.71811928254054,-186.49813577412212,D,-58.681979770931704,C,D,D,-33.76971319727687,88.62286696824685,-18.309208172597895,-77.91278633229052,E,1
Brazil,Hindu,19.160919939005858,3.024756604751651,-111.82409599654682,-57.401915672278804,C,-24.558378609117103,E,B,D,116.037104034038,76.33762052192874,-75.54689182859526,-86.99373505123773,D,1
US,Other,37.52200493701073,-86.33670313600071,-110.5979256495983,-32.7378626131945,B,106.64004480262787,E,E,A,111.15005624832139,-111.92955100063604,-1.4934003640886249,-59.72181359704257,B,1
Brazil,Buddhist,-130.20162153326868,-54.56001824678292,84.62720615825172,-239.99595312933954,A,-18.21207121806951,E,E,C,46.72597908627238,51.209951898263405,6.549531098652384,64.5840148180828,A,1
Brazil,None,-385.67411305416687,-19.08487035776442,-143.78729162949767,-85.13894135475664,D,-16.057247328640003,E,E,B,94.20505082670256,198.58904315280267,3.520591518594987,147.83398993585078,C,1
China,Buddhist,-394.122028515912,39.566922634493196,-147.4389899798409,64.20705796014639,D,-69.83642687933381,B,D,E,76.89128596016333,-33.04486079881692,196.71673263431103,22.87137234664276,D,1
China,Buddhist,26.28578283741448,-23.362997706352377,109.68464207140207,-44.841870329217635,E,59.409682309232934,B,B,D,12.532919838214143,60.05023898734475,-10.765833857126776,127.6296859216501,E,0
US,None,-252.52033751606015,-72.68787334022969,45.80606877646909,42.6548624223564,D,-228.94762431308612,A,A,A,111.13853005352583,54.575916510845325,-126.97665343796065,-85.19240650611461,C,1
Other,Hindu,-159.48644283084911,-92.40675274288489,-27.126666575451186,-22.676426939353185,A,-97.211053167338,B,C,B,-59.52779794488999,114.03007475913452,23.69409367139305,-43.79429149530829,D,0
US,Buddhist,32.40282927992435,-82.24843013504618,-64.56196894607196,70.35908871462391,A,63.17949306819847,A,A,D,-6.500807614055357,28.204361296409488,-220.3933309113164,-130.05918314355415,C,0
Brazil,Christian,183.4932902095912,-66.46405393591829,80.31715137409624,-56.22209241220727,C,54.33986526240893,D,D,E,-65.00846048100017,-38.25680846964124,162.56687114631927,128.18506316092342,E,0
Other,None,74.71502481167074,-97.35852716503096,134.65319640195935,50.99920836765587,B,-219.25294150465749,D,E,B,-65.63818850087422,-15.936538254216485,-41.390629750099954,73.80068170936838,B,1
Mexico,Jewish,174.60995639904172,26.2077350067958,94.79410504668509,23.09979233638647,D,-128.51521109050802,A,A,C,-21.67149764225778,-41.96338548414823,28.838358803541237,-52.27886165084876,B,1
Germany,Other,142.71323887414587,-45.957338855693735,-11.601741138390278,158.4501567262734,A,12.058678522999017,B,D,A,29.781096287544635,-29.638931130535433,150.3941926764805,28.96781826148344,C,1
Brazil,Buddhist,-21.251704318958218,51.52277632927377,93.29097971811089,18.46144227827206,B,95.54910253112917,D,D,D,-14.675181997033759,80.93911989756593,-7.979160260056814,23.815010948416074,A,1
US,None,93.14567151775816,-59.78804546308576,85.56004409468326,33.554762637134736,E,-64.56669507288001,B,C,A,19.04913797654735,55.40294140825518,32.075553791186074,90.29396837121699,B,0
Brazil,Christian,-164.73184484537532,-143.874695695488,-43.71751562277665,9.533815222019449,C,-62.2716261578336,D,A,B,-186.23719378916567,-6.208568731555603,-199.0180964350899,-85.43470853483221,E,0
UK,None,68.11968026621018,-90.97803273735884,-55.17881818329835,-30.95030696576219,C,74.60639947528632,C,D,B,-106.77981125189766,78.76161487450236,95.59861674737242,-24.516223603068685,A,0
US,None,150.9772460532973,87.947060914032,-89.06975299178823,11.987560795958238,D,-39.86548063452507,A,C,B,-180.671992423596,70.0041816886484,42.99818759521007,-59.86005415001201,B,0
US,None,59.9421410866459,-11.192724812320034,-28.392370954982503,-0.29042198257600826,A,-244.11168354253167,C,E,A,-7.199825083199891,-73.57820793577558,107.48681267450657,-32.02113419831403,C,1
China,Christian,53.59589149549249,-28.38869754369063,128.96339936168528,49.21502597014439,D,33.3803319900032,D,D,C,90.30174971310986,-54.285424000475416,42.57329786938725,-8.77529250463106,D,0
US,Muslim,-52.87238566491217,-104.50293258393717,-56.77882467786479,-105.01641286165002,A,-131.91332100497283,D,C,D,-112.72764222919929,-33.268499489691806,4.110060750919133,-103.55650782991428,E,0
China,Christian,-68.44317336497564,-49.70745240096192,-83.84381546262955,-201.66798286769853,B,-98.78690648869687,E,E,A,-66.33051621466404,-6.308839779987119,-116.44477100812945,93.78649712596557,D,1
US,Muslim,116.36865546910285,103.72126411224714,82.87426146349168,90.77078291324095,C,86.54568375277688,B,E,B,45.27731202744681,4.959396646098521,-66.82685728313497,5.74262104104482,A,0
India,Other,43.42648995773812,-47.39158682620955,63.54166737575386,31.254219755840655,D,-55.469943389599976,C,A,D,-14.58169322837356,9.429076019389074,-24.422872548906145,-72.85270002244053,B,0
India,Muslim,20.494917495692157,25.568705891988415,-20.155086635131322,-126.26498033959881,B,8.602394109419844,C,B,E,101.89453295419952,57.161746091006336,86.60685916908635,-60.19710969516557,E,0
Mexico,Hindu,-26.73751424416891,-71.12683808981343,62.65863938095758,124.53156640304441,C,180.0327138681215,D,E,D,87.86596503857041,-37.33567588035918,-86.66888294230193,-263.77967998108414,C,1
India,Jewish,-202.61068099740575,-42.940984568638044,84.54476904066797,78.10754479693755,D,117.75898019060303,C,A,B,-112.31357548901515,157.70527270631823,-94.4012335180953,-31.72207962398761,A,0
UK,Muslim,24.362036529960406,-32.31930480069147,40.45778854620311,-127.12191613952896,E,58.258180843357636,A,E,D,-26.402599562665042,29.583510380925045,-125.36355379805863,-39.367934128878154,D,0
UK,Other,83.70631720304868,-37.57860247818039,131.52893037123204,-48.670430105730716,B,79.07561654945671,D,A,B,-104.49758353891274,-83.97094674571407,189.4569898095659,-96.11824374749966,A,0
