nationality,AgeGroup,orientation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
UK,36-50,Bisexual,No,D,D,C,A,B,39.48355801295412,9.715740496177848,4.064402325680371,146.328002306477,18.734003528152424,14.075473723977753,1
Brazil,51-65,Heterosexual,Yes,B,E,C,A,B,-9.074856929910698,-92.11098196283078,31.241914132555078,-79.08868418062602,-88.55932161006392,208.1862280503112,0
India,26-35,Bisexual,Veteran,E,C,A,C,A,-90.91003672224284,55.626881873471554,-27.11014534599862,-113.73185117781279,-2.061204362572191,-104.25361207317752,1
India,65+,Other,Veteran,C,A,D,A,D,-38.02795989931582,34.58320295938487,97.93107569137996,100.14130081035042,-66.89606550687358,-38.72726137395759,0
China,65+,Heterosexual,Non-Veteran,D,D,D,B,B,-67.99553379283374,120.78293891004816,210.03870089703662,110.0094795305248,14.510064364169532,-292.0137507482488,1
Brazil,65+,Homosexual,Yes,A,C,E,D,B,-22.60690763104314,36.67563738216077,-86.45978694005814,66.26848964503526,-42.86069965959476,11.156605607491041,0
Brazil,18-25,Bisexual,Veteran,A,D,E,D,D,-129.86040212404706,-45.9889150764442,-65.95038184604275,-186.71584084103358,41.98739005370458,-60.93110229867958,1
US,18-25,Homosexual,Yes,C,C,C,B,D,-46.12242984535413,-59.84296861741626,-32.505362237382464,-12.923767037741563,12.42426250481069,-51.121440051501274,0
US,51-65,Bisexual,No,A,D,C,B,B,-43.027654534229995,-33.17551479013191,90.02757346554678,-124.87258147723725,-62.423606497054905,62.244391278922116,1
India,51-65,Other,Veteran,D,C,A,E,A,-155.02917440772677,-30.76343040428597,12.651848592598599,-124.40338145548495,67.61908463235015,-108.65082008979195,1
Germany,36-50,Other,Non-Veteran,E,B,D,D,A,37.83926733174615,49.109031469754036,174.0708340144622,93.88984150933285,-159.83488808799768,189.66733419185667,0
US,65+,Homosexual,Veteran,A,C,E,A,E,5.5528214020010465,142.07319890572998,-46.74412708200207,-84.42985015358468,44.31221188145554,-67.54192609472337,1
Germany,51-65,Homosexual,Non-Veteran,A,E,A,A,C,21.271804938978427,101.2546033281823,-45.150479415452324,36.907418435648346,6.000845406109953,182.94164515508837,0
Brazil,51-65,Other,Yes,C,D,C,E,C,-1.9182783988299874,-45.92925060484176,104.91452879442153,-18.82158655659421,197.43564754834696,-18.673020355985948,1
US,18-25,Heterosexual,Yes,A,A,A,E,E,-31.777628412245186,-34.64892274191172,-73.09319396552056,114.71520474219292,143.52880019696613,32.350966852899376,1
Mexico,36-50,Heterosexual,Non-Veteran,C,B,A,E,C,109.99851260486588,-112.04379098816449,16.920255800691834,24.249725448881275,62.83636607969326,150.05106782383194,1
China,36-50,Other,No,D,A,B,E,A,11.32244094094311,49.129609642984526,-11.770010513618372,45.38148473912979,-12.14063782072037,42.336871920338524,1
China,18-25,Heterosexual,No,E,B,E,D,C,-114.18214024285356,-26.30933658215438,-114.16497283701477,-73.06520143813376,44.56431880435274,-27.81801336991427,1
Brazil,65+,Bisexual,Veteran,D,B,C,E,B,-27.16717035413077,183.85945995426428,-108.24053744664648,-40.613649801217086,168.98467461564618,9.72974363126066,1
Germany,18-25,Other,No,A,B,B,E,C,41.55493391312473,37.983861830202834,-137.58419149498567,41.325254325811194,-102.80758281153486,69.72021832820691,1
Mexico,65+,Heterosexual,Yes,E,C,A,C,B,40.64533675093225,-24.340486712802257,35.15218004703101,59.517578341848676,-6.846325822430993,-4.248146402268174,0
UK,51-65,Other,Yes,A,B,D,D,A,-145.18743344750328,-144.6022922489605,-82.43867013284293,114.99951964905219,-72.59949400237194,-228.12774557227172,0
Other,18-25,Homosexual,Veteran,B,E,D,C,B,80.8690862056001,36.413373247269256,35.28418991055584,-74.43999361068185,145.66829928820013,140.661003425717,1
India,36-50,Homosexual,Yes,D,B,B,B,D,-163.26181931758683,-50.157704195033304,74.39038418003547,-184.85063206747586,-38.999177645715235,-17.025218213330835,1
UK,18-25,Other,No,E,E,A,C,C,-177.6916533179252,-11.256236005752582,25.152646199474464,-189.95355809690915,-13.761135788894684,46.018344186250495,1
China,36-50,Other,Non-Veteran,A,C,E,E,D,-51.15247881497211,39.588867920539364,47.32973145717156,245.85522073587964,-102.7671846437216,-88.60157911235638,0
Mexico,51-65,Heterosexual,Veteran,C,A,A,D,E,-146.42312806158705,-109.92246827754799,23.956921706785707,-160.94301661985938,-31.355215421970318,-52.16868569094988,0
UK,26-35,Homosexual,No,B,B,E,B,A,14.247852178310966,46.89887545325214,-103.99345441201015,-185.72323698984232,147.7390784456819,-131.09049622848843,1
India,65+,Homosexual,Veteran,A,B,C,B,A,-69.20161328007349,29.30475615020799,99.83540927287434,61.173575065632,54.80400795296031,-108.37281534944867,0
UK,65+,Other,Yes,A,E,E,B,D,67.35289161825105,89.01271000281935,-60.75934078240331,3.2605198149715666,-78.3029019767095,-82.13445040239817,1
Other,18-25,Heterosexual,Non-Veteran,E,D,C,D,A,-204.9460340256808,64.6072238618775,8.713940858162776,243.91640504763572,27.58959139835252,136.46724106862965,0
UK,51-65,Bisexual,No,C,A,C,D,A,-15.066107896219075,83.53923720325639,-5.593086787804181,-81.05783369255735,-61.85422738611322,89.33914310368779,1
India,18-25,Heterosexual,Veteran,E,B,D,D,E,30.442565735758535,156.60027166043773,-127.72112176505945,-79.88479377904916,-153.20625277860336,-156.7311880018287,1
Brazil,26-35,Bisexual,Yes,C,B,A,A,E,-187.4582699385743,183.68752663077427,-89.6271677927013,71.41668563992495,-193.24198697893124,-4.3942032428162685,0
US,51-65,Bisexual,Yes,B,D,E,A,B,-201.64689344065073,-57.25648530341019,108.02420135405382,-40.53917748695261,-160.4026299292238,127.93552591868745,0
Other,65+,Other,No,E,A,C,E,D,-69.95594887551667,35.814146027803574,103.06045386596996,70.13863617535759,14.797611213480108,-191.54799558076124,1
UK,18-25,Heterosexual,Veteran,B,C,B,D,C,109.23968631160284,135.14977472746037,123.63507358532833,34.410634677793986,-28.928481392264484,37.21886811573596,1
India,36-50,Other,No,D,D,A,B,C,-62.19319902920116,159.70909012622968,23.951108962557004,-64.78566518671207,-182.76865426107412,18.07546539202269,0
China,36-50,Heterosexual,Yes,E,D,D,C,B,106.36499116469791,71.22099639451721,162.5328221676295,-158.533411873542,-16.1863080018046,-85.7906938999284,1
India,65+,Homosexual,No,A,C,A,B,D,133.24044933414297,34.14735432123489,-75.73442748811748,-182.21907182480732,18.846098119395627,-252.1516767637539,1
US,26-35,Heterosexual,No,C,A,B,E,E,-44.08031190319349,20.44816599111428,-172.48615640971084,28.389330869807345,2.1080693028317095,18.551961710416748,1
US,51-65,Heterosexual,Veteran,D,D,B,E,D,-40.071283149765534,-114.39455889300669,33.68500395462835,-6.72460359624927,-55.680157042546554,115.19703974937386,1
China,36-50,Homosexual,Veteran,C,A,E,A,C,44.02977886077109,-165.95169270561735,-73.23102707796961,58.437287146343294,-67.50749623639621,-16.620692546968304,1
Mexico,26-35,Other,Non-Veteran,C,A,B,B,C,0.40023164094086844,2.0953410067797207,65.59946239291915,-176.67651541742532,90.1318166602145,-38.902816248011455,1
Other,36-50,Heterosexual,No,D,E,B,B,D,-73.85199157787035,-68.27260146937998,-100.22255017864796,-38.486081846061296,17.53422378152541,22.181757649644986,1
US,51-65,Heterosexual,No,A,C,E,D,D,104.19481712683536,-171.1953273663987,24.733959533061565,3.9558630274017696,83.633198314124,94.11966526037226,0
US,36-50,Heterosexual,Veteran,A,A,C,B,B,89.10423317648343,82.29846293345288,70.54882014105274,20.79294119776643,-45.57368534509024,116.61734620245387,1
Mexico,18-25,Homosexual,Yes,A,B,A,B,D,-174.25581742421025,9.156267592358573,45.24873565087017,-77.33607489356716,-147.09249623302873,196.45175046217892,1
Other,65+,Homosexual,Non-Veteran,C,E,C,A,C,-206.51338947376877,-231.14434953183326,-204.97691469421397,-120.38490626611289,-52.581997816782746,155.30231229715758,0
US,65+,Bisexual,Non-Veteran,D,D,E,D,B,39.457560873486315,-138.04145737824203,-2.61631622731527,-1.3073250218618593,-72.33716074444665,-29.32058445290444,0
India,51-65,Heterosexual,No,B,E,A,B,E,-119.24336211656544,149.22769279793073,-31.905362891465373,59.320343756596536,44.54715733535784,-100.59571685904629,0
US,26-35,Bisexual,Non-Veteran,C,D,B,B,B,-23.75458012011812,102.19891958536668,-78.77631788204891,-192.57411760870698,-18.600669156917025,31.93849674555777,1
Brazil,18-25,Bisexual,Non-Veteran,E,C,D,B,E,89.91875677247393,-98.51264973260385,-131.01345880162216,52.14927521000611,-53.15091071474527,-89.87599577815627,0
Brazil,18-25,Homosexual,Non-Veteran,E,E,D,C,D,131.2409564673622,-104.39550803512599,-208.51854246237514,21.126038618952663,80.48447446208917,89.71378154802616,0
Mexico,36-50,Other,Veteran,E,D,C,B,A,174.7413947538334,-25.029281111267,71.04935043036033,-8.447006120376233,-36.164322891558214,151.53867963681324,1
US,65+,Other,Yes,E,A,B,B,B,104.85747211623723,43.59094198024242,23.87992736453095,-11.853686014284182,51.909046850488124,23.79131872480883,1
Brazil,18-25,Homosexual,Veteran,E,D,E,A,C,132.61107742992334,6.870009685498045,-8.252718166587949,30.83396738158169,-5.4383833053910395,91.46035546739652,0
US,18-25,Other,Non-Veteran,D,D,A,C,E,-43.746332461369285,-14.187448676456075,-237.62113566115553,-29.26361089914289,-222.46017611760882,-9.783202644240799,0
UK,65+,Homosexual,Non-Veteran,B,B,E,C,B,72.87519032956436,48.84046180797668,-278.92922894449924,-51.09371602586232,40.352018486627586,57.933454093580885,0
India,65+,Bisexual,Yes,C,D,D,A,B,-5.850233679619754,54.50610607838936,82.73734192472828,-110.27546815565223,-10.24765623296127,132.63997815263343,0
Brazil,65+,Other,Yes,A,A,D,E,E,155.30224950309952,-6.811462771881541,46.977936109610845,-45.197784101511346,49.65557761376414,158.62382672084195,0
UK,65+,Bisexual,Yes,A,C,C,B,C,-8.671152475606055,12.301003548731472,83.17662648028123,-36.43656750814164,-89.58470553123915,-100.49145669057123,0
China,26-35,Other,Veteran,D,B,E,A,B,-91.73061844667708,-12.403638653327985,-14.561984220261357,27.834168095806756,104.87251108076711,148.23011546471446,1
Brazil,18-25,Heterosexual,Non-Veteran,A,E,C,A,E,-26.662964518335635,73.57240339676267,-50.92804789638888,96.28350686304935,52.55423108997611,143.31124623374743,0
Brazil,26-35,Bisexual,No,E,E,B,D,E,-36.418464066859094,18.27945698648946,-10.479440900612241,-37.31499400013738,5.23642868743855,4.892104509761389,0
Mexico,26-35,Other,No,E,D,E,C,B,-78.39369187917931,15.907388554991817,31.74997636957076,-141.17440090603682,214.1191059339969,-9.784055734450469,0
Other,65+,Heterosexual,Non-Veteran,A,A,A,C,E,107.00374638448555,-194.52699963657375,104.30375949260589,-59.333094232167305,20.052297795003437,72.46544603416893,1
US,36-50,Homosexual,No,A,E,C,B,E,36.55882430172994,3.497037339165003,-9.145375171272427,6.063338459097876,70.33815675545041,-1.3822755762884573,0
Mexico,18-25,Heterosexual,No,B,C,E,E,C,90.0621882930404,243.97200895449984,-122.0575528235547,-9.05165135695953,-134.40243818480775,30.926741009298496,1
UK,65+,Bisexual,Yes,C,C,C,C,E,113.54814072502674,2.3576820797183853,-65.04246250534167,133.29963711603367,96.73291959553649,-144.3604162985817,0
Brazil,51-65,Bisexual,Yes,E,C,D,D,C,96.49812549175938,16.140309756775462,-97.39090827160334,126.88490021464749,27.651399019300023,21.170459320856814,0
Mexico,18-25,Bisexual,Yes,B,E,B,D,C,33.11792174207406,-33.05247707943827,99.18848714467461,-20.55191445924823,114.06035990710572,131.31924524165558,0
Germany,65+,Bisexual,Veteran,D,D,B,D,E,-109.81755667323465,69.5254167868798,44.20553790735182,0.17243430762249098,-109.94893770183647,-8.448511486865382,1
Brazil,26-35,Other,Veteran,D,B,D,A,B,-190.3691521421102,53.72848041699836,53.9979215604239,5.865281712784739,-76.4748195897032,-190.05001657133167,0
Mexico,18-25,Bisexual,Veteran,B,D,A,E,D,108.2253838585336,26.11833712680366,-54.78375975962471,-32.227495662036574,13.778296152761898,11.375942985189798,1
Brazil,26-35,Other,No,A,A,B,B,D,167.8226186801429,-96.34584787049715,42.80958403401263,18.331681038542772,-3.4314482030068088,59.37667154436043,0
Germany,26-35,Heterosexual,No,A,E,E,A,C,-249.50027330783584,-51.418642814192964,83.65786741015134,-62.57782310441168,71.64245281455835,-53.73676132170895,0
Other,18-25,Bisexual,No,B,E,C,A,C,58.84129429476277,-180.3562793667395,13.672526470634082,50.11233013733677,-52.74774204795022,45.12906740223941,0
Germany,65+,Bisexual,Non-Veteran,B,B,B,B,E,-99.22441459791904,234.6547517755648,-12.899081919141109,-2.874441642591621,131.57853632588223,15.464000829103203,0
Germany,51-65,Homosexual,No,C,E,B,B,C,-43.20007746040867,5.275597538376233,-4.208265481736085,136.5046515729573,179.44947244979113,23.61972963942265,0
India,65+,Other,Yes,E,C,B,B,C,122.66127170481143,33.65316378886615,66.44132088660749,134.9441391952885,-70.43359701369378,80.59971989960918,0
Mexico,36-50,Heterosexual,Veteran,B,B,E,A,B,138.7495450603082,59.24350417486656,34.68473569272225,18.31233005626288,-212.27311202850188,-63.88199706465524,1
UK,18-25,Homosexual,Veteran,D,E,E,B,B,82.31060377876945,-63.20356151613608,52.37836143539922,-14.26758582275473,148.43586186797359,-293.0274540343523,1
Brazil,65+,Homosexual,Non-Veteran,D,A,A,E,C,-100.81345791069029,-92.75400630715022,65.58837825563621,34.25842173861795,45.203226680641784,37.74693257065996,0
Germany,65+,Homosexual,Yes,E,D,E,B,E,-74.15898314481747,65.26720928084468,-108.01063296406454,-176.1443117889685,79.14090626500656,-107.74653128107549,1
Brazil,36-50,Other,Non-Veteran,C,C,B,A,C,15.866421026097896,-18.831377429802462,-169.36928205294217,-12.077415092583708,3.9237540574347305,-125.55416025033763,1
Brazil,65+,Other,Veteran,D,C,A,E,E,-82.634520993956,-31.365850406491347,-3.7649832239789003,206.10394466290853,100.10510209934087,127.0314296377947,1
Mexico,51-65,Homosexual,Veteran,A,D,C,C,B,22.106765011898382,-15.838042172299724,-59.580914581111074,68.5288207576422,-99.85095002545732,33.816124079382114,0
UK,18-25,Other,No,B,D,D,E,E,79.70986637734538,12.619377066605765,-48.18193356926332,38.56828480429367,-92.54827154086044,3.24557976782213,1
Brazil,26-35,Heterosexual,Yes,E,C,C,C,C,15.580996343665184,-134.82121103221485,188.09356576868296,3.147786884689384,7.546517970489261,54.90999469463201,0
Other,65+,Homosexual,Non-Veteran,D,E,E,E,A,19.23187353682747,18.25583216716378,-101.44990441620337,73.5338300928324,-127.4833475400062,-26.629757351556822,1
India,36-50,Heterosexual,Yes,D,E,C,E,E,-55.21508149582027,16.852047332332663,53.709626592833416,142.53014367093718,24.305132345453668,169.0260218818416,0
Other,65+,Homosexual,No,E,C,B,C,A,-38.74421521869107,-26.857287750804463,103.8359002693896,-105.01483072871338,-103.7832241726192,151.1080784704987,0
Other,65+,Heterosexual,Veteran,A,C,A,B,D,72.16505863683889,-163.80727711072487,-23.41487981315322,-117.43499783575987,-107.88905983173063,75.7541979445558,1
Germany,51-65,Other,Yes,E,C,C,D,D,92.64113523159823,-112.37264187843216,-14.86213139334488,143.89313258999866,-50.20084329869072,-74.96195646878849,0
US,51-65,Other,Veteran,A,C,D,B,C,72.04939272377155,-190.4806999481543,50.677008887018495,-99.1165593005223,17.831572094113017,55.64130273609577,0
Brazil,51-65,Homosexual,Non-Veteran,D,B,B,B,C,12.08167716600938,-135.12643650893244,-159.8791702593015,14.193380185955467,11.267251248024191,-170.13003659575514,0
Germany,36-50,Heterosexual,Yes,E,B,A,D,B,231.96851519924232,23.501498818296042,1.836768566534379,-44.660953945217216,-93.4254186111979,-225.94529733794647,1
UK,26-35,Heterosexual,Non-Veteran,D,C,E,E,C,-24.85109798215288,-12.523250275313691,7.035560167468291,-118.33334600600271,276.32971493471774,-69.44133329665335,1
India,26-35,Heterosexual,No,C,D,A,E,C,109.50987477203572,-39.4243235838515,-60.392431651598656,-101.85599564747764,-71.94958782691637,64.80657288849254,0
India,65+,Bisexual,Veteran,E,A,D,E,B,158.08120937145878,-82.90984693180316,91.10703866527628,96.87769574584846,57.159604004348665,7.624598454471005,0
China,18-25,Other,Yes,C,D,D,C,C,24.900404592355397,-87.5323260255037,17.86242373060432,69.95411188427279,-56.22286124971969,-208.23901893615658,0
Other,18-25,Bisexual,Veteran,D,E,E,E,A,-44.62036462817672,-59.67399215395998,-132.998328786556,173.3028038114268,-118.45722821619138,81.95272788063136,1
Germany,65+,Other,Yes,C,C,C,C,C,-37.29218987826562,31.19435320770117,-111.92206415256913,63.34024105649042,57.50955375200887,-96.26752426109796,0
China,65+,Homosexual,No,C,D,C,D,D,-65.0279010605902,151.20160670163727,61.876884928037214,235.83821118568235,31.55295047205624,108.41140385587242,0
US,36-50,Heterosexual,No,A,D,E,D,D,-76.71470019427832,-57.07976965024484,134.77875700336423,53.58083782219122,-35.25330092989824,-23.385576588202902,0
US,51-65,Other,Veteran,E,B,C,C,D,-64.4532618793112,54.667797581887015,33.40020127485369,-1.0778044301705658,216.84344560295287,-171.66335261057418,0
India,26-35,Bisexual,No,B,C,A,A,A,20.108853269243802,106.54446832890767,166.04280835889514,-50.97563278415037,-56.21034464155177,-127.8339116317659,1
Other,65+,Homosexual,Non-Veteran,A,B,D,C,B,92.68263193072676,-116.3808969368854,144.60636189965467,-135.10807354619993,-149.43897777283433,-127.68332717116664,1
US,65+,Bisexual,Yes,D,D,E,D,D,-73.60939399535341,53.39330368414685,75.70190798476739,29.347638366463308,81.99396785759347,47.67776118193728,0
US,18-25,Bisexual,Non-Veteran,A,D,C,C,D,81.54886595347975,13.596131542693673,-121.40333827077666,11.675193622036764,85.49300530348937,-82.75492891992204,0
UK,18-25,Homosexual,No,C,A,D,B,B,-165.60296375649858,222.84029478405225,53.95816755927413,175.42593508084735,-33.05213920726163,48.46041613302256,0
Mexico,51-65,Heterosexual,No,A,E,C,E,A,-184.9514058788826,-64.95634485741971,151.39408364343427,-33.70153478824873,197.64942431477328,55.25617270929482,0
Mexico,65+,Bisexual,Non-Veteran,B,C,D,A,A,-43.596835886470615,92.74186833421429,142.22765903449564,-148.9276855976406,51.37039480299097,-123.70797743753505,1
US,36-50,Other,Veteran,E,E,A,C,C,37.95104745471672,-48.9835818552276,29.789004193630802,126.01931154735394,-19.94721162932829,76.7016928722247,0
Brazil,36-50,Heterosexual,No,B,A,C,E,B,325.46593500364673,15.317257002644661,6.61911137623533,44.61420008480805,-77.03530842246117,68.11186214407654,0
UK,18-25,Bisexual,Non-Veteran,A,C,E,C,B,-13.199603990575406,-158.4990026468671,15.584342751137164,52.62081498308704,-79.63348879452427,2.1763089509826945,1
UK,51-65,Homosexual,Veteran,B,D,C,D,B,-99.04869602867781,44.76873815240442,173.19465774564065,98.42066340406959,220.80098106036888,-156.7240406756304,1
US,36-50,Other,Veteran,E,B,E,D,D,-129.06929744347556,-4.04090809492256,-116.93304878280173,-51.00698663862588,100.79326708045511,-87.64153658553924,0
Other,36-50,Homosexual,Yes,E,E,E,B,A,134.84966820205597,0.06856521580753208,61.033180136281636,166.30866787178428,90.36529319573309,58.25335177506082,1
Mexico,18-25,Homosexual,Non-Veteran,A,D,D,C,A,-138.14025806715807,-3.3008055906505906,-88.69359827555893,257.40416239298236,-302.0626449499102,133.10686749265926,1
Germany,26-35,Other,Yes,A,D,C,A,B,93.14682654835431,-90.95629332129626,45.20488489814686,-58.03971929092629,184.61527834407073,-28.85069616840774,0
Mexico,51-65,Heterosexual,Non-Veteran,A,B,A,D,A,2.5949858911294372,-196.69292032086113,168.65449472221087,-146.03803661318028,35.97056221169183,99.24331678164727,0
UK,51-65,Bisexual,Veteran,C,B,D,C,D,-133.8485149116186,115.12778103867778,-9.104670252913397,1.380485432912305,82.45634146424781,-33.85493940439902,1
Mexico,65+,Homosexual,No,C,D,E,B,D,-17.90255835260818,65.83007563708509,-52.976903439385936,34.301508921133156,122.6353352849874,5.490885967162124,1
India,65+,Other,Non-Veteran,C,B,A,A,C,-175.95858910785086,-45.23932491622419,-326.18649027251274,-96.83298278625418,-129.512018007955,-127.55031884472237,1
India,36-50,Other,Non-Veteran,A,B,C,D,C,5.454458197507781,-4.98177375417297,-50.685295586525946,35.11447494819227,-56.632443336236236,-69.47883602412244,0
US,51-65,Bisexual,Non-Veteran,E,A,D,D,B,-12.445168472949685,23.56484823268801,42.20790725547728,-103.09912824777187,-2.239611889877364,44.8597097774016,0
Other,65+,Other,Veteran,B,D,A,C,C,-55.904053784917885,-137.5646005199387,-121.46937901152346,-94.09963990744758,9.814662443206753,95.00156960597661,1
Other,65+,Other,No,A,B,D,E,D,51.61624764514423,-12.891546894267153,-17.96856147405475,-131.75685187265535,-103.50065618014787,-44.16461220522626,1
Germany,26-35,Bisexual,No,A,D,A,B,E,126.8128144536947,34.95055707657212,96.10276031453687,-7.582456978889171,68.1276951353247,-136.31495962046216,0
US,51-65,Bisexual,Non-Veteran,B,D,D,E,C,142.79294915339995,106.27738566357449,134.92899172604328,-70.25387784369725,94.55552534825162,-56.498481206755734,0
India,65+,Bisexual,Veteran,A,D,B,C,D,72.76404297415378,235.09396345584364,47.458545847287326,74.68795620052853,-10.333584038988436,-98.4253646670174,0
India,36-50,Homosexual,Veteran,D,B,C,D,D,-128.4660042495461,257.3891505478647,-75.48607953250006,-72.46719219696406,81.55929802995618,-90.94588498171966,1
China,65+,Other,No,C,C,B,D,E,89.49803637729309,-19.77802434273837,40.334715859263106,21.903086897285025,119.74119092237778,187.17739678937423,0
Brazil,65+,Bisexual,Non-Veteran,B,A,D,C,D,-18.04391870429092,-143.30859999950337,-43.98243370617691,-110.42201470622999,-91.48096022548116,-149.987446909162,0
US,18-25,Homosexual,Veteran,D,B,A,A,D,129.0399071659313,-83.18022709134509,66.94804874624558,-16.76470947358962,11.662000279685698,-3.7423914075031193,1
India,51-65,Heterosexual,Non-Veteran,D,D,D,A,C,93.19774053350906,-94.01800854041862,10.966336263070003,-95.25660011323438,-63.25048018210233,25.079727217040187,0
Germany,26-35,Other,No,C,A,C,A,B,52.90009103478589,87.84603076734386,-142.54330486827052,-68.91321775634705,-55.10401864250986,-156.10230867984552,1
Germany,51-65,Bisexual,Non-Veteran,A,E,A,C,B,129.26791326491954,86.5457954141299,179.91764338658584,-64.30107489744714,198.583749521386,-91.75024151977172,1
China,36-50,Heterosexual,Veteran,C,E,B,E,C,-15.173346869524062,125.43055380035273,124.20046540996556,15.285792467899629,-35.8646677793485,-162.12945442293412,0
China,51-65,Homosexual,Veteran,E,B,D,D,D,-91.59677992831112,-155.71175115196596,-155.64867030479564,-243.35158334493156,-9.616822908201815,101.42539577418836,1
US,51-65,Bisexual,Yes,B,A,C,B,B,-34.88493447628784,80.70453199951436,25.583345199010175,-20.379454264318984,166.93526063002665,-97.15167876285459,0
Mexico,18-25,Homosexual,Veteran,E,A,A,B,E,-190.35912924050115,89.97835601199768,111.6360293134766,66.77717152723127,-75.7058499324423,-77.84092341649279,1
Brazil,26-35,Bisexual,Veteran,D,A,A,D,D,51.0079467595976,-78.80801425694337,13.718745218582162,51.16612764551635,226.39341445226728,-69.87413069741766,0
Other,36-50,Other,Yes,B,E,B,E,B,188.30040694697865,57.239558277834256,-67.96709549456882,32.602001535326494,-158.54127562861072,74.58349378748379,0
UK,65+,Other,Yes,C,C,D,A,C,29.140371843420205,87.78378590183932,150.9606026667502,117.52281815454874,-52.82317018329971,52.81547471121838,0
China,18-25,Heterosexual,No,D,C,E,C,C,-50.38297223577879,-36.466415730568215,171.4261612469624,-47.27042809545986,107.67067320035441,33.8317896092205,1
Brazil,36-50,Other,No,E,E,E,A,A,27.834816129306734,68.24188206187782,-99.18569486979052,9.861515646780363,5.091187688769983,-109.55977940716825,1
Brazil,26-35,Bisexual,Veteran,D,E,E,C,C,156.49392750836213,33.850286027032375,22.72053245341977,22.214796789676452,-45.7300050076276,17.03971785407279,1
Mexico,18-25,Heterosexual,Veteran,B,A,D,C,C,-1.4887126533641573,114.44217210766948,48.97054826992368,65.32150317788452,65.84289475235668,-20.50247978469225,1
UK,18-25,Heterosexual,No,A,A,C,E,D,8.166609301245288,-73.01921424498342,-59.18876315663224,52.45533141521699,48.39756385168109,-148.39991540317627,1
Mexico,36-50,Bisexual,No,B,B,C,B,E,-93.78790193644325,-151.30695931872296,-84.0998023164164,-99.54839601081208,119.86186396985758,-132.8144173005184,0
India,51-65,Homosexual,Veteran,E,E,A,A,B,-219.46361126017075,-13.826111554608941,-62.55378235899571,-37.962105650621524,-70.08277036694776,47.079807088049435,1
US,65+,Bisexual,Veteran,B,E,B,A,C,-35.33708298787363,-117.96954045380397,-39.00873512501217,163.3044622738682,193.84951186946137,-86.30026011236247,1
Brazil,26-35,Bisexual,Yes,E,A,E,E,D,145.7511781537758,-6.095585683978098,-61.17395691958889,-14.96465395270403,-77.09757919563363,-133.53257142732798,1
Germany,65+,Heterosexual,Non-Veteran,A,D,A,E,E,25.372705754143254,52.68952736213001,-23.809762500156502,-39.18849740085695,-55.956450963742945,17.815741593408138,0
Germany,51-65,Heterosexual,No,E,A,A,B,D,105.55049001690794,76.96976532265627,104.61683801013923,1.075437129768962,64.71414530409572,-32.555358147627985,1
UK,51-65,Heterosexual,Yes,E,C,C,A,A,58.727984889941276,128.14308468288186,122.97755687196855,68.81543864575913,-2.22367154622646,67.20858909595079,0
US,26-35,Other,No,E,D,E,C,E,19.520640689838665,-5.905242663459753,-51.476195775738596,-109.31453803848798,39.03121162920617,4.373409252495936,1
US,18-25,Other,Veteran,A,A,A,A,D,119.08535015820121,116.22023513453148,-63.12627653482185,-48.26737230428236,34.926580667831715,4.6195625640106925,0
Germany,18-25,Heterosexual,Yes,B,E,B,B,A,106.20168395080012,-54.72212155677004,28.368021301819486,50.42757632113547,-43.90564053203115,-51.57807519056469,1
Brazil,36-50,Heterosexual,No,B,B,E,D,B,-13.123029466005015,16.766636109449944,-29.86679298939877,-96.19249041196163,22.80689126389329,-88.10998379479763,0
Other,26-35,Heterosexual,Veteran,E,C,C,E,E,0.13293395157886945,-100.2511076648598,155.92844155147608,169.4948660374964,43.52763663172651,-44.332997374206876,0
China,26-35,Bisexual,Veteran,B,C,A,D,D,186.81445480262192,-22.63872455830553,30.428152047124,-78.77141080508329,103.10847577267246,85.42799008658064,0
UK,26-35,Heterosexual,Non-Veteran,B,B,B,E,D,0.6417458150626768,79.15145634349301,94.73010688851231,-18.626804360655736,-62.37703343791918,-16.135935662433948,1
Germany,26-35,Heterosexual,Non-Veteran,A,D,A,A,D,-113.65728580681895,-175.98785429393266,138.15914527563072,239.64480549333027,-82.88291388872739,185.44184448275868,0
US,51-65,Bisexual,No,E,D,B,C,D,57.926791943069354,29.387381155840504,73.24442271083718,9.48079003388412,78.20053811963264,20.917401740818345,1
Other,26-35,Heterosexual,Veteran,A,A,B,E,A,195.81702155069507,25.446166527358493,46.16552696550165,38.94529765600513,15.356952601367102,-46.344205759155734,0
India,18-25,Homosexual,No,C,D,B,B,D,-28.888749118885805,81.8619736836799,55.844459855842445,107.03035049116541,21.39597858623871,49.07319110173906,1
Other,36-50,Heterosexual,No,E,C,D,C,E,61.727665992296146,184.1146914064922,109.16664550540382,68.27266183246977,56.23707294312721,-75.3658015533624,0
US,36-50,Bisexual,Yes,C,A,E,A,A,71.80464830806854,43.79058409264552,-37.63488888629893,-37.91740974210131,14.10324465806387,-11.044045735958633,1
India,18-25,Homosexual,Yes,A,A,C,B,D,-13.227199045790433,-33.87584916544807,-25.096169656438054,30.266797164410114,82.19037132555853,58.443981698179094,0
