handicap,race,sexual_orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
None,African American,Heterosexual,36-50,D,A,-148.10636446513635,C,7.424857518023057,D,A,B,-4.539565807314354,-22.165380996053756,96.00022115055154,B,-44.00716420530217,7.824535031330377,-56.70386705034646,-44.08847054890886,234.08638319423488,-9.171989474723302,0
Mental,Black,Other,51-65,A,B,-72.18467646060166,C,-2.6973981680705124,E,C,D,-0.8600545216540235,-131.54535987935182,60.41270602314547,A,0.560314972621422,-2.039228830397172,0.6859187835959326,-79.10799202046014,-6.248819577915835,-5.569580086885851,0
None,African American,Heterosexual,18-25,D,E,59.915461476492325,A,154.41774037441374,A,B,D,-35.8660351383439,31.66488470314735,3.758982942262922,C,4.621448342406062,-208.4506579298897,98.43242973992106,-107.08032180839193,124.14597673038179,174.82611321041546,0
Mental,Hispanic,Heterosexual,51-65,B,B,-78.77193871675766,B,-64.20683751151958,E,D,E,46.480933943118345,30.663869672928417,76.62531412342685,C,-3.947877137753042,82.80256942325033,27.298942611137768,-135.55031460452201,-55.133517372768345,206.2186780265191,0
No,Other,Heterosexual,65+,A,D,141.36298727796338,E,-7.147030068287117,E,A,A,-113.23301774079543,-18.144467176992663,-68.44150722998997,C,17.025504949227667,181.65284436850578,-38.34587640049791,-93.79189707609363,48.216817185528086,0.30504739269934766,1
None,African American,Other,18-25,D,B,93.62160487903823,E,-124.71590474423648,A,A,C,46.19162078463648,66.95504410501731,28.34374603776571,C,93.40056818814779,63.449716754752025,-42.98476679960979,34.33982426215476,-50.589357274572954,-101.34860064086311,1
Physical,Asian,Heterosexual,51-65,D,E,-44.24020993803649,B,-212.16360307138225,B,A,C,-149.09708338585114,-16.531283427100597,33.84386429103199,A,-25.056871725993986,41.2270488695221,185.07843931770077,4.521428759704295,4.384850679649429,-90.83832815760337,0
None,Asian,Heterosexual,18-25,C,C,17.677760918969273,E,-71.89018235226712,C,E,B,79.55804534509842,9.821430389882408,210.80353753763558,E,98.50542653101306,67.92699257073482,-32.09783847208717,84.88772632796251,13.610334914769014,-74.7622419369134,1
Physical,Asian,Heterosexual,18-25,E,A,83.7341778094288,D,-48.24931697494367,D,B,A,-21.2681181185505,12.874668245205267,36.48571447740252,A,-45.7243724611223,8.343745262880061,-27.85427768153017,-61.77089299569889,100.74348003986277,71.27614659496508,1
Physical,White,Bisexual,65+,C,E,-53.24804193942616,A,6.382025827112671,D,E,E,42.39256063467854,95.92839095977763,32.89929209120887,C,44.504832824113336,-49.75561653786887,123.08160969413224,24.971662413063445,-144.42009665824392,48.613653600694136,1
Mental,Other,Heterosexual,36-50,E,C,-49.0759703346334,E,-62.601988355959506,C,D,D,43.47792025877502,-83.38196933489793,-59.418715140535525,D,-219.0137093690946,-211.28348879319498,-46.00239138029434,20.219764671174513,-164.53229262418967,22.782918963550568,1
Physical,White,Other,51-65,C,B,19.102818110498824,A,15.470593509765035,B,D,D,-148.16233400572932,131.4529791487269,23.343614849322996,D,120.47125209356768,-144.63920636190056,-46.97086978342014,-97.6600455959299,5.017582817414104,-191.99989930435945,0
None,White,Bisexual,65+,B,B,-40.63749369116852,D,175.2451682839909,E,C,B,-11.373024695802263,10.130438992451884,80.56822538724172,E,93.49956902781324,46.32167345586782,12.508457687537891,-162.17964918174573,-72.67956835589506,-133.29757603060256,0
Mental,White,Other,51-65,B,C,43.39483897441758,E,-143.38319786588528,D,C,C,-46.627862235083576,138.6613220841805,25.697405716846095,A,-150.58926336484834,17.85812776871248,-153.38868479331163,-127.15738565197215,-24.715773512163246,34.71424516175739,1
Both,White,Other,51-65,C,B,95.55623599474849,B,-137.79102826176327,D,B,D,-56.71446980772193,-132.71289507300185,-10.389298216297378,C,185.41235169553994,4.456534530628993,-5.332807548252118,-18.86231910033899,39.63867990544089,-28.904835964007297,1
None,Hispanic,Homosexual,26-35,A,C,-121.17581289372477,B,104.11173619531561,A,C,C,135.6701127698705,70.1213591669604,18.36494644477656,E,233.41011333297578,7.982309739202168,-100.11375937379066,61.437384970106876,34.91061734040862,205.39214617687014,0
Yes,Hispanic,Other,18-25,A,A,-61.77033082052997,C,127.55110057161652,B,A,A,-62.689086173322394,-7.9093993210689755,98.6895835876325,A,114.50222666039424,15.037787070082583,-4.687546627340507,-169.47647015834212,62.42861508172345,206.11593129653426,1
Mental,African American,Other,26-35,A,A,109.22782903993111,E,-34.63669346459593,D,E,D,-81.42182155831983,89.09099269201859,-202.36741511630476,C,-89.95567326885941,-232.23159587247247,-35.662811698199484,215.2697971158232,-129.9422874544466,41.23116020262271,0
None,Asian,Homosexual,36-50,C,C,-98.8537980878675,C,63.9980890919415,D,A,E,-136.90950670829935,38.04518910797575,70.44133696656618,D,-15.848940925120997,-47.919086234923256,-201.52613918727798,231.68720894617928,-74.41810507947496,-96.11853969400761,0
Physical,African American,Bisexual,36-50,D,E,15.510745373073851,C,9.075107593621516,D,B,D,129.54714119732384,30.737448888735575,-6.306357929424138,A,22.521667195807147,-249.27844166965002,-149.92151131862704,290.88097569065974,38.031402372986975,66.62663003640216,0
Both,White,Bisexual,65+,A,B,-76.4708707607182,E,4.671494378635808,E,E,C,108.6543331023586,0.6894068923495932,107.26302270621821,A,216.8802788936066,47.42167857648796,53.92736984915013,-10.374743394124241,-106.0985690758252,-100.85657228149054,0
No,White,Homosexual,65+,E,B,93.3622956202298,E,64.2518502295117,B,C,E,-43.82951598266211,-50.30561969873205,-93.45621341996414,A,127.93735721355068,-24.030392540988537,28.203214561950173,24.71250870904575,10.610162829411367,29.242950720127993,1
Both,Asian,Other,65+,A,E,-31.57531395128822,D,97.85058746339205,E,D,D,19.393711218811415,-12.41749675929772,-22.840855533948474,D,57.657825680387845,-147.02614652266584,-63.519046826777505,-20.684575641466072,-34.853981520429336,-138.94597356036874,1
No,White,Bisexual,36-50,B,B,64.18651435218979,C,283.39603540148215,D,D,C,132.86545816533175,-4.5625757688273385,93.06772736163914,A,-185.07045836703895,128.59369458435884,91.3046910665143,-43.247463588708996,30.07162893128524,83.76920307618572,1
Yes,Other,Other,65+,B,A,-116.8467490784592,A,56.023760812203385,B,B,B,-160.09955145268398,-103.94328351242392,125.66482071102496,E,17.27363027552526,-47.324802161735306,-0.4048649420802199,-88.32470186751937,-0.30390248394462155,94.29871176784407,0
Mental,Other,Homosexual,36-50,D,E,36.3540348692222,E,14.106777445339908,E,C,C,24.4062359292269,29.644154171167898,-37.24633551615415,B,-62.17239989960483,-68.23477915994498,-2.7508450741810724,29.735604467558062,-70.47833116869056,99.04233713514525,0
Yes,Other,Bisexual,26-35,A,B,-36.77292324880828,D,-19.008683110306105,E,C,D,9.486189820917735,144.51487537773326,282.47461841587483,A,-150.49591386266516,11.772455381486873,29.31630887249261,-23.095393299885764,66.60268074542344,82.95038875346503,0
Yes,White,Bisexual,65+,A,D,120.88213480333528,E,132.89028799027074,D,D,D,157.89139861765273,-167.9868738111574,-61.691933057423,E,134.32460196117546,140.89181545006716,48.09569714386658,-34.895884604524426,-72.48990797063587,-90.58878811668633,0
Both,Asian,Bisexual,51-65,D,E,-28.949685232159467,B,-221.23053762090342,D,E,B,-0.7185525422427973,-111.79357601101236,-26.850010409346993,D,128.43205487244776,-17.875038748193003,88.44534111558283,1.5057758218572066,-71.96641058888396,103.97332918773515,1
No,African American,Bisexual,65+,B,E,-36.60386658042248,E,-91.0821626376936,A,D,A,133.92923202506438,89.0744517253036,43.2000132927519,C,-64.09389484614874,31.658488540324008,156.65246477409903,-16.056551902639285,-148.67293063858136,-59.8038046924271,0
Physical,African American,Heterosexual,26-35,C,C,-44.01195159943536,C,192.3113299069072,D,A,C,36.63859398121114,-321.5670355343524,-36.02760791230423,E,-57.99938833919377,-16.962193633086475,30.571274775554475,48.87251943792135,31.76275434560636,128.60385909668062,0
No,White,Bisexual,65+,C,A,150.7342967153067,C,-214.59056635121573,C,D,D,72.62761790196274,119.1582217982517,86.59646401764714,A,-46.17229744544003,167.94151226609193,-160.11378033195325,81.52107786543539,85.42647928343196,-219.96496662160902,0
Yes,Hispanic,Homosexual,26-35,E,C,9.415768809726908,E,-16.340184939438092,A,A,C,-173.59784476272776,-5.0425746385068475,16.234344760762966,B,-34.24188492823449,-69.2037831252691,16.049012448645126,-172.28942063670638,-137.33538787517708,-196.57846662732362,0
Physical,African American,Other,18-25,C,A,-159.39743338671641,B,172.20371463323582,A,B,E,118.42255681739739,-64.47541730078052,87.55570568811713,B,-10.268470616911655,-119.68053522744889,104.02162821549223,7.998513771383359,-146.8342035748394,-245.81309450384992,0
Mental,Hispanic,Homosexual,51-65,B,C,-91.07037404559074,D,-46.771616662722515,D,C,B,-111.53842473850013,-36.12295632604861,43.52458035685682,D,-5.019448902129552,109.70320787946552,53.721177659130724,126.80502852504596,-176.75243261851915,128.90075380709283,1
Yes,African American,Heterosexual,51-65,A,D,-10.848142012602088,B,-161.77291723974002,B,E,B,169.20690627333636,-31.00020410644247,-50.66868551122501,D,-34.54501744153949,40.9991125158591,-82.07587668641406,74.18761027713437,-18.901987060916937,-22.37724347857203,1
Physical,Hispanic,Bisexual,65+,D,A,119.25371078882144,C,-89.0752143459336,A,B,A,-6.504181000374263,-46.60150561677108,-142.66579963024972,D,-82.38670533551252,-121.18776581432232,101.33127605654364,-38.497999222823296,233.81389128889344,-19.99804466096302,0
None,Black,Heterosexual,65+,B,D,-62.24407209248447,B,55.86517049578158,A,B,D,-7.070943900299634,-249.3856244241972,-137.72765016355902,A,35.67930976778751,-139.4778404364442,163.76045657406533,35.56907031435195,-4.746148466753537,83.04571338928497,0
No,Asian,Heterosexual,26-35,E,B,-96.05256777168509,C,96.05083979447292,E,D,A,-130.53813124229077,4.881226526691726,103.5594176617676,C,-50.7001985752978,-199.18035725130997,46.954659931814284,55.17843512341051,-143.915677393763,92.81805248182542,0
No,African American,Heterosexual,26-35,B,C,20.385526590873436,B,-10.868659896150257,C,E,A,-67.4089279079575,69.04043985967692,-19.02449823576547,D,132.40290924634274,94.88078627502333,-62.82193327945309,-213.41819074042826,61.10511083850617,-24.45702810615369,0
Mental,Other,Bisexual,18-25,B,D,129.77643700097389,E,-56.33544376753664,D,D,A,-72.57987197289698,26.39986516250342,86.07035853606428,E,107.44381546039688,83.17597353167994,-2.0690434782215035,-103.65814317860314,-33.27194136627637,11.524084039634218,1
Yes,Other,Other,51-65,E,C,-213.34660769356793,E,195.94296008010002,E,A,E,-121.7649820381201,-54.26447829076294,-50.96543957569064,A,-45.43614810080221,124.93455623228706,83.67394904489143,152.49596871531114,-96.21860690566808,-91.31482383260526,1
Yes,White,Homosexual,36-50,B,A,-114.8502986656474,A,58.26026317432307,D,C,D,-41.84837764706902,19.381312249989257,-72.46391778354663,D,5.481336435662974,-90.80991354097054,222.22182606612512,-41.12980470263224,-44.594217787979716,5.607226759758385,0
Yes,Asian,Homosexual,51-65,A,A,-363.92429888261506,D,118.36830157551672,A,C,E,3.6807583981229666,174.51706867350651,58.9423512362889,A,137.92002058177775,-163.16010223848548,149.48031493615815,44.52589224625314,146.30736806629153,-26.05445844150535,0
Mental,African American,Bisexual,26-35,B,B,140.59531878267072,B,-6.158213426116411,D,A,D,99.95360530599355,88.01405609659594,79.34430228643471,D,40.222108072685664,37.404025630758106,155.283608565139,123.39626819340556,-86.36285519288968,-214.78259385772017,1
None,African American,Homosexual,26-35,E,E,-16.87372933431342,A,-25.25029668092723,E,C,E,-103.4202785021968,-6.312343636052993,-180.26009585535064,A,-77.91565671013711,-116.14234087335234,-125.34307797397544,-16.23171200580771,29.577612538384734,-24.300351175569688,0
Physical,Hispanic,Heterosexual,18-25,E,A,-123.50677860106349,C,223.77553249297003,D,C,E,-48.54801351432729,146.53551973509565,-36.30398382752925,C,28.42732663601526,-110.30516225620184,-85.04234350367517,61.95094411569766,190.22524490888495,-79.65221843292669,0
Physical,White,Heterosexual,18-25,C,D,-101.345718175019,E,-29.35323061711872,D,E,E,-5.146310376777867,-65.04888240896098,188.69649422261386,D,-25.823362548081825,29.281198018659442,223.3379312279451,-74.42088644140964,164.25346489428867,-1.037859412230085,0
None,Asian,Heterosexual,36-50,A,C,6.340091662191531,D,-236.85278189776557,C,D,A,248.86031354667165,-69.37062802754826,17.694997257272842,C,-55.45384722104774,-25.416087242989367,78.19630709458205,-53.21523175327331,89.63282697488255,44.82656221796614,1
None,Black,Bisexual,51-65,B,A,109.25092813115964,E,236.06266378492947,B,E,D,78.54139579575833,63.894092735988785,-15.374098606956203,C,-73.42636129066355,5.884357420051516,17.197425650894047,173.8549469630048,-38.24163465069617,21.7951928375117,0
Mental,White,Homosexual,51-65,E,E,-70.18705490669068,A,80.94930053637403,E,A,D,-87.07424468101446,-38.517492438670395,-28.670198497858735,C,37.06746659813983,29.792581723285767,-96.12035641833486,66.03805274673576,20.311531937425553,-39.65783301411287,0
No,White,Other,65+,D,D,-131.53542997976606,A,63.87923611648739,A,A,C,243.76178063367723,103.92721081170819,165.1642795910182,D,81.73110131948008,-62.65953264372056,-75.04140211257781,3.3063124356334503,37.12295593777661,92.1193772111635,1
Physical,Hispanic,Bisexual,36-50,A,C,54.079290776616354,D,-64.30218389860812,E,A,E,75.28577878862636,-60.587679292673336,-130.74776578744456,B,-17.94920238849948,-236.40128168469786,70.7473998625895,55.11952332999663,-1.3084232055984302,-195.5399611261036,0
Physical,Hispanic,Bisexual,26-35,E,A,-25.69876776233155,A,-119.64364636530978,C,B,D,9.663783986338178,-19.701545355435403,8.865331013890396,D,-52.542819756516,-15.637751306126004,140.9391342353522,-59.373993315822894,-37.325115012495566,27.618317533134757,0
Yes,White,Heterosexual,26-35,A,D,91.73866662515809,E,70.51284183774938,D,B,B,49.5910543146132,-97.60089520024711,-174.7668651061931,E,39.48688332232541,11.790545316878125,-132.73587833743755,112.0413522941954,-115.18911260850926,0.35848969621830823,1
Yes,Asian,Homosexual,65+,A,E,-109.97769670707524,C,-197.77709843773707,D,E,A,-131.41878150140343,170.3573542479129,-46.71332113017468,C,-66.23447731977227,112.51651423629123,-37.7958125068403,151.71552926384268,100.70892874983899,85.63971860645356,1
Mental,White,Heterosexual,51-65,A,A,110.05526786535249,A,-170.1730601834958,B,B,A,249.27043370586483,-3.472300783748487,-165.23302365081298,E,-55.48276468717871,14.007218222978674,99.73389538379995,115.83835477022788,25.291863521437225,-78.37338010036703,0
Yes,African American,Heterosexual,51-65,C,E,-76.98194180380138,A,-179.24076148034652,C,B,C,-28.87993968351974,-90.08822670939445,33.46080922272744,A,12.244981555302624,67.75116207465237,-1.7348894527984116,90.87638742432141,-37.3483420695131,193.07503700598582,0
Both,Hispanic,Homosexual,65+,B,D,-72.23635548868062,A,98.00430360304799,D,D,C,188.6243696783204,72.8859598643531,141.52379464050588,E,-104.37756299746171,-29.76850583465297,-34.43210505781602,104.0869874805958,66.1816433114363,103.10456711503258,1
Yes,Asian,Heterosexual,36-50,A,A,54.00106097698064,B,55.27982219818697,A,D,C,140.289752207119,32.67626967758026,116.8906062311122,E,-78.35330209708792,68.18958627904969,80.07862938913343,77.16741837773307,66.58513325500002,21.887645210446035,1
Physical,Hispanic,Heterosexual,51-65,C,E,-11.364926587051245,D,-81.05718775238905,D,A,B,21.53484314359532,46.36542122087368,23.567867172334704,D,-94.78229981308267,4.1950256071074,153.07609321100304,-99.2751474716786,-68.10488013553176,127.34393333733884,0
Both,Other,Other,26-35,D,E,-178.40159796020723,A,160.57919054985373,A,A,E,75.248433167554,59.8118499776239,159.12753279293054,B,223.57433520458844,42.20278668351841,53.534139554984804,-46.12381401213549,3.716532104680042,-8.562417326838005,0
No,Asian,Heterosexual,65+,E,C,58.76475459434561,C,-44.87269334540702,D,A,A,-48.27535280943738,-140.85062100660065,105.09469045752884,B,45.106969281179104,-37.97567887818465,32.93671531917598,-99.4278417275311,49.40582290301332,70.54997624079637,1
Mental,Asian,Bisexual,18-25,B,E,-60.04361684854109,D,10.171007576633938,D,A,E,-64.21851590045546,-20.063482630963513,56.873826941811345,E,-17.125417326350686,237.1742388404496,81.47180540617119,194.24132286091992,214.49013220040052,128.04854695028294,1
Physical,White,Other,26-35,D,D,166.3893514624942,D,-90.97363799616481,E,D,B,-48.5649134879364,-83.2801904667558,-124.04298386945992,E,2.7489279214399978,62.944960029848914,44.65989979728059,-17.247200270881287,183.9209090841392,18.125468981901733,1
No,Other,Bisexual,65+,C,A,-4.682719348183202,E,-74.241108858296,C,C,C,-53.21424159868402,-129.29023892690998,140.14089088801086,C,237.31560168391175,-123.67003786225436,11.266688359393493,3.4923398353796027,-31.215760275552622,61.815726373824,0
Mental,White,Heterosexual,26-35,D,B,57.227225910097026,B,9.288514054879892,C,D,A,3.244139137166728,-100.1694453558919,60.381728200903574,A,-67.1803907667524,-0.9790399667305071,29.223869427183207,12.749520764611946,-202.38476880328307,127.05303899698083,0
Both,Hispanic,Homosexual,51-65,C,D,-6.2797808218627456,C,95.09677889703076,B,D,B,47.34612258124554,-214.41866371953088,117.05070924417487,A,24.13205174510005,-0.7869178609707311,-59.90891848252359,-29.10006604892976,-66.40253322127526,82.48386657648376,0
Yes,Asian,Other,36-50,B,B,-3.1070759775787256,D,-24.424680591402335,D,E,A,0.3951097495154673,-1.5320515547900622,29.668325476134054,E,154.69443342076698,-22.208984943695672,153.53444466772606,-109.24133794263659,141.45255889461046,10.420027466780239,1
Both,Asian,Heterosexual,18-25,D,A,-36.44875400722465,C,67.09535095264081,E,D,D,104.2543628143293,-70.55020359996324,-32.82567243205506,C,-103.38036697722217,-168.12097164558267,23.527128897206527,86.63465451412938,95.20208069786871,-25.707459883768873,0
Mental,African American,Heterosexual,36-50,A,B,45.80695136798836,A,-129.76159436768563,B,C,E,-169.16384868115574,-103.12310719063495,-27.18025648603416,C,186.45912376511237,21.158528036508745,20.148927060410962,-30.590663893086873,-144.08377354882737,-20.85019856708612,0
Physical,Hispanic,Bisexual,51-65,D,B,32.982354124128626,D,15.660372952785378,D,B,A,135.32177599917168,-56.86554040933832,-71.04519736222659,B,93.81101198909867,-81.47456876272425,-256.3542706886485,1.8993061683492412,-79.31567397417282,119.47805575621804,1
Physical,Black,Heterosexual,51-65,B,A,-106.42454455533392,C,-47.1671850463864,A,D,B,-82.60112513875575,-177.08731196096852,44.50962145999949,D,31.382170020383143,-56.70814891725534,78.81242491390387,-74.26790373539106,18.798686386203585,-31.61521905837538,1
Yes,Black,Other,26-35,C,B,63.31159288964485,B,-156.01002253128007,A,A,C,23.240646419007,94.50821764455355,-127.60680137334568,B,-192.87179352198868,-123.42626938637828,-101.423429295795,-1.8740132376788015,-31.959422200884358,4.946419879944456,1
Physical,Black,Other,26-35,C,D,-140.85319743745995,E,-68.89650311665262,B,A,A,168.77136980090353,-10.478882080246004,14.012250801185184,E,42.84528260139355,17.46959987416927,43.89407860295386,-73.7188391707307,2.4507790627750117,-31.345988858042496,0
Mental,Other,Bisexual,26-35,E,B,-163.49673893344251,A,93.04118911606618,B,E,B,34.01139023179808,-59.85308805532517,-47.06381257519134,E,-53.755836644821095,-79.10353716583045,-148.73927866319093,-134.19750457473185,107.31291256454753,12.538350839413464,0
Physical,Hispanic,Bisexual,51-65,D,A,134.11150748889526,B,135.1325738660454,B,B,E,-90.00771855858305,-31.625334568453706,-61.995244083974576,E,74.71579744848827,22.168490441344126,-144.10835257460727,153.65115974165604,-36.89774282791952,146.34638579763836,0
No,White,Bisexual,26-35,B,A,-59.74170507204881,A,179.84177710167612,E,B,A,253.26075638242585,17.524610167018867,1.3849123996763375,B,146.82458719956412,11.59974862752807,-171.54963341838868,-84.27772621054793,-119.93082909178207,-39.74742142601899,1
No,Black,Heterosexual,36-50,E,C,83.68500814171375,E,151.2825553376754,C,B,E,23.89771969858617,64.92877152752848,47.11257179434304,A,-88.16778511648657,71.57203884661729,-28.900225701358995,-44.66399983347436,46.8832208139977,-76.01796014105543,0
None,Hispanic,Bisexual,18-25,B,B,22.359525957760294,D,-67.29803261722677,A,B,B,17.173676231454085,-35.1028021960786,-32.20357067552641,E,-134.4481433399103,79.18409889640952,110.40359505398625,-68.44082882187354,-3.2097632971108077,-58.506554685780024,0
Yes,Other,Other,51-65,E,A,-1.9732684613025508,A,130.99713615706614,D,E,A,53.78989201861787,-131.44878396872818,117.47750062859406,C,83.09566615526244,-177.50106435761347,182.82535989741072,-33.55696721746882,74.63658244850538,13.973686167246319,1
Yes,White,Heterosexual,18-25,E,C,-7.91071664067646,A,133.81130858602324,D,E,E,92.21744640448696,-72.285696634895,-80.04012754038807,C,93.38731930583369,-113.21037128397361,-3.8035314035982344,100.74173771397011,58.682229556664026,36.63079108958287,0
Mental,Black,Other,51-65,A,D,-256.1409644618505,A,-74.066300685633,A,D,B,-4.696056215569267,-81.5078823109851,-30.85655961318446,B,-78.33213287617566,80.73898452586182,-53.914779652128395,18.966560355981336,-5.93764215645994,27.02207175456382,1
Mental,Asian,Bisexual,26-35,B,D,-127.28210828660585,D,61.28320967537191,B,C,C,-57.8516176653408,138.12516953964914,74.79535860303373,B,123.93179789185092,-36.86422919174825,-159.57926297654137,16.633200188245933,-115.08826650919602,-140.0085640394269,1
Yes,Black,Heterosexual,18-25,B,E,-74.0612218862185,E,-230.81418222256812,B,B,B,94.8590430042509,-91.78537108425192,12.043095262329214,C,-89.12909432841421,-102.690002711624,46.396171811947475,78.0621547462318,24.779334180303316,31.394621409875345,0
Yes,Hispanic,Other,36-50,A,B,-32.7056491553372,C,-50.79994815034705,B,C,E,25.079136555256337,-50.50763648443572,50.61323717495421,E,77.1861410334977,123.08474470865617,-15.978518647559872,13.553093498142129,-137.40353420283682,-184.31886142374364,0
Physical,White,Other,51-65,C,B,-60.9966214813365,E,90.20634999745064,C,C,C,33.10539102421649,31.192967780432145,-10.468447838572766,C,-80.98539397644075,38.986060417432135,317.6748863385783,61.91070422613969,116.21662551620857,-90.60662487480617,1
None,Other,Bisexual,65+,E,E,2.25229950825683,C,6.613292345665775,A,A,E,-64.48218878239864,21.448425424792223,175.83092854818716,A,48.771216464042766,-24.96783941038414,183.43098237010443,-145.7883097979391,39.27440462947503,-89.37102464270083,1
Yes,African American,Heterosexual,18-25,C,D,50.32848591734855,A,-195.39697063508152,C,A,C,-19.60635239482761,-96.51877197902895,63.39896014082208,D,-18.07372262259799,50.890205254893495,129.69238340844012,-128.66465037747935,-6.798761548736637,83.37986616647781,1
No,Asian,Bisexual,51-65,E,C,148.76850420605845,B,-123.29590151102461,A,D,B,89.42567681386453,137.322186274729,230.581361140443,C,-181.05486724813426,-72.67167539864843,226.8597729122195,-36.99054317203123,-0.05765462560238455,140.2478155251342,0
Yes,Asian,Homosexual,26-35,E,E,18.239249857606897,E,-130.05542725127995,A,E,A,138.0084763986744,66.8818335857264,-94.19214495171836,A,-176.80091490815718,82.56319534635861,-97.05623560249104,-92.73118177068474,-63.104990180371935,-51.878103928597675,0
Both,Hispanic,Bisexual,36-50,D,A,3.6644227739516193,B,-96.1610618363575,C,A,E,-34.68028771743026,-27.644677399928575,128.84248865110098,E,193.67945315021188,62.53933153927069,-65.53434716090982,92.51899236953783,15.068712899566549,134.64646393734313,1
Both,Asian,Homosexual,65+,E,D,-171.50373247916036,D,-213.883094149979,A,B,C,67.72211728084413,-127.05582327081915,-100.9298311813009,A,-3.656089240663798,-105.44967304098212,-148.72567992470061,-35.26890940907649,97.61658565972144,-108.05999808840443,1
Physical,Hispanic,Homosexual,65+,D,B,135.9437694629523,C,-4.468659915409458,C,B,B,40.34819447095486,262.2788590926162,100.24414518838454,A,-114.92475177612324,12.417933590678999,-83.03532119376203,0.46460557268500174,193.3585225484445,-74.46225922324061,0
Both,Black,Homosexual,18-25,E,A,-156.17019133282594,C,-75.4335932991228,B,A,A,25.05242654611674,2.3680052206173445,3.9318304557591897,B,216.56345467763552,26.69138081670314,40.9756489344418,-198.48354254449734,-68.37329375248174,141.17442605004013,0
Yes,White,Other,18-25,D,B,-130.43999527371312,C,19.57048127772332,A,C,C,-42.387072758609136,85.16220532744785,206.14461259275726,D,-14.433023955037921,-75.94659454470684,-83.85121062432938,-47.9145908877019,-184.62359297093275,-99.74292611626996,0
Both,Other,Homosexual,36-50,E,C,-48.51413234371599,E,88.86257408649249,A,D,C,140.86089308789843,11.527533030945424,34.52258719114249,B,-64.03974116492317,-84.61895508813402,-50.26157595678017,-34.601867697939355,55.34778687683253,-117.03332425581685,0
Mental,Other,Bisexual,18-25,C,E,73.71958047829034,B,-152.35923499365504,E,A,D,-57.2742852270988,4.467854003647033,151.72783569182695,E,129.79344819533594,50.57169105071089,254.33899531721508,109.68600457192548,-11.950844421348744,-87.01125545193766,1
Yes,Other,Heterosexual,51-65,B,D,-53.78854431812877,A,-68.58716740553828,D,D,B,134.75264403098606,-70.0406086013246,91.34779952717638,D,-106.20803055248797,38.018841426471795,-94.99945529076373,-273.2452536406542,-64.02714595324785,-34.60105827249315,1
No,Asian,Other,18-25,A,D,73.0791871205955,D,67.18556447385876,C,A,C,-123.42129070740147,-94.33883420503065,-33.89175726901372,E,22.487665421795853,140.7559579449915,48.45292560090363,-85.69171699541552,-134.37179868236063,18.468736432320295,0
Mental,Black,Homosexual,18-25,C,B,84.60249177778479,B,-37.13312733238782,B,E,E,59.27782144509184,179.55780464945684,2.49998297519214,B,-29.797667776893082,-76.42998072695782,41.645457423167386,-74.07702889230148,70.90162360581672,-47.373330662912856,0
Mental,Black,Heterosexual,65+,A,C,52.210359840341795,A,-15.4971408851129,B,E,E,-26.476231387410515,152.355706204785,37.25676055051962,C,-191.62547312643835,127.59394493946301,16.860062422459357,45.89729817357883,-133.8518671744385,277.28816361875033,0
Yes,African American,Other,65+,D,D,-90.68938865319251,E,11.098925477832687,E,C,A,-7.287085193014716,-132.95704811781133,-122.38868583115445,E,124.05004053862498,-74.48843208207029,-3.880361306736968,-0.01610686288872061,-81.48686688905202,-78.64570089167748,1
None,Hispanic,Homosexual,65+,D,E,-104.60344149113551,D,188.45890190941853,C,C,B,-77.50918908760045,147.3634248154074,-11.224746843294508,D,117.43951614102038,165.89450169046532,92.56287076006065,-162.56288592054227,-61.22106509215875,73.10874565352982,1
None,Other,Heterosexual,65+,A,C,54.816042086497916,C,-154.81849983864265,A,A,E,-51.60489623733269,22.993127829233302,-57.92291059609778,D,66.08537492042986,-45.77827227257201,-117.5605422148578,-164.11140341328786,165.63166531332914,-133.40497907378787,0
Both,Asian,Heterosexual,36-50,C,C,149.26637584801944,E,128.73196094326778,E,A,E,-17.56558670353006,-54.29179877074753,-159.5080531478365,B,53.20880151926419,19.32814458620894,-197.3325134229191,78.65998146548422,145.679642995152,-96.03710185407905,1
Yes,Hispanic,Homosexual,18-25,B,B,1.8469326409290856,D,-45.92846289316485,C,B,B,-89.2670506944293,62.08497576657487,-97.46549726393255,C,-56.90019383090866,40.98000569860233,22.577494258900074,-76.97214255894373,32.629509673736685,-68.78658666104415,1
Yes,African American,Homosexual,26-35,B,A,-88.08672853798637,A,114.32491470605146,C,E,A,81.92189398932221,72.67807354977002,99.49607816340747,C,-107.04295395639922,-51.65746591236863,79.12891864437117,91.21751373238362,-28.491053412713875,-48.43806730674574,1
Yes,African American,Homosexual,51-65,E,B,-41.80756806913883,A,-9.0176982720005,A,A,E,-52.198961927371,-140.49158655347384,66.99396649738664,D,-42.43613406465771,16.567254989273987,-173.18184334191938,-24.792520153853424,80.55547215055937,91.21338176203793,0
Physical,Other,Heterosexual,65+,D,B,30.11277172368229,A,-3.7927687016383453,E,E,A,-11.519434155417644,-84.19855751238259,9.325355498949497,A,19.828372893865684,109.56987293672378,-177.91794457243267,185.75195139752918,104.1076399868814,-207.61790153024072,1
