disability,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,Germany,30.28085959923226,E,C,-34.46976586700213,157.1284546846254,233.67026050637475,A,E,B,1
Yes,Germany,87.72482899299293,E,C,20.267329448748946,51.80213805274344,-68.63495942017626,D,C,A,0
No,Germany,175.69791836929448,A,E,130.35457564181203,-125.53092295252193,-91.45994212265455,D,B,B,0
Physical,Other,6.559228273082704,B,B,-55.63644458973634,-0.18539523819569334,9.21952823845412,D,D,B,1
None,Mexico,-4.1692248089319675,B,D,-8.248616026896908,-110.26550989359396,102.8294317405033,E,A,A,0
Mental,US,5.210292863536067,E,E,-147.57974118955008,148.21340186255333,-63.61467592411327,D,A,D,0
No,Other,10.140408020814778,C,E,-20.620018796615074,26.49963200265466,20.269744095800938,A,B,C,0
Both,Germany,139.54525131588545,B,A,45.31583503237485,25.103464419291043,-82.70840631165999,C,E,E,1
Mental,UK,-92.5745916728585,D,B,-119.5716719772127,41.679948606300194,-16.768322897041386,C,A,A,1
Physical,Brazil,50.70900251195939,C,A,-169.44035421165768,3.8876250875525766,91.06813468558447,D,C,B,0
Yes,Brazil,-30.494086920112572,E,B,-75.3973395215703,36.88057189743252,116.39175208530877,B,D,A,1
Both,Brazil,-32.28506499060097,E,E,-108.18209494274716,-46.124485131397996,-33.879800970783606,C,A,B,1
None,Other,58.72493832632853,A,E,18.55319353150626,45.368964235304176,39.3505466281393,D,A,A,0
Both,UK,-43.82116192503633,E,D,-125.18012494192239,-19.28908040421887,-15.982562233689299,B,E,E,0
Yes,India,188.49336370249188,A,A,10.495227640128805,28.966284511384515,-89.82498875556884,C,E,D,1
No,Mexico,59.48141414079641,C,C,-15.22200907523137,31.44687772041344,-179.4024486238894,C,A,D,0
No,US,48.85324262046037,A,C,-79.62522869867753,-45.21505573110013,-177.86257491239513,D,B,C,0
Physical,Mexico,1.357575991271957,C,C,23.32861767364505,15.256743029543577,-90.88079532649269,C,E,E,1
Both,Other,37.75680364149293,D,E,44.399339611498476,121.05597297746814,-55.10533837973075,B,A,D,0
Both,UK,222.4423222912605,C,A,-121.19753864131926,-102.78917579196766,-47.283627152537576,C,B,A,1
No,Mexico,137.6183469093897,C,C,-87.5773498581103,-32.473098696224035,169.1950640467039,B,B,D,0
Both,Brazil,-115.81297861886377,C,D,10.633090617718064,40.40117719670869,-176.17094215515283,D,C,A,0
Both,China,-16.516165938951243,E,C,84.57530440581277,131.78684997870693,14.663616998100002,C,E,A,0
None,India,22.132182673441847,B,A,-16.181101454294026,-112.66200276028727,175.79876750213018,E,D,A,1
Mental,Germany,88.32492963851772,C,E,104.74916245253793,-95.93068700156066,41.77238791951945,A,C,E,0
None,Other,59.380654527219626,D,E,169.8331291981996,54.978494764821605,52.42054986127387,D,D,D,1
Both,US,92.54016674273173,B,C,-112.60665090220392,45.786819847908525,-15.768872676942557,E,D,C,1
Both,India,-82.63887800602213,D,E,-122.17598139714573,22.268017425463675,-182.56260699291903,E,D,C,1
Physical,China,66.07615144003948,A,B,-123.11645717366699,-112.42760481025118,-95.71227690447952,D,C,D,1
No,Germany,33.0086331028805,B,E,-124.71087817249096,42.66073567761535,-121.39519635679387,A,E,B,1
Physical,Brazil,109.96501786098113,E,D,47.30659160357082,34.96285327626026,-69.13745991061458,C,D,B,0
No,Mexico,-156.35595977137618,D,B,-214.7880064769771,6.810093374605166,-96.40821096453945,E,B,B,1
Yes,Other,-12.131583606961108,D,C,-144.14125344615599,-10.65885077197014,44.564145453443984,A,E,A,1
Physical,Germany,19.784644675406017,E,D,47.493057791195604,71.91724882611612,-7.034311479469315,B,D,A,1
Mental,US,48.09480107335663,A,D,-27.846085971098816,-159.17134835729627,-51.22464599815275,B,C,B,0
Yes,US,85.01702556308854,B,B,-66.07363333446152,-75.63298542547152,-45.37511008708256,D,E,D,0
None,US,-21.75307276112567,E,E,54.977005485652185,-72.17485971212696,-21.50671856034973,E,B,A,0
Yes,Germany,130.38033703489234,E,C,-110.05102841044933,-379.36163725692194,-186.50341303560145,A,A,C,1
Both,Mexico,19.363925616724067,B,E,37.087660238975566,-56.83810137245743,94.41826421332064,B,A,B,1
Both,Germany,-13.700788317585207,C,B,166.30698220186812,-54.172594867729515,-77.53226063589716,D,C,A,0
Yes,Mexico,61.89628378804486,B,E,-57.37819508349414,121.34182570343943,80.5684348624442,C,C,A,0
Mental,Brazil,42.46067504590441,B,B,72.97283465111057,-91.2546931490295,-125.33225970846864,B,A,B,1
None,Germany,57.871025343006366,A,B,-136.38715172188404,-208.47982616996455,31.129997375192215,B,E,D,0
Physical,UK,-95.49302701253403,B,E,39.52376264834028,174.44298707021605,52.005178794740914,B,B,A,1
Both,US,-69.57297054735285,C,B,-81.97281033393831,-50.64700388325397,52.26120381137688,B,C,B,0
Yes,UK,47.52394684491759,E,B,-100.53814569049133,-27.7885829093526,50.75539558561447,B,B,C,1
Yes,Mexico,-74.87398576729164,C,B,5.216774983457166,117.89116164901527,194.5847590775453,D,C,B,1
Yes,UK,-148.88978773183118,E,B,-149.44488213101434,99.51018278350492,-97.08840878920726,A,D,C,1
Physical,China,40.27864144769217,A,D,-116.30353083032978,27.424703422774353,76.76860654770121,A,C,B,0
Both,UK,69.73632325638795,A,A,4.597896415038494,112.00419632911489,35.15588841407764,E,B,E,1
Mental,UK,-63.31802065368066,D,C,3.8213962505718944,-96.9233567758771,-104.53746279235662,C,C,A,0
Physical,US,36.67965237367086,C,B,76.50132782639338,87.19208558898046,-22.43423988569089,B,A,D,0
No,India,-16.900119792206617,C,D,-126.06876328432448,-21.960742033719292,-154.34157669363273,B,D,B,1
Physical,India,-19.147289383439627,E,E,-71.02057616825535,-255.04889865358834,8.338348473751338,A,B,C,1
Mental,India,-79.84094113392867,A,D,-88.18649343229156,-130.23260997548817,41.33174533041692,C,D,E,1
Both,Mexico,-159.00466338016213,C,B,-62.63615578121021,-31.913371865005075,80.12026327850221,E,D,E,1
No,Other,-110.17778390474973,D,D,-32.6584125961395,94.52616286253472,74.90441322140096,A,E,A,1
None,Brazil,-174.7751459784342,E,A,107.00757289627218,-55.03494438246401,218.2070325107461,C,E,B,0
Mental,Mexico,-3.600559758358752,B,D,-56.76102612772888,47.251779398819686,151.10476874788753,D,B,E,1
None,Brazil,-77.88870005980061,A,A,-16.245500640309693,57.504247728235924,-21.95914413892085,A,C,D,1
No,UK,162.90607145570857,C,B,-280.5237595275383,-58.04599336166611,40.282386826841645,A,C,B,0
Both,India,-34.95116878614456,A,A,19.667578633651598,-37.993154087377775,-85.1775804305462,E,B,E,1
Mental,Brazil,77.15768525842432,E,C,-161.40082522617715,-62.91112558863583,-57.15805829456676,C,A,B,0
Yes,US,-130.5544774433572,A,B,215.20325435016306,121.68935435238775,120.31901024459223,D,C,A,0
Physical,Brazil,44.73100080252809,E,D,-34.707055892757694,-80.66557080581276,33.308135054668966,B,D,D,1
Physical,India,108.7773885061523,E,E,-58.521932079275665,11.726096957862016,24.778081862675613,B,D,A,0
None,India,-62.08948628229645,E,B,51.306427411805245,-21.094183161986983,-63.208827459756755,A,E,B,1
Both,India,-203.06808323696794,B,E,110.13095409535045,174.4013929523614,192.00586911990916,D,D,C,0
Both,China,-114.88670149178711,D,A,-59.905991045235915,107.5487891221375,-261.5212040116685,B,E,A,0
None,US,-2.6883505051243706,A,E,86.10355801092152,-98.76785552109925,21.315880288372163,B,B,B,0
Mental,China,-66.6444113513374,B,B,-9.317700772841237,-122.18528133022527,-76.83198168687898,B,D,C,0
Both,India,280.2707030096188,B,C,290.11957499054006,-140.3468994514848,-123.93576416216858,B,B,B,0
Yes,Germany,29.725043504564486,C,C,95.77808659585956,114.82086764288451,86.4281025326843,A,C,E,0
Yes,China,-163.25708528631776,B,D,-47.285889505325585,125.47972676627921,220.83417877673398,D,A,D,1
Mental,Mexico,71.25080356375253,D,C,2.4552224734985715,1.5165515501766098,153.93473507521318,B,A,C,1
Both,China,186.8177610016162,A,E,-37.16706962813678,-43.20940128692925,-87.0737564004065,C,E,A,1
Yes,UK,53.010539397148214,A,A,-76.08163510917748,-86.45288084429978,215.10965583818472,B,D,C,1
No,Mexico,202.63126314223018,E,A,116.13409448474216,138.39608952996073,0.09630385086085681,A,A,D,0
Both,US,-155.6172452786439,D,E,-52.89556882665424,56.186968429892595,49.06436129513663,E,A,E,0
Yes,Brazil,15.242260939603153,E,D,11.871533939081369,-17.94223321281924,187.63254868141465,C,E,D,0
Yes,UK,10.009101404578738,B,E,-57.41647138601673,24.937519139646977,15.921143286111079,C,D,D,0
Yes,Other,-27.524410698818468,C,B,-72.89713866742277,-84.95981501487462,41.83204060869786,C,D,B,1
Both,China,193.72694709321263,E,C,-136.17735701040885,124.2219780030251,-44.25908305104881,D,D,C,0
Physical,Brazil,47.3513043155014,A,B,-66.09677480088017,-4.476262226355428,130.2709941918375,B,A,A,1
None,Germany,-16.460120237732117,D,B,-84.69537998471024,-208.05771192584027,-109.85320859023979,D,A,C,0
No,Brazil,46.97649487398183,E,D,-97.98290399711551,47.55525767646508,132.47874408447134,A,E,B,1
No,India,-1.1675175095486512,C,B,104.23414343272808,-87.04246816195933,20.461206011296248,E,B,B,0
None,Brazil,-19.18864470771426,C,A,88.10428916723117,-118.10769713254679,13.849317405404552,D,D,E,0
None,Germany,164.87045309545053,E,B,-29.563922912139862,35.93437404290188,-220.23174077551303,E,D,E,1
Yes,Other,-54.8104515851359,A,E,-25.116738712876973,188.9620317746504,84.70750159477174,B,D,B,0
Yes,Germany,308.6628897508812,C,E,-26.056871831351593,166.36115386481399,60.43430278743639,B,E,E,0
Mental,UK,-122.67016240169775,D,C,20.441673721417345,-16.31532485405505,-36.59037716937708,E,C,B,1
Mental,Brazil,-114.95602349928711,A,E,109.42514152650877,-132.09548351316477,73.11515811724877,E,D,D,0
Both,Other,151.9890481720594,D,B,-131.27111284057125,-87.26599786422412,21.564053255341662,C,E,B,1
Both,China,-43.09717515016847,A,E,18.80064726009642,332.35939605743545,47.54601876051098,E,E,D,0
None,China,47.82922140109777,E,B,-22.77322697965108,143.8983099144508,6.322858324131307,E,E,E,0
Yes,UK,55.753463859835286,E,E,-23.235720305426085,83.24399669355105,-103.8236383670145,B,E,A,0
Mental,Other,-211.63720880527222,A,B,-46.839769672389835,151.06060499925627,-76.4460509385778,C,D,A,0
Mental,UK,-18.45250465193512,B,C,-57.84894605113134,-101.59161725427504,10.825154614429593,E,E,B,0
None,China,-118.91539352463893,D,D,-220.4006581491337,-66.24248199886755,-38.04215501703462,C,D,D,0
No,Germany,83.63361843287441,C,E,-38.67677113182263,63.37676013944139,139.39624982906892,A,A,C,0
Both,China,110.37316056867105,B,B,-3.0370734951954175,201.51570273164415,61.901178394951216,A,E,E,0
Physical,US,15.725166104599014,C,C,-38.79354168384979,133.7449143897143,35.53746784879625,A,A,E,0
Mental,Germany,18.72116571109105,A,C,134.1869543107734,41.009859054818456,40.934720702794564,D,A,D,1
No,Germany,132.08226516133084,C,E,28.822505215052345,4.4067228441495345,122.56886340555664,C,D,C,0
Yes,UK,90.90090252032994,E,D,13.577311402848458,-13.13607975347255,-144.78042481905356,B,E,D,0
Yes,Brazil,-132.68887265218657,D,C,71.20279737576695,81.39929670151834,-84.5419540335677,B,B,B,0
None,Germany,-142.02741928843662,B,D,-2.805749146010884,101.13813614060862,-128.5574826123273,C,A,A,0
Yes,Germany,-56.06985692831058,A,B,54.02612629309106,0.09849289000996518,-7.219503771303383,C,D,B,1
Both,Mexico,-118.68382470802025,B,E,-99.33768886202344,-3.7995151218281538,89.11444024095498,E,E,A,0
Yes,US,142.01037305010968,B,B,128.81778023296465,115.80785962713244,76.58386216513927,D,D,E,0
Yes,Germany,94.864039303718,C,E,-39.824973064878925,60.71232856994219,-96.51724254739996,D,A,B,1
Mental,Brazil,-108.96347237668739,A,C,27.196609355008345,-13.122865260777461,126.07238174183972,E,E,B,0
Yes,Germany,-19.44318453462407,B,C,10.88119834570285,-96.66678538318273,-7.689115531237421,A,E,D,1
No,Germany,-45.81419275096993,E,A,151.97648225816704,-106.4473864218086,99.03426550538393,A,C,B,1
Both,US,49.728797755682145,C,D,-92.6678866708476,-29.311540253094805,-63.99747269978532,E,A,B,0
Physical,Germany,-92.5524656287778,D,B,-212.714195916853,-246.7619560649629,0.6781301905023792,D,E,B,1
No,Mexico,70.79831059440357,C,B,-124.72989177625821,-260.2536303090658,17.877027571067426,E,D,A,0
Mental,US,-69.90496298576419,C,C,-11.132510761951524,133.49143852933597,101.90237323956353,E,B,B,1
Physical,Brazil,10.898531834955609,D,A,-52.399871687681454,-89.35627730108607,-58.85494470165469,C,B,D,1
Mental,Other,54.57064132842508,C,C,-27.899159382561873,26.371262271692615,-170.190817922412,C,D,B,0
Mental,UK,-11.228479411382633,B,C,138.1589759774388,89.13154834660949,-89.01056660517611,B,A,B,1
None,US,73.9655773087189,B,A,14.936481798970577,187.34931422199733,-61.55538692244903,B,C,B,0
None,China,-40.873127739657434,D,C,57.822896838974636,-127.12833170030513,-145.71768721903922,B,C,E,1
Mental,US,-42.34843161186406,E,E,80.49959985304623,-14.167496150240513,75.08299805731872,B,E,D,0
Physical,China,264.5642096832344,A,B,30.27995566051103,8.004612685434022,127.01481032061552,E,D,B,1
No,UK,225.46781424491093,C,B,-43.98030702228952,-56.967975670531615,0.6683481585799775,A,E,B,0
Yes,Germany,-13.191674955053653,E,A,87.8918904065672,82.25148832890062,43.76726827264242,D,D,D,1
Both,Germany,-12.237359085086654,A,D,-120.91735931822679,124.11207124044981,169.71539108815307,B,C,A,1
No,Mexico,-154.81365180483252,C,C,87.41946767130881,30.077868157317567,16.749464530129597,A,A,B,1
Yes,Mexico,-147.61728888567896,E,D,-146.8203734315679,4.368994807848725,-44.90334625525084,E,C,C,1
Mental,Mexico,21.39536676269426,E,A,24.29728713241139,117.57006207559715,150.5877819452972,D,B,C,1
Physical,Germany,189.9156402806015,A,C,108.1656999818961,40.00632258670912,71.60761845810914,D,D,C,1
Yes,Brazil,12.346929086479202,A,D,91.35932118072077,118.80679138752922,-108.9581014285659,E,B,C,0
Yes,UK,129.63279639070754,E,E,67.81857908006292,-51.19538612001725,1.4677189314645114,E,A,D,0
No,Mexico,-138.14634111446946,D,C,-47.01213416795999,91.55923039886078,63.38185222895375,C,D,C,1
None,US,149.67920417680247,A,D,8.471136224590145,-132.53243521951762,0.1345247544049147,C,E,D,1
No,Mexico,-49.401593908724244,A,C,70.60780579868762,151.10964012236337,114.02675248957677,B,E,E,1
Both,India,-61.005613886951494,B,A,-114.81797831058162,-141.59639342586112,134.88539950004187,E,B,D,1
Mental,Mexico,-33.78342256595727,B,A,-25.46855705475131,6.155753316207167,70.66456808865028,B,D,C,0
Yes,India,230.12689038143205,C,C,-89.2289894380899,83.45065781995083,63.6973968421407,A,E,D,1
Mental,Other,139.66242213607708,D,D,22.822868032457347,-8.607950805911212,88.19101703040178,B,E,D,1
Both,Brazil,-11.479483032461792,A,C,181.85660097330432,-17.375766672631748,-148.36170784327143,A,A,D,1
Both,India,-10.275021482492855,E,D,-101.07690452066977,-39.059310762033824,-27.701483596893905,D,E,E,1
None,UK,21.230253500485123,A,B,5.830039786574146,39.92015073554164,47.73034167256225,B,C,A,0
Mental,Mexico,-61.37054941260367,D,B,-165.7440474677024,-222.55214007833217,-104.11290452217112,B,C,A,1
Mental,China,65.6679428480994,A,D,4.92197416350075,156.38401108102664,35.838352837332636,E,C,C,0
No,US,143.89478955831342,A,B,26.43017383617779,-46.47847230416634,97.44536818263822,B,D,C,0
No,China,-0.9969119794525059,E,C,-142.74618783853285,42.63128764095238,-60.863136675151544,A,B,C,0
No,Other,-29.289898326273995,A,B,22.46395518899667,51.533382269240256,-38.154283475153626,B,B,B,0
Mental,US,90.79342299539397,E,D,54.97235473943086,-77.86981785441228,18.31487385299589,C,B,E,1
Both,Other,-67.66851250713556,C,E,37.80625666590699,-46.09389126794756,16.668700555990547,E,D,D,0
None,India,136.29714311878672,D,D,-12.16921074021379,-66.01459599494954,-7.868456350732044,B,E,C,1
No,Brazil,29.057694159687557,D,B,-96.43577954217528,102.00333362427831,66.23308757010695,A,B,B,1
Both,China,-15.347866025959245,B,B,-114.16538473080244,3.369594659476455,26.062825858031268,E,A,E,1
Both,China,22.74422783508816,C,A,85.32891390075858,-116.84524074327372,-148.72122383549734,B,B,A,1
None,China,156.91286105533487,C,C,-23.699787143687836,57.220863408584265,51.266211468920595,E,A,A,1
Both,Germany,-15.42852421260805,C,E,-12.156479275808618,0.7092645448175813,-173.01226656396602,D,A,A,0
Physical,Germany,-83.13876536365595,C,B,100.56575434299357,-157.20818254675802,171.73597265859186,A,A,B,0
None,Other,-26.558025076206143,A,A,-26.003404888708058,-192.876130263417,152.33231119322713,A,D,E,0
Both,India,31.595519139565543,B,D,-119.19223654707368,-0.3359969625437195,178.20077124075718,B,B,E,0
Mental,India,21.71602221800977,B,C,27.416287845317587,-107.75538140170102,-97.7111472789052,D,C,C,0
Both,UK,2.299777069358683,C,A,121.04136337314793,-172.7467716965776,-14.455248953008212,E,E,C,0
Yes,US,-56.42977160918623,A,D,0.6064454591672317,45.816947391141944,44.17568523038929,B,B,C,0
Both,US,-89.1466022418469,B,E,50.91200253900728,65.10604536784017,40.46254111873669,A,A,C,1
None,US,-51.71990115572537,D,E,-34.44182549623368,-87.16414252146562,-28.61493501826552,A,E,C,1
Mental,India,-43.847818436101676,E,B,-86.39745299573771,122.88178621449788,173.44085130491237,C,A,C,0
Yes,China,101.74013583323458,A,D,-196.93691480357563,-0.3677925107256286,247.7299018913356,B,D,E,0
Both,Mexico,-138.9044898964538,A,C,129.27983021553285,54.48367903860959,-62.82642600391708,C,C,B,1
None,China,53.73742110620135,C,D,-118.96701505279168,65.35220463739867,145.86912447799176,A,C,D,1
None,India,53.81722218911349,B,C,178.39837260450398,-117.62515189116401,58.133595784171575,D,B,A,1
Physical,Mexico,-105.276244042256,D,C,-49.57353598263675,279.0310665969917,62.32145170127512,B,D,C,1
Mental,Mexico,-188.24966864151506,E,C,-69.0852800268568,-93.49350200756771,-56.92038847317142,C,A,E,0
None,UK,-177.66617086385642,C,E,-72.93575143687836,94.77626646199828,-102.94788983591611,E,B,B,1
Both,Other,86.0558392396851,C,A,96.17979587432045,-0.4177092930306569,126.47099701035167,D,E,D,0
Both,China,115.63727940659241,E,C,-168.80882114441735,-15.626022161823961,20.430604108741672,E,D,B,0
Yes,China,-6.68062201084753,A,E,34.488810146686994,-23.595415989404696,-100.54601313236616,C,E,A,1
None,US,-91.52024674863634,C,C,30.697880243596583,-33.15108514159923,-167.11281914391,A,C,A,1
Physical,Mexico,-34.844689012930516,E,D,15.810176933638658,-235.40835463487082,70.72327415189665,B,B,C,1
None,Mexico,-64.07900587100384,D,E,51.91244772757646,57.14738599685506,0.12258644275859709,E,D,D,0
None,India,79.05761410322076,B,E,-53.665194675837746,7.249232366076111,105.73440115252306,A,E,D,0
Yes,Mexico,-112.8351676443434,D,C,-71.23850652735753,-9.800342391280163,-9.209588845908307,B,E,A,0
No,India,61.80808370617322,C,D,-8.281401200890508,80.68976297178968,-103.91999259093187,D,C,B,0
Both,Germany,-5.187505611458989,C,C,125.36352676241884,51.85453536206823,28.46980368008395,E,E,B,1
No,India,-93.93632423542414,D,B,-160.86330133696774,-23.22659725323339,179.2241924423777,E,D,D,1
Mental,Germany,66.21765313151089,B,D,55.68056061365151,30.683142639667736,-6.568064649352101,D,C,A,0
Mental,US,83.82899029721031,C,D,-8.894869793580776,61.85826173254764,-73.17996647904484,A,B,B,1
Both,Other,-15.748177799487006,B,B,232.13449205865837,-129.4376440852276,143.11748970389795,A,B,D,1
Physical,Germany,17.109270438107327,A,A,-106.60120737747208,103.02170987587556,-80.14699498341672,D,E,E,0
Physical,Mexico,52.21342462057657,A,B,-51.35410890437455,-21.54129873701302,127.20898643726206,A,A,B,1
Both,Other,84.75728390424587,C,E,164.88983617876667,129.55189889464066,73.36833439679864,E,A,A,0
Yes,Brazil,-110.66251377700492,A,A,7.122633649708803,-51.75957525425222,25.288333418423587,B,E,E,0
Mental,Mexico,137.73224230786178,C,E,47.61937244088655,14.351209129935588,35.357025912571274,D,C,E,0
No,China,111.66602045722061,E,A,123.23904581742437,-17.746794265615854,-43.26437855170433,A,B,B,1
None,US,-86.20797614872438,B,A,-114.42550237963174,52.95378946833538,1.3208182377043294,A,A,D,0
Physical,Brazil,-91.00966256051126,A,B,58.92983605675695,-50.97926907057989,158.49193695123157,D,E,B,1
Mental,US,-73.0083981844092,B,E,62.59307806531395,3.257244186395878,56.432399776679055,C,A,B,0
None,China,-37.27574505928505,D,B,264.8699877986321,-35.28918921546029,35.93165742265386,B,C,B,0
No,US,81.16805147428498,E,C,-65.83395015407469,63.50003894069618,-125.98914960389158,B,A,D,0
Both,Germany,66.35873180055378,C,E,95.66096261188312,27.61089735260335,-29.070497367933473,E,B,C,0
Physical,India,-60.816489289793765,B,D,-47.85877805488229,28.881346343304543,-52.25309460400772,C,E,D,0
Yes,Other,139.60739613694363,D,A,-147.63277012451312,125.04919602668136,-166.70579806962002,E,A,E,0
Yes,Germany,119.30311480529907,A,B,-83.42529352892115,79.78327969748192,-55.771820908782324,A,E,E,1
Yes,Brazil,101.76581242210597,C,D,-67.70932550775088,-94.29566492852376,-54.68949310945986,B,D,D,0
Both,Other,-65.16268176248182,B,C,-153.24493090102183,-1.6128836811754452,80.43388487423636,E,B,C,0
Yes,Mexico,55.88052582979925,A,B,44.479201494985595,-48.662709415450976,4.3243863220501195,A,C,C,1
None,UK,41.16953878679921,E,C,-49.43098239019787,-301.94653886375244,45.36270432172589,C,B,B,1
Physical,Germany,-106.42365417118202,A,B,-26.006927701674176,-89.9427683076141,-105.72145725220676,B,C,D,0
Physical,Other,-84.77384442762119,E,C,39.85604429757035,-146.37619685921436,24.401473271270213,D,B,E,1
Yes,Mexico,106.96602170221664,B,A,49.37773510569033,207.01069075125736,-10.437259059857368,C,C,B,0
Physical,China,63.80643345837813,B,C,-23.21309343821815,-103.47057627622299,-113.02380014515307,A,C,A,0
Mental,Mexico,39.55009853212524,A,C,-22.792605031957024,219.76272024427303,-39.35484565889054,E,D,B,0
None,China,151.38205421784582,C,E,-31.57349623794988,162.80600863236867,-146.0676782135524,B,E,A,1
None,US,-92.50914636633105,E,D,91.90942189556512,-6.481271578306568,-224.33213000498648,E,E,A,1
Both,Germany,11.971371754667121,C,D,138.33916602134767,2.5289539495584403,71.7579683755741,E,C,D,0
Yes,China,93.62689019911937,E,B,77.73120243290093,-60.60006646509829,-217.3971831380006,D,A,C,0
Yes,Other,113.39770011361303,B,D,-15.490096787580649,81.79760713831755,-28.148237515818035,C,B,C,0
Physical,Brazil,122.04587524936204,A,E,81.48787976873282,57.853638261109296,35.297123121672236,C,E,A,0
No,Brazil,111.78667079627893,E,B,-162.19987457570556,12.35690971737249,-53.94925056069668,D,D,A,0
Mental,Brazil,133.4206703247378,C,E,-33.49930344192593,-116.35155575813741,99.79482637864334,C,C,E,1
No,Other,89.12871309489205,A,A,-111.97145193357676,27.956324668945605,-50.75872639422777,D,A,E,0
No,India,80.47939605259951,B,E,-89.30258131197249,58.96225029532036,81.34231856582657,C,C,E,0
Both,Brazil,-30.5556482650183,A,A,142.79390224626093,41.878557120994586,-148.7859457424087,E,E,C,1
Physical,Germany,-131.76456697694127,B,B,-115.44731539374642,162.53369844367373,11.807624533159835,B,D,C,1
No,US,-43.825539161363764,B,B,23.84168474343667,71.68864162648742,90.02713925204272,A,C,E,0
Yes,Other,-104.24227029725901,A,A,85.82251151824401,32.093359576627215,-13.644558888733693,E,D,A,0
Yes,China,21.40112989792613,E,B,-36.62683718924238,40.66650508081754,20.736936796407527,A,E,C,0
Both,UK,23.72577356057054,A,E,-2.985629034711397,107.19989018636029,10.346901554467602,C,D,B,1
No,Other,201.12793873112298,B,E,16.29787059432854,31.21039376695211,44.24683514997777,E,A,B,1
No,India,-12.707263776679051,D,C,16.61786711435533,-135.70228942115958,-33.37153909331844,D,C,E,0
No,China,-53.83509637273776,C,E,97.67735462175357,21.382699040525043,-30.40226710879374,A,A,D,0
No,India,66.4930950969772,C,C,44.05860902049468,61.46552652395742,-19.446578027458926,A,C,A,1
No,US,-45.779260722440014,E,C,66.4853579676777,144.49718449430452,-66.66700029963593,D,A,C,1
None,India,28.926079248272956,E,C,-51.34052626220913,34.48146976854298,170.9938312394748,B,A,A,0
Mental,Mexico,49.632356236099525,B,D,2.0448350276852616,16.00630206419635,45.9595605550518,B,E,C,1
None,UK,78.85199853608763,E,A,17.58081167665256,65.5811557234498,94.2149540363817,C,C,B,1
Yes,Germany,-80.75327073215776,C,D,70.84380371917369,78.1673117746344,153.9282839886234,A,D,A,1
None,Brazil,-0.656388444654515,C,E,87.74211981317337,14.773594824751497,-64.1526944296228,B,A,B,1
Physical,China,81.57936293079734,A,B,-101.83941232622821,46.44639075369906,51.83047534174193,C,B,E,1
Mental,China,109.76300780203736,D,D,-60.768058350829556,-101.76646307598789,-150.8529960056498,B,A,E,1
Yes,China,76.10017625644673,E,B,71.95277488750489,62.13981322586717,-1.3999191519405219,C,A,B,0
Mental,Brazil,-163.0548553763258,A,D,-130.96862524985963,50.56050325260315,-51.1883301889281,B,E,B,0
Yes,India,102.06717507406493,A,D,-111.19706768371186,-42.19940089537232,76.13586003982013,E,B,A,0
None,Germany,-73.62376054298103,D,B,-33.717922683578486,-88.66712287287633,81.64948328082528,D,C,B,1
None,India,108.01352521488789,C,E,-46.10522415644445,-12.089824967761452,50.11881276184378,B,E,D,1
Both,US,-152.95342999155108,E,D,-71.51371017753361,36.685896603990784,127.66156016623071,E,A,C,0
Yes,Other,-174.33679418236915,D,D,-29.125184352219353,89.46845189483128,-58.76809101213698,E,E,A,0
None,China,42.74085744620367,D,D,-69.90240181787965,124.11080423950548,-79.50993440998502,A,A,D,0
Both,Mexico,29.2826148948577,D,A,-156.75046057190062,-67.11826995422464,33.71489570644545,D,D,D,1
No,Mexico,108.97435674598745,E,B,-72.06323620093859,-3.572784408894869,80.22569238764056,E,C,C,0
Yes,Other,130.42758399570903,A,B,-172.093679163172,-88.11942572835501,337.4178835518236,C,A,E,0
Mental,Other,99.52096477437111,E,A,177.14038414792844,-25.48923060291993,37.780358673490696,C,C,C,0
None,Germany,104.71554488560213,C,D,137.1871057482133,2.0631021926611774,12.092649151624332,C,E,A,0
Physical,Mexico,114.27283655533978,D,E,3.72113096166074,-172.11646062641722,-265.0401955648284,D,D,A,1
No,US,-101.14646171073454,B,C,-18.862910582413424,125.16405513574071,7.0541532373248215,E,A,D,1
Both,Germany,-0.43909915550419526,D,A,-45.03575057343569,-97.49722475593427,150.43738279811382,B,D,C,1
Mental,UK,-182.07142330062752,A,A,-79.29143152729837,43.30092577134438,107.65551764357978,A,A,E,0
Mental,UK,-13.574654570477923,E,E,242.38835867810837,73.87200833797453,-63.391773389473116,B,E,C,0
None,Mexico,-261.940520167621,A,A,-122.44289619309879,-64.2531294521607,-124.87458155149098,C,E,D,1
Mental,UK,-107.57297258229073,E,B,92.46228349211725,-10.369264139042018,-1.351809507151712,B,D,D,0
Mental,Other,-132.5155830097959,A,C,90.7401673614641,-58.46860842283598,64.19261324718903,A,D,E,0
None,Other,63.66580937084729,D,D,117.51571763608966,27.185162386322677,155.59573482865835,B,D,D,0
Yes,Mexico,121.13423167110149,E,B,100.48650113169346,33.62470900280032,199.07364749786345,B,C,E,0
Mental,Mexico,34.157643145220796,E,C,18.438436869919816,-127.6438584896979,-99.54839216719746,C,A,D,0
Both,Germany,-4.68905812266104,B,B,97.09969834357935,-99.8405336472742,-53.83276811441444,A,A,C,1
