military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,Male,Black,Heterosexual,-91.38379963588375,A,-125.0974594132797,E,D,0
Veteran,Female,Black,Heterosexual,-28.029891379179173,B,-118.54666287037972,A,A,0
Veteran,Other,Asian,Homosexual,19.73887587867348,D,-89.74920611458715,D,E,1
Yes,F,Hispanic,Bisexual,-134.1863859792348,C,50.42719976348226,C,A,0
Veteran,F,White,Homosexual,235.96314482431265,D,-62.491091507355,B,D,1
Non-Veteran,F,White,Bisexual,74.5951850740496,C,-7.034919171960663,E,B,0
No,M,African American,Other,-3.1093344202079853,C,-56.77293385348482,B,A,0
Yes,Non-binary,Other,Homosexual,29.46810450682697,B,-144.42653219933516,D,A,1
Yes,F,Asian,Other,13.980472918968644,E,-85.83120277186352,B,C,1
Yes,F,Asian,Other,142.85558223939503,D,-4.901425535207169,A,D,1
Yes,Other,African American,Other,-25.64243382918435,E,-56.730383206369176,E,A,0
Veteran,F,Hispanic,Other,89.84446248739893,C,-29.641914165276024,E,E,0
Veteran,Non-binary,African American,Bisexual,-88.37310635054034,E,-79.3146335678068,A,E,0
No,Non-binary,White,Bisexual,17.557638817671105,B,-32.09670296342797,D,B,1
No,M,Asian,Bisexual,-201.5142789127836,C,32.47527968490405,C,C,1
No,Female,Other,Heterosexual,10.198472249817932,A,142.10806665190287,A,A,0
Yes,Other,White,Other,14.304945683791273,C,58.82258266561554,D,D,0
Non-Veteran,Non-binary,African American,Homosexual,-156.46148413154236,B,33.00713733179793,A,A,0
Non-Veteran,F,Hispanic,Homosexual,-42.14002077481137,D,99.953865085374,B,A,1
Yes,F,White,Other,-109.4870698619063,A,-20.039126522793328,E,B,1
Veteran,Female,Asian,Homosexual,168.1952183516221,C,9.65428885468503,E,B,1
No,Female,Other,Other,182.24521491809097,B,-111.659117403837,A,D,1
Non-Veteran,Female,Other,Other,-29.29357407353159,C,-79.60072987046345,E,D,0
Veteran,Non-binary,Black,Bisexual,110.69061750261706,C,6.617256318293031,B,A,0
Veteran,M,White,Other,-188.09310095002252,D,-36.194491290997526,C,A,0
Veteran,Male,Black,Other,-35.46295861885802,E,2.859190702605041,C,A,0
Yes,Female,African American,Bisexual,63.86038923102301,A,-57.377668953632025,E,E,1
No,F,Hispanic,Homosexual,25.52451020759326,C,-14.233530500698805,A,E,0
Yes,F,White,Other,-260.5982439510012,B,102.51253458299605,C,B,0
Veteran,Male,Black,Homosexual,-35.15571976953457,C,20.735923233098212,D,A,0
Non-Veteran,Non-binary,African American,Bisexual,166.25328263155356,D,-2.5623058334613447,A,C,1
Yes,F,Asian,Heterosexual,6.591755213706631,E,116.51221975664461,B,B,1
Veteran,Male,Black,Other,-246.1294877371494,B,-37.015042946120204,E,E,1
Non-Veteran,Non-binary,African American,Homosexual,52.40618529892264,A,16.01772895852256,B,C,1
Non-Veteran,Non-binary,Black,Other,103.00490090696033,C,58.120821916655785,C,C,0
Veteran,Male,Other,Heterosexual,-97.99683090180625,C,-87.7685835892129,E,A,0
Veteran,M,Hispanic,Bisexual,167.52728822904257,D,53.847949381984805,D,A,0
Non-Veteran,Other,White,Bisexual,-34.899724713710995,E,-191.5363563157558,A,A,0
No,Male,African American,Other,292.1230666093407,E,-90.4502953208974,A,A,0
No,M,Black,Other,-47.68959072453545,A,-17.466149338897708,B,C,0
Non-Veteran,Female,Asian,Homosexual,-22.264069741709122,E,-41.73268273258923,A,B,0
Veteran,Non-binary,Black,Bisexual,-133.67109066764985,C,-99.6732616068485,E,A,0
No,M,African American,Bisexual,45.068229587477134,A,-6.143569459796923,B,B,0
No,Non-binary,Black,Heterosexual,-137.2036820022977,C,-91.58138242436502,B,A,1
Veteran,Female,Hispanic,Heterosexual,-1.7101290136600116,C,59.940205807170145,C,D,1
Veteran,Non-binary,Black,Other,-87.10159480457902,C,-15.451902687363225,B,A,0
Non-Veteran,Other,African American,Bisexual,147.57691953058344,A,-210.8023808169561,D,A,1
Veteran,Other,Hispanic,Homosexual,-55.166836862721524,D,163.4734783987563,A,B,1
Yes,Female,Hispanic,Other,81.65535968967914,C,77.89102666435352,C,C,1
Yes,Other,African American,Homosexual,74.88239331898812,A,-214.0673981306112,E,E,0
Veteran,Female,White,Heterosexual,-183.93054465905828,D,-193.28626183390617,B,B,0
Veteran,F,Asian,Homosexual,-3.7027413777787768,A,2.9104102971906003,B,C,1
No,F,White,Other,-240.19882856208915,A,62.96819029548377,A,B,1
Veteran,M,Black,Other,106.24517349866984,A,-44.272521725423594,E,D,0
Veteran,M,Black,Heterosexual,-12.312901720185678,C,72.65787943369853,C,E,1
Veteran,Female,Black,Homosexual,-108.96297809717956,A,13.272298243107223,A,A,0
No,F,Black,Heterosexual,-2.1415246503306746,C,-198.0612621561297,E,D,0
Veteran,Male,Asian,Homosexual,-85.12769630091934,D,108.46982452811721,B,A,0
Veteran,Female,Black,Bisexual,98.92304343723701,D,-83.53876069145893,A,E,0
Veteran,F,White,Heterosexual,67.37133853517487,D,58.19366512769503,E,E,0
No,Female,Asian,Heterosexual,46.515545571618695,A,61.11450890011357,B,E,0
Non-Veteran,Non-binary,African American,Homosexual,-18.74948449761808,C,44.850779956384336,E,C,1
Non-Veteran,Female,Other,Heterosexual,-212.90319274479828,B,-99.66278157780259,B,C,1
Non-Veteran,M,Hispanic,Heterosexual,239.02533592127116,D,46.739842828726154,A,A,1
Non-Veteran,F,African American,Bisexual,-54.393255061567366,D,-155.067538776611,E,D,0
No,F,Black,Bisexual,-20.51677675509905,E,132.41842453295217,B,C,1
Yes,M,Other,Homosexual,169.06038145015916,B,-131.98928726241292,B,E,0
Non-Veteran,Other,Hispanic,Bisexual,1.9820366180961095,C,40.672258627707414,E,D,1
Non-Veteran,Male,Other,Other,43.89619946983673,A,-8.664065936837874,D,A,0
Yes,M,Asian,Bisexual,76.99380879688059,B,-125.95646814812757,C,D,0
Yes,M,White,Bisexual,5.109219684331866,E,-212.312828385159,C,B,1
Non-Veteran,Non-binary,White,Bisexual,86.71875850439548,A,-50.24584840443248,C,C,0
Yes,F,Other,Heterosexual,97.62324296704557,E,-247.29079972335316,D,A,0
Yes,Male,Asian,Bisexual,-36.71117221279256,A,109.70409066433982,B,A,1
No,F,White,Other,105.58453439678065,D,19.34978181698282,C,B,1
Yes,Other,Hispanic,Bisexual,151.8274555459489,D,-31.200915697125915,A,B,0
Veteran,M,Black,Homosexual,31.195770831979182,D,-38.79455082684923,E,E,1
No,M,African American,Heterosexual,3.0809966941293623,C,33.25677249401666,D,D,1
No,Non-binary,Asian,Heterosexual,30.073641555966546,C,-88.17719779286838,A,A,0
Veteran,F,Asian,Homosexual,7.850516455041265,D,76.85432403223427,C,C,0
Veteran,Male,Black,Heterosexual,49.37384093886844,C,-118.90694672186635,D,C,1
Yes,Female,White,Heterosexual,-94.03747155704568,A,-24.720316583576743,B,A,0
Yes,Female,Hispanic,Bisexual,-95.44537421926618,A,-76.59504646894585,D,A,0
Yes,F,Asian,Bisexual,-101.98215487758911,B,-83.79383090687716,A,A,0
Non-Veteran,M,Hispanic,Bisexual,-89.63440609096224,B,-33.248566841984946,B,A,0
Veteran,Other,Asian,Bisexual,12.83830533907496,E,-12.811024573837324,A,C,0
Non-Veteran,Non-binary,African American,Other,-102.36387965805191,E,-19.803673607192998,D,E,0
Veteran,Other,Black,Bisexual,-37.66761694021576,A,-24.69042751985186,D,E,1
Non-Veteran,Female,Black,Bisexual,-118.68179092733403,B,-51.555958635219554,C,E,1
Yes,Other,African American,Other,-37.99502076339691,A,-120.79093908849285,C,D,1
Veteran,M,Hispanic,Heterosexual,-162.69073480254812,C,-74.15741526432778,A,B,1
No,Female,African American,Bisexual,39.99242613948226,D,121.27866885234326,C,B,0
Yes,M,Asian,Heterosexual,14.596549962944326,C,228.1997958406409,C,B,1
No,Non-binary,Other,Bisexual,157.68140641560416,E,98.76774951310375,B,A,0
Veteran,Other,Other,Heterosexual,-35.17751898591252,C,212.12422446646028,C,B,0
No,Non-binary,Hispanic,Heterosexual,76.20324947754612,C,-90.47549290951191,E,E,0
No,Female,White,Homosexual,-28.237407146825532,E,-131.05953907032173,A,B,1
Yes,Male,White,Bisexual,31.350003301457065,E,-74.12131879769522,D,D,1
Non-Veteran,Non-binary,Other,Homosexual,121.26910040520096,D,-104.75808495075796,D,A,0
No,Other,Hispanic,Bisexual,16.87442878008058,C,134.0115986309399,B,C,1
No,F,White,Bisexual,33.36498835225127,B,129.49166801901373,D,C,0
Veteran,Female,White,Bisexual,95.95812901598426,A,-23.881300849775485,D,D,1
Non-Veteran,Female,Hispanic,Homosexual,-209.49711473755747,C,186.51379791884048,C,E,0
Non-Veteran,M,White,Bisexual,15.50313197747758,B,-40.70189739489937,C,B,1
Non-Veteran,F,Hispanic,Heterosexual,-104.65980721904702,E,-41.51808314185694,A,B,0
Veteran,Female,African American,Heterosexual,-44.60844108580345,C,-78.9540133045151,B,D,0
Non-Veteran,Other,Other,Other,189.39919782207835,A,68.67167861880898,B,B,0
No,Other,Other,Heterosexual,167.94031780152986,E,39.03210200167804,E,C,0
No,Female,Other,Other,31.313790756569183,E,-46.39908075080939,E,A,0
Non-Veteran,F,African American,Homosexual,-24.695980974126506,B,65.17443715789058,D,C,0
Non-Veteran,Male,Hispanic,Other,-181.33950938066087,D,204.72711454580192,D,D,0
Non-Veteran,M,Hispanic,Bisexual,61.02067160173754,A,-22.43050567118158,A,C,1
Yes,Male,White,Bisexual,-24.373688996333577,E,-36.05781923499491,D,C,0
Non-Veteran,M,Other,Heterosexual,208.64279768513074,D,-20.845180648875502,E,B,0
Non-Veteran,M,Other,Homosexual,-10.611125729895681,E,-26.523247395146477,A,B,0
Non-Veteran,Female,Asian,Heterosexual,166.6864400111603,A,93.06943784282952,B,E,0
Veteran,Other,Other,Bisexual,78.63787369238372,A,50.346293179131784,C,C,1
No,Female,African American,Homosexual,117.90946017099502,C,66.51335595408963,A,D,0
Veteran,Male,Black,Other,33.14886207559788,A,-112.13003032117608,D,D,0
Veteran,Non-binary,Asian,Other,-78.37102838951236,B,-312.1919245900278,E,B,1
Yes,Other,Other,Bisexual,67.17056065124605,E,-81.58693898187612,D,C,0
Yes,F,African American,Other,-122.08362592155815,D,-35.2362225318599,D,A,0
Veteran,M,Hispanic,Other,24.25450487840875,B,-92.31115734581873,B,E,1
Yes,Male,Asian,Bisexual,-24.527012143318068,D,2.02053328590554,C,D,1
Yes,Female,White,Bisexual,224.13827301541062,B,-49.97664811790048,C,A,0
No,Female,Other,Heterosexual,-51.307774990951884,C,-13.124035069004334,B,B,0
No,Non-binary,African American,Homosexual,23.772575042146872,A,149.17677531263354,D,D,1
Yes,M,African American,Other,119.06086182637445,D,-94.49490065521535,C,C,1
Non-Veteran,Male,White,Bisexual,21.0403643073807,E,55.72156494938153,B,A,0
Non-Veteran,F,Asian,Other,76.37783081692301,B,153.97207019270573,E,A,0
Veteran,Female,Asian,Heterosexual,-55.40125373225847,E,-18.681421088419086,B,D,0
Non-Veteran,Other,Black,Other,-156.8702065857745,A,-27.224188115408943,C,C,0
Non-Veteran,Male,Asian,Heterosexual,-3.1471859965475844,A,87.06340516134591,E,D,0
Non-Veteran,Male,Other,Homosexual,-238.1137538981649,C,203.28393601225562,D,B,0
No,Non-binary,African American,Other,191.95298095333112,E,-15.729186023532554,D,B,1
No,Male,Hispanic,Bisexual,48.34343823529375,A,98.2386456869923,B,E,1
No,Non-binary,Black,Bisexual,94.62621773314885,E,-67.75763695771954,D,C,1
Non-Veteran,Other,Asian,Heterosexual,67.9756438428774,C,-32.5753496757705,D,B,0
Non-Veteran,Non-binary,Other,Other,-28.295160504251193,D,193.54607531336202,E,D,1
No,M,Black,Heterosexual,147.43221516840285,B,154.4638116287107,A,A,1
Non-Veteran,M,Black,Homosexual,-38.80792233230424,A,-27.527861981332062,D,A,0
Non-Veteran,Non-binary,Black,Homosexual,211.29837670790738,E,117.11700198002319,C,C,1
Non-Veteran,F,Black,Homosexual,-172.20285635381296,A,79.39075000817411,D,B,0
Veteran,M,White,Homosexual,-6.344826358287735,E,131.6328034566563,A,B,1
Non-Veteran,M,Asian,Heterosexual,84.32529151427157,A,-27.563140643588092,E,D,0
Yes,Female,Asian,Homosexual,-47.3433941495615,B,16.105263867283504,B,C,1
Veteran,Non-binary,Asian,Other,8.933155591335217,D,-57.713897803833106,D,B,0
Non-Veteran,Female,Asian,Other,79.3990319645889,E,-61.680675417506,B,C,0
Yes,M,Asian,Heterosexual,-114.78342788975357,B,69.10433504257864,A,C,0
Yes,Male,African American,Heterosexual,169.58663842356765,A,9.713029016645432,D,A,0
Non-Veteran,M,Black,Bisexual,-33.235401574512515,D,-33.53252431561932,B,A,0
Yes,M,African American,Other,-42.809777379007976,A,87.22111740878321,B,B,0
No,Female,Hispanic,Bisexual,2.901367073082357,D,32.01349225788726,C,E,1
No,Female,African American,Homosexual,25.3408663777029,B,51.292315171540096,A,B,0
Yes,Other,White,Bisexual,-22.4639336863975,C,-17.484780924082465,C,D,1
Veteran,F,African American,Other,100.74790391751485,C,-13.986337423846805,C,D,1
No,F,White,Homosexual,-140.36127956791574,D,122.78920018209769,B,D,1
Non-Veteran,Female,African American,Heterosexual,9.752815992494572,C,131.25789467406076,C,A,0
Yes,Male,Other,Bisexual,-57.376645925998105,A,49.611161626160225,D,C,0
Veteran,Female,Hispanic,Other,81.00082579647938,A,-66.67229491960285,C,D,0
Non-Veteran,Other,Hispanic,Homosexual,126.09376113116895,A,40.787484674972596,E,B,0
Yes,Other,Asian,Bisexual,-24.471902292776697,C,-85.4746698365882,A,B,1
No,Female,Black,Heterosexual,114.43188635109429,E,192.88314161754195,B,C,0
Yes,Other,Hispanic,Other,-173.86319751992716,D,-28.244752745055845,D,D,0
Yes,F,Hispanic,Homosexual,-2.48286132147373,D,-14.888973676113554,A,D,0
Yes,Male,African American,Heterosexual,15.09277213452084,C,-8.609420735642432,C,E,1
Non-Veteran,Male,Hispanic,Bisexual,27.23439949100093,E,71.22240904141215,D,C,1
No,Male,White,Other,-264.8531897573379,C,-30.338607877538497,D,D,1
Veteran,M,Asian,Other,5.958207283098083,C,-84.801866203903,E,E,0
Yes,M,Other,Other,26.60905298869481,B,67.99657893029938,D,C,1
No,Other,Other,Heterosexual,98.94374818709424,A,30.66550149653401,D,A,0
Non-Veteran,Male,Hispanic,Homosexual,-48.720874225037,D,69.90610443144759,E,A,1
Veteran,F,Asian,Other,-42.72038718978794,E,-30.766980931293393,A,D,0
Veteran,Female,African American,Other,3.25444709672459,E,-172.25237927634058,A,B,0
Veteran,Other,Hispanic,Homosexual,-72.57440456567686,D,7.421715051809824,A,B,1
No,Male,Black,Bisexual,248.8739725787291,D,41.835120584431294,B,A,0
Non-Veteran,Other,Other,Bisexual,163.46679296397292,E,-23.09864801185179,D,D,0
Veteran,Male,Black,Heterosexual,-18.24745288860654,B,51.685232202650965,A,B,0
Yes,Other,African American,Heterosexual,-36.911251009140884,A,-185.14600332903254,C,A,1
No,Female,Black,Other,-69.92404569497009,C,-154.92745013316394,D,D,1
Non-Veteran,Other,Asian,Homosexual,-113.47978666357533,A,8.035118979381812,B,B,0
Yes,M,African American,Homosexual,-119.68835669800481,E,179.1356941113456,B,B,0
Non-Veteran,F,White,Other,-12.489779012218976,C,-86.61710911641778,A,A,0
Non-Veteran,Other,Asian,Heterosexual,4.168387374361031,D,-11.724196930560613,D,D,1
Yes,Male,White,Heterosexual,-154.27765188261543,E,-137.98554214396802,A,E,1
Veteran,Non-binary,African American,Other,-178.75411766448048,A,37.69892646199309,D,E,0
No,Male,Black,Homosexual,-172.76677684043136,A,107.75230868237064,D,B,1
No,F,Asian,Bisexual,94.99792712308007,E,62.456784045968305,D,B,1
No,F,Black,Heterosexual,37.711324242042075,D,-110.91220836885259,E,B,1
No,F,Asian,Other,101.72451596828247,C,-170.33575073213865,A,B,0
Yes,Male,Black,Heterosexual,-7.736050586100532,C,99.30789837103627,B,A,0
No,Non-binary,White,Homosexual,60.59426958859265,C,176.1698745514305,A,A,1
No,Non-binary,Other,Heterosexual,67.12223176147475,A,34.98662918064635,A,A,0
Yes,F,Other,Other,-28.236124440062206,D,120.72937494549878,E,A,1
No,Female,White,Homosexual,-73.6647753899526,B,-34.48858353807695,A,D,1
No,Non-binary,Asian,Homosexual,-233.39084671937954,E,181.93338434408162,E,C,0
Non-Veteran,Male,White,Homosexual,-2.614389373769325,E,28.016922484928397,C,A,1
Non-Veteran,Female,White,Homosexual,-56.415262836431005,D,-51.296783277740566,D,C,1
Veteran,F,Hispanic,Heterosexual,-18.24237656486417,A,25.062301209922953,A,B,1
Non-Veteran,Other,Hispanic,Other,62.75988305610206,B,89.53946912254254,E,A,0
Non-Veteran,M,African American,Bisexual,-106.9830782496125,A,-65.48554927845012,C,D,0
No,Female,Black,Bisexual,-82.02170121081721,D,-127.59843181160808,B,D,0
Yes,F,Asian,Homosexual,-19.392490068279063,E,7.444196769013142,B,C,1
No,Male,Hispanic,Other,19.209766276197474,C,-10.987767198336353,A,A,1
Non-Veteran,Other,Black,Other,-1.4235153057100394,B,212.64716921607393,E,B,1
Non-Veteran,Female,Asian,Bisexual,37.74913423809917,B,-87.16566789485404,E,E,1
Non-Veteran,Female,Black,Other,-57.843290750553436,E,-149.03531706752395,D,A,1
Veteran,Female,Asian,Bisexual,25.618948864133156,D,1.965039349224838,C,E,1
Yes,M,African American,Other,-29.09851534720757,B,-25.900216756334693,D,B,0
Non-Veteran,F,Other,Other,138.81422462658398,D,-83.22612087355081,A,C,0
No,Non-binary,Black,Other,32.28467091287275,C,30.75673997969596,B,B,0
Non-Veteran,Female,Black,Other,56.85285482655601,A,43.80580977363743,A,A,0
Yes,Non-binary,White,Homosexual,-186.2264674032843,E,22.62511070149323,D,E,1
No,Non-binary,Black,Other,29.750443916723874,C,182.14839277895177,D,D,0
Veteran,Other,Asian,Bisexual,108.64058084101,C,-69.11676943770722,D,A,0
No,Male,Hispanic,Other,-66.8291390291236,D,-33.077385652014286,B,C,1
Non-Veteran,Other,Other,Other,13.059159077665457,D,-164.8068197074872,B,E,0
Non-Veteran,M,White,Heterosexual,83.01974524311323,B,-76.14359409037411,B,B,0
No,M,Hispanic,Heterosexual,60.663244158496596,D,-75.62199283063742,B,B,1
Veteran,Female,Hispanic,Homosexual,-87.63416253546774,A,178.65722185462894,E,C,1
Veteran,Non-binary,African American,Heterosexual,-143.58607038344434,B,-39.6416671236201,D,D,1
Yes,Female,White,Bisexual,6.4632745176182285,B,-18.065248823408293,A,E,1
Yes,F,Other,Homosexual,-41.7850406712351,E,-78.70751968224752,B,A,1
Veteran,Male,White,Heterosexual,-112.09103427932313,C,113.95371050988217,E,B,1
Yes,F,African American,Heterosexual,-51.236877606518384,B,19.128072403966474,D,C,0
Veteran,Male,Asian,Other,4.0397036575178,A,160.99831927816828,D,A,1
No,Female,Hispanic,Heterosexual,135.6721004278056,D,-33.088073252122825,E,B,0
Veteran,Male,White,Heterosexual,-17.377879209384595,E,107.4114675768867,E,B,0
Non-Veteran,Other,Asian,Bisexual,149.98321106419453,C,51.51742481558479,E,E,1
Veteran,F,Asian,Other,9.288439297073799,A,-30.465222704670275,B,C,0
No,M,Black,Homosexual,-184.60516726828425,A,-37.861788361109035,E,C,0
Veteran,Other,Other,Other,-127.43199387554532,D,62.58183963279272,E,E,0
No,Female,White,Heterosexual,21.865873926035672,E,63.551927562613145,A,C,0
Yes,Female,Other,Other,242.59167370215127,D,71.6217210483052,C,E,1
Non-Veteran,M,African American,Homosexual,-50.67487557341386,A,-16.21549570569748,B,E,0
Non-Veteran,Other,Black,Other,-44.480450005578575,C,78.95900349140021,A,C,0
Non-Veteran,F,Hispanic,Homosexual,72.13662427406527,D,-22.026253537855776,A,A,1
Non-Veteran,Male,White,Other,-77.44157367631121,D,-64.14716467592795,A,C,0
Yes,Female,Hispanic,Heterosexual,-33.68119522668644,D,42.76332563589106,A,E,0
Veteran,Other,Asian,Bisexual,76.95217924406363,D,27.218716101830005,B,A,1
Yes,Male,African American,Heterosexual,119.16031938527465,E,145.76463128229815,C,D,1
Yes,M,Other,Other,131.15457810506928,A,99.69038892617486,D,D,0
Non-Veteran,Other,Black,Bisexual,154.69257874829137,A,-5.82511681161571,B,D,0
Yes,M,Other,Bisexual,-115.88912579393167,D,151.6017275754769,D,E,1
Non-Veteran,Non-binary,Asian,Other,28.496949282855095,A,-48.62441477230918,B,C,1
Yes,Male,African American,Other,183.08369024994778,B,51.911285561096065,C,E,0
No,Other,Asian,Other,-19.08850619632365,B,-24.750821756919244,A,A,0
Non-Veteran,F,White,Bisexual,-194.5234582993393,C,-103.50682928396012,A,A,0
No,Female,African American,Heterosexual,66.03248041732621,C,53.34060333413285,C,A,0
No,Female,Other,Heterosexual,-84.90590102056409,B,-80.75143299105842,E,D,0
No,F,White,Homosexual,-21.0351374498035,D,-77.03101986933451,E,E,0
Non-Veteran,M,Asian,Homosexual,108.22620119770868,B,-193.71814513226514,C,D,0
Non-Veteran,Other,Other,Other,30.568838058211362,C,-73.15258789109805,B,E,0
Yes,F,Other,Bisexual,-14.698193142058605,E,1.1985398616919714,E,E,0
Veteran,M,Hispanic,Heterosexual,-46.05038388018503,A,7.625648494963377,B,A,0
Non-Veteran,F,African American,Bisexual,42.03037851013298,B,82.95836828452387,D,A,0
Veteran,Other,Black,Homosexual,-102.29862236914869,B,66.78284132498256,D,B,0
Yes,Non-binary,Black,Homosexual,-73.33684551619932,A,-148.74569827787843,E,D,1
Non-Veteran,Non-binary,Asian,Heterosexual,34.560023400329506,E,40.559082188129835,D,A,0
Non-Veteran,Female,White,Bisexual,-42.56518411676226,B,3.692134151853052,B,C,1
Veteran,Other,White,Other,-31.71457063954395,C,-80.37459948124676,B,D,0
Non-Veteran,Non-binary,Black,Other,-25.137717144317236,E,-47.649472349573394,C,B,1
No,F,Other,Heterosexual,73.51962729454458,D,-129.44869678012842,B,D,0
Non-Veteran,Non-binary,White,Other,14.085819300230225,A,63.293375015579386,A,D,1
Non-Veteran,Male,White,Bisexual,-77.16893710607192,B,100.14256340425469,C,D,1
No,Non-binary,Hispanic,Heterosexual,77.04253922452199,E,-46.768200078099746,A,A,0
Veteran,F,Hispanic,Bisexual,167.04339589304087,C,314.3599698322824,B,E,1
Veteran,M,White,Bisexual,81.62079135126677,D,25.008648350451935,A,A,1
Veteran,Female,Black,Homosexual,24.040424605316677,C,116.35668436415337,E,B,0
Yes,Female,Other,Homosexual,-1.6305363933010237,C,163.05803431185416,A,B,1
No,Female,Other,Bisexual,25.464896071067926,A,252.03858681183524,D,C,1
Non-Veteran,F,White,Homosexual,-264.5155963081314,B,-11.478613334862834,E,E,0
Non-Veteran,F,White,Homosexual,-63.341693109991645,C,112.23441702389474,D,E,1
Non-Veteran,Non-binary,White,Other,-96.7469116143699,C,112.69339901474493,C,A,0
Yes,Female,Hispanic,Heterosexual,112.22620664371783,A,-152.2219688489549,B,D,1
Veteran,Female,African American,Heterosexual,98.82993063941377,D,-66.62242565388819,C,B,0
No,M,Black,Bisexual,6.330262953968806,B,50.270946105371074,A,A,0
No,Other,Black,Heterosexual,-57.83553275819248,A,-33.06573061807603,D,C,1
Non-Veteran,Male,Black,Homosexual,-71.5071933068765,C,-84.04521649204847,A,A,0
No,Male,Hispanic,Heterosexual,-48.75481849108869,B,-95.44269432642585,A,C,1
Veteran,Non-binary,Black,Bisexual,25.03227708375061,E,48.7541967184633,E,E,0
No,Female,Hispanic,Heterosexual,-75.9185934804358,A,2.6838570633257137,E,A,0
Yes,Male,Hispanic,Other,-19.136969178888506,A,-65.75911510561974,C,D,1
Non-Veteran,Male,White,Bisexual,-88.18499280582401,A,89.94347341530408,C,E,1
No,M,Other,Heterosexual,-2.7395820065963234,A,151.70084230602097,A,B,0
Veteran,Non-binary,Black,Heterosexual,-36.41557160430261,C,-84.7632608741256,B,B,0
No,F,Other,Other,-61.20082098540425,A,139.331101938957,D,D,1
No,M,Black,Bisexual,158.1672895088311,D,122.07440524533628,B,D,1
No,M,White,Other,-18.859964849967255,C,-229.18671399111042,E,B,1
Yes,Male,Asian,Bisexual,-23.18693885652606,B,58.56796323653122,A,A,1
Veteran,Other,White,Homosexual,113.2610124199597,C,-149.1370491587063,D,E,0
Veteran,F,Asian,Heterosexual,110.19867379880577,D,-3.392060565967176,C,E,0
Yes,F,White,Heterosexual,5.112723633962264,B,-80.64233428516982,E,D,1
No,Non-binary,Black,Homosexual,-37.27499361008395,C,-55.192298436920126,A,B,1
Yes,Female,Hispanic,Other,-114.6701163411131,A,-123.43622533553082,B,D,0
No,M,Black,Heterosexual,-91.26613531581373,C,55.764436781106674,C,B,1
Veteran,Male,Other,Bisexual,13.574587320573405,A,29.836584254324784,D,A,1
Yes,Male,Asian,Bisexual,89.23450492196935,E,7.51887413496376,D,A,0
Yes,F,Other,Bisexual,82.32547314140567,E,111.68811815301318,E,E,1
Yes,Female,Other,Homosexual,37.652775808525696,C,120.36972338075525,B,C,0
Non-Veteran,M,White,Other,141.43859835066237,A,5.152702107925357,A,A,0
Veteran,Other,Other,Heterosexual,41.25446246811081,C,-8.059489644352807,E,B,1
Yes,Male,African American,Bisexual,203.02210419067416,E,75.61615384938017,C,A,0
Non-Veteran,M,Other,Homosexual,85.6022840048504,B,-72.37253149296613,C,A,0
Non-Veteran,Other,Black,Homosexual,8.618491955772585,E,65.38449966454108,C,D,1
Non-Veteran,Female,Other,Homosexual,95.60758934482023,C,-5.968943897513147,A,E,1
Veteran,M,Other,Other,45.783685772603825,D,23.735240112253294,A,A,1
Veteran,M,White,Homosexual,-45.585961603310736,E,86.53699658053809,E,C,1
Non-Veteran,Male,Hispanic,Heterosexual,-52.30634662058318,A,-191.44043085828747,C,A,1
Veteran,Male,African American,Bisexual,106.21024279883426,C,-17.8857156926382,A,D,0
Yes,Non-binary,Hispanic,Bisexual,99.51749661487179,A,-154.9184731554112,E,C,0
Yes,Non-binary,White,Bisexual,-103.2701350060655,A,-70.8350854622235,C,D,1
No,Non-binary,White,Homosexual,-25.686128282920883,B,111.43689303003461,B,E,0
Veteran,Other,Black,Other,-5.329139326481287,E,80.08052087473322,E,C,1
Yes,Non-binary,Black,Other,-49.919367890655494,C,-55.0467116054736,C,D,1
Veteran,Other,African American,Bisexual,86.05015989827567,C,99.63884467027586,C,E,1
No,Male,Hispanic,Heterosexual,42.480003161277715,D,251.82002692205035,B,D,0
Non-Veteran,M,Asian,Heterosexual,-24.789520141767593,A,-152.05960415217638,B,B,1
Yes,Non-binary,Black,Other,99.09268999353458,B,-11.705575540391976,A,E,0
Yes,F,Asian,Heterosexual,-57.73029766509664,D,-116.08726695526335,B,C,1
Yes,Other,White,Bisexual,187.53305159546343,E,-150.37450435443412,D,C,0
Yes,Non-binary,White,Homosexual,-29.14805015536701,A,41.60973403522904,A,A,1
No,F,White,Bisexual,56.2013778197051,A,208.17320840982148,E,A,0
Non-Veteran,F,Hispanic,Bisexual,-19.29343093615945,A,54.73448666180205,B,A,0
Yes,Non-binary,Asian,Heterosexual,-99.92190250728764,E,-112.81329646950431,D,B,1
Non-Veteran,Female,Hispanic,Homosexual,-85.21556822385195,E,24.55230547274189,A,E,0
Non-Veteran,Other,African American,Homosexual,-130.12013259447718,A,-98.74003534692937,E,C,1
Veteran,Female,Hispanic,Homosexual,122.55456578302054,C,-53.728428704774785,D,C,1
No,F,Asian,Other,-78.62428457732638,E,30.773144017962274,C,C,1
Yes,M,African American,Other,-13.334978961351185,B,93.09474493225751,A,B,0
No,F,Asian,Bisexual,-8.98694647424293,D,73.64328333884956,E,C,0
No,M,Other,Other,191.53868120950747,C,-41.21957145873793,E,C,0
Non-Veteran,Non-binary,African American,Other,79.84308516321865,B,-91.75493300415012,B,D,0
