handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Both,India,-5.379764130092384,A,B,-77.43156679592154,A,-79.05379303732725,B,E,132.25230981695606,-56.52189320029557,63.33016490160055,C,87.34925417896464,D,B,0
Physical,China,-165.8466971815663,A,D,-72.41041298905495,D,-54.831242656353616,E,C,28.098987940267843,132.37849197644042,-186.36678391016633,E,57.49697239417056,E,B,1
Mental,Germany,49.39900375569488,B,D,-52.97552281506172,D,135.21752859753,A,C,18.72964869514221,27.083849337324395,129.75120925217848,B,85.2684135647602,C,D,1
Yes,UK,70.66868946790818,A,A,-13.009093940438394,A,111.1223642366715,D,E,66.01562723542114,-91.39920388441259,-15.08502811870314,D,100.20852506856505,B,A,0
Mental,India,-38.31726730475218,D,C,156.91666495366673,D,106.81267311631663,C,E,111.90164198717763,-96.71269503581193,130.4976988777399,A,-65.36606312122007,E,A,0
No,Brazil,140.94880848516027,D,A,4.94208436023788,D,-75.56194184099463,D,E,-162.66045730797043,-128.05529106620978,32.60302671690355,E,-13.191555039927822,E,C,0
Mental,Brazil,-114.06353250659032,B,D,-28.18716712895358,E,15.269116557227393,D,B,42.49911578431793,-39.426545160494804,40.71023923351898,D,8.000078494972925,B,C,0
Physical,China,-203.68932585963373,A,B,34.5826539222436,B,96.99530622075805,B,C,64.93034041916081,-219.79798685106138,-96.84069634114383,E,66.29143659215025,E,D,0
Mental,China,-126.24308200724406,D,A,25.954746844237725,C,-23.399046452617252,E,C,100.84022714587834,-27.19360033445938,2.7187126259139616,D,122.19108900479196,E,E,1
No,Germany,-75.78165289662276,D,A,133.07693719675834,E,22.912359118700152,C,B,-39.87279993640263,79.27443703863155,45.962726266807124,D,119.65058877241994,B,C,0
None,China,136.51703604591464,C,E,-84.67607170098809,A,83.51342384422847,A,C,-175.4411019727518,90.19803163244153,-3.9543692817132277,B,-2.0754790566845958,D,D,1
Yes,US,-188.93930138851456,C,E,75.28775192411248,E,-58.084842446413695,C,B,116.10155273613154,-38.9170993679441,60.162352568286224,B,79.61956305311573,A,C,0
Physical,India,-113.71897556077042,E,B,80.16626410690793,A,32.41887139379253,D,D,28.2104389086276,-129.4451888893626,98.92924082815829,B,3.8866816191397633,B,D,0
Both,India,37.011797375193275,C,E,-0.1926655032720824,D,-36.89723559843096,B,D,-128.2952947544387,78.5845724874319,51.9685750030919,D,72.31709901481581,C,D,1
Both,Mexico,-84.53147313643831,D,B,56.75591476462365,C,-39.75014762386441,E,D,-41.96030353385028,64.96875724783906,-125.15761319939031,C,-116.01202880369298,C,B,1
None,India,-68.87362324899803,A,A,-67.8737873727576,C,147.97628606302322,E,B,-42.686813689145666,-56.91846914190183,-29.18461000343448,C,-7.797312461024385,B,B,1
Physical,China,-79.67537162572864,E,C,125.267939553434,E,185.63911733045555,A,B,-43.53595419335802,94.60505806429312,-56.563702078943145,E,75.32238837583641,A,D,0
No,India,-61.61348711047236,A,C,2.2395104474248515,D,100.5582157051683,C,A,74.55655358517305,-35.87660571370557,69.33045421396503,E,-168.17972316282206,E,B,1
No,US,-27.40482954117506,C,C,69.12755444254381,E,63.29508381447941,E,C,4.8293109993540995,-120.44622639661495,-28.551634862502418,C,21.78217608521781,B,C,1
Yes,UK,26.062085953723184,D,C,114.65039032258153,E,7.145692451936979,C,B,-55.13617013080657,-63.48565768679795,-30.478286627863927,A,110.827486245621,E,A,0
None,Germany,142.1337101920012,E,B,1.7919212896121521,E,-14.482764534191325,A,B,13.3858435943287,-30.709333943848094,-161.7089692134534,C,-48.80003972380722,B,B,1
None,US,-108.76996064407945,C,E,-16.675240191457505,E,-24.307950262658487,A,A,141.51957815053063,-6.565325985364182,119.17153892725278,A,90.42314556537276,E,B,1
Yes,UK,-36.70892324664969,B,E,119.65284273741364,B,-40.48052164641675,B,D,96.80839159514632,-199.9644115757976,-97.0102033685477,B,153.88939046951896,E,D,0
Physical,Mexico,-55.52383185676813,B,A,-79.09093610396609,E,-47.14641342295533,B,C,97.9942177072507,-122.66413351560837,88.88689722568348,E,-128.34361312845581,E,B,0
Both,Brazil,79.79406762869404,A,C,-59.23883393874117,A,-115.69998560818864,E,B,-28.82106328245861,-8.681895413423454,-31.716974377871672,C,48.60350860934421,A,C,1
Physical,Brazil,-54.33727439412258,B,B,8.716551361960438,E,157.78941069320686,C,E,72.64580160808998,74.79960325842839,-65.00671457122604,D,16.193610565577693,E,E,0
Yes,Mexico,-166.68638036838078,D,A,42.434412114081205,B,-23.96997245326072,C,B,84.87397709665026,-12.3734199529,-190.3724060939623,E,55.78162372653029,A,E,1
No,Germany,-43.20250283795089,A,E,9.425933053979065,D,-214.42046845173022,A,A,120.52546785712408,34.51012290176308,-5.99534328016785,E,-90.81779420597239,C,E,0
No,Germany,59.319610472522534,A,B,-85.93417586005339,A,42.72729659891189,E,C,-37.776260688046634,-27.288144765064526,128.31339334874187,A,-63.299558019300086,B,C,0
Physical,Germany,-56.51132788738815,A,D,116.29530806782591,D,198.7065116327798,A,E,51.692353115579614,62.39598286436119,-69.29907545842072,C,104.64845577537321,C,A,1
Both,Mexico,-43.57511833785862,C,C,64.42491419952529,A,301.1667233910644,B,C,65.19595564445865,81.22631824957767,-41.611209014041634,C,76.4453592795001,A,C,1
None,UK,-95.8135795938474,E,A,-52.8610057651188,C,-91.02209511952434,B,D,148.63719826682248,123.06631075837431,-243.8207781690489,E,47.01466280058531,C,A,0
Mental,Mexico,55.2371094552965,B,A,97.18236669320376,A,115.78142773565132,A,A,72.21424094411685,-78.37476094539873,-5.29938981820249,B,172.88075201303306,A,C,0
Physical,Brazil,-73.49553958639645,C,A,56.82817884308188,A,197.342623565313,D,D,29.14874612994622,28.853657520937514,72.12926705185379,A,-54.37525784467451,C,B,0
None,Other,-219.493038190403,A,A,-105.67426185207698,C,-9.736918970499069,B,A,126.64541835343076,-112.2674135621342,14.832166120318446,A,-91.24214003796261,C,B,0
None,Other,-20.212950927795344,E,A,-34.34089285622322,A,-91.27974992099854,A,B,-11.616073796372325,-25.685147273194936,201.9154433737047,C,62.48126073948372,B,C,0
Yes,UK,-60.15544829832395,D,E,145.8209762160423,C,192.0664278896709,A,A,-8.011972967208427,25.27279663138597,-1.91781721147597,A,-15.417509221746272,B,C,0
Both,Mexico,66.7106131239537,D,E,-195.77847663178972,D,11.37225336080381,A,B,5.490894663884553,-127.35978242755249,-26.602997048040578,D,-20.021621224673666,A,C,1
Mental,US,-125.67306557869544,C,D,-47.96931100044372,E,95.63249165223573,D,C,-77.89162622312202,-135.20368612837953,112.21954298943939,D,-101.8751675950965,E,B,1
Both,India,-241.9084908652688,E,E,-75.2314105708008,E,103.25127193474248,B,C,-100.37297596141043,-48.48911885602084,72.19375013617025,D,127.20216329574932,A,C,1
None,Germany,78.47882195969407,C,B,-181.17544399159004,C,-19.001972087496682,D,A,191.82518321788217,-116.11296053976498,78.39968668533737,C,-54.02948653621266,E,E,0
None,US,-40.47533167085259,E,E,-13.949772280845957,E,-166.26662003318722,A,D,32.29789436188178,204.27980849865617,63.18530861261611,B,-8.315296952437842,D,D,1
No,US,-29.066070209128736,C,E,29.320996483098106,D,25.96296489973,D,E,150.40562680448303,-120.64636684814771,-38.53557920510704,D,152.5426976241514,D,D,0
No,Other,-68.75627944748356,D,C,88.87836916245108,D,-96.38734139896876,A,E,-75.74989903484604,-21.90880780139772,-192.250825084407,C,37.048903286479224,E,C,1
Both,China,73.45469641866012,A,E,94.37505336920324,B,80.72973975053483,E,A,15.122003786398027,-90.92536832171385,-147.5110938942459,E,8.206668850019492,C,A,1
Mental,India,31.654701024321447,B,B,193.02309490530996,C,-99.33962774960062,D,B,85.4473549147282,49.35256550587589,70.49410463848693,E,13.626075553603645,D,B,0
Both,Brazil,133.16230956584937,E,D,-141.99037891815664,A,-134.21898945620754,A,A,-41.757955729876485,-92.17149967178524,-107.64856663530848,C,79.49838641317903,B,A,0
Physical,UK,-165.66802122252054,A,D,-225.24281505384636,B,-152.31282517248707,C,D,138.56394374017128,263.8592521624975,-54.44755781287485,B,-160.48899746029664,B,A,0
Mental,Other,56.728773537981624,E,C,-77.34340777987254,D,103.69451080924381,B,A,7.019433714204854,-33.452823613431775,-100.8325728079037,C,149.24975985647177,B,B,0
Both,India,68.82256686203313,A,C,-13.71556055400397,E,-103.17189058041866,A,A,13.472041316733204,107.03798879662203,-94.8428069756445,E,-216.13245932671555,B,E,1
None,Other,162.1484141660237,A,B,-98.35017165716809,E,-127.9695343070552,A,D,89.010097326176,-123.3064530211439,-9.557079857838952,E,-20.394672346641215,C,A,0
Yes,China,-119.51561391955615,C,A,33.27924902209242,D,56.63140464801526,B,E,80.26409199494961,-71.18795031970927,-53.68511837112037,B,-6.797821928239113,D,C,1
None,Germany,-10.885484449661769,D,D,-194.20562567601957,C,42.84275360589205,C,E,-83.47287094197861,-6.053199647110075,46.362763255745676,E,-68.09461894154983,B,A,0
No,Mexico,69.0456765890474,C,D,16.780901323577258,D,27.58286052262117,B,A,14.534461830937548,-9.62525077335462,-52.29365296917214,C,-125.86118756356694,E,B,1
No,Brazil,125.69365488965897,D,C,99.67698367451895,B,207.57565856262045,D,B,-39.39883665243302,-56.338413123109845,130.70578447065793,D,51.85650616603179,D,E,1
Mental,Germany,-80.32924015665385,E,B,3.574050639881049,E,-5.057559254459387,A,A,-128.9194652835221,-8.312882991097663,27.833834295331943,A,60.88531374603177,E,C,0
Mental,Brazil,-242.74118708037605,D,A,-23.578931449744733,B,36.513145500302876,A,D,-22.707325613278513,78.97836556774072,12.555250770779432,D,66.37060255279815,C,C,0
None,Brazil,128.6015660618474,C,E,-96.73241550300696,D,169.0895099812515,E,A,31.003291129188433,-26.74117459400786,-62.812889736068755,E,37.21816105505656,B,C,0
None,Germany,-279.76514985939434,E,B,66.59429795005349,C,-59.819879937093546,A,D,59.65540272299322,62.12977435725161,-122.22592016821649,A,-120.52991847037183,D,C,0
Yes,UK,76.04051706678374,A,D,121.4999210372077,A,-124.45726449428372,D,C,12.901716067595986,139.58033367422541,127.93323335802049,A,-22.748120970364603,E,E,1
None,Germany,66.66677776977592,A,D,-83.25814481286163,D,-94.02826537700567,A,D,-152.5094140477173,-48.40712800473167,169.28425703723786,A,-38.39209861510725,A,C,0
No,China,57.40917778648996,D,A,126.192617896198,B,62.28302761534912,B,E,87.51130091035081,-55.783183579066055,-138.20722384662267,E,120.35723615404177,B,A,1
Both,US,294.2193535097042,C,A,160.12634020473385,A,0.02591879531236727,D,E,128.21281198834973,-41.76699726332989,-111.40322906544127,B,32.47531122588846,B,C,1
Yes,Other,32.6570677476474,D,C,56.82491580113436,E,60.87081020582523,C,C,41.671596843102456,-115.43644679348817,62.57961283827081,D,-29.910019162241802,D,A,0
Mental,India,147.2571274934337,A,D,-10.382012439048314,A,-50.79300491540456,D,B,-116.13537402182321,121.50434603422366,137.36901530449316,A,-113.92740091995988,B,A,1
Both,Brazil,-109.94416545594967,C,B,-54.24528544787505,B,101.18823082215458,C,D,-249.91391191267041,-41.96492003587207,-193.3324950380716,C,-23.391716298752556,B,B,0
No,Mexico,47.77259120415753,A,B,-36.92640785569177,C,-17.174067762768864,D,E,-41.04281804212091,-76.0907053759771,-110.64423902796304,C,214.0174804939119,A,C,0
No,UK,-92.44325089881708,E,B,-14.081917536223736,D,-186.9165117741272,C,C,31.822170057781673,-19.790095443355558,80.8742101962611,D,193.91755790920527,B,E,1
Mental,Other,-102.31071358845603,D,C,-175.87061497213134,D,51.27615598509432,B,B,81.70198783714679,174.85840799346346,183.59109956812986,A,32.08840893325981,B,A,1
No,India,-139.61815916983423,E,E,-71.44643006931089,C,-50.97992380084815,D,A,-7.617204724158694,53.72533199118209,-31.954604118082337,C,-163.6584717560568,A,E,1
No,Other,71.25420796267021,A,D,31.748369372431394,D,40.26911991178595,A,B,-1.5190707454329317,96.28469136517262,52.55703995789288,C,-82.29709569557457,D,E,0
No,UK,85.93273639064147,A,B,-182.63379288195185,D,-16.04769704856618,D,E,-36.15281000805584,-32.699144049917706,8.429636765704531,D,-90.99088177824461,A,E,1
Yes,US,-45.12538893928451,C,B,-174.19289118265104,E,70.5623695554389,E,B,152.46403025129075,-59.029612786942856,-60.95585987771426,A,-19.98596917404354,E,D,1
Physical,India,44.36139601481837,C,A,-38.48240398066458,D,-154.54965918908132,E,D,13.561518471920648,-77.95845487944973,-74.79488141202188,E,-16.068264898977787,D,D,1
Yes,Germany,-35.17203489441705,B,A,-71.97193250792667,B,-80.1512409472774,D,A,99.32036844444599,-31.5453895566456,89.3136470465042,D,-176.5251966621626,D,E,1
Mental,US,166.6167727917171,D,B,3.1235657859230694,A,-115.18359944177507,E,C,101.15747440477622,-77.21895503583919,-138.3503261881897,E,5.991285233584845,D,D,0
Yes,UK,138.8992482212069,B,A,-16.955487853014386,B,-57.67132484847863,D,C,10.822981526994239,-128.93121841729229,-40.666821191032966,C,42.93839431894215,E,E,1
Yes,UK,-58.76374855824924,A,E,134.45938875964364,D,21.29241572596666,D,B,-20.706133956573584,-30.534890930441392,-15.862120562238442,D,67.24867579690104,A,E,1
Mental,UK,140.72574317574635,D,B,27.462046378702514,A,96.62326953801386,A,B,30.360905652213976,-24.58514136766666,94.06600694828398,C,-38.20637871564748,E,E,1
Mental,Mexico,-97.79482690519346,C,B,38.105933565963646,B,5.291078999550776,D,B,-57.18886948655153,57.37179706798998,-7.484318849900791,D,57.86195483211689,C,C,1
Physical,India,189.79274479905257,C,D,-90.38625579851525,C,20.68916517142988,A,E,0.5769347179647327,46.59563017945661,136.24139655795867,D,-33.80121586484766,E,E,1
None,Brazil,-140.90973743909205,E,D,-163.4716899570908,A,1.7344681571577079,E,B,21.46249241105065,-17.918777951986677,8.864416633849732,B,-0.45602422558863565,E,B,1
Mental,India,43.448970028861474,C,C,-15.457291375171426,C,96.26365875669154,D,B,24.549736576910153,-129.21735813152,-42.55409731869837,D,-12.544779374149448,D,B,1
Both,US,-37.62594137915972,C,B,28.103428514751126,A,59.668098841198415,B,E,-148.29885913635522,85.15785980309141,90.06030990704934,E,-26.94842665312259,A,A,1
None,Other,86.92295221653507,C,D,56.395471977163595,E,47.011918867704736,E,D,62.351602797222114,-121.56006016027803,-13.640969005301493,E,8.13116189721229,D,E,1
None,Other,-19.778784590885188,A,E,-22.463622493819386,B,28.20289959832452,D,E,-207.71441023192173,17.75477684760939,-101.03605666110298,D,-160.960918050232,D,B,1
No,Germany,11.966392205223798,B,B,159.80913357833262,A,73.38279617829244,B,B,-15.623727740515047,-12.98514512333184,91.37352627541257,D,51.54758481902093,A,A,1
No,UK,-182.92811054296553,E,C,-15.72358946875498,E,41.634194968894384,A,E,-38.94505265417176,-65.99128876552368,45.10416010765615,C,92.5963198930721,E,C,0
None,China,-72.05376201534787,B,E,-109.80280754440474,D,-43.933806843412384,A,E,-192.937129843949,145.16545939093146,-96.26235525879761,D,-82.91193209065146,E,A,0
Physical,Germany,-31.147877157039645,B,E,-31.432434113655432,E,-134.64682775164906,E,E,-122.21794754466207,-0.7563933987145303,-59.84585284897166,D,94.20771957376958,D,B,0
Physical,Other,3.270916012444703,C,B,-135.08194527460319,E,112.58138783719771,B,E,170.30438223030913,84.26358224867326,6.191977016989315,B,-5.817551073312711,D,C,0
Mental,India,-35.10632629544317,B,D,-114.9510900151653,D,47.44720160670309,A,E,37.99635693392668,78.74344572489917,196.74940078273698,B,-25.689186744563912,B,B,1
Both,China,-48.37006895964512,A,C,148.3991810223419,E,-177.84936425863143,A,A,-33.18165177929678,-120.03869323139953,150.48860753948637,E,36.177057946884254,A,A,1
Yes,Other,-75.15849438559809,C,A,9.930676441102662,D,69.43357698144222,B,E,139.5476141119339,133.38427771495037,-97.67720808530001,D,164.95165099189185,D,D,0
Both,China,1.492103875251272,A,E,49.55358681283627,C,98.33311855930287,B,D,-82.69224510075823,-12.216948678956156,34.6483243659906,C,5.818333528355245,D,A,1
None,Other,176.0545432077645,D,A,-3.0922789298655355,E,-106.73735345903255,C,A,164.6910575305104,-1.6869605778474035,-82.7599273933864,B,-113.20630482687592,E,E,1
Yes,US,39.414105696398344,A,D,-50.9755609988238,A,-38.7312155289102,A,A,-191.06074662815456,172.67814619330423,169.51039512285064,E,-111.2047900722996,A,C,0
Yes,China,-78.91621448758065,B,D,43.562838237431954,D,18.16920495001592,A,C,-25.775421850394864,65.39069691552656,89.20312033311448,D,178.029619726304,D,B,0
Mental,US,36.25714678453135,C,D,91.32274092568117,E,-40.223560975898366,E,C,-58.7853735083841,136.09768285339644,-61.971850571400125,C,-141.19277444495378,C,C,0
Physical,Other,1.094585354883999,D,E,-75.24017074742746,C,-51.47427028722413,B,C,127.19155806907887,-260.574490899379,-39.381321849079484,E,17.969704170035385,D,C,0
Yes,China,-40.20989365520023,E,E,-95.82349346015091,B,37.81714588661033,D,E,-117.1291397454277,20.535464582623113,-1.6311321222701471,C,-9.049006171523198,E,D,1
Physical,India,6.564713458762868,B,C,-11.125054173304052,D,-81.57416093613313,A,B,-87.27952200181606,-41.89105282570146,-93.66549953484852,B,-69.35174079182872,E,C,1
Physical,Brazil,72.43742525158456,E,D,-125.15243542486132,C,141.8500195356126,B,C,-305.3939086387344,-3.882648598417405,-59.657665678089934,A,-184.35237087336733,E,D,0
Both,US,22.633856421506074,B,C,7.481597965087605,A,155.50551246452534,E,A,15.348789494146372,-88.56950367538961,-224.7778135328774,E,-207.87396443666023,A,A,1
Physical,UK,-85.58233469560518,E,A,108.83167156450399,A,-22.699750702139358,C,A,-36.478189584487666,88.87091002855382,66.74670801992514,E,90.53148736934435,A,E,1
No,Brazil,-5.03843976048077,E,C,-270.3649774452945,C,-52.61890860384328,B,C,-182.26085627565377,-28.263339635064945,-217.79322485803948,E,-109.09325038656192,C,B,1
Yes,Germany,98.65726013730576,C,D,109.32620772753077,D,-90.99856524116122,B,B,-39.7569889250106,25.721219551107904,216.75405265834993,B,-33.02924616250159,D,B,0
Mental,Other,-11.801093098993436,D,C,-17.699331257477063,C,132.11252216498588,C,D,96.65404162005667,7.3606152915661,-59.59915939363002,B,3.8208817467908136,D,A,0
None,US,-64.67026299560501,D,E,-116.36490898590588,A,-81.5184331586393,D,B,110.2485326572953,71.57377978085646,45.1025075802148,C,-194.24016569420206,C,C,1
Mental,India,17.290869478405387,A,B,-48.39217734338403,E,-32.49988752117268,D,E,55.362263401691024,-51.68295645885978,38.42423973136665,B,-113.59188030227534,B,A,0
Both,Brazil,-204.6197746780606,B,C,50.9254287147906,C,57.18364589129585,D,C,-10.482453951814493,12.497344995534108,108.92959607418959,C,-222.67601035765145,E,B,0
Yes,Other,153.4551198906569,A,C,-141.62741881568377,D,54.70711395529136,D,B,217.1968816848483,196.089631651135,-26.001710540044655,D,154.9354390686203,D,A,0
None,Germany,-54.63071005975806,B,D,30.032665097959445,C,9.89291256697267,A,B,-17.676503205286625,61.98411845378015,-76.07596365692717,D,83.2921523706889,E,B,0
Both,China,-29.156487088192094,B,A,-87.51053473229618,A,-7.097333266647257,D,D,-201.3148102547931,-65.15278222398399,151.3954010734023,C,34.74028805608181,E,D,0
No,China,103.0365056324311,B,A,-85.3068077262001,A,-135.42306131584948,E,C,-121.07850041107993,96.65210047322857,75.14762314608545,D,-156.69499064615223,E,C,1
Mental,Brazil,98.48261078363524,B,C,-71.10206975319076,E,-175.37576833369314,D,A,3.6545084348947925,123.92678748073081,-34.54300094319693,B,-121.18064907548181,B,A,1
No,India,16.759918766739084,D,C,17.095231675807167,B,130.55391076831143,A,C,-63.150912962785746,-83.4707437501379,75.392329423287,A,-160.19529045158095,B,E,1
None,China,123.48391443945259,B,E,-79.64631903388403,A,168.43181716420395,B,C,47.305477233925224,-15.208918524188487,-111.61580006606154,E,85.06960668322589,A,A,1
None,Other,109.66614904986214,A,E,-22.026301518505857,D,-43.55225290271344,C,B,56.37021100213242,169.87787999800608,-170.8949263764283,C,-78.68953772430223,B,D,0
None,UK,220.77256904399087,C,D,14.207336619812317,A,8.207607689842774,D,D,53.11531998006481,108.38770168243146,104.1858922847363,E,54.25525374631225,D,B,0
No,US,-68.29882333810386,A,E,70.83128481832397,E,-155.9214347948023,C,E,-78.44928867841861,8.624819844482996,-31.44354151055847,B,-93.11655342859363,A,A,0
Both,UK,1.809797771541272,B,A,39.86591669277358,A,-28.45455796651858,B,E,-29.18590397511849,-74.25725344623216,-13.081111455664255,C,-45.894913076051026,D,A,1
Both,US,-134.24659097027873,C,D,79.45567775713262,A,31.761803824581296,E,D,138.87615826859593,24.13737431017143,77.85268216130797,B,109.23236807608463,E,E,0
Both,Other,48.40251177424883,C,C,-28.775897073421053,B,145.50431401996212,E,A,-39.22800481369495,120.12769183862059,12.800239186679057,E,-90.14438055537586,C,A,1
None,US,0.250517618521652,B,B,-18.750003978957107,D,2.600514467709774,C,B,77.58534049998367,51.4374726633128,-32.82745997303414,D,12.71910014040531,E,A,0
Mental,US,57.898800131942686,E,B,-97.5163440035844,E,10.502473985393348,E,A,-24.86957622088376,133.32492563287767,94.46196985011575,E,-15.036918634776594,A,A,0
Physical,US,21.56876187270966,C,E,182.06405527997447,E,-69.09141138678837,D,E,-1.1457788241818267,-9.635113009901758,65.93052844730312,B,125.64078844658826,C,C,0
Both,Brazil,31.890404974038304,C,D,66.04456625844342,D,-226.06054250194748,B,D,15.408167720800492,1.8303147131448438,87.47477724108683,E,-43.45667295341995,E,C,1
Yes,Germany,-85.82468569416636,A,A,-196.4741817799504,E,4.294633106150026,C,D,-20.121810175412275,67.36027867090549,5.626688982584459,B,-141.47799352029995,B,C,1
Mental,Germany,-128.41036815782903,A,B,49.01912826959969,E,-146.53814744204317,B,D,-29.52546075965773,-26.144846283644306,154.76661212443355,D,-19.40784461365703,B,D,0
None,Germany,15.190119356456458,C,B,56.03988935680027,C,-94.84740202302177,C,A,-5.544285041768152,-161.72760143043328,-79.83402616973528,C,-37.01374409530096,E,D,1
Yes,Mexico,173.78275941202813,D,A,47.98010569623117,E,65.76755988636768,E,B,29.29867006748415,-15.047511990103743,49.18232231030167,E,48.78080309571203,C,A,0
Both,Other,-18.385586315097477,A,A,-16.632754324061537,C,-1.9148688196225407,B,D,27.05889653954455,91.3541771504297,2.225279034880452,D,93.98744408172284,C,E,1
Mental,India,-182.9874390663291,A,D,44.95542278578968,E,-112.95024765591981,D,E,68.0656422148422,147.77919126369568,-233.26793561245444,B,111.41366198850517,B,A,1
None,Other,-107.37234406968945,E,E,-125.58798070940418,C,-129.71512367365216,E,D,-165.3228234619588,-6.012452429248864,-201.68071862669728,C,-0.15062264294445205,C,B,0
Both,Other,-78.87130456083153,C,B,-15.793038594426601,A,141.37547490797397,C,C,73.69839443266393,-3.7396679575124145,-26.49735875270644,A,77.00024432577146,B,E,0
Yes,Other,189.9472743424915,C,C,-5.237895493756739,C,198.36804518529127,C,C,-172.1891508568344,-147.9260741231933,-83.16862721912351,B,77.08422206479925,A,E,1
Yes,India,146.98552194689302,B,D,15.008652016559687,D,85.0719486988501,A,B,-105.32169103066981,14.364414179321757,148.00825580547794,E,-113.84627627309965,E,C,0
Mental,Germany,-81.90367660793432,B,B,44.892344864877174,D,-122.21162062660507,C,D,23.988261174656035,71.44694785914307,-109.29931404766273,E,317.80835432713934,A,A,0
Mental,Brazil,-148.74617425511852,E,E,-14.516255574764832,E,-192.35613591671296,A,E,-7.209898018210061,14.001868128159689,88.07684551938071,E,134.4851758902865,E,E,1
Physical,Germany,-24.900107975916512,C,D,-8.465800564317615,E,23.010307206429992,B,E,-170.73996627383949,121.60483093193916,3.899516123131926,B,19.769863485922734,B,E,0
Both,India,111.39577688973125,B,D,45.11434401832505,B,59.585143237103836,E,B,-45.41843851621718,14.924604614559026,-9.474777155139178,A,-0.6756100503378709,A,C,1
Both,Other,33.8545123086689,C,C,104.23209920143223,C,-21.03589154810488,E,D,42.978039384008405,110.52800085345385,-79.06317822766066,E,-116.20339717117507,E,A,0
Both,Germany,101.15959055848458,E,C,112.95315642831972,B,62.54598040881771,B,E,36.67703875553855,23.8949434230537,15.617708628032181,E,19.30669674535521,C,E,1
None,US,-130.99717446377454,B,A,4.609096537718334,C,144.7419293974705,D,A,121.17085175279456,-51.48196464610359,35.87091303010065,E,136.65575127381294,A,E,1
None,US,-242.2980138320982,B,D,-74.4089689814281,E,60.90021134677658,E,D,-4.992831265660689,-90.05882409187286,-134.6648511108137,A,-24.036749514930605,D,D,0
No,Germany,-78.03736481331632,D,D,84.98507927128287,A,-128.96042949632604,E,D,81.2319177148107,-76.83664904422024,40.57269522270138,E,53.508735841305544,B,E,0
Mental,India,-57.99366876960684,A,D,-95.39670420949612,D,-106.85558608663813,C,E,-52.05492050775291,-220.00745670785932,-120.94552858508676,D,123.70550790147009,D,A,1
Physical,UK,-219.0609456759303,A,B,-19.49353714587051,B,52.31763471122712,B,D,-100.14316097971026,178.10492885011942,8.773730186825665,A,-35.588330100784866,E,D,1
Physical,Mexico,23.320574912403842,B,A,-103.2238640904391,B,-149.8237631407016,B,D,-132.25237239183767,-55.85501275349022,20.993761048727436,E,208.45997569190624,E,B,1
None,Germany,129.86661513469602,C,C,93.76360924158146,A,111.40141420109116,B,D,-183.20703642983656,-81.8058565001958,-141.55446216488443,C,-78.48530433907752,A,E,0
Mental,Mexico,-171.5578597343015,D,D,26.688702049724018,C,-73.19075213387876,A,D,52.23593824358872,-102.01072046856456,124.53214834149449,D,-24.169993985601405,D,C,0
Both,UK,-75.21175485691631,A,D,-128.20617677680883,C,16.33033140575948,A,B,6.990999221638976,-164.36250542807326,-40.11107451733544,A,2.5197764181494495,A,D,0
Mental,India,71.01390757108479,C,C,-14.266534821418752,A,-158.8700231527145,C,B,-40.01024414917143,-73.62162115141274,136.4590783031284,C,-44.55222394529168,A,C,1
Both,Brazil,-42.29544171346198,C,B,224.79967598963876,B,-23.04834718010948,B,E,232.03534249838657,-67.05880168108857,47.84028800195744,B,92.76677272990943,B,E,0
Both,Brazil,-110.62937255022212,D,D,137.0698842572003,C,-131.63219449630284,B,C,89.81482000569689,-179.82345576441386,-85.41827043768818,C,-70.14689312115526,A,D,0
None,US,-49.11805467298883,E,B,40.404471545708006,E,-122.04164905141721,B,E,174.46940484925824,6.933049723668365,94.70804445187565,E,-67.62811135923464,D,D,0
Physical,US,83.02992860608491,E,A,48.93940139206808,C,-116.17685969845719,B,D,-16.17367296762548,-126.46896673775517,-111.754751416041,C,-52.68893694310533,A,C,1
Both,Germany,62.2001845752849,E,A,-42.62520492440095,A,-101.74032925244028,C,E,15.73700889801227,166.32447251653662,44.27753536770632,B,-166.96178287464244,E,D,1
Both,China,137.96852844967444,C,E,43.148120188069214,C,92.56330154230422,C,A,164.5990688471996,-125.33062479310895,47.52795010154506,E,2.3422484001724677,D,B,0
Physical,UK,132.69649241617054,B,A,-126.47006615694802,B,84.9269021786472,B,E,-10.85456215177559,172.5385100557082,-115.75262329098801,B,44.907110619434484,A,E,1
No,India,-18.00587956705394,B,D,-38.45126075181425,D,33.54055924117879,B,B,-160.0601530214628,-85.99997124025646,-52.003733936685414,B,-137.6024284187721,E,B,1
Both,Other,-35.17660440389033,E,D,86.39943589801779,B,208.11398683827744,B,E,-146.51653281215843,194.41392141787694,-37.705373847129984,D,-137.75864384700088,A,A,1
Mental,China,-139.93250487395136,C,E,120.52674333154047,C,58.438118304401776,B,A,-50.73797263581864,31.170356703333958,105.00654334349025,C,-126.12432855123528,D,B,0
No,UK,-67.050732264643,D,E,-81.25777696217166,E,-50.8448351194135,A,D,156.61133439128855,-87.00372548697305,-207.32230803443298,C,-84.00950761107914,B,D,1
