AgeGroup,genero,sexuality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
51-65,Male,Other,Non-Veteran,D,-21.468547704792414,C,-38.840477286359096,C,D,D,190.20926983295607,124.14888920153571,A,172.31360571702547,B,0
26-35,M,Bisexual,Yes,E,30.666034073889236,D,148.8052074168501,A,A,C,74.4225884041328,-117.16429105332888,E,98.17759763472147,A,1
18-25,Non-binary,Other,Yes,A,-122.17431673408008,B,-13.632088873677834,E,E,A,-59.5706649031564,-212.18535506024372,D,12.264988341668467,A,0
36-50,M,Heterosexual,Non-Veteran,C,-12.650469935154282,C,-129.05392710349315,B,C,B,-324.86162140876166,87.23266345354811,A,114.31900944885165,A,0
26-35,Non-binary,Other,Yes,E,69.60821484377065,A,-189.02649960682655,E,B,B,-149.39414526539278,-49.983887687024506,E,172.57433115915427,E,0
36-50,Female,Homosexual,No,D,-60.79051845672375,E,59.898370159512346,E,B,D,-119.44226589272692,123.07736606581865,A,-85.84353849988148,A,0
36-50,F,Other,No,B,194.27351125728654,C,2.050129893902815,E,E,D,-130.43665056903808,60.27177575137298,C,-18.127562536278276,B,0
51-65,M,Homosexual,Veteran,D,-9.596927897211643,A,-55.98543076291639,A,D,D,-142.18674174706175,127.80563972917376,C,-6.822692028906039,A,1
36-50,F,Homosexual,No,A,33.77921071792371,B,-92.64053269015112,D,A,C,21.24594732157277,75.32734549923491,B,177.7044616092088,B,0
18-25,Female,Other,Veteran,A,-30.450928276674418,D,61.07189666092043,A,C,A,19.073592241286885,44.27116744367314,B,51.74818077553094,A,0
65+,Male,Homosexual,No,E,-43.144095404980334,A,25.601895617520924,D,D,D,18.60643530845043,67.728999476724,B,-59.67374437496902,A,0
26-35,M,Heterosexual,Non-Veteran,B,-25.203763880492758,B,82.00778985169744,B,B,A,8.794838519063893,-111.82184969823706,C,180.18638019340395,E,0
26-35,Non-binary,Bisexual,Non-Veteran,E,-295.7018482013323,C,106.13127156465947,D,E,A,-83.95901493747623,-126.63742162287772,C,-171.67942460374007,E,0
65+,M,Other,Veteran,D,118.33481410801987,D,45.985308375755096,D,E,E,34.52553363878391,39.26417344241035,D,16.19185535430058,C,0
18-25,Non-binary,Other,Veteran,B,-216.49261519048034,E,-106.81320074102617,E,D,A,140.98736237152065,-190.92211100781756,D,60.937343667995314,C,1
36-50,F,Other,Non-Veteran,E,41.03951687087547,E,38.36687252144593,B,D,E,-26.641060998800448,-103.519928473506,C,62.36867061465626,A,0
36-50,M,Other,Non-Veteran,B,-64.74829470534813,C,43.53642424034243,B,B,C,-52.13735685715074,20.99350169336108,E,46.600288394337944,E,1
26-35,Other,Other,Non-Veteran,D,167.84028779137262,E,-89.6464118902075,D,A,D,52.889579475053175,83.63981323888946,D,24.324681282045983,E,0
65+,Other,Bisexual,No,B,-1.8903437701881691,C,-77.31567010786246,C,C,A,-48.35289544690076,-34.311228294359005,A,-111.33745441911502,A,0
65+,M,Other,Yes,B,14.143895821281733,B,47.20981966212033,E,E,D,-142.42412224804417,-163.78953834818705,C,-92.0607669984381,C,0
36-50,Male,Other,Yes,C,118.54112995275683,A,-27.13731920484779,C,C,B,113.46493893871579,-146.51064590411423,A,-24.78708483608904,A,1
51-65,Male,Other,Yes,B,37.42706980477918,E,-132.67324458311006,A,E,A,178.4732549561969,19.801693196535037,C,169.99510264289884,C,1
18-25,Non-binary,Heterosexual,Non-Veteran,D,-163.0141894376248,E,-125.14476020741674,C,D,E,-94.12447949461902,-12.363926040946566,D,15.95728634737324,A,1
36-50,Other,Heterosexual,Veteran,A,-16.44907276986839,A,-74.76508926544727,E,E,E,-209.80622054435204,-45.35223214843709,B,-8.387997645839997,C,1
65+,Other,Bisexual,Yes,A,-62.50595989750647,C,40.1738579392937,A,C,B,77.47897486578874,21.741960746876497,C,140.39679720096782,D,1
51-65,Female,Other,No,B,-247.16603803982494,B,175.52894770566746,E,C,B,31.943869818936932,-65.92210640457283,A,39.156486193768764,A,1
65+,Other,Homosexual,Yes,D,-8.804883094003221,B,-13.27850486644057,D,D,C,-56.72508913087293,-33.95450532750318,E,88.69066145042827,E,0
36-50,Male,Heterosexual,Veteran,A,226.24766622092287,C,-52.69002227764143,A,D,B,-31.019106478235532,-97.24723853065728,D,82.34244347582643,C,0
36-50,Female,Homosexual,Non-Veteran,E,74.79239285624763,A,-49.4844949851708,C,E,B,140.37413555738632,-1.4796560175240765,C,-115.84838466870598,D,1
26-35,M,Other,Veteran,C,-192.15230598518488,B,57.98355868235855,E,D,E,-46.36948716875817,52.16733155889849,D,165.89513082971825,A,1
51-65,Male,Heterosexual,No,A,78.43013690802667,A,125.08737001997783,A,A,A,61.99400814897131,78.7366438529358,E,-14.809943706027257,A,0
65+,Female,Homosexual,Yes,D,-122.52919571727764,A,-72.2920494740198,D,D,E,-104.749353101192,86.83474685791201,B,181.1297180431098,B,0
26-35,Male,Bisexual,Yes,E,38.929536831160306,C,-131.422926678689,D,B,B,205.44751559876119,-197.49637344042446,A,-132.64253019698955,D,0
18-25,Male,Bisexual,Non-Veteran,D,130.6974858374637,A,16.921717571958837,E,A,A,-10.199647352316543,9.103481764551848,D,55.59277014189063,C,1
65+,Female,Other,Non-Veteran,A,70.08745775991108,A,-103.4853208269291,B,A,E,37.69645438389503,19.325544007989386,A,-53.86313726048646,D,1
51-65,M,Other,Yes,B,76.80451338576056,B,54.98900904000437,C,D,C,-44.772520783514935,-48.73676524773678,B,78.96035817466016,C,0
65+,F,Bisexual,Yes,D,127.60522815658604,D,71.62045618132531,D,A,A,-51.38286007807904,-104.15347300064705,B,-149.87507725027402,C,0
51-65,Non-binary,Other,Non-Veteran,E,218.36883798935216,A,6.243555451689844,D,C,C,42.1691419308231,12.707925364730302,E,62.237143694131255,C,0
51-65,F,Bisexual,Veteran,B,163.86878732778965,B,43.36746138830549,B,A,C,-179.84635879192967,8.229673090877116,E,-14.87476367471547,A,0
36-50,F,Heterosexual,No,D,-50.146052256536564,E,78.81220841593235,A,C,B,-85.61880669115662,44.02044756906251,B,59.18502550217926,C,0
26-35,Non-binary,Heterosexual,Veteran,E,-6.220816740602155,A,-36.155623148279744,B,A,B,-2.1785536566762875,33.29771013099072,D,13.228929168016604,A,1
36-50,Other,Heterosexual,No,B,113.1920740536237,C,187.207540685816,A,D,D,71.52822406674926,24.070357780816547,D,12.599511903288107,A,1
51-65,Male,Other,Veteran,C,105.32797726598335,B,-64.8032041524403,B,B,D,-41.012752081133286,177.0136970505528,E,-90.48823213305911,E,0
36-50,Non-binary,Homosexual,Yes,B,49.34022240233747,A,-49.03339210633896,E,C,B,17.965644127754164,-130.1698646130904,B,-51.38809976636017,C,1
36-50,M,Other,No,E,-107.56520750618397,D,-55.89554833791307,D,B,B,168.46217469812967,8.134626291048171,B,55.934427145926456,C,0
65+,Non-binary,Homosexual,Non-Veteran,A,43.078481241881335,C,259.3400310882771,B,B,C,36.79227906473229,-80.68027038711337,D,5.112254691527738,D,1
36-50,Non-binary,Homosexual,Non-Veteran,B,224.26645312228075,E,-112.32061263746192,E,E,D,-110.49457163127308,62.70432396863473,D,4.657185264569662,D,1
51-65,Other,Bisexual,Non-Veteran,A,109.862488867932,E,43.78174110934236,C,E,D,-43.55450003101953,40.77154731135485,A,-63.89718267512223,C,0
18-25,Other,Other,Non-Veteran,D,-82.2602755079098,E,-34.87346237996461,E,E,C,67.47023995281404,-95.79112622443567,C,-46.36454770721473,A,0
18-25,Non-binary,Homosexual,No,E,-84.51893945545127,B,-66.31052696146348,C,E,A,-3.6913636197996267,6.331330989226702,E,82.16957664551833,A,1
65+,Female,Other,Veteran,A,-132.17143411030065,C,92.60201081656282,C,D,B,-117.44179580070121,-65.3361482728363,C,19.052906346487898,C,1
65+,M,Heterosexual,Veteran,D,-17.75990289882107,B,-149.6508900895062,E,E,E,-33.94606198601438,-102.18905339749882,C,-78.01113621691445,D,0
65+,Other,Other,No,A,-109.69165959660555,C,48.653105852326895,B,B,B,-88.33737551674575,-24.886977855295182,B,31.021531948371162,A,0
36-50,F,Heterosexual,Non-Veteran,B,21.280297147556315,C,49.555966006510474,B,A,D,176.20010666474968,-68.04346000625405,C,-160.87542642694495,B,1
18-25,Female,Bisexual,No,D,48.775648676947526,A,105.4112112664583,C,C,B,38.61267129840565,-238.59110092472503,C,-123.04398229021112,E,0
51-65,M,Heterosexual,No,D,-10.11470124076338,E,88.29982830958409,A,A,D,52.74237348185524,58.387564907134795,C,-138.98792492969366,A,0
65+,M,Heterosexual,Yes,D,-114.44056361670927,C,153.35459141531493,E,B,E,-203.21300193192786,142.6760328925176,D,-15.030120840834844,A,0
26-35,Male,Heterosexual,Veteran,A,-105.35286187487792,A,25.503240907873316,E,E,E,21.516178265932805,127.83846702684478,D,207.3582162158388,A,1
65+,F,Homosexual,No,A,46.97770213354745,B,-30.042703983275388,D,A,D,134.31495821573458,-78.93954928563637,A,-40.558053588103135,E,1
26-35,Female,Heterosexual,Non-Veteran,A,3.0857379695249305,E,31.647281442299285,A,D,E,-142.60266276903565,-1.824299139059629,A,-18.206523207228827,D,1
65+,Female,Heterosexual,Yes,D,158.47163477599238,A,31.32286935965074,A,C,C,193.95258490885402,92.1005085640528,B,-69.71697293557,B,0
18-25,Female,Bisexual,Yes,D,53.05875969714702,D,-6.654936282270583,E,C,A,-114.36211447875793,81.30639693874897,D,-129.63063416830906,A,0
51-65,Other,Bisexual,Non-Veteran,B,-18.390076855844832,E,-19.530700382072492,A,C,D,43.84932229929613,-2.5660908875241284,D,30.108693180953377,B,0
18-25,F,Bisexual,Veteran,A,168.99321801171146,A,70.99727193534908,A,D,A,-45.49573532582068,-66.3290293477882,B,-88.07799777057323,E,0
51-65,Other,Homosexual,Yes,C,-200.25454718307384,D,-143.50980418468927,D,C,A,-155.97285549439414,37.55295239496988,D,22.100372529527498,B,0
36-50,M,Heterosexual,No,E,-42.64222850512186,A,-130.73582111684178,E,D,E,97.52245838661295,3.086214835441684,C,113.13122213647605,D,1
51-65,F,Heterosexual,Veteran,A,-115.250216695732,E,25.460635858811315,D,B,A,-245.55835259885873,277.9379837656725,C,152.73793684368994,B,0
26-35,Female,Heterosexual,Yes,C,145.81524998137274,C,-1.4122859028592842,D,C,B,-252.7549403955467,28.6922780756803,B,-17.017957283302643,A,1
65+,F,Homosexual,No,E,23.880745199918927,C,160.54021204242883,E,D,A,-54.45513044994961,-57.43613056084514,B,-78.9579436207511,B,0
65+,Non-binary,Homosexual,Veteran,A,306.0440200717859,D,12.924164248866319,D,C,B,74.29499670531725,37.714500593851746,C,159.85812692070357,D,1
65+,Other,Homosexual,No,A,-8.138126273420928,D,53.521313890214586,B,B,A,47.478132595373765,-17.109507338707868,C,-30.922272278374642,B,1
18-25,Male,Bisexual,No,C,-42.29313986758246,D,64.8752985086431,E,B,C,16.650385909274988,179.62087591680444,C,-125.9876732697292,C,0
65+,Male,Heterosexual,Yes,D,151.53282317877776,B,314.6773597138067,C,A,C,-168.61871660577074,-74.34870455903254,E,-142.1725384209085,A,1
36-50,M,Heterosexual,No,A,145.80979528992316,E,139.25127944569815,C,E,A,237.09977715093095,-87.01267906310026,E,56.62370149939964,B,0
18-25,Female,Bisexual,Veteran,B,-33.1742571921503,A,38.03077174735223,C,E,C,51.07751066862575,153.41077767844277,B,47.71448954013755,E,1
18-25,Non-binary,Bisexual,Non-Veteran,D,-75.69202730917549,C,75.59739307583645,B,B,D,12.45555237737374,-143.8246314408504,D,139.19351087755706,B,1
36-50,Non-binary,Bisexual,Non-Veteran,D,-17.28736318653009,B,-43.879225710857526,D,C,D,36.45473701381985,-130.8312247421107,D,-87.79781439499051,E,1
26-35,F,Heterosexual,Non-Veteran,E,-188.86593180726348,E,-51.99485294195878,B,E,E,-198.97285173870392,14.758545009807195,A,-137.78819414828126,A,0
36-50,Male,Heterosexual,Yes,D,-120.06182314472238,E,-53.238229009564776,E,A,B,-39.66695403384507,12.366438354885581,C,-53.995831544696415,A,1
51-65,Female,Homosexual,Veteran,A,-57.20136633385079,C,-56.55408459361389,C,C,D,17.423350333852486,69.72185561584605,E,-152.17038737654886,C,1
26-35,Female,Homosexual,Yes,A,-5.549167923321839,D,-72.51709156093847,A,E,D,-21.825267437536606,103.20884018130295,B,174.55653452141982,D,0
51-65,Other,Other,Veteran,A,-81.859721675873,A,-143.6560437807292,E,E,A,-178.35191052716058,17.294087464086726,E,-32.89308839588875,B,1
26-35,Female,Bisexual,Non-Veteran,A,101.1965301838357,A,72.38790488445052,B,C,E,-83.90212084953052,-68.67272226054521,C,8.700397092767748,A,1
18-25,Female,Bisexual,No,A,116.30167085397886,D,-76.10789592800637,B,E,B,-6.7879368455139835,199.27027214896088,B,57.42979027731834,A,1
36-50,Male,Homosexual,Non-Veteran,B,-8.074705472645963,B,48.19803286500829,A,E,E,166.63650923440528,26.66622817548433,A,84.07731008070478,D,0
26-35,Other,Homosexual,Yes,D,88.7845599326971,D,-125.43811993233096,A,A,B,-4.684091234357879,-120.92209457365219,D,-102.97861256620651,E,1
18-25,Male,Bisexual,No,E,-49.08080426362456,E,13.511065309920777,E,D,C,-26.366619183756328,-109.12654444605879,E,-51.48345646485928,A,0
18-25,Non-binary,Heterosexual,Non-Veteran,E,22.73057670633424,C,72.09735348502568,E,A,E,-144.92228266853954,-94.87815074009757,E,-8.912196247867389,E,0
51-65,Female,Other,Veteran,E,27.30134494102103,D,-87.58303217614738,A,B,D,51.55578734013925,0.44943636451458024,E,-83.52963504950345,B,0
26-35,Male,Heterosexual,Non-Veteran,D,35.343120063221676,B,58.249061013389856,A,B,D,-243.43523183281866,-214.22065740739123,B,34.622875219047586,D,1
26-35,Non-binary,Bisexual,Yes,A,-41.006634021099195,E,-64.87704768687571,C,C,D,-0.4731215213543726,299.0460404988354,A,-174.5474935759141,D,0
18-25,Female,Heterosexual,Non-Veteran,D,181.20654307305176,C,-133.71698493929443,E,E,E,-100.65512312565224,-47.685661463784825,C,-43.74301920081253,A,1
36-50,F,Bisexual,No,A,-85.35471511028776,B,40.14199249408144,E,A,D,100.61193116465898,5.5179017142452675,C,70.04680942429682,D,1
18-25,Female,Other,Yes,A,115.51945032270197,D,187.27567078322932,E,A,A,-110.18624793480667,-105.45945489883624,B,9.584625960384951,E,0
51-65,Female,Bisexual,No,B,-41.339258221758854,D,69.464585243203,C,A,A,-86.69429791488106,-152.86230536845537,E,26.92982469463639,D,0
51-65,Other,Homosexual,Non-Veteran,C,7.7897926790159016,D,-7.65342131374582,A,B,A,-20.312730222226868,-80.11873648670901,C,-159.98959152548454,D,1
26-35,F,Heterosexual,No,B,93.28650316009947,E,85.62313403483385,E,E,A,80.06505905916151,-182.86661572785573,D,-28.34567060679086,B,1
65+,M,Other,Veteran,D,70.89962982313803,A,18.293618653811684,D,D,E,-18.905117608479934,-125.86797443325597,C,-135.28034254901925,C,1
51-65,Other,Heterosexual,Yes,B,-130.03628590732754,C,-85.32696674440734,B,B,D,164.87773767726011,101.70535630183792,E,68.74907915867828,E,0
36-50,M,Heterosexual,Veteran,D,-31.593810453840987,D,-101.1208289981292,C,B,D,10.152123310568072,78.20575262392748,C,-16.421571178930918,B,0
18-25,Non-binary,Homosexual,No,D,-58.30878162677848,C,174.59408703265942,E,D,E,-9.602489533835755,62.1568620758086,B,-36.1152490253717,E,0
18-25,F,Homosexual,Veteran,C,-109.66511250878199,B,138.59887304259294,A,E,E,-29.622911972358995,121.23496455943234,D,25.96721902511015,C,0
51-65,F,Bisexual,No,E,96.1506980135256,D,112.48913789849419,E,B,B,-130.7972451662095,14.458298140594412,D,-2.164039820970689,E,1
65+,Male,Bisexual,Yes,E,93.38741470302,D,53.65026765601595,D,A,C,-105.44137875772338,34.3381671957367,A,-92.89858683823819,B,1
26-35,Male,Bisexual,Yes,D,-32.91540558709429,D,44.348785896086675,E,C,E,-156.422692485339,-90.8001023342401,C,-58.21075540121788,C,1
18-25,F,Heterosexual,Non-Veteran,C,32.28591144245806,A,-221.6257317424248,B,E,A,126.86648415003903,-192.91040355579506,D,-151.56935014363665,A,0
18-25,Female,Bisexual,Yes,E,-49.51072443524136,B,-45.0589881701907,C,A,D,132.93492328646454,-16.944778965061094,A,117.5233622344289,C,0
51-65,Male,Other,No,A,153.99504505393205,D,-9.443489004174763,C,A,B,-69.14876916874498,-196.86085873461144,D,-13.639754320042025,A,1
51-65,Female,Heterosexual,Non-Veteran,A,74.58130226957692,E,-155.98719170643986,D,B,D,19.441803074721488,-64.1113983413296,E,30.14513360002618,C,0
26-35,Female,Other,Veteran,A,-173.75623687245806,B,-26.554842760714877,E,A,A,106.51929453171107,4.306286434414369,E,18.331548672591737,B,0
18-25,Female,Homosexual,No,C,-141.4833015020011,D,69.09137502850004,C,B,D,158.62054616010818,-76.3759340013621,E,134.09166997819463,B,0
65+,Other,Homosexual,Veteran,C,-11.418291349494684,D,11.412946438370719,D,E,D,-56.77786356036041,-37.66496089490822,D,16.753130955712585,E,0
65+,Non-binary,Bisexual,Non-Veteran,E,-57.30539495499626,E,53.37420604503726,C,D,C,78.04102900316973,-24.77354270433829,E,-135.16951878793282,C,0
18-25,M,Other,No,E,-49.65526048622332,A,58.965302579352716,A,E,D,25.065284415281365,-37.627090082444944,A,-129.46517758140658,E,0
51-65,M,Other,Veteran,A,4.700638819467088,E,129.25221751009462,C,A,B,23.92162188923589,-56.13084066358913,D,19.8813414294494,A,0
26-35,Other,Heterosexual,Yes,A,-17.276464889061895,B,-74.50252306287608,D,D,B,-122.96435219003949,-173.53275995545866,C,-52.46651692951105,D,1
65+,M,Heterosexual,Veteran,C,-12.465990518744595,B,100.73246473346009,A,A,D,-70.52777229279845,-147.39776421264415,D,-40.08863981472842,A,1
18-25,Male,Other,Yes,D,62.074082500194805,D,-132.09131704959736,B,E,A,-14.866605619095418,56.72908807502355,A,-25.49510529418534,E,1
65+,Female,Homosexual,Non-Veteran,D,-34.705243553505625,D,5.323064244325107,C,B,B,15.396362839113879,-136.20975576213775,E,-112.54688025249844,D,1
36-50,Other,Bisexual,Non-Veteran,C,73.69888923077558,A,-94.94855354072516,C,E,A,47.82180424940384,131.04255370766523,B,-12.518209341639217,D,0
51-65,Other,Homosexual,Yes,E,-113.24252297491853,C,-8.945674617541318,D,A,D,-89.18901055632807,97.06297565827438,D,-70.83197818311285,A,1
36-50,M,Heterosexual,Non-Veteran,E,-27.309859851624964,B,-79.29849300343356,E,E,B,40.264929532744794,95.52234672243326,C,21.18319308998248,D,1
26-35,F,Heterosexual,Veteran,D,3.683790297270869,E,-47.0610728302489,A,E,A,13.027017901623559,-327.64942016422884,A,27.27092645791785,E,1
18-25,Non-binary,Bisexual,Yes,E,-210.32668883508921,B,-51.83997628711149,E,A,D,26.034918212268092,-177.80982204967455,B,-68.96628918758401,E,1
26-35,Female,Bisexual,No,C,23.51654429041318,C,42.51784930532137,C,B,C,-38.985246656919564,-69.77459710730852,E,-98.81059160012386,E,1
26-35,F,Homosexual,Non-Veteran,C,5.484947067180433,C,203.17190776375992,B,B,A,127.70594939866882,102.97813962969451,B,36.517985025876044,E,0
26-35,Other,Bisexual,Veteran,D,-76.45255497652234,B,30.73755490889811,D,E,C,-98.73672526099433,-50.38162257907561,B,-42.80823313164936,D,0
18-25,M,Bisexual,Yes,E,5.2580572324192705,D,126.04805176389844,E,D,D,55.07071778180759,-113.51755745880152,D,73.92417879771168,A,0
51-65,F,Homosexual,Non-Veteran,D,32.17753868014159,D,99.51507028383017,E,B,D,46.24069794412856,18.52102596288003,B,155.34604921752165,D,1
51-65,M,Other,Yes,C,-11.15503336319632,B,-77.40579937380348,B,C,E,137.8138469430836,-126.34340636923129,C,-22.35826390779448,C,0
36-50,Non-binary,Heterosexual,No,A,18.496182782740924,D,15.758530996775338,B,D,B,14.879573845193075,-80.2288922344887,A,-51.689191099662445,E,1
26-35,M,Heterosexual,Yes,B,-11.506927232873416,A,98.86271963858523,D,D,E,-58.71009902546662,0.8888599160714766,C,54.35453451837798,D,0
65+,Non-binary,Heterosexual,Veteran,D,231.33118791468905,B,81.40766386608207,C,A,B,224.10108971135213,146.2653161927719,D,8.135411643791182,C,1
18-25,Female,Heterosexual,Yes,E,-99.26334845675358,B,89.77602931504428,D,E,E,60.48289495921148,176.87557957120768,A,231.3456126108578,C,0
26-35,Other,Heterosexual,No,B,52.9251385997047,B,-134.380991880702,B,A,A,26.67757267414371,-182.49343999450642,E,-55.79412193619232,E,1
36-50,Other,Other,Yes,C,87.75054556715222,C,59.44887911131632,E,A,E,17.4029047563262,126.66525287115702,E,73.55177110652077,C,1
65+,Male,Homosexual,Non-Veteran,A,-179.2196572437124,B,-63.46283394330152,A,C,B,29.096658962391214,-113.06255594996435,E,83.36377673414907,E,0
18-25,M,Heterosexual,Veteran,A,-112.57286129629829,B,-197.49942601601757,B,D,B,45.898584082314656,-13.885526369350742,C,-125.68284920930918,E,0
18-25,F,Other,Non-Veteran,E,-165.85909530658603,B,101.90725869896981,A,E,D,-89.48719970704579,-71.99545761122467,C,55.10034579876787,B,0
18-25,F,Other,No,C,195.49448287239684,A,-18.831494013087276,A,A,A,16.59758272265223,145.95683351627392,B,-113.7808715882088,B,1
18-25,F,Bisexual,No,C,-86.88635547654594,A,-59.70713285607695,B,D,A,-69.98658193138608,-174.03758205459258,E,32.64959685219578,A,1
18-25,Male,Bisexual,Non-Veteran,E,-29.26675396036612,A,112.60354521606972,A,C,E,-37.039596060656315,99.33112191458545,C,149.975969213153,C,0
18-25,Female,Homosexual,Veteran,C,-5.110475726794568,A,-57.919490161328625,D,E,E,55.0811025319143,-145.00210147976733,D,65.26571801518372,B,1
36-50,M,Bisexual,Yes,D,-14.368899776289348,B,-5.517970218717211,E,B,B,60.38239714505944,43.85633291570063,A,146.66173002735462,C,0
26-35,Female,Bisexual,No,D,-51.07777832497887,D,-103.75234516598016,B,B,B,-64.78698905422529,-54.03573068473945,E,-32.946725122554206,E,0
36-50,Male,Bisexual,Yes,A,30.172010796684738,E,-30.282638769727416,B,B,E,218.56680129487827,136.6596894954032,A,-185.16857379586054,D,0
36-50,M,Homosexual,Non-Veteran,B,93.46633783400988,E,-104.8487524406092,D,E,D,1.0883042482264964,-13.241267543873272,B,15.892925048839162,A,0
18-25,Female,Bisexual,Non-Veteran,C,96.9128346693488,D,59.60897433310256,D,A,A,-99.34431454806754,251.4415748263403,E,-94.378998731935,C,0
36-50,F,Heterosexual,Non-Veteran,B,1.051768603483623,A,25.88593084527454,B,E,D,-24.831225069176238,85.38966599633129,A,-31.613294854186456,C,0
26-35,F,Bisexual,Yes,E,70.95792825669412,C,-34.6926410210035,E,A,A,68.42767428370259,123.031535747529,C,-98.89380914939987,A,0
51-65,M,Homosexual,No,D,-60.019878677656145,C,-142.20021938182865,D,A,C,54.983474753259244,-103.12280224366268,A,-36.2935660478178,A,0
51-65,M,Other,Non-Veteran,B,-2.315482168453069,B,-6.310848970487348,C,C,B,85.27673815027217,-131.1129761371131,E,-88.91278130043386,C,1
65+,Other,Heterosexual,Yes,C,-63.48209170984861,D,-15.755849443037754,C,A,E,36.94956033018639,103.34536319268395,B,-74.55510540148263,B,1
26-35,M,Bisexual,Non-Veteran,B,51.670970261315894,B,54.89778006758079,D,B,B,37.19245807780969,160.51164598354444,A,78.99082897271708,A,0
65+,F,Other,Veteran,A,30.16165930746395,D,204.23092688644303,B,C,E,-12.929437225829346,20.873629127919717,E,-92.00717646030857,B,0
26-35,Other,Homosexual,No,D,-74.88653400229121,E,-39.03558970285941,C,B,C,86.40102583088192,-125.08553861724931,D,-58.4758118031526,D,0
36-50,Female,Heterosexual,Non-Veteran,D,-59.497743876709016,C,-21.749691568921374,B,A,A,193.5693297021257,-41.21291535897265,B,-75.37228463470728,A,0
26-35,Male,Other,Yes,D,-20.53442690794273,D,62.45850834157406,E,B,B,134.32781056236283,90.38795707320297,C,-53.05939726241057,C,1
36-50,Female,Bisexual,No,A,-114.73946658510567,E,285.18463829295837,D,E,A,28.607838422322153,-57.171488446232445,D,-93.53423518044653,D,0
36-50,M,Other,No,C,33.88469839184374,A,-81.2717830715889,A,A,C,-7.832731202127404,84.22743679724591,A,-115.82801535439948,C,1
51-65,Female,Bisexual,Veteran,B,35.4671805609727,C,-2.5342403717356907,E,A,D,79.62285405962236,107.0837145159152,A,-109.47748892001763,E,0
51-65,Non-binary,Heterosexual,Yes,B,-39.51314469737679,B,37.559684531563626,E,B,B,-117.01910353107023,-171.3113452126349,A,118.85540573539497,D,1
18-25,Non-binary,Bisexual,No,E,-14.980980518202799,E,176.02372363097683,B,E,B,31.874493735795127,39.61168934326433,D,15.18495292248134,A,0
18-25,F,Heterosexual,Veteran,E,-102.80135777441426,C,149.16224167354312,D,A,B,157.0616950417432,185.2319207414746,B,17.88170364168727,D,1
26-35,Other,Bisexual,Non-Veteran,A,141.0242240769931,D,-85.4893241525878,B,E,A,67.34156874224762,39.6920936795424,B,-127.75075670357185,C,0
18-25,Non-binary,Other,Veteran,D,158.08516178970987,D,129.10387523960424,B,C,E,73.10062341289284,3.757547028461178,E,-104.13761457257837,D,1
51-65,F,Other,No,A,-84.80773359337655,D,-56.308807509815715,A,A,B,153.1216293296789,-33.94184591520842,E,-36.38567737725615,C,0
26-35,M,Bisexual,No,B,-119.4247428822755,C,20.862495547649477,C,E,A,-46.84801022237765,123.34974783940795,B,-179.21651281226082,C,1
18-25,Other,Homosexual,Non-Veteran,D,-34.002304337235934,C,-65.29672080067535,C,B,E,-122.2993090122522,-124.169157391572,B,-93.77240070378437,E,0
26-35,Male,Other,Yes,C,-54.5167281921304,D,90.21189198756426,C,B,A,-10.241740346375913,-91.83767908035077,C,112.67450753329251,A,0
26-35,Male,Homosexual,No,A,35.43888403621906,A,15.559803263493155,C,D,B,-63.05290618888618,-165.47742454687622,A,70.52341045122162,E,0
18-25,Non-binary,Homosexual,No,E,-96.26241296448032,B,-41.32429689247036,D,A,E,-19.063497991315188,86.88010514926118,D,88.6459174830974,D,1
18-25,F,Other,No,B,-40.94883210075865,A,74.63705332572496,A,D,A,-81.15448323709649,-2.9903258305736493,C,148.0809863832498,A,1
51-65,Male,Heterosexual,Veteran,A,28.91702854816466,B,42.08593913879179,B,D,E,51.575060452193235,30.94144592053325,A,117.82496102858846,E,1
65+,Male,Bisexual,Veteran,A,-26.071785380073724,B,249.98829100860172,E,D,E,-76.91510127900817,-37.94665980297299,C,-77.20819957915478,C,0
18-25,Male,Other,Veteran,A,22.342359322329504,A,-70.90534755363335,C,B,A,-99.31756946072638,110.97274418547612,A,-45.397958829552735,E,1
36-50,Female,Heterosexual,Veteran,A,-40.16611752722435,B,-59.029379907363676,C,D,D,5.056136028458667,-43.91117145193937,D,144.33359646912967,C,0
26-35,F,Heterosexual,No,E,16.172774787089676,B,-135.62969591221471,A,A,E,-23.389618292812745,99.84694323406005,E,-147.2192912001197,E,1
65+,M,Heterosexual,Non-Veteran,A,-69.67496503004935,D,9.243950752195113,A,C,D,170.15600322746974,13.057865144434022,B,134.54553422964912,E,1
51-65,Male,Heterosexual,No,E,58.35948656060641,A,83.66210411897663,E,C,D,-28.652015299193984,-212.59310198619667,D,276.91165252015765,C,0
26-35,Other,Homosexual,Yes,E,167.99691227802572,C,-29.023310814068754,C,B,D,-63.67333551807764,-61.1605271643155,C,75.8767997289065,B,0
65+,F,Other,Non-Veteran,A,-13.730556144470482,A,56.60417872535623,C,C,C,135.05744059630035,180.5666557508216,A,-167.0124599892969,B,0
26-35,M,Bisexual,Non-Veteran,D,21.461986425163538,B,-66.40300427593046,C,D,C,-71.99167395148129,-108.30780337260579,A,-98.0798572716066,D,0
