age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
18-25,China,Married,-26.64636586671132,E,9.264131145166656,31.990894569278428,-152.74329157436352,158.99866724285582,70.72495285949098,A,E,51.546891926465044,0
51-65,Other,Widowed,131.00475495701818,D,-102.61868032288442,-97.86476092408054,-161.97413319932298,166.45854363993215,-96.61170830775399,B,D,-2.421172763761992,0
65+,UK,Married,-93.82530267097735,A,-2.274373197090276,-18.71880873918248,-185.58945141801973,-9.274361985857265,-49.27566520863176,E,E,-97.68004438196436,0
26-35,Germany,Single,-164.6739340852563,B,65.47863713820628,196.23516212803057,-107.15780852207308,-107.30374226862705,33.0001059694546,D,E,-8.57313106226215,1
51-65,Mexico,Divorced,-67.36984943445992,A,42.358742206978164,90.71794502204985,68.83000130584152,-44.76672966172367,-21.815946531291676,A,D,38.779523516526446,0
18-25,India,Widowed,87.81672298073428,D,-68.10367951424749,92.43664506752869,75.77016512672533,306.63939888824603,-105.30160914874249,D,A,78.69068801536704,1
26-35,China,Divorced,20.84424350291755,B,-129.10359793530708,78.65708098242226,164.3163241664939,11.737868442506647,-25.407676467510736,B,C,121.19145256623598,1
18-25,China,Widowed,-0.9192209985427623,D,56.97066546764595,-116.0351937362289,-160.15385435350592,-195.9960027711819,111.7501813142633,A,A,-103.97878102065707,0
51-65,India,Single,-47.10784045194785,A,-39.48437930561077,-325.5392118062768,-71.6505312820275,-139.86785780202655,-42.88384388866569,E,B,-65.50821951621847,0
51-65,Other,Single,-102.08204877065812,E,-204.410193084302,-107.7601184991136,50.48976620523015,-77.2743955533515,-73.61980182822978,A,D,-174.04298675274956,0
36-50,US,Widowed,-85.39790627502744,A,-140.6983062657463,162.82978974660764,244.38774197460958,40.79624764120251,-4.205757916815083,C,A,-102.39794445012073,1
51-65,Germany,Single,11.642174128627408,A,-39.29316524825671,109.80992842687796,-221.8318410444383,46.554899100691685,-84.89664838549935,E,D,-7.747888962234812,0
18-25,UK,Married,-13.358752525778229,D,107.01568833249033,80.8733540370916,113.61898808608211,-34.42956848940841,99.88999281547827,D,D,56.75093866809851,1
26-35,India,Widowed,112.54375099250096,C,-149.96698367493016,-45.19930693219825,44.01180966890986,51.85504148284992,-39.73300854336229,E,D,39.78081648901026,0
65+,India,Widowed,42.619960234185164,E,-97.41246080072635,102.173834312898,-15.998986532294479,73.57411137811717,46.59459978676082,B,A,75.91779791117597,1
26-35,UK,Divorced,-166.55147300805896,B,77.1587574538087,0.39714902101945615,-66.75694869021511,63.791488692625386,67.57765441611994,B,B,-124.25652682460935,1
36-50,Germany,Single,-112.98897305052358,A,5.092198550713348,-27.01376830974774,97.50861885747048,19.676746489836727,22.873614076423774,A,C,76.2941042477481,0
65+,India,Married,111.68850924357298,A,70.51798843666295,14.43536269584357,-9.750404424801971,35.253152393432345,-44.7590804774457,D,B,4.024493803368083,1
26-35,India,Divorced,-164.42490035330675,E,102.15561199299945,24.04155364072895,-22.226061915637388,-96.69525843013398,-46.477415691262,E,B,-5.2881569098164825,0
51-65,Other,Single,103.34747532241941,B,-63.70492322901337,-79.82575392476014,-119.95796951350908,71.99386315185824,-15.79976769551569,D,C,-113.51587829286953,0
51-65,US,Single,-11.704731062500654,D,141.8960129637545,-198.21889956169264,-31.18267453127451,41.00486780327667,-57.50372355290393,C,D,145.3906218471525,0
51-65,China,Single,-31.54481724357332,E,247.77665335654683,37.799833066751745,51.37318886646847,84.98174330504838,-182.52828373261286,D,C,16.245358237273454,0
65+,Other,Widowed,-62.00147773207726,E,282.58968673292816,-57.247856264288245,107.74345223397378,-64.61307832602677,91.14876758315525,C,E,-67.28250488192532,0
51-65,Other,Widowed,51.15520953962348,C,-26.3791974428898,-0.7495931246889714,38.23980101016647,-108.44072669142966,-134.63115347270795,B,A,-31.125642750628185,1
26-35,Other,Married,-113.57463148424884,E,43.60273741202689,172.41165816361524,-8.421072909810235,-23.488078165069894,87.62334838341195,E,E,64.21560502233588,0
18-25,Brazil,Widowed,-58.28938902839075,A,9.272260053522906,-51.27963040439002,-100.21619798080343,11.304646114143576,7.711993919580433,C,C,-29.26648353236314,1
26-35,Other,Widowed,-75.27463668366292,E,160.5740561804724,144.1242276276394,20.999795280122704,6.800298230791067,113.2980037885811,A,B,10.687551912274369,1
26-35,India,Divorced,-98.61443592855868,E,90.07301695760734,123.3598176699081,105.5072572854792,27.966575082940775,156.5662539988334,C,C,201.1773086776337,1
51-65,Mexico,Widowed,-38.5344319986341,C,-21.805055341009886,-54.94747064920331,97.22825287558726,-44.547555570294186,152.04420680189432,C,C,27.220927448668945,0
18-25,Germany,Divorced,-63.9676598934853,C,102.33159290551637,-164.049560439305,-137.49616569415983,-121.91487862648587,-20.216338294707388,B,C,-66.9202958542446,0
51-65,Other,Married,61.859784392929825,B,43.21582318723355,137.5439605497454,19.689881555930892,-92.68668709898277,141.65384688296064,E,E,62.87584975762079,0
18-25,UK,Married,128.0084546794022,E,106.66532813365342,-112.48755218281823,-99.34500110568058,114.79669438786387,145.14742830334683,C,B,36.140068530039855,1
36-50,Germany,Divorced,37.82474706850752,D,26.502096632556587,163.16808650406495,-64.02998371337966,58.43581699047675,-129.7117043038521,C,B,99.39870199349669,1
51-65,India,Divorced,72.41084848211364,E,8.046045167969895,18.336092554334908,-17.847904967274708,82.60098888792136,126.86333972711854,B,A,-5.165929485207016,0
36-50,UK,Single,-187.1295345679526,C,257.3237977405026,-39.96040623765777,-42.13310465665378,9.155411986460999,-26.80090925875654,B,C,94.08624898729312,1
51-65,India,Married,144.39654790276094,B,-90.31343948042485,8.721921085330255,8.100933570950575,-127.42023236435077,18.50800619984943,A,B,-99.69086781841287,1
36-50,UK,Married,-168.14031602348206,A,39.34593020644083,7.612588981554405,23.640008826684323,-67.18402076632373,-45.9040140471594,E,C,-36.382771089668424,1
18-25,US,Married,32.77608030657922,D,-6.603079193523838,157.44439374941726,11.161921006917579,-104.09879391521795,3.413967585644033,E,B,-109.7095101181746,1
65+,India,Divorced,25.832110526600488,E,82.67153208579707,42.01191326854114,1.0083786629755485,-100.18775986945644,37.49460162117275,A,E,66.64879692442389,0
65+,Brazil,Divorced,132.86366883495108,A,-45.71247873789024,15.18391109513173,-50.80183812780375,-37.59153327748476,-27.327165554427534,C,B,38.354938009277554,1
51-65,Other,Single,-44.88880712437793,C,58.67824633751852,135.3126340461874,121.314927552857,-64.83224401368275,77.41607029451193,D,B,94.19114077055698,1
51-65,UK,Widowed,-19.226049188397266,D,15.430527636107808,107.71488592920362,-133.53328254088518,71.50154034827692,17.069285484217236,A,E,-146.86440939697127,1
51-65,Germany,Widowed,-7.39129844775273,C,50.92570919252355,-60.37681817405475,79.93871821503191,93.09482236074902,92.22404058677115,B,E,1.1936006920541535,1
36-50,Mexico,Single,13.918223950198923,C,35.55380762670945,46.77008519654409,40.86098633455576,-94.02134054339369,131.46178310244287,D,B,-43.5558547926181,1
26-35,Other,Widowed,-90.31698217848336,B,43.933520491087556,54.88820826755409,-108.21093362079432,-36.772141225036826,5.473524215360202,A,A,-115.86720753810143,0
26-35,Mexico,Married,192.7201187113538,A,161.60588159385912,-127.35706153315618,258.85064352201374,-66.64711582415507,45.6007165548762,C,B,-78.764496870598,1
51-65,Mexico,Married,25.8975763322068,A,-296.22377118977,-41.875156059078314,-28.83517628289653,23.027078834257765,14.121727133162304,C,C,36.02128728686488,1
51-65,Brazil,Single,97.69784857727294,D,6.035731235682583,-90.6130681866952,-104.32524148411169,-12.096167211146069,-126.1685024327246,B,D,15.04173684858648,1
26-35,Mexico,Divorced,-19.858476611106635,B,135.92787484342028,114.8254315621804,77.52790642242638,-183.25483604552707,-144.67866142513546,A,A,213.74501702725945,0
26-35,Brazil,Single,32.183774140486356,B,38.27387543289067,76.2352776496987,-7.605970617618876,-32.73406500883074,2.3916746138029166,A,D,72.69560903282517,1
51-65,Germany,Widowed,55.5126945854427,C,1.2706597023360193,180.6208577741527,7.560633735498246,102.1577711344229,-184.31934631621797,B,B,81.84518133517886,0
26-35,Other,Divorced,-139.0281206991274,C,-91.66492531671577,98.55108201693582,24.217691032625797,-217.83029242921006,-64.05969542380787,B,A,-135.77546166915295,0
65+,Other,Single,106.20860794328546,A,23.969200448366994,42.17510884942054,-100.2408440100228,15.227056021397667,-159.07319721025928,A,B,-120.81089571603505,0
51-65,UK,Widowed,17.526798510712297,D,75.89603210979357,62.94723059614908,-7.928491722483495,38.80166368813654,-47.77029385443163,E,E,-51.521376042873676,0
36-50,Mexico,Divorced,-45.87415177912098,E,143.03215415925922,-183.8039390565526,28.03541896578584,-127.93764071326508,164.35715911926104,E,A,53.51418012490523,1
36-50,Other,Married,-57.38651594563648,D,7.220747347527964,-101.28442280955183,-19.133430538756784,-119.99934105817157,150.87456913155768,C,A,-6.975984520825341,1
51-65,India,Widowed,84.01827896687954,B,-3.76795411690854,-22.543453879885405,-35.79040813776226,-73.86906987764415,5.728090025635266,D,E,1.4035116337418747,0
26-35,India,Single,83.32375651220505,E,-157.66223582525177,-2.053151732567089,46.51972665965475,88.50197427818505,39.976579790042436,E,B,16.746938946224617,1
51-65,UK,Single,-55.69372655881306,C,-94.25137826985271,-2.243181948538594,139.38386366502178,-48.52825068651327,-60.12809716278418,B,B,-0.3227046837424874,1
36-50,China,Widowed,11.815440345766302,A,78.47354022658821,-52.28930468863441,213.15801406361007,146.9487344550872,-46.62453781666231,A,C,-209.63138230978458,0
26-35,UK,Widowed,-65.16157767318579,A,-32.31669920055035,93.24072451966083,20.852186846067855,-88.50485030314125,-147.33497588904717,A,E,129.82157553636523,1
26-35,Mexico,Divorced,-1.6597651158711195,A,117.87529475036598,66.5562897468326,-285.6362327647541,-151.7861428814163,154.43069584189294,C,E,-103.3118843835843,0
26-35,Germany,Divorced,-181.24449115653363,A,14.65371783521537,20.69060498335223,82.19812184792727,-80.82545964241147,119.9472466486717,B,C,-11.103767328739533,0
36-50,Germany,Married,96.473594517153,D,95.11164857261036,20.289479595687112,46.3814725614233,-12.385892727879119,64.18601473286316,C,C,122.68334064341437,1
18-25,India,Divorced,-4.742225285165846,E,95.87605551494701,-42.20922372592475,61.677632919166435,80.30343631218689,202.4344099073514,D,A,-39.88744986126953,0
51-65,Other,Divorced,-98.5798468787261,A,70.65269044259767,106.44174288135406,-181.63549655065918,61.11229950644642,0.749359615009035,C,C,60.343304063253164,1
26-35,India,Widowed,-34.59025103674505,B,23.266885189718888,-20.08108857913203,-172.49719433606313,223.52976314214717,-50.19850894257186,E,E,-56.53918285045126,0
18-25,Mexico,Divorced,80.7871415283666,A,-132.7202759572521,91.8677506058151,48.83773376080361,-37.90298323893678,17.923187812097147,C,B,-94.55629391102316,1
65+,Germany,Divorced,-8.583625763008904,E,-195.29150355445128,72.56194222168162,4.463869481744745,139.25584786920038,93.24020834245161,A,E,81.99006113789595,0
26-35,Brazil,Single,32.4702477351499,B,-215.34965497125648,119.56886324478522,41.6033635573024,2.113299289576203,-16.34673341705838,D,A,-164.37041507594506,1
65+,Mexico,Widowed,-53.85329752797081,E,-27.256791909704315,-3.6086720149994784,46.96489750097186,37.01351136705936,144.6409813579225,C,A,-17.90094882086826,1
65+,UK,Married,128.36453561922053,C,-123.08283130696711,-115.70824937550066,-94.56371988744472,23.159120933626223,121.52459652214947,E,D,88.26868728328087,0
51-65,India,Married,51.23200117764053,D,40.51217801096537,12.15816395263195,14.737377762427254,73.81435266268662,-23.74716675465942,C,B,-50.55807487709053,1
65+,Germany,Married,1.5879571221632083,E,12.170654108644719,-27.21406339620441,-202.11596577492776,-35.940084319432664,-55.696896846993674,E,D,16.39598431630844,1
36-50,UK,Divorced,-69.91282609770532,A,129.7006493908006,69.3748130115574,78.76762540699754,21.428948316880163,32.66857957275073,A,B,92.17158722623857,1
36-50,Brazil,Widowed,-50.805700826123854,D,-51.349955381057136,289.54268415488207,98.33240372912931,-95.47421907963773,-9.465481705290772,D,B,-99.434748047205,0
65+,Mexico,Widowed,-36.80555691947854,E,-101.12629974942044,-17.65604268165029,-26.88744812241745,116.4553012638598,-260.4536803143492,A,D,-95.50819050035429,0
65+,Brazil,Divorced,-84.9428486079317,E,126.47021350414383,118.25034463386248,51.73366393003324,-29.97524991520686,-168.98648506780964,E,E,44.21418302232366,0
18-25,Germany,Married,-91.06727609560153,E,-223.03749098540635,22.384880515834187,25.750749822030954,94.63023745352828,-1.9253263509207503,A,C,-117.33128542508231,0
26-35,India,Single,-173.67318598245373,A,-117.73944054247363,-0.08937122893490498,-29.82302570594601,-122.77989971199136,-34.708191231969465,E,E,68.89985331105079,1
51-65,Brazil,Single,98.7807248020679,A,37.73266076684178,94.71471211617202,73.50203188812404,-186.6557615322147,84.81286656898178,C,E,-142.68126043944326,0
51-65,China,Married,-127.12979620503152,B,70.17291450038599,76.23339622781323,11.947289268774412,-35.92645056149259,81.84436094785252,A,B,40.89277005678871,0
26-35,Brazil,Divorced,190.50716892797294,B,185.4473335150668,121.99040369368177,57.02006000266198,-73.31123604319683,-6.35754312230587,C,C,-7.282062257902185,1
26-35,UK,Divorced,161.90365566117802,B,-212.0378540306961,38.56215830863628,-132.76194703879762,-79.38798737741054,-111.51838827113937,C,C,51.13462928262207,1
26-35,UK,Divorced,11.966692404732246,B,38.9935181913177,-1.3726251354770138,-55.512013025184594,18.17986819264591,22.52188944725291,B,B,-114.7135609038344,0
26-35,UK,Single,-63.74043334978633,D,97.69609737479553,-171.35276552060353,-201.6255091885504,-150.2963040997551,-66.41622924349221,D,A,-160.79719699485392,0
51-65,US,Widowed,-196.57771081996773,E,84.13532685143271,-6.550643795969864,-17.330259760734144,-10.29793277104222,27.53451257474567,D,D,118.96972212815398,1
26-35,US,Married,-10.892349077144475,E,71.45512058428505,85.73140088821269,-187.6176883894078,128.07486099573794,-90.97019237636258,B,E,59.23311077024619,1
26-35,Mexico,Widowed,57.81720890796458,A,158.8874363940034,51.879595748982645,-96.44420673442863,164.2617046995857,-35.59367519737524,B,B,-92.52738876848996,1
26-35,Mexico,Divorced,194.25149523341884,D,-9.88752797420063,-169.28021683673248,72.50108964267959,-16.550236346138313,-5.281763020573717,D,E,-70.0901594288061,1
65+,Germany,Divorced,32.63247548580006,A,-153.90025721590902,-66.13050829222645,183.31346296523452,26.109949651450215,-86.4672229717987,E,D,18.419574988690396,1
18-25,India,Single,-241.2623608863402,A,23.46115608886705,-113.64614701154241,-172.90110962850443,113.74894856307402,47.35830544201227,A,C,-117.50897333505792,0
51-65,Germany,Widowed,23.77284214856838,C,-119.48103967477641,255.6129694186193,162.1772426209428,-342.33803466742734,-94.0484648606514,C,C,-48.06978145034858,0
65+,China,Divorced,-58.46863759775641,B,23.169726639194486,43.196925899727425,185.6414332758581,83.56865883902422,33.70109702147153,C,D,107.65041118979978,0
26-35,India,Married,-112.4040988298719,D,-19.865601946508022,-35.07891950706833,-29.80882870375296,-20.92263612260995,-46.45863102484118,B,C,62.96597845334318,1
26-35,India,Married,57.92967172828612,C,49.945328621578106,34.448098922172335,160.0107928995937,99.20083611044936,89.7020778993295,D,B,53.17070196571956,1
18-25,Other,Widowed,-185.4060220744165,B,31.686273538988395,238.38190165298755,-164.85768815743944,-57.50137284314538,32.03624323432037,A,A,-133.4259595294758,1
26-35,UK,Married,-84.2408911832791,D,114.75440925909268,32.75615804416939,14.198137538527575,115.81294481471343,-46.70728438707853,D,A,-34.18458438895297,1
51-65,US,Married,44.26230420926435,E,79.40758438582158,64.01007550379751,177.17988207828193,-126.80196247627278,10.388632757422911,E,D,128.84246113626548,1
65+,Other,Divorced,-104.02611587019656,A,-58.002292213174776,87.86873121830001,52.450686326173134,-117.98856296821975,151.38412589680428,D,C,-25.445571515657946,0
65+,Germany,Single,-1.5105063542051307,C,146.47881844578416,81.19821156641322,44.27603972020965,-173.2625889050006,103.20824421501389,B,C,-75.67642367873958,1
36-50,US,Single,-156.3612883405241,C,283.5641683402621,112.76512817388529,-233.2647876728558,106.96858899016144,-12.53078052020312,B,D,-11.773966372555272,0
51-65,Germany,Married,46.55825087161437,E,-66.89223779331091,-254.8693552298352,-56.88256233187911,63.04989133585176,-64.10114155163453,C,A,140.83693250872602,0
26-35,UK,Married,14.10096851758054,E,90.99298959573741,-23.954458314913538,-214.51421861833757,49.23941018910484,-27.87899194971089,D,E,-36.016435641810084,1
51-65,China,Single,-15.591717563460266,C,206.66904689142146,3.945399734300797,-123.66137349177929,14.800609893548284,-32.90537549742311,D,D,18.751527133753356,1
65+,US,Married,91.01480544808345,C,89.51613379751639,144.90298263551165,207.3374080602568,-9.864921065064197,-3.2906256157159217,B,D,-50.034003709924,0
26-35,UK,Married,31.673952381621113,B,-127.01029907070114,-29.9938585505653,-166.74361660847308,-95.30640992929366,85.66455949851375,E,E,74.4814908509637,0
26-35,UK,Married,157.4345613473796,E,-43.16348591227893,77.00168989181174,-76.68721282649334,4.176094447092131,2.5872921404081284,A,D,178.1900118477009,0
36-50,India,Widowed,41.10804179183304,A,-31.32756980427323,-213.93540012214314,53.86694462541218,60.49304394592865,-13.41918356331013,D,E,113.25485669454937,1
51-65,UK,Married,-33.5034150108382,E,-112.99279039697083,-78.09590260032581,-148.94086812132642,74.38729813652778,-41.40537362699371,C,B,-103.69121508774903,1
26-35,US,Divorced,-54.315101985079004,D,-236.4867440888816,26.555338879385353,-20.183441742935237,-32.74176968403306,-149.03072794157006,C,A,-1.6884304615152828,1
65+,Brazil,Married,146.17762402165397,B,-140.45281086779082,29.684547612861735,-79.37862534106772,-70.89455470032793,44.062075890487115,D,D,10.818321591923317,1
26-35,UK,Divorced,214.21184939063713,E,-79.31222315666218,40.84788176284454,-103.56973650092513,93.085989347125,94.49091850303908,D,D,102.47461363738365,1
51-65,India,Married,55.22875750750602,E,-82.68991094329255,17.80791208621551,92.19299512914468,-82.17935732673577,-178.6260371996092,E,D,-10.40100316028592,1
65+,Other,Divorced,-31.91633771668186,B,30.29062613834604,85.05290418823134,145.50773489820816,28.838933186789777,-115.40537286826557,B,E,-74.29564546862329,0
51-65,India,Widowed,-26.47860905594934,C,10.44051730835255,75.62704115244753,-11.277560210849305,101.02446507613277,35.85553512120828,C,E,-70.4210182850381,0
26-35,UK,Single,11.474998119121834,C,116.62764680747999,150.08930749439162,-74.6930809110239,-148.09465867271376,203.05157513174188,B,A,179.92197077335103,1
36-50,Germany,Married,5.213332152228118,C,-22.9894705834558,34.574370417279695,33.84298688319823,-120.27347610076676,193.53086319306135,A,B,-175.89402339926252,0
65+,Brazil,Widowed,50.23531354004719,E,196.16846822944547,40.31176263446717,-137.79044681532696,234.19624939983345,53.550177377563756,A,A,-4.024889977982154,0
26-35,India,Married,-165.3354241586156,D,-110.9438888458539,-137.23801778096416,-31.74795608456677,122.27195612946029,11.506203439351273,B,C,81.97059800780309,0
18-25,Mexico,Married,136.53487702890797,B,60.919396929771665,-205.3246537569215,-42.08177753096184,80.76409011252392,-101.4046783911392,E,C,-28.267169393062957,0
36-50,India,Widowed,-144.99340618174412,A,-104.56298216517274,93.13214332486717,50.3874008486907,-32.912035513298186,-6.375194274650947,D,A,52.236938393608575,0
51-65,Germany,Divorced,-93.63130374043782,A,42.07945931524362,-25.12944156289298,-19.215458993175655,-66.8682394985653,73.0633607700975,D,C,-90.59589002979041,1
36-50,China,Single,146.4920075372896,C,-39.954012627770965,-251.17161278042482,78.40839273901659,-43.75184277355214,179.8666105398851,A,E,16.637581359508857,0
65+,Other,Divorced,95.77262774551818,E,-1.249131049272682,-32.95957070531985,-0.9267428964818222,55.49229880397466,23.38840358458296,A,E,56.21430620695658,1
26-35,UK,Divorced,-140.132452464999,A,30.33978920266524,-17.562416099023054,92.46379973425769,-93.90636175602215,-14.8225771865586,B,A,38.65180101887431,0
36-50,Mexico,Married,-87.8747336787505,C,-0.6741824052596532,-138.40923989413156,-35.988134802778,154.6521205731221,108.89798759480401,C,A,-155.6219552721078,0
65+,Other,Single,186.21504799214742,A,89.55927321683703,-77.82352006677364,105.85028336755961,-116.61574681144708,-85.96855097926381,E,A,3.452373039302545,1
36-50,UK,Married,-63.19274268643296,D,61.80346936878993,-83.96718840491046,-47.56962442275188,23.680111899974364,152.32187426437696,D,C,109.1374735955009,1
36-50,Mexico,Married,-41.73654064091196,D,90.08470427939486,-130.61916792811076,26.32664982224904,5.592533993763262,-64.78807475437857,E,D,67.55396155282467,1
65+,US,Widowed,-56.90580454213965,E,201.43159610132386,-106.33388729544879,63.57585368392223,196.3098670761757,32.17821419820255,D,E,90.81568794010761,0
26-35,Mexico,Married,-55.07985831394249,C,138.35585918027527,0.9137967409608977,52.18450068817457,-22.942703142471366,46.530306810954535,B,A,-51.46664165443732,1
65+,Brazil,Married,-87.68495310229646,C,-44.267919851958226,50.52835609372468,169.02469107952626,-42.32501215081948,103.47457498162001,A,C,-5.754662192216274,1
65+,Other,Single,-117.87626509718538,A,-144.59470663203487,-61.543330324157665,-41.022530261046825,-23.12853195128712,-128.82582085955713,B,E,-14.530631488363152,1
18-25,China,Widowed,73.21903506019945,C,40.084530396746445,44.54971576144432,50.76397213372687,-15.223585032064225,17.45207546144018,E,A,-42.461562779865744,0
65+,UK,Divorced,-144.05774241792372,C,55.90595378748571,159.8268890304821,120.72109816769492,-32.65113188621378,-8.694887242215291,C,B,66.00173075776323,1
36-50,UK,Single,-1.0843857353167217,E,-0.6145561540177995,21.939779382852194,18.4163765474441,-137.76402597735589,71.71614164983177,B,D,-4.939639251385109,0
65+,Other,Married,-32.98694934909878,D,18.197298045232163,126.0657121992713,22.535609152849077,-57.9908061371432,-19.85763508509488,A,C,33.30805445383855,1
26-35,US,Divorced,86.27834055956338,C,-26.16828294787054,96.58889846273094,141.66776397622186,8.598106715604123,171.55903959000776,B,E,-51.998084895369644,0
65+,Germany,Divorced,-116.51280896121281,B,-61.508856162950565,41.56814544191904,7.299112221938827,82.96942817754616,74.29965766048483,C,A,26.46817064701308,0
36-50,Germany,Married,-94.52574939432337,C,143.02542139309878,211.46425634049004,-50.45899096875286,-23.592652626248434,47.602220861595676,A,A,-77.04697204883043,0
26-35,Brazil,Widowed,207.16974457459202,E,-66.66825618593447,-65.69488323549805,30.619796961248706,-81.27798546974306,89.02589484682325,B,C,62.60361509140358,0
65+,China,Divorced,73.72628313755598,D,-86.76123578745309,-107.31387335620188,-112.65024043301169,-100.45948924359193,-14.133914178241486,C,E,-28.324370106027697,1
65+,India,Widowed,8.385624257745379,B,-60.79012964203916,28.0527596996139,149.09982241641228,147.31559238808524,-21.550090656706022,A,E,-53.36847792291005,1
51-65,Brazil,Widowed,-157.22113271809647,B,63.99556925905483,144.06403813428804,66.94170984683832,134.14902322473534,19.008974872350482,A,D,-99.03567701881617,0
36-50,Other,Divorced,-72.9561440696128,E,-63.79908761899592,117.27352572370924,-104.99363646953401,-10.654391788465784,17.710784751010454,E,B,-3.472374605675322,1
51-65,Other,Married,-71.44625775954955,E,3.988889212472798,18.582990242446016,-45.624682977945966,62.78910955176461,128.01735585787924,D,B,12.458871103198685,0
65+,India,Divorced,-133.85678733656886,B,-21.58708884651946,-4.949835326326169,-145.11382162290408,-59.15799056944162,-7.489395259506011,D,B,24.66156041671017,1
36-50,US,Married,-141.96987729444263,D,178.10944445546772,14.305334388046079,30.964737972826402,-29.640172580978902,65.68819342656515,A,E,45.036061844633885,1
36-50,China,Divorced,62.47312921646223,C,52.788079703111244,94.0802409750623,14.906742534389544,89.32018590143541,147.08032595235193,E,D,3.6328543334728702,0
65+,Brazil,Married,-165.79397797992323,A,71.57127763952265,86.803353188651,74.00186540702563,-61.79829589929208,65.58262555013535,B,E,15.79407085988048,0
26-35,Brazil,Single,-49.359544340070855,D,-169.46246553666202,-123.22016426873135,-21.95562110975452,66.67912868559168,68.25153842029667,A,A,12.558733269469743,1
65+,Other,Divorced,103.16237794274153,E,-171.00763425780596,-99.99950751637918,162.942552653953,-76.48700207308552,-145.38018321137417,C,C,-238.84379104420375,1
65+,Brazil,Widowed,-8.456663606751404,A,-142.80754473141494,-194.30007725919702,-92.5224628139445,60.59458493535711,-28.72807055078419,E,C,50.99716586795622,1
51-65,India,Widowed,-144.42630209176676,D,-5.0250682177314285,-33.22448680706688,-167.59068437871426,-13.560892618802118,115.34765598221281,E,E,-45.14012671390505,0
65+,China,Widowed,55.094558061017416,A,59.9690725170239,173.51887064433782,-5.362018236676025,4.813886789926235,164.06824840397215,A,B,-33.5480996045523,0
51-65,Other,Single,131.59457525742718,C,-94.18794848872155,-124.68316321408398,-54.26601180973315,-6.48729613075255,122.04050788833169,B,E,-14.406754873722852,0
65+,UK,Married,25.2775672232403,E,-23.619114985082966,101.39343649112553,60.479774791704145,95.1341927001373,-61.40921828246714,B,D,31.02919995325244,1
18-25,UK,Single,-46.19257981523187,B,-62.71998875867354,-22.065207967571627,75.40269361246594,-39.978048345284215,15.54628999258099,B,E,-57.47408213978657,1
18-25,Germany,Married,89.7517639186634,C,121.08097332742047,6.262194545197038,-8.205650311288375,79.09318473080175,6.9751984990794655,A,D,141.85638711772964,1
36-50,US,Single,-25.803280730579885,E,96.762218675794,79.181345892721,-77.23942987336122,-74.19240872541974,-81.36058798972691,B,B,-122.43781860065435,0
36-50,China,Widowed,-72.81847319718617,E,13.517138124917865,-89.9123702378545,-85.36386070533064,-91.82963310836928,-99.23158288789818,E,A,-72.61367970981625,1
36-50,Brazil,Widowed,-19.928897046478184,E,-87.89259130977304,-87.53864912336225,-110.04368942486829,-191.118766689568,6.724391187176372,B,D,-225.52846038239966,0
26-35,Mexico,Married,86.95980469763558,A,7.250490266229952,-189.10528070836935,50.386506227648475,61.58333387257496,103.05081543538054,B,E,13.28464240880948,1
18-25,China,Widowed,217.73858516220162,E,-62.633369011321214,-75.89711954608298,129.5165077778069,115.06923262476107,7.634730487287232,D,C,40.0603433513241,0
36-50,Germany,Married,37.67799637627775,A,-24.417046097150468,-18.91483546357179,20.36618114230775,59.72512973865213,27.5509445929686,C,B,111.8183710974819,0
65+,Germany,Widowed,13.885359990349508,C,-4.990257474858767,-15.336920104279947,8.217363888866933,-15.104774013239153,-67.15607409200034,B,B,114.12813555728161,0
26-35,Brazil,Widowed,90.34366687563904,B,85.41121593283509,-29.551574906085364,120.29423806305819,-51.82549575436004,46.32501418238227,E,C,-9.980180689441283,1
51-65,Other,Single,33.1552684722344,B,-140.06861144596886,-126.60155026551745,93.69300213701764,39.21727873438063,-147.67528730951747,C,D,-44.22055837812573,0
26-35,Germany,Divorced,90.19059603977814,D,139.1865001510792,32.624700045643735,80.44348315830044,-118.38293292331532,-235.67338257139153,B,D,-32.35972420852081,1
18-25,India,Married,-50.03474441416969,B,-147.46583060452215,-188.97265422217941,-76.22200231031839,-129.1513967487908,131.95500728807144,B,E,226.24276808755744,0
36-50,Other,Widowed,31.59624209192198,A,78.87327912740297,-77.40804576482036,170.1459825721837,-113.89081678337101,-35.516842223769856,B,E,19.658966405242968,1
26-35,Germany,Single,56.383888731045964,D,-0.697438870420837,-15.723683426422289,79.4957867543278,13.31962307113802,-97.1965982795734,D,E,-88.66044101980181,1
26-35,Other,Widowed,12.517714020568702,E,151.06262337808113,-38.8825600812945,27.216235938258006,-40.9172411254995,-79.43285447151383,D,B,77.64981421674439,1
36-50,Germany,Divorced,75.09155386811614,C,-166.73634086489997,-0.5669882083355339,80.66043906119921,72.43577225422852,-75.59190365912795,E,D,-1.5263337227734777,0
36-50,China,Widowed,132.73093984038314,A,66.688645082971,-139.2622885264906,-20.12625765522695,146.79118747892844,101.54277995174716,A,D,-34.438223427640494,1
51-65,India,Single,11.633608021299262,E,154.2866944810221,175.45612778824804,9.480516245812073,-171.26298009890579,-54.35717933783744,B,B,-50.198061129830485,1
