country,disability,veteran,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
China,Mental,Non-Veteran,Other,E,B,-44.16856027766448,C,-75.71807292517066,70.91980503648844,77.75199229144462,9.6944850058904,E,D,64.30090027033233,A,106.41924878573586,A,D,A,A,0
Other,Yes,Veteran,White,A,D,47.63749170277527,E,-55.798477836489994,117.37293909467141,43.88799637444696,119.81358256093631,D,E,84.76321229661535,A,46.329414670936266,D,B,B,E,1
Germany,None,Non-Veteran,Hispanic,A,D,-76.58535487893023,B,-21.693100753653148,-30.98880819337271,-12.155304454164183,9.547067416809927,A,D,97.15380503266023,A,-53.69232476457254,E,E,D,B,0
India,No,Non-Veteran,Hispanic,A,D,-83.85770452331208,D,3.846517312474234,-20.03538432334678,93.53206368854417,44.24463879828728,A,D,9.601625864594967,A,-19.20796432052661,E,C,C,B,1
Germany,Both,No,Black,D,D,-127.68665996470332,E,-204.05004355212793,-164.39280166149862,-47.478349303019534,165.04148852337863,A,C,122.65629890329694,A,-103.09992198114126,D,D,E,E,0
China,Physical,Veteran,Asian,D,A,-141.74102349544228,B,35.77067553128339,231.5953894169103,36.91430339790088,12.664971402139075,D,B,-47.087619537907145,D,-183.41107634893575,C,C,E,E,1
India,Both,Non-Veteran,Other,E,A,60.07736715824262,B,-44.055855749997164,-141.25724122979076,20.378759962505544,217.53543930840004,A,E,-127.93974244203379,B,145.97751308738447,E,D,E,A,1
Mexico,No,Yes,Asian,B,E,-4.18044120661496,B,-17.328045144158274,117.423115390012,-108.86722610276509,32.814506707300296,D,C,-63.781426196229596,B,104.3619006527112,E,E,B,B,1
China,Physical,Veteran,Asian,B,B,160.05611147989399,D,-94.74981807794119,-1.8907088995054888,-207.55219062849997,-66.57497783817125,A,C,45.33590297807405,B,62.69023023473677,C,E,E,B,1
Mexico,Mental,No,Asian,C,B,-9.69235560376427,A,1.4286561600222618,-36.05864511060882,121.74613828817714,-113.44751997553485,B,B,6.113494312824801,B,179.3499058595554,E,E,A,C,1
Brazil,No,Non-Veteran,Asian,C,A,42.98473000498991,A,-13.879423845675873,-125.41519729511057,-197.83327952918768,-79.39754801038184,E,A,-11.726653227148594,E,-60.0638855414855,C,B,E,B,1
UK,Physical,Non-Veteran,White,D,E,-87.297826502884,A,-263.08644017434113,-98.07153115681905,173.33677270492262,-70.21518577643062,B,B,66.77506813788273,E,129.58947780051028,D,D,B,D,1
Other,None,Yes,African American,E,D,13.232026442675435,E,-151.21048981468584,-6.898123644348509,-49.8802446928266,8.744193784709319,A,D,-82.45309179666643,E,20.02630265553425,B,A,D,C,0
US,Mental,Yes,Other,D,A,41.37115899275026,E,-107.61412454489513,-130.27493332495877,-109.31016187294851,-170.81769864130266,D,B,-24.382838129041385,B,-110.04430190708827,A,E,A,C,0
Brazil,Physical,Veteran,Asian,A,E,125.2433738883022,E,-76.12470727575429,161.28055150811403,156.63046099962276,-104.58567158955434,E,B,-26.766450716353944,E,42.84650578920544,E,B,D,E,1
UK,None,Yes,Asian,A,D,-152.3389319472776,D,100.44582203224608,-11.302213746124593,-186.91947671117478,-33.345775412844645,C,A,72.43825643987759,E,-47.476913065329796,D,E,A,C,0
UK,Both,No,Other,D,A,-142.43349851059884,B,-75.28708797117642,7.623466999439373,-109.74469493006198,-210.31443337047483,A,E,-19.021737564516215,E,218.53339367147564,B,E,B,B,0
China,Yes,Yes,Black,A,D,60.65150104527316,E,-81.12036541343137,59.777343525140836,-28.140124159754237,181.5091272762779,E,B,25.861439748142644,E,-11.522172817103346,B,B,B,D,1
Other,None,No,African American,C,A,63.39406558613499,B,119.26331138476169,251.06103775592453,-1.03475343331397,-40.17379050707474,B,C,-176.19639402444776,B,89.96489187057054,E,A,D,C,1
Other,Physical,Yes,African American,B,D,74.76750911763995,B,21.59731416079424,-251.04290000783323,-69.32775961152376,-24.82050823019175,B,A,11.78413075625664,C,-99.7564860214843,C,E,B,E,1
UK,No,Veteran,Black,B,C,63.892551966917445,B,88.78090956699604,4.958539147111559,-119.50828563931128,-39.946714894589924,C,B,82.95605214242366,E,-53.802515518152724,B,A,C,B,0
India,Yes,No,Asian,C,B,27.233460304189666,E,148.23408835723052,-63.980436704164454,155.32836267774312,-58.3203390694442,B,C,135.87970897397628,D,-81.5636361341528,C,C,B,B,0
US,Both,No,Black,A,D,36.601363948009364,B,-120.04023653747487,-26.9101695784107,-94.33719170304387,-38.96395961899065,D,B,24.086789065716722,D,27.965045035459124,E,A,D,A,0
Mexico,No,Non-Veteran,White,A,C,76.46451311435885,E,43.24177000957091,-126.28530419031163,-26.89032768171017,75.0857600507642,E,C,-78.61244550817653,B,-104.54050437065526,C,C,A,B,0
Mexico,None,Non-Veteran,Black,B,C,-55.30741992435616,C,-49.07319150009329,-65.16778049079146,-91.29756769889006,-73.41145794482422,B,C,-119.45526642803357,E,25.225545242406035,C,E,C,A,0
Other,Mental,No,Hispanic,A,E,70.01674079602428,A,70.99250830107358,-21.743975336638595,-8.852062858307534,-131.8876778946411,C,C,-79.60467429090174,C,171.36382583836897,B,E,B,D,1
Mexico,None,Yes,African American,B,E,185.31009866760465,B,14.817026332283726,155.824497852636,146.22498986261107,33.478008334622025,D,A,18.938141012115093,C,36.19292079177193,A,A,D,A,0
UK,No,Veteran,African American,A,B,23.985431071967923,E,86.70075424756203,-61.47417505280204,-100.2875379062647,-92.79308964484781,B,D,-179.101251545381,B,-28.125925831004928,E,E,D,C,0
US,None,Yes,White,C,E,-36.380160441384064,A,105.62410855719897,37.42761160409985,119.38078523100171,46.90112668842817,C,B,-122.86015972874094,D,127.7040254168109,C,C,D,E,1
Brazil,Physical,Yes,White,C,E,47.43009715571366,A,43.45286893063456,-19.089133534479632,-104.10153388179364,-65.67931856402797,B,E,123.074729791842,D,-154.93735870964483,B,A,B,D,1
Mexico,None,Non-Veteran,White,D,E,-118.72976708300966,D,88.06766868173871,114.97120805739165,-149.51120301911246,-145.6513429825256,C,E,272.9496409323121,A,108.98703555748448,B,B,D,B,0
China,None,Non-Veteran,African American,B,A,-154.64915516041836,B,-46.42248114021702,2.795374082043836,-12.547123776967716,84.47492525910627,E,B,93.31060811622578,B,163.35566562768946,D,C,A,D,1
Other,Both,No,Other,E,E,212.23357244337882,B,57.03798576735084,45.85028760591292,-48.87221313438943,-8.868349824737056,C,A,-60.23758042634039,B,101.6470869077398,C,D,D,D,1
Other,Both,Veteran,Other,A,B,199.81029020516021,E,-124.79238780931443,109.78891349281174,-10.276885798136144,-58.13247394315017,A,B,-7.742832129185487,E,-1.8341552979674456,C,C,D,A,0
US,Yes,Veteran,Black,E,A,-86.87616180032572,D,-226.15591796356048,-31.066174781763355,32.87196171976246,-19.59090935785718,E,E,53.77216714857253,D,190.47146218832512,B,A,C,E,0
India,Mental,Non-Veteran,Hispanic,A,D,299.2128524821973,C,-41.84217065888017,-173.11475479288114,104.35632452262482,72.21110571584776,D,B,-27.799094030949416,B,-210.40137102422435,A,E,E,D,0
US,None,Veteran,African American,A,E,-26.506303968000665,B,-144.21456603409288,-109.47861398989384,116.55818303028704,14.458036722948883,C,E,85.363643937235,C,-170.16191127868828,A,C,D,D,1
US,Yes,Yes,Other,A,C,-169.90220259246166,A,-70.30417487765921,-99.45352864263542,61.62460342800712,22.864340015704997,E,D,-36.52867268354675,E,33.40179991361319,B,A,B,B,0
Other,Physical,Non-Veteran,Other,E,B,45.06752678322714,E,-97.69591122446947,-24.474352405655598,30.974217000596948,-202.57159266895667,C,D,-119.92691490759582,A,-5.220328315757749,B,A,B,B,1
Germany,Yes,Veteran,Asian,E,D,2.8476918329090086,A,-100.06381272822955,42.80794786986295,-21.142816656139964,-105.93149085983424,C,A,1.4501196384064041,A,-93.758913590224,B,B,E,C,1
Germany,No,Yes,Asian,B,C,-41.649143233949836,D,-4.128976856971701,117.51942550832297,102.26751676232715,-74.67451696358347,C,A,-31.816240947308284,A,66.08225336261714,B,D,E,A,1
India,Both,Yes,Asian,D,B,1.175027918913008,C,97.62610071134476,82.7017186797571,-140.87500977735286,175.0253804201021,A,C,-11.012133665983846,A,-118.6944894083946,B,A,A,D,0
China,Physical,Yes,Asian,D,E,-32.9083301903091,A,50.73894108076812,-6.335343349882476,60.49834190552633,83.81815527630263,E,D,-273.941634983442,E,-56.49337456529978,E,E,D,A,0
India,Mental,No,African American,D,B,-59.785060063623106,D,66.55079447025672,-74.21388630244356,167.906141740556,56.538271731041156,D,B,23.316838893146183,A,139.65655077175444,B,D,B,C,1
Brazil,Physical,Yes,Hispanic,E,E,-65.85858371846257,B,-90.78379003873654,-151.69668739345673,51.64080309739113,175.42956878137326,D,C,-107.01500826553514,D,155.83048935361137,C,D,E,C,0
Other,Both,Veteran,Other,B,C,-91.61673807369004,C,111.3141437128655,134.14685191641274,-27.222466690483525,120.59770582922206,A,A,-138.0165907371941,A,-36.322844655340134,B,B,A,A,1
US,Physical,Veteran,Black,A,B,-97.49293410624261,A,-80.36424273111578,90.81114757316942,-168.34607744025993,-49.4561330762912,D,E,-145.88328103624144,A,-110.5761977431641,E,C,E,B,1
UK,Both,Yes,Asian,A,D,21.501294117871456,B,-86.81020729796931,-75.28168684173147,-41.281693009535175,-23.255464719618416,D,B,139.13176106943973,C,53.124375160204096,D,C,C,C,1
UK,Mental,Yes,White,D,E,133.3696992973343,A,93.77659676310786,-131.31838181881045,-159.85213788308317,10.68351141467256,A,B,-98.94813782364629,C,212.45606814400077,E,A,C,A,1
Brazil,Yes,Non-Veteran,Hispanic,D,A,-127.15189454539768,C,-25.95779854378159,267.07512235554265,-34.78106211270711,215.01014634731246,D,E,64.80114934972718,D,104.96187582063452,D,E,B,D,1
US,Physical,Non-Veteran,Asian,C,E,177.23867260183818,C,-10.63472616332633,-69.51288485275545,-153.90769761305546,-122.12848985498874,C,E,82.71982190019459,D,102.26421020120017,B,C,D,B,1
Germany,Mental,Veteran,Hispanic,E,E,-87.83241416878867,D,169.2520264226318,13.23170443227969,-134.21582450402587,-49.77216079564547,A,A,-35.36793378166665,D,108.11205480743133,E,A,C,D,1
Brazil,Both,No,African American,B,D,-21.609120497247265,E,123.09489649870298,-131.9646123209308,98.82074585404874,1.8743971792930885,C,A,70.5488412212075,C,105.00794657901788,A,A,A,D,1
Other,Mental,No,African American,C,D,20.68407035310911,B,12.451550090228826,-80.57911853291843,-37.012800633878925,137.322012542246,D,E,-1.107890960140995,A,9.473317403203168,C,D,E,B,1
Brazil,Mental,Veteran,Other,D,C,-104.19248003226498,A,-181.73897652392472,-17.49183704766955,-118.64872072230037,-120.34320163366552,D,B,31.745504874311965,C,40.365988844585,A,C,C,A,0
US,No,Veteran,White,C,C,20.59790216789807,A,16.827876796958677,59.76895613997425,13.461786871335427,-7.297017306352167,E,A,-63.97799710773794,A,14.475903152502683,C,B,A,E,0
Mexico,No,No,Hispanic,D,D,-56.21453711402998,E,56.380243707781084,-214.8226173502223,116.04321801864805,84.93256012879644,B,B,-4.839617859160727,D,94.49586769190694,A,E,C,B,0
US,Both,No,Other,A,C,61.21075798894159,D,-154.9063494350291,79.54813807314568,-36.04056710777028,59.11455436578491,B,E,-10.71629628443244,E,54.150514285276806,C,E,C,A,0
China,None,Non-Veteran,Hispanic,C,C,35.48828347294504,E,-107.17469088513015,43.52412572625332,-2.473434765588407,-42.18877489635881,B,D,111.15952075653436,D,167.61569871249017,A,C,B,D,0
China,Physical,Non-Veteran,White,E,D,18.381718152804176,E,-43.847406601436965,195.60058057706098,-33.65147791528411,-45.97034323362404,A,D,-2.8585368343983655,C,-101.35924719527476,D,C,D,B,0
Other,Both,Non-Veteran,Other,B,B,-46.02999748774524,A,-184.1258461835103,74.65704965963468,-67.08614319060767,-136.06619792741262,C,E,-35.444244941007796,B,-26.303158619771306,C,E,E,C,0
UK,Mental,Veteran,Asian,C,D,-9.823967897011368,A,165.23116933799423,77.50022297956193,-118.62664417883289,-30.161300899723177,B,C,-107.05391285775147,C,20.664565153189425,D,E,C,E,0
Germany,Physical,No,Black,B,C,-168.46718251533858,E,-89.19311538297858,-79.46060804947884,136.72964102949237,-37.70853080915009,C,A,-125.40603401467902,B,66.16758576981383,C,A,A,A,1
Other,Physical,Yes,Asian,B,C,-16.783067945066506,E,19.962946460548878,-179.80892286175973,39.02772170153712,156.2453901664802,B,E,1.012272054073303,E,69.96109425160368,B,A,A,E,0
Brazil,Physical,Yes,Hispanic,C,A,-17.128578405658956,E,-119.01856820944552,-22.856951531972534,-9.129450444830098,-73.26734890368282,E,B,-41.53326285810968,B,-22.672519972415913,A,D,A,C,1
China,No,Non-Veteran,African American,A,D,114.38391651264655,E,-88.04052431636205,136.8563512553737,-169.018817246853,73.2648712375308,D,A,-72.54484188894764,B,-43.255617208930744,C,C,A,E,0
US,Both,Yes,African American,A,E,-17.870137395897835,D,93.35848021375898,12.00342145739381,-12.235623278643146,45.445885228068086,D,D,-49.77427125778053,C,-142.70443392570922,B,A,C,D,0
Mexico,Both,Non-Veteran,Black,C,E,18.231544407482982,D,-45.30804923738213,-102.17315399923514,-54.03500341938643,-38.12768233221175,C,A,95.11055780239194,C,75.82997697603528,B,C,E,E,1
China,No,Veteran,African American,A,E,-59.21967058461539,E,-156.8983708411873,-78.52239611886988,-44.611197648504266,90.3251136275448,A,B,28.462578973978463,E,-38.40447313959997,E,A,B,C,0
Brazil,Yes,No,White,E,A,-24.251759474199865,E,-21.334106840978105,90.62326904953834,108.4658923753328,155.11887502509776,E,B,-309.610544678127,D,-30.301533148072217,A,A,E,D,0
Brazil,None,Non-Veteran,Other,E,D,-85.30932239309344,A,99.39697763867095,58.55338589343142,23.63618422136388,-39.56773186016739,B,D,-49.741839729563466,B,-0.7000827611872006,A,A,A,E,1
UK,Both,Non-Veteran,Black,A,A,22.27440483332044,B,-190.38951262739533,-1.4395843687649006,19.415377994918234,0.296242601009083,C,C,-28.83789419258712,C,135.49936181928283,E,B,D,E,1
China,Both,Yes,Hispanic,C,E,-100.43265847693294,E,92.79107618608083,32.752926783409976,-123.7414407450357,208.41704593584916,B,B,-143.5536483083045,E,45.577716831686374,C,A,A,E,1
Germany,Mental,Veteran,Black,E,B,-3.13381573681236,D,6.222406276825794,63.160874954102965,43.06956358624362,21.963449077803165,A,D,205.25374000147312,C,45.61913068084617,B,B,A,E,0
US,Mental,Veteran,White,B,E,-131.88645357356503,D,9.837422480266685,139.88194110589035,-90.85755923525531,47.596822850704164,A,D,-50.10766425265538,C,52.90818412118292,A,C,D,A,0
UK,Both,No,Other,D,B,5.224412590020316,B,108.3805434185054,-104.47793021202818,-165.06016682776232,90.90990732850977,E,B,-153.89909660602643,E,174.74909241123981,B,C,A,E,1
Mexico,Physical,No,Hispanic,C,B,-116.8266368759747,E,38.02342811677594,-23.371208468595484,94.04178188441072,7.64694371137557,A,B,-145.60986645010902,C,36.6127464111628,D,B,B,C,0
Mexico,None,No,African American,D,D,-96.27778456618753,E,105.19363868004889,59.296001073479175,-7.758564079297668,-224.3476271675462,E,E,-53.656732924954945,D,-133.76921895300137,E,B,C,D,0
UK,No,Veteran,White,A,B,-61.51992189593866,A,232.7870244050349,-18.7032069122234,-51.720136361219474,69.96088641036926,A,D,-69.2168682768044,C,50.11252974142101,B,C,E,B,1
Mexico,Physical,Non-Veteran,Asian,D,E,82.49519664324269,C,-16.405526905203192,42.27105692612575,-81.88135335278425,-107.097022801628,C,A,23.804642431153592,C,28.763309226731685,E,A,E,E,1
US,None,No,Asian,E,E,-159.50586080881112,E,191.07356128494374,103.15658519474935,-42.965449582322364,-38.61746184549942,D,C,25.0508263562949,A,-144.81798167004004,D,A,B,C,1
Brazil,Physical,No,Black,C,B,-134.93982592922728,E,-41.33056021920113,-107.19193866838977,-32.54868161639416,-266.8747435117636,C,D,-71.37849217187208,B,-209.82276611173418,B,A,A,C,0
US,Physical,Veteran,Asian,D,B,-122.27718827913195,A,-13.54073004248705,29.654506406138843,-34.21273867420567,-83.56625075389833,C,A,79.02754817462579,D,255.3080751093343,C,B,B,C,0
Brazil,Mental,Non-Veteran,African American,E,B,-58.58278373604418,B,-190.7137838451987,-1.7486791096881265,40.073558524763804,61.55027355423485,A,B,48.614146291239294,D,-11.36718305305545,B,C,E,E,0
US,Both,Yes,White,D,A,41.428619488264715,A,-103.92686438433563,-90.22647449664814,-143.04599737661277,22.26535866260681,C,B,71.5677030167233,A,-80.41634548040521,B,D,E,B,0
Brazil,None,No,Black,D,A,164.6048760935876,E,-120.17817576009362,32.3353330125955,-135.52790101308466,-62.98614682871594,D,B,-148.0803878384282,B,83.6265379003318,C,D,B,B,0
UK,Both,No,Hispanic,C,A,7.82465099664944,E,101.4704639821689,58.636097082838354,-67.35036933168973,32.937364552906395,B,D,-121.07089416642319,D,-56.66814706895673,B,D,C,D,1
UK,Yes,Yes,Asian,B,E,-137.49123747485893,A,-104.03373714735866,26.781744220912035,48.893001143972356,-18.821626568092068,B,A,-93.9884148708599,C,-136.6673939348306,B,A,D,D,1
China,No,Veteran,Black,C,C,74.27672467177655,E,11.082134476834844,-20.404708128832972,-56.69002970084516,7.325966846530223,A,E,52.11098345073179,E,43.87195760143593,D,C,D,B,0
US,Yes,No,African American,B,B,88.98739998049291,B,-220.4970196513511,-164.2425213994992,-74.19264769541066,138.21021171482917,E,C,186.20006241428072,A,-28.53556615209846,A,A,B,C,1
US,Both,No,Hispanic,C,B,-196.46313340001137,D,-85.57331461421761,8.669039780941281,119.04860565915125,70.5687525277499,A,D,151.5938198944449,E,-186.88036195593034,D,B,C,A,1
Mexico,Mental,Non-Veteran,Other,D,C,-50.22684895258065,B,-91.8427459998356,-72.88821481644987,20.963593352956405,10.280119802520982,E,C,134.53365616349154,A,117.41739982210181,D,D,A,D,0
Mexico,Mental,Non-Veteran,Asian,B,D,-110.58275735179389,A,-46.37309720558272,-118.68518936979046,56.44474282076123,-73.96390272550005,E,B,-131.90665345939786,C,-181.42159449968688,A,C,E,E,0
India,Physical,Yes,White,A,B,224.57555056876853,E,14.505423268611542,95.12157001307196,-132.3068807728649,32.50206526940002,B,B,82.39948629662855,C,-2.616434188345695,D,D,D,D,0
Germany,Yes,No,Other,D,D,-81.55309851024153,B,-12.808294108675675,-58.04145735845457,-50.924874085770576,193.2647342379095,C,C,110.66594015996066,B,-97.31872106035304,B,B,E,A,0
UK,Yes,No,Asian,E,D,-131.23185696977265,A,-241.81220506804016,-1.7367371720194698,59.96158819375963,14.41696278590278,C,A,-37.556958038570066,C,39.57008857485419,B,B,B,B,1
Germany,None,Veteran,Other,A,B,-95.5256804313531,A,21.829365622923603,78.41324576484385,-8.792270269673244,-137.07591185812967,A,B,-12.216656466719893,D,-122.53396903545051,A,E,B,A,0
India,Both,Yes,Hispanic,E,E,27.896243039551088,C,94.72169330401977,84.45606898829578,132.22655501062837,-70.01093076089178,D,E,-66.8648811392258,C,-55.20780738890354,C,B,E,E,0
Mexico,Mental,Veteran,African American,D,D,31.19571663024596,A,-94.72053153486965,22.48310929329114,36.09163881177267,-13.613370024480403,A,C,86.48670502744318,A,-179.54966300086133,C,D,D,B,1
India,Yes,Non-Veteran,Hispanic,D,A,-40.988648115747374,B,64.73639606838387,10.22315134511049,-167.28341162588444,-48.388540748358515,D,B,13.277587086909842,A,-102.16264802839537,B,E,B,C,1
India,Yes,Yes,Hispanic,D,A,-186.05048348242988,A,17.331120576839176,-149.84910036217354,-68.49991425273674,156.19364853884005,E,A,45.50306380358406,A,-2.798200107113649,E,E,B,B,0
India,Yes,Yes,White,A,A,85.48634249232666,E,34.65926185001908,74.73626073298962,34.27807450740394,16.961641883069277,B,C,94.72992581701911,D,22.720494587191595,A,A,B,A,0
India,Mental,Non-Veteran,Other,C,D,67.5316574259488,A,87.8562367328438,14.406840665300146,-155.4458063304567,141.5843301052161,D,B,0.988370882668101,A,-17.41628558823885,E,B,E,A,1
Other,Physical,Non-Veteran,White,A,D,118.30637687991053,C,58.37696238918243,37.70393903123338,-49.18161253197958,15.910005848102326,C,B,-8.545966703593132,E,13.36020613001697,C,E,A,B,0
India,None,Non-Veteran,White,D,B,-135.40448670237296,D,-52.901009095257976,252.90530479861783,25.979378020532057,-2.4210060777096274,A,E,-25.844930814099527,E,-56.258073480897366,C,E,B,D,0
India,Mental,Non-Veteran,Other,E,E,217.02070885128157,D,26.941238019517083,-75.0635519074224,20.79784041437334,182.76352143541746,C,B,-14.320791448682026,B,26.377822198898542,D,B,C,C,1
UK,Yes,Yes,African American,B,D,70.50091117517499,D,93.46212445823254,163.48448110770656,19.532435029738217,84.98643412216185,D,E,38.49090403619337,C,60.55441614955941,A,E,A,D,0
Germany,Yes,Non-Veteran,Other,D,D,-0.2147341199708512,A,-143.58145028604852,19.003301416469302,144.90952155493952,71.51993330328239,C,C,-110.37195835592904,A,217.2682934172557,A,C,C,E,0
China,Both,No,Other,A,B,-222.37224973762187,D,54.70312210977231,0.3891793741479324,-25.20861971840936,82.29435982080936,B,B,47.51052953462993,C,-113.14731195472075,E,C,B,A,1
China,None,No,African American,D,A,91.08016365727282,C,26.95526803906125,20.795151105378114,27.321106556781626,22.46693898609631,D,C,-69.29301566707875,D,-35.90897032216056,D,E,C,E,1
Mexico,Mental,Yes,Black,A,D,-1.8863837407034698,E,126.02282515320276,-15.814825540282678,12.275226190754275,-11.056521833046334,B,B,-120.28063884846469,C,9.491382621555609,C,C,E,A,0
UK,None,Yes,Hispanic,C,B,111.3482371283502,B,-123.05428584644476,-55.32855035480174,74.95179462094667,-109.42899725233882,B,A,100.43756934710566,D,-104.17066776955768,D,D,D,A,1
Mexico,Mental,Yes,Black,D,B,-83.39903282317876,D,41.3295192115961,82.53369736772194,-36.50299655297191,175.22957142521008,C,A,-41.7250737773106,B,31.4411605017198,A,A,D,B,1
UK,No,Yes,Asian,B,E,120.49087161149178,A,38.3879457652102,6.202418659652212,121.77213648512254,-5.712778029228307,C,D,-6.983597565849323,B,120.62777592847434,B,D,B,C,0
Other,Both,No,White,D,A,-82.51957583776235,B,75.52302827362236,52.49246291469544,-101.54896139318879,-3.4964932221699363,C,E,86.71423796606216,D,58.831679313123175,E,B,B,A,0
Brazil,Yes,No,Other,E,D,-8.700509018082476,B,65.60699433497565,109.0572642104025,2.7071076439287345,-220.38534076876593,B,D,-19.03007237723913,D,-24.544670623127807,D,E,B,D,0
Mexico,No,Veteran,Asian,E,E,-106.79809488124602,C,-8.336618927145366,-67.2910957151347,-14.191187260535623,11.752975057117702,C,A,-80.51787480714142,A,41.06225071747774,E,E,D,A,0
China,Mental,Non-Veteran,Black,A,C,97.80855216563454,A,18.604289219665525,-41.04128489144872,-74.77670058994322,4.60618343234094,E,B,-141.58483751818224,E,-228.76981129982426,D,D,B,B,1
China,Mental,No,Hispanic,E,E,83.24805239582076,B,-94.04624523676934,69.4392557349676,4.514917924452572,-59.89867179575143,A,A,-102.83004849687475,A,68.64102705247596,B,C,B,E,0
Germany,Physical,No,Asian,B,D,-30.7155009204368,B,35.125826305896176,-70.82741452800846,64.60007356314551,-43.156832121088044,C,A,-55.992122239723905,D,21.77284854199501,E,D,B,E,1
China,Both,Yes,Hispanic,E,E,-107.58584664797357,A,46.17439919038417,28.250965455172295,-158.49277789130093,103.06009311742442,E,B,-95.3377380570724,C,20.512499550732603,E,D,A,B,1
Other,No,Non-Veteran,White,C,A,-141.87199826646253,A,-11.999027195302142,47.04569876470561,-97.02012682564589,-114.05946004989357,B,C,-57.9726119474459,C,-36.82537920922302,A,C,C,E,1
US,Yes,Yes,Black,E,E,60.76039844439898,A,-51.32527703618644,59.01752916709814,132.3566849996612,143.21800853427996,A,A,-60.79888943777044,D,41.594067163842475,B,C,A,A,1
US,Both,No,Black,C,B,34.66635932243992,D,233.03456099715154,-25.259097007315457,-34.47313489459638,76.49909052345085,B,E,-1.1774228902430877,E,-40.30014774892495,D,C,B,A,1
US,Mental,Yes,Black,A,B,6.251498714199368,E,-34.32487749402123,6.660148850535321,-107.97113527474369,136.2381857087492,B,E,22.333542370861622,B,55.13058062299623,C,E,E,E,1
UK,Yes,No,Black,E,C,-86.24604785285771,A,61.61377679648295,35.47807639133481,-141.38953214493046,219.73652159321855,D,E,-98.06670380664436,E,36.324141151561356,A,D,E,E,0
Germany,Yes,Non-Veteran,White,D,C,24.782132116963933,B,69.97403585243684,195.69417958368342,-68.59528919322281,42.82986978445666,B,C,-21.739711639658957,C,74.49373090706202,B,A,D,D,1
Brazil,Both,Non-Veteran,White,B,E,-160.4137978499648,A,-80.60467486244438,-186.02159240287298,-50.47529424690107,-41.572789193666196,B,E,-209.5957026818391,C,166.6435116373517,E,E,B,C,1
US,Both,No,Other,C,E,232.98410143158722,B,-80.21639933854814,104.65676494957748,-2.5834963961607342,-126.61406976207543,C,A,204.9027757319448,D,-113.25397260943684,B,A,E,B,1
Brazil,Both,No,Asian,B,E,115.99509697348343,A,-30.986421507731897,73.49839941242374,-7.628258000487907,-150.87914427168602,B,C,-359.3039775956131,D,54.03108314692434,A,D,C,A,0
India,Mental,Veteran,Hispanic,B,D,50.046299006275305,B,-118.76759947870954,-249.42697220757094,-255.82536998838177,28.10966055455482,D,E,72.06768143959731,E,35.16420432269473,A,C,E,C,1
Germany,Physical,Non-Veteran,White,C,B,-195.13025156637624,D,-151.68911345750152,206.5401903799259,-81.62778219018257,-39.02362369848072,E,E,-78.17386709683949,E,113.44084933925089,E,E,A,C,1
UK,Both,Non-Veteran,Black,B,B,36.79552893127695,B,-155.69528326872768,9.643749380026508,-35.791236319276635,26.619570820756284,D,D,-78.78388807570916,D,82.5623337547129,B,C,A,D,0
US,None,No,Hispanic,E,B,-96.47215589159966,E,-40.89721421535763,36.66042317522963,-34.98303206396189,145.36525998499016,E,C,-62.39938222134057,D,22.883583508442477,C,A,B,A,0
US,Physical,No,Black,A,E,55.77214508089297,D,61.32869224255219,-117.76620623960639,-53.039376101797906,-168.04078489040313,C,C,-6.560300750213228,B,121.95586452997513,E,A,B,E,1
Mexico,None,Non-Veteran,Hispanic,E,D,-27.89813052884623,D,-129.16897064855866,144.13354038291786,-55.55490119406918,-24.753937161421284,C,B,64.97938384614187,A,127.94899713746103,A,C,C,D,0
China,Both,Non-Veteran,Hispanic,D,A,-0.4739516130501026,E,-119.95653241856414,63.1930957537317,-173.31054180831916,80.19275534667443,B,E,-209.85489810863197,D,15.381947402056284,C,A,C,C,0
UK,Physical,Veteran,Other,D,A,-70.58788685065353,C,9.520166676364326,-76.70093055969177,320.3734052057358,-33.670174710226256,C,D,57.28857506659145,C,51.75273699225396,D,B,A,C,1
Brazil,No,No,Black,D,B,-62.59200632742841,D,17.01892910125959,-53.28800442546229,100.91990107933253,69.08568619706294,E,B,22.894105064688137,C,37.552185632574776,D,D,B,A,1
China,Mental,Non-Veteran,White,E,D,-18.723960104002238,A,48.00907486104523,4.976878940283312,80.74987987980143,4.349558336429762,C,A,-17.70596122335247,B,73.7197996596617,A,B,D,C,1
Brazil,None,Yes,White,C,D,73.734334749605,A,-145.39851916314052,-38.18226553802964,1.4289775124788204,24.710372565809305,D,B,-92.89588851125504,B,-66.95069104153595,E,E,E,E,1
Other,No,Non-Veteran,Hispanic,D,D,-27.316430543682507,D,24.464584088784125,16.09637868946686,-29.87483513907175,-29.394710932920937,D,B,-88.00748595137954,D,67.2017652177301,A,A,E,C,1
Germany,No,No,Asian,B,E,-73.10706811085036,B,96.09505671533502,101.69970087916174,31.33332541816265,25.336430232098174,A,C,-74.57154608626388,E,188.71317331035743,B,B,D,C,1
Mexico,None,No,Black,B,C,-59.82108193362235,B,-60.60036170999522,-3.386473924514038,82.4352635386668,51.648067670199914,E,C,143.35350702193855,A,-3.453400962519853,E,D,A,E,1
