Veteran,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
No,Other,E,D,-3.036745022673956,D,E,C,176.18490324166208,E,41.8642836755011,20.229015789517955,E,96.24397507850186,1
Non-Veteran,Homosexual,D,B,-15.348081128781283,C,C,B,57.2430048087765,C,51.489466569930144,23.91576464492094,E,-292.63117780953525,1
No,Homosexual,E,A,100.50841091650469,A,B,C,61.705919327152,B,-14.859773176299582,140.43938269967185,C,80.28835634250568,1
Yes,Homosexual,A,B,-84.24012504714045,D,B,E,-77.0066607951627,E,8.647862444905753,-24.478788633393318,E,-69.78622619166728,0
Yes,Heterosexual,A,E,-63.04535655160903,E,E,D,116.0358216247865,D,20.821195957159418,239.19224596820098,D,189.2863899030209,1
Yes,Heterosexual,B,E,-169.79326638146603,E,C,A,49.98564162618877,E,60.79133630386758,-132.80577244716818,E,40.82270691189609,0
Veteran,Other,A,C,84.02537799489188,D,D,A,-24.182811832751067,A,215.58778359011757,31.94591760904462,E,-119.10556451685679,0
Non-Veteran,Bisexual,D,D,97.496882331088,E,E,E,-0.833620506347229,D,-107.12461353439875,6.865724390256603,B,123.39055632352556,0
No,Bisexual,B,A,-163.46804808819147,D,D,C,89.40766385609827,D,-38.51895203775333,101.64608304191374,B,100.39262262134136,1
No,Other,A,B,129.90841527697583,B,A,A,-65.97017852012614,B,-175.05255613644758,-42.44470272157429,B,91.03853609457124,0
Veteran,Homosexual,E,B,140.0201159565605,A,A,E,0.026288891503553815,B,167.26628574452724,252.8419661767039,D,-76.83557281333529,1
No,Bisexual,C,D,-84.91704281791209,E,B,C,-13.765241879719332,A,-175.94194735146613,-186.37611616691936,D,9.189871044076344,0
No,Heterosexual,E,A,-36.021896888555446,E,B,B,160.27811704795946,D,94.37699882860399,56.220583651119895,B,2.351866024777336,0
Yes,Heterosexual,C,D,29.92698814806652,C,C,C,-0.9647100298433943,B,128.40020320014622,-14.283040411114248,A,-82.50397105943948,0
Veteran,Other,A,E,33.48943944556102,E,E,E,-220.13775091603787,B,23.507837279018393,-185.04992345465567,C,-16.686404832901967,0
Veteran,Homosexual,D,D,-131.51486044980774,B,C,A,29.29965833696998,C,243.59839222888183,-109.6113148090077,C,-66.24855558337637,1
Non-Veteran,Other,E,A,14.100830018031813,D,E,A,-21.06959451233371,C,-3.571057347249739,-196.47153006693233,D,-67.73410415144502,0
Yes,Bisexual,A,D,-9.480692729240717,E,A,C,-80.29011544260692,D,-173.74108460551216,-67.8359897420396,C,-9.278347976386149,0
Veteran,Other,B,E,-126.12828294763068,C,D,E,110.93326529560305,D,16.065191843190565,70.78353948529282,A,-103.14665871356696,1
Veteran,Bisexual,D,B,-13.839153042396635,D,A,A,-3.5371919016640003,C,68.9743278591577,65.4585763869507,D,-141.35112317172147,1
Non-Veteran,Other,B,E,-21.438335506235575,E,B,C,-27.09405444335513,B,27.716190482630402,-97.54198115258562,C,25.90867586439034,1
Yes,Other,A,A,-51.23545572664947,E,A,C,124.53704615396958,B,11.657507007549532,3.0513324308939547,D,65.93556213856415,1
Non-Veteran,Bisexual,B,C,-25.49346609402745,D,C,C,54.814867562923695,A,-95.13244597339899,32.01995843841535,B,-7.06191690340949,1
No,Homosexual,B,C,74.83339374027616,E,B,C,-51.568365020297726,B,-95.95425793036576,166.87679733190453,D,-12.988473431490963,1
Veteran,Other,B,E,-41.98696605731647,A,E,A,-26.32086972266685,A,142.2378984609979,49.218312791740374,E,-95.81739291293174,1
Yes,Bisexual,C,D,-78.2110105889815,B,E,A,120.44614512928456,C,-37.29407302050563,167.60482366406174,B,-132.4349831289258,1
Veteran,Bisexual,C,E,55.62173920656852,E,A,D,6.797182798532354,B,-148.60748810988113,29.28415611991035,C,-38.027108432040556,1
No,Other,D,B,40.81971011029854,C,D,B,-157.35581175460285,A,20.491494173732512,193.3433200637252,B,-33.21802999076311,0
Yes,Bisexual,B,C,-48.2751276973373,A,A,D,-97.68555422589658,E,285.3088537263069,44.46997162099451,B,-13.920939351927974,1
Non-Veteran,Other,A,C,-23.676286178851516,C,C,B,-41.76220605064845,E,146.69400956208042,-31.84175217565923,E,94.64447619009148,0
Veteran,Other,A,A,84.13318897845942,B,E,B,51.027601232867724,D,-63.67073568777849,64.67166358699792,E,250.4608726770083,1
Veteran,Heterosexual,C,B,-50.99994055346776,A,A,A,-125.35770382292067,D,113.80803717628154,-6.356619944839398,A,-256.3456368088816,0
Non-Veteran,Homosexual,A,A,195.69214037316817,D,A,B,64.05034192558622,E,98.24614452240257,47.92496831395333,E,-29.27845199508903,1
Veteran,Bisexual,A,B,-169.47880667990287,A,E,C,-28.593215635156668,E,-131.89572053483226,165.6832607441522,D,167.01474694718513,1
No,Heterosexual,B,A,-76.74020636503833,B,E,E,19.366542375212543,E,15.102029666711289,-98.21512829850717,A,-18.621853811576496,1
Yes,Other,E,A,199.84937746157573,B,E,E,73.4626634421203,C,-44.176298306365794,10.829368751333666,E,-102.57749918013363,0
No,Other,C,C,95.10584668106074,A,D,D,-9.101795111071484,E,-92.42467259882004,-131.89988325967454,E,-41.84151545968066,0
No,Bisexual,B,E,45.171783394879604,B,B,B,34.231495245053544,C,-194.02010735065664,3.5824561643145665,B,60.3514953071727,1
Yes,Bisexual,A,D,39.697855089442626,A,D,C,-58.14471770940003,A,178.11773451271995,-104.53899277250835,E,-62.56953833564485,1
Non-Veteran,Homosexual,C,C,-143.7708151898399,B,E,C,120.5093908354004,D,53.79272719104888,156.9970397893766,D,185.14313555964844,1
Veteran,Heterosexual,E,A,99.38023107086124,A,A,C,-56.214834347498666,C,-62.55220733174591,-25.225476682334964,D,29.537668186715848,1
Veteran,Heterosexual,B,C,139.23875911402473,A,C,E,70.71823671524412,A,36.206758961689275,-98.96562619644918,D,-62.380875373236044,1
Non-Veteran,Homosexual,A,E,80.0425794186585,A,B,B,-33.8690182163866,C,28.747106427331097,-101.77061036805614,E,54.198340839588255,0
Yes,Other,C,B,-6.5486990484360215,C,A,A,-78.27619089868774,A,-26.93677274977221,-0.1394490403545282,B,20.72774286998116,0
Veteran,Other,D,A,38.88817755574684,E,E,C,-95.57963245654862,D,76.1347292597364,-63.79477255700156,D,-100.61680571396407,0
Veteran,Homosexual,E,B,-16.6199435983264,C,D,E,-83.94090430505703,E,-24.838579323725046,-43.134289079570856,E,-219.74895375051523,0
Yes,Heterosexual,E,C,75.61532294518852,B,D,E,-22.65459157528162,D,165.7093346281663,-10.267334423394349,E,52.98261422530261,0
Yes,Other,E,C,-55.37215740754362,C,D,E,-73.29895987053999,C,238.1565875681483,27.932507632325652,E,-131.31246839506474,0
Yes,Bisexual,C,B,-42.34742223548479,C,C,B,30.718362086139127,C,-150.35318110486665,9.613178881248034,D,-60.80435764236961,0
Non-Veteran,Other,D,B,182.77360344088746,B,E,A,157.71658326971843,D,71.13798750083107,50.743554970342295,A,168.8246385372318,0
Yes,Homosexual,C,A,102.74979908226321,E,A,C,-1.4015243095071517,B,89.24917505186801,-87.2337650052644,E,13.456970215758629,1
No,Homosexual,C,A,50.72109324232329,E,C,E,100.50900131952731,B,20.744169630823208,-4.546717243946581,B,114.27477008025313,1
Non-Veteran,Other,E,B,102.66920979355116,D,C,A,-8.625642726059544,C,13.676762541965697,-104.85124890633195,B,75.43827936147989,0
Non-Veteran,Other,C,E,51.92323005311192,B,E,B,-11.461710760693283,C,-126.49079742203637,8.084251316939808,D,-4.7112763577353896,0
Yes,Bisexual,C,E,172.790160122653,C,D,B,55.65746138324047,B,-137.14477241711444,-230.1863835148039,D,-17.967231592046183,0
No,Homosexual,A,C,-13.990654538677369,E,D,E,-54.56730496931905,B,30.269990431674177,95.86647800845364,A,90.0785170738621,0
Yes,Bisexual,E,E,-42.27941018916909,C,B,D,174.45283494149703,D,-136.4653277315496,1.3480449013914804,E,38.237555119099866,1
No,Bisexual,E,C,-161.77633727879405,D,A,D,-93.8112715561896,C,22.77706263167525,-75.90250829705542,E,19.263051476239383,1
Non-Veteran,Homosexual,B,D,-111.81545274165829,C,B,B,137.27394916713263,D,-24.30752087808406,-14.35123698250477,C,44.97772155093137,1
Yes,Homosexual,A,D,42.32182167444917,B,B,C,30.72727442313454,B,80.8176264659851,157.61611004592342,A,37.99222901291835,0
No,Homosexual,A,A,-1.3974481183080083,D,A,B,-23.110303646462953,E,-51.60015588810947,22.90829510615234,E,152.1079739841462,0
Non-Veteran,Homosexual,C,A,130.7882296445878,E,E,A,-96.82382250516504,E,-26.867517913464894,-68.91183701430543,A,73.12432216970086,1
Veteran,Other,D,A,27.089718499785302,A,D,E,-20.633198470227295,A,-113.07170977300845,-50.47681806890081,D,101.93661170990458,0
No,Homosexual,E,A,41.1429030702665,C,A,C,-29.554168002736674,D,62.62025776669444,64.29947241781238,B,125.8636484464714,0
No,Homosexual,E,D,95.01910441724078,B,D,D,-186.53913199752628,E,49.075428964791826,-19.1927371054897,A,136.98730494290712,0
Non-Veteran,Homosexual,B,D,29.591560626332004,E,A,A,-105.26363846729777,C,21.138047522186785,-21.495949919274665,B,207.52464404718322,0
Yes,Bisexual,B,E,48.080059956851734,B,E,A,-7.617643220195536,E,28.425554329874025,157.8623903097368,A,-47.84142583590087,0
No,Bisexual,E,E,165.08431027593437,D,A,A,-36.60077162521414,C,0.21336495359985203,-27.654714028996125,B,-99.81625915723491,0
Veteran,Homosexual,B,A,162.0884924188546,A,D,C,31.01680519478797,D,15.857701738021317,-67.66537395287219,C,45.409434705791,1
No,Heterosexual,D,A,17.75280306813312,E,A,D,-123.22108235706892,D,109.66603486968516,-143.72423641568815,E,90.32333550322707,1
Yes,Other,A,E,46.60274374217812,C,A,C,22.303578629298844,E,68.19400955768334,108.20555320424062,C,-85.3707742508687,1
Yes,Other,C,B,86.0991010879527,E,A,C,-30.79474134873382,D,26.745626575421845,106.40077935073408,B,103.85238784297005,0
Non-Veteran,Homosexual,B,C,58.78614222431439,E,E,A,153.47377039918717,D,-19.79428715426537,170.99381895464523,B,-31.50414525195534,0
Veteran,Heterosexual,C,A,-24.410068419564073,B,B,D,-11.62379755699128,A,11.405779914360036,-13.035696820282707,B,-117.5291468317181,1
Yes,Heterosexual,B,D,-94.31778521563311,B,A,B,20.71764905200098,D,1.5873336453404836,-10.826848441120235,D,272.5154766052531,1
Veteran,Other,C,B,-4.050584130561064,E,D,C,72.39948438282255,D,-122.88874757483252,28.067824273797832,C,-102.01836731123063,0
Non-Veteran,Bisexual,C,D,-15.61227953471752,C,C,B,54.25770530244011,D,-65.80868511791674,-71.20698044517154,A,48.26409682143699,0
Non-Veteran,Heterosexual,D,C,-89.71742972630061,B,A,B,-134.07356918630876,C,59.39017446499765,-67.2663395293577,A,-94.55481977361299,1
Veteran,Other,B,A,-120.97732642741339,B,E,E,57.313019133298035,B,45.424284276351834,-53.822339921565266,B,-148.35269081422,0
No,Other,B,D,61.71261777774464,D,D,A,-83.10229445583015,E,-5.373771818853378,59.48958864027577,E,-149.4753633359334,1
Non-Veteran,Bisexual,B,B,139.80118493775194,D,C,D,142.2236590398394,C,-82.77113245165918,15.462262608309683,C,126.25657571558745,0
Veteran,Heterosexual,C,E,-253.2686795041974,C,E,C,12.757847989318464,A,56.39792196023671,-46.05510418080993,C,252.2632506310257,0
Veteran,Other,B,E,35.29769230090828,C,A,E,10.485057400781121,E,-126.58845375487715,-149.84297738963141,D,-48.72381840900908,1
Yes,Heterosexual,A,D,-73.18214316910522,B,C,D,-180.61950404999087,E,-41.45213530973754,-53.36509759912751,C,23.262577730850275,1
Non-Veteran,Heterosexual,E,E,54.61835371266247,B,E,D,74.48721801415607,C,-77.10893738955342,67.86439695210946,D,43.01588043972986,1
Non-Veteran,Other,D,A,-289.78025336195384,A,A,C,-106.92848078316364,C,-44.808783562689946,-13.210731440558135,E,1.3970124699471869,1
Yes,Other,B,E,54.004856247883914,B,E,D,-12.779531372328098,A,-180.54113072009577,12.67659894097135,A,-0.038517429259948874,1
Non-Veteran,Homosexual,A,E,0.16084723661829253,A,E,B,47.609831670665805,B,181.5340661565112,29.890094638620322,B,48.57087004173632,0
Yes,Bisexual,C,E,79.32689666110686,B,D,A,120.91792115003327,C,23.132410992506518,-11.92714643483003,E,38.55391949482577,0
No,Bisexual,B,E,-67.35933443005482,D,A,E,-94.16794473494483,D,126.38840662143822,203.51460396262394,D,24.257847974074828,0
Non-Veteran,Other,E,D,19.635031813010215,D,C,D,-16.574651075320812,E,247.04137547652329,-38.38749907224119,E,-78.02786290062258,0
Yes,Other,C,E,-144.2894764659508,C,E,E,-64.59519726641653,C,-10.89309510777994,-41.55080239963885,C,-54.90368051519228,1
Yes,Heterosexual,B,D,85.49083332114739,E,A,E,-244.00192124208635,A,-88.09684143262683,-130.29916023397016,D,-26.295599774527627,0
No,Other,E,C,154.75636546443198,E,B,C,57.49351224227133,A,-25.598271763746546,-29.518170550385335,A,-76.89903221540138,1
Yes,Bisexual,B,B,-111.2771969334855,A,D,A,-26.874993625171683,A,184.64172923512683,-12.194429817939286,C,17.674636659946298,0
Veteran,Heterosexual,B,E,-125.96334075389322,E,E,A,-77.52428675281196,E,78.07802127145726,147.72560138669525,D,-54.801508741540694,1
Veteran,Heterosexual,A,B,-41.964040520987176,E,C,C,147.91044885872338,A,-34.774648172398685,-39.053592539826596,A,41.983835889267326,1
Non-Veteran,Heterosexual,C,B,-129.65387091870315,E,B,E,-90.48724972459223,D,1.2258170806049944,-56.76709427807184,A,-112.31966946942393,1
No,Homosexual,E,E,34.762042398347816,E,C,D,157.19728926445882,C,104.95838401226487,-77.54044000946978,E,28.17760456533952,0
Non-Veteran,Heterosexual,A,A,86.72935500141254,B,C,B,47.99995255539493,B,-266.03630701601026,71.92964418239185,C,103.93053972891101,0
Non-Veteran,Bisexual,A,D,34.894402422894714,B,C,E,152.95528908004474,E,79.4735202180927,-113.53278068095159,C,192.07462458858765,1
Yes,Bisexual,C,A,92.95937841931296,D,A,C,-51.79736926112144,E,-19.808295729180866,89.42945646811872,D,-19.904103753291004,0
Veteran,Bisexual,D,D,126.84653429479913,B,E,A,18.468248921795936,A,67.1771419460248,-75.91013759862072,D,215.83287712207647,1
Yes,Bisexual,C,E,84.54062535087168,B,A,A,-226.53436712713133,A,-62.75069459892036,22.971942809772475,E,20.62713495108673,1
Non-Veteran,Bisexual,B,E,26.9780441330224,D,D,D,-69.04086887120488,A,46.144731615174194,-84.87088489288324,D,-131.86600320908784,0
No,Bisexual,D,C,-38.79329749124859,D,B,B,38.27035149584521,B,-93.61838488011755,28.061912955833485,A,93.62217904886133,0
No,Homosexual,A,A,-205.78179007340864,C,A,D,-72.8231115100653,A,-60.85513162219901,-95.2203994871336,E,134.61386310837565,1
Veteran,Other,A,E,23.69136629943431,C,D,E,-9.322844092528754,C,-57.5967127293961,142.65677972542034,B,-110.84253554344316,0
Yes,Homosexual,D,C,13.241099009126541,A,B,B,-37.985809200223095,A,-6.294927164295802,-73.56070728312184,D,-51.29886748662209,0
Veteran,Heterosexual,D,D,-174.34608634148702,A,E,E,79.84814041805545,C,68.4366482096507,-26.640413428214583,C,-18.26160831731403,1
No,Bisexual,B,B,81.31897873804036,E,C,D,74.07140489000938,D,-160.52767557842117,-110.09611307912796,E,12.993792696554717,0
No,Heterosexual,A,E,-212.8059703394516,C,B,D,-144.93504647653344,E,19.012170998715426,64.62968635367817,B,263.8899156114916,1
Non-Veteran,Bisexual,C,A,68.94036333342736,B,A,C,90.98480893559535,B,73.69041563718858,37.10955516883314,A,34.954083554330786,1
Yes,Heterosexual,E,D,-25.521041907418248,E,B,D,37.20871701689637,B,-1.8450303700358137,116.51500212270231,D,-37.9145401479581,1
Non-Veteran,Heterosexual,E,B,63.34414377000359,C,E,C,-0.14950727581878,B,99.24482515362028,134.01286492085333,A,-21.170393829537417,1
Non-Veteran,Heterosexual,A,A,-59.89035845233742,D,E,B,-129.3686356430326,D,18.065585888681703,31.893607741228124,E,108.98538197902936,0
No,Other,D,D,-141.4992710169131,E,E,B,102.79621193013595,E,-44.163489562885374,64.47637570260683,B,-78.91886917877338,1
Yes,Homosexual,E,A,-8.359703775982545,B,B,E,208.81529850205794,C,-63.07874989739305,97.65272980913079,B,99.09662229537872,0
Non-Veteran,Bisexual,A,A,-77.16618784803009,C,D,E,93.30408706020498,B,-45.31087124299614,53.990413005470074,E,-3.841044788500341,0
Yes,Homosexual,C,D,-8.275317793628636,A,E,D,88.26433283494286,C,70.7914673465081,-10.521743115456001,C,-11.817625375867724,0
No,Bisexual,A,D,11.898487785920182,C,A,D,8.845691101403622,B,112.44877869549211,8.11339205536856,B,-97.32143773425007,1
Yes,Heterosexual,C,B,81.05078312114486,E,E,D,-59.49518161285216,C,-64.41213479434042,173.93340249772422,E,60.850277703709686,0
No,Homosexual,C,E,-126.26650961801884,E,C,E,-45.09578305830074,A,-120.60637129156899,189.20237014564785,A,-14.226655893099663,1
No,Other,B,A,122.8385818182885,A,C,A,21.812301397726824,A,-68.40900285108796,240.18739727257105,B,-160.77213052021412,0
Non-Veteran,Other,E,D,-95.04907061337636,E,C,C,-33.467089378157695,B,17.60793248007466,-10.325938020430762,B,51.71002301598679,1
Yes,Heterosexual,C,A,138.15551104113985,E,E,E,-23.149808340763144,C,152.15255290585213,156.77681222073957,A,194.19232530168878,1
Veteran,Bisexual,E,C,80.43434909058413,A,E,B,62.35591800235443,A,-88.97689589146954,56.62272296395942,B,-236.94663306255217,0
Non-Veteran,Other,B,E,45.94732112437938,D,D,A,-32.13104236889458,D,107.39031653944025,24.673826181429252,C,158.14156081822162,0
Veteran,Heterosexual,A,D,-48.01501025342373,C,C,A,-24.566274843297794,D,-13.493347733178467,55.76464292205179,B,-60.47467529076791,0
Veteran,Bisexual,B,B,-39.597641880534866,E,A,B,-64.88036537036342,C,114.16384972632856,265.93177594381945,D,119.27478302720667,0
No,Heterosexual,C,C,-55.279036090209644,A,D,A,-73.48154590920953,C,-42.96714577016841,72.4361118356845,A,-79.2407800997228,1
Yes,Bisexual,D,A,110.04124326247013,B,C,E,-172.26505161127744,E,-36.926270093407474,68.63069899329084,B,24.65097688514174,0
Yes,Heterosexual,A,E,56.08289903473054,C,D,C,-72.75238849997936,C,-50.06577292075741,-45.85448527015657,B,-23.701813087706924,0
Yes,Bisexual,D,B,-75.00514662544514,C,A,A,-114.67105661074157,E,-22.510933285040004,-72.35245468615103,C,48.40112791469469,1
No,Heterosexual,B,B,103.62678955329514,E,E,D,-45.51606035406888,C,175.1792410098691,130.2787814713319,D,46.55753898678661,1
Non-Veteran,Homosexual,A,A,-121.30234361664111,B,E,A,181.6670950580067,A,78.23731657691717,-26.105933687564196,B,81.10310181271305,0
Veteran,Heterosexual,D,E,-118.68241825409673,D,C,C,149.07764944120106,D,60.85674483541741,-78.18654565381924,B,-153.3046500598536,0
Veteran,Heterosexual,E,C,-41.04660247058873,A,B,B,15.655804679476951,C,16.06096150105594,30.978069457183093,D,155.51720728549395,0
Veteran,Bisexual,A,C,-36.532997122596306,B,B,D,14.334975886868046,B,-36.096298198206654,-153.49456653082296,D,-70.10896200339953,1
Non-Veteran,Homosexual,A,A,-248.0897126745282,D,E,A,52.29482841753349,B,217.3693303877497,-11.54803891463311,E,-98.65004090051279,1
Non-Veteran,Bisexual,A,B,-32.07630198248862,A,C,E,27.8078898008895,E,-3.8114812945290955,-107.70815724274941,E,60.009587871170154,0
Veteran,Heterosexual,B,D,56.60009303878353,B,C,E,-71.04924757030592,D,-71.33358651234958,16.30714057777629,B,-8.94949978945481,1
Veteran,Bisexual,B,C,-39.698058175490765,C,C,C,-10.075075280395247,E,-21.499882490924243,-39.087749449519364,D,6.3523084346033984,0
No,Homosexual,E,D,119.55497644050936,D,A,C,16.72285199209221,E,-15.83260279142398,56.72167615966489,E,69.28589334968993,0
Yes,Bisexual,D,E,23.978383253087213,A,E,D,-138.87897671161582,A,98.25567249695183,-116.03712773375956,A,76.37547796287308,1
Veteran,Heterosexual,B,D,-198.94445012017619,D,A,A,-25.31216505538159,C,-111.89514751503187,-25.802629334054885,B,-4.573231483783373,1
Veteran,Homosexual,E,B,175.6883941026305,D,C,A,-84.47861609570757,E,0.6031897520955252,-198.89073264246738,D,-135.63276803055683,1
Non-Veteran,Other,B,A,226.76323757379288,A,D,A,-77.61221370888006,E,-65.70106995843925,14.237327800947208,B,166.05903946800936,1
No,Bisexual,C,C,-62.96991239408468,D,C,A,184.3998225445911,B,-157.731396310251,-32.45110542533463,D,-73.74964783426228,0
No,Homosexual,E,E,294.7699854965474,E,E,C,28.799640277241384,E,-207.03176118713932,3.9046378200077574,D,-105.0255983816626,1
Yes,Other,A,C,-67.82638949848862,B,A,D,-65.04514592111535,A,59.669157994249844,-40.25520165202825,A,-41.841613330705925,0
No,Other,B,E,-84.35442394989441,E,A,D,146.1021532398763,C,-60.80414932315076,-39.650586866368954,A,-49.226446802813776,0
Non-Veteran,Heterosexual,A,A,-71.2989468059856,D,E,E,28.846969199540705,A,-1.2901067671684747,-14.519555765314834,E,20.824090611435373,1
No,Bisexual,D,A,-72.68957397487897,E,C,B,-100.16987425413456,A,146.2854047519706,-7.29889959573894,C,-149.57355650467872,1
Veteran,Homosexual,D,D,-38.80974467540353,B,E,B,-129.87050132474764,A,-94.0378205246863,-1.744164144245777,B,107.29135265900946,0
Non-Veteran,Homosexual,A,E,-138.58087312104328,E,C,B,217.08805366451034,C,-91.26756960699497,13.59571748702052,A,-79.5417367666874,0
Non-Veteran,Homosexual,D,A,93.97816478464401,E,C,B,-196.9411603736708,E,62.156117658676344,-68.85398435272582,D,19.849505037950603,1
Non-Veteran,Bisexual,A,E,145.23341607789365,B,C,E,42.223724619946594,E,-190.91335294632438,-48.94273914838133,A,-77.35462006600258,1
Non-Veteran,Heterosexual,B,D,-310.8842508233812,D,A,C,75.71367911611209,B,81.70663813247967,137.03393799889676,D,146.7301672330625,0
Non-Veteran,Bisexual,B,D,-49.61273600260916,E,E,B,-60.37109770718215,C,-168.77594404978302,-21.39087280356095,E,-81.65760461170983,0
Non-Veteran,Other,E,B,61.51950847772274,C,B,A,167.545991882578,B,4.972812739764903,-222.34580374485154,C,22.415819079945376,0
Veteran,Bisexual,A,E,-21.531359159255718,A,A,D,126.55243933741747,A,-41.74611775223472,-119.14728598294602,E,-59.76391374824864,0
Yes,Bisexual,C,C,-78.62091979414588,B,E,C,10.83600440050033,E,-57.79749580714256,14.256137082898956,E,-26.5590249243074,0
Non-Veteran,Bisexual,C,B,45.77837976327232,B,A,B,-13.36599971326183,C,-122.93871303014852,-83.03079576880727,B,-31.519542494891667,0
No,Heterosexual,D,B,-37.80661410839369,D,C,B,-13.029043632146253,E,90.71532571096093,-126.60606654932845,D,42.51420793099523,1
Non-Veteran,Bisexual,B,C,-162.77667303764014,D,C,C,-179.59538408232018,B,-23.12260513156117,-33.89344526100974,E,-49.74596232091551,0
Veteran,Bisexual,B,A,-73.23993133005013,C,C,C,103.8850552340707,A,-249.12899159711895,172.22345933981393,D,-214.56277676928508,1
No,Bisexual,D,D,14.966569290463347,B,C,B,-34.880840173205705,A,6.841844657486789,25.18940581000156,D,-93.27008168135961,0
Non-Veteran,Other,D,D,-37.916197975957175,B,C,B,84.41093737576817,C,77.76797193899272,68.60243178223855,A,107.55965677776327,1
No,Other,B,B,150.78186859213517,B,E,E,-9.055072015713165,A,-39.6034322925047,-133.7307547916513,C,23.092138444710216,0
Yes,Bisexual,A,C,-160.10377194947466,D,E,B,-138.18025073167394,A,-43.31049576122471,45.85317000431998,C,-82.78056334157556,1
Non-Veteran,Heterosexual,D,D,-8.11534840907544,D,C,D,43.229717725886225,C,-59.416095637448585,111.11095839980021,D,-23.33569869911572,0
Non-Veteran,Homosexual,D,E,55.73776535991932,E,E,A,-38.18614528265347,B,189.48495680573166,25.177697326727174,B,92.10295435267406,1
No,Other,D,E,-36.03182508307026,D,D,C,77.70404359886831,D,121.49411467672111,-9.452320588999092,E,-78.93704926772257,0
Veteran,Homosexual,E,E,-202.25679461677964,B,B,E,-122.03949538689491,A,-32.25979235909754,97.4229570126859,E,-271.7550170735258,1
No,Bisexual,A,A,-45.15207007639965,D,C,D,22.23522524681308,C,86.00116826836776,71.94424847666255,E,93.64981966737534,1
Yes,Homosexual,A,A,32.763480755276284,B,C,E,-7.889982478058395,B,140.16324080303264,-40.88381744930516,B,125.30702766636077,0
Non-Veteran,Homosexual,E,E,176.87552503776593,D,E,D,-41.990308058648175,C,176.88403337694774,-144.66439285933293,E,-51.18458748635778,0
Veteran,Other,B,E,-22.599860450950793,A,E,C,0.009291427057598124,B,39.16406985010267,13.219316401436027,A,102.15090076225088,1
Yes,Heterosexual,D,B,170.62657692116838,A,C,E,91.28758682663862,B,50.67531273709831,117.06962344637478,E,-152.488522616872,0
Veteran,Bisexual,D,C,-80.66650429537516,D,E,E,-28.22620409130712,E,-54.537480828034624,-120.35060396997164,D,74.3658627663677,0
Non-Veteran,Homosexual,B,D,-158.04690188502553,B,C,D,-33.561958804582154,B,-75.887697489642,124.1659695743933,C,-71.43680148727998,1
Veteran,Other,D,D,-69.34354805418637,E,A,C,-44.64029967351324,C,27.891998127698876,-28.87215933703876,A,5.164695971054897,0
Veteran,Homosexual,D,B,-18.997124053710753,D,C,B,-4.3467302208182765,E,-34.34627950572645,-55.18698232361759,A,70.95680609190055,0
Yes,Other,C,C,101.0626072739359,E,A,E,14.636295067000532,C,-85.2307921253718,174.03832680785484,E,97.37422254056222,0
No,Other,A,E,99.06085938135149,B,A,C,-26.90489180960787,E,-34.50782973214992,48.11267794321386,D,46.06663572480192,1
No,Homosexual,A,E,8.597975804859093,C,E,E,160.53466673398228,D,95.19677089754927,25.730436601102376,D,-32.294869519213705,1
Yes,Heterosexual,A,C,98.35357291289768,C,D,B,-199.0460008745591,E,-82.07529027596759,-11.23623478423387,A,-152.3058195409152,1
Veteran,Homosexual,C,A,127.28368469214968,B,A,D,5.981023273279267,E,-2.411947379604346,-30.035978667030104,B,9.535667809377827,1
Yes,Other,D,B,219.2364570466723,A,D,B,-136.8709836163169,A,48.110606149162344,40.928201771685636,D,67.2027793516072,1
Non-Veteran,Bisexual,D,A,-12.101669455136602,C,C,C,-201.54462174121744,D,207.46229880310293,45.085847824484546,B,-43.67660062498232,1
Yes,Homosexual,B,E,113.72425013636918,C,E,B,0.48896365228398914,E,163.30724064860337,-162.07286841826232,B,43.7926335581119,1
Yes,Homosexual,D,A,81.83297999731542,B,C,C,-67.32011378741016,D,8.069563656565744,157.26769226770307,D,57.82225186607415,0
No,Bisexual,A,C,-46.94351268525414,E,C,D,-20.40606152217915,C,1.7282654733387883,-71.30429401178611,C,-26.780160674753034,0
No,Bisexual,C,B,-236.05525866382413,A,C,C,-243.66004016773405,D,-46.89496787431624,-69.33946244773396,A,1.4517066716428244,1
Non-Veteran,Homosexual,B,D,-123.68821010591004,D,E,B,-114.94475564615226,A,49.70304689108777,-0.42020365469695636,D,196.54718213883348,0
Veteran,Other,B,A,-163.818506195967,B,B,E,22.411832891464755,C,59.72441247956552,30.418876621361974,A,-43.671027734536885,0
No,Other,A,B,-144.419256856672,D,D,C,-103.45235130973751,E,121.55460880594158,-76.24785209212878,C,113.09627411056762,1
No,Homosexual,C,B,17.93635049794266,A,D,A,-101.2663589105573,E,-7.386588697008009,7.85484155780026,C,45.20658291015115,0
Yes,Other,A,A,11.06467920984407,A,B,E,82.64078664837157,B,-226.06220933563782,-80.99323571223536,A,5.440482038174802,0
Veteran,Other,C,D,60.70422431502172,B,B,A,-154.98937096899758,E,-136.86985046568617,3.8502088590839305,E,17.73003153646564,0
Yes,Other,E,A,-61.49915661299735,C,C,A,-72.3446582780228,A,-29.060406946575114,-0.1510058201390744,D,67.02125753137133,0
