sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
F,No,China,Other,55.0527517635631,-16.543625458876583,-1.316102582257517,-152.83965815574564,A,D,E,0
M,Yes,UK,White,-158.32077314856267,1.8792630080774653,-172.1529981667596,20.703706309440147,B,C,D,0
F,Non-Veteran,China,Asian,19.99771501219275,136.80503652361756,-127.44558915879726,-119.18020528578539,B,A,B,1
Female,Yes,India,Black,-7.1589597204951545,-61.99061237753624,93.122349344198,97.68559449660744,D,A,C,0
Female,Non-Veteran,Germany,Other,23.297156142664953,50.48237487352871,100.31645432689042,-13.410613554353452,C,B,C,1
Non-binary,Non-Veteran,Germany,Other,2.106506727323707,-5.189192414931661,-113.30081785952105,-211.2534205417048,C,C,A,0
Non-binary,No,India,Hispanic,1.6734982581491178,34.02599607611088,11.215789465364585,47.94154596071555,A,E,C,0
Other,Yes,Brazil,African American,-53.321338610696536,22.17300624943548,145.1892854416127,-77.4880309317609,D,B,E,1
Female,Non-Veteran,US,African American,-68.78660918949127,-69.76395029083484,-20.877472860447643,-118.28186701703413,A,E,E,0
Female,No,UK,African American,-42.59341615682162,93.7048447369768,-111.97693578915309,-32.01248093851641,C,C,A,0
Female,Yes,Brazil,Asian,67.4480682107874,68.42678920747748,-20.26709149791784,-5.744209425145272,B,C,B,1
Other,No,Other,Black,51.80418395850243,23.805924258095487,-88.57544625079389,-146.0757562462371,A,E,E,0
F,Yes,Mexico,Black,-23.530962518649062,-15.057341926473672,45.18097505779227,-283.278287091011,C,C,C,1
F,Yes,China,African American,-111.20753139641835,2.7802042318527955,86.95378491375813,-236.5774162786635,C,D,D,0
Female,Yes,UK,Other,31.463850998263265,65.27280082182011,-105.24545685148009,-40.97240211145684,C,C,A,1
Male,Veteran,Germany,Other,-31.356256290523977,-165.81010680469518,107.075868719124,76.31478210843761,E,C,E,0
M,Non-Veteran,Other,Asian,121.68145871775515,96.75119154994437,-128.36255091443252,116.68672081538867,B,D,C,0
F,Yes,India,Other,-17.74689017316036,7.546789182317212,-282.49313174598734,15.097385442021228,A,B,E,0
Non-binary,No,Mexico,Hispanic,-64.0235925685612,143.5217048742892,-72.88068000883435,-66.05810798587665,D,D,A,0
F,Yes,India,Hispanic,-179.84394145914453,-107.46465571553622,-63.20548220431802,-85.78898800532049,C,E,A,1
F,No,Other,Black,-29.357317969997876,-98.43828816316655,-24.37240825637888,-79.85920806068813,C,E,C,0
Female,Yes,Brazil,African American,107.5047897984169,85.56324750236193,62.251922656096845,-104.92828212430408,B,B,D,1
M,Yes,Mexico,Other,35.88195843908027,54.80468273528534,48.6264974895508,-34.88164581213807,C,D,D,0
Male,Yes,China,Black,132.96130195278002,58.155242577162,-93.05394855842832,125.15545163093708,D,D,B,0
Male,Non-Veteran,China,White,39.3312376756876,-107.07884251177555,-38.621519955983246,33.492634172160585,C,D,B,1
Non-binary,Yes,US,African American,274.4922416600193,-125.26226769195448,208.57931929081573,-72.76658475095132,B,A,B,1
F,Yes,Mexico,Hispanic,-47.294060607243814,-108.72223570164017,24.751753086586007,130.8595795522003,C,E,D,1
Male,Yes,China,White,-37.99128981931484,36.20482779963318,7.5582901662000905,42.02053670133443,E,E,A,0
Other,Yes,Mexico,Asian,59.82166422792082,71.12330884163809,126.83915690846823,-25.00214670983861,B,A,E,0
Female,Yes,Germany,White,26.992185901653148,14.54451059322659,48.03961777574647,15.34157404799094,D,E,D,0
M,No,UK,White,-188.29078221079658,42.0563009028559,-116.60035827272468,-73.3215497957888,D,A,B,0
F,Yes,US,White,94.57014672497755,-114.03166939882247,-127.53127391554986,72.94315642507807,D,C,C,1
Male,Veteran,Brazil,Hispanic,69.76671050160948,-10.458376734915497,131.79805688420453,-57.41263956678899,B,C,B,1
Male,Veteran,US,Other,-101.46623326119912,14.234357940500669,69.29048705899244,-113.06269774675586,B,A,C,0
Other,Yes,China,Other,21.728537360636054,-85.7188186356913,86.80805558882521,35.98798359122523,A,E,A,1
Male,Non-Veteran,Brazil,Asian,202.7619375001495,-67.76018073602256,223.4897806382881,-62.075373557908286,B,B,E,1
Other,Non-Veteran,UK,Other,63.63028535764622,-55.96842682579437,-105.13222403337359,2.506710630577265,A,D,C,1
F,No,Brazil,African American,-0.8424903192562432,-117.41173819819073,-105.39255633705895,62.27275930079519,E,A,E,1
F,No,Brazil,Hispanic,127.33478244179888,8.845649867668222,-12.38606295685525,41.4483052843895,B,D,B,0
Other,Yes,US,African American,94.7951251969374,-40.95451880987275,-149.60813193942565,80.12545481373955,B,C,E,0
Other,Yes,China,African American,-14.650944845930566,-85.7714272121707,-2.5170986698637936,75.7215118199981,B,D,E,0
M,Veteran,India,White,-138.73669646896792,125.03101247983224,-0.07958052041648953,45.876658506681196,C,C,C,1
F,No,India,Black,-69.3508982176852,42.30494583697941,151.3003403118454,-134.54611175758825,D,C,B,0
Female,Non-Veteran,Germany,White,-1.5834414437101392,97.24595244186268,10.221618292886617,120.69977203230957,C,D,C,1
Female,Yes,US,Hispanic,-61.234708523227,89.81499772016863,78.47615825735478,-126.04963379514491,C,E,C,0
Male,No,UK,Other,81.57942945449581,-48.88338573591643,2.9179720184905924,-240.93692694067616,A,C,C,1
Other,No,US,Black,-98.76841149175945,-7.118033676732434,-16.97547284926587,-129.61561310976424,C,B,A,1
F,Veteran,Other,Other,-64.61698246689555,-160.23492759427884,-125.37433702888256,82.90822293532993,D,B,D,1
M,Non-Veteran,Brazil,Other,-66.50979373233396,-26.2475760947825,-49.66123841181324,41.69736656013164,B,E,C,1
Other,Veteran,India,White,48.110038060721024,99.95467646148634,24.346308353435646,5.4618844851757435,E,C,C,1
Other,Veteran,Germany,Asian,169.8484946536438,-39.55587155975136,-79.85419797941509,-2.2383484816234125,E,E,A,1
M,Non-Veteran,India,White,-113.4504641172003,66.46904255970809,157.50273963519896,-37.50169081670804,B,C,C,0
Male,Non-Veteran,Other,Hispanic,42.84514275329572,-43.63245296596503,-109.28305780542806,106.09105604312428,E,D,D,0
F,Veteran,India,Hispanic,-138.1856543994375,-133.1058148559631,-98.03194081390748,55.71007385166526,A,B,E,1
M,Yes,Brazil,Asian,10.35292223587615,-11.345662164054797,24.38240399636078,-66.37302931973615,C,D,A,0
F,No,US,Other,71.77406535197163,-193.26960023985217,103.12958544519721,-151.43726555951923,E,C,B,1
Male,Veteran,Other,African American,5.7013409534569774,-134.22522420334073,-52.64906995161658,51.63313914870814,C,D,E,0
Non-binary,Yes,Mexico,Other,69.52033316204673,-118.3029768846372,49.45456820112291,-43.49111357410234,E,B,A,0
Male,Veteran,Germany,White,-165.92065692438186,101.23020602444149,-114.25518902060325,-137.88319595163628,A,A,B,1
M,No,Germany,Asian,-53.42145000234437,-2.909212749304213,-2.3140225096438494,-150.27893534120423,D,E,A,1
F,No,China,Hispanic,-72.96660523521665,169.6194925926604,-193.0018992153742,24.586194223945242,B,A,E,1
Other,No,Germany,Other,94.67920187187686,28.723836078632804,102.1110469166439,78.92554310368459,D,E,D,0
Male,Veteran,Germany,African American,48.75942776827447,-170.38423686993357,19.413317884233354,129.24129567581443,E,A,E,0
Female,Yes,India,White,-4.711777875755216,76.92554796832891,33.36728136117236,3.081724842921233,C,D,E,1
Other,Non-Veteran,Germany,Hispanic,127.58838975984818,75.07380607767466,-10.37927844096416,-72.26662611421062,C,A,D,1
Non-binary,No,Other,Other,-132.6242675292945,-48.15127585851269,-68.23480809896081,84.31577786428952,E,A,E,1
Male,Non-Veteran,Brazil,African American,-79.39356698419805,-44.635234058697705,200.97218588876657,71.56092159647562,D,C,B,0
Non-binary,Non-Veteran,Mexico,White,-252.86301547418165,-272.6153947132599,-83.34344935037703,-173.51245646270644,A,E,D,1
Male,No,Brazil,Asian,-23.37771661156293,-29.97412450115375,-11.954733820244666,116.72609464506488,B,D,D,0
M,Yes,Mexico,White,68.23266473144902,190.44364747023565,60.177115417720294,113.80654092869156,A,C,D,1
Male,Yes,Germany,White,-171.41639369364498,23.594056498321017,-89.2317623099274,-86.5245677168903,D,C,A,1
Non-binary,Non-Veteran,India,Black,-78.45159845904116,33.39239453857245,28.227890169810145,-52.96699299495933,E,A,E,1
M,No,UK,Hispanic,18.39277767610288,-48.116246734301626,-103.49537380495981,15.759189768288092,E,D,A,1
Female,Non-Veteran,Germany,Black,128.47928750703653,11.674865911640742,-67.02224613690413,-88.27612277722959,E,B,D,1
Female,Non-Veteran,Brazil,Other,168.69981109028336,-153.34772040702575,39.33495855227244,-64.65962584777316,E,E,E,0
F,Veteran,UK,Hispanic,-191.47879779280083,36.8764447346074,50.34014191768529,-48.00848050506692,E,D,B,0
Male,No,Mexico,African American,84.0215117653826,124.90916414481515,-213.18233603483696,19.256214989028756,D,C,C,1
F,Non-Veteran,UK,Hispanic,-40.598023547787825,18.85397643371428,101.3802194316747,91.8137041383283,C,E,A,0
M,Yes,India,Black,-89.1128448462828,-148.4023001108331,241.4042405277132,53.81570355618742,C,A,C,1
Non-binary,Veteran,Brazil,African American,88.26166039277379,-131.9343960073519,-28.030503699949687,184.1640493398575,B,E,A,1
Non-binary,No,UK,Black,-27.536901754064203,66.22777924508144,5.439089440167592,-112.57970946894835,B,A,C,1
Other,No,Mexico,Black,18.4144768210413,-192.33005864017653,235.85525141562366,-16.780381267780236,D,A,B,0
M,No,UK,Hispanic,-34.265686582443756,-77.78266766967509,-61.67451510330226,-91.84747937644711,B,C,A,1
Male,Yes,Other,Other,-62.7071502581818,-39.30682418079212,-96.03266740801062,16.842824380728842,C,A,C,0
F,Yes,Germany,Black,-180.1565516750376,-13.077282676514642,70.3382153171293,5.8422913654341,B,D,A,0
Non-binary,Non-Veteran,Other,Asian,80.6787980809986,36.51270037862469,-16.049696116745036,-114.02069148344798,C,D,A,0
M,Non-Veteran,Other,Asian,4.288228783401826,-126.51477200425401,7.318843950868715,-46.7502105231892,C,E,B,1
Male,Yes,China,Black,-64.78289005835313,-1.3578847675250796,15.498456433792462,-163.55961487477126,E,A,C,0
Female,Veteran,US,Asian,-128.2914638794573,83.1074580772618,31.24943536426604,-66.6169048364758,E,B,E,1
F,Yes,India,Black,26.67697591146735,60.66273573871,-9.936990570143927,-117.69668975243441,E,E,A,1
Other,Veteran,Other,Other,-122.38966090332752,97.81405277621874,-36.613678850073015,98.96712557711442,E,D,A,0
F,Non-Veteran,Germany,Hispanic,114.72168080212384,-18.26776970124692,28.98170077956539,2.67981226961541,D,A,E,0
Male,Non-Veteran,Brazil,African American,-85.84199939619236,48.167593680088544,-182.24252112099373,-84.83210995292032,A,E,A,1
Non-binary,No,Germany,Black,42.60373175795345,22.272398828194415,33.69387555546933,-25.474826531440755,D,B,A,1
Non-binary,Yes,Germany,Other,-146.75188372136205,76.85764059057261,-35.472955068402804,10.914070823212155,E,A,D,0
M,Non-Veteran,China,Hispanic,88.9067691653539,105.83992253531073,36.35796666610581,-118.388213068843,E,C,C,1
Male,Non-Veteran,Other,Hispanic,-7.248357143415834,62.12017930560033,30.61847121864473,-56.542036528360704,C,E,C,1
Female,Non-Veteran,India,Asian,-41.38157163710539,75.65473782773712,98.76821709805307,-131.8464444757227,B,C,A,0
Male,No,Mexico,Hispanic,177.6403971602863,-87.11039557064365,125.46123514052508,-150.85736035426146,D,C,B,0
Male,Veteran,Mexico,Black,133.93777024834114,-81.64499225686322,-106.49126019639807,36.72569750293495,D,B,B,1
Male,Yes,China,Hispanic,-68.37956979344979,-75.81850241877684,-45.57263256922223,147.26680175784296,E,E,A,0
F,Yes,Brazil,Black,107.17577735815027,-162.26213350734673,34.35736996874127,43.23820380589184,D,D,A,0
Female,Non-Veteran,Germany,Hispanic,80.9596541787901,-24.480644959843463,-17.473833801288567,-78.05754430604568,A,D,C,1
Male,Yes,UK,Asian,124.58081938942678,-68.347225687549,-153.88179143738736,84.12636938986525,E,B,A,1
Female,Veteran,Mexico,Black,91.6989897230847,-33.90907045927795,-69.03917649784258,-19.92456583537244,D,E,C,0
Male,No,US,African American,260.66485238741285,-162.67737171988358,-183.89284852775552,109.46001501360583,E,C,D,0
Non-binary,Yes,India,Other,-207.54645742381027,220.58581877305681,13.462350186498345,-47.62988259592699,E,D,E,1
Female,Yes,China,Black,-0.15593316453757036,-23.01454644906739,-73.39919621771102,-15.462352630762421,D,C,E,1
F,Non-Veteran,Germany,Hispanic,24.765526965091606,-53.97842698657441,-189.97409042672135,-135.53999272798433,C,D,B,0
F,No,Brazil,Other,85.95793544035556,53.738242261888615,11.45494400167095,-54.55485792001197,B,C,D,1
Male,Yes,UK,Hispanic,32.03635540251399,10.133790750753242,-5.770899410519727,109.70040096817382,E,C,A,0
M,No,China,Other,-24.28877618629321,159.44416672039736,-10.147720259121199,-100.2464011494195,C,E,C,1
Non-binary,Non-Veteran,Other,African American,44.705144670784186,-255.4239240332902,164.43857835597854,47.87612808583007,A,B,D,1
F,Yes,India,Black,86.85542239316155,-201.66738905562323,3.9119204966633214,-110.74670271221817,D,B,C,1
Female,Veteran,UK,White,27.956197564262165,135.78101258064993,-59.52300663649706,9.178245833498442,C,C,A,1
M,Veteran,China,Black,-179.4931172178178,10.026977529583984,-74.41106295283512,-9.270455043994929,E,E,A,1
Male,Yes,Mexico,White,-6.242300237888071,-103.16670837804101,-70.94005828171723,-4.242070291933365,C,C,B,1
F,No,UK,Other,-38.86874455200729,-81.94149784415275,-106.11775463952074,44.495340746602075,C,E,A,0
Female,Yes,China,Asian,184.29277506243017,-54.36432093805431,-29.97603433358098,-36.524233727707504,C,E,C,1
Non-binary,No,Mexico,Black,-30.526738362582734,127.33273194003519,8.45858369106846,37.5839659898661,E,B,B,0
Other,Non-Veteran,Mexico,Hispanic,40.85174193164789,-198.32942349252272,109.07436024394623,73.95821973749635,C,E,A,1
F,Veteran,Mexico,Hispanic,63.324431757291876,43.81641073467394,85.95891354497526,58.13570205855581,D,D,D,0
Male,Non-Veteran,China,Hispanic,-154.2346343630306,94.5920323950664,-18.727049787592183,157.27278156639704,B,D,C,1
M,Yes,China,White,-54.50431679434623,0.5164132847552599,63.89715000945861,-106.79033149470077,E,E,C,1
Male,Non-Veteran,Germany,Black,-10.334931725808806,35.30614812892547,136.0546494291451,-47.11652010861552,A,D,B,0
Other,Non-Veteran,Mexico,Asian,70.6598033721202,-42.00612294973906,180.1055383574868,92.36390851218988,A,B,B,1
Male,Veteran,UK,White,-31.699782875985825,170.78641499547297,40.315645596585014,-226.41851338934535,E,D,D,1
Female,Yes,Other,Asian,98.15084515399143,18.217499631775162,-16.964863264259034,-129.54227986836403,C,D,C,0
Non-binary,Yes,US,Asian,38.007677543692715,-57.263595859879565,-109.64699771080022,26.57113060747515,B,D,A,1
Other,Non-Veteran,Other,White,-213.2698400012141,-8.656093186340616,20.679356211689004,-74.98826327423114,E,A,C,1
M,Non-Veteran,Brazil,Other,-90.3601674813381,153.38436955000196,-59.94949920026137,91.49172279314406,E,A,C,0
Female,No,Mexico,White,46.0618292202318,125.35964932769419,13.874244802687405,119.97891730294894,E,D,C,1
Male,Non-Veteran,UK,African American,-95.17651799648648,-98.46922281964328,84.36181466725591,-51.83768422932447,C,E,E,0
M,Veteran,Mexico,Black,-83.11485107818206,46.787901289834,-71.67381625842485,-170.43419274970682,D,A,A,1
F,Veteran,US,Asian,-57.422648057369344,-108.58211764736068,-136.26516283859283,-59.74120809878215,B,A,C,1
F,Yes,China,Black,8.43027350891115,-40.78060338328345,-36.92901257964674,-79.81686212108882,A,E,C,1
F,Yes,India,White,11.344194877295063,-13.550769731021026,111.43307978945118,120.05844694932073,D,C,E,1
F,Veteran,India,Black,-58.52930293220542,89.1208520876549,112.1170965035609,175.57225030533786,C,A,E,0
M,Non-Veteran,Other,Hispanic,44.03894015944256,-13.555781108397388,96.38265728963908,-7.967090032764658,A,C,D,1
M,Yes,US,African American,19.494169839667315,211.29731800470313,82.08149092941835,-23.31234286341398,E,A,E,1
F,Veteran,US,Asian,-67.48514875522254,-76.0552795059505,85.5793425164757,67.74502527395087,B,E,D,0
Non-binary,Yes,Other,African American,-80.60302389085882,24.980102737830673,-60.224047538569394,73.6787777014031,C,C,C,0
Male,Yes,US,Asian,163.40993160565867,110.16217572506643,58.31585255203873,19.581336968281402,B,D,B,0
Female,Veteran,India,Asian,101.5390883722318,-17.52811146901246,-21.036832190730266,-102.09153040386217,B,E,C,0
Male,Yes,UK,White,-32.71605759473491,-84.03136931577761,-95.82138744393872,30.560419070188644,D,B,E,0
M,No,Germany,Other,-139.30792341910404,31.439926835268395,206.44038802740758,-15.61833378267297,E,E,C,0
Female,Yes,Other,Hispanic,-36.763412437940865,78.57337144993548,16.788732369798335,-64.22303469946965,E,E,E,0
Female,Non-Veteran,India,African American,134.7481148618462,71.28236120248143,19.26345024841009,160.101704242388,C,B,C,0
Other,Veteran,China,Asian,26.402822421343764,-85.66181591748798,-86.41812855793182,26.91767257746493,A,B,E,0
Male,No,Mexico,Other,-35.4684787450044,-156.07102172530938,-145.03989612475024,-11.389986045716276,A,C,A,1
Female,No,Mexico,Hispanic,164.1150144864959,-76.63299053918591,-33.44569007039573,-42.32902355069077,B,B,A,0
M,No,UK,White,35.83971620238046,3.788135328370373,142.11574894302757,-60.97768168650497,B,E,C,1
Other,Non-Veteran,US,Hispanic,-139.45301892067465,-69.50127013997546,30.219237095292602,23.593933185635557,A,A,C,1
Other,Veteran,Mexico,White,-101.59075514008447,116.16918598987498,-26.934033281520925,89.38566622640425,D,B,D,0
F,Non-Veteran,Other,African American,-96.20591448370266,-73.82077220073415,48.235746422642904,137.01187191366955,C,B,C,0
F,Non-Veteran,Germany,Black,-173.08062772282028,-39.097175306515666,-151.2078323674656,121.52700293355159,B,E,D,1
Other,Non-Veteran,US,White,-75.94725659093348,-6.294478267626532,-54.53720591504153,-45.71327019471674,C,A,B,0
Female,Non-Veteran,US,Asian,-56.126233196757106,-23.592507876435878,54.41793743129877,44.57792923576698,A,A,D,0
M,Non-Veteran,Other,Black,23.7288282706892,193.5736650702916,17.061711701325805,-82.80589123106618,A,C,A,0
Male,Non-Veteran,Brazil,Hispanic,-242.18732801660457,-44.081907279617106,-130.61400638383708,46.47491556564083,A,B,C,0
M,No,India,African American,-41.119808169983905,-15.848447279252703,-64.36003192914893,121.78584954139826,D,D,E,0
Non-binary,Non-Veteran,US,White,105.81699049148187,210.74894302020172,23.71456069163553,127.45908538650734,A,B,E,0
Female,Non-Veteran,Mexico,White,24.584680234010495,-109.85498139003138,57.66039944951572,-30.590255272303196,A,E,C,0
Non-binary,Veteran,Germany,African American,-39.718874428817564,86.0747323003515,-102.64590957878764,4.962750339275094,C,D,A,0
Male,No,Mexico,White,-20.219011721004517,39.32587857830318,-25.903200866002752,146.45356552403655,D,D,B,0
Non-binary,Veteran,UK,African American,-174.48721429896347,197.0809956139628,74.32869629703052,-145.20284153870665,D,A,B,0
M,Veteran,India,African American,99.5622155847214,-285.17467080680854,-39.66481920896515,26.520202884619557,B,B,B,1
F,Non-Veteran,India,African American,9.138541064859226,-114.96768359673268,-26.69105077432518,33.69419921918183,B,D,D,1
Female,Veteran,US,Hispanic,81.37741070154809,-57.85505576177754,30.568693441470078,-96.91438028281833,E,D,C,1
Male,Veteran,US,Hispanic,149.8160609215749,-3.6888168920666224,-76.09533280553435,-107.47105725546146,B,B,D,1
Other,Veteran,Germany,Hispanic,320.307551461355,-100.15187044025188,1.9114986452348275,0.31338841002950785,A,C,C,1
M,No,US,Black,97.51945286660805,77.52995823280678,138.54082247548817,-124.21240577200147,B,E,D,0
M,Veteran,US,White,-37.28124146899452,91.41137644659256,-12.31350957512659,94.91316763361687,D,C,C,0
Female,Non-Veteran,Germany,Hispanic,0.12849523099488364,-87.2750150239446,138.68816196489072,-6.600139149449805,B,E,E,1
Female,Veteran,China,African American,79.69438602589342,-85.92920162502894,-22.239584034955467,10.799150736308793,E,B,B,0
Non-binary,Yes,Brazil,African American,-9.364399261556597,-122.15219082448894,-309.95362505735466,-141.86834313431854,B,C,D,0
F,Non-Veteran,Germany,African American,76.09309249961547,-5.473957217609518,143.16562077074218,-74.39013749544591,B,D,A,1
Male,Yes,Brazil,Asian,-151.31499471114512,-55.86843218228449,-57.09192136884281,70.47237315874146,D,A,C,0
Non-binary,Yes,UK,Black,13.74526376774085,-13.293740075048158,118.32997315214936,-175.58158377333154,A,E,E,1
Other,No,Mexico,Black,-63.43045679692777,39.940320583217236,115.25449266030844,86.58333566516156,D,A,B,1
F,No,Other,Other,-10.829731572641027,37.401687028263645,-116.52735161283144,57.715372864810824,A,D,E,0
M,No,US,Black,162.3782736103937,-96.86894935463032,-75.08918657693212,-54.910301192207555,B,A,E,1
Other,Yes,Other,Black,57.62161770254656,-18.936592712128558,154.96944024577533,-35.23624473769058,A,E,C,0
F,Non-Veteran,Mexico,White,27.880760931165,20.822608768196826,-38.494672586344485,80.81250913455585,E,D,B,1
Other,Non-Veteran,Germany,White,-103.04166280626097,9.689364394218082,100.11973550755403,70.84154773601271,A,C,D,0
Other,Non-Veteran,UK,Hispanic,111.80451281290347,259.76135298795367,-141.55930483910814,9.018218821682417,C,A,B,0
Non-binary,Yes,Mexico,Hispanic,50.95493266518104,99.95102346032068,-204.9331538317532,-41.40442428544539,E,A,E,1
F,Yes,Mexico,Other,65.84923604692284,98.0884444703068,91.96284637299705,-51.48423114474752,C,D,D,1
Male,Yes,Mexico,White,-157.9108660292408,-157.36422462071477,-18.958528445154226,69.43674949138232,A,A,A,1
Other,No,Mexico,White,23.847454953507516,-105.83774452996997,-117.92449860651757,46.113659373837535,B,B,C,1
Other,Yes,Brazil,Other,179.1329079125635,-95.96083969782713,18.124539959938858,-138.6055178756901,C,B,E,0
M,Yes,Mexico,Asian,67.91042284569735,-85.12129239828207,-116.6246054755506,-11.463664125041394,A,A,E,0
F,Veteran,US,Black,248.4929886037031,34.457386368572735,-67.21010730571231,-2.970755636157458,A,B,A,0
M,Non-Veteran,US,African American,54.48885456238247,-25.570075951806224,49.60727628983134,185.50846900807315,D,C,D,1
Male,Non-Veteran,Brazil,White,23.271809557615537,-63.284681515765264,-47.59474212716411,186.3196620635336,B,C,E,1
Other,Yes,India,African American,2.1112405869804096,43.66847149088478,-14.90759637555262,-91.83733891293701,A,B,A,0
F,Veteran,Mexico,Asian,58.39831456635548,11.033101838568685,-193.9732271621981,-25.512808587933282,B,E,B,0
F,No,US,Hispanic,114.32338271585591,-38.55612273494822,-58.20492606491108,111.22164081139296,E,D,E,0
Other,Yes,Brazil,Hispanic,-132.78456051013933,42.54334146626354,-16.846825979164375,-24.39730628079164,E,E,B,0
Female,Veteran,Germany,Other,-22.057876940081496,-35.21969053116637,-60.5868902305693,70.72111268551896,B,B,D,1
Female,Veteran,Other,Hispanic,98.11725936587467,92.01847200154755,43.016406589834105,-37.0736779832813,B,D,C,1
Male,Veteran,Other,Other,-28.66381989690816,-50.52191656692459,-281.80517811039806,131.2622619120571,E,E,C,0
Male,No,China,Hispanic,0.6398377672762505,114.04107446941691,130.415998740931,32.283458394535636,A,E,A,1
F,Veteran,US,Hispanic,-25.544970393725137,86.113751073113,-66.80047327738777,46.91129920678282,A,B,E,1
Male,Yes,Germany,Other,195.9380804888469,-274.4274364993033,109.47901334793204,-33.32024795469994,D,C,B,1
F,Non-Veteran,UK,African American,-4.526791205956986,25.114131914200826,102.37853146681309,-21.33713678157183,A,B,D,0
M,Yes,US,Black,40.61272397316215,-219.39924434926218,-37.967873118844636,-43.1796627083635,A,B,C,0
F,Veteran,UK,Black,233.65459529865137,-133.49369303588986,172.95615587971872,-21.10713607345675,A,D,B,0
Male,No,US,White,55.59560014684788,-78.74835494187712,-104.64595215232457,80.9481307055257,C,D,D,1
Male,Veteran,Other,African American,-4.361886694829358,-184.82334635927498,-43.45952742452402,-29.660743423707085,C,C,A,0
Male,Yes,Germany,White,79.36501504163414,-29.58506568444148,-11.821200583459069,-72.0566203665712,B,D,D,0
F,Veteran,UK,African American,-83.01371804692172,5.412396557299984,35.62862149557538,54.752931916361824,B,B,C,1
F,Non-Veteran,Other,African American,-5.061808733905068,-112.89072530819197,238.55025042500264,12.238893972247714,A,D,E,0
M,Non-Veteran,Mexico,Black,90.98944208795712,2.9226473578268886,-51.318145822055214,31.848055747892058,B,A,B,0
Other,Yes,Mexico,White,26.49305232242475,0.536170907611368,24.22744353405136,-125.06449787851066,C,E,C,0
Other,No,Other,White,4.195064870964775,-95.77369050405595,210.5832631195872,64.65264641181844,E,A,E,1
Male,Yes,Brazil,Hispanic,34.11811681012071,31.75668401899478,111.39260158362043,-85.59890044324699,D,B,A,1
F,Non-Veteran,Brazil,African American,61.17945419858653,3.0488629628205843,-102.56019887625997,-44.3539730589092,D,D,C,0
Male,Non-Veteran,India,Other,-54.103168409454724,58.427531841256965,66.99416241555984,-77.71845051216391,E,B,E,0
M,Non-Veteran,Mexico,Asian,102.35192842253346,-45.28133028790285,57.22748966612886,60.55915097375926,B,B,C,1
Other,Veteran,Mexico,Asian,-110.59111532791557,27.42581543688875,122.74940813005392,13.731828323531683,C,A,B,0
Non-binary,Non-Veteran,Brazil,Other,103.9937555832687,-10.697514687049793,190.0466094818395,7.988094520461414,B,A,A,1
Non-binary,No,Germany,Hispanic,-113.05254857598375,40.68231087239829,-95.50190756661064,-88.36763501219868,C,D,D,1
Other,No,US,African American,-148.20803495625177,285.82300343142373,-8.104081103125749,78.5839425144351,A,B,A,0
Non-binary,Non-Veteran,Germany,White,150.43397629325509,-1.559375553817253,-59.01560484836611,64.72425175040729,D,A,A,0
Female,No,Other,Asian,53.18490457600782,53.07750014206212,25.91118406022362,-227.856827877114,D,E,D,0
M,No,Mexico,White,99.7383969398044,-94.97570157056843,174.4107572428665,-170.96994346250517,D,D,B,1
F,No,Germany,White,-111.49334127026553,23.809497955255452,77.1363968469199,-187.34184353958963,C,D,C,1
M,Veteran,US,African American,80.08376195461967,-267.2740144974261,22.079616163292613,-41.17011451280981,D,C,A,0
F,Non-Veteran,Brazil,Asian,107.85145422376137,70.17194289841208,60.79214361743769,5.7540455054015425,E,A,D,1
Non-binary,Veteran,Germany,Other,117.07900764093591,-22.099214444298408,-25.975619245341953,65.73797860375254,A,B,A,1
Male,Yes,Other,African American,-60.86863246980217,-80.76454630733238,39.22256926166483,-35.782265758474416,E,A,C,0
M,Veteran,Other,Black,131.89741974342235,84.69274636960917,107.89199904707931,50.87591566857187,D,E,A,1
Female,Yes,China,Other,-63.140146716708024,-141.9016025044882,-65.65343049250639,-161.4910718746359,A,B,A,0
F,No,US,Hispanic,183.01767158249163,87.02889706468622,-39.3672832307914,3.005122003730442,E,D,E,0
Female,No,US,African American,28.61356873865229,26.040351414117062,114.60911734457223,21.635499589302807,E,D,D,1
Non-binary,No,Brazil,Asian,-68.37332252614307,-143.45472063442065,90.3330232674267,-18.461346807334643,E,D,B,1
Other,Yes,Other,African American,81.98348361668391,230.96726884561335,91.58190026793545,79.94151661221271,C,C,D,1
M,Veteran,UK,Asian,-81.57141507200669,-49.48557676487101,-107.00203144987033,-3.256005907040919,E,D,D,0
Other,Non-Veteran,India,African American,20.708675835274025,-92.4434408629967,-68.93660228872025,-97.62518573848659,E,B,C,0
F,Yes,China,African American,21.31450754580289,-46.941622249913614,-88.69202081597062,-179.2100350101338,B,C,B,0
Non-binary,Yes,China,African American,111.69847813152035,66.02307406353795,78.46720141342706,-103.96716730815187,D,C,A,0
F,No,China,Asian,-44.265440926377245,30.005246822750646,-61.77826449758732,2.2686391477700583,E,E,B,0
F,Non-Veteran,Brazil,Asian,-135.47976654718357,69.16220576091132,106.47811135302877,-144.00334930924888,C,C,C,0
Other,Veteran,China,White,111.43111864202876,0.2632079836828291,25.517157025755203,2.6974582406731553,A,B,C,1
