RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
White,E,-111.7038268296934,B,-145.661120301445,-36.955522346509454,2.0975592314954516,1.5617629542577427,33.75904468839881,C,C,B,189.51175488181912,0
Asian,A,-200.79056372892427,C,-43.81575881799314,-183.33465002090716,-208.53088465608423,30.950299038185808,-121.79624301538234,B,D,E,-95.9621155389433,1
Asian,B,-145.86214398980923,E,3.3486306981261973,-183.05508793241242,-30.29738810132488,-72.99412659108793,113.47712999778503,A,C,A,-17.5249742582954,0
Other,A,-131.1977880773868,C,-49.877301175220126,60.16310333595845,-73.71518647827274,252.67118275929658,-59.64375312556608,E,E,C,-73.09688574629028,1
White,D,-74.44475661617116,C,-152.8188562223497,264.2243543573754,-62.859987829957745,67.7982607143161,130.21589981059114,C,D,A,-58.52698090289371,0
Hispanic,E,-7.784056985555404,C,-9.40227318899636,-41.96376116931502,-28.94415579097806,88.78475419242616,-80.75669403689938,C,A,B,18.533492443128818,1
Asian,E,-27.174632677687743,B,-70.88398955259858,190.44222758052248,-19.577041000382277,46.37010226984871,-127.68663836437835,A,D,D,-116.77087801742474,0
Other,E,-72.62505438828977,C,-132.73900352055418,29.09787300707122,-56.67700854366707,157.44157315353831,-43.7963475152904,D,A,E,-14.378229116637831,1
Black,E,-32.93726943340325,E,11.237462360900844,17.120774174811995,103.41602229956169,-54.68264489938949,-254.18334147118196,D,B,B,1.7490510317882864,1
African American,D,41.744255963652634,D,240.6570633144259,-11.647004575529618,105.6502370359864,115.93523828600772,-29.135770017644504,A,C,B,-26.374767580195442,1
Asian,D,154.05207014431264,A,81.20884037630267,-63.754887396706884,183.58818784751628,-141.83653294220213,-14.209707488591231,C,B,A,-106.79219500930648,1
Hispanic,D,45.08854169617853,A,53.21097547336077,-69.9787728407277,3.3176313205245562,86.42888106666051,207.3937555624473,B,D,C,104.49799396000421,1
White,D,-2.02192731060815,D,6.091019874603322,122.78934884792896,43.01251196645962,76.51557488418635,-64.86352198420944,C,A,C,21.364796193738332,0
Asian,A,-166.1709307900497,A,-107.13364285816328,-31.169834016712716,-29.12545829535314,-36.19895829248293,-129.30205615766232,B,B,A,69.65131244789087,1
African American,C,163.72807129029792,D,-154.6678199821117,-60.09541978041035,-79.20146719760716,34.604936495721674,43.894794291443404,C,A,E,-88.1118947250118,0
African American,D,94.91540561083856,C,6.813042919025196,-152.16434412944042,-109.56444161722985,-66.42162852522256,-23.7199708951695,A,A,E,14.99433120483617,1
Black,A,135.2445640496083,A,167.70627021468152,-27.667025250115625,7.340191543411565,34.606266394670584,-263.7285648504413,B,A,A,102.57787000180055,0
Other,C,-13.186792053335086,A,-91.8603680729823,57.884816669612526,28.31226515251152,-10.920780769757231,29.643401208477144,C,E,B,-10.832414156143336,0
Asian,A,60.38659364319765,A,-18.992448366437838,-58.29947336826991,-19.93790090638574,89.20960027469425,-71.14493588576191,B,E,B,-18.940985404262424,0
Black,B,38.85926835043941,D,108.60888628618699,-82.17951061906558,44.22267730672059,-73.68223957628261,-56.470479738380575,A,E,C,3.3717420425397875,1
Black,D,-76.61538457975963,D,-193.55507932626412,33.01022533343531,80.01185226323074,146.7946619721728,188.24559919802866,A,A,B,-86.89424859391143,0
Black,A,48.60114705338068,C,-88.70578042276351,-24.17307818184915,60.42021182665057,-2.059111454218946,-122.92266008665958,C,B,E,30.309399373511,0
Other,A,-176.4500278764191,E,-14.828888934803802,82.53158267256167,42.42343886340229,-300.84325000487837,-80.73719413115337,C,E,E,-24.270357776428945,1
African American,B,-39.61391812538432,C,326.52606211455435,143.49793521206814,69.94303647489096,-38.024105495583704,95.62904647745782,D,C,D,-70.7683193364391,1
White,E,3.647223549309331,A,-77.44226227555993,-19.85556094639835,79.64509932647145,-37.7904718520671,24.860687226998497,E,D,E,57.02225240233394,0
Hispanic,D,32.82912324105209,E,139.60386345879937,6.321570894201191,-3.1038331253520286,168.84795492604144,-114.46938057029932,D,A,A,42.57987164245558,0
Hispanic,B,25.8326703779193,C,-45.07857322101636,-129.62177856881175,-36.42266054218344,-126.79981204344459,84.2994794593475,A,A,A,47.44355878614614,1
Asian,B,94.9367591318605,D,47.054941759226516,-180.5014437630922,-124.75956609400538,49.80265574326932,143.03450654257315,B,B,E,17.844110563389705,0
African American,E,100.52721902809472,B,31.036943104808813,117.98953264233711,-153.07091725941152,10.007628142535491,46.85021291296142,E,B,C,-92.32511015115176,0
Other,A,-60.692041197994996,A,-64.00094979824445,145.53088656001927,-110.19096648464182,-56.072243963926006,-233.00712867010148,E,D,C,-124.21127589379441,1
Black,E,102.4244688251581,D,-1.9103284900094473,65.682892492348,-88.13574428555701,-121.287838673136,-55.33654822443346,D,E,B,-176.3811931936214,1
Asian,E,271.45929331748926,C,-47.90043566999324,-2.995382212381682,-24.95145883167156,50.489190870505226,-84.67769023688841,D,E,B,142.59511222593343,0
Hispanic,E,-14.092812315234765,D,32.73103916906503,82.27064687679267,-20.598783353983734,-22.333398563979998,133.39592963762288,A,C,A,-137.35337402913808,1
Hispanic,A,-33.49368402291138,E,3.1482537066979797,-73.02023491010256,-102.60181071128707,-43.32254482277126,-18.29388472314189,E,A,A,-78.73608848066702,1
Other,A,-97.48334876453552,B,123.70211251766803,-90.97197597611118,231.70933305500472,64.7467764301873,-239.13291340594967,B,B,C,160.50032711495342,1
White,D,-69.60434116744732,A,-85.31345569300117,46.29249241012295,76.09983514814546,-4.767253381878925,61.34581368291053,E,E,E,89.93126268116085,0
Hispanic,B,120.38259895429297,D,-94.55908680965811,154.64021011796584,76.7928292461004,26.622224735731848,-231.56589354511632,B,A,A,17.220087851265962,0
Black,B,-162.76443676188578,B,-24.53379451853901,-73.51962422400142,-72.06653667308345,147.78734386770859,-77.67475051275039,E,D,B,52.32695667390425,0
African American,C,17.919860427507807,B,67.51516654491174,91.38060855989755,-145.3325117885959,25.372103055744414,-39.975413918631816,A,C,A,-20.30685562137089,1
Hispanic,D,163.60361568547813,C,37.670763537474286,25.08566091117762,-110.53404859837393,-34.00708586579807,21.127629688756556,E,E,E,-108.48799203984211,1
White,A,-57.54855535120008,E,-20.193462497430176,118.58863240244786,-224.94296427329158,79.79517160217604,160.8341728663425,E,D,C,26.368602494187044,0
Hispanic,D,84.36767904064082,E,-127.81854138680248,82.63271003596148,1.5070059660067205,71.52404608954855,110.27322325419262,D,B,E,39.5775411376603,1
White,A,210.78562523001233,C,112.73043608557116,-79.04844795280718,-34.58051930612571,-85.28427474223238,-24.149375955701107,A,C,A,-7.981970135667575,1
Hispanic,D,29.894224855808076,C,32.945293881774205,53.226847292475,-116.01496750383421,-72.53385384315143,78.84845355891053,C,A,D,-17.958275474890545,1
Asian,A,141.39730800099704,D,-267.1227093888242,-13.141436742236879,51.093395417867335,115.77183559736908,-10.600795645691957,A,E,D,157.40414432848843,1
Other,A,147.82649504296725,A,-105.60453497510845,-4.794078746013014,-43.99702474392182,4.714059622064616,-89.7683593839004,B,A,B,-52.00397378265862,1
White,A,-13.195090310010164,B,49.01571978487855,-129.3897733549259,-100.09853681258521,-34.21356718059519,51.929207862711536,B,B,E,64.25315236309824,1
White,D,-273.06169667553206,C,47.14353285075152,-50.62142524440748,54.42997546446263,-45.53541449438139,-191.4084547399248,B,C,D,9.987495638479109,1
Other,B,-53.832493734159726,B,-126.73079813525452,-138.63480404131653,-73.5625830908384,-12.47206664537631,81.97057987665053,E,B,B,38.39942565576624,1
Asian,A,123.593533670901,D,44.180176713526556,21.611745283794157,96.26649320450218,0.8284371452440669,-101.73188083071499,B,A,A,8.198409446964817,0
African American,C,-9.159373144937604,E,71.88893236026182,-155.41573247064065,-199.360109335386,-184.5892710386749,-73.81603719692559,E,B,E,-167.08837281891405,1
Black,D,231.70432991903255,A,-32.120085571026976,-45.78421988998053,116.89929809584494,1.6931732262361985,41.43649333926669,C,C,D,34.379464947750634,1
African American,B,-51.9101852378734,A,-94.52149589947417,123.69883052799702,34.52476700866009,-108.63137946886073,91.08562617857633,A,B,A,30.668260993361486,1
African American,E,2.4048535073538293,E,21.243807767214246,7.287994386980147,3.445081918249725,-101.88559394632865,-120.19124674212831,D,B,E,-216.60137442221458,1
Asian,E,-11.421020470512651,C,-155.46655724467595,-54.529751758246526,-89.47589168551342,-14.841735771753145,-26.558895652237098,B,E,C,42.93991715190915,1
Black,E,23.57052180151884,D,36.29636510001284,51.95123876080127,61.666108056769396,-179.96233973466826,7.561159642799001,E,D,E,-136.88928640040882,0
African American,C,147.25491821514856,E,-46.43176980388286,168.52721813898864,53.882224674899206,-43.46879112197462,-210.28928685100965,D,B,E,-140.63695057134348,0
Hispanic,D,61.80249608936694,C,146.3801591717285,-41.22251146595248,-20.085210237267766,-188.96210756855567,-173.52285382905526,A,E,D,-7.6710294621468345,0
Asian,D,70.97214393736093,A,12.351527549963022,-205.61585569576258,-27.931173303306007,34.00047604325566,-124.60811222009775,E,A,C,-62.41329304684478,0
African American,C,175.46253281751254,C,-101.33663199271612,56.79191280576793,63.290108634945874,44.52235872836592,68.17446466015834,E,B,C,-50.08161670048557,0
Other,D,-118.33632831611082,E,-98.23536566139667,-32.88509530367681,15.611614085610242,10.160840610000966,-115.78083369025951,D,B,A,-23.94170768799648,1
African American,E,-89.30003387323163,B,182.21815409600626,47.122769953852014,78.90158616764933,63.69473734882879,-121.75942955193679,A,C,A,65.92837376728092,0
Asian,B,152.19772111958142,E,-42.135621038512724,17.62152719777406,-54.711730488483425,-140.51579908713384,39.67622763227306,C,B,E,-84.86347084684284,1
Asian,C,284.01458200093646,A,-18.904486729112293,76.0151150785804,-140.784295861591,50.44625874615088,-72.90313769671641,C,B,D,12.196973201673707,0
Black,E,31.87701942400763,A,-41.48323322751383,64.40282963827684,-39.01883068852815,-22.71055585866889,-165.55205699003116,E,E,B,-276.8978809495111,0
African American,B,5.470442065018653,D,-162.02063381488034,-98.64545318859005,-50.434655421466445,174.44912830870874,-13.41026707490528,C,E,C,17.73709808887821,0
White,E,-143.39424169083424,A,-102.80451968548658,-78.93298879645862,154.93951530740958,-113.14964444358368,-128.9868630141786,D,C,D,132.7637121224588,0
White,D,64.04771591657352,D,-37.68082555527926,-21.051454864622873,-16.670469354258916,11.543528422429002,146.8350588260898,A,B,A,-1.8430033491055942,1
Black,D,-5.280723466807461,D,-4.602067911966067,-19.46514843606261,-35.939727136653126,-5.517940016573199,-87.08654319917883,E,A,C,77.00389165148363,1
African American,A,249.97567653012757,C,-38.69121736566739,-88.9964614888639,13.929699707101708,19.636727172750007,-19.570061643294025,B,D,A,-93.26534810602429,0
White,E,-15.25627832326705,D,38.53061404318274,-156.57983365162394,-127.76163169789815,13.454552405319056,90.59702574223542,D,B,C,-10.730796588566065,0
Black,D,-44.99137719235356,C,-79.96092081881083,38.492114185389084,137.9106137697002,-110.52772103273256,-209.58691873877066,A,A,D,81.48231901218001,1
White,C,60.92615273064973,E,-42.74345577318591,20.95851761294662,52.217836658399044,-16.546725455252773,66.14932535700223,A,D,D,-62.069449084086315,1
Black,E,-41.127698358106265,C,77.33112436117841,35.48210077446971,100.33167095323678,141.94606403461668,97.05024962337781,B,D,E,-86.07343784417324,1
African American,E,-4.0180995020103065,D,113.78702185402476,-136.1413447122979,-52.56895585120398,72.51340966481085,-78.8089219368431,B,C,D,91.75295638771316,0
Asian,A,107.7537627995033,A,-18.608199214815915,40.055796688390885,-153.5701526826092,-20.51416033516417,94.88545557996918,E,B,C,140.5297530353363,1
White,D,66.69127567569483,A,-157.03630295326226,38.551454631714385,38.825463232546134,37.73136847781307,31.827337081023682,E,C,A,-71.14774486487711,0
Black,D,-35.34381074054535,C,36.28022866933008,109.28138634062672,23.213090228221255,201.11806536461856,29.032564668989924,C,B,C,-53.06865251179259,1
African American,E,130.67042593350945,B,46.4838056768437,8.28906702738644,-141.3833336069353,-50.19006777036129,-15.874136981294138,B,A,E,117.3435015987466,0
Black,C,-59.13383933532749,B,-88.70612140373495,-102.62296804733299,-42.331480390878575,-48.31391672276732,-16.574644517618182,E,D,E,19.949070556213766,0
Asian,E,76.45146711322018,B,34.52027223434755,-41.25745784105453,-134.49600671153053,53.197364799260896,83.5376327028368,A,E,D,53.257912894005166,0
Asian,E,80.11585512786434,C,41.74010872206425,-111.9011540912793,155.75237146237478,25.121180237834945,-17.760175649228216,A,E,D,-131.48561281263062,0
Asian,B,-68.70527028773176,A,-72.04894025705845,-100.93593130152989,-8.423190553402774,-61.946877627900996,5.815160281901742,E,C,A,40.47481461727264,1
Asian,C,40.46091727561581,D,-59.223285954982906,54.48083406520864,63.9350763155745,212.69305739381505,145.01500732464797,C,B,E,-43.478673094205774,0
White,C,-84.38099599072808,D,-30.317194062108875,164.71605668478193,-41.927296142124206,143.6831919442595,97.44521601680566,D,E,B,146.24315987469126,0
Black,E,181.5107512656689,A,-35.57742833752825,37.23012509314656,-170.29723751181635,117.35333483575032,210.67362779530887,E,A,A,65.07195484502027,0
Other,A,202.26639066594697,D,77.04648366924621,-113.21860396756725,-50.12998561694578,-130.9713664856282,61.79009436445336,D,B,D,-133.88573478473705,0
African American,E,-58.14796513202385,A,114.24583629865364,-35.777547828385806,139.11197009351514,-0.35410553824394414,-75.71381074695138,E,E,E,-151.08140769084454,0
Hispanic,B,24.8088730933772,C,132.5620254579785,-69.19964908852536,-176.43052862570377,211.33508755658465,-121.15176165426146,D,B,B,3.952751149038123,1
Hispanic,C,84.87966946248268,C,-16.238748488694657,-104.42272818970879,-118.51235399807733,17.65629491645923,-156.7395938342719,E,A,A,70.34684135343959,1
Black,C,5.77871313606827,B,22.476510679770982,-101.51842916526066,94.49855709300859,-49.4012574642432,97.8891218306798,D,E,C,72.17846831922782,0
African American,B,22.325951316467556,E,-11.244641721497988,29.241074512858955,62.35910932669015,-62.92899054432131,17.149304402063343,A,A,C,-48.52509956966856,0
Hispanic,B,-123.5995482928061,B,138.84790185494472,-39.76643721504027,221.95135270906312,4.139637095193784,79.92206034196623,D,E,B,95.92678929662341,1
Black,A,39.7853870443816,E,-86.97355093831055,99.9213089155739,-55.41783470469683,-64.19186098509755,101.5004673260078,C,E,C,63.28967122036687,0
Asian,D,107.14419479259601,C,192.02559490760422,25.332768551399283,-184.29822351630986,-140.84132530062337,115.6497348490624,C,C,B,-33.84435588012822,0
African American,E,15.048506811903838,C,-152.97166907030697,210.65624152551683,-12.585522238413088,-104.08794071560554,83.53012213765543,B,D,D,-12.77784863738429,1
Hispanic,C,28.45586985355069,B,71.6612485733919,-65.31500760385602,-9.876421366994293,224.50772807138236,-24.108488584517282,E,A,A,31.305047620502908,0
Other,B,-210.09326923072672,B,-43.562193163975834,50.78980303373349,-129.47590403813817,197.2738810162038,-2.9085112237599393,A,C,E,-32.50582216492985,0
Hispanic,B,-186.11726549345755,A,51.845091201845236,-70.91297534638987,-4.039827400025922,-102.00423767811932,-102.11951600613871,C,B,D,-9.347827263789315,0
Other,C,26.575755454932104,E,3.3267968220354263,70.25970200637065,121.53956530903068,-84.97804145520223,-0.5711224512473052,A,A,B,-6.215207826497961,1
White,B,-159.7296311669959,B,28.04245955452833,-94.5038466805927,164.4873726595066,-13.646008807489924,-69.50473638831538,E,C,C,-28.404210920263395,0
Hispanic,E,34.3922677874252,B,92.68193182967256,53.72961527700838,-32.20482305739002,-55.639080397979626,-88.9075433374575,B,C,A,-9.974911194881873,0
Hispanic,D,-88.49321586102685,C,-153.37973372927792,63.73435410944107,25.769390475881877,-17.98284960517516,151.37084197504237,A,E,B,-152.4539990210178,1
African American,C,126.35156295830816,A,21.58030070589268,74.67994112872093,210.77572712678622,39.96623218337514,-57.24077971846133,C,A,D,49.746370573877634,1
Black,E,20.658002883078836,A,-197.00275534721686,148.14234665102205,-39.387268518414196,-8.807358772917372,-57.34019170723973,D,D,A,30.6335522714862,1
Hispanic,E,135.81907264979938,B,115.84700307916988,27.037760899731385,17.885951426797526,166.47188096639348,273.43838521591766,B,C,E,86.67830317720798,1
Hispanic,C,-19.935956822695015,A,-120.4155324183134,93.54507387919348,104.07622586696607,-10.325204511745335,-45.14065355584014,A,D,A,51.82881993654315,1
Asian,A,-14.739217063102453,A,102.04966402029294,135.11568079822996,375.40928128508415,179.42614291681443,-147.86082096940046,B,E,D,44.78073022432465,0
White,E,142.58148668675676,C,-210.81671890261964,35.0408391422112,43.05867205163944,-289.6849613885074,36.011678288620544,D,E,A,-24.316227699995913,0
White,A,-174.62796085902838,B,9.045175168074726,-64.5403657324338,73.90345417404423,155.1384166743463,0.6862797695281255,D,B,E,-10.028334263669864,1
Hispanic,A,-196.04898843594674,C,108.59712969116767,45.06909663981747,19.030005285778685,-59.01515783582947,-50.41755469626984,B,E,E,168.77770725538943,1
White,E,222.7284148587346,B,-139.7410754649433,117.25292239496441,174.9938011492858,-51.70614227713097,-132.57850153761964,B,B,B,44.91141086643295,1
Black,C,139.14995280845667,C,7.438234982689878,-42.90547310362148,-128.05961560202385,-89.97049972062025,120.97349064004523,D,A,D,-14.793144224026461,1
Asian,B,189.1817177502349,A,47.92442731468703,-3.955224956847392,65.21622809725667,-170.27661500233287,-61.974709207513015,E,B,D,137.69200708756037,0
Asian,A,-49.50874811303477,E,203.36497426346455,115.16256152205555,78.15390078547007,-47.86310655055196,83.67576720594477,E,C,C,36.81735176871128,1
Hispanic,D,-58.68959167988862,D,-108.808611693612,-26.611221823950732,21.9103055453282,-14.582071478431317,-145.94411518221818,C,B,D,-55.94591287109007,1
Hispanic,A,121.2253197388832,D,105.6051094706242,-8.33562894825191,-99.54074000161832,23.53835636896854,-66.62410255657196,C,C,B,243.72153683212753,1
Black,D,140.9104582068176,D,75.71784219849214,-16.5455027775633,16.431112805326876,-104.0585887343273,6.915978448505541,C,B,D,-146.76741331981847,0
Hispanic,B,34.05906357843263,C,-26.00333147095572,-88.72145514165052,67.07262161817634,69.23515727136713,233.66451736455232,E,A,B,-103.34445725338111,1
Asian,E,-17.19866242407455,A,-6.3349125045385115,-8.55258975099418,-137.73328603545758,9.604856406855365,-149.65113468127657,D,A,A,155.69523251935306,1
Other,C,-10.853769502998023,B,97.082582468039,-46.39877062171397,-10.05288054056861,7.459964043056881,32.796473638371786,E,B,A,25.43635237189452,1
White,D,156.1018836440734,A,-75.07151169912966,78.78791940842427,5.418887323585588,27.308724457252055,-32.047116689358205,D,B,B,-41.187987761393046,0
Asian,B,-39.858406888902906,C,91.02243532016726,98.71859325289148,176.74055689000207,132.7593713414166,-29.858048692601823,E,A,C,-89.37883317512424,1
Asian,E,-36.78880958920006,B,-99.77289534417656,-67.21923878931194,-42.16587012266096,-218.06515680682668,136.6311652683698,C,B,D,4.0537001033774205,1
Black,C,60.85639241218639,D,38.47051972611014,167.19292292054985,-1.4388417117582672,-36.06615704101471,-80.20195080314527,C,C,C,91.86891821214778,0
Asian,B,-38.918185863447555,A,-113.092541301739,-46.90320229554742,17.421094343175636,59.2888230771632,-53.97101951799807,D,E,D,176.64904142932187,1
Hispanic,E,-37.12913625419805,D,97.1629592878147,185.54922301170086,-119.61262208835237,144.15618977687626,12.775127474187897,D,E,E,-38.321883554827465,0
Asian,C,-171.1805574773845,D,-110.58365745173006,71.51875806572066,-12.625883984212283,179.52609353850605,-79.48058853327954,D,A,E,120.99113857359225,1
Other,B,-4.736071581636086,B,13.526070060380594,80.1141789093647,-43.66454049172646,-107.19568207315673,-145.89182713696917,E,E,C,1.5719300436258687,1
White,B,9.568638094014831,A,119.26667962706689,65.34459356618231,-173.53799867408134,30.97615947189346,-31.695032871109152,C,A,B,151.98693253053779,1
Hispanic,E,19.434332343042616,C,-45.89274312003719,42.913236787042855,-28.64135005408196,-16.66654390472523,190.17140170162241,C,B,B,97.62526107845879,0
Other,C,-112.54717959941058,D,9.003345489044513,82.33297515062509,-59.038357590098535,27.633520795970306,-32.66070560629897,B,C,C,-16.589615466275184,0
Other,D,60.107511484393264,E,-8.388509222282773,-169.52565757824135,-22.60729977679122,30.79890316502283,120.1822493839183,E,A,E,-133.02627686219907,0
White,A,95.72435123685453,D,-130.4969704124496,9.810497427031361,-3.9081516508578993,-96.54366029278235,117.56315664523271,A,E,E,-160.09274192669056,0
Other,D,-18.581780697548847,A,-63.99266033836915,46.862644346428056,-56.45759500823579,-76.33581715760289,-91.91593174043429,C,A,B,114.45055684274234,0
Hispanic,E,117.97251498228887,A,-114.73652075334304,118.22728943598058,71.61538416922659,-76.5957978158573,89.4637640774623,C,E,B,-206.822102590039,0
Hispanic,A,97.97026908277279,C,103.16591987649299,-26.649442222264348,173.4258670189961,-35.93836813775259,-16.48753445548655,E,D,A,38.59163990844215,1
Black,A,-103.37262519245998,C,-50.13522833642895,50.54583846011889,114.68790086383389,-118.42194078466832,-94.77351697295174,E,B,C,58.514116327868294,0
Other,A,67.09553258227872,C,-52.57812100550808,-87.43611571764292,-57.398735428194634,64.14157284451002,113.50476443751889,D,C,C,49.13250787887182,1
Other,C,-230.2805195833945,C,-125.40178373794014,-48.119945961798976,54.26712538661329,15.085126673171764,41.79291236737156,C,E,D,-158.60617771242045,0
Other,B,-64.51047975307101,C,-58.42409505735888,75.31201234963157,52.75231472929761,132.4823716336461,-184.2961939709883,C,E,E,12.039509358250468,1
African American,A,61.19298892701791,A,105.35550366789728,-14.113235996866843,-18.445680014089998,-132.74070688794282,34.24584630080917,D,D,A,206.9266568182301,0
Asian,B,61.24860769014964,C,55.510655644659124,75.79808433572967,84.042728648639,295.2489962299465,107.31954472082035,D,A,B,9.520901647910032,1
Asian,B,167.90881835761792,D,-7.081275647615268,-1.3341368371817213,-32.18900910555373,-29.151881046205514,222.49768608830064,D,C,D,111.72139620365742,1
Black,E,7.912357864447844,A,-18.54631212374138,-54.455456809298596,-179.890215819776,16.037968036721935,-44.11573130230486,C,D,A,46.49682552168433,0
Other,D,36.74449587572311,C,-94.56572615204935,52.89594327768196,-125.21509828520266,-7.700529418052519,57.46824203250217,E,E,E,28.968895880614692,1
African American,D,93.07477128135297,C,-78.26897125126003,30.21407479843799,-10.42161190167632,32.774522182835156,57.10408343351677,D,C,A,-21.060290384238456,0
Black,D,-171.4134659249557,E,16.35125492572238,-14.752032255592464,139.85529611815355,0.03081765309136483,-1.989662545534403,B,C,E,43.77371071037381,0
Asian,B,30.501649838243118,D,37.617948575741046,-97.87550389594143,28.165037088733534,122.53713456487165,14.279487361968673,D,A,E,-71.98388595772613,1
Hispanic,C,98.7370846591688,D,-137.76647110982415,81.2810404095408,167.44960948597605,-176.04618338806077,-14.617833757735363,C,A,C,106.21980188290574,0
Hispanic,C,65.89360454379755,A,-106.93640465810641,-62.31378860195734,-27.606027999407207,-100.22583372971347,-116.18537890509862,D,B,D,-182.47532296998062,1
White,D,-38.67485463982723,B,-8.458399246591073,-39.10170974177144,-51.89201669647503,-68.20893219677113,-207.72687887662036,C,D,B,35.08058051179605,0
African American,D,168.96317877197234,D,-113.38687632388778,-67.69198032702421,-231.54289462363855,50.238933154871326,-41.874582118385185,A,D,E,-3.8120555071505926,1
Other,D,194.98977986560772,B,22.212365161235432,50.18048097203604,62.85307692180617,-30.41491817528466,-41.84964910556314,B,B,C,138.7444375915809,0
African American,D,138.86896101821134,A,27.202096815368314,-19.139469221447087,105.50908847932251,65.95319524200146,-18.919506343395426,E,B,D,127.55665342042022,1
Other,D,76.51086558019503,E,80.971655972117,-118.0201411781346,63.71550483480346,97.67444522362776,-46.54858942573808,E,A,A,-101.49957481618108,1
Asian,E,41.2179915783418,D,5.714462144059105,180.71121469963697,239.45427889951384,-15.967964722008862,120.73104731253635,D,C,B,30.205505074986238,1
Hispanic,E,126.82031184105736,A,87.0300839511894,-77.37859201558292,-10.016184594946212,-237.96722947015962,-168.8476858391943,D,D,C,-103.221912154618,0
Asian,A,-88.55947172059906,D,165.60454500473423,8.24097549911462,-85.66209881079723,-63.536590781176805,54.29004872714951,D,D,C,-164.0439355634221,0
Other,E,168.1951083230069,B,24.651909470744588,-59.05057703493269,51.54827509986196,-99.80117182794476,35.606160100056265,D,D,A,-234.6475916427075,1
Black,B,167.1585234590781,A,64.23832175632288,49.18347425723826,88.21641442938486,-82.46290226952927,-157.0849771421393,E,B,B,34.78419856281176,0
White,E,-126.90953040593247,B,130.81775831979328,58.413249141920275,-57.932727777913115,108.00806946774428,-6.047275727806278,E,A,D,8.599482409996341,0
Hispanic,D,-40.039787443316676,D,-21.660200734361577,-50.38418165464852,-250.61366173052164,89.42211200593897,5.789137220366789,D,C,E,-28.108439863859047,0
Asian,D,-0.8815207490994988,B,-61.747711208153596,7.514832982236766,4.758103550765976,-45.521063055898445,-10.937018725580486,C,C,E,-7.065951487793052,1
Hispanic,C,-75.03710913611205,E,-39.55818004294812,-78.84752653684784,-142.24527419097376,-41.4938712594167,-132.6124586847763,B,B,A,-40.68547255180627,1
Hispanic,A,-147.3816921109759,D,-21.659154224902448,6.62904610070297,89.53920685202029,35.478152257053615,66.46353861738726,B,A,A,159.4559707681982,0
Asian,C,-73.9553750671699,B,-53.6891734895168,58.900393972837826,-41.53024078198014,-27.88473233668131,-40.72879039434215,C,E,C,-128.88428111853355,1
Asian,D,52.4585729517567,B,-66.0963025734889,-65.53752243069908,98.17912593437441,130.56133219809004,126.48843538846197,D,A,B,-58.28537265986331,0
African American,A,128.7941085524734,D,36.14464329651619,-9.77898511967797,28.572023057639882,50.50065987551534,-121.4057437428017,D,C,D,80.61290102889501,1
Other,B,-89.32878902325625,A,162.87231483254163,-4.267851695163106,98.20335095497006,5.206590946374842,100.20519487610542,E,D,E,-72.7211510573524,0
Hispanic,D,26.93820815596018,A,-4.120939010750685,103.28303371015615,-128.37831843530498,55.40209522047771,43.2607569727945,B,A,D,-49.44591765504642,0
Asian,B,-69.41249180659267,E,-20.76765392971385,146.10266112527717,95.88279298189065,92.18732516884332,-43.01657494304171,C,E,A,99.921418160746,0
Asian,D,-58.94169917249431,A,106.82644487644923,-5.020193063832918,5.134067538792246,0.410369561819053,115.68131505360282,B,B,E,-273.51664826035784,1
Hispanic,A,-87.15895772275658,E,-4.456908072664078,1.630512143792911,112.37822544268907,-90.57508003643173,-57.32958715071388,C,E,E,-11.00152054065822,0
Other,E,-75.16998906212426,B,-90.83833773609359,-47.08792057405201,8.04392160636024,67.99703690637176,48.0559280121062,C,D,A,70.17571141680796,1
Other,E,32.93525207130725,A,-50.30093251772343,-107.22341228128123,-111.09597204564223,-93.51006734724139,129.81825199376755,A,B,C,44.968357849082004,1
Hispanic,C,-64.19963504572931,B,-5.338737074142357,-66.51739946817695,-29.288185216292202,-153.9098921114801,146.95753173276253,A,C,D,-3.054157100181248,1
Other,C,17.12703701421958,E,31.02017889047049,75.23319903963254,98.87016746811211,-176.84234712057867,-15.3483721926695,E,E,E,-84.34372818921773,1
White,E,-100.07802537756643,A,-129.52239786311569,-134.3793384574393,-90.77875429924188,41.346924909485104,-40.40470497463984,A,D,B,177.50209869380777,1
Asian,B,-37.51749132870935,D,17.75708869412961,122.37829601183923,-13.847645158794938,-129.60400831380184,23.906518261023326,C,E,A,-29.567515061305645,0
Hispanic,D,-71.20701540883438,E,-49.36254236187105,45.224962477010195,42.937579002475154,77.35826723740468,40.63371890743831,C,A,D,-62.27579190746953,1
Hispanic,D,168.205822284915,B,-49.39185784197824,99.537494295691,-78.04099516189333,183.51738292539633,164.7147148491981,C,D,E,-11.032852176983168,1
African American,E,42.47889322819701,D,-17.364629185317774,-41.28525908224068,-62.6578079289985,0.9126311292000363,-85.09171866136838,D,B,B,152.09267358062533,0
Other,C,-49.44762791290254,E,-29.59791366073513,75.62547752523663,-132.91256868564255,118.55594555202238,5.785471209848046,E,E,D,116.77984229624431,0
