age,religious_affiliation,civil_status,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
74,Muslim,Divorced,M,C,94.51389207208639,D,A,E,24.571525792039957,C,0
28,Jewish,Widowed,Female,D,83.16301447685358,A,C,B,-205.90066334725563,B,0
31,Hindu,Widowed,Non-binary,E,26.589692532677674,A,C,C,-113.13621584302749,A,0
52,Jewish,Widowed,M,B,27.6244553917266,B,B,A,-98.34983990184837,E,0
31,Christian,Married,Non-binary,C,67.59554270042028,D,D,A,214.51711814867372,D,0
53,Other,Divorced,Female,A,-94.68635580000304,A,A,B,51.21727991180567,C,0
67,Christian,Widowed,Non-binary,B,51.77463229046023,D,C,C,-258.07265622135765,B,1
98,Other,Divorced,Other,B,50.807062866896466,A,A,B,58.92662170599164,D,1
66,Buddhist,Widowed,M,A,-25.975990600448522,D,B,C,75.77292952747915,D,0
55,Christian,Single,Female,C,-16.799147127933892,E,C,C,-122.11379266556057,C,0
52,Jewish,Married,F,C,-225.92148575952692,A,E,C,-151.30645054805763,E,0
81,Jewish,Divorced,Male,D,126.86830080071432,E,B,E,61.026963897313436,E,0
70,Muslim,Divorced,F,E,37.98412689680299,D,E,B,-149.69111529892746,C,1
83,Other,Married,Female,B,201.73481283703026,A,A,B,163.81387948059094,B,1
99,Jewish,Widowed,F,E,55.20254910674057,B,A,A,-171.0220015487239,A,1
68,Buddhist,Married,Non-binary,C,-114.7412639858118,A,A,B,-116.01160253372397,C,1
66,None,Divorced,Non-binary,C,36.4731828875272,B,A,A,133.3037867308871,C,0
68,Jewish,Widowed,Male,B,57.08624787835402,B,D,D,-34.49868856088266,B,0
53,Muslim,Single,Non-binary,B,101.68577610871368,C,E,C,30.36834342911948,D,1
31,Buddhist,Widowed,Other,B,-93.99127932035437,C,C,E,24.7678000685952,D,0
86,Hindu,Married,Female,C,-89.52869428739298,A,D,B,133.820929454652,B,0
24,Christian,Divorced,Non-binary,A,-10.935480217813872,A,C,E,-34.26481293961683,C,0
92,Hindu,Married,Other,C,-59.70478329552671,A,C,C,-152.0459053224638,B,0
67,Buddhist,Widowed,Other,E,-39.13079735856731,E,D,E,-160.52862523320437,B,1
73,None,Single,Female,D,-84.64115442750987,A,C,D,21.644269939088627,D,1
83,Jewish,Married,F,D,113.21600769321196,E,C,B,39.2375686216356,E,1
77,Muslim,Single,Non-binary,E,156.0701639715906,D,B,C,60.12311754928231,B,0
41,Other,Divorced,Female,E,-71.53960667730095,D,D,E,-6.929231207525417,E,0
39,Muslim,Widowed,Male,E,-34.11420595321328,D,E,E,-135.9311141918108,C,1
87,Other,Widowed,Male,A,171.62345597266435,A,A,D,-181.33898780646376,D,1
79,Other,Married,Male,D,69.80509906132471,D,C,E,68.54059966164684,E,1
67,Buddhist,Widowed,Non-binary,A,5.22166089088334,C,B,D,-32.402273890991935,B,0
31,Other,Married,M,D,-126.63400702599468,C,B,B,46.63467608654019,D,0
81,Buddhist,Widowed,Male,C,82.32445557461733,B,B,A,32.847184955304364,B,1
28,Jewish,Divorced,F,A,-9.810569458853399,E,C,B,-40.49881836637938,B,1
93,Muslim,Single,Non-binary,A,93.52405382410811,A,E,C,118.35365119689646,B,0
74,Other,Married,Other,E,-84.51892577773384,D,D,D,34.5894905917599,E,1
30,Buddhist,Widowed,F,B,24.52864962766838,C,A,A,50.4301168446087,A,1
72,Other,Widowed,F,D,-150.98808781477936,D,D,B,-23.37302121498621,C,0
72,None,Single,Non-binary,C,111.46147183648468,D,D,D,-155.66144723854137,B,0
71,Jewish,Divorced,F,B,-57.58032678541656,B,C,B,-89.60900142223922,A,1
44,Christian,Single,Non-binary,A,-66.35366778471898,A,C,E,157.46571274747066,A,0
63,None,Widowed,M,E,-68.04083385083068,C,A,E,-69.31803000479995,E,0
57,Other,Single,Male,E,-106.6900412904813,A,D,C,106.8471096427193,B,0
19,Christian,Married,Non-binary,A,-18.3559189684499,E,A,C,-107.07015608244632,A,1
96,Buddhist,Divorced,Male,B,4.026160339924389,B,A,D,-96.34274733815805,B,1
96,None,Widowed,Other,E,-118.8096932826368,B,A,E,106.55397305238343,C,1
58,Christian,Widowed,Male,E,262.00791385757384,C,C,D,72.0467328304533,A,1
92,None,Married,Other,E,-24.351539019784344,D,C,A,7.634552923548502,B,0
73,Christian,Divorced,Female,A,161.7736688869124,E,D,E,-55.16341324551962,D,0
52,Muslim,Single,F,B,-48.56284368648894,B,B,C,115.18776757753744,C,0
92,Christian,Widowed,Non-binary,C,-108.16775146728601,C,B,A,-58.907900287880246,B,0
41,Buddhist,Divorced,M,E,-50.37574728405612,B,D,E,-0.13541363471193593,E,0
96,Hindu,Single,F,D,-67.61136728704209,A,C,E,81.89836068743891,E,0
86,Hindu,Widowed,Male,A,-129.00644822468095,E,A,D,22.230654745535958,A,0
54,Hindu,Widowed,Male,B,-120.57145545979,A,B,A,-39.16635922895844,B,1
87,Christian,Single,Non-binary,C,-79.94406626577674,B,C,D,-5.783364049282674,C,1
35,Other,Divorced,M,D,-65.52934564623638,C,D,B,56.28619777963599,E,0
43,Other,Married,Male,E,27.362820574810698,D,B,A,14.422214622799476,D,0
86,None,Single,Other,D,86.88066821990076,A,A,D,-44.968537137576774,C,0
67,Buddhist,Married,F,A,-77.85722731251805,D,D,B,-1.6956666926324846,D,1
64,Other,Married,M,B,-86.99828783788267,A,C,B,-203.79004803662366,B,1
90,None,Married,Non-binary,A,-17.949611507342265,E,B,D,-61.91165062607082,C,1
40,None,Divorced,Male,E,52.5134635599195,A,E,B,50.48026002072839,D,0
82,None,Widowed,Non-binary,E,38.40714759723588,C,B,C,4.826720915156779,B,0
71,Hindu,Widowed,Male,E,-13.861061336767715,C,B,A,47.521413402793954,D,0
57,Hindu,Divorced,Male,E,38.298264968245725,E,D,B,114.29600102771123,D,0
65,Jewish,Widowed,M,D,-150.75839234499716,C,A,E,16.71768466233779,B,1
58,Muslim,Single,Non-binary,B,-275.5293654062579,A,B,A,12.199003577303259,C,1
19,Jewish,Widowed,Other,D,-68.20977279745665,E,E,C,-109.00626794734704,D,1
88,Muslim,Widowed,F,A,124.60412842227271,C,A,C,109.74079061975198,D,0
90,Jewish,Married,Female,E,224.09659074284093,B,B,C,-162.25654537053424,C,1
57,Jewish,Widowed,F,C,-39.20245732329627,C,B,A,18.38144792022892,C,0
50,Christian,Widowed,F,D,-41.57753412210372,C,A,B,41.76490442973804,E,0
91,Jewish,Single,Male,E,178.67446514668393,C,E,E,136.10338377179738,C,0
77,Muslim,Divorced,Female,C,-8.42602299065903,C,A,B,-115.11694079702974,D,1
51,Hindu,Married,Non-binary,E,-189.3060474128057,B,D,C,-53.778098174382116,A,0
38,Jewish,Single,Female,E,93.1005378562922,A,B,E,151.43236788937418,A,0
22,Muslim,Married,M,C,40.493966091569206,D,A,C,-39.28828348330473,D,1
90,Christian,Widowed,Female,D,-44.2897644167376,D,E,E,-25.559380762964274,D,1
44,Hindu,Widowed,M,E,152.50753534035343,A,E,B,55.050387268656124,C,0
71,Buddhist,Single,Male,D,23.84363284658096,E,C,D,76.43443443880084,A,0
48,Christian,Divorced,Non-binary,E,49.93089726682496,B,A,A,-75.48160107185632,A,0
79,None,Single,F,D,-92.92158350759722,E,A,B,-67.38620662912203,D,1
37,Buddhist,Widowed,Male,D,-84.87307487981451,B,D,C,-37.023594184755844,D,0
99,Muslim,Single,M,E,44.04465364972625,B,E,E,-148.98979378429672,E,0
28,Muslim,Divorced,Other,E,66.84486790849367,B,D,A,27.39603868712775,C,0
94,Hindu,Divorced,Female,B,200.2483440542232,C,E,D,-82.49030663491341,A,1
43,Christian,Married,M,A,-162.46863659472527,B,C,E,115.53908030207094,A,1
38,Christian,Widowed,Other,C,-163.63553086665777,E,A,D,15.939075559634707,C,1
32,Muslim,Married,Female,C,-11.858751629243878,A,E,E,153.8191499851676,C,0
50,Buddhist,Divorced,Male,E,8.118419926960927,D,D,D,-107.44325270564391,E,0
60,Muslim,Married,Other,E,-141.67698486469794,D,C,C,23.281672272432456,D,0
97,Hindu,Single,F,A,-141.93190232558752,B,C,D,-177.5165147568745,C,0
50,Jewish,Widowed,Male,A,86.07404425347418,A,B,C,-57.223251973295,E,0
45,Jewish,Married,Non-binary,A,-50.708373629716064,D,A,D,-216.61604560262634,C,0
53,Buddhist,Married,Non-binary,B,35.6460621995564,B,A,C,-51.0496859532016,C,1
77,Other,Single,Non-binary,C,-18.879371805618465,B,A,D,37.504555848888344,E,1
78,Jewish,Divorced,F,E,-68.29729408008698,C,E,E,-97.0605917504691,E,0
53,Other,Divorced,Male,D,23.48247778475035,E,A,B,-201.0187238082391,C,1
29,None,Married,F,B,2.982800408949982,B,C,B,87.76740242463451,C,1
35,Hindu,Married,Non-binary,C,-78.09747237571163,C,A,E,-205.2092567403365,E,0
23,Hindu,Married,Male,A,117.98090714551041,E,D,C,-55.874543018999844,B,0
69,Other,Single,M,B,2.726323326927231,C,D,E,48.39429245942342,D,0
65,None,Single,M,B,17.529913392663758,E,E,B,-1.7455356429255224,E,1
58,Hindu,Married,M,A,64.47155246549455,D,D,C,83.40383526101338,A,0
24,Hindu,Single,Female,E,37.958440021824735,B,E,B,142.66995089317035,D,1
43,Christian,Divorced,Other,C,-130.2766126444132,A,B,D,52.14804101754953,D,1
51,Christian,Single,Male,D,-13.821764664372079,A,B,B,-33.562468922023875,A,0
90,Buddhist,Widowed,Other,D,-48.61431718911708,C,E,C,48.53190830125755,E,0
67,None,Single,Other,A,89.63845528909701,A,C,E,113.25427764929326,B,0
78,Christian,Widowed,Male,B,144.4769497549693,B,A,D,-8.753960177456351,B,0
23,Christian,Married,Female,B,-31.754524533163387,E,C,D,53.54099115099164,E,1
58,Muslim,Divorced,Male,D,79.42780545778156,E,D,C,14.480278884338048,A,0
36,Hindu,Single,M,D,75.65568645305292,E,C,A,-95.51152819279315,A,0
37,Christian,Single,M,A,-58.25674235789127,D,A,D,-80.37505888390059,B,1
85,Jewish,Married,Non-binary,B,-74.33503367650935,C,E,C,-12.04663547054943,D,0
53,Jewish,Married,Male,D,-71.12576022470279,A,A,B,17.684290830976966,E,0
67,Other,Divorced,Male,D,3.636769139901743,E,B,B,-223.58743370690127,A,1
43,Buddhist,Widowed,Other,D,-7.697232736480183,B,B,E,-282.8735738915392,E,0
99,Other,Widowed,Other,A,121.52791535176182,A,D,C,12.222792772542588,D,0
35,Hindu,Divorced,M,C,-99.79875013852383,C,A,A,-58.75924217517318,C,1
42,Buddhist,Single,Male,B,92.95698394017033,C,E,D,-23.409140388779672,A,1
48,Other,Single,M,E,-9.182875237514686,C,A,C,-73.01389720822849,D,1
99,Jewish,Single,Non-binary,B,-173.98505476559674,A,C,E,37.15154353999709,B,1
54,None,Widowed,F,C,-36.92970576894018,A,A,E,-5.441878050544617,A,1
73,Jewish,Widowed,Female,E,-40.26885159821123,A,B,A,39.66960065993382,E,0
46,Hindu,Single,Non-binary,E,43.885986117879746,A,D,C,232.84215557526147,C,0
71,Buddhist,Divorced,Male,A,62.590489069797584,B,A,A,98.7122593589097,B,1
67,None,Married,Other,A,-91.88673140439089,E,B,E,-12.555696189354556,C,1
66,Christian,Divorced,F,B,38.805081817655285,A,E,A,35.904523177335705,E,1
71,Other,Divorced,F,C,-19.389884254272,E,A,A,30.146302977435983,B,1
99,Jewish,Married,F,B,-66.69260066956231,A,A,E,-25.786467498764935,D,0
64,Hindu,Widowed,Female,B,-145.87314213352408,B,B,D,54.018387754093375,D,0
44,Hindu,Single,Other,C,186.988079814152,C,A,B,9.221445929147947,C,0
44,Other,Divorced,F,C,-72.8255047071254,B,B,B,246.1410707666859,D,0
21,Muslim,Married,F,D,158.38105215115294,E,B,D,4.641056766092596,D,0
53,Hindu,Married,M,A,-13.94961366963853,D,C,A,-53.481699611926636,D,0
43,None,Widowed,Male,A,30.19966164596426,D,B,B,31.21150496883061,E,0
86,Christian,Divorced,M,D,-1.0394083848493405,A,B,D,149.85969623861038,E,0
22,Christian,Single,Male,E,-37.56962136589027,B,A,D,4.48207615858538,E,1
63,Muslim,Single,F,B,-203.9923321078755,E,C,A,-34.98652593268401,A,0
42,Muslim,Divorced,F,E,-4.749797268965585,D,D,B,66.20651417380196,B,0
92,Christian,Widowed,F,E,-59.33287584501452,E,A,E,-19.996301281212755,C,1
32,Christian,Married,Other,E,20.076810006093037,A,A,C,212.5914175153673,C,1
85,Hindu,Married,Other,E,-24.65801462070136,C,B,C,128.9598745377059,C,0
55,Jewish,Married,Male,D,-83.17781149240683,D,A,D,-121.57595607640663,E,0
92,Hindu,Single,Non-binary,E,78.37811355236141,E,B,C,-27.50781132908669,E,0
84,Hindu,Married,F,A,-10.838135924846476,B,C,C,-148.76127039172573,E,0
29,Jewish,Divorced,Non-binary,A,-122.18874541624278,A,A,C,-44.645542105186756,E,0
19,Christian,Married,M,A,-69.74767592992784,A,E,E,66.69295492743797,D,0
19,None,Divorced,Female,E,-55.26628891388721,A,D,D,168.663954997268,B,1
80,Buddhist,Widowed,Non-binary,B,32.5474867901707,B,C,D,99.36207469235289,A,1
85,Christian,Married,Female,E,-93.10482578614739,B,D,C,112.44763263825777,D,1
75,Muslim,Widowed,Other,D,87.36975139035765,E,C,E,25.549839326563127,B,0
25,Christian,Widowed,Non-binary,B,-255.62066983705978,A,A,E,65.84923961420691,B,0
35,Hindu,Widowed,Male,C,159.17374184897204,D,B,D,-29.079769019632685,A,1
58,Buddhist,Married,Non-binary,E,-91.69532949369683,A,D,D,7.232073816342012,C,1
19,Christian,Divorced,Female,E,40.89014985233088,B,B,B,-62.30087227034705,C,0
50,Christian,Married,Female,B,-31.59853327387391,B,E,A,108.27580510612225,C,1
78,Christian,Widowed,M,D,-104.39506038702864,E,A,B,59.73658925622569,B,1
69,Buddhist,Married,Non-binary,E,94.80589605604011,A,E,A,-75.43044575368644,A,1
32,None,Widowed,Male,A,-126.65099408110014,E,E,E,75.96393511531373,A,1
99,Hindu,Widowed,M,B,46.1290832504491,C,E,D,132.44324034749212,B,0
34,Hindu,Divorced,Other,E,75.64654264377366,E,C,E,66.19300908935625,E,1
47,Muslim,Married,Female,C,-101.36390429070492,A,C,E,5.390338021797017,B,1
35,Christian,Married,Other,B,23.274011149438188,C,E,A,142.8115207100896,C,0
67,Christian,Single,M,C,88.91684518330673,A,A,C,-148.31095398964283,A,0
31,None,Widowed,F,E,-104.77004213991641,C,A,C,-21.06326492810553,E,0
93,Christian,Divorced,Other,D,-96.49221253307007,B,E,B,45.9673405502822,A,0
80,Muslim,Married,Male,B,-118.51091534899638,D,C,B,-125.63886523884149,C,0
98,Jewish,Widowed,M,D,55.719931257505436,A,B,C,118.58415244080854,E,1
21,Muslim,Divorced,Male,D,94.35617472348054,A,D,A,147.52723247424134,C,1
79,Muslim,Married,Male,E,28.37404814262613,D,B,E,53.46917199838599,D,1
86,Hindu,Widowed,Male,A,-29.46873272654487,C,B,C,139.01511033621392,C,0
24,Jewish,Divorced,F,A,209.7426057427974,E,E,E,1.6127419643148868,D,1
54,Jewish,Divorced,Female,B,99.24966927881152,B,B,D,37.180254980124246,B,0
36,Buddhist,Widowed,F,E,89.53659968210435,B,E,B,-115.40722360200498,D,1
19,Hindu,Single,Male,A,108.98002787062353,C,E,D,173.63828874549,A,1
94,Muslim,Divorced,F,B,-68.77958476232494,B,E,D,-138.54546015620824,C,1
92,None,Divorced,Non-binary,B,0.04394881112278256,A,B,C,234.18069344341944,E,0
84,Hindu,Single,M,C,-91.84809241541933,C,D,A,94.10733283366488,E,0
84,Muslim,Divorced,Other,C,53.24393384758367,D,C,A,95.1957737730884,C,1
69,Other,Married,Female,C,3.6871805550148995,A,B,D,-6.6428578320406855,B,1
31,Hindu,Single,M,D,-69.65485812315173,B,A,E,-44.56723850103327,A,1
79,Other,Widowed,F,E,47.941237210195524,B,B,E,163.96901017698593,E,1
79,Muslim,Widowed,Female,A,-102.22665084406843,C,A,D,-40.28399930330691,E,0
93,Jewish,Divorced,Non-binary,B,-46.42796510084202,D,A,E,35.26043304668452,A,1
54,Christian,Divorced,Female,E,57.04671959428534,C,A,E,-50.49556325357927,D,0
94,None,Widowed,M,B,-60.47531286563933,C,A,E,119.67346491529989,C,0
74,Hindu,Divorced,Female,E,-66.90045874874293,D,B,A,22.436590898471213,B,1
40,Buddhist,Divorced,Other,E,69.84140338715238,B,A,B,18.9048571361213,D,0
43,Jewish,Single,Other,B,-87.18352692353942,C,E,E,-114.66174329850176,A,1
74,Jewish,Divorced,Male,B,107.81266974132957,E,E,B,66.45995831153823,C,0
45,Jewish,Widowed,M,E,-70.28635109734674,A,B,A,72.58542386665755,D,1
35,Hindu,Single,Non-binary,E,4.526905408368838,C,E,D,23.363341572287503,D,0
55,Other,Widowed,Other,B,-36.823100723409986,E,C,E,126.1565123980892,D,1
60,Buddhist,Married,Non-binary,C,-143.4176860962716,C,A,E,-9.449565682547618,B,1
67,Buddhist,Single,Male,D,-200.03897113703215,A,C,A,-16.89267758376506,B,1
75,Buddhist,Divorced,Non-binary,C,-113.44181903493205,B,B,D,10.957644795398972,E,0
77,Other,Married,Non-binary,E,-42.129165269060806,B,D,A,-55.05658889115305,C,0
85,Christian,Married,Male,A,128.8934091966904,E,D,E,-67.42718699847838,E,0
90,Buddhist,Divorced,M,D,31.523461462133483,D,B,E,161.78337518331705,E,0
50,Christian,Single,F,A,-36.72392819878304,A,E,E,5.794057093073133,B,0
36,Hindu,Married,Non-binary,C,-35.410859183509835,E,E,E,-29.302040754271047,D,1
81,None,Widowed,Male,C,63.71910771106418,C,A,D,-116.26537515439033,A,0
61,Other,Single,Female,D,-18.7462489531406,A,E,C,32.55898887996395,A,1
97,Christian,Divorced,F,D,36.86919129174373,C,C,A,-128.369295372184,B,0
92,Other,Single,Other,D,-2.066265229808509,A,C,B,4.328109263435458,B,1
35,Christian,Single,F,B,126.80574260152653,A,C,C,-79.8668351207552,A,1
67,Buddhist,Single,Other,C,-60.70557499675153,D,E,D,-136.80576340326246,C,1
23,Buddhist,Married,Non-binary,B,32.43894838906273,A,B,D,19.665647855411756,A,1
66,Jewish,Widowed,Non-binary,D,74.55764376031071,D,A,C,-46.148329569745755,C,0
19,Jewish,Widowed,Other,C,-165.90790964956324,C,A,E,198.76950671487285,B,0
67,Hindu,Widowed,F,E,16.852793728771704,D,D,A,3.456740786713476,C,1
51,Hindu,Married,Non-binary,E,15.974401731605173,A,A,C,-55.97663410844793,B,0
96,Other,Widowed,Male,B,193.63084519348598,D,E,D,32.702928276078886,A,1
66,Hindu,Married,M,E,68.43764573176762,E,C,B,58.301514652546125,A,1
81,Christian,Married,Non-binary,E,77.28994929523103,A,C,B,42.780488593024465,B,1
83,Muslim,Divorced,F,D,84.66723213456582,B,B,B,-71.6556129343375,D,1
44,Jewish,Divorced,F,B,-84.30972803625957,A,C,B,126.29588522862821,A,1
40,Muslim,Widowed,Male,E,12.74848981991021,A,A,C,83.08973492014984,E,0
58,Buddhist,Divorced,M,D,-104.15110357301143,E,E,C,-13.099940345684502,E,0
70,Christian,Widowed,Non-binary,A,-216.56257010098145,E,E,B,20.6567099330133,C,0
27,Jewish,Married,M,C,-48.420182234794446,B,D,E,68.75867237247766,D,0
91,None,Divorced,Female,C,-69.30151765514401,B,E,E,153.5495202646512,B,1
49,Muslim,Single,M,A,87.21480333445182,E,D,E,-53.526280847164756,B,1
34,Muslim,Married,Non-binary,E,103.33370102639935,D,C,C,23.86799524712555,B,0
29,Christian,Widowed,Non-binary,E,-20.96023883842686,D,E,E,-47.47054750074223,E,0
74,Christian,Single,F,D,-182.9497588617566,A,D,C,123.88314785987316,A,0
25,Other,Widowed,Other,A,13.54058904746591,D,A,B,68.7403410809203,E,1
41,Jewish,Widowed,Other,C,-79.04439826948662,C,D,A,271.4333690877482,C,1
42,Jewish,Divorced,Male,B,46.75567461553139,C,E,A,-12.674701988680761,A,1
74,Hindu,Single,Other,E,77.75109248442422,A,C,C,20.440063794785484,E,0
55,Muslim,Divorced,F,E,-15.153419863679435,A,B,A,131.20399279135555,B,0
48,Muslim,Married,F,C,60.6444192772104,E,C,B,-2.762527758553698,D,1
85,Buddhist,Married,Female,C,-86.86886010387566,C,B,C,88.08607980550526,C,1
66,Jewish,Widowed,Female,D,-43.15702739132673,B,C,E,9.935473842823255,B,0
84,Hindu,Widowed,M,D,-54.60539480139425,B,A,C,11.18024165339154,B,1
26,Christian,Married,Non-binary,B,66.8072195695803,B,B,D,-46.98847645272743,B,1
96,Hindu,Single,Male,A,-62.05568471232654,D,D,A,3.1655416973224813,B,1
44,Christian,Divorced,Other,B,6.469884517186696,D,C,A,-163.54817125716642,C,0
24,Christian,Married,Other,B,130.15610948021418,E,C,A,-2.017919775522394,E,0
69,Christian,Widowed,Other,B,-50.945489808074974,B,D,E,46.97589679989665,E,1
49,Muslim,Married,Female,E,142.85062931249004,B,E,B,-75.81424397141396,C,0
42,Hindu,Married,Female,B,-124.1954266367151,B,E,A,-82.74980494860532,D,1
66,None,Single,Other,D,-72.85295785308959,A,E,A,254.08013749691833,D,1
19,Hindu,Widowed,F,A,-130.8939941145892,E,A,D,3.6899194758740843,B,1
74,Hindu,Widowed,F,B,2.088364143091379,C,E,D,-3.2859147951240155,D,0
99,Christian,Married,Non-binary,E,-16.195048749993294,C,D,B,-10.977244531928973,D,0
86,Hindu,Widowed,F,C,-83.60997074689533,E,B,E,-88.33585580204645,C,0
78,Buddhist,Single,Male,B,28.088366877871074,B,C,C,-42.83342019953648,D,0
29,None,Single,Non-binary,E,188.56202277211054,E,C,A,-152.95799886928393,E,1
39,Hindu,Married,F,D,-57.43247922917478,B,D,D,220.87525794533082,D,1
97,Jewish,Widowed,F,E,-34.35870562883037,A,A,A,99.17717705253996,D,1
95,Hindu,Married,Other,A,27.415159947288238,E,E,C,-88.41577992631964,A,0
99,Jewish,Single,Other,E,-147.38636673854165,D,B,D,-95.10419898291204,A,0
60,Other,Divorced,Female,A,-51.33431970050775,C,A,B,-20.95891611906617,A,1
48,Hindu,Married,Male,B,-106.1192170126191,B,D,D,9.520239474307024,B,0
24,Jewish,Divorced,M,E,24.828723915890958,D,D,D,121.7536086028452,E,1
33,Hindu,Married,Female,C,-6.365611166041818,B,E,C,121.09516524400578,E,0
77,Muslim,Single,Female,D,0.155803434562739,B,D,A,135.50068768916972,B,1
69,Muslim,Divorced,M,D,2.974903340295751,E,C,B,3.334150353485637,C,1
86,Hindu,Widowed,Non-binary,C,76.50858343605368,B,C,B,-33.25246501764929,B,0
57,Jewish,Divorced,Male,E,25.543898610567993,C,A,D,108.02540301435506,B,0
82,Other,Married,Non-binary,B,145.5497021607445,E,D,D,-23.15901184958315,A,0
63,Other,Single,Male,C,-210.07528566168023,D,A,D,-23.972490470960256,A,1
83,Muslim,Single,Non-binary,E,-2.751416831451615,D,A,B,121.2473583454907,D,0
36,Hindu,Divorced,Other,B,82.85812863157153,C,D,D,64.91852901586036,B,0
76,Hindu,Single,Non-binary,E,98.93609759656619,E,A,B,45.19769869989882,B,0
47,Muslim,Divorced,Other,E,86.91957709993278,C,A,E,103.58173535785262,C,0
66,Buddhist,Married,Non-binary,D,-1.9992872207708925,B,E,D,50.30987264550514,D,1
35,Buddhist,Divorced,Female,E,172.4932943974393,E,A,E,-146.96918506593929,E,1
54,Hindu,Married,Male,A,-43.51110248997633,D,A,B,-75.39994339716016,B,1
43,None,Widowed,M,B,29.294303577447,E,B,B,48.670937372431396,B,1
93,Jewish,Divorced,Non-binary,B,-82.720521147658,B,A,A,278.9915351138309,D,1
65,Christian,Divorced,Female,B,-100.91026673478703,D,D,A,-64.60321118696677,D,1
58,Other,Widowed,Other,E,-137.95714137625762,C,B,B,13.095868937455876,B,0
47,Hindu,Widowed,F,D,186.23141358702588,C,D,B,-94.2471428714946,D,1
94,Buddhist,Divorced,F,D,-78.95297219187218,D,E,D,-165.03348533570394,E,0
89,Buddhist,Single,Non-binary,D,15.345944148225682,C,B,E,6.815067480641343,A,0
96,Buddhist,Widowed,F,C,47.330722318723126,B,A,D,132.66429701662457,E,0
21,Other,Divorced,Female,E,-53.89846053721242,C,E,E,17.18232264024676,A,1
74,None,Divorced,Female,E,-77.70166784198813,D,D,A,80.97174773064917,D,1
88,Muslim,Married,F,D,-99.88530895777326,D,D,B,-134.32956705926384,B,1
35,None,Single,Non-binary,B,-140.7676918926326,E,C,B,139.07410918914402,E,0
42,Christian,Married,Female,B,43.71632900174166,D,A,A,-16.643503728320123,C,1
80,Jewish,Married,Male,C,-50.56059319256948,E,A,E,26.239601726784194,A,0
23,None,Widowed,M,D,149.5555201433681,A,D,B,8.740913982279483,D,0
34,Other,Single,M,C,118.77848463128993,E,C,E,58.089778711410354,E,0
52,Muslim,Divorced,M,B,198.6632901792212,E,D,D,-39.37446543240061,D,1
68,Muslim,Divorced,F,C,-107.46343291303629,C,C,B,326.0626905372471,E,0
63,None,Widowed,M,E,-125.4490569070682,C,E,E,33.638780534200684,B,1
37,Christian,Single,Female,C,-78.90864861789346,D,D,A,-63.672112818257574,D,1
85,Jewish,Single,M,B,-35.40522501509947,C,B,D,234.04427491115976,B,1
53,None,Divorced,Female,A,101.77200643031898,B,D,A,126.78476836851577,E,1
31,None,Married,Non-binary,A,42.510442251485195,E,B,B,41.62120528360616,A,1
55,None,Married,M,C,-52.886046032288604,C,D,C,15.132211642682975,A,1
59,Buddhist,Divorced,Other,E,147.40561381614762,B,B,D,-24.013764171132017,E,1
72,Hindu,Married,Other,E,125.18408095316471,A,D,E,39.338575324894805,E,1
90,Jewish,Widowed,M,E,31.959374534842578,C,B,E,-8.428451740982588,A,1
89,Christian,Single,F,C,-162.94657118468697,C,C,B,45.02040587860792,D,1
53,Muslim,Married,Non-binary,A,-109.33243030855427,E,E,B,-80.19145304069096,D,0
98,Christian,Married,Other,B,-163.55083211486124,B,B,B,76.09312896216885,E,1
44,Jewish,Widowed,M,B,110.5228347799758,E,C,B,-57.332845432793945,E,0
62,Buddhist,Widowed,Non-binary,B,54.08311870623683,E,D,A,136.32155594561993,A,1
96,None,Widowed,M,E,7.407104094738355,A,B,A,-31.36451722324665,B,0
72,Jewish,Single,M,B,-246.2531112662911,B,B,A,-63.276615856138605,E,1
83,Hindu,Widowed,Male,A,-77.81414363980845,D,D,C,71.53062813970283,A,0
87,None,Married,F,D,87.34276884077447,B,B,E,5.424202552613451,B,1
48,Christian,Married,Female,E,111.5710508098571,D,C,D,-88.2459817894459,A,1
90,Buddhist,Divorced,F,E,107.09000020305206,C,D,E,-113.20939639945135,C,1
20,Buddhist,Single,M,C,-72.50129844425959,D,E,C,42.342942968411926,A,0
91,Jewish,Single,M,B,133.38582818652125,D,B,C,20.428258201715813,D,0
66,Other,Widowed,F,D,143.94924866542866,C,C,D,117.70798498254558,E,0
50,None,Married,F,A,-56.749886050552014,E,E,B,70.42008909499454,C,0
90,Muslim,Married,Other,C,-13.371666491194356,B,D,A,107.46008961685219,E,0
64,Other,Married,Other,A,153.90584968411457,B,C,A,191.92025495102519,D,0
51,Christian,Married,Male,D,67.29121208528146,B,E,A,-136.09549486387002,D,0
36,Other,Divorced,M,C,23.939602015524798,A,A,D,-53.433715203332625,B,1
68,Other,Married,Non-binary,D,-139.65252504687058,C,E,D,-99.74721513101107,C,0
57,Hindu,Single,F,C,-159.65593154442607,A,A,C,46.16511783057275,C,0
24,None,Divorced,Female,C,26.721480614976894,C,E,A,95.60261890186902,A,0
22,None,Widowed,F,A,-149.9784124941207,D,C,D,-21.59329571088007,C,0
22,Muslim,Single,F,B,55.30976314234406,D,C,B,41.56703900176418,B,1
75,Buddhist,Single,Non-binary,A,174.38768642298697,B,C,B,-1.9947659410948098,D,1
28,None,Widowed,F,E,50.24447885863592,E,C,A,-89.8940445424163,A,0
