AGE,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
67,African American,A,214.5461394373108,D,104.4157707899893,-72.11710275118172,E,28.457004369797286,D,A,170.47257935137998,E,75.31989216154501,-144.1213984273538,C,A,E,E,D,C,0
74,Black,D,-57.82217507320521,B,-73.45648655838907,48.753974429657674,D,17.021032439841072,C,D,71.66220320110355,E,-20.7904885330069,205.22882038826,B,B,D,A,E,D,0
47,African American,E,-76.64484008777895,E,241.0409799918225,81.40879014652711,E,-91.99698073033545,E,E,-55.19461933247955,E,96.93294095573202,-3.8417763398129168,B,E,E,B,A,A,0
20,Other,D,1.4205013734368264,C,-85.1606800599272,-75.37880726967747,A,82.50806348306077,C,C,26.97860208448702,E,-151.13241866919327,-171.9149150640196,D,D,D,D,D,D,0
26,African American,C,-6.476746065457384,E,-146.86759534699166,-95.80190396794454,E,31.439721685909817,D,C,2.6552102452956663,A,-37.792722604477206,16.109221833200746,B,C,D,A,C,C,1
19,Other,E,24.574628736881458,A,86.98557025118818,-83.28641815545885,A,76.9075696754247,B,A,11.341016236351935,B,-136.78116060214256,-4.823325406286429,B,A,B,B,C,D,0
39,Asian,B,24.129744532577874,A,21.095023574055595,43.498246341234825,A,163.5056511804887,D,A,-95.9607535269294,C,12.436756318887094,-174.72133277176738,A,C,C,C,A,C,0
30,Other,E,114.1065564225473,A,69.71198930617247,1.990031322472827,A,158.47432949175916,B,A,17.933503349524052,B,72.08953683174066,13.546662478368464,C,E,E,E,D,C,1
61,Black,B,-53.94476949224003,E,-16.018067903640713,-150.97987567497145,E,-17.227814855706516,C,A,56.3143127671181,D,-47.72673666356551,78.28575205138566,A,C,A,B,A,E,0
21,White,E,-156.93126863229486,B,-57.295877836822775,59.85454905419526,C,40.363927169421885,B,E,102.08072575368708,C,-45.68034387461955,140.69649187166132,B,E,C,A,B,C,1
73,Other,B,-66.0278510330405,A,-107.74284587454912,-36.62016592351815,E,-27.543724037846072,D,E,-29.031473559671568,E,112.25056008230938,319.60500892082155,B,A,A,E,D,C,0
62,White,A,-29.444760623279837,A,3.101438759218236,-38.240284936279494,B,-81.46052500288003,B,E,33.08436225147614,E,20.05675128773364,58.94944559969859,C,A,C,C,A,E,0
49,Asian,D,-30.029045162458402,D,26.023202595849774,9.519590138331305,C,-62.18496449407598,A,D,-216.40640546405857,A,-207.53359226836034,57.78951527953403,D,B,A,D,D,C,1
55,Hispanic,E,114.96625674060384,A,-27.44151801464762,35.055172045812725,A,-59.17622986587108,A,A,-41.819928184272214,B,-61.50459737767731,76.34956231089485,A,C,B,E,B,B,1
41,Asian,C,-146.89395439266687,B,115.83088049650534,37.32761144620208,E,102.55080698764742,C,C,71.39849849884563,E,-94.35320224906559,-12.435889631065262,E,D,D,E,E,A,0
45,Black,E,5.320607694191689,A,-43.22303376765797,-82.33375106130711,A,-90.54996288654674,C,C,11.38714142163846,B,2.7497641871662295,97.19493978914565,B,A,A,D,E,B,0
65,Hispanic,A,-86.55511830649782,C,4.263961638624899,39.761417152545405,C,85.10846071310341,D,A,-23.41109756427206,C,-206.2849963055649,22.79092201836916,D,E,B,D,E,D,1
47,African American,C,54.983248438751694,C,-37.02127765600983,-30.024510796809047,C,-12.10907299909073,B,C,-199.38294421333683,B,103.71351022049926,66.38110973094747,E,B,E,C,B,D,0
41,Asian,D,177.88195584507173,A,-78.14869865987625,-267.2447161701246,A,-15.044684732702224,A,C,66.08419887364657,E,178.12757330905407,27.303096418577194,B,C,A,D,E,D,1
62,African American,D,-78.9286789756183,A,-86.08654288425032,-139.97805499449834,A,28.218636699451217,D,B,14.403935995506306,E,-219.53227302346198,-80.22758211767757,B,C,E,B,A,A,0
29,Other,B,-38.94082642777521,D,-39.32327477027912,-35.33053423981822,D,-39.15198041378773,A,D,-14.874536980185585,A,-339.4050104421019,-8.887689739516226,B,B,B,A,C,C,0
25,African American,D,22.8530849671618,E,50.81224573505623,-153.1461749307309,E,168.48289632541972,A,E,32.65024044209068,B,9.250327758851405,-7.78625481324232,A,B,B,C,D,C,0
69,Hispanic,C,68.47997329025425,D,236.582590189702,80.17098748673651,D,-74.79602912550588,B,E,-62.5367812651072,D,-13.531815501014503,199.42025202003776,D,A,C,D,D,B,0
45,African American,B,53.893603063185104,A,-137.61538230905012,-71.10059271980259,E,44.75235364139924,B,D,-18.03024048374518,A,7.5369901994565724,-58.01651261267767,D,E,C,E,B,D,1
18,Black,A,123.76827410983407,D,-93.94623565153292,-151.5420922500711,E,133.47523302610597,C,A,-39.21335155810454,C,31.250321136259295,-94.56454082671696,B,A,E,D,D,B,1
71,Asian,B,59.28182871055512,D,-79.86126047457759,26.591325082085742,A,-81.44720345563329,A,C,142.17359926728807,E,83.03956338339779,83.08187199746543,E,B,D,C,D,B,1
65,Black,A,-90.03388630353605,C,34.95245691101802,30.530562142350842,D,-91.56191400108213,C,C,-3.218782614393245,A,-6.596313846642506,-146.8079262526023,E,B,A,E,E,C,1
78,African American,B,-24.972586011060507,D,65.3417845731325,-59.51837875237903,C,105.4872010287021,E,C,55.641234821796544,A,100.50414473063358,-22.506541088906513,D,A,E,D,D,E,0
48,African American,B,77.357162801142,B,-85.39222645925707,-123.37627462512782,C,97.98747510661694,C,B,-56.209894415227424,B,95.46461375734596,55.42373872296642,D,E,E,B,D,D,0
25,Other,A,-63.2075462474242,D,63.938472135058575,-62.3342862843074,C,104.47843965224781,C,A,185.2999801991052,E,-1.5789099981666728,-104.65087264558936,B,B,D,B,D,B,1
18,Asian,D,-30.007434848339624,D,55.32039108414699,-207.12263623053252,E,-134.33362013944227,A,B,-19.63629880134437,C,74.11487843284488,-11.968861079352918,D,A,B,A,C,E,0
66,White,E,-25.04370526759814,D,22.966348658803863,63.559299417083395,A,20.085223899012405,D,C,152.32623140059914,E,31.114846832117298,139.344804658206,E,A,C,B,C,B,0
24,Hispanic,E,264.8340109609725,B,-39.685663221523676,137.24343648625205,C,91.12307502279153,C,B,-172.15318798811214,D,-21.14420126061044,103.61145427742426,A,E,D,C,E,A,0
65,African American,C,96.77105996234894,C,133.33267617680235,7.042798895271171,E,-63.51108450150551,D,A,-63.37074807039254,C,88.89205851102952,0.5976239976503835,C,D,D,A,D,B,0
68,Other,A,-73.44733291080965,B,-84.12836428414981,85.70301515036317,A,-208.90058045639591,C,C,-17.944185181921128,A,39.278625115990955,11.22379756030175,B,A,C,C,B,A,1
33,African American,D,-79.99491057173216,A,-158.74110409088607,-50.867602222443786,E,-25.699844528772093,C,D,-133.40593957584164,D,85.76666005022832,-63.69473428271966,E,A,B,A,B,E,1
50,Other,E,-46.80792186770276,D,58.36660860729685,-109.42522358549103,A,9.440915109063868,D,B,-169.02156293803648,D,115.10803466525597,-86.03551750480402,A,A,B,E,B,C,0
37,White,C,-67.72435073077051,E,141.23629555143535,30.580551324742345,D,13.672787380484088,B,B,-101.03566491664546,A,115.16054005519227,20.57770524660592,C,C,B,C,A,A,0
32,African American,A,-162.3285316544552,C,-9.005707301572444,68.92772862952339,B,-4.089946591801922,D,A,215.86638967151336,C,77.58251580181573,-132.28805545225063,D,A,C,E,E,C,0
19,Other,C,167.7613596826078,E,257.2894645420807,145.71478446087463,D,2.1572670120589925,C,E,76.18667419517978,C,-101.57450993049228,-37.439732254167794,C,C,A,D,A,A,1
59,Other,A,3.76186538943229,D,-75.0100512671993,-50.09266295930828,B,-78.33454591639632,A,D,68.14058434526585,A,316.2356022344873,-116.86594706339042,B,B,D,E,D,E,1
52,Hispanic,B,-10.293626392314058,B,-136.84293237970311,-36.483886565110794,A,-139.33784214233853,C,B,-89.09998516802854,C,-4.802069444759143,83.42521818784417,D,B,E,B,D,E,1
65,Asian,E,-111.02735621669856,E,-70.16424456560514,-61.29542972691793,C,53.86476787648665,B,C,-40.76729572382165,C,75.13380118987678,45.493505761691175,B,D,C,B,B,C,0
43,Asian,E,-64.89418318554178,E,-58.588565528712344,-24.14656232212164,A,-75.91936494561324,C,B,-1.5084742519934107,D,194.19322817253737,-202.02505652423332,C,B,C,D,B,C,0
68,Hispanic,D,12.127036469241903,A,-137.16227418403088,153.83881424331508,C,27.98248984988242,B,A,-45.62428234036667,E,-158.57585199704118,29.87006052353336,B,A,B,B,C,A,1
59,Hispanic,D,-71.58885125924877,D,6.30644854105691,53.867243847419424,E,-14.64183288402007,D,D,-1.9708308684503424,E,-124.86311397235077,19.012393471565854,B,C,A,D,B,D,0
49,Asian,E,-92.64665200846017,E,-72.30962000413491,105.82664993614944,E,19.158726291567934,A,D,134.69728889406417,D,7.411668672514504,122.52053805627172,C,E,D,C,E,B,1
58,Asian,D,178.96891043027225,E,3.0975665206624274,-81.58359770449765,B,33.393329241120355,B,E,-167.7056586686532,C,-16.84039959159232,-127.96212226392684,B,D,B,A,B,C,0
57,White,A,-111.42797205560146,A,-71.600333320379,-182.68780093914302,D,-57.65679738681513,B,E,-141.7534216190426,E,-104.27855151006278,72.91079724850174,A,A,E,E,E,B,0
42,White,D,-71.37123358594062,B,-57.69155464606474,96.68463415807284,D,-51.91613005363106,C,A,13.273379096574885,A,165.7312054001335,19.979600630571166,B,E,A,E,C,B,0
28,Other,C,67.0583788201552,C,68.49332814119109,-4.6565308650092945,D,-87.47111395349204,D,E,161.15838886986617,A,95.81041926688235,37.46194578725065,E,B,D,A,E,D,1
34,Hispanic,A,45.30821728362747,E,62.75274840903988,-34.066204997037104,B,-68.11620097551902,B,C,-181.26315946837062,A,144.31615187982487,2.3731053884751807,D,D,C,C,E,C,1
24,African American,B,112.87621708919326,D,-164.95766294219362,63.546121358935515,E,65.91519314075978,A,E,30.861496482981,E,255.25132168827173,-18.91647552267673,C,B,A,C,B,D,1
74,Asian,C,-23.128348409377548,B,-3.1426975115650677,156.61376123696868,A,-79.69448653892167,E,B,50.04390507701159,D,25.933101483043924,123.15713847003245,D,D,E,C,C,C,1
43,Other,E,-0.5584060500368668,A,150.88194070057187,110.82035242865031,C,159.7082847702715,B,C,69.62000561169074,D,-43.767064396420686,66.58138612830444,E,C,D,D,B,E,1
41,Asian,A,-53.19818637441715,A,47.14145291720479,53.4446358259289,E,39.27151935811389,B,A,34.563934044382314,A,-199.68385135737896,-87.71922355423222,E,A,D,C,D,C,0
69,White,B,-12.178360668102997,B,69.94112776892933,2.7323709246739947,D,-33.661638741490734,B,B,-15.849888250023387,E,-268.89652676354416,20.5900838232135,D,D,A,B,C,B,1
76,African American,E,171.15747634978598,E,180.21176964650098,-0.35589053658261316,B,-134.30698685243604,D,C,-43.25571547183251,B,115.1866367076843,73.74780255206227,C,C,D,C,C,E,1
78,Asian,E,-48.61461341817454,D,106.04107573319517,-35.40602776625793,A,-7.049470309310128,E,A,-17.434744735534355,C,0.510847417388488,100.77997328393042,D,A,E,C,E,D,0
43,African American,C,-8.584714758862779,A,-54.537323603676455,53.632761813957295,A,-1.1573790511527238,E,A,50.64860025651288,E,37.05222597458268,-62.80883512329112,B,D,E,D,D,C,0
40,Asian,B,-28.48395307686225,C,-3.0516657052818976,-110.69260365833517,A,44.794264318889745,E,B,-47.93076092364158,A,-144.73525142786787,-42.87350768724069,D,D,A,B,B,A,0
31,Hispanic,C,-66.92432133404289,A,-56.46584779024684,113.09898079625344,D,-54.045579929929076,A,D,-8.964114398544309,C,200.0281763411397,-99.06389906550824,A,C,E,B,E,A,1
74,Other,B,38.67547550951053,A,-40.46344629949211,3.555267375679285,E,-134.3685756566572,B,E,58.10096025422813,D,132.94354536388175,-18.723895547030036,D,E,B,D,B,B,1
65,Asian,B,-37.90870948583092,A,-46.82489357074436,26.415949449300257,C,108.31667334134751,C,B,-36.077571745383246,E,34.170402937359526,14.91165720295348,E,A,E,C,D,D,1
46,Asian,C,51.77922885083406,D,65.78403254294159,-75.00317578284256,A,48.25415197661774,E,A,-49.956370832271304,E,253.6761509699384,-78.89855687426072,D,C,E,C,D,E,1
42,Asian,B,-74.9894859914064,E,-29.174673236113403,58.17227348564863,D,139.1134180228897,A,D,-17.024275467849925,A,31.200479140447314,211.92017825560328,E,E,D,D,A,E,1
54,White,B,-71.92066733721472,E,-35.65694909016613,93.4074929683469,A,1.472124461370851,E,A,100.60261347139358,A,-33.11759297779269,-103.93728271104656,E,A,A,D,D,C,1
76,Hispanic,E,253.27264973470446,B,-30.97217691186296,-0.619669810270034,C,29.86960002310838,D,E,-54.4200450747538,D,200.94748299783544,-21.028176736244188,D,D,B,D,E,D,1
72,Black,E,7.9335405943507205,D,138.18477661182973,-91.05793159155849,A,-107.10109110264072,E,A,149.17163855340337,D,-132.3801484410434,-91.98584004239044,A,E,D,D,A,A,0
59,Black,B,-37.68346424723433,A,37.261666266349714,5.65712359803809,E,-83.94657753882149,B,C,-35.64426711959182,C,-66.61604961498328,-73.22351725676441,D,B,C,C,D,B,1
38,White,B,168.57455864984647,A,12.447882953309986,-105.87867616835722,B,69.79880307113928,A,A,51.92650595164325,E,84.03358149066275,14.395444208011082,B,C,D,E,B,A,0
61,African American,D,-131.96355683085847,C,22.397887380696993,-11.075076010854099,A,54.801455080786475,E,B,-40.837914024493905,A,16.34789698389035,50.07927945064738,C,E,C,E,D,A,0
78,White,B,-129.79835877785467,A,3.3865347167497157,114.728429559178,A,9.715802951119029,B,A,124.3986580538757,B,-185.35673861104786,-72.99677156580768,D,A,A,C,A,A,0
26,Asian,A,-58.76032261724087,B,62.42645646563321,-89.78312617273968,C,-52.635057308794295,B,D,140.87685015922588,C,-36.29689004114163,-147.66563654590826,E,B,E,B,D,B,1
75,Other,B,-230.78070739955146,E,24.474921365036938,67.1951288925599,D,9.91673286548947,B,D,20.499412615545644,A,-80.77683570619465,175.8351795661647,E,E,D,B,D,A,0
46,Asian,D,60.25676764325977,E,134.5687010803192,88.95769938217227,A,16.37787539337261,C,A,54.438470639062096,C,-150.7133622331872,27.131864041979636,E,A,B,E,C,A,1
75,Other,A,-17.38699307036938,D,118.06352255523052,-59.94029067736945,C,-59.366892818149786,E,E,75.31272106481214,B,-15.224100810859795,-92.53488154437488,A,E,D,A,C,D,1
58,Hispanic,E,-58.96776644982248,E,86.06900767710258,-1.8761466498339663,B,-56.21160356400665,A,D,-8.387812273937202,A,-42.659550962225126,5.705918270577722,E,E,D,E,B,A,1
18,Black,B,-131.62413598055335,D,50.20230705578784,106.04246133040776,A,-6.385374775294765,D,A,60.29953231536428,A,-96.82194764145129,-8.604661113444749,D,C,E,C,C,A,1
55,Other,B,270.2102312363541,A,13.647288627673982,-39.14630869400525,A,-144.30961434616594,C,B,132.35614003205492,A,4.614153087604918,-232.8737824115756,D,E,D,A,C,C,0
78,Black,D,-78.1297165939193,D,122.43800348855491,76.26841413232354,A,-45.7546383071451,E,E,47.37813289482391,D,104.74967388330737,69.1936571207976,D,C,E,D,B,D,0
48,Other,A,-81.84974300598091,E,46.793022526335946,59.46242498153921,C,81.70236631658919,C,B,134.7311578740833,B,-185.79593944267592,194.30994093246915,C,A,B,E,E,E,1
37,Black,A,149.2002237584326,E,16.58511178945471,84.69953252016776,A,103.91255267717506,A,B,69.57413780603659,D,-4.91301399859168,126.92831736054744,A,C,B,C,A,E,0
61,African American,B,-63.961039512400916,C,65.56461703678266,-137.64745537203967,E,-73.07649864928258,D,B,-220.71212826194255,C,-36.650568177578265,80.10108400220314,D,D,D,B,D,E,0
31,Other,C,-76.67128606226919,A,-287.6708046239555,-304.56138438528535,C,36.717039500576334,D,D,-54.88945208549647,A,-71.73601282671483,84.3555004797372,C,D,D,D,C,C,0
57,Other,A,128.13894092946865,D,131.49182631452746,-126.51588573366665,D,26.93234039114068,E,B,250.8248554332348,D,50.31230166426665,42.849983885739704,B,C,B,E,A,A,0
74,Hispanic,D,-122.141823179414,C,-23.386250837027355,54.46024398950624,B,46.32361899061991,D,E,27.932770841241034,E,127.87728980733783,-10.172295126316918,B,E,C,C,C,D,1
73,Other,A,-103.10739292540735,A,-44.60913959638175,-32.138552421611486,A,35.789657221040045,D,D,62.24148757013379,C,37.721257161485966,72.40798406743126,A,A,C,A,D,A,0
41,White,C,-13.021001271494189,E,154.223813278087,26.50680406613158,A,146.6434237613242,E,A,-130.29606905697366,D,7.298561549169275,7.7910533722842565,B,B,D,C,D,C,0
19,Hispanic,E,-122.88182240489456,E,-8.66471332340518,-32.675859339834076,B,87.35965629414187,B,D,20.883264135706863,C,-49.375604938284,-109.96341730324268,C,E,D,D,D,D,0
44,Asian,B,14.120922666685127,A,135.9361780526648,-108.19202527168514,A,27.091677513454865,B,C,-186.21733063599254,A,-44.47488452121026,7.761070628941727,D,A,D,E,E,A,0
62,Black,B,159.00286690753987,C,141.0511983784245,-0.7854445332439449,A,-140.48028350667548,C,A,-25.759826339735426,A,-2.483764671699899,-112.06056623691234,C,B,D,E,E,E,0
51,Other,A,-208.26652174998287,D,62.062490872386,61.84199962698062,D,-12.925887157527907,B,C,-251.67206906615337,D,-58.38757817951487,71.30571214908782,C,E,C,E,A,A,1
52,Black,C,-95.47281413444317,C,47.48815999015486,-24.93590415075657,E,-3.9000984012720603,D,A,-49.68255379213999,C,-16.135693668585752,-49.32386601896479,C,A,E,E,B,C,1
59,Asian,D,175.62433950001278,D,85.35531491930419,22.380111902784495,B,98.20032825813253,B,A,25.25593090089382,C,60.935538162783196,243.45267243982832,A,C,E,E,D,A,1
71,Other,C,-5.837768490009565,B,39.463404300470096,3.0145242116041358,C,68.1795007821404,E,D,69.04483074793595,B,-36.856277064987104,-35.419808683145924,A,A,B,C,D,A,0
50,African American,A,-136.77640264782866,C,219.007871638259,-7.495736564251401,C,90.29998609602109,D,B,-58.76388982789589,B,149.350668931468,178.65959843395606,B,C,E,C,B,C,1
37,Other,C,34.30750666564777,A,45.24883687562487,-139.00691452927947,A,-117.50862648772151,B,C,-6.782534912104292,B,-14.824268783364863,-21.874353927284425,E,D,B,B,B,A,0
48,Other,D,-127.60740832705082,D,-139.08901198905417,-123.55508296212203,C,-139.2930090450821,C,C,-4.449961471751173,C,82.65048447340426,-18.863938612628353,D,A,B,D,E,C,1
43,Asian,D,-241.3654945506905,E,25.66795903276181,86.28221961277751,D,-169.24553478144384,B,A,36.385684776463,D,-99.85929898756494,164.21310639613037,C,A,C,A,C,D,0
63,Asian,C,122.88888563647946,B,111.38811328207929,71.49602522795713,A,-54.01213127552255,A,C,33.32243631075544,A,-59.10779119396506,122.2193202724972,C,A,B,D,E,E,0
69,Hispanic,C,-18.196492694573678,B,-45.46783555935248,-81.19019340133758,C,-102.7837693565124,B,A,155.06733177142704,A,65.40505261705526,-103.97646682991729,B,C,A,C,D,E,0
22,Black,C,-183.21082957665874,C,36.73138308610793,-28.93457142283265,B,-30.2145261629193,D,A,44.1892351355722,C,-8.465189823044634,-137.00494364329305,E,E,D,C,C,B,0
32,Black,D,222.0812202125508,C,-19.33951774352603,22.49809509355498,B,-26.294177181970202,D,A,13.262372525676108,C,-239.30915065220591,67.32710327619499,B,B,E,D,B,D,0
77,Hispanic,A,133.46340975840164,A,-41.48137664366703,28.49328669619482,E,-52.2352527463989,E,C,137.48088268672188,B,92.6090956244768,-19.31777524186209,D,D,E,B,C,B,1
54,White,D,-16.13624691970804,A,15.200121135987049,55.92698998965119,D,-82.16899159755393,E,A,16.01969485320863,B,36.78098781166296,-126.48815529430735,D,A,C,C,B,B,0
73,White,A,149.85866404190722,A,-27.192424850373538,-39.43874270619471,D,4.036414008385987,A,E,71.52390584573608,B,224.08827911325616,-29.136353745383264,E,B,A,A,E,A,1
78,Other,D,194.07145836322667,C,46.88392308200892,-118.16276533115983,B,67.55554312395567,E,B,-12.071399177215799,B,-169.20876894814384,-0.6775817205661325,D,D,E,D,D,C,1
41,Asian,C,-47.14489040926367,A,39.751455383861035,-32.86042090217359,A,-47.160954727698936,B,A,-107.80760801171081,C,115.42260385972092,-42.45165330286865,D,A,A,A,A,E,1
65,Other,C,88.35838322659339,C,-85.72052748769013,85.49467057128018,A,-100.2317691673855,B,B,127.244821549651,B,-80.2718172495409,-9.037689882340448,B,D,B,B,A,E,1
75,Black,E,80.42065374632969,D,2.151218409967446,78.11086614323402,D,-25.714244926121467,A,B,112.55988237134721,D,174.27486039473953,243.6830441774499,D,E,A,D,C,D,1
71,Hispanic,B,-155.14926667543224,E,-6.314997390431436,6.767478588151193,C,83.89896552851421,B,B,-91.5603518123813,A,-111.00023178220972,-61.719147579633095,C,E,E,D,D,E,0
34,White,A,150.89166340571478,E,-16.179496857522498,-9.411394631878373,D,25.319867480797136,E,A,-21.792054177377615,A,102.64573897306768,-140.6326952932652,B,A,C,C,C,A,1
25,Other,B,-26.129050150828228,E,-22.35776539919533,27.117872138547277,B,-100.89040213324483,E,E,227.9963323276046,B,-25.497126364375823,-51.99787217928651,E,B,E,B,C,C,1
62,African American,A,25.0165685932995,D,-135.3992448886039,19.39490062839188,A,59.44739227140404,A,D,-112.83953996537504,E,-109.14863573621385,7.767463724960841,D,A,D,E,B,D,0
53,African American,D,-60.5713821992369,C,-47.13041200978024,-67.90547735116695,E,184.51785116916147,E,C,33.21465644706942,C,-83.81991290424388,-42.46344750136883,E,A,D,B,C,A,0
42,White,E,4.654062235749228,A,84.87825982166564,-293.1257717576602,A,-112.47167132462314,C,B,-20.692921524635647,E,85.48075158490693,60.72484695124971,B,E,D,E,B,B,0
53,Black,C,-109.4142780267926,B,-58.250352255587046,-81.44567360972238,E,-5.826379591923498,E,A,-168.03863478369774,B,-29.82829781079504,-53.75792881015341,B,C,E,B,A,C,1
54,African American,D,26.007130608031837,D,-26.562994324722418,110.71045535453439,D,129.8278299649714,A,B,183.80314591567998,C,144.79026826184548,67.49013776349554,A,D,D,C,A,B,0
68,Black,B,157.36961002455635,B,11.605897211242583,139.63670617632263,D,61.97833782567973,A,E,70.59946143895192,D,71.90911586042587,70.52556522093593,B,E,A,C,E,E,1
22,Black,D,-64.58620857870247,E,69.40315528079755,-206.9659295177074,A,22.028554628563096,C,C,-82.2349936292387,A,-71.87162746778603,-7.521675844294766,B,C,E,D,D,E,0
21,African American,C,68.24698832358091,A,-97.34405382171332,-160.3939204688647,A,108.76184029842575,B,B,154.42797808458803,A,-152.89673224388522,-83.43124142942756,B,B,E,D,A,A,1
66,Other,D,-95.18084280387865,E,-17.63713236156855,22.605115709365,E,-44.09608251008138,D,A,-92.10643196436301,A,-79.60792066103333,52.28304282137747,A,A,E,B,E,B,1
47,African American,E,-54.8816324504029,E,29.449681967421178,-73.55409711334357,D,-27.87239271329918,C,C,157.3345654476891,D,-45.550200968539954,282.9719117788464,A,B,E,E,E,B,1
48,White,A,184.89818547570653,E,81.71022989478521,36.40250564869186,A,146.039700378546,B,E,-83.85834957251767,E,-52.90187767224733,-58.38000651740584,E,A,E,C,A,E,0
33,Black,B,-70.7927265272022,B,50.39551963636886,-131.91688976366777,D,-143.10151085221952,B,A,9.240027943046005,B,-14.752441793663948,-225.581602036218,B,D,A,A,E,D,0
59,Hispanic,C,-9.978491182468204,B,146.28772561231546,-147.53615189724013,B,25.223008190657282,B,C,19.415621979849703,C,-75.21083457780472,108.12697826187201,A,A,B,C,D,A,1
69,African American,A,104.7384513180504,A,181.11731798993716,-18.37268505714815,E,-36.82024858747818,B,E,29.44289778976124,A,-140.62974864085004,-35.40270964218034,C,C,D,C,A,C,0
71,Asian,D,191.1068832046824,D,-13.26318565705934,-62.61743623217847,D,135.47874050065144,E,A,-113.23829374038867,A,172.57457672392786,-20.48722398329133,B,D,D,C,B,B,0
30,Other,C,188.09506019135665,E,-20.344351601706503,-59.9482220190211,B,-47.12688251613737,E,A,88.16240290895865,B,-77.33107108880694,65.45499695600839,B,D,B,A,E,B,0
26,White,E,115.69413328781889,A,196.45235681611416,129.37421827205398,D,-54.35645713704841,A,D,73.16599211833991,C,-133.75055089519535,123.1162818697154,D,C,E,B,D,B,1
39,White,B,69.18965387754454,B,26.43861227145738,-90.2597843550977,B,24.685185079541455,B,A,185.43967506897368,B,30.76494178498056,-80.37992414699721,E,C,A,C,C,C,1
34,Asian,B,22.635190403111658,D,52.41204352625448,99.06882328214054,D,72.04206650158565,A,A,209.17516247367897,E,-22.897277924094386,-90.57434288913988,B,E,C,A,D,A,0
23,Hispanic,A,-16.992631367187222,D,-65.87004691666519,60.65664204678178,A,120.3965083584509,C,D,-73.58794449893806,D,-49.595131593962165,40.53420203406915,A,D,E,D,D,A,0
47,White,C,16.544123523785956,D,171.01513375074055,-64.31795036343891,C,168.83672106319386,D,C,-63.993501678224376,D,14.42165808048023,61.96060276623603,A,B,A,D,B,D,1
28,African American,E,209.68474807759114,A,-197.96427264307187,9.366555034472691,A,-76.72681029133993,A,B,-14.114171663050426,D,-34.18464334436892,24.38227470435934,A,A,E,B,B,A,0
61,Hispanic,A,44.020037780953686,D,-198.4074679342465,76.22377464785477,D,210.13648796309914,C,E,-165.64034033535958,E,65.98212814869225,49.973229557011564,C,E,B,D,A,B,0
30,Asian,D,-97.79446738883063,A,-240.0507016787578,54.85035496281557,A,78.47728018557827,A,C,23.02594066541897,A,5.313726117366261,-72.317813997994,A,D,B,A,B,E,1
26,White,E,19.232279339250187,E,22.26964772682003,15.662932694305546,D,-123.91391922416368,E,C,61.076347074658145,C,-86.97595024173886,185.92711021920928,A,A,E,D,B,A,0
63,White,D,28.230602532333865,C,-8.41407356296866,102.74065928059339,C,-182.01873232302376,A,E,-193.22098882874138,B,101.3138001017085,92.12754448598719,A,A,D,A,B,D,1
51,Hispanic,E,-53.62706522593955,D,-108.68687537499937,-34.4476202822419,B,-90.83561896432178,D,C,69.5201919815278,C,-24.88265586565524,-138.69688019358588,B,C,B,A,E,A,0
39,African American,D,-70.49511681821456,B,-81.59686246847869,-125.0160001219041,B,-3.9575626834091002,C,D,-53.15485323235316,E,138.50289397155905,145.81675542702615,E,B,E,A,C,E,0
23,Hispanic,B,171.16256354983443,E,51.57307953907976,199.48021911806862,C,0.2664580554624963,E,A,202.25216133588816,E,29.332117216448424,-92.77529526485002,A,E,C,C,E,C,0
41,Black,A,129.54925497633855,C,-95.45775982646903,61.71307973919714,E,-7.716611957091753,E,D,-24.67287838262624,C,8.799601119154463,76.44207822827939,C,A,C,E,B,C,0
40,Black,A,-27.605618188807746,C,45.05549194984751,-119.40480874975627,E,147.48010910707012,B,E,-45.471115182114666,A,-177.9893866982057,46.601390272559996,E,A,C,C,E,E,0
53,Asian,A,-55.09701821020357,E,69.67324383875544,-107.37851465471174,A,129.38348564258436,A,D,93.46077130605629,E,181.63454237023095,48.083818913066224,E,C,C,D,D,A,1
36,Other,B,55.879562118443374,D,-42.78456971307611,-31.70801409242101,E,-158.4733841190545,E,A,-3.590524326830675,E,68.78482171407735,-35.81393860406735,D,E,E,B,B,E,1
75,Black,D,-12.002689923755842,B,-24.144379679408367,11.365115819339032,C,140.75799878897104,A,B,121.26786754977701,D,89.46130592411937,2.8482592061006016,E,D,A,A,D,E,0
51,Black,C,-134.8058961714102,B,-232.95149203088624,53.590930421823224,C,34.23796979912845,D,E,-21.131471956635796,D,111.33804972042616,-5.162196531327543,D,C,A,B,C,D,0
35,Other,D,99.74538744627655,C,-141.74571289818246,39.837748768430195,D,63.26014743313991,C,D,26.55051503012274,D,69.1125232762671,137.7259277929931,A,E,D,A,E,B,0
57,Black,E,21.9370186342597,A,-25.15766810588726,-1.8765257802054531,B,92.7625561251251,C,B,58.279229273136956,C,97.69022641692374,-2.983267746850247,A,E,C,B,E,E,0
63,Hispanic,C,71.82886297043028,B,47.74424962621297,150.73245862991854,C,-67.59622474156244,E,C,-44.280403973612934,B,-102.19442102230009,21.96515108168862,B,C,C,D,E,A,0
