disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Physical,Non-binary,E,B,-67.3074740494411,52.47385798553642,35.05932179141432,B,A,B,B,-7.496005441903549,C,0
Both,Non-binary,A,B,-40.45610991710513,23.875494664271233,23.52302717381929,D,E,E,E,137.45389104900028,A,0
None,F,D,D,20.664758333738146,-75.81538535230946,-21.820888864589886,B,E,B,E,31.66850472917244,A,0
Both,M,A,D,8.8328541314337,179.05340174290535,73.517094583103,E,C,D,A,116.87702835215444,E,0
Physical,F,A,B,-210.90164529083572,97.93934638074194,133.0517442825377,C,E,C,D,70.4351395021955,D,0
Physical,M,D,A,88.41807373689565,22.805653729267362,-70.93620953957699,E,D,A,D,-51.05799475324871,D,0
Yes,Non-binary,D,E,-9.180270838380165,12.800175505900299,-9.259888561094467,B,E,B,E,119.6087340224258,D,0
Both,Non-binary,A,A,-13.269291295507637,100.11139352521212,106.06002073482878,D,B,E,D,-83.73339303913446,C,1
None,Other,C,B,-41.3862703591495,-15.991982019918774,56.17185035174269,D,D,C,B,-80.47451360588693,A,1
Yes,M,B,D,-94.48539435460243,65.54803796923642,-6.343787200302348,A,C,B,C,-37.27774033829251,A,0
Mental,Female,C,B,16.269829782670115,231.17003235436937,-111.11229238769735,E,C,E,C,-16.028817137124694,E,1
No,Male,A,A,2.247869501468152,-14.817532494591262,-223.66997991414195,B,E,E,C,86.81839097215817,C,1
None,M,D,E,45.18098957401192,14.412890117943897,90.8037919966874,C,A,E,D,290.09657519878004,B,1
Yes,Other,A,B,-338.7179501152832,79.8110917423428,74.6276678378932,E,B,A,D,59.04266528233134,C,0
Both,Other,E,D,-21.035862896961437,82.05510719278561,-30.900898719674363,E,E,C,D,125.31635838951681,B,1
Both,Other,C,C,73.40171039815286,-62.448633208037855,-147.66417770336076,A,D,C,B,-8.210489510973842,B,1
Yes,Non-binary,E,E,-42.020530706592766,-54.262583358961436,-96.71516871719709,C,D,E,E,35.37900821559067,C,1
Mental,Male,D,E,139.3979999328279,-20.34778451348028,124.52651748612567,C,D,B,A,-47.07373458453022,A,1
Mental,Non-binary,C,A,63.07542994390884,-98.1518553408022,-34.211134328465114,B,A,B,B,139.173236679796,E,1
Yes,Male,D,C,-157.7526755046889,76.47280931688039,2.2088747230738672,B,C,A,E,-31.51256669499195,C,0
Both,F,A,B,23.426312572614428,209.73554401718616,69.48513451941079,A,E,B,A,53.44637557617017,C,0
Yes,F,B,C,-28.295218134906914,-46.217255567432716,45.56686357058334,B,D,A,E,97.08010209730172,A,1
Physical,Other,C,A,-54.29526666536846,64.45147734498458,69.8720566620768,B,A,D,E,-100.43082049372252,D,0
Mental,M,C,C,-45.068262884045716,-118.51082895848121,24.515850985981746,E,D,A,B,186.92945902593377,B,0
Physical,F,B,A,-140.13641220552216,-75.37388146754613,-6.6524996898478586,B,E,C,E,-70.65832405589036,B,0
No,Female,A,A,108.000283187421,-6.721217778148361,0.9766526020819979,E,C,A,B,7.911973373641389,B,0
Mental,Female,B,B,171.09324655041038,51.7279931825782,44.99436259952318,C,C,E,D,42.06905275105653,B,1
Mental,Male,A,B,223.6190088048737,193.61997066148945,-163.91397810306947,A,D,E,C,104.6560346994947,E,1
Mental,M,B,E,-164.17425834256244,53.666347704892246,-40.28217258708635,C,A,A,C,32.60319550800085,B,0
No,Non-binary,B,E,-45.079886358778545,-6.828957033254134,-8.192334825973028,C,A,D,B,-20.310988740649258,B,1
Both,Male,E,C,-1.2681658968893628,-117.71446015439963,-5.915005972607929,A,B,B,C,7.363439377750547,C,0
Both,Male,C,B,-14.70891071708786,-37.19177441949349,126.19482196120448,A,C,C,C,111.36946248444094,D,1
Yes,Non-binary,E,E,219.98639935252763,-52.591844114996476,-27.913561524632897,A,D,D,B,-92.37045605773918,B,0
None,Female,B,A,168.58023831052185,-40.645220069583274,2.881007083589021,E,D,A,D,10.560612888477996,D,0
Physical,M,D,B,-26.519637664846375,-136.0991644221714,-63.39465670907584,A,A,D,B,75.53698138749006,A,0
None,Other,B,D,46.40181637275786,-133.56426485586164,24.6481618265736,D,D,E,C,-57.829004914072556,A,1
Both,Male,A,E,158.61643747255297,-32.62070258698988,188.79510959339177,A,D,A,E,-184.37164402220887,E,1
Mental,M,D,B,-129.93237485067212,51.53314714307602,64.0486287620705,D,B,C,E,-27.6604682490865,D,1
Yes,Non-binary,E,B,130.76337544939835,-3.6796063881102734,-79.24761135084046,E,C,C,A,-30.150891464301072,B,0
Mental,M,E,C,-151.51911582921247,-50.10155129489041,-54.00811477757726,C,D,D,B,80.81892496978406,B,0
None,M,A,D,-3.291023150578482,26.967326762432677,206.09853820512348,E,D,E,B,-19.023821830532782,E,1
Both,Female,B,E,-31.51257596267194,-121.0246986749421,118.88172676743697,B,D,D,E,178.28505522824975,C,0
Mental,F,A,A,-49.6069398719296,-126.74909962364251,67.42916411397984,B,B,A,B,70.03427244974772,D,0
None,M,D,A,-126.238176157966,180.87592769075326,38.38014894682289,B,D,A,C,6.992289187031569,B,0
None,Non-binary,C,E,313.13270255155277,-77.54079125829848,-66.44628810293713,D,D,B,C,37.911760846485166,D,1
None,Other,D,B,47.43271592034886,45.954771778893594,165.76576549680212,C,C,E,D,36.92095745509073,A,0
No,M,E,E,30.179152980337438,15.527463970343852,72.92714964829065,D,A,E,C,40.02815254236269,E,0
None,Male,A,A,64.78061078628943,71.50605616718171,48.21979203585063,A,B,C,D,-187.5956079965131,E,1
Mental,Female,B,B,110.01512192624257,101.90387510940756,76.14214052020529,D,A,A,C,-112.53359410212174,A,0
None,Male,D,E,-37.35794646449479,-114.68512451174333,-145.96118803348824,B,C,C,C,-77.44093836409345,C,1
Both,F,E,C,15.121408000196771,-42.73482830514308,102.54552392158165,E,A,B,D,38.8475782206382,B,1
Both,Female,D,C,-16.82096203892536,5.683168941855339,94.0463820334977,E,D,B,E,61.18257871863424,A,0
Mental,F,C,E,63.79765541815202,33.97061965579406,117.94532383365446,E,C,C,A,49.775993723741884,E,0
No,Female,B,D,61.646409976630146,151.93856026524227,-117.4045605552506,C,C,A,D,219.44992361232835,C,0
Physical,Other,E,B,91.86003851489029,-118.98317065229458,-64.07722913655589,A,E,E,A,42.52238374688848,D,1
None,F,C,E,-14.346281631983535,96.98098659873354,-26.276626948570865,E,A,D,C,-46.30694900521358,E,1
No,Other,D,A,132.64781323001006,154.78014653811766,117.7802136474317,A,B,D,A,35.5659554952858,C,1
No,Other,C,A,-43.312749599797726,-119.46683846922485,-135.60807220050944,C,B,D,E,-116.149202422175,B,0
Yes,M,B,C,-255.78908817322122,-16.17926169412763,45.99157101141614,E,B,B,D,-46.89133978200933,D,1
Yes,M,D,B,-106.64559093480312,-46.91074459233977,72.83358556648258,D,D,C,D,1.9571925225797888,D,0
Both,Male,E,D,37.116932192853064,15.984673348179198,33.41512639626812,A,C,A,A,101.3627396025081,B,0
Both,Other,D,B,82.20408737501243,-78.13457525790918,122.82453558207598,B,B,A,A,-8.884344605904095,B,0
Physical,Non-binary,C,E,-67.06856752421156,181.7251193331795,224.52837879056702,B,C,D,C,-119.06897564740606,E,0
No,F,E,A,4.891717596960263,-130.47602731586255,-13.53513885195933,A,E,C,A,-157.4095376041321,E,0
Yes,Other,E,C,-156.16946763477034,127.33816076387407,-160.1601212028952,A,B,C,E,233.2311308121587,D,0
Both,Non-binary,D,E,-80.4381131915665,-43.23968958911023,243.919607769905,C,E,D,D,-14.443161657637175,B,1
No,Non-binary,D,A,39.82814222006054,60.42549659291091,4.589050116729735,B,B,C,C,-73.15632778315702,E,0
Both,F,E,A,-98.11778513078075,12.977682430743373,-156.6439546787627,C,D,C,C,79.84099996391323,A,0
Physical,Other,B,C,-133.72739588429602,-32.32072117296044,24.693697454565168,A,C,A,D,161.31264857488986,D,0
Physical,Other,A,A,-56.803866623375384,40.56261049898875,67.09782061439167,B,B,A,B,-52.46248185358468,E,1
Physical,Female,B,C,207.40384499837427,-29.105933400933417,138.7603841585456,B,C,E,C,-1.9092207146399607,B,1
Physical,Male,D,A,28.180413231325986,171.70689942534477,22.594290160597353,C,C,E,D,12.974262935719787,E,0
Physical,M,D,D,-54.883342933341716,126.35757599435962,15.156822209314125,E,D,A,B,22.487042334475184,A,0
Physical,Other,C,E,56.891438471748046,-93.2297313735909,118.53384189102908,A,D,E,A,176.30259215276408,A,0
Physical,M,D,B,-79.77159685480797,-46.6446324988954,74.084006670938,A,C,A,D,33.61236937228752,D,1
Mental,Other,A,B,-155.2960758042012,-43.1396282509654,-136.5207684993885,A,B,C,B,-93.52199255246627,D,0
Physical,Female,B,D,96.17634508551754,-54.52046221513264,77.07219877599798,B,D,B,D,-229.87124222205662,B,1
None,M,A,D,89.38865481197521,225.994956906636,-62.066997256947175,C,A,B,B,12.273958699584572,B,1
Both,Other,E,B,65.57176736023251,-22.367715385023928,58.93730260039918,B,E,C,C,105.50577057422088,E,0
Mental,Female,B,D,-143.9045681156809,-37.97274120624372,-8.2817588101035,A,E,A,C,20.774759340414324,E,1
Mental,Other,E,C,-30.07088780268454,-31.189374265324577,62.96419079535618,D,A,E,E,12.291665208566899,A,1
No,F,E,A,-85.25341926026178,5.899182508352545,-82.93004636701713,A,E,D,B,-126.09648829052729,A,1
Yes,F,A,B,113.36512287747547,-139.03650604092186,-15.965430264199254,C,C,E,D,6.697883984103976,C,1
Physical,M,B,D,-9.63817768782763,8.146116882993468,31.407929510931965,E,C,E,E,91.74636259470695,D,0
No,F,B,C,-14.605691890856603,84.32765092211324,-8.957660472063962,C,E,E,A,28.75050176899669,E,0
Physical,M,C,C,35.481487694924205,132.25491853856602,-21.855467174836065,D,D,E,C,-170.34054178953383,B,1
None,F,A,B,-66.6744141464083,-61.624192682558345,-64.87688567343992,D,A,D,D,-73.32155727467818,E,0
Mental,Female,A,C,156.75255735802824,45.85972851899205,-32.3042584627312,B,D,D,B,4.996374521616379,E,1
No,Other,B,D,225.7069285957004,-113.14736031345187,69.24060298774663,E,C,C,E,-9.568085728559426,C,1
Physical,Female,B,B,203.35305805812598,-67.51696021572657,29.371159312323453,D,E,A,C,6.4106442305774785,E,0
Physical,Non-binary,C,E,-125.25043477321924,-292.5218213254125,-4.055790201284089,B,C,D,E,232.27110503215278,A,0
No,Other,D,D,-231.32474387711403,63.99795338746026,55.10487233611499,A,C,D,B,66.77125688262457,A,0
No,Other,D,E,0.5232373176490122,18.279375390237014,-38.66340300141597,B,E,B,B,99.1866690975883,D,1
No,Male,C,C,64.91440012090888,-67.84133636063252,113.30257516124165,D,A,B,E,66.92494564489667,D,0
None,Female,E,A,0.7754054839032922,-214.703196458434,102.54976896757535,E,A,C,C,-144.06053544132317,A,0
None,Male,C,E,15.047803224159336,-45.202389573738664,11.773508584204835,E,E,A,D,38.911525601005835,E,1
Mental,Male,D,A,-103.92104926914052,-6.954718020339287,13.20194153122073,C,B,C,B,107.2778591552456,A,1
Both,Other,E,C,42.326408417674635,-73.54402807219813,126.47078798325725,C,C,E,B,-29.474669339625137,C,0
Physical,Male,B,C,-46.13164456289137,39.17717243434342,166.8780416088278,A,A,C,E,-3.7311328923768183,B,1
Yes,F,D,A,-91.17004559901002,97.07063991902504,-52.14621537431269,E,B,B,A,-196.3398067586802,E,0
No,Other,B,D,-38.276708583241444,96.21993415817576,10.576894006644789,D,B,E,D,-49.35365015882701,A,0
None,Other,B,D,-81.81845663375815,62.35878922366297,17.171971154346487,C,A,C,C,141.29274440682303,B,1
No,Female,A,B,-138.21187694351764,-35.96075322918004,-49.81877895445416,B,D,D,B,-271.995440106885,D,1
Both,M,D,C,-11.361000353581398,125.95707827220973,24.15450174051034,B,A,C,A,-74.81657865437256,B,0
Physical,Other,E,A,11.387826827751452,-127.4510367572631,-47.26748000865294,A,D,B,C,-165.57235857948913,A,0
None,F,A,A,-68.3088644964668,-102.72587035461211,42.13699467664912,E,A,A,A,-104.5783178997455,B,0
Mental,M,A,B,-113.80766798878487,-69.6594778955874,50.34943782755904,A,C,A,D,-59.2942130297341,C,0
Physical,Female,E,D,-265.9988268645243,-257.7356025801124,-106.25957753070966,D,C,D,B,141.94492587000255,C,1
Physical,F,A,B,172.15222738064318,28.2152358921238,-9.67606338667564,C,E,D,C,69.09139104959056,E,0
None,F,C,A,20.038152764005222,-41.87480022699008,43.225243986988886,C,A,E,B,-18.0580606678756,B,0
Physical,F,E,C,-52.51597381001817,112.83982065472557,59.944146143079394,E,A,A,E,-5.751431458084923,A,0
Physical,M,A,A,-143.49906908494356,-14.32258784939611,124.83560920465165,B,A,D,D,68.11778372292795,D,0
Yes,Non-binary,D,C,78.86231129403363,-3.2011142019174073,102.50946415426547,C,E,C,D,-116.27264383805394,A,0
None,Female,E,D,39.879831511572874,-86.10970292578851,-8.731441338845782,B,C,E,B,-106.80274926417044,D,1
No,Other,E,C,-118.61536970105861,153.51338589153892,-128.0197983404363,B,C,B,D,33.92071040053168,C,0
No,F,D,A,35.510498590786135,72.19478294996917,-186.75607281768458,C,D,A,C,-98.37048465394639,D,0
No,Other,C,C,-83.80809191256161,-78.87729709789218,-3.0859523690909763,C,D,B,B,118.66503335611378,D,1
No,Other,D,A,22.603095072227475,36.89271918019431,-49.33172500409571,C,E,C,A,-109.78701522784986,A,1
No,F,E,B,15.643388956280111,238.0144579182131,-160.67771586510932,B,D,E,E,-102.76373586183165,D,1
Both,Female,E,D,-78.1784057251433,81.1468784275348,178.82222260437035,D,A,C,C,37.422167581826535,B,0
Yes,Female,E,B,-210.04492664068945,-56.375673473698484,76.07859575287239,B,B,D,C,15.413383984884504,D,1
Physical,F,E,A,-17.46165391673965,13.014249752254992,-175.4324246102554,B,B,A,D,51.136297418006215,C,0
Yes,Other,A,B,-23.721468627554863,85.20538388639008,42.100780477030604,B,E,A,E,-107.98351737154562,C,1
Physical,M,C,B,-90.11680504531753,137.12583149745956,-94.89217045246654,B,D,A,E,-12.424064776223945,A,1
Mental,Other,A,B,-56.623559925775325,-82.2895870943331,61.197166398246935,A,C,C,B,172.9298409305391,A,0
No,Other,A,E,198.62811781425435,0.6842398821424338,-65.84897046921472,C,B,B,C,-93.54345292599969,C,1
No,Female,A,A,97.16348509983693,195.6308553976104,71.52991382512279,C,B,C,D,131.36561569154233,E,1
Both,Non-binary,E,C,-110.28024726765233,129.8121944540714,4.8539687503202655,B,E,C,E,-6.98756013276437,D,0
Mental,M,E,A,41.31851303836538,-110.45881626819185,-184.8635198639407,D,B,A,D,13.129079374472704,D,1
None,Non-binary,B,B,-93.49911323453894,64.54278612931438,35.364437374587155,D,C,B,B,-53.26166029086077,C,0
No,M,B,B,35.707747079964285,18.085570600358558,6.1649757044924,A,A,A,B,51.44855964528171,E,1
Physical,Other,C,B,-99.29022460962435,-134.00471448198857,-71.27507114854139,E,A,C,C,-66.37640741379441,D,1
Mental,Female,D,C,-76.08116770386825,-58.95278488335853,84.31616795425651,E,E,B,C,22.126357648641928,A,0
None,Other,D,D,72.08849114247548,78.4024746170561,-52.222716612894416,C,E,B,E,-3.2950630712539475,D,1
Mental,Female,E,D,52.91684612136734,29.942311452976245,-192.46371810014335,C,B,B,D,152.0153525327521,C,1
Mental,F,E,B,-68.32869073175519,17.069021412979694,-57.71317119232078,A,E,E,E,-145.358345684312,B,1
None,Other,C,A,-76.96452701038578,-57.88265254658517,-60.99708351340622,D,A,B,D,34.44682584289049,D,0
Both,Female,C,D,133.28406171549298,-42.83924745574772,64.81701089904578,C,D,D,B,-62.01231846377866,D,0
Mental,Non-binary,E,A,-73.44214031031818,32.506290305930754,23.273926195251285,C,A,B,B,-71.44690403173566,B,1
Yes,F,D,E,-10.269160609950141,-140.8757218046125,-20.365702303121587,B,E,B,A,-3.7905865435883297,C,1
Mental,Non-binary,D,A,-3.739542406265031,-47.99890303316637,97.47728945267048,A,A,D,B,40.45034645239326,C,1
Mental,M,E,E,-46.819478300511754,-65.20620089644964,-156.6480634208256,E,C,C,E,56.31321886942631,D,0
Mental,Male,A,B,104.76123453337107,-22.048096255027755,0.8782200521003215,C,C,D,A,-88.98623274873353,B,1
None,Female,D,D,44.09691951754464,-110.27658188460717,101.65114395841601,B,B,D,A,205.322825365567,E,1
No,F,E,D,60.60864475272959,35.25843103727242,-24.49578930776463,D,E,D,A,-133.71994570715606,A,0
Both,Female,E,E,-71.85821538401335,47.07240355210347,-29.826674992819285,C,B,C,E,56.01956268438827,A,1
No,Male,A,A,25.564350070569414,160.4411738164481,57.55314169176443,A,A,E,E,-119.62958578130494,C,1
Physical,M,D,C,124.01770716963611,71.0188033445917,-179.5854948315825,A,D,E,C,-5.575898727991041,E,0
Physical,Male,B,E,15.755104201093054,77.92990180904886,105.59641427206195,C,E,D,B,225.194542419692,C,1
Both,M,D,D,67.9499813278733,-111.15641174844262,8.007623091615468,D,C,E,E,20.134777574083518,B,1
Physical,Female,A,B,137.1000675596125,194.07194329428023,-70.83166115273369,D,D,B,A,35.87993953053196,A,1
Mental,M,A,D,22.096840972425415,100.67327381186226,23.788511758903542,D,C,C,C,122.08455262027402,B,1
Physical,Female,B,D,-54.63188635371142,65.51839169942433,0.9277482560905147,E,A,B,C,-111.46110999769732,C,1
Both,Other,A,D,103.31044441233198,-190.40377706546408,-3.13746580819733,A,E,B,E,104.28812570779972,B,0
No,M,D,D,-59.792327187992,-36.17349820071149,-6.443340696364121,D,A,D,A,-53.16678362047388,C,1
None,Non-binary,E,D,62.51047182430075,-17.295614063613428,102.05693573659376,E,D,D,E,98.38683233450976,A,1
None,F,C,A,-220.65333634918082,-67.35601781541092,9.357697764202086,B,A,A,C,-40.630702434619394,D,1
Physical,M,B,C,-17.633128913708052,15.793720760546595,-67.52984496258433,D,C,A,A,57.213281029408805,A,1
Mental,Female,E,E,-114.11810174644347,-7.073555120109054,-7.952353003229709,B,A,B,B,44.05262798043229,B,0
None,Male,E,C,42.90463209000706,-62.24982992573046,-36.009806725576496,D,B,C,D,79.73005550918118,A,1
Physical,M,A,E,238.98688915942134,-86.8610787848981,76.29633915483693,C,A,B,C,68.45000339354743,A,1
Yes,Female,D,E,-13.37501523092308,116.20878921604536,-43.62650783638833,B,A,B,D,-1.9142581223725867,E,1
No,Female,B,C,29.267499239019273,171.40604074379246,-112.46273299797878,B,B,E,A,193.0382094810486,A,1
No,M,C,B,-1.780659875568262,-242.74856427307805,63.30705452848272,E,B,A,C,-54.11685218980755,A,1
No,M,A,E,-59.15883693676815,-72.1759837359923,-17.729925849143736,A,E,C,D,105.67637788946757,E,0
No,Non-binary,D,B,-14.410278061226236,106.05510597563767,216.78664125539999,C,C,D,A,-136.83138598080703,C,0
Physical,Male,B,B,4.0950364724397925,60.24039271353158,-100.41424329632032,C,C,A,C,-51.47664214650456,A,0
Physical,F,E,E,93.16795386235613,-93.60201499040845,31.89835392822352,B,D,E,D,40.3341662585161,E,1
Both,Male,A,D,0.2213917203933104,-1.6444298833402957,8.861967529792166,A,D,E,B,-150.30168426956777,E,0
Physical,Non-binary,D,B,-2.581048629642522,-113.19483558588436,-84.90468765707674,E,D,C,B,-94.14574238365458,C,1
No,Female,E,D,-110.84225658522439,33.43540839425839,18.260505051955366,C,A,D,C,-62.13386688229375,D,1
None,Non-binary,A,D,-52.80116300517261,11.591472923105368,-72.8598736359778,A,D,E,D,-109.57832728898838,E,0
None,F,A,D,80.75459503487056,-45.460383021759654,-27.96645177401415,E,B,A,E,26.493978634516214,E,1
None,Non-binary,B,D,17.486964852174705,74.80740933941142,-57.52369232276008,D,E,E,A,157.63308001564317,B,0
No,Male,E,B,-38.46201366492807,27.27239641191148,20.893622450765264,C,E,A,B,68.93973444830473,B,0
Mental,M,C,B,-30.6774572795102,-58.064506670773476,-120.00940494703268,D,A,A,A,-9.412930957690708,D,0
None,Non-binary,B,D,25.369850662709204,67.60800231488483,140.01506255882907,A,E,A,D,54.45901920866019,A,1
None,Non-binary,D,E,-105.32661988832106,-25.993302299829796,37.96574634464498,D,E,C,E,141.05112842542093,D,0
No,Male,E,C,43.691989344785874,28.33436990597051,-133.32492874831206,B,B,B,C,-44.44480204292162,C,1
Physical,Female,B,E,226.83441570456696,-70.04920074831693,-230.92640531729955,D,E,B,A,-36.50270176586405,E,1
Both,Other,E,A,-126.42863790977697,-1.7568626603971058,-54.0728331553676,E,D,E,B,-37.00926336211292,C,0
No,Other,A,B,-167.72205870269298,167.38485410497063,131.3950290764839,A,A,E,D,18.69544908704422,A,1
None,Non-binary,A,D,-86.09973043983291,10.221503152645266,-122.53362953650695,D,D,C,B,162.2836489373114,E,0
Mental,F,B,D,122.858379891068,-8.944395772941553,-20.35184102884858,C,A,B,D,38.97191582434721,C,1
None,Non-binary,D,A,-79.66698336670149,82.61761209730997,80.38573720671019,E,D,D,D,-93.95957213886165,D,0
Physical,Female,B,B,-96.62746076081825,-103.88964182835554,-53.35414931113158,C,C,A,B,94.79430542863855,E,1
Both,Female,E,C,173.1928504257396,164.26958653965832,105.71614931338196,D,C,E,D,86.95306960512202,A,1
Mental,Non-binary,E,B,14.919564346223597,-37.82781243814521,-45.510772862217216,C,D,B,D,38.966019492212325,B,0
Both,Male,A,B,-144.27742294948825,46.2125573223147,11.56053453744577,A,E,C,C,97.57326273175866,B,1
No,Male,E,D,-138.63169501308838,-41.31353563319293,-210.3010902723527,C,A,E,D,51.154283060139136,B,1
Physical,F,A,E,-119.80373398764226,126.38402064161112,-116.23396681042031,D,E,B,D,-23.021937187630247,B,1
Physical,Male,D,B,53.248401213161344,-19.696083175308715,-220.66477328487503,C,B,D,D,41.008953545515226,B,0
Both,Other,D,B,121.5873236809534,185.3203227116977,-2.936874233878677,C,B,D,A,122.86416439779566,D,0
Both,Other,D,B,13.9528256764999,209.14632691588864,67.64259353368799,E,C,B,A,68.61394788566075,C,1
Both,F,C,E,8.304958888542343,100.67443175400308,94.87196069025869,D,C,C,E,-97.76295977246431,A,0
Mental,Female,D,A,-220.15522648997066,-38.069389953984874,120.03360603774304,E,A,E,C,-63.61718464383135,C,1
Physical,M,C,C,8.411738777744969,-77.58150037769602,-105.81230003488409,A,B,B,D,40.07228122212017,C,1
Yes,M,E,C,-24.800963351299394,70.50552217715466,8.513685630470812,B,C,E,C,-62.7655415563757,B,1
No,Non-binary,A,E,87.89223026300257,-111.16210817250175,4.110198655364814,E,C,C,D,193.02953026159048,A,0
Mental,Non-binary,B,E,-23.90686503094413,-11.446633893549905,22.1285958143733,B,C,C,E,150.58347132039177,B,0
Both,F,C,E,-66.97109182705033,79.78342043781096,23.75799495193453,A,A,D,B,-6.319923707490366,B,1
No,Female,A,C,-59.72381105980432,21.55966165014079,-91.06569489992859,C,E,C,C,157.70193879716183,B,1
Mental,Female,D,C,176.73862100375766,-131.20819914336138,-2.133095275103778,C,D,C,D,-9.549339127890653,D,1
No,Non-binary,E,C,31.751538621497367,41.34297514749187,98.25825213144758,C,B,C,A,142.55607452037546,E,0
None,Male,B,C,44.054266764460195,250.56875337002745,-27.03263232465784,B,E,D,C,118.87468680356024,D,0
Yes,Other,C,A,150.37364173441824,80.9259313996213,20.42809070243425,C,C,E,D,-217.88844942703784,A,0
Both,F,C,C,-67.85918675464964,95.97492935785982,-54.98637043625493,E,D,D,E,9.040743806092133,E,0
Mental,Other,E,D,146.83865141835213,84.27356815796774,65.06785542625889,D,D,A,E,-23.345262613928515,B,1
No,F,E,A,-67.60386941188982,66.2497792341647,-169.02710170774785,A,B,B,C,175.29750676848755,C,0
None,Other,D,B,-121.16975517519668,-17.039397148064747,14.966397989419908,E,C,D,B,94.01931588944409,B,0
Mental,Female,E,D,-33.65542183864839,20.408267055211194,-19.162358322673143,C,B,C,D,24.020842931475574,C,1
Yes,Non-binary,A,D,-13.912268803964285,70.60799937998692,53.832234860203044,E,E,B,B,139.77333038545348,E,1
Yes,M,D,B,216.11772957995305,33.02811223359381,-35.0755551667597,E,B,A,B,-44.12416116533999,D,1
No,Male,C,E,116.64797591114429,-39.32216165574848,-97.24042311080603,C,C,D,D,111.97294600619254,A,1
Yes,F,A,A,29.731758503641785,-85.62323953203357,90.41587972710276,C,E,D,C,-151.88983459422354,C,0
Physical,M,D,A,210.53896300409335,-281.3886850553936,-33.72710029036766,D,D,C,C,-32.796889101733285,B,1
No,Non-binary,A,B,-12.958330610456423,178.7860771600532,34.734129920191805,C,D,D,B,-89.62108421082796,C,1
Yes,F,A,B,37.0448076379236,89.02231958962463,11.62724133688333,E,E,C,A,81.0370899572448,B,0
None,F,E,C,-57.00192387876351,-173.02767371545772,111.03564177359071,E,E,B,A,-2.4171539516668217,A,1
Both,Other,A,A,-74.57222309456773,30.009880635287526,20.570777136108042,D,E,A,C,4.154167762197337,B,1
Physical,Male,D,A,-18.855449763076788,-124.29965278891535,-151.35342730724147,A,A,E,A,-53.23799464346271,A,0
None,M,C,B,-101.00344344185925,35.287004215435104,162.77008054020305,E,A,C,C,-212.70499481132578,A,1
None,Other,C,C,21.780899661590492,2.6730649321070943,48.861996175715156,D,C,A,C,78.73287625229128,D,0
No,M,C,E,-107.06640464719794,-44.25240852887279,40.59443885880893,C,A,A,E,4.175058070559474,B,0
Both,Other,A,D,99.96186023502848,43.813886232691914,-70.38427927493387,E,D,C,C,-41.886383339557284,B,0
Yes,Non-binary,C,C,-34.17704186366018,-55.33942083220441,109.67274313875954,B,A,E,B,-184.58603467744567,A,0
None,Non-binary,E,E,-18.46025146795067,60.0151345491978,41.16919041111811,A,A,A,B,-140.96225105501708,A,0
Both,Non-binary,E,B,74.29311755039888,83.64011300821358,-56.36518743712703,E,C,A,E,22.058577820305583,D,0
Both,Male,C,E,91.23304819000225,28.78670180693727,-150.1988241586727,C,B,D,B,40.10465531586496,D,0
Yes,Female,B,E,-22.704165927725718,-2.485674159899661,-127.70764018978278,D,D,B,E,-82.41634696048409,B,0
None,Male,A,B,33.19536979270298,141.1306775707311,32.39229126018918,B,A,A,D,-40.122698237171456,E,1
Physical,M,A,E,-50.631115184978384,52.27374307202148,-88.10780289951089,C,C,C,D,114.74431264642537,E,1
Yes,Male,C,D,-19.310436282589144,-5.750672909835785,-149.78221395327535,E,D,D,B,-119.47217837923839,D,1
No,Female,B,B,124.93765017132823,169.4019563821107,-93.80985526021807,D,E,C,E,228.31117195107439,A,0
Mental,Non-binary,C,C,-0.028400052600339027,222.7947620576282,-87.47820659760373,A,D,C,C,75.6212500141299,D,0
Physical,M,E,A,-164.90844468313418,62.98540708473066,-44.0925454242835,E,B,D,E,-74.20387207504533,B,0
Mental,Female,A,D,29.49467028213708,30.31542769131223,9.251647030107033,E,D,E,A,-7.426244367534664,D,1
No,Male,C,A,-47.738205876000514,-40.88023171901142,-120.52124999501304,A,D,B,E,-129.77573522085976,C,1
Mental,Female,A,A,20.85125284338113,103.73803395732233,84.6375466565311,C,D,E,E,36.214408665559276,A,1
None,Female,E,A,-64.40030508337583,39.01397508184423,69.20556641439734,E,A,D,D,-127.73018540727638,C,0
No,Non-binary,E,E,10.449932642961912,76.52694091882749,-2.195230253594092,A,D,B,B,5.450630163662667,C,1
Both,Non-binary,E,E,-18.85471184426974,23.41576448814209,40.69357416765856,A,D,D,D,-60.89821896967802,B,1
Mental,Male,E,B,126.3406263267852,156.38909384773737,-194.13034377908988,B,E,B,B,14.35141207155601,A,1
Mental,M,D,C,68.23171952213781,89.2442771796963,64.36382777576296,A,B,A,C,-46.08084179965274,D,1
Mental,Other,A,B,-109.61286236860246,99.96583326271467,-132.79018491068925,D,C,D,B,23.689515669227127,B,0
Physical,Female,E,E,2.1701320928651318,-29.294683078578558,4.466569551852575,E,D,A,A,-6.122041908592996,A,1
Physical,Non-binary,B,A,81.21130457758704,73.98300899930874,31.145387030777915,A,D,C,C,-76.92414526643275,D,0
