disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,US,32,-56.070738146143796,E,-129.43036301342056,B,39.0810397987954,B,205.57746720961038,A,40.70225233053266,38.19874291563231,1
Mental,Brazil,55,125.50549198742654,E,-30.917346063411877,C,119.12400241415777,E,-45.20419679757285,D,-40.04548376362007,-74.48588392171933,0
Mental,Mexico,98,58.63770621524845,E,-54.44146335558223,D,-61.85991910605891,C,42.76154821239686,C,-88.31150209325844,124.31674953445115,1
No,Germany,30,-10.28302838951438,C,-171.36698358575532,D,31.769211644235938,C,29.106779637943202,E,30.94337804913575,-118.54635803137903,1
Physical,UK,62,-190.3144394122996,E,-109.6190991148869,D,27.798348539905483,C,-60.60388314964676,E,-79.66010591304537,112.40409846079888,1
No,China,20,17.38544670458229,B,-111.3888665468707,C,-28.676321706715914,D,-1.9683070066850126,D,86.60640470576206,89.70664903626991,0
None,US,37,-164.13548138545522,D,-29.862766617446816,D,-14.259057371972206,B,-53.11033000030265,D,41.92893662704797,-4.215193133914659,1
No,UK,27,75.73473298738568,B,51.78784731390289,E,-7.855724033803504,C,69.80319510599669,B,-24.05004162075482,-51.6376320055023,0
Mental,UK,51,29.005284778449358,E,-25.916945215393383,D,4.9837877385545495,E,-96.51258923375147,B,-39.57196432333627,-119.91178244491284,0
Yes,India,37,52.30533684167431,B,-64.92208966688021,B,33.202803705294684,D,-89.78715010746447,C,-121.81156215769889,-27.848043708916638,1
No,Brazil,80,151.98771096815918,E,-29.904807551721323,A,-41.81512621122949,A,-37.74872173517082,D,-204.93348117620576,-116.47300715450166,0
No,Other,86,-202.12899066515448,C,23.3592455942161,B,-162.16178732713416,E,95.67529314456392,A,135.27094183014395,-85.30948606067687,0
No,China,94,79.50024325638486,A,-52.33922461924221,E,-118.77516049612404,B,60.69516494691989,C,91.68792582011974,-25.379933794605236,0
Both,Other,22,70.96169006067014,C,136.02125700552884,D,76.42850074526925,A,139.8225084243497,D,22.86720138946048,11.920839436443654,1
Both,Germany,49,45.615963738063066,E,111.786686569998,E,50.626117662961946,B,32.96151526609294,B,-112.4553493356536,26.144944704169347,0
Physical,Other,50,-18.25203945615233,D,34.94556968497859,A,-4.506037506128316,B,-96.86897155769252,A,-68.3224509057091,25.35653640609193,0
Yes,Other,92,-32.27465976058158,A,129.93466474163958,B,-81.90427054534123,A,83.2437176976247,D,142.68617359884828,-143.5840913983831,1
None,UK,55,-150.90592463146086,D,-64.37298987139522,D,-5.011929642255862,C,82.62137312311879,A,195.9520993798402,34.81221621717756,0
Both,UK,45,-3.2019221504432975,A,1.4769493206038664,B,-96.23084605904796,D,-90.26932718482016,C,60.61480294576911,-58.460834704901174,1
Mental,Brazil,68,6.1994831381595565,D,-94.51467762042105,B,83.79273857655608,E,82.83504919013043,A,-37.31584565543148,211.58586716522595,1
Mental,Mexico,66,58.040838156731155,E,-66.34002749325076,B,-138.47163467856728,E,3.4528976416936197,C,183.2444180230282,28.009798394217267,0
None,Germany,59,-12.062512014185629,C,8.866512492291275,D,-20.175558077452525,C,183.22433761457984,E,-90.71642663886445,-47.352093683442504,1
Mental,Mexico,33,-49.39252021088002,D,84.74040004906021,B,37.582362977513164,C,-111.08372675502002,C,2.202001664634929,-153.02248728297593,1
Mental,Germany,39,-112.39253201921838,C,296.51298378054423,D,-23.767553823628234,C,85.04995830165049,B,-96.02876843087488,39.88838760069242,0
Yes,US,94,130.99241039002288,E,-195.82719836027132,E,52.06717485021494,D,69.66771699932369,A,-62.66881060599309,95.06728292015106,1
Yes,Other,79,-78.38800360225416,D,-14.38403881018098,E,-224.03900548175352,C,144.58003660577185,D,15.957941717644895,-35.481147869806165,0
Mental,UK,93,-28.27341122528477,E,-158.74546632965016,B,-128.60404848859326,D,10.335400597411796,D,49.288454555307645,-94.99325766803175,0
Both,China,58,-118.95317267306996,A,21.515564775163174,E,0.5873923380242436,B,-69.38482432484908,A,-103.52330332763471,-77.95893487004945,0
Both,Brazil,51,-179.52296088238376,E,-47.170208418180415,D,-255.8575915156096,C,13.99581737950795,E,-36.53557092197766,142.12573585316215,0
No,Mexico,91,-142.08778712150283,A,129.18309087460642,A,32.02834362629386,B,-52.80503196135592,B,-171.45687750949932,72.45246404673318,1
Both,Brazil,84,52.12567342030424,E,-115.98425818842925,C,-95.69780807110139,C,123.9729440607433,E,-45.719253127189496,-54.847663856166676,0
None,India,77,3.6306071088682055,A,70.12734661842741,B,2.8048384085225972,E,-178.94337539183337,D,51.114200361662355,177.81038858094743,0
None,UK,33,-23.07837697984323,D,23.003212448535336,D,124.42415906439051,E,-158.3972950549371,C,10.560330840673563,237.05058636036026,0
No,Germany,79,-104.39856333125573,E,-81.27908763894965,C,-41.18361787540984,E,-63.80092300741021,C,-96.82932434853268,0.36677211380923846,1
Yes,UK,56,164.6470252961186,E,89.92531269010986,E,15.418714530839225,D,136.73217374378578,C,-81.7420403618055,93.92820078836549,1
No,China,29,-7.642149706123094,A,-185.81367685457107,D,-3.195808912652838,C,-53.95715351478268,C,-187.91308038019747,-226.57713055180665,1
Yes,US,74,-113.5974875367634,A,-12.436856010868,C,110.5942137740972,A,-88.21242249402373,E,-44.09414803333053,-34.47851969073055,1
Mental,Mexico,51,99.39021006726288,D,99.78398882133673,D,53.4422803785506,B,55.261150663859304,E,-44.08513184913232,25.715683985923675,1
Physical,US,40,-57.094328333421394,B,-128.2920844731449,A,153.75944223207753,A,58.30672313872751,A,-23.16220581661654,37.3006420501849,1
Both,US,39,98.06408261368777,B,-56.06031706881814,D,-56.442327873212065,E,0.6902033840591217,D,97.09615311022328,249.314734239052,0
Mental,Brazil,47,-200.0634263844279,B,-55.56606442346461,E,-47.03502592116786,C,34.313387064734506,C,-74.88278914850312,-73.09180850524267,0
No,UK,71,-32.90966782473189,B,35.91499748015862,C,-82.31000372691473,D,-77.20261467809445,A,37.89456548592755,-20.802978943373915,0
No,Germany,71,-235.95923248883076,B,-100.36731285601732,C,-93.61890805709969,A,-19.579859447351314,B,-149.08226476101513,-86.65421349889098,0
Both,Germany,90,35.59025235772648,B,-19.799670115811022,C,-142.83587738721357,D,-119.81409059706452,B,-56.13754920975327,-12.26938656032986,0
Physical,Other,57,-53.3305173195452,A,143.2249892660632,A,-82.52581520456702,C,-73.30924563831812,A,9.97988674550951,38.31020814844782,0
Both,Other,58,70.36682713031983,C,-8.744521397217753,B,1.8630130018722955,D,-145.3373281357619,C,4.525609067139707,36.86340892938523,1
Both,US,37,15.003980944948548,E,50.2583420189387,E,-121.23431550838531,D,183.8844260280158,B,-9.648051986602516,-17.483239889219288,1
Yes,UK,25,63.28307515276597,A,0.884064553112352,D,2.324600226639797,B,-142.76783044014488,D,16.96179080099785,-20.648654156707277,0
None,Brazil,88,158.15900673069302,D,91.31782424616286,A,22.796637906760324,E,-66.79647968642894,B,151.31516382210896,139.07901328556272,1
No,Mexico,98,-48.13071154629127,E,18.449624783641557,B,75.90719074586966,B,9.862736230540241,E,16.05262461860367,-0.9284320016125471,0
No,US,62,97.10375602744377,D,63.71098683511983,C,-50.42557272694205,D,21.490774491364707,E,-98.87292661058638,-42.601517933473616,1
Physical,Other,85,65.05603212352685,C,-63.49214945000057,A,37.8532102438581,E,-105.31788501882227,E,-5.988908136868803,-89.7060064031585,0
Both,Mexico,81,-11.053234152106102,B,-41.22159017384555,C,-39.706800458676916,B,9.577762548673574,B,64.52819483871957,-45.011437280170405,0
Mental,Germany,43,61.532007372124575,E,-62.16948625978649,D,183.9219051725725,E,-49.792813698856556,B,159.24898748938955,-73.8722022499663,0
Both,UK,42,-30.614033872950174,A,-29.494249906058396,B,151.04941058456308,B,93.61495357086726,E,-69.23261735852537,-37.20463252413367,0
Both,US,32,46.50659222527403,C,217.18804517175982,B,-177.33313459170438,A,128.40251522085936,C,-29.199581292831606,10.09269533156074,0
No,Brazil,45,-60.0515976315204,C,65.79828563077605,A,118.38852105770921,B,41.56568160014417,E,-67.11035182785389,-116.7478047660403,1
Both,Other,77,-191.52549142794655,D,-32.09575538974715,B,11.069808548293167,D,-38.12995156927416,C,-23.011354399048003,-101.60631775202577,1
None,India,24,-27.541407258924067,C,13.777162151169492,A,17.62109020516809,C,74.63319563520255,B,65.5554791494582,16.93139835136039,1
Both,China,79,45.93928369175401,A,142.2585918747652,D,54.75888047868306,E,135.9539388652048,A,-170.1419378508804,-202.78139795692658,1
Physical,Brazil,46,89.43519977086804,D,-31.833168908257225,E,-37.019460398596316,D,-66.2146284796011,A,-67.00639668650132,-66.58727391057025,0
Physical,Germany,54,118.85495497050098,C,79.4419121716635,A,12.779940921337277,B,170.07518273354563,A,-76.82185840331883,4.471181493770241,1
Physical,Brazil,77,130.67620070256956,D,62.04555444203448,D,29.741550943588535,E,56.402901958839536,A,-76.6233422418318,-104.67902275986256,0
Both,Germany,55,-171.42491235926485,E,71.8096510779435,E,-58.96828700295399,B,-39.45621387430677,D,-46.5240256793377,61.18324693346467,1
Yes,Mexico,76,-49.281975462639885,C,98.62535301256881,C,-156.61044676724006,C,-84.70883666295192,A,105.94615038732726,-176.15463895595224,0
None,China,24,104.03671529744601,A,80.25287913974209,D,47.50694664815935,E,146.11495105352773,C,-41.460492825007165,61.96957598503655,0
Mental,Brazil,72,7.917385762877265,A,-9.50603015077081,A,80.16301109838965,E,125.9151525571319,C,-39.426240763758024,44.6037168745378,1
Yes,Mexico,78,138.10040733795003,E,54.42058602617171,A,-66.04743840085014,A,-181.7530258598084,C,-73.10094479015949,93.80933130907941,1
Yes,Other,20,37.60220796012148,E,56.572600249162896,C,11.476188653575734,A,151.19077136874537,B,168.21889635597793,-202.4735281441703,0
Mental,Germany,94,-146.48108453605255,E,-57.79072023981393,D,-122.4013269864816,A,63.30590966898032,D,13.819763357541227,-89.3718974268666,0
Yes,Other,85,3.934877005313235,A,35.10765871624998,C,-148.35386107134937,D,-50.74312493400672,C,22.80573157862802,-146.92780810061697,0
Physical,India,43,169.23908793398545,E,108.69953583480626,B,-164.49214338026934,B,-164.146029530329,E,-60.563114253396535,71.83079576175608,0
Mental,Brazil,97,-188.01884737353032,A,120.76252691685947,A,55.606349574231714,E,-90.27359643248603,A,-34.38730460156657,109.51806285680945,1
Both,Brazil,74,66.94928517339012,E,24.00275065702584,D,-28.432591589044755,A,48.22410226328826,A,-62.4696317656131,89.92614499623376,1
Mental,Brazil,99,29.655832880692934,A,-158.7251913648094,D,162.52039927266273,E,-170.53073569047862,D,-165.97810867544084,185.29639359561395,0
Mental,UK,60,-215.29375799787815,D,16.5858088296534,D,-114.05317067981031,E,-40.033098846572315,B,-7.5651901367003465,-183.5118013278536,1
Physical,Brazil,75,-76.68127179853134,C,-105.58595909978285,B,65.57214722956434,C,66.265717299284,B,-28.282320896736916,-188.62151469462364,0
Yes,Mexico,19,41.5557056751579,C,13.666573142846476,C,106.53327881464585,D,48.429183096497276,C,-137.8636788081482,46.41579236567926,0
Yes,Other,27,14.342138057616651,D,122.99904832665105,C,34.48602833434222,D,-101.25617748331177,C,-21.02146820836282,-216.91345895729742,0
Mental,Mexico,49,-55.497660944468784,A,-17.322028275360022,A,143.1522530748423,D,-151.76629429774442,D,-59.630413735019616,85.61113761654504,0
Yes,Mexico,71,3.881306755709862,B,38.2848672570467,B,106.49666772748623,E,-136.9273645714084,D,-82.3459760967144,-57.73660579881821,0
Both,Mexico,25,-62.043187217942396,B,-135.8568183793579,D,24.278845167380553,C,28.084422046584486,E,29.230255553611272,-101.75491799489956,1
None,UK,53,-115.12375257142328,D,-88.51239015270471,D,-118.75932431131046,E,-84.25692591383289,D,-6.464352019164882,25.849549392570154,1
None,UK,83,66.12859801841763,B,-96.76856147054671,D,28.579069148663937,B,115.95201347872212,E,-125.61096192601016,13.842197741588013,0
Physical,Germany,70,-125.50032846875705,D,237.96829712596045,A,-37.172446877343,C,97.63571619427768,D,27.711087365569597,-58.976279568585795,1
No,Germany,37,-100.71165577345805,B,-94.2248152557276,B,157.49072555320532,D,106.56815967915992,E,-142.53003704616128,-34.79988897261626,0
None,UK,26,22.213470925460033,B,-59.605101892805834,E,40.168941301794916,A,7.419590352354251,D,123.70820728253156,97.19046055750175,0
No,UK,94,134.10915968487132,A,-14.24299060958439,C,59.42584325410978,E,-72.99099987911382,A,-29.725057854984914,-51.96563200472993,0
Physical,Other,30,-223.25196503847997,E,-53.638849460165275,D,64.30132680205138,D,57.455337279727594,D,-4.39192550144865,-155.23554978332896,0
Yes,UK,21,-192.0320510386978,B,88.19320353053547,D,28.234597008545908,B,-77.9271454420355,E,26.114554309867195,-28.806001394662694,0
No,Mexico,30,85.21190619921073,C,47.237034538580446,B,-40.88704924807837,E,31.258273848900757,D,-38.51741820925814,-72.3271611425387,0
No,Other,48,-80.49523423976295,A,202.08649325795963,D,0.49188850862555394,A,32.39849091107325,C,-146.55194420273102,37.10399945873898,1
No,Mexico,80,-24.25634217841314,D,46.43277464087575,E,-67.26319579265748,D,27.680926513379063,B,26.832696182626826,55.84527809935958,0
None,China,70,177.59841208794109,A,136.0574495417902,D,101.90296217191049,B,-19.907301818396093,E,-119.8430377100468,-86.52085179415255,1
No,China,72,74.40969462882033,D,1.491365443488098,A,-273.28971694558066,E,23.710732617343933,D,-73.72267279081211,142.3416936294793,1
Yes,Germany,86,60.788382347736594,E,124.66841424550002,E,41.03345204149154,C,114.17040983177739,D,-92.61484971449339,62.19655184006601,0
None,Germany,47,-116.31208732155018,E,170.6941032822074,D,-82.64374778485391,C,31.349084985322857,D,7.273421418857737,122.26414919604467,0
Mental,UK,33,-37.616625297357615,E,-90.95003085400289,B,77.44477912725952,C,22.919137989837022,A,146.17740473936246,-8.994372310228453,1
Mental,Mexico,76,-194.41626817127633,C,-119.66527970515,A,17.169207720775535,E,91.79200781026448,A,-24.258368238385188,215.36738408962077,0
Physical,Other,70,163.3608205081372,D,58.76778358912568,B,-32.02367386061004,C,-35.064927419946294,E,46.191028473099564,-84.05729409168362,0
Physical,UK,29,-13.249895915649107,D,-119.32815434992756,A,-10.53456928386329,B,53.73909011605183,A,15.486670534687002,-119.81271958189781,0
Yes,UK,50,55.34590558559269,D,118.53070231962923,C,-106.54161583576442,D,-6.851052073793533,B,-166.08123074750617,28.97505623312191,1
Physical,China,69,-11.3402767323923,D,51.80457408153788,D,21.120554367047518,B,31.708704881690597,D,11.722612208835063,-18.45118749319777,1
No,UK,21,207.70471189644883,C,36.53621573107989,D,122.47264101821416,D,-193.92722685138148,A,98.18654703910605,-60.42695668535223,1
Mental,Mexico,41,17.079881099154857,C,-58.7301586868491,A,45.57191152624105,D,165.72430294492167,D,-23.888943908130443,-77.4779350429493,1
No,India,81,102.28964917792946,B,-21.681099101900006,B,-157.4385861782186,D,5.221871153654044,B,145.8701206111813,-98.28889740262944,1
No,Germany,30,-8.40392272241592,B,68.28764711711143,B,-24.55674770081247,A,-30.035532188494418,B,-48.68599788316173,95.13902670484552,1
Both,India,21,-127.46963987307667,E,-71.93156106704296,C,44.23703905421015,A,-60.966758468832225,D,33.933184466843755,-179.39422966113324,1
Both,US,96,-126.99816651719303,E,49.81936642749068,E,70.79537047773252,B,-11.85159649724992,B,-62.63286522951965,-118.0502824987133,0
Both,UK,89,33.389124815969666,A,81.9489310533306,C,-42.97847153176826,C,55.028145094436745,B,-112.27004544859555,13.058265398630558,0
No,US,47,-52.02859004256464,D,-4.759395997179026,A,-7.661741624640471,E,32.996264658824444,D,-5.850276563687444,-43.19626275571947,0
Both,Other,58,143.60828699488735,A,-67.37553802151685,D,80.08643069680141,B,73.18720652760149,D,-200.3684240322231,-27.064998722566813,0
None,India,59,-163.54317810786404,C,-24.783758429217727,E,280.4121011301666,E,-0.3528547364947689,A,-111.58684878517026,65.71661284614385,0
Yes,UK,57,52.040488494804805,E,-131.25452096475027,A,3.799124432747948,C,-93.8647780885091,D,178.37484886277187,17.79634914423954,1
Yes,India,83,-5.109000537403328,D,87.42857719679455,C,113.45118508288428,C,-208.12344773446947,D,91.02886971243822,-130.0459769453765,0
None,China,32,-149.51318738188917,B,122.53025097660483,D,251.03622597098177,A,-77.33953475021735,C,-26.180089506865635,-12.773183364857509,1
Both,Brazil,62,54.721754683975874,C,-16.73220717211427,C,-83.85869896486365,B,-22.736782876726465,E,47.47258552603499,-119.21978680155789,1
No,Germany,77,24.87959662812823,B,-140.2299220252479,A,75.90915513756343,C,86.65665712724417,E,-197.0468847723821,37.69196532346734,0
Mental,US,47,129.84027126894665,A,-12.262793289725252,D,-105.3854090977303,B,26.531777318216015,B,105.67197128462362,-26.00709771135828,1
Yes,Germany,31,3.335793261122237,D,10.33936553963253,A,-142.01804291605143,C,-9.130018368470418,D,-72.16408831174095,124.71695657052013,1
No,Germany,95,54.1004047557185,D,-48.88679604789837,D,13.989797974819448,C,135.24534117047546,A,-115.9504722066246,21.635271926077362,0
No,Other,69,132.70308696041738,B,-54.920601953039196,E,-59.268553456614946,D,61.43616530187593,E,-79.4967081916373,-33.76459862577379,0
Mental,India,31,2.368541607681292,B,-80.83073318687248,E,77.0546850673957,B,-84.34538235724739,E,-6.992800519358633,50.246660715353066,0
Both,China,48,-5.382936811519982,B,-5.997545765848703,B,13.75267171965292,D,-5.984449857601444,A,65.0167992745703,-10.39335180042359,1
No,US,30,73.41740786608642,A,-31.299148573960323,B,-25.220747267975224,E,19.94453927292564,E,164.06131207238167,114.70511261658298,1
Mental,India,65,87.2170402431199,C,-110.70825901852808,A,-208.6793662476447,D,191.63210214269856,D,198.8709689239193,55.75302301887266,1
None,China,24,-60.10206866732703,E,34.25491845034635,D,-56.391116138546046,D,53.17503036490546,D,75.77075590750292,114.31739176435885,1
No,Brazil,93,-102.69878928834535,D,38.67821441707473,B,24.69544612511769,B,64.32181956710514,E,-76.41068969738623,-24.0866165841021,0
Physical,Other,48,-239.26730027189004,D,127.77891828121959,A,109.46750918517829,A,-87.50787199710454,D,103.81438940959472,77.02296686058972,1
Mental,UK,46,125.15141080266147,E,-35.6194446168318,A,75.51171978479732,C,82.8513858197101,C,-15.54419806270689,89.50996679799265,1
Both,Brazil,25,33.21893894309257,A,-62.50808665629227,D,-63.195480244014135,E,62.01686576004158,D,103.52192133722569,-144.3482871429926,1
None,Brazil,41,-68.27825360726236,D,249.4635874327518,A,-139.10688161598827,D,-131.22263644868679,E,-51.04251298078981,3.329899280370599,1
No,US,73,-59.383585737670444,D,21.752903523021143,D,94.4309867471525,C,-7.362434364194162,B,17.578142769253947,-14.684452079982242,0
None,China,41,-40.962748838177646,A,177.39836405333853,A,-37.50235223854939,A,48.599792094810205,D,59.37434480800421,-36.997474086753456,0
Both,Mexico,22,-118.71220228641937,D,153.89439117470317,C,-44.00641848196483,E,-49.93236695520941,E,-6.745157878580768,-205.58740860727633,0
Physical,Germany,77,-14.317713188389671,C,-232.38317691542116,E,-56.95511022473857,A,-32.23346247170934,A,-2.7920958565638454,-206.37643869764676,0
None,China,84,-89.27146371763462,B,-177.41857872554803,A,-144.39251791816076,E,-148.65600319314242,B,147.18933522504994,99.82071639229228,1
Yes,India,49,-153.81155190358976,D,54.967446363621164,B,68.2216719169823,D,3.6112971983268514,A,-72.15216546330429,-60.79437767996495,0
Physical,Brazil,39,258.87666088324306,C,-154.92425940599674,B,111.48043643448587,A,-112.08613288502502,A,-110.6605922999919,-83.70807917140992,0
No,UK,40,-108.28831712980431,A,56.88335357554968,B,-45.726794002971076,C,44.02545059694914,C,20.224868786353316,43.49363598193741,0
Physical,India,63,-96.12063810037297,B,-194.2547342198304,A,-107.35626823061399,A,-2.2705720960605533,B,-13.180036750020651,-164.457851650087,1
None,US,69,211.85504034249334,C,122.46294233244019,E,-25.424183595982512,A,-3.2313876137878452,B,160.7991680610721,130.58835433717206,1
Yes,Germany,40,102.47495561200428,C,-34.31011922493609,C,-46.09337086393564,A,14.955083599046576,D,-42.47667502494102,-53.86195633339486,1
Yes,US,75,15.143829008256168,E,-114.79790056414292,B,86.96719313855965,B,-113.51690545325116,C,29.0743825411096,-39.83210481247584,0
None,Brazil,61,17.73182342194143,E,-153.0252218244008,A,29.23070303246096,D,-35.95593465489162,A,-57.42473802778891,-48.150634162444405,0
None,Mexico,20,-183.733865187472,D,179.28983561674957,C,167.12708602326882,C,192.80701216865657,A,-63.326033516249204,-11.937668333145838,0
No,UK,58,-141.4192221744376,C,31.206257946513993,D,-35.11688808509722,A,-73.5816339198697,E,24.381771224671038,-117.04519633946168,1
No,Other,85,-166.56330470582498,D,-51.17437983062902,B,1.1939659837974965,D,89.07098884785673,E,23.153831766266105,38.55481509837933,0
No,US,26,-132.55456759003667,E,117.74867636666504,B,106.99794720907501,A,-4.651676685693912,C,48.13520176731705,-17.578161818902107,1
None,India,25,167.75406752741952,B,-12.887476345660293,D,49.09028656905903,D,44.673190298821794,B,-83.14517560321721,-141.2398215169116,1
Physical,Other,85,10.127111166179123,C,144.00438909777822,C,-79.82896813453682,B,-67.7277613398965,B,-54.42114418722815,5.925530527059739,0
Both,Other,55,72.24605171552591,E,10.497328632217037,B,36.40940041301163,D,-70.97824473499297,C,34.75729062341751,-41.96959191628984,0
Both,Mexico,41,57.528753922225405,E,38.30007250528305,B,-144.23857098799607,D,245.2748699187267,A,-167.28908242864293,243.88980923752982,1
None,Germany,48,78.1870049488693,B,-74.36401776184015,C,26.629017600702653,B,128.24773190901962,A,-16.182346254246887,-1.6057344131091909,0
Physical,India,69,13.541753373316542,E,49.60601800156294,A,-131.29663164309883,C,-36.118558932685204,A,62.91071455463384,-247.50589181409302,0
None,Brazil,95,-66.40303447767306,C,85.08998966876642,A,31.00507570075309,E,-32.02619223113017,B,-66.88417477651298,-20.856844927516573,0
No,India,76,-32.94986304496943,B,-134.46860315835283,C,55.45524282838231,E,-101.51088040358415,B,-84.01785325739762,40.417706594514655,1
Mental,China,77,4.001986113415112,C,-2.1492141499210984,E,-26.62959748202269,D,-115.82867000036379,D,-127.8768656161827,194.29312042335033,0
Yes,US,40,-171.4901215547544,A,1.3385252061872706,E,-26.046990729415636,A,-36.194028141435716,C,99.9182699786928,31.19178465923291,0
Yes,Other,27,-76.29828486671995,E,23.16465088865651,C,-30.929754090941774,E,4.76811019734577,B,85.92532937730591,-70.21905362830024,0
None,UK,87,-60.59068177732316,C,0.1645569213657528,C,32.063597145445826,B,-128.15461086906993,A,-62.84311183355792,-136.29846189084037,0
None,Mexico,35,113.08805667213919,C,15.442596681694162,B,-0.9544200254676205,D,-46.74778905044372,A,-1.572310974407162,24.290278301614073,1
None,Brazil,34,-160.94971281639133,E,-83.95612678828034,D,218.76259584822782,C,-123.45979691096167,C,-95.29522707567085,181.64195028313245,1
Mental,Mexico,69,34.66171968193844,C,-17.801718618348605,E,-148.38231597696299,C,45.20391252668692,D,87.18158923538176,-29.429882971560744,0
Mental,UK,78,-33.20953701291536,C,-22.847295917179373,D,-145.85935285386205,D,10.317431887358607,E,-83.78760054830833,34.976268011958275,1
Mental,US,80,142.2319808088787,B,-73.38193317578686,C,66.17061840969303,C,24.505416344256343,E,-2.944338716141652,-42.54744258618721,1
Mental,Brazil,89,104.76692463186465,A,-46.3977983829735,B,38.07274330504903,D,-96.41627866691263,A,15.918558734479813,52.44979702193291,1
Mental,Brazil,80,43.149500755120144,C,-216.16557701494648,B,-16.267695171511917,E,75.9578787304168,D,182.78383084798452,2.9297963546444152,1
None,Germany,54,51.12599388912897,E,113.71614647366472,E,-54.678417208675455,E,48.33668486209773,A,-43.54475085785988,157.85134675010354,0
None,Other,51,-100.96942101257504,A,-9.003458184234729,C,-130.24603478858802,D,-219.14861613190985,E,20.008656443908844,19.02886386922564,1
Yes,Mexico,23,-58.71102257885369,E,259.0035871249127,A,-25.05147101919527,B,-2.674304131953848,E,11.569219395637107,4.841954975692083,0
None,UK,89,-147.20583209666546,A,-65.4814643310613,B,-135.59277112170156,D,34.018737790327144,A,-156.80821457454232,151.39797339719797,0
Mental,India,32,70.88678084719014,E,-1.9949067489298928,A,-47.61173292450797,B,-138.75290345892512,D,126.53777103466422,183.75563153268334,0
Mental,China,76,-42.99591510199853,E,32.90652992062711,A,-85.33739082726464,B,12.921747827938216,A,-5.42248379307512,26.623746751688227,1
Yes,Other,32,-13.914864345580616,B,-44.61791538284372,B,50.709769316821685,B,51.30045211586415,A,175.999056593004,-78.76159495261808,0
Physical,Brazil,85,3.034270603192773,E,106.6792933755528,A,98.21903842422488,C,14.840656127134658,D,-43.54436402989472,-4.203758757171395,1
Mental,Other,95,24.449333588774326,B,10.831442040336436,C,23.73643695212629,C,-52.448233257468544,C,-39.46005828891915,13.557029945459625,1
Mental,Other,57,-13.792113804391795,D,-200.61398813269977,C,-100.48781964716478,D,-78.59218632718893,C,99.15023105622345,-198.0208258133144,1
No,Germany,63,154.17442684923176,D,-12.676073802002326,A,-41.23146814561684,E,-118.19811188241628,A,72.47045111834366,92.15422267913121,0
Yes,US,50,87.75655640035185,E,-4.327607874007403,E,111.23029147269352,E,-85.44879673029419,D,83.34368844115576,-34.37253409989165,0
No,Other,22,67.30915551102933,D,128.9913602339648,A,95.9747573337589,B,161.69210295330203,A,-74.4657424961954,-6.980420824969477,1
None,Brazil,99,-82.61945645980808,B,-27.482557094275954,C,92.95582523826627,C,-25.551183447313374,B,-35.12500301598655,-40.980702123785974,0
No,Brazil,64,-229.31504094648102,C,-33.51849888811027,E,-34.34495665429869,B,57.98723270522892,A,-33.19992539510129,11.230411515033914,1
No,Mexico,23,-190.0585132498085,E,24.9756749329845,D,64.86706033356951,C,14.179000746618224,C,15.400028853339034,-111.39535447631137,1
Both,Brazil,36,196.68964393698812,E,86.60551259413847,A,75.5548424435472,B,284.73097115578014,B,-61.19180066840525,-114.45549573035466,1
No,China,86,50.22147638431965,B,83.69675476111766,D,-39.74875128080711,C,246.1600181831217,A,1.7800772792616264,-32.87500267139815,0
Mental,China,49,-31.50210156946573,E,-247.86074049199564,A,-25.03071914619333,D,91.38094799024043,C,23.02848833593824,149.2089415462088,1
Both,Other,88,22.34888952667775,E,-106.13074370649265,B,14.63179595279267,A,1.4455313018910112,E,-90.50619772087887,-0.5195566559340512,0
Both,India,96,24.844123737644416,E,150.97517581759098,C,163.86915553532447,B,59.087575925061174,B,-4.22427704014414,41.92515671355878,0
Yes,US,26,136.28606486735387,B,-169.49763657167583,C,70.85435438989651,A,7.851471190557816,C,96.82011567915912,47.44940734072642,0
Physical,Germany,96,4.106799974689788,D,-79.71264534342995,E,-193.59218586252888,A,63.083031165356815,C,70.27622377508573,-91.36959101849193,0
No,US,94,-3.146968205333452,E,-109.62007097146503,C,-41.84743914702536,B,15.630540234472202,E,-34.46918361558257,56.71608099646128,0
Physical,China,31,50.97035677751133,C,87.57626041299237,D,-28.68928978211196,E,52.569889097279024,D,17.09347729076934,35.062394724692254,1
Both,US,47,-129.5141881645903,C,84.45192340637371,D,78.35493638494391,D,-57.49516915381241,A,-143.84716079751314,-36.13339353498636,0
Yes,Mexico,27,-39.15191850780894,E,-53.50704281896157,E,-79.19044240186524,B,-103.02248776268111,B,-54.69794736965417,-73.40289431228894,1
Physical,UK,88,-221.3766407593479,A,-188.45920144426097,D,116.90568961864372,C,-63.763050427470134,E,-30.151933312324026,-70.07190788109772,0
Physical,India,48,227.781053877796,E,26.92870342326834,C,3.451614911548722,D,-55.79675580097532,C,33.57782834721492,21.02841331380066,1
Physical,Germany,75,-65.0801447712231,A,-72.3892229782471,C,147.71123294282276,D,-54.110292134394825,B,-89.25443963104652,-128.08842140319038,0
Both,India,95,119.05298453629297,D,-111.16319433916068,C,74.92064401831664,B,175.4720905757282,E,220.42090147045542,186.00744519114144,0
None,Brazil,58,22.184242872429174,C,101.36658010439064,C,133.02650669226853,D,55.617463547063,A,129.55996301414135,48.38994732431176,1
