ethnicity,orientation,SEX,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
Asian,Bisexual,Female,69,-22.055080040675257,B,D,227.61225105967338,61.79395582657029,1
Hispanic,Homosexual,Female,89,-49.51611276824806,B,D,13.339804929884844,-134.66327445598125,1
Asian,Homosexual,Non-binary,88,-54.477936214976786,D,A,-28.267154619565044,-21.6772167308437,1
Black,Homosexual,Other,41,88.5205179322794,E,A,-77.58597872379399,5.669978440519234,1
Other,Bisexual,Female,55,-152.92927883846045,B,A,16.79807296691233,69.0671465740504,1
White,Heterosexual,Female,64,-30.636779797022,C,A,-89.68727632939687,-56.184816985043774,0
Hispanic,Heterosexual,M,34,-87.00973530378701,C,A,-49.8499783948746,-197.1476965540634,1
Hispanic,Heterosexual,F,92,88.66805893614324,E,D,57.67110335629053,-252.51286913347477,0
Other,Homosexual,Other,35,-34.61145392892564,A,C,-189.42944924630683,-58.28478926573536,0
Asian,Homosexual,Non-binary,73,-10.067431453632715,C,E,126.86662523576624,0.4229533667608208,0
Asian,Homosexual,F,79,22.23185905003837,E,C,-101.38558874554005,-90.75257668780439,0
Asian,Bisexual,M,88,8.600009524850192,E,C,-114.08987616883243,8.541365221019015,0
Other,Homosexual,M,71,101.61941891812758,D,B,-38.1212948037036,31.99973099411241,1
African American,Bisexual,M,98,-152.72992770522424,B,E,145.86258790015117,-89.89573122091066,0
Other,Bisexual,Non-binary,60,28.886274167435644,C,A,-108.60240115670416,136.61129416158613,0
Other,Other,F,88,-143.46239912024748,D,E,-15.36270874844875,-26.38717013034321,0
Asian,Homosexual,Female,58,-164.96592500977485,D,D,51.413635677541066,-19.175988784636893,1
Black,Heterosexual,M,62,176.62810211079795,B,C,-57.70866857144979,87.85393818413097,0
Hispanic,Homosexual,F,49,55.23964105487688,A,C,-43.89994027799776,-123.77406077272649,0
Black,Homosexual,Non-binary,24,121.2240264603902,E,C,107.58042090702209,-103.81935383758008,1
White,Heterosexual,Female,68,73.0730305165406,E,A,-35.579018994151355,102.58112608393964,0
Asian,Bisexual,F,18,-40.76944394283735,C,C,122.48353460570058,15.278558476327165,0
Black,Heterosexual,F,71,54.79625833952533,A,E,38.3556724660075,182.83923808166344,0
Hispanic,Bisexual,Female,61,36.479869790687424,B,A,68.44317943011416,-33.970185707899965,0
Other,Other,Non-binary,28,-102.21785589346749,C,E,-101.96915077098505,-52.945157333254244,0
Asian,Bisexual,F,18,-14.179669400405547,C,D,-18.873674695512026,-76.00398004053514,1
Hispanic,Homosexual,F,86,-77.90458051499076,C,E,-27.129624373634876,99.13256805334883,0
White,Other,Male,84,19.037146496346846,E,D,-10.159090997889383,-99.266195295078,1
African American,Bisexual,M,49,10.420867550527374,B,D,3.0659273414505086,92.13878137162104,1
White,Heterosexual,Non-binary,55,-0.5898798924981978,D,C,11.794185114162323,-19.488562378460504,0
Hispanic,Heterosexual,F,98,141.56112996720026,B,A,99.55103802401136,46.14556439881806,0
White,Heterosexual,Non-binary,89,-32.448054840848584,D,A,98.74867663796823,-9.246665650624438,0
African American,Heterosexual,Non-binary,91,-66.21817853753835,B,B,-236.5497107269339,43.605165419179045,1
Black,Bisexual,Other,23,91.97342967178788,B,B,-68.39637341242178,24.662303763576773,0
Other,Bisexual,Other,53,-106.23693982949136,B,C,108.72870994489003,11.0213669621621,0
Hispanic,Homosexual,Female,24,-165.75862106681103,A,C,98.54391845092782,80.49295360237268,0
Black,Other,Non-binary,95,128.3843498215638,C,A,-6.9966749869124145,-148.44362387688483,0
Hispanic,Homosexual,Non-binary,94,171.09837621690465,C,B,117.31476416669248,-102.81068062654744,1
Black,Other,Female,74,73.62454970612409,D,E,-3.92761126981161,-59.42712568552969,0
Asian,Homosexual,F,37,-44.496653717361795,D,E,-72.65252279968625,61.35451825326144,0
Hispanic,Other,Female,19,-77.99256007350286,B,A,-250.94724341774196,-54.03378050464829,1
Black,Homosexual,Male,49,-194.00133435320404,C,E,47.64235113214325,99.4343601207792,1
White,Other,M,64,29.876191618270546,B,B,9.153934425505685,-24.315456577042895,1
Black,Heterosexual,M,95,162.6871626394131,E,E,44.877488933852625,87.44395727931408,0
African American,Bisexual,F,55,45.05717265072378,D,B,69.30020131449761,-63.767367582979105,1
Other,Bisexual,Other,39,-33.17497469515918,C,D,123.41348820019793,8.291387321856929,1
Other,Other,Other,97,56.933052406265574,B,B,38.4710758358361,54.99090605894554,0
Hispanic,Heterosexual,Male,49,4.368793197528328,A,C,171.7292060979524,121.94702572615385,0
Hispanic,Other,M,98,132.53249270921012,A,E,60.52692491641086,41.19350501578397,1
Asian,Other,F,79,13.395007893506017,D,A,37.49308702193827,143.42760079550814,1
White,Bisexual,F,79,-179.49535953494427,D,D,4.047225936527251,26.584004516717535,1
Other,Homosexual,Non-binary,33,18.18105949084211,D,C,-142.457370622983,-58.74380345234951,0
White,Heterosexual,M,68,58.33096593546357,D,C,-313.8658224712069,-33.754894303890815,1
Black,Bisexual,M,99,28.729233716389224,D,A,21.199050531725273,-18.43388012299028,1
African American,Other,Male,52,124.74075860100167,B,A,-6.844077477180469,191.72960289724887,0
Other,Bisexual,Other,26,-75.93579618234088,D,D,45.619472679523405,3.0807161011311317,1
Asian,Other,Male,45,144.9778835868059,E,D,-57.433335937585106,202.92928466283874,1
Asian,Homosexual,Female,57,43.01928889197264,B,D,-91.18482379339032,-6.971355401420124,1
Hispanic,Heterosexual,Male,61,-17.071758843085686,C,E,111.13856026106473,-150.55117500572194,1
Hispanic,Other,Other,72,-88.42955145054955,A,D,4.537125563817791,-12.540474292339319,0
African American,Other,Other,88,87.70741145164908,D,A,-44.153802158494805,-88.67587671142525,1
African American,Homosexual,Non-binary,67,-91.51324831337455,D,D,116.87684369472235,82.4806068625763,1
Hispanic,Bisexual,Other,50,4.339200425753173,B,A,167.36072911108738,182.4103536345823,0
Black,Heterosexual,Male,94,-63.28260158834054,C,B,-62.17377531032851,-151.89805009708232,1
African American,Heterosexual,Female,66,-172.75213266369298,A,C,-173.6747520647441,-95.68030855709077,0
White,Homosexual,Non-binary,28,-204.16234732781396,B,B,-81.2327756100333,50.29484044807292,1
White,Bisexual,Other,57,78.08838141962309,B,E,-15.314757261865408,-98.82638381432997,1
Hispanic,Heterosexual,M,39,65.16129781627345,E,C,51.20815610060486,-64.51631308489762,1
Hispanic,Other,M,62,48.152242556948366,B,D,90.11395927075888,25.36471218301347,0
African American,Other,Non-binary,32,26.7199561938967,E,D,181.1315088907955,-66.22784123166963,0
African American,Homosexual,Non-binary,28,-39.32046995099091,B,C,-31.21443461238934,-93.19344154056873,1
Other,Homosexual,Male,62,-19.41654970292841,D,C,108.40684309210795,77.17256809403166,0
African American,Homosexual,Female,38,15.730520988819977,C,B,121.57948250880256,91.421404633812,0
African American,Homosexual,M,67,-175.08627753249058,C,E,-150.93492197649297,94.21830651011021,1
Asian,Homosexual,M,65,-47.513103235646156,C,A,120.98097372298773,97.60495886934434,1
Other,Homosexual,M,23,61.988915552672175,B,D,47.27849088422223,94.58869058728592,1
White,Heterosexual,Other,63,-54.538659205711895,E,B,-94.53902038049284,9.149836334411571,1
Asian,Heterosexual,M,33,-19.343349841331726,C,B,51.86982536633541,-35.232987674800555,0
Other,Other,Non-binary,52,-23.395030362447905,C,E,98.40369627892579,-24.12727685358246,0
African American,Heterosexual,Other,90,-30.270397596977457,C,D,111.73501320782482,186.75731901512447,1
Asian,Bisexual,Male,61,-30.457595384191205,B,E,43.790709617014954,-20.631043051936487,0
Hispanic,Homosexual,Male,31,-3.3851353554999677,E,D,90.85241879543926,-204.5403893709295,1
Hispanic,Bisexual,F,44,77.26719630826629,C,C,-70.31505927303776,52.75796511441801,1
African American,Bisexual,Male,56,59.37635060672213,A,A,-168.43235035537816,112.55827240259002,0
Hispanic,Homosexual,Other,82,70.53219603698369,A,C,6.993978883094297,97.05240466407031,0
Hispanic,Heterosexual,Male,38,-140.88427751854934,E,C,-166.50194533587285,-104.23578419878308,0
Asian,Bisexual,Other,64,-67.15855054023169,E,E,-35.44782829811265,32.47836115029445,0
Hispanic,Bisexual,M,32,34.55032827771325,E,E,3.5225490908097754,-20.4022546741731,0
Hispanic,Other,Other,19,24.215509094612766,D,C,45.342543073121576,106.60503977666995,1
Asian,Other,F,22,19.09515733371567,C,C,48.12635223741786,42.52468644766609,0
African American,Bisexual,M,55,57.257237363532575,D,D,16.408905234985923,-150.64070141513764,1
Hispanic,Heterosexual,Male,48,106.09262555530022,B,C,-166.51342028158962,-141.82790699231035,1
Asian,Homosexual,Male,92,30.665026752901635,B,A,31.666633858070803,-289.02144159710616,0
Hispanic,Heterosexual,M,76,-5.431615332406847,E,D,83.99171546343963,31.500881499985557,1
Asian,Homosexual,Other,57,-49.677155083530096,C,E,-266.2135202665016,-58.43531975818629,0
Black,Other,F,95,32.018679688017606,B,A,-135.91575735313913,-185.77329698518395,1
Hispanic,Homosexual,Non-binary,97,128.18605392073894,E,D,-37.351182122847845,-5.553551192029079,0
Other,Other,Non-binary,76,3.4211095615177336,E,C,-56.69163131131605,19.211443483972193,1
Black,Bisexual,Non-binary,56,191.99457072822526,B,A,171.68220951801308,152.2909401084775,1
White,Other,M,23,138.62998766082274,C,E,24.846802656139186,118.17590083361623,1
Black,Heterosexual,Other,64,-97.95895714473727,E,A,34.86077142011136,-211.5873901141337,0
Black,Homosexual,M,68,-82.82613202910164,B,D,45.768291666438344,-107.75171108618284,0
Asian,Homosexual,Non-binary,33,204.5449194126132,D,A,-103.40264522948802,54.5740558798813,1
Hispanic,Homosexual,Female,62,4.323080375560924,B,E,-6.169745725844715,97.16006105059648,1
African American,Other,Other,57,-45.902197279908954,D,E,-107.55607869839051,43.23779716964498,0
Black,Other,Female,93,66.03211974090259,D,D,37.82183684689317,40.91204007452763,0
African American,Heterosexual,Non-binary,55,84.81219717603035,C,B,57.9026241789926,120.94810149339301,0
Other,Other,F,68,-52.15945743187034,D,A,34.903387206052116,-5.156461281578446,1
White,Other,Female,32,-129.5402030956913,B,A,144.72887756235673,-218.26269136410886,0
Black,Heterosexual,Other,71,142.5515905143052,B,E,62.90088674356493,185.7174758558024,0
Black,Heterosexual,Female,51,-6.020380014503413,E,B,157.12522366719335,54.2858538409234,1
Other,Bisexual,Other,83,105.08969294388235,C,D,-70.15281549677889,-125.56225163779307,0
White,Heterosexual,Female,78,63.31984199229158,B,C,-70.79984730698521,-23.027979659679794,0
Black,Homosexual,Non-binary,26,-6.679999270086473,E,E,-117.42642051274802,-38.47082132373925,0
White,Homosexual,F,30,-51.58933705681562,B,D,-216.73894301606686,145.64615531235808,1
Other,Homosexual,M,39,19.150606939297127,E,E,-54.858241088501515,15.736686467314698,1
Black,Bisexual,Other,51,50.49898084409531,B,B,199.09843695520587,-66.03195541700985,1
White,Other,F,31,-16.15046207594557,E,E,134.19891338572506,68.35052231623295,1
African American,Heterosexual,Female,45,28.974391279394347,D,A,-44.9196535538494,75.36714657637398,1
Hispanic,Other,Male,65,-153.48236005249862,A,E,-8.637363346126175,84.30430768030507,1
Asian,Homosexual,Other,94,42.66451060151923,D,B,-51.36870936658664,-78.87578658574922,0
Hispanic,Other,F,63,5.452301422930148,D,E,51.95752038628817,190.0249789649463,0
Hispanic,Bisexual,Female,66,131.80456043527968,A,B,-87.83551837288101,-46.50814705975539,1
African American,Homosexual,Female,42,65.48086891916479,C,E,-119.16186551291696,-40.788123322982635,0
Hispanic,Heterosexual,Non-binary,56,96.27199732184444,D,C,-23.591318468566612,-185.05886749829745,0
Other,Heterosexual,Female,80,4.790467709299289,C,A,-23.637916605553915,73.77148935333432,1
White,Other,Female,59,-123.01484201584827,D,A,-81.8988019840845,-44.22142804984887,1
Hispanic,Homosexual,Non-binary,54,26.467117389098487,B,B,-42.170071737168996,29.871291659750916,1
Asian,Heterosexual,Other,43,120.44409536809364,A,C,159.10421193945513,8.336965608952779,0
Other,Homosexual,Female,75,-130.88664957946295,E,C,56.02102856103643,110.92422008538658,1
African American,Bisexual,Other,44,-18.895081245167653,A,D,60.6637536246848,-55.58618768726827,0
Hispanic,Heterosexual,M,48,-78.77354641876,D,D,-77.94454806545683,-36.31952163067998,0
Hispanic,Bisexual,Male,22,114.72436238684736,D,E,253.34334401114114,-51.11878498290374,1
Other,Bisexual,Other,40,-84.13296799989064,A,B,-8.315122884131998,125.82544783685154,0
White,Bisexual,M,33,40.25051846885941,D,A,-84.38616233012247,-56.42187299016458,0
Black,Other,Other,59,-153.133000662658,D,D,165.86596184861847,-14.322562981798152,0
Hispanic,Bisexual,Female,75,90.53266850958173,A,A,-102.55592648079899,25.83851655044794,1
Asian,Other,Non-binary,71,109.42831314389798,A,B,15.265639813646196,-197.9708434399389,1
Asian,Other,Other,46,-18.366191405216423,E,A,129.18615477415193,43.40457583992199,0
Asian,Heterosexual,Female,33,-96.35357878315304,C,A,-2.030432031283055,137.6562067764068,1
Other,Bisexual,Male,25,-164.88039741432414,C,E,13.974684210027183,91.25236224447958,0
Other,Other,M,81,-11.628069625248836,D,A,53.27962080706534,139.3685227096105,0
Other,Heterosexual,Male,84,140.10476439055574,B,B,-111.83826180976482,-65.40141402717764,0
White,Other,Non-binary,92,-24.17705744987396,C,A,55.9034155815838,22.64913743410883,0
White,Heterosexual,F,61,-99.90276003159082,D,D,99.26031548812941,10.408008279580445,0
Other,Heterosexual,Non-binary,84,21.813240297034664,E,D,-30.25763854396749,40.14985915190521,0
Other,Homosexual,Male,47,43.71241616157654,E,E,-126.080826630693,24.60701869164204,0
White,Bisexual,M,46,-12.720159658306308,E,C,-268.9921926500415,66.57794899502107,0
African American,Heterosexual,F,79,76.22438884689177,A,C,-145.7592842326681,114.2126704978893,0
African American,Homosexual,Other,27,-176.49840785493745,A,C,-90.96674588055208,28.390235858053686,0
Other,Bisexual,Male,96,64.59101868562433,E,A,-140.39138636683347,23.32610141842867,1
Asian,Bisexual,Female,37,-137.2728422181195,C,C,-69.36577712978553,-20.358080925688206,0
White,Homosexual,F,50,-72.18351745688871,E,B,91.58768395177788,193.11629991673271,1
African American,Bisexual,M,72,24.444887087103908,D,A,-26.751196973425905,118.05008184523413,0
White,Other,Non-binary,46,85.13904077209543,C,E,28.797620577992777,-132.90897277154565,1
Black,Homosexual,Male,79,129.02293142628503,A,D,97.25496864998914,-201.51256810069071,1
White,Other,F,33,68.98121025691624,D,D,19.97644728488209,-148.99987485409434,0
Other,Other,Male,63,40.9892006597478,A,B,-74.25131222354142,46.469906519145816,1
Black,Heterosexual,Non-binary,96,-62.6776957565698,A,D,-81.61073898280073,187.06424803544252,1
Hispanic,Other,Other,68,54.37802677138542,B,B,148.4697521624582,41.23245423713545,0
African American,Heterosexual,Male,84,-49.34152351917429,A,B,117.94306304312465,118.09737405487901,0
African American,Other,Other,32,-72.76415743541557,B,C,118.06312449325466,181.57923754063046,0
Other,Homosexual,Female,36,-98.9896560369113,B,D,-23.363839810220636,-112.00041488909464,1
Black,Heterosexual,Non-binary,34,-10.323199480232,E,C,263.2360765516636,-70.12915685300185,1
White,Heterosexual,Non-binary,71,50.98767442350076,A,D,-40.29896210075568,-215.81059816118358,0
Other,Bisexual,F,31,-100.71035497344111,D,A,-90.02958663903917,40.459087063425486,1
White,Bisexual,Non-binary,53,-5.279687671066021,B,D,105.7613702420864,-44.77717311882809,1
White,Bisexual,F,83,-37.68992059124541,D,A,115.5461605030905,44.88544286689037,1
Hispanic,Heterosexual,Other,95,102.25981480048951,E,D,-6.027449252489303,-70.60662941508895,1
African American,Bisexual,M,58,38.97981337922595,B,E,41.272335256003686,42.47817470379754,0
Hispanic,Bisexual,Female,61,-281.18783188325864,D,A,42.49173750230549,79.32108762891981,1
Black,Heterosexual,Non-binary,99,134.20167520434165,B,D,-73.43011317858495,109.12529511369517,0
African American,Bisexual,Female,98,-15.693104943539002,D,A,40.47405732601838,115.33829543612902,1
Hispanic,Homosexual,M,27,-98.58859026019114,C,B,-25.77484391833057,-75.18566030589695,0
White,Homosexual,Male,57,57.35362612211637,E,C,-148.19160584552156,-233.65474907640103,1
White,Other,Male,30,-167.34012703079387,A,D,83.85769526366896,-108.83194048975446,1
White,Homosexual,F,67,-105.4156875532072,B,B,-14.051906784200801,18.087317154051195,0
African American,Other,Male,99,-115.08597878203256,B,C,46.11153968335522,-54.72903376944891,1
Other,Other,Female,66,154.52238916565412,E,C,100.09666971134696,62.433458423231194,1
Hispanic,Homosexual,Other,27,31.168513179880748,A,C,-45.12942065901472,231.8026291314348,0
African American,Homosexual,M,59,55.34591071409236,E,A,-63.44050093520368,40.17381476507636,0
African American,Other,F,57,16.615830867249045,E,C,16.247480073840315,95.68526600804482,1
African American,Heterosexual,Other,28,125.06007220486417,E,E,99.35782420373272,66.54715041032745,1
Hispanic,Other,M,65,65.85324792761301,A,B,62.35765783643744,-90.36251529832201,1
Black,Other,Non-binary,37,-150.4624316335486,A,D,-34.040757751332855,42.09317190294949,1
Black,Other,M,44,23.797207302480004,D,B,9.732548708016713,53.58976370014174,0
White,Heterosexual,Female,90,193.34478966867337,C,B,-187.0599928129411,62.13626893968347,0
Other,Homosexual,Other,87,84.2451212798934,C,B,-32.19655088217883,-116.81515741817856,0
Asian,Bisexual,F,56,-30.458195673012266,C,E,-17.796641410506904,47.99171948482911,1
Other,Homosexual,Female,74,16.903543253622978,C,A,158.55564633356886,-27.50119090518987,0
African American,Bisexual,F,65,-56.24507813583014,C,C,-44.53421427190401,150.61199925181458,1
African American,Bisexual,Non-binary,66,109.64775624044616,D,B,-16.81399152415636,73.43625678151055,0
Other,Other,Male,94,7.472468855888812,A,D,-111.13608288463797,76.74525679286592,0
Black,Bisexual,Female,69,-68.22270363519387,E,C,-33.206856973290684,56.66087342718911,0
Other,Other,M,32,223.88924854705832,A,E,-13.742728043433052,-53.84058332745552,0
Hispanic,Bisexual,Other,36,-50.535107008574506,A,D,-133.1325301184674,24.180322653599085,0
Asian,Homosexual,Female,94,243.07731664600274,E,A,98.07553436793809,-13.637036952196393,1
White,Homosexual,Other,93,228.4612282897275,D,B,-9.750447217026785,81.94958425336382,0
Black,Other,Non-binary,22,-72.46754383218891,A,D,-34.037959183206176,107.93612916258535,1
African American,Bisexual,Male,22,35.04418654186255,E,B,97.5635363263218,65.92133706883381,1
Asian,Homosexual,Male,86,58.83651462305095,D,E,-102.7407176508051,-40.62838437818251,1
White,Homosexual,F,56,87.02466436138802,D,B,12.463362813441906,-215.24983207551017,1
Other,Bisexual,Other,67,42.5347152279911,D,B,14.361966307568327,-115.74668682795009,1
Hispanic,Heterosexual,F,70,175.55493966643684,D,C,26.97479016164798,-3.4211386997335365,1
Hispanic,Other,Male,51,11.795740346685617,D,A,9.522694327702478,183.91141228978987,0
Black,Heterosexual,M,72,-137.48094250946278,A,C,-10.544680099266051,-46.72924296675004,0
Black,Other,Other,51,34.314707171131865,A,D,67.09690615925248,53.23961256643944,0
Other,Other,F,95,119.49926137710354,E,D,-174.78787379385201,-19.495572074573566,0
Asian,Heterosexual,Female,80,-37.632546051994595,B,E,-7.531661057996083,-154.8566316739799,1
White,Bisexual,Male,18,114.12434737938636,B,C,-33.22778287731258,-59.19057932075842,0
Asian,Homosexual,Female,31,-43.38555782741906,C,A,66.2364561200447,-24.99807145500861,1
Asian,Bisexual,Female,38,-124.80412878952411,D,A,-57.84062214799729,34.568938379722944,0
Black,Other,Non-binary,52,0.5191866729250334,E,C,-71.4465450305657,28.84963645489698,1
White,Homosexual,Non-binary,29,-123.49147996027743,C,B,36.90332825627449,-7.024827151907215,0
Other,Other,Other,47,-2.1871163157232316,A,D,64.24634204876854,55.1088003848466,0
African American,Bisexual,Male,90,0.15832384629466767,A,A,-103.32254689520481,-96.00268886764133,0
African American,Bisexual,F,20,-75.52375425688746,B,D,-38.10680188746417,-163.76314327283768,0
Black,Homosexual,Female,54,-130.4436048665051,B,E,32.490507802392514,-135.81405348231945,1
Hispanic,Bisexual,Non-binary,43,-24.728728051586906,D,D,-90.67963758057196,-150.6974884731844,0
Other,Other,M,37,-159.1547306009169,E,E,112.89549986361156,34.160341926520424,0
Black,Other,M,56,-58.057960077774176,E,D,-11.020168411514675,32.581951977531496,1
Asian,Bisexual,Other,42,-61.98774048571612,A,D,66.24430414094805,-101.01778100376502,1
African American,Other,Non-binary,37,81.04298255494975,D,C,-45.1572775464789,137.75844603776287,1
Hispanic,Heterosexual,F,36,-45.96993195892296,B,B,41.297051542696714,-14.561586515532953,0
Hispanic,Homosexual,Female,43,66.48181906648836,C,E,104.04752643181008,137.1415340529794,1
African American,Bisexual,Non-binary,60,-71.29335295832139,A,C,-221.42242062419376,83.45424222794263,0
Black,Bisexual,F,56,-129.21113803728363,B,A,-99.29637813057379,109.44605131525047,1
Other,Bisexual,Male,42,-150.58191907819588,C,C,24.230164426567587,-12.666247124111004,1
Black,Other,Other,50,-33.81059809914569,C,E,42.01076054111833,50.937167241919845,0
Hispanic,Other,Other,19,176.67680751731794,B,E,182.7562678483307,-147.69705916827593,1
Black,Heterosexual,Non-binary,50,170.42425084536393,B,C,-79.57824449574245,-200.92967725844412,0
African American,Bisexual,Female,96,78.04539799803098,B,D,-33.77948360992161,23.92359233423932,0
Other,Other,M,82,-151.04451772484822,C,B,43.27789956260176,-135.73620296956705,0
Hispanic,Bisexual,Non-binary,48,85.20779322645198,B,C,-109.55176567782974,-51.686294210002806,1
Hispanic,Bisexual,F,38,-130.27521318557558,D,B,54.25174856787681,26.889998471206784,1
Black,Bisexual,Male,31,23.696470681436463,A,D,-46.842508164520176,-139.85054386931102,1
Asian,Heterosexual,Other,72,6.020303325135968,D,D,94.79145303215168,35.70209358605579,1
Black,Bisexual,Female,40,73.67899943200501,D,B,42.19671544028169,-8.189374192341752,0
White,Bisexual,M,41,-148.3517132036497,E,D,-85.40819666543368,-16.1799692748105,0
Black,Other,Male,57,-61.6124141691313,C,D,-108.96672448907859,66.07399579755946,1
Asian,Homosexual,Other,38,-99.30868268713226,A,D,3.658296866033213,-72.1497082586877,1
White,Bisexual,Male,66,82.95792908548579,D,D,-7.665141887834393,-133.7093996990635,1
Other,Heterosexual,Other,83,118.34072906588868,E,A,-61.75483377769043,-90.9807379153288,1
African American,Other,Male,82,88.85310380582357,C,B,-165.34653053353665,-101.87411124078287,0
Hispanic,Homosexual,Male,53,123.46266830051202,A,A,-97.1865911673922,-61.869248264312105,1
White,Heterosexual,Non-binary,65,104.12430792037284,B,C,46.49217832894644,35.87183678648573,0
White,Heterosexual,Other,86,-9.603152553136564,C,E,-95.1241275202883,-98.71313291652298,0
White,Homosexual,Female,59,-92.8789761206323,D,B,-2.435666348604679,170.19604574927632,0
African American,Homosexual,Female,72,-139.48890691174753,A,A,10.476855797236936,80.05205606821156,1
Hispanic,Homosexual,Male,64,-4.829830179719561,E,A,-124.317617565712,8.495061577529148,1
Other,Homosexual,Other,67,-164.03174810733537,D,E,128.5078706262192,92.74777036157926,0
African American,Other,M,73,109.23050376706891,D,C,32.962472036403526,-31.014740767345934,0
Other,Bisexual,M,94,-36.82953206574751,A,A,143.54109357086284,-12.220696771006551,1
Other,Other,Female,30,27.96154526025451,A,A,-93.70840519960095,2.8720440098472215,0
Black,Bisexual,Other,39,-28.513637564369986,E,E,41.20518731056337,126.08947423151086,0
African American,Other,M,73,20.415564846954545,A,C,5.031869653150718,-104.04708193562435,1
Other,Other,M,68,90.98501058674537,D,B,144.50365021675756,-240.38164293739027,0
Other,Heterosexual,M,68,23.70312468841762,A,D,-239.85008954443018,20.46902947927273,0
African American,Other,Other,63,-67.52730566915707,C,D,66.925770502103,4.149156537464563,1
Asian,Bisexual,Non-binary,44,-260.791634338072,C,E,23.202495805022625,29.610113061950678,1
African American,Heterosexual,Male,63,-53.6145440920451,A,B,85.2593801093781,69.94442591001886,1
Black,Heterosexual,Male,32,-75.48941299888676,C,A,-123.95940867563185,107.1043284678385,1
Other,Homosexual,Non-binary,79,-1.7395140725653593,A,E,66.00755101346824,80.08978117195198,1
African American,Homosexual,Non-binary,50,-48.66163629022277,B,B,148.10882794153343,23.585337690592077,0
Other,Other,M,51,-91.72862790824769,E,C,-25.72849388750673,183.55943555792402,1
Hispanic,Homosexual,Other,65,36.365485257722405,E,B,43.06971416905232,108.09217511065717,1
African American,Other,Other,21,-58.31036668719845,D,C,-169.9992515668741,0.33540567851801256,0
Hispanic,Heterosexual,Female,56,107.47207999762477,E,A,16.19563544251109,-188.59386860484676,1
Black,Heterosexual,Other,18,-81.84520797416907,D,D,32.167406145119514,115.28863925254223,0
Black,Heterosexual,Other,80,109.89522585646397,C,D,95.28272630580487,-136.05065972223196,1
African American,Heterosexual,Non-binary,45,19.14310638375564,E,A,-205.51285382266138,-83.3472700171956,0
Asian,Heterosexual,Non-binary,65,-281.3568267465269,A,E,-155.55152011375785,179.10050047255143,1
Hispanic,Heterosexual,Male,49,-37.97466065311668,B,A,1.3811482819901837,-99.48852085567464,0
African American,Bisexual,Other,92,-48.63648761676855,E,C,101.3531589000324,2.999507900536494,0
Asian,Other,Non-binary,41,-124.57720169663062,D,E,173.043786708159,4.152160450374858,1
Hispanic,Homosexual,M,61,-242.3413990873396,E,A,43.605356746460515,-117.78589011196622,1
Asian,Heterosexual,M,25,6.05499681939606,E,C,54.60818110877362,51.68024713098907,1
White,Other,Female,77,106.9216531941609,A,E,51.22339342662602,-222.30482901131393,0
Other,Bisexual,Other,47,6.164661988701058,C,A,28.340214213799875,-152.78561003168133,1
Hispanic,Other,M,77,-41.29527899355993,B,C,49.078591672116616,-119.78246523416843,1
Hispanic,Other,F,67,263.2772212520773,D,D,-64.38395344225736,187.05121596417143,1
Hispanic,Homosexual,F,66,34.38785274567433,C,E,30.24481915991477,7.183373348226595,0
Black,Bisexual,Male,72,-79.51530688516543,A,E,136.27900192158222,-103.59307728385534,1
Asian,Heterosexual,F,29,-90.41325765623924,A,B,51.607873750787135,180.74223769435,1
Black,Bisexual,Non-binary,59,-67.97025433006293,B,B,-119.05955949159714,172.95601094810866,0
African American,Homosexual,Other,63,-171.4778479893783,A,E,-62.16097186554085,42.09876109749079,0
Black,Bisexual,Other,78,-82.02468614496328,B,A,-99.75207158821036,-209.13869915231032,0
White,Bisexual,Female,31,28.399713822527428,C,B,-38.083974150716124,-70.11818140735498,1
African American,Homosexual,M,63,70.55041611511021,A,D,-49.27881559248479,88.96026803268137,0
African American,Other,F,88,-159.3295048952775,A,E,25.811867381136373,-10.580048561032822,0
Asian,Heterosexual,Non-binary,60,159.11181713500736,D,C,-12.122074195699149,-118.76975659549427,0
African American,Heterosexual,Male,79,114.56557545721111,B,A,-91.7323604747403,-232.50133478258272,1
White,Homosexual,Female,38,-149.8784479874432,C,D,-106.09518545967778,-322.02508194160777,1
Hispanic,Bisexual,Other,36,-38.096273285585305,A,D,-87.2747771941996,58.81752234607778,0
Other,Heterosexual,Non-binary,81,-59.076707148487316,E,C,-94.07577426898992,51.54604587778668,1
African American,Other,M,70,17.498041293966267,E,A,-37.6714442410022,231.09622838349776,1
Asian,Other,F,64,-24.436901184215277,B,A,140.59819891211026,17.305001730017715,0
Other,Other,Non-binary,91,-126.64724348154546,A,D,-106.12536217018021,-124.51800795644417,1
Asian,Homosexual,Female,92,75.52103128504784,B,A,5.393683816822622,4.796645773811604,1
Asian,Homosexual,F,18,-71.03772807282567,E,B,7.147118571231468,-70.98650178673856,0
Black,Other,F,57,64.60741260472612,D,D,-47.75800091143435,79.64447152418535,1
Black,Bisexual,Other,42,7.856500060892327,B,D,79.70702017415086,-75.63184526688318,1
White,Bisexual,F,58,-74.39456291846213,D,B,-96.52237034689833,-4.9327219947714,0
Black,Homosexual,F,34,-114.56522008985091,D,E,-150.7706481011176,132.52973613563154,1
African American,Bisexual,M,28,183.02967919791004,B,B,51.45769781586268,121.14373430968853,1
