Veteran,married,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Veteran,Divorced,88,C,40.090269816943945,E,26.67932172495301,135.2430304125053,191.44358371263252,D,60.78579091907843,48.68677812430293,C,-8.46382664177113,-82.39662713576446,-195.2231753248553,-46.09617446761891,C,-63.80075399647058,26.54345288602858,-183.52035699643207,1
Yes,Divorced,27,C,-39.14460925486185,D,-20.910386684348506,139.86123710815815,79.64819668642141,D,160.19847940978016,93.74581800952238,A,94.56690782332714,47.836029238199515,-55.4533097807146,-102.0942065249824,E,-185.64202696895424,-16.331908986489612,15.515559702712256,1
No,Single,67,B,-218.6798485012219,C,-111.2185305566714,-69.41674532921967,69.29517854459884,A,-7.7915691765339234,-199.3437936449549,D,64.00822250602954,-38.26727947237116,38.40296711842272,-155.68155664221268,D,43.39043919570325,-49.63971058308576,142.2672979719427,1
No,Single,24,D,-131.3970303779402,D,44.01681002611874,-131.37297286734702,-136.1085555198745,B,-139.51952668750212,-92.52250424142731,B,-46.75907204786235,-6.061204940090663,161.39284096841232,-61.076916456747895,B,-111.14117958022327,7.355876636892747,83.08426677891953,1
Non-Veteran,Divorced,60,A,74.38943373151551,C,-27.358889942960168,19.74897102001866,105.40563873936412,A,75.97282930175852,17.261466291285256,A,31.527008432410835,0.03798230364127029,-75.56679774004611,-70.31130732952711,D,-8.971127258272682,43.913074884468976,127.32168933184002,1
Veteran,Divorced,99,A,8.502737402389732,B,134.0449902504371,-144.46168904582024,-75.48303438502806,D,-66.9662521057733,-10.950094051111503,D,-102.86458142072739,-38.70221598881098,-2.490293867480207,-9.029902547080546,A,-54.880467439841276,-13.465023211379776,93.79938274227506,0
Non-Veteran,Single,73,B,-56.794094895556235,D,-9.119905795228215,-30.320145443841746,-208.98876848728239,D,81.1331656535501,-148.1282837945325,C,208.4286446125521,67.54441631542828,-84.1966073368977,-4.786924908746829,D,23.95043614920331,-203.6430782340584,-3.2155984621971943,1
Veteran,Widowed,78,B,-40.56513359264973,C,119.73359323238628,-80.59581112491252,24.19722874116481,B,25.97002273913569,173.19386082342535,B,-9.296987047403912,-69.6852455518408,15.291112469022424,-49.59883610697238,B,-102.78038937937556,46.22069733524968,-94.41552414923974,0
Veteran,Divorced,90,A,-56.26197163139025,D,8.735319672504325,-79.1438922855407,29.484331091382554,B,2.8131664810900245,-50.606555661612916,B,154.59470394155736,-132.41094957144102,28.229514827587458,-61.66371650006639,D,-101.56641284222994,178.95983263461693,-69.2668277762047,0
Non-Veteran,Widowed,71,B,-31.034456216813005,C,72.87386305467153,41.6744477839236,75.99548982776447,A,82.99080813765258,20.838941128200524,C,136.27442113711575,180.56744141788846,99.2134114564809,-32.79730296039444,A,-7.29203268958378,29.47077520340412,-31.04284887210636,1
Veteran,Married,40,D,144.59799501083214,C,37.98482981390511,-114.33328365530937,75.25756710881781,E,202.4275843199791,-15.611988280138481,C,136.55614755089755,-0.08731493748777766,201.79990158829474,87.69937000013917,B,-35.794630853035144,-100.45498633165941,-8.143794001883842,0
Veteran,Widowed,73,E,47.244649107380255,B,83.65798542842822,39.84513378486017,-60.36758753827317,A,-151.68043910756063,119.29601450668694,C,31.7687687472393,165.12420152515944,-25.094462325347333,46.156137433145865,A,109.78788259315408,-86.15631347985953,-9.894798189354676,0
Non-Veteran,Single,82,A,160.05161649504853,C,-21.170655649239283,-88.11811543909083,22.883280552292646,C,62.0553674296842,74.60121957709627,E,14.95321558401977,-76.56288078088396,-167.9770577701968,-219.25968605862812,A,-4.896407985241715,-30.215172933432072,122.60724539762928,0
Non-Veteran,Single,40,A,29.57689972739159,A,-11.322674289063468,51.67861859472631,-73.90488473800215,B,153.35874013973825,22.42474519086836,B,57.73329252651399,-73.53654552897744,-92.19326891865786,133.39261574235883,C,147.97830372741336,56.18124413566419,-41.20722348555031,1
Veteran,Married,86,D,-96.34654790254676,B,82.91091581981243,79.1800400698986,91.90822643009574,C,0.15451876198075293,-139.92477299637045,E,122.92251932199991,38.93832790129989,60.23725992586898,17.19313213050149,A,222.26778244185655,-83.94556938265487,185.26628945864388,1
Veteran,Divorced,49,C,-32.47283616540268,A,-44.08004453425565,167.1180361920352,26.249234614869515,D,-72.23172731996078,25.666193507806927,B,86.14222998862982,-51.75619522396646,64.7734912946827,-123.73622365206268,E,-32.24193470375097,-26.266625720380688,215.53912596302212,0
Non-Veteran,Single,40,C,-263.53090041866005,D,69.2059595180649,31.882504297436356,6.317043825993964,A,-156.899684974812,-6.418523399611144,C,-15.070695753057015,-49.45425214356119,18.810457744265285,-118.9245792109949,D,167.73415237704222,34.3670345400583,-136.26092048668906,1
Yes,Widowed,49,B,215.53158279956838,A,-7.874810307484193,10.362236383570629,-137.55020124288723,B,-43.11165794382254,-300.6078725454457,A,69.86443437892045,34.77674701937937,12.713520624529432,64.01103999262038,B,24.354041955667615,121.45826997674725,-79.2523877477192,1
Veteran,Single,31,C,-12.369316632908042,C,147.98064365446342,104.61219645590558,-1.307242739841207,C,29.029909915799518,-132.02231405445838,E,196.45737561259972,47.457136161693576,-143.24836471624786,-32.09922150673254,D,109.98006224514879,86.41963728328085,42.04350010099346,1
Non-Veteran,Married,71,B,-93.87794703711168,B,-78.59617663989908,1.8802154571157252,-65.28861230278841,D,-177.27304280532908,213.74466516890968,B,-144.31955429073204,-141.04566123407676,84.99638656771587,64.98079815893986,B,36.02102744985236,-52.343518969190185,-50.07993436742218,0
No,Single,93,A,154.0996621081257,C,-70.60237101300055,-18.008535629040225,-44.291999490482816,A,-66.33792669867177,41.078569613346296,B,-189.9274717682676,-36.88369867530378,90.5553979909467,49.33142143555262,A,-103.12788546015985,-32.753741799675865,-1.3384344703863233,1
Yes,Widowed,44,B,-57.146939708903744,C,2.6178914775055246,-102.82255208576171,152.10875997875286,A,95.18510680732626,-6.652361754785783,E,-29.473817994657598,4.279359017268625,48.843703959991686,209.68911824142856,B,73.82660048477356,53.0483677102463,129.45947495546238,1
Non-Veteran,Single,72,A,28.187771157895792,B,-59.944046716606394,-91.14989105233715,-40.844895196733674,A,190.2091551768211,249.7329916316139,D,222.4311834760556,180.58063668118544,112.41870954236998,44.53580890295856,C,126.58080998470591,-42.26376302284033,-125.08001193783396,1
Veteran,Widowed,87,B,119.98593045483791,A,-129.73536747810405,-109.28086705072681,-143.56159909614792,C,170.2994954208957,186.24150226866615,C,74.89113502243517,-68.40929012961867,44.984315872156124,164.06617862920854,A,-40.28715825867184,90.66169986034438,47.53732122631546,0
Non-Veteran,Widowed,50,E,-11.567302844499348,E,-151.58802713043036,-12.361630310569941,-22.042618057335016,C,9.825375266005382,-180.23325187265152,B,-40.22972436858508,117.81476760832066,-306.5066043428279,35.40449085534026,C,35.190099199660004,-31.299184176416027,163.66537981253938,0
Non-Veteran,Married,79,B,214.56903886781254,C,70.86790783003582,47.09957458192008,134.17948419576155,C,-95.06087791259162,-118.87085656918006,E,195.96009828278645,85.67822531823303,120.48563853833825,84.89576033014481,E,71.0376278341645,-201.0503863388854,91.82195115717631,0
Yes,Single,43,C,49.5944905074206,D,-11.182633531677471,128.8947043440726,54.97091368333834,B,-118.11524347680388,116.45729446536922,A,-4.5544878617362965,132.15782877060488,35.00871904666268,-65.32517413734632,E,-134.71228054520034,69.43281534978688,-83.81036066276583,1
No,Divorced,54,C,142.62776402108867,B,20.811665065469604,327.88765387948996,38.98520253751275,A,225.6221873674319,81.93355052495053,A,75.30740155489451,-100.17158084004467,46.37540942663488,-121.71651925096536,C,-50.922943527413636,-76.25051584999812,126.22659793652909,1
No,Married,54,D,40.57363644653355,A,122.71422783238246,149.09790740407587,-60.73884943686858,B,-51.65015535818937,196.4760370958443,A,162.03460978313765,143.11395088963553,-186.04992715374115,127.376479763744,E,45.8173714873186,8.298832233696867,144.36587500884772,1
Non-Veteran,Widowed,24,E,79.86805911016206,B,-63.09006802190419,54.743909696176,-27.861376588525545,E,9.130111659862461,-53.49497833139506,C,-52.202244113510865,-122.45445841587377,-7.188548439012964,62.21083913382637,E,70.93614232348905,74.97520282337297,102.10819769990067,1
No,Divorced,44,D,-12.674137598455873,B,1.900955610629297,144.440918592862,-140.87222558641176,C,0.2480989466800507,-2.7415261951738703,C,1.2775933195137201,50.22036564103015,-66.41174219188534,24.271879060189228,C,111.90279757666633,-72.41925797016317,-10.687632103173854,1
Veteran,Married,52,C,-4.581961272685479,D,-151.85748365882975,-66.96332511018616,14.533078447651459,C,-16.64864934196289,-3.32746368782276,C,-14.546744933234002,-119.48815770311366,-134.20291071450677,-113.76273994512287,A,-168.1939976198679,51.82055700987797,37.13045083446815,0
No,Divorced,36,A,0.15933613224757823,A,91.90603794387773,193.6896490698084,142.11550120650688,B,-29.78104893472534,99.21507475054867,E,-82.68211226691238,-4.420931008652864,11.430611799971304,109.51354523648955,E,-14.478657736155029,127.16510250003196,144.45313873871442,1
Yes,Divorced,83,A,-111.44259745657892,B,-73.52876190946253,18.895715455154548,-55.37915947696766,D,-5.564625682489916,70.82374349346166,E,-135.50301762958858,27.455102362320233,138.24117937928543,246.6984381264743,A,42.05501608450328,-167.59201944047473,74.29508261574043,0
No,Divorced,61,E,-77.73108869478277,D,53.742720484837015,116.90317773247389,-47.99292052532521,B,18.249272079460553,70.70758910234346,C,-72.00381440709866,-74.7972175842817,-85.20363443569097,37.070148414780775,A,28.992322658496416,-116.71240248382948,-37.52284459308837,0
No,Widowed,56,A,124.99833172418597,D,-77.63931742912965,43.30192543357258,-232.3607589879686,C,-37.725945972275895,87.72348724581505,C,70.93049442354975,99.91880873114897,34.54362143654751,149.08767917663903,C,-24.464033668120795,-36.06350315836467,171.48690889881664,0
Yes,Widowed,22,E,-266.9089538432464,C,-51.99252952546741,-66.79002698259319,-5.599930541271381,D,65.75055274455259,-82.11501079097839,E,-4.0880107265829375,42.41960006898138,-57.83298836053644,-37.81267809252709,A,-76.63839394292523,26.638209633763854,10.765887827174549,0
Veteran,Divorced,50,A,3.2152940778883075,B,-165.98706694777482,-39.111076205046615,129.24107287886503,B,44.846155273161756,123.3903366349815,B,-196.85073490316523,-42.81227735514507,-8.228214961773068,60.26290170770782,E,89.43320551362412,-293.7053522801156,90.67839524480202,1
Yes,Single,21,B,-257.64678459079977,E,-2.576791742757452,-85.02300993153025,79.46681968028922,B,4.694392078501236,58.78997052724735,A,-168.03954239250675,66.50311123471995,-55.799478361718904,84.41649397704005,B,111.16483008791491,74.41348954949211,25.453352159777616,1
Yes,Single,26,B,-56.72281157113821,E,-124.04609651917391,106.16856724704402,-32.240854207994744,A,-118.81402481978434,109.75492231318304,D,-3.980567024691424,-45.02424757701074,47.711585076822246,231.56316949362275,B,57.988675073474504,26.98444267747398,-117.36523324035815,0
Yes,Married,95,A,18.371906756810414,B,116.91583672026375,153.45527785361543,102.17580132104878,C,109.29920946205904,-55.00011647972936,C,-43.46504621037201,-30.89721081933861,132.01043001245532,-77.43359425310159,B,50.65941276614827,-34.254950332598554,-44.29155771156958,1
Yes,Widowed,49,C,12.312652263683239,D,-62.49544700037788,1.663486281225719,-293.04898053233035,A,-81.14114254321674,-72.36401547274842,B,31.6948318548396,-180.28134874020387,-62.026234609940936,-55.96558734629294,E,105.6012901320714,31.896026657303008,-123.93576059716591,1
Veteran,Single,57,A,-168.2783283028034,E,-11.980958651522657,-88.18829565845601,76.84411459263212,E,91.50949397569755,-123.3387105136224,E,83.53338598340306,130.44505079107984,-60.20413492025776,64.76839901324341,B,6.735024734439925,74.548349041194,149.28693991166674,0
No,Divorced,32,A,55.20162133098253,E,267.7105652266856,36.8935700244538,-59.97438205063179,C,37.014155802967,95.86212783169047,D,-27.43305234371942,31.650573264816007,-42.595611914695915,105.88175549676188,A,57.990268752331886,-202.395932574772,-229.74814708493616,1
Non-Veteran,Married,69,E,-7.623217667208512,B,-89.38232466256939,23.116703401756762,-29.19926411187429,C,99.07426519432275,49.82108341521076,D,33.66106803377735,122.79787831497073,9.476144194883192,-46.60947749062374,B,-60.75212590705645,25.890690150679546,-52.970187550793014,1
Non-Veteran,Single,76,B,61.25774971036688,D,-131.72798776787133,-18.515419863782174,84.66709042655093,A,-134.12200894884816,142.34441156612695,C,-44.48086004072202,-27.421147998301933,156.8167276696111,84.77224606196798,D,-15.370037547588353,-30.756468704790628,60.812018781662104,1
Non-Veteran,Widowed,74,E,-13.963989038197985,C,-206.86726619707935,90.5509744061741,42.089546763043515,A,-97.01698004669774,-171.4477724828967,B,1.1348268466151743,-48.09375440455973,134.5065044999655,17.630831672851848,C,-95.37086538010155,-103.03709054330706,122.82599670533885,0
Veteran,Married,64,B,119.96103378866987,C,-61.667977503793715,19.003490160121547,-175.18792597249382,E,-53.615881843419665,130.1476486151782,B,54.81571417684833,40.78877553081684,-40.5249437479981,32.200971160222636,D,215.48668014248585,234.545487343093,-47.988563888319085,1
Veteran,Single,84,B,56.96522348599666,A,-18.202860126433077,95.41695199773753,127.93926953919699,B,98.02231536721368,71.07079019049206,A,-63.4273734761288,96.23773747570742,140.87401538503534,-44.73304484996468,A,-38.244164441087534,168.65907161601837,97.26802838682333,1
No,Single,74,D,-94.03199327261873,A,48.30184786948416,-80.2182583448374,41.0195843399934,D,43.06009735669497,-76.37304830724247,C,77.33742182520966,102.579928864007,110.29135246664579,22.54623860724206,E,148.75967815660158,-71.96978695857699,-51.93286265266172,0
Veteran,Married,67,B,61.87469988184186,B,145.24416929530338,28.1950918002366,62.12339886449792,D,-65.59221075442304,-40.60472212384352,E,51.600326995268766,-230.47898353480588,-147.10647061402977,14.229607344448821,D,-18.298711825777534,-44.034489782523536,-163.98549566896165,0
Non-Veteran,Widowed,85,B,-11.575325767896397,B,16.25656240094852,-233.910486408407,65.4533613139922,A,-26.60669645844571,70.83544513213168,E,123.51104481730984,6.569027817595615,-66.50328417655086,38.49623710966492,E,-58.38181138399015,240.6765556332138,-113.89647080134763,0
No,Widowed,87,D,-3.871377999222092,C,108.63022266867468,-147.08532411275004,-118.60890779988596,C,-99.34420199988094,18.082550502718902,D,-38.2111904831283,52.339853207389616,-6.664493653872912,-299.1693483698468,D,-5.09747488134138,-234.5509315345561,145.813521626801,1
No,Widowed,52,D,58.75438503400963,C,-47.13276353566824,51.12227670146723,61.05472231673448,C,-23.726846540018276,59.40899250413604,D,-15.986453629128677,58.53630047515351,130.90079802096028,-15.386034855649658,B,-111.55827549712507,53.78744120706137,188.14418636271049,0
Veteran,Widowed,42,D,-23.653888642201427,E,119.04880682507668,-101.83733285922658,-54.424112405832915,B,59.40258619358146,-58.72738399540859,E,68.71123593405433,-111.10614508390621,45.07857697102041,-131.39462279295472,A,119.073077566477,-103.56795048736433,-196.24086302353535,0
No,Married,69,B,-38.245424908981434,C,126.35665364927004,-46.41354958170608,37.73029913638929,B,-79.94329170533155,40.17559456705793,D,47.82840097442359,187.71227636503568,120.6874023334238,-129.2591815554875,C,-76.82394020061632,-134.1437411537577,52.55234243478314,1
No,Single,71,A,-128.4610613322319,D,192.54192388959945,34.98678635331823,28.21551901592601,A,19.501962093651983,-145.7591707777526,E,-145.34747647646375,-80.82390493610659,204.99591890212133,-22.608037177098776,A,80.81975308318404,-21.34033399838671,188.26846202226918,1
Veteran,Married,93,D,-47.87012144963398,E,-159.59218056389622,-101.36621745651972,-36.044114806973724,D,-75.39488868654128,-15.471650544948268,A,30.510698127693924,-110.43014290062692,76.60997409116074,14.18615977396603,C,3.37440538744139,173.74507469463902,125.92260730549462,0
Non-Veteran,Widowed,94,B,115.00469751665602,B,111.7501598538141,63.82467600981758,-15.559469084337865,C,165.67166772396774,17.267092369721233,D,-33.11392699101915,-122.6373744287264,-158.35299797300942,80.22071410142657,B,102.32996579765461,-121.38635369320123,74.34223807854849,1
Veteran,Single,29,D,42.84044075732345,B,-40.138682115539645,4.040431727433484,-76.78039252113365,B,176.39570015452233,189.95870219557474,C,-155.44396014020433,-62.64069334196225,-9.593610642297131,6.332374800343789,B,77.52287703470216,-14.564638868835559,81.11505664724874,1
Non-Veteran,Widowed,69,C,109.3393439258948,D,60.00976908731849,-25.164911182563447,18.12245574614059,D,162.65791950882706,10.178104072671864,C,32.31147308265545,-226.14614221740067,-53.03507439598678,-90.00638251154274,A,79.23855747592818,-79.41022744801435,-115.4649253420684,0
No,Married,85,C,31.670001626420895,C,70.3064361630616,59.89183165302369,60.29826840942558,C,8.295987869244843,19.66287375042774,A,-12.662817117530997,-25.058664833018046,39.91944464943249,94.72796062461141,D,242.07669834529653,6.140805925686864,138.33694446566363,0
Veteran,Single,82,D,94.96615986111799,E,0.7367019969315167,-16.864309808988803,169.07931111858446,C,-62.817128930334675,19.814394520932115,B,-125.12645378949043,230.73695513264627,30.14718931546772,156.45813298433927,A,155.75939120982514,26.263477513646155,-109.92193390571762,1
Non-Veteran,Married,90,A,-83.9400527078383,C,17.779524194544454,114.44348570813933,-23.328261956071074,E,17.49973181351105,149.01853801456818,C,-49.856093003545865,56.858216053254566,155.11346691615176,-95.9260230549667,A,-19.456344854185335,-66.75813664305004,-93.06203569811085,0
Yes,Divorced,29,D,37.31385611705062,E,79.62428953920067,-70.55735314120221,-170.40024741742565,E,-1.693879812816201,134.12158848278992,A,-147.10307183527178,-82.70426365173142,-61.31417856916719,36.84070409727438,E,3.2699146742438607,-139.90468635019568,92.3986632119382,1
Veteran,Single,46,D,-63.48664411741869,E,-71.76152039761607,-201.53833719717014,66.70409769239173,C,-13.91665540110026,-24.96676063366569,D,34.38330475524832,29.612383139628413,187.85449942111697,-100.79641578573468,C,-75.00574742276798,-20.278674214513824,11.810115176355836,0
Veteran,Divorced,57,C,231.30333052226723,C,-62.24044975770659,87.35974069364289,-5.455669474830548,C,63.42979629978151,-128.9855275870998,B,-141.17294684683563,29.201631920484477,-48.37054759824296,-32.13081732450836,E,-48.36582840936347,-0.029725968260825963,113.18978528765327,0
No,Divorced,44,D,-51.624954096100716,C,51.3026167405773,79.44086272166024,1.7994206405722353,D,-130.25737589361464,-127.91822857731576,B,29.967338562209605,-131.82758166310896,-76.27984577256086,55.45545949033242,B,129.8905907326245,-51.20806564681759,-106.05244337017679,0
Yes,Widowed,23,B,29.95755611791345,E,19.141292307254567,143.67385066033125,-283.41151022220305,B,-110.2152105468508,-67.76044948301123,A,-46.73383510464456,45.8280368659782,-88.61826471978797,86.87496568663973,D,-17.490242103658677,-15.516374171756759,-108.97813187819017,0
Yes,Widowed,97,C,14.268060053329249,B,-75.90847689514895,28.830021408432156,125.95893716410475,B,-159.35612236143427,-101.85233889286205,D,-44.25586340686965,-69.64924561348468,33.91518295185008,-21.148178132418145,B,7.260444053262313,60.00405284173371,-67.58672321556645,0
Yes,Divorced,32,C,-17.540157747558652,A,-136.88049944183948,35.40169989950911,-22.431196740061125,A,-55.7862164651721,67.29799230532976,E,-145.2191673456283,25.116343778773164,-160.39489601627278,4.016859288710092,A,-143.9972580796165,77.27595264098147,173.43751899871555,1
No,Widowed,83,C,117.38019041209127,E,-153.82727899714067,3.080747389976315,36.357742259555565,E,92.15422302798785,34.33272731526602,A,126.80823677129173,60.0693109011293,-95.71903546947223,8.049215097403584,E,-22.22695970154954,-245.72553929702048,-159.2901859500888,0
Veteran,Divorced,34,A,-62.992090769115514,E,125.06611474632246,-36.82566656818132,-46.90669248639024,A,-87.85984120583896,-128.53508682141756,E,-1.1137056555841527,-66.71082139164815,-18.745541335238,-50.232130249484996,C,121.56479417161007,-9.054802357547464,-31.550506120746274,1
Yes,Widowed,66,E,107.65382556345419,B,-104.49034170274186,-68.35261081070139,205.66132148725876,E,73.21632828177937,-51.859589893743575,E,-96.43314967093303,-55.33279330798525,-17.312177555138835,-59.02501620626555,C,63.62672904847144,312.20355509497574,-95.5987149293642,1
Veteran,Divorced,30,D,134.31738651477716,C,68.17410764771566,12.374892914425363,82.34733671717625,E,-43.76070139887444,-121.46151767396478,A,14.632782309197534,-43.58638647010235,8.98758031771604,14.085481627843324,B,137.55119602017788,-85.11478649285877,-73.44573898931412,0
Yes,Widowed,67,E,11.37248644567506,B,112.00666645622353,-42.185651200120006,96.65349059328408,A,-250.82858544398036,-88.85193493347988,B,-44.69675759236251,262.86923270166784,17.39262182393608,140.02400765628525,E,-19.335069452309543,-31.93409551667251,-33.11155601712709,1
No,Divorced,35,C,37.52784343204831,D,74.21210544233836,-136.91160739925658,66.21954527822693,B,112.54016433189003,229.8578453945932,B,-78.24424239502765,-96.33662548745401,-175.73083206429857,98.45560662216363,E,54.99750541789692,56.01798973936408,-198.17434537714243,0
Non-Veteran,Divorced,49,E,-57.601826722337805,C,-40.90838360646715,-98.57512872374221,-102.35472932919846,D,-44.87024900073157,-319.8090838094719,C,-67.37199248776483,-144.54211772230022,34.23425959936639,93.74300408007257,C,-107.5354692206727,11.606427075152247,-11.652166687268332,1
Yes,Single,47,A,-56.74049109643209,B,-106.76948817779956,129.03297500383235,106.74862530718102,C,-19.935479075713776,1.2643532779414859,B,-59.99042091628194,-89.060528441741,-24.150366470743116,-31.428557656062743,E,189.40445171350925,-4.984998227085991,18.953343567215956,1
Yes,Widowed,73,E,131.01311681426762,B,9.367056398708266,183.64499149247888,-49.664243140493284,E,-32.60112284540605,-56.596734759150856,E,147.55764595813153,85.42887745253266,13.166498387547659,7.312760580138884,C,-30.19173996277716,84.73130862291663,-40.84961454946502,0
Yes,Single,32,C,65.31322585000153,D,-107.42652273776343,31.948134075510946,-137.6811977597595,B,142.33851655051032,-28.279020120364716,D,-26.26448748455336,141.3634988171552,-164.64054339525262,141.27135464737285,D,145.87081783646912,0.7691122130096699,-30.594110237806504,0
Yes,Single,67,A,134.8724614129782,D,-96.7914095909862,204.28488786007938,-179.84097228424238,E,-115.76313642723599,175.30129258323552,A,45.970523235848795,42.128089625586775,-27.606411964119705,30.70093197728833,C,171.62864196202668,-10.385163269400763,20.26740889427071,1
Yes,Divorced,35,B,-93.72427656872325,B,-173.31540991522786,-25.81269317388854,-137.6590411723952,B,102.32207802993085,-7.731511646030855,D,66.68963189364713,60.37875509496513,209.923094948881,86.58087531937234,B,9.316849218377179,-115.49082208023293,100.69814618113482,1
Non-Veteran,Single,42,B,32.519580514145176,C,21.74320936463708,8.514267681233001,-210.78822112322294,A,176.69816218984622,-120.73448749382467,B,39.49799842781167,-61.60879536155589,104.96023972606443,-20.709886246225782,B,-22.197973517598005,109.50561030894728,-128.76782310073014,0
Veteran,Single,38,A,120.57772751015948,A,-30.844900045663625,-15.210938957586023,-15.380149473563762,E,-0.22593624365224002,52.808412995914544,A,-189.92432529157773,37.66646937013511,-89.60586537994625,-96.6452116478228,A,-243.78205239641147,5.846278348288051,-86.89858828023966,0
Yes,Widowed,56,E,5.480864890835921,D,-85.24553150290409,-0.5043689191932202,46.83318226353773,A,122.16657206087116,65.05050818495162,B,7.871586452887218,-9.058226993476826,74.00393612994509,-177.04022428347685,B,101.11681668921374,129.73101912175198,48.71082472695055,1
Veteran,Married,62,A,70.74106280478696,C,172.76380704915,-229.04822091087902,188.75231953508478,C,-24.679788259962642,124.75363286550176,E,2.9091872464620354,-301.2356502789651,-27.692521297487964,-11.443270975460154,E,-13.621229707993967,21.91887130730543,18.115142121810496,0
Non-Veteran,Divorced,56,C,-164.41048355771514,E,-195.30548923792506,-120.60678358580357,99.13234921767314,B,111.39405224157586,47.151512982524714,B,-92.52172757038262,-70.03777633817653,57.32910063565433,236.2535250151614,A,-118.21498636532598,-1.7078225147632111,-68.55963698159407,1
Non-Veteran,Widowed,38,C,55.77074112765329,E,45.89986822874409,-115.7851600587209,-161.498940043781,D,22.252084205785707,95.98840927861148,A,67.89586767525365,-69.61783813269257,129.29480810645967,69.15754777226475,C,19.49123488155923,-140.94691735150607,-55.31997583333058,1
Yes,Divorced,77,C,-0.7932986268307675,A,113.40304357322574,-7.92757863792689,85.08885129127447,B,-56.00768523500618,-56.63576588348806,D,93.12669196755652,17.00584762402542,160.84457492523475,69.602726969479,A,113.60194225845271,0.7516748947427454,-97.24046976825959,0
Non-Veteran,Married,46,B,105.42544423173794,B,46.09467897624256,-23.202939264839433,43.69457704116279,B,177.36494793044037,86.46158407870217,D,156.62993098622894,138.5215638490222,-66.98015318918338,-217.05811310051826,C,-13.273148657356046,-206.6049266339222,180.42516362961075,0
Yes,Divorced,49,C,1.660178669132941,D,79.74394995376755,-49.110134425242876,23.290655515568407,A,67.4194544938799,258.138562667445,A,-80.58356388854637,-114.35855727304842,-56.4540078585009,116.94360608236502,A,-162.85908400559111,241.39559228656907,119.63593944160375,1
Veteran,Widowed,31,E,-100.74203207542662,B,73.01805227254104,113.50123293842212,113.52791719434789,D,-102.39356685129215,0.3868697606282262,A,48.93966787447954,75.76202730528193,66.2970461978896,23.732426569677926,E,120.74830372315719,90.1438093418898,46.83614811397636,1
Yes,Divorced,22,B,1.6251300352354072,C,184.29357831738565,-173.95381847217047,-29.630619779519314,D,121.01578033615483,40.87355339100737,B,-19.942584117453414,-222.41307079923342,32.17804826607192,-219.80262321696551,A,-3.6934325597342443,-152.0649686471313,-164.11640975291007,1
Non-Veteran,Divorced,40,B,-99.86383847762717,A,-9.716719577049252,-129.91886489010878,13.300571128034031,B,8.22587472762009,-84.46508604824442,A,-176.68697081727285,141.7393138408918,-29.622628785404736,-85.68104898504977,D,27.074814289740956,-15.901907311997428,-68.86842878507171,1
No,Married,91,A,70.04975723839019,C,74.06007544572894,-48.152646934564785,107.30215849012093,B,103.65797611861034,119.99736391096513,E,-117.2595579531541,16.05456655228987,55.34415533394586,80.52006228835968,A,25.715796352358872,110.67605670911291,-73.91599043713741,0
No,Widowed,98,D,43.18160792931945,D,-5.438195241277148,78.86412440121737,26.04340211764648,E,-69.40806140613776,12.642728921592836,E,67.20872955114199,-92.14480797108499,23.561655802108525,12.65690020050498,A,-136.04292519579457,-83.96546902899966,-69.66404247676546,1
No,Single,78,B,-15.93546618538586,C,70.86553468610117,99.34967938144192,-13.786572400039079,E,236.08647756506258,-109.27774297310864,B,38.44526174843308,-79.24753000582626,55.94994106502899,241.1315573024966,B,105.56577583859996,-115.66201401604121,-27.775634600043958,0
No,Widowed,37,A,142.84740409124325,C,70.93971150856875,-117.76357122543824,-239.86193761257027,B,50.910823392228444,67.70522645210771,B,-36.13248902328757,-125.71049835668742,-96.05125924423457,92.98825570591221,C,58.590819668304015,58.75053298565833,84.56740508545334,1
Yes,Single,77,A,-86.19603843032795,E,0.6870055041925692,-65.81999518646708,117.29191365561759,C,-76.36813605535951,131.49950648289953,D,-51.848237762108795,-242.88721127101041,-20.96851590741598,-256.1018751019151,B,-225.57846473637048,139.59699369215042,6.82793909987671,0
Yes,Single,82,B,30.84510646831361,A,170.56113070323883,-49.367747015363136,11.609987713754636,B,-158.91012572605305,-18.387709750786527,A,-193.9492535466397,226.06952813137062,-81.52341577420343,31.6993449142848,D,-47.43040612748007,-21.95938264287662,0.8685716228371588,1
Veteran,Widowed,67,B,28.80759229958002,C,13.177255299219881,-139.68993770119008,-106.2496115366083,A,-78.34352408802798,10.35227861891346,D,76.66072403184944,-138.40521703540327,208.4981893681839,99.5374167654885,A,63.92334820256139,-33.109401552828054,-130.69176704844338,0
Veteran,Widowed,99,C,13.319540155307614,B,-104.66621839608703,73.09691833336716,53.23707453294333,D,-17.542117049832697,-63.065275582213175,A,-33.594789961516774,-105.52144016890432,-30.657269384707163,170.6224667202935,E,86.09544267929667,-126.54638940276331,-50.95048919994577,1
Non-Veteran,Married,95,B,145.61385921376635,D,27.82911534948106,-51.13582024788822,51.18224484599847,C,-0.2779170004068067,14.194578868987731,C,80.74516430312968,54.48235208533511,-62.40719141215146,89.75848877077706,B,159.75323648799846,-33.639404650769364,-102.62247483610543,0
