marital_status,Disability,RACE,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Married,Both,Black,Brazil,B,B,17.653122631782793,E,28.999757612344567,104.31066592153317,-14.898701806826953,245.01050808788523,-69.14625062341354,E,D,1
Divorced,Mental,Hispanic,UK,C,B,-92.31628461982912,E,-144.59308943992647,235.09818871559136,103.74752881464937,55.25456970724173,38.0895419874194,D,C,0
Single,None,Asian,US,B,B,-56.087052431690765,D,-85.2047974858844,-23.1591591029152,16.49186677117941,79.25908158262976,106.85490853810575,C,A,0
Divorced,Mental,Black,US,C,A,8.755906304385267,A,154.61657434692282,41.15281056906728,1.3324751937972186,16.170400684008136,-4.856742850590907,C,E,0
Divorced,No,African American,Germany,A,C,-93.44658406090987,C,-17.07696636354885,127.19481024325452,71.67430109078049,-161.57813733195368,86.9596480132048,B,B,0
Divorced,Both,Asian,UK,B,B,45.862339739008625,D,-172.4242860979045,-23.87789943285694,-231.16337860717948,3.0048952797449644,175.8862370405412,C,C,0
Single,Physical,Other,Germany,A,A,-54.04583199532864,E,-64.14825967884448,84.99916309129506,-39.042647346980175,29.194780451156387,-133.31860910983016,A,B,0
Divorced,None,African American,Germany,D,E,-64.67985301223123,C,-110.28136661772061,88.83566251057661,38.19362828265375,22.58472561294967,179.17034784598934,D,C,0
Single,Both,African American,China,C,C,-235.4995278880552,D,125.02049834484336,-64.44693995328183,-155.97088626501093,-107.48671378029199,86.42804989161701,C,E,1
Divorced,None,African American,Other,E,D,48.519300656053346,B,-112.30726684492434,-11.758237683617965,-61.01486098690727,-11.244452264866906,163.5196625858844,D,A,0
Divorced,Physical,African American,Mexico,D,E,42.83541166285996,B,-7.805550483400136,8.077206577270745,59.33245800440512,10.267694842907138,-157.0302711236212,A,D,0
Single,None,White,India,C,A,98.96669486334766,B,108.85925418837934,-206.7288548014026,56.955707779039976,-82.1586893582041,-179.2360644612688,B,E,0
Married,Mental,Black,US,C,A,71.5126149644865,A,-67.34210672182634,51.20245174634738,-108.7529742673211,-10.445899899410307,1.7734221823647323,D,A,1
Married,None,Other,Brazil,E,D,160.450473160206,D,129.31561600506697,48.32057149975292,159.4651175676886,-5.957211270824661,-162.21851637900556,A,A,0
Widowed,Physical,Asian,US,D,D,-158.83189624030481,A,-9.375615376317453,68.81766893560265,20.51573582653973,-183.9779260145735,-151.3963837378928,D,B,0
Single,Physical,African American,Other,D,A,130.57788392970897,C,-119.4555772212134,-6.959159246606472,81.55672505088683,-116.69310788244695,76.05051989235776,B,E,0
Widowed,Mental,Black,UK,A,D,28.10270411740911,B,-57.27475188028286,-108.32425670020338,-37.31666364096712,-147.14672763687463,-23.81548517053048,C,A,1
Widowed,None,Black,Brazil,C,A,11.136034193966058,A,-125.97016212909963,-21.795349578207386,137.25727753956764,-133.42509795958298,85.13308773586647,C,B,0
Married,Yes,Hispanic,China,C,E,-74.9727045187844,A,39.96231833185714,89.66761267966581,-0.8302777547512427,-19.85986806672157,157.58392195227594,E,C,0
Married,Both,Hispanic,US,D,E,120.9488330804043,A,16.272063863922188,-92.71244776624931,145.24722894588498,139.75244913575472,-46.56578718976958,D,E,0
Single,Physical,African American,China,A,E,8.465559787109473,A,22.010380194966814,-29.698284531725523,2.920151856748699,-98.78836856878235,-112.9736488511611,B,A,1
Divorced,None,Black,Mexico,D,D,10.698295686408974,E,29.937091938854483,76.30722746890956,-92.91664910906997,47.1110670779719,74.40342870561318,E,D,0
Widowed,Both,White,Brazil,E,C,-73.55673300584294,E,-123.52811738868894,-69.32851471778825,-126.07110839287499,-134.99005178505118,-34.942979403985326,E,C,0
Married,Mental,Asian,China,D,E,4.574355319303986,D,55.397760337450904,-118.18277278015866,-63.577815361523314,-69.51773670851001,184.36347681192652,D,B,0
Single,Physical,Black,Mexico,A,D,-85.46689904247428,A,-146.40447638225865,-5.908989145921881,76.7273583921433,130.77349174101823,137.673567403776,C,E,0
Divorced,Yes,Asian,China,A,C,96.01862018490591,E,-64.37581518144886,178.64629815962252,16.150462044875972,-32.49595947110289,-23.13771292868812,B,E,0
Widowed,Mental,Other,Brazil,D,E,-129.81048568460963,D,2.771256714472188,51.808443592433065,73.79315469887149,-22.279409364388073,14.766684926782597,A,E,1
Divorced,Physical,Other,India,E,C,88.37208879791335,E,-49.81804677766657,-106.10274406494923,22.84593922681842,66.54023886917787,2.1190009490673085,B,A,0
Married,No,Black,India,B,E,-38.28709110884315,A,80.39031630116718,-45.51720303256562,-150.76777779607414,-16.776964243567356,20.432822885923557,E,A,0
Widowed,Both,Black,UK,E,D,25.229698998418428,E,-136.86744149851197,24.066363194631148,24.140065804181766,195.45401031027524,4.999939820921319,A,A,1
Single,Physical,Hispanic,China,A,D,268.4148420046947,D,96.68053978890268,-1.68104862606549,-186.57677870811767,-12.230586428581924,99.04889802899514,D,A,1
Single,Yes,White,India,D,D,156.18175206978938,B,-103.1925358310884,119.55713186796999,-78.16659443729922,46.680955710280145,-181.1006436562221,C,C,0
Single,None,Black,Other,E,C,-50.44962960731918,D,107.72633404790734,83.34013340798265,44.06778258961509,137.1742173371996,80.65630306631307,A,A,0
Divorced,Mental,Hispanic,Germany,C,D,-10.534216301209517,D,-94.18904556647942,36.663774557249404,73.02046451526407,-29.242333233095984,-106.15953619762703,D,D,0
Married,None,Hispanic,China,B,B,16.9459542994291,C,-147.87475215353913,31.116821299263027,-14.333291448597993,32.4593406460625,-95.19716079063693,A,E,0
Married,No,African American,Other,A,E,-209.49162160580408,B,64.12852213386432,-65.89016597768735,-135.31854543749276,-1.5792502300049478,-52.082044519742475,B,A,1
Widowed,Physical,Asian,UK,E,B,85.81281664203992,E,79.65886359388838,-50.822711592337676,15.210141632015484,36.318030237514584,-104.45982254504509,E,C,0
Widowed,No,Asian,Brazil,C,A,-25.64908662266599,E,-6.777048396467568,-52.760897446502895,-175.36215353964556,10.501347338249847,-122.45954398167058,B,E,1
Widowed,Both,Hispanic,Germany,A,B,-261.99196188722397,B,-121.50774585504334,86.95750141351226,-121.80400582320077,11.02378252880197,233.21255711552564,C,C,0
Divorced,Physical,White,UK,A,A,109.69285348734002,A,48.198211756258544,-23.72411853660732,90.96149454297714,-10.909762608371512,-92.41291728848994,D,B,0
Divorced,Both,African American,China,D,A,-22.377006565497684,A,-74.79725311277595,-23.570957979117722,117.42077918607087,34.846576804013424,-26.479091243927865,C,C,0
Single,Both,Hispanic,Other,B,A,3.795569571981598,A,78.00630627411273,-26.848754939255937,17.696342813481078,-59.468703740934224,-26.076132891221366,D,E,1
Married,Physical,African American,China,A,C,209.2515841335096,B,146.61583426344836,-63.65253046937227,-69.65715695585014,-145.26659273318137,-13.571532903064348,E,B,0
Single,Physical,Black,India,D,D,-19.114897871183917,D,140.79810660153072,-4.685573320587938,228.10494735699595,22.129525831221137,-33.437501728685135,A,A,1
Widowed,None,Black,US,C,C,-31.08386418394448,D,-71.8990814435034,150.2292240267344,-109.28537639001146,175.52956308776885,11.82583578973562,C,D,0
Married,None,Hispanic,Mexico,C,E,-55.60205305503161,D,-84.85486241966503,-64.59043815446968,29.109229342651748,120.3969959186114,134.00943973514205,E,E,1
Divorced,Physical,African American,US,B,C,-280.4363041372299,C,35.15082127565826,-175.1599217228642,163.72557197934754,-153.59842793089234,-20.762112372851824,E,B,1
Single,Physical,Black,Other,D,B,6.612083804854561,E,16.309489851965584,-23.88863071759405,27.411142275105956,-176.2930813163265,180.63525975532042,E,B,1
Divorced,Both,African American,Mexico,B,E,-104.34352638624841,A,39.935153000071736,-91.2550670448833,-14.719168890635814,-217.67519027834211,25.016352793636003,E,A,1
Single,Both,Asian,China,D,A,-115.6190098332337,A,-133.31136199821464,-40.72026087059915,96.45662759604954,144.10004304853484,-70.195265900909,E,D,1
Widowed,None,Asian,Germany,C,A,-4.129280690486686,A,89.31378248102146,43.731809463390015,78.76468200004413,157.55861040575027,95.4589220879493,D,E,0
Divorced,Yes,Hispanic,US,E,C,-38.10130211761441,E,-88.86738336551461,-17.351583157733533,4.782856042939216,-88.2881407400132,-10.835690319971953,A,E,1
Widowed,Both,African American,Germany,D,D,62.48184803562737,A,-43.5385122925118,-48.45934615702202,-9.095456872784773,14.598636874448937,-32.54434542049456,D,E,1
Single,Physical,Other,India,C,A,-81.30049596351519,E,168.83495511286065,77.43477831774446,-77.55486761235831,137.61436946363764,-214.17889076660433,D,B,0
Single,No,White,Germany,E,E,170.77970362011516,C,-42.33273676775918,0.12776856237645465,6.281668480724514,128.1108961514677,-238.16005287561262,D,E,1
Divorced,Yes,Hispanic,Mexico,C,A,120.14755352928428,A,-23.249211276349886,116.80899730013847,10.892446904160478,-27.407992153727307,-1.4379686483077716,B,E,1
Single,Yes,African American,Germany,B,E,-141.21185206885184,A,-151.9947163538298,21.214858579207803,-52.87547237063036,-42.69646801753482,-66.131324089723,B,E,1
Married,None,Black,India,B,A,20.723694616138317,A,-190.66892927686007,-52.42680165115544,-55.860052320971675,-107.60833105437548,120.32176608358853,D,A,1
Married,Both,Hispanic,Germany,E,B,90.49406407933786,C,-32.685310145256345,-58.43369920128624,-188.16028533034108,-45.912104333284255,138.04940405610793,C,B,0
Married,No,Other,Other,B,A,-10.606889952110548,B,69.38804257355166,-58.15993754989914,-80.29555267832485,58.07353483448027,91.4009701481542,D,B,0
Widowed,Physical,Other,Mexico,D,C,149.88141733643664,C,-112.5813298281612,139.11373605289862,37.23601254712416,117.74103226100108,11.486002734681092,C,A,0
Divorced,Both,Asian,China,A,D,-127.90087025514086,C,46.493703805488295,19.83087005855847,183.21949971397032,-49.9076132404031,169.97277029195484,E,B,1
Widowed,Physical,Hispanic,UK,C,D,62.0272886812966,A,120.4684797443546,-96.29971729523673,48.457004035975295,63.49632537904022,86.69605030883426,A,A,1
Divorced,None,Hispanic,Mexico,B,C,-44.66144938676875,C,99.78054110560836,-1.063259900082637,-144.7183690549584,-7.524047567214012,6.584352785031116,E,B,1
Divorced,No,White,India,D,B,-15.402753933507398,E,-49.43751116930377,4.474328114858702,37.227901838473144,8.558460823798958,-65.38004424618013,C,E,0
Divorced,No,Other,India,A,B,214.85007706640405,D,80.32659957698476,-185.5561126043072,24.02356784327657,21.52233310646394,-27.39010295662933,B,E,1
Divorced,None,Black,Other,D,B,0.8839869568686685,B,6.641155725955955,-137.4637237697843,-68.60605462533917,-100.13788461501547,61.91529316871828,D,E,1
Married,None,African American,Germany,C,D,-91.54210571939925,B,-159.89927187983338,108.03975610805894,-109.54910108533046,-41.43437712542953,83.33441715836855,C,E,0
Married,Both,Other,India,D,C,-51.768037957272895,A,-119.50502648031672,22.809354891490642,-38.406301116088535,110.03149146792848,185.22532022188466,D,D,1
Married,Mental,Other,UK,A,A,-55.025154326297795,A,220.10367250677422,-76.75141801194121,-99.76873247384415,-86.83965940648196,138.06024067732113,D,B,1
Divorced,No,African American,UK,B,D,-109.34204035374808,E,74.06265173328602,-109.13396968123197,17.399361488989264,131.95028782936828,-189.82558601595264,C,E,0
Widowed,Physical,Hispanic,China,C,C,1.0696573865475454,C,38.515249167954565,45.30467995039445,-96.55608298987123,93.51341521792622,65.03561011654536,A,A,0
Divorced,No,African American,Brazil,D,E,68.55799498256734,B,-56.597492252498135,67.02628595773508,-143.62596840153464,39.66286446090379,-47.031300331970044,D,C,0
Single,No,Asian,Mexico,B,D,66.2835817081638,A,44.04717535186885,41.446107133646144,-92.40928632052882,-39.487001111640495,106.88037770208005,B,E,1
Widowed,Yes,Hispanic,Brazil,E,A,76.6057836314185,B,283.0669043272517,-103.2999420131943,27.968998652017312,11.900332878120897,-41.512938915012484,A,E,1
Widowed,None,African American,Germany,B,D,45.82161739473214,A,85.22273297697227,34.403509415124496,70.99648445857156,118.63398908538925,47.584164440725566,B,D,0
Married,No,African American,Other,D,B,229.8769597370079,C,-230.55418818846093,4.364598750680929,-99.8735447597267,138.31504886479894,-36.91561711927871,D,E,0
Married,None,Asian,China,D,C,-201.78982240395501,D,68.66319204443208,38.52182456149713,30.51808008953163,41.76036449422061,-81.36302911096602,A,A,0
Single,Mental,Asian,Other,E,E,-62.65655860896212,D,-43.783254127115605,-72.1712019613373,-179.16116788848103,-46.79644516138168,82.58871888527057,E,B,1
Widowed,Both,Asian,Germany,E,A,-15.30316081109458,B,35.55710461819467,148.24061094543214,-61.27860997133371,-59.386090038731695,-65.84079300837922,E,A,0
Single,None,Asian,UK,D,C,-239.62703227289944,C,97.66765740486068,64.03040832487324,99.15512471910056,78.62052669054346,124.7651346458085,A,C,1
Single,Physical,White,Germany,E,E,168.38434566483832,A,114.02851292330598,-191.32503652676027,-82.41220248306512,-101.61388852424828,-166.85991549192985,B,C,1
Single,Yes,Hispanic,Other,B,E,-99.59465128340536,A,82.51521549690611,-15.456019404239413,-47.06425038087846,76.96242191281344,-4.004523227318658,A,D,1
Widowed,Yes,Other,Germany,B,B,-26.587920027446682,B,24.243794849037535,56.629356026452406,173.44083010871807,113.4368080822019,-37.9344143731299,C,B,0
Divorced,None,Asian,China,C,D,-119.47048264154539,E,-154.07733904475364,-115.0989056220559,-122.66717222004459,108.60321623139673,-175.76591661787631,C,D,1
Widowed,Mental,White,Mexico,C,B,74.63139743584856,D,-22.7254887687471,-1.921102790245992,-17.699390381693085,-141.89528560915818,138.51911696082024,E,B,0
Divorced,Mental,Other,India,A,B,125.64222702378424,E,198.80207735719583,61.49797234967779,175.2887185822774,22.150971760758516,-24.245063660850015,B,B,0
Married,None,African American,Mexico,E,E,-138.09380112045622,C,106.9611766316217,43.77268573544336,48.948971961337314,35.48767497941503,-103.52380561910554,C,C,0
Widowed,Both,White,US,C,C,-81.3583253197415,B,-61.22925367609544,-76.19115409870642,-2.138957227546075,183.99137738016728,30.101173408666078,D,B,1
Divorced,Physical,Hispanic,UK,A,D,-4.410559907635774,B,-10.480901114465691,69.16244402819825,-98.63318811931357,104.3966273760358,-21.363076156092298,D,C,1
Widowed,Yes,Other,US,E,C,18.020236088473887,C,-69.67257217013699,-224.68543662707538,242.43502523494698,76.0970485280254,-67.66594534049628,D,D,0
Single,Mental,African American,Germany,D,B,-25.59749698677113,A,-47.65866292140768,119.4783074002286,212.4184468256144,-16.68053505073036,-75.01911626829768,E,A,1
Divorced,Both,Hispanic,Other,D,A,33.76247116461717,B,-48.251694877396176,-24.489442269692578,18.883868543310104,-51.255717691295345,243.3288153818727,A,B,0
Single,None,African American,Mexico,E,A,-34.896556487933665,B,44.23236085293213,24.05226742452572,-70.79114454633212,-3.514394234455595,-8.782349989641885,A,B,1
Single,Both,Black,Other,A,E,69.91803909919025,D,48.97275418746075,-162.55630550053587,-157.79411178950468,-130.62335552036245,-78.4840312541568,C,B,1
Single,None,Other,Brazil,E,C,36.87702392240707,D,38.00591756425893,11.552847217617739,87.48943074260012,40.15366617975916,94.20618919543037,D,A,0
Divorced,None,Other,US,E,B,38.55367752018006,A,32.442078811226054,-121.38258828205173,-180.19018984727214,136.98814139019743,69.98903146077909,D,A,0
Divorced,Mental,Asian,Other,C,E,59.88932690706521,B,12.528954887994608,136.94863742531552,11.319190337647456,-21.7657161093737,-85.88496654183034,B,B,0
Divorced,None,Hispanic,UK,A,C,6.812284612199698,B,-27.257969074613552,-153.101930787455,122.20775843466234,-101.47575288251389,102.83115316030913,A,A,1
Single,Mental,Asian,Brazil,E,D,36.49566946054155,A,-109.30399388281504,3.849886569857166,102.46315114500119,53.221484360732475,60.84949265962747,E,A,1
Divorced,Yes,African American,Brazil,A,D,-150.11851227161844,C,78.38055361328338,-12.324227402716085,153.78694761335322,147.44031685647496,14.520500724469281,E,C,0
Single,Mental,White,India,C,C,-23.12370080615014,E,-109.0237120035489,-9.092606228995738,33.22728177367331,-126.2933474392379,47.9258983088462,C,D,1
Divorced,Physical,Hispanic,US,C,A,-73.68756632299949,D,109.6324646454016,-75.55773603862703,-54.17229806774589,85.90203413024311,-8.680392914888326,A,A,1
Single,No,Black,Other,C,D,-46.487819367157215,C,64.19605472788454,-77.8832028565656,-7.040634756156929,-14.234073002978933,11.593520032903655,A,E,0
Single,Physical,African American,Brazil,E,B,-11.29989647754016,E,-109.6969560126779,215.8976989457724,157.2118460455003,-67.50132062226943,79.32970928163631,B,E,1
Widowed,Mental,Other,Germany,D,E,-121.41067918244876,C,-111.21367087697,52.37522186136988,-87.29449905680028,51.79855478675673,344.39696022281635,A,C,1
Married,Mental,African American,UK,A,E,18.420781941314317,C,-13.045886957422049,74.94453814911543,-100.99938041388413,91.14597109959765,-37.64404185107584,C,B,0
Single,Yes,Asian,India,B,B,84.97167174886974,A,-32.706067567792005,-67.8604249355676,54.48871344152471,21.07120056570915,-5.787428769391292,B,B,1
Single,Physical,White,Brazil,B,B,30.78951400937962,E,-81.40550136802177,-166.47845580195155,104.96118237672975,36.91274497877012,-140.13340154502626,E,C,0
Widowed,Mental,Black,Mexico,A,E,32.16586414692259,B,-112.88586340678081,-147.1769355172651,28.723820079743057,-249.86495703402082,33.305627678451586,D,E,0
Single,Both,Asian,Mexico,C,D,-170.4426361804662,C,30.293209333966665,-44.37583456930879,4.640428815053773,-8.879998345803736,79.26090385487166,B,D,0
Single,Physical,Asian,UK,E,B,46.7749905755771,D,-122.39052242520832,52.164835980537006,-74.89275132250513,-4.366785477343382,75.60449105010724,B,D,0
Married,Yes,Black,Mexico,E,B,38.94809115764241,E,106.72377460955846,-66.20691973665117,10.519364870262,-89.06771335427347,243.60857923306463,D,C,1
Divorced,Mental,Other,Mexico,B,B,34.10266725079122,D,113.31629032387835,-97.17316705275641,115.73398244065216,116.0302510766312,-109.83005061988122,E,E,0
Widowed,None,Other,UK,B,B,-9.761177227321394,C,-115.356449837548,14.756459890586632,-129.60629270870092,-60.976453396715755,71.73624408081922,D,D,1
Single,Yes,African American,Brazil,C,E,66.88577659260939,B,-93.78449078592404,-312.5443794982337,76.15051779324507,48.96604052595946,63.847559507341856,D,C,0
Single,Physical,Asian,Germany,E,E,17.174502994451316,A,-2.30685577778463,51.75834336431819,64.15797683325015,-36.24474857252827,-117.22510530661722,D,D,0
Married,No,Black,UK,B,E,-25.65937446025081,B,81.25994443170201,67.7466374110473,-32.7031751407197,-105.71633035145894,-36.83196625730416,E,A,1
Widowed,No,African American,Germany,D,E,0.10136150604127055,A,226.31212082454456,85.36364693135795,69.8819809240352,52.92850654373017,33.972716059317236,D,C,1
Single,Both,Other,Mexico,C,A,-23.012896466821537,C,-23.255033873992588,-146.33222353043107,-122.11349472500932,-29.568153052842927,-141.23254019713036,C,E,0
Single,No,Hispanic,US,C,A,-185.28106042921456,B,-1.1153201514904272,-3.806606096052894,-66.09460284548994,-25.474747994874846,-65.56652650979005,C,A,0
Widowed,No,African American,China,B,C,-90.46622501621395,A,63.26574775826512,-140.5968787632614,44.94011294170041,-116.56932130072018,-89.59603080986767,D,B,1
Married,Yes,Asian,US,D,E,13.7573736538679,B,-134.0862736892416,33.4818742265935,-26.895290059692112,63.18044096150971,79.25388382420351,E,B,0
Widowed,Mental,Asian,US,A,B,-52.52515627722881,D,62.8867536103858,93.7484643364533,54.67783092136834,19.259777153203082,-215.29474875235684,B,B,1
Widowed,No,Other,Brazil,A,E,-19.19637606276941,B,-218.10286153915533,46.560869673513466,121.11194989846435,147.62784240303222,132.986723425388,E,D,0
Single,Mental,African American,Brazil,D,D,-4.520243771271604,C,141.57542489195325,18.537208154507884,-67.87020685996467,-28.916745117939385,-53.038808319475365,E,B,0
Divorced,Physical,Hispanic,China,C,E,-62.097772800321806,E,-57.12961676481266,120.20077578054034,20.110405530643153,-15.657418489946679,168.00195142204774,D,A,1
Widowed,Mental,Other,UK,C,A,20.12311496498338,A,-81.10256210207191,-106.17316268708879,48.36738564989202,124.59852796165202,73.32827257039274,B,E,1
Married,Mental,Black,Germany,B,C,-57.202229577058475,C,-14.06013437055681,-61.30821706924764,84.0562783526951,121.40643483152202,-16.841809508761177,C,D,0
Divorced,Physical,Hispanic,US,C,C,6.510478207573371,B,-81.81089149819,67.60126657082604,11.208678834379613,91.8749241948157,-41.17755668105796,D,A,1
Divorced,Physical,Asian,Brazil,B,B,-158.9209341864376,D,-218.16998326469607,-126.29917706138902,-114.87947603251496,12.658272976158248,61.388606308573515,E,E,1
Divorced,None,African American,Germany,A,D,-1.9433092524155382,A,-179.9860862975069,11.401900814284833,76.94575340417383,58.22339274487472,115.44175400232042,C,E,0
Widowed,None,White,Germany,A,B,-159.9095577113878,C,-130.8063579948382,150.16026916336187,21.87461055382321,-85.42484556308733,-142.62164609995443,A,B,0
Widowed,Physical,Hispanic,Brazil,A,A,-6.903450743357144,B,-12.419067140716667,-60.97350656667363,-58.40333841883645,-159.18570943138067,47.90641545808836,C,B,0
Single,Mental,Hispanic,US,B,D,229.8265520425332,E,-63.16305103838387,24.042276247055423,83.23260695690458,-44.37985558156039,-127.18243446272204,B,E,1
Divorced,Yes,Black,India,B,D,91.19758269740043,A,-44.30826304829772,74.57893916323476,115.13469484766352,-16.57521679185139,94.96692034119948,B,C,1
Single,Physical,Black,Other,B,A,80.38903287021704,A,116.70593321067935,60.7439179993365,-23.956321891627947,-19.451062518565703,-6.429478540572699,A,A,0
Divorced,Yes,White,China,C,C,-95.1868479826358,C,-66.14482309701548,-82.02144278711005,10.376341461075508,53.305162114923164,-192.4752493441502,C,B,1
Married,No,Black,US,C,D,188.41698094168277,E,41.84332252176703,29.71686968870337,115.86283247332425,2.950236045428138,159.7991279430245,D,D,0
Widowed,None,Hispanic,US,B,A,-48.38152858606657,E,79.1969776433287,-130.12443527767047,-56.42587262783879,-26.656888636612376,-30.9032175470099,E,C,0
Divorced,No,White,Other,A,A,189.02757067424548,B,161.89179780913767,-163.9590450844941,35.09045770375483,87.15081432577558,-13.279794729776517,E,E,1
Divorced,Physical,Asian,Other,B,C,85.0535024307239,B,-49.807327447503795,-14.462074947043845,-10.675408911674554,47.81041328336565,-219.4974189079291,E,A,0
Widowed,Physical,African American,China,D,A,-115.59886136050623,A,-0.42686079789148706,73.95646858269187,-325.133450936904,-38.6597589715659,-182.22743475224016,C,D,0
Widowed,None,Black,US,A,D,153.01753097268184,E,-134.733917096447,9.456629070499565,-139.63074954383134,83.75127553457992,-122.23472923670988,B,E,1
Married,Yes,Asian,Germany,C,C,30.408573614006812,B,-97.17285658375278,129.64099651840746,-34.93726698324578,64.54838410859037,15.57064903441863,D,B,0
Widowed,Mental,Black,US,A,E,146.75473102423166,B,50.762702541183224,-151.83057838335986,0.247002817800582,-57.56169197780492,27.21585608310828,C,A,1
Divorced,No,White,Brazil,B,C,21.65004699667733,A,116.11912001332139,107.46140117808069,120.3894132968246,-165.39670951163095,-2.515598014472642,C,D,0
Divorced,Yes,Other,UK,A,A,80.57292427180771,E,18.600339904157217,-32.942570554393676,-114.84687888687051,-49.55856189301084,68.99056585083542,C,D,0
Widowed,Yes,African American,Mexico,A,E,45.575239274195006,B,44.889853118371576,44.322993956874726,111.61148236118845,-70.99492025249201,-139.86097872656714,D,E,0
Single,None,Black,UK,E,E,-179.62095562556863,D,-68.964692951463,-148.8062855304085,-100.87269891325535,22.160288758132534,-42.46180564872428,E,B,0
Single,No,Other,Germany,E,D,94.99227387783485,C,8.790541706234455,62.39607333532281,-48.396128010125466,18.322971353719435,78.34654740506107,D,D,1
Married,Mental,Asian,China,D,D,-32.52675543528411,A,69.82675495869148,31.535017273063655,147.62233262261293,-76.8680607893607,4.860775818470205,A,D,1
Single,Physical,Black,US,D,B,110.26859925338857,D,-6.537775558054306,-65.82349549729436,-135.02442192457315,-19.78929168939457,32.77600776360969,C,B,1
Single,Yes,Black,Other,B,E,23.553259348352046,B,86.50577097847733,22.20092688317883,-147.84984657556802,117.97538170339837,61.70613368950691,D,C,0
Divorced,Both,Asian,US,C,A,-145.201104550789,D,83.12273226241238,-47.57776278719653,-0.4259014767312663,116.63722756618094,33.905778622692246,C,B,0
Divorced,Both,White,India,C,D,-75.2730993003279,C,66.06742915996568,15.121039771298545,-88.67056940568999,-8.19734081706551,-276.72879548146125,E,B,1
Married,None,Black,US,B,D,38.58249697598371,C,63.05322902634287,29.275742006689093,130.6522509357911,83.23311924247444,-1.7007421904937319,D,E,1
Single,None,Black,China,E,A,-126.18513791463135,B,94.72401663522378,-150.94960663309897,-34.15744636599669,116.76670825718416,244.51963275027447,E,D,0
Single,Yes,White,UK,B,C,-70.32545419061661,D,122.78089344510971,-99.41219128353025,121.62420204235111,94.40618333571717,-26.794150681504487,D,C,1
Widowed,Both,African American,Brazil,C,B,42.06905785918243,E,-124.05333742962661,9.237999818701887,-31.802605025049136,-44.65461373713717,180.25375360007823,B,D,1
Married,Physical,Hispanic,US,E,D,34.655949805073284,C,-162.10981120416378,41.490427862737626,63.77905744556542,225.23658347151238,44.04384634902493,B,E,0
Single,None,Black,Mexico,A,D,49.034357267998004,B,-64.05697937309647,-12.221001342218388,9.1986358282818,54.72794021796875,191.16595079803113,D,E,1
Married,Both,Asian,Other,A,A,77.48043253292319,B,35.93423195662745,43.230280823943126,62.00407580834294,-19.842736351345515,72.7562449944078,B,D,0
Single,No,Asian,China,C,E,54.215516568044265,B,-20.318722805004537,-124.95138710143748,67.25384341365536,157.61800783791065,-43.578564163410135,B,D,0
Single,None,African American,China,A,C,187.02766639854855,C,97.33536409554199,-7.849137581396495,-245.18813998712753,240.06774641782042,-97.70890140845472,C,E,1
Widowed,Physical,Other,China,A,A,-18.455908744516687,E,-118.02370488090459,58.503240222894824,-39.59991123734117,-23.43518842603509,-58.032087566896074,A,A,0
Single,Both,African American,Mexico,A,B,133.16319261825106,A,-101.67537626428343,134.12946651556797,45.040308650067836,48.69937126804252,-205.6774420628943,B,A,1
Married,Both,African American,UK,D,C,-17.251234825333654,E,-55.7980723686844,-63.413440756462634,115.5247357152321,17.875894003229806,197.8473331114527,D,E,0
Widowed,None,Hispanic,Mexico,A,C,75.36696010773917,D,39.96257629504195,67.48202063194663,46.153414116032344,-234.9621261178447,-65.84326741924184,B,B,1
Widowed,None,Other,Mexico,E,D,-40.004640681227116,B,-85.27650914721104,-50.0466132950834,107.30562690560225,46.366457195951874,59.46585680804139,A,D,1
Divorced,Both,Other,Brazil,E,D,-108.35830461260396,A,66.60139181714788,9.03864043989468,-47.638756830110246,172.0326625021651,12.545139285257425,C,C,0
Married,Physical,Hispanic,China,D,A,-0.06699195555273511,C,-112.6575024115787,21.177001179440776,-14.851506222588858,30.991194720626098,40.45163519335095,D,D,1
Divorced,No,African American,India,C,B,142.60869303531456,A,12.688739806751908,84.3783445358379,5.494640490557268,109.12530713001073,33.61037927148302,A,D,1
Widowed,Mental,Asian,India,C,D,-136.0159596467029,B,-98.4774058701324,27.46369938662443,-237.49515120876575,-164.97775560934596,60.10150012865445,E,A,0
Divorced,Yes,White,US,A,D,18.97246714133578,C,-95.27569586191962,-200.40798931899482,95.58011605706834,-205.1569148693432,37.57604765860473,B,B,0
Widowed,Mental,Other,Germany,D,D,6.988992439216825,D,-218.13711027842047,-235.9300723550842,-172.74756201658565,-34.63183860603895,-118.19138503991925,B,D,1
Married,Mental,White,US,B,E,115.18701010988084,B,68.44398782698403,66.13796830571054,82.03097374677921,-280.1697955615768,19.47756489224256,E,D,1
Widowed,Yes,Asian,Brazil,A,D,17.25360362731565,B,148.1170119275254,16.05907553188655,109.70661903863271,-98.30606906101717,-240.11445233620628,E,B,0
Single,Yes,White,India,E,B,-1.7612164781689457,E,-182.59987436835732,65.82726309016273,58.465149885242965,-86.5154213488078,30.753126928976716,C,D,0
Widowed,None,Asian,Brazil,D,C,17.99200294084022,B,-210.92970557992592,19.455747175370174,-19.14282927009866,186.82212581844763,-21.24279242192898,B,E,0
