age_range,SEX,ethnicity,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
36-50,Other,Black,Yes,D,B,C,5.961728152526628,B,0.2607915889641778,32.54806118521304,A,26.15327933360091,-63.9146438883504,E,-39.458677889317116,A,1
26-35,Non-binary,Black,Physical,D,B,C,-26.943835535589074,C,-225.1907880642901,-31.52814048670496,D,83.4391879518592,-79.48039421352001,C,-112.556658655366,C,0
51-65,Female,Hispanic,Yes,B,E,D,-172.75936544774558,A,-44.307409607447376,-73.95397075718077,B,-88.59634484982874,-141.99583098350593,C,-216.7796006233497,D,0
36-50,M,Hispanic,Yes,E,C,E,-36.15464505428931,E,-62.81603462960881,-86.83213415782551,C,-335.1600208283547,5.964769108337262,C,-125.97299481920562,A,1
51-65,Non-binary,Asian,Physical,C,E,D,98.7625356654074,B,-203.8321414794018,0.32369711236874943,D,-128.60205858243984,40.97692784950831,D,-183.8792399485878,C,0
65+,M,White,Yes,C,A,B,-151.48229965652686,B,-68.11395447986231,-50.35827386095474,E,-146.588715656474,-57.96219915602512,D,5.963525045267671,E,0
36-50,Other,Asian,Both,D,A,B,-124.09158022189261,C,61.83753518050641,65.7135614507701,B,-114.30300720466653,117.35087332730699,B,-42.37696810606635,C,1
36-50,Male,Asian,Yes,C,D,A,32.558525025597504,C,-37.49829932033302,100.79782247473452,B,-66.9451999077581,34.023825033840424,E,69.71148812803075,C,0
26-35,Non-binary,African American,No,B,C,E,18.730627519536768,E,-4.13010262856295,1.7184996880432475,E,-43.84449135271489,78.10310616172829,D,34.17522564819671,A,1
36-50,F,Black,Yes,E,D,C,3.757520287169421,B,145.988869291318,-1.978951816184911,A,97.9331450675522,-91.2553015477808,E,42.13146911192058,A,1
51-65,Male,African American,None,A,A,C,152.72335186736444,B,17.602333893367927,53.87956386999411,C,-191.8729073810654,-195.8954760376501,E,-116.99020012464219,A,1
36-50,Male,Hispanic,Yes,B,B,E,62.932537887543795,C,110.52966293612518,-83.5721545432928,C,71.35288900581264,-4.927286977126402,E,50.98518321317701,E,1
36-50,Male,White,Mental,A,E,C,-119.95611587441044,E,-30.426750194941032,67.31821241542593,C,91.18393729331233,-46.39566968277827,E,47.269471018064216,E,0
26-35,Other,White,Mental,C,E,C,117.10439104907017,E,-76.60613951273145,-25.823826023700096,C,230.4733252377193,106.47337631743011,A,-8.856631758343529,E,1
36-50,Male,African American,No,E,B,C,-16.07670297336316,E,1.6179622449608848,-87.13104307366785,A,42.549569048751664,24.138132615115882,E,-69.78011574270923,D,0
18-25,Non-binary,African American,Physical,C,D,B,30.744069099159603,C,124.37987720884243,126.7372370447388,C,100.38067585649235,46.34855951702114,D,7.221891478487234,E,0
26-35,Non-binary,White,No,B,A,C,-207.22344066354142,B,57.93053605957793,-133.03286696393937,D,-115.49642244331879,84.03718847702164,E,-188.5294480639486,E,1
36-50,Male,Hispanic,Mental,E,A,A,-46.50327943947222,A,224.91429873469926,28.73383932583058,B,-63.7188981248782,68.04559192210775,C,174.11641099449895,D,0
18-25,Male,White,Yes,E,A,E,-11.953928068522599,E,6.161697944499764,-184.10453713029884,B,-53.82638703478174,147.78618944598725,A,-160.007352980265,B,0
36-50,Other,Asian,No,D,D,D,71.28388678632759,B,128.9817026782428,-25.753356508252452,D,-152.71942832555797,65.0570249457941,A,-213.74919273140978,E,1
51-65,Male,Black,Yes,E,B,A,12.587193574619576,D,151.21532564870387,77.89019507446051,E,-191.55789204657495,-13.096765631320162,E,160.37574854413688,D,1
36-50,Female,Hispanic,Both,E,A,A,-70.01846083720372,B,-103.49327861368671,2.4319196969391936,B,-128.6507523323917,-21.615084162091602,D,-279.5471081309387,A,0
65+,Non-binary,Hispanic,Mental,A,E,C,-6.787734796567083,A,100.88407426564801,-138.3368528210638,B,226.5534505480845,61.32294938571036,A,-7.973370290030957,D,0
18-25,Male,White,Mental,D,E,C,-10.109507911696792,B,-90.72600357278222,-119.35674004802546,C,-144.7484329632736,-200.0745087300442,A,45.01690978901435,B,0
65+,Other,Black,Mental,E,D,E,-40.70731162349423,C,113.95651588172923,-22.634373489678396,B,-167.98981941032034,106.35104012110637,A,-8.321298875417458,D,1
18-25,Non-binary,White,Yes,B,D,D,-159.56312473516584,C,-212.7975909304188,-106.37829014867602,D,-90.2400686238638,-60.59267683117986,E,89.12819347912887,A,1
26-35,Male,Other,Mental,A,D,C,-75.45344706863236,A,205.3662738264963,214.64450297233455,C,-205.2787478673574,-90.21321844791089,E,8.914094765735214,A,0
18-25,Female,Black,Mental,B,E,D,139.45461565450418,C,72.52007382987706,-59.092836559123164,B,76.60757311358843,-126.32937663043509,D,-94.8727015467909,B,1
51-65,Female,Black,None,E,C,E,-13.84540103788718,E,88.76911240186865,72.00004726441632,C,-84.54080533597224,-8.678992704039015,B,-136.29623984424035,B,1
26-35,Non-binary,Hispanic,Mental,B,A,E,-13.901255265493532,A,-77.88413656763682,-177.73949901324323,C,-194.8084635240162,75.35530283983148,A,-260.0951484490987,E,0
36-50,Female,African American,Mental,D,D,B,17.485829831353346,E,203.69082617995537,121.49481140545264,A,104.23211342453406,-18.911861123048904,C,46.72789902353088,C,1
36-50,Female,White,Both,D,A,B,-38.4273646652875,B,14.256641831538582,-75.52131507954674,D,132.7226319250446,-73.260051690153,A,94.84399255323021,C,0
18-25,Male,African American,Both,E,E,C,-47.982508678801054,A,-169.26428537669517,66.87021604823194,E,89.72988052021343,-184.9617766373904,E,-57.65215732422213,B,0
18-25,F,White,Physical,D,C,E,-86.26693312011574,C,-179.20751634913438,-32.02950802092744,E,37.777416380604116,-71.22722053504398,C,241.72817782558948,D,0
65+,Male,White,Physical,B,C,D,-109.72889629926217,D,-65.6285234871461,-69.20382139506506,E,19.09879149147621,-61.311209755078764,B,-55.855432786462266,C,0
36-50,Non-binary,White,None,C,B,C,-167.14995512523947,E,-41.82460796933664,-41.55714339247595,C,41.62347098409936,67.94927384571788,D,18.6533903463265,E,0
18-25,Female,African American,Yes,B,C,D,4.797261591022267,B,-84.66603837035125,32.11832076539469,A,-9.144079969217529,-49.01984892347638,A,7.799083895554408,B,0
65+,Other,Other,Both,A,C,B,-70.11729183200794,B,135.55290132992818,7.364588227997476,C,-233.18277019640257,-43.192758956062754,E,-82.66307619750128,D,1
36-50,F,Black,Yes,A,E,B,2.830910948486832,E,80.6350816843592,-112.97434550418484,A,27.480418845864733,162.29258630014675,B,22.800688701728813,D,1
26-35,Non-binary,White,Physical,D,E,A,-22.371490327519737,C,18.572144607423603,-22.724741344807274,B,8.730315822421508,11.503707824594667,A,-54.225431403620014,E,1
26-35,M,Other,None,C,E,C,12.383669412928674,C,8.925988109788126,39.39500988489202,E,-72.97628881758313,-27.973553078907294,B,-88.00620755641648,B,1
26-35,F,African American,No,A,C,E,97.0855759919671,A,27.23110718698648,-50.53284353928271,A,-185.36690174912144,-5.052975438227211,D,-108.6586486036796,D,1
26-35,F,African American,Physical,A,E,E,-1.3879778621274785,B,-59.228078198302526,-105.13937298724247,D,-68.93950509421045,-204.2103499160846,E,-80.56714589160036,B,1
26-35,M,White,Both,B,D,A,-248.46071563616746,B,-115.60305846746377,-154.41875365945978,B,63.60854671934534,13.09294230591784,B,-79.4284759352165,C,0
26-35,Male,Black,Both,E,A,A,-43.91374403281599,A,-52.74306552999879,-70.27809843053612,A,-27.171086009151136,69.52690031901466,E,-199.48268124406536,B,0
36-50,Other,Black,Physical,A,C,B,55.165806321134426,E,45.87959951763256,-69.82848152487558,C,-97.89182099339689,-108.82030926302457,B,-64.06278653272385,E,1
18-25,M,Hispanic,Physical,C,A,C,103.05569971456892,A,99.46049022069792,75.79207681157894,A,-32.34073247369782,72.8298281146861,E,-58.644787316728,C,1
26-35,M,Asian,Yes,C,D,C,-38.18489608813932,C,-132.50797867676485,58.660107505542534,B,-22.054467777288437,69.16208121185144,B,-86.9200536380015,B,1
36-50,F,Black,No,E,D,D,-103.80607762561162,A,-117.59104578453037,-89.58307195204097,C,-152.26401860168235,85.91360644292958,E,97.1429646185179,C,0
51-65,F,White,Physical,D,C,B,64.30900553435816,B,103.3716448830384,15.104859757724103,D,10.622211433612557,-78.57857660069382,D,-72.60861356051926,C,0
26-35,Other,Other,Mental,A,A,C,-10.492513648267236,C,-59.118682348237265,82.14688391013135,D,35.17015931684435,256.53438123926594,B,79.55951802252983,E,0
18-25,F,African American,No,A,D,C,167.71702618659455,E,172.8072765060116,-34.91524300173815,A,-11.366416590709001,64.89726420780951,B,-70.27984631336341,A,0
26-35,M,Hispanic,No,B,B,E,45.774260933484335,A,-66.38067837193307,-30.546128317647554,C,16.60895359844036,50.9383681130848,A,48.70435141007488,A,0
36-50,M,White,None,B,E,C,-90.10835515279545,B,99.03756922117903,-113.20825084109583,C,50.03727742820605,117.84762937829116,A,-26.215122755540094,D,1
26-35,F,Asian,Yes,D,D,C,73.3506745969044,D,-33.11934232574607,-115.57307517289424,D,69.15528769851326,163.0142330393792,C,-72.0012497439805,D,0
26-35,Non-binary,Asian,Yes,D,C,B,90.83060756166235,C,-115.2795729186916,79.12201069706074,A,36.9379656654552,65.54274093954079,E,33.112349926348315,C,0
18-25,F,White,Mental,B,D,C,85.57544872590125,D,86.72710299195235,76.00762164709226,B,-87.4483344244026,151.72183130111986,E,68.9151104440405,D,1
65+,M,White,Both,D,A,E,-35.24663858896713,C,-15.832103393340308,65.1489117075995,E,150.19029983666513,111.05841300495081,C,4.1912094745789075,B,0
36-50,Non-binary,African American,None,E,D,C,113.57653590752118,E,-189.8055317917003,190.79801959311823,E,-8.579983393196464,-231.22207265137607,D,-75.8771317596826,B,0
26-35,Other,Hispanic,None,C,B,E,-93.91849946464794,A,93.7853214110284,-35.04297361809578,B,-41.71581052125136,74.42867890795848,E,71.90662631535336,B,0
65+,Male,White,None,A,C,E,-73.83413370759088,A,18.27185271340415,-67.31207120245844,E,-163.47891453648268,18.48105193285776,E,-4.691359721980158,D,0
36-50,Female,Asian,Yes,B,B,A,-43.09138413186787,C,175.57569908366705,15.16879057362925,E,-24.526752100058342,102.59296800259965,D,-91.43061290556305,B,0
65+,Non-binary,African American,Physical,E,D,B,-54.58360540968603,A,-75.47130583987625,45.51600479364115,C,-172.3963221252826,42.91863158095301,D,-19.920039172140623,D,1
51-65,Female,Other,Yes,D,C,A,-248.33875888568664,A,-84.70096348992006,88.61121065995562,A,39.064181428101755,43.096726060114534,B,64.70906774107125,B,1
36-50,Non-binary,African American,Both,C,A,A,51.120753500893265,E,-30.82106991519617,-4.790223166205151,C,-1.8873048697936565,80.49653333065763,B,-50.927530098722244,E,0
51-65,M,Other,Mental,C,C,C,-163.52798726471113,B,4.238530187237301,171.33698006187382,A,56.94193070683596,-61.2890898328633,C,69.76998236581085,E,0
65+,Other,Asian,Physical,C,C,A,56.48947043646066,D,157.36286798807333,34.60466818349602,B,-118.73913814259953,-55.94349660660016,B,-5.8338744358951065,D,1
51-65,Female,Asian,Both,C,A,E,183.439301582227,D,-138.58667663388917,-35.27684712429019,A,14.609632745801571,180.17274927100812,B,19.170682004064624,D,1
36-50,M,Hispanic,Both,A,A,C,-52.38455985680178,D,162.57927036439932,156.62419165772218,E,32.73292659937161,-29.965628801336656,A,85.44202108836136,A,1
26-35,Male,Asian,No,C,D,A,-219.31986927230054,B,-41.34985386677142,-63.43182129321361,E,-91.28906927126712,-108.17411594211579,E,53.48165050938729,A,1
51-65,F,Hispanic,Mental,E,C,E,28.949018929079333,E,-66.97876228798,56.02722376183756,E,-129.3506975801193,-98.46857184534863,D,175.14178237726566,A,0
26-35,Female,African American,None,A,A,A,22.510660590159866,A,145.27448947950967,56.25542067247113,E,65.44718160362135,283.83848347794145,B,111.63198895135076,E,1
26-35,Non-binary,White,Yes,D,A,E,-27.62605746200012,B,-55.755123331525404,-123.3369289415911,A,-45.310756127665336,206.31874559688663,E,-13.569077453599743,A,0
36-50,M,Asian,Both,B,B,C,19.77555738508307,D,-325.25396175227183,-1.8987960641473887,D,-59.92469693243676,-146.62433866113895,E,-0.8436401518896497,E,0
51-65,Non-binary,Other,None,C,E,B,11.363655990230567,D,-52.72229684712265,-3.257088183878133,D,-51.28662292350072,-285.77333470881587,B,-65.92325667238515,E,0
36-50,Non-binary,Hispanic,Mental,D,B,E,-32.52612094713958,D,-153.60158539504113,24.203403966548528,E,-134.07762560662945,42.89686184700477,B,-17.71620679453234,B,0
36-50,Other,White,Yes,E,E,D,24.83559406490705,A,33.292105948219216,-128.89944097904566,D,62.913856042279036,-20.52640912409603,E,-66.4244234789052,D,0
26-35,Male,African American,Yes,E,C,D,69.43231401710801,A,155.15902271140402,96.27603150201585,D,131.46624898236158,-30.024141047510206,B,17.731397455666276,C,1
51-65,Non-binary,Other,Both,D,B,B,43.25225788423753,D,-187.4442697497486,-68.42100069106858,D,-17.428573082590813,71.46048442663954,C,-98.07682930444828,D,0
18-25,M,Asian,Both,C,A,E,76.27725543355835,B,-110.2732975487666,55.87925000339082,B,43.795410442982295,-62.85597295481947,B,-143.88329987723475,D,1
65+,Other,Hispanic,No,D,D,C,-68.29758476938662,B,-40.06532092576776,41.17302432651104,B,92.140990811396,-30.490784901159905,B,-202.59006796536667,E,1
51-65,Female,Black,No,A,E,D,-70.73643093083383,E,82.72640448826668,-71.645554154784,B,230.0706785022049,112.51043075588045,A,197.63860060924313,A,1
51-65,Other,Hispanic,Both,B,C,D,83.81695027025611,D,-63.89148657797128,38.2974775609658,C,-130.955748210353,124.70170806521574,D,-149.06943580643852,A,0
26-35,Female,Black,Both,E,D,D,-2.21434966427933,D,-123.46588809299068,161.64228412229446,C,-49.51909448289455,9.647757652837402,E,110.90442786083774,A,1
26-35,Male,Black,Both,D,E,C,-5.006445837636536,E,37.09706246690772,75.49066774835484,B,-59.438785295776995,-97.2250800737223,C,113.47012910827752,B,1
51-65,Male,White,None,D,B,C,47.03575023547276,A,-101.33818841388589,168.7925805529384,C,-27.488837856779462,11.065971686949668,A,-81.39060013927009,E,1
36-50,Non-binary,Hispanic,Yes,D,E,B,42.758818073437915,A,-7.480131909794749,150.3182996563758,B,-67.57150435402896,-156.15855533380306,C,14.176647701778153,C,0
18-25,M,Black,No,B,E,D,-16.327583430944852,A,105.73755770275015,-42.83892050710881,C,-0.1755451435385925,63.33758818754387,E,77.13128930332068,B,1
18-25,M,Asian,Yes,E,E,A,73.05656366940278,E,-73.10866459990193,-18.426340510914795,B,42.492577999562506,47.68700919965451,E,74.62947486451063,D,1
26-35,Non-binary,African American,Yes,A,A,C,50.274924998478,B,131.4772988650794,-7.326828389353422,D,100.11441471757271,-42.92417106016062,D,1.660806517096277,A,0
36-50,Female,Other,Both,E,C,C,80.67637720971422,C,-12.166111042599303,-42.89816232876177,D,97.34231317816031,70.98883096823268,A,-2.289737393232496,D,1
18-25,Female,Black,None,E,E,B,-55.46732802398591,A,46.13583315495131,41.71889977899265,B,63.4758544598092,-29.990710191672036,B,-31.6142678521873,B,1
36-50,Male,Hispanic,No,A,A,C,-174.01726140419063,C,-131.6372730482194,-26.128726045991225,C,9.075138439808143,-91.61599919636421,D,150.04849385649456,A,1
65+,Female,African American,Both,D,A,E,-26.687358060969867,A,-13.620584250147433,-14.948699053817474,B,-32.778709478481765,-42.01692834089287,B,69.43378438880195,A,0
65+,M,Black,Mental,B,D,E,27.90341432784174,E,3.185688039130905,48.13589599791086,B,-20.28173584421001,-203.69679223372393,E,33.46833341991148,B,1
51-65,Female,Black,Both,B,B,C,97.1184843208569,D,-49.711045417862046,-129.9108663255835,C,61.676623807771016,109.2175461167076,C,-131.35462875148997,C,0
65+,M,White,Mental,D,E,C,125.2827878167599,A,66.17735464339273,-96.47141009880636,B,-95.344795743827,45.46541456108498,D,66.69955127067138,E,1
65+,Female,Other,Physical,B,A,A,10.077307828052845,B,-112.44398119763078,-113.43413992812488,A,-7.879449164964804,74.89559987884515,A,-24.94758611078196,C,1
26-35,Female,Asian,None,A,E,E,110.46797885574439,A,-98.82571252311544,55.036788368623945,A,-28.583452049874193,76.81650379889533,E,76.27245679041596,A,0
26-35,Male,African American,Yes,A,C,C,-90.00881872567057,D,94.28645735503416,-97.53089412340826,C,-180.83028432154288,80.09055082012061,C,28.767232471887233,E,0
18-25,Non-binary,Hispanic,No,C,E,C,209.42640854637068,E,-60.27887272329882,-10.900538385792228,A,25.05142803157866,-115.0607005312175,A,-165.67157296019758,E,1
18-25,Male,White,None,E,E,C,6.559272989024854,D,-40.8056533243676,-25.87607502213186,B,-245.9238806805054,-94.26414391496081,E,6.835466937422381,B,0
36-50,F,Other,Physical,C,D,A,138.27130759461758,C,47.66788314607319,148.87848397412662,C,79.38986459356428,-241.65331183871294,A,126.78321264330022,E,1
26-35,F,White,Mental,A,C,B,173.73730991692636,A,-43.51594207108362,-7.395733413554684,E,-117.59928104395621,162.26453011664802,A,81.87073402877886,E,0
51-65,Female,Hispanic,Both,A,D,E,-131.85693971076597,B,-188.17877152230926,-97.24519457186244,E,-118.17279921250123,-150.60751466879907,B,6.812939318819174,E,0
18-25,Non-binary,Asian,No,C,E,D,55.117466637617675,A,26.6015841499181,58.96874510018407,E,-160.99301524173808,-19.15436549472563,C,-126.75219490669296,C,1
36-50,Other,African American,Mental,B,D,B,3.2045650003937554,C,-249.74051726984737,-64.45348068167739,A,-92.75412733198391,41.81830496244251,C,96.19565854297521,C,1
18-25,Other,White,Physical,E,D,D,-47.90257421478823,B,-198.0684854858381,0.16538494171865958,B,113.26067333745864,52.10135666144402,D,-84.57539095770727,D,1
65+,M,Black,Mental,A,B,E,45.012914850714395,A,-4.984762334480116,2.632493952596664,A,107.94378392233381,273.56281596203934,E,66.54281780828958,D,0
65+,Non-binary,African American,Yes,B,C,D,-9.483727194986772,D,-50.74272693454239,18.274548791362594,C,-54.68562468475773,114.35499037333562,C,-98.64878425319131,D,1
65+,Male,Asian,Mental,C,E,E,91.07623535871883,E,-59.44067097658562,1.4107502172186916,B,102.95169342419834,-142.0804592006725,D,-25.417068697460937,D,1
36-50,Non-binary,Hispanic,No,C,A,D,6.237470772220307,A,-106.26732671607395,99.30960572208923,D,-4.333069703030889,157.73133817271724,E,121.9333240743135,E,0
65+,Male,Asian,Yes,A,D,E,-113.24094342815276,D,123.97723646457688,2.1454604402438124,B,-87.5819944847542,-142.69942049588656,E,-302.30478430917213,C,0
18-25,Non-binary,Black,Yes,D,E,D,-36.787417314915096,C,53.64805217501366,-51.8720254030173,E,-4.551304960281527,-56.32942344921713,D,-99.44006022118604,C,1
51-65,M,Other,Both,A,E,A,24.168455669438636,B,-12.761242394675747,-13.229990149471341,D,-9.128695967286683,-150.61124768230064,E,-41.65234550220302,B,0
26-35,F,African American,Yes,A,B,E,-100.03725951414077,B,35.93268668563489,-100.75829667755774,C,83.53499283035146,88.82628511578578,A,-122.60310256105728,D,1
18-25,F,Hispanic,No,E,C,E,-53.33332587557518,B,49.34482010139268,-5.9541275916539504,D,-40.233300674834524,-178.77992389755576,B,39.215688796417666,E,1
18-25,Non-binary,African American,Yes,D,B,B,110.068079509593,A,-111.25803838981156,-19.615308595075415,B,-33.435377518719115,-18.110932008198066,E,114.77468949171336,D,1
65+,F,Asian,Physical,D,D,C,-37.2474821551111,A,61.66114265488414,9.811174367056385,C,-187.05489689073133,-30.506744026694555,E,92.92821651586507,D,0
65+,M,African American,Mental,C,E,A,80.03081765281189,A,32.595694147988446,68.41744070214645,B,-64.1747060228955,115.1671031563511,C,-50.53978261592646,B,1
65+,F,Black,Physical,A,B,C,-5.544822412928768,B,-276.30181222058485,-18.381285574666766,B,-241.47897562082642,-165.6934021278335,C,21.91798572189371,D,1
26-35,M,Black,Both,A,E,E,73.67485302939318,E,-42.52836712919183,-3.5464301940443943,E,-70.1468495767416,-45.74590338809958,C,-8.234822589059515,D,0
65+,M,White,Mental,D,D,B,84.70581828276636,B,-62.14348254044474,-98.12141530398148,D,80.87677613545354,100.42316187301607,D,-38.187160222201264,E,1
65+,Non-binary,African American,Mental,B,D,A,-68.75218124139963,D,-157.38214649726328,227.66877706179747,B,27.445591422827377,-128.5686579609155,C,-132.90753968084152,A,0
36-50,F,African American,Physical,D,C,B,-42.96255829543629,E,119.9989647677158,133.93515298653097,A,122.52388956838631,-73.77454542200617,E,30.424456378692806,A,1
26-35,Female,Asian,Mental,C,C,E,-34.22738595626091,A,43.83642331850269,43.60515371338623,A,-164.81181775380708,-30.040051171449473,D,-5.725945573199713,B,0
18-25,Other,Other,No,A,D,D,-139.83920230338418,E,64.57604895915549,-128.44249258951436,C,-121.81661865683388,-72.66392257869182,C,-186.53481940425985,E,1
18-25,M,Asian,Yes,B,A,B,105.55886351017114,B,89.37044410317779,-104.38700905592685,E,-8.25500422368711,-227.8989155388393,D,-142.24712679702452,A,0
51-65,M,Other,Mental,D,C,A,-20.124229175740695,C,52.10797019783813,71.74023145913225,E,28.437465598588908,-4.39710693081757,D,-61.81254434899785,E,1
26-35,M,Asian,None,A,A,E,118.10358266602874,E,165.3462708133289,-25.34780291311266,E,-75.35542558362694,192.02660936697455,B,-44.067289821094434,B,1
26-35,Female,Other,None,C,C,D,-22.721107282397373,C,222.8198115364913,-275.0732525030803,D,18.282995979439143,-119.4773859359688,A,87.13796886603424,C,0
65+,M,Other,No,B,B,E,103.15322926394236,B,-35.84053131835759,5.876332925211303,A,-26.41237204220774,22.09753282906429,E,107.39681747921928,B,1
18-25,F,White,Yes,E,C,D,7.942486851795058,B,50.44715795923634,-93.46812768480628,E,-52.8772161906041,76.22156346408062,B,11.450970337604117,D,1
36-50,F,Other,Mental,B,A,E,-60.40380883762223,D,4.4107886418587805,120.31213729035515,D,-115.61849251530339,-19.90077321334589,E,-106.62667227481124,A,1
18-25,Female,Black,Both,D,A,E,63.536756521509034,D,12.294389464045361,-42.5098323181812,B,-35.816972369778135,178.0212262339084,D,42.97015438028372,B,1
36-50,Non-binary,African American,Physical,C,B,D,-82.5102971529607,E,-149.73576617956346,67.09931781894511,B,85.46354764608463,20.97743617009918,A,-80.14534915253057,E,1
36-50,F,African American,Yes,E,C,C,-52.632776896391476,C,-236.7572864873245,-75.10414045951359,B,-49.11529779810718,-148.9128831865789,A,-169.553101864624,A,0
51-65,Male,Asian,Mental,D,E,B,-108.74348157798366,B,60.444510131643156,-71.58945193059837,D,46.44388382254344,56.11772551291627,B,-60.90595952329726,B,1
26-35,Male,Hispanic,Mental,C,E,A,-19.454584686279077,A,-57.22650178151342,98.83755027151348,A,-98.61329885544136,157.79296744508926,B,-90.85222118541,E,0
18-25,M,African American,Physical,E,E,D,179.1926600172096,B,-38.78596023928198,148.87910785290896,E,12.43426635484472,-63.293404019026156,D,230.78057118069813,E,1
26-35,Female,Other,Both,D,B,D,0.19129463016915893,A,62.791780523854335,-145.91252979766398,A,181.91763670123402,-119.60836325133077,B,-133.18464588259073,C,0
51-65,Male,Hispanic,None,D,D,A,-19.506985704951223,A,-80.11185223181214,-243.80169759995982,C,-81.93840870808872,96.2574238772823,A,22.110338436039996,D,1
51-65,Male,Black,Yes,D,D,E,11.727333450854442,E,-58.81842768176093,-20.189330551929395,C,21.803196680065305,31.36059512545948,A,74.61648979233698,D,0
26-35,F,Other,Physical,D,A,B,-122.99927565782993,E,-123.14839307054851,-152.56811290014826,D,-42.824070859815905,-16.749232888776444,E,-1.3587946837038254,C,0
26-35,Other,Other,Mental,D,D,A,-144.02121741448119,C,18.356048144980207,75.39030157774667,C,-0.5052535696450261,-110.61755553676531,A,-19.792869797863606,E,1
65+,Male,Hispanic,Both,A,E,B,72.05214689583075,E,-97.16619505954294,-19.98035282952045,A,-45.47876904621443,9.500755046765896,E,127.15478443734898,D,0
26-35,F,Other,Yes,B,C,B,-142.35747646727916,D,-116.78567339742922,-2.197075899283582,E,32.43495350618937,101.2402046851915,C,70.7329237532809,A,0
36-50,Other,Hispanic,None,B,D,E,21.459266523081393,A,16.451569442494634,131.59620579952977,D,-146.49824473717706,27.266418172905283,A,71.94039984476241,A,0
26-35,Non-binary,Other,None,C,E,E,33.161422705067196,D,41.681913431551195,-62.942421456752925,D,-17.66105816713929,15.418238070397894,A,48.38755193790254,B,1
51-65,Female,Asian,Both,E,E,B,26.335190585637996,A,-74.35882938346894,-77.60461088167345,A,174.25270002468395,-130.45158466360417,E,45.04613323464553,A,1
26-35,Other,Black,No,D,B,B,28.124286544304894,E,82.16970151795275,78.91867921994191,B,90.66479294954371,23.184180899990036,C,68.69758777802532,A,1
26-35,Female,African American,Physical,E,B,E,91.51878214920902,D,76.20808517881969,-32.61608811189725,C,-96.62683973681905,21.590467651155684,A,-52.243662115721776,B,1
51-65,Male,African American,No,E,C,E,-120.20388172241489,B,17.378415729377945,91.02942000442835,E,-120.19801736767222,-170.2572739232562,E,14.765388197547999,E,0
26-35,Non-binary,Other,Physical,C,E,D,-3.8557965967641925,C,-178.6042381674701,35.114296438215575,D,-40.1988891310857,172.63743393771742,D,-80.67225849024446,E,0
51-65,M,African American,No,E,B,D,-50.990447128402,C,150.30723252594868,39.93701140309349,C,124.79333315661181,88.24261206455637,A,-2.939808533734143,B,1
18-25,F,Black,No,B,D,E,7.117370185260572,B,-51.72135659606594,-47.84266007355376,E,-11.953544050002934,-71.07854406765625,B,74.86824056303564,E,0
36-50,Female,White,Physical,D,C,D,22.890652779169095,D,30.617869324188913,178.4579910404072,C,74.99776668903337,139.12184326858036,C,141.26737846313077,D,0
51-65,Female,Black,Yes,E,C,E,26.446699702499256,D,147.2050059085411,37.832960805542506,B,56.87134669401503,-66.50137018749265,B,-103.58739044936326,E,1
18-25,Other,Other,Mental,B,C,D,22.16264668353588,A,-8.714618362580307,-39.21302621326011,D,96.63743614209544,-131.2295217033365,D,70.94652327082025,B,1
18-25,M,Black,None,A,E,A,6.998889426820974,B,-19.273480193982337,-65.4579201882833,E,-161.67682175127368,-37.48985345141038,A,225.64749790139112,D,0
51-65,Other,African American,Both,E,C,D,44.70526032608614,E,83.42233446387793,140.41126544906027,D,107.18075849124938,-39.207393184208186,D,86.30936117202374,B,0
36-50,Male,Hispanic,Both,D,E,C,65.96515479771334,C,81.64605958742032,-122.69037214227608,C,61.3195663895298,-24.131918136764813,A,95.22386940198197,C,0
26-35,M,Hispanic,Physical,D,C,E,58.323200489273695,E,77.88990908909621,-62.446599386782786,A,150.0925842903759,67.72124753317851,E,-6.549373737842233,E,1
36-50,Male,Black,None,D,D,C,-139.10036759629517,D,-80.95334509937838,-112.09457204861448,E,166.20282081545275,24.00950599753242,A,85.6379728464278,D,1
26-35,Non-binary,African American,None,B,D,B,-10.777610558624863,A,-71.20565638793525,64.62976913222003,A,93.78986585238131,96.0632960855736,B,26.24095391648782,A,0
26-35,Other,Hispanic,Yes,C,C,D,168.25548580553345,E,4.868102576185822,23.770230523225695,D,21.689803024622385,-19.604679451429195,D,-145.73755161136154,C,0
51-65,Female,Other,None,A,C,E,-70.20183263821588,B,89.54833291694162,60.04135956166628,C,-61.46097885732266,-54.615876941497675,E,-70.95073614384282,B,1
26-35,Female,Asian,Both,D,C,A,37.09400500524034,D,139.0455084251223,21.741092288645877,D,-69.07146311788178,-50.963137838714175,D,105.04377574683639,B,0
51-65,Male,Asian,Mental,C,D,D,174.17422448091452,C,172.80330181015464,-125.12523394243,E,64.34844544086793,16.175060601948818,D,-11.020777944055823,A,0
18-25,Female,Asian,No,E,E,E,-125.11051590520239,D,28.916370375278767,-42.66580857404962,E,2.3974063773714187,42.109538213251994,B,-55.23496789931737,A,0
36-50,Other,African American,None,C,D,B,-127.79090308712948,A,-148.9963879921398,234.094704410141,E,99.07591941034151,23.735843047220772,D,-27.547262890918823,C,1
