nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Germany,Other,26-35,49,-44.9089699848572,29.385838139279937,D,-168.08785422241053,-118.85733375298608,B,E,-16.45858439881734,E,1
UK,Muslim,26-35,40,-8.77386090877684,53.851352854809456,D,168.1736162326308,-180.82080355461167,D,D,57.59329562994625,D,1
US,Muslim,36-50,21,-47.66178431130807,42.97190188971922,E,37.67415253165405,-174.77767687072708,B,A,-111.84236183622154,C,0
China,Muslim,26-35,49,2.0432190363275806,214.59044853384182,B,43.871704467512565,-26.1562986970715,D,B,-6.671963894972138,C,0
Mexico,Jewish,51-65,48,-9.580720001943348,38.903085534806245,E,150.0630974879895,57.69598645337092,E,B,-185.2424385068324,D,1
Other,None,18-25,37,34.79893596714928,-74.63450608223454,C,-84.73900387603035,252.75692401994112,A,B,-70.35111711594058,C,1
Other,Other,51-65,71,100.1337265878439,-58.76595782634998,D,185.1760247781066,63.33701542838672,A,E,37.91920162326438,D,1
Germany,Christian,26-35,60,70.2594558389619,-234.88363580859257,E,-88.21812149439596,77.60492000247316,C,A,-4.7677399751722,C,0
Other,Jewish,65+,42,29.33667930484376,-61.73334179868678,E,-37.64252187892086,97.74660777329879,B,C,3.0407121181004526,D,1
Other,Buddhist,26-35,77,84.37158480304909,-267.7883274777906,D,91.24744452666184,-23.747661415374193,C,D,58.98661157933054,A,0
US,Christian,26-35,23,-14.235703796771727,35.42821799493633,E,-12.524317104591356,14.772705878102915,E,C,12.962106795972284,E,1
Mexico,Buddhist,18-25,19,-72.93070212536944,-43.13916448473862,E,35.00621210347486,17.685802987127097,D,E,56.655520997264176,A,1
Germany,Other,36-50,66,-67.04086369945969,2.395480851359045,C,207.14966848000617,101.92755667379458,D,C,158.77713884768497,D,0
UK,Hindu,65+,35,-120.30598134678247,57.817107091998,D,115.07143842789101,-52.94458810785082,E,B,18.112420484866433,B,0
China,Buddhist,65+,60,-181.55025933939598,-133.6019413295275,A,38.88690989342008,-6.698118706108239,C,E,12.855325277786827,C,1
Germany,Muslim,18-25,52,-103.42519918725606,75.41520820498661,C,54.55864989372963,-16.209357270429926,C,A,-62.632801568117834,A,0
Mexico,Other,51-65,21,-32.81991802293792,-34.71416835102685,C,68.42596547442366,-19.57824692123315,E,E,-49.67868321518738,A,1
Mexico,Christian,65+,56,33.03384286086523,-69.20378536561714,B,4.8330843000280455,-139.04318264719595,E,A,-72.3434116903987,C,1
Mexico,Buddhist,18-25,26,-15.922531120373623,-70.48730230265173,E,-40.70146185972197,-158.17338468047873,D,E,-1.82108209804512,E,1
UK,Buddhist,18-25,47,43.83128429079265,-139.52109375742035,C,50.32292596920396,-85.42185119671643,B,C,51.49208745078673,B,1
China,Muslim,36-50,27,88.86500893337403,5.437171718899355,B,44.27430168454162,122.64572414855091,E,C,289.82212621241,B,1
Mexico,Jewish,65+,57,-44.34055264513856,-75.17955921000062,C,55.5508731272999,-48.19942384579018,A,B,-182.5115404574306,B,1
India,None,51-65,65,-82.03826344094797,-67.738012260769,C,-15.511296706948263,-142.1450354391542,A,B,-148.63861385955857,E,0
Germany,Other,36-50,52,-47.57780320403672,17.46591188883925,D,-16.000640914300117,-16.203953893000172,D,A,-85.45919758137171,D,1
Other,Jewish,65+,28,238.15412085442412,-5.591550411021384,A,-60.05950147415853,70.99611026383961,E,D,-39.22820168532064,B,1
Germany,Muslim,51-65,49,-5.28940527151953,-150.18504657582776,A,-76.05708613456109,-302.10026064173235,B,D,-187.2395885788588,C,1
India,Hindu,51-65,71,21.368896654265555,-112.327228462278,C,90.6458596753697,167.16103352259012,A,B,-24.61067857213211,E,1
Brazil,None,51-65,42,-19.347276438957387,199.18335778591293,B,95.20706635933435,-76.73243115889227,E,D,35.226404903071845,D,1
China,Jewish,36-50,45,61.16888357852404,84.93847207773693,A,-57.27193400433354,129.56950635238164,C,B,152.915866849141,B,1
China,Jewish,51-65,73,-88.73514210068329,35.09728820706471,B,-114.0712929548601,19.68766285572075,E,E,68.76080136855258,C,0
Brazil,Other,65+,79,76.76857952182652,33.40130012874313,C,-112.75455407180061,-25.61747339073806,B,A,-81.76975531549017,D,1
UK,None,26-35,57,-46.22314855885878,-142.26565466418066,B,-86.47639527149192,-98.93960337661883,E,A,-66.22747535324307,E,0
Mexico,Hindu,18-25,52,-36.1557342119697,50.188382510071186,B,166.90456979329872,-156.94320892308573,A,D,55.17816447096846,B,1
India,Muslim,51-65,40,79.35594637445199,-21.42259442659296,E,-3.6553926044683465,-5.221246030790265,A,A,104.19344367578367,A,0
India,Hindu,18-25,66,207.82879536300132,-194.1925917845619,D,-0.7457682019692556,-32.95423702513624,C,E,-9.168172303381615,A,1
UK,Jewish,18-25,46,-12.508924946014293,-145.49279663725605,B,69.00745795327732,0.12986252397024983,E,D,-102.10496101735178,D,1
China,Hindu,65+,18,-69.75529234135333,122.20629768821252,C,-27.4045009143101,-75.01383265735089,D,C,-59.600429405111385,C,1
China,Buddhist,65+,73,-96.55288916483674,-164.20609529228517,E,-96.90367060083923,-133.83880614340544,D,E,-71.66453302456803,A,0
US,Muslim,36-50,58,158.61202051282646,92.32354584073313,B,174.88157182248648,-30.434987200844986,E,C,18.214333319919437,A,0
Brazil,Buddhist,51-65,42,-28.452397722673496,-42.914958322855895,E,-26.339419652997424,59.84406115758015,B,A,-20.829951269997323,A,0
Brazil,Jewish,51-65,25,6.282982973414709,-180.70371234368196,C,126.72591554768321,128.71069303521156,C,E,-155.0325314128354,B,0
China,Other,26-35,52,97.61977916542001,-60.40640090230366,C,-81.33934297474458,38.72771128043869,A,D,-70.54770160423244,A,0
Germany,Hindu,26-35,38,-6.969241009091967,12.889730224384872,B,95.15152571730927,125.6326933650443,D,D,-0.6542387868664121,C,1
US,Christian,36-50,38,-150.3029448488083,207.06312008207954,D,96.95992558132647,-57.320551511891324,C,A,-149.14862605983583,B,0
Other,Jewish,36-50,32,56.9268222594444,31.49123713629954,E,-125.85387046760883,21.776375010185074,B,A,-46.39761345701092,D,0
India,None,51-65,57,-221.45312755742336,62.216530653890125,D,-147.06394811545664,-14.255640308529566,B,E,-4.5213032832713305,E,0
US,None,26-35,32,-6.749266563951303,-38.645610285679986,D,-33.42460915905968,88.50109972020135,E,B,116.55213047700568,A,0
Germany,None,51-65,25,18.1833979129813,-197.76771905211788,C,136.01297645278046,105.2217325310559,D,E,14.196061444239422,D,1
US,None,36-50,53,13.923446294535355,16.731804394159834,D,173.69833492740742,90.19761915444919,E,B,-207.75170153167934,A,0
Mexico,Hindu,18-25,62,-119.56445247336032,-88.13842918585377,E,-66.8982295802036,147.9981211123713,B,E,147.29655593588987,A,1
Germany,None,65+,59,-168.06497679394178,-139.8894552497942,A,185.6161466996763,157.20804585947786,B,D,20.043449249860625,C,0
US,Muslim,18-25,68,84.14570417488198,-137.14934308776347,D,-45.1816557860188,-26.131173879445015,D,A,-61.83657929386433,D,1
Other,Muslim,18-25,24,81.57419191305524,13.398959068440206,B,-109.38208314630367,-55.078226706867014,E,A,44.366989989758004,E,0
China,Buddhist,65+,31,123.36231300344068,54.5837405093112,B,-127.84297954529758,195.8964854688487,C,D,-47.60270445906532,C,0
US,Jewish,65+,66,127.77513293358733,-126.83822199080372,B,-26.769995294763156,55.87481311445687,E,B,170.93453709173266,A,0
Brazil,Hindu,36-50,57,-167.27661918301263,-23.342875709610038,C,-148.43995472314438,68.06221429159002,A,A,-76.15173589220127,D,1
Other,Hindu,18-25,46,-57.78847294868101,-9.915217089296666,A,5.6886020331499285,21.170547759519128,D,E,-112.04375525051017,B,1
India,Other,65+,66,143.76636342810335,-129.8493638212146,D,6.4204164767480965,-41.40388028549968,A,D,-24.076623058949572,D,1
China,Hindu,18-25,39,123.98810063044002,171.63695348208273,D,-36.24766718360473,-10.73993171938193,A,D,128.53779396895334,B,0
UK,Muslim,51-65,72,-154.3348563771604,1.7817513025192397,C,-67.51010681565612,57.03575376083365,B,D,124.02579744829399,A,0
China,Buddhist,65+,73,-54.429574376651715,44.89910960062212,C,92.99429228453015,-118.05680346346719,D,D,86.3934078519285,C,1
UK,Other,51-65,43,-62.4286103176121,73.28107703282014,E,145.7795086859973,53.40526948537567,A,B,20.652751336501552,C,0
India,Christian,36-50,64,21.95070103000851,13.642021197954138,D,-148.53983434319773,-34.320623932169376,A,E,-88.07562332718545,A,0
Other,Buddhist,26-35,38,240.8103208323393,91.78728404984713,A,-129.57550762419032,77.79756026818121,A,C,73.9941655508074,A,0
US,None,18-25,78,-44.50641486323151,54.45932224781469,D,-82.10097139190069,-129.5114320830302,C,A,114.27749392116941,E,0
UK,Buddhist,18-25,18,90.90385172931214,-117.27932348156322,E,6.833519403946264,-131.71036795965927,D,C,26.186785671405726,D,0
Brazil,Other,65+,39,-22.022567456607163,177.915105141121,E,-97.32783768307242,132.79842978156782,B,D,67.63857339693963,B,0
Germany,Hindu,51-65,19,35.856711042847884,2.8566582622309062,E,38.891576373663526,93.45854529170252,A,C,-99.01149524849461,E,0
Other,Jewish,36-50,52,43.675640126380124,-15.042976645256035,A,-95.35677156423783,-161.1372756792605,B,D,41.34286909921534,D,0
India,Other,36-50,73,112.02569297549441,58.421958500258775,B,-109.47397475374856,-236.45830584252084,A,C,131.3640314754992,C,1
India,Hindu,51-65,48,79.15368243839693,41.117450147289155,A,30.966547713405042,-176.68847909989773,E,A,-3.134151552258653,B,0
UK,Christian,36-50,18,80.92842269262638,178.61151125639182,E,127.44386274023027,52.06956475797092,C,C,-81.35226667509386,B,0
UK,Hindu,18-25,50,-155.99781238328322,3.546177061338094,D,81.01542119907737,104.44554470489378,B,E,65.13388113480504,C,1
Brazil,None,18-25,30,19.35072380953521,57.57687293718732,C,82.54648838902213,-85.71432487858036,C,C,-138.02967860121387,A,1
China,Jewish,65+,53,-211.19467670621592,41.01294641695645,D,-95.02934931162413,72.86342803656395,E,C,8.674547585117152,C,0
Mexico,Christian,65+,34,63.44167847232542,-25.03351794719698,A,-105.17751992616331,204.02108607596819,C,A,-168.4312921891478,E,0
Other,Hindu,26-35,48,-181.30842451611065,120.51087523320854,D,-197.5161146003289,-75.48458173085926,D,B,131.0586709870817,B,1
Brazil,Christian,36-50,62,-79.39413194584155,62.137258568172506,B,-54.603807304971184,-53.005207891096916,A,D,39.8126106068789,A,0
Other,Other,65+,57,-36.45585643057924,-1.0146395228110936,A,116.77700609305441,-85.09969647887392,A,D,1.9964090068595273,D,1
UK,Jewish,65+,71,16.6533195496531,237.88610035473948,D,70.70858082047681,56.69343224028005,C,A,10.735120564878148,D,0
China,Jewish,36-50,75,158.5070823332146,0.14355425182173362,C,26.6528967238432,27.780260711331106,D,E,151.06753580952093,C,1
Other,Christian,18-25,55,-5.131381268473369,54.49792971437154,B,3.1162123388016023,-135.04023451321137,C,E,-19.160427189767166,C,1
China,None,36-50,56,-192.90254683497054,-43.54629511488899,C,42.73117167379393,-185.34859062847917,A,A,-21.088849569847543,C,1
Mexico,Other,18-25,24,-50.133150943109875,-105.35770192363773,C,-130.2242740134776,81.0682339462617,C,D,81.54224206286678,B,0
China,Jewish,65+,52,126.07410198947615,88.76451261811007,A,-16.059563083014318,95.7647378535008,A,E,44.364849231364076,C,1
UK,Muslim,65+,36,-81.6064646817387,-129.06084191727456,D,172.44754387625338,-12.78551178508879,E,A,140.83822334608715,A,0
India,Other,36-50,47,94.05971885671003,-146.26646595280437,B,-174.28947789614202,-1.3447051702447335,B,D,102.76209558767246,A,0
UK,Buddhist,65+,61,-51.00604300510192,-186.39143574070692,C,-167.3671882172455,-168.64413122867944,A,A,8.225147949924963,A,1
US,Hindu,18-25,39,59.50998519903453,-29.831110307016466,A,-0.18583350090149733,29.64056040961816,D,D,-52.56221798417445,E,0
US,None,51-65,25,-47.92252652137552,-16.796497805016283,E,-145.37993052678883,4.798500405760208,D,D,-76.42892653759358,A,1
Brazil,Christian,18-25,63,-99.07796542062121,-41.83038536209242,A,169.40185187166384,-202.97187734348338,C,C,-142.02748111004698,A,1
China,Hindu,18-25,29,146.40663405589837,-13.008218798969317,B,120.34222054106178,48.3673122476557,D,E,-57.15802587480293,D,1
Germany,Jewish,51-65,38,-175.30185356446967,0.5586801502582377,E,-24.31162874833443,58.37991477207586,E,C,95.01039153828697,E,1
China,None,18-25,36,-23.5262339794471,-42.384267493278735,C,17.40279814895179,-69.04515482722464,B,B,-129.445657020397,D,0
Brazil,Hindu,51-65,33,16.098524118193698,22.493851254006593,B,66.74326446016248,-247.05491419802792,A,D,16.363972972246664,A,0
Brazil,Christian,18-25,63,78.284757770041,-19.532679334667467,D,-111.80229449273342,38.73935523151357,D,E,-109.65487890380099,E,0
US,Jewish,18-25,42,-86.37927986283782,-75.8234471076076,E,-22.47953774561194,-28.997327250424043,C,A,136.7723195286641,B,1
Other,Muslim,36-50,20,-21.399780090063935,6.469527633478529,C,67.9577859599241,28.771557860718566,B,D,-108.48555886332095,A,1
UK,Jewish,65+,24,-228.76740564732364,33.948668459362366,A,-43.32924788608016,-6.8524832522632,E,E,137.79315176418083,B,0
Mexico,None,26-35,31,2.9799273791714884,-218.6172973847698,D,-46.64028129366328,-213.33664395256244,A,B,19.659930938642077,A,0
India,Jewish,51-65,51,282.5524133422829,-344.4719096263454,E,143.5869781468307,54.950761304590415,A,A,164.48838509535716,B,0
UK,Christian,51-65,55,80.87353495284913,-63.63836835320096,E,-126.40658293060703,130.71664780833564,D,C,101.2106949163066,C,1
Brazil,Muslim,65+,79,154.76115584088626,-64.57889905325591,C,8.163813485321425,86.87379156977227,E,C,277.60634972393945,A,1
US,Buddhist,51-65,38,-34.071169158639066,132.91342842102753,D,36.12030169508269,41.41708823323546,E,D,-140.5661417185524,E,0
China,Christian,18-25,61,129.72739672883213,172.2084406694109,B,134.39036756700165,39.9656506537966,A,E,-19.665355736353792,C,0
India,Other,51-65,54,125.53350123441788,43.25180597556573,B,-146.842177157649,-38.512643572938224,A,E,-64.72539146932299,E,0
Germany,Other,51-65,45,-70.0283661554462,-86.05001168816493,D,49.37833473954406,150.7608936350896,B,C,-41.69994675082365,C,1
China,Other,26-35,28,-132.0294343078248,79.03612209697523,A,-130.03364254141314,12.811367978250859,B,A,51.16492702082667,A,0
Germany,None,26-35,66,-165.82942574813814,140.92539092322633,C,24.938856324315857,-79.4046209143066,B,E,5.7882028971209625,C,1
Brazil,Hindu,65+,68,-87.55665331760399,58.67254739285323,B,100.62018840468727,-95.90812487563748,D,A,29.061620419367166,D,0
Mexico,Muslim,51-65,72,43.50236575198673,-245.14613501315247,E,1.3436952898963896,-73.93129848442429,B,E,152.0558600774848,E,1
India,Buddhist,65+,71,26.453131367866867,-131.30831665741337,D,81.8584661578701,18.7540731702057,B,B,99.75788362674295,A,0
Other,None,18-25,42,-207.36097897741388,-63.04724586755429,A,-19.310360873285084,-76.60641283915363,A,A,-82.41944649470616,D,1
Brazil,None,51-65,22,41.93863811620149,27.885785228883975,E,83.34773137747452,40.880768534981165,A,D,98.95297920511032,A,0
Brazil,None,18-25,42,37.79646183093749,123.5735400574097,E,79.20715361553111,-114.09687142772766,B,C,-57.98054012940108,D,1
Mexico,None,26-35,37,-29.515238996167838,-138.35936391067952,B,-126.72268424196551,26.47571557061709,A,B,30.268940539763523,E,1
Mexico,None,36-50,60,-3.9650237600480898,2.38154616022424,B,-40.623959387013144,-115.35520285627045,A,E,-0.8787877373905406,B,1
US,Christian,26-35,59,60.69155621091343,98.7125222745384,E,22.724870365474377,-19.367710755318285,A,D,122.85467612899805,A,1
US,Jewish,18-25,22,130.99206370440976,144.04935572815276,A,57.47714403523364,-24.22190985942199,E,B,-103.84777343288025,E,1
Germany,Muslim,18-25,26,-19.74532302976332,-20.122694852995316,C,22.6966773600902,9.321003822685135,A,A,211.36893551861263,C,1
US,Hindu,36-50,67,39.772307162797034,-127.35888710605201,D,-143.57444712610678,44.59855699002578,C,C,-3.7442737441375953,E,0
UK,None,65+,68,-152.4211571168236,-43.04693019994629,D,-141.5673262422316,-19.14677748637756,B,E,9.717051902410297,C,1
Mexico,Other,51-65,52,-69.08699279278181,-60.40758506169429,D,21.39165081966626,70.15667223023584,E,D,-92.7515034266354,E,0
Mexico,Christian,51-65,26,-16.81815759055248,-142.71642536974224,A,-92.8682285403039,69.48213270448684,A,E,10.965126214305139,B,0
Brazil,Jewish,36-50,73,-32.7770155468761,-54.068762329464036,A,-198.36120941889575,-27.28789147897154,A,E,37.886756087318865,B,1
US,Christian,36-50,41,-176.39890504435394,-118.94370631954865,A,121.30706386477807,-135.48947539934005,D,A,246.21446993818577,A,0
India,Other,26-35,51,-56.735450022290436,112.90898751484968,D,47.21871807469714,61.19780913822055,C,C,98.85374641006116,E,0
US,Muslim,65+,47,-113.68583490900393,-149.25117727963283,E,68.84137630579112,110.4585964997636,C,E,130.0632241398662,E,0
India,None,36-50,35,66.06321542183633,-123.01069336626097,B,-82.09528270552768,63.2945772502039,E,E,-171.165562925991,D,0
India,None,26-35,34,76.73505326610727,-66.95124795684167,D,-54.2962473234976,-74.36510701270974,E,A,22.467050510609184,C,0
US,Muslim,36-50,53,-1.288603846099893,-56.094564477956254,D,-14.980338665089052,-15.819407160368096,A,E,51.13147655468882,B,1
Brazil,Buddhist,65+,21,48.76347298807267,4.7038366751153875,B,66.95053249660678,-28.04230791662576,B,E,-29.107735987982597,D,1
China,Muslim,51-65,30,102.26181578743139,-50.57012712482083,C,11.111854256153794,-125.87642703207034,A,B,10.537093569668086,E,1
China,Muslim,18-25,49,-33.213679533023765,-156.17579810113747,A,48.7847331205039,105.12251726441937,C,A,-58.03811994047949,C,0
Other,Other,18-25,24,19.75469955896567,-71.14757501133714,E,0.928036466845846,29.76326775191078,E,B,-35.407431565758884,E,1
Germany,Muslim,65+,36,233.43898443110223,-9.378720445182543,E,-86.55707864923627,52.69154553477377,B,B,107.13339235483271,C,1
Brazil,Christian,18-25,36,132.46044357040793,12.22566435014002,B,-82.00291282421401,89.56005462714747,B,C,61.160911685326035,C,0
US,Other,26-35,48,-59.33221422335633,-169.4703154024183,D,-38.095424974549154,134.9504202177672,A,E,-99.27477156594485,C,0
Brazil,Christian,18-25,62,-52.747796008803405,103.94173971082503,E,51.392044208774024,56.76194261446683,E,C,11.801495891938961,A,1
UK,Jewish,51-65,67,-1.8484022161471416,118.92779548855252,B,-48.79775343075406,27.607659434173925,E,D,-56.07738345855912,E,0
Germany,Hindu,36-50,62,12.076706108307125,-122.95546566243358,C,-6.162245741095294,126.67049683532348,A,E,-158.749327662288,E,1
Germany,Other,36-50,70,6.885257206021142,-163.22212997934648,E,84.10550891285705,76.90636743074974,D,E,-30.768367006415133,D,0
Germany,Buddhist,26-35,76,-68.3073180060715,6.814949888732823,C,-125.70662651968586,133.7211255243765,D,A,-30.044829404683487,B,1
UK,Christian,51-65,65,23.380133649313308,-4.953566165084434,C,34.62753553972772,-101.91831172820211,E,D,-36.1288724800232,E,1
Mexico,Christian,36-50,35,92.84785208967867,-203.2881731890113,E,-65.01887377567606,-46.69770602501705,B,E,20.491815997722245,A,0
Mexico,Other,18-25,73,-145.1541698784875,-60.0808625152405,D,45.939984028076694,-38.178291345291306,B,A,-194.2152113031516,E,0
US,Buddhist,26-35,26,-123.62909697109063,-67.0463232575028,D,92.5191174596857,65.91826487271705,A,C,-70.25216401031908,C,1
Mexico,None,51-65,38,-241.86309936115293,-60.80315107866452,A,-0.07814994260649907,56.14992482621049,D,E,49.19157181218715,C,1
China,Christian,18-25,77,-39.07238270692126,-155.18032950945968,A,141.41534975974756,29.660091750903977,C,E,43.738440429046896,D,1
India,Christian,18-25,63,-17.469681883862652,-50.301629458582106,E,-47.09759352876735,49.36164683935371,E,C,4.953153529076864,C,1
Germany,Jewish,65+,46,-84.53901400027995,-64.80487424788326,C,75.86238674423545,-175.04517127331232,C,B,70.66298247952932,D,1
India,Muslim,65+,47,-0.6934651680840517,-83.91651129269927,A,29.67373269163829,43.101694041758634,B,E,-72.06365146480084,A,1
Other,None,36-50,41,-230.79014322047883,-85.6658188617319,E,-52.123276752613904,-54.704745808986964,A,D,-218.5436613443461,E,1
UK,Buddhist,26-35,29,-96.8206897477675,58.38447950486048,E,96.12652197711593,-262.2005960753461,C,A,-20.368007423827585,B,0
China,Jewish,51-65,57,75.67094132516841,233.3979755770104,E,-6.20843352374531,137.3733758701454,C,D,125.8980009036091,A,0
Other,Buddhist,26-35,28,-138.86436311483814,-9.808725946798386,B,-188.89187035564632,-20.545260381257314,B,D,-32.16995638407191,B,0
US,Other,26-35,59,385.2853688883114,33.0031277381163,D,-199.56855447017912,44.438577890821136,A,D,-87.65738982068662,C,0
US,None,18-25,51,-12.184077372102255,-169.5624238786254,D,-91.28395206681877,-8.187095594750238,D,D,134.61853900085146,B,0
Mexico,Muslim,36-50,40,151.6780486985521,75.64188307356193,B,-6.971193310759969,1.3588487678736934,A,C,-220.1756082219359,E,0
China,Muslim,26-35,68,126.90953715150964,-11.998365637853357,E,-2.9377205794993793,-0.28046315340199124,C,A,238.36005308591703,A,0
Germany,None,36-50,69,-133.1323634086347,117.63087224669763,B,-106.25185969303598,9.899342120858789,C,A,-30.23198761758245,E,0
India,Jewish,18-25,21,57.54101740242534,25.01595183753383,A,-52.395638140748616,94.1055898547953,C,B,60.55384593957799,D,0
Mexico,Other,18-25,43,75.07719404029129,-104.50441737872873,A,155.62583658966273,-59.13044529563629,C,A,85.79820521188877,A,0
Germany,Jewish,18-25,35,-30.09242860519174,229.5438458592543,D,-34.94290241831276,-115.28287611387569,C,E,-36.004341128446086,B,1
Brazil,None,65+,64,12.923005465158216,73.7800774003716,A,-125.5597249432943,-142.39271329407362,E,E,63.277940954407455,D,0
Mexico,Hindu,26-35,21,106.32270980259833,107.55476043288583,A,57.55939371748726,81.03027464751968,E,B,-85.04341410678659,B,0
China,Muslim,26-35,32,-99.1541646471651,2.574819864269102,A,61.78745517707428,-195.37497866594566,D,C,93.78020207039494,D,1
UK,Christian,65+,41,-66.61236493840075,-92.48382338720165,D,36.28734285559425,36.86130985585213,A,A,86.73116634367061,E,0
India,Hindu,18-25,29,-19.41705038674451,73.8047652419053,C,54.32703318141434,128.32769158004282,C,D,60.544820441593416,B,0
India,Christian,26-35,62,-87.60115707475781,-145.203511125151,C,87.53661913174311,22.03792221881234,D,B,-34.79083169141342,C,0
India,Christian,36-50,29,211.50187260738957,118.25622685185233,B,86.00057046965284,143.5054828978356,A,A,34.94779795058325,C,1
Mexico,None,51-65,62,-39.485581373754705,-65.2881506261273,A,-172.48717440308542,150.44986911949348,A,E,-157.12682883611117,B,1
Other,Christian,65+,31,-137.20441322485084,85.17371482304858,B,100.8073185286341,121.13845514534496,E,E,-99.12507063326903,A,0
China,None,65+,19,-126.1770999712656,55.3242860199686,B,-143.11185637232794,-81.14908336436972,B,C,-137.72585528753754,C,1
Other,Other,26-35,73,-13.29358858363974,-30.91522100661085,A,-154.36995534138302,35.88100377955988,C,D,161.59513274217142,E,1
UK,Muslim,18-25,19,67.87732680188067,123.93957883825128,D,-62.46706260463988,21.310560127787692,E,B,10.750103031942302,D,0
UK,Christian,65+,66,13.770268517623386,29.975879630956076,A,20.451723831379415,-8.121270904919108,D,E,99.84594203006168,B,1
UK,Jewish,18-25,76,-60.568469929303205,-129.5847579023574,B,60.13461969793966,29.098421699729442,D,E,-73.75215696558406,B,0
Other,Hindu,26-35,31,151.79880326285507,-93.71660685361465,A,-261.51673076203593,117.75002279684026,D,C,75.84888810181556,B,1
India,Buddhist,65+,23,28.157323078343733,-101.29364561917113,B,4.433939778402079,-64.99468746724503,A,D,2.150590146377304,B,0
Mexico,Muslim,65+,44,79.49704009090165,103.85578220564868,E,71.69933942271825,-145.21645556767123,B,D,-170.69164027011647,A,0
Germany,Christian,26-35,29,38.36405803346792,-83.19788106463307,C,-140.6471347510394,28.270564602424553,C,D,-53.92323486053067,D,1
Mexico,None,36-50,32,-159.09177257544985,25.427712429671857,D,59.61303373982846,-77.32401091398918,D,E,-130.90670629804308,A,1
US,Jewish,51-65,21,80.80886332010854,-38.61433733271803,A,-67.03501615386527,-183.73054668776587,B,C,117.22529301946408,E,0
US,Hindu,65+,23,18.488550902282004,-36.26087016788138,D,-10.696637524309113,-46.878701676793085,A,C,-112.73149265860066,E,1
Mexico,Muslim,18-25,59,261.094037590118,54.31904649031568,E,-45.936213988643274,-22.472646327262215,B,B,48.51451581650397,E,0
India,Other,51-65,33,-88.01421492347987,-4.844632111180273,C,115.75151168195221,-5.465163004888907,B,E,-73.37067127223112,A,1
US,Other,65+,43,212.09226517385943,-115.19254464070647,D,220.94601215972372,26.017724244586283,C,E,-26.19874988976907,A,0
Mexico,None,65+,51,-104.52439845230661,18.421104643526725,D,62.133626627126304,-196.78103501525217,A,E,43.02980627882351,A,0
UK,Other,65+,72,-68.90329669309946,196.9350950781983,D,-107.22845792656581,73.58183798362533,C,A,-82.0000195059613,B,0
China,None,51-65,77,31.36362168835675,-13.248008852943133,B,-94.2550549403302,160.29693300740635,D,B,-40.40322769893385,B,0
Brazil,Muslim,18-25,71,-243.56275520477863,38.04241361904736,E,-54.003988916505094,-166.95551246115926,D,C,-15.903169812692006,C,0
UK,Other,26-35,19,47.492300293390485,-115.63088978766007,B,4.284304863669662,-162.80541813112907,B,E,86.78944776727452,C,0
Germany,Muslim,65+,51,-195.1202427028316,-133.74169721043307,D,28.44176720909643,21.573152919495445,B,D,-2.535687137052763,C,0
Mexico,Jewish,36-50,43,-203.95521564467006,-172.39489133958097,A,-88.3098649100411,-126.23291759635357,E,E,30.051367345677203,C,0
US,Christian,51-65,63,63.19189937176365,54.328781918424916,B,-156.0035336746894,-148.7378350094317,B,B,-33.052958046574616,B,0
India,Christian,36-50,64,-242.63983549637624,116.47402233386019,B,29.229674668798562,-15.731998126249486,B,B,-97.56349163264562,A,1
US,Other,51-65,79,169.65984733952382,-9.15865319836177,D,76.54828989556707,-250.55033963359068,E,E,81.38027145320471,B,1
US,Other,51-65,47,59.36386360715098,-20.510994656266757,D,92.5309756328524,-121.47841652040742,D,A,-102.90644497298106,B,1
India,Muslim,51-65,35,-69.28936311607252,-50.93352975845925,E,58.104500728790384,7.576150132503955,B,E,3.7865994196705053,C,1
India,Buddhist,36-50,65,48.911016491288436,39.86363645469326,E,3.0364085700750625,162.11774518233966,A,B,12.16477024393645,A,0
India,Hindu,18-25,76,114.29308022335185,-98.91655114451274,D,20.184701961258973,-27.178678317713118,E,C,9.843955376645876,B,0
Germany,Muslim,18-25,69,-25.550793011077793,68.59657946756246,E,-217.19948972974973,124.3528346934145,E,C,-5.116913304687073,C,0
Other,None,26-35,67,47.97841969558468,14.803529003803206,E,18.413059960217836,53.6863656569964,B,E,72.60654970359961,E,1
Other,Jewish,26-35,74,116.90191262862086,107.28574071516452,E,93.16286106145452,-88.79730862769178,E,B,228.11177159575848,D,1
UK,Muslim,51-65,77,-48.35651067562017,-49.77022647706326,A,126.29960368736765,108.8646142549496,D,D,57.17204569946458,D,1
India,Buddhist,26-35,40,138.10742300401105,-39.17480642602115,D,-129.15498794129277,-59.32120376363168,D,B,-27.435395408601003,A,1
Brazil,Other,65+,38,188.63443382111907,-55.882462672188126,C,141.38979850642573,8.200285894483159,B,A,-66.51753337974306,C,1
UK,Jewish,65+,22,156.25668224951477,15.038306957635509,E,125.71361210426922,111.25826351168367,A,C,76.80104349044908,A,1
China,Hindu,18-25,43,-23.341258895231455,-44.38671334645849,D,-101.48563761530541,-111.79543128112302,D,C,58.97774352558911,D,0
Brazil,Hindu,26-35,65,55.17217053126655,201.18182528215485,E,165.49058586626725,-42.34241737069314,E,E,-44.934457329184575,E,0
