Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
M,-140.35543851627733,E,C,C,-144.38172994850794,20.97176005858194,53.75580221064449,D,A,C,56.74432319005738,58.34558730237224,-42.802991983191276,1
Male,128.1743401210165,A,B,E,174.8200045910998,-127.5043909608898,172.07600143672707,E,C,D,3.6461451095975304,53.90051408656343,86.7639745338622,0
Other,103.34849674094413,D,C,D,7.9726549884733044,-86.05290570533246,-62.54101588824038,B,E,D,-124.48624172548746,-22.515533075746045,-119.62203485451586,1
Non-binary,59.67244174954827,D,B,D,-136.84711885547986,-103.64225191968966,136.77763858967967,B,D,D,329.72563929580525,-44.19046833786124,55.057095230688816,0
Female,112.53214430816645,B,A,B,101.12203160199122,-80.64637061604219,21.777008510376984,C,C,E,45.757663616514186,36.678948553347304,-111.25314131632325,1
M,-111.80421553870148,B,A,D,-106.43979398807144,-202.2481705705359,166.77308179214296,B,D,B,135.79869834878488,-81.50110660084776,192.4747707741952,0
Female,73.73016384960985,E,D,D,-66.43490356272834,-270.4354337401759,-2.8538277630183146,E,B,D,-0.9944879323152972,-104.12709035191246,-93.60520342932071,0
Non-binary,75.53314969243627,D,A,E,-100.64483961583039,112.60270695021953,-144.97044099599802,D,E,D,78.24961823071231,48.84633616964132,-20.657312346336415,1
Non-binary,106.36063612318966,E,A,D,-148.75464557307473,-33.64596530114902,-3.4979413079001076,E,B,A,217.19644562963958,59.10084754539733,59.73144856866036,1
Female,82.6951846665555,B,B,D,-31.75911139788235,107.64022874968416,-94.00601727399807,B,E,E,-18.914197321480405,-36.70806444968332,-59.95327197720029,1
Other,370.45512852724335,B,E,C,-139.36366159445885,56.62942165203214,-120.64223482659948,B,B,A,15.117465531405895,76.73660592636197,11.953407105930875,1
F,-48.03908573271491,A,B,E,-153.81032897841985,36.588204085718,3.6828046028390258,B,E,C,-27.39164837017386,20.311290259135305,-56.746059784069544,0
Non-binary,30.802391050769064,E,A,B,65.80786514425083,72.88504817657146,-28.329126905501628,E,E,E,40.64956735697364,60.79720251719325,-132.01676898243204,1
Female,213.1722475201868,A,A,A,82.64957081964955,97.65610485489901,-94.71609251620076,B,C,E,16.20167464371151,14.189114876256657,89.850193561705,0
M,-137.42177224208987,A,A,C,-49.05528022833134,-20.14659437225439,30.343614900526273,D,A,D,-18.53552839328776,67.88083398864188,-82.04621609453191,1
Other,51.462606009874534,A,C,C,37.63572196533922,-18.659599073634446,-177.34244203052452,E,A,A,28.248790490604343,-84.7546053802703,-176.73557458860287,0
Other,124.38794185385686,A,C,B,21.34151949184861,60.96251650763609,30.205538014293197,D,A,A,-111.04283691858998,-273.1973356531368,-86.17058571213104,0
F,181.73130835898118,B,E,D,-78.93509949300224,-153.20523932582105,-4.881223909754915,A,D,A,-49.07680917863293,9.534769011951118,-68.2126205921943,0
Male,-6.231580300098486,B,E,C,-110.77788925944793,-24.362720814280724,-112.47398479901256,D,D,A,36.921121023325085,24.245307254673527,-34.010072490894984,1
Female,-45.625301418309895,A,E,A,75.83532229619856,-48.339502033852085,-167.2394228006492,C,A,C,-97.85193365982498,59.804055223434545,-64.73887864710667,1
M,56.71343025155255,C,B,D,-144.4245461345349,16.615043174878597,2.504228314347288,C,B,C,-69.94231072022285,3.358911569548023,-13.95653561793056,1
F,-115.38498659008174,D,B,D,-29.68161133545121,24.85995938902957,-0.33333949897587856,A,A,A,12.285361361954635,-88.23785391647088,-90.15568719654753,0
M,-64.55266518412624,D,C,C,40.802826338175485,-24.794009597554474,3.5908487609952133,B,B,A,-48.983499903386104,15.291624354934704,125.29475949866966,1
Other,45.03355401897129,D,E,E,31.75560429065602,23.90460426667603,112.55572200186741,C,B,B,32.914004102150265,-36.96013811073004,85.63220456452001,1
Male,-65.06662513497159,D,A,D,15.089104997683652,21.14863763161613,-27.34677667783364,D,B,B,12.169932595805587,21.15467382644828,95.84066409405558,1
Male,32.19603725418655,D,B,B,108.58644893549656,-63.18667057265267,-11.725324520873452,B,B,D,202.7139016958925,64.97803089014175,172.9811937112983,0
Other,159.96798845864691,E,B,A,-1.8746175228777,-2.926294260715963,-55.89011328493356,C,E,D,-134.27840254865063,38.2490036502574,60.06289639272018,1
M,40.778150860326235,D,C,C,201.6484385135829,-36.38521975130613,-39.607750710668014,C,D,C,161.5430213568744,-31.756519282320035,177.66987411180895,1
Female,-11.085301089025315,B,C,C,65.46539256698819,-19.251373154858857,-143.34023056861938,D,E,A,-5.055449468827875,-171.98021780499425,107.84963253630187,0
Male,-28.614494729599233,A,C,B,77.74608326083758,126.07202869676024,57.05919197327456,B,B,D,208.23114244715097,-5.816869683096571,-77.56317454225564,0
F,0.1465651336907591,A,A,D,-90.59303476371684,-34.692521508917444,17.045599187338237,C,D,C,-45.323894095811625,118.6108045812803,-122.5879405413418,0
Other,-66.17382057657527,E,A,E,-333.8319055072112,-1.3918022615343788,141.3357438571023,B,C,B,35.73903840848999,64.97617430935982,103.71372551738129,0
Other,-112.51164258186796,E,C,E,18.70901386729037,-163.37235108596516,90.26934371856768,A,B,B,-85.89007996885641,9.397789387077529,-170.0558284309398,1
Other,6.707254779833814,B,C,A,-21.74986838717478,194.16140608693263,129.37906424742866,E,A,A,-70.6504643574853,44.90140353141284,91.12999653664899,0
M,78.0417156174509,D,D,D,129.33239869110434,34.893184768961014,-11.765195556991358,D,B,E,93.32169616228502,-105.4165241688018,151.76265844974378,0
Male,-21.913787463856103,B,E,E,-77.99639949091706,-157.20591683056668,79.22723515001515,D,E,D,31.34250535700548,-169.95034999944804,29.55725786313515,0
M,131.44109741435005,A,E,C,-9.622525407749233,-85.18413033499684,-97.35059360056859,E,C,D,162.71817629461776,113.19172021047157,-137.02690611954412,1
Female,-50.12500151090269,A,E,A,-31.754078706725196,4.109233840298061,42.64342495634081,C,D,B,-20.741156737001614,-120.25621779766816,-111.92327686310554,1
Male,-106.07564935610543,C,C,E,107.59841938494925,135.3480509515849,-89.46632625595642,B,E,A,192.55666180767517,-36.24165047981341,70.44846424157979,0
Male,92.87949461772634,A,E,D,62.169094822908235,28.231462355469773,-176.11752882109474,E,A,C,-8.885219229987456,-52.94738440430822,231.55124744311237,1
Other,-67.96507416803857,A,E,A,68.4523871870115,-67.70481042255393,-73.82791769659269,E,E,A,68.29369246637683,-164.44336954415547,104.293661324686,0
Female,45.971524681972866,D,A,E,48.49117096653931,-3.6422070328947544,-22.32982833806208,A,E,A,-134.94674947730874,241.6168108008876,-102.08350469384911,0
Male,37.052802987155005,E,E,E,-36.03755356359578,10.378306570358545,-132.5017742199994,B,D,E,181.29309936854148,-145.2080264703127,70.83041464267188,0
Non-binary,-117.43815094981393,C,B,C,-100.46960885288661,94.90177368722276,-119.82105392683506,B,D,B,-50.95906916340116,82.18514138681627,-63.498071127315015,0
M,-116.20292830879268,D,B,D,17.303810866620616,260.02754055964334,-76.82637679988551,C,C,C,-156.8168444660354,-158.7947723062883,41.59814520506505,1
Other,110.58983126935371,B,E,C,120.09181990465572,-29.519508520240826,-175.81501493585375,C,A,B,-77.4041393591522,21.556685702167858,8.791336337248296,1
F,-11.245759503047797,E,D,E,88.18367963037085,-26.441772707792445,-119.58823652149255,B,B,B,-8.69851469617338,93.84522870184183,121.76280268049477,0
M,-36.70792304958565,E,E,B,17.003532794391138,140.19405062009437,-158.1956172714214,E,C,D,-143.85232924979667,-45.5278444668391,125.63699600447278,0
Non-binary,-178.58225695662497,B,C,A,3.1783814385266007,126.80760297141298,-128.5732824085739,A,B,C,-85.33016268290402,-71.39366276836387,61.2573964435948,1
M,-77.2608916975641,C,E,D,149.19758854579484,-6.828301301249437,20.991214866224013,B,E,E,207.1112341578885,-10.362259510357902,-75.97042218916567,1
Female,-55.23984342654548,C,D,B,-88.10482777029229,13.48817359996801,-28.149397286551174,E,C,D,81.60661845603808,-122.35985990578013,-55.50248432270697,0
Non-binary,37.838828951220734,C,C,D,-80.5253073734658,-0.48532438981057063,-150.91305454762536,C,E,B,3.507202936815483,-50.91088474998349,18.479660265147423,1
Non-binary,-68.74058876082042,C,D,D,-108.24767148567787,1.797053172457414,75.08306097931494,B,D,E,45.5185098075738,157.50423948116224,-70.6122698987983,1
F,115.20710003228318,C,C,B,-183.67424148183565,95.50197439503914,101.7186668156233,C,E,A,50.03619462161346,65.20877602390111,-64.86685073355152,0
Other,-4.318659880002815,B,C,E,-8.223031846594644,42.56444516084086,-17.701877992737895,E,C,A,-4.283480485576596,-82.15752905053331,-1.5063203804518872,1
M,-133.414194636226,A,E,D,-39.3087578670005,-69.23385487208647,61.79286948500275,B,D,E,150.49008454802538,-142.95449968624033,-18.84368019579985,1
Non-binary,25.250163595501117,B,C,E,43.257580183134955,-52.979805407929035,-104.90767375468644,B,A,C,23.282261057015155,81.88691647462282,-190.34943261189727,0
F,166.0538226236694,B,C,E,237.61925628545754,-33.119894062674376,51.857157738749635,D,D,B,-15.072973100895185,-107.4848571536446,25.162342133782207,1
Male,-30.597453913442607,A,E,E,165.18319770680347,-44.39364794694321,-57.055475222812,A,D,B,45.78624620482138,37.818601610786466,-126.66213625100582,1
Non-binary,-171.8557260355314,D,C,D,136.14062803001542,2.497052199944541,120.84492215216902,A,E,B,-12.61322288837913,13.533945104556041,142.31177490827497,1
Male,55.61525132586673,A,D,B,-96.33417258321933,-45.63263456471666,112.03520879779607,D,E,B,225.71958715828399,-17.84106197343447,135.92756466454824,0
Other,-57.58777080256711,B,A,D,44.19357705689978,-129.58543323306597,-94.72747375061108,E,E,D,-6.526971766493,143.69865631168835,-17.37905749120602,1
Female,59.459157113927716,B,A,C,41.68632253730201,-36.56094719950911,-109.49262451675736,A,C,C,173.91503817438067,-41.11748984018346,-153.10314746337113,1
M,49.78738652573259,E,A,A,122.00748471456848,62.26966456912583,-71.80898987173457,E,C,B,-31.021829531908416,-28.35313622584484,-185.13060356287818,1
Non-binary,52.28427511194313,A,B,E,-17.931903418279845,60.972690736195226,-37.20456578340941,B,B,C,67.25026632046696,-203.56013395131436,203.79805063766324,1
Male,-36.21131878005153,C,E,C,-81.64349217643165,-20.021279361556672,-44.915335239724755,D,B,C,36.908893921444644,-20.837355648683978,-19.354926969936916,0
Male,202.4618928855979,B,D,C,-119.22412505696667,59.447028317533814,-14.407727804566091,B,C,A,-17.613455431101404,-248.28927341510135,33.766727359039464,1
Male,-124.81810060929506,D,D,D,127.86760645531734,-101.50290311043224,-78.81535883633302,D,D,A,-48.6728739154385,212.5484848539374,38.86202983386839,0
F,-184.7411526998484,C,B,A,-153.91504161701414,-169.0226886184316,51.83478728335176,C,B,D,-55.24072293436646,308.0281012341011,123.88014042491402,0
Male,17.30206696260228,B,E,E,52.44434472087266,-36.76092677451599,-1.9173357299770064,E,D,C,-35.51661622811702,83.2235432226982,-12.267600782799912,0
M,71.66317794381357,B,B,A,100.0101704664868,31.221578385135164,10.97493797973279,E,A,A,-35.444809219633136,101.35998001840831,9.946855635692312,0
Other,-30.78767571347158,C,C,E,-0.8487048541661438,-52.644310715716514,-55.98531652604054,E,C,E,-88.64759041783738,-116.64893994634194,53.94192439316521,1
Non-binary,173.48091552561496,D,A,E,53.174395557255984,-14.412332458037131,-138.218303906241,C,E,B,-57.894389430040114,-126.39940698016386,323.4724728537347,0
F,-6.868287107236968,D,B,A,-59.52003419185482,40.78611209132473,-67.25822093052233,E,A,E,-29.114096079977735,-112.4515643863887,-72.73044376139055,1
Other,-47.7544997655007,D,A,A,65.74624830873238,-0.9946718466002794,-44.75054446595863,A,D,E,-121.64639644965763,-50.58499206032588,209.91938018468272,0
F,131.8459102282929,C,E,B,-49.2616217022628,54.7180111159595,67.93084158003975,D,C,C,149.0034680335508,57.15831152391429,-122.1340270180684,1
M,-31.442105079691313,A,D,B,-269.4602891488527,-89.40223870560325,42.66524235158492,E,A,D,107.3921656880598,-226.19734151867087,-36.70290173574165,0
Female,-10.868361381269978,C,D,A,-78.52614612435923,-58.35892316952207,-165.70775522129296,E,A,C,21.82915454343769,-95.67458333348397,79.39748818563544,1
Male,142.80119420481347,D,E,B,-9.8458777782747,-15.215500225507922,-22.822640701124065,C,B,D,39.24455471542486,-82.95244497331629,48.819735699962514,0
Female,20.201034973950733,C,C,C,-10.041030170951739,62.51403872673579,-17.456567092328505,A,C,A,-173.34744462035673,71.25025525875772,-3.655225918849174,0
Female,-87.68096110641422,B,B,B,-115.93849579590602,-62.28124843438517,-69.0662143061326,D,A,B,5.232659766216344,164.1849057418067,-13.438097957600274,0
Female,-8.488010384482228,A,E,D,54.155669207208035,-160.92449732684608,-25.17752288372408,A,A,A,-33.504592265685176,-40.72931133204493,-59.576858029201496,1
Non-binary,-129.14550000568775,C,E,E,100.76914706422042,37.98147142879223,-242.17303880670812,E,E,B,-47.276283282975726,-104.5241091395922,36.421199238483396,1
Non-binary,-62.677290866932445,C,E,C,82.70761711898844,192.58278758086098,125.98988299483152,D,B,E,-39.16901483631116,-43.299093778561485,-145.7762565255034,0
Male,-190.18850521723297,D,E,C,-92.18440811113202,-259.31020384517535,-121.49974181830177,A,C,B,-76.85562212354374,-62.72880561400969,-34.87500127516601,1
Female,-46.42685477741678,C,A,D,-20.46271731947348,10.900152697415102,-81.9247273187943,A,E,B,-71.04381558729884,-20.150019820149417,-62.38411166061666,0
Female,50.73189192286065,B,C,A,-22.518023318519052,-86.50530515161526,-56.546039916342664,A,C,A,50.51704321440537,23.717390717125372,20.456807464500002,0
Other,73.28885288708565,E,A,D,-52.8037743368901,-112.78471444549687,123.23400061293648,D,E,B,-19.72864112268718,113.14153517716868,20.9484409352731,0
F,-106.01136978800403,D,C,E,-151.5208131226777,124.30694362928733,20.96707511010033,B,B,C,-0.9065527971520689,66.42365233434475,-35.42028387314102,0
F,-28.818310399589848,A,D,E,-123.50094711365726,-185.8960062940939,114.49701353218249,C,A,E,166.6404828040557,-259.1357229751902,127.76584477123303,1
M,-35.78308111898641,C,B,B,-166.3980682434528,-0.9722298013258434,94.00921285127622,A,A,A,18.031045825224133,-35.51020213248013,-57.75291759670568,0
Non-binary,15.912992114774402,D,A,D,-68.86020392367375,-130.47413295410314,-19.20331087703695,A,C,E,196.00343437513453,-51.476787806525145,85.06229319382071,0
Female,125.8519037780489,D,A,A,-166.66439405358759,167.8968506951827,76.1741558475007,B,D,C,147.23212182509593,-142.87853358729527,-81.97638757655561,1
Male,-16.16675797713135,C,D,A,-98.99500060029183,105.31031634769728,-40.64050163266824,E,C,D,-158.77963654124224,33.12153588055648,121.72733581944408,0
F,-11.3228516688161,C,C,C,-361.7380274506936,1.3178914331819573,-90.88474184429892,D,D,D,-20.60363783052417,-119.01547890640349,-236.7727894410268,0
Non-binary,38.421494877250154,B,E,B,-91.77254176008852,-159.11936350668205,171.71898755696907,E,B,B,104.33536335397065,-5.229758380766192,24.416499934766005,1
Male,-153.62944461861338,D,A,B,84.82311819932404,-12.838329438158597,55.48586288804077,A,C,D,24.313208023515937,-60.72926930740247,-4.812171598201807,0
F,-167.42183478239158,E,C,A,-99.41166855234678,-107.3955273745302,-4.931727808779054,B,D,E,-143.51720950494777,-2.9349713318253086,232.72080205485017,0
Female,-7.542067389927679,A,D,C,92.07082376317344,-57.211967254023044,-28.895926964842182,C,B,E,-111.62043052051487,100.41036488203486,46.52989043030958,1
Other,-81.26888868896296,A,E,E,24.3254850071072,121.7036793857066,-33.704492922799,B,E,B,108.89580230139468,187.49126333332865,-108.519522847763,0
F,-69.86531325307138,B,E,D,17.191036208206356,50.90883915995615,-1.4313616616413756,C,E,D,-18.68087067407102,-49.52404972172606,138.52600667417963,0
Other,-14.598438836333234,E,A,E,13.929821865228961,111.8709556294023,-34.696409783733316,A,D,C,133.20553364313093,5.520028125314187,-132.9573066650653,0
Other,-20.672662461108796,E,D,A,-22.313260032841253,20.96264643342331,52.88051093976881,C,D,C,22.617928302215333,-204.08371588118933,50.20071157043975,0
Other,33.03808471799017,B,D,A,63.3133858598964,-98.27985220128033,73.17355689963028,D,D,D,-215.112610993725,6.7608759140084045,-51.03426321555775,0
Other,22.811111349295576,E,A,B,147.99460302852984,-2.403707716020522,40.07771441384434,A,B,C,-50.44111984256868,-139.5756498607045,67.46134878559008,1
Female,-158.4054533595758,C,C,D,-7.417106502023052,103.51648898609605,55.175086424995065,E,E,B,-64.8313781771548,19.953966059127687,-186.54574450134822,1
Other,-111.69956421834031,C,C,B,-91.77090582061996,-67.3474426298959,-1.979134382718108,C,E,D,-100.26239305294953,-60.42177258243212,-76.99286547165823,1
Female,129.66834899189175,A,B,C,-31.42209370686518,-32.393349332204444,16.446333613997414,B,B,E,83.39225400480454,-68.64849177141318,73.45785073450057,1
Other,83.3135663679696,B,B,A,55.95578058653102,6.165637717849843,77.09594605827486,E,C,D,170.18502857818405,-188.28739536799839,13.810353680641626,0
Other,12.590473448233503,A,A,C,74.69491605819691,80.94418651225875,-104.37947715414478,A,C,B,6.800483966750122,39.25730591873346,116.42687514969008,1
Other,44.88520577785776,C,C,A,-41.67444112918373,-149.08319159479473,-8.068121849227227,B,D,C,48.20297264367808,30.392660709426433,97.87083760251404,1
M,-73.81748097996872,D,A,C,-80.64901247626266,-25.492636309989024,10.891067502109752,B,E,A,-231.0495629160009,38.200064340988966,82.61036330856093,1
F,-121.11825044835712,A,D,D,82.24654699255495,-38.16095667231899,-136.34338002257016,D,A,A,-145.77710521034166,235.5411729745632,-69.22480044231068,1
Male,-71.21803559843367,B,E,C,-17.646289683396287,58.21391945103136,34.7612338636661,B,A,C,174.4987976321448,-172.62215205541318,-68.31912455374739,0
Female,24.22443637352397,D,D,D,-42.33531966110005,-113.06820938661176,-152.37096602340628,E,B,C,-67.93161559935149,-151.5772657280056,112.58989660801029,0
Male,-51.23761718543535,C,D,A,51.04509825548671,-119.24876976100016,7.135227233238534,A,B,A,-42.410727790098754,33.40621247976139,59.21341484542106,0
Other,-23.91191629059472,A,D,A,57.222465086730956,24.682961288703606,0.3713897678321945,A,B,C,161.88109514921757,34.997419556325134,-167.36947513253202,0
Male,-25.42962791651838,B,D,A,-130.03100454026713,74.2394834208683,-111.86873239865305,D,A,E,155.6901193381866,-122.35819001581116,-137.34510956197514,1
Other,-161.45332495632857,E,C,E,9.499251384537368,6.141259504941032,106.5062635692668,C,B,B,-91.38386993985141,23.067845113701697,-81.74965767674384,0
Male,39.94789599678367,A,C,A,12.695064488033402,-83.77605968178851,140.5964569921185,C,B,C,-170.21657643469678,-240.0317459940188,96.01697855406852,0
Other,54.90382022438048,B,E,E,11.36660236504762,-34.37377663468436,75.6891986408535,D,D,B,-54.713218208672934,-7.958265484215635,-17.313851901893607,1
Male,-73.88525452330853,C,D,C,-2.842703189616875,107.42197308345706,50.38918275733172,E,E,B,-55.66908932569555,-26.621557246711408,35.21584373888126,1
M,-44.88434491972656,D,A,D,121.50023153137272,-176.27705594570844,6.916278128536718,C,E,C,-9.075106531287632,11.061910195444764,-29.239737656411513,1
Female,15.612166651567453,D,A,C,-20.014147104346698,-28.32374138398696,134.0465034013761,C,B,E,167.6216746881669,-12.925085254401003,188.87464472006312,0
Other,-99.38938180824606,B,B,E,-150.44444354582654,119.28162391232782,67.60610897621437,E,B,A,-8.619609406955668,-25.912959136243412,-107.36767128015568,1
M,53.355285454638356,B,E,C,155.6345337148966,109.09943342822356,11.770398545899337,B,B,C,43.57966313136391,67.88759309433449,-139.04797684998752,1
Male,6.766961282368706,B,B,B,-62.723861933199665,30.51816736837753,130.82700949179227,C,E,A,73.71363637811112,-18.66471701433313,-214.4035025295691,1
M,-18.359119978851815,E,D,A,-37.76500163758518,-9.853218170854,-158.0685494110729,D,A,E,-122.37126440531902,-6.520331571881564,-5.682457256487293,0
Non-binary,-64.09916999380312,E,C,C,29.1191770396325,31.997323531970274,12.016646575450057,B,A,A,44.87249620611474,50.88199931729932,105.22319567100362,0
Female,37.16575895305099,A,C,A,-87.47351212821302,26.157514526691127,-115.87384162666459,C,B,B,91.91517617646787,85.49906277609895,55.93577191713989,0
Female,-56.27882453860978,E,A,C,-40.3396025271337,-12.315876359221166,-273.26946848310985,A,B,C,1.0583129614707927,94.52077775522126,-23.03121391300982,0
Other,-158.80757289829506,D,B,D,-179.510153834632,-52.728933069372175,52.736465244097985,A,E,C,-48.80843472273351,-117.56479917072431,99.70131449357159,1
Male,-181.04630508401843,B,B,D,-41.64974720526944,-39.24252877020094,-47.94058346172145,E,E,E,161.99619925093785,51.35658907594327,179.45838384919944,0
Other,108.6442384113002,D,A,D,131.93464583776912,-13.511770399510642,-196.28807377835088,C,C,A,1.3618769918945832,-81.9056904565842,121.66600966156815,0
M,21.630450243926518,D,E,C,-82.44557972327917,-64.1703350279992,-71.938117209542,D,D,A,195.63800983137995,50.39700236355532,-62.88881540406195,1
M,-99.9650561078175,B,A,E,-5.1869111812359145,76.04237237443056,168.56427239079795,A,E,D,52.464322717602144,-52.16880074334226,-138.57637938039096,0
F,96.80341926910047,C,D,D,-149.7186138472517,131.0624171483232,12.530624043436248,A,C,E,-29.736433013364223,-99.72272183331555,141.8494485235643,1
F,-3.970223276540225,C,D,A,-149.71517239533665,24.683861934290228,-136.1499182076691,E,C,C,-10.550300832686913,-6.984088046379232,-117.0372611971455,1
Other,-152.24032464886682,D,E,E,115.3158083110115,-186.230931597056,-151.5422113727738,E,E,E,-51.625634973986415,29.37810339877547,83.8362334087708,0
Male,116.40358709230966,B,E,C,-206.90807851221402,8.544547188216077,50.133021766308936,E,E,B,46.72807023957104,-97.92339361891386,203.51940214782553,0
Other,-38.06587754938759,A,B,E,-62.28912565956028,170.11973101427873,-51.970905293963156,E,C,C,134.32318439192977,-19.278480521973105,-3.279375725323492,1
F,-42.84809921293064,D,B,B,-15.555158878503631,81.47257973991431,-78.936380070804,B,B,A,-44.98332162630814,64.1810885020759,-108.56807959878043,0
Other,31.464172548717944,E,D,B,-91.30392997218974,184.43143472188257,85.76161523361019,D,B,E,20.07898146579055,-34.577668780101384,2.991822210489509,0
F,-66.1276376295783,C,C,A,3.841607077996957,99.26948342548226,105.30030942345945,A,C,B,-108.57431142125056,-64.21640546496472,-31.447738713298257,1
Female,35.087616348362296,E,C,C,172.18154278986037,-45.69992543203098,51.077229629650326,B,A,D,-212.76682157773362,-67.00836787434775,-160.15118813799126,1
F,-91.38518986936143,E,B,A,37.139314924833286,-96.08435638854557,-64.33088825417114,A,B,A,-46.7414049672596,180.1172179180301,77.4867202834713,1
M,49.51440496933471,A,C,D,169.88313815833664,68.05766560119602,-178.56944873415495,A,C,A,130.6743818593451,-14.670354936375407,63.53338721025176,1
Other,-142.59236404425442,E,A,A,-164.22870125143191,-69.54908552206545,-48.02349444545005,B,C,E,15.221474382973291,85.19645320677029,118.71055244238026,0
F,102.3590173307262,B,A,D,129.8062218234697,-72.3391059215827,-125.27965906786633,B,C,B,-30.01660896478163,36.68218073864432,6.527798496525006,0
Non-binary,52.192731171620785,B,A,B,6.177828968105162,-41.25016088143261,-20.058002437152258,A,C,E,14.538375919871324,-15.141510369090854,21.71526569096283,1
F,41.00486557197047,B,B,B,260.1201203323558,-116.912612135167,-30.089755470586905,A,C,D,-52.13548251534914,59.77893424484465,15.916118533738679,0
Male,-63.77301678799223,D,A,A,16.692104226889263,29.831433585103234,-32.02381640102262,A,E,A,8.265866665149234,-33.334866832434145,-127.30410646631172,1
F,92.06902630338917,A,B,A,-99.96048503532967,-13.273863191673785,-42.23134914855948,A,E,A,3.166093580734828,117.24011840360602,85.96677067233162,1
M,-158.04251703375644,D,A,B,-12.868469151219198,-106.66799440091013,-1.1413283402413539,D,B,E,-141.31777980911093,114.33662974313667,-78.15979602824001,0
Non-binary,42.36318744778143,B,C,A,-117.75624849071437,-47.84117884617823,-112.36459621574504,D,C,E,66.00826438835604,-97.66019334015543,-56.70149104199243,0
Other,-1.6242653860790885,C,B,A,8.219400832033264,107.61512471380837,117.70267218136301,A,E,E,-65.09251078473463,75.41217886991004,-14.392186781624694,0
Non-binary,-49.52102554568359,D,C,E,46.356923319365414,21.316578986027142,80.24176701263156,A,D,E,-35.377479425847156,-105.41565556025098,-10.172425993902538,1
Male,131.6974624416189,C,C,B,56.71802376633577,97.781131820965,-102.1456760417465,D,C,D,-60.631054492736816,-172.0751937704628,31.671857131823515,0
Female,0.9914658190024973,A,A,A,-151.65592617297114,-13.554679658841659,-40.74014131782611,D,B,D,4.74118169537643,-48.2191462998885,29.161365104430786,0
Non-binary,-63.56571903394554,C,C,D,111.95990483091498,-210.7749218958765,1.6632371462766031,C,D,B,-66.33127497794575,181.5214489407311,90.14271840047763,0
Other,108.43782872609292,B,B,B,-160.62589129560345,-18.483589915845272,-6.289649732243821,E,D,C,24.661919696116836,134.59440689276155,-14.872625169741463,0
F,-111.60747284506355,E,C,B,14.132874785719077,-63.1714869608453,-54.07616404649278,C,E,A,134.705895369448,18.321873519455217,-94.6633847806096,1
Male,-87.84233357812356,E,A,C,78.07399331448958,147.54149773340433,209.70646673237889,E,C,C,58.66902136032284,24.66633350082002,11.151845551451514,1
M,-7.4514416342424505,D,D,E,7.9824165670934,0.38464451221712126,154.8093505948819,D,E,C,44.5469392175707,51.59412285953391,155.1492274365873,1
Female,-21.432394876290832,D,B,C,-60.82687868543106,76.92555260759902,126.32222900014725,B,D,D,-81.39752604676629,-61.17744470200752,25.296616541339024,0
Other,74.75628377797322,A,E,A,129.42774524693797,-98.08237784546998,99.92335583072328,E,D,B,78.11505550720152,-76.74850469883474,83.56200192542867,0
Other,89.18350566386903,A,E,B,-64.42817861970667,32.47733991353754,-43.29067649215887,A,E,C,-187.46688648712137,-119.40086663129439,-38.187209715502966,0
M,187.69899176843083,B,C,B,-84.5801599223252,-44.18583398387928,21.836688222225185,E,E,A,0.5126295620995722,91.01873291628524,-32.761295956061694,1
Non-binary,-36.440436650645374,D,C,B,155.34931338268814,7.499849302155434,-6.14976365744307,D,C,D,-110.73731466225408,-43.51062207796297,122.36903220710509,0
F,-49.2995526891937,A,B,C,4.508151732624771,-156.91426326768573,139.5677051776695,C,C,B,-3.278346310146771,-59.869984003321896,-41.95029412572575,1
Female,127.81041503685746,E,D,D,-65.82200532837295,-149.18651757829304,85.05259990517158,A,B,E,-16.85819060217371,27.387440841844914,-20.025084804285605,0
F,-6.717959709781944,E,E,D,-129.15189875541648,171.55950476242973,-48.782685621739674,E,E,A,155.14126515850438,-84.47232265144802,7.112217099537406,0
Male,-187.07688433935266,C,C,A,-87.71586471320465,-80.0947791346871,-40.177378721137295,A,D,A,-58.75382520046939,108.69474974159206,-70.99234913593054,1
M,-44.698424027742554,D,B,B,-140.83568507037114,-64.66625986586735,-54.897818644983,B,A,A,15.416698578095414,-3.571575373174939,124.1465807894682,1
Female,49.821695299761835,C,C,E,9.054275332124032,-115.73889754650249,63.23283556891583,A,E,B,-142.65901813428277,-41.90491571608746,49.62285980116426,0
F,-13.79273816709242,C,A,E,-164.16464858318676,105.41104536885261,19.389331104326914,A,D,E,47.41200663342543,54.37978027073982,181.7790983759468,1
M,74.43891370893823,C,A,E,-82.70760839459459,103.1390610058942,79.59994303153948,B,A,C,18.653864140687844,-54.78868158282615,32.86410551401771,1
Female,45.00447606299735,B,B,C,-60.7126790775952,-37.2279875996053,-2.6684423548845513,B,A,D,132.25410354218258,85.35209829124966,-67.07453642430828,0
M,-41.74953635309598,D,A,C,101.70030437323219,33.73005131125405,-107.66474018597813,C,A,C,37.994893159472134,43.89301188002045,-136.38099983340288,1
Non-binary,4.7803678097063935,C,B,E,6.438408492177793,49.980743435774016,-112.87893312291398,A,D,A,-30.085918216712095,15.435132237232388,159.13617921564938,0
Non-binary,-5.8244980421189,E,E,E,68.52776756430342,-148.54457031029767,144.02742488185493,B,E,D,8.711292838847633,-86.73888347374329,-155.81499374931775,1
