ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,18,B,D,E,A,B,A,-8.94547404613196,D,-5.754485209524654,A,B,A,-191.28577325265928,A,-44.33797247290795,15.886539876032169,-38.63433200633835,-46.4474231474042,1
Black,54,C,A,B,B,E,E,158.29082822131915,C,195.45227891210507,C,B,C,80.13543738392728,E,72.67483966696307,31.857570256852792,-118.54190064553687,72.65545355220108,0
Hispanic,57,E,A,C,C,D,E,86.53975446411111,D,67.11425697481245,D,D,E,131.94406124401564,B,3.15568990393766,102.44023603616972,56.2625318912104,-52.767564677660936,0
Hispanic,54,E,A,C,A,A,E,-140.13851708446816,C,98.91206550605904,B,E,A,-178.29990174266186,E,186.72212603019298,-107.4724824835662,109.53109440551859,-162.44023014277434,1
Black,49,B,C,E,C,D,B,46.30800888136689,A,-44.93720100563611,D,C,B,-29.148372125105244,B,42.79319694004062,-58.053945184306,-55.19398149019714,19.44193328692849,1
White,78,C,B,E,D,B,D,-161.93084134268435,B,-204.64836862393162,E,D,A,-19.774212687743038,D,-21.01529156574943,58.49607834041047,-40.66621059433061,-134.88808314198292,1
Other,55,E,A,C,E,C,C,66.85042325345172,E,46.17869245500144,E,B,A,69.41161865842493,D,-95.93538046574763,-62.54147779676872,54.609607058520716,-19.21261560779733,1
Black,33,A,A,D,D,A,B,39.57942127970501,A,-149.71731132938388,B,A,E,24.275300667204196,C,39.692476316853714,-89.59420447515699,46.14617199402775,-21.930399958243473,0
Asian,42,C,B,C,D,D,A,171.5898934773701,B,188.88789310972538,C,B,A,-123.24245249029148,D,-247.3309248330307,-32.757332842705566,171.0801690587521,-5.555289578212365,0
African American,61,A,C,D,C,C,D,-40.68998081428914,A,69.01676509941353,E,E,D,138.37282665110288,B,-200.03934146254034,175.18357168884387,6.194112803388705,-13.2352959787874,0
White,21,D,D,C,B,A,B,152.0428217462756,E,-152.42669476047845,A,A,B,-47.24841789244438,A,30.38389872590387,-55.45830822714326,221.32141004769045,140.0103720125587,1
Other,56,E,D,C,A,B,D,-104.03834446994186,B,106.62835330666299,C,D,E,48.84052343346033,E,248.57797979994012,131.75248200183577,-195.98517507860782,26.734157927635415,1
African American,77,C,A,B,B,C,A,-100.34580372636958,E,81.06067205150549,E,E,D,-89.26065788091182,C,-109.36117903584139,-209.26221923499372,-107.66377716278774,-102.5247772347744,1
Black,21,E,D,D,B,E,D,-234.1401777020689,E,87.63614589543502,B,A,D,36.91265855739451,A,94.56770752849967,114.43069558948523,-70.89298599043478,-48.072676968677584,1
Asian,54,B,E,A,E,E,C,-110.16364039578237,A,-136.20155211413632,C,D,E,0.5870776798265701,A,53.34332298487605,91.6847658814239,-118.5380642623193,-55.493840896233614,0
White,47,D,D,A,B,E,E,-132.328463649945,B,-187.0647964775731,E,E,D,61.34017791593165,A,63.045557841631314,26.719100836717054,153.72407775266856,-121.87885644071896,1
Other,44,A,C,A,C,D,B,122.37272375749527,B,-126.24331100552052,A,C,D,-145.57425340277297,B,-50.98804408158287,-12.380877961726968,224.30354635622584,-137.21724056223474,1
Other,18,B,E,C,B,E,B,-105.73194986245645,B,83.48904876178113,E,E,B,222.9111031573898,E,-28.363620618289886,-110.74117688362064,-247.09975429724867,104.78988865889124,0
Black,79,A,A,B,D,A,C,116.18663998695862,B,-66.56157490755237,E,D,E,-113.77204258693024,D,-48.223590593703975,44.48891717277963,48.34303924137834,-134.26802353359656,0
Hispanic,20,D,E,A,B,A,D,-59.10170518071145,B,11.765967123976697,D,A,B,-173.71908886094334,D,-35.35313714306953,-41.9391188050148,-242.41111693339968,144.84948006062294,1
Hispanic,47,D,D,E,D,E,C,-44.01797544160054,D,26.852840879175023,D,D,D,-69.55008721378184,A,-115.57093620369369,-16.50077294893079,-39.60845838582822,-48.4723057233516,1
Other,70,B,A,E,C,C,E,134.86934945951802,D,72.56193071751424,A,B,D,96.48338058503265,E,79.53040894338422,152.08039319473792,-76.74708448852209,-133.3280553087297,1
Black,27,E,A,D,E,B,D,92.11975097647482,E,-192.30385935901387,C,C,B,42.94161018302366,E,-40.163649165572984,54.82444655458802,-227.2357446353082,-104.97774443352014,1
African American,27,D,E,B,A,D,A,-65.36458382985745,C,-145.60851270558967,B,B,A,-102.8029564554786,D,-75.62874403903973,-4.412513214924207,42.832800804566716,-12.733688430739628,0
Other,73,D,B,D,C,C,A,-7.733918966833523,A,-106.76731195498776,E,E,E,-17.756560583170224,C,-14.742417791375608,47.88670976309407,-60.356824443961656,82.18627636781693,0
Black,29,E,E,E,D,E,C,-91.22832624743207,D,-104.13603780965894,E,A,A,-54.88605568360542,D,-54.54143549953632,29.727295138837544,8.984167878969346,175.48592765049088,0
Black,53,D,D,E,A,A,D,-34.6618180895691,C,230.69906029777957,D,D,A,-6.1405951752735755,D,77.87492397297551,-93.75690174895124,-55.698723333883784,-115.93159946891025,0
White,23,B,B,C,C,A,D,-3.7868866177923057,A,53.218661807428916,D,A,C,118.6078867340768,C,-32.212947580545745,121.07698103326308,63.723011528568584,68.77445409978101,0
Other,34,D,B,A,A,A,D,57.0948171157411,D,-20.449597534521487,D,C,C,178.27202825773227,D,-115.68502606859768,53.47268996295128,17.91648358556547,131.26184781121648,1
Asian,59,C,A,D,E,B,D,1.3929287273774846,D,195.2042509122463,B,C,A,-27.570752034546082,C,37.53098791982851,293.3857229262056,17.270706534709706,9.020391147074106,1
Other,60,A,E,B,E,A,D,-119.9062430172153,B,-140.29652514544324,E,C,C,-1.877068187790643,E,301.7719421331474,-132.56969591329442,116.94622740479818,-29.65255433246617,0
African American,67,C,B,C,E,E,B,47.76678211259354,B,-113.4175070061228,A,C,A,235.96602972097887,B,233.22558229566232,24.249130160466297,-61.74408637836323,32.490084527552234,1
Black,74,A,A,E,D,C,E,56.8715407512497,B,-72.79410539754767,A,C,D,63.09734294241063,C,53.245912628504485,49.18907297753928,132.63965276830038,-76.00669303765129,0
Asian,40,E,D,C,A,E,C,98.60909937765243,E,83.95484384884546,A,B,E,-271.1113633406803,A,-58.55486927179368,52.636018687617145,46.79914021836478,-103.87118178235168,0
White,36,E,E,C,E,E,C,56.23871789373236,E,-26.267972924353728,B,C,A,-30.68853795553668,C,-24.05790798621053,-9.552670058770165,35.28373295568556,113.79837336109293,0
White,61,D,E,D,D,C,A,-88.83364802400007,A,85.10401263215984,C,D,E,-111.82407267953316,D,11.409980918678274,-0.19626109505056594,-183.0814702704945,-232.22302655333795,0
Asian,73,B,D,D,D,E,D,-163.70911564196618,E,-30.693604675839055,C,A,D,163.6812648557747,A,106.00345559429343,-13.270294675967339,-91.70360134101823,42.16249990649785,1
Other,34,C,A,C,A,E,E,-13.414821467177509,B,-87.16768330991785,D,D,A,-94.62922200916694,E,180.8233168538647,-97.04158481110964,-90.51422139692258,35.16344785844917,0
Black,71,D,D,D,A,A,D,229.74863032260885,C,16.129157943111768,E,B,C,-5.143870124889356,E,112.39076718273876,-92.76131875815872,25.452642963427653,73.7719829543265,0
Asian,22,A,A,C,B,D,C,-104.23180943606931,B,51.53335632728789,D,B,D,-161.91864537917579,C,41.93268323923942,-19.89429768172554,3.1243110025457885,104.75874464751026,1
Hispanic,37,C,B,E,C,D,E,-53.72630763442454,C,-68.32315259931295,E,A,D,-109.02633689992436,C,229.48693572110216,-96.76578447140666,-101.90674140370967,-17.182402516447564,1
Asian,20,C,A,A,C,D,B,206.57514197408923,E,31.401856504099644,C,D,D,17.44771355464761,A,-91.9367325653437,-31.29953125005538,-37.15365500806504,-156.86707421616114,0
African American,22,B,A,A,C,C,D,65.33911101245465,C,134.66389246668143,B,D,E,65.12939571042475,C,-23.422090668429238,-103.46073652639798,79.47176771670439,-74.56470993169805,1
White,38,D,A,C,E,C,E,-190.0097257394856,E,-19.059506826720717,B,D,B,48.411201894766265,D,88.00354644025951,81.85358455929754,-91.96527404231976,42.159822920352326,0
Asian,20,B,D,C,E,E,C,15.810704563773381,B,80.47069509939017,A,E,D,-63.75323184717519,D,120.81343515662675,62.004992206617004,98.53790298055436,-84.59179120941221,1
Black,39,D,A,E,B,A,B,-47.88018868821233,C,-99.18232411039493,E,C,E,47.554549961603314,E,105.20010767541375,88.42398856084525,-67.89229285763058,-45.571417205090505,1
African American,56,E,D,B,A,D,C,-3.5607018591701953,C,-17.322128467336213,D,B,D,-1.6066313632967326,A,-16.413959382018724,-37.694592904866,16.25431903668765,-1.384234879233216,0
Hispanic,64,C,A,B,A,B,D,113.49486073268503,C,-107.63622330820937,E,C,B,-97.8708378708297,B,70.25136359912074,12.44878236572879,30.718609243676575,-136.36901130952378,0
Hispanic,34,C,C,A,E,C,E,-79.62395356510505,E,219.45691487165146,E,A,C,88.03166295326164,D,-112.14558085666869,-62.59578698284145,-62.07740557546329,53.01873466228513,1
Black,72,B,C,D,E,C,A,-31.007849397829435,E,-126.72285361379801,A,E,D,11.854877142115546,B,5.453244655103671,146.49880795060207,134.41895612202174,-148.57325652574536,0
Asian,46,D,D,D,D,A,A,-114.82174115525663,C,-7.467261721168687,B,A,A,-92.71929370324918,C,-2.4403851772180047,-200.98881992096236,69.9731934155182,67.92361628450637,0
Hispanic,57,B,E,D,C,E,E,-240.64016678897934,E,55.48804128919507,B,C,B,-83.48587736583654,B,-114.32952377675376,117.89237358299711,-128.63206227242802,173.76534830683156,1
Other,55,C,D,B,C,E,D,37.33275045361506,B,-11.003908620584673,E,C,B,1.4397105693371728,A,195.86028163806498,-33.70527764009515,-20.97512859538089,260.57776376469144,0
White,76,E,A,D,E,D,C,80.5975255334302,A,-14.756975307774784,E,A,E,-184.64062123199207,C,42.43043697034624,55.595791412803116,168.23253355411381,-117.03637599002195,1
Hispanic,71,D,B,B,A,C,E,169.76944756862102,D,5.129218120347929,B,B,A,239.93458702123917,E,102.02733168114044,-48.1956080088994,-111.22017254006633,120.7461195726454,1
White,48,E,A,C,E,D,D,-39.060908287745875,D,25.9564368882603,C,B,D,117.9797535259005,E,-66.07448054611747,-49.770526697676516,53.04070108877098,-92.04272703569933,0
White,45,D,E,E,A,A,B,112.78400353821165,D,136.79206311641846,B,A,E,94.79028411735358,E,-71.61003816201189,97.70442561356583,-30.161086012043715,64.573785739877,1
Asian,78,A,B,E,E,D,E,-79.38329086053552,E,-81.28440256926113,A,B,B,138.9494749210259,C,-50.857046770960025,-164.78593061156414,51.860601703528765,88.55652164744016,0
Hispanic,71,D,A,C,A,E,D,-46.5667031956696,B,-45.0345427183024,E,D,A,34.439655706473665,D,-109.60727883909756,-56.586100224044756,-222.47447202078504,-82.61177600247284,0
Hispanic,18,A,B,C,E,E,A,64.85667940117176,E,124.57170822104054,E,B,E,-355.43709830190153,D,58.52906014535747,-130.4860883459388,-21.76262204478784,83.64374378364427,0
Asian,42,D,C,A,B,A,E,-100.5686827088598,B,-164.81118565388687,B,A,E,-84.44070464028003,D,89.07731181385469,-112.43350342200455,-2.2140107369257493,-135.17669337931966,1
African American,29,B,B,A,E,D,C,-29.43427600408885,B,-48.542720702365045,C,D,E,-83.15613981110407,E,-59.76711265502732,50.02949227352511,1.2719101043684475,-38.02038480175576,1
Black,29,D,E,C,E,D,C,12.833157875158003,A,73.74679345830803,D,B,E,83.64839530320978,B,129.51711567062694,-61.89914183326699,-75.83824123765083,92.90145147771196,0
Other,62,C,C,E,B,D,E,75.14962833859758,B,16.61736091934836,A,B,B,-101.33808069933113,B,0.34438399391293206,250.5377974300594,1.405369661134788,-52.484776747083764,1
Other,69,C,C,A,A,D,A,-30.021440072061477,B,-27.87869745909437,A,B,D,-2.607061824446778,B,-18.92321926746262,-23.429687155793076,133.85475294357087,-46.09902543831074,0
White,51,C,A,B,E,A,D,-45.25966045076657,B,3.0899077722762804,B,B,B,-70.03701391225238,E,18.08356837813612,-45.26401066747313,194.43780506497384,-39.41050798499953,0
White,52,C,B,D,D,E,D,105.34439757069629,E,-95.93965410593131,C,B,E,-228.11771455705014,E,85.35007146246072,-31.49774990040484,-77.00850173190491,-89.86257992214063,0
Hispanic,21,B,E,C,D,A,A,143.51238767454225,C,25.035400310560867,C,A,D,-93.10150126164024,E,-89.19671167647569,-115.14997689277686,-59.4718678998501,194.42153377607943,1
Other,58,A,B,C,C,E,A,71.11347676114437,D,-136.25569737154152,D,E,B,83.29512880737737,B,182.06672951388012,-111.11843750860182,-48.94072873118853,16.35495420278992,1
Other,53,D,D,E,E,E,A,-149.1386179689906,E,192.10201006989806,C,C,B,135.56065207529937,B,-166.9324277285728,-102.71706920616673,129.08897454654507,-76.31196336305742,0
Other,41,A,A,A,A,E,D,-44.7060888616909,C,100.35232579207494,D,B,E,136.5725535905343,B,-101.78549387003595,130.5000987086067,-6.910757640928976,-46.98411586178218,0
African American,51,D,A,B,D,C,C,-109.55970079243929,C,-231.7388421098366,B,C,B,0.870451402273565,E,81.55617668945746,89.44772629349636,-56.56226848508227,-33.33834314896102,1
African American,69,A,D,A,E,B,D,-3.3790848660511097,A,-12.132817498401847,B,D,B,3.652180627579496,A,-37.39221759064747,188.24696103465547,106.43823249773065,106.32384866016488,0
Asian,40,B,C,C,D,E,B,180.70440807717517,D,63.14861258060335,A,E,D,69.30611800854182,B,68.53474753807465,-121.98372643237387,136.00884142333624,46.93634326415754,1
Asian,68,C,D,A,B,A,C,107.13946623030563,C,11.00966825517752,D,A,C,-27.22897872160164,E,35.04693112971623,1.6105014871012975,-131.5245570688138,1.7936711201804167,0
White,32,D,E,B,A,E,B,135.19009124879403,E,-36.0785234462097,C,E,E,31.238016293061303,D,27.422132203162665,80.41731644676452,27.13553040830017,-73.33048508626047,0
Black,71,C,A,D,B,B,B,316.74364818252644,A,24.62102488199151,B,A,B,-109.76207724567695,D,57.66691897974967,-101.97203862808509,-123.77863542697322,87.12690467437952,1
Other,58,C,A,C,E,B,A,-142.81896515194305,B,-96.44952084838164,D,D,C,49.27676800433286,B,-197.63234006581132,-165.51545776360598,-3.7961947268439933,-54.716055918835416,1
Other,46,D,D,A,D,C,B,9.69684956209874,A,210.46042903466304,E,C,C,28.913655061257586,D,70.7987211474557,-14.877908917404861,-180.34111876988106,-102.18072975197008,0
Black,21,E,C,B,B,D,D,-25.58923519519924,C,104.69727350112619,B,C,E,-39.52662655364345,C,-116.03057471179193,-110.3120146194424,-11.02882952971683,-129.18260052113914,1
Black,30,E,D,A,B,D,B,120.93393909276486,E,-20.63914551404135,A,E,B,49.0924118389852,B,-22.317405757052953,6.233463799040148,-138.06453660110688,49.685375977677324,0
White,65,C,C,C,C,E,A,-124.55701459921012,C,109.65517818785541,D,D,C,-29.04133217960851,C,26.78188102294683,-107.97453292755057,15.489407384094541,34.10018337237296,0
African American,78,E,E,A,A,D,B,19.74305274766584,D,-20.072772561485753,B,D,D,31.602709691588455,C,27.13066253471218,-112.82179678277402,-27.923376998015275,-4.288705854845375,0
Other,27,C,C,B,D,B,A,-22.505461020198048,B,-30.651659550287842,C,C,D,-66.4330698372484,A,-34.66553724101133,-227.38280732688474,-38.69164590927123,-181.8718305865502,0
Hispanic,52,A,D,E,D,C,D,94.98972339676835,D,-73.17789939667884,C,B,E,-131.81598332242868,A,84.79242852263076,27.998724219930082,-79.59162508543575,-66.05505627221771,1
Hispanic,65,E,D,B,C,C,E,21.60392789071803,D,-9.339367506087873,A,B,A,-35.51417677808853,B,-79.08920413615692,-245.3976700115922,-6.238443719353323,85.16635544233897,0
Hispanic,50,E,E,B,A,B,D,56.047796426702675,D,132.54489476996162,D,B,E,33.2769265816912,B,-188.50645054213237,129.13535015195933,51.059147059104134,49.029224205931726,0
White,64,C,B,A,D,A,A,81.62843013213967,B,-14.41198880912101,A,E,D,-129.83553688075068,C,171.6890009878603,-14.417135118169758,13.93275427375625,-169.23778953891028,0
Asian,72,C,A,A,A,E,D,1.7866109619352422,A,11.718624659083233,E,E,E,-9.88366147181988,D,3.2681168952762705,-42.030572126150126,194.48098415221213,-34.35995037864055,1
African American,44,D,A,A,D,C,C,33.968705916663204,A,-25.29140938190998,C,E,C,-2.6652345511811384,C,112.00465547633868,-112.40858374001076,-96.31741689756574,-162.6299685837656,0
Asian,53,A,D,C,D,E,D,-64.36909490444584,A,1.1144167867360464,B,A,D,172.33699269036097,B,-20.320200268936738,71.98906864502037,-20.06156976458876,-48.79066276634875,0
Asian,39,E,D,C,E,B,A,96.57506976839241,A,84.28642471313587,D,B,E,2.7885469390490445,B,-22.912535256422366,53.82876475491505,143.2350776168021,-48.069071282347245,1
Other,61,E,B,C,C,E,B,-174.90628987213833,D,-19.34920512997345,E,E,A,128.25657016512443,E,155.3111814270082,43.01508035639068,-79.54698460783715,-67.12553761289304,0
White,77,D,B,E,D,E,E,-56.1391046304216,E,67.68878476847182,B,D,B,-32.45958696292203,C,-185.68658826518316,78.09705286372213,59.96241036324632,-50.18722795180361,1
Other,54,C,C,D,C,B,B,-7.1210354566946314,B,-166.6479853389212,A,B,A,-50.502967451078426,C,-39.02236785505427,-140.27514492013006,122.70697187184265,-20.235529070075938,1
African American,64,C,B,B,A,E,E,-6.901268948339129,D,8.376137709380684,C,D,B,-135.89940844546925,D,5.862153848056475,-58.3782173219406,139.87370082375386,-168.59865029810607,0
Asian,55,C,D,D,B,A,E,119.38107863601569,A,310.8653139055109,A,A,C,-15.176360521869677,B,21.582394952545307,-97.83822446085043,-39.44710494986194,20.434467922900517,0
Hispanic,40,D,E,E,D,E,C,-134.5748761378742,A,1.7913513296400636,B,E,C,140.22236737334688,E,-88.24277453221795,49.2027216824545,-105.22466534499088,171.07846699082975,0
Hispanic,63,D,D,C,E,E,B,-7.521048676595397,A,7.82810396449528,D,B,E,22.727824267868073,B,26.798029411587503,53.58932550221146,-64.758441605531,93.75748970332774,0
Hispanic,63,E,C,C,A,D,D,-76.14056727351087,C,40.13152157557491,D,C,A,86.49305598466624,D,-7.286750201701969,-27.401684472435573,180.1960416883738,128.05357977988726,0
White,18,A,B,E,D,E,B,62.953443694185516,D,103.41221255504655,E,D,D,-21.98644784562755,D,101.47567360934792,-14.75754475349779,125.69648178446234,71.70451030618918,1
Asian,43,D,C,D,D,D,D,188.85121982291554,B,1.6619102144417617,A,A,D,37.676597330489834,E,30.59516138966979,-64.53582389872751,86.48207567387477,-33.84507837973999,1
Black,37,E,D,C,B,B,E,-44.99828498755975,B,2.7190675906734807,B,D,C,76.93999992196133,C,-82.13272966095954,-41.854570750497786,37.804406394955414,135.03610164804576,1
Other,20,E,E,A,A,C,C,-134.28813219550008,C,102.68085743143618,B,A,A,-44.03368750123497,D,4.92573039329532,81.69371947405783,-51.792956826944845,91.78929799047289,1
Other,38,A,B,E,C,C,C,162.99012088378015,B,-93.46378528241401,A,E,B,220.16623918944913,A,-7.189251634173472,-222.48216289139538,-120.96280130215098,-17.451907309574217,0
Hispanic,78,B,D,A,C,B,B,-86.8412473355501,E,-180.80650418828682,D,E,C,147.706563802969,A,-41.14523729301452,-101.621695910527,-159.26976277585706,-6.271166441246239,1
African American,31,E,D,B,B,A,A,-59.5348481530645,B,-8.915502510191171,B,B,E,25.611387291488935,A,48.10191498970998,-155.87852751576594,69.18062687821217,-11.039532366977562,1
Asian,79,A,E,A,C,E,B,36.553420176941536,E,12.220593493817562,E,E,D,10.023824333764688,C,-182.84385890245326,-10.933536774465757,-74.7489409581543,34.91928236996112,0
African American,67,E,C,A,E,A,E,61.91844458980522,E,-65.14105628995422,C,A,A,-168.081123596942,B,-81.12248569428051,-101.6012774838971,-40.218261567889215,9.10299266075782,0
Other,44,C,C,D,C,B,D,5.184496558131455,B,48.562716740231714,C,B,C,-70.78343110405987,A,-55.54496986326987,-17.162640983480877,-10.912187360656254,-108.51066518369912,1
Hispanic,26,A,B,A,A,B,C,193.19379700983183,D,-58.602666676817336,D,A,C,-27.51017791789306,D,25.74092672319155,7.602794672143489,-185.838511832248,-288.7144772937765,1
Other,31,B,D,E,B,C,B,20.40978035128776,B,142.8729414900805,B,B,A,-129.54191387076773,E,97.45389201798969,-41.42095454146656,2.031590205569918,-94.56512973739217,0
Hispanic,79,C,D,E,E,C,D,43.47341695138451,D,-5.179623291262243,E,D,E,-19.674736400999,C,7.978472760734999,129.0823482067956,-96.8051584565288,180.58251440041974,1
Black,74,B,B,C,B,B,B,86.23176307897087,C,133.26431245224498,C,D,C,45.8003281492032,C,117.07868238602504,-127.1654503094335,-29.676122867725795,37.022026399421854,0
Other,76,C,C,D,C,A,A,30.495266387861626,C,171.93548823178938,E,D,C,-107.1604314178209,B,-80.48547234992972,62.79736058720482,69.49112642933332,-190.57976845526855,0
Asian,50,D,B,C,A,E,D,-61.69192936922636,B,-105.19095513123366,D,E,E,-25.740437907167486,C,-52.337734034085834,-136.37458057371188,-82.29462331449378,36.0624516019151,0
Asian,41,B,C,E,B,D,E,-86.34364217979093,E,-28.005025510150404,D,E,D,127.53760644640349,B,174.4859658653204,-13.231042111291494,68.58335419765041,108.21163599567012,0
Black,68,C,A,C,A,B,B,-1.7367958051037673,E,198.82580742599032,A,E,A,348.47578665966904,D,111.69673287879986,25.092383158549186,-41.57127386295888,-79.33099540497837,0
White,71,E,A,B,A,B,E,61.72401543733693,C,122.23949540677201,E,A,B,14.770068390644875,C,49.546545301765136,5.028037668440597,73.88597268239948,72.7644302616137,1
Black,57,B,D,D,A,C,A,70.43605889441804,B,72.67424330414774,A,C,C,-147.74855838738665,C,-63.911692364775455,94.39660287163677,-25.351043827496394,-200.19709038004714,0
Hispanic,79,B,C,C,C,B,E,2.399881226350956,E,-132.2514001252911,E,B,E,125.09641898484325,C,17.503146937681375,-83.30383897091664,-69.39665355992429,5.955524737726902,0
Hispanic,48,B,E,E,B,C,E,-132.0951566879489,B,-126.78754587684496,D,A,C,-83.92278706852309,A,237.64973824977855,0.46053157597012284,57.16640915567699,60.32913876175028,0
Other,73,B,D,D,D,C,C,70.89714492145949,B,123.11443680280169,D,D,D,-79.42097397076921,A,132.64255271036762,26.87301266217485,-121.72438973738271,18.47410444883262,1
African American,31,D,C,A,C,D,B,122.31587617572109,C,-69.87612996389015,D,A,E,50.401935524774665,E,-81.14342809657894,20.091716863829614,-26.14947173808669,67.1110156280245,1
Other,45,E,E,B,B,A,E,84.57670444423727,A,-41.80377254931699,E,C,D,-2.2181847154805316,D,-60.13924861116532,40.968212622392514,-110.92605379803051,64.68358494864397,0
Hispanic,28,D,E,D,E,A,C,-58.18118202662973,A,161.8358892354028,A,B,A,-143.7936310955791,B,10.732604646114552,-54.55919703876303,-14.581621172618092,-59.64015343971148,1
Hispanic,24,A,D,D,A,C,B,93.697218614393,E,72.30773005460453,E,E,C,-102.452945427008,E,65.88457557813233,-77.71850925072302,138.6977556213817,52.42108573641568,1
Asian,56,D,A,D,C,C,E,150.7605366288679,D,137.10679009667922,B,A,A,70.13684492754308,D,-91.18715394249145,-79.28319604531714,-14.63350586645486,102.11788609993677,0
Other,43,E,D,A,A,C,C,234.0867042050633,C,-169.3930042599445,E,C,C,4.999581030452555,E,-34.58413473232369,61.67057209197537,145.79068656900665,-106.62020329438266,0
African American,25,C,A,E,E,D,A,-266.46944644954954,D,-26.910818864778253,E,A,C,-108.5726499894686,E,21.45818923582557,114.63264046684134,55.81132946278139,133.79249333357967,0
White,59,B,C,C,B,D,B,-47.23921500716664,A,10.852859889156793,E,D,E,-196.36767223979746,C,-86.31888242233656,92.97230677713473,-135.54645297957885,-3.871097895131046,0
White,47,D,B,A,B,B,C,33.50511545763001,B,21.002371650399173,C,E,C,131.0757384670261,C,44.95359527305608,-168.2539898682848,12.826762504187183,153.86269755771812,0
Other,24,C,C,D,C,C,B,-43.92323330228293,D,-232.3834783726208,A,D,E,-118.05781872268749,A,-70.11751278611598,127.73037557785321,-73.2496126822305,19.055038787903726,1
Hispanic,76,B,A,B,A,E,C,-63.151736300564764,B,75.38010153524752,E,E,E,126.13795205263949,E,-135.51959793564245,-93.90586170179014,34.562591181108985,-124.35047085104804,0
African American,30,B,A,C,B,B,D,-61.80776844838929,C,-135.44549160468063,E,C,A,-8.516647067591315,E,57.262402343285466,101.54763793123595,232.50619155478932,56.598202605302404,1
African American,41,E,D,A,C,A,A,111.08792169594646,D,-53.64714083469465,E,B,C,103.05339130426015,A,121.21007126419856,20.187182486214816,-20.56916481716363,18.634912676777784,0
Asian,59,D,E,E,A,A,E,109.49141572043641,B,40.17561051326403,E,A,D,-28.310423992917812,B,41.20857332101326,-149.8846656598245,20.530536568894657,-30.033926667867583,0
Asian,68,E,E,A,A,B,A,-77.02702485866529,B,45.544240106682594,C,D,A,37.91504837336391,A,-102.9849020827178,-2.018080569244152,-66.48804650947314,38.739296352956586,1
Hispanic,25,B,A,B,D,E,A,56.47575051060279,C,145.70610037370716,D,E,B,-98.59169073218763,D,2.09242809704369,98.03098168734905,80.2767150175267,106.72374911748896,1
Other,37,D,D,E,A,C,A,48.87694055075071,A,-21.650892393574473,A,A,E,120.13902032647654,C,117.98222724449319,-55.646171748212566,-6.048755597884723,-35.91558471226142,1
Black,76,E,A,D,C,B,E,30.104898451228944,E,-135.8213673537145,B,D,D,94.55113075354569,C,-44.37384166004662,-74.71113826214771,151.5160370791576,-96.89297986022822,0
Asian,52,C,E,E,D,C,E,53.63521500747333,B,72.92222488828443,D,B,A,69.52021896785517,D,26.645588409669468,-161.8885779003794,113.24526048266004,42.33750426462879,1
Asian,66,C,E,D,C,C,D,-58.94975328639227,B,54.69532836558655,E,C,D,-39.92075817179368,A,-11.956013871290233,140.07462299336996,-138.39509494815658,-128.33676701645672,1
Other,37,E,B,E,D,E,D,74.59726709635687,A,-178.39325048112983,A,B,D,56.948842154542575,D,8.178473768467455,129.65729545259026,165.3174893827375,-74.59079262369579,0
Other,48,E,A,C,D,D,E,65.48755604799682,B,31.77120340512963,B,E,B,22.9641708692807,E,-178.47986992423455,125.48059869849173,71.2662697990613,-160.55545631305503,1
Hispanic,22,D,B,E,A,D,C,150.38018907965767,C,52.607541679344,C,D,A,-53.5956884909539,A,25.006785943882942,172.2926818620938,133.12911398734502,133.3343212525232,0
African American,42,E,A,B,C,C,E,-62.501428028801676,E,88.52270089890723,E,C,A,-192.39092481305454,C,-57.4997994020228,65.1363899033409,124.6287320124077,90.6514269099826,0
White,53,D,E,D,E,D,B,-132.61686009778907,D,-19.8827083483683,E,C,A,50.70538886576904,A,-92.78030849162494,-112.14589477535878,24.57414996424245,64.47207021723808,1
Asian,48,A,B,E,C,C,D,-157.6791950101105,B,66.61933687606881,C,B,E,202.11831901027878,B,-116.58379718421554,2.3073432430142136,-63.287102796881555,-16.384940883072165,0
Asian,44,D,B,D,A,D,C,93.67964457140465,E,94.43810642923486,C,B,E,70.29165263444972,A,41.972115829200426,-92.06665045266635,-45.86255226368114,90.13523613080471,0
White,53,E,B,C,D,C,D,-10.700259016014277,E,36.48981020178138,E,D,C,40.40460326920142,D,73.63065163862764,76.79722042940583,-1.4830487134900534,186.12048950895272,1
White,40,A,D,D,A,D,A,-47.23124263495811,B,85.74843835209897,B,E,E,-99.02813453196018,E,-0.39347584381868755,48.175868492791665,7.411910749765956,-122.43332609151774,1
Other,20,C,E,B,C,B,A,120.33045512658218,B,25.418253557267644,B,C,E,-123.73520066762762,D,31.06833156709701,188.10581775324408,56.7332252182928,103.22629248616863,0
Hispanic,43,B,A,D,A,C,A,-47.95413524900069,B,-46.38486737179212,C,D,D,-8.235966004696364,C,-237.37449227619956,92.45307581944454,-39.63940772726758,-118.60433757412913,0
African American,29,B,D,A,E,C,B,122.0637262391028,C,18.356189004473087,E,D,E,-138.84472967004373,E,-165.65289939821963,28.95642981225613,-6.170175043248106,2.5251978381240834,1
