birth_year,age_range,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
78,65+,India,Other,A,-102.28871917856426,A,A,D,-57.309025273858026,C,B,233.76945278796052,D,-9.109705528449846,B,-17.410707085202663,-19.268475986807605,A,40.77239436520692,D,-58.49388694817337,0
90,26-35,Mexico,M,C,-37.56839265123996,A,A,C,142.96025042331888,E,E,69.72453967619388,A,21.668969036895053,B,89.1349197372872,74.54697077898356,B,-35.09746594823671,B,-96.06035207548604,0
70,51-65,Brazil,Female,B,35.759128478947765,A,E,A,45.6006019913248,A,B,143.61548776736606,B,1.719653387861243,E,-144.04810503440507,163.93843917267424,B,-80.26071956345267,E,-32.310571879497104,1
31,65+,Other,Other,C,118.0472445708347,B,A,C,-130.06031788695918,E,C,41.74359704280361,D,-189.92915616646627,E,153.73166586830996,-119.71704361281243,D,-196.0472386198378,C,-34.666863585203686,0
32,36-50,US,Non-binary,D,-35.01543467297405,D,D,D,-18.91868974751108,B,B,-32.0737153628876,B,229.93694214224723,A,124.67759063677583,17.78462164079561,C,251.40333529134455,B,-34.37046439964515,0
75,65+,Brazil,Non-binary,B,301.9409196916276,B,E,D,113.09543848414725,A,D,94.57335531811344,C,88.21831960645395,D,11.139153710546339,9.377057082253211,A,46.09331344714763,A,-119.77719254184176,0
20,26-35,Germany,Female,A,-40.74801894297174,A,C,A,135.3264459426413,D,A,-141.66859890645767,B,-54.861933813743434,B,-34.26792743558317,19.882973017420106,A,-61.93593368313619,D,60.57244914211894,1
93,36-50,Other,F,A,109.51218354393131,A,D,A,-29.005714111392468,B,B,105.73322626769068,D,6.988132573062682,B,-74.15601408415182,-257.15257000378597,A,133.7244994085524,E,-87.88088150401208,1
31,65+,Mexico,Other,B,25.0839246152193,D,C,B,-38.48809678064359,B,C,87.92760699745453,C,28.181572149763984,A,257.5296085322365,-32.67940375139755,C,59.772170173793214,B,-227.62631685943813,0
92,26-35,Brazil,M,E,71.47724624776096,C,E,D,86.35191863999458,E,E,48.97354648350441,E,-123.90425833222223,D,-193.04980200496183,98.64146496394453,D,2.69061298828109,B,132.4408235636283,1
69,65+,Brazil,Female,D,53.368228113538706,E,A,E,12.255845684760098,A,D,137.39748216059743,A,-98.14785595524475,D,-35.70441249221812,-0.5049889868007866,C,-192.2726687781849,E,6.698047365150707,0
66,26-35,China,Other,B,-114.40739953975717,B,C,B,66.44831634123146,B,A,-150.6464698943584,C,64.1291850925762,B,-110.3846598843798,103.19494899307249,E,68.33591171413708,A,-250.85519999843382,0
83,51-65,China,Other,D,138.72502072332787,D,D,C,114.38805182823182,E,C,-114.60809616254015,B,-60.4967854750213,E,-191.97988808389474,-74.18876569583242,A,-97.47681452033714,B,-176.16496928631074,1
50,65+,US,Other,B,-10.8660427290196,D,B,B,122.81397843797576,B,A,-0.8393960622371333,C,-48.00596334995797,D,69.53019017364079,-22.774365325869425,E,83.71973270837934,B,199.37896651514671,1
59,26-35,India,Non-binary,D,-48.25459974966272,D,C,E,112.45295730449187,C,C,55.96736891308611,A,4.352659629161476,E,171.4057995946448,-14.346071946477618,B,-13.463269336645482,E,178.54449804375986,0
39,26-35,India,Non-binary,A,35.137586105789445,C,B,A,15.048390116668678,E,D,-26.307694582302897,B,-143.54046961417163,D,-62.392637748959544,-48.701433605323196,D,22.574095632234247,C,91.46992975663032,1
47,26-35,Germany,Other,C,70.56280224770987,E,A,A,-69.2395814426832,C,E,-73.64826983438616,C,61.47256775598395,C,-32.411594464499416,17.553554807623925,B,-11.639758250366361,E,-29.234115694993417,0
92,36-50,India,Male,B,0.14668718026644037,E,A,E,-9.93088917480623,D,E,19.758699440900944,E,13.56699418802039,C,92.34427769516404,0.2641578471510846,D,91.48956275749998,B,104.99765456514199,1
96,65+,China,M,E,194.61515239135232,C,C,C,137.56288553306268,E,A,36.643461470923796,A,-69.70965454511024,B,-32.89120773453657,56.7761919142729,C,149.83534874987674,C,-14.218474820450375,0
66,51-65,UK,F,A,0.9002194776167924,B,B,C,66.1637884739996,C,B,-75.51625837382777,D,105.15995509206482,D,99.04099043941528,210.21440345574712,B,47.88867341317694,A,29.4923763380956,1
19,51-65,Mexico,Other,B,28.061810733980924,C,D,C,-29.377950493769152,A,B,48.86742666585532,E,-112.66114146368369,C,73.78630350086873,108.02579966061772,B,61.207400899204664,E,-87.47057065016652,1
54,36-50,UK,M,C,138.69786353186805,D,C,D,85.50377540222061,B,E,92.9262734506111,C,-311.8748811716743,A,-55.23581754907756,-13.379743565824882,E,60.6343424838526,B,25.503559374422352,1
45,26-35,Germany,Female,C,122.92860331755125,C,D,B,125.6240778403511,C,C,100.564097458209,A,-11.464211390805232,E,60.807225888820284,10.7082860124042,C,-103.9767971464175,D,-145.78499098250884,1
73,65+,China,Non-binary,C,164.77358889136104,C,A,B,36.20062993004115,B,C,14.747967179448684,A,20.423687164027204,A,-71.85599517120674,83.28954172473794,C,-75.2715800748346,E,117.27428188268748,1
53,65+,Other,M,D,-86.06398050418235,B,C,A,-16.696778315375163,E,A,-57.843697136807414,C,38.85130784293038,B,-69.6264476569883,-95.64581404020352,E,-43.38446610038402,B,-70.24447436689283,0
98,18-25,UK,Non-binary,E,-49.72324260857438,D,A,B,17.813273526878977,E,A,31.650414856430054,D,34.482007484107676,E,-10.241935483034009,59.534726710491945,E,133.1573794594031,E,51.41188529217894,0
38,51-65,India,Male,A,32.04694337095995,C,B,D,-112.71919305022939,B,A,-13.183319772328304,D,81.0834780518648,C,-6.0068714218570305,-17.738678689461764,D,-92.3362302626063,E,-90.79339404415724,0
65,18-25,UK,F,D,-161.19893283486658,B,D,C,-9.465390818739507,C,C,140.84558569636755,B,152.9603042313692,A,-34.64831925909388,-3.8834559006368647,E,12.63075121556992,D,211.38950598231753,1
60,65+,China,Non-binary,C,-218.46092894877907,C,A,A,-81.38859172408382,B,A,214.54433054193976,C,-114.1873457418845,B,-28.86143198033259,-10.543988728999171,D,36.73034980168883,E,12.103566938017305,1
87,18-25,Germany,Non-binary,D,-239.6516625498295,A,C,C,-132.35550118160828,C,B,101.69693633635619,A,108.9198963226623,C,199.72271785977946,-77.47546579517734,E,-30.671198265644627,A,-44.76655034311487,0
65,36-50,India,F,C,13.570899506635026,A,B,D,-32.25572181188466,C,A,-20.240718589847805,B,104.62722449720499,B,-32.1654918472835,-85.23379369174155,D,-28.750249560332463,E,-66.18560439348926,0
69,36-50,Mexico,Female,C,97.62079331710912,E,A,B,-57.81665840993411,E,C,-71.04717898269209,D,49.446053849819464,C,116.26480354967723,-27.21116291600379,A,-40.63398934556553,A,82.19425787596947,1
98,51-65,India,Female,A,-74.21643914949266,A,C,B,104.3627586322614,C,C,-100.52178485954451,B,-63.07105819695394,E,35.62543680629694,59.633024204213534,D,165.08420806713363,B,-247.97150155426206,1
72,65+,Mexico,Non-binary,D,-82.96930547118816,A,E,D,-139.60478065486305,A,E,162.40074932478456,E,-7.455003561245375,B,30.676385953496084,128.97051516877966,C,105.91706032214671,A,32.1121189576939,0
27,51-65,Mexico,Female,C,80.27762887293086,E,C,D,-148.53728022436215,A,B,-74.5022559242688,D,72.06732824019582,B,49.02925186596179,66.27713414340262,B,-11.424314584715303,B,102.78466884308179,1
42,26-35,India,Female,E,-73.87591345860196,D,D,E,9.378770560945402,B,A,-28.675786129096387,E,61.510068687304575,D,-58.01209017612362,-89.12232325689229,C,-29.07282519458651,E,-19.292557386490035,0
88,51-65,US,M,D,136.8081757496727,B,C,E,-25.8196764936505,D,D,-81.28039854416674,C,-57.045983864699856,C,-126.52435888807116,-16.502247941473463,C,-17.43199127590971,C,197.708373514845,0
75,26-35,UK,Female,E,24.57064474821305,E,C,E,-0.4960947665237061,D,C,235.18787857771676,A,129.385849170149,B,98.79022509907611,44.101329195319835,C,46.66305878747449,E,-11.453289244882987,1
71,51-65,China,Non-binary,C,23.50066622376044,C,C,D,-29.11368061881333,A,E,-75.3701394857908,A,-82.004948243164,B,179.7859083989038,-172.7868480967115,A,-150.90320102741083,C,-159.97642928281152,1
91,26-35,Mexico,Female,B,-18.890139085254816,E,E,E,-5.16049708134549,E,C,-160.3692317402915,C,168.24836607142245,B,-129.51062601669543,29.49902550489845,A,158.42818726225363,C,-276.5347382772261,0
60,36-50,India,Other,D,-99.5417754882742,C,C,E,98.87454617677366,D,E,49.95073030144888,E,218.43024365994972,A,-100.16670959362186,-97.91464766165544,C,97.92844120721556,C,22.59479097503778,0
51,51-65,Other,Male,C,-148.78656606408563,B,C,A,-63.22320792940525,A,B,-199.41668878446643,D,64.29303612514784,E,124.16927794906671,149.95921794651792,D,30.183645384563064,E,124.59519713633614,1
65,65+,UK,Male,E,73.2743451221651,A,C,C,-2.7298979492556033,C,D,-59.39542700673472,C,-70.67211457410605,D,-110.2960518065963,61.65943246350467,C,71.52252936889751,B,-115.18904443821647,1
86,26-35,Germany,Male,E,3.131251504284348,E,B,E,-50.82862865085169,E,B,-45.42740187919632,D,-121.93951224229014,B,0.2960829057231314,96.49059160211063,B,50.88782412709881,C,-68.06380262521462,0
30,51-65,India,M,D,-125.53142342894712,A,D,C,-141.12058382154902,E,B,-49.78749661684986,C,70.39494115374724,E,104.78789280155351,-16.833141009455233,C,21.44726349297666,E,136.1147551407284,1
23,65+,Mexico,Female,C,12.524970411755168,D,A,D,-95.86735603140319,B,A,-184.40340877742304,D,-0.2625921101862832,E,-24.49090829741911,78.22397638848653,A,130.903368427717,E,123.18773959150377,1
33,26-35,Other,Non-binary,B,-37.08094433672421,E,A,A,-90.20300092235385,D,B,-215.55494996984166,B,46.91757012892274,E,90.50600567699813,87.91032277848552,D,109.13208381546472,C,-75.66372508503821,0
78,65+,Brazil,F,A,35.99832938548223,A,D,B,-105.70257181763397,E,A,63.14755086311491,A,-40.834574492268814,E,-73.96488492425675,138.663945166732,E,185.93213967342479,D,44.525659078892424,1
37,26-35,US,Non-binary,E,87.29784994649376,C,A,E,11.995733499278868,C,D,-71.98930225315169,B,-76.28580510182368,B,196.13770964122438,102.85860384285508,B,-79.39945818002107,B,-26.665590204424166,0
86,65+,Germany,Non-binary,D,31.91430815880568,D,C,C,-49.08946094183888,A,C,-129.62708251223748,D,-37.90366533518462,A,-253.6988950076488,30.29462514512251,B,51.88159268562574,B,334.24376625095886,0
18,65+,Mexico,M,E,-61.247909996429996,C,A,E,-1.5506543471493814,A,B,68.73416508614513,A,-71.09892327507788,D,20.709901748601183,-63.26130605471765,A,8.368008241857932,B,-76.79611603894078,1
37,26-35,China,F,A,-152.4309787000843,A,E,E,74.83965081579592,A,A,-16.554886065072424,E,95.7843649183789,E,-169.66113650326537,-78.62772988867661,A,-72.65558784121295,C,-50.44707492683781,1
34,26-35,UK,Female,E,-14.89287291095838,B,D,B,-153.4179049687384,D,D,-62.86481281089914,D,20.612775101993982,E,-18.82450556453441,55.42745128644347,C,-94.07193409440099,A,-15.615937911023735,1
64,51-65,Other,Other,A,82.12062739531677,B,D,D,184.93576954616387,C,E,21.456612070293254,B,-162.14835643364106,E,35.259581267291466,194.16278295304565,D,30.97330963515681,C,-84.573819333204,1
38,51-65,Germany,F,E,110.27169433950156,A,E,E,-32.08562598145788,A,D,-29.0985696534917,A,6.571731171993002,E,9.754965375804755,-179.9590831534439,E,-264.7057853754777,A,-85.57488295141908,1
66,65+,Germany,Female,B,-98.79647558469355,A,B,A,-13.934898502145149,D,C,-24.768978923267056,D,54.16257019056435,C,-171.72568110413334,-206.98398035351414,E,-41.51920805984355,D,272.3669079029412,0
47,26-35,China,F,D,-142.18885161515286,B,D,D,-108.22785572970643,E,A,41.38047006326107,A,-46.56582073010453,E,68.24063926348649,-95.00789744991395,A,-10.027150986569131,C,-187.10787244699435,0
32,18-25,UK,Male,C,-129.5126901789788,C,D,B,-161.05608571229467,C,C,20.23552877959256,C,120.95307685299879,E,-74.63478252932164,-211.41320533654087,D,90.12967511837182,A,-53.850819365282,0
72,51-65,China,Male,B,149.0499660203159,A,E,D,2.1240841854428747,C,D,5.16566533104431,D,96.42009447208409,C,22.468219902801064,33.52424968356706,A,66.69003086123999,C,-40.08997090489554,0
27,51-65,UK,Female,C,21.549010751386316,A,A,D,-102.94733421463795,A,C,-119.56518940464322,A,-127.57534680161923,C,61.37844344144477,-138.82190722631574,D,-204.1110182179931,C,29.042411272048575,1
20,36-50,UK,Other,E,105.60503703961395,C,B,A,60.09101438190788,E,E,9.632704665940016,E,35.697610872184825,B,92.86321795250406,60.04032031560386,B,-84.67371791070572,D,140.459825852922,1
21,18-25,Germany,Other,B,-177.929036560726,D,B,C,79.39810444271235,D,C,68.03465041802095,A,-101.2022903686314,E,-6.0942545696243275,104.76467859370517,D,45.968924692523565,C,-233.92574500269058,0
79,26-35,Mexico,Other,D,-5.960800704062262,A,C,E,185.7448645363164,E,E,-71.13158294426853,A,-1.7827699160480597,B,-106.63898747279733,-165.9708003208411,D,23.281207534002323,B,82.17178408064365,0
55,18-25,Germany,Non-binary,B,-32.78739679931155,D,B,C,-135.4202057343214,C,C,45.516603249665735,A,-114.74081411092467,B,-50.34699935197511,-167.4427262603349,E,-21.829932780220442,C,-17.349171412925763,1
63,26-35,Mexico,M,D,94.87077059587996,B,D,A,52.019633156478825,C,A,-62.5158745128196,D,174.71895007339535,B,174.30392758726626,-199.206544084958,B,-108.01493403060556,C,-49.099333936905445,0
78,36-50,China,Male,C,79.31044199289323,C,A,A,125.71394957414445,B,D,96.15777503585038,B,-1.9021240953399627,A,150.13004577936488,54.04658829713441,B,-130.40232731189752,D,3.5558032732414433,0
46,36-50,UK,F,D,131.80137653399794,E,A,E,-125.99913119438459,D,D,-29.221390725776224,C,157.56647053313299,C,127.49166740761223,55.167517803905,D,150.1099376568597,D,3.0575244338493257,0
98,65+,Germany,Male,D,-22.637668532820435,D,C,B,-191.04562567707305,D,C,19.018217966872765,D,142.21050984457008,C,244.0276045096434,-62.42287021134345,A,69.93484719866709,E,-0.13787393546622081,1
89,26-35,UK,Other,D,119.96130979303452,D,A,E,-24.846175370819083,E,A,-9.592726369119905,D,34.76272141566133,A,-213.46867736024265,-139.76301176082794,A,-53.51330684743244,B,83.3758138397546,0
42,65+,Mexico,Non-binary,B,-61.61366551483034,E,A,E,70.15289227027833,C,B,-108.72327305649556,C,96.1359350745326,E,38.9823444372476,-23.39176188199845,D,-132.81866432044268,C,234.7010717235635,0
83,36-50,India,M,D,-53.86758848448857,C,A,C,-161.67264871533266,A,E,-93.79159197830877,E,-12.839917394963289,E,-19.62551230157996,61.97780382421335,B,26.177029578341305,C,17.483719090295473,1
95,18-25,Other,Female,D,32.04302442660537,C,E,E,120.96572856076328,C,A,-7.805002739484554,E,-66.2016700849447,C,69.35932671325553,81.29999887520847,A,-16.041793843103033,B,13.454779388828475,1
43,65+,China,Male,A,142.01051910264226,E,D,A,-44.18568591260402,D,B,-61.678683722081274,C,28.4728631879077,A,101.02532267066194,-119.85614113901417,D,-48.37474690276206,E,-165.7055128137573,0
69,51-65,Germany,Female,E,45.41308629135853,A,E,D,78.99539438990641,B,C,-82.4532541113482,B,-47.89071623111765,C,46.779616418495515,4.052668301721065,E,-3.431086342889965,D,134.06703548833937,0
66,36-50,US,M,B,-19.117633928122572,A,A,E,82.09922378354304,B,E,-53.411586419665035,E,-66.71872860272823,C,-143.59565330393275,-100.1374680878976,A,18.015662239516256,E,152.85065976947598,0
79,36-50,Brazil,Non-binary,B,129.65547033068734,C,D,A,84.8553942813078,C,C,101.15484226099649,C,-50.0521715730057,C,-137.0361225289717,-57.104020862857126,B,3.995034401426192,A,-59.99849615096801,1
59,51-65,Brazil,Female,A,-90.32649401709935,E,E,E,119.01454900505396,D,B,-68.8191039960875,E,201.73226566901081,E,-35.520315774025,-175.1619039786763,D,-81.03366896504815,B,-82.37804349628651,1
94,18-25,India,Male,D,-47.455424177416624,C,D,D,54.46581896953596,B,E,-113.71999202519491,E,-10.629277198555165,A,36.81532479947389,43.161444071003444,D,23.001274330647764,C,-115.74639445661742,0
27,65+,China,Female,D,-105.0759467994217,D,D,D,-261.53833106483995,C,C,-37.15936950740681,C,-81.33003889328731,A,-14.697895523928004,20.416740611590328,E,-140.56665893471455,A,-45.11123831419323,1
77,65+,China,M,C,139.2062147755961,B,B,B,204.47050507852845,D,A,-94.35292332256579,B,-137.3032191043097,A,107.27703131764954,59.30039538981564,D,119.60057409540217,D,-84.97715580930819,0
76,65+,Other,Non-binary,C,-18.573238831390988,D,E,B,83.20360101062343,E,D,94.8644322205821,D,139.77320153273837,C,156.67417352994187,107.24973660003991,B,131.21532382898943,A,7.779294608540861,1
60,36-50,China,Other,C,30.902017461784276,B,D,A,-96.60990190764764,A,A,3.672767428506601,A,-49.86336335105631,B,-23.054867100451478,59.17743541707169,E,37.6031238884961,E,-86.4156351573973,1
30,51-65,Other,Female,E,90.08819091522165,A,C,E,-6.071684940644068,D,D,89.43746318634608,A,108.87467302295448,E,33.17204479453637,-88.33950925200456,B,-77.7500297271375,B,-38.834763861551394,1
63,18-25,UK,F,E,107.05257458178306,D,B,A,3.1970126041422056,C,E,114.62961443388045,B,-128.6223891075945,E,122.36705709708357,45.68978157592426,E,36.07688489517352,E,67.5679590553534,1
27,36-50,Germany,F,D,-127.309330144089,A,B,C,85.21466234893339,A,E,-182.95129946923967,B,-44.32624758528917,E,-61.001841749204914,30.746969951942578,B,83.50797985918625,C,-198.45156613639153,1
77,51-65,China,M,C,108.67330154702405,C,E,D,83.05795057728183,B,E,-25.302330456135465,B,-60.66343125238329,A,-205.943436960498,27.048460590686542,C,-264.3557824529474,D,-19.53472813944345,0
62,26-35,Germany,M,E,178.5574293842207,E,A,B,-191.6100584783409,C,E,-2.4459742309756423,B,133.25129325038674,A,-21.61889692589254,-21.91173722319028,B,9.0640352752762,B,-93.43114163389163,0
38,51-65,China,Other,C,9.705020470350004,C,E,D,-19.993446241648787,B,A,-97.5776380231268,C,71.84016907306417,D,-2.7030863113986285,-56.756793592052446,D,124.99593169223051,A,49.26171607614441,0
38,36-50,US,Other,B,-35.15409005619259,D,C,E,-219.08692024509952,D,C,-31.87101734755455,C,-41.00335225587648,A,93.84499116361809,-39.083635663393764,E,-9.508916822864572,B,32.94379709072883,0
41,51-65,Mexico,Female,E,74.77115977044049,B,C,D,6.515052776674096,D,B,7.082420100646451,D,-125.16494309085064,A,-63.63569630002467,64.26217595669101,C,-120.36393763517907,B,76.6225676523634,1
63,65+,Other,F,B,-170.29293566385283,E,B,B,14.760243785698194,E,A,100.48369432196189,C,-67.68960763992088,C,-38.11787653070112,-45.2579807249874,D,-128.03079113779762,B,188.32861226005113,0
54,51-65,India,M,C,8.652946273789844,B,D,D,-71.86370158347424,B,A,77.7821235299961,D,-71.83407405876217,B,8.680886060965614,155.55117520046656,D,54.180980109757456,D,-136.68445403595297,1
66,18-25,Mexico,M,C,-167.41659933131882,D,E,D,-166.551926517581,E,D,120.23931417297477,A,214.51232907577324,A,-40.740236308797066,108.03087034550127,D,130.71083602362975,B,-74.53634379182998,1
28,65+,Germany,Female,A,-67.69458435403021,A,A,D,-101.1715309463749,A,E,32.90958482272019,A,-25.775567481281787,E,-22.921318544876076,-120.67006339086683,A,86.69449304996176,B,-30.818761010329165,1
92,51-65,Mexico,Non-binary,C,34.41701266908227,A,E,A,123.14650330829973,A,E,-187.02744505788073,C,-162.45417779944404,A,3.883200819707924,-64.4183638664489,A,54.161966430619515,D,-24.884976299613854,1
81,65+,India,M,A,-56.92652513552219,C,E,B,-104.05452997501754,C,B,29.176533461130177,E,-124.17867305361234,D,43.831317189094804,191.90183895161687,D,-21.589436154888265,C,20.256165965832924,0
89,18-25,India,M,B,36.01284248675483,D,A,D,54.27613745818762,E,B,-140.57990919328648,B,82.20415036994802,B,-126.38944478967919,-147.06795504721885,A,120.5095368508623,D,158.80352946221143,1
46,26-35,China,Other,A,-19.13455239618306,E,E,B,126.61680604572052,B,B,155.6945794459438,A,101.78353585776591,B,113.94684297811317,-76.56900406566065,A,-232.9104108450939,D,200.95978750162132,0
46,65+,US,M,C,8.29325134603144,D,C,B,127.08989175556589,C,E,-48.77618711232369,B,-42.57486850403738,C,277.82034149097063,0.5232414655450917,A,-36.46773261139211,E,39.66378242872834,0
69,51-65,UK,Male,C,103.95585733455871,A,C,C,-133.79520857611652,C,D,-63.04877271689631,E,62.65822803838347,C,96.69006777542585,10.368901858198315,D,-34.357788080772174,C,-4.266080721637744,1
62,36-50,India,M,B,-124.93801364451068,A,B,E,-39.06078012738546,D,B,-108.9099941639613,A,52.42984721371495,B,-26.452389208413145,-129.44186956836617,E,80.72508417538305,E,-101.48388727726483,0
72,36-50,Other,Other,E,-0.2981900811992723,E,A,A,-3.3190611894377837,C,C,-154.5695280716382,B,-129.67930239375337,D,-35.17015248025926,-126.26051942757076,B,-27.341733305522137,D,89.19988930351177,0
56,51-65,Brazil,Other,A,-135.97817022582524,A,E,B,49.712789833824125,A,E,300.34450660835074,B,-61.62513009562225,D,-98.0026003334372,178.73460273035008,D,131.47302072547907,B,-0.9581004134788891,1
40,36-50,UK,Male,E,-204.08649477720343,E,D,B,104.84209002108535,A,E,-23.678299623846165,C,77.80990566924689,D,-6.89635187993224,-112.59248609645525,E,70.9210122596733,D,-21.2939770826543,0
49,26-35,Other,Non-binary,D,40.47286317045663,E,C,E,85.32111044066392,E,C,111.12201100384841,E,22.522743159039774,A,15.938553483393134,57.158745391882405,B,116.21030658899936,A,11.085519545395911,0
80,65+,Germany,Female,A,14.284175410648778,C,C,A,227.26178695574964,A,C,114.31976808610248,E,-34.08356911784961,D,29.775351079452893,184.77933087309896,E,-65.01582987927101,D,-65.32560562049807,1
62,18-25,Mexico,Other,A,-134.6068103730375,A,B,A,199.47746288472732,B,C,226.53890912622452,B,-58.4679061085568,E,43.015587429005144,-9.24189150234292,E,-66.25097854349465,B,-115.11824782966964,0
88,51-65,Germany,F,C,-34.0857797139713,B,E,A,-45.819350625710435,C,A,31.382288264862556,B,59.988000182630465,A,80.49808835396234,12.35404789822893,C,124.97498229751025,D,-86.08511328085379,1
49,51-65,Germany,F,C,80.24181818374231,A,E,B,-207.67947204715097,C,D,99.66864737257106,A,39.167063619572616,D,5.990218559729765,69.69866319119217,B,-216.37050227425115,A,50.264044272643304,1
46,65+,Other,Female,D,193.2140442942543,D,A,A,-1.8521667797513897,D,A,-2.5886066786049726,B,-8.389775414852853,E,61.12918578759621,4.159321323929128,B,-32.80239066808209,E,263.2813249518688,1
47,18-25,UK,F,B,87.20734688705954,B,D,B,82.30727269760665,B,C,-106.08056696170298,A,-107.18454573449594,E,-33.50758790379333,-31.177354999518432,A,-11.816924393373622,C,34.213578423670754,0
23,26-35,Brazil,Female,B,-116.50615893496075,D,D,C,16.839677620791115,B,E,56.442391249120924,D,33.95810118474965,A,2.448953827513778,85.56552147102138,B,-15.97517694366745,B,63.14885872098057,0
30,18-25,Mexico,Female,D,-18.834782647817942,D,E,B,21.422705356545748,C,B,48.496117595560115,A,-108.30192183755418,D,19.635160122434687,-5.6717348332701025,A,-41.17711445084961,A,-37.278104566675864,1
68,36-50,India,Other,E,100.43908956336674,A,D,C,-120.64334511366003,A,A,-79.80172095026771,D,85.8265862640882,D,41.70521748199897,-26.095050707121725,A,-70.69393812748952,A,-87.36350828637147,0
63,36-50,India,Male,E,-172.41573647835105,A,A,C,-49.91872838452185,C,D,-163.5533043619364,D,-89.95736855843339,B,30.551103928494015,-74.25278129404217,B,-60.26528343967824,A,61.70885727263828,1
51,51-65,India,M,B,28.382488862375382,A,C,C,16.800739202309916,A,C,119.89652550316086,E,133.57620197212285,A,143.13269709501438,135.3940899855064,A,-16.477280689561486,C,-175.30017983476395,1
63,36-50,UK,M,D,14.687991495716412,E,A,B,153.57840264616976,B,A,75.17140274827115,A,-205.55087545620094,A,82.105723072397,32.901040539519855,D,4.282620509543851,E,-144.09922583416665,1
83,26-35,India,Non-binary,C,100.32469517186577,C,A,E,120.70635629277191,A,A,-142.8175441825414,E,-58.02080604670581,D,-55.2699616505135,263.7393159399171,A,10.732894972987962,D,-43.61553362676629,1
60,36-50,Other,Other,A,-148.52045582236101,B,A,E,-18.01187026753272,E,C,-5.2703942862738575,A,-2.7067035189381845,E,-54.96244284887574,112.27522709003026,C,-131.31161639635357,A,3.4435625588522396,1
24,26-35,China,M,B,-14.531086402402533,B,D,C,80.02098188962213,C,A,-238.14026471622518,A,130.33915771057613,A,4.145900766979331,102.7567544944669,C,-59.42137240694845,D,28.490227439345205,0
27,51-65,UK,M,D,74.99642383690356,E,D,A,-173.98424884420658,D,D,56.680834757668485,D,78.40292402724171,D,-3.3173399441769953,-107.1493810987959,E,-36.393613202665435,B,171.1323146449994,0
46,26-35,China,Male,B,-100.47488254739685,C,A,C,148.69505334557297,E,E,-23.622872717400583,D,-17.08590059526892,B,-126.69929383361311,-215.1935877614282,C,25.74116578759313,A,-202.880153935645,1
28,51-65,Other,Female,A,42.29174124322574,C,C,D,62.02198756404821,A,D,-146.44377626879083,A,109.14774545022104,E,-141.1246123241253,4.2966887254013395,A,-132.50180460788923,C,39.67973681445422,1
96,51-65,US,Male,D,36.309749602664745,D,E,D,-11.702862738077727,A,A,-187.5856672129851,A,96.80735579236347,E,-159.3108250630583,139.64486495174802,E,-151.22249775803783,C,15.987004217650172,0
24,26-35,China,Other,B,-102.94061756203432,E,E,C,41.3510060728462,D,D,-60.67708923762722,B,2.577578305285735,D,-72.55996877669736,-122.1195539238277,E,-19.841649553921403,E,127.25568505427805,1
64,51-65,China,Female,A,21.829766884802922,E,D,B,-59.64490053288092,B,B,-166.51932403155848,D,-143.02387903147482,B,52.064748870264324,-110.2120939949771,D,59.00407792743758,A,-107.46953187408516,1
65,65+,Germany,Female,B,-158.40553139594272,B,E,C,14.228857274779342,D,A,-1.0105923540011392,E,-45.96468343992252,E,-13.18323661199616,97.85439496048392,C,-111.95795468820731,C,-190.89829889862574,0
41,51-65,UK,F,A,-17.91421963778189,E,B,C,51.046416273368834,C,A,-54.578751031831764,E,-130.99338607215478,B,52.98586651998954,-52.539320882317774,A,28.694191026249783,C,16.120934378823332,1
53,36-50,Mexico,Non-binary,A,-139.7865595289798,B,C,D,-142.28645469210275,A,B,-16.568500431206868,A,-103.7329853540722,D,-61.94966365830879,97.71577428027469,B,-161.57587737864355,B,-47.89945129323508,1
97,65+,Brazil,F,A,48.532396278464574,D,B,B,-87.41756872788145,D,A,99.11797578882545,A,-200.8757554800044,A,-26.83149997430578,55.79560627443464,B,123.78976199706182,B,-16.324765434886686,0
31,18-25,India,M,D,11.04060317062403,E,D,E,-20.08155963701785,D,A,-106.35680180187855,E,5.206553810398657,D,-160.31197336621065,55.731545243823746,D,-142.68638514312073,C,-29.194542440662236,1
93,26-35,UK,M,B,112.29616910968086,D,B,C,-86.6667665038394,D,A,2.9180191354007277,D,75.98633295623361,E,-44.179390205733796,77.08649497178389,B,6.225025347649234,D,-44.35772843723298,1
47,51-65,Other,F,A,87.32407251748845,C,E,D,-2.9498283763544504,B,A,-172.3562111255083,A,149.04036981596164,D,116.91239318686935,-48.1112743418649,C,68.13438870124581,B,8.969010287100094,1
98,26-35,China,Female,D,39.271470360195465,B,E,D,-16.586924687259938,E,C,-197.9197195549741,A,-146.4113546943426,A,-40.437536228901735,-85.25271949491578,D,-195.79094598482664,C,94.553023593132,1
48,51-65,UK,Non-binary,B,5.821228578567154,D,D,A,12.68412847060452,D,B,70.55330490667512,A,46.66689518437301,C,8.06989551269479,50.64547298964137,D,64.76561766075065,B,-125.89922468277975,1
