sex,Religion,married,nation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-binary,Muslim,Widowed,Brazil,-5.894090396022326,E,49.58205231820674,-86.07913196740336,E,1
Male,Muslim,Married,Brazil,85.0755167071829,E,75.82132122542232,-38.19572958983083,B,1
Other,Hindu,Divorced,Mexico,5.716278623251409,E,22.6376010948277,31.82789169385028,B,1
Other,Hindu,Married,India,-38.35502756685838,C,34.74618994483366,59.88119201849322,E,1
M,Jewish,Widowed,India,-29.119063022986502,C,5.343526509169405,300.15371788245966,C,0
Male,Other,Married,Other,104.38722972636097,B,-36.52862220434814,105.75309809211102,C,0
Non-binary,Muslim,Married,Other,61.98293924576264,D,-7.152048210437045,-19.075145106711876,D,0
Other,None,Single,Other,-204.5670586551573,B,26.302665255447543,126.36800170569069,A,1
Male,Christian,Divorced,UK,-56.00883942370073,A,-208.87644436169347,-114.4879996045191,B,0
Female,Jewish,Divorced,Mexico,-43.70233985202813,D,122.30448668727159,44.707682942566855,A,0
Non-binary,None,Widowed,Other,-57.771443878381824,C,-51.620858013704826,-8.39244164037491,E,0
F,Christian,Married,UK,-217.05299610583714,A,32.3745752342273,-254.9047764207214,D,1
F,Muslim,Divorced,UK,-3.024178445533301,A,65.00172192713856,-54.92192386468817,C,0
Other,Christian,Widowed,UK,-62.70991348835775,A,120.09979179739683,97.10380220523137,D,1
Female,Hindu,Widowed,US,-5.57454143466504,B,-30.90461531670579,106.65791070878024,B,0
Other,Buddhist,Single,Germany,-47.86150612067222,B,-50.25216284729373,-14.999557068885405,A,1
Male,Muslim,Single,Brazil,48.77206410097426,E,75.04713149098164,2.7907064448407204,B,0
Female,Other,Single,India,-29.364488208233197,D,-90.9002114406391,80.41513177329834,A,0
Male,Buddhist,Married,US,71.37533309491285,E,105.59996802056848,56.997878667392044,E,1
F,Buddhist,Widowed,Mexico,34.886632326060756,B,-53.38269220657161,34.46331275323512,D,0
Male,Christian,Divorced,India,74.74546959572633,B,-0.0408641417207029,173.02834938947063,D,0
M,Muslim,Married,Mexico,166.48207055060493,C,53.35397394253777,-204.05525357786064,E,1
Female,None,Widowed,India,162.0965866951355,B,51.77271074900425,210.40032679828732,B,0
Non-binary,Muslim,Widowed,Brazil,72.95653792388553,E,-29.64303851615514,124.68669532594782,D,1
M,Jewish,Married,Other,116.13395997081659,A,-39.810504325523446,-151.12448623948114,A,1
Non-binary,Buddhist,Widowed,US,22.87394515890937,B,91.58927710265944,273.9181381783355,E,1
Non-binary,Jewish,Married,China,46.90277520985316,D,257.61880839289717,-29.207994498741407,C,1
Male,Christian,Divorced,Mexico,-59.46569456847768,C,-22.630135375298114,137.156645830683,C,1
Female,None,Divorced,India,-25.520739664462493,B,54.14291069867095,120.0885739436486,A,0
Other,Hindu,Single,Brazil,-32.028631714049304,B,59.9908083053026,39.00884949819439,D,0
Other,None,Widowed,India,2.9656319873649117,A,170.99604870687634,48.133127271232794,E,0
M,Hindu,Single,UK,-63.95849569891022,C,8.097482108918927,12.80706211896695,C,0
Other,Buddhist,Widowed,Germany,-116.52931538676205,C,-7.416432224577779,-77.57156313070483,A,1
F,Buddhist,Divorced,Mexico,38.83410996001512,B,164.39678519728332,23.65886333249519,E,0
Female,Hindu,Widowed,Other,115.03528689037556,E,-22.50449585695832,47.589325271478025,A,1
F,Buddhist,Widowed,Germany,-106.93724370738187,A,-25.634940335655532,58.6565934721309,C,1
Male,None,Widowed,US,106.01233028166384,E,-271.7203106535751,-81.638717475079,D,0
Male,Other,Divorced,Other,16.73845148342423,A,50.15957622910633,-3.4346267742199523,D,0
M,Buddhist,Single,Germany,46.601574296950055,E,86.65280984311013,43.625830713223536,E,0
Other,None,Single,Mexico,-36.42787318940946,C,-222.5931993983695,26.497392231868506,E,1
F,Jewish,Divorced,Mexico,-136.24555516991697,A,37.17155990838027,114.51565094948563,B,1
Male,Hindu,Single,Other,47.66847164034464,E,7.381348301280724,7.08529968062431,A,0
Female,Jewish,Widowed,China,9.853234605281976,A,-236.0798291858351,-38.629420358503744,C,1
Non-binary,None,Married,Brazil,46.45716129000554,A,-197.55624148406594,-188.63118675503523,C,0
Male,Muslim,Widowed,UK,5.561891792118037,D,-87.89369227367338,17.900145912344005,D,1
Female,Christian,Single,China,-54.20663282703057,B,75.2250443501904,-26.840220374203493,E,1
Other,Jewish,Married,Germany,77.6421048299458,D,82.49257653028079,51.24050322929915,A,0
F,Jewish,Divorced,Brazil,-144.62203013413685,A,86.83893865961755,111.3188267325115,B,1
M,Muslim,Married,Germany,-192.43405149226612,E,42.70985772307575,-117.21378613478839,B,0
Non-binary,Muslim,Single,US,-66.4601444505458,B,8.960126803073184,-73.70681538507142,E,1
M,Hindu,Widowed,Germany,-53.24240452514057,E,-81.41942992488815,-5.180660568907872,D,1
Male,None,Married,Brazil,-42.48891382525557,E,115.38293940574422,-141.91018831141676,E,1
Male,Jewish,Widowed,Mexico,-120.65805141766658,C,147.58154511952156,-12.169205448861364,C,0
F,Hindu,Widowed,China,-63.00714464423951,B,40.994231211210746,-58.00307433430012,C,0
Other,None,Widowed,Other,3.489494122520874,A,129.21015769431585,-74.45144677765211,C,1
M,None,Single,US,-115.76929994587944,B,-175.11388314974326,126.40567068520392,E,0
M,Hindu,Married,UK,-110.07879715083948,D,-43.75224076778277,-9.255101515986986,B,1
Non-binary,Other,Divorced,Germany,-15.918187970332944,B,-92.78725502551497,-75.87822692674533,C,1
Male,Christian,Divorced,India,-138.8360193398698,E,-158.59241745402414,-153.20287008565452,B,1
Male,Hindu,Married,US,197.92741492429923,B,-1.6158748539010157,-52.66515206490558,D,0
Female,Other,Married,US,4.057863123955422,D,-53.46079143798562,-17.207717276143505,D,1
Non-binary,None,Married,Other,-30.469438861514607,B,-73.01582054214116,-62.878515015151805,A,0
M,Muslim,Single,Other,-76.51910717965254,B,106.11886017283751,-68.95906433080553,A,0
Male,Hindu,Widowed,India,95.05142686627242,C,-229.17396362235505,-58.89844968819443,E,0
Male,Buddhist,Widowed,Other,200.08816815403523,A,79.73635123260955,82.15201361369525,E,1
Female,None,Divorced,US,-59.22777812499559,B,-40.33895215113322,59.8566334996423,A,1
Non-binary,Other,Married,US,246.05584945169264,E,-114.23282060401651,56.8880246084706,D,1
Female,None,Divorced,Brazil,164.8899532290881,E,12.484919639564007,79.38770578289918,C,1
Non-binary,Jewish,Divorced,Germany,-96.33914163261328,D,44.910711395310614,203.63674249956895,E,1
Female,Hindu,Widowed,Germany,44.945072427172306,E,-37.35478301464527,-92.05854451865625,E,0
Other,Christian,Married,India,-133.09020237253685,B,-18.38869522368764,-51.00061727726574,D,1
Other,Muslim,Divorced,US,-40.97545774481585,D,115.00741285919214,15.41250079874967,B,0
Other,Hindu,Widowed,Brazil,-35.7675478880099,D,17.877909798030505,121.73772581699758,D,0
Other,Muslim,Divorced,Germany,-118.52223100526065,E,-55.93895564957615,41.489674231599736,E,0
M,Hindu,Divorced,US,-125.3160875063615,A,-33.536567794341806,-71.23278312006406,E,1
Other,Buddhist,Divorced,Germany,-115.61205354380735,E,2.794532138076612,-115.21347501407757,A,0
M,Hindu,Widowed,India,-106.19534470030216,B,84.911140633913,60.71852224909936,B,1
F,Other,Single,Other,-48.53035949553056,D,1.1951268255084422,38.83378450641074,D,1
M,None,Widowed,China,-61.661398452593,E,75.87493573247667,113.1456866734768,B,0
Non-binary,Muslim,Single,Germany,-76.96551050300343,A,28.927440491427138,59.25584427338245,D,0
Non-binary,Muslim,Single,China,130.50486631145571,D,104.50908994937087,104.59243181209574,A,0
F,Christian,Single,India,-46.879541874844385,A,-113.16154246697872,181.50354408632612,D,0
Female,Christian,Married,Other,-81.20557113474949,A,110.78178269853107,22.694247608901563,B,0
Male,None,Divorced,Brazil,39.08801119896869,D,134.2793810729233,133.23965663796457,C,0
Male,Christian,Widowed,UK,58.471402785189255,A,-95.01205823094988,-10.082907771349783,C,1
Male,Jewish,Divorced,Brazil,57.5814043127651,B,17.138938243301116,-116.02276711753834,A,1
M,None,Divorced,India,-61.774075530017726,A,-1.3205603931001655,129.29253201222645,A,1
Non-binary,Christian,Divorced,China,-2.8573071236105463,D,-158.6244291474834,13.027273957167374,D,0
Other,Muslim,Divorced,Other,-21.3879824265077,B,90.38407286422309,-2.2204003661727367,B,0
Other,None,Widowed,US,96.93349397225685,C,-8.742824010844513,52.62655071031867,D,0
M,Jewish,Widowed,US,101.52020207908386,A,-0.04546232400674779,78.4273268916021,E,1
Female,Jewish,Widowed,UK,124.21991738497333,C,-83.95414194183859,-88.96180332978636,B,0
Non-binary,Buddhist,Single,US,-43.57275721734407,C,-133.05491182866555,-52.144388716476286,B,0
Male,None,Married,UK,237.84916548781948,C,-68.1281644504071,146.44805981573845,A,0
Female,Other,Single,Brazil,-18.824652623291882,B,-44.03376834381541,-140.12224007888145,B,0
Female,Jewish,Widowed,Germany,-81.54978228292006,C,225.63370099702945,-165.40756034006498,E,0
M,None,Widowed,UK,58.43183373071334,D,-33.83421635230482,106.56478817844983,E,1
F,Other,Widowed,US,-109.77672438479695,B,-178.70535148415294,108.35797396014395,A,1
Other,Muslim,Married,Brazil,-280.5699993939268,A,-36.85598852089154,189.2626347132276,A,0
Female,Buddhist,Divorced,UK,-52.91322396076147,C,26.02207054598201,45.57259594610306,E,1
Female,Buddhist,Widowed,Mexico,-100.97916823299104,B,70.32795821598813,90.4507710811394,B,0
Other,Hindu,Widowed,US,-63.28042794275234,E,-16.490686343184286,-102.63330524282944,E,1
Male,Jewish,Married,India,-135.44218816417452,C,136.2108258865797,-88.61772143946133,A,0
M,Muslim,Widowed,India,51.938374563601855,A,169.1699923792171,90.99227184283498,B,1
Female,Christian,Divorced,Other,-112.96147092395856,A,-131.72160383108147,-48.25761819032516,C,0
Non-binary,Christian,Widowed,India,163.3729832420566,E,52.35652108773958,93.22017727657098,B,0
M,Muslim,Single,Other,-50.73300016308507,E,-152.35240331350138,-133.41620941452186,C,1
Other,Hindu,Single,US,-78.54680307151173,B,-88.24357820300303,164.88721605379897,B,0
F,Buddhist,Widowed,US,109.81325923736485,E,63.50082644916928,7.806853179954983,C,1
Male,Muslim,Single,UK,-48.65667801116649,C,-90.85826353524772,50.457211925553544,A,1
M,Muslim,Widowed,UK,-37.99037090852108,A,-59.53215768281876,-113.22533380901609,C,0
Other,Hindu,Widowed,Germany,86.92680193145897,E,-115.18618062149844,128.95398652672526,B,1
Other,None,Single,Other,121.561495898618,B,1.256491026229636,-23.306630530875914,E,0
F,None,Divorced,Brazil,141.69864280671652,C,-73.26756707693181,-33.37448099880144,C,0
Non-binary,Buddhist,Divorced,Other,-39.780999443092,E,-73.84962171525905,-69.63003738786742,B,0
Male,Jewish,Divorced,UK,8.891552241087822,D,43.02101864352762,32.596968246269874,D,1
Other,Hindu,Widowed,Brazil,-106.23846521890708,D,26.913788217833744,-22.91124940479292,E,1
Female,Muslim,Married,UK,-101.54982099183184,B,-202.6492053551348,181.76468259749709,D,1
Other,Other,Widowed,US,-29.942165171971745,D,-239.61979851842784,147.80267739444204,C,1
F,Other,Widowed,Brazil,53.882705591807515,D,-121.72744136515747,-23.02201988024591,D,0
Other,None,Single,India,100.937411168684,B,-182.37732583353255,114.21133469270292,B,0
Female,Hindu,Widowed,Germany,-136.25658504423524,C,-71.70454800995279,5.684382236086344,C,1
M,Jewish,Single,US,-137.72226249683868,A,-99.57328558174207,53.13820769646293,B,1
M,Buddhist,Single,Other,150.95906496213385,B,-107.07263380225788,118.2975851874023,B,0
Male,None,Divorced,India,127.75005782256714,C,84.25601512032767,-75.82994919782927,B,0
M,Other,Widowed,UK,63.41556785497474,A,-56.54218733634727,189.25847609989086,C,1
M,Hindu,Divorced,Germany,-59.30759647826886,E,-5.311746233188698,-15.861906708139726,D,0
Other,None,Divorced,Germany,96.83714338166197,D,84.7968500543808,-83.61566172023515,D,0
Female,Muslim,Single,Mexico,96.70673151737086,D,-1.1855334309045238,48.90930879648432,B,0
Other,Muslim,Widowed,US,20.846037588698767,E,-35.24538025771207,192.08326645957243,B,0
Male,Jewish,Married,Germany,184.30531929171957,E,-49.827192016709205,-9.239325836694613,C,1
M,Muslim,Divorced,Brazil,51.85222503731703,D,-26.075399648243696,19.19893503331328,D,0
Other,Buddhist,Married,Mexico,16.9845098578599,D,-52.53102073636102,264.0019239653145,B,1
F,Christian,Widowed,Mexico,36.056083485326916,D,-44.68999964344149,-127.0398962212987,B,0
Female,None,Divorced,India,70.24268374770826,E,111.62681861330739,-17.791683320497135,D,1
Non-binary,Buddhist,Married,India,-202.37710544413713,D,93.178105711755,107.80616208594334,A,0
Non-binary,Buddhist,Divorced,Other,111.77607630527993,D,124.31580944500502,142.7770185646364,A,1
Male,Muslim,Widowed,India,-32.49008056027632,A,144.81928105091853,-43.93400350380871,A,1
Female,Hindu,Single,US,127.78980134087843,D,116.77261008489737,237.88419112513148,E,1
F,Jewish,Married,Other,59.168725863440926,D,26.586880620858803,170.42687995297726,D,1
Female,Buddhist,Married,China,-179.40232206873037,B,39.264201025868886,-33.04209560728105,D,0
Non-binary,Buddhist,Married,India,-180.83430905975305,E,-51.13784545483122,-137.83602278985038,C,0
F,Jewish,Divorced,India,79.09152275077437,D,-78.86469581873493,20.507999447564533,B,1
Non-binary,None,Married,Mexico,6.5472988706024875,D,-30.116908530653753,-91.5194151596112,A,1
Male,Jewish,Single,India,-57.53714359551865,A,143.02498372716644,-31.644140368805267,A,1
Male,Muslim,Single,China,69.83195618551876,E,-20.982416924024484,18.138037700854696,E,1
M,Jewish,Divorced,Mexico,258.19439282762687,A,-21.01306800646361,84.05040979578659,A,0
Other,Hindu,Widowed,Other,-13.520307547324418,E,18.880913397885298,155.21046666861758,D,0
Other,Hindu,Married,Mexico,-44.69516530709641,D,-147.60491033262912,0.4701425272968663,E,1
Other,Buddhist,Divorced,China,30.412430474354952,B,-132.42962528841943,-36.40824070624566,B,0
Male,Muslim,Single,China,-51.24559580373552,B,-182.97627304784075,-0.2940850045730919,A,0
M,Jewish,Single,Other,-129.66498381489635,B,-248.98714878434637,82.84856635865565,D,1
Male,Other,Divorced,US,-72.69513930988899,B,-54.38675752048353,-76.46538738463565,B,0
Female,Other,Married,UK,-183.47524949634555,B,19.58311977359411,-51.33521620445703,C,1
Male,Muslim,Married,China,-31.99869289515616,B,25.025783880156098,77.5299130674903,B,1
Other,Hindu,Widowed,UK,-83.58371407369916,C,202.66002112950196,74.07568372172811,E,0
Male,Christian,Single,Mexico,-38.55699819009632,D,-31.059778634425317,-69.05580462558531,D,1
Female,Christian,Married,India,-138.99819054537656,B,-33.85162830655922,73.90259380272198,D,0
Female,Hindu,Single,China,102.31959475350156,D,104.04775374032272,26.816341486694512,A,1
Female,Other,Single,Mexico,-131.29907373235042,D,-6.729389565615526,111.46896349036084,C,0
Non-binary,Buddhist,Married,Mexico,-23.2045212294429,A,72.31683374973996,28.7730609905813,C,0
Female,Other,Single,Germany,40.65308725591,C,-99.44194413681925,106.96475649456094,E,1
Non-binary,Hindu,Divorced,China,-164.8879069150622,E,-51.85973658274552,-83.42365991590194,D,0
F,Other,Divorced,US,89.18154272864042,D,-71.28331734659373,124.74105781508375,D,1
Male,Christian,Married,India,-139.53265985603088,B,-77.72920748269524,43.18276975087035,D,1
Non-binary,Christian,Single,Mexico,-74.3543147822469,C,-123.8525150130114,41.29009863785105,D,0
Female,Other,Divorced,Brazil,20.42458236734351,B,-119.7019038716983,-207.85203061076126,E,0
Non-binary,Jewish,Widowed,China,75.55215706467888,D,-57.17624568773532,-30.511439619548636,C,0
Male,Jewish,Married,Mexico,75.39903646103653,E,23.456337126586835,-37.241139841460615,A,1
M,Christian,Single,US,1.1552144960010482,A,-184.72525733443598,24.830092818490158,D,1
Female,None,Divorced,US,-257.6174577338618,C,-112.95842028575554,33.84004547007385,C,0
F,Christian,Married,US,-134.42321959710551,B,205.19308912401314,-126.39472656790156,A,0
Female,None,Single,UK,8.507969662196292,A,144.70181289446396,-123.60642768263517,A,0
Other,Buddhist,Single,India,41.937285933234016,E,19.75850948322451,-106.8045312156572,A,0
Non-binary,Muslim,Divorced,Mexico,-43.70429306280945,D,-30.951387720199335,-42.93089541475165,A,1
M,None,Widowed,India,-16.20247050659114,D,-27.190322465940607,110.88794770058195,C,0
Female,Jewish,Widowed,US,-108.99411691825014,E,-71.34110399839973,-45.15528894494191,D,1
F,Other,Widowed,US,72.98061805294105,E,-71.45899835797624,22.718357022060186,A,0
Female,Muslim,Widowed,US,-79.71645917774643,A,3.056990823303619,9.481310717431361,D,1
M,Buddhist,Widowed,India,-112.34493671716015,E,-110.70110520436141,-268.98829842621166,D,0
Other,Muslim,Divorced,Other,149.90744480827792,C,-30.574691273806316,-88.30493081130258,E,0
F,Christian,Widowed,UK,-75.54547369756379,E,72.78311237865196,105.18735791091945,A,0
Other,Other,Divorced,India,84.86696548394535,C,138.67125312524334,-27.95240856297086,B,0
Female,Other,Widowed,UK,103.15282667355167,C,81.4357919882531,100.68981278245126,A,1
Female,Other,Married,Other,0.2552599727742369,A,-67.65403136345581,1.9051841044254125,D,0
Other,None,Married,UK,230.8842299806724,E,-37.49172820252278,-28.82556709298396,E,0
Male,None,Divorced,Germany,115.88744928051695,A,-71.8330078217493,-125.65678058052814,A,0
Male,Hindu,Single,Other,-156.34384570853334,E,57.631872246461214,-207.74431163321574,E,1
Male,Jewish,Married,Mexico,-51.74064879157901,A,-20.959378509907133,-46.182238397907994,A,1
Non-binary,Jewish,Widowed,Mexico,-128.25103744326677,C,101.05993458554659,-201.14545492760257,E,0
Male,Hindu,Divorced,UK,1.394222479477916,B,81.46139098567338,-1.6576036641929508,B,1
Female,Buddhist,Married,China,-34.862088635632645,B,-25.952207044252095,-45.08593282161571,E,0
Other,Christian,Divorced,UK,73.520830525422,A,-63.25381944371073,-61.4141340433193,D,0
M,Muslim,Married,India,-22.755566722210364,E,100.45675462849792,6.3213788042626575,D,1
Female,Buddhist,Widowed,UK,-62.62233110090032,A,98.7583941617731,-49.175698254476735,B,0
Other,None,Married,US,-15.00474904108438,B,247.64796712703762,95.6152609991391,D,0
Female,Jewish,Divorced,Other,97.13875504590301,D,133.90303188743738,-12.083931397216787,C,1
Female,Muslim,Single,India,12.784613861547278,E,71.36804470585867,-140.8997510116424,B,0
Non-binary,Jewish,Widowed,India,140.92687530190042,B,173.16245208062466,3.6400383168100854,C,0
F,Jewish,Married,China,44.396381472759,A,206.8806215766583,20.372785880990516,A,1
Non-binary,Christian,Married,Brazil,182.47719296057915,A,-6.474351909671981,-49.1327795206876,E,1
Female,Christian,Single,US,-112.06293857084431,B,79.14966767977774,31.05519170001908,C,1
Other,Muslim,Widowed,India,-112.61026278405879,D,100.72543965023935,-16.926286733756044,A,0
Non-binary,Other,Single,Germany,-4.472952218114443,C,126.18187319499845,35.22875820239654,A,0
Male,Jewish,Married,UK,-45.4334586028276,C,-111.98356820816888,-175.5691975021068,C,1
Female,Jewish,Married,Other,162.7568854366954,C,10.44214472693606,-67.07973945721542,E,0
Male,Christian,Widowed,India,-43.12020079074865,D,-52.23208867205855,-199.07449651912816,A,0
Other,Christian,Single,US,-49.40979675423737,A,-65.90936921375236,8.501253656775877,C,1
Other,Christian,Divorced,China,-35.865076898027745,C,-46.8964534620099,147.7577250712416,B,1
Male,Muslim,Divorced,UK,-254.26979557800232,E,-25.655777211416485,-27.47424820948643,A,0
Male,Buddhist,Divorced,Germany,3.131922812097618,D,76.70960502173025,-80.68692236818315,A,0
Non-binary,Buddhist,Divorced,India,56.39353151621306,E,4.112765415450018,30.076505702196606,B,1
Other,Other,Widowed,US,281.471571321673,E,-60.23843920776443,49.181355098058155,C,1
M,Buddhist,Widowed,Germany,99.67183574715752,A,69.19878301293718,-65.91235043652804,E,0
Other,Buddhist,Widowed,US,-35.3531711438392,C,9.275876489727569,76.89454234004384,C,1
Non-binary,Buddhist,Widowed,China,-76.60435281055787,D,103.7570290856229,-41.72855364423963,A,1
Male,Hindu,Divorced,Brazil,-97.65293922935115,D,-47.4968269188866,121.64753268712695,C,1
Non-binary,None,Widowed,Other,-16.02665549956918,C,-0.9782208024967851,154.50861844735886,C,1
Non-binary,Hindu,Divorced,Other,17.088962194588568,B,-133.6171021042901,-102.33931114027617,B,1
F,Jewish,Divorced,UK,19.883203515662032,E,-78.37773420217512,-58.433124860646515,A,0
M,Muslim,Widowed,Brazil,-52.25917529316323,C,-65.78877369478465,-109.46104565430265,A,0
Other,Other,Divorced,India,-12.572029655348027,C,-43.354686949400254,-105.92792527298374,E,0
Female,None,Single,India,-23.76520064509001,C,50.331891273629225,143.42062556948713,C,0
F,Jewish,Widowed,Mexico,-104.4744216659198,E,-41.84833703673883,123.63830025474863,B,0
Other,Buddhist,Married,India,106.18021691980566,E,-21.156077775514976,129.70461257414735,A,0
Other,Buddhist,Widowed,Germany,7.036473120249533,C,-115.90632069546454,243.51149337336452,B,0
Male,Muslim,Married,Mexico,43.35073179197965,C,62.666054432340154,-52.20394369554931,E,0
M,None,Single,India,-184.58988147561016,A,-30.44406077473506,-173.8921136245385,A,0
Non-binary,Christian,Divorced,Other,100.4723203955158,C,58.453340341163965,-136.63641973378895,B,1
M,Jewish,Married,India,140.28824406440324,B,31.897910631010962,193.21864200797782,D,1
F,Muslim,Widowed,UK,257.5844448057796,C,91.64995969703861,23.948348618430323,C,1
M,Buddhist,Married,US,19.219806364268198,C,117.67936274389055,15.711648283662406,B,0
Male,Buddhist,Divorced,US,-71.36549990275807,C,76.48015778555633,-45.6622827728421,D,0
Female,Other,Widowed,China,51.21313426510028,D,135.2951718713288,60.93242006474825,B,0
M,Christian,Married,UK,38.72431534763807,A,186.8802819582264,-38.76685456366079,E,0
Other,Other,Widowed,Germany,-9.967721195370462,A,-88.5199192952631,118.10330666146417,A,0
M,Buddhist,Widowed,India,27.414070112628135,D,-45.02185874244281,-75.40305279370509,C,1
F,Hindu,Single,India,-23.66616339486452,C,12.338319620062082,-71.50360827337671,D,1
M,Christian,Divorced,US,58.22490632731861,D,-49.314841293555034,-95.47330754558621,C,0
Other,Hindu,Divorced,UK,157.97584103488919,E,19.243400979973277,113.32888289616653,C,1
F,None,Married,India,-25.632319207294053,C,-47.20869560950204,18.523306931792145,E,1
Other,Buddhist,Single,US,-130.9314738612432,B,8.59317934841059,-97.45018071509332,E,1
Non-binary,Buddhist,Single,US,-7.581673313886639,B,27.530565390898698,119.17694869684354,C,1
Other,Jewish,Single,China,-8.209053653919089,B,17.71162031224264,1.333889447999407,B,1
Male,None,Widowed,Germany,46.95089824392082,D,-142.07107362224022,47.087233470174624,E,1
Female,Other,Married,China,135.50452787342388,D,-159.27635868133203,37.99170912727459,C,1
Other,Other,Widowed,Germany,-231.04843085045394,C,-2.337025621167281,42.491827198780555,B,0
Other,None,Single,Brazil,-10.586927053864233,B,81.95970091346388,94.21849311968194,E,0
Other,Other,Widowed,US,7.0190260042480315,B,23.966911414651985,-54.72445439527878,A,1
Male,Buddhist,Widowed,India,130.95689709274933,D,74.91186702731235,46.920144542440795,B,0
Male,Hindu,Widowed,Brazil,-183.08322791594267,E,-95.50023729184743,-108.19464803976446,D,0
Other,Buddhist,Divorced,UK,-62.170798671826375,E,61.377196993073845,-7.846815549983413,C,1
F,Hindu,Single,US,-36.47977029786295,E,-32.35533298891647,59.59619687790185,C,0
Non-binary,Jewish,Divorced,US,-151.79553612339316,E,61.6146967871366,250.91837841587622,C,1
M,None,Divorced,India,-104.52373273996172,A,114.33694397165193,206.45302090386147,E,1
Other,None,Single,India,-3.53600117678314,C,-139.80211293546262,-37.76990515440934,A,1
Female,None,Divorced,UK,130.54843000710733,D,-4.329446200383014,45.640437164721966,E,0
M,Jewish,Divorced,UK,-39.59768076803672,D,118.26472954650285,62.97865640377075,C,0
Male,Buddhist,Single,Germany,-39.16881465607217,C,42.33020936067936,42.22198052786608,B,0
Non-binary,Buddhist,Widowed,Brazil,-47.49849047705164,A,25.973785076627077,-33.4059468941034,C,0
M,Jewish,Married,Brazil,48.44508860040489,A,54.56189086375619,-183.97138505617426,A,0
F,Jewish,Single,UK,115.13585363195563,D,-4.935144537383502,-15.4430855757575,C,1
Other,Muslim,Married,India,3.126971115642526,C,52.9532555741223,11.473070668554548,E,1
Male,Other,Single,UK,67.05318089719154,D,-10.253121185878154,-55.14718809098807,D,0
Female,Jewish,Divorced,UK,6.2432192557770705,D,76.36587792306787,57.31034830124428,C,0
Other,Christian,Widowed,Brazil,-112.88015761076393,A,40.286642584492185,128.0426705052356,D,1
Non-binary,Hindu,Married,US,24.78636534692911,D,16.964291653893685,-22.398542835456105,B,1
Female,None,Married,India,42.03720092868825,C,1.628401001093728,-99.71509049284751,C,1
Other,None,Single,Mexico,16.55354020670867,A,-4.855149356130048,184.90891679477645,D,1
M,Christian,Single,China,-44.70439430931876,B,210.29227482900973,57.43495912735089,B,0
F,Buddhist,Divorced,Germany,-18.28792898153438,A,130.74342506868194,-28.821693273729508,D,0
Female,Buddhist,Married,US,-10.137713235659936,E,-156.57354745029537,33.00263641072191,D,1
Male,Muslim,Divorced,Brazil,107.76674067448295,C,122.58629684349378,-91.8197981903353,B,0
Non-binary,Other,Widowed,Other,24.186468572897656,C,126.27495645075064,-84.2831553684497,C,0
M,None,Married,China,91.40779119337932,D,52.47292193566323,-9.735496491127641,C,0
Male,Muslim,Divorced,US,-147.67872325931697,D,172.1004758914606,168.90809571343505,E,0
Other,Muslim,Single,US,-181.94397273851686,D,43.93974160897866,30.658922202462747,B,1
Male,Muslim,Divorced,UK,-63.46267036851814,E,-81.14106459412844,108.9495012352004,B,1
Non-binary,Muslim,Divorced,Brazil,31.006223581228582,D,-10.238654635349251,94.51549279129338,B,0
F,Buddhist,Married,Germany,-10.653830581099774,C,72.1310457380104,33.26615943658263,A,1
Other,Hindu,Divorced,Germany,-36.812277327829854,E,27.617415568229582,75.68393083496294,D,1
Male,None,Divorced,Other,22.26010632751488,D,-161.14204699019646,-107.71254312508596,E,1
Male,Hindu,Single,Germany,-67.83572251440651,E,-1.9515332720279357,-139.10114051245557,B,1
Female,Buddhist,Widowed,US,-81.00869512869988,D,30.42624951211133,131.96777911618545,C,0
Non-binary,Jewish,Widowed,India,-16.64353925575716,D,4.845661611261886,73.91706624441088,A,0
Non-binary,Buddhist,Widowed,UK,77.02355024196984,B,91.56915440728365,-75.90892885453819,D,0
F,None,Single,Germany,86.59133697589382,D,98.43997553840615,26.600990424780125,D,0
M,Christian,Single,Other,58.12114061699924,B,20.676502208896547,17.650760763578155,C,0
Female,None,Widowed,Brazil,-21.613531111628255,A,-53.456202705533826,5.001711803857677,C,0
Other,Jewish,Widowed,US,-109.38360940513239,E,64.8508120527875,-61.60284239777719,D,1
Non-binary,Other,Single,China,57.20553773972106,A,39.786980061486865,-61.19198033955584,C,1
Non-binary,Muslim,Divorced,UK,-125.07663906755442,D,-76.36864244286275,47.14426411240342,A,1
F,Jewish,Divorced,India,139.58491200926517,D,-9.562999584197577,5.5159579429141266,D,1
Other,None,Divorced,Germany,21.832274003578313,B,57.796923212913576,-5.803380923573643,C,0
Female,Muslim,Widowed,China,28.10730872949183,C,-20.253286542874147,-33.98150648146721,E,0
Other,Buddhist,Married,India,-208.59388554896867,A,-6.459754585507245,24.543742784016402,B,0
F,Buddhist,Single,UK,-68.04025791961857,C,-169.61746742347123,-163.76518229863234,C,1
F,Jewish,Divorced,Germany,-55.65838387396307,D,-91.428727375411,-4.2364276935583804,C,0
Male,Buddhist,Married,Brazil,3.56351914600677,A,0.500981087495076,-53.401336297705825,E,1
M,Buddhist,Widowed,Brazil,63.78333949972035,B,11.720251840843474,18.38052407812199,D,0
M,Jewish,Widowed,Brazil,23.335914257972547,B,-113.78949038095772,-174.5257603636388,E,0
