AGE,religion,genero,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
56,Muslim,Non-binary,No,E,-105.18968779348428,E,-159.6266830322808,252.2797422303857,E,D,C,1
73,Buddhist,F,Non-Veteran,A,-32.56685349652927,E,60.405179733784564,34.40780167782084,E,B,C,0
83,None,Female,Yes,D,-83.00680962615084,C,44.150008543931015,-35.262282643256185,B,A,C,1
25,Buddhist,Female,No,E,-89.44610213777737,D,104.14126533441457,51.45656888884061,B,D,A,1
18,Hindu,Male,Non-Veteran,A,87.88272262026057,D,231.08634563461555,-96.50158832387235,E,E,D,0
25,Hindu,F,Veteran,B,6.2586682571016805,E,-4.907028734887952,20.296388195047623,B,E,E,1
18,Muslim,M,Non-Veteran,B,133.0241876176644,C,-23.72146358246125,-20.91366473901719,B,B,A,0
21,Jewish,M,Yes,C,-47.436946048106186,B,-14.07563837138071,-166.6026244114062,D,E,C,0
36,None,Non-binary,Non-Veteran,A,-280.77331225283393,E,13.23885628933661,33.58676748428242,E,D,C,1
80,Muslim,M,Veteran,B,-13.02871196312755,D,-132.1667987115145,77.63452933643885,D,C,B,0
89,None,Other,Yes,C,-6.517739017240576,E,1.4967769917534066,-79.79315399250778,D,E,B,0
55,Muslim,M,Veteran,E,-5.292605368737151,C,162.31023619753188,45.35402853537682,B,A,E,0
67,Other,Female,Yes,E,-82.16157455774258,B,-106.64112606023339,-121.2441930670879,B,E,C,1
83,Hindu,Other,Non-Veteran,E,-15.088287793591535,B,54.27936015053542,61.34042476153694,D,D,E,0
68,None,M,Veteran,D,-4.45627776298086,B,-113.72803441182752,41.68506957368511,E,A,B,1
88,Hindu,F,Non-Veteran,A,180.81872939382808,A,97.91936100353026,6.9755294938261265,E,D,C,0
38,Other,Other,Yes,B,-126.73250586320597,B,-129.258890377381,-94.62576395549243,A,D,D,0
92,Muslim,Non-binary,No,A,4.016284652120486,D,70.6118026294909,152.51380091842427,D,C,C,1
58,Hindu,F,No,B,-133.61223601096393,D,6.445728805720876,-33.24318530810966,C,E,E,1
51,Other,Non-binary,No,D,-0.012481719970136569,D,-23.966263680356786,-87.43877651405498,B,D,B,0
58,Jewish,Other,Yes,C,19.312204036996008,A,133.63876208077806,172.79840786020813,D,B,D,0
83,Jewish,Female,No,D,51.103520611837396,C,263.8985685155636,15.350399716922073,A,D,E,0
52,Christian,Female,Yes,B,48.662760476238255,C,-163.77122436033207,78.33884320499217,D,E,E,0
47,Christian,M,Yes,C,-73.89901911819152,E,-135.60057801059367,-139.28761749079206,D,E,C,0
36,Jewish,Other,Yes,E,-30.623887809627035,D,-50.95391976556175,239.2742013137396,A,E,A,1
27,Christian,Non-binary,Non-Veteran,E,126.75500834601168,A,12.660385705299108,31.049705912759002,D,D,B,1
49,Muslim,Male,No,D,35.438636326798424,D,24.115473832526014,-28.87174299579841,A,D,C,1
18,Hindu,F,Non-Veteran,B,-112.5248421809859,D,-86.22775280078868,-215.37381451729533,B,A,C,0
60,Other,Male,Non-Veteran,E,78.61585729768977,D,60.6874178869782,22.050031359922997,C,C,A,0
83,Hindu,Other,Veteran,A,-189.81084192825216,C,80.08311698943929,21.853472003289976,E,D,E,0
89,Christian,Other,No,C,-64.42997543687662,C,61.63216944518549,-90.81965917993267,A,C,A,0
59,Muslim,Male,Veteran,E,124.64839274813797,D,35.054321549794,81.02195785015287,D,C,D,0
90,Muslim,Male,No,B,64.03380128495806,B,6.285841087352955,-3.799334757060704,B,D,B,1
65,Hindu,Male,No,A,-4.596472024192389,A,69.9880949437289,51.35017307517074,A,B,E,0
94,Muslim,F,Veteran,D,9.365346433399301,D,-250.02402427032453,34.535031974522816,D,D,A,0
75,Jewish,F,Veteran,E,66.2922350179777,B,68.55885856601857,64.40432253027043,A,A,A,1
59,Jewish,F,Veteran,D,-13.724868255478775,E,107.08746652231981,-74.59123500066288,D,E,B,1
49,Hindu,Male,No,D,61.38241913789444,E,-123.38032273373227,-77.63987497716587,C,D,E,1
81,Hindu,Non-binary,No,E,-35.95280022623651,B,221.2451371575037,-77.42846901681177,B,B,D,0
79,Muslim,M,Veteran,C,-34.316813554182,E,102.53430205185481,-84.13071272386262,A,E,C,0
74,Hindu,M,Veteran,E,26.905117815385076,C,-118.6623059302386,29.562653781516413,A,B,E,1
78,None,Other,No,C,19.49362976558681,D,-222.8541125295391,26.716900320972627,B,B,B,0
26,Other,Other,Yes,C,125.35062890855801,D,-121.16589988166047,-72.78293092770325,B,E,C,0
22,Other,Other,Yes,D,168.1099525150943,E,75.3760524437784,-3.4029286918865274,A,E,A,1
39,Other,F,Yes,C,-87.61982151289548,C,-99.38455588558503,41.12619998827708,D,B,B,1
71,None,Other,No,D,-169.53660601801286,E,-76.6784593034251,-32.47157713264749,C,D,E,1
28,Buddhist,Non-binary,No,E,76.73148023103009,A,-6.998815927943227,-123.6084844745833,D,A,C,1
98,Buddhist,Non-binary,Non-Veteran,C,-104.60742441411708,E,-77.51654395026011,-122.2723266997703,D,D,E,1
73,None,Other,Non-Veteran,B,159.46498367165532,D,129.81707862047165,-23.033747539727468,B,A,D,0
62,Muslim,M,Yes,E,97.05991080578093,D,133.08359994248667,124.36034095450384,B,C,C,0
90,Christian,F,No,E,-181.5569123137905,C,86.3917039066679,-129.4449403302278,B,B,B,1
28,Muslim,Female,No,A,72.33376040030002,C,36.92235848646611,-55.62377873206844,B,D,E,0
83,Jewish,Non-binary,Yes,D,75.73790168981832,A,-203.1346313323057,92.96490584211587,C,D,A,0
72,Muslim,Non-binary,No,C,-80.39181450920128,D,-80.67707547040528,22.452418041870867,C,B,E,1
99,Buddhist,Male,Yes,A,-67.5635390797036,E,-207.60389257490095,-25.890247311876095,E,B,E,1
31,None,M,No,C,7.471967060599607,C,257.16243561337376,88.8596020699038,A,C,B,1
64,None,Non-binary,Non-Veteran,B,-74.9107140199406,B,203.84895743182,47.92355356976466,A,D,E,1
78,Jewish,F,Yes,B,-10.873093960365143,B,-63.22029566919345,-68.85896445656572,B,D,D,0
63,Buddhist,Other,Non-Veteran,D,60.363065738637026,B,-68.64487279198364,-53.68814465049816,B,B,C,0
19,Muslim,F,Yes,D,-28.915501302159885,D,21.154718830526527,39.709038301253045,C,B,A,1
48,Other,Male,No,E,37.48725716314561,C,-55.88754555358357,-1.285098575960469,C,E,D,1
32,Other,Non-binary,Yes,E,43.667833095289346,A,-125.94277364951066,-129.09607029709434,C,B,B,0
24,Christian,Female,Yes,E,5.554498490076764,D,-13.623254912817231,1.0984495711579794,B,E,E,0
84,Other,Male,Veteran,B,-100.71684763783023,E,-6.869283947035081,-11.264142777511903,C,B,C,1
38,Hindu,Non-binary,Non-Veteran,C,90.20572397104797,B,65.77455121399588,-31.78094776695189,C,A,B,0
25,Buddhist,Male,Non-Veteran,A,61.83382666893424,A,-42.2085355612633,11.529781665973236,E,B,A,0
36,Jewish,F,Veteran,A,16.36361376187072,C,60.59571607627855,4.156696745015802,C,D,E,1
91,Hindu,Other,No,D,116.06561722071334,A,149.47661544480084,11.39185019090115,B,D,C,0
89,Buddhist,F,Veteran,E,42.838892690402396,D,-155.3575505911053,-59.02230235951138,B,E,E,0
28,Buddhist,M,Veteran,E,118.47484889296445,E,-211.53266388869284,30.024432349813964,A,D,E,1
60,Other,Non-binary,Non-Veteran,C,-39.097543410022915,A,159.67863621981354,62.88057624980278,B,E,D,1
88,Hindu,Other,Yes,A,-29.56266861998349,D,191.09347317317858,192.0920528701197,D,B,B,0
23,Jewish,Female,Veteran,B,80.18160178260953,C,87.54045451345961,-0.17611236596327204,D,A,E,1
82,Muslim,Other,Yes,D,43.26282233549764,E,-30.226168357459265,-92.26741605108066,E,C,D,0
42,Christian,F,Non-Veteran,A,-33.703684533891966,D,87.30985208965733,-189.8933227796114,A,D,E,0
29,Jewish,Other,No,C,-4.542946468414641,C,50.943421212563834,44.003683339696096,A,D,A,1
61,Jewish,M,Veteran,C,-164.83390965551706,E,-36.142262283666085,151.9203784385764,E,E,A,1
53,Buddhist,Female,Non-Veteran,C,-3.7980433689868343,A,-48.9695526133735,4.918749802335548,A,D,C,0
65,None,M,Yes,A,-91.63433763283145,E,31.45916753828252,-53.310676884632656,A,D,A,0
65,Muslim,Non-binary,Non-Veteran,A,-48.131402552723316,A,81.19314240426331,-66.55738816573815,A,A,E,0
96,Buddhist,Other,No,E,116.73545833154316,E,-227.38578008449696,50.14219526037105,E,A,C,0
95,None,Non-binary,No,E,-142.61666865531535,C,-168.37331795470712,86.39403733007798,C,A,E,0
22,Hindu,Non-binary,Veteran,C,-52.69835936667556,E,-75.63150311902999,-178.26214186406676,B,C,C,0
65,Jewish,Female,Veteran,C,110.70793425764589,C,40.7321109582139,-86.25719748537246,C,D,B,1
24,Hindu,Male,Non-Veteran,D,-32.88588956692716,B,-82.98880172042871,-69.41903020309434,A,D,B,1
95,None,Female,No,A,-25.339655575925356,A,27.17726619239189,172.80781614782535,C,A,B,0
61,Jewish,M,Veteran,E,6.7627698358808965,D,132.31326696265327,-134.5501849119696,E,D,D,0
62,None,Non-binary,Veteran,C,5.039273088268029,B,228.88456138196761,171.48626180020864,E,D,B,0
88,Christian,F,No,C,-121.47512573645625,B,5.031749523381516,9.107686625372297,B,C,E,0
71,Jewish,M,No,C,-156.19296384170812,C,45.48212639722485,-48.9535211227404,B,C,D,0
57,Jewish,Female,Veteran,D,79.38956867589135,A,-77.6433666543151,77.94218403210067,E,B,A,0
51,None,Non-binary,Veteran,B,-68.71175503800121,A,92.99285673589686,123.14150410437186,A,D,D,1
27,Hindu,F,Non-Veteran,B,-51.46153112321017,A,-238.16453322527323,-167.25711067163854,B,D,A,1
24,Muslim,Non-binary,Veteran,B,96.34635220197443,A,-0.33460434962753843,-28.42882620697374,E,B,C,0
20,Hindu,F,Non-Veteran,B,76.18527258344706,E,-68.21054749164696,-96.38770395216986,D,A,B,0
48,Muslim,F,Non-Veteran,B,-92.44644379854161,B,269.04960516914025,11.253607302387534,E,D,E,1
40,Christian,Male,Non-Veteran,D,60.628179438557474,A,98.31411017996564,-190.43359126975628,C,C,A,0
71,Jewish,Male,Veteran,E,-48.6440552567572,C,58.55275764631084,219.68771131704193,B,A,E,0
60,Buddhist,M,Veteran,E,-161.7523808406364,C,18.73414752502164,-26.476184732390806,B,B,C,1
45,Christian,M,No,A,19.23777247825046,B,-76.9424922827938,-9.472027222981916,E,E,C,1
53,Christian,M,Yes,C,47.32905037976493,D,54.04611248596156,-38.67196254958549,B,A,A,0
84,Hindu,Male,Non-Veteran,A,21.97828222767241,D,-88.8319193477601,137.6300254088341,A,E,B,1
96,Muslim,Female,No,C,44.72723819951593,E,99.36240078888716,62.733679283153265,E,E,B,1
65,Jewish,Male,No,C,50.19526344320332,A,13.877667575047328,-45.26127075734349,C,A,D,0
81,Hindu,Non-binary,No,C,-10.2324005271739,E,60.72237258925597,-188.68526995032448,E,C,B,0
26,None,Female,Veteran,C,-69.81821658033238,E,-77.5012004251499,120.12272456613059,C,C,E,0
55,Buddhist,Female,Non-Veteran,E,245.08685859725284,B,48.31124070184439,-175.1519512250936,A,D,C,1
30,Christian,F,Non-Veteran,D,181.44527495399643,C,-48.00005281695268,-124.97608096896495,D,E,A,0
68,Other,Female,Non-Veteran,A,-193.71672982899008,A,37.28899798844109,42.68664632538308,D,C,E,1
43,None,Non-binary,Yes,B,28.51815541008612,B,6.642981137364477,216.352352505933,A,B,C,0
28,Christian,F,Non-Veteran,B,-40.18638671448274,A,-1.941053473756378,98.6854063376671,D,E,A,0
55,Buddhist,Female,Yes,B,-45.84098542092377,E,-5.970772329252102,-166.78215490183007,B,C,D,0
66,Buddhist,Female,Veteran,C,-51.08765429154685,A,-89.91347841120667,-79.81332187584354,B,A,C,1
78,Other,Non-binary,Non-Veteran,D,-99.14610210698515,C,168.17529894004556,-31.40854562797847,E,B,D,0
41,Muslim,Female,Veteran,A,39.08590298356449,C,88.28748419599906,-124.72583393252982,E,C,C,1
48,Hindu,Female,No,A,63.711914938899696,D,233.2731557459744,73.6199451646864,E,D,E,0
62,None,M,No,B,-3.5726369825411193,E,-8.125954538580103,-158.83782374156877,B,C,C,1
18,Muslim,Other,Veteran,A,148.1067326902995,E,-24.18684334713798,-225.91672670800293,B,A,C,1
26,Hindu,Male,Non-Veteran,C,10.620740590846426,E,-52.96169879660572,59.70766906391034,C,A,A,0
98,Christian,Male,Non-Veteran,A,10.078609742605844,D,199.90265152192316,79.20585319914727,D,E,D,1
20,Christian,F,Non-Veteran,D,-21.50069206227146,D,33.3013910980885,151.62714612950052,A,D,D,1
78,Muslim,F,Non-Veteran,D,-109.61386056725331,E,-35.210938338698185,62.80640466910483,C,A,E,1
96,Hindu,Male,Veteran,C,-50.618133717559786,B,-42.79487636497314,-4.384095344599646,C,B,B,1
44,Christian,Non-binary,No,B,-40.90958255940955,C,-36.84845966550668,-85.3468265586526,C,D,E,1
73,Christian,Other,Veteran,D,66.57731907429992,D,-44.51077054756449,95.96099282654542,B,A,B,0
89,Other,M,No,C,-36.54834599744355,A,-67.01186727591819,47.232289910485356,B,A,A,1
59,Christian,M,Non-Veteran,C,13.566218335595112,E,-62.611982804474664,67.35423368658712,A,D,C,1
22,Other,Non-binary,No,A,160.02823014266144,D,86.16829940877147,98.30008884269196,C,E,C,1
84,Muslim,Non-binary,Yes,D,-85.80440309326384,A,20.810989918042807,-28.915772890544357,C,B,C,1
34,Buddhist,Male,Non-Veteran,A,84.86477988688317,A,-83.74047229630712,54.639032632692405,A,D,A,1
45,Christian,Female,No,E,-88.47268139931039,E,-23.682210076560423,44.30187698741012,D,B,C,0
68,Muslim,Male,Non-Veteran,A,-23.19591185344954,B,196.816560853425,18.35174664364841,D,B,C,0
75,Buddhist,Non-binary,Yes,A,74.41351020677762,D,36.72435170983926,53.36595323311556,E,B,A,1
21,Christian,Female,Veteran,C,-81.3812460276211,E,-4.345952867898297,-93.70135304352276,B,C,D,1
86,Jewish,F,No,A,44.041034387942254,E,11.058547428726806,-44.00406586769219,D,B,B,1
81,None,Female,No,D,118.15908387160874,C,-85.41012922922869,-30.48282315043251,B,C,E,1
90,Jewish,Other,No,D,-139.7658982193333,B,182.24657933152253,-126.44858311917201,A,C,E,0
60,Christian,M,No,E,-76.86305551620924,B,4.897290176940485,121.72713251483086,C,C,E,1
42,Christian,Non-binary,Veteran,B,74.49640649803358,B,46.576830764986816,-6.4872640500007,A,E,E,1
55,Hindu,M,Veteran,E,131.6331890052955,C,-50.987689590293606,-109.09052421026561,E,E,C,1
62,Other,Non-binary,Non-Veteran,E,-16.26624752563969,B,78.58711390577793,90.19239092504326,B,D,D,0
44,Buddhist,Male,Non-Veteran,C,-121.3008971203742,E,8.780711950367541,-170.36034586550443,A,C,B,0
24,Christian,Non-binary,Non-Veteran,E,51.15435916723901,A,11.730340702780918,-35.96741992097038,A,C,D,0
88,Jewish,F,Veteran,B,-34.16824574077043,B,-75.94878357946871,182.0064337567385,D,B,C,1
81,Other,Female,No,E,-59.69754693392463,C,-157.9774492070547,214.58272466368888,D,D,A,0
92,Christian,Male,Non-Veteran,E,-143.8930882759481,B,30.753375169855552,-62.47291775524406,D,A,C,1
25,Buddhist,M,Non-Veteran,C,-36.75254766446213,B,-80.41409686343293,-139.7621029342482,A,D,E,1
69,Other,M,Veteran,B,30.865119294219586,B,-117.49190617627367,6.8638460025036405,C,B,C,1
48,Other,F,Veteran,B,-77.15369778681209,A,123.74750621134152,-150.43075582460196,C,B,E,1
33,Christian,Female,Yes,B,48.13583055700478,D,-16.807907201261855,-33.764968454178515,B,A,D,1
32,Buddhist,Female,Yes,C,60.96191386176193,B,-125.06665022639636,-34.812883840466355,A,A,C,1
61,Muslim,Female,Non-Veteran,B,2.183386547862209,A,80.38070241342413,-111.48943730077643,E,A,C,1
78,Jewish,Non-binary,Non-Veteran,C,-38.82204009945095,C,-17.872684886690156,43.863935871307014,B,E,C,0
65,Christian,F,Veteran,B,105.46001517368748,B,-9.290139047045752,-168.76025069990115,C,A,B,0
63,Muslim,Non-binary,Yes,D,-142.52616464744017,C,73.96116727892317,-115.26132948206961,E,E,D,1
72,None,Female,Veteran,C,-43.73695891565281,D,-48.43411876962842,-91.36691542782137,C,E,D,0
52,Other,F,No,A,65.92286637184333,B,8.515873774049714,24.50066642580837,D,C,B,0
40,Buddhist,Other,Non-Veteran,C,19.267261704252405,D,-148.00034918184673,3.1038732315213546,A,B,A,1
87,Hindu,M,No,E,-45.68156579310217,C,11.17010673693149,-12.848741186810674,C,E,D,0
42,Christian,Non-binary,Non-Veteran,E,9.401770636479158,C,-55.87397852727539,35.964634444756314,C,A,C,1
26,Christian,Non-binary,No,E,-59.65854430413818,E,-12.523779962127572,-83.51367408363718,D,D,E,0
72,Hindu,Non-binary,Non-Veteran,C,-119.30446929773089,D,-24.640014523597863,78.87475754278503,E,D,C,1
62,Buddhist,M,Non-Veteran,E,-99.57414433846485,C,-54.43724389836531,-64.66382057855223,D,B,D,0
71,Buddhist,Male,No,B,-45.339624328682,E,112.28438825141738,69.26054206409349,B,A,A,0
96,None,Male,No,C,4.098025616059154,D,32.092659191907856,-38.836664017715414,B,A,B,1
57,Hindu,Other,Veteran,A,-86.6980336279456,D,169.7199060975497,-40.25296115410503,D,C,D,0
38,None,M,Veteran,D,-99.1190986965045,D,-60.87559888298873,100.92078114530527,D,E,D,0
36,Muslim,Other,Yes,E,58.95674462834318,D,167.94258832853365,-111.76631263617827,D,B,D,0
46,Christian,Other,Yes,E,-86.82115836022595,D,33.717762297724654,7.804354881011336,B,E,A,0
63,Christian,M,Yes,D,-83.794859483745,E,-25.6809917733025,-46.223201459047694,A,E,E,1
88,Hindu,Other,Non-Veteran,C,118.55315534535586,B,35.39394331250805,-125.19192949235605,C,C,A,1
93,Christian,Male,Non-Veteran,E,-21.421801658058843,D,-13.484998373218513,-52.69000854022177,C,D,B,0
88,Muslim,M,Yes,B,81.24341165717026,B,-28.736547666429992,53.75885364710239,E,B,B,0
81,None,M,Yes,C,-37.992018444069586,B,4.916676213970312,-5.677047307278025,E,C,C,1
30,Christian,Non-binary,Yes,E,-283.89350567733084,A,-150.7271811765137,31.466986864153494,C,E,A,0
82,Hindu,F,Yes,D,76.89205893365194,C,-35.73535331203744,40.50210255111658,C,C,E,1
40,Buddhist,Non-binary,No,A,101.92892574869603,A,53.051988358723264,-146.5528062161308,C,B,E,1
46,None,M,Veteran,A,-148.11013443573168,B,-79.21968504081107,126.13803889515953,B,C,D,1
64,Christian,Non-binary,Yes,A,-166.29917122465832,E,78.65439465187887,-99.13802234105928,C,A,C,0
97,Buddhist,Non-binary,No,D,32.00632192187343,A,-177.1666005357845,-47.17068174212178,C,C,D,1
71,Buddhist,F,Yes,B,-127.90668656812684,C,-32.71907751610392,76.93714149287875,E,E,D,0
84,Buddhist,Male,Veteran,C,-42.970048248197365,D,32.74038837173713,-50.86025155597079,A,A,C,0
71,Muslim,Female,No,C,-41.67405469782018,E,47.37130397553002,104.8299921123474,C,E,D,1
27,Jewish,F,No,A,-43.51690669083445,B,-159.36179472262498,-2.783893897771588,D,B,B,0
93,None,F,Yes,C,-2.5721128128954,B,106.77713684699988,-24.5533801258821,C,B,C,1
68,Muslim,M,Yes,D,59.17374151008767,E,38.28417195505623,-175.89860900456512,A,B,A,1
56,None,Other,Veteran,B,187.73176879290173,B,-17.658536626658115,71.9612817275415,E,B,D,0
56,None,Male,No,B,109.20533617472815,A,-26.984725595792725,57.67641999585963,B,D,C,0
59,Hindu,M,Yes,E,-131.43209623225724,B,-50.993375495210294,96.21445354838283,E,E,E,1
92,None,M,Yes,B,88.80184217028877,A,4.903987921574825,-79.88546233439509,B,B,A,0
44,Buddhist,Other,Yes,C,-59.26534362345338,D,237.7000003902623,-1.956967551231813,E,E,B,0
88,Hindu,Other,Veteran,A,-198.52706587550773,E,-35.226750733410874,124.19356341640659,E,C,C,0
69,Hindu,Other,Veteran,B,-133.39990799756555,C,211.30341901614761,-55.20872695863308,C,E,E,0
43,Jewish,M,Yes,C,9.049151244227764,A,-8.980037043436077,-33.70713122889901,A,E,E,1
33,None,Other,No,B,75.47160877588264,B,149.04091799336038,108.834061876161,D,B,B,1
73,Muslim,F,Yes,E,-61.007032544823616,C,82.7807660358862,70.80434657258607,D,B,A,0
58,Hindu,Other,Yes,E,14.639407433098365,D,-29.558761466118078,70.58837124392093,C,A,D,1
33,Buddhist,Other,Yes,E,130.28700152578335,B,-92.28409651747877,-88.89540510633157,B,E,C,1
81,Muslim,M,Veteran,A,-168.53885326717554,D,40.959371272224104,-52.090955471452496,A,A,A,1
72,Other,M,No,C,81.26968635673163,A,9.100584814724638,132.88977086549318,D,D,A,0
28,Buddhist,Female,No,D,51.43270613728169,C,-160.09419891186113,112.44071489232002,B,D,B,0
83,Jewish,Non-binary,Veteran,E,85.06853094325763,C,95.93091827340072,33.082335744872196,E,B,B,0
26,Hindu,F,Veteran,A,49.76971176690262,A,-49.37324977807353,25.82806746267594,E,C,A,0
23,Hindu,Other,No,B,140.78663987987724,C,11.655410059886394,124.62309575863604,A,B,E,1
45,Christian,Female,Non-Veteran,B,6.516557716883565,E,64.66841118189318,128.2369119158629,C,C,D,0
56,Muslim,Non-binary,No,C,142.41475987597815,A,103.6754414307471,85.66244354211173,A,C,D,1
19,None,M,Veteran,E,54.833136707788356,C,13.889525358492302,87.44491470993324,E,D,C,0
80,Jewish,Female,No,E,53.2273387949764,E,4.358042175554991,9.175215418485244,B,B,E,0
74,Hindu,Non-binary,No,C,-25.266985731588054,C,-144.63738110737614,247.74015176156635,A,C,C,0
98,Jewish,F,Yes,C,58.667173347483605,D,-128.26657957152995,104.30554436876858,A,A,B,0
82,Other,Non-binary,No,E,42.51790580612994,B,35.50797636876868,-1.167023037541934,D,E,C,1
68,Hindu,M,Veteran,C,-24.32124006726091,A,-116.08702778942268,46.63303348210155,A,B,E,1
87,Hindu,Male,Veteran,C,-10.81542607732557,B,-42.40574053360248,-38.15476880506252,A,B,A,0
44,Christian,Other,Veteran,C,67.33823490973847,D,-145.28490181058584,-49.49315713581762,C,B,C,0
36,Jewish,F,Non-Veteran,C,83.41681855832745,E,-1.4707069143938445,56.9034549950173,A,E,A,0
55,None,Male,Veteran,D,62.35506829900391,E,-11.991429576573823,-37.61351581978902,A,C,A,0
54,Other,Male,Yes,B,0.6372719039985593,D,161.15361174383625,66.71708602946154,D,B,D,0
51,Buddhist,M,Veteran,B,-162.48117952252713,B,99.08351405510925,32.261775073193476,A,E,C,1
82,Christian,M,Veteran,A,21.875330842520295,E,-24.340005620601353,203.01496999098836,B,E,E,1
61,None,Male,Yes,B,-84.19191696859457,A,-185.94750393309408,-62.98478827162829,B,E,A,0
86,Buddhist,Female,Yes,C,131.98418721965368,B,71.31897873106782,-60.85701771005543,C,C,E,1
95,None,Non-binary,Yes,E,65.21100760020437,C,-5.016293100658599,-40.75884746244219,E,E,B,1
96,Muslim,Female,No,C,-106.6867996348756,D,-84.46041016915325,-52.041247512601664,A,C,E,1
33,None,F,Veteran,D,24.19632619238484,C,103.67791326443702,-10.164199093982766,B,B,C,1
60,Other,M,No,D,-150.6537396437166,E,-84.50647412328274,76.44316787420112,D,E,B,0
98,Hindu,Other,No,E,48.33326635020355,D,97.61489629818495,-187.91943588654803,E,D,E,1
62,Hindu,Male,Non-Veteran,D,44.10938851555358,E,-148.19938119092902,-52.38389166146996,B,C,E,1
89,Christian,Female,No,D,-45.29205842331203,E,17.558383086046803,-5.430979418498533,D,B,E,1
44,Other,Female,Non-Veteran,E,36.36929406998415,E,5.7715262895110415,-76.85894231460581,D,A,B,1
35,Christian,Male,Yes,A,65.94091564172592,E,55.66610690378965,22.16791736101982,D,B,B,0
73,Other,Female,Veteran,D,-38.98712842158058,A,-93.4308067609089,58.90190145237244,B,B,A,1
83,Buddhist,Other,Veteran,C,-69.89534554389132,D,-6.429529622105372,87.5613097069887,A,D,A,1
68,None,Non-binary,Yes,C,-81.33881971660877,E,-111.13827878919058,184.39177916326915,A,D,E,0
30,None,M,Yes,A,-70.5273353468183,B,-122.56102451447033,-145.62051003343598,C,A,C,1
67,Other,Male,Yes,C,71.13745358999931,C,-2.310677748881287,-23.177475901062593,E,D,C,0
34,Hindu,Other,No,E,90.46208794117231,D,138.58362299343347,29.094402668696013,C,E,C,1
61,None,Other,Yes,B,92.60644860194024,A,85.39185710069592,-124.1088546114564,C,E,C,1
44,Jewish,Non-binary,No,B,-51.964793999636484,E,45.99286864663368,-81.17075469865425,E,B,B,0
56,Muslim,Other,Yes,D,-177.57671410324355,D,59.7311368597981,-128.27255349263106,A,B,A,1
26,Jewish,Female,Veteran,C,84.08715299080816,C,-99.14276527410917,-204.97190039208354,C,C,D,1
80,Christian,Male,Non-Veteran,A,-6.536858986062234,A,0.32780108597231933,62.30034414697635,C,C,E,1
57,Muslim,Non-binary,Veteran,D,-87.34378765637307,C,99.34484266708111,-159.7140077206769,B,E,D,0
18,Other,F,Veteran,B,13.606663181586223,C,-129.0416024809318,90.218507086464,E,C,E,1
93,Buddhist,Non-binary,Yes,A,160.44972847141474,A,51.783551303895905,-69.2346635354575,D,B,E,1
24,None,Other,No,A,1.4211935745771251,D,-91.9995717715916,67.80615333328454,B,E,C,0
35,Buddhist,Non-binary,Non-Veteran,B,0.9379231448000804,C,13.018620974224238,242.9902552569589,A,C,A,1
37,Buddhist,M,No,A,-69.07786845551492,A,103.19780144892707,172.37428077975525,C,D,A,0
42,Jewish,M,Yes,B,-28.649246518415644,E,26.519677134409235,-78.97790610116353,C,B,E,0
22,Jewish,Non-binary,Non-Veteran,B,-63.41581710584832,C,130.52189264175095,-79.96362614131795,B,E,C,1
53,Hindu,Non-binary,Non-Veteran,E,-141.8834471764087,C,-102.92654067698544,45.441723236150985,D,C,E,0
99,Muslim,Other,Non-Veteran,A,-27.488675564051718,D,-3.5685074661865555,-39.10000333130912,D,E,E,1
68,Buddhist,Non-binary,No,B,-23.515193067568458,B,-67.85158122375769,-11.263758678080857,E,E,C,0
62,Muslim,M,Veteran,D,-55.09702625847549,C,-93.65755290896723,-21.074714150025077,E,D,C,1
84,Christian,F,Veteran,C,135.95097523073093,C,108.05719030536274,177.19843605667737,C,D,C,0
61,Muslim,Other,Yes,D,-52.1691967244228,C,28.064620665642316,89.82138575776703,A,E,A,0
93,Christian,Non-binary,Yes,C,-13.584704234221626,D,109.7475388849794,-3.980391477690025,D,E,D,0
31,Hindu,F,Yes,E,-11.931831261745902,A,-103.67990353414673,28.89193058005532,B,A,B,0
90,Jewish,F,Veteran,E,-73.15945903338444,B,-100.656471712729,84.857248044756,D,D,B,1
74,Muslim,Female,Veteran,D,-122.11260246206976,D,125.85692408134945,128.7170845538041,E,C,C,1
31,Jewish,Non-binary,Veteran,D,-57.298231279895695,E,-23.106930292912416,-114.47187863150592,D,A,E,0
29,None,M,Veteran,D,63.376331052931,B,117.43893207543354,65.22286877619187,A,E,D,0
45,Christian,Female,Non-Veteran,D,117.52432125645042,C,-55.5233980023626,-41.72558674212012,B,D,E,1
89,Other,F,No,A,174.57132990737284,C,-25.47769225915934,93.60540587268139,B,B,C,0
29,Jewish,Male,Veteran,E,-10.022457495159408,E,69.75966292278206,-147.87120354052504,A,A,A,1
68,Christian,Female,Veteran,A,-6.917833261374939,B,90.17575477462718,-70.81541317812803,C,B,E,0
57,None,Male,Veteran,B,61.57861153168472,B,-51.431922247661575,35.808523853218716,C,A,B,1
76,Hindu,Non-binary,Yes,A,60.8209481377452,D,132.23493585184056,-124.69732864562783,A,D,E,0
62,Hindu,Female,Veteran,C,-151.93454255657707,E,46.897818660226996,43.26607588708432,B,C,A,0
20,Other,Male,Non-Veteran,D,-14.878333140880798,D,32.680993975775635,-26.078582811436345,B,C,C,0
