Gender,married,faith,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
M,Divorced,None,Hispanic,C,C,D,116.59965275296105,7.561854534281205,B,-146.85070492928125,B,-42.55642402389857,E,0
Male,Divorced,Muslim,Hispanic,E,C,C,-13.084217479314475,-48.63424547555809,C,-238.9357748031292,C,-160.5807790192728,A,0
Female,Married,None,Black,E,B,C,121.2496886274897,25.42058646969195,B,-260.9080633148556,A,73.89718385641375,C,0
M,Divorced,Muslim,White,B,B,E,10.869197203988115,178.57803952997727,B,39.93369844157568,E,160.07591166462709,B,1
M,Single,Muslim,Asian,E,A,E,-31.952192978353295,151.17569723426848,A,-97.89398565378399,C,-72.36957611243804,A,0
Non-binary,Single,None,African American,B,C,D,-62.118046732672695,-73.26445976048723,B,-22.28596111764796,A,-119.32058377510755,D,0
Female,Widowed,None,White,D,A,E,74.64325665200113,-133.57443618684832,A,-59.11968290800071,C,-103.63240321011946,E,1
M,Single,Other,Other,C,C,B,-69.54661579409517,-4.605357929036256,E,169.84724372835902,D,60.909812380932784,B,1
M,Divorced,None,Asian,A,B,B,31.121130273437437,-110.47191897641528,A,-103.85129270903526,E,132.61877851461375,C,0
F,Married,Christian,Other,C,E,E,151.7047412099187,-62.82691407498932,D,49.155371216382726,B,-76.09889593894593,D,0
Male,Single,Other,Asian,B,B,A,124.58543124587248,-84.15582052263659,E,38.51885519541041,C,-20.22745201249994,B,1
M,Divorced,None,Other,A,D,C,35.363694375532916,-16.136997723600082,D,22.14573534359902,D,57.73233894025546,D,1
Other,Married,Christian,White,E,C,C,-143.91012759917666,-143.08731823682461,B,-52.035648452954916,E,-110.88707784709553,E,0
F,Widowed,Jewish,Other,D,E,E,-77.92067690744688,45.503449104144536,D,9.72949162779773,A,52.145994749352695,A,0
Other,Single,Christian,White,E,B,D,41.17404873648988,-42.70995782505905,B,62.210594890606416,A,15.879719725726,D,0
Male,Divorced,Muslim,Asian,E,E,A,-26.835462082411173,271.24697279357974,D,-20.02292380082562,C,6.663123017226299,E,1
M,Widowed,Hindu,White,D,C,D,130.64406162155154,5.526693960552988,B,-67.94461879226866,E,-128.24054331835904,E,1
Other,Married,Christian,Other,D,C,E,94.58317550930965,68.66850681246527,D,-77.40003152323236,B,-32.14205348322171,D,0
F,Widowed,Jewish,Black,D,A,E,-153.99746114033567,223.36788683340475,B,131.29768402484345,E,-77.07028341710803,C,0
Non-binary,Divorced,Jewish,Hispanic,B,E,A,-58.614891563159546,133.90420362957082,B,-9.465988178836048,C,66.82296259774391,D,0
Other,Widowed,Christian,White,C,A,D,26.203768774432422,204.12693167399482,A,-66.9711818988174,C,-16.335319894114065,A,1
Female,Widowed,Christian,Other,B,C,B,-135.93342696145208,27.94507412789484,C,-105.30437968959924,B,38.73998446994379,C,0
M,Married,Christian,African American,B,A,D,2.9207269916200542,-95.89170542339926,D,-97.36409737295878,E,-174.5939840946932,B,1
Female,Widowed,Buddhist,Black,A,D,C,-172.49792213067894,65.73770440726346,A,68.35319797802843,E,61.12916761546076,C,1
M,Divorced,Other,African American,C,E,A,-139.25396578106074,49.40010702470368,B,26.163118598238107,B,-159.60317245367526,C,0
F,Single,Jewish,White,A,D,B,-114.20210805088371,89.25671617939904,E,95.33955510159741,D,35.91043925952601,B,1
F,Widowed,Muslim,Asian,B,E,C,-113.25679792555799,-61.07421971812034,C,-59.867855689547746,D,269.04315473188814,B,1
Female,Married,Buddhist,Hispanic,A,E,E,9.195399258374334,42.65956532053924,C,-72.39375011351368,D,32.379032398459934,C,0
Other,Married,None,Hispanic,C,B,A,65.22777385749112,-72.42930549905023,B,-42.930420314240166,A,-60.028093852628494,E,1
Non-binary,Single,None,Hispanic,D,E,B,-5.46249340027007,-131.83342747130348,E,-158.7537130415086,E,40.98113906408108,E,1
Other,Divorced,None,Hispanic,D,E,A,34.702803950814165,35.92892086517496,C,-71.09515174841147,E,-76.50777634204783,C,0
Other,Divorced,Buddhist,Hispanic,B,B,D,61.065200714596045,29.66962773299125,B,104.87979106603109,E,-76.37189334061331,E,0
F,Divorced,None,African American,D,E,E,-62.357363446194505,-250.3627111408072,C,-72.99092638125542,B,-49.549886950843245,C,1
F,Widowed,Jewish,Hispanic,C,D,C,-41.4405132672843,-82.08351032069544,C,-36.30762241753283,B,-187.9508412756832,E,1
Other,Single,Hindu,Black,B,E,A,61.59469125523264,-73.71958496109772,A,-11.50634670192972,A,-84.94599656415767,A,1
Non-binary,Married,None,Asian,D,C,B,206.5097072951098,37.47831111150822,A,48.58645058902803,D,-77.03329422310513,A,1
F,Married,Other,White,C,D,B,-51.77140653642856,-25.220599375892718,B,-96.94215638209414,B,-1.7752671094176493,D,0
Male,Widowed,Christian,Hispanic,A,D,C,79.6165802951551,-208.05522478507547,A,58.540201502289236,D,20.336649749480003,E,1
F,Widowed,Buddhist,Hispanic,E,C,A,-40.05110155984132,14.146293449133838,A,-51.57872531687637,B,42.6828471450098,E,1
Male,Single,Jewish,White,A,B,D,-90.75182396569899,11.892139792049127,B,-202.52863513047927,A,212.75596649173076,C,0
Non-binary,Single,Other,Asian,D,B,E,12.069427087800086,20.30207401904499,D,201.85040364975345,B,29.22345763552572,D,0
Male,Single,Other,Other,C,D,B,141.24453488625866,-38.683656166583965,A,249.3050502649969,E,78.42352219901994,A,0
Other,Married,Hindu,Black,E,E,B,14.490781132774794,-80.1785216856195,A,-4.80332748886588,B,-41.034376378531086,A,0
Male,Married,Other,Hispanic,C,D,D,84.40364534252144,-59.07758732044089,B,-16.35201824410581,A,-129.60040568139044,E,0
Non-binary,Widowed,Muslim,Black,E,A,B,-23.59747191483061,201.85911097603827,A,101.39041921432674,B,-162.2004911100361,B,0
F,Single,Christian,Asian,E,D,B,43.8304987654052,-59.931209179577,D,185.4786509203903,A,160.2720093902416,C,1
Other,Single,Other,Black,A,C,C,-32.76852900667949,9.571439176903764,D,42.11834896324796,D,125.98191978101315,E,1
F,Single,Hindu,African American,A,B,C,99.39540719950372,-100.98936623390867,D,-12.057020166993901,C,28.460617866401495,C,0
Male,Divorced,Christian,White,C,C,E,158.78892095319333,82.68595140202896,A,-78.83350129354339,E,11.26412311770812,E,0
F,Married,Hindu,White,A,B,E,57.81284442707443,116.83922782306533,D,45.189217437353804,B,39.18194971919111,B,1
Other,Widowed,Other,Asian,D,B,A,-80.89928785763546,-20.384503743785103,D,54.14876713116441,E,-59.73654076860948,C,1
Other,Widowed,Muslim,Other,A,A,B,62.17805182751124,12.229591161559865,C,-126.88024639788915,E,-105.95001084299992,C,1
Other,Married,None,Black,B,C,E,51.39113732207806,-47.322409766797655,B,-76.5131686416674,E,20.72590965893601,D,0
Non-binary,Married,Hindu,Black,A,D,D,59.423299372305024,-148.53974889404748,E,-117.41257624691028,A,6.08709584469065,B,1
Female,Widowed,Other,White,A,B,E,-34.33106311523307,-37.63363568199276,E,-5.873868188483021,E,11.365220881097862,A,0
Male,Single,Jewish,African American,A,A,E,-166.49579810746866,-101.839148174193,E,178.37405238167153,B,-170.91988623458985,A,0
Female,Divorced,None,Hispanic,A,C,D,80.74963171054523,-23.652639578829753,D,-63.206195029588045,E,134.59326176297895,A,0
F,Divorced,Christian,African American,D,B,B,-86.66178974903806,107.25248526844511,D,-196.68381027978256,C,-63.65589283491331,A,0
Male,Married,Muslim,Asian,E,C,B,-104.07691020002633,-103.40828332838161,C,31.39358683771925,B,-151.5574880861512,D,0
Other,Single,Jewish,Hispanic,E,B,E,21.911464379600325,-19.339712634981346,D,-5.933419533791782,A,-38.508799580784235,A,1
Female,Divorced,Muslim,Asian,A,A,C,-60.547929901412445,121.65949316716147,D,-198.33543381312705,D,-21.26301391403355,A,0
Non-binary,Widowed,Muslim,White,A,E,D,-142.81075972790734,-72.86674946034867,A,16.17424523437118,C,71.02423490283394,D,0
Female,Single,Jewish,Other,C,C,C,119.73480696666299,-13.479006419086865,D,-79.81942227419776,C,-42.574277240971696,A,1
M,Widowed,Other,African American,A,E,A,-187.7697989657249,295.1443910594233,C,-8.639534563065542,B,-28.02082262630587,B,0
Male,Married,Christian,White,A,D,A,139.4245814356909,-113.6025557909454,E,-33.622553259665125,D,32.421619064398634,A,1
Male,Married,Other,Hispanic,A,B,B,-11.929005422694678,95.5433770505618,C,-98.05590613251195,D,5.944206332028871,D,0
Other,Single,Other,White,D,A,E,27.643221316864015,-48.665526734245084,C,-97.46888311093038,E,175.5690163399646,E,0
Other,Divorced,Christian,White,B,D,C,-26.573089341548012,-71.30339810161075,D,-297.0721513227459,A,-20.698353348943506,C,0
F,Divorced,Other,African American,B,C,D,29.517745017130792,71.10264916535273,B,10.6616502439031,D,-110.4943346053084,B,0
Female,Divorced,Christian,Asian,D,B,D,-226.1429523669684,-34.71967502162794,D,-35.64056228850745,E,-103.93497260835582,D,1
M,Widowed,Hindu,Black,B,E,C,185.423461439438,-17.18950948516073,D,25.85327924341934,B,-63.66620767068577,E,0
Other,Married,Hindu,White,E,C,C,39.91719448119763,33.09375633481903,A,-94.00502125829536,B,-54.200914548639744,D,0
Non-binary,Divorced,Jewish,Asian,D,E,A,141.80249447768801,0.15564169426293753,B,92.51563947769915,E,79.30321503622076,A,0
Non-binary,Divorced,None,Other,C,C,B,-110.13804168561099,-23.22953017678587,A,39.79396114322876,A,-38.61234872331487,E,0
Non-binary,Divorced,Buddhist,Asian,D,D,A,168.5310192608566,-6.851879462453875,A,65.25547320841369,A,-2.250970664335793,D,0
M,Widowed,None,White,D,C,C,-131.06302428453935,-89.83578579606989,A,36.65080310765914,C,-5.835814246037107,C,1
F,Widowed,Other,Asian,A,A,A,-114.8801237632223,39.90608180039333,D,-45.36498563664009,B,85.0494571136682,D,1
Non-binary,Widowed,Christian,White,E,D,C,38.73425466518743,74.32234375773483,B,84.95199595146137,C,-91.5287294534383,B,1
F,Widowed,Buddhist,Other,A,C,D,-23.270817038048836,16.09926516318172,C,18.887968420688846,A,6.311717723959578,E,0
Non-binary,Divorced,None,White,E,C,A,93.61724474119981,1.0789191740316018,A,15.663502940345897,B,-11.515426676183594,C,0
M,Widowed,Jewish,Other,C,B,B,-129.50809575898273,46.48314695480959,E,17.50467090030786,A,35.43226275251988,D,0
F,Married,None,Black,B,B,B,-6.818194776525472,-6.57958317697431,D,-40.918240786891566,A,33.13577703725436,C,0
Male,Widowed,Jewish,Black,C,A,E,95.07726684558342,28.86844553223919,D,-45.34388361159294,D,-118.49427419451179,C,1
Male,Divorced,Buddhist,African American,C,D,C,-113.73608616460508,-27.90939452857865,D,25.771380033426617,A,88.4658001918519,B,0
Non-binary,Widowed,Jewish,Other,C,C,C,-57.23395866749647,-136.63691432199806,D,-13.242617458349043,B,-187.09285998806033,D,1
Non-binary,Single,Hindu,White,D,E,A,64.63766174043994,-45.818739434468114,D,-24.720338497252907,D,-47.588069374164526,C,1
Non-binary,Married,Muslim,African American,E,E,C,116.546804138889,-70.22309018098464,C,66.01436628924063,E,29.32992622169249,E,1
Non-binary,Divorced,Other,Other,D,A,E,93.42819268748825,112.90148972611385,C,-106.50330363013711,C,-28.316030164556867,E,1
Male,Single,Jewish,Other,D,A,C,-205.81059471641203,21.955842722923876,E,52.56454124614325,D,117.22963181811636,E,0
Male,Married,Muslim,White,D,A,A,-23.53420195508772,-9.53944933577716,E,65.27625045256038,D,141.1491048713091,D,1
Female,Single,Christian,Other,E,D,B,80.73244719014204,-46.53209591549089,B,55.17996424839886,E,58.85184196857062,B,0
Male,Widowed,Jewish,African American,A,B,E,-42.289446493087446,-205.2277518551746,A,77.87148866288898,C,36.83059263832924,C,1
Non-binary,Divorced,Buddhist,Black,B,D,B,-154.722772664955,-156.25768112900556,B,38.29806440995674,E,-53.65694411343762,D,1
Male,Single,Buddhist,Asian,A,E,E,17.677735355845154,-18.222331392146593,C,-113.48383334841242,D,-39.42607402222716,D,1
Other,Married,Buddhist,Other,C,A,C,-43.74619390136119,-17.32280929635276,C,-166.40357722697794,C,-52.6712548641579,C,1
M,Single,Jewish,Other,C,A,A,-7.51958364637427,56.01655993380172,B,260.19909959032884,C,-61.274163951711415,E,0
Male,Widowed,Muslim,Asian,B,A,A,-71.54587721446339,2.9611341332526764,B,24.699989575789424,B,-51.726044042854355,C,1
Male,Divorced,Jewish,Black,D,B,A,-90.68452014953972,-34.42020323630398,D,-71.40126713415627,A,69.22006946456032,A,1
Other,Widowed,Jewish,Black,D,B,D,75.3860769489908,-10.29424692695572,C,67.62314172736627,B,-41.80950968464872,B,1
Non-binary,Married,Christian,White,D,A,D,12.748249595478281,-83.10575900940191,A,14.898466961588234,A,-55.94379801128076,C,1
F,Single,None,Black,A,A,E,71.31967360857348,-44.757830859450074,B,-45.953879058801135,D,120.45482304107836,D,0
Male,Married,None,Other,A,A,A,109.00126599220418,74.529057005456,A,79.8943066775972,D,-29.521658366418684,A,0
Male,Divorced,Buddhist,African American,E,D,D,68.55858101575689,22.258177414961924,A,103.34838730179281,D,-32.899132432629585,E,0
M,Single,Buddhist,White,C,B,B,47.66737225249443,190.80475978464008,A,147.06415946285375,E,223.9486921286626,B,1
Female,Widowed,Hindu,Asian,A,A,C,-82.498767085489,-31.76585606082157,E,94.94147989183384,B,39.59984548732389,B,0
M,Single,Buddhist,Black,D,D,A,-113.79352871162698,-113.29469105757322,C,-2.64590835719385,C,-20.72813863046068,E,1
M,Single,Other,Black,E,C,C,-139.0010167077444,173.44032128311179,E,-66.12846580570466,B,-74.80612853583398,D,0
M,Divorced,Other,Asian,A,B,E,-37.40150578391042,-74.29754308204467,D,26.603286568302526,D,-89.14764710417732,C,0
F,Divorced,Muslim,Asian,D,E,E,-109.38736186343712,68.20393646446603,C,111.9898637287387,B,180.82284374980938,D,0
Female,Widowed,Jewish,Asian,C,D,C,68.67983530562645,-23.715134717526183,D,-65.56903492705787,C,-5.723989024059308,A,1
Female,Married,Hindu,Other,D,C,D,21.549165002917437,132.027360490483,C,173.72086085954973,D,213.28220334637126,D,1
M,Single,None,Hispanic,E,A,E,-6.690281856224918,42.61128284119558,B,-57.33105959962159,B,176.8718144965866,A,1
Female,Married,Other,White,B,E,E,216.03967888179372,4.110426166342986,B,48.18483884987855,C,129.38902265990868,D,0
M,Widowed,Christian,Asian,C,B,C,-39.990803426689894,113.16453740537528,C,-31.11522333040922,C,141.74941305860068,B,1
Other,Divorced,Muslim,White,A,D,B,-21.960308193289276,3.5397402100249358,D,85.4967438282436,B,102.33813463327421,D,1
Non-binary,Widowed,Jewish,African American,D,B,B,137.29111531998112,64.78709575401041,A,4.822270360711956,C,-8.127765592686979,B,1
F,Widowed,Buddhist,Black,D,A,D,132.64586941731017,-32.96445396271277,C,63.840597356942155,A,-48.66188574644825,B,0
Male,Divorced,Christian,Hispanic,D,D,D,93.47039542227549,12.474108776097319,D,-139.39791228517964,A,183.67347422624283,A,1
F,Single,Hindu,African American,B,E,A,-46.57725578694081,72.25326740909394,C,-99.12488422547486,B,-96.58020420697791,D,0
Male,Divorced,None,Black,B,B,C,-136.77157878548124,24.23837196707748,C,23.515964442563213,A,126.51342334324418,E,0
F,Single,Christian,Asian,C,E,B,19.68649314931494,-8.250055217667628,A,210.25926275447003,B,61.45262895117815,E,0
Other,Single,Muslim,Asian,C,A,B,91.24725140206002,29.09188349291544,D,-68.33235995146555,C,-145.42888014665957,B,0
F,Divorced,None,White,C,D,B,-117.66857839482981,41.50028335605981,C,25.52703731214417,D,-17.442720024231736,B,0
Other,Divorced,Buddhist,White,D,D,D,-72.73130092622448,-104.71947296533392,E,23.807625773099673,E,-144.4883088444517,D,1
Other,Divorced,Christian,African American,A,C,E,89.78821407370118,-140.99733572340125,A,-57.34306710531363,C,169.68935438168867,B,1
Other,Single,Other,Asian,D,C,C,-98.55896862490745,-21.992600932171037,A,-208.90619048266555,A,-50.61091775339411,D,0
Female,Single,Other,Hispanic,D,D,C,17.4789319864605,-31.448053926303878,B,-88.99663577980841,E,-26.930371411906467,B,0
F,Married,None,Hispanic,E,D,D,-30.721674756005836,79.40901844006326,C,39.14820577706339,C,-155.21186577530366,A,0
Non-binary,Married,Muslim,African American,D,E,A,189.12896431549845,-97.46562991863486,A,-4.621612162408079,A,-123.60378907218805,B,1
M,Married,None,Hispanic,C,A,C,-35.80302676326072,210.98325057423182,D,2.083650238873258,A,-98.56764646489778,B,0
Other,Divorced,Muslim,Black,D,E,C,-48.543683166758846,10.276668263351938,E,3.0614691337108586,B,-141.59035508667102,A,1
Male,Single,Other,Other,E,C,A,30.11093466954975,-54.63721532506066,B,121.01121911102948,A,-1.9945604851302585,B,0
Male,Divorced,Jewish,Other,C,E,B,-153.02453785763277,-61.73625372358315,D,199.86314388157328,A,207.20798598973244,A,0
M,Divorced,Hindu,Asian,A,A,C,-172.05132940198538,-41.20916068383716,E,-50.819279482927016,B,61.17688542340418,C,0
F,Widowed,Muslim,Other,A,B,E,-214.23021639127327,-6.1497286752472995,B,-56.67290340470619,A,-107.02995358658174,B,0
Non-binary,Married,Hindu,Black,A,B,B,-128.5938849595803,-61.154741356485474,C,-99.05061206396685,B,-100.04997324256382,E,0
F,Widowed,Buddhist,Other,A,A,C,-78.8629232915226,72.4238017299603,A,-107.53956983366211,B,-61.076429999252305,D,1
M,Divorced,None,Asian,D,D,C,188.01325154040563,-146.9151863518637,D,-23.39323140332052,E,-96.22122013959343,B,1
Other,Divorced,Other,Asian,E,E,C,6.932286793287975,-3.301828593946617,D,86.8784968243594,B,234.22963317626366,C,0
Female,Widowed,Christian,Asian,D,B,A,-150.95292238812843,-88.19388411122536,A,50.63772573611111,D,73.57877981042829,C,1
Non-binary,Married,Jewish,Other,A,E,A,-41.116161059361744,-65.2730827226124,E,41.902547756185626,A,-24.901021089304308,B,1
M,Single,Other,African American,B,D,A,68.91180806641516,12.374771724324363,E,55.13066990564721,C,9.934053469185574,C,0
Non-binary,Widowed,Hindu,Hispanic,D,D,D,-142.81192081996224,23.31358319027946,B,-57.28896018741153,E,188.29656352098075,C,1
Female,Divorced,None,Asian,E,C,D,230.68410483032764,-8.640990233873865,A,-59.876807192157955,A,-17.39887344601425,C,0
Male,Widowed,Christian,Black,A,B,A,65.65669311709478,-82.68011489162993,D,-51.35823779442133,A,-249.6898095552249,C,0
Female,Single,Hindu,Black,C,B,B,46.76007824167681,-141.97419806359676,B,-240.5611322747095,A,-144.4690922311976,A,1
M,Single,Other,White,E,C,C,37.321080063019025,75.38720346448487,C,73.2884239867856,E,-8.169482857654794,A,0
F,Divorced,Muslim,African American,C,A,C,133.0761281244756,-142.59572729069575,E,29.82558344827512,E,-44.38802958754993,E,0
Female,Married,Muslim,African American,C,B,A,116.79316444981878,-97.82007456649013,B,48.64632699503498,A,174.37735441592136,E,1
Other,Married,Other,Hispanic,A,A,B,-122.43206069775748,-80.56799261751338,E,-21.010984497925303,B,41.10798459164442,D,0
Female,Divorced,Jewish,Black,A,B,E,-73.90430580776835,-11.274150031659023,E,15.731194871475932,C,-44.599504515543806,C,0
M,Single,Christian,Asian,A,D,A,-104.76934956707731,102.96133093904349,B,237.27339485651856,D,79.84217838098557,D,0
Non-binary,Single,Christian,Other,A,A,B,3.5665690539504227,79.13236252045752,D,-88.91900842805546,A,-192.69482605296696,E,0
Non-binary,Divorced,Jewish,White,B,A,D,10.163795669860178,106.37527024660262,B,159.13850208556838,B,-77.29087679676718,D,1
Male,Single,Other,Black,A,D,C,77.42347983563381,110.40566196543567,A,-21.670308952783984,D,-125.63998438239014,C,0
Non-binary,Single,None,African American,C,D,B,-45.083763255007774,-40.9612336491662,E,-0.5276110944457716,A,21.22213259378685,B,0
Non-binary,Widowed,Christian,Hispanic,E,A,E,14.867182418151465,9.676209824693807,E,59.673315297668864,C,-127.82688461982976,A,1
F,Divorced,Other,Asian,A,A,D,64.51592431912064,44.80296439732707,A,207.22866816344393,C,-123.61254558724357,A,0
Non-binary,Divorced,Buddhist,Other,A,C,D,-28.237840379811967,-54.40778457975398,A,-22.213711981412732,D,65.41894957804416,C,1
Male,Single,Christian,Other,B,D,E,-22.615627514177866,-136.57925015497634,A,-220.68787491373504,D,21.820145832750658,A,0
Female,Divorced,None,Asian,C,A,C,-160.20567582393505,9.843510143805712,A,93.87375623577864,E,138.48610486061773,D,0
Other,Divorced,Other,Black,C,B,B,62.29687465802443,-352.41798314809387,C,-77.42083828399868,C,-312.69662682436336,B,1
Non-binary,Divorced,Muslim,Black,B,D,B,-96.497509180966,-5.535701100678108,C,-110.81755522304371,E,129.70490491878982,E,0
Other,Married,Hindu,African American,C,A,B,-76.5828084823208,7.797663695280502,D,-49.29556140902673,A,96.8750922792924,D,1
F,Single,None,Other,D,D,B,62.60288996393453,-42.31152988307316,B,-127.54310069653737,A,-80.73283487922697,C,1
Male,Single,Christian,Asian,B,E,A,-56.55500098360658,-84.75288237809218,A,38.69749440100589,A,23.5707854077238,B,1
Female,Single,Christian,Black,C,C,D,144.7155056845254,54.2937266109397,C,21.41665891376456,C,31.214161589144418,B,0
Female,Married,Buddhist,African American,A,D,A,-31.18317938370239,157.68978223668623,C,38.141415864814185,A,56.67288813653164,A,0
Other,Widowed,Jewish,White,C,C,B,101.00158829047872,24.056343008755192,A,214.35644904883054,A,149.34159373210866,A,0
M,Married,Jewish,Hispanic,C,B,A,34.84397313250631,121.60832503570833,A,134.71291408547242,B,63.948695980148976,A,1
Other,Single,Hindu,Black,E,C,C,110.57971286772694,-19.51560704654243,D,46.38015612386581,E,-77.69603713079765,B,0
M,Widowed,Hindu,White,A,C,A,142.043544399444,-35.797291209052474,E,-79.80627811327132,B,104.48823702103122,D,0
F,Married,Jewish,Black,B,D,E,-27.796257949910576,11.314648045871992,C,-139.91047699069205,E,47.89293063790319,E,1
F,Divorced,Hindu,White,C,B,B,-55.370301292878445,-20.841824875041944,D,24.152499752564395,A,-48.6216936825919,D,1
F,Divorced,None,Asian,D,B,B,-121.55300261212854,162.58917932409025,C,-84.30914569605392,E,-55.18986442594065,C,0
Non-binary,Married,Buddhist,Other,B,A,D,159.6148041591928,-98.66682176677267,E,144.06153542017793,B,-62.01122448664535,B,0
Female,Single,Jewish,Other,C,D,A,136.93770549722387,-63.46147745467533,B,-254.6301797455554,E,47.52248241314275,A,1
Male,Single,Christian,Black,A,D,A,-144.29626605921243,-90.77827394267014,C,-31.379815800314496,D,-34.41112073754414,D,0
M,Married,Hindu,Asian,D,D,E,-73.83953441207277,-47.274822309313464,B,-92.22850435853985,B,-107.91401779903413,E,0
Other,Single,Muslim,African American,E,C,E,-36.9551297991075,113.71826120008454,D,-51.59962203688484,A,-8.356120815092341,B,0
M,Single,None,Asian,B,B,B,-143.71509755047066,-225.60205610626957,E,61.300770552899486,E,99.00260936337108,B,1
Male,Divorced,Muslim,Hispanic,E,E,C,36.4380378761982,13.941994493921245,E,21.613194489336962,E,17.821904196333225,B,1
M,Divorced,Christian,Black,B,A,D,138.97017303138603,-103.90080690681185,A,-66.27468821153818,E,-98.98257040719747,B,0
F,Married,Jewish,Asian,B,D,C,-0.4325045508721435,170.79670822407425,C,140.49625210560995,C,-34.52544204887496,B,0
Other,Single,None,African American,D,B,C,175.1238218651012,15.651152005220808,D,-109.15089114909222,A,-89.1462092964043,E,0
Male,Single,Other,Other,E,B,B,-92.17428347518745,-47.791108960839,B,10.005242569914822,D,-33.10368482122959,E,1
F,Single,Hindu,Asian,A,E,E,-44.01910520435257,-98.0355981528118,B,-78.6991830705428,C,-149.63179045853798,E,0
M,Divorced,Hindu,Other,C,E,B,-31.353513168867508,-58.11427468083089,C,17.98156143925926,D,70.67460040191516,D,1
Other,Single,Buddhist,Asian,A,E,D,188.43336504395424,45.230397931955075,C,115.07635577363635,E,-35.118069422543954,E,0
Other,Widowed,Buddhist,White,B,A,E,-87.94311468515424,-133.7400023665154,D,-111.65534401452257,C,-195.16154760132295,C,0
Non-binary,Divorced,Muslim,White,D,B,C,135.0227843251236,-70.3105729846843,B,-9.100978423103498,C,7.203401173133223,A,1
F,Married,Other,African American,C,C,D,-164.6120268493217,2.321823902820283,A,123.00330779949181,C,-65.988447201945,B,0
M,Married,Other,Asian,C,A,B,128.48525853159853,-49.77434056396201,C,53.72719913672894,C,-227.64290823717332,B,0
Non-binary,Widowed,Buddhist,White,E,D,E,-96.48389106201807,35.51035529713911,C,46.56759594664117,E,116.57228335689163,D,0
Other,Divorced,Hindu,Asian,A,D,E,-206.69831241247257,-32.731002627979436,C,122.0210175586993,E,-68.24741484896877,C,1
Male,Married,Hindu,Hispanic,D,C,B,76.02488903104404,-139.42062353940125,D,228.40117810741174,A,33.629948131963914,B,1
Female,Married,Hindu,Asian,A,C,B,66.91779038062053,-70.38345941083018,B,-195.97714429817702,D,61.66803747459239,C,0
Male,Widowed,Muslim,African American,E,C,A,-5.912020169101974,25.818427589601388,E,58.32518614212447,B,-28.71075139311469,B,1
Other,Married,None,White,D,B,A,26.296857671985226,112.45500757375841,C,13.139410345076167,A,53.97631824023965,C,1
Male,Married,Christian,Asian,B,E,C,38.39710478203317,52.27615381351324,D,-8.880747463876647,D,-6.168733967795288,C,1
Female,Married,None,African American,A,D,D,-177.7762033749262,-61.85818211287114,B,-129.56147702148192,A,-43.66216995386387,C,0
Non-binary,Widowed,Other,Other,A,B,A,-219.50657543370804,5.394359359664698,A,23.305040552004737,D,191.97650889495276,E,1
Other,Widowed,Christian,Black,E,C,B,-68.20611979764702,-2.0758634024301985,B,-116.56204602439067,C,-118.28984305935286,E,0
Female,Widowed,Other,White,E,E,C,68.82236396158942,-49.48475728701898,E,219.20943049091605,E,56.467108687412114,D,0
Female,Widowed,Buddhist,Black,C,C,A,51.38541982332319,44.86901824604136,B,-9.080160480992623,A,14.174022799863886,B,1
M,Divorced,Hindu,White,D,B,C,31.48049889706704,32.87675200692396,C,42.945790543054166,D,23.699454449812016,D,0
Male,Divorced,Other,White,E,A,C,-75.72445300896543,-34.971893312203264,A,76.73341928086273,E,187.18520625630873,D,0
Non-binary,Widowed,Other,White,E,E,B,-176.0850313515208,-13.820411548343953,C,-31.325690222080194,A,-10.200398411789484,A,0
Non-binary,Widowed,Muslim,Hispanic,D,A,D,-133.4296484619592,-66.43283277153346,C,42.47919772150583,A,-47.536725900163034,D,1
Other,Divorced,Buddhist,African American,B,C,C,-38.688654838385865,101.84137718489261,A,-20.08375050590293,E,70.23093032385277,C,1
Female,Widowed,Muslim,Other,C,B,C,-110.90488474562581,-107.07089937851264,E,-122.9448952216162,E,-12.167525681641878,B,1
Other,Widowed,Hindu,Black,A,A,D,156.02230860660518,-10.204216580875308,C,-50.75342414944113,C,-21.311983215590395,C,1
M,Single,Christian,Hispanic,E,C,B,115.97507941639682,251.43778171155327,C,41.41778814827565,B,-100.82595928014103,E,0
Other,Widowed,Buddhist,African American,D,B,C,70.54070722624672,89.05081881911418,E,141.62435321176702,A,-88.7598561309243,B,1
Male,Married,Jewish,Hispanic,A,C,D,-52.481627738539856,54.68028322607859,E,15.338478132709742,A,-161.11619861866524,C,0
M,Single,None,Black,D,B,E,50.91095914092156,-178.05169917153162,A,44.176219283341936,C,-23.453802688888825,B,0
Other,Widowed,Christian,African American,D,A,D,-33.82442259340389,-70.03697181241604,B,187.50564476936597,D,-102.78711146742488,C,0
Other,Single,Other,African American,D,B,C,139.08598683875988,87.51306051984584,C,196.38840704740545,C,121.21741950508387,E,0
M,Widowed,Jewish,Other,E,B,E,82.57319226248458,-15.081207620872583,B,113.36628762219465,C,27.841173567010475,C,0
Other,Single,Muslim,White,E,D,A,123.68750996690909,239.64837168753937,E,-82.97295454463155,A,-122.88756730974522,D,0
Female,Divorced,None,Asian,E,C,B,-163.01481092527757,35.562114569231646,B,274.1428353856465,D,-63.96589394769347,D,1
