ethnicity,genero,civil_status,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
White,Non-binary,Married,65+,-210.2607994792733,-36.93939742557993,-1.5846039815592825,36.184806057668084,6.399583670012627,-2.2360085476613967,-143.3447021388232,-39.78374724096433,1
Black,Other,Widowed,51-65,-5.0520371882999875,80.38137992043383,-10.98115043491786,18.265609945064224,-41.64642036870605,118.7101496165434,-33.4416259601375,97.6438775152403,1
Black,Female,Divorced,65+,139.19218338920126,73.41411242486868,-140.7745854070328,172.6121788482432,-44.89986036871967,146.75183947803032,160.16551615263188,-6.398801589847719,0
White,Female,Widowed,65+,179.790561698831,-116.48612379616299,-34.008153908839496,85.66330005589327,99.24786691936775,-336.3799265403473,-37.2486298930505,-57.013455077769926,1
Black,Other,Divorced,36-50,-21.546151464524122,210.61973934395994,13.119489838886164,126.59756355789227,-56.25257922320127,-161.4670828157193,99.73961432879021,-45.95944833883878,1
Black,Male,Married,65+,-120.01108437113723,41.30246280625435,47.33209259781542,-76.3484494616674,7.807083247503567,42.7449536198544,-69.42322558998622,127.19850345115589,0
Hispanic,Other,Married,26-35,-103.8990417333505,-59.84059208546615,138.18954994570473,120.55712667951069,-148.20688125158134,-17.838443030587932,-50.501882300366496,-36.059234183200104,0
Asian,F,Divorced,51-65,-6.820470045617559,244.67293684221835,2.8275697621483493,32.93374927418523,-86.74910421485836,-27.219464969797635,37.160232790519146,97.16349577111825,1
Black,F,Widowed,51-65,179.8952708971936,-115.82064285808278,-48.96621737443676,-34.60047265775655,-47.54379194928396,53.67987283472374,-117.7239230301285,102.19260395058302,0
White,Other,Married,36-50,-91.37358717363479,-71.70659126503568,-60.07477907586674,-54.9178158550936,43.62872846732001,37.64782552982541,238.4749156894486,21.219418729991595,1
Black,Non-binary,Widowed,26-35,52.859789230459775,9.599520908522855,-54.03566533540817,-110.8848151739389,-122.63689273379403,22.39581412350234,134.25979581568293,-31.9452472666586,1
Other,F,Married,65+,36.39461876296195,8.370992019857386,42.7390799324869,3.2778819367254366,-144.4648990533582,28.73132232381578,-16.318608363692373,67.22943224031758,1
African American,F,Single,26-35,-0.22018154670144105,-15.962415718048836,-160.64301840517282,-105.02272232793118,98.71908514348546,-20.048528746303813,12.892521947037594,79.90863979958822,1
Black,F,Divorced,26-35,9.488487173220287,-29.330471327328762,167.0457307222542,-16.577173301196346,10.836335173425866,104.35187007945817,114.37980492893041,70.6982145446946,1
White,F,Widowed,51-65,-37.697658274428605,-35.49878617260537,127.93476005307387,-122.53531291395203,136.06959514048526,46.1665266725386,-14.12198263049892,52.272665625564095,0
African American,F,Single,18-25,-41.34347272031325,-128.73198253077976,-82.65280098501493,-51.222039629773484,76.4382510881444,-119.76833090988185,-167.9327626556318,72.95072778706354,0
Other,M,Divorced,65+,92.1915620476656,88.45232771304892,-28.443921840433973,-49.2137788729688,89.98469669443307,161.4169573165118,20.182209603591446,-187.61779981251763,1
Hispanic,Non-binary,Widowed,51-65,-78.54589662785949,-61.71996624627227,2.374894384575664,113.04753333317339,-111.71458550725126,31.89660839682053,-89.05102856873228,-67.65934981944251,0
African American,Non-binary,Single,18-25,-3.587008336416928,66.9870049932861,-28.731919523766418,-98.04631329473045,79.39011736824102,72.7571358495408,-47.34845612693267,196.7661105511198,1
Hispanic,M,Single,36-50,15.324297033670723,23.817086726581486,-7.514999115739015,-42.844465084024705,74.72992017961012,112.05850141468471,61.939938748205336,38.9299913816158,1
Asian,Other,Widowed,18-25,-111.62057178570379,-23.993486650405618,-62.742229745213095,-170.99558482953861,160.7573732350956,31.483293468238593,-37.59145709028985,-74.36530651084769,0
African American,F,Single,51-65,7.244970576444045,39.028828270338884,-132.94297212919673,-53.39541601918442,-25.415427621348258,11.939664085931977,-89.67974761697747,141.84519816172164,1
Black,Female,Widowed,51-65,152.56481653556418,-16.033682925053963,-55.55999243019465,-40.90519006281193,-58.99993029420325,17.27648488241371,70.92498381600451,190.2707133459443,1
Black,F,Divorced,51-65,-52.82221414232093,-6.457575609724321,-65.26848415854137,-81.10635314540745,-94.20383031510372,23.156706485642438,-4.886272638920865,66.18752194621906,1
Black,Male,Married,51-65,-141.25380840206822,68.84154802391997,-73.45491228757474,25.131491010875184,26.314880540055775,104.0391290095515,166.36209793414272,16.626399970231176,1
Hispanic,Male,Married,51-65,4.523159008888943,-43.53768866401154,48.375119479991376,11.018864804004115,0.6457455103425266,-3.45209849457241,91.01582255566447,114.80663587119173,1
Asian,F,Divorced,51-65,-96.56259514487355,-132.36824819486185,96.20351502973224,33.844531556276976,-33.05181637538692,129.88500299441645,-201.37950163574624,48.991454890179966,0
African American,Female,Widowed,65+,-41.94265275565533,-50.100881476819325,-238.66716571555986,39.96375934285977,157.86241287741137,201.82108342590905,3.6207093479440977,37.610953263570416,1
African American,M,Widowed,18-25,6.777440611787341,3.469020337856209,-41.542424039769024,133.28279503609892,-58.87386139535653,-34.571861071188664,25.99684821681881,123.32015881663254,1
Black,Non-binary,Widowed,65+,-50.45644926241163,-19.03154178304904,190.28700362863614,23.482519486936432,-122.42164734342091,85.84683388522379,25.428499615459305,-21.546771093563517,0
White,F,Widowed,18-25,166.09559972716218,-53.92347149161789,5.036526532780591,28.70675982060397,-3.2822613366376556,121.10221149325726,32.91044161812773,148.09122705192715,0
Other,F,Widowed,18-25,49.611751604489896,-71.42989191064856,47.90748653103778,-84.70635428220244,39.28022841797404,61.95222521501322,118.23600482350889,-20.486133382875984,0
Asian,Non-binary,Divorced,51-65,112.09417400021422,-226.10057068266119,77.61711098831316,26.33145686041135,108.5747429474158,4.275933341935989,-68.4171131596585,-31.279005120692783,0
Hispanic,Other,Single,18-25,-49.44579431517712,-5.429703258501244,48.77881195594388,-61.48330418316499,68.30343549150601,-161.8724494478365,-79.40577319001524,-61.4795426178662,1
Hispanic,Other,Divorced,18-25,-73.69398342470136,20.231522940868913,-107.55927885103836,-0.3826986564496344,-116.99878408947694,23.23981322396568,247.6839369003263,-61.661548858591075,0
African American,Other,Divorced,65+,-123.30874079968271,-130.96476691663418,-148.07475351057,-36.79471834576142,65.83145092904054,-106.15649080130973,152.61488242258315,-32.317509340466735,0
Other,Female,Married,26-35,-97.45582742670302,7.012960000759315,70.00752674054738,-41.01048024736432,-26.790162743378627,-156.37396639829305,17.392630790835824,120.58220100317097,1
African American,M,Widowed,26-35,-143.64002964568473,-37.13702959808557,-164.49062755033074,52.67620719690724,-84.24927839187022,-68.36628243171143,177.62068180893874,-56.66434693957419,1
Hispanic,Female,Divorced,26-35,150.31897136549583,-198.92695113828762,277.4009793864137,69.66380723707009,-69.21135115821761,69.98757186930777,78.12373129009745,-179.5330099023797,0
Other,M,Single,26-35,-18.306349559629307,-112.08656346191765,115.14324347556398,118.52521606498728,-189.85357005380035,-105.66377022849171,24.491584833325522,-31.214235271970537,1
African American,Other,Widowed,65+,-27.67157032565779,-56.749710629688636,-10.428562329419671,-13.162855175623639,112.5546758694425,-120.27318444295044,29.107923309251344,194.74023632801985,0
Asian,Non-binary,Divorced,65+,-16.82102445879248,-113.34764232774457,-146.37326971028256,-94.06977163188294,-64.06115890254499,125.08119867381171,78.33554273994238,111.44812815074789,1
Other,F,Divorced,18-25,-41.34504751676967,53.29936722237545,103.05675860408729,-21.6584557972332,113.35188573926706,-28.026586629582383,51.690985250721155,163.61668123050643,0
Asian,F,Married,51-65,-127.95480152010086,-39.9149591222558,16.76330431991665,-96.83265528375536,45.990947149163155,5.423429637746943,76.86704755115946,-64.04934123130651,1
Black,Other,Married,65+,-160.431482426166,73.73569556577412,-51.8566551034762,62.79259287762844,10.801071751728195,144.1678617425743,75.95036143496883,-13.40916197033279,0
Hispanic,F,Single,51-65,2.9915705267972137,-97.76084868058696,113.47601853519558,-91.36879631636495,61.19335897000418,39.649993585382994,150.57256384566946,51.19494289606059,1
Hispanic,Male,Widowed,65+,18.27584180845027,-102.70317121569985,92.02550695472736,-34.444751130881635,-87.79397636592951,12.060995921330859,-86.0505360648956,20.084069841173406,1
Other,Non-binary,Widowed,26-35,205.91804038187712,11.56096263758004,-71.45678489415447,-115.92497066524541,-121.91238473019905,-49.91493214531537,-64.54048391127387,150.08342035596735,1
Black,F,Single,36-50,-17.787820182462923,-37.40660557789556,-70.02425723820627,64.2333951549512,-171.14475782252038,72.49297073110603,33.707351563562256,45.242367513916825,1
Asian,Other,Single,18-25,-264.2008499440968,51.23728016061878,145.5709237673192,107.86309113588437,78.85061104734905,178.83576348774164,-146.49379058183158,146.64461708648037,1
Asian,F,Married,36-50,-56.59373638229981,63.21013903135276,-18.470623945251635,51.71711973848727,-2.911457924702685,70.96036859218154,-5.316995035792775,-292.00498392338164,1
Asian,Female,Married,26-35,121.21442560345832,-255.24290042545644,-43.287928929950425,142.2335519740676,241.61052920275617,-117.10811798515476,-211.34509889297294,81.48268695009374,0
Other,Other,Married,65+,-1.8860455486132472,145.76004381695583,251.60278328504387,-44.181917705634184,-137.99871560078253,-109.08954028589355,-149.69833015584848,-96.40458284778201,1
Hispanic,Male,Widowed,65+,-26.628083793252088,-152.15402035283802,165.34976966884525,32.3381629177776,27.484754871687617,154.57606988728273,-160.12984789929092,67.58261675159983,1
Hispanic,Male,Married,65+,-20.56271914374123,5.060958476677914,-95.11705222745698,-34.11172000855878,-32.47534095730211,-94.28608228724237,60.975114117693266,132.92703827538682,0
Black,M,Married,26-35,-69.59916860949704,46.697702937801175,-7.382730170150845,1.9729645477253255,44.8356923976849,112.48880711883953,-116.77794622897046,76.47593142943869,0
Black,F,Widowed,18-25,-38.374132513561975,-134.0027781195427,-147.97138510307073,16.119471731546874,-33.379158452142875,-46.019954313198355,0.20337694749251212,87.00555257993935,1
Other,F,Divorced,36-50,-71.15889449651826,20.07835759452488,-150.36532581380425,118.162319714461,-151.71029869803039,-193.38920015549323,-171.63726634173238,-119.94389248564869,0
African American,Male,Married,51-65,25.97281762123994,-146.97303128392144,-101.56451740981652,70.78867165589445,-44.14566763717404,-247.60457462748207,112.39586690550496,-115.89539415867247,0
Hispanic,Female,Married,36-50,-73.6805220575809,-102.46028926635857,-10.162161409501666,-180.20626186865422,46.194183340580324,28.26068539891124,-137.6917835850089,22.326982049593404,1
Other,F,Married,26-35,88.32498269635038,85.47434658092926,-77.32958893690525,-36.153313440153525,126.68719692499441,-77.70794679008768,-49.68074163587241,-95.82884539281682,0
Black,Male,Single,36-50,154.71745919457223,3.5213637076123816,43.5013298496059,-109.69102959258663,-0.19358422751663226,-12.010569154669446,54.794054650001414,105.35803351095797,0
African American,F,Widowed,51-65,-40.706392707743504,55.30674768937028,84.62908780710448,-47.47571781040199,55.12406280055979,-123.62839003806513,126.04254775645114,29.485566934368528,1
Black,Female,Married,18-25,-236.9961861044759,-70.41159900776972,-171.54545945614322,-17.467690544536243,21.02934136994822,197.64503932705156,-97.94723525892947,-92.16211710394249,0
Asian,F,Single,65+,15.106337570878,101.8760400796512,-121.35653084183538,-112.90437768249744,-27.127885643883992,5.101432139509603,6.739389031403054,7.653689415435275,0
African American,F,Widowed,65+,-38.229231495963376,-130.6874855288366,22.70257584495067,-5.0400967778381895,104.76079570050784,48.29985213119249,-18.496031301965075,116.19297199692167,1
Hispanic,Female,Divorced,51-65,-95.56845746109596,58.828692187332145,86.9782984936945,12.229350503294304,-6.963552793325942,101.06406462468105,-91.06862993099404,46.52405341151671,1
Other,Male,Married,65+,149.26876437275297,-89.57354282606275,-75.40501878963838,-278.5242040477628,48.34754662291497,100.21066258815378,-84.7285669463838,137.79815139724553,1
Hispanic,Female,Widowed,51-65,36.28861419902877,99.2023471267814,-99.32252543900859,68.44024063766268,-36.81101204427319,-27.469254654933145,-152.20827194291235,94.15681357654381,1
Black,Female,Divorced,36-50,-102.1336210024886,25.48832972188635,-50.64377334007527,-16.54091155221764,-6.489591652852081,-74.51714936176478,-98.01250705251033,-76.51289828770686,0
Other,Male,Divorced,36-50,68.43211452482103,56.36399843262399,-35.09485527618555,-59.09984919009089,0.34046680547895924,18.758811009775695,15.490204453766149,-51.39080174625191,0
Other,Non-binary,Single,18-25,-70.25209075237568,-36.150231483475196,148.1521408372134,84.20571366259743,-85.96570106246378,-55.67219383998546,65.71569048432411,-164.5923801765863,1
Hispanic,Non-binary,Single,26-35,-8.633159544958211,95.72802972881308,-82.03857678162827,81.1822616839968,46.86748641490007,-147.2954053666779,-176.8113078699544,-76.61313637305383,0
White,Other,Married,36-50,61.2456415164709,44.57053420927818,14.544497433619515,-91.82544832098705,-28.328203707103178,-116.46984680011472,-123.15790815346281,-121.60552022771715,1
African American,Male,Widowed,36-50,57.57121191172261,-120.96520443677848,76.4510585416614,39.10251960176668,177.1567677087444,-7.720515399297496,121.39388162651792,-83.16234996455664,0
Black,M,Widowed,26-35,111.77146396112559,24.042965567823245,-50.91482399728727,111.20998365856123,-18.70199065024761,24.112044646523337,40.08369096478077,-193.67704053062047,0
Hispanic,F,Single,51-65,151.61986467194458,71.78191314478003,144.84592128218566,-145.2954389328193,49.91812975511896,70.73281535912187,-47.08728142862284,144.0426803933549,1
African American,M,Married,51-65,-96.63633117428719,107.20586936312475,63.53507798595337,61.70074092606804,66.92848197072627,223.10436601794814,171.21728430675944,-59.0299363622641,0
Asian,Non-binary,Single,26-35,-165.96109114310732,23.762664878895208,-148.34803974051792,-6.185354438915776,9.470950661309631,-121.96268550741836,-29.77979140489782,-104.85614121250264,0
Black,Other,Married,18-25,-12.601836516998812,-81.37348751588111,77.7766312192891,71.33052297301882,-217.75368298670926,118.84679975381125,-3.2972766127157924,81.05617675259555,0
Asian,Male,Widowed,36-50,-102.15232284657571,-123.14014982236795,6.189578356480006,-58.21530839878597,-140.51391918789892,-139.8798277287147,4.726882994056212,160.49817191428443,0
African American,Non-binary,Widowed,36-50,107.12615591686232,-55.87274803260662,-60.730035961138626,-5.416930831143818,-51.74533749415199,-44.779757860786525,-98.46610385915189,-84.67498380486936,1
Hispanic,F,Single,18-25,29.851489246747743,23.23967559975151,140.97236021258368,1.645687725021031,-44.93901692871168,-87.67551436825418,99.70845175217819,-100.45522116037229,0
Hispanic,Other,Widowed,18-25,66.90259949207066,-0.5791163616703424,24.631129766244538,-73.30972101782726,-126.85617812052818,11.704360735385597,72.35191841488728,129.54226645056778,1
Other,Non-binary,Divorced,26-35,157.02194194993984,-64.84220946244464,-206.53383867965806,-130.46280337191408,98.59967608153033,41.56662565442638,-69.15926585571269,-99.0549324191221,0
Hispanic,Other,Single,26-35,165.2931416079854,-99.26369499662285,139.63211792828892,103.86651475159655,81.67245975314785,-192.0907983772586,-27.044292953350652,-38.32972136539017,1
Hispanic,Female,Widowed,51-65,-74.74161250436399,-128.04852036273374,-75.86540567622276,35.46877416484755,-164.30102228863478,-147.02116076883735,-60.05507068534911,146.72056581384595,0
Other,Other,Single,26-35,3.4833431298368427,-97.99104304607526,6.173523501663683,102.81004561076787,-41.67855738631694,12.830136770097242,48.72327686381784,13.817252624897119,1
Asian,Male,Widowed,36-50,-27.391952723600188,106.64789810710647,-8.088997179619414,41.207893119000104,-130.85221006479878,-27.095391775831327,11.34386501288822,-18.124912941639828,1
White,F,Widowed,36-50,-208.66070730982096,-106.8109757926252,118.7714515478653,-136.36303100087068,262.45882600640346,-4.701690995534935,67.55399138793345,112.16666632183137,1
Hispanic,M,Widowed,36-50,-48.95641975727449,-33.97996861456687,-97.40449019885146,57.04358137031525,-1.867162821294737,15.208081212977357,2.8298082192726617,151.05156677914638,0
Asian,M,Married,18-25,-237.54380325308898,135.54083608003268,50.13455240304682,52.094102000902666,-63.72694753696146,39.634345665796815,99.12909720561322,-76.70451353405518,1
African American,M,Married,65+,118.00621648894665,-142.28929224715804,-109.2971310891097,106.3622606658482,-98.02543789875122,86.20203450678964,45.524461321502265,-99.31105378197445,1
Hispanic,Male,Married,18-25,77.07181743246815,-119.72558928439557,-154.50382687399608,56.22479027487076,21.723431969222204,-56.96909648309185,52.49561612380171,-44.39269023123194,0
Black,Female,Married,65+,1.6926786000922966,48.97460949570867,34.590929851690916,-187.29439826846544,56.02524604880179,33.86582477550108,-156.14357057641593,-153.40840451771845,1
White,M,Widowed,51-65,-37.1465495430941,-205.71961575111652,-35.83469256367666,-117.05707592655506,-104.5983731081505,69.47225572779774,-40.94883591555402,21.61709698357438,1
Black,Non-binary,Single,51-65,-118.96883069399755,-64.10471884434486,103.57308868713761,-22.92669150515609,-81.47977857741856,-75.1533140485076,48.90626096191318,2.4434914186669934,0
White,F,Married,26-35,51.720402559313975,-75.20734614568127,110.0812228421374,111.41143221248839,96.70965741516893,85.5132630159496,69.83323528270432,38.6979847014569,1
Other,F,Married,26-35,-88.10938107751029,-73.6909822410502,37.343476850171974,-64.27180157629762,-60.54839843166789,-93.92119443921263,-72.38330855455709,56.71748777710495,1
African American,M,Married,36-50,46.521081735387874,-55.16334715862954,105.38804583911379,31.81477528487478,5.635529652036161,-104.76644454094253,-71.27715573863253,-152.8698384642812,1
Asian,M,Divorced,65+,-10.027925319283424,-64.12492966359402,-119.93172611535235,-57.19646047320606,-99.65569164417278,-95.3094438984935,-96.86325514027324,75.36414323075957,0
Hispanic,Other,Divorced,26-35,-3.454471021070034,-132.95487308055482,-96.64256159648285,-45.38643773158772,7.038089330144638,5.410451687555651,-96.60322175065271,163.62341653522864,0
Other,M,Divorced,36-50,159.83149509448464,-30.111627318009376,-12.359408071703443,148.4155375059054,-54.44285017478032,64.5116910670669,-59.88704070623796,18.467443404504497,0
African American,Male,Divorced,18-25,-143.32584635677335,36.16528680182205,15.236204165047024,-66.75902776690063,-92.62356066584218,116.65993328746656,128.80593041389432,-62.90338832008874,0
Hispanic,Male,Divorced,18-25,-71.17824245892132,14.374114096249539,53.09013650929438,-125.10852525222312,-22.044959533894705,-51.41246963162045,-16.936672131456593,116.4612953577127,1
Hispanic,F,Married,26-35,-6.135683574023275,-75.67202218784857,18.44384606631412,36.06484740434255,-114.4582453403361,1.9725336506016715,153.1278909125523,37.81750593897895,1
Asian,M,Widowed,65+,112.9537263140436,60.23338735728739,75.77250761819265,64.05416307486068,-81.38087435322987,223.49868859038438,-152.8054560160369,-136.75538726082755,0
White,Other,Married,65+,-100.82263439150722,-5.878119775873588,144.81529607256448,-23.727209508057197,33.74578648169997,-37.297387005271176,61.51484192122019,-70.11439547257562,0
Other,Female,Widowed,51-65,-156.65663525343575,-31.665127365224432,90.47544324907018,43.57145601854801,-83.5858336972912,41.60233810842448,-155.8106919400953,54.943901345821644,1
Other,Female,Divorced,65+,-146.707943093122,56.970425129585514,-36.449576212090115,-32.432386289637826,-52.82468619812475,46.60180555474077,197.4985284635852,-42.36800724641241,0
Other,Non-binary,Married,51-65,23.924060656325015,-109.9871870495161,102.12691521075305,150.00812229427532,45.53769703745604,-145.22151685476078,-171.7004349790213,115.80922921509517,0
White,Female,Single,36-50,-261.35667638656616,13.426865659246957,-68.97914343930213,73.95799959494649,-78.82598710718011,-137.2802011946667,6.089661392498752,46.09158895540092,0
Other,Female,Divorced,18-25,-106.42081327141577,-48.85964152491601,122.51273621275902,-83.9348744780182,-119.72789555734704,115.51895474978622,178.63228322676287,-142.15659586666166,1
African American,Other,Divorced,65+,46.573453274869834,-27.330954045003892,26.235112512746227,-70.69540933637734,47.23387661542448,90.44633147659391,-150.87927566562388,-42.929341049064824,0
Asian,F,Married,26-35,-50.71563083324716,6.81140917619768,70.97297839222367,-54.05760272333501,-15.164769832203403,-172.86700415409715,-203.15415686386592,-10.333513825737265,0
White,Female,Divorced,36-50,73.9321965411,23.852386987418274,-30.6180597245572,-114.11773459716834,64.4437712196707,14.290212469281768,-36.95434742335301,-81.07885625829016,1
Other,Female,Divorced,26-35,-148.9979278144453,180.3049595838625,319.0063860030213,-101.09360065129611,153.32105502359363,-137.42018446340637,-136.89096141601652,-3.410456998966898,1
African American,Female,Divorced,18-25,50.62013249031529,73.67450174823887,-1.121768026859561,118.7678417030732,-131.80190829099965,-115.59788890215532,124.94805494490211,52.90311552033652,1
Black,Male,Widowed,65+,61.91259589342325,67.076139798283,110.07626947019898,-2.9054018554438463,32.57210604875446,-200.7803906900164,58.013479924413325,-7.970653445599764,1
Hispanic,F,Divorced,26-35,64.23539648261865,-65.7645405482852,-112.38563507119328,21.484820151646066,22.775543127263056,44.46526294377067,-20.50710811699099,-182.0643483227979,0
Asian,Male,Divorced,26-35,-41.68794757848315,217.43152691651866,76.71020439892669,184.99522538652624,262.7373450792366,-108.9929696575511,-196.84153719359537,-111.17230308754567,0
Other,Female,Married,36-50,163.54666601038556,-156.99225705834695,53.86328748012097,171.902576024348,2.6384746374671004,-173.17615587541187,177.87558346211847,94.67487146703459,1
Other,F,Single,36-50,-152.8413221673755,168.5040735284417,-11.378333128787613,78.88857798689277,-87.24787324976114,-26.08106104784516,49.57807251604079,115.90328779025197,0
White,Non-binary,Married,18-25,-3.6108501002323616,90.17039111312232,84.56137437593347,37.31552462620909,-88.48494124788559,16.408336210960552,-80.88442916455006,86.60502109520209,0
White,M,Single,18-25,-71.25411654499398,-88.68804095937584,19.223847513413105,77.1848323972015,-40.36714769555051,14.67773717222948,81.7032974915988,-9.149807605706863,0
Black,Non-binary,Single,36-50,-9.820743611605335,-86.82574997739452,89.2115964143969,156.5974596829226,25.74929194356215,72.11899525558074,48.71989819570858,-44.61768254277392,0
Asian,Female,Married,65+,-97.86756196198951,-14.756950402992185,147.80156886496755,-134.67879645910543,155.5034186680891,120.52905593262717,-0.5059901493927034,-162.57762040251114,0
Asian,F,Divorced,18-25,121.54662231825097,124.64228759809521,70.64641631132865,39.97543260745422,110.18287026366302,14.325177443457616,-29.093165682391238,93.99643940677831,1
African American,Other,Widowed,26-35,-5.901533322185324,-41.53460092810289,2.3885219587977518,120.55904993746343,-37.634791637458356,-60.03921007081324,-52.4230980116927,38.30891796518372,1
Asian,Male,Divorced,36-50,-85.40169303995042,150.54816314217177,22.299378983030465,105.97559934830304,-141.4219581680841,-187.19215735930013,-88.48140914460076,123.00945429296641,1
Black,M,Widowed,18-25,16.642681915644218,26.373873478886907,31.11344628606388,23.803774602551133,-167.77439670902234,74.43639091598484,-83.25581614908408,-105.09866574113664,1
Hispanic,Male,Married,51-65,-57.592394785251585,-255.5637642684805,-92.64044696032317,-177.17024864208648,-15.231163755943935,-2.1090939192255687,-12.288610305919363,176.52374806931329,1
White,Female,Widowed,36-50,-89.34289018914288,42.49138600680457,78.44821848461966,-192.63329047175483,-31.534323371695027,128.9446900679566,40.95454830158331,-104.03224138882186,1
White,Female,Divorced,26-35,17.819129806800223,14.477186950467697,40.63553084135639,-26.195956975612788,156.70408520312859,177.10722636381274,61.74513481020543,29.957460340644175,0
Black,Other,Single,65+,-6.227323758894234,27.40499960305977,-99.6389854697199,-47.14077951852596,75.74922089813754,-151.1790511298906,-63.99199140262544,-178.02766824009828,0
Black,Non-binary,Divorced,26-35,-233.89865385337393,51.212482241075385,-89.38241832030623,-159.83155624861885,-171.3399314987486,-21.99939579993168,-75.31055730706723,-5.399741086990904,0
White,Female,Divorced,18-25,-113.69826429592382,29.39202411920393,247.43231152377692,7.349976835587357,-90.31407768065799,-102.61405302591314,35.25895027903323,95.93934025292032,1
Black,F,Widowed,36-50,14.314702258476991,-42.1865505232477,-15.0210632343307,6.305025104359431,155.21439823119994,9.200551672491116,-325.99387940143686,-14.793955022762878,0
Asian,Male,Married,18-25,0.8329783751343103,-14.546182983612225,-287.89451369482157,49.612277089095606,195.00111814825297,132.97833460526053,8.257357805480472,123.43934999337391,0
Black,Non-binary,Married,26-35,57.64022867049425,15.631699561765219,-58.23916420990941,-30.986450589656528,30.311924049821403,-3.775782584222334,-48.754145165873446,127.90085335766561,1
Other,Non-binary,Divorced,51-65,26.68350011442058,-72.33245180777827,-118.11477776753986,-16.565177923878615,137.37299069784942,-76.12583315479439,88.62862397745835,-303.1065286276468,0
African American,F,Married,65+,279.2917771331406,70.36137263109758,-141.79327971814416,-26.129201439319242,13.34723748181271,3.472858616951325,-39.20773349242314,-11.24594757218587,1
African American,M,Widowed,51-65,31.78434610551253,27.153126479100614,-20.225524363844823,97.90757821371534,128.23504881860595,1.9635704078221614,5.75156974248273,-174.8720217739755,0
Hispanic,Male,Divorced,65+,65.42496161005097,-121.54623834009828,118.98981676836264,23.096869086528276,-40.83800127180812,-48.91059671668111,-66.57642583624272,16.00078777387891,1
Other,Male,Married,51-65,112.22642357692689,-196.5066883709541,-207.60636805772089,-118.10696757481456,-114.82020348147715,160.507240249014,-42.51831241688224,82.7573037885268,0
Asian,Female,Divorced,36-50,-67.31641292291137,63.23657959460116,132.26638817461702,206.36352280231606,8.576575286613023,-122.95913388838127,-221.18954141120918,-55.49199986898754,0
Other,M,Widowed,65+,82.31276777208681,-37.97532023464025,-6.07034350366931,3.0847897134206557,-129.31958713666324,-141.17764534789805,168.50465108185261,29.198358862961506,1
Hispanic,Male,Single,36-50,-46.65562619568813,-25.087804751224326,121.87896405040219,-10.75312103846261,-101.24817184480948,19.310738665064637,-116.88193926673367,101.49507894778142,1
African American,Female,Divorced,65+,34.28667331028693,-47.88146214595825,-54.28749085485799,15.102926296616978,-11.694431534119769,64.13194821610583,-261.16389014861255,149.77102919657065,1
White,M,Divorced,51-65,22.31183366041309,51.77805869286857,56.36976249045613,39.366859911264804,-8.827571986516878,23.691272115667562,51.42539190694338,300.35396492715535,0
Hispanic,M,Married,65+,-5.389345412981785,-73.44835718538762,-45.389010358984635,61.838597588581514,-85.47420150890166,-46.47183006144501,-53.708637611114476,-151.1863685003991,1
African American,Non-binary,Widowed,18-25,76.92334777839167,14.307895658627256,-47.89363283874828,74.71229873002963,-27.995012574900663,10.82659614663251,115.52023077023527,137.00792435186108,0
Other,Other,Divorced,26-35,88.97837786960297,28.081044530872738,50.17761434753679,280.86061382088616,2.7917107528431453,207.85325215634555,-101.96560298040771,99.20007237100802,1
Black,Female,Single,18-25,36.16850262967469,-71.99313916583566,71.5481221037246,-109.16151705797637,-43.9472277210171,17.752310710355747,144.73287342838395,97.7198117320181,1
African American,M,Divorced,18-25,-27.10312397870855,-89.82725456111105,79.57412938359792,-49.70195212466791,-124.41888192799937,-161.31760328771816,-46.67690101433119,-25.061866579079407,1
Other,F,Married,65+,-157.020529780538,123.6211080756852,88.76622197397683,-148.508393821978,145.6161326391908,148.36129444450415,-110.38208427198278,188.47123708252013,1
White,Female,Widowed,18-25,-64.53807757224585,149.74375976881254,21.89540494730808,-94.81686449902101,-75.08102669002406,171.692838383023,-15.676572055882326,-65.79795984859066,1
Hispanic,Other,Widowed,65+,58.27422850537246,17.551081069731737,71.90008039653917,15.250186733600954,-9.398894152849417,-14.696954762517612,-8.126584830453714,13.839969408807928,1
Asian,Male,Single,18-25,44.92511938376331,-111.08438735971183,39.60100805080593,20.291207075052764,117.17309481948996,51.48050063002704,-171.75372178253457,104.14592985386165,1
Other,Non-binary,Divorced,18-25,-25.042548673814885,75.11134646802302,131.29470952710912,-38.678929196417826,-23.264148391404245,71.71338997893625,-45.63198672145192,-16.653003317797957,1
Other,M,Divorced,51-65,118.13502681623677,39.011324688870964,57.18669202934965,166.446423764932,171.0259317606414,-44.162571614283294,202.73963595368417,-52.0611899759522,1
African American,Non-binary,Single,18-25,51.51200639196701,-33.67681239391733,-128.16565543483728,13.710566648594643,0.38671325986363597,-163.23106169561427,80.95819980526032,-31.85376686776721,0
Hispanic,Other,Widowed,26-35,53.17965170667378,23.715510115271588,105.48618823764097,-95.04811704343743,40.44057670751037,-189.57985583686937,91.10858329608446,-102.24640465212302,0
African American,Male,Married,18-25,38.42519646620477,-23.695133209433127,125.47039358874181,-16.34386950028347,-271.9986273659564,-25.303538218587118,-116.52362058662655,-128.27466945980564,1
