religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,127.12622301448783,D,-51.271673099069716,194.12747395303444,152.22521735021692,119.66565797039554,-18.418634354106615,24.08911263597843,D,1
Jewish,-197.14010136735754,B,-42.25751386783913,156.41384223449842,86.93515779721933,40.33587294092993,-57.20231012965865,173.38862056862047,C,1
Christian,-169.11356214733394,C,-92.68920248393762,-73.76193718374957,141.63707823505146,-31.112515357244146,-20.971387407121334,-55.99961293216309,D,0
None,12.529691862211736,C,-149.7969519972604,-63.889503445898654,-170.56396475047958,85.18387299431431,-55.706058096182595,45.25977836675577,A,1
Hindu,116.31382805473687,C,-56.036927486555676,-11.797851268671982,-22.289855166884763,-37.513789091483595,-26.37116903663675,147.53706883532493,A,1
None,-2.585394287576914,D,-134.21612391017027,-23.717156941403466,-74.70861297052124,-66.89118490427649,-63.237097459700664,174.69449107783873,B,1
Other,-11.461220460965254,E,49.45160152792777,-105.88765867900847,97.12896496439201,-79.62774167816107,-82.84767532992066,-121.82439402827153,E,1
Christian,-14.72588613623399,E,8.932782877466368,54.18241853863203,216.38530378935474,-3.6448930248839884,45.98037584336886,29.940759972725655,D,1
Jewish,-29.454919242557132,B,81.13800547677958,16.12564899220877,1.8584585760002947,-122.58270539578288,42.419636975445094,-167.60657732080884,A,0
Jewish,-267.7241894941642,A,93.02727851243729,-110.2661716173946,32.5486637904551,5.064674530991468,63.55966633333535,-5.407415177474995,C,0
Other,-23.34483199984408,A,-53.405722274432776,-145.66620682597053,-205.02281722598244,-36.7578692606169,141.827523199785,-23.463374734307454,B,1
Christian,-179.65113859642733,D,13.219391034474318,114.85182462612464,-47.44787514010349,104.84031844530199,65.47581354823477,114.80151522403554,C,0
Hindu,29.55258000423704,B,68.97152955317607,-24.287373228220087,39.49934997331177,-37.097011980746295,-18.047208340380756,74.27337251577629,C,1
Christian,49.672286017337925,D,-80.69662639095951,-79.61751603520311,8.484332303938126,-30.768533372132918,-228.1176345922389,-8.589341175572898,A,1
None,-82.55006513444617,B,27.009801373936927,-84.77186117043452,48.4407966097515,-133.78423021269404,-74.39118552757421,-166.38614903741833,E,0
None,49.524219329555265,C,-161.04844635194823,-117.18552540916886,-65.18104021151916,-7.784100994672037,-14.088425265563153,-157.79092151858023,E,0
Christian,-118.37233783453927,D,-111.16484278035207,-80.51707533759564,-97.60567839883055,104.09449400648236,148.34132425216023,-13.76059963962772,D,0
Buddhist,71.53032870732193,E,86.91715982157902,226.4442694311895,113.83752009415693,-267.297093266828,-37.85968689670066,77.89610294575255,E,1
Muslim,-195.76744223889932,E,20.04620100482676,37.203423970276745,32.50342058663883,-8.736448873142098,10.86585598389488,144.97238835007468,B,1
None,-0.6815906488922815,B,-161.13630594783254,-56.42382593646128,122.92772883437107,122.24108953820618,-96.79000300587387,156.2444502784857,A,0
Hindu,118.53436101406452,D,-110.30557986208424,-2.8044552764951507,-74.87815016463037,35.786225221173765,215.6422722246911,-168.65835853474954,D,0
Hindu,-38.982509151069586,B,-48.92513613852651,-4.573973332839225,-141.84684795911272,164.65344899828446,30.292101500872974,189.74536424301493,A,0
Hindu,-63.56005859022217,E,-126.73451215436471,6.5565242090401865,-58.19298146336413,-70.27323480971057,-71.25153549787284,78.36123483540595,B,0
Jewish,-115.70716294062548,B,111.65092304721568,-49.6631198786849,29.73342052202204,75.8394850693836,71.95907945441638,-27.27704907577941,C,0
None,-188.2432516134189,E,-31.576976073700536,8.789760898626124,-89.19874634358013,60.23396272601397,93.2605308325498,20.43015048084879,D,0
Christian,83.8086841710367,A,6.851967944090669,-11.635870806792937,7.95595287533166,-118.002577962265,-102.39222958965219,-118.54320960855853,D,0
Hindu,208.76975110964287,A,34.012617267259245,-105.17256949169416,-38.02164791737424,-137.35241240856868,139.6308749575184,35.645264908322375,E,1
Other,-185.69872212286387,D,103.03377033410474,95.70955038642343,-118.8669465649799,-159.50881963834794,-7.495974258589559,58.60726423908683,D,0
Jewish,-75.13520968570684,A,-31.838290473301683,75.28069896515305,155.0003405284859,39.023341085105685,-18.54104865934722,-53.971715995032774,E,0
Hindu,-128.17300939540237,C,50.31532055252188,28.549989371104246,-106.84940098061378,26.67378455969694,-189.07936464682186,-11.488841244221941,D,1
Other,-46.70144477000652,C,36.449060029740124,-189.53397818086015,159.7744486387016,14.27178660055756,21.6362595409067,-24.03148311747996,C,0
Jewish,-66.00561923912964,A,-46.76476065082116,126.27234946547887,-58.15092989762143,-49.529635949807215,-23.65110318111327,-59.324089114624336,C,1
None,16.583079913361136,C,-91.39166050474485,157.20896026474293,-124.49765815906481,72.93546961129354,-158.5607370842954,12.104141031820083,D,0
Jewish,-217.94603282799426,B,-23.180493098239683,-50.341866819276014,-110.9831310846235,-21.657902156963612,96.71965088129738,-4.1307267892640365,E,0
Buddhist,106.68283703763026,C,-128.6772283504704,13.706678163382088,109.12769586497808,-105.1161477653472,92.60733231781614,-119.63083339604606,B,0
Hindu,87.33868755910072,D,27.66961811444585,-0.5249677384527869,-199.5736117198977,-140.1891562452255,-191.965917206461,106.38523394806852,C,1
Muslim,86.32255686210517,B,60.193156656784176,-36.55331953014237,-34.91066102717541,48.29477028559542,-59.41517881642662,-198.32042489048538,D,1
Muslim,-72.89911806880438,B,-102.76721139515604,35.63441014290717,-121.98835064021853,0.9977000915517062,90.24124841638886,-46.83458333331626,A,1
Muslim,-7.53270836433346,B,-149.26766717601186,83.86575739711469,45.57139846789691,171.25236310451578,0.9960476818735853,138.45399759719118,C,1
Muslim,107.37344145205977,E,63.87309674555336,-172.2861162126675,-192.29651590732567,50.88987470523251,-208.47440601676954,8.751732119073377,E,0
Christian,50.40599917990154,D,-26.400913472150933,154.08572876190735,18.693374963492413,-68.27878785971646,-13.45264087987835,-36.84938898890566,B,1
None,59.69090356244303,C,70.22082551569072,-51.96006888421948,-243.5860027968109,166.98874200260508,-6.630146953253302,127.58488819015435,A,0
Other,-30.677507520201345,E,26.80857592598634,48.64668349326988,-47.62755597767366,47.84336405823532,-101.66158150220954,-116.68691010819087,D,0
Jewish,110.59036243570921,D,-28.671099549241102,96.09888563935672,42.54195878207591,161.35617326871548,-36.31404668460686,17.79464092112521,E,1
Hindu,68.53974783690914,C,24.973746478774057,92.17118579037718,-74.4735727778292,191.87692958570992,151.47108316245414,-169.76088904978215,C,0
Other,77.23738325867508,C,-179.41082282636665,12.029337952370886,62.01081209209088,-53.62206510358146,85.20972444159905,176.33661467396615,C,0
Christian,81.16997730636662,C,-172.60825853819173,-58.57015753511339,-11.463091278233534,-5.201431285120398,2.274134240506894,73.94248972599485,E,1
Muslim,219.45656623846,B,-58.74563862833647,63.49296594638763,98.04698684480762,-86.40177912741393,107.70681077079107,31.81745716875718,A,1
None,13.790332955565143,A,-36.78996367333504,44.441175542136335,3.803935888717241,-51.448151147109535,-137.72107768504617,-13.970061183307687,D,0
Hindu,-84.56090125401961,D,-81.15204026571752,-108.83199545325756,-223.8497960298573,-108.29727472485055,43.95571148628727,53.04181991408036,B,0
Buddhist,24.677376758083266,D,-134.08515707328718,-2.0786710535086237,60.510460577126025,155.0499174313586,60.53896664688511,-152.83351924641494,B,0
Christian,0.6408664586516608,B,-59.77150310962147,59.52645977503598,-93.0516063375053,-7.632067780051025,4.03044518779858,12.75208207853226,D,0
None,132.0148067041751,B,-221.57883366106947,108.8131544329209,-162.3157762172687,68.15109535459591,-74.99551897716357,-180.393669842533,D,1
Buddhist,-119.25199600915208,D,46.40817805910471,7.868443569388789,125.58820965036455,-81.65659698580642,-184.22929822692308,-154.53359172737797,A,0
Christian,149.82388245367127,C,179.43750238670893,-39.23391158950459,-74.65040246065381,80.91809689632194,-86.84520666284034,352.11979661067903,E,1
Muslim,39.811119922120774,C,-106.87864856917035,-23.384760738646328,-21.1738043973256,-174.07319641142763,43.009485487090565,23.40084001057648,D,1
Muslim,24.70636323669905,A,114.06687742946828,-95.55298152424663,25.049293364742535,-160.31919486045922,141.3154570456771,-158.71109745479467,D,1
Christian,38.202824091719,C,-42.226598312194966,160.45023086944542,177.3240991526583,-71.44542259304656,71.05884625834247,-181.384952960168,B,0
Muslim,-61.98188836357803,D,-77.99817994422972,183.55287887512074,10.250362105955233,-48.497202637754505,-61.836545915333275,116.02003995822471,C,0
Jewish,15.146995862235896,D,175.45117655630517,108.64256601935803,-69.7379267294885,59.29257927575213,-97.27932054502396,68.638296053943,A,1
Hindu,-130.06740043506974,D,-57.28132409396576,141.9582089055491,109.11746950313011,1.915429458806241,-63.06372946620189,10.285873750499402,C,0
Other,24.771661005381933,B,116.40313396148665,-66.80065571355894,-29.700220516890614,42.57337041604183,-30.46313559208555,-69.32645739784294,D,1
Hindu,-30.82132139279065,B,-123.62800070231282,30.64657762691673,-78.6684441089684,-60.83805925992526,-36.49739501324875,72.13586696935988,C,0
Muslim,-82.0429851563136,D,136.54201316990574,80.97054639445948,181.16724769624008,107.42323874024164,-11.618476419283034,107.91532889332196,E,1
Muslim,-55.31285032083155,B,-78.80264383611879,175.2372134897349,259.93864465343376,-128.4158361333935,-26.4183631278525,40.04925217097536,D,0
Jewish,-49.37813256762841,B,-137.10393733590715,28.19311983470511,-24.317029114409817,73.61691459486475,62.81711487717425,24.044107743078282,B,1
Christian,128.61199757896995,B,-4.264509406245525,5.134809766325757,5.56766019846553,57.26237551916245,-153.07199440954676,-34.67062420226828,E,0
Buddhist,-87.20667695627803,A,10.00377641553955,-186.0829259921875,-128.70600785456628,172.2183688628018,-47.39359152954365,137.73280264725395,D,0
Muslim,-103.43454319433802,C,-18.25237957409966,-47.98180385604755,-53.08065652822089,-64.38611555038332,-102.69309076563975,-46.149463068163094,D,1
None,144.22615886718623,E,-127.73189895794171,28.167538165592905,131.9883920478428,143.53740794939668,-141.20157225121918,57.076313262808334,A,1
None,20.61255281720603,A,-10.018201516834301,-122.7168463824533,157.85003996772198,16.726174687442615,-140.3755844296728,46.84701277550394,D,0
Muslim,-132.37991258494196,A,-18.778806446683287,103.3476127032011,137.90908074326325,-2.785826951075512,61.60276109115762,35.52076868180334,D,1
Buddhist,251.8067735694161,B,105.28517051887609,-75.50912237032196,1.5156028098397603,103.68733763756464,40.05216293023791,-23.955931333701017,B,0
None,-72.15621426988014,E,-70.91212842631721,-4.318831118721459,12.348570909487536,213.26142437339274,20.253591736035528,147.57411067110826,D,0
Hindu,-108.44101987049358,C,32.846602330382055,-109.42208367774786,-88.67660991607245,46.942290191552075,31.338395281722452,-128.68211686034692,D,1
Hindu,4.4337971295538265,E,-48.77892435987658,87.61421744929785,34.60189514622417,-103.25954799052985,-55.54665013163185,-26.11232457546037,D,1
Jewish,-33.981159905955586,D,71.79736849847454,21.707967776886836,34.734402311510614,-108.07204222075563,-23.562537156354043,-21.21642848078192,E,0
Jewish,-95.44739527586802,B,-112.38563154445151,105.36288763102549,78.41718986736275,62.98155929871725,88.70853173199579,35.10306557448212,C,1
Jewish,-52.14797491578237,A,56.97561984553443,-56.28533130344555,-26.132202678378558,-78.1487007245093,-39.763122620594224,-39.7989398847925,A,1
None,-67.67739934418617,D,-180.6804550862929,38.87744350255251,235.4848650604517,-218.0521129508131,5.744264154809166,-109.72306745024667,C,0
Jewish,-34.49698020932017,B,-10.154477058957482,71.70803806709309,68.78674597942182,-17.09798046387684,-9.960908568367003,-5.532296864290563,D,1
Muslim,21.662879523709385,E,-11.255237797783066,74.12789738486771,19.29805413399749,19.949675866816683,-110.95434072968725,221.23388648669678,C,1
Muslim,155.9602727815678,D,-154.89152699521222,-112.385555719255,107.98620375379411,110.86561675705117,7.316748471050298,-71.93030633205174,E,1
Jewish,-8.47431473416367,A,-90.96876322746185,-21.75809999177198,-16.147922896895434,27.046634163757822,-110.4183984992413,-202.94505132808337,A,1
Buddhist,-98.66978756366618,A,-21.056995374308286,5.607671929501965,-81.06817662744862,-150.28543297547165,-76.83463371876965,30.70051227960826,D,1
Jewish,65.59927005772428,E,288.9343928342154,-9.56208900396598,31.084777312892342,-128.31686594086761,-29.361456884770266,-48.887995640695195,B,1
Jewish,4.221597468898192,C,-64.08545962826688,-17.546857913162903,-142.51221932925392,-119.83384655488463,12.626863442911732,-23.876401778029372,C,0
Jewish,-90.79583313058896,B,-130.35343140531913,206.20626536603854,-8.1998706818508,-77.5080501062763,-50.940893286327125,-114.36825404319713,E,0
None,0.7729423707765547,C,4.002572836187601,-292.98668056734914,165.7748140633851,128.23744058588474,-31.248633205836445,-92.31658213964859,B,0
Jewish,-6.48661381181291,C,118.4047709654064,38.21749374980063,113.52793542895847,-14.441865231810116,71.12475494153736,45.26880063521491,E,1
Buddhist,-127.05013390829536,B,133.8567986171891,103.67301931048345,71.34590432882203,61.32308285968349,2.1996952097037745,213.6278336590839,B,1
Hindu,-79.51940857580568,A,163.95427209167067,-42.19433693200838,-7.11232781481886,-40.196980162726945,-83.89176620441866,-92.5978456658647,A,0
Buddhist,96.63672017363058,C,-68.27056262254209,9.39702141826338,120.2949000158627,209.94843777189396,-36.89084954648853,-50.218978860372054,A,1
Muslim,-81.8567287660381,E,55.273757187671634,-90.16548171579963,215.0825137845279,132.4492294769337,46.079519080818066,64.29928451845551,C,0
None,121.68883384465398,B,-84.98081311036698,-64.91411260093112,58.14071387798402,-2.3012240114016547,-108.30500665027319,116.70697781188535,C,0
Other,47.36598443162604,A,167.6704507852292,48.78144271531542,-143.80314896361315,-72.96666776675035,4.140782277742636,114.33190531113814,D,0
Jewish,-128.97791222127856,B,167.28716613568147,171.543012324192,-2.1472421550737355,-83.7719575462026,-14.689221189128235,97.78734853553038,C,0
Muslim,6.012128727294238,E,346.69880374243445,-129.98821059684408,72.11863178440436,32.6370643435004,-44.235758377649944,-149.0909945797553,E,0
Buddhist,63.03827156080587,D,-231.07093179894932,-114.96833120256258,6.133764199679879,-30.735173217112916,-14.800339761959702,139.95465350689102,C,0
None,48.85371328018867,E,-77.53020653967013,260.52770554040796,-41.05539422913465,151.57670162957945,-2.3731655416996977,-109.46927002717301,E,1
None,-9.750832140075467,D,-41.775441677413546,43.58056546758466,-49.21283828530995,-59.80531756096703,229.11254415691653,-81.6476090094387,C,0
None,16.565647223400973,C,-212.67027769123473,-24.2384261309174,-54.75944077788976,28.020478388852116,-41.89782521192779,-5.766777585624892,C,1
None,182.52271275513158,B,-3.597605079110291,-12.766008257816667,-174.7456144863691,-192.41597900359415,-58.92198451262905,114.63219955697276,E,0
Other,135.68147442311113,C,-44.820729302057686,-40.34760133701898,-14.872231346371628,15.73131795911743,107.98975423346029,-27.04083475579479,B,0
Buddhist,-50.09200890797677,C,-25.6242224624179,-213.48848274443935,91.78686571167736,79.71356502745829,-86.07646922481742,-89.41124888224972,D,0
Christian,-33.18969301051439,B,-114.91188495397442,-133.58336396753273,-106.51732959270286,126.67144103748124,111.47590607833241,78.75310392557805,D,0
Hindu,151.85413398051392,E,212.91747777584425,-109.33607292059446,-59.596702879535066,253.6702804860123,-50.317792255471296,173.06261897766726,C,0
Buddhist,76.65834158536472,B,63.28330874956735,-46.530057191263765,59.43701636358245,3.0216898372127017,-158.16147581011725,116.22785017209685,D,0
Muslim,-57.59589850437056,E,-34.55523469974862,-13.748155084552582,53.64149518120237,-94.20147238383841,-110.73086470373161,-125.65348340171387,E,1
Hindu,92.39301910992488,E,-123.6281311995688,-40.89752094487859,152.03100862324285,63.83983878751428,-28.468903694740348,179.514000106,E,1
None,6.883187681852361,A,-84.23088579556422,-8.774343688230017,43.25404749067193,131.3685424488839,-84.47845475359964,-92.99648355223218,B,1
Hindu,-184.24580057206668,C,125.17070915509541,-88.90883345892637,188.5407468792087,113.70987793613085,59.565841617382766,9.404604994787379,D,1
None,-105.69943457359633,E,-197.09353888213715,81.26114764052048,44.17958127342504,50.801052677338674,-92.27315019544898,-41.303781214478605,A,1
None,20.25616992429466,D,28.42697471792965,36.84903383725505,42.94912931523987,-4.435528368376858,-39.2887541776628,62.740464403439724,E,0
Christian,-52.402719507844644,E,44.42333259048031,-39.46532426615208,-6.823246875758543,10.981547991587517,185.37341759446093,-124.40758922269464,D,1
Christian,242.90611500406837,D,29.90510142993299,-28.692484707381645,0.17976688139864835,79.93081071094798,-200.2287585435722,-37.747829399134034,D,1
Buddhist,59.185192620044816,A,-188.00120341844118,-4.649471641792279,113.42522270900676,-77.01754104078368,-55.282382116693796,144.51310342583955,A,1
Other,-123.07784591020668,C,200.1917460946043,37.492938199405344,-35.0004872775066,15.552215962792557,-194.4048040647465,103.17251682708665,C,0
Muslim,42.46787486064527,B,-64.89388093054464,-33.95620053771111,161.3279759156694,40.202187394521744,57.18174115782932,26.16456262141239,A,1
Christian,-79.23427871086434,B,-61.436976773115425,-140.51724670397317,33.63009053082222,-56.77374138759227,198.4282402361828,-210.969804038582,E,0
Christian,182.31799588643605,D,-19.262792396728027,20.927616795869014,128.4618469818603,75.77436645801872,-118.05122693320706,89.59689377381557,A,1
Buddhist,63.88891400357702,A,58.86473260711483,101.51134087037204,13.743989641722031,-2.6546704338740787,-206.13607233419907,28.88343401582424,D,0
None,59.567444983110384,D,21.2488599367012,68.11635627599861,-192.71268472617675,120.41703910566912,14.97557916077534,-5.889373681879456,A,0
Hindu,25.366265937024007,E,62.21024386021848,-4.446115147342203,-70.77931465773878,46.921620976384446,82.90906405345235,188.46648904008904,D,0
None,60.50011104250687,A,35.67405614189295,-109.74867989102097,31.31814194145414,234.75590318120223,17.558443473148895,235.772709215898,A,0
Hindu,-136.6095305121662,C,-39.32827425332138,-158.97009596422157,145.91891843041168,-154.54814612988065,253.22967315253052,80.59519673572866,B,0
Other,56.31128872853544,D,79.13470028567625,-3.0334802527483196,48.15782000186534,-89.78565458333232,41.58365105238404,61.676821864945474,B,0
Other,74.65734444155284,C,90.07156529327115,-57.383450625260124,0.772653934999397,-81.61683532977612,-141.9189678521287,-62.524168476325926,A,0
Buddhist,-190.54162234734312,D,70.5624724421687,65.35224105929427,60.76530664847029,37.827591950154115,270.27465247724444,124.18452471237818,D,1
Jewish,-166.35505305130243,B,-117.14776941186491,-18.98518078896759,147.1834375203464,-70.13550036424094,148.2723361554338,-105.33738293800718,B,0
Other,123.96799615951679,E,10.10405371926602,51.855305312900725,14.102831764874862,-58.620528469880014,-124.82068998162552,96.77783325956287,C,0
Other,31.04521292802232,A,-40.00002001715729,-60.384659560708855,-72.68318124869695,-206.02525559489925,154.9554709171425,-61.91925114704387,C,1
None,17.41509406432778,B,97.5643578642817,-47.11397595435997,50.15984913880922,-89.82687475427625,-90.53293054719059,-166.00105021133766,E,0
Jewish,-12.288041531712391,C,-249.73966761482896,-88.45124144336586,16.18989389306461,-112.9024222552543,-81.61106751642018,106.41918689067613,B,1
Muslim,-67.57636831445016,A,17.59825349474952,34.354567764967385,23.840378563319355,124.65655544077718,209.54791523684858,-39.30468871437632,D,1
Jewish,156.09291812957315,C,8.302999538091735,-18.853778689239583,260.8027062547014,4.663261674219432,-98.16586815571985,73.50525266916344,E,0
Buddhist,55.82508982702359,D,260.8714042552721,-6.065323450627879,128.977114436577,39.56525703424638,-137.97173476343826,71.79970939269325,E,1
None,-148.82203226843785,E,-189.69303081398402,170.50511348230197,-47.05605881093127,68.86223563584578,-18.541600026537157,105.26471116420917,E,1
Other,-58.34480169377727,D,12.838904990196662,-3.077599897813113,66.48694219176784,21.197768077193935,133.68658587485933,46.65349476092233,A,0
Hindu,-74.03923484993287,E,14.453646888576465,-45.43318884570081,-88.34286581966919,94.32501244646413,-184.6053708978068,184.3265024853611,D,0
Buddhist,-46.07879661210655,A,93.18735405774756,-18.355026003647612,-46.914124182989156,-65.06873883623769,81.09444017929562,-122.88566270228426,C,1
Jewish,172.02695728668363,B,-234.73148418443438,-21.265927884287198,84.86532569394481,101.736853690201,-62.33207190095044,33.38001581421384,B,0
Other,183.08756208560467,C,52.34602477404954,-47.32150717756214,137.07904731492962,-121.94237500443757,-56.161580564416646,-193.16908873241084,B,1
Christian,73.26421520499426,C,-68.96165890826104,-50.09952447884363,60.67372771370453,3.3202690897945226,-0.8710221706696407,-128.6180887457619,D,0
Jewish,-15.837445515394736,C,-191.27219544356876,51.4205693243757,123.73799349966465,-91.91335939959411,98.7582159046582,-92.93589621180261,C,1
Muslim,-49.234345851387644,D,40.66676354092241,-222.07195099604712,97.13086109277114,-70.85212221281792,-70.2053276907262,-252.19609472358385,B,0
Hindu,23.46913663164298,C,3.2566248347501063,70.43695716510513,58.536226963055995,-55.70052626797687,-130.15156067694537,104.87544506131495,A,0
None,-17.99384957914346,B,97.94861252399187,-85.87719249663743,213.31365458745583,-82.52407599366795,52.69744154759663,129.332090245464,D,0
Muslim,66.2667575618132,C,-2.686483976983244,-3.565415745904657,32.03789270658453,-35.77523769113048,37.01477121062145,6.908212404829861,C,1
Hindu,-149.33769197614419,B,127.56338869737738,-239.44704178685333,89.773409346173,-56.45334013042071,43.37282061744577,32.50272409984117,E,0
None,7.204997365058165,D,-130.90088259771608,60.85630154725341,-86.98722921063778,92.07156098227638,-40.53556488580204,101.94811055973297,C,1
Muslim,-106.36909581914382,A,-111.5085863557717,-12.584658895764878,98.94451474736357,48.62878202053411,-135.97908392075507,-51.9169657631094,E,0
Christian,8.26564183970535,E,70.99386387310766,52.97827684570349,-134.98534910269458,104.54619003916193,-78.09003751735537,-71.12585242552272,B,1
Christian,126.07454602021801,A,-126.21666246503158,73.61950978996623,136.1963392312029,-38.563255376590796,-140.2881978326019,-125.50878493250978,D,1
Hindu,49.28026793816887,A,-60.30255465209468,-154.30497793841997,7.459383553059911,-84.05992070683233,-73.51360507218894,257.18931183135004,C,0
Buddhist,-29.69665878159573,B,44.424780450743285,17.498760454594944,-44.94638101612111,-77.76493930644463,-145.20426700993988,70.85352457689524,C,0
Other,83.75845731742211,C,-101.47483187255382,-121.38906227496946,-2.8832993911176303,141.30118771091915,91.98643664640825,-6.843301879550204,A,1
Jewish,122.03944192746081,A,-56.916222216592004,36.02755361094943,-56.37314300569207,121.92610359899916,44.764815632898866,-61.16987077533701,A,0
None,31.81279967546956,B,81.8240447162806,122.94377694512293,-17.542979408534862,131.27286656844578,-256.05553359333373,137.61583469802545,B,1
Muslim,-55.19141759069025,A,-92.22635867419062,6.217759806444936,-245.16486587450137,54.5929061354127,-176.4600575743497,-0.19775858191298537,C,0
Jewish,-22.131021429766744,C,-37.89077706035678,-107.78842466697726,155.87765891113983,56.523600081425194,-9.861316061874492,8.875156737337814,E,1
Christian,201.48962127882015,E,-51.578761560920896,-88.33608079332443,70.94474471618696,24.89148780824709,29.64277240475846,-7.420918860882926,D,1
Hindu,23.398820767427615,A,47.706152831461665,-155.59100889111602,-114.76878950252089,-7.771639634431132,63.31356187795928,-46.83137016665024,D,0
Other,54.99905891848469,E,-98.6772009577306,85.40930304218232,12.354111619678317,-2.9057571024467306,-63.05064784216798,-14.178856637141346,E,1
Jewish,-108.6288400398922,D,48.73257487017817,-124.24809439599952,-8.856361924444288,219.13598310294532,27.143421040354315,77.02275042472039,E,0
Christian,20.316631578205158,A,-213.79501146205402,-184.82044108297893,154.4479961186852,98.19043197124432,37.787107562805026,-4.358574702072987,D,0
Buddhist,-27.728153368804175,E,51.41537390912706,-131.69587081071057,20.325968153989272,122.87287621143686,-180.27463155526615,-140.50380132237598,C,1
Muslim,17.621373309636944,E,-169.5991404588612,167.8485065022673,7.104802462964751,57.97587075908752,-42.81379835559176,-248.14558817484107,E,0
Muslim,-165.4418312674329,D,65.13433412195104,-63.37247477437478,-166.835602859974,-59.32744953668154,123.76299425021212,56.78057039692681,E,0
Jewish,41.88482643326705,C,11.573711122124006,93.58035547163479,85.59638063449286,-51.93471855501271,-76.93401354733783,-53.9707856661904,C,1
Jewish,-68.96513923838413,C,64.73605870252653,28.416633262842428,-28.14708611051579,-47.823823170369046,97.83460934970165,230.35697306720655,E,0
Christian,97.11708238507677,E,58.0068095963409,-13.35750183964517,172.4693842712798,-84.47448404888293,105.56112138876405,-185.66611062460285,C,1
Jewish,-21.815463096344953,C,-251.15132406909675,-121.80785049578824,-132.1659685783497,-130.81184345625633,-80.8866770584063,113.12317075232387,E,1
Christian,40.67767132427924,E,7.795902585727578,-108.52880950103687,113.10087484283,171.04952336528,-138.1602949714062,-287.0890682820139,E,0
Muslim,0.26392910011285753,E,-157.66339353260494,108.73112907318337,-102.10660670121065,98.0548927613595,94.19857002753321,-130.24001183131202,C,0
None,-138.45999595375505,A,15.649915457406873,79.10304843110586,-54.08241693684873,35.867181922153435,62.017429061628825,-170.49216664798112,B,1
Christian,56.4907683086392,D,9.625552781305172,43.47274220327279,195.1390713050635,-20.935095291095,-117.75527931804943,280.94695278627466,E,1
Jewish,51.615776965387084,D,71.07312160113396,80.03272972067282,-65.54651700405651,92.44853273766269,-62.27730341114809,92.15588349880728,E,0
Buddhist,12.519996253193218,B,-70.73096299548907,80.30418854888225,-19.451873733640358,46.03025990657027,130.7137266738193,-38.312515907473696,C,1
Hindu,-104.11262603501494,B,63.789755502671376,-0.1342898860412727,-130.2202039201743,132.12841912742067,25.82543112477081,13.292688277901664,C,1
Christian,60.00294979434013,A,120.14734948280541,73.61752231184879,95.19946362588267,-23.46960258849889,-145.23006247354164,122.6842123501927,C,0
Hindu,-7.550356412195154,D,-29.60897548753243,-86.98938502301637,-120.92300136988084,46.33612557929526,99.5924448967675,3.0755865619823273,D,1
Muslim,-24.123223250842134,C,-11.92468891558766,24.22430688614692,-28.68798188158,94.96086978664832,-154.50994130548506,34.31716350533862,E,1
Buddhist,69.00605178346734,D,-149.67173400802966,75.25577693813057,-204.1922184481976,-172.8364350115975,-82.89266083166885,34.36831521895931,E,1
Hindu,-82.64882541400758,C,-242.95088475975754,23.51248307223833,-179.7137025047027,-62.464201622825314,14.921469464938486,38.78747303667044,D,0
Muslim,50.798311528804454,B,24.466285954244828,-87.2960466839302,82.08103155366578,-79.47461375776066,-41.202989886662756,-51.21644032730374,D,1
Muslim,-1.0454878342592064,D,73.10879777256723,90.4819644651994,-64.19349819523565,27.770445137120674,8.97520276442985,-80.16043436590662,D,0
Muslim,105.48338833846739,E,-61.9042621748536,-60.79814383794287,-55.441476429439085,130.6511901477191,93.48611276014311,-77.9656983085269,D,0
Christian,-55.67258685122552,C,-44.66157370707287,83.22087127977917,4.76934134424826,-15.645395629739884,-49.173881132221986,118.87604907973012,C,1
Jewish,96.20587467946856,E,36.43355094511614,3.1338886791202216,113.97850347628058,49.67334427689476,-5.827454842147283,19.42424702476983,B,0
Other,-98.7901995477124,A,-91.93668817133783,18.15038734072495,0.7719992346024034,12.506397160800054,-108.32879542882992,-52.70102579265512,E,0
Christian,162.77866557855882,B,83.56690222084633,-82.94818044146754,-106.08377841803664,-26.89866502530031,-36.585083056236535,-118.62659396811492,A,1
None,185.25858514935393,E,120.32153252054702,33.01209490688886,20.753813313136703,17.489530715579182,-76.8578632379303,-63.074161306098276,E,0
Jewish,-60.78797675110425,D,41.43000940738622,3.1718650203395535,178.09050300142715,53.45285191982319,-40.85753553903597,-39.028640996242125,B,0
Buddhist,-68.95806586210065,A,3.6480087654050495,54.625789546148425,141.6337258854384,50.0996977272422,-67.59602193231805,-12.334378256505577,A,1
Hindu,57.53315320683925,D,45.68413049189619,-55.16567373429246,-71.86928329814151,-59.548689395216755,76.9628063694237,199.52488063960595,B,0
Other,-195.60342731209337,D,87.2257553701005,261.75160251075937,232.45977138619068,154.60898149896065,-158.14958993125552,155.12044626008026,E,0
Hindu,-205.9633347222109,C,-73.96133774539595,-20.143251678697638,3.963816272321827,18.245918198371267,-28.56456338106865,-81.86136615879171,B,0
Buddhist,15.958642224631085,C,125.94050252772873,251.05333901598118,-29.18853192055199,158.32381989655892,100.90318275153733,85.78699494795029,C,1
