marital_status,AgeGroup,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Widowed,18-25,Yes,294.0924128617969,132.78853270141747,169.48015979031305,E,B,-86.57405028269477,1
Widowed,65+,Mental,42.21518885410624,143.30836347507224,-63.54913741076885,A,E,28.72387894219796,0
Widowed,36-50,None,-110.60926938472583,12.07547322893384,-175.554591080766,D,C,26.991042524097637,0
Single,36-50,Mental,1.5951153146226107,-223.35777506905396,27.320102217513465,B,E,135.67905082171336,1
Married,51-65,Physical,-0.06224498137631793,154.5008493116394,-51.68531423865392,A,A,115.05046793259662,0
Single,18-25,Both,79.57251080672935,-25.46465680340122,91.81945398798933,E,B,-17.33834230793309,0
Single,36-50,Both,71.31734489440464,52.637118622332736,57.57912138911632,A,A,65.64577574077214,0
Single,65+,Yes,175.4295742234565,-66.87647787806816,20.300260167587293,D,C,-6.983722569359663,1
Single,26-35,No,89.06168370405877,-54.08517108552881,-169.02840497431941,B,E,-94.84079845287503,0
Married,36-50,No,-138.8730311370241,15.28082758969246,28.240253661731106,D,D,-121.58333609155201,0
Single,51-65,Physical,76.23842185978528,-99.27355266849919,-120.8779609575604,A,E,70.03283729963037,1
Widowed,18-25,Yes,-55.38288334462398,-16.881861531495076,-176.85571000584616,A,B,-179.38784121649297,1
Single,36-50,Yes,-59.19827551854934,-9.515266418371414,-84.17383038161658,C,E,28.76996422108648,0
Married,18-25,Physical,-156.38087020237427,-81.86583854240743,-63.489180388291665,D,E,144.75019046282046,1
Widowed,26-35,Physical,37.396519726224334,62.87727373306525,-42.32956896520686,C,A,42.512619780476804,1
Widowed,18-25,None,-23.66647875414283,-83.51391382067098,-75.4010175361707,B,A,4.876583626946933,1
Married,51-65,Yes,-44.28537901915131,120.73249727516611,48.95604353792582,D,C,65.06106228850538,1
Single,51-65,Both,-121.42988148147636,-24.539618494301017,-74.29792145623504,B,B,34.88241945326571,1
Single,36-50,Mental,83.62331865267025,-58.827503822469374,88.25033138938159,B,E,84.79618679615623,1
Widowed,65+,Yes,21.98272843960453,-61.49407238270881,-14.42941837202325,C,A,-42.50294204937292,1
Widowed,65+,Mental,-89.38737348248749,-10.899081352631363,25.001550955380146,E,A,-79.05108099820355,0
Widowed,36-50,Both,228.20157016879216,71.3026465025408,-54.693115878706436,B,D,-54.9667230296643,1
Married,65+,No,39.119667979433416,27.984966515755723,29.037539640756176,B,A,-96.82268779926761,1
Married,26-35,Yes,-146.27901775333052,-54.43665231263014,-12.919684015183087,C,B,-20.4069612422106,0
Divorced,26-35,Both,55.82179396179855,113.05680423194231,2.4398358906999773,C,A,-90.67056013035169,0
Widowed,51-65,No,-133.41821713811896,37.02176299210649,-139.50246375149172,D,E,33.303111648592086,0
Divorced,36-50,No,15.918436055776802,-52.069400893968364,-16.502731943439485,D,C,-12.597557208162863,0
Married,36-50,Yes,-30.9726587378643,-1.6424017611284882,45.064566318203774,A,D,103.22545907111567,1
Divorced,65+,No,-33.66734796625111,-135.65467420930972,22.26082828797454,B,A,-71.13797846039922,1
Divorced,18-25,Physical,-31.04579132077009,1.2915372203184963,28.284854938530913,E,B,12.36070810015863,1
Divorced,26-35,None,101.64893614183157,218.89651864922644,54.82754259834953,B,A,104.97923382598917,1
Married,65+,Physical,-169.31601714857888,-41.448358964376055,-27.63543920016059,C,D,68.12783230655964,0
Single,36-50,Both,-109.551056097355,-12.620234159437299,49.585383791716794,A,B,138.4392663741597,1
Single,65+,No,121.69125211544929,37.5435239961772,12.41641619769681,D,C,-28.28972728768801,0
Married,36-50,Yes,-172.13821419245153,16.255383205498298,-10.431110078903597,E,E,87.38264521291339,0
Divorced,26-35,Physical,-59.13069084567169,91.71372339644667,219.86936466748253,B,E,-13.919393480550223,1
Divorced,18-25,Physical,-40.157616942233155,56.036752300949274,-69.0786743032251,A,B,65.18753590505617,0
Widowed,51-65,Mental,-37.93533199338294,39.443280037745154,106.62450513950337,D,A,-21.371811982040178,1
Widowed,51-65,Both,-159.57069685702112,-63.587064784174075,-70.71872542018531,B,E,50.55349472906029,0
Single,26-35,Physical,40.87840179197612,-12.315165715520735,-14.43286077061451,B,E,-20.937595832248316,1
Single,51-65,Physical,56.16581541324581,49.13797219478081,134.24815650554712,B,E,-134.62408218745514,0
Single,51-65,None,32.08605736448197,-50.59056447705515,-1.4657925901310864,E,B,-36.622074048785265,0
Divorced,36-50,Physical,-89.41452803661578,7.462267512495855,55.255445639115585,A,C,190.77330962848137,1
Widowed,18-25,None,64.97876403567777,-3.4457761627364962,85.71141184291844,E,D,98.82167885939069,0
Married,18-25,Both,-54.836547802259574,104.22873913315745,77.02923635408128,D,A,135.46113420162567,0
Widowed,26-35,None,-22.27980998081102,35.62839442331313,51.83038192155305,D,D,-3.263955742999443,1
Widowed,65+,No,18.810359926594003,-239.97204971609628,149.246445090378,C,B,105.85982921199869,1
Single,26-35,No,-100.43223674244584,21.776757403745155,86.61247267726131,E,D,-37.01670541766536,1
Widowed,51-65,Yes,-43.564064044881015,36.369995484554124,79.91091261918164,E,D,-0.5408186776212922,0
Married,65+,Physical,26.829673423026385,-18.714943041662497,41.77462316455431,D,A,-207.54294037017664,0
Single,18-25,Yes,-37.3745816291419,141.46627826421746,-110.06161304395769,B,A,-97.21238929609417,0
Divorced,65+,None,140.53887236048377,-4.95654792236004,-114.77954685828348,A,C,21.19551790577054,0
Married,65+,Yes,-115.19523707284196,60.14008706096615,-94.55095508412624,A,D,-17.42862838476378,1
Divorced,18-25,No,-221.74600065183336,-146.57482188833134,-111.9045693852461,A,A,-24.641507084126168,0
Married,18-25,Physical,61.474749584901204,94.09933048558258,23.37716458318259,C,E,83.12850249496965,0
Divorced,51-65,Mental,112.0726240020876,-140.20802433335075,-1.0226535488365596,C,E,76.29556506195642,0
Single,36-50,No,91.54517546442626,208.3863005726653,156.58789673301044,E,C,56.23629162265983,0
Widowed,51-65,No,-46.787105147261514,-13.736438503260114,34.5586630508262,E,D,-52.006668086635344,0
Married,36-50,Physical,-168.59438678616462,143.6775329044744,118.79745817467939,E,A,-44.65488774361759,1
Single,51-65,No,-55.47824299310069,163.87481970733944,-9.059703282606968,B,C,-59.33727642984423,1
Divorced,18-25,None,-70.46598035575286,-101.81562929338028,-60.72950167424017,A,D,138.64462261558322,0
Widowed,26-35,Physical,44.23241580704658,-131.50486639613842,-4.125859874237974,C,C,72.92583328722633,1
Widowed,18-25,Both,-212.91360495718098,-82.08394364384209,-20.524619918124245,A,A,87.85351442772192,0
Single,36-50,Yes,-126.35322928923279,-72.82274585548177,-0.031074330696973254,A,A,109.46463485927515,1
Widowed,36-50,No,60.917443708218634,-76.42300544014311,47.189731112776286,A,C,-1.4784376360301816,1
Married,18-25,Physical,106.0649403929527,24.862119675832155,181.65720701148405,E,B,64.2471856256225,1
Widowed,36-50,No,66.20417921413912,-15.748814437501418,-161.33702305047802,C,B,89.6794875789692,1
Divorced,51-65,Yes,143.959622131538,-50.77484406163359,-120.23151183443575,D,C,-14.003512399293133,1
Single,65+,Mental,-97.78237562594629,35.92346917955265,22.315864671107526,A,B,37.304683232095904,0
Single,18-25,No,66.04130087102334,-32.50135610361675,93.21434579608265,D,D,59.612436843144486,1
Widowed,18-25,Physical,-39.78789417812541,56.60720189513019,-121.79430785657115,E,A,65.71052102432076,0
Divorced,51-65,None,-55.372769579683734,98.0256284393151,-172.42441316055243,B,A,34.97863289374796,0
Single,18-25,Both,209.15132391494245,-22.505051008126458,-22.767973769167636,B,D,80.45267889116171,1
Married,65+,None,-247.28028332416253,10.343139033362817,-48.69823354345697,B,B,55.05247642018115,1
Married,26-35,Physical,-52.81249652469996,-131.57482741916198,6.213269699403382,A,A,-65.12554039677558,1
Single,36-50,Yes,-112.45559225344184,-150.7170772157276,93.35655546249141,D,A,57.66752604128317,0
Married,26-35,Yes,-49.85137861399365,62.274415123820624,-5.108237096495911,B,D,-155.4629797386887,1
Widowed,51-65,Mental,-67.61205858765605,239.27516973685889,31.470316057235863,E,E,162.25950086801691,0
Widowed,18-25,Both,-9.505579175503767,33.23941143593226,-15.88001503443046,C,C,103.68242906391816,0
Widowed,65+,Yes,-36.96807232237774,70.01377229568246,176.70001890279957,D,A,-58.71886726863937,0
Divorced,26-35,None,86.45669811961942,77.85762879343284,74.07791358263411,D,A,13.767442491422125,0
Widowed,26-35,Both,-62.0410943783939,-113.81119055023964,-143.38986883341335,A,E,-56.940657616617564,1
Divorced,26-35,Mental,-89.28044941883594,-172.02990849392037,-5.030420655670266,A,E,-69.50618001241926,1
Widowed,26-35,Physical,188.6512154447153,-160.63725123824835,50.61535314035825,B,C,87.25279515616207,0
Single,65+,No,-191.19582182105222,-95.19928856931979,107.36114589969874,A,C,-152.17576832992415,1
Widowed,26-35,Mental,32.999259538448634,-92.17401396860397,82.9558782309157,E,C,43.09712009574796,0
Widowed,65+,Mental,44.881852631399596,129.9673350810745,82.7918214358653,C,E,-3.126029047278664,1
Single,36-50,Physical,-22.79845194407403,20.837314784170786,-11.550450391172886,B,E,-36.12127426473205,1
Single,65+,Yes,79.93535626972411,-14.777399724187227,-80.52153520726726,E,A,39.25653494259365,0
Widowed,36-50,Physical,144.05493373229717,-21.610720238489428,-153.5871447477424,D,D,13.175978373192685,0
Divorced,36-50,Both,82.33615149312243,9.31531026863915,22.752766855089273,C,C,-48.346278913407815,0
Divorced,36-50,Yes,-111.84313019856884,-141.25630994907527,31.15925271077537,D,A,-33.472086936932484,1
Single,36-50,Both,65.9158518494451,82.71521451727205,-34.12004532682309,E,B,299.9305324237743,1
Divorced,26-35,Yes,28.840153341520967,123.2882499026851,71.66800540054119,C,E,-11.280500854521785,0
Divorced,26-35,Yes,-21.136954853082283,-143.41252075431868,-33.35778497164386,B,C,141.69488555461533,1
Married,36-50,Physical,104.77381748347088,-48.73344491844667,67.03567097412252,E,E,41.84202866098034,1
Single,65+,None,23.449631138984252,81.8167157614023,-100.84792962787925,A,B,4.260995259778335,1
Widowed,51-65,No,-123.31320149283988,-10.13721002814925,-16.927888470637743,B,B,36.4979770960546,1
Married,65+,None,95.70639347504125,29.326227856177017,20.851658443608482,A,B,38.90773675450744,1
Divorced,18-25,No,-160.55283389434624,-69.97582526718737,101.18749303284645,A,C,-155.5746950762681,0
Single,36-50,Both,-89.45399482685355,24.70451971108997,-29.26522833718486,B,D,267.9079217431644,1
Divorced,26-35,Physical,-71.63732958741409,-41.090185561102864,-226.8750791102389,A,A,108.92903871157435,1
Divorced,65+,Physical,-146.0743972937662,31.188431554949553,-159.77441702781357,D,D,17.23572396213938,1
Single,51-65,None,62.587277020324436,-3.8280336489396922,67.44154356993445,C,A,-78.77100720670138,0
Widowed,36-50,Physical,-33.199696487622305,121.82975872417074,-133.30309442044555,A,B,96.30736715258604,1
Divorced,65+,Physical,-83.22178183460183,12.319567144226973,-42.19975313747624,E,E,229.64201669237045,1
Widowed,26-35,No,101.43627075677514,68.31863708420947,-10.489983032053003,A,E,84.65485922945093,1
Widowed,26-35,None,108.68005263398672,120.85455854017042,-13.707220389073385,D,C,-66.25815289565911,1
Single,18-25,None,-49.51571939682129,50.49557812820491,59.99698755737949,B,B,-76.2062013150203,0
Single,26-35,Yes,139.40715681367575,-25.307875387348407,2.4189171521395556,C,D,21.869433233005232,0
Widowed,65+,Physical,-119.78882359272751,119.02193785526825,8.435508401887267,D,E,57.34515763316169,0
Single,51-65,Yes,26.57179892195507,-53.634255211545955,135.81558391177532,A,A,6.87856724986375,0
Divorced,51-65,Both,161.51467515465978,-52.69284045889451,-174.38719843871223,D,B,28.06025110515094,1
Married,51-65,Mental,-246.0564287940359,63.6215854777226,-146.8456173646128,C,D,-15.1998464482106,1
Single,51-65,Physical,-218.1074399480587,-51.10803439856516,-144.70475458314493,C,B,132.70850618070133,1
Divorced,51-65,Physical,45.01075673200702,-79.93902576643586,-46.794159015591354,E,E,71.76611731851048,1
Divorced,26-35,Physical,91.85900500968953,-71.02326545066443,20.51460542811704,D,D,63.604288921569974,0
Single,51-65,Mental,-7.510802877060738,-19.691048398404025,39.92291923018099,B,A,3.167363584673026,1
Widowed,36-50,Yes,-26.77669508725471,-35.64170173149993,62.105606177130554,B,A,-114.33426187860995,0
Widowed,18-25,No,-11.313093557417,-54.92625605594726,-27.640111243126537,C,A,-88.9915892176923,0
Single,51-65,Physical,147.87181780215008,-75.30375681094783,29.600909893452492,C,D,-74.91911304519337,1
Divorced,65+,Mental,-61.99628127016853,-10.126634565514397,-141.83360717207498,D,D,33.65170144670368,1
Single,36-50,None,153.85002378247282,39.61024895998403,13.751818745357317,E,E,82.26567816126555,1
Married,51-65,None,62.43610582293832,-66.43757325099034,-66.33068977632439,D,A,77.95451259818856,0
Divorced,51-65,Yes,-29.699938850909856,-116.3159689191924,108.79933887108125,B,E,41.32415576316462,0
Divorced,36-50,Yes,-174.90728914694228,108.16671229596105,-64.64436073108745,C,D,-20.233774717591093,0
Widowed,51-65,Yes,28.3484343176252,-23.33495101079831,32.13594525418151,E,C,-30.09248080517175,0
Divorced,18-25,Mental,198.39038619203836,-51.82459222170112,-134.24403558519114,B,C,-80.25728988296754,0
Divorced,26-35,Yes,87.76266854728217,-63.448619178220056,9.332890262060966,E,A,185.83011767161312,0
Single,51-65,Yes,-8.625201342575311,-24.243847565783863,-129.4097082570623,C,B,243.10415105007394,1
Widowed,36-50,Mental,131.8530555134658,-45.99038150360214,16.120570359540736,E,E,30.754568407451888,0
Married,51-65,Both,12.248127551215116,-54.98783287664085,-29.449598369157474,E,A,-101.85527160826904,1
Widowed,36-50,Yes,-7.710262802833085,-161.57858656798027,-23.728404886137902,B,B,-113.57141835183899,0
Divorced,51-65,No,36.4144940384369,-9.298835789320496,113.49197155232518,D,E,174.8323362704613,0
Married,36-50,Yes,120.96369690452589,-38.98458902351633,-70.99354404045947,B,A,54.949690065563125,0
Divorced,36-50,Physical,-31.9547184357517,24.713008027097928,-88.80709698758653,B,E,-118.85471880574154,1
Divorced,18-25,Both,206.8793503302611,31.274069624959424,-89.92192657461644,C,A,0.7503067512655428,1
Single,65+,None,-53.151762334546916,154.29154936640072,-54.065032223041975,C,B,-2.9846085251795125,0
Divorced,51-65,Both,49.57798061777634,133.75223435870546,155.3343838625964,B,A,-7.500213782971375,1
Single,51-65,No,30.30579677419588,14.414233053285708,109.4055645910361,A,B,-85.77652899452568,1
Widowed,65+,None,-127.67024564607854,-50.49117729267636,93.0875540092591,B,A,75.58212667889156,1
Single,65+,Yes,126.5174114686722,-154.07385008050397,-162.0577112996739,D,B,26.087849104840128,0
Widowed,36-50,Mental,184.32522533867333,-39.2361272331436,-243.9330062552745,A,A,36.236350146551224,0
Widowed,26-35,No,-61.77344316567267,150.29007389464948,121.21823795143007,D,A,57.11054641523755,0
Single,36-50,None,145.77681909155518,-63.75426571154898,-89.96987589567192,D,A,161.04229155485044,0
Widowed,65+,No,-101.13263091846107,104.29580913737675,-102.76949299807656,D,B,152.7653490785553,1
Divorced,51-65,Mental,-188.09336459997382,50.30096359243898,99.21793792908981,A,A,-200.96697456537927,1
Single,18-25,Physical,16.62231843289323,25.678906751060953,61.88631991022092,E,A,-29.504497737151148,1
Married,26-35,No,36.237861703436195,-127.84245035127206,-185.9591765809882,A,C,-43.86424200797634,0
Married,51-65,Both,-69.13484094635277,-49.930976107396894,-70.33912605154255,A,A,18.395643272344447,1
Widowed,36-50,Yes,-108.04255800395957,-2.3055277048113854,-51.90416143817232,E,D,-175.77185028645374,1
Single,36-50,No,2.011066002148783,32.99822728767233,51.142274607200974,E,E,-85.56271260218669,0
Married,18-25,No,94.44988734163059,47.38950708193443,116.44569683598198,B,C,32.36813591015762,0
Single,26-35,None,-177.8827354252674,88.74042164308526,187.45493160900537,A,C,111.8693789310301,0
Married,36-50,Both,-43.781530502411705,-101.0282185155289,65.89664074165901,E,E,14.733325731840866,1
Divorced,36-50,No,16.20770545289453,-49.09413395017999,-34.27736089825522,B,E,-24.75742052017563,1
Single,36-50,Both,31.82542244606907,59.75799810288049,-216.35692418484814,B,E,24.617674824260195,0
Single,51-65,Both,-37.41154717511887,235.60204238372964,-27.359703615124914,D,B,88.88190183964298,1
Single,51-65,None,-115.81825922711656,132.30639278381332,84.9691829393864,A,E,-77.98122553665866,1
Single,18-25,No,-16.50278526123512,-80.86651384973516,-101.86297726696762,B,A,118.8600838718453,0
Widowed,51-65,Mental,24.196351581023347,123.34659624056906,75.75655976977305,E,B,-26.27582495853154,1
Divorced,51-65,None,-60.62163051041668,-72.45648286084825,-162.33006198745215,C,B,-30.279205713008512,1
Single,51-65,Physical,-75.81201726538941,-38.75761269297441,-177.03647678843208,D,D,-19.139659424084172,1
Married,36-50,Both,-42.97477660079558,-180.74666904022087,59.037569386893864,D,C,50.17791226889836,1
Married,36-50,No,-52.664916069825516,-71.39276395065922,95.88919527050007,A,C,35.97196157532924,1
Married,51-65,Both,-63.091784421812555,89.2825821382054,-50.97513484738943,A,D,-28.42802127074764,0
Single,36-50,None,-67.65726270220503,108.43192430997067,-65.82560090018022,B,A,-112.9487467129038,0
Married,51-65,Both,-83.62812897363207,-1.280347506509066,107.24401113746329,E,E,88.00021295749522,1
Divorced,51-65,No,80.689464093946,12.66282739696656,-30.143120106546473,B,D,-102.48750949021598,1
Married,18-25,Yes,2.5507805012353644,52.29490013630698,127.55072087547934,C,A,83.67514101397843,1
Single,65+,None,-45.39921926421014,-43.94912774591003,-100.96098631873286,D,C,42.105539203321705,1
Widowed,65+,Physical,-48.18202811549153,-70.54018982420158,-2.027868151513154,E,A,-10.96399461108518,1
Divorced,51-65,Both,120.2058082718867,-156.18754780864919,81.33227921393242,A,D,-56.09009341616754,1
Divorced,18-25,Physical,-193.08074798126123,104.68608331276732,150.2800694924104,A,D,-122.78990232121878,0
Single,51-65,Both,-71.82021207529421,1.3398830603544667,-212.63118458093885,B,B,-49.1594153103703,0
Divorced,65+,Physical,-44.86200513745543,-24.32183978724883,86.17243217788,D,B,35.07642909537831,1
Married,51-65,No,205.3043799465758,48.521424781263576,132.23674339244934,E,C,-8.669142139890361,1
Married,65+,Both,148.09391557328698,90.4997535783566,-146.2935652283029,A,E,96.99966811505237,1
Single,18-25,Yes,13.091625163731843,-128.7246213054347,152.75498419131247,C,D,83.65552046963923,1
Married,26-35,Both,-102.85774607310414,124.95288224301366,-9.009893139667637,A,D,-87.76855938480325,1
Single,36-50,Mental,166.9591430075703,-70.0571081474064,-70.55385987228834,A,B,-55.85741607122622,0
Married,36-50,Both,-123.07299594695462,11.716894263540405,-105.35975911129891,E,B,-68.33619082053015,1
Divorced,18-25,Yes,84.27894884475309,59.40464093114907,41.98867133958779,D,B,-65.2757069443943,1
Married,36-50,Physical,12.941462690419788,-110.86451187742622,-7.532161151737098,E,E,-91.50021350563834,1
Married,26-35,Both,15.50023034713322,125.50035992305872,35.129074341880525,D,A,41.90651003012273,0
Divorced,26-35,No,70.13271962026619,38.16645019445668,28.482754783061033,E,E,-59.427820145839725,1
Divorced,36-50,No,42.44418618231702,38.56646559849541,-136.6045185267958,A,C,-130.50946216275653,1
Widowed,26-35,None,-15.455654889187196,-71.12102014222452,-47.63678569513707,C,B,92.5601632971283,1
Single,18-25,Yes,102.82744909255086,45.40290367655033,148.79382498815013,A,B,145.46823056246265,0
Widowed,36-50,Yes,65.50361069875817,39.22451792650062,-124.8747601966576,D,A,24.721009967340564,1
Divorced,18-25,No,-219.45621016400008,62.80073967702402,-65.24375488900772,B,D,-12.10821303669319,0
Married,26-35,Physical,-6.171413911668052,-31.306996093647804,-23.702934312083183,B,A,-68.03687340073756,1
Widowed,36-50,None,-111.20149322524986,116.47421470009172,-90.59593785147561,B,B,0.9816787780733811,0
Married,26-35,None,-147.17121221925316,-26.769605838175636,-75.98794519789101,B,B,138.7763495289109,1
Divorced,65+,Both,-117.7621635250796,-149.19942739906688,29.1728199597981,C,C,-28.662079362250875,0
Widowed,26-35,Yes,-103.37226228951634,54.46958096131005,25.422736611776365,D,B,-69.21696877919726,0
Divorced,36-50,None,145.98528112575417,-20.97908065104053,-166.4961341318604,B,B,-57.55912987563334,0
Widowed,51-65,Physical,-24.91063683598085,-11.80712457655989,13.591769273917329,D,C,9.424042470478785,1
Married,18-25,No,46.849470697146025,162.85589866500266,31.42324871177815,C,D,-54.37077328800892,1
Widowed,18-25,Both,55.25036545236202,85.9849227810627,82.55252388108254,E,C,-154.75815087080574,1
Widowed,51-65,Physical,19.458533052565063,-88.08136328324834,-63.36095291552508,D,E,-57.74660643732602,1
Divorced,26-35,Mental,36.95369610904896,210.47014157640493,-132.03776953401612,A,A,-90.37726563616563,0
Widowed,18-25,Physical,20.19664762536525,-67.27456245338274,-8.777664112126946,B,A,-17.74433042225186,0
Divorced,26-35,Physical,110.5257988707921,-158.9192140926027,-51.56802188242735,D,E,-10.762688275173103,0
Single,65+,Yes,103.60004523994894,-146.39946252547432,-115.0539901852585,A,E,-99.19117414590961,1
Married,51-65,Both,-42.604481575498546,57.260022664350174,-17.75488001990267,E,E,-103.96832970499383,1
Single,18-25,Yes,-12.14543852878627,8.04069683440957,128.49197766374306,D,B,-99.30591546462749,1
Single,36-50,Both,-107.71857434713618,3.8233428235954383,38.14987931772306,C,C,-4.7849871118253775,1
Divorced,18-25,Physical,-179.92836809939962,-10.118308439627016,-160.91265112363368,A,B,159.1342245057984,0
Married,51-65,Physical,52.40682199815966,-13.345700507352404,54.15462083560721,C,A,-41.822390511073685,1
Widowed,26-35,Physical,43.158151540831405,-47.97662082749467,121.07768657093199,E,B,-106.87987455568147,0
Married,65+,Mental,25.29869558354494,71.09324276676863,-8.968983398520015,E,D,123.74935328569698,0
Divorced,51-65,Mental,-146.78589796572209,-17.001076471277365,18.954508497321186,A,E,16.816516286821468,1
Single,36-50,No,74.6463110804107,16.852911992593757,-64.04705245954906,C,E,-6.652006052457146,1
Widowed,36-50,Yes,-40.98999490754508,100.92673967099792,-137.02302903695,D,A,112.0718779805089,0
Single,65+,Yes,7.553686246659024,58.289935295313896,212.15085006442234,C,B,-142.1050493598404,0
Single,65+,Both,24.6302137503272,226.6114217148513,-12.783384260287148,D,C,-45.95597815198877,1
Widowed,51-65,Physical,87.25584658474061,58.85372652683879,60.526446178968826,B,C,43.3436973940276,0
Divorced,51-65,Physical,-203.48011766970387,96.66629149839267,-27.254729406749256,D,B,25.216100099485306,1
Married,36-50,No,60.31390373099268,-80.24408876014976,63.260030825331604,B,B,-176.9123294594474,1
Divorced,26-35,Both,-35.056896511878236,96.5712464721397,-99.52388328588007,E,B,268.82215472432074,1
Divorced,36-50,None,6.9956843063734775,-111.77581379406848,-52.84062565961337,D,D,169.51277345626858,0
Single,26-35,Physical,-25.02031064736715,78.261219618099,-45.53527722650546,D,A,64.76213389251319,0
Divorced,18-25,Physical,6.059415025584398,-84.31471205078445,-15.174645190236097,E,C,44.90288740286769,0
Divorced,51-65,No,-10.506857181496173,16.9160517521837,124.67329754569296,B,B,31.332657563721362,1
Single,26-35,Both,95.21478162192017,-40.75829408652567,11.261295296227186,A,C,104.33944303612155,0
Divorced,65+,Physical,-58.009273513053905,-92.70012836421604,9.759950524743497,D,E,-28.465436739049732,0
Married,26-35,Yes,-37.127275250586464,-53.97011276196888,91.46998108437253,D,C,-119.13341838261277,1
Married,65+,No,-141.72544677294684,112.01147056042457,177.84660431452116,C,C,49.89771385345981,1
Married,51-65,Both,-36.39977836012899,-248.98703105352644,-66.04876711484052,C,E,92.91792469906753,0
Widowed,36-50,Both,-75.39556758008983,-278.4885117902886,24.782543842818082,A,B,-128.52141858827898,1
Single,36-50,None,-138.5878145562813,164.95311251442652,-114.26300786009702,C,D,-26.515530547757805,1
Divorced,36-50,Yes,103.19201502150821,-6.55078019108787,-76.03773750208302,E,D,-44.951363861486556,1
Married,65+,No,-93.53749511347195,21.717911002978738,74.34158468035373,C,A,17.660719535053016,1
Married,36-50,No,-18.896654580899416,107.11297325981684,-62.18383649097351,E,A,95.618631816291,0
Married,36-50,Both,75.81690104276923,-4.0257696671563385,-50.618416699355976,D,A,-15.286751698869242,1
Widowed,65+,None,102.68597239326411,57.92855343433991,-32.379266427314455,D,A,36.021133879341455,1
Divorced,65+,None,89.2385602132054,77.61580581502994,160.46850860873067,A,B,54.15509907020554,0
Widowed,26-35,None,63.954963303918944,47.99105387912937,-8.215990301369338,E,A,60.497521228707875,0
Divorced,65+,Yes,30.93976350154626,-83.69957495690102,255.0028406697463,D,E,-7.697069407384212,1
Widowed,51-65,Mental,115.7304818475515,-103.32622368774402,-84.72622663376677,D,C,35.9870395146372,1
Widowed,36-50,No,80.39253242529075,-84.39542605641546,-144.46773856420637,C,D,-235.53197460866454,1
Married,51-65,No,75.93836927063761,20.693927329690574,-84.94670722996838,C,C,-153.81233687991786,1
Married,36-50,Mental,96.28337749769823,-72.60145726251707,-39.14892773269173,B,A,130.71820777401172,1
Married,51-65,Yes,47.09656185100516,-23.89545127023931,-180.67689325359135,E,E,193.04472333555478,0
Married,36-50,Both,103.64340487432398,-51.62299398021385,-29.25324133892353,D,D,0.5553050310649992,1
Widowed,26-35,None,-69.747137140742,18.26070016815834,-22.643529222075063,B,B,-59.12890624817141,1
Widowed,26-35,No,-61.42553818623351,96.52026399012072,195.4105452569334,A,D,73.6805471223687,1
Single,51-65,None,92.74408713795611,38.19514103288531,-259.14369192173297,C,D,138.41819840865077,0
Widowed,26-35,No,38.36386965830525,25.642673212328127,69.50482691684512,B,C,-207.3089102634258,0
Married,26-35,Yes,-87.93744733838635,-115.58988646686092,-115.20891908426711,A,E,71.682449194971,1
Widowed,65+,Both,-100.58280803177662,79.77880554220843,-47.87560551451429,D,B,28.6820341610771,0
Widowed,51-65,Yes,13.051447567654979,-84.8978846604743,70.64250461246048,B,E,-125.15250742078388,0
Single,51-65,Mental,152.7358623640722,-109.98684564333998,34.18761911183143,C,C,-42.98906909973874,1
Divorced,51-65,Physical,-70.21708580190155,-98.79840131983389,110.50616403240355,A,C,-37.87497951365539,1
Widowed,51-65,None,-69.06959427066164,104.15830351221938,-30.436679695761352,A,A,295.0870779994528,1
Single,18-25,Both,-48.83576664896475,-73.4680601867519,-22.12525899147653,A,D,12.883328997424325,1
Married,51-65,Mental,11.350010682039079,-30.56324179818695,5.070781533198473,A,E,-170.7160332500073,0
Widowed,18-25,No,212.00958039046287,-82.31817426421493,-48.90548443912308,B,E,-43.21440647452731,0
Widowed,65+,Mental,9.588877679297312,-63.2563470231238,-28.782865155243265,E,C,-26.26810837416402,1
Married,26-35,Physical,-217.6659967716958,74.13209703441628,56.23592356817297,A,D,-11.594785251003966,0
Widowed,65+,Yes,154.98770232705866,-20.56818699728944,-99.23359610217835,B,E,188.665901685759,1
Divorced,18-25,None,64.88346465760058,-45.458529365600356,128.38115574572456,E,B,173.55891446653627,0
Single,36-50,No,161.11471359911744,61.41394493991583,29.905804453814916,C,C,103.00033659491605,1
Married,65+,Yes,129.02617086886556,-168.42197114662065,-210.91930167642835,A,E,52.44698358466214,0
Single,36-50,No,11.245037607562994,-18.696139532983356,11.227234068586862,B,B,28.76263927922757,1
Married,26-35,Both,29.037397689575855,17.51983382533922,-145.20708898291088,D,B,289.51754530307113,0
Widowed,26-35,None,-182.74744082164295,104.32314154191677,-86.30937295431481,E,E,-149.4469858462549,1
Married,51-65,None,-180.60498157375585,15.124289331023949,31.103676554324416,E,A,187.08986162393697,1
Single,26-35,Both,-124.39563271597669,-5.587442763891104,131.01708793511662,C,D,77.98340838485284,1
Single,26-35,None,74.37789102986912,319.66836651685423,6.642557854240616,A,C,-136.19268114777773,0
Married,36-50,Yes,30.921309805173003,52.677536430388415,63.45667479361007,C,E,142.2540546451537,0
Divorced,26-35,None,-5.9605115246747715,130.51729062495008,-103.69661821532996,A,D,113.98947952148811,0
