age_range,SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,Non-binary,Yes,US,99.44368912070061,101.0087558359343,E,B,A,86.43017866567465,1
18-25,M,Veteran,US,-111.45133389892634,50.665996817349466,E,D,B,319.31787786598824,0
26-35,Non-binary,Yes,UK,149.76994625267133,34.54386926256011,A,E,A,-35.78670349511855,1
36-50,Other,Yes,Brazil,65.77752949884808,59.23929710827447,C,C,B,276.959428391162,1
51-65,Non-binary,Yes,China,-12.925455024107219,-65.29399937318125,D,E,A,-64.92876622565687,0
36-50,F,Veteran,Mexico,-249.7170697115755,-102.99718736729753,E,A,C,0.12771433606498664,1
65+,F,Non-Veteran,China,-23.00487412612483,68.81164951255714,A,D,E,138.2854482312142,0
51-65,Male,No,Germany,-261.955043821595,86.10163743148462,B,A,A,63.75142301415425,1
26-35,F,No,China,9.135733962040879,7.4291229197726985,A,B,B,97.03475965923847,1
65+,Male,Veteran,Other,-93.90525598212959,-3.9058977112421984,E,C,C,203.35431517194218,0
26-35,M,Yes,UK,44.3031915186619,-35.103161677295105,C,D,C,-186.59994868617002,1
51-65,Male,No,Germany,-93.47629454686836,-52.052355460610855,B,E,A,-67.02749580569473,1
18-25,Other,No,Germany,-160.69518268300567,-124.60039917434675,A,E,C,22.80820806248388,1
65+,Non-binary,Non-Veteran,Mexico,-98.9683615700679,20.582869142044757,A,B,E,177.23773831959778,0
51-65,F,Non-Veteran,India,-108.06595498606161,46.94896905053517,D,D,A,19.771865964465267,0
65+,M,Yes,Brazil,128.8044317972941,89.31462589368026,B,A,D,-35.50721412126524,0
51-65,Male,Veteran,US,232.16881951280172,-26.005241837639616,A,E,D,7.735580609052957,0
51-65,F,Yes,Mexico,-130.68642772679365,38.35322317265587,A,A,D,35.932216988045056,0
26-35,M,Veteran,Germany,123.90436023561315,9.18529298524358,A,C,B,-93.85549603154514,1
65+,Male,Yes,Mexico,7.454593412238474,-68.21733179057804,C,B,E,-188.15343421708204,0
36-50,Male,Non-Veteran,Germany,-34.13080916956678,-44.76171351496197,D,E,E,124.28795924398754,1
18-25,Male,Non-Veteran,US,-14.208829778476023,-51.515136755998846,B,D,A,-21.67286757243137,0
26-35,Other,Non-Veteran,Mexico,-50.66031553059079,124.48833390691303,E,A,A,88.85341396205995,1
26-35,M,Non-Veteran,UK,4.450585672368509,-68.76213550668349,B,E,B,33.33357505914501,1
51-65,Non-binary,No,US,61.742833848222155,120.30427257194476,A,C,A,-7.394104749788213,1
36-50,Non-binary,Veteran,US,31.98502462172489,-82.86534536532918,A,D,C,47.62387326684201,0
26-35,Male,Veteran,Brazil,-145.49884286255107,28.005373626332,D,B,A,3.811754142574163,1
65+,Other,No,UK,107.2026691787859,-5.140468757631448,D,C,A,-89.87690887804803,1
26-35,Non-binary,No,Other,138.45227635346268,-106.65689423004166,E,B,C,60.81277994145727,0
65+,Female,Yes,Germany,-89.25841165884985,15.741744045101386,A,B,C,55.38980979078295,0
18-25,Non-binary,Non-Veteran,Germany,95.53655083759264,46.219641487256006,E,E,C,54.50837160804036,1
36-50,Female,No,US,103.82326665252224,-100.11565268688383,D,E,D,127.29825573341496,0
65+,F,Non-Veteran,China,-23.506695371890824,-13.151509142031644,B,D,A,-118.61640136138207,0
65+,Non-binary,Non-Veteran,India,-39.699427162059216,73.62520121042725,A,C,E,-26.04809876822293,0
51-65,Non-binary,Veteran,Brazil,-74.9970998836379,125.91100693839168,B,D,B,-149.199960232428,0
36-50,Other,No,Germany,-60.70841132606151,-99.69758724412915,A,A,B,-76.01609861721221,1
51-65,Other,Veteran,Mexico,62.116758857582376,-2.0722029215974933,E,B,E,-200.40023326775778,1
65+,Female,No,Other,-77.89389396843333,-26.609224612757444,A,D,A,-37.76683579132497,1
65+,Non-binary,No,China,175.57054010009426,111.17447144070567,D,D,C,-17.727294936560465,0
65+,F,Yes,Brazil,-158.7119451484029,19.79594564878178,B,B,D,2.5060641912025674,1
65+,Female,Non-Veteran,India,147.71968600410338,100.9994105917824,A,B,B,125.96949637749768,0
51-65,F,Veteran,US,-107.83592581591644,-66.02459210931241,D,B,B,12.357247449738038,0
51-65,Female,Veteran,India,10.957333265349872,-196.5391548735964,A,A,A,122.63315287173839,0
51-65,M,Yes,Germany,-169.86261647814135,16.646451143682516,E,A,C,-40.69250404928088,1
65+,Female,Yes,Germany,-67.2219215562322,-33.40109252491486,C,C,E,-48.995015971490744,1
51-65,Non-binary,Veteran,Brazil,184.5629766762149,-121.41241959308051,D,B,D,-157.9509558016686,0
26-35,Male,Veteran,Germany,135.98591495756438,-62.97522007354035,B,A,E,6.647096637536326,0
18-25,Other,Non-Veteran,Germany,29.457725894913327,140.67946924778855,E,E,E,-64.14701528034755,1
18-25,Male,Non-Veteran,UK,158.4828444366906,34.42194418708059,E,D,D,98.31262469290648,0
51-65,Non-binary,Yes,US,122.24642575325993,32.69102996626877,D,A,A,-79.28118470615834,0
36-50,Non-binary,Yes,India,-130.38837978927944,-14.03593176492149,E,A,C,-3.747361043305601,0
51-65,Non-binary,Non-Veteran,Brazil,-109.83503266645336,-22.87009717183771,C,E,E,-61.83759600795923,0
51-65,F,Veteran,Mexico,-116.82858457667007,22.586356351672926,E,D,D,-92.26006219018434,1
51-65,Female,Yes,Other,51.51264291987714,123.8221650053544,C,B,C,-129.09405530077828,0
18-25,Other,No,Other,68.6724327763392,51.36732264139581,B,B,E,-75.12149458963017,1
36-50,Other,No,India,42.95879056552139,-67.76241610436783,E,B,B,-81.32451182804526,0
65+,Other,No,Other,-32.73492236808185,8.582334194083115,E,C,B,-109.7382824777077,0
51-65,F,No,India,186.8697413367449,-106.07123713326843,E,E,A,208.91967782218774,1
36-50,M,Yes,Germany,-50.202492370707205,40.48091294851901,E,C,C,-10.937776687454905,0
51-65,Non-binary,Non-Veteran,India,-110.51643030234402,-56.39419774895069,D,D,D,145.3253107107905,1
51-65,Female,Yes,Germany,-81.95183321950411,-75.44705416514147,A,D,D,-147.89630181361093,0
36-50,Male,Non-Veteran,Other,41.70766797787802,-153.16820339680172,B,A,D,40.66588620052666,0
51-65,M,Yes,US,83.21210246848833,54.93923683502331,E,D,B,25.57187264509145,0
18-25,Other,Veteran,Other,-17.00998975313498,-10.339334970603481,E,D,E,37.37803110868193,1
51-65,Non-binary,Veteran,China,133.37946890606682,117.10021509816208,B,B,B,-55.530796029817665,0
65+,Female,No,China,-65.36520792420639,-160.41090625759307,A,B,C,-25.367579726110467,0
36-50,Non-binary,No,Mexico,72.92190540969764,149.05707512641183,A,A,B,-67.00653084129577,0
26-35,Non-binary,Non-Veteran,India,-44.20408885071191,-135.97728393039748,C,C,A,-91.02429013104688,1
65+,Other,Veteran,Germany,187.95413170259008,55.50999536132989,C,A,D,38.949072877521914,1
26-35,Other,Veteran,UK,94.75396433514854,-29.932297099488192,C,A,A,-88.24143188267942,0
18-25,M,No,Brazil,21.3600844461479,-115.91917434628864,B,B,C,-12.218497204807138,0
18-25,M,Veteran,US,-11.904847036934433,20.375968080004007,C,A,E,169.1620917337909,0
36-50,Male,Veteran,Mexico,136.19086595369598,-6.101423502061809,B,A,A,-0.8189135831322133,0
36-50,Female,Veteran,UK,36.46782036733081,-127.38279215424362,A,D,E,67.34865116139437,0
51-65,Other,No,UK,-52.47897477461273,107.57981342128558,E,D,D,-52.740930396113896,0
36-50,Female,Yes,US,-122.60465959568587,-161.27050186556409,C,D,E,-131.51832949505373,1
65+,Female,Yes,China,-206.3532172297942,77.08991892403434,C,E,E,-109.5396021268068,0
36-50,F,No,Other,82.94791789785532,-52.19670840507575,C,E,C,112.6599336426194,1
65+,Other,Veteran,Brazil,-90.81011500814998,22.61841156142973,C,E,A,43.86152630235838,0
51-65,Other,Yes,Other,-70.76746497860657,76.41680176476245,E,D,B,84.64319251623776,1
36-50,F,No,Brazil,-99.0490818761671,73.66913697237578,E,C,C,-11.392808694532029,1
26-35,M,Veteran,UK,10.11790943705244,66.29931147194542,D,B,A,57.17110620092824,0
65+,Male,No,US,83.74852015629395,69.47260362666282,C,D,C,19.34189540598132,0
51-65,Other,Non-Veteran,Brazil,61.78201812549583,-158.8561637132314,C,B,B,-39.195926010024415,0
65+,M,Non-Veteran,Germany,-137.20717197832124,120.88470544966445,E,D,D,-271.8803154979191,0
26-35,Other,Yes,UK,71.31559923414291,-267.3633367594066,D,D,C,-70.9130980738286,1
65+,Other,No,Other,-145.32901903874495,-18.300386952828298,B,B,B,47.11624282721548,0
18-25,F,No,Mexico,58.79682267511952,-245.76778713938953,E,D,A,-78.46966669543484,0
36-50,Female,Non-Veteran,US,-116.43038112847228,22.870705446465255,B,D,E,298.53145857721,1
18-25,F,Veteran,India,-223.67461603376037,66.74394108132664,E,A,D,-52.10506256183709,1
26-35,Other,Yes,China,112.33912042184251,11.3187653244001,A,B,C,48.61213830838807,1
18-25,F,No,India,66.53637458038578,80.55608682331935,D,A,A,79.26361929901738,0
65+,Other,No,Brazil,91.06696948175285,0.9783869254925677,A,A,D,85.82183426143393,0
36-50,Non-binary,Yes,China,93.8900711477249,59.82648311032794,D,E,D,57.92900296755058,1
36-50,Other,No,Germany,-190.95753529052314,71.43062750314796,C,C,C,-109.24588776709167,0
51-65,Female,No,Brazil,207.2127445049777,127.4822652912559,B,C,A,-111.41539728168533,1
18-25,Male,No,Mexico,-42.34271254311708,88.92209911176326,E,D,B,33.22411476255361,0
18-25,Other,Yes,India,13.745556491956023,66.58421751050984,B,C,D,1.1182913723649082,1
65+,Non-binary,Veteran,Mexico,14.740420620941821,68.26813618757922,D,D,E,-248.78231045573688,0
36-50,F,No,India,-44.14851663131411,28.16582061315366,D,D,C,36.00922744303488,0
65+,Other,Non-Veteran,Germany,-54.35638618599208,0.9800897066523047,B,C,B,-67.5040206396682,0
65+,M,Veteran,Mexico,-94.09821147819633,-48.839534273387756,E,D,C,-108.85578759626755,0
26-35,Male,No,UK,57.97728143738804,7.4488664906314686,A,B,C,-39.91550190882578,1
51-65,Male,Veteran,Mexico,-61.16981473215477,-65.14699449713619,E,A,B,31.71947021915201,0
26-35,Female,Yes,India,-17.3906216093142,33.26111606476951,E,E,B,-124.21364083104265,1
65+,Female,No,UK,15.007099199722006,-177.67075087925184,A,E,A,-15.70622159056522,1
18-25,Other,No,US,59.05237350794561,152.34929636359135,B,A,D,85.60371873404124,1
65+,Non-binary,Non-Veteran,UK,-78.38454014175844,-94.43880405643658,B,A,A,7.595564538072354,1
18-25,Male,No,US,57.452174562045954,85.25408688637674,C,E,B,-201.42223223108076,0
51-65,Female,Veteran,China,-10.285063479605075,-44.068665803103364,C,C,E,-127.84181998923705,0
51-65,Other,Yes,India,44.25591647584253,-62.87486635847546,B,B,A,-131.62740025414317,1
18-25,F,Veteran,Germany,157.66839646930515,-22.31327397874243,A,D,E,1.3244336858048025,1
18-25,Female,Yes,India,-138.40069798717855,-78.62030278937286,A,B,C,-75.82937259794821,1
65+,Other,Veteran,Mexico,-15.546577721420382,25.39003071435716,B,A,E,107.2292708122488,0
65+,Non-binary,Veteran,US,155.42285147146575,-41.95392211358344,C,B,E,140.63712518400902,0
65+,Other,Non-Veteran,Mexico,115.60326240138316,15.527168889139945,E,E,B,122.81139389827604,1
18-25,Non-binary,Veteran,Other,-205.2190990906638,-106.44928654605232,E,E,A,-125.40495599899005,0
18-25,Female,Non-Veteran,Brazil,-58.66577910852596,-154.18692402444793,E,C,A,48.14660549727387,1
36-50,Non-binary,Yes,India,-117.74065369908999,-29.761342990009215,B,E,C,45.623142531038965,1
36-50,F,Veteran,Germany,-38.159460156871845,71.62275591045936,A,A,D,33.770068127589944,0
65+,F,Non-Veteran,Other,60.235456152417456,27.86115355037044,E,C,C,148.54509142478173,0
18-25,M,Non-Veteran,UK,-187.96926339441697,-136.15552576711505,D,C,A,-52.16202321918655,1
18-25,Female,No,Germany,-45.603590247444245,14.856753807820025,E,C,B,-138.73942573664905,1
26-35,Other,Non-Veteran,China,33.74657831143166,50.30950129379854,E,E,C,121.01653935063115,0
51-65,Female,Veteran,Germany,79.62257444463103,-169.85614923428602,E,C,B,-110.08642773948812,0
26-35,Non-binary,Yes,Other,-95.5492817941735,28.95688310638947,E,A,E,-57.03499396873723,1
18-25,Other,Veteran,Brazil,222.16490816123388,-145.9557553415577,E,A,D,207.2471546779957,1
65+,Male,Yes,Brazil,-37.96974377287953,123.6703890921596,C,A,D,28.67329084646773,1
26-35,Other,Non-Veteran,Other,-122.56052072417198,73.46887336335831,B,C,D,-147.2345743142325,0
36-50,M,No,Germany,7.882900216949191,11.378921147434209,E,A,C,66.56629392273902,0
18-25,Other,Veteran,Mexico,-6.711571774956708,43.957006740800416,D,A,E,75.82274858648678,0
51-65,Other,Yes,US,14.018232672212013,4.319257138340809,E,C,C,-200.4183379716952,1
26-35,F,Non-Veteran,Other,-101.08754791891148,19.29084904486931,E,C,E,111.19858613264472,0
26-35,Male,Veteran,Other,48.41941953288195,-95.89631381024927,C,E,C,-27.57121702662737,1
18-25,Other,Veteran,India,-54.688093577186905,-32.304748770782005,C,E,E,47.45549523911165,1
26-35,Non-binary,Veteran,Brazil,138.30306718234772,1.3507002107247015,D,A,E,28.77078216165476,0
26-35,Other,Yes,India,11.084954444201607,56.212047743536345,C,A,E,229.85610921473142,0
51-65,Female,Non-Veteran,Mexico,-157.53470404535042,162.30975336845694,A,E,B,-194.11929979195594,1
65+,M,Yes,India,-111.2439853435406,-11.465614999914319,D,C,A,44.95274767646122,0
26-35,M,No,China,-85.80211735521416,58.338152828771626,E,E,A,33.16249998220789,0
36-50,Other,Veteran,Mexico,42.67458758995294,111.78992489037434,A,B,B,111.14778877715952,0
26-35,Non-binary,Veteran,UK,23.33895589300382,-21.197887265510918,C,E,B,7.5311696156860535,0
26-35,M,Non-Veteran,Other,125.7655328254627,54.66195774182978,E,E,D,94.52787977143205,0
65+,Other,Veteran,Other,48.44239118934435,12.55104856907635,D,D,D,-32.331228117576416,1
51-65,M,Non-Veteran,Mexico,-122.27149010766092,250.12902722567057,D,E,D,17.385111500050314,0
26-35,Male,Yes,China,-87.16175231444475,-141.58036869507998,A,A,E,158.1184897214633,1
36-50,Non-binary,No,Mexico,0.1620863870546566,3.9592255795550897,C,D,A,-115.62697026190862,1
18-25,F,Yes,Other,102.72577511576226,1.8246751353254436,C,C,C,82.3112194514308,0
18-25,Female,No,Brazil,102.36726523477732,-15.966942979621468,B,E,B,117.64630543788725,0
18-25,F,Yes,Mexico,172.2273309466097,-162.83118813775675,E,E,B,-38.89384205997551,1
36-50,Male,No,Germany,4.39511130676163,2.3313130937135806,D,A,B,52.144402547020285,1
36-50,Female,Yes,Other,-104.94956286613765,-63.558591177137245,D,A,E,-81.88835884027766,0
26-35,Female,Yes,Germany,-62.300045246508375,-6.902534403800736,D,B,E,-110.51284975865944,1
51-65,Female,Non-Veteran,US,71.80313637232761,137.55267552307902,C,D,B,138.27844445959386,0
65+,F,No,Other,18.0315894366076,-54.832302905254096,E,C,D,30.087296709804594,0
36-50,Male,No,UK,-44.667399224426255,148.49751277015696,A,A,C,13.433269796400102,1
18-25,Female,No,India,13.249865304086871,63.00203104638956,E,D,A,106.26481563822905,0
18-25,Other,Non-Veteran,China,31.239700802536518,-10.276984604096356,C,A,A,108.90809880767087,0
65+,M,No,China,-3.704601017535208,-163.48733306810814,D,C,B,34.42761633040129,0
51-65,Other,No,UK,141.0600729471552,-117.01052980840491,A,B,C,-101.97590534094726,1
26-35,Other,Yes,Mexico,-62.71379375680919,47.468011965157444,E,B,D,-0.9930278599507761,1
51-65,F,Non-Veteran,US,148.17009937106042,-138.93628191996942,A,D,B,76.58369457229179,0
18-25,M,Yes,Brazil,-85.77402376529648,-117.44677734992557,A,E,B,85.58520376653694,0
65+,M,Veteran,India,-122.66856196188472,-37.932463336816326,E,C,B,90.03639809894916,1
18-25,F,Veteran,India,76.39544635270413,-52.31135578424625,C,A,A,91.41707190441375,1
26-35,Female,Yes,Other,45.289473816077745,129.3517553513564,C,B,D,65.48090826683318,1
18-25,Female,Yes,US,6.537362771853757,158.93150248122976,D,B,A,-82.07937232880278,0
18-25,F,Non-Veteran,US,-15.940122780584097,-34.392751494764404,E,C,C,45.74700746866366,1
36-50,F,Veteran,Other,-72.41070960020166,21.608940795028424,C,D,D,-24.146020376408458,1
65+,F,Veteran,Other,82.78701202115354,19.207367356358805,C,B,B,5.002871818736945,0
65+,Other,No,Brazil,249.11708980453832,16.7068533471313,B,D,A,10.738783714685765,0
65+,Female,Non-Veteran,Mexico,-186.59565736255794,40.605391278627884,A,A,C,17.44975542922875,0
36-50,F,Non-Veteran,China,152.25856041482808,-18.528116595016066,B,C,C,-162.6813005593153,1
18-25,Non-binary,Yes,UK,-38.453819896390854,100.26159446818528,A,C,D,-29.38619479434689,0
36-50,F,Veteran,Brazil,96.36524246482104,-279.7608143839966,C,B,D,-35.43904512138426,1
18-25,Other,Yes,UK,-34.646958322324544,-114.40931623374482,C,B,A,114.45810976455468,0
36-50,M,No,Brazil,-78.83273114956417,-160.9370105413809,D,A,D,117.4532669383214,1
26-35,Other,No,China,-34.06079478655846,-126.73987673753932,D,D,A,-28.194178568903556,0
18-25,Male,No,China,73.23455768117454,-21.446768652282294,C,C,E,-184.11922646292723,1
18-25,Other,Non-Veteran,Brazil,125.45003460816453,-29.61358639257119,D,D,A,-166.60482173305275,1
26-35,Male,Veteran,India,41.939632790144756,-116.29428299165143,C,B,B,69.23084555885069,1
51-65,M,No,Mexico,104.11198504757803,-97.831094730712,D,E,E,80.65121031263462,0
51-65,Female,Veteran,Mexico,79.19296274589293,-95.19015265366163,D,C,D,-147.07794747927753,1
26-35,Non-binary,Veteran,Other,83.69751384593131,5.4308921762088,E,E,A,-145.2183416495582,1
26-35,Male,Non-Veteran,India,-12.948734723185105,-35.43401678058826,B,D,C,-88.10142534308973,0
65+,Non-binary,Non-Veteran,India,149.9785818941905,-135.26514523701994,C,E,A,56.85111372716233,1
51-65,Non-binary,Yes,Brazil,-12.352873270060572,-174.54593724084714,B,E,C,-18.793157451297965,1
18-25,Female,Veteran,Other,-28.821733182809066,-89.85175279077313,B,D,A,-17.946173249464042,0
26-35,Other,Non-Veteran,US,-72.56612260073882,-32.34932008873334,E,C,A,-48.11759005028621,0
36-50,M,No,UK,-112.76597618436965,-145.4387299513898,D,A,E,99.67300381426872,0
36-50,Female,Non-Veteran,China,104.20418079620552,71.08150960723165,D,C,D,-110.48175229726486,0
26-35,Female,No,Mexico,63.57974070408087,-37.39253850445821,D,B,A,-90.69703324314312,1
18-25,Non-binary,No,Other,-21.639187553601463,-196.18324391663117,E,E,E,-99.6022672244274,1
36-50,Male,Yes,UK,10.384618451688862,19.035917557475905,D,C,D,-76.68869341965078,0
65+,Other,Yes,India,114.67303655283683,-185.1198871353086,D,C,D,131.8538125816626,1
65+,Male,Veteran,US,26.6816605525109,48.993705188054065,D,D,B,-29.668253040442266,1
51-65,Male,No,Germany,-7.323171229303678,-6.443428548143106,A,D,D,-75.41054550431674,0
51-65,Non-binary,Veteran,Other,-172.25461751388846,-72.99543767957415,A,A,B,-51.566836302214256,1
65+,F,Yes,Brazil,16.378112311761313,-14.957036232538897,E,B,B,-29.76240559375875,0
18-25,Non-binary,Non-Veteran,Other,61.78268874348475,160.52531223573797,A,E,E,-111.08407323983273,0
36-50,M,Veteran,Brazil,108.53485534697673,-6.022935049835003,B,D,E,60.61680905917166,1
36-50,Male,Non-Veteran,Other,4.414656707072312,77.72806379229,A,E,B,21.58720834240863,0
26-35,Female,Veteran,Brazil,86.62023751417385,-76.1352949171482,B,B,C,101.06190096063077,1
26-35,M,Veteran,Mexico,-94.21451119372789,9.664443032972608,E,D,C,71.79561817379809,1
36-50,Other,No,US,-80.66363195630058,9.128990999919976,A,A,A,19.572413476933935,1
18-25,F,Non-Veteran,Germany,-103.617160693637,55.52996054137785,E,A,E,-20.37635962305592,0
65+,F,No,Brazil,-61.15577692727634,-7.353724263854476,C,C,D,-98.33445853170238,1
18-25,Other,No,Brazil,-39.84742997835313,23.348980558701314,B,A,A,-66.72186120339548,1
65+,M,No,India,-46.450504928349176,-1.9939413186835464,A,D,B,-113.23506552925309,1
65+,Male,Non-Veteran,Mexico,-140.02019479662366,38.05846246250269,B,C,C,145.19457224360082,1
65+,Female,Veteran,Germany,-24.973946426279582,186.0852542902292,D,D,B,-105.7579933866193,1
18-25,Other,Non-Veteran,Mexico,-21.10719907570627,-34.41620859230346,A,B,E,87.24383243318472,0
65+,Other,No,UK,-89.45501799254843,-141.90025243226756,C,B,B,-124.1689485683374,1
18-25,Other,Non-Veteran,UK,56.695438795105005,-87.6142935275664,A,D,A,51.010901933460836,0
51-65,Male,Non-Veteran,China,-161.93082455721873,-16.853466707389757,D,A,B,-33.739893747707924,0
36-50,Female,No,China,132.7746128989815,-60.84722485286955,B,E,E,-10.538042528699783,1
18-25,F,Veteran,Brazil,57.9879149235382,24.988073763866087,C,D,C,-5.375482310096749,1
18-25,M,Non-Veteran,US,59.59267419236153,-28.87697641216555,B,D,E,85.35384205966751,0
26-35,Male,Veteran,Germany,-124.54087952939157,59.02345730949161,A,E,A,92.31761955261332,1
65+,F,Yes,UK,4.4216676999270375,-204.63171340984735,A,D,D,17.79747463770065,0
51-65,F,No,Brazil,-35.161566430970176,0.746219432701541,A,B,A,-70.01856001894433,1
36-50,Other,Non-Veteran,China,-107.67791885575582,103.19474169092318,E,C,A,42.826990524814896,0
65+,Non-binary,No,Mexico,2.9860804041903877,67.16950077216748,B,A,A,118.32998410503815,0
36-50,Other,Veteran,Germany,-121.77296336959864,-30.527521600795865,B,E,E,10.571310706350573,0
65+,F,Non-Veteran,Brazil,-108.31647713092103,-63.64076310534491,E,B,B,10.766072942539024,0
18-25,Other,Non-Veteran,Mexico,191.42174505012665,-14.133235338667863,B,D,E,-41.99926656899939,0
65+,Other,Yes,Mexico,48.13524071651003,96.05667363470359,C,A,C,5.609484591560136,1
18-25,Other,No,India,-93.97500433641882,-96.29692003051295,B,C,A,-82.61055420772094,1
65+,M,Non-Veteran,India,-126.73457307299856,-193.02035848248792,A,E,A,37.50091827755824,0
18-25,M,Yes,Germany,-123.23562845512512,32.71659758497514,B,A,E,55.18462534448159,1
18-25,Female,Non-Veteran,US,124.59821445046329,-113.99458922739318,E,B,E,61.39288284758321,0
51-65,Male,Non-Veteran,India,-13.63570009267169,164.4054416499736,D,E,E,56.25924412494639,0
18-25,Other,No,India,-36.89114726316628,-70.24972802543549,C,C,B,-29.859110036429243,0
18-25,M,Non-Veteran,UK,48.7488077504186,51.184817774551036,B,C,C,84.74195418716285,0
26-35,Non-binary,Non-Veteran,India,61.721773422860714,-51.91212813188284,A,C,A,-200.27033888443384,1
65+,M,Yes,UK,-86.65941954874874,-151.30617603415212,B,A,A,81.24252866800519,1
26-35,M,Yes,Brazil,-107.60380786799522,176.4183963413649,D,A,B,87.82002358689952,1
18-25,Other,No,China,74.96736205521715,-13.724234521897488,A,B,B,106.98946930215926,1
26-35,Female,Non-Veteran,UK,-196.26558690201387,1.6789776603925037,D,A,D,184.04032184866105,1
36-50,Male,Non-Veteran,UK,124.88213515915501,-33.668880498292076,B,C,A,-65.93747266095218,0
26-35,Male,Yes,India,113.23262196706104,-78.86148329193871,E,E,D,82.10145282748954,0
18-25,Non-binary,No,US,124.52182523297711,-49.81546695232646,B,A,A,-0.32022434587142656,1
26-35,F,Non-Veteran,Other,56.27608082561169,63.17974565848351,B,E,A,220.4923613180633,1
26-35,Female,No,Other,-144.32171428128638,32.06200368400229,E,A,C,-58.4546816153584,1
18-25,Male,Non-Veteran,UK,19.443659152211442,-133.20195536247036,A,B,D,-43.48754625983878,1
26-35,Other,Non-Veteran,Brazil,48.225634158272506,49.01457823115371,E,E,E,-30.0519083714902,1
51-65,M,No,Other,180.0256282906522,92.85365513640319,E,C,B,-17.017395526538483,0
65+,Other,Yes,US,107.55129658113096,127.6230861816255,E,B,A,16.10570500005983,1
36-50,Female,Veteran,India,-1.2434690280997693,117.34908347854433,A,A,E,-71.69875595065805,1
51-65,Non-binary,Non-Veteran,US,-52.33454027780113,-45.12138134968474,C,C,B,-41.825824653846304,0
51-65,M,No,US,51.84038575967861,61.676081107063155,A,E,A,-164.51443396739808,1
51-65,M,Non-Veteran,UK,-172.0577646860718,52.18737243061934,A,D,B,59.94245833469196,1
36-50,Other,Veteran,Other,-13.102714701769072,5.132651033796666,E,C,A,-37.68705303320828,1
51-65,Male,Veteran,China,25.843361846841844,-14.750555026572151,B,B,C,-64.20329868454088,0
51-65,F,Non-Veteran,Mexico,-194.78845078469774,48.05510007030322,A,A,B,-102.8444268178355,1
18-25,Non-binary,No,India,95.70468195223607,-171.70118008521084,A,A,B,-0.9840716338679082,1
26-35,Other,Non-Veteran,Germany,59.441857578285074,26.47692801645721,E,E,A,7.617977142698091,0
18-25,Female,Veteran,China,217.47730604358568,163.38373631962173,B,D,B,70.83813579724473,1
26-35,Other,Non-Veteran,China,-174.6441809531979,16.544157874722607,E,A,E,61.12850991185308,0
36-50,M,No,Germany,-125.74626786233667,52.68452860956242,D,E,A,40.01565730673321,1
65+,F,No,Brazil,-36.40485233342867,-108.41434853365419,C,B,C,216.84912067636373,0
36-50,Male,Yes,Other,37.534511757598466,53.92138614040329,D,B,A,26.909904159102783,0
51-65,M,Veteran,China,90.17349303172578,-94.21785382293739,B,A,E,-197.0107949199025,0
18-25,Non-binary,Non-Veteran,Mexico,98.37602706689941,-76.20877671068266,D,E,B,99.98470479361569,1
51-65,Non-binary,Veteran,Germany,51.358101381207966,-153.64509529200078,D,A,D,172.33621074800877,1
18-25,Other,No,UK,63.22132793595331,116.84193566844614,C,A,D,-84.73552987424624,1
65+,Female,Yes,Brazil,-184.3885688767763,20.82413780646955,A,E,A,37.98859968252868,1
51-65,Other,No,India,79.63149753621313,-28.51608015093019,B,B,C,-108.15107103725661,1
36-50,Non-binary,Non-Veteran,India,-1.9012923721809947,-119.96502467797379,D,E,D,-235.41741905299043,0
36-50,Male,Veteran,US,-45.98994812224966,31.02953012317932,C,D,B,-174.38589215875356,1
36-50,F,Non-Veteran,Mexico,49.394544278080325,-173.5918148849641,E,E,A,156.43362808884712,0
65+,Non-binary,Veteran,US,57.82087800689424,61.66489470845205,A,C,E,135.03101525085677,1
18-25,Male,Yes,Other,-21.715366766679413,145.61687914574378,B,E,E,59.40570122794608,0
36-50,Other,Non-Veteran,UK,3.9300428564163865,19.280054486999106,C,D,A,137.54995229820693,1
18-25,Female,Veteran,Mexico,-21.28235317784844,19.39090337803848,E,E,B,-114.41012853651686,1
18-25,M,Veteran,Other,19.51500574131612,95.07687615143698,A,D,B,133.9281358346123,0
26-35,Other,Veteran,India,-148.1397167209964,-176.9474340091079,E,B,D,6.900380397167631,1
18-25,Female,Veteran,UK,-42.92855876645484,71.01114333428794,C,A,B,-181.9697628830496,1
26-35,F,Yes,Brazil,21.326292560709028,139.04890202336261,C,B,D,162.2162352287647,0
65+,M,Veteran,China,89.95333101231402,-86.40163910590476,D,D,A,27.725187018009272,1
26-35,Non-binary,Non-Veteran,Germany,137.10785223665624,-51.87387413733175,D,B,E,-129.0426112772681,0
65+,Male,No,UK,-119.92570805133641,28.967982533227705,C,B,D,-56.76112671062611,0
51-65,Female,Non-Veteran,Mexico,63.327293341760374,-50.7322342105121,C,C,D,-102.43951320560163,1
51-65,Other,No,Other,164.82370368014102,-69.39277656702669,E,B,D,134.66639992999654,0
65+,Non-binary,Non-Veteran,Other,241.46153213985352,62.42649521607715,D,D,B,-129.26603714819544,0
26-35,M,Veteran,UK,20.89715442039606,-83.67588206667051,E,D,A,-41.26989015763077,1
18-25,Non-binary,Veteran,US,-7.7129258583998075,168.3119422115213,E,D,E,-91.47143069330181,1
