Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Mexico,Non-Veteran,C,D,B,-78.9233963046325,-125.00231248213412,E,B,A,-131.74629766293612,0
India,Veteran,A,D,D,201.32927830436108,218.65107996344258,A,A,B,112.47346088668304,0
China,Veteran,A,E,E,-32.18065804917657,59.53883055099486,D,E,D,-181.1716300288476,0
Germany,Yes,A,D,E,93.54024883077808,-20.920062963588013,E,C,C,-68.74648727293771,1
China,Non-Veteran,A,D,C,-153.44936722379515,114.2399612592098,E,C,A,31.05354963320447,1
Germany,Non-Veteran,B,E,B,-6.549746185328741,155.3706810011495,E,B,C,179.0064079049212,1
Brazil,Non-Veteran,C,E,B,101.38090783510214,25.09240526842233,E,E,E,87.04394581795323,0
Brazil,Yes,C,B,D,-173.41170088912895,-150.48872091957173,B,A,C,142.24144016561004,0
Mexico,Non-Veteran,B,E,B,-49.34275180794382,-163.87744302396558,D,A,C,-28.299701133497386,1
Brazil,No,E,A,D,-61.54679671323719,-53.82092341305987,A,D,A,117.42200881561074,1
Brazil,Non-Veteran,C,E,D,-4.758051149923577,142.16566072547525,C,B,E,63.7904771162311,1
Germany,Yes,E,E,D,-49.080453208274314,-104.07986907235876,D,B,A,37.61573879312652,1
Brazil,No,B,D,D,-64.33605528064177,-239.06905452765477,C,D,E,135.8919385855623,1
US,No,A,A,E,-110.05926754030612,-4.57629403595677,A,B,A,-55.50020615696714,0
China,Veteran,B,A,B,-9.796744008456177,-151.07721510121976,C,B,B,-88.99914060892526,0
UK,No,A,A,C,40.76424579382089,-129.83503519875407,E,E,D,75.64428974773546,1
India,No,D,E,B,176.055477078057,113.98016523093719,A,C,B,-185.5280886327043,0
China,Veteran,C,C,A,0.850038566813586,67.3598817940437,C,C,E,-15.155766488740898,1
UK,Non-Veteran,C,D,A,-152.2606861929714,-7.6378516993364425,C,B,D,24.011834135467897,1
Germany,Veteran,A,D,D,-55.79298312335496,87.37250026530468,D,B,D,45.07644455364976,1
Brazil,Veteran,D,A,C,15.955770740367365,80.86140921143978,D,C,D,-40.24486372297954,1
China,Non-Veteran,A,E,E,95.29418232540515,28.904362437548375,B,D,C,93.02015094581473,1
China,No,E,C,B,18.33175991102324,8.009010376628668,A,E,B,254.86908863525565,0
Germany,No,E,D,C,-25.817875781762638,158.81523589822064,E,C,E,-80.60417351378804,1
Mexico,Yes,A,E,D,101.92865615331317,-134.465751350137,A,A,B,115.93076933830702,0
Other,Yes,C,E,A,74.15645020445474,-172.6015588100957,C,C,B,16.282590777931972,0
Brazil,Veteran,A,D,D,-89.77209464250312,87.82994004996644,A,E,D,-202.14030328567398,0
Brazil,Yes,E,E,B,-265.9780912991279,-47.174366523534395,A,D,E,105.35934384939208,0
Other,No,A,D,A,-68.7554138048726,69.41134361700887,D,A,B,-128.96383148390962,1
India,No,D,B,A,8.79493057682957,24.330750198743864,D,A,E,-171.05186840236954,1
Germany,No,D,B,B,86.58975419077534,91.09048508056236,D,C,E,-118.66539691665274,1
Brazil,Veteran,C,D,D,68.9685037592547,-191.02171090229984,D,C,D,51.16213504892435,0
Other,Non-Veteran,A,A,A,-154.0126116808226,-62.33523574788228,D,B,E,108.23898050103516,1
Mexico,Non-Veteran,C,C,B,104.84692108746954,-117.43164581359049,C,E,A,-89.45849775880953,1
Brazil,Non-Veteran,B,E,C,-54.51388859444359,48.56146565919469,B,A,E,-230.69256052904458,1
Other,Veteran,E,B,B,142.60043412292643,-114.04909358410245,C,D,C,-47.1139090519316,0
Other,Veteran,D,D,D,-32.90249904081969,-8.780684912422236,D,E,D,-164.90981958801208,0
Mexico,Veteran,E,C,D,227.29359745569568,61.38878828885079,A,E,A,-144.8734183260533,1
Germany,No,C,B,C,-219.97684543657826,26.579405371653188,C,A,D,117.47302397564458,1
India,Non-Veteran,A,B,C,63.72513625505382,-40.35485155614046,E,B,E,-84.27710642395766,0
Brazil,Yes,A,C,D,37.70305557761671,-68.35998756416807,D,C,E,-33.04113313091176,1
Mexico,Veteran,C,A,C,-68.23145969487878,-126.70239574363849,A,D,A,-52.501107460426745,1
UK,No,C,C,D,25.029593004428385,140.09474426679057,B,A,D,38.91323825367461,0
Germany,No,D,E,D,127.86806083195555,-36.165931574745144,E,B,C,-55.90088136187369,0
Germany,Non-Veteran,E,E,A,-64.01932423614576,-129.37344152991048,A,B,A,6.809505788197933,1
UK,Non-Veteran,A,A,A,-13.8647623797478,33.96388004384273,A,E,A,42.37573761924113,0
Other,No,D,B,E,88.75676089407791,77.09324212491669,A,B,B,-253.96359833515353,0
UK,No,C,A,A,-60.54091473851317,27.99194530544605,B,E,A,139.84111895822303,0
Other,Yes,A,D,D,13.149397108274574,-77.4244637228538,D,D,D,-59.20532880966155,0
UK,Yes,A,C,C,-23.52152582162898,-134.96238488598243,C,D,E,58.58439669785427,0
Brazil,Non-Veteran,D,E,D,-103.70761430720188,-52.707587603372495,B,C,E,-22.276860124662058,0
India,Non-Veteran,E,B,C,-42.304857886307005,-22.2992503602009,B,A,B,-70.22641220699731,1
Germany,Veteran,C,E,A,116.42816750178282,-112.74913873483112,B,E,C,-144.7314346418558,0
UK,Non-Veteran,B,A,A,-57.322688933040276,-53.299879949278065,E,C,D,-34.487671312282416,1
Other,Yes,A,D,C,-92.56995895701252,-123.4627039595062,A,E,D,-18.421955963498387,1
Germany,Yes,C,B,B,-10.953029858902768,-6.181931012508443,A,B,A,51.02896050839307,0
Other,No,D,C,C,116.39127258992976,193.27935414403476,E,C,B,7.969970123487793,0
China,Yes,C,D,B,207.61814609668244,133.5173112591922,A,B,E,131.08795590938166,1
China,Yes,A,A,A,48.09333552216954,-58.617970291714,E,A,A,142.26428053693047,0
India,No,B,D,C,-44.25325015557334,-90.80562028545249,B,A,B,-42.91765038218718,1
India,No,D,C,C,-109.84234087304274,-109.49348599430225,C,D,E,25.60749520676135,1
China,Non-Veteran,E,A,D,32.384384069271604,198.18645463324788,D,B,C,27.7970962762956,1
Brazil,Non-Veteran,E,D,D,0.5935373355818632,-109.96885920552334,D,C,D,47.69466254773375,0
China,No,A,B,E,194.40665818879435,-53.15284383955841,E,C,C,-44.75270092472654,1
US,No,E,E,A,66.61370000210079,-105.38993436160371,C,D,D,-41.311864446776966,1
Brazil,Veteran,B,A,D,-23.26839168300891,125.9151482290815,E,B,D,126.71042408463487,0
Germany,Veteran,A,B,A,-175.93502653910318,-92.08424170083485,C,B,E,170.59442101250067,0
Germany,Non-Veteran,B,A,A,170.8821915480906,124.22656109980943,A,A,B,-75.00849883119028,1
India,Veteran,E,C,D,101.57413303908356,18.077912945731494,C,D,C,53.10826307232652,0
Mexico,No,E,E,E,-58.43657601256766,88.86947236578453,D,A,E,-153.5240528735346,1
Mexico,Non-Veteran,B,B,E,-10.762625354260374,94.50587921353932,A,A,C,174.73258070813415,1
UK,Non-Veteran,D,E,E,-165.73112260314667,-77.1659962000536,C,B,B,274.63516936784254,1
China,Yes,A,C,E,170.32403430855774,-99.82834411599627,A,C,C,57.96609522770051,1
Germany,Veteran,A,B,E,112.01231903265648,-17.08125762567636,B,D,E,210.53466784374456,1
Brazil,Yes,D,A,B,85.87874577726451,-98.28032420313096,A,C,B,124.69465622717433,1
Germany,Yes,B,D,D,-37.21334254458804,-188.03790773009516,D,B,D,-6.0704832586066315,0
Germany,No,A,D,B,-70.05787305428944,146.4804813572601,C,E,C,18.0113749108128,1
China,Non-Veteran,E,A,A,-124.23481751318137,-56.76933581895931,A,E,B,-47.21284102860695,0
UK,Non-Veteran,E,B,E,21.90030112687071,13.633858987592696,B,A,C,92.79190156136353,1
UK,Veteran,E,A,B,47.34311179632627,-247.4333488653918,E,B,C,-101.25049420740395,0
UK,Veteran,D,E,B,-26.695805841813865,-102.4035051628545,C,B,E,-192.12718871417218,0
Mexico,No,B,B,B,145.987126988456,-55.60162455917009,A,C,E,-73.03478681473177,1
Germany,Non-Veteran,C,A,B,23.49715981210162,-124.54701400084063,E,D,A,50.714637938590116,0
Germany,Non-Veteran,D,D,A,-97.86516863264112,-104.8639791504681,B,B,C,194.38771125548914,1
Other,Yes,C,A,D,-86.90879084980716,45.42639761016986,A,C,E,134.1185815953616,0
Brazil,Veteran,D,D,B,93.18057036670417,94.57161612643836,B,C,B,58.81310583715595,1
Germany,Yes,E,A,E,20.154844124490428,63.46714443277606,C,B,C,70.16188734927272,1
US,Yes,E,A,E,-179.38444034630592,-73.11860314497271,B,B,B,23.412133579981372,0
UK,Non-Veteran,C,D,A,-46.059951597632335,66.83560173085084,C,E,C,-104.04927989691201,1
US,No,D,D,E,206.0891193733922,14.695286055162285,D,D,E,184.18008963745035,0
China,Yes,B,D,A,38.550748785271324,117.47325718487684,E,C,C,-32.24867649960877,1
UK,Yes,A,D,E,129.3473370547639,21.35130474183235,D,D,D,26.34998040906691,0
China,Veteran,B,B,A,74.14734467524559,120.10786840863341,B,B,B,-275.32260920079796,1
China,Non-Veteran,D,E,B,-3.4572055280627962,18.82111877389691,E,D,D,103.98918637858658,0
UK,No,B,A,C,-118.37197778534471,88.06456038166864,D,C,E,-147.42494388849755,1
China,No,E,C,A,-26.697103597377776,68.67738785202097,E,E,C,60.203830811791526,1
Brazil,No,C,D,A,-83.59865719365766,-180.15259145243476,E,E,B,-9.955050170246782,0
US,Non-Veteran,E,E,E,-124.15026468956631,-61.948163042944174,A,E,E,-40.32439017446347,0
Other,Yes,A,D,E,-32.31187099913931,-4.603912735728317,A,E,E,46.73028161562557,1
UK,Veteran,B,D,E,-128.97832668403493,-71.95554012939533,B,E,A,154.10249714620053,0
Brazil,Veteran,E,A,D,78.43380403794734,74.09134707439763,A,A,D,-4.8307921189944185,1
Brazil,Veteran,B,E,E,44.79666189157821,127.2828486215544,B,E,B,0.4519909514268683,1
Other,Yes,B,B,E,11.549408265676595,57.43806074350745,C,B,A,-320.75966379334636,1
Germany,Non-Veteran,C,A,A,-101.36493212065463,5.551677306836876,B,E,B,-0.16556419369574923,1
Germany,Yes,B,B,A,108.16334895694635,53.26133218689747,E,C,C,-67.67456907635938,1
US,No,B,A,E,-65.92879285154207,102.44221101191562,B,B,D,74.12329092731234,1
India,Non-Veteran,B,C,A,7.278622216279721,-101.44107110379372,E,E,A,7.767302224578232,1
China,No,A,E,C,-82.31932639191488,31.274893638311273,B,B,B,95.69785814816152,0
Mexico,No,A,C,D,-85.12307860689107,65.14116570827969,B,A,B,79.33699710974467,1
China,Veteran,D,E,E,-150.02298205340284,-40.42644575183374,A,E,A,-14.514181330399524,0
Mexico,Yes,E,A,C,-125.08419527858554,60.67046225036044,B,D,E,-102.24855023162091,1
Other,Non-Veteran,D,D,D,91.77034458691061,15.017247369329677,B,C,C,-30.244615142514984,1
Mexico,Veteran,B,B,A,-11.270189668681278,-98.18824134385139,C,A,D,64.13805309372998,0
Brazil,Yes,E,B,A,-14.633014910340126,-4.346101887148681,C,D,E,81.18310824076877,1
Brazil,Veteran,D,E,B,48.52084299474676,-14.362093759119974,D,A,E,116.31267337881481,1
Germany,Non-Veteran,B,E,E,-79.71863487882794,6.716219354372008,C,D,D,53.57111719439693,0
Germany,Veteran,B,C,B,-123.22280491114932,105.20165947328486,C,E,D,99.51941481644589,0
US,No,A,C,B,35.2178091191042,61.14125982383848,A,D,A,-7.671369558322162,1
Germany,No,C,E,C,111.70577530423603,167.47657617894504,C,A,A,-31.08008729782139,0
UK,Non-Veteran,B,A,A,-55.45717899353385,-33.671736374487985,E,C,C,-89.42538779972597,1
Other,Veteran,A,B,E,-113.4348745644895,-20.221954008146902,B,C,E,-65.91093430372669,0
Germany,Yes,B,C,B,-107.21349228960817,-137.82200345129647,A,A,B,6.284313583051297,0
US,Veteran,D,C,C,33.730675803982805,164.07870322219924,C,B,D,-22.787971131499223,0
Other,Yes,E,E,B,82.64589724656877,24.593995566489063,E,D,B,-64.57999125679818,0
China,Non-Veteran,A,E,C,56.08461323535271,73.7040983333884,C,C,B,111.35301932274903,1
Germany,Veteran,B,B,E,-0.3816336987816508,-20.136679746934906,E,E,C,-88.27743180892274,0
US,Non-Veteran,C,D,E,82.41864945442317,-149.0612536698903,C,C,D,12.749618458124424,1
Mexico,Yes,D,C,B,23.34670444802394,-17.294634492903963,C,A,D,59.84386002235962,0
UK,Non-Veteran,E,E,A,51.75679492830905,-65.85580434321643,A,C,E,-67.14805275160832,0
Mexico,Yes,A,D,D,-78.2055153346128,132.44203172824533,D,C,D,-56.355651971548546,0
Brazil,No,D,A,C,-69.02929733233593,26.676562464700698,D,A,B,-50.41797732288747,0
India,No,A,B,E,-42.47620214417525,1.9963071197533298,A,C,A,13.905715305725314,1
Mexico,Yes,A,D,E,-20.465181451596116,-64.778877650631,A,B,C,51.46484335985764,1
UK,Non-Veteran,D,A,E,-55.33385920000812,62.88497833012093,A,D,A,38.25443584925526,0
Mexico,Non-Veteran,E,B,A,136.9699988020815,-26.884568011356347,A,C,C,-68.09845054889615,0
Mexico,Yes,A,A,C,26.835498133097214,19.86040644359552,A,C,B,88.8177345066624,0
India,Non-Veteran,C,C,B,20.33020120626603,4.1634047709933695,B,B,B,-201.01887516154866,0
Germany,No,A,C,A,22.585585542402388,27.627871567635164,C,B,A,-111.35230760309902,1
US,No,E,B,E,-28.034631181713454,-136.67768287390317,C,D,A,-83.85973724295417,1
Germany,No,A,C,C,-129.99856527298485,49.4218804143743,C,B,C,53.90361264553887,1
China,Yes,C,C,A,-23.709296738299717,-25.256719467394696,A,E,C,41.97018242051736,0
Mexico,Yes,E,C,D,80.67242414362428,-76.19403252900797,C,C,D,-109.49302405546135,0
US,Yes,C,B,D,-192.52437882961195,18.212755281889788,B,E,D,-26.89598690994388,1
Mexico,No,B,D,E,-57.931450716734126,11.523805048661925,A,E,D,-48.14632372137072,1
UK,Veteran,C,A,D,126.48893437731613,139.9788773074683,D,D,A,64.89591431561495,1
China,Veteran,E,B,A,-206.68860480663307,-181.99725148902007,B,E,E,86.81562476160455,0
Mexico,Non-Veteran,D,A,D,27.64563514499891,-246.52030170834408,A,E,C,-91.92992532277347,0
India,Non-Veteran,B,D,C,124.70017499953808,-116.46932200744114,A,B,E,64.80274225193486,1
Other,No,E,E,C,88.62586661413515,-169.07921391949506,B,C,C,-85.36203820641894,0
Mexico,Non-Veteran,E,B,D,-7.751415550241651,0.7982666760829805,E,C,C,9.078920205472032,1
US,Non-Veteran,A,A,D,-9.960061286786221,49.107304422134725,A,B,C,27.84874977231836,0
India,Yes,D,A,E,57.970817648130634,-13.225856463570517,B,B,A,-105.55859620541565,0
US,Non-Veteran,E,D,D,41.557726684202756,-135.26024879842743,D,D,C,29.043560629693886,0
Other,Yes,D,A,B,128.78916557073808,66.34607264209473,D,D,E,-71.1957775651097,1
Other,Veteran,B,A,B,31.230176773940805,-127.63089966954394,D,D,B,-138.95088324837758,0
Other,Non-Veteran,C,D,C,-82.69865480389008,-209.21267995831397,A,E,A,36.03401822441613,0
China,Yes,C,C,E,11.125368288475098,-195.67351724059276,B,D,A,-29.186283038589384,0
Mexico,Non-Veteran,E,C,D,-60.32532907220294,-72.44489551266841,B,E,A,-90.8030150862065,0
India,Veteran,A,E,D,3.092007619599098,35.585686783771294,D,A,E,85.04352617571973,0
Germany,Yes,E,B,B,-119.98402065176475,25.014968858731944,D,E,B,63.73818362108372,1
Brazil,No,D,C,E,106.25739772685043,-25.848479739906672,B,B,C,105.98860030563428,0
Mexico,Yes,B,C,B,-65.73093646692882,-47.473300326518526,C,D,D,18.608908104183662,1
Mexico,Non-Veteran,D,B,E,83.42440056079113,4.221195616462847,C,B,D,-11.040240738651967,0
Other,No,E,C,A,96.25337564716173,-215.46750620868355,A,C,E,53.89911333698774,0
Other,No,C,B,A,-12.179480807885714,-26.329678639945197,B,D,C,133.44212542608824,0
Germany,No,C,E,B,-8.129949086970473,-2.1560502971284303,E,B,C,-22.69799908043315,0
Brazil,Veteran,B,D,B,-20.58841719472359,-32.67185326771828,D,D,C,52.03131791100832,1
India,Non-Veteran,B,C,B,-59.75577296067992,-133.94920788541572,B,D,C,78.11180977142257,1
India,Non-Veteran,A,E,A,1.9795163502202864,-115.43764516779898,E,D,D,21.568290944341637,0
China,Non-Veteran,D,D,D,115.06458629400402,198.52922570236743,D,B,A,167.4648038437172,1
Germany,No,B,B,D,-133.5112568103263,86.69221222781822,D,D,D,-33.96486986454192,0
Brazil,Veteran,B,E,A,-123.84281991951018,27.37586409225241,A,C,D,108.787190240173,1
US,Yes,E,A,E,-189.97040917168513,37.12663809719373,A,E,C,218.2730555409671,1
India,No,E,E,B,386.2514166735586,134.69260182297236,B,C,D,18.791066471753375,1
Other,Veteran,B,A,B,-25.122731074809384,181.7466398603257,B,B,B,160.7797732597134,0
UK,Veteran,C,B,E,0.24099066052181353,-184.75689323382994,D,E,C,-65.49754161042914,0
India,Non-Veteran,A,A,E,-36.48602838654241,-86.68196004765375,E,E,A,-134.7444625352686,0
Other,Yes,C,A,A,96.15158865471373,-3.457961445879402,D,D,E,-41.15453581130158,1
Other,No,A,E,D,28.731440043043744,55.09684181296468,B,C,E,272.39517854331586,1
Brazil,Non-Veteran,C,B,C,1.474406847418975,71.46779899494456,D,A,C,32.369536739009,0
UK,Veteran,D,B,C,-9.97066103930944,-64.67860572085775,A,B,E,-99.12576486671786,1
US,Veteran,C,A,E,24.930673591545002,-49.689447298772464,D,A,C,33.551141934407255,1
Brazil,Non-Veteran,C,A,C,45.238240460882736,36.82623037969035,A,E,C,137.26324217059715,0
India,Non-Veteran,D,B,A,82.89287060979497,51.738873857130116,B,D,E,-65.49951756483269,1
India,Non-Veteran,E,E,D,31.22136682222518,-12.210922770399982,C,C,A,-33.802023185899785,0
India,Non-Veteran,E,C,E,-83.76742483949478,7.75069094891884,E,C,C,63.07436636027707,1
Other,No,E,B,E,-168.13591114757656,-144.05578576438919,C,A,A,66.14116761778055,1
Brazil,Veteran,C,C,D,-133.40603204124392,-64.61446239558107,E,D,E,-0.06265326317718485,0
China,No,D,D,A,145.5468262804654,26.722447024341562,D,C,D,-140.1761927248877,0
Mexico,Yes,A,B,B,-33.05332795166592,3.3310179406261207,A,A,E,-19.406065744426325,0
Germany,Non-Veteran,A,D,C,4.136274573828935,-165.4135005002036,B,A,A,-95.7457441172603,1
Mexico,Veteran,A,B,C,35.50223884335221,-15.494849170858856,A,D,A,-47.42678808250902,1
China,Veteran,D,E,B,-194.268334421455,-41.211992186037655,B,E,C,41.39094184475664,1
Germany,Yes,E,C,B,28.697682381530047,-1.3905500293427582,C,B,E,-306.12383308622475,0
US,Yes,A,A,B,167.01549707564834,34.092704576928185,C,A,E,98.7033270334205,1
China,Yes,C,A,E,-36.72499216150114,11.423089129559859,B,D,A,-27.080302648543842,1
US,No,D,A,C,65.71047211238027,51.56058317331763,A,C,E,-25.53858581247353,0
US,Non-Veteran,B,A,A,-46.366074569032826,-173.27285529929682,E,E,B,-14.729229318162625,1
UK,Non-Veteran,C,C,A,24.358631178588688,105.79874194782948,A,A,A,-29.991720439633124,1
India,Non-Veteran,E,B,C,12.111577993368838,-40.76753233466729,B,D,E,171.95037160192055,0
UK,Non-Veteran,E,A,B,28.019114949932188,141.83319330097373,B,C,A,177.9268730258837,1
India,No,C,D,B,139.1339247271896,-181.0626978503844,B,D,E,-12.914977979576703,0
China,Yes,D,E,E,-56.006976970061395,-94.96656624175915,E,E,D,196.77068571201949,0
Mexico,Non-Veteran,E,B,C,114.17917103703468,-66.93292873083824,B,E,C,-6.645524952616963,0
India,Non-Veteran,D,B,A,81.55899796594113,228.31189021422068,E,A,A,-11.534076892899629,1
Brazil,Non-Veteran,A,A,C,64.00964259704544,5.816251110550208,C,C,D,-16.449649598098112,0
Brazil,Yes,E,B,D,-36.334782829162734,163.8839533117971,E,E,C,-15.618512606298928,1
UK,Veteran,B,C,C,213.04776504340913,-29.59424716956037,B,C,C,-75.20517766998563,1
India,Non-Veteran,E,A,A,-68.40805069838389,-115.440644731603,E,D,B,49.5581127146471,0
Germany,No,E,E,A,-13.521432569149946,-146.70951358073768,B,C,D,67.87515102389935,1
Germany,Veteran,D,E,A,-235.13463134543073,-77.84792003048406,E,D,A,124.30637138261511,1
Other,Veteran,A,C,D,79.51377088143174,127.25108721606951,D,E,A,118.13139637381651,0
Mexico,Yes,B,B,D,125.34969777850722,-94.5027693607966,A,D,D,105.1771556869462,0
China,Yes,C,A,D,32.15989214412575,-56.600590117542495,E,E,E,28.182157360747954,1
UK,No,C,B,A,-64.98331077208536,13.729146090237796,A,D,E,-149.25498055013182,0
UK,No,E,B,B,-203.1107136979792,-56.23378769302613,A,A,B,-46.65637068923595,1
UK,No,D,D,B,-78.13579626270966,-5.492951821866394,D,C,B,-168.74834016899933,0
India,No,A,B,B,-50.73079416340094,100.79857942060659,B,D,E,10.176047718605254,1
Brazil,Yes,E,A,E,-19.58302054037215,-123.28880110775384,C,C,C,-148.8807023461588,0
UK,Non-Veteran,C,D,A,-156.3458472909409,-39.02110091561086,E,A,E,-7.645035000116371,1
US,Yes,E,A,A,79.10775720473133,-70.85272114280428,E,E,D,-9.157315782934088,1
China,Veteran,B,E,E,111.61342944564608,-171.86456619452522,E,C,B,-47.4857952527308,0
UK,Veteran,E,D,A,117.05166104013011,-69.29783781585095,E,D,A,47.44233100944127,0
Mexico,Non-Veteran,E,E,D,38.65022397785194,15.556875098723491,E,B,A,-162.73126867072648,1
India,Veteran,B,B,A,-55.44646199379575,24.427896384784063,E,B,D,18.466819643208627,0
China,No,D,E,B,-153.4044761817933,42.1719075259483,A,E,C,269.8364855136115,1
US,Veteran,E,E,A,-77.6481564966069,-133.72153610564817,D,A,E,-24.5708959331642,0
Mexico,Non-Veteran,C,B,C,20.624479072258044,88.46517283978142,D,B,C,-143.43329235174582,0
Mexico,Veteran,C,D,E,-129.71184197882667,30.82952423891962,B,B,D,191.67746998407645,1
US,Yes,E,D,B,184.7260092285992,43.93015396650084,C,B,A,-65.25558852688174,1
US,Non-Veteran,E,E,E,5.881137506344461,76.70053627199711,E,E,A,238.51254248878652,0
Brazil,Yes,E,D,D,-161.92948325563194,-108.43386538214371,C,B,B,3.808622489542199,1
Brazil,Veteran,B,B,C,-24.364343149703256,-27.987892682481952,B,A,D,-52.01543590697132,0
UK,Veteran,D,E,C,-9.739466407817828,76.58468611325956,A,C,A,-63.682591273740584,0
Brazil,No,C,A,E,494.5793880095615,-106.70318999893115,A,E,C,-249.61360989029956,0
US,No,A,B,D,-160.8394149215124,3.8974545587322704,C,A,B,6.459991879830257,0
Other,Veteran,E,E,D,126.5419710226976,-71.32214436845302,B,B,C,-20.418364411489133,1
Other,Non-Veteran,D,B,E,11.379376140333544,-23.7891934421892,A,A,E,72.97326762846353,1
Mexico,Yes,E,B,B,120.74217281721332,-87.40577167957704,D,B,D,-44.05138623199264,1
China,Yes,E,C,B,-282.5534716837901,-21.179493704942466,D,E,A,-101.85802526664057,0
Other,Non-Veteran,E,C,C,-67.0962797272627,-170.78859866823313,A,D,A,98.36799215422528,1
UK,Veteran,A,E,D,-39.70667959403015,-78.64577689724845,D,E,A,-128.17270695581942,0
Germany,Veteran,A,D,E,165.76578291567708,-77.16424892497514,B,D,C,97.07598038100733,1
India,Non-Veteran,D,B,D,2.4548691671330714,5.331308031130657,B,B,A,93.1465195637308,1
Mexico,No,E,C,C,75.07459681266396,7.02338701700825,E,E,C,109.5027118592712,1
China,Veteran,D,B,D,-47.373168048037165,117.56093148464377,E,A,B,19.821679435887944,0
Germany,Non-Veteran,D,B,A,-26.369964130829693,216.46357964480862,B,C,A,31.09092508747541,1
Mexico,Veteran,B,E,A,-100.49112458119633,50.466515175715266,B,D,E,114.42173797895174,1
Other,Yes,A,E,D,-66.82057610958287,-103.93429824566911,C,D,A,104.90839814318642,0
US,Veteran,A,B,E,26.134250217480243,143.21254250113603,A,E,A,13.313215608995426,1
India,Yes,D,B,D,-17.471243916189994,33.70234056712162,A,C,B,-175.3886362480768,0
Germany,Yes,E,E,C,-74.67003560248283,-141.09112122568112,A,D,A,-72.61382395373516,0
US,Yes,C,C,E,-34.25124900646064,-21.647661700314803,A,C,D,72.12174096941143,1
Other,Veteran,D,C,D,54.348685477076565,144.3243954555755,E,D,E,95.06416800170724,1
India,Non-Veteran,C,A,C,45.668486669333205,-171.2947873037239,A,A,C,-29.2166444926201,1
Mexico,Veteran,D,A,D,-52.441871950493905,-19.058240086522744,C,D,D,13.416094151082591,1
Mexico,Veteran,E,E,A,30.977706189335763,-11.163739203987285,D,E,A,67.28104236425236,1
Other,Veteran,C,B,E,99.95072491843088,-39.40808198378908,E,A,B,46.65658326603246,0
UK,No,D,B,B,-48.64828854227499,-22.247741290738546,B,E,E,281.14507332420646,0
Brazil,Non-Veteran,D,E,A,17.545048229876464,57.46972426306552,D,C,B,110.43268785266503,1
China,Yes,E,D,D,-54.59461115475088,182.38862548950544,D,C,C,10.848774518316242,1
China,Non-Veteran,D,E,D,-76.40076989753685,-82.07386998240464,B,D,C,3.8693202851382225,1
China,Veteran,C,C,B,34.68583153699761,-184.3473305695408,E,D,D,-118.53386336221487,1
Brazil,Yes,E,E,C,21.358664504979295,-160.4477583696481,A,B,D,-41.16612371633714,0
India,No,C,E,A,112.77345723725402,-89.4125424743544,D,B,E,76.95024925005109,0
UK,Non-Veteran,A,C,B,55.90835031350847,-108.68307523747171,A,D,B,-9.135406663543147,1
US,Veteran,C,E,C,-37.51775892476649,80.50341025969537,C,B,A,23.481631011755443,0
Other,Veteran,C,A,E,78.73581808018196,47.0538262649199,A,D,E,-6.544613526302744,0
US,Veteran,D,C,C,-129.57076013698017,-237.67121457135633,A,E,D,-87.1313985932296,0
UK,No,B,D,A,78.12241657844108,48.59765818677872,A,E,D,2.925751680074124,1
Germany,No,D,B,A,-47.134994057666724,127.61377691364906,C,C,A,-92.2229047721081,0
Brazil,No,E,C,B,-31.98761523718467,-125.78016843985806,E,B,C,68.52230293240127,1
UK,Yes,C,A,A,-112.22306838038617,-12.071098914599132,C,A,A,98.9625781350856,0
Germany,No,E,D,A,46.47441347950371,-19.36977224541075,B,E,E,-106.35749844523379,1
Mexico,Yes,D,E,E,-13.7486939112812,42.45284309009516,D,B,E,20.098527664256526,1
Other,Non-Veteran,D,D,B,157.18615973624154,90.09734479112507,C,E,C,-197.32881799649883,0
US,Yes,A,E,C,66.92856993669703,123.0482996184237,B,D,C,-77.935855441038,0
Other,Veteran,C,E,C,-32.4019606702257,-40.720027512055495,C,D,C,78.05570215413688,0
Other,Yes,D,A,B,7.782548660304974,-74.9216756100987,B,B,E,4.01304829742938,1
Brazil,Yes,E,B,A,46.99457456116302,40.357393458975096,D,C,B,45.8544328893041,0
China,Yes,B,C,A,-101.73257508936373,175.75499775231717,B,C,C,-70.42683595021786,0
Brazil,Veteran,A,E,B,-11.600726404215521,61.15213984591662,E,B,D,79.609359771926,1
Mexico,Veteran,E,D,A,224.56825952643635,94.22985795712152,B,C,C,-132.68443755260694,0
India,Yes,D,A,B,-95.88913885421786,-28.625390497380554,C,E,E,-104.46241646187732,0
Mexico,Non-Veteran,E,B,C,-4.983493549133438,0.4539256231468095,D,A,B,2.4791947526675493,1
Other,Yes,D,E,E,-65.48370113848215,14.48639799708118,E,B,C,-6.702753730569874,1
US,No,E,A,E,70.81757004655157,71.79248504261328,C,C,E,-44.917353412494,1
US,Non-Veteran,D,A,A,-99.80374656578417,-86.66201693309775,E,A,C,95.93001756289085,0
Other,Non-Veteran,D,A,C,134.83652391919037,87.78258817641328,E,A,C,232.04355981671992,1
Brazil,No,E,E,D,2.5294219152355644,68.44857403633283,B,C,E,146.808371591326,1
Other,Veteran,A,C,E,55.98010455804968,7.209346605237949,E,D,E,12.847109333599274,1
