age_range,country,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,UK,Hispanic,55,E,53.95174930393759,C,D,D,35.964947899388335,85.49477409317208,E,-124.06283515881455,B,40.70600670035823,1
26-35,Other,White,37,A,-10.871089041191993,C,A,B,-35.06030280848736,-264.3270956330245,C,-33.783672843213964,E,-30.85917456425537,0
36-50,India,African American,19,C,11.837022162493643,B,A,D,-58.236780964133686,-22.73025847516334,C,-108.08664479128507,A,-15.232877711868293,0
65+,Germany,Hispanic,81,D,22.909462464782624,E,E,B,-225.15504354111243,76.10367963297274,E,-23.08877687473987,D,70.8026582675536,0
18-25,US,Black,70,D,45.77765230463295,B,A,E,-109.72640203609858,59.98372690601074,A,125.59287808039885,E,115.37863859027036,1
26-35,India,Asian,23,D,67.86734900124273,E,C,E,-137.7028153810645,-16.1600775922348,D,-51.72221079870071,B,-98.10819083727694,0
18-25,Other,White,96,C,-112.03027620761847,E,C,C,-1.4958267495692559,-22.670467845891,B,-56.44894323825429,B,59.29077140224233,1
65+,Germany,Hispanic,31,E,-203.2730509009327,D,C,C,28.499432845289263,-12.785820712787327,E,19.07311652511234,B,-21.07059100371078,0
26-35,Other,Other,45,E,69.47152989906516,A,B,E,-82.55234159983574,45.80595498464274,D,-168.53814953901352,C,-92.63357599358099,0
65+,Mexico,Black,70,E,171.61983310020352,D,B,B,-33.869753828462876,-72.47690892750244,D,17.310112700248045,B,94.49500588690414,0
36-50,Brazil,Other,26,E,120.81445101137855,E,C,D,-70.73313410555261,1.4672583648734563,E,7.343510127509776,D,-23.935411978786963,0
18-25,China,Asian,45,B,72.64685580371633,A,E,B,-138.10841724976137,33.61575823818014,B,-36.90852991959686,A,9.611729174024848,1
36-50,UK,Black,78,C,-1.4033143300793574,D,D,D,-128.17475017830952,-82.77452048056672,C,4.702999913347711,C,-125.03526017821873,1
18-25,Germany,Asian,96,E,-102.89885511063501,B,A,E,-95.6551393700642,-46.30112920941181,B,-7.135868311082527,E,-99.08750500422575,0
65+,UK,Black,26,C,0.8249205297211957,A,B,A,119.7038129709426,-89.36852658826662,A,59.01900944629757,E,-109.23488811787954,0
36-50,China,White,89,D,-48.65572687102683,B,E,E,-77.48447235196416,-36.31368869392091,D,-125.30732309199941,C,-172.17515443695171,1
65+,India,African American,22,D,-53.31421604673826,E,A,A,134.09681934929193,162.05925539207743,A,-14.402180696339828,E,44.15495027003363,1
26-35,Mexico,Black,32,C,-85.84629792664457,B,C,A,-41.6933736103007,96.44511150805529,E,228.22916779213438,D,-4.312793424334642,0
65+,UK,Hispanic,25,A,-99.17704192443017,D,B,A,79.4366287210705,-25.788929134173287,A,-12.148760226419471,D,-36.925500336190694,0
65+,UK,White,20,E,60.72294173381064,C,C,B,-232.77772707551208,-45.98973155973965,A,-168.05942046592696,D,106.10771020175261,1
36-50,Mexico,White,60,A,-138.33902085654617,C,A,A,109.42726215415637,53.42296205576369,E,-101.52533934278922,A,-61.438197951795516,1
26-35,China,White,96,E,141.17084510782806,D,B,A,12.037828975320313,-130.18315421105908,B,-222.28605495988901,B,86.56647573018333,1
18-25,Germany,Hispanic,69,E,48.63481746591079,C,B,C,-28.4938039169513,28.757154291548943,C,56.04363328270009,E,79.45036674022154,1
65+,Germany,Hispanic,49,D,-61.22178738554452,C,C,C,45.91681477390619,18.377054972600508,C,22.19994264416259,E,131.58413819825628,1
36-50,Other,Black,72,B,121.07970879611918,B,E,D,-20.320910951160872,-77.36653812263484,E,7.529061147670266,E,-59.82279834129602,1
18-25,India,African American,80,B,104.3698547402563,E,E,D,56.247272775328696,-60.773135275533384,E,-28.425555371329214,B,153.18472875114176,0
18-25,China,Asian,78,C,-111.18865549018082,D,D,B,-216.8114034186501,-36.90649614510211,A,-109.76796533881495,D,67.45045332373441,0
51-65,China,African American,50,E,-104.15521442462472,B,E,E,118.75335390145602,149.35619247526319,B,-25.18993034662827,B,13.875134425052812,1
65+,Mexico,Black,82,E,-101.66482836281303,B,E,B,25.618667731570344,179.37045837647156,C,35.86518561938305,A,-181.0282564888024,1
36-50,US,Black,71,E,41.61429864538707,D,E,B,30.1093130448923,-50.20098002622099,A,41.67748609908704,E,-20.46286606718219,1
36-50,Other,Other,56,A,56.53823620914531,E,D,A,-51.99232674308578,-67.10652852257857,C,-9.906634442576259,B,85.20843524876456,0
65+,US,White,76,A,-78.5611309390854,A,D,B,-17.761489860089647,-18.805811501778077,B,-79.3374108691087,D,-75.15250020923247,0
36-50,China,Black,89,C,-101.41974957792898,D,E,B,-99.57783784733844,-11.016498240717313,A,106.42997204916935,A,-3.423233748455253,0
26-35,US,Asian,67,D,-99.10411069303252,C,B,E,60.07322839791935,218.05827884719181,E,48.342910232868626,A,-1.2145913599087292,0
51-65,US,Other,68,D,-36.48454185565739,B,E,A,-79.88040833930924,-0.558089490977323,A,41.629408661283364,C,-9.471062194953715,0
51-65,UK,Hispanic,33,B,0.11191949604451457,E,A,B,66.24667838698598,142.8678490415619,B,162.68292568093602,C,119.05654372837802,0
51-65,Mexico,Other,73,E,20.507540842995738,B,A,A,10.123133887625501,-167.86754365527727,E,154.62422095392557,A,17.3811073921173,1
26-35,Germany,Black,67,C,119.0012243141368,C,A,C,94.19842119091841,-90.43337267582142,A,-72.35705011089861,D,-65.60656829953456,0
26-35,Other,Other,72,B,55.68601590066549,D,C,A,-75.10616169964143,-123.99145492462924,D,131.40059743995857,D,61.96050179747649,0
36-50,China,Asian,77,E,-13.057302950301716,B,B,B,100.20823544372446,33.39647330227283,C,-154.66994554432918,A,-110.86202051960221,0
36-50,Brazil,African American,19,C,-118.75853389948973,A,C,C,-31.57436534778079,-63.94955702101955,D,-75.81099722489323,C,136.68518233397634,1
65+,Germany,Asian,28,C,-88.88108946118281,E,A,E,-226.0826352522041,13.85802641849886,C,-228.33096671461342,D,-158.30563043635019,1
36-50,India,Asian,27,A,120.51962063127293,D,D,C,-60.31695181433394,-4.134966052345082,A,-67.7870007136405,A,56.940340573309186,0
26-35,US,Asian,40,D,-127.53759644948188,A,A,A,41.27947319034247,130.6641106306085,E,-58.69138721397438,D,-25.543062284383396,0
36-50,Other,African American,87,C,123.97632000366534,E,C,A,25.382765440092932,-14.71898008369122,D,110.19702712836745,A,-169.65995870433156,1
18-25,China,Hispanic,43,C,73.46648054834411,C,B,A,48.27642208611475,-61.39613143477837,D,-6.146570358990519,D,-30.83193354805424,1
18-25,Mexico,Black,53,E,-8.72691204463635,D,D,A,-15.70268367010456,-105.83666346270427,E,-28.634173866438516,D,180.01048280461805,1
65+,Other,Asian,48,E,-124.64757078295693,D,A,E,-85.35083932554849,5.437475643709792,B,-62.89284440272712,B,48.035500020658475,1
36-50,US,White,23,A,42.50364796786111,C,C,A,-168.88509593897967,54.997850178604544,E,-98.38019049511637,E,144.61841941818827,1
36-50,India,Asian,20,E,-95.885803723915,E,D,E,-119.48800697999044,28.082337775062662,D,-248.919806374106,B,-37.35320227581956,0
26-35,Mexico,White,20,B,-26.072252638720006,B,C,C,55.49179509035953,-74.67132292748863,D,176.07473933553243,A,-97.42589666052484,1
18-25,China,Black,99,E,-69.52655407690148,E,B,B,17.36001021807901,39.18600944440306,E,17.050944898033197,A,31.513639848844843,1
51-65,Mexico,Black,63,E,95.81013488357222,D,D,B,21.540985128661973,-124.99766878055749,E,169.80294964524896,C,-52.192404476327134,1
18-25,Germany,Other,97,E,22.420675382843616,C,D,A,58.02915334716897,-57.3377324419678,A,-129.60594474804643,D,-17.739501539701067,1
36-50,Germany,Asian,25,A,-120.39642366494547,E,A,A,-76.44544910147206,-18.69478619706294,D,162.5587500710883,B,30.363906599144958,0
26-35,UK,White,50,B,-100.66892583440973,E,C,E,93.37611127902545,-149.19478919221146,D,-41.217222114433454,B,-162.57648510251886,1
36-50,Germany,Other,36,D,191.22836269981477,C,B,A,126.26517543463945,-85.38582754084545,E,-128.37979545224366,D,21.673374631762385,0
26-35,UK,Black,56,A,-47.565155821684414,C,A,E,-14.199881364090713,-58.512974362158054,B,-30.962572138561928,C,277.57256878495656,1
36-50,Other,White,59,D,58.24420880661759,E,B,D,-25.02503618658206,-26.45565739153798,C,22.70989012760248,D,-94.05513726771872,1
36-50,US,Hispanic,77,C,108.48640583045395,E,C,E,-161.58353976643036,-39.38317525893512,E,99.34870469295876,A,446.60604320343566,0
26-35,Germany,White,87,D,0.4100737251017012,A,B,A,-10.67590019876631,60.03624092932317,C,-112.79672974298553,C,15.8493024339728,1
26-35,Germany,Asian,26,C,63.61482218459016,B,D,A,48.29561293218874,106.35829894901872,D,56.971178064799076,A,53.173331896987065,0
18-25,UK,Hispanic,87,B,55.82199596828939,B,E,A,-116.96371580862994,40.65833126629679,E,-84.29406251708271,D,-129.6351996377322,0
18-25,US,White,63,D,-64.74585900795164,E,C,C,86.3695278424409,98.16969098102891,A,55.652998142252095,B,105.29859211451802,1
65+,Germany,Black,79,C,169.7514673300985,A,D,C,1.8815343703857839,-143.94219756344532,C,-71.92219323996218,C,32.306054097424806,0
26-35,China,Asian,35,B,163.91184631550274,B,D,D,120.34670494258339,-45.950587145145086,B,80.65507469791903,C,-5.565463754475076,1
36-50,Mexico,White,30,D,-6.058784580376524,C,B,E,-107.63097042502825,-181.93085902838408,C,-30.811115530820505,C,-102.60635849447814,1
18-25,Brazil,Hispanic,76,C,106.13813412442788,A,C,A,27.037754064594367,109.48345950300984,E,97.77902661864312,B,-30.213850394304426,0
26-35,UK,Asian,73,A,-281.01045668851765,E,C,D,182.22714715198052,-145.41006367870298,D,-15.160841657339919,D,-173.1776286001417,0
36-50,Brazil,African American,63,E,30.375818958970633,D,D,C,-3.8264173516745803,137.83891821629916,A,-134.1974095707644,E,183.98677302435675,1
18-25,UK,African American,41,B,-87.9085653718588,E,A,C,14.106540327475091,114.09830462655901,E,-6.657122570025925,A,-141.0248778273909,0
26-35,Brazil,Other,64,D,128.0246852876513,E,D,C,-46.469544284993916,125.60638239569923,D,-35.099233082385176,B,-18.251263356655784,1
65+,UK,White,46,C,-46.057073839262266,D,D,E,-151.07793149666577,-10.057407705803335,A,114.71964120905558,E,311.11117413521356,1
36-50,US,White,89,D,180.69357129703224,C,C,D,-109.42602556061512,-30.331907156059724,B,-36.63114391280738,B,14.168221510707513,0
65+,US,Other,77,B,217.80977800224312,E,D,E,-117.93277373098682,34.24981302487959,B,86.87366449459559,E,-7.504402594989743,1
26-35,Brazil,Other,36,C,176.29044035465458,D,C,D,-39.767761318991205,36.71657150370888,E,-179.13300943607118,C,32.41112006150386,0
36-50,Other,Other,73,D,-76.2587562550907,C,E,C,-17.78773495953691,-125.48999532419447,A,192.19282972438768,A,-50.39545253983641,0
51-65,UK,Black,56,A,-221.16041356927164,B,E,C,92.96611134139573,-126.69881165612384,B,92.62740976788909,A,-121.87715423544326,0
26-35,Mexico,Black,21,C,-10.324538500507,B,D,C,-29.046467079239264,92.7261114405842,E,-6.541743768302063,D,37.06023152165771,1
51-65,Brazil,Black,68,D,-47.621179959568664,B,D,E,-115.45899547757925,-130.00377964088165,D,128.50771904835395,A,-134.83454277331865,1
26-35,US,White,67,C,128.4936206693424,C,C,D,109.82862491235186,-125.0887072154695,B,129.29152271933566,E,17.65197395966766,0
26-35,Germany,Hispanic,46,E,-160.7778786750609,B,B,E,-103.56008702921362,44.064633765297046,B,-57.88048098947694,C,-60.17646406354344,0
65+,UK,Hispanic,18,A,60.92513108506478,A,C,C,8.101129088709845,-99.54702170416212,D,9.393715383459329,B,31.068834069010688,1
18-25,UK,Asian,97,E,-85.85966490956511,D,A,E,-47.588362983156486,-148.10905917234786,A,-31.89571156396987,E,-77.90320331126757,1
51-65,India,Asian,18,E,355.7663176656591,E,A,D,63.88194585170239,23.49704010209592,E,118.81503111242529,C,18.382499525773554,1
18-25,Other,Asian,55,D,103.40190373367324,C,D,E,-49.1426633584569,17.64063875726894,B,-46.19566844606592,A,-100.96400698887152,1
51-65,Brazil,Other,35,D,10.56907068124759,C,B,C,-106.7521052453618,21.918680999595917,B,-33.75849478103033,D,-155.72323261611587,1
26-35,Brazil,White,37,C,-59.02074206410214,E,C,B,4.018836253361429,-54.78498480821862,C,53.05117136608056,B,30.722453512516594,0
18-25,Brazil,African American,40,B,-91.10099285255093,C,E,B,-96.76423859435462,25.433747484641138,E,56.94273234633346,C,62.596086125444586,1
18-25,US,Black,32,A,282.6837477921585,A,C,B,109.34871307667021,-19.681277418300894,A,-0.15516620365757694,A,53.72024316515692,0
51-65,Mexico,Asian,67,A,-31.76997712959636,D,D,D,72.67222207026896,140.90145805620296,C,-186.6956496531693,A,159.33160170860964,0
26-35,India,Asian,54,E,-170.06655891758916,A,B,E,73.81510560909865,235.96015990012327,D,133.38820122964975,A,8.02172316330615,1
36-50,US,Black,84,E,-65.9487701283464,E,D,E,56.278205480810385,77.58300220725502,A,-37.97388864053893,B,-101.95368442760011,1
36-50,Germany,White,68,B,-125.01099901469158,A,B,E,122.01865807720851,-81.10222640377374,A,38.222322178620495,A,-144.19748552813775,1
36-50,China,White,76,D,-6.99046643517142,A,D,C,-153.29689638961662,-18.60677064037092,C,0.8589516302501031,E,-104.88949816275574,0
51-65,India,Black,46,C,208.98684570753846,E,A,D,-115.7689327144415,-33.20564650090762,D,-54.364111434967256,C,21.924738701686262,0
65+,India,Hispanic,31,D,-93.5812346637871,A,E,E,98.14626480218274,139.7636715131279,C,92.55372731491083,C,74.94495170281398,1
36-50,Germany,African American,44,A,-81.35201010146992,D,D,E,20.079891147906245,-67.19136887644615,B,-68.30919428786603,C,-29.975088152807565,0
18-25,China,Other,82,A,160.21580540143813,B,C,A,-110.27518477535723,-114.3322622710097,B,15.83981534555369,D,134.85649730028172,1
36-50,Brazil,African American,33,C,-241.04863728641718,A,A,C,14.700691974811484,18.671762872111717,A,50.51596569855128,A,68.35960227850042,1
51-65,Brazil,Hispanic,53,B,-89.83067196448393,B,D,A,80.66659158478947,115.8195206398288,B,72.06148267179783,D,207.47088295486643,0
26-35,US,Hispanic,53,B,-83.4093174456274,B,A,A,-37.44155669626186,33.91828495809297,D,107.93872962863446,B,-205.37204059488823,0
18-25,China,Black,46,D,154.23256551348132,A,D,C,87.93558843365703,91.44897889678188,E,64.14714064719924,E,74.63113717713775,0
26-35,China,White,70,A,-48.20351859283414,B,E,A,-68.13007603292458,-149.97173341544072,B,72.00599221601748,D,57.40014831559368,1
26-35,Germany,White,76,B,64.36762493970373,A,E,A,-82.4092999151676,73.46078590049157,E,99.69441295813091,A,33.929935589405865,1
26-35,UK,Asian,51,E,-15.78270546786095,E,E,D,-137.15506191055263,-95.15090996449436,E,140.21623706505005,B,55.132446417807714,0
65+,India,Other,50,A,-166.7398994886569,B,E,A,18.927449257374626,-6.586293316779293,A,-60.22100343341082,E,-84.30371651497714,1
18-25,US,White,29,A,-152.19328503001358,A,D,B,-41.77355441038358,76.11486588716238,A,4.288178233950987,C,83.71154106173644,1
36-50,Other,Other,85,B,-30.585998213869566,A,E,E,-12.288993356938258,-14.823248067542579,D,18.989002986692405,C,0.13806618501403609,0
51-65,US,Other,67,E,5.972693996791523,E,E,D,-71.44154943045325,-41.82934389267033,B,-87.18699217161601,A,5.886638876170154,0
36-50,Brazil,African American,93,B,80.54009720308221,A,E,B,15.786630051090237,-106.64617182551324,D,114.25235902779696,E,85.31771478139687,1
26-35,India,African American,39,E,84.79786498792363,E,C,C,90.20965675983938,190.22097107464225,C,-184.88288543252526,C,5.450825549909686,0
26-35,Germany,African American,59,A,-54.40789997195099,C,B,E,1.3136763349587008,-158.15083863805452,C,-42.91519972827289,B,-141.11882236718358,1
65+,Germany,Black,69,D,-11.405343941152399,A,C,A,-208.8419025285532,-5.175228712458589,A,94.21548439977045,A,-60.43284095485518,1
51-65,US,Other,39,E,74.08137366037757,E,E,B,-49.37806783892606,-40.76287333356615,D,132.0048914276324,D,-158.0482842657363,1
18-25,Brazil,White,92,D,-99.90759310133053,B,B,B,-198.35954611817968,-15.275521995752728,A,71.59761336214846,D,-20.11260455664835,1
65+,China,White,66,C,-160.44033745196833,D,E,E,55.10242121356356,-179.01759340064066,B,-78.11284350194406,A,-32.96034961298616,0
18-25,India,Black,39,B,58.526883236193584,A,D,D,244.61015114540425,35.82202908777632,D,110.54500868781005,B,-26.89825323746222,0
36-50,India,Black,58,A,-113.6028001336189,C,D,E,-26.406392992881088,-9.036892587277965,D,-83.82513815809133,E,70.67337820053297,1
65+,India,Other,84,C,-158.2957659856426,D,A,C,25.663577343591186,43.155607305775185,A,54.540100728862605,C,-6.937721395856543,0
26-35,Germany,Hispanic,30,C,-91.98715697480137,B,E,A,41.50644156519679,-174.0437065610489,A,29.145111789961494,C,-38.10239361201739,1
26-35,China,Black,73,E,-69.14296985355382,C,C,C,8.707311187974657,89.18482078907198,D,-97.39923320758447,A,55.516138036642396,1
26-35,Other,Black,94,A,160.18153105664476,D,B,E,45.195926992921606,84.71210989891479,D,18.48638398460467,D,-110.83756716726872,0
51-65,US,Hispanic,31,B,-73.0179810713294,D,E,A,43.304053117982136,79.17669605249851,E,26.635970107092405,D,-42.64696510467916,1
26-35,Brazil,African American,99,A,-47.559763419402906,E,E,E,21.08243805966653,-95.58025366728073,E,-69.0801925695,E,45.805678272079,0
65+,Brazil,African American,39,A,-152.325145249459,C,E,C,-26.91824692081258,-37.11205671288583,D,17.534713922940213,D,-91.58109063672003,0
36-50,Germany,Black,22,B,-88.9369893157357,E,A,B,-79.68599736851083,43.06244553445154,A,2.858371469397484,B,-248.5538856286234,0
65+,Other,Asian,43,B,-115.23094696090135,C,C,A,57.95628352075523,-76.99916255388263,C,-55.60810802207461,D,12.228501380966375,1
36-50,Mexico,Other,52,D,-162.55308265255513,D,B,B,-67.97889903572609,-63.04711951388252,B,38.41400333724579,A,-229.9138427821279,1
65+,Brazil,Asian,42,C,-115.96232093020782,B,D,D,-121.69613721908763,132.80149678252394,B,-250.5573334738922,E,0.6680327402507805,0
36-50,US,Asian,53,C,122.95333280847616,C,E,D,9.450314122732365,13.20789892377382,E,217.6517978144694,D,-16.96060599061958,0
65+,Mexico,Asian,41,C,-125.01851924724036,A,A,D,-51.956630193747785,20.059471104544986,A,77.06047467275215,B,83.85173253556097,1
65+,India,Black,56,C,-11.37755605371114,C,D,B,-62.266050610936084,26.270617497783622,C,-114.91128897317877,C,33.72506903317253,0
65+,India,Asian,72,D,34.013438438789976,B,C,B,287.37984496932995,-55.61825277036206,D,-105.86149055214283,A,65.60526279585099,0
26-35,China,African American,96,E,161.96081305057663,E,C,A,-29.635687604773032,-2.256678442920556,E,38.082022131157665,E,-29.63732714948045,1
36-50,US,White,78,E,61.227347743495244,A,E,A,-130.7491598640264,-27.141261039948105,E,-82.00838249541181,B,101.91774860452378,1
51-65,China,Black,22,E,-1.0695629671875435,C,E,E,168.64590654552657,106.39568048837498,B,69.30432415292515,E,11.853061215869092,0
36-50,India,Asian,61,C,102.69800336624681,B,B,A,135.11339476440673,-20.064093428638756,B,-16.001093547712163,E,-228.3607904209274,0
51-65,Germany,Asian,98,B,31.465304283386175,B,C,E,9.794106437893259,16.155523686355934,D,-107.21577794265531,D,-25.779275824366326,0
51-65,Other,Other,98,C,39.55840529199852,E,B,C,55.30311007879168,39.56449594394748,A,-125.92467359177182,C,190.2520649237803,0
36-50,Other,Black,33,B,232.41113733502095,A,E,B,57.702936863977015,-40.35088847906427,A,29.21219052689299,B,-75.18165434934853,0
18-25,Brazil,White,86,C,33.04767868970323,A,A,B,-132.8783150789898,70.22239725120565,A,47.907909030471295,A,65.0538846672605,1
18-25,US,Asian,64,E,39.77075092741401,B,D,D,68.32575468214493,3.417850077747902,B,15.895964550007099,E,120.47554321103404,0
36-50,Other,Black,89,C,60.300425709867035,D,D,E,74.74179569245571,-45.30320952260398,A,77.83989837064841,B,-71.58251120681113,1
26-35,Brazil,Hispanic,50,A,-68.49841711477931,C,B,C,96.88049512394468,50.62832475464204,C,51.83267563969345,C,120.41743896193057,0
18-25,Other,Other,92,E,-25.291709019302566,B,C,A,-205.96938271316745,95.8356339587939,E,-103.59093616359264,C,-84.18361908188172,0
26-35,India,Black,65,E,98.65899260187622,D,B,C,-180.36917777987384,41.98414432224697,A,44.928410507899784,C,-201.24447637703997,1
18-25,Other,Hispanic,94,C,-78.89914687589835,B,C,A,55.45043051557529,20.797585526210558,D,-10.15477125712199,C,23.08764410442543,1
51-65,Mexico,African American,36,B,-23.517612397370986,A,D,A,-133.37586831173508,-32.76368813456371,A,54.05954896566696,B,73.21154392776333,0
18-25,Mexico,Hispanic,62,C,68.74220360069069,A,C,D,-59.148020027257544,-106.88704624669947,C,-149.60873046888648,C,9.29430058311304,0
65+,China,Other,51,A,-41.82846523716853,C,D,B,-10.58845882882365,222.54462144491546,C,237.99579346091684,A,-138.05869253171127,1
26-35,Mexico,Asian,57,C,18.794056396007143,C,A,A,12.185644468317786,72.7479099919802,A,-161.8585922615311,C,40.93111383605246,0
36-50,Mexico,White,22,E,-185.55016316504262,C,A,B,77.29103036648937,13.564686812211388,E,-138.79947242587446,E,-17.40687667752399,0
26-35,Germany,White,73,E,-135.2972269176896,A,D,B,-35.096531653665174,-56.657155032988825,C,217.70427928697006,B,34.739079133366666,0
36-50,India,White,28,C,-83.73578116250205,C,D,B,-47.109647835671524,-9.174858036477278,C,-7.458501202613236,C,50.77352721272196,1
18-25,Germany,Black,29,C,67.89444035692746,B,E,C,-59.35160522503378,3.593588317423834,A,-74.59329072010254,A,-67.9795937257257,1
18-25,Mexico,African American,52,C,-49.389638115375234,A,A,A,-297.76333954910865,42.95231930404563,B,-4.775695179746508,B,-29.634328529418163,1
26-35,US,Other,44,B,46.280775035296685,D,C,D,-10.605645205400856,71.6833763115979,B,147.54403622903342,C,94.67922887401264,1
26-35,US,African American,53,D,-77.97601864429396,C,A,D,177.83339203365784,93.0634807573655,C,-90.18307752236929,E,2.4577671119025735,0
26-35,China,White,39,B,-122.42710939864021,E,E,B,-58.0883593780499,142.2932611546095,A,47.83938538494711,E,80.60884794961946,0
18-25,US,Black,83,C,211.00368721290755,C,D,C,108.75212154813873,68.35743491986138,E,-45.33200751524193,A,-31.122479278742492,0
18-25,US,Other,56,B,28.083614033249667,C,B,E,85.83856352815765,-208.00395299914513,A,106.44867207441797,A,19.27578051120094,1
65+,Brazil,Other,30,A,57.575330727854556,D,D,E,89.46293478632492,-260.4287068436277,A,-128.6602531389288,A,12.426825911088796,0
65+,Brazil,Asian,23,A,-117.51753628697388,D,B,B,129.12250161708943,-32.7662000495599,E,166.04434007993686,D,-95.96229796368625,0
36-50,US,White,26,D,-52.325690333963514,A,B,A,-202.24988536418743,-112.7162457576174,B,-115.99570824656016,B,72.86618512817408,1
18-25,Mexico,White,96,D,-129.41985132273902,D,D,E,81.78259452064658,12.74121722565465,A,24.688740024207682,E,-0.8009998386325493,0
36-50,US,African American,20,A,-4.733260888499538,E,E,E,-87.12192012282168,-261.6494128692722,C,-113.73822733411407,C,-200.09933284560333,0
18-25,Mexico,Other,30,A,108.5715700695952,E,D,D,-64.45892902991763,-71.01567136720386,A,-154.3512797920358,B,-60.16163421610682,0
36-50,Mexico,African American,43,D,-57.42218907698804,A,B,E,79.82721236332277,264.08057064680304,E,34.792226304362174,E,218.26005014852768,0
36-50,China,White,46,D,-190.5072843684905,C,A,D,76.75827808425556,38.55495744648984,A,-62.0491975937915,D,-1.7549078074300162,1
26-35,Brazil,White,43,D,-80.9743197408243,A,B,E,-123.26176348305236,86.55811564954044,B,163.50314304059845,A,-18.380059592219943,1
51-65,India,Other,80,D,150.5177619701105,B,A,A,-54.45841417853304,-4.124753720911897,E,-31.982778890263138,C,93.55879281093577,0
18-25,Brazil,African American,19,D,121.07197145910638,D,D,C,-24.562756934725336,-45.11519490826661,A,-35.90123242237542,D,-30.554557335248838,0
51-65,India,White,74,E,-46.701152392465495,C,A,C,132.843009381058,3.985167988443587,B,89.26143987899766,A,68.33251266675269,1
18-25,Brazil,African American,63,B,-26.26272074284656,A,E,E,-204.0949801419179,-65.96699389014438,D,-163.88261067530624,B,13.981233380337454,0
26-35,UK,Hispanic,24,D,28.445762924838846,D,A,D,-191.88048280187468,101.51935439754678,B,-83.95094379602376,C,109.9122413026971,0
26-35,Brazil,Hispanic,94,B,69.07943347105257,B,A,E,-15.988810881972269,-36.06891310630855,B,182.3871995441578,B,-31.977924235720362,1
51-65,China,Other,95,A,23.93843606182722,E,A,D,149.74257652415173,215.1306940656275,B,-156.2094349694839,B,57.95983254287154,0
36-50,US,White,64,B,124.7612067530097,D,C,E,-21.292556500314987,-7.602332740694628,D,-143.78677599197954,A,-13.986777589571057,1
65+,US,White,86,C,55.444379026405684,E,A,E,-41.63397273978456,-207.0405168979044,A,106.1265760781586,D,48.24942531723007,0
18-25,Germany,African American,94,D,-91.91089027355982,B,C,E,12.161501964865943,102.21113344430582,D,-49.71687046714062,D,160.8433384543663,0
65+,Germany,Black,63,A,-113.55951294278135,D,C,B,-81.78220461204593,-261.56160933395347,A,-51.721447092761984,A,95.22838581654065,0
51-65,US,Black,49,B,90.91420877764209,A,A,C,124.40909378151407,-49.17903863411689,A,-39.06708209498718,A,25.57632464741942,1
51-65,India,Asian,93,B,-94.92797371061475,A,C,B,105.53358205753452,1.8561670662836829,A,143.0088888047557,C,193.0913677457605,1
26-35,Other,White,32,A,160.87683127497579,E,C,B,-39.083287210561956,211.34100881611838,E,93.34352278738764,B,157.01417388410707,1
18-25,US,Asian,48,E,-39.573950868015444,B,B,B,-158.09582902292516,-110.7423770608101,D,-50.21927299710375,E,5.494201390305718,1
26-35,Brazil,White,89,A,9.851106740274842,E,D,E,267.7935944173207,52.78278137905011,D,155.1213169168725,C,66.61256165466668,1
36-50,UK,Other,96,C,126.8919885841036,D,D,D,-27.536380769779377,91.40279315797358,A,-133.69132518232715,C,99.77078101736244,0
36-50,US,Black,31,A,-176.33261589495004,E,C,B,68.51616201637572,115.41008481233412,E,-112.70193081535464,A,-3.8184321277282676,1
65+,Brazil,African American,18,E,49.894008040096374,D,C,A,46.25406864176346,-3.903141153319392,B,61.56613183265638,C,44.74102659825064,0
18-25,China,White,38,A,-58.05116824188359,E,E,A,-123.39106726919837,14.584991977367531,B,-12.187768355439244,E,16.3905945185287,1
26-35,Other,Asian,91,B,36.60404556266284,D,B,B,-13.116335801494438,17.247693711415984,B,396.6917208490893,B,3.1389414704796295,1
51-65,China,African American,46,B,-52.57993352940742,D,A,E,188.56271896039786,-55.56343897659719,C,101.74305583341096,A,-8.722042568213926,1
36-50,Germany,White,28,D,-16.294870101349826,A,D,E,95.30344694471154,39.66997219898902,A,9.658435392598053,B,-11.784510367370668,0
51-65,Mexico,Other,66,A,41.61140673468588,E,B,A,111.81643471967003,2.035502115015798,C,199.2552620049284,B,81.19906876716911,1
18-25,China,Other,24,C,78.88948802435962,E,E,E,-112.2927408214593,129.0093451836104,B,-21.441783903661563,A,63.67135890819412,0
51-65,Germany,African American,38,B,-221.53463093216192,D,A,B,155.47859141896583,-84.15907459344952,B,84.13500579025148,B,46.98159648063066,0
26-35,US,Hispanic,90,B,175.5540765448427,C,B,B,58.10731758939356,44.93992742033036,A,43.388900411594506,E,38.58938494458615,1
51-65,Mexico,Black,77,E,76.35115899493215,C,C,B,49.02008522461171,23.956573801784042,D,47.39852569438207,C,99.0114922515547,0
26-35,UK,Other,28,B,-98.41874024630609,D,C,C,61.36467480262531,-78.59914979264452,C,-64.73023895260818,E,121.14934247310987,1
18-25,Other,Black,51,B,-71.34961930449825,B,E,B,-125.48797780315593,80.16220288533614,D,56.52049293833377,C,-140.91180233960267,0
65+,India,Black,87,B,-1.9183538262119337,D,E,D,15.698113129470965,-8.801355876627339,D,158.01395145178472,D,113.8693062677586,1
