religion,sexuality,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Hindu,Heterosexual,None,-19.518977343013326,-111.04040438993033,-77.50883951023934,-16.789014913256842,B,D,66.05377240713479,56.38979855642903,1
Muslim,Bisexual,Both,-62.74265230665219,287.9395865756306,33.86924523532082,93.10953523289393,A,C,0.7153972358324662,-40.172976720421715,1
None,Heterosexual,Mental,8.711834272052755,24.13083394272448,-34.78784771228593,99.65648776314569,A,A,-148.97517506450956,-37.245552486942785,0
Hindu,Heterosexual,No,31.540533605735128,58.62610373635005,27.836948468726803,30.009544215764333,D,C,87.40840762775669,-37.08591032470165,0
Muslim,Heterosexual,Physical,-28.95126462491879,-26.108243988601682,-140.94167097489742,-44.31352557805901,A,E,260.04772646744664,241.8721902127773,0
None,Bisexual,Both,102.48113091898044,-39.8419062853786,-95.05970910357357,159.20440774422568,D,C,-83.58349553476303,-39.89853419303944,1
Jewish,Homosexual,Yes,30.645813074130185,-78.93446815015295,67.2905068984096,-89.18978247348828,E,E,-81.19391936240314,4.113460915648807,1
Other,Other,No,121.46911801914366,44.43087141941678,28.15132862198078,93.25868862037852,D,D,-150.86071424004965,-25.08113310072942,0
Hindu,Other,No,13.143421284131756,75.43485106142901,-103.9927999631729,31.840910349373473,D,E,-21.6654296422784,199.45308611919185,1
None,Homosexual,None,-177.64286160880837,7.703046510607274,63.17551554832534,300.67339021818293,B,D,-176.5870195280995,-124.27454462923745,0
Hindu,Heterosexual,Yes,-58.059233556983244,-126.86680043902616,16.03570644861536,-14.647151879133432,E,E,17.67088566104586,69.7985199072978,0
Other,Homosexual,Physical,-36.327958055896616,-32.03018760530781,-38.159242059720846,17.00713726490632,D,D,-11.04102610082896,-204.3516452470333,0
Muslim,Heterosexual,Yes,123.12377343130207,38.94164511626902,-82.92076910232619,-38.33535197423802,A,B,10.535731856487056,-146.3487243792357,1
Muslim,Homosexual,Physical,-161.34553143842194,118.33073550613892,195.88821449769665,78.50116205068122,B,E,-23.87722623565263,47.40844014094663,1
Jewish,Heterosexual,Physical,113.26070688703001,-22.860457789276488,11.464036873931407,29.00978720882486,A,C,13.427294644210846,166.0740935882667,1
Jewish,Heterosexual,Yes,-133.56155909644895,-43.897368192273646,107.24286332243808,33.553231686729,E,E,71.63961356563145,11.605025476270379,0
Christian,Homosexual,Both,7.834859390990603,33.051212897621454,34.668740695506436,49.97124269480701,E,A,-90.52878176606082,74.0527993592103,0
Buddhist,Other,Physical,77.90918963763946,53.584839461352665,53.185043063745454,1.1260982298761026,C,B,17.245149536186524,19.79961995801243,1
None,Heterosexual,Both,123.92363518236984,-123.95292204063311,-83.40734621546038,-103.82357402551929,A,E,12.10816867257676,137.1947609448097,0
None,Bisexual,No,0.6840604293956098,21.206500273101245,-48.06992831425446,1.2749934293983718,B,D,76.85766542781577,-26.152030647832124,0
None,Bisexual,Mental,64.92632419228474,39.70818937893169,-46.78734728031759,185.94315189472695,C,A,31.13445755529302,-125.86854521895319,0
Hindu,Heterosexual,No,-104.83724985641902,4.656544961776288,-105.69060479748991,-12.379311217845727,C,E,53.73246670548415,-27.080031285201105,1
Hindu,Other,No,42.41513190343267,9.004860010504283,-155.15495478686805,190.54860668131525,D,E,-65.74642936926658,-16.93866310581179,1
Muslim,Homosexual,None,118.56197388830066,-227.45751197034713,-98.66910088597113,112.97615047048772,C,B,-136.65897781233633,47.86903118509921,1
Hindu,Other,Yes,74.28103631109451,173.90721057551542,34.11876818035045,28.12008124391287,E,C,87.9695778388371,-37.730521986032166,1
None,Heterosexual,Both,-111.47923542533154,-54.85435814247567,83.81862598197122,101.67763978135322,D,E,-24.21409731473799,191.9594887243034,0
Hindu,Other,Mental,86.53729421199691,90.73317514830936,17.1626947369085,73.18921757829739,E,D,49.663397472556866,277.6270177660707,1
Christian,Other,Both,120.47617284562872,-95.88446326891304,-173.34988457166116,-56.75924113883968,B,A,-68.53182566019176,32.65843354854431,1
Buddhist,Bisexual,None,26.325654023452056,-100.88664357145551,40.30061918775476,-12.185411849669427,E,A,-149.98914052892673,15.247826420330926,0
Hindu,Other,None,75.7383545636374,45.28355264402592,-30.53285407682563,-102.24815877850924,B,D,106.00528316993692,-7.13103423560017,1
Buddhist,Heterosexual,None,77.99872859263512,92.09186066825019,-110.07903068474796,-168.03247424525966,E,C,41.625483471401914,-4.899188142446772,0
Buddhist,Heterosexual,Both,-0.19700513768688,26.690875590538504,-32.636473585337626,135.50791570140123,C,A,24.30926160499428,19.83805595011706,1
None,Bisexual,Yes,-112.16633432043285,149.78690880468005,-141.03678286784634,32.88998030794399,C,D,-109.53210382113592,70.4733097891618,1
None,Heterosexual,Both,-27.155601209301732,-132.17561425647762,-163.2178992541605,-2.9770104662815533,E,C,-27.5019278008995,-136.36192722343307,1
Christian,Bisexual,Both,-115.85171568837592,-27.51470892399428,-116.4532902510878,30.09686321506222,C,A,-44.63971953185027,-81.21252694046183,0
Muslim,Homosexual,No,-72.87448878683914,42.7184977230541,132.69330114640303,21.39783176158721,B,B,-77.51533593478958,-11.27885810010663,1
Christian,Homosexual,None,-31.755003532519172,-29.930209599400804,60.96648909211415,155.97911951783814,A,D,50.3815664315229,67.10314737659323,0
Christian,Heterosexual,No,61.54362300405884,-11.889528862793862,-63.98739353918662,44.14444770456569,C,C,-52.45184345339802,-77.50631395228591,0
Christian,Bisexual,Both,9.26111745477868,-146.9596606250078,-88.73627689343124,85.97390654470529,D,D,-91.61237231006893,93.49774193696948,0
Buddhist,Other,Yes,-64.78194079017896,-87.08297048312569,50.12579371957582,133.21365119860386,B,E,-119.16147601444781,-10.452396175255236,0
Muslim,Bisexual,No,-18.31052837645288,77.37987420688745,-87.07625479942779,-56.17020735451508,E,D,-88.5015040166179,110.9293811272855,1
Buddhist,Heterosexual,No,46.509218291098975,-46.6377753918747,-23.316922902596843,-35.205298842066114,B,B,29.04821096520517,-146.75374189766154,0
Jewish,Heterosexual,No,206.22458921747076,71.80987441640157,40.96589248935983,-296.56807737595415,D,A,25.29312054913071,-91.21916676188519,1
Christian,Heterosexual,Physical,42.88772107183572,10.896010251397323,63.05110342305221,-113.22894142221367,C,E,91.39822908292544,36.33178795887863,0
None,Homosexual,Mental,-123.08992707490557,128.6817313609376,112.80894843491096,-54.4339198184108,E,D,177.03151096828122,-11.082742769006039,0
Other,Homosexual,None,-88.44412560742752,19.54412936716847,-15.020367934147782,241.04583935639883,B,B,-218.8749216998838,150.55604309602614,0
Christian,Bisexual,Physical,145.56576022420325,34.84741873385308,-110.6001117912933,-232.9589795822368,C,B,-355.3939904926989,38.13571663117097,0
Hindu,Heterosexual,Yes,-20.034887349377218,216.91166028914708,6.538992763947606,-15.5956521237949,C,D,-192.4637209926096,130.96281645657635,1
Other,Heterosexual,No,-142.76893930427767,116.4040494161446,-89.82871071986273,-41.045900578098156,D,C,91.00462008382983,-6.715239938972129,0
Christian,Heterosexual,Yes,53.04272935061364,81.77286930092768,-11.838856545722196,-10.7915190864794,E,E,-36.96073879390194,-14.265694829923204,1
Muslim,Heterosexual,Mental,96.9760390173394,76.19288985299703,-51.83020650153834,90.32951979281907,E,B,-142.8147359355302,96.41527864328417,1
Christian,Other,Yes,2.4562594565989686,67.12471172103928,-164.7873715286619,167.4534273566398,D,A,-42.6245683564702,121.81473140840271,0
None,Homosexual,No,80.41833419901276,74.20499208215118,66.74510373750586,183.79990408511674,E,D,-7.43141691430656,-55.72546279200687,1
Other,Other,None,126.62237850666165,-86.30525084350072,-101.79407778329352,-21.33775217420876,D,C,-86.38283514831922,-130.109168890603,0
None,Bisexual,Both,-33.223032335896114,-234.15086852458953,-93.09802655547034,-136.84030457715173,B,B,-178.41503763824844,125.4415127884823,1
None,Homosexual,Physical,-71.173712004793,-56.92390513026567,106.11317495590666,-2.336473420011505,E,E,-36.45885956329965,100.48833881624127,1
Jewish,Heterosexual,Physical,-27.8763975993652,16.42702887876741,-78.53482980427688,-19.08985109624039,D,A,-113.51384834628313,281.29342309576145,0
None,Bisexual,Both,-50.393404348034224,-5.1257792187266205,-46.87192751136058,-9.572009184192185,B,B,44.11655611264376,-12.930671146737177,0
Buddhist,Heterosexual,Yes,-58.23147516369135,-102.27523041781494,-66.5960170913096,171.42029997925218,E,E,-40.28024783155886,-147.7750006977625,0
Hindu,Homosexual,Both,56.732828279207226,163.43024663034385,26.89430321709427,-62.370312898441284,D,A,-31.147738346009117,67.9171157177848,0
Jewish,Heterosexual,None,91.91002387543276,-19.033933055752698,-106.82789647161131,162.16750309402624,A,C,-6.890996683912737,-102.83585330973072,1
Jewish,Homosexual,No,85.88104064770987,32.009340244777626,-26.39000279104807,-45.70442831858774,D,B,-63.65873845893485,35.20413955188962,0
None,Other,Yes,-107.86006524026944,43.71679993423515,-29.160873202062128,22.641349732830736,B,C,-142.6870475265241,38.91130630143994,0
None,Homosexual,Yes,-10.8306900881159,-7.535375020966123,155.12373650617573,-28.316690485552794,C,B,193.16635605225864,-162.06540230124475,1
Christian,Other,Yes,32.225358285058086,-69.93445009241658,86.89684298128209,82.79213322365217,E,C,-23.503439072245673,82.92827460258384,1
Christian,Heterosexual,None,78.26156699177218,34.196694679848314,6.081546472304055,16.615702506790004,B,D,-39.551719657084774,122.88030452391523,1
Other,Other,Mental,60.94814659585238,39.647494292536756,-56.278230864582866,112.59541652523883,C,A,94.13098729924523,42.46219217719183,0
Muslim,Bisexual,Physical,93.8267655714916,-54.62086096802676,-8.215823664966635,160.13293336404092,B,B,-25.708912778330166,7.363243965828116,0
Buddhist,Bisexual,Yes,25.171310182731542,-38.539149281405614,-36.97964166989975,11.304717736072183,B,B,-49.34003859447166,246.40580047351665,0
Buddhist,Other,Yes,16.25402766662195,28.85081966786308,-196.43108328765777,-14.216011696148268,E,D,88.8627163492487,-108.22411448759243,1
None,Homosexual,Physical,-46.22944138255637,91.79455463774926,-53.535695429957876,9.068117868321245,D,C,1.6589828460527165,67.63309952331646,1
Hindu,Heterosexual,No,-133.79096968652215,25.65961445847608,187.57395651358183,-55.128493281585655,B,B,-35.602259516728495,29.792582911739125,1
Hindu,Bisexual,Both,128.1081045552485,117.81342311873082,6.853733528313133,30.572585217582716,C,E,73.01063463377376,-116.39687247984236,0
Jewish,Homosexual,No,-99.01624534262939,-101.57458434573161,-92.41149578268427,80.48488582740511,E,D,49.85341458155746,-41.1812042673382,0
Muslim,Homosexual,No,121.41786592318027,1.946742142153732,-30.92228903228212,-64.83870843254003,A,C,30.187096796213964,-83.28939672265113,1
Jewish,Heterosexual,Both,-60.61710835975035,2.3481333830142646,-14.64787072998153,186.47170852707782,B,A,34.52831276112995,-4.468837042155833,0
Christian,Bisexual,Yes,89.5591338215957,18.5753207954253,129.8266992992819,-11.532605583670804,C,A,-10.0465434347444,13.400387675983513,1
Buddhist,Other,None,61.00413185025838,181.90451382535747,-84.62137069769042,193.13888595854263,E,C,24.16457232716294,85.00944827481247,0
Hindu,Heterosexual,Mental,-32.08183161409527,69.58537661277248,40.69491284385702,-98.28816875681386,B,C,47.41812769502605,26.99654015023069,1
Jewish,Bisexual,Yes,-69.7923331010334,-32.13047920931711,105.82140420367287,45.93964840291851,C,B,-26.181174882087927,23.716490596368004,0
Other,Homosexual,None,108.20037207081825,-58.0384006918229,92.8065208007461,150.99994322692635,C,A,25.608438770099884,-21.988604418057008,0
Christian,Heterosexual,Physical,-12.65710245935436,-98.69885816167692,198.3421487093109,-171.91834468300996,C,A,135.86083011611652,-88.96463252988902,1
Other,Homosexual,Both,4.727804408245519,-35.127603675363325,111.8976926539762,168.10846770870816,C,D,66.11354079289336,129.73671230094172,0
Muslim,Bisexual,No,-86.81536202994786,55.689732538564144,45.86902722933179,-39.587987980514306,C,E,-22.86753179210001,245.7638168238103,0
Christian,Heterosexual,Yes,194.34096829301177,-99.27004112365833,11.145473848075172,-46.62289866687072,E,E,-25.255247549683308,142.0446645272489,1
Buddhist,Bisexual,Physical,-22.93714724124661,-19.179914858905736,106.1903088798239,-11.937630422175562,B,E,111.25439260264109,-55.31257033109866,0
Christian,Homosexual,Mental,-138.60397833509296,-24.256785133914867,56.315687084712216,-125.04850082347771,B,A,114.07458530010214,-32.214269467793656,0
Buddhist,Bisexual,Mental,-60.89239841342581,15.66515120250512,18.09607989939471,-26.407559549169505,A,C,-83.09430582172654,71.84407085008732,1
Hindu,Homosexual,No,-130.7485216817037,149.2129063372907,140.71339545556373,-83.83677603263415,C,E,110.37010552220534,-157.5365703138455,1
Muslim,Homosexual,Yes,-68.10298901082525,13.952164076452023,173.7037493428695,-33.4467801201344,C,C,25.431090176522147,-248.45362463879135,1
Muslim,Homosexual,Physical,39.920636054107426,-68.72226349808594,-249.31899772442839,7.876963255489032,A,E,-54.342296928628066,8.17164334687019,0
None,Heterosexual,None,133.16606477254652,157.74311821754497,-0.03256052375082936,77.94056085637172,C,E,-32.71863022000424,-122.5455901673387,1
None,Bisexual,No,15.94697126184613,-0.29768343542205566,-64.70202121988558,1.7617899170315396,D,E,104.40572336971267,195.32349625370185,1
Christian,Other,None,73.25673474059964,36.87764022992913,-97.40863945411274,78.01285609397235,C,E,68.08492137599833,27.925559639521786,0
Hindu,Bisexual,None,8.26652665162971,108.5731812050137,-42.659606167555786,7.911215125913619,B,B,-4.9451458784173274,85.07220685662749,0
Hindu,Other,Physical,44.77213618597421,-94.35769907416177,94.57951361006204,37.55900043712511,E,D,-74.21267743500565,-44.60125885851604,1
Muslim,Heterosexual,Mental,-43.435039893934814,59.60128395997625,16.074224972965613,35.69785338640655,A,A,27.504178416354375,-198.37702867891073,0
Hindu,Heterosexual,Physical,35.974891580956054,92.75687733885414,1.1967454891223412,105.02056714863697,B,A,-36.38636407435669,21.221304574702195,1
Other,Other,Physical,10.143178783903874,59.23159413556505,6.580591674652389,-27.244179181140744,D,A,-69.4120678827766,-53.886698500686514,1
Buddhist,Bisexual,No,11.658548312987275,163.72510108184784,18.867553875450636,-103.21407007216922,B,D,-73.97028938240133,-47.01285624083004,1
Other,Heterosexual,Physical,181.48238073392025,22.320663220424205,17.96870517000989,59.485510232584616,C,B,40.652242053308505,-44.41177719070261,1
Other,Homosexual,No,145.86694067557966,-207.25579745509754,268.3146995035754,-24.386150133198214,A,C,62.16791761559658,15.34138951590175,1
None,Heterosexual,Physical,7.0167428226021205,-81.52607426611634,-58.62218299135572,-80.09857942482772,A,D,58.40091903283297,59.956215857983565,0
Jewish,Homosexual,Mental,69.22712565840976,2.9168780510486374,-93.43668920834027,-70.59401405054011,D,A,-44.58055870795723,-34.64589358219222,1
None,Other,None,150.39442946439274,-78.80840097708464,-12.981451449640534,-90.71843763196054,A,A,-156.51134951292934,-3.1588329823669223,0
Christian,Homosexual,Yes,-49.88974985538954,-212.01800021906206,97.19179698410962,-104.78813858778358,C,C,49.19029896736713,-222.2341122485239,0
Buddhist,Homosexual,Mental,-95.46646097451858,-155.3671343628716,38.23504709269835,-46.537681583915166,C,E,6.231974388429219,41.73213772074196,0
Hindu,Homosexual,Yes,14.594673987700874,-135.1579861597739,1.042268206101815,69.93431143664253,A,E,82.35551428374805,-89.11474345948707,1
Hindu,Other,Both,-85.6721786879895,21.403965601799037,-66.6224432717267,-0.5437537258985008,D,C,181.36364404734024,126.1212038346307,0
None,Other,No,-16.849233627565184,-85.97862969267726,-127.85103924236185,-178.41122598401574,A,E,-76.48109242039706,-39.185269043395934,0
None,Heterosexual,Mental,6.633156146552179,-108.18040926639544,-36.97584128342631,-130.10313184298462,B,A,55.999123707372156,116.27973501878195,1
Christian,Bisexual,None,73.47086732314928,154.7051176679504,154.62634175733575,32.72736104943418,E,A,-148.1268670117189,3.750497471055679,0
Buddhist,Other,Mental,-130.21957654819883,133.27826401431716,-53.40876791565066,-10.096235873204042,D,A,177.75878510667752,-142.22477321177905,1
Hindu,Heterosexual,Both,-16.549332026374664,-228.46552833605412,186.49225420916963,-12.407895834408162,A,E,130.94788788748147,-38.135705293807725,1
None,Heterosexual,None,54.03449093436974,-62.50225728248701,-125.45601326407878,-16.997001670381177,C,C,-122.39767222488231,-93.40004798259564,1
Christian,Other,Yes,-34.402545087663746,55.62435205784001,112.27645232553137,-7.760705852360984,C,B,-159.59568380926328,-12.60055450991762,0
None,Other,None,81.57067058285189,117.21569977395261,-70.23064192779904,12.114080122338274,C,D,45.00288755260172,-32.09088443017257,1
Buddhist,Homosexual,Physical,93.92338292130363,-39.50576376569478,-32.661807841995355,-4.547689857224885,A,E,212.8013376805792,74.42375445975203,0
Hindu,Homosexual,Physical,128.65043393266296,100.86638140216151,85.64124757846582,-89.55976341754634,C,A,-150.92934119173705,-73.53945361678252,0
Buddhist,Heterosexual,Yes,105.10531306527999,-125.7638475115387,-95.00307220681918,-6.486555335760781,B,C,124.82212086328425,6.316018400015877,0
Muslim,Homosexual,Mental,-83.31716262193082,6.411005136722834,-104.89035197704672,-18.930081075125763,D,B,83.22083925227551,38.01218990475488,0
Muslim,Other,Both,-28.100878834065373,-30.330870120722242,34.37949776481308,-92.07212347651435,D,D,-35.53569278774288,-4.621302776618678,1
None,Bisexual,Mental,23.519067368342476,-234.092187303944,101.71794359777864,93.90804594557038,B,E,58.38066535029607,104.53214362676802,0
Muslim,Heterosexual,None,-3.439934623663801,163.41549942888832,-91.42708954320683,-85.97825513446078,A,B,-50.13383803456715,156.21358231362015,0
Hindu,Bisexual,None,214.53794356286758,-215.55718626384595,16.628019761906216,-49.575005820825915,A,D,3.893867608298408,-129.26246284609087,0
Buddhist,Homosexual,No,-7.073139678501056,-80.0418909449206,147.52994856397837,39.396206365968496,D,D,-29.786684316905227,86.04458806705915,1
Buddhist,Other,Yes,72.11188007735412,66.49812074965693,-64.58683998468737,-131.021570072974,A,B,-114.78237584838622,154.52143755381607,0
Buddhist,Homosexual,Yes,43.098271345009096,-72.16770828302197,-35.816813817011365,-20.784507415428983,E,D,-119.70057127513786,101.35513575597624,0
Christian,Heterosexual,Both,-79.77737289748201,-65.07403052375619,-147.05208552328102,-18.506996604899058,A,B,13.860546236973498,115.95947101019581,1
None,Homosexual,Physical,270.7265110072993,30.75554498520887,3.5087415823255053,-16.025611569179397,C,D,-56.62154471808128,81.28022623308742,0
Other,Other,Physical,23.568473142984228,-31.992539637850708,110.06114745776208,39.56431628037155,B,B,-72.37333497097787,-113.35477124372923,0
Jewish,Bisexual,Mental,-27.908584959952424,-27.680140090440176,95.53150049567083,64.41954480375371,E,C,39.49305850516855,167.27231909204818,1
Christian,Bisexual,Physical,-49.2245498529314,-3.222322216117892,114.23089096281997,155.37607805322017,D,D,93.95975577922934,-58.202768969639095,1
Buddhist,Other,Yes,-114.78906426596063,-38.14185237016442,17.88378652244856,33.45534994481535,B,C,-85.38339694271258,-55.55155319838252,1
Christian,Homosexual,Physical,-44.93951231401924,145.2243903141328,72.05091027804112,61.62932690797609,B,E,58.41493535222867,5.931329412403092,0
Hindu,Bisexual,Mental,-31.16165154975925,21.312687857921773,67.4769275177421,-159.50335023621227,A,E,129.82089958399865,9.268372804043116,1
Jewish,Homosexual,None,-84.62617792602113,63.75987725209724,-183.72006469897735,-219.4196125212982,D,D,-148.40907093545488,131.1680393752375,0
Muslim,Heterosexual,No,-9.925454267305986,167.26544932896013,-76.02158089019329,-138.029878337219,A,B,-130.8831619688837,-35.68174181031426,1
Muslim,Homosexual,Mental,194.69557570443757,-129.90783486397783,50.00155775342734,-58.23548303869537,B,D,-34.62984500309819,64.89784094229944,0
Christian,Heterosexual,Yes,58.98618736956779,-121.78909278948615,-107.98068549069373,-54.81073680203108,C,C,175.57080697418525,-111.72131860159553,1
Muslim,Other,Yes,4.559579373394674,-180.7934459658835,48.31860873219057,127.78107771613352,B,C,-21.926604197545128,3.3022483123665696,0
Christian,Homosexual,No,-90.68599715963262,170.01565320860084,114.81438398881423,-14.743606310322512,E,D,62.94262760455946,-81.2370320910336,1
Muslim,Other,Physical,67.25097996526054,-180.87754042225868,-13.883074329748545,126.4786160464615,B,C,-214.0544206067405,-94.03833742031176,0
Hindu,Bisexual,Both,21.77855169536978,36.938754396704525,38.58472657647136,-74.56354670116544,E,C,-106.02489752693485,-7.540746901503774,1
None,Heterosexual,Mental,72.43729423070754,62.630065656749046,1.1667974226526072,135.48841482382883,D,C,-54.06731115890043,44.66016781477049,0
Christian,Homosexual,Mental,61.197701156042164,43.01172228063607,-59.15697584068561,-9.039175675681333,C,E,-133.4149562843178,-25.326394957430402,0
Other,Heterosexual,Physical,-34.22616458639395,-28.30892270837062,-90.23043885451038,-32.241353331965946,E,E,-80.5693396841984,-11.72051213409008,1
Christian,Homosexual,Physical,-115.8667342605233,-109.47340923296449,12.800201218684512,-216.16572127794842,E,D,129.18706567121257,-32.78197566284485,0
Christian,Bisexual,Both,133.90031390343054,-52.415472289751364,65.87932925356682,-87.93691036942582,E,A,59.134939005371066,2.840664477407438,0
Hindu,Other,No,-63.20666687615232,15.893730607515142,-17.255520576870914,15.016750701332796,B,C,1.796599005343953,54.752520625447524,1
Hindu,Heterosexual,Physical,-78.07156769261778,45.42654499568693,-150.00174695880193,-16.600958925893377,A,E,-11.81975264640395,20.394661870412442,1
Hindu,Bisexual,Physical,-19.272454492535225,-58.399981385311996,46.53395104008181,271.75321643318523,A,C,-188.13452661990192,-38.08359397558039,0
Muslim,Bisexual,Physical,13.207181586986705,-59.05584894310814,102.98567363348616,42.13096429763931,A,A,84.22527283336966,35.80528837797882,1
Buddhist,Homosexual,Physical,-145.925335939203,-90.03773629129441,-49.75260064099753,109.64632172473068,D,A,115.91818757564624,5.498430020657246,1
Other,Other,Both,-104.50144456190789,-32.2253454849308,-36.391778116300976,184.24014705177052,C,A,-124.44901741315562,-116.38444035327583,0
Other,Other,Physical,-33.295900267405365,132.41467105539127,29.569323081346415,53.95189451586062,C,D,-17.2142361617794,-110.31641682643014,0
Other,Bisexual,Yes,-107.16480075890271,-76.48982274713335,-0.8543612770639456,182.1625640681391,B,A,1.2681780548295913,40.251023600316806,1
Jewish,Heterosexual,Both,19.124747133302236,95.39565093023911,-98.60577142372235,133.02192694328792,A,A,163.7524795739771,-36.76439788975792,1
None,Other,Mental,19.21503393322839,47.32846880607105,2.973130957018818,-226.69649529976942,D,B,-23.66149688749541,-83.85111163751746,1
Buddhist,Bisexual,None,-11.881225189392541,109.81454497796557,170.72566893991686,17.6971904555365,C,B,244.5099839414383,22.369315112109426,1
Hindu,Other,Physical,22.138151473848488,85.59617395609436,101.21490195842007,-67.98817331542863,E,D,118.36772005459079,96.69165559888008,1
Other,Heterosexual,None,123.28411132812968,-171.022028377359,-63.85570905417293,-85.02574646171996,C,E,-79.15928248340501,44.47207707471714,0
Other,Heterosexual,Yes,70.36020278998824,-156.30484616522807,60.83379122663876,-73.7234381222684,D,B,3.465102372198308,20.65937163028718,1
Other,Heterosexual,Yes,23.372255395140716,-44.68760536373592,67.72205318953156,72.13781733348064,E,D,-111.96943852583736,-28.85549422641789,0
Buddhist,Homosexual,Mental,-6.947758299588708,46.45130993107605,60.35145960676949,38.10870909961348,B,C,77.49911281980746,-7.739404189033296,0
Hindu,Heterosexual,Both,-100.28507635215654,-82.25090018697814,46.46978723626366,-216.30504999190956,D,E,12.618528137684923,-62.648773573259795,0
Other,Other,Both,16.249976090245436,75.05549854548124,-36.71193758425397,-49.51006149950696,A,B,5.214289741729934,-179.07149306990792,0
Other,Other,Yes,-18.96215648548461,202.74805438487164,-83.94916067435895,-111.19024770556543,E,C,32.84428111484701,-38.71205234949124,0
Christian,Other,Mental,149.75318504243563,99.36044372294693,116.71494599304695,-153.8940164092146,E,C,-40.03347784383713,-33.10812555366854,0
Other,Other,Yes,51.769397040559554,24.131880646039335,65.01236373436254,-89.53479116721891,E,A,184.0300367909341,11.848374969577714,0
None,Other,No,-58.859149721807,240.98181537796592,-52.387257605604674,-174.5711483282237,A,A,83.43969503451719,145.21794493083235,0
None,Other,No,-119.18840198834914,-74.99153150831401,7.392841958876661,-113.35520745704746,E,A,-119.50256705369632,56.46514975585957,0
None,Heterosexual,Physical,-141.18240172657704,-110.99149427400027,-10.27787122166349,-6.467956185564777,D,C,13.460546453341335,-85.12118699278496,0
Buddhist,Homosexual,No,41.105778860923806,28.352863096423764,86.81619014100318,-38.91446125756189,E,C,-24.312195468754506,1.8647443681310414,0
Jewish,Homosexual,Mental,99.59194360994186,-22.411443395946804,20.965394630117594,-11.456872513075195,B,B,-159.634683292659,-69.63903597040763,0
Other,Other,No,-61.83251369056166,-39.602755513879664,-136.1838836552764,117.12640029349144,D,D,-21.400227837247822,-2.8422999766788695,0
Other,Other,Physical,128.5181802991171,82.84184338348393,6.706031208225813,-205.94936276682822,B,E,-55.80103406696474,-39.56072312059225,0
Christian,Bisexual,Physical,57.338228308804794,-125.22819947090737,-54.39806079931173,-147.15283580437165,A,B,48.638215074947325,-63.807032156801,1
None,Other,No,21.446454404016553,72.50774160853587,-194.6765667065479,178.5423191325188,E,C,-26.770297346410775,22.694335900320535,1
Buddhist,Heterosexual,Physical,9.31417001912699,57.406609586372056,-128.01690678366518,60.0114364138352,A,A,-93.51346892077181,54.870544492080455,1
Hindu,Other,Mental,93.82938696120358,159.0285585144945,-81.33672545244444,233.87198284098164,E,C,-144.58051266109317,-208.13224362094144,0
Muslim,Bisexual,Both,-7.765417413546583,2.988200918941384,172.05878026776767,28.330118441277907,C,A,-55.95272291074156,13.855915951247844,1
Jewish,Homosexual,No,34.85936443916558,129.2058663775144,30.018427259508208,19.658490496859308,B,D,19.80686736464942,-175.4115742849437,0
Hindu,Heterosexual,Yes,-165.58220253313178,51.6292599382119,131.1919857373304,25.67895753881458,C,D,34.69090982876678,47.657623841375404,1
Other,Heterosexual,No,-83.98445405296212,3.107575226019156,-42.206424260326855,57.98930616375332,D,D,-16.580336906719534,-137.34125479352605,0
None,Bisexual,Mental,-101.69788697989206,-148.87237678118157,-146.17551160163933,-83.24211361981124,C,E,75.76117812180226,-280.61864454823706,1
Buddhist,Heterosexual,Both,14.506709694428139,-32.95477586969714,-72.84248487495012,83.35956754724214,C,D,242.1616215854457,-110.09028766202094,1
Buddhist,Other,Mental,-20.965757821278732,171.70896524825446,9.383773108230534,-92.50048936415264,B,D,67.04647568899064,13.29918767389052,0
None,Other,No,-66.05373561933128,-53.638533089016896,-62.64631303008,-193.06195430548826,E,A,163.13750545012726,-4.152138785978814,0
Christian,Bisexual,Physical,-67.1288974404098,-81.74479208022545,12.486416688735087,115.78170482729773,A,A,-193.74751260411918,-10.992422593554664,1
None,Bisexual,No,90.65007384039664,45.13376922657939,51.25297892323422,-16.092496895340467,E,A,107.08412754013517,45.93181871375201,1
Other,Heterosexual,None,56.96930230726214,63.73508237312867,158.4723580833164,-152.94629008709376,B,A,22.656162820489246,-71.0254197994961,0
Christian,Bisexual,Both,87.93410707200144,-114.22047773630213,-123.08084171965916,91.48732659048478,B,B,110.16077474324297,42.48345891666068,1
Hindu,Bisexual,Both,-40.65929630137323,-0.4370596360971367,-12.608343608888934,-34.194350996058866,D,E,77.87551602853641,136.3500021588605,0
Hindu,Homosexual,Both,158.3377808227574,8.032398782247292,40.81353190587753,-101.90086528841353,E,A,15.469074730320118,-128.47652141905635,1
Jewish,Other,Yes,58.316062132113174,16.71642432362145,-4.346480716150284,39.8832236831341,C,E,2.3285284927162584,-31.75415906530812,0
Christian,Bisexual,Yes,82.7188748530452,98.12078937029514,-38.81750625085236,-55.83262649202131,A,E,68.84793551519,-44.39027378640707,0
Other,Heterosexual,None,-46.662495159811755,72.96554246274755,24.366410073361177,-46.613738794139145,B,B,-41.794926484223424,-110.42972877190422,0
Christian,Homosexual,Physical,19.292770714497202,-68.56818618177601,139.9887642336078,-114.36957818419324,D,B,102.11567749489615,71.74010307286419,1
