age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
18-25,No,41.46545480560264,7.520138211407605,192.5235070136445,-106.34736847343542,-168.93611682889124,B,E,138.28127891118294,-46.798185361491896,A,-59.463946123671406,-50.583002272632996,-80.62380985445517,157.88411572676,84.63354876875971,51.13482742327026,A,D,-18.558283131628535,1
65+,Yes,-95.30155618438158,-161.51690236882055,87.12865298337303,-164.04810795873402,-181.57125094682118,B,B,-25.84672061046385,-83.23125038996207,E,115.22462136069471,-61.42083326745323,-175.3826037341572,-46.670739876955935,-142.9240485996833,-114.32841748613282,C,C,29.2871514913383,0
18-25,Non-Veteran,-12.43402078575965,-17.681707463699485,81.07822815624955,12.872136657639977,-17.126349268296153,E,E,-119.62050340340384,71.71416703247945,C,108.36319352876305,38.766559493737915,127.65933408233387,-80.21737787817807,-25.8582863286709,-113.01153622080345,C,D,82.01676169523326,1
26-35,Yes,95.194528949958,-102.59786856326652,153.7785711917298,-88.29758293835498,84.55179020607008,D,E,-11.894816253013488,-120.78365023898756,B,149.4385905170343,262.1887647397753,-123.71520799312617,9.204435310253926,18.080016574182963,-41.97908532982237,B,D,15.83639333331914,0
51-65,No,-0.9075613840678108,107.19764878969673,-75.5592445697444,-130.89487826653288,-13.35604919125607,D,D,60.70956649445485,92.80313296013979,A,5.351718097750688,117.17935236291173,-32.63328017124331,-27.855410014883436,247.3748157573458,36.29634954886806,A,B,-38.4781973899846,0
26-35,Non-Veteran,-68.59542787495955,-86.77853913902544,62.66128641230008,150.83209095849836,1.487259325525328,B,B,-63.482213861734785,-165.69265231256878,A,-35.2129092020303,15.72764738094923,52.09048625502817,41.764005381131156,-32.008606359425784,-59.42898093660265,D,C,103.77787137503967,1
65+,Yes,-65.8737773214684,67.82312396804787,67.89559178319749,-115.57978893409965,22.106091867854392,B,E,-131.82187795977927,18.67446115139634,C,-56.05128692405922,133.58546744899485,12.78876689408423,161.16147846686027,-70.1847912799556,18.662013918510826,A,B,-19.998206580729462,0
51-65,Yes,-51.64224292468308,-227.9361345202293,44.463269372883744,-63.94247361736074,67.45434358049596,C,B,20.351858436156206,178.29373818762485,E,3.0964542810153337,87.59691894227359,-65.26439773111936,55.69826455589357,-72.94638382230981,-110.547763036434,E,D,-45.764598737000775,1
36-50,Veteran,-106.23601530574956,9.753758794568169,-77.55251263135307,-31.16439987905162,-177.20184265607918,E,E,141.51321885547208,-15.729909937489165,E,-40.70842912418735,-127.90140096087497,41.749355112359346,94.38015663146398,94.18446212154609,68.3324288991411,A,A,26.61473757331107,1
51-65,Yes,-89.47176011892984,-82.3604145980564,52.25887428132149,-40.772510372541056,-133.5150753756578,E,C,-39.79975388388586,25.514978023075518,E,-52.574301647454945,80.98188389692733,-22.340022775150032,-4.942545591221362,-86.27069854712157,22.69335828552144,B,A,-93.7448653675009,1
65+,Yes,101.04121162693649,33.44323460722752,102.3508529342043,227.38403307383385,-27.460658961634948,A,B,147.98144864024744,-33.4308348936606,D,51.868468722626645,-79.38436363968539,136.70485627079913,8.546112676819332,105.91320156992627,-1.720421900971898,A,C,-119.21016466555838,1
18-25,Non-Veteran,31.685491741368804,72.94343146357839,33.99561732534475,-74.68557915531318,15.595437626086131,E,B,-61.22679414975046,-8.56936386096422,E,3.661157393305488,-18.473342787430493,-153.8152150178688,90.49388644110051,-103.95984087571122,-21.526113955498104,B,B,160.11551237824756,1
26-35,Non-Veteran,10.301994614911525,47.624250802379834,-5.634417495672186,140.86250714222422,-27.600768743379987,C,B,113.1771471612328,-113.35492701832817,C,5.711932808673321,9.878010709699495,-7.168745879899513,-23.63079496286153,-21.5847385241512,-51.501230292501475,E,B,35.69754688845731,1
36-50,Yes,-59.374731127641766,38.359793776261455,-110.06530480459718,201.57643466830376,22.137345628899904,D,B,-60.19201139477245,-72.13885268668965,A,31.425899011552577,-114.58264835718128,124.28569962302338,1.5831824984166836,51.77638408485385,23.815387345403124,E,B,116.60794438320303,0
65+,Non-Veteran,36.20028998998555,-118.1079520817343,87.3920346198301,-210.20345453183208,-80.44266324748797,E,E,-102.0596303195517,-78.88803374771602,B,39.42559323584581,53.542804235176035,-5.779452956656809,-115.13201598231741,97.55500604913459,-36.97225701233154,A,E,56.505502261407,1
36-50,Non-Veteran,-33.42027949106457,-43.028413861812346,91.04919288485512,57.858106514297894,93.57705928911597,C,C,52.64335235794895,-123.5500829246968,B,-1.6804711928144211,8.603487556852599,-100.73129712740541,-23.731041878723865,-29.024285123933456,172.45728487441113,A,B,96.70438612281238,1
18-25,Non-Veteran,-75.33838977271392,42.64424309750006,134.55062687251356,-79.44781142481703,-94.51300358706324,C,D,-250.96843062980386,-22.61017443379406,E,-63.67756812509149,27.15991299237422,-220.08318243455145,90.23821776628226,180.93292081918634,-157.19656421458382,A,B,69.2584224693903,1
26-35,Veteran,141.87535942014853,116.52057655815642,26.961877956395096,23.803850592277858,99.92478288981202,A,A,-60.35235039242156,112.50663764548239,D,158.89206331365799,-115.14999758628707,143.30785905346326,38.281953828198176,4.951851725679304,-23.774446703200926,B,E,181.423259973827,1
26-35,No,8.258127096184827,-35.62965175292452,-95.82584824900984,82.91935290683638,9.419774585903863,D,B,211.98081610917407,114.02308635630418,E,-183.05113884048035,79.5058912485626,-29.175745083262832,-101.28981181284877,-105.46189387646001,157.67122620154876,A,D,1.8025789297688142,1
65+,No,77.55364719205508,-141.4126901742102,-197.68614735365537,60.42096530823644,-30.732476822785017,B,C,-70.9708213338516,-14.219104174791466,B,82.62132086104737,57.420058323346815,-1.2334418499249904,-50.03711854177709,-120.76676170032547,-56.57151064972378,D,E,51.811028435150696,1
51-65,No,-41.400831048104806,87.82612552229526,8.415478061265285,-82.9305360686624,-151.52701318157693,A,C,98.17422632716082,53.91729349237462,E,180.73077978213902,-81.86348030254818,-75.90489468271657,-52.70633207361668,-46.6661421886246,34.69700630122194,B,C,124.25822906082288,0
36-50,Yes,-160.81091494906545,88.02783242953923,113.8079654092708,-25.769672042688246,-190.82542824447296,B,A,290.705886773514,-197.98667046324218,D,-1.2424504256849591,54.3808918487374,70.09317319722767,-120.8996598904817,-69.66123677799982,45.655226095999026,C,C,-114.62162329260501,1
26-35,Yes,-172.21240858134792,149.705037447876,-71.17717913153658,-43.758908093996865,71.35918301581022,E,E,-10.67699934313366,-4.372626715250312,D,-100.26463139843374,73.71863469133581,-69.20637284223207,114.70268417222675,-81.61304679905858,192.30456674453458,B,B,39.86538531813713,0
18-25,Veteran,144.25222096690703,-229.52935857018448,-7.270512739602691,47.72231744975862,-104.52852985607832,E,C,19.454041470230997,-72.16023818873542,B,-52.283023741862344,-46.84138814555629,-17.03532610760644,-29.159316990253043,-49.25854752911541,-2.4313174466556577,B,E,-44.04079910315914,0
65+,Veteran,-201.075550112242,-4.199799133166449,65.59609454904253,35.910788743263424,-24.889982737696986,D,A,-137.7980685074307,-50.65470259793422,D,284.8139134329412,-142.48094100640893,-45.54735885038026,-46.16130954046789,184.5335223522865,-86.37056816879031,B,B,-106.2956299240415,0
18-25,No,-135.7726863331161,118.12554957783593,197.21310944320436,189.9723539814193,-136.72602936503142,C,E,50.01098225531234,78.35467633223546,E,-133.76332529309235,-33.231604726379985,-223.59012780238086,-71.06581347580718,193.96392049631802,196.19116841101857,E,C,-57.635509644198024,0
26-35,Non-Veteran,-0.7555140401258515,129.87530597433008,39.75931890264812,-8.080249709264963,-139.1156286924017,E,C,131.38514043719655,120.18181337551586,D,76.7731686032662,165.68078358844696,-63.185806100901765,-177.31238171311483,-55.247836476514024,-84.40523846632917,B,C,-47.10639970225085,1
51-65,Veteran,-65.85759474287516,3.505775882381873,88.27026196922633,58.76465269476656,-128.9287082798389,A,C,-77.3533467208971,4.939677963281679,C,1.7115891627471693,-2.337095605935682,-80.9790336622793,-149.36781176708575,-69.70847409563395,77.59808302318157,A,C,-177.2153027790561,1
36-50,No,63.25426389740618,178.9367822628327,-55.325413121928754,176.95411939755377,33.5517034351213,A,C,-35.46116625314586,122.60869607311461,A,-17.777295082433923,12.023901033415727,218.59416810152524,116.48853568140622,149.68109072309645,-141.30125237887145,A,A,-51.272709714561614,0
51-65,Yes,5.873635879142776,74.70471465629804,-89.02548340200069,-58.60657845069092,-0.7313995313738021,B,D,-105.75845154097341,179.43369491847756,A,-41.60866034502345,-62.37117590564899,-51.2628545035245,-49.3164267851426,-24.199163275639542,-230.96400472277185,D,A,-58.49308738037078,1
26-35,Yes,189.47117596897783,-109.84965805644332,-43.27262857733076,-89.5213474957656,-53.030075625491826,C,D,-191.97080401207555,-20.46320709943827,A,-75.43322714067143,108.42717402858636,-17.54528891742693,39.30983404591084,-95.91506315619979,30.460032229508112,C,D,-152.21908136323904,1
26-35,Veteran,-40.18301885046267,-98.45098693637249,-213.138089740846,45.92680031241089,49.57957648828638,A,D,3.8755023547748166,83.90246765023302,D,-48.95363553348046,-35.551075670337276,20.879580124936766,-126.66206233454915,-22.80128410168815,-13.750124106671505,E,B,-238.1805100430234,1
18-25,Veteran,24.30067852295178,191.65475011000828,-49.524755409790004,-43.67786242788256,-117.6455710208673,D,E,-41.608054196913166,106.37108356663572,C,-19.101518801999234,-69.14860231941601,-55.61244837092442,14.050577188105521,130.9469766011668,-42.50276103065113,B,D,-20.726395594105217,0
51-65,No,84.09887462111527,13.38654706777779,-94.87189349684829,-38.396659757795625,-115.35835072901183,B,D,-44.34721750680657,2.940523288086942,E,-147.48380840615857,11.325307902203512,60.490042867591676,-144.17114443115864,-2.3468269322454334,118.09859313228854,E,D,41.42107928101722,0
36-50,Veteran,-67.27450223855263,168.8879205729202,-105.84102671644762,-16.808372959789985,-52.44127595085267,D,D,116.54844257178208,-38.10177537138395,A,82.9834718107655,107.4821514318445,201.81903296500704,63.29163576315234,153.6031514672488,-48.10278191023162,A,E,-25.79147836122303,0
51-65,Veteran,-24.51480286898824,-81.39700476585507,-47.709411867161215,172.43892902968327,-28.13203097442286,E,D,-236.72934900552528,23.34660562517398,B,-97.40983074209969,-278.8767124834799,54.47671264140688,199.78592846144159,69.82671024751279,37.124777491075875,D,A,20.898228278222767,0
65+,Yes,-24.94854625152986,-120.94140322151392,-95.0475786917759,54.43619880456163,-87.10507778475234,C,C,27.61495005187133,38.479531194951264,C,182.41768119792184,-25.917574530410914,33.47279513892834,-25.376229691543166,29.944816248023876,169.34645109558946,E,E,28.185757596633245,0
51-65,No,159.99172240873213,8.757206954190957,-94.04159967574964,52.686237434973734,-56.81325127154152,E,E,151.23372422717023,15.847543411348328,B,187.80343692412373,-88.75266168233497,59.02614103008334,37.43902781903064,-30.850239036710107,-43.13693419860592,D,B,-115.66184201278928,1
51-65,Non-Veteran,46.0561180744104,-24.430712522586386,-257.36275282875647,-7.749962710006267,-1.2409872263784787,B,B,-190.82165082059623,32.61960323539966,C,-13.28109182763967,103.01834300194417,117.02870995267989,7.551932632575134,-47.01070900134227,265.27168532679923,A,E,-155.85747828143332,0
36-50,No,-142.28462313885962,80.53942039316718,29.46563480077884,51.05607746468224,-66.87585900769972,A,E,124.9388075061627,21.24078938574207,C,75.5566195614358,-123.99969755266133,64.0321745905458,-141.61764554708188,-46.88422926298737,-114.83318994866514,C,B,-20.565736210177317,0
18-25,Yes,92.4148669975292,-48.9018962548233,0.910328241608294,189.51358422225232,-128.0144480588184,E,B,-120.82119807396292,-111.76082278568006,E,81.68859920794011,68.20960097703218,-39.517707949413335,212.96417834617486,225.7781070368234,73.63196653606417,C,D,-95.88016624811206,0
26-35,Yes,-99.32559607275601,-69.96740293027975,103.61593474855562,-123.84812880714722,-62.219803120724116,C,B,71.60625883825779,133.29688110492262,B,10.267836462931012,71.22334922607988,77.08641522567645,94.2890875041138,-10.410262398606388,251.5203870705841,D,C,-108.15836632359415,1
51-65,No,-10.056536734389033,-49.94489290044425,-36.17945029926768,-60.32814095725995,-139.66681106571178,C,D,-63.436699022612075,-20.536509399768292,D,102.67554410660279,2.555989645638432,-89.54033068373644,-24.286971326357197,-125.31833510000475,56.876927778162226,C,A,-27.068553620689556,0
65+,Veteran,202.61198943130236,-72.8391920827778,128.92585092178084,139.92649159526988,-78.38531282883575,A,A,-100.14281558575682,-149.9371265492769,C,48.99101219484715,108.60137306135793,211.53425074555318,13.144148904708599,-64.01930305127911,105.84291199418804,A,C,-18.37798506862797,1
36-50,No,147.96525918771775,117.3981777681355,59.768137201856256,-130.70889190863736,-32.49078975963929,B,D,-14.032795826290634,-186.61282673343572,B,-5.620317999832877,-67.84486121807329,69.26712060746283,30.21358063837341,174.8621066232338,-84.92064270415625,B,A,-145.35655358532554,0
51-65,Veteran,124.52118280399522,2.559076691362068,17.748046458364445,-79.49812021144697,-0.5063328275589646,D,E,8.577760372048855,-131.49990281891414,B,-10.071262089015462,11.600498484633533,-71.35613164434771,110.83610941259575,62.1319879025261,133.57154750451164,A,C,82.7917922042238,0
18-25,Non-Veteran,45.459864428632066,-9.360239816870699,36.03779833318477,-112.71151617428204,-38.198778255506824,B,C,88.0076674942235,67.53042272464987,E,18.079435200724213,2.7701229001757808,201.53613353116418,38.47216726874289,22.133808410200185,73.4877682390048,E,B,-61.59849962846761,0
65+,Veteran,-32.14916353881419,22.851802703990188,-39.452695338068516,72.60525405164863,-64.59261768329885,B,D,-56.065504328294026,125.63039342446827,D,-73.964001119392,104.7839103155253,22.228049728540544,-60.606293053441526,57.8178734672116,166.52711846684275,E,C,112.37268293190183,1
36-50,No,10.487650755354014,34.76749804245336,40.58800088400424,-114.48530665555172,85.73240086950142,A,A,-88.66442784555029,-122.95253807440614,E,-142.6088060668796,-1.4257425298499544,-34.38305996578206,253.76158738468462,-48.48889019603731,-85.61540414985251,C,E,121.741526633745,0
36-50,Veteran,-137.66287646833985,119.10126583825715,-44.314474933626,-52.44080519198144,-158.34005171917323,A,C,8.24729264811097,-66.9487215161978,D,111.79001011440381,85.28749126296388,14.270534897437484,-82.95715926089251,125.2733791781735,15.033047249185206,C,D,-119.81023876532724,1
51-65,Non-Veteran,61.377472739732376,-85.26660229253169,89.42371174335754,-6.214126612872883,-32.65938816018754,A,D,-12.134520225771128,-9.041365869680142,D,-130.92765443219264,59.42367620094332,-211.99948836168167,177.87317578413743,-111.98916083262371,56.01365447388812,C,C,-115.51301580339523,0
65+,Veteran,-117.74269477291985,-20.525357933513156,52.45271755355314,-60.89815813317946,144.65444733987732,C,E,133.29762539588017,-36.2392018697151,C,-13.929935241051997,-124.64592334850882,-101.90689287228464,-80.13700480673614,77.61120795774835,45.0679481657039,B,A,154.11163853315088,0
18-25,Veteran,11.271053298514918,64.22994090628117,0.9486519905584925,-91.95984427432137,-26.33390961552098,A,B,-52.49155264696967,176.38933095419617,A,16.068418402301194,-327.3417020256572,-83.59374765796899,-38.26032168615336,91.03589980382996,2.249497672220934,C,D,108.67619657005419,1
65+,Yes,57.98533741768864,-101.0034377939286,-78.37709569574076,158.59280006022254,-2.2027457867890634,A,E,-69.68216302012257,-139.70518106266633,D,18.742005051310436,112.39446867612786,72.32110629149466,-3.911520110377184,170.91552033512627,-2.067375055130272,E,B,91.68756150180961,0
26-35,Non-Veteran,-24.275014917532893,-1.5044960320683611,85.04929389456838,-129.55313017837173,-179.44497533089654,C,A,-52.69600146030252,-23.157317166508463,A,-217.27856862772182,-103.2422120909779,-157.95844109406727,-89.47984658611558,134.68996863496807,-8.147122612152181,E,B,-4.92686477239016,0
36-50,Non-Veteran,-118.17178401211272,53.99477599962733,-51.850157864585654,223.77036088664366,-109.24774495686846,C,E,212.1832022623051,-40.49819114363379,B,58.6476206129659,169.42799700443092,89.58893012365738,-118.38151236983485,51.37694852891077,-181.33804538554418,E,A,-136.14837196183908,0
65+,Veteran,-110.47789121641361,95.98969944710927,-111.24149010545399,-50.437180100561186,-28.92701818943546,D,E,-29.724866979438897,70.91623461798157,B,145.27679120360725,-113.81827870891492,155.6793196817589,13.222863537856682,45.249965349940815,47.74217659215989,A,A,-71.91809132128634,1
51-65,Non-Veteran,64.33745796396396,-134.8329200384908,2.646844638006842,138.92330639603526,138.0825245619149,D,C,60.81407905200999,-57.53802111871007,D,48.565147367604624,114.09139245653972,130.48090387574612,-37.82217706777256,19.550458907269086,59.19025719517626,B,D,-115.04566184643016,0
36-50,Non-Veteran,81.90629077769334,33.21918759326183,-178.50372497561935,128.5692893591414,-46.84435548605708,A,C,-184.10780295945415,-189.87116513768456,B,-64.29074946211024,-44.50638660957329,68.3180278939805,162.21865950634836,-32.927339760801914,184.9369633704221,C,A,-87.9140432288969,1
26-35,Veteran,73.41236322963186,79.87078570423456,20.18727798101792,-38.70857040781595,1.3676192839091919,D,A,134.18833945795942,105.5078318829793,C,53.93548702869143,29.569612439443187,-6.622680116621959,57.68427324488316,-154.11714506511498,60.47687173654678,B,A,134.4525633484855,0
65+,Yes,-15.364670527087403,-42.03953360168408,83.65765528340332,-133.99998610185247,-15.010958655555037,D,A,-111.91955326735375,-48.77611769850695,C,15.421175256135092,-76.62900897999675,142.60450211259635,-89.89090785974038,-7.445683746982905,-155.95462440266326,B,B,60.27799486211681,0
18-25,No,-20.755903657008407,31.261823707660312,-120.72332028146226,-26.419028940005333,143.72987205018683,A,D,-54.20370630301319,-64.52705793806514,B,71.83429215203904,21.322494903537965,92.00136442640094,-29.593463084207105,-13.33338663327098,3.3400252310166723,D,D,-42.935278238594655,0
51-65,Veteran,134.72983884328102,54.28369958824033,-36.1117699271354,-1.1144528948211443,-42.114155295300165,A,C,45.56671326640823,75.06565747121198,E,163.2214063898523,-94.33751694303713,33.54076119274897,-14.321965176740804,37.65839203674853,-24.919650171932712,B,E,-4.921756309021432,1
18-25,Veteran,9.135376133575182,40.61352888524922,22.97437337543681,-129.40196278411014,-96.08069934082756,C,E,42.378081837620805,16.041721247732703,A,229.87753388149082,20.75327031179913,-94.71211403365554,30.33381459293143,15.716091106126068,118.41849674308631,A,E,102.80736965029959,1
18-25,Veteran,-90.39663525570056,-28.657531610727975,-75.04340098585077,97.84004798586936,179.31299771653102,B,D,97.73054293658807,162.8853191724092,B,23.437293011568023,-2.6314425989275563,62.36653830925912,131.41178403675409,-20.57126360491922,62.8817383919134,D,A,-43.17405943267299,1
65+,Veteran,-8.07884892250872,173.34774954399293,2.8390053698239948,48.26844173481481,-52.79200600135814,A,B,-13.575438890480823,-96.43713968592654,D,75.1339984450127,18.90112623887341,-4.206937126784511,-165.8326927516326,-126.2735840715397,12.57460818974544,E,C,-82.73247035453643,1
26-35,Yes,-159.35694991705293,-39.62579629973242,-105.53081093767345,-212.99803719840256,-9.62062886568922,C,B,126.5640989491725,-62.69055138532238,D,-212.74905425182305,-160.3453842745148,53.38015033077597,-4.503752437224772,26.548298079653577,111.04275214943497,E,D,78.89758031101104,1
65+,No,16.638886543099073,-85.73924661738917,-77.29974773648077,214.39031095768453,43.66461193311132,B,E,-24.715843307554472,-113.66060674733738,E,-43.626796115300735,106.02983451912138,-141.50475693194068,-41.04391100316407,41.30312995529969,109.18496364837729,A,D,-32.155549779652716,0
51-65,Veteran,41.35028384493077,-85.72347861164961,-193.25969581552874,10.038987848776005,-132.33695288460618,C,D,145.46182069254607,171.15433326525945,A,-8.451399878670294,138.00860887347574,-28.660207972044656,-134.06085378321774,-15.178243303486028,155.13898356651595,E,E,43.50746520409233,1
36-50,Non-Veteran,54.44530140388165,-34.687539073666244,-57.1256007597436,-94.66013469339458,23.14362256982471,C,D,-170.39910565365375,67.5222342278661,E,1.9868185370795988,-128.0836690800364,12.53595275887259,-130.33057676736487,-108.82259777203447,111.55374955569022,A,D,-40.028870735284954,1
26-35,Yes,169.78779277167394,-18.13211377235379,29.88399661125903,-4.281519129237036,-9.951639709690513,A,A,-76.74605194895629,37.21120244795339,A,41.377350525087266,-57.66919813406186,-64.51613270658855,-71.73209746731602,-36.078924333885844,-19.686351065844597,D,A,143.85649641180055,1
26-35,No,-76.41900235318043,197.14257193508706,-24.37795897198629,-35.64838423095092,-25.733040911105093,E,B,-20.72364278006299,77.86514194759143,A,59.02889497304592,-26.605159964349546,15.823362986482934,-51.25307663305934,37.66368335456439,205.63696203334695,D,C,42.447031289017936,1
26-35,Non-Veteran,-106.85864555551797,104.95731475117891,-16.89010783831625,-13.006703382875337,30.850723678949,E,B,145.25433345002406,13.07458581160864,A,-127.63748406605666,150.92823617446734,-47.2611975771861,86.9036563054976,-36.514757937916556,-184.9372496772818,B,C,26.061537258460238,0
26-35,Yes,67.48954443979483,104.7042318348399,-15.335513965624786,35.547545679295034,-119.01891297499377,A,A,-157.63748183029955,-95.61123444762343,B,-101.05344174762807,-106.44425576132083,-152.21618201379016,117.06773200885475,84.83143414603992,167.8117715859527,C,E,25.76678465555152,1
65+,No,38.41560412759985,-21.11779452226412,-79.6730500773076,68.85723803176845,132.1045995418646,D,A,-219.65559128318063,84.79228651715832,D,14.298878356534935,-16.276325780294666,-38.86999929000697,6.715254829378475,100.4451739816057,-64.15473943945798,A,A,-105.17134956023393,0
51-65,Non-Veteran,239.21154949988247,-268.76232358018916,-104.58047409005545,-26.04965875316959,-173.51313609654648,B,E,149.55252827077135,-44.960751624452044,A,128.1272344792916,70.52990165486803,87.60057741490937,33.600784666781685,180.06355613411117,-38.220177293044884,D,B,-159.33219801247867,1
65+,Veteran,80.4615516583157,-101.75502182935479,44.698778472316825,-184.7672557318502,6.811303530481455,D,E,-37.93563562582119,143.5520237650451,D,108.05598744759581,-151.87104539543097,-146.83763669182187,-69.51350874585664,41.37722888484296,-128.47474495524125,C,D,-108.76603358147518,1
65+,Non-Veteran,36.073342970910225,-17.296201608980045,136.54518547950767,84.63421823917045,40.4507259982799,A,C,105.5859122978232,47.97247420070075,B,-159.12134030196142,37.306230287384004,184.74035277697934,-68.47984281264633,-11.082155733965257,243.10612824637676,E,D,-73.84719019523122,1
51-65,Non-Veteran,273.74042443632914,-155.59997023233763,55.35483319959983,5.931971142234912,-221.9019517448224,D,B,-27.649329339301715,-253.56672916728317,B,41.147373822493485,201.87335369018462,69.89880243813862,-172.0945807206343,-73.25669126207094,-73.43764792410197,A,D,153.14199060743184,0
36-50,Yes,-91.00207830201005,95.26753321212817,56.52805721038283,63.18313718988606,-36.891189459114514,D,E,17.64981929225458,-72.80629422211749,E,-12.137673306632605,-20.770629394191232,310.09320074195244,75.83809264473688,-167.18336268448866,23.438892358792195,E,A,-120.74846738148766,1
65+,Yes,132.655029343322,-220.5499881323897,-227.90437944827508,73.1777292433427,-46.60727657909041,A,D,28.53620956826464,2.1826306009044907,C,-21.95365598188074,43.87497762672525,49.02683362186818,21.69300514653654,21.23478063145426,-10.193210557823509,E,D,48.83128325451935,1
18-25,Veteran,28.14911571458444,10.15444601282656,-105.7234665682566,-63.35265955754158,73.46780290148816,D,B,148.49837426443375,28.998185407231965,E,146.68821367663412,-148.5380142787456,-54.89557229160354,-33.12609633062821,-39.362384713276185,-55.04470878032929,B,D,31.452890410231323,0
51-65,Veteran,63.908621464739355,-60.96987495386477,-56.15364713514308,40.82678662365359,-53.772248640081024,D,A,79.36275464384885,-98.23497005359879,B,34.16888922701738,-98.44743104338946,108.82052884841227,3.322073773686812,-88.70201831899614,-82.23250780054484,A,D,55.24935749761912,0
36-50,No,125.23767995435028,-91.12453120248347,-52.57569443029876,181.59768358670206,-29.894624686801386,C,D,27.34890101258659,-116.07199460587529,D,-45.361101410054175,-14.123549522219156,1.5188620024317465,-110.24310053174827,-184.6209455248619,119.1110480783959,A,B,-94.92984068600538,1
51-65,Veteran,-37.609786500968724,-67.3271785481519,-7.936052993998553,80.46352990543708,137.35628635201752,D,B,-107.08153479561584,44.980503325465534,C,29.512276730490527,-50.10414021905417,-112.07782072091395,48.19612534215662,-44.79919060387556,159.3837137097619,A,E,-6.16742658152559,1
65+,No,-138.96338348137058,-125.15746317134521,87.00646909593807,-30.608054531368623,-52.255713709060835,C,A,110.1883051760973,-124.46208574369881,A,-137.6899399868626,-80.84420982240258,-85.20133159244342,-39.600403799279036,18.524559390464788,-63.61813089737439,E,A,41.32039702465582,0
36-50,Non-Veteran,79.05949484510008,20.20139252889061,158.1294861825833,-62.95001487904178,-94.19736017579223,E,E,8.41964738543034,66.41213697492955,B,99.73537991384732,-40.14445902725284,171.20406404641142,67.72729393392527,7.325708763016901,-102.92131298163672,C,E,-57.92654607548873,1
51-65,Veteran,41.00161221118858,212.80983106663012,115.65747520130205,23.75485433932077,-102.36667476410592,D,A,-102.05396868230166,-18.238133343910302,A,-55.530675663677556,-3.8743877683935084,225.87122450948965,-70.85202303828252,-170.9492651947825,16.653794105529958,A,A,-163.12796375579504,0
51-65,Veteran,-8.416301198627455,-78.29944273701554,116.4388954668162,-78.18087818110997,87.183545584271,D,B,-44.299786429615416,192.62221146520415,E,48.62859623264819,-59.477894044827586,2.3680558353369556,91.06118857480489,71.85147704863483,205.939707961044,B,C,-19.271340766485768,1
26-35,No,78.51705721493346,-62.958444628325424,8.544169287923836,131.49680104733744,-15.076318475014855,B,C,13.490269351433318,117.84458699408908,D,142.96360250180544,48.0998129609378,70.98436202988096,-35.11948745382558,-23.08558360904496,44.514783602687515,A,D,-132.77671100953054,0
36-50,No,-18.527008702159232,-38.54377139485802,68.68320229455101,190.3545693614304,125.83512389324969,E,C,-148.14792054198176,-139.5745180253286,E,-75.55609432438412,147.69905395912676,-140.60246090111556,145.0109749361815,-123.50336444307639,41.53607959526502,A,B,135.66723332815528,1
65+,Yes,-1.126658516326348,75.03546839742215,14.042252712834962,213.58542806354683,12.239470493418256,E,E,-78.89761256393474,-16.18504609609618,E,8.394746307408171,-100.55997659408537,100.70813932128976,-205.47686627646317,17.35792285527263,63.544320958401215,D,E,-107.11599770078317,1
18-25,Non-Veteran,-110.63150266691133,16.515601734243347,-64.75830293510795,35.46159833253949,134.8484585772197,B,A,-3.433054959244232,76.77704005857971,C,-96.25276975245562,164.04413934605395,-121.3984097664718,-162.51496008009977,1.7411858169352339,21.764493256529295,B,A,110.9701095034771,0
65+,No,-114.74184247118544,-19.63779007719512,127.36412722080144,201.05481761138014,-29.817315058251726,C,D,68.38015422544917,9.991819437220334,E,81.16217421208054,-116.3721701604115,-149.98484606640523,146.6189078879724,116.62596383407404,218.24085098655647,E,D,-60.58764504917718,0
36-50,Non-Veteran,88.0727279475752,-88.58421972060277,-56.430343764034966,-114.16828105738786,-240.78146165236785,C,E,-44.974592938607316,33.434581360792784,D,-269.14978000134056,75.11646972330362,-14.352887059820763,-77.68253496963321,23.331045808899255,90.76934814866374,D,B,1.3245175562138152,0
18-25,No,-34.729035352667246,-130.78240073314367,-136.8444833627216,128.20118737429266,-137.11461182592654,D,C,-84.70695150595145,34.62010538090621,D,-38.24707318079055,-159.84305478378883,-42.68640259243573,38.54667331263309,4.963450637439693,-54.96544137651913,C,E,34.297896415792046,1
26-35,Non-Veteran,-32.26608170092707,-106.88940721353678,14.869919356636613,-111.54211706223604,-2.3403272292962036,C,C,56.7106377449509,-68.69982433486614,C,95.97863581885524,-105.24126413523678,-55.46201119760109,29.008089121429524,14.051052421627963,-50.97251849929327,B,A,146.22609817697392,0
36-50,No,-93.1251252600949,-46.764629420661066,77.10666164201037,-115.8925973225508,-15.99886280256529,C,B,-219.2658793892526,292.1545719219057,E,-24.668732958558486,31.153897540762326,-147.15819017001087,1.4248546245131106,-54.53768859237622,-58.5942082062315,A,A,29.920111477499674,1
65+,Veteran,-87.22043915374988,-64.53457929297775,25.59999603210513,-130.66638196823178,-208.53998893459976,B,B,63.95867121828712,75.86043386292471,D,80.45500033065734,20.772084408731065,-45.13652078204943,3.4258509288224994,21.677625275081528,-16.32488853450908,A,B,42.30318086027073,0
