religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Muslim,Male,US,Divorced,137.8402752697643,45.77347697668042,279.19822396772366,-27.424154868010632,-39.09738784053454,-138.95203050780077,155.76001843479645,D,B,C,E,1
Buddhist,M,Germany,Married,-112.84519496988999,-161.2493316672164,-156.05157039979989,9.191543654643018,75.04024072824443,-16.361412461448055,1.6783629642523088,C,C,D,B,1
Jewish,Male,Brazil,Divorced,-5.006728264603114,-87.19708738316825,-76.53422579932236,-34.50254731941087,40.47730383250036,-141.47687894038341,-228.70630013548254,C,C,E,E,1
None,Female,Brazil,Widowed,-134.78565648549713,-26.237717005075773,52.770214441590255,87.737661639856,38.79090480345664,114.57219587527617,-43.94300146081189,C,D,B,D,1
None,M,India,Widowed,-63.04405714098317,-37.90160498934395,3.738604650943504,-101.93576600850905,-255.8558453212512,-1.4784664229692828,49.73702071277138,D,E,A,D,1
Hindu,M,Other,Widowed,93.98343191540776,4.595418869442578,48.88304378182196,57.02569336671488,-102.63758485585646,-77.13762317826166,97.00844555165112,E,E,D,D,1
Other,F,US,Married,-87.67572034002683,-250.75491146127322,56.93175655159277,-59.17150621941981,26.80913799466127,-106.05220479354995,182.06481534203886,A,E,D,E,1
Hindu,Non-binary,UK,Married,-185.3307865544657,153.429878486072,24.75653054045972,19.05119762451059,22.461216757328373,74.5260454168728,-53.08060173506415,A,C,D,C,0
Hindu,Non-binary,Other,Married,229.43763492945672,1.0411637288781637,55.707605528486596,97.71262693893242,42.08967168502121,80.94305629769458,-60.69162415588446,E,B,B,C,1
Other,Male,US,Widowed,3.5332298104798023,-16.47159845774353,-104.29806193613051,-222.7340240204707,-84.73256033750988,27.966986779792713,114.01742567994499,D,A,C,C,1
Buddhist,Female,Germany,Widowed,-129.2299659046965,13.623991599310633,-67.13261234114324,-124.20731758888996,-100.29591129599933,4.206073756708716,-131.94538232884082,D,B,A,D,1
Other,Male,Germany,Single,56.6720814164039,-53.0405264611434,-76.31141401911313,64.51447676370319,-64.19930183428977,48.434575845066526,-61.97890547023207,B,B,A,E,0
Other,Male,Other,Married,133.942800763261,29.49214761454484,-22.919300174426567,-46.02093507070124,18.999640743521102,-44.14188241620744,12.721594477248791,A,B,E,E,1
Buddhist,Other,Germany,Married,66.28635386569172,53.491634653607754,-11.228451393373486,-37.10262279761059,-45.68954367739186,-96.1457202791036,-189.30913007917624,E,E,C,B,1
Christian,Non-binary,India,Married,-67.9120755242535,-95.74721040437232,-36.29244944305865,1.3119016886809916,-2.0566806887584206,18.72464260199436,-145.26386286890175,B,D,D,B,1
Jewish,Non-binary,China,Single,-54.16418234524713,29.10104721515758,113.27888569416406,-2.8706351884476606,-6.0176678748898,-30.303876920691252,43.82618308943476,C,A,B,D,1
Muslim,Male,Mexico,Widowed,-18.998092767749096,7.869342232638266,-86.08497174752235,37.5496666274972,-45.00804365071992,-213.49653148313163,111.6021461392142,E,E,A,A,1
Christian,Male,US,Married,-64.62751341302886,23.680620976882775,-256.4769089836717,-96.19376601318238,-69.38809460510407,64.34503922779837,-39.42206670408884,D,E,D,A,0
Buddhist,Female,Other,Divorced,-3.9196000063676304,-160.25788755678388,34.901531213646365,176.5353422383526,80.9872827533676,47.24006661287436,-109.67642667273951,E,E,A,E,1
Hindu,M,UK,Single,12.971275068548493,-58.05723536856069,-60.5375160333134,77.13192482387473,-75.76184145789524,-12.462074390088265,44.7419225237705,C,A,B,D,1
Hindu,Non-binary,Germany,Widowed,-132.0882922495279,116.9628533867013,79.58013473065297,-30.175044004795808,-126.96150250687914,-362.9166142632257,11.130889910313435,E,E,E,E,0
Jewish,Non-binary,Brazil,Divorced,8.345892660865523,-103.84309990737606,-13.394957101543003,-91.51623576549206,5.106338494410574,93.22774697380541,200.96864231344153,A,E,B,C,0
Jewish,Female,Mexico,Divorced,18.676687128993073,-160.07386646834604,-66.06548810934527,-88.04317434217745,76.23829451117041,62.68304102100251,-18.579562167659603,D,B,E,A,1
None,Non-binary,US,Married,220.70509309797038,-37.07414887598805,-34.95157347481919,-70.08123032018342,-18.79982346994426,-54.86812066782485,-63.875770527799844,E,C,B,C,0
Other,F,India,Divorced,-10.480971974110522,40.148302194708144,-58.436663169466904,-42.34308539381771,-10.313583282191837,100.32331743303418,-39.54093355277647,B,D,E,B,1
Muslim,F,Mexico,Single,-163.85412429923056,140.86411605368795,-160.73374774886878,-18.106950058495798,-137.66275612445412,3.7317534084803503,-200.65642297209573,E,E,C,E,0
Buddhist,M,India,Single,158.1753919348823,-68.4290143160063,108.74294118069238,85.87396484792407,-23.943284291821474,-129.32194603967298,7.444064247373565,D,A,E,E,1
Hindu,F,China,Single,77.32310616704385,-47.374927092183626,55.02571827856549,-161.17963749605389,104.66329015203475,-8.749069239153503,120.63228342569086,D,D,D,A,1
Hindu,F,Brazil,Married,68.016610352374,-54.33334925126038,-41.79380813356989,73.43994007835103,37.374845631299735,-115.06909786704117,157.48776166700134,C,B,A,E,1
Other,F,UK,Divorced,-37.34930396170461,146.270924699856,-256.61985270527896,175.9485920128622,127.37961789978978,55.31312289629391,-78.69032442097264,C,E,D,B,0
Buddhist,F,Brazil,Married,-83.06792939419674,83.97597096182055,90.00148033516857,-72.75698489491269,221.62100903754856,119.68752189112088,128.70216679358583,A,B,B,D,1
None,Male,Brazil,Married,-2.8014011874151112,71.12543951842537,183.1309395898163,-64.23410917501472,-59.135368356697484,59.65150638975839,148.95981951464046,D,B,E,D,0
Jewish,Male,UK,Divorced,33.81671196196986,193.1618946404256,32.89720447601429,-19.321924862661586,-35.25726510200183,40.68206811635107,124.96142688323577,C,B,C,E,0
Buddhist,Male,India,Widowed,-44.97191679067017,45.26221740411314,-116.85293016732412,101.74348724702038,17.534841715975688,-86.83172214971997,-139.1020569434357,A,C,D,A,1
None,M,Other,Divorced,62.544708207894985,104.13687015268518,37.91787271068266,114.31478285276462,224.58073984650997,65.69478556778155,98.06875861302679,A,E,A,C,0
Hindu,Other,India,Widowed,155.80499356776437,-28.372534278613408,50.65445230358259,-105.65527987689953,43.1316807040578,124.09691432116321,105.47482236636031,B,D,A,A,0
Christian,Female,Mexico,Widowed,12.237066018132897,-2.6546451169634793,-110.01100096156513,-213.04165095557278,-62.049501561703465,64.93954581443744,47.89056347969646,C,B,D,D,0
Muslim,M,Mexico,Single,-145.4800212718692,-62.93502474040601,28.808254212809974,-34.32842321414829,-50.54352164049215,24.512063453553175,-14.29177832339395,B,E,D,A,0
Buddhist,Female,US,Single,106.81810854168556,-140.8539934896083,-41.056478550063986,66.1356129399797,-8.885093747610894,-19.471578507933668,-71.51478280376847,A,C,D,D,1
Hindu,F,China,Widowed,-26.435233059947162,-60.38664955441766,77.88803247872355,89.72821021999614,-109.16316780586679,98.83252347609351,89.82058000963538,C,D,E,A,0
Buddhist,Female,Germany,Divorced,-51.2523861903737,50.682801443845385,66.8000595191223,-154.78128276340527,93.01380862677048,43.737320570282606,-245.77813378600243,D,D,D,C,1
Jewish,Other,Germany,Divorced,-53.76157044628881,93.6884662808733,-126.16388755835288,32.81329069897972,51.28760017421556,10.725214344558278,-11.053590761545417,C,D,C,A,1
Muslim,Other,Mexico,Widowed,249.98838371340574,65.15993801306522,-123.57303140633849,34.90284466707539,-16.688713650358203,63.58021833860715,179.75975026453517,A,C,B,E,1
None,Female,China,Widowed,-136.99474753811407,199.43214341920756,-98.93353365743141,-22.123194050302864,9.459723010717038,30.755441956642542,-157.6436512267009,C,A,E,E,1
Christian,Female,Germany,Divorced,-137.34116329885208,-45.497089096842046,-49.314826782607526,153.71457947015074,-190.81690018770158,60.20945606412613,25.711387443846355,D,E,B,E,1
Jewish,M,China,Married,6.090813698817679,-4.6487381297147445,119.02392430270375,-3.811725915979565,-268.62097367182025,141.6982443755315,-83.31989420784839,B,E,E,E,1
Jewish,Other,China,Widowed,-17.226286860552996,-109.54233131894465,189.6700274703773,-73.27327139806859,45.6125737160265,-131.6241342686131,-12.271700576111353,D,C,A,E,0
Muslim,Male,US,Married,17.814502651694912,-56.394911898610935,127.72761337188913,-158.23485512778535,60.14499499124899,71.00850412434559,-136.04586026210393,C,E,E,C,1
Christian,Other,Mexico,Married,46.879506248641825,151.5532832733037,17.631952401532093,-17.915073783125983,38.136505375974785,-10.209462394055246,-151.62989850245071,E,B,E,D,0
Muslim,F,China,Single,55.53459255112061,-170.84437430783632,-24.884695471299565,-76.44910149012438,110.0877233238626,-121.88405233595346,39.21078513259629,A,D,D,C,1
Buddhist,Female,Mexico,Widowed,75.46513735702692,-68.7450050507279,-81.9724104709583,-4.872624156776868,28.538608228158914,3.011024520208229,59.302253099191105,D,B,C,C,0
Buddhist,Other,US,Married,-129.9076596800909,273.23194931982533,37.099993857245735,-137.39778584147226,-18.117765623030117,-46.40269263931271,-178.5148510603677,E,D,C,C,1
Muslim,Other,US,Married,-91.82181697448509,7.078986497828745,135.03180683023245,137.21523115781704,4.150630205922658,160.89487394166764,61.94195905036288,A,B,D,B,0
Jewish,F,UK,Single,-125.97688611616589,-45.813426514935216,-59.21788119562953,-129.17323556717818,-220.17704862436958,41.1265285959483,-15.73395578775405,E,B,D,A,1
None,Female,Other,Married,-32.89929226303,-41.28648186296533,-48.79686230392972,-142.6942167295433,128.20935353093344,-53.61805809784648,67.89911603497693,E,B,E,A,0
Buddhist,Non-binary,Brazil,Single,2.1855000049165993,-27.552684721039167,108.72043348344947,-30.894050096693853,-100.32753042657806,-21.15499735472871,117.70767235698281,D,D,C,B,1
Hindu,Other,India,Single,88.68037031658228,-104.6230472332469,29.280573413539702,35.46943338519868,-10.570498498080637,111.16949561858283,6.3773820212598835,C,A,E,B,0
Other,Female,Mexico,Married,-4.621070420755295,-181.47097409651937,160.4315896565229,-15.837551605578273,-183.31201829391748,-146.78369694582716,-22.155115636020966,A,B,D,B,1
Muslim,Non-binary,UK,Married,138.73402935790114,-14.744027982700898,119.22982412022843,-3.8351028588116045,-163.19743298045046,-94.61740139113594,-75.32697280406411,D,E,C,A,0
Hindu,Non-binary,Brazil,Divorced,-21.054316555634866,-94.91702642066276,-44.27537174368522,10.883971311775973,133.51748577307077,-166.00975405932294,6.981325467447016,C,E,A,D,1
Christian,Other,India,Single,103.77034473969726,-172.4433539008303,1.8082771243673017,-253.32094736196834,145.00397711417855,-226.3980350440907,16.511266333934703,B,E,B,A,1
Muslim,Male,Germany,Married,127.15036467810914,-58.91698122387845,93.97636017818958,-35.76111913156142,-79.0902813819659,-16.96196138008767,-101.75683906516262,C,A,A,E,1
None,Male,India,Single,-20.827330652232394,-62.44909184877918,-109.01036634393166,144.2522110210643,-6.173756801400376,-121.37580206252241,-75.71261830304088,B,C,B,A,0
Buddhist,F,Brazil,Widowed,33.90385543356434,-55.21940392245066,-3.6047737086556966,107.44464642589433,-213.84362981957793,25.40310292937705,-95.4177657992462,A,E,B,B,1
Other,Male,India,Widowed,-91.92276504718147,115.63150592383573,28.084919329509,50.73051098827742,-37.90409644549474,-81.92577133514241,1.240934306411226,C,E,B,E,1
Buddhist,Non-binary,Brazil,Single,-47.973975180588454,57.4953280719372,19.857035864665487,-102.55377106840979,6.232893009107459,112.68564453518921,17.539135773099307,A,B,B,A,0
Jewish,Other,UK,Married,181.5375502609718,-134.21872116820106,26.944958102090773,-72.77248985937709,-25.649622122324644,-41.960991357707236,70.53268134588778,D,C,D,D,0
Buddhist,Non-binary,US,Married,-7.232418404946611,-52.07131166308844,56.08979608933375,126.396898964901,-3.966052182574923,216.09499035880577,18.678872652045374,A,E,B,D,1
Other,Other,Germany,Married,52.12422666975943,-30.869640742977943,58.43831795109069,-150.55425566308983,-124.76826531813666,100.77302273895002,-59.60274657631043,D,E,D,D,0
None,M,India,Married,1.2490832416698288,69.09591377753651,106.0514447413451,93.39545053474694,155.30967070146963,-68.06028695161189,-35.10381856305067,A,B,D,B,1
Jewish,F,Mexico,Married,-56.57052004259049,34.92569384107998,-17.67310230728291,117.56494213858576,-130.7287101051297,87.27534190721865,-188.81197104536324,B,D,D,C,1
Buddhist,Female,UK,Single,50.52415332708079,-59.968997203463424,57.56334208958892,84.83114598792594,31.23495884296891,115.75100172414183,-15.91310703111983,A,D,C,B,0
Muslim,F,China,Single,180.4469007150087,-45.033642907231744,-16.888004658096378,-57.807675312828785,-44.74284114362654,-40.019699718886464,152.1560556279789,B,B,E,A,0
None,Female,Germany,Widowed,-128.78495065391098,-128.1995420340182,208.25731458600836,-176.45734628127894,15.205081352802866,74.87115032183823,-69.32049191508932,B,B,B,B,0
Jewish,F,India,Married,36.311375738304896,37.534916067378596,-87.51321273960022,-191.54711399482477,-131.34440334862995,144.10781023060403,67.55868052507961,A,D,C,D,1
Other,Male,Germany,Single,21.5275381409713,-72.66037116176582,35.324229226566665,-160.16921837504532,83.6779606597802,109.83448718189213,83.14683271365479,C,A,C,A,1
Other,Other,Germany,Married,84.73860188836078,-54.83802581867276,-142.36979874803308,122.71041942815411,67.3714941861434,-31.54869159330166,5.354464876475549,C,A,A,B,1
Christian,F,UK,Married,-324.87371664652585,-123.82265406243545,79.7598158184308,84.21592493994521,-82.0230220053543,-6.691679442269619,-136.77593117875364,C,A,D,E,1
Other,Female,Germany,Widowed,131.80513684150452,73.11914271785874,78.01365408454258,183.86182567647947,119.93299538766425,130.99950282110865,72.73524040500565,E,B,D,E,0
Buddhist,Other,UK,Divorced,68.3967597440749,-38.70066129406075,61.613648894182305,-155.68721624225412,36.40923905589919,-74.30569464952875,173.82556201115545,C,C,B,B,0
Other,Non-binary,India,Married,-76.63845131796246,-34.625701274230344,16.542383448571744,52.48753887170812,29.618391319887117,-85.76196247391175,-71.50874447080537,D,D,A,C,1
Muslim,M,UK,Married,-209.17239904655074,232.05065031959276,35.43204976626203,44.00552044234719,-114.6705648846887,-81.18114418165331,-20.150620311691927,C,E,C,C,0
None,Female,Brazil,Widowed,-31.090940993368356,20.79033035903126,-216.55686266517026,-23.992065764227373,-73.32340909710152,59.98777647359568,68.87198783307439,D,A,B,A,0
None,Female,Germany,Widowed,8.748481946345615,29.02132881385086,-29.17518737954906,-7.883197210598447,103.64767860886546,-85.4202597008467,77.29818727325505,E,B,B,E,1
Other,F,Germany,Divorced,-91.56384662454192,-55.12691201797399,-55.89210307856899,29.163058643713867,68.3323875844982,293.6409766489537,46.439130349802724,A,C,E,A,0
Muslim,Female,Mexico,Married,-21.680075094258598,-19.537774479107707,79.75483611285436,-7.271211386063141,-54.679399686410434,21.646060480553526,-38.59737100597622,A,D,A,D,0
Christian,Non-binary,Other,Married,88.38178720867653,-87.57171730900885,296.1917639012021,-23.73230007927202,19.505570815862665,0.18879420877008535,-11.89002273168596,B,A,A,B,1
Christian,Male,Germany,Single,-116.52008224785482,143.94872113945337,55.203357729851334,6.100293812064801,84.38678038933429,-118.30045090243526,47.366355395221866,B,D,C,A,0
Christian,F,Germany,Single,20.240788506523266,-69.66085583782869,-65.47530787824925,-135.7857023846966,121.38442998025043,-40.27412469357806,-205.2006468020581,D,C,D,E,1
Christian,Female,Brazil,Widowed,-39.89675074815791,23.56833748445554,68.64710797272421,-22.710188117489384,101.91487873769134,-267.4895678594551,-72.29820989399015,E,D,E,E,1
Buddhist,Male,Germany,Widowed,-61.00301943289771,-115.69142221791043,-171.3667705231329,198.02230048396262,-95.66229344237415,-53.10556358663669,-89.33803780842618,E,E,A,B,0
None,Male,Brazil,Single,-81.86392736245642,-64.89109560367896,123.46117719187515,-23.370612420892233,79.66489526966004,22.85050389325565,-11.979894683132626,E,C,A,A,0
Christian,F,US,Divorced,17.73805143869074,-80.93092819119309,-63.431670099725665,-22.425887302165933,100.55411984816187,41.78885905574487,57.693564651797566,E,C,B,C,1
Christian,Male,Mexico,Single,15.161283702437142,-65.42991543709236,-168.69238488285535,-31.729150307459403,105.32600412073707,-141.9816696815684,103.13614114775633,E,C,E,C,0
Other,Non-binary,UK,Widowed,-1.3322313361178346,-55.31146596445655,13.021794068197964,-23.385614062340007,-22.27087270880962,91.47382430354948,-31.139929806604467,C,C,D,B,0
Christian,Non-binary,US,Widowed,-4.197961729321088,3.147713342777144,-31.610205864399294,-67.38670939433487,-13.065724908910143,-22.139226422297565,-37.376731670129914,B,D,C,C,0
Buddhist,Non-binary,Mexico,Divorced,-60.09267479352386,-178.62941866441543,85.93778186142374,-10.917207726334388,-48.805548760837326,-31.46972941642698,92.90231827703609,D,A,D,A,0
Jewish,Female,Mexico,Divorced,128.49857760041004,74.60462962965643,137.37699609488138,99.2051936679409,106.24061775530474,-31.93776192329291,-47.64830262343649,B,B,E,E,0
None,M,Germany,Single,13.805498655449334,202.14298553161177,-34.62756149976229,143.46557990734817,150.03264026134525,-0.19780963726301953,46.06614074083631,A,C,A,B,1
Other,M,Mexico,Single,154.90215460734527,28.909201037710137,-79.94314019929872,43.61800556239396,-35.48027844632322,229.67302800310017,-95.40061560439383,C,D,A,D,1
Christian,F,UK,Widowed,-25.641492851852586,30.99489816918374,21.511253113181652,42.93736739737734,-31.183268509247885,48.88971233309215,112.79864772667688,A,D,A,E,0
Jewish,Female,UK,Single,100.38972902986157,-44.30652937877163,-81.71354246982575,10.906535154769644,28.756758645682627,-159.85356503564736,93.8504190974751,E,D,E,D,1
Jewish,Male,Germany,Widowed,-147.15190382382102,-97.55501886634052,32.280166731960186,-38.72020197748988,4.2855036120663765,69.31309847387658,-109.69957742962877,C,A,E,A,0
Buddhist,M,Other,Single,-129.8610204424852,31.362094112076495,44.60884161133321,-6.435292586242429,11.211788510334076,22.444278953063083,33.021735602314756,D,D,A,E,0
Buddhist,F,India,Single,21.76523403904939,-145.61931190625364,-82.42849913239995,-75.51690538630474,89.53945084411599,-71.77816921283502,44.018426435343805,A,D,D,B,0
Hindu,Female,China,Single,-121.21544430000468,70.65832530904574,57.5001361124461,-171.9295759298597,10.871763963643998,-179.83351216529687,216.30079884007026,A,B,A,D,1
Hindu,F,Germany,Divorced,-40.05632690025667,128.8762438754857,-46.01602132063411,-64.9724593315154,56.77410551611709,99.51430522731782,-29.447821029941906,E,B,B,E,0
Hindu,Other,Germany,Widowed,71.07207786730667,49.2416689682542,-131.9002120162337,-110.78426813251517,-113.90956653464053,109.30023369383765,100.40708718008713,B,A,B,A,0
Other,Non-binary,Other,Married,-8.371410077060283,-268.5977246959604,-12.122540876349904,-84.7021699278662,2.5898062225436504,254.72592492618614,-36.5126703032579,C,C,C,D,1
None,Male,Brazil,Widowed,-137.84656395681102,-83.71315201991602,-67.52346436725352,-48.125947679272706,-111.53897678364561,85.48934364912762,-60.92922584806926,B,B,C,E,0
Christian,Non-binary,Brazil,Married,54.22022751189871,-205.49891201351747,96.01042082746055,32.580827657870046,120.06303128305132,-113.70004886682854,27.20424595274684,D,D,A,C,0
None,Male,Brazil,Single,21.11487334874215,-103.98599915727198,122.3984656563454,90.62967551949428,-29.90962686449587,77.9359493611478,-29.203581173486516,C,B,A,E,1
Buddhist,Non-binary,Other,Single,-46.383622009494225,-30.54524261864124,52.14608722347842,74.55148624702512,137.3500927257965,233.10055936708403,10.644694971147302,B,B,E,A,1
Muslim,Other,India,Widowed,97.09811199158533,116.6065201589395,-9.985148336773529,176.7167372546651,78.48250254478755,-40.91476043626649,-110.3358350586667,A,B,D,D,1
None,Female,Other,Widowed,42.293182433578075,193.57567792198464,127.64493665431979,69.91742965233196,-15.114862147566976,-65.14261365649777,-64.5304831393194,B,E,B,A,1
Jewish,Non-binary,UK,Single,193.8385944201007,23.765812143356953,-119.88030083816068,-81.9612021464327,-67.41262790031287,25.9742372319277,-1.7090776855834453,C,C,E,B,1
Other,Female,China,Single,132.19531822976168,-67.14815437678155,95.00517952991522,29.306974665563978,33.85789855207939,67.95131663345234,87.9289227875001,D,D,E,D,0
None,Non-binary,Other,Married,95.08790980007824,13.239703126608829,87.44029471105196,-8.306302380795074,-79.50957754910796,-172.54457650643448,-248.131752523527,D,D,E,B,0
Muslim,F,UK,Widowed,-15.6661097458289,63.30068336720682,-4.378332810894795,-233.3559014707459,116.0580187996287,-120.3812415165759,53.065668730683115,E,A,C,B,1
Hindu,Other,China,Divorced,108.93083151251737,-83.96923106532246,-22.546393300901485,-29.542338671222833,-46.834274903628256,-177.42104053662985,43.146724972148604,C,B,D,C,0
Christian,Female,US,Divorced,-78.51939944803583,159.69897661627667,106.96384339268758,142.0205222161975,-152.33972891601016,-79.70665711075354,-12.59695660475402,A,D,C,C,0
Hindu,F,Germany,Single,-74.6072553310314,-125.12264981512978,-91.6331441583181,-190.39187390043094,59.04668913739835,16.696949613314885,114.26136186289992,C,E,C,A,0
Other,Other,China,Married,-59.17133412670762,45.92624245323634,-185.12519543032144,52.456338993736296,-153.1194446464498,-132.84477455066414,-28.26096358309015,A,E,D,C,0
Other,F,India,Married,-51.657134003172644,-143.53893219158795,100.32131667511098,-141.7412984914661,104.9582717324479,-45.904287081726224,8.296000792546849,C,E,B,A,0
Jewish,F,China,Married,-89.19832484905038,26.714979238639152,57.95610640479172,3.380406718086084,-95.5782865051543,-203.38733383003955,-88.44250056141743,C,E,C,B,1
Christian,Male,US,Married,-9.401421653717138,93.95019380455918,22.816085109858875,-253.94345580634007,31.518216053250388,86.52737523306376,81.81952488539399,C,C,A,B,1
Jewish,Non-binary,US,Divorced,105.51413686817064,130.18434571558763,-156.05552936910985,95.37732900401082,30.470668138269353,53.69138487718346,-133.9963686294596,C,A,D,B,1
Christian,M,Mexico,Single,-23.248573817385385,5.555583829880561,114.09505247962505,58.654801282685675,38.281494229575905,-99.70292039238893,6.642381427894864,D,D,C,B,0
Hindu,Other,Brazil,Married,11.050625859212532,40.65289472093106,127.58396199542139,39.96940169071465,48.027945168111366,7.175089153779199,73.04972168451671,D,D,E,C,0
Christian,F,Mexico,Divorced,84.5760186989676,-109.72642647322056,-18.768643786339698,-103.75206086179473,-186.10301449562064,230.19767021035756,89.93202538125774,D,C,A,A,1
Christian,M,Germany,Widowed,-29.409264630364007,-72.73882752172996,-15.935122671120022,-115.49032023958263,-253.94334235274792,-8.23495178698604,-4.225254299201012,E,B,A,E,1
Hindu,Other,Mexico,Married,11.995982225645061,-54.32105550184472,113.29818129440999,47.096639913865864,-47.53908769494492,10.639520830972796,71.44345798306271,E,A,D,A,1
None,Other,China,Single,-43.85092195535002,98.28211557429631,83.16148443903599,-237.4217661947572,59.11799925392387,183.59757084897922,-1.5561262269723823,D,A,D,D,0
Jewish,Non-binary,Mexico,Divorced,-106.74186887111364,29.65472350052219,-6.264454527594299,-88.40140256858024,-49.01884634697967,143.09500980798833,100.91632337841283,E,C,B,C,0
Other,Non-binary,China,Divorced,104.34023456953861,-34.288903154969056,-122.80763063811206,140.68891147246305,63.16328509156899,72.89344442841174,-40.82361036973813,B,C,C,D,1
Muslim,Non-binary,Brazil,Widowed,-141.32959780798006,152.9762802004582,32.29492864298994,38.599806579334135,-154.59866691019943,-103.48887772230651,100.2725014810505,B,A,E,A,1
None,M,Other,Widowed,75.0931885483615,187.4594553177149,-3.218472107273398,-8.663170628078644,36.520402879170724,-17.017915923484413,224.3578752284293,D,D,B,A,1
Christian,Male,China,Widowed,59.7987982654229,-40.97969498419115,77.76141448406537,-9.247450939031827,-56.88640491233411,-163.93984574283294,-25.5516756910527,D,D,E,B,1
Buddhist,F,Other,Widowed,-10.884619186607967,-67.07113291744812,49.30721315896523,-54.799292388773715,199.75494448891507,20.236983575758845,113.65193680654606,B,A,E,C,1
Jewish,Non-binary,US,Single,-167.27589236775628,-30.931397351791674,50.56265971627963,46.281018923237056,157.9738167765258,114.09128198531204,99.3810909404187,A,B,A,C,0
Muslim,F,China,Divorced,106.02504272474509,37.60546805429126,51.00574116316089,-71.65286370057257,-10.932653647998292,38.94138543016826,92.52688451252659,B,A,C,E,1
Muslim,Female,Other,Divorced,171.37912040346944,31.151198272160265,3.231599796280339,-73.63409870393127,-84.63880975673274,-2.5046287949737627,52.760019113252454,B,D,D,C,0
None,Male,Mexico,Widowed,120.5189201720434,-43.18174759077038,-161.43166711660058,-152.58094323595387,-88.27547151155196,16.58291583109195,-14.29090844190001,D,D,A,E,1
Buddhist,Non-binary,Brazil,Married,87.59257209115387,78.1725281882957,-7.586576250162751,-44.031747912368495,-157.2099465762224,107.85206379832582,-13.34922103546144,C,C,A,C,1
Other,Non-binary,China,Married,213.65923098747555,98.92743152271612,-43.338043879225175,-24.773860807775336,-36.44734946018603,-79.06498905323869,154.78662239162136,A,B,C,A,0
Hindu,Non-binary,Mexico,Married,25.400657472433675,-18.341129110954096,352.9575048256167,-19.267965652120743,77.527477782221,-123.51082754552263,86.60674686049286,E,C,B,A,0
Buddhist,Other,India,Single,83.33770346597062,102.46687297281707,54.47643517562638,38.31420062778746,32.08459950339101,-17.18432988212424,9.546917344690199,D,A,C,B,1
Hindu,Female,India,Single,58.30776061201413,-68.18380977413949,86.87860703388782,22.89549869582112,-126.23213923471712,120.37119484689502,-117.06583365360885,E,C,D,D,0
Hindu,M,US,Widowed,-95.65321990740682,-69.72815860194413,-18.79898630054048,68.01594679492783,103.25347844366877,102.24502217800442,159.6601260423548,E,B,C,E,0
None,F,Germany,Widowed,199.71638837453474,84.35313299679905,35.32454983994716,84.5230424015102,-111.454465455318,36.854248439819926,42.993500202276195,B,A,A,C,0
Muslim,Male,Germany,Divorced,-16.285614926321127,48.584656939061695,-287.3537321985095,-8.962816816532472,-41.46088606976407,188.58410095445015,-82.68326737480444,B,A,D,E,0
Muslim,F,China,Single,-154.17614368941847,2.681921909211051,-81.14687372106165,-13.022397224727603,25.012967345337913,-25.23872819677717,-50.017691048917854,B,C,B,C,0
Muslim,Female,Mexico,Widowed,51.82448732641013,-67.1833817566478,95.93716989129692,-98.74341665288483,63.12096519268645,160.9744191632174,-76.88552057890365,C,A,A,D,1
Christian,Female,Mexico,Widowed,36.20456946891413,49.951273651148426,-208.602851432178,55.452231166384834,67.31967925810235,69.09235314642969,-72.92610895683991,D,A,E,B,1
Muslim,F,Mexico,Widowed,-90.46696574346352,-95.88887358398512,213.04347776868187,26.25049105754008,113.44029721159407,-27.32006187572546,-38.65920263734463,B,B,B,A,1
Buddhist,Male,US,Single,-97.99535214893675,-109.52075019436158,-73.74496595249171,-109.48197904339109,-38.78735029921718,26.128415289299333,-23.20961408975802,C,A,D,B,0
Hindu,Male,China,Married,104.60980900163175,-149.6404912470351,-1.330863278155224,-10.645091874894826,39.41309846604332,-63.56616127470116,-20.129618183683014,E,C,C,A,1
Buddhist,Other,Germany,Single,233.9550522313352,2.496975529619621,124.41325637815788,92.94786514702508,169.5343611146552,140.29459360586716,-47.355494267461935,D,B,D,C,1
Hindu,Non-binary,Mexico,Single,1.6564912544937607,-225.7917728771364,-32.01163099304624,34.625404324571655,94.10767164800924,-65.30217806242355,-21.4758764724562,E,B,E,D,1
None,M,India,Widowed,67.88898979680792,54.06659623601598,60.659330552933234,-12.965057045795438,-4.5181881165068285,311.33861063176596,-21.651662630483724,B,B,A,A,1
Other,M,US,Single,173.6813078815509,-63.00954612186788,2.101231401548073,-71.04228282261651,-105.63485866732607,-63.742884561077716,30.507572276558335,A,D,B,C,0
Other,M,Germany,Widowed,-118.66737689018821,-3.6901724612742965,22.552297705023992,54.59766357306379,-0.11676032346862525,32.35587629998955,-137.00186567037176,E,E,E,D,1
Other,Male,Other,Divorced,18.65216021968953,-0.25223033109498083,-67.13205762344381,-134.7754976184414,70.19545253084031,6.868123792459851,110.75906332853702,A,E,E,B,0
Other,Non-binary,Other,Single,53.45493932048135,235.07030102483517,-188.18361093945492,195.56439166389788,-8.181138255125719,-130.11702452778974,-15.220596461489242,D,D,E,A,0
