handicap,faith,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Mental,Muslim,F,B,C,D,23.82188223643462,C,E,C,209.3390290044947,E,D,A,-5.851331510792867,-279.347468935116,-112.49134619889392,D,1
None,Other,Female,E,B,A,148.94348099122118,A,C,A,201.0834091425955,D,D,A,93.77562107365685,44.26556029196993,74.70422835659991,E,1
Both,Other,Non-binary,C,B,E,207.69220668786258,D,E,A,151.55443699955538,E,C,E,-6.793820488893733,-57.68640548603226,139.02845759178498,C,0
Yes,Christian,F,C,E,A,112.2470458703213,A,B,D,-45.57664886395526,E,C,B,-19.67550434531409,64.6336607575777,77.79874681856306,D,1
No,Muslim,M,C,E,D,155.2332254064717,C,A,A,104.10881105821514,B,C,D,-108.79143778405856,20.524655373194058,5.132930568558532,C,1
None,Christian,Other,A,E,A,93.20597141255811,D,C,A,44.640954286006114,D,E,E,1.8587665194870318,17.308829041128828,71.87749999833541,E,1
Physical,Buddhist,Female,A,D,C,-22.48433542175954,C,E,A,-46.033784524813456,C,E,E,135.4680021341654,-91.88600845661895,17.412195860630018,A,0
None,Other,Non-binary,C,D,E,-205.12414117284666,B,E,E,60.78204722245958,C,E,A,24.058067917695826,82.70855105123339,5.695972676422601,D,0
Physical,Hindu,Other,D,B,E,51.5382516942884,B,B,C,93.49118946984923,D,D,A,-77.83915949963904,53.40797469192412,-119.58638410816901,D,0
Physical,Jewish,Other,A,B,B,166.40000317756437,C,E,D,42.56560668050655,E,A,E,-55.996526984426545,57.54908687266831,-29.321804572943677,A,0
Mental,Hindu,Non-binary,E,A,A,15.488447446511428,A,D,E,-94.29962285536372,A,C,C,-71.92898813460369,-68.31232130764707,158.23766706164534,A,0
Physical,Muslim,Other,A,A,E,-27.873646858545385,B,D,B,-30.825055472035213,B,D,A,13.605333173842226,-10.405332259562131,17.688582904180535,E,0
Yes,Christian,Other,A,D,D,211.35108768765446,E,E,E,-133.20397033306472,D,E,A,-0.6356074999357628,-99.88490362733504,207.86825431270506,C,1
Physical,Hindu,M,A,B,B,-136.61862317311508,C,A,C,-64.98361154629627,C,A,A,-196.45316684030715,34.87918768107774,278.02500861179465,B,0
Physical,Hindu,Female,B,A,B,-15.122474116052448,C,D,C,38.73028528866199,B,B,B,165.48104015510856,-58.99914340014444,45.94449258426415,D,1
None,Jewish,Other,A,A,D,59.31614476124293,D,C,C,110.66818063344708,C,E,C,-53.864969768105276,-34.38050889470259,225.39717453565754,E,1
Yes,Jewish,F,A,B,D,93.33555932681078,E,A,E,24.850948492315318,C,C,D,-60.16760429455324,-117.19716035925678,-41.685244880340434,C,1
Mental,Muslim,Male,A,B,D,-72.64236507343148,C,A,C,-162.43544726085787,C,E,C,-83.82739385582781,-142.51198056132222,-134.14178760884948,A,1
Mental,Other,Female,A,C,E,-48.01560064743436,D,D,A,2.0634810070824434,C,D,B,-242.191222554331,-223.35498087012476,23.619166700883213,E,1
Mental,Other,F,C,D,B,-5.922516423125511,C,E,C,3.962989758790202,C,B,E,-255.43689308517094,-12.52019925001838,-41.98291797864857,C,0
Both,Jewish,Other,B,A,C,-161.63492358549502,E,A,E,-290.86811728189997,B,D,E,136.22890749353007,-8.45725929729826,3.4003419453663066,E,1
Yes,Christian,Female,D,C,E,-73.94854752338567,E,A,E,-28.56165160288654,A,A,C,-47.85346884874463,35.88171009444893,-31.173998017885413,E,1
None,Buddhist,F,C,B,C,34.401421160452095,E,A,C,-133.70651784951767,B,E,E,-133.6859116627269,-1.544148186461701,-42.323674830066416,A,1
Physical,Jewish,Female,C,B,D,32.67452215381913,D,E,D,97.68494765287777,D,A,D,53.185022398327455,75.00787383613314,0.463369306397286,E,0
Physical,Christian,Female,C,A,C,-10.342740417875266,D,B,B,85.43045813088021,E,C,E,-53.96400181109486,118.47203220313698,3.268410941226923,C,0
Mental,Muslim,Non-binary,A,E,D,-140.3910878374165,E,B,A,-0.9068591135550459,E,A,C,93.43951596865782,-70.24651900654642,3.208644545100328,A,1
No,Muslim,F,C,E,D,-4.638705265041514,E,A,D,74.71636298273367,B,E,C,-217.0969996370726,155.6417664543726,-187.57465648713008,C,0
Physical,Christian,Non-binary,B,B,B,161.0335245324717,C,E,D,-118.31838973097324,A,B,B,-41.91221954973061,-238.03629882589777,23.4226920452062,A,0
Mental,Hindu,M,E,C,D,136.56120227146184,B,A,D,101.98644494520552,B,D,E,18.83469886808372,158.76910241011018,-57.069088152357374,E,1
Both,None,Female,E,B,C,-20.83630633511082,D,C,D,-75.05808287635045,A,D,E,-17.194604673585598,116.6718964450882,-38.38015670582823,D,1
Physical,Other,F,E,B,C,10.17530573306507,C,E,C,-100.11385815853625,A,B,C,106.15907851164097,-86.41572924444547,-22.33885904434781,D,0
No,Buddhist,M,B,A,C,88.23231074245199,B,E,A,78.73805911728653,E,B,A,111.76019805714425,-1.1093854372314487,-17.045425082071592,E,0
Yes,Hindu,Female,C,E,C,47.787411101638746,E,B,E,-80.1603266169952,C,B,E,116.85531337101125,80.80617436970591,-109.80833474487844,A,1
Mental,Muslim,Other,E,E,A,-157.60059798342098,E,E,B,-68.78660375590405,C,E,D,9.795227658383093,-80.99421453861244,28.380520529467447,A,1
Physical,Other,F,E,E,B,13.230146379632865,A,B,D,-88.44909752867177,D,B,C,170.0964479821959,120.95968360134557,-6.643046518799977,E,0
Both,Jewish,M,C,B,E,-148.0732543475184,B,A,E,6.270007119233675,C,E,C,5.686453689650116,127.34694115043152,145.69295913771657,A,0
Physical,Jewish,Other,C,E,E,5.328347405388876,B,B,A,-17.65720999053177,B,E,D,-99.08788488607883,-15.729304866497754,14.158725798643875,C,0
Mental,Buddhist,Female,B,E,D,82.4451882921257,E,A,D,-137.08829614517006,C,C,E,-69.94283459489891,196.23967519379082,103.1872597900907,B,0
Mental,None,Male,B,E,E,-38.962360336185824,B,B,E,-12.012847685591634,E,E,A,43.31052726260926,-52.20524850304954,65.75469434652904,D,0
Both,Hindu,Female,E,B,A,-144.37946605121235,B,C,D,-35.308933502774266,C,B,D,-10.270583749220119,-106.11263532205282,-83.91837273013488,C,0
Mental,None,Other,E,C,D,-72.08352199998727,C,A,D,189.83455220726995,E,C,B,-90.81696457999642,-105.28323320485067,79.32146099181315,A,1
Physical,Other,Female,C,C,D,-102.83073162576237,C,D,E,-58.86622905016444,A,A,A,-54.273879209038924,-43.32155668702105,14.080572602190564,E,1
Physical,Buddhist,Other,D,B,C,-16.4661001436781,B,E,E,64.6829058241288,D,B,B,8.234080203260257,15.185270930595157,-11.876669536042812,B,0
Yes,Jewish,Female,E,D,C,-110.42560594586996,B,B,D,-245.4626654227427,C,A,D,-20.827227622963925,48.307678208307856,136.0481317284762,B,1
Both,Other,Female,D,A,E,-18.61983972023758,E,E,B,-103.26968878045224,C,E,D,-79.49168623785745,2.936784091985177,-1.6157018694976446,D,1
Yes,Other,M,C,B,D,86.82913941653622,E,D,B,1.413651024377356,A,D,E,218.25611545173794,-156.64204986206812,-26.40613274589862,E,0
No,Other,Male,A,E,B,6.691410649555815,A,D,A,-185.1821254104882,B,E,C,158.42414196679147,-49.004745633340335,-78.10378814816798,C,1
None,Christian,Male,D,D,D,92.94672800903014,D,C,E,41.992678538352465,D,A,A,103.00696339346153,-49.262963712838115,240.45952338694545,E,0
Both,Christian,M,A,A,A,88.07411102548983,B,D,B,-16.570152613844904,C,E,D,-97.10077032971698,136.09398268314789,-133.39115574017387,A,1
Both,None,Female,A,B,C,0.6162527937293467,A,C,C,-90.09225137629592,B,B,E,17.04213873688594,112.56787153286712,60.47901788190031,D,0
Physical,None,Male,C,E,D,-67.6534621579295,E,E,B,-87.767350881269,C,A,B,-62.53546321088811,62.16685722458206,-234.23444832260373,E,1
No,Other,Other,E,D,E,-44.95213254880369,B,C,C,70.56118833609573,B,B,B,23.80400295007027,-26.76778909634428,-3.7033985449117868,A,1
None,Christian,M,A,C,A,-209.848192588366,E,E,B,33.8837684981512,E,C,B,-27.7380906472784,-40.61266411945654,-108.10901358802305,A,0
Both,None,F,B,D,D,164.60190507653584,C,B,A,23.17181685241084,C,E,E,61.679249055111775,16.055266117865198,-30.86458736454319,E,0
Both,Muslim,M,A,A,B,314.8865013470798,D,D,A,-18.709642726772994,A,B,A,116.38680773041091,-54.19592759941489,-74.12013126546053,A,0
None,Buddhist,Male,E,B,E,-1.9857808708016071,E,E,D,119.87173927618655,B,B,B,-221.3636260105393,108.13098562308457,-162.12146719194132,D,1
Mental,Jewish,Male,A,A,C,-22.617825650715808,A,E,A,-16.768967805861298,E,A,B,18.657273169415287,19.933516691423787,-26.41914135726567,C,1
Both,Hindu,Non-binary,D,C,E,30.940418298090073,B,A,B,124.06843291868985,A,C,E,113.78340316236641,141.63033922944075,-24.434320423403133,B,1
No,Jewish,M,D,D,D,37.97582496235084,E,B,C,-45.029883757608545,A,C,C,37.14670572074852,84.47417224580262,-30.391799876179242,E,0
None,Hindu,F,B,E,A,-193.77905424060052,D,E,A,-22.966603048051827,A,B,D,222.58794800017557,125.92985781443835,-175.46122977956097,D,1
Mental,Christian,F,B,B,E,-102.81043271560677,C,D,C,-28.690525733216088,E,E,B,-2.758789963162163,81.47022465110585,-25.67850434899327,C,0
Mental,Jewish,F,D,C,D,-155.97862115512436,A,D,A,55.53702558706266,C,A,B,-57.51267165137642,-169.95472444127475,-62.57969380748326,D,1
Mental,None,Non-binary,D,A,B,97.28450312250888,A,D,E,-36.235648546531,E,A,C,76.57711466752613,-16.28827906858269,-59.37637726983901,C,1
Mental,Jewish,Non-binary,A,D,C,-18.000241493185225,C,C,A,-15.511566029578727,C,A,C,-163.85944203589156,-156.23370295282064,-66.93426085567816,B,1
None,Muslim,Male,A,E,A,-59.53091216081771,D,E,E,-96.03301869037328,E,C,C,193.52675985334687,-150.30801932962672,107.03049195350624,E,1
Yes,Other,Non-binary,E,E,B,103.21683014015963,B,B,D,-10.135272041913861,D,C,D,260.97925012663603,-124.77305504654801,160.41058664969594,D,1
Both,Jewish,M,D,A,A,100.23104778333189,B,D,A,-201.37023702598606,A,E,D,221.41961300714908,-40.15969482158363,-88.98479097739637,A,1
None,Buddhist,Male,E,D,C,80.4880838475062,D,D,E,80.32653821515963,D,C,B,19.691801033852727,272.0142485393694,19.010844334273184,B,1
Both,None,Male,E,A,C,26.091521587538047,A,B,D,118.71350660891787,C,C,A,-135.9176373832928,82.56121290981586,11.533494015551412,C,1
None,None,F,B,D,C,-17.86837202451303,A,C,C,63.94462627438984,D,E,A,-19.534060300877105,-167.96912188220722,-46.790700369650835,A,1
Mental,Buddhist,Other,C,C,E,120.1410631620772,C,C,E,-112.66293921544562,E,A,B,102.89633847233755,-146.93554879698814,10.178444507264196,A,0
Yes,None,Male,B,C,A,145.50359451273997,E,A,C,57.14109470446908,E,A,A,86.22091511246262,6.678934321844557,82.57521795852915,C,1
No,None,Other,E,C,E,38.39878703352238,C,C,E,-166.75823183736048,B,C,C,-38.28270451624889,-20.018122399458722,73.22944836178806,C,1
Physical,Hindu,Other,A,C,B,86.2198950341977,E,D,B,-114.96115842876699,C,B,D,23.29432015498865,-29.228807799235607,-73.74215160501659,B,0
Physical,Christian,M,C,A,C,122.00257765833591,E,A,D,-137.54385174574125,A,E,E,-128.446804376088,33.04816710092694,-159.89129553977014,E,0
No,Christian,Female,A,B,D,80.82608898106346,D,D,A,76.5131149471395,D,D,B,-98.76368600503741,13.289277464512935,-10.388408819632264,B,1
Physical,Other,Female,D,B,E,-22.33833911790951,A,E,C,-6.5657150425925055,A,C,B,-27.385758096226333,-23.97409017665495,36.42060783144016,A,1
Physical,Jewish,Female,A,E,C,29.255223395197742,C,B,E,119.60771856309536,D,D,B,112.02321876662691,-25.377225529029136,-43.398749006349746,D,1
No,Hindu,Non-binary,E,A,B,-120.65107190117526,C,D,B,-175.97148195582656,C,C,E,94.73750738812902,-47.34555981206119,99.67796752915174,E,1
Physical,Buddhist,Non-binary,B,C,C,-102.04944549811363,B,A,C,37.202394996192,D,E,E,134.63146995861038,-58.06027901754267,-50.13119321053663,D,1
Both,Hindu,Female,B,B,E,-72.40771753598149,B,A,E,52.84964321678858,C,B,D,77.16189220761365,-20.619616819025175,-38.21256082516253,D,1
Both,Muslim,F,A,B,E,59.476658851021114,D,A,A,-131.91881324720103,C,A,B,-8.904932383993103,59.11095180373229,-43.33662795219597,A,1
Physical,Jewish,Non-binary,C,A,C,61.119533882914034,E,E,D,-162.32494759184826,E,B,D,-20.23560028563968,132.8650330011145,121.69068941831318,C,0
Both,Buddhist,Non-binary,A,D,B,159.99157219125334,D,D,A,-71.4758970099162,A,D,C,-80.04208242176874,148.98371733572932,38.65996605110612,C,1
Mental,Christian,Other,E,D,B,-53.987729800333796,A,E,C,19.29033819340773,E,C,A,126.2594901976712,13.39559250466702,74.99686658437497,E,1
No,Muslim,F,E,A,C,20.919504966627997,A,D,B,84.27752603432704,D,B,A,122.2683129040032,-17.527865669677308,182.1759989044236,D,0
Both,Other,F,C,A,B,80.80819329235044,A,B,C,103.75807588616894,B,D,A,-131.33902896055142,145.02975746101205,-29.654051596422313,A,1
Physical,Other,Non-binary,B,D,E,-19.613839370225534,C,E,B,40.009124609490534,D,E,E,-8.766808046089567,75.71405638937169,74.25667930761823,B,0
No,Muslim,Non-binary,B,A,B,37.71820907383577,C,A,A,-192.8596834724998,A,C,A,-5.065760368180829,-31.62523954432533,-43.14462205805534,C,1
Physical,Hindu,Non-binary,E,B,D,1.4071991093134193,C,C,C,58.826441114182735,E,C,D,160.18064134240203,260.19330970714935,-33.52393529713023,A,1
Yes,Christian,F,B,E,C,-181.76232821708246,E,B,E,129.99458461044813,C,D,C,-170.66748190167817,-190.00654513951295,-73.97723863709153,E,1
No,Jewish,Male,C,C,B,70.54914501451248,B,E,E,-35.78595328442252,A,C,A,14.905274650242442,-74.35530422054896,7.722848286288693,E,0
Both,Jewish,M,B,E,D,69.85653003103052,E,D,D,-18.181325653412518,A,E,E,-10.776762078540175,-75.24457826148061,-9.264870023979402,D,1
Both,Buddhist,Male,E,A,D,105.0044244484585,A,A,B,-121.71325866755178,E,A,E,175.38826301734753,51.627839122482776,-64.78246193491934,B,0
Both,Other,Non-binary,E,E,D,-346.4070261717281,D,C,D,109.28662170070993,C,A,A,19.858781079975508,193.65049327556548,-66.20980743042955,B,1
No,None,Male,D,D,E,-2.9384065219829343,B,C,A,17.813745385810396,C,E,D,-52.85360655639179,58.27256005060589,-80.36502090059676,C,1
Yes,Christian,Other,D,D,B,33.70946186128986,B,D,E,-134.98119958851584,D,A,B,-80.39390130207038,18.456109312995316,71.71627501258196,C,1
Yes,None,Female,B,E,A,-1.2774692463803747,E,B,D,-80.66395348927202,B,C,A,101.8805021730859,2.5364273324396676,118.8043657680369,B,1
Mental,Hindu,Non-binary,A,B,B,-136.64786695179995,D,B,B,-42.33005192145837,A,D,B,158.06803097059029,3.2891540077109385,-119.73847525173036,B,1
Yes,Other,Male,C,D,B,57.756043284290925,D,E,A,120.17280749139951,A,E,B,-61.32733924788859,31.216313288998983,-66.5907673872271,D,1
Physical,Hindu,Non-binary,C,A,A,27.901538456675862,A,C,D,-73.08233101436366,E,B,E,-69.54320802400153,72.52073160733642,-184.87547884889096,B,1
None,None,Male,B,B,A,8.88960545109804,B,C,D,-48.88957931105642,B,D,D,14.471214283067328,-103.83437819205894,-87.13314994673355,E,0
Yes,Buddhist,Non-binary,E,E,C,13.574048439989431,C,B,E,-39.78131757876751,C,E,C,152.75875346135774,20.759937986607028,35.58866257479959,A,0
Mental,Other,Male,E,B,E,-111.95111304748386,E,B,B,-71.42460474778836,E,B,A,194.29298387051895,-58.29381494544597,47.855530340254845,C,0
Physical,Hindu,Non-binary,D,A,A,172.5316815969905,E,C,B,-73.24800326921664,E,D,E,53.432793325542114,-18.445995696195514,-77.62286331095564,D,1
Yes,Hindu,F,C,C,A,20.5529480501988,D,B,B,11.43800520696729,A,D,E,-42.828124411587666,6.967943602825261,-44.423455934978485,D,1
Physical,None,Male,C,E,C,26.896324594496164,A,C,D,148.019186537093,D,A,E,214.47070891756047,34.862001551818494,63.7363774679229,A,0
Both,Muslim,Female,D,E,E,-56.44802408206212,E,D,A,-95.5839646175977,D,E,C,-13.494554906436715,81.28239076057974,-107.33022952417737,E,1
Yes,Muslim,Other,E,E,D,150.64268164874557,A,C,A,51.854973127230906,C,D,E,37.04179268900133,-73.42575629451431,43.46115735577162,E,1
Physical,None,Male,D,C,C,140.62484987869635,C,C,D,-27.963782168054824,E,D,A,-76.88797912462972,-17.253293316528307,-121.45792718573713,D,0
Mental,Jewish,Non-binary,E,C,B,-6.439518367189094,E,D,B,-137.79698111122818,C,A,E,81.39279640041761,119.75778239402355,-17.830329083010106,D,1
None,Muslim,Male,A,C,C,-168.6815042718224,B,A,D,-42.70212601614661,B,C,A,14.115977928533871,82.20499044618299,83.32957816511485,D,1
No,Jewish,F,E,C,C,51.56022339112801,D,B,D,78.13858965817985,B,C,E,-104.27090228519502,153.0385893122463,-47.24450001347069,B,0
Mental,Buddhist,Male,B,C,A,-44.91886501791877,B,B,E,47.84927443680302,C,B,D,-187.57248960998086,-31.50989773549165,-89.9073046993249,B,1
No,Other,Other,A,D,E,121.94821300510314,A,D,E,-47.197813319777275,D,E,B,0.666685344484171,11.702729979032492,-53.92477891631644,A,1
Both,Hindu,M,E,C,B,-40.444941026774075,C,D,C,-22.6942555774094,D,D,A,130.97042070117553,101.81171974886807,-56.050021350645316,E,1
Both,Muslim,Other,C,D,C,-160.16965318880537,D,A,D,-35.135009885331456,B,D,E,-97.68979799878198,-76.88101602517034,80.761020209694,E,0
Both,Hindu,Non-binary,C,B,D,-163.17399599448473,E,E,D,230.2227617315668,C,E,E,73.7317183877973,-56.26574437155695,-131.9155137630096,C,1
Both,Buddhist,Female,A,A,A,-47.56240922889903,E,E,C,48.940876008963166,E,B,A,-117.4492329897233,-60.52903942294448,-304.1285891700865,E,1
Yes,Other,Other,C,D,D,-105.78165643523442,D,B,D,-3.2642883762849637,B,C,A,16.401701897120205,37.0933093152385,-127.91185416180882,C,1
Yes,Buddhist,Male,D,E,B,87.85552867624948,A,C,D,-121.83264358026756,C,E,B,3.7779687083027027,109.63343185919032,55.44861179303212,D,1
Physical,Other,Other,A,E,B,129.19331074325277,D,C,B,11.766432697130817,C,E,B,-16.616909676406593,-123.57779181255336,-16.027035850542006,E,0
Yes,Other,Female,E,D,A,-64.33041000834156,D,B,C,-143.8509385752906,A,B,D,110.71750781924139,98.85240768966747,81.72653415193902,E,1
Physical,Buddhist,F,D,E,B,86.18373551001156,B,B,D,-79.78586764439441,E,D,D,62.44908053402665,-18.01837459857318,29.009346258068696,D,0
None,Buddhist,Other,A,C,B,-15.639278411723481,A,D,B,-155.74807440081005,E,D,B,-119.9123587884564,-9.396111682593714,23.951934020793615,D,0
Yes,Other,Non-binary,B,E,E,14.245437526968145,A,B,A,-185.20737831081945,D,A,B,-27.16709600857542,-34.959004276859304,-169.03754330496736,B,1
None,Jewish,Female,A,D,D,68.67887021039309,B,E,C,54.320301055440176,E,D,C,-81.2467778180312,-46.95555558747219,16.631213673976113,B,1
Both,Buddhist,Other,A,A,E,-58.25716284957423,B,D,A,254.5730176264172,A,D,C,-75.66015673986496,80.35662919349484,65.79258184037484,A,0
Both,Other,M,C,C,B,60.70829180491244,A,D,C,61.124403896359645,B,B,E,-83.98742676302795,10.950155233923931,-7.401615795195335,E,1
Physical,Muslim,F,B,A,D,-88.10692280056205,B,D,D,41.09050195979371,D,B,E,58.54969432287406,71.58187700492564,-145.41547532740694,C,0
Physical,None,F,D,D,C,-19.30633847756525,C,A,A,-66.65841920298705,C,A,B,-69.11454446123582,41.990313976722064,15.31987888505374,E,0
Mental,Buddhist,Female,B,B,D,252.2370569198753,C,C,E,131.78990384684164,E,E,E,-102.53878448128546,-27.866180724406696,9.82579997450298,A,0
Physical,Buddhist,Female,A,C,A,-35.95495963870115,E,C,D,-5.040031797675772,B,D,D,83.28340752239055,-54.79634276590524,114.427633706429,D,0
Yes,Muslim,M,C,D,E,1.5666231427784072,A,D,E,86.79389373451639,A,A,A,-328.4261390235161,-83.97044691032129,23.201530461699768,C,1
None,Hindu,Non-binary,B,E,C,-165.31049916621882,D,E,C,-102.63687578321262,C,A,B,115.66062236325479,53.12260929895879,-174.16169465952737,D,1
No,None,F,B,D,C,89.36438835850915,B,E,A,-58.05862548495843,A,B,A,99.9995580105151,29.325871024349077,-42.620265194937026,D,0
Both,Jewish,Female,E,E,E,-76.69634411351078,D,D,C,14.503583839229117,C,A,B,45.56430452927571,56.53572444193572,78.41042198496233,B,1
Yes,Buddhist,Other,A,A,C,-123.21158358910115,A,B,B,-7.839422797630467,C,A,E,-123.0559663956064,-250.24334013756922,-30.39291410785305,B,0
Physical,Muslim,Other,A,E,A,297.1561377220854,E,C,B,-105.65661320777602,B,E,A,-68.3969825774128,-29.18689065177412,148.72722389127733,D,0
None,None,F,B,C,A,21.540998730295545,B,D,E,-54.78987853908599,C,C,E,21.19307899934354,-53.20519740884809,-130.9769519994274,A,1
Yes,Christian,Female,D,C,A,93.23401931051293,A,E,D,109.47009247391868,D,A,C,-87.66656465732503,80.60167184415347,190.02316469484447,B,1
None,Hindu,M,E,C,B,49.90328618375553,A,E,B,-31.585607950049944,A,E,E,89.82726529900118,14.086302641079552,125.23113269819206,C,1
Mental,Buddhist,Female,E,B,A,-77.20723987173706,C,A,E,-246.68727695090507,E,D,E,-86.8386088677678,-16.34079813325916,25.31678969873905,B,1
None,Christian,F,B,A,D,152.35613437188903,B,A,D,75.8329310009108,E,C,E,157.98064121910164,33.81149291830469,-72.45113690409308,A,0
Both,Christian,Male,B,A,C,59.478893386038045,E,C,C,-12.471245819121817,D,A,B,92.87902809150332,5.878864348255781,157.17733177894422,C,0
Mental,None,Male,E,A,C,28.644957037347762,D,A,A,25.0315093650274,B,D,A,-173.1637570188267,157.8376907300077,31.6083092113832,C,0
No,Other,Male,A,C,E,42.361227172330246,D,E,C,61.89126310941685,C,E,B,70.61421675717317,16.73602666267695,140.73305213030184,B,0
Mental,Christian,Male,D,A,D,105.13758223060373,A,A,D,-52.01872375163931,C,A,E,252.49709436907938,3.78575218704461,21.618432637900817,B,0
Physical,Christian,Other,B,B,C,37.42824532158546,D,E,C,-120.21548129342877,D,A,A,-185.89048396027007,41.08692717694681,-80.84278083546299,B,1
Both,Christian,M,D,E,E,94.90074014465613,A,E,B,122.62469016036877,A,A,E,-94.39018330359829,-154.62695160898673,-40.24721053817563,B,1
Mental,Jewish,Non-binary,B,E,C,-6.046052248783056,B,E,D,-19.166529043179796,B,C,A,-2.8986257210984516,-11.666216546626519,-112.16078341916412,B,0
Physical,Christian,Female,E,E,E,-32.60075462601794,D,D,D,103.83322761702858,E,C,A,67.21618877492,66.4061996116886,-44.33883235403736,B,0
Physical,Jewish,Other,A,A,E,-78.61654219824902,A,E,D,-46.214294399016715,A,E,B,-118.6077572594045,-54.58501518705787,33.97218880869223,E,1
No,None,F,A,A,D,-101.8668606254153,D,A,A,-71.78314989435067,D,A,D,-3.2900342130149225,1.247466566906024,126.16425298811247,A,1
Both,Muslim,Male,A,E,B,9.608225667691137,B,C,B,-200.05932834523497,E,B,D,168.99786945720638,-52.661974586558166,-24.888147724809578,E,0
Yes,Muslim,M,E,A,C,-23.47680898089572,E,C,C,20.04931556437078,A,A,C,-225.76809949845983,54.31600562611267,-8.942131622806162,C,1
None,None,M,B,D,A,-129.5861185138969,E,A,E,15.78438412327442,B,D,A,-61.78460283310956,-281.21673773849835,56.105403867889294,E,0
No,None,F,D,D,C,8.034046897172205,C,B,E,15.0681791847781,A,C,E,-183.0793337266504,86.25961300384967,-120.03847162345053,E,0
None,Hindu,M,A,C,E,63.767651310892106,C,C,B,103.78813791337502,C,C,E,-41.870011488250356,-120.23861325830963,-49.26653320788215,A,0
Both,Other,F,D,D,E,21.463097881138456,A,D,B,18.37323614387318,D,B,D,72.04634025055746,-98.69889387013639,-81.92195245545673,C,1
Mental,Hindu,Non-binary,E,B,B,-61.00854543997265,A,C,D,-27.154138816184997,E,D,C,151.39002942757503,11.537324885673716,-54.37063629621859,C,0
Physical,Jewish,F,E,C,C,-94.55674426775774,D,C,E,-161.8731124308189,E,C,E,4.9488656719010535,45.48923565301056,-34.38805158535329,A,1
Mental,Hindu,M,A,E,C,56.528893038972505,D,C,C,155.8682993932609,B,B,E,56.254238919938274,52.03555848557686,82.42919524532672,D,1
Both,Hindu,Other,A,A,E,280.7962286965436,D,A,C,92.53949580065223,B,D,D,77.9732193845049,150.10168074274773,-29.81855157484345,E,0
Yes,Christian,F,E,C,A,-169.52908381237486,D,A,B,-2.1137069612660224,B,A,E,-181.5514341160737,-131.3162085172094,145.16644224186743,D,1
Both,Other,M,A,C,B,-109.65453479389409,E,B,D,-48.54960892412204,C,D,D,-68.85813030823344,-135.96239627794355,7.389790513125768,A,0
Physical,Jewish,M,C,A,C,-150.36010345422903,C,D,B,-15.374807926535135,E,C,D,-12.170873791846706,77.97669408246871,-168.40859086930735,B,0
Mental,None,Female,B,B,E,-42.69167584611458,D,D,B,44.86299685447598,C,D,A,79.54658427796443,-17.98493748966055,14.57031334258119,E,1
Physical,None,Non-binary,D,C,D,99.54396148657095,D,B,D,22.912704961633246,C,C,E,-35.34109084940768,-182.2635082009547,-35.12269392795424,C,1
None,Christian,Female,E,B,C,126.53332253838592,B,E,A,74.48181889275689,B,D,E,-16.771293514056566,194.11479376840333,7.357448916822761,A,0
Mental,Hindu,Non-binary,C,C,A,-35.1528720344913,C,D,C,18.112069909824772,E,A,B,83.5826818755431,-140.412858967698,148.36087355062523,B,0
No,Other,Male,B,E,D,205.2860153528253,E,C,A,-169.00091452909822,B,B,B,64.53783290173341,-19.758451431146504,-25.249229153527097,C,1
Both,Hindu,Other,E,C,C,-76.23565569740502,D,C,C,115.39337097213405,D,A,D,234.63194031186205,138.1079317431311,33.98078081165535,E,0
Yes,Jewish,Other,C,E,B,-44.89767259941833,E,E,D,124.1835400155042,B,B,D,-93.75943508572156,83.1557530253784,-28.328380817233235,C,0
No,Jewish,M,B,D,B,-57.39883555750803,A,C,C,11.92840528662414,D,E,A,93.38842766994397,137.87549399606988,-42.07669984210401,B,1
Mental,Jewish,Female,D,C,B,81.0767732810412,B,B,C,169.32539700698598,A,E,C,-93.76697133862329,4.253867922240359,81.09016684487254,B,0
Physical,Buddhist,M,A,E,E,-73.08151997479106,B,B,A,13.6834503751525,A,A,E,26.09851271375033,-155.5164497894906,174.6715606172117,A,0
No,Other,Other,D,B,A,-29.004135246013295,E,C,D,37.091051341472856,A,A,D,-73.17764146293761,53.25434108239403,54.7880580482891,B,0
Yes,Christian,Other,B,A,B,136.94350008356255,D,C,A,-175.70302108731337,E,C,A,-51.2944090791478,-95.7558431355259,45.105288104921286,A,1
Mental,Buddhist,F,A,C,D,4.629145138549102,A,B,A,27.177456211159896,C,A,D,46.25809734578946,145.6592436496549,-62.12581739300299,B,1
Both,Jewish,Non-binary,E,E,D,15.114328535360826,D,C,E,-29.268550460802217,C,E,E,104.95586577063685,68.46359665880807,-240.447613763029,D,0
No,Muslim,Male,B,D,A,92.71448474413145,B,C,B,295.5232742688019,E,B,A,101.44939309954333,82.0205109287171,45.48241904829734,B,0
Mental,None,F,B,D,B,-19.817458609975212,A,E,C,-188.7269744239768,E,D,A,17.553634796086236,7.147539378079773,34.73400082756541,C,1
Yes,Christian,M,A,C,B,-102.30505387823268,E,C,A,53.71530748379545,A,D,E,80.43449394725212,49.944288781989634,-132.4463068798402,E,0
