race,disabled,nationality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
African American,Both,China,Veteran,5.696373504780069,-47.637200092281354,B,E,A,-46.784502556763975,-154.4094929441932,C,-60.093063215545996,C,E,-124.47443023915793,81.45979359734439,0
African American,Physical,Other,Veteran,-44.51252387780237,-126.30244835734939,D,B,B,90.50142866529181,-73.5273053817736,A,14.712706024328611,E,C,116.75030896130696,-15.535210415750605,0
Black,No,Germany,Yes,53.252159902351,-216.03619083896405,B,A,C,116.72807297463228,-74.06386476643179,B,19.728165528169615,D,C,63.06032395150416,34.79060850559325,1
African American,Both,Other,Yes,138.62036912243073,125.6342116971505,E,A,D,73.06997282687824,30.90298898696558,A,12.206116193420662,A,E,-19.429423121784154,-17.014275769079166,0
African American,Physical,US,No,-24.192258973725195,-81.64186662772616,D,A,D,-19.258648366454207,10.893823650906894,A,27.792768139305885,A,C,125.48871083071927,17.394565235554374,1
Other,Both,China,Yes,37.874735493917214,-217.82700674124175,C,D,D,43.59391556527033,-85.64972266881917,C,120.49344164743097,E,D,8.918840807022692,186.26456048575866,1
Black,Mental,Germany,Veteran,-45.34318369260965,-58.63911991650227,B,A,A,-52.024081805318175,-92.8484505770797,D,90.61451457595886,E,D,46.48677218811908,90.23028019902834,0
Other,No,US,Non-Veteran,-30.041825230480253,3.125719473576992,E,D,E,-107.46763273540813,179.29926193851466,E,74.38601245044264,A,A,-5.591427744639108,93.9463093990463,1
Black,Mental,India,Non-Veteran,55.184226662162814,98.07009144822146,C,D,D,-77.46753284048225,44.69451199828546,D,-20.107727747463848,D,A,74.46571216761848,100.05944822827131,1
White,Physical,UK,Yes,-23.729902482884853,19.710971986110774,C,D,E,-114.30821512800648,-28.774279086446658,C,-28.214268095148675,A,A,-42.536709046578,106.14816969631164,0
African American,None,Mexico,No,-26.250354481018896,0.3528341882687912,C,E,A,-9.985693733052393,-92.40207978205814,D,-94.73375252146124,D,D,82.08145072800914,-99.99239324207306,0
African American,Physical,Other,Non-Veteran,-9.223698572189694,106.17374019384445,D,C,C,-121.56840288990392,103.95654782519952,E,-28.80320686639333,B,D,-161.96354892887834,25.77513072750703,0
White,Physical,China,Non-Veteran,41.45447111025629,-19.91627294066955,B,A,D,-113.89447893246249,76.97070757172283,A,54.816561941450296,B,C,39.91610441854132,22.912965818970793,0
White,Yes,China,Veteran,57.6631072609888,43.68114283921846,C,C,D,53.84469718022652,204.92534010653335,C,-154.57162984543405,A,B,175.2037741608167,57.59852788264399,0
White,Both,Other,Non-Veteran,-60.56507779834565,-102.69180663129166,C,B,D,22.869145726470364,-93.902588869785,E,-82.05614405922054,B,E,22.281422365956317,141.6003631795219,0
Hispanic,Both,India,Yes,207.82453130756355,-20.872379639355206,A,A,B,95.34268854806236,-134.1465131938226,B,-7.272566275830676,B,B,36.59286774502054,-39.93991274358933,0
African American,Physical,Other,No,-33.8914302202103,38.891413790231425,E,B,A,-2.7688781158227425,-41.519938476663434,A,-151.6018351888087,C,A,-94.30219092446663,-20.35180204179563,0
African American,Yes,Germany,No,41.23383880547633,-21.599596680407792,D,C,D,120.4426139078385,-173.04047869751741,A,-19.746834563679023,D,C,157.71391050985483,-116.13025345008772,1
Other,Yes,China,Yes,-84.61387509302502,-153.2868788404732,B,D,C,-128.3287287894335,-31.57373264337474,B,61.077529741267455,B,A,-72.2111838932043,-34.18180143756769,1
Black,Mental,UK,Non-Veteran,56.68922588783835,29.294545438277158,C,A,D,33.24493380455407,127.78641636243096,E,-93.00070222660761,D,E,-104.6869144151608,78.79388522747409,0
White,Yes,Other,No,38.94616935276189,-176.51430565678118,C,E,B,144.28730526551894,147.96625047895085,A,-45.12891484229816,D,A,-27.91032149374845,203.34087654196384,0
Hispanic,Yes,Mexico,Veteran,213.55348400217804,27.483131054280218,D,D,D,48.24064837446925,60.87781979589337,E,0.2643994850760947,A,C,181.26347014095853,-3.7548222709093997,1
White,Mental,Brazil,No,1.6321412838525136,-48.91173282598176,A,E,D,107.9521875582776,183.13468132581102,E,16.645913990508458,E,C,-68.47139050552016,11.823481174221495,1
White,Physical,Mexico,Yes,-51.450239709978504,29.5375601047214,E,A,E,-36.14576951198339,-120.50860613851566,C,48.649628976302964,C,E,256.7877580605225,-109.62937614898402,0
Black,No,US,Yes,4.326980160896518,120.99100944576406,A,E,A,-187.33104970196092,-96.46170286635143,E,30.838583666062757,C,D,86.2886877718953,74.13787936236564,1
White,Yes,India,Veteran,-39.841054240329136,-68.98514286610111,A,E,B,-87.63430631390528,42.948384323039065,E,25.05002801448823,E,A,-50.06282888492547,36.48736946018307,0
Black,Physical,Brazil,Yes,-115.87693985610879,-290.4739604896474,A,C,B,148.9065067634867,18.785364461040604,B,79.92557109798895,E,D,-92.54932593083093,-69.28554105512423,0
Hispanic,No,China,Veteran,57.825022402894554,-89.88059615124875,A,B,D,93.87284409996752,25.43759034703153,C,-103.3041814833908,C,B,176.52701759998595,-60.275668603138435,0
Other,Yes,Mexico,Yes,-239.63706878639624,-11.163822125292327,B,C,D,-22.652026103666827,-179.03213678417828,C,-87.48751571626558,C,C,-112.77464522380282,183.9209759723968,1
Hispanic,Physical,India,Veteran,35.66566960002619,326.92859204430664,C,A,C,-53.37166228396405,-89.64667880218067,C,48.40994575416085,E,E,202.18932815906433,64.35447109859592,0
Hispanic,None,China,No,-158.98805937946958,-80.60121812019605,A,E,C,90.20137750437334,40.08428929660317,E,-37.55996710989073,D,D,-13.201469447261335,-106.79477918496465,0
Other,None,Mexico,Veteran,58.937840851813974,-51.85473401561336,E,A,E,-37.03863891740978,-137.00355252617246,A,172.3708998803319,C,C,-17.402199006930967,-152.18736695708773,0
Hispanic,Mental,UK,No,-134.40424398639382,86.91243918409765,A,C,B,-0.9031217405653136,169.06024697440532,C,-28.692772919349025,C,B,-10.45257442899817,-61.91739027333241,0
African American,Yes,China,Yes,45.62144820597443,157.87810630529066,C,E,C,-23.15155899645862,53.07557411496767,B,106.68249113277805,D,C,-149.7420647400687,-13.58723605567606,0
Black,None,Mexico,Non-Veteran,70.65376356456868,98.83712007869457,C,B,A,157.2456227542099,-139.83021144975783,A,-36.72358701316288,C,D,-14.759583498010706,-73.2554723023186,0
African American,Mental,Germany,No,-8.89831773853884,-97.20096227720255,D,D,B,54.9394959125358,-125.75633617805173,C,-29.985830463844476,B,C,-117.5916900337765,-55.7923170164196,0
Asian,Physical,US,Veteran,68.54408554919179,-101.93109329415945,C,A,D,-123.25845365832812,23.0081610624828,E,-78.52903842750352,E,A,-22.437233799385364,-5.81204195457437,0
Asian,Mental,US,Non-Veteran,176.05967541723794,-75.30431347624791,B,E,B,-3.8447072284877786,-42.84878516737798,B,155.39129274253054,B,E,72.06785652973923,20.153395413245928,0
Other,Yes,Germany,Yes,11.279090305069193,5.709066695578175,E,E,B,-107.55163348151291,-170.33083488009234,D,58.811299574326405,C,E,103.05613098324118,-101.92179402269765,0
Hispanic,Yes,India,Veteran,98.3361539008939,-33.053792849824866,E,C,E,181.64015477114268,-74.59944187685929,C,-33.23608984083322,B,D,28.329382530392916,150.52214326630047,1
Asian,None,Other,Yes,82.09732497850518,7.476670452527125,C,C,E,-25.66557632913294,-19.036458714033134,C,90.33382332759233,D,E,-92.08527205801857,93.16196967933298,0
Asian,Yes,Mexico,No,-170.86329872579674,12.75032062412931,E,B,C,-134.72011378137853,7.414018829288992,D,-225.78444486135143,E,E,-134.12700173790492,-124.55231061636327,0
Asian,None,Brazil,Yes,-92.47878457916573,-195.31083492661094,A,E,A,42.992724565719456,24.885657219339976,B,89.89847527616463,D,D,4.317403213419615,69.84536489183411,0
White,Yes,China,Veteran,36.83754054367106,-28.795537673737705,D,A,B,-187.692420423004,-30.924363660496972,C,46.037826786380705,E,E,-87.25030995089439,-82.09589773706676,0
African American,Yes,Other,No,-143.03000613126517,-41.480591309298894,B,A,D,172.30720739073345,-71.9294912127379,B,-66.8502692979739,E,B,-87.32950906514755,-23.86406379283943,0
Hispanic,None,UK,Non-Veteran,15.577878971922269,144.7206646990532,C,A,E,114.84326184888735,111.22829664055207,A,226.81779493313252,A,B,-53.85393940035896,80.18751035953326,0
African American,Yes,Mexico,Yes,-133.30130073899943,7.581047738990436,D,C,C,-49.89319183420576,-66.83562737640933,D,-226.6450070795189,E,A,36.319564203879054,-84.93229734845711,0
Hispanic,Yes,UK,Yes,58.91123540043952,138.6570471869674,E,D,D,-148.28381327218955,85.96801618821618,D,-147.38395456038626,B,C,96.39792443931454,-22.439312933717044,1
Black,No,Other,Veteran,67.20550485712621,5.684933615603864,A,C,E,-104.8051819239918,-119.57009000802647,C,-37.973593304691306,A,B,114.21705601688299,-59.42831423848307,1
White,No,Other,Yes,-259.3192965809609,19.953422599915,B,D,D,-1.0380089114125162,32.75361651997259,D,-139.91058842370472,E,A,43.601409985186045,-8.100185782665562,1
Other,Physical,US,Non-Veteran,133.7720161473043,140.94821735589733,A,B,D,87.23909382060994,-156.57034486313742,D,-81.00441246002016,D,A,-96.87910281378971,-119.30123542258646,1
Hispanic,Physical,Mexico,Veteran,136.49422886764455,168.892165407718,A,C,D,24.562742422743103,-9.398113370818436,E,58.215332243495475,D,C,110.82899763932936,-203.32619209306438,1
Black,No,Brazil,No,42.68600614205717,51.14476374446214,B,A,B,6.845366973844941,32.334337417836714,C,-84.48916248550687,B,E,160.99615888776322,-48.68247778393282,0
Asian,No,India,No,-17.41402740457965,2.121835385716006,E,E,A,29.829939276026252,-30.056131457795466,B,-149.77595173040123,B,A,-67.1569699829893,14.940419367979516,0
Black,Mental,China,Veteran,61.89938597310201,-42.619001095706246,C,D,A,-101.01636157727938,86.17537898563903,C,8.965003709758172,C,E,95.66326391538013,-42.18099733415111,1
Other,Both,US,Yes,-66.5393849273392,-187.73440744130087,E,A,A,-42.85266692833052,122.63786843835958,C,30.06026304168862,C,D,2.436641036313786,-113.87217010402601,0
Black,Mental,Mexico,No,-202.27606781968052,-33.63468361673615,C,E,B,-260.6910680602327,-18.59075048975356,E,-183.53627020390567,B,B,36.51347723953332,-192.6705573385312,0
Other,No,UK,Yes,50.239951221057375,31.526962341471,A,C,D,143.4814615491676,-58.50876298444535,D,-34.63005722112479,B,D,-66.66632005778223,160.49954982461472,1
Hispanic,Mental,Brazil,Yes,139.02160994852375,-124.18658153529304,B,C,C,-170.84228977854463,97.19225291096916,C,84.17248617825656,C,A,201.3317790485527,-51.142076251864275,1
African American,Mental,Brazil,Non-Veteran,-94.90323063969332,281.59894158557836,D,A,C,-14.524676692275559,-141.08204393258458,D,-16.964099863685043,B,D,124.70714536064867,-125.93539024187992,0
Black,Both,UK,Yes,30.55753952547337,-1.7708498218613473,D,D,E,79.65622050852929,44.09941152115876,A,-6.85558476177999,D,C,31.394833909867152,129.4175990574369,0
African American,None,China,Yes,112.47803384347064,-58.775205690123286,D,C,B,-8.035390566334394,67.99573086479874,C,-38.49693631864247,C,A,-94.27757161427783,-193.74032848495287,1
Black,Yes,Other,Veteran,-55.426854223598646,-200.57119056350422,B,A,C,-119.79028440342098,-10.563173246764249,E,41.58341635751142,B,B,61.15048814932054,-138.69364016340595,1
Asian,Physical,US,Yes,-97.29960921074257,-73.03175552137805,E,E,E,-18.63345741546593,-2.5639371946792036,A,-34.82470124489403,B,D,46.83250469239686,32.37295294780072,0
Asian,None,Other,Non-Veteran,22.433539703153276,51.751212069591276,A,B,A,176.28187304288892,-24.806771902801163,B,-101.4122120899096,B,C,-25.4343253448435,101.72953071071717,0
African American,Mental,Germany,Yes,-105.97041122211033,18.482561614632615,A,A,D,115.62896228502879,-153.9905061805741,E,-161.94602562506103,E,B,-63.97895092827643,94.23686421486592,0
White,Physical,Germany,No,290.676643945763,-130.4390182489892,A,A,B,99.68097147911487,-83.19325823617935,D,44.669925811396595,B,E,95.24956793401441,-90.08804028932921,1
Hispanic,Mental,US,Veteran,-27.126670543459774,-148.97873987958434,D,E,B,-11.184315509730972,-83.58747383863567,B,111.00076891563853,E,C,68.14373245490417,-49.357482982512444,1
African American,Mental,Brazil,Veteran,126.83966224181515,116.89431034687097,B,E,B,37.92499355867419,36.371404345245566,A,51.20267070553327,D,E,-90.49550868968555,72.4277647801767,1
Black,Mental,Brazil,Non-Veteran,-32.6242295760651,-56.82615704048081,A,A,B,-153.5013868999624,133.46133105831248,C,148.32184199658525,E,A,126.74826525849856,152.62561768427673,1
Black,Both,Brazil,No,50.62230953121091,-67.37568610339993,A,E,D,213.23983231049976,31.12512884997662,D,122.69742217744395,A,B,97.95986576196044,30.148632263469743,1
Asian,None,Other,Veteran,32.11180406507288,-24.404038458098682,A,A,A,156.0316504288049,212.5660481521271,B,-224.8568667131159,D,A,-57.27375158810584,286.6142426289396,1
Other,Both,Germany,No,189.49744751467168,-119.01937519161257,C,B,D,2.2954972878732223,24.74232385736342,E,-44.927505268645824,B,D,169.26587729539085,30.75517786005132,1
African American,Mental,Germany,Non-Veteran,26.212730918390438,-52.69656039448366,C,A,B,-96.54635991629382,-67.23388884045411,D,-60.59955201374652,D,C,63.46557585535506,-60.83145068921777,0
African American,Physical,UK,Veteran,-44.30423875663944,-17.060713249549973,C,A,C,-166.7414403114287,192.6244650614707,E,-20.15816316868562,B,A,118.15466373514528,208.68701302521595,1
Hispanic,Physical,Germany,Yes,-12.818433711092322,37.29796575561904,A,D,E,103.93742896821516,65.24903429505106,A,-118.9173413782554,A,A,15.317404658240777,26.29609712730104,0
Black,Mental,UK,Non-Veteran,-86.87542544545789,56.62088915403266,E,D,B,-71.71561968348341,22.21649265440402,E,-87.85041588537148,E,A,-69.81844784186377,-2.6336876032267353,0
Black,Physical,UK,Yes,-48.77914632200644,-51.22502738473658,D,E,A,-58.56171648752538,-37.254503151241266,D,165.7429943118126,A,E,8.029081127498232,-58.418515967039234,0
Asian,Mental,US,Yes,20.300274689056128,-137.32822261195196,C,D,D,56.80992043996091,50.28092690460366,E,105.84013941807899,A,A,0.8981250684762009,-72.2053464726787,0
African American,Physical,Mexico,No,-101.4891100904224,83.17827962970335,C,B,C,95.25478729766614,-133.12209854627378,A,-199.71095981933945,A,A,131.32078749149707,196.30721576140652,0
Hispanic,Mental,Brazil,Non-Veteran,-96.55438137061302,175.5222431238314,E,A,B,-10.869211637716825,-215.0051315086762,C,-85.54263395278687,B,D,211.07890964062173,-43.300530463102724,1
Hispanic,Yes,UK,No,-14.515762186121853,-64.96045120984574,D,C,E,-192.05584858525754,-114.63025719251978,D,58.253661791593416,E,A,7.083653577661418,-43.82099219659258,0
White,Mental,Brazil,No,21.90460368497032,3.1920810517816847,D,E,E,121.05373079977073,-15.773067161327347,C,83.86313810554789,B,D,-18.40995279145067,-173.8546983802174,0
Black,No,China,No,116.23049721284539,103.00258106214511,E,D,E,-72.37420736668037,-64.71067894569715,E,132.41100251980308,C,A,-8.280552635822623,-106.74033328696065,1
Hispanic,None,India,Yes,-152.56993580510675,-176.6309103825992,D,D,A,64.79961161207181,-4.8159477247492335,D,97.9073053713545,C,E,-305.5605480872939,-40.878137642592,1
Asian,No,UK,Non-Veteran,89.79224666848123,-19.016997186142866,A,D,C,122.07115487276505,-45.13859893431021,D,43.97358989381839,A,D,65.86981745292688,106.970071081189,0
Black,Both,UK,Veteran,34.35564611054992,133.18359247741896,C,A,C,103.88228213541801,171.57826650877394,B,55.40481841998154,D,B,196.7815116153632,28.788205331789328,0
Asian,Physical,Brazil,Non-Veteran,-86.9166830074171,168.41125838443884,A,D,E,72.10979663430209,156.70238651035626,B,213.3792267188709,E,A,-40.492850615696824,-202.65626447440027,0
Asian,None,US,Non-Veteran,45.20574346961448,-13.268429519237015,A,E,B,125.98705874890639,146.31647434668832,B,-74.53020545942758,E,A,143.0449579116736,21.609542786277327,1
Black,None,Germany,Veteran,-43.67869884411088,268.6991896585174,B,B,A,85.81022657297346,-42.257564496987875,A,182.77878780833316,D,A,83.61815061500818,80.33792809787491,1
African American,Physical,Other,Non-Veteran,-8.284270804862318,72.38873560461323,E,C,C,-27.07347307804058,90.20110278727982,B,256.9392881654062,A,B,-36.471584613771995,98.1589485001978,0
Hispanic,Both,Germany,Non-Veteran,-4.951834071476807,-29.234738355506973,E,E,A,43.66741693487452,-93.10984197986271,A,66.47574307385166,B,C,242.83921306957117,-21.37341527519759,0
Asian,Both,Other,No,39.72935280760718,3.5260889299547364,A,C,B,-72.18094986598376,168.59184905483914,B,4.84914995111972,E,D,-28.012815347075538,-84.45434378028538,0
African American,Mental,US,No,-29.387831798191982,-42.41499464982965,E,D,D,-85.89678530425613,-245.84175521930942,A,-5.2945200551284675,D,E,-117.74540495791734,-3.288440446780706,1
Black,None,UK,Yes,19.944080058913524,-180.25280063130842,D,B,B,-51.97334977819551,78.99907281535542,A,-194.4526733531996,A,E,225.73860359502498,89.67193103866184,0
Black,No,UK,Yes,175.12656558361394,-119.20569438670002,C,B,B,161.49691435522843,151.00436922410898,D,52.23086087242823,C,E,-25.815623524337315,97.88416407699974,1
Asian,No,Mexico,Non-Veteran,-106.45810197625298,140.54416066027756,A,B,D,2.958429012867527,-136.23309797162574,C,-51.172108739178114,A,B,-32.506284710087115,-98.34428433634781,0
African American,No,Other,Non-Veteran,18.748371128078333,5.665727663770206,E,A,D,-27.63678524452725,-76.51488768366536,E,154.49195361262386,C,E,-29.49766524239293,-14.8679023138272,1
Black,No,US,Non-Veteran,107.43881261736068,71.8433432822065,A,D,B,-103.00427466255759,35.5759924054475,C,-34.41120793899481,B,D,106.33944709021674,-98.1677365523257,0
White,Mental,Mexico,Veteran,83.83693071068691,106.0034040878607,B,D,E,127.97464685974909,-30.43898157938746,E,36.71955836468449,D,C,0.3763525145146144,-37.92895551607137,1
Other,None,Brazil,Non-Veteran,-13.6810434486129,-130.19100179511253,D,D,E,67.52717727420941,91.45796360281356,B,-16.124043929604976,A,E,-89.47967979481454,-264.150716860118,0
Other,Mental,Germany,Yes,-107.67856753902653,-171.54123626553962,B,C,D,24.230378379088734,-54.801619925657306,C,-27.531602030312897,D,B,-175.0016051689425,-12.648049912539344,1
Other,Yes,China,No,-30.042462841196237,-44.93394971377774,A,D,A,-176.82174781011324,-129.9363292235761,A,-153.1148985952595,C,B,228.33013360707736,3.870103323734845,0
African American,None,Other,Yes,98.47468888266545,-191.28740711789212,B,C,B,-7.737015355924461,95.20443125900458,B,82.46818779228063,D,B,-136.26280033780117,-50.873411998656735,0
Hispanic,Physical,Other,Yes,56.14352949594977,-59.17879597695344,D,A,C,14.5610106867729,57.97972113464134,B,-77.57002715721879,C,C,63.02464775694659,25.507446885463903,0
African American,Yes,Germany,No,-52.68469299444409,-27.59006679992081,C,B,A,60.54246357742022,60.84098887223004,A,20.703073545888746,E,A,-15.638362263264588,-14.09246048356763,0
Asian,Mental,India,Non-Veteran,-41.465481725430365,134.99020179990578,B,B,D,-137.80113374498976,-5.550398865357149,A,70.240335376956,A,C,39.52679703166561,32.121762372377304,0
Hispanic,None,Germany,Yes,-150.7859450113977,49.57032422784351,C,B,B,-102.18306975002453,-147.84153866525372,D,-14.117283794111499,B,B,89.44885433633144,56.837394729618694,1
Black,No,Brazil,Veteran,-83.54334342367898,8.598904895446054,C,D,E,226.2204765462062,162.44013286380067,D,-86.75942817937275,D,A,160.12483578218234,-34.541271602411086,1
White,Physical,US,No,-21.69421745001284,122.06763150579248,B,B,C,-36.34499431533597,79.18721603106141,A,253.79862062573167,E,B,-140.58432767172866,60.83091477230609,1
African American,No,China,Yes,-22.09146459597609,14.207848102774046,D,E,A,42.977035127237286,-119.02646204955798,D,-37.689663716259886,A,B,-35.282664173566886,43.20913463121585,0
Asian,No,Mexico,Yes,-88.74170666734051,33.67252202510244,C,B,D,24.448041634297706,-12.296026238030544,C,-2.924551738298754,D,B,1.6267917972681938,-66.48719667586792,0
African American,Physical,US,No,115.854204333884,191.0370231135247,A,A,D,109.73519054922818,-88.16658114067259,A,-182.60923931289784,A,C,-64.37660965126338,-132.7371918554416,0
White,Both,China,Yes,-65.24335356570833,15.06517568579278,E,A,C,-63.76181683421277,184.65925084123646,A,-112.4236245130092,D,C,138.6161677021537,-80.92198507193437,1
White,No,India,Veteran,-59.91487660453232,4.3774620297677105,B,E,B,-146.15535119907042,96.71827895159372,B,-69.83284575553104,E,E,10.91800559908428,-90.78058696963038,1
Black,Mental,India,Veteran,-184.54943242826246,-143.28193407181266,E,E,B,0.715387736000293,-97.92850696248443,B,-159.4875409599132,C,B,-60.08198431236862,-54.762966297032925,0
Black,Physical,Brazil,Yes,-44.609948467257226,68.50876121561056,E,C,C,-129.99334308709913,59.691685340755726,E,-23.177405646185495,A,A,-133.45623157978417,-108.92742687088423,1
Black,Yes,Brazil,Yes,-112.7717545199491,42.675041993026504,E,C,B,53.30342545993576,94.8268297209834,A,-45.938043920273294,E,C,-29.060727621093243,-9.317068366756397,0
Other,Physical,US,No,-28.945941762606953,66.99158573353915,C,A,E,223.23239888978796,64.07653658365501,A,-21.699234882005367,B,A,-174.98682573239645,107.05420136612392,1
Other,Physical,India,Yes,-115.9059951241514,146.93031271083026,A,D,B,63.31926996015509,9.573489395909819,E,94.30135203983846,A,D,56.53902582409647,162.4178501742233,0
White,Yes,China,Yes,-37.28356296636133,8.9001697950421,C,A,C,48.580188972923764,168.3097064339217,B,-17.313831399882005,E,D,121.00288477174584,14.23065962193861,0
White,Mental,US,No,-122.44412570334981,2.9948183381435554,C,B,A,27.586639337639234,-9.937852283260893,E,-17.210447732026687,A,C,74.4790944336946,113.91897385616365,0
Black,Both,Mexico,Veteran,-112.98330959613266,101.78836466994765,D,D,A,-11.561503804929375,76.30489501599587,B,94.95881855119718,D,E,3.2266690804069955,185.60559131324334,0
Asian,Both,US,Yes,16.561989355383254,206.55939727586312,E,A,A,-92.18660397830514,5.027381988404805,E,79.16496046351045,B,D,-119.19183589466998,-20.45884784116255,0
Asian,Both,India,Veteran,42.07083994279526,13.209460239893927,C,B,C,32.622269942676056,62.77595261150763,C,13.694288204608373,E,B,75.97256941149195,-89.85977399512343,1
Other,None,Germany,Non-Veteran,158.61154613776313,32.19836755443157,C,E,D,-23.682265983468103,39.44234494783293,E,-58.402903713463594,E,E,-115.53516627290668,91.64337434439666,0
Hispanic,Both,Brazil,Non-Veteran,-153.3753550293563,50.495129972737395,E,B,D,-93.80046696391666,-32.39183673813824,C,-109.87093621931162,D,E,127.63070116727148,69.22049704800499,1
Other,Both,Other,Non-Veteran,-72.37143076104874,69.95441111816281,D,B,B,-59.34142338614677,-1.344752632550686,B,75.87673680702196,C,E,13.509506767113782,-23.471818798608517,1
Other,None,UK,Yes,62.64682163513169,53.312681044598264,A,B,C,38.41531996234103,-63.62361577291641,D,-58.13225314103456,E,E,17.186006835402704,-296.8832445220265,1
Other,Both,Mexico,Veteran,109.40003362898989,-115.5870399533956,D,A,B,84.71673384762846,-156.6957148615074,C,37.255341293257125,B,C,79.71384000851475,204.5974436837411,1
Black,Mental,Mexico,Non-Veteran,56.11272364495329,-85.64825226088483,E,D,B,-76.12706314667197,32.50636406372116,C,39.557502246325384,B,C,-10.954367440100627,-92.16860019575266,1
Other,No,India,Veteran,-86.32391412139098,-76.70221836579904,D,E,A,-53.44019530765007,-95.01847817388422,E,-192.4925852530982,B,D,4.100653815056433,-38.32700474517912,0
Hispanic,None,India,Non-Veteran,168.2351336571104,82.39932726755458,D,A,E,161.54793305635093,114.35400955063082,A,35.2194189321256,D,C,22.287618666433794,94.440584726696,0
Hispanic,Yes,US,Non-Veteran,-145.8548272281757,41.92657117785541,C,A,B,-64.95893422625507,-51.15536628111401,A,62.751213412675746,D,E,-85.44564829456382,63.08578899801945,0
Other,Both,China,Yes,144.3626996198302,191.49764775099845,D,C,D,-59.48157897367293,27.95506571001042,C,-40.84417330408929,B,C,16.10849168266953,154.2623107968293,1
African American,No,India,Veteran,82.4496242990399,66.36664182743148,D,B,E,-15.775861339085775,52.56213296011114,B,-61.647691980518346,C,D,16.06283479763601,6.585358610072261,1
White,None,UK,Non-Veteran,60.357558780455946,-84.50363893464224,B,A,E,-159.58384646425597,-39.74910178424104,A,-190.94420975540854,D,E,26.646206620517365,-59.932750400235626,0
White,Yes,UK,No,6.388879265228592,144.62802575649397,A,C,E,-69.36560644232745,-127.07711784713163,B,-133.9976975192816,E,C,31.77803731639089,173.6919235141112,1
Other,Physical,China,Veteran,37.82334129721071,-150.05425021332792,B,E,E,-152.14777076387332,-3.9662311956265914,D,-155.65322752449953,D,C,66.97006941892015,68.44288410252614,0
African American,Yes,Brazil,Yes,32.27260498860034,172.8069933469167,A,D,D,170.30581538795553,114.90054635311957,B,200.5227110714336,A,C,35.765979749258825,31.331730051013988,1
Hispanic,Yes,China,Veteran,59.08455133626709,136.4172475036377,D,D,B,15.603066830409704,53.143890496511894,B,-23.888256276658026,E,D,-28.926746144959125,67.89424865206843,1
Other,Physical,Mexico,No,-70.34766419228409,12.807496808767363,D,B,C,-138.03222327857128,-122.2465163242795,C,115.33052135694439,E,E,-46.10398128124926,17.485994636537523,1
Black,Physical,Other,Yes,-18.617565886047917,-79.30529376963308,A,B,B,41.23337805126357,33.79992435711581,B,-10.300317738569783,E,D,-21.843939681260103,24.117872638535577,0
White,No,Mexico,Non-Veteran,146.80658911730237,63.00916173020954,B,B,B,21.26904922836128,3.3254240496109375,C,122.80424007560546,C,B,-83.20349467852142,105.37356674647826,0
African American,Both,Brazil,Yes,54.82139233540545,42.12203439550641,C,B,C,-30.173058412219856,-37.21789031267619,B,-53.05888458163325,E,C,-43.51202617521385,-238.4646815461806,0
Black,No,US,Yes,-1.7488074871273402,123.38509255328039,A,A,B,38.82273506598954,52.5276138766151,A,139.0933732494348,B,C,-70.79332905383424,28.041323963026066,1
Hispanic,Physical,India,Veteran,-26.888440576532897,31.21879327863313,E,B,B,45.99899959302556,-21.247473426764735,B,-56.74226247590707,D,A,21.32581335226026,152.7922938669076,1
African American,Mental,Other,Veteran,247.16858904696673,-280.49246735825494,A,B,C,-62.26340625731039,-105.60426171087332,A,-88.81795465047558,E,B,-17.74305815323122,56.99961275604542,1
White,Yes,Other,No,54.5640796300389,92.4399550249689,E,A,A,49.05886296113219,-189.76331126198124,B,-117.82839932342286,B,C,87.21028096272727,29.697697415326303,0
White,No,Mexico,Veteran,152.3884017501948,-92.86698270726764,A,B,C,-4.07130927475211,-183.43843668570943,C,103.54574911738257,D,A,58.5707167078527,167.2085797883415,1
White,Yes,Mexico,Veteran,69.01433929694285,-43.09412499523293,B,C,D,-176.4824171182839,-9.52681690288306,D,47.5701932175638,C,A,11.210706429028876,-3.7505525046888857,0
Asian,No,UK,Non-Veteran,-143.8075036811245,-41.13085951918711,D,A,E,85.06054092430578,97.75746858338418,C,-52.82398160822803,B,E,136.3840143443668,-42.510489215909715,0
Hispanic,Both,China,Veteran,-6.3576978997769675,87.71807356480743,E,C,A,4.938189582560132,4.871748908187771,E,9.772549795823164,D,A,59.940260750945306,-68.48931176945233,0
Other,None,India,Veteran,156.1099398878454,131.44368772120518,A,D,E,51.94248481814243,19.810907738140383,B,76.48846139037093,D,A,286.70795883250094,104.68610953635675,1
Asian,None,China,Veteran,-67.06614383277784,43.89842644060503,C,E,B,25.4418057552493,15.527891407384391,B,-104.57801096106094,B,B,6.446131049249049,-37.05247968111179,1
Black,None,Germany,No,-64.2082837243995,-48.13588181841679,E,D,D,61.765457791226254,-32.18649600189738,A,134.50787816924367,C,E,236.83540787130931,-99.43763754099167,0
Other,Physical,China,Veteran,-124.35015034191625,12.143842815437797,C,A,B,-113.15558591836438,52.628819062532585,A,252.0034991139015,C,E,46.627586981814815,65.56398435109648,1
