genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-binary,-139.89741962408058,B,A,C,72.45170647609794,-5.403157438447794,52.76263563416558,-77.65837733045355,D,24.00409634919985,-87.33586739339067,-18.917713789921155,1
F,71.82423003203169,C,C,D,70.05357445639684,76.52469487897339,107.04500907528443,75.6605077646082,B,-126.98123759088644,100.16479912697727,88.18261047109436,1
Other,96.19287052293643,E,A,C,58.73276321120634,26.1701804873839,43.4404822343705,167.6953147094503,B,-144.5413384509579,89.99966628513532,41.96570077675969,1
M,48.38760187397801,A,B,E,209.0963982572323,194.7085458026675,7.2919073388591755,-67.0889877984753,E,-19.542431118064535,-89.19627913645796,-37.05045515120784,0
Other,23.853343773747014,C,E,B,22.454595827705493,-117.19114869644606,143.73063499485025,34.87798283094608,D,-155.98908810976354,-96.04606961500369,52.00982023008485,0
Non-binary,-118.80653622968505,A,D,B,217.7701686486305,-93.36091512870658,11.294503378926466,-1.8673279821176718,E,70.17937040288665,-78.505964734239,224.86245642354845,1
Non-binary,-5.527192543642094,A,A,B,-27.387896570019148,-15.001507952176762,50.923509993148585,-175.18735620567875,C,-16.606620029785358,48.38287193914105,101.24473281861692,1
Other,-46.0474911211301,D,C,B,-101.62031100528527,70.45854004755505,-96.17192350761368,-35.552361140402894,E,-120.08253726563585,52.04992025047995,119.2765131605977,0
Female,-67.74948921030746,B,E,E,35.588542372259866,-66.0250219825944,-128.23031964914443,21.002271538514716,D,-197.54143647743174,93.54925105720223,-135.09475917518503,0
Non-binary,-36.31850175480934,E,B,D,29.630594785229775,92.64205298865197,94.34197773429294,67.55850161179957,B,48.13562048483076,-20.35814007861116,-225.42940827922487,0
Other,48.933533423393946,E,C,A,161.5214916130219,50.79291038813402,-82.07322247856285,235.12841184158484,D,89.34324036389805,135.74368361111732,-23.973689179110654,0
F,51.23550052398993,B,C,E,104.38591832640047,-234.82582840472003,13.451587182897914,285.29731078509457,E,-62.38847732219994,36.61848334688288,-65.10388568867754,1
Female,14.147838142405636,A,D,D,-21.77189399913589,94.39751926982602,55.62771884368514,93.08015337651865,A,-100.75068899716153,-20.81975577077339,71.61101385006154,0
M,-282.6675194839234,A,D,C,175.60583046213898,-118.83930904566446,120.10975826075682,45.68671447969199,B,-127.37333709548896,-20.341488960669647,-131.80568497793087,1
F,68.23445228995917,D,A,D,28.399394655615957,-58.866835184028034,-9.971139259028403,55.99331222672649,C,125.46961500005717,-193.11714096972736,-45.85540001746576,1
Non-binary,-90.03421439306881,A,E,C,-209.2985001870111,48.93065017324609,170.32234064394353,-213.3330607245676,A,155.72941712695902,137.60214469735595,-79.44712634943694,0
Non-binary,126.8190109378211,E,C,A,-12.29749280040957,54.04300281877639,-13.37441282672458,-145.6871811943455,C,-43.30983150678799,-17.647867285069594,53.140842683931446,0
Female,-107.84345871580364,E,A,B,23.254372196960418,27.033413851475213,10.365315135380142,-31.83580377354383,C,-43.65433635599126,218.9312360501107,49.748417789446336,1
M,149.46121789374885,D,B,B,52.04656280199123,-13.876135732695744,-95.39338152251759,16.766500438169558,C,-175.10596710839698,-5.252852179294193,-90.06779530529316,1
Male,23.782577418064648,E,B,D,174.1843091758465,-51.40546228946739,-10.792832342426477,-54.07304344652639,E,-30.15404911592959,-30.608673941732583,-29.48480021585187,1
F,83.28234752496884,E,C,E,158.6561803151225,-72.14766501218743,-94.04866496424123,-94.55671253169567,A,49.049119873835174,-25.959996539453527,145.58868761621616,1
Female,37.252485613828256,A,A,A,-95.89108294458265,18.71421306666426,-24.050555525669164,-98.15323266452339,A,-40.8698481134158,-99.15034789329415,-49.022698338293715,0
M,69.51951336399695,A,C,B,96.9940306056327,100.42573831697852,41.77045493490263,67.68685094617854,C,-9.024154591458847,43.9187873447686,165.36278102517943,1
M,148.721619396826,A,A,D,239.6107110870341,-22.084062645058825,52.7177587969096,-121.89769477379997,C,-4.441880642495303,-57.93106631748899,67.16885328390906,1
M,-45.706173475254644,A,E,B,89.17992953578704,41.22816801627288,217.91834943543077,-95.15609420684817,D,10.967113059975633,-45.5125536900147,-14.312167306369863,0
Female,25.361427166924503,B,A,C,18.101616611751783,-118.70424892261751,-0.8182203713904179,54.42601723515368,A,20.300235013169967,163.49726264240581,-30.4316558184577,1
F,-58.17827227869044,D,C,B,-65.44648684138714,-92.50283116481206,-48.000769016813734,-95.8991695014933,D,-13.791674436369656,114.17173565012742,-171.47545754048724,0
Non-binary,64.52113918346832,A,A,A,119.37715378378881,30.770626858870127,96.17966582142891,40.60931364431315,C,-55.574060912374534,-178.54863962016142,64.81600939307181,1
M,7.053202414780274,D,A,D,7.604898702988369,152.27321546891199,-113.19501753175318,-15.309223310812934,E,112.24896688249541,26.911997462937865,212.93760432177044,0
F,14.722982222420328,C,E,A,-138.5357335936122,-96.87616177227703,-102.32403287488414,140.81329831984274,E,128.1956854997906,-45.175242221879195,-202.88823990543187,1
M,36.244170092753485,A,A,D,208.737675783633,-96.23999883269889,-7.733654185399348,-66.3411663809925,E,52.44199728153052,8.547317335249051,69.26660856379712,1
F,-26.472251133945512,D,D,D,-30.219001211392783,-205.09040126073103,-40.906812745802725,7.3811763690059635,D,65.89406631879709,30.912570844836395,139.68964770575195,1
Other,77.58821187922507,A,E,C,187.65272871321162,98.62090060510127,10.893302421226204,-95.48909823126284,A,-8.629638073633208,-50.43203668579531,107.33934319866665,0
M,-25.116563972558005,D,E,C,-30.99512310209945,153.54006380578844,-61.410057335131455,3.9355087297993983,B,-15.803375465159544,-109.52360491631701,-153.38242827696286,0
M,69.30200009602798,B,B,D,65.47209186150256,-78.59425851688327,80.46057529118937,72.98030869956494,A,90.98174872500246,-113.1704307642406,-188.92562257705166,0
Other,267.57244956835484,C,E,B,-117.70744539935802,-146.77428173972945,-81.35487509076556,-128.89328782888887,B,-177.28965106098659,-56.13432767894224,17.00714015004622,1
F,-4.18242457455013,D,B,D,-62.90478152704391,-28.01003910339837,-64.63368624462754,-37.06378185361269,A,-23.1186825825145,103.20835392341871,20.236234647736147,1
F,-87.31013724582492,A,A,B,-135.41135617719573,97.51163643795599,9.383491919103223,156.44854300020165,A,-12.622506914852295,-30.649903568144254,-79.81645538825119,1
Non-binary,-77.93382620394695,C,A,C,-105.39158947978268,105.2911179017205,46.773617023152205,95.90486870767482,A,-240.8065241410875,-155.48510266837476,-29.230713816392708,1
Male,-38.034034703083044,A,B,B,-52.12672242535624,44.452725794647115,30.298854326262024,-3.372616975372801,D,85.46102283334781,-54.816184478911126,-181.80777154944593,0
Male,64.3105385269786,D,B,B,101.51396098467247,-87.66339716015693,-38.689661472667176,-174.135018077538,C,183.4146486523602,-88.06619019824544,40.61353674132484,1
Male,81.842311555866,C,C,B,-101.58167258570295,-141.8204473918451,64.1873856071776,-142.24749641123216,A,30.759997786978843,106.59459267619252,-110.4459900602423,0
F,-90.93368919601049,C,D,C,-125.47357396071415,60.74837168103484,200.98335813306852,-29.860657204646916,D,-118.51416385306537,-193.81484477759054,-0.17656137442523204,1
Female,-78.81586173050904,C,A,A,86.00395918505644,325.82988042974546,144.19721484350475,53.08652713022851,A,25.880375653565192,-36.063615751165464,48.186277876471,1
Other,62.613110233257494,B,E,D,25.763724209017543,-26.75813114942897,23.621599182425697,-144.5282360686398,C,112.42014364963873,2.1952091160776526,-39.27579198086115,1
Female,192.56682457781673,B,B,E,129.7789367961371,-9.62516993679914,-95.77462667182058,115.40722506362575,C,96.38608531476372,-74.75138454438888,-134.19146055463668,1
M,-3.1380726536724324,B,A,A,-81.65313276340075,40.76203563601167,-16.88331450328952,-8.980191989707077,E,-85.88806273016898,57.726832927819224,286.8956355038611,1
Non-binary,-65.96943312268088,D,A,A,89.84885998309747,4.614071815014651,48.07650857292145,100.78564602618351,C,-40.76288510973949,-27.206725572393996,-3.9461968906336837,0
F,-20.91479030907091,C,C,B,33.243024556001565,-117.7687636569461,115.3558827066748,-21.98963353976942,A,91.38971383930499,-257.80192355082255,-108.23852177561264,0
Male,-59.12101762601281,E,D,C,-44.866919955395396,63.85479684679949,22.75306431346629,-29.087143149862765,C,162.039445770193,185.3171740156613,154.80540299583313,0
Other,-56.210684474536755,B,D,A,86.66683642273227,-164.02287770851908,-248.38169219784797,-58.42404866827719,E,127.37391993138898,179.59322276760946,-82.10980631292374,1
F,67.7958522547122,A,D,D,-38.01409466664595,-19.255476217094962,-139.79542114488547,13.326650843283637,C,-28.004889265693166,-62.51370992752977,-50.205443489094705,1
M,13.73484353661443,B,C,D,15.363254517621062,184.2390307745655,-94.7866959495093,184.88231267569523,E,-36.99314062680372,29.19452494062838,197.53455641362024,1
Non-binary,-179.09105241526598,D,E,E,108.67703837271412,46.9695852551674,59.280771845088495,32.88943066535616,A,-170.12221547716754,-99.92777457069492,-84.22303496421858,0
Other,-66.38841767913492,C,B,D,117.78436822007248,184.36375399166093,58.1771506276786,141.52448078557433,D,126.74505685014248,38.48176299619704,-13.928193802214444,1
Other,-167.7591788405331,B,B,E,58.404721168809914,71.50598737767754,-60.022166629840825,9.162327904532834,E,-104.0651910725686,-1.1534794811174713,-132.99185812295943,0
Female,-74.24799747025747,A,B,B,9.589258068375045,23.37251102880016,41.92051975588255,190.69778051688223,B,-7.767510153382605,-149.4447342060964,133.20702342708424,1
Non-binary,236.71546999463862,A,E,C,-86.12443617835685,38.41624831688069,32.85657230346283,65.95059734430063,B,46.48722784282785,33.70382920420902,-157.0644964077284,0
F,-12.124953080699719,A,C,D,-10.33052574939767,-170.63029950054704,89.1961801685908,131.50423935566124,A,-151.6113165418846,-3.0233464189763852,-5.282523744876358,1
Female,71.58627389118293,E,A,E,11.813935336460899,235.635948389372,-126.32380265860716,-50.41766327603635,D,-119.14544174502335,-18.727935001647243,-60.81950497705285,1
Male,-25.055629578357962,C,B,B,110.61494077154268,44.66303147413065,-66.20129246156682,6.957635101396477,C,-18.02271873913095,67.05274397456894,-95.7674047203408,1
M,110.10529209192434,E,B,E,37.73895132940065,27.880682235544047,8.643030494411995,-62.082905081707075,D,27.62320559797008,-155.34469225927373,21.141165556275897,1
Non-binary,-23.139209875991966,A,D,C,87.4515180584456,7.165411489057284,62.09141648125184,-1.1431078511726893,E,30.869918099474624,128.12040871322384,-29.033452008298866,0
Female,60.09871664230302,B,B,E,55.11014635659915,-106.47104597312034,100.02627997078399,42.791908945538985,D,33.45759696272418,-195.03912657541395,83.30000099059738,1
F,99.55075903230428,B,C,E,176.9825556682742,83.5263358203321,-141.08073442869448,83.79947420996177,C,147.8184093642484,132.03637833499718,67.55918010606484,0
Male,-97.7452463573357,E,C,A,-148.25017837206943,71.68192267453264,-262.63661494102416,35.87094187837074,D,-91.82096583133725,132.59718603675762,87.15629301750367,1
Male,57.321985950879075,D,D,D,-70.06880018079926,9.764467010028007,-36.395801044495066,98.24188229886578,B,62.8026782330651,-5.385930423957444,-247.3471884008412,1
F,103.27628794456685,B,D,C,105.08428106679604,0.6665393548558733,7.536873877086489,-200.21939770092757,B,198.2939207012834,145.48463943132722,-14.392126618201356,0
Non-binary,-316.75116577543076,E,B,B,-114.89538043199252,-4.299333865968867,221.24784329123926,-12.689927920358498,B,-55.80624501219445,94.388408425943,129.2407361455075,1
Other,176.00603976778092,E,C,B,-75.57520025749584,5.717702419129766,-200.89663063529292,19.381932751511787,A,-23.239290399167146,-46.42497063054946,-37.11319470886785,1
Female,-22.179225927481188,B,A,C,54.750612732922846,-57.35325666831294,39.3672765877686,-18.997399253399454,B,-23.536831643491766,-1.377530243557219,22.59451656837198,0
Female,140.63257011293544,A,C,B,118.61959756959857,-49.737934470303074,109.10522434260692,71.63396169373036,A,-147.85893724106595,49.98088577939866,27.335654080834075,0
M,-1.548309474312542,E,D,B,52.11337630667969,-97.60443201246008,-68.82500178743533,-85.62185453086553,E,31.96378337756415,-2.1465395184912124,-43.01328235079747,1
Male,48.138255803094474,A,A,E,0.47534703995408634,144.8865803717852,3.0980185275153946,130.8816997715199,B,-21.94691675488291,176.92332038533308,126.7168997087681,0
F,18.703743693279275,D,B,A,-97.06297580108179,-80.79345878861947,-127.83909063863605,25.904232775134865,B,-84.8476661377644,-89.03708001696873,136.6210536350471,0
Female,-6.008252212596981,E,E,A,83.57519784658612,-106.79695444462898,-112.32639548985,90.69316911061792,B,40.21352962560359,-5.195762604872505,-90.41753070578615,1
M,36.52559309734356,C,A,E,64.43970482760042,7.124207065228728,-22.759538425023802,129.34790100931565,A,40.52114686044867,129.0670759839,-163.600948166112,0
Male,-36.99255709939081,C,E,B,-112.76984749169603,53.6070998076274,114.37783343328178,42.263895755229825,A,-161.81299186790696,157.43226522088423,-232.03254922344368,0
M,76.30939638700667,E,A,B,62.3977591408958,-10.307591130725498,27.467749591626138,30.262347268108513,B,129.41224702615187,-144.66113308897556,-23.31077908293967,1
Non-binary,-30.757832488414998,D,B,B,249.20792560514883,-75.45426571656161,154.01069588243206,190.3216128325105,E,178.81919986007708,-51.354487446718814,14.18347832252144,0
Non-binary,-144.9350793736515,D,B,A,-44.11611727735799,-143.78716363143604,1.7727053433950497,23.153509219080206,E,-179.95927076213147,-212.99960142284263,105.89072863526555,0
F,5.693921291955984,D,E,C,152.51485170543353,80.95325686037513,-177.34879039497474,-87.1706592736668,B,110.79308143470041,220.51704058901035,-31.727593300207474,0
Other,70.631123819672,D,E,E,31.533084575579647,98.28012547912002,-1.456688070888461,-13.932975819608012,A,78.75927044863364,54.65458870767931,61.74067305513067,0
F,80.5591556956947,C,B,E,101.07440261562317,49.028243730428976,-26.515309155434085,-36.89583819894281,D,139.4034693170182,-147.1668479529992,35.71025911774001,0
Other,-196.72650082508633,D,D,D,-96.40219235859239,73.57149149528159,-48.713257731941155,-35.189189534657494,C,-20.900537334225312,-70.51269544787462,220.7369507576896,1
Non-binary,66.66823234435746,A,D,D,-196.20064089902144,64.1626238941078,-16.68777423826253,-64.11683848361605,B,107.00268102639711,56.994756956502336,-38.90511836887628,0
Male,-90.40824209064789,D,C,A,48.02533929288156,46.235288488891854,24.86236349892929,-9.946378802109814,B,-77.29294365429304,123.75738662096141,-12.238169791726152,1
Other,-37.83125821773822,B,A,E,-137.16093495982688,-111.96793692644604,-69.7067917156769,-151.50717503077843,C,31.116665338887323,22.547410192298894,-12.709685920998595,0
Male,78.84101852227417,E,A,E,125.56297033572139,-28.404246719963893,-221.14515277003665,113.36116208670883,B,-45.621029803460075,-3.1305072745913405,34.073323249454404,0
Male,224.53176137976217,E,E,D,-138.36900161418376,8.53769565520463,41.737177163421975,-72.5349910387872,A,70.16931165069981,-143.8619987947664,33.39305795193977,1
F,93.93266607060403,D,A,B,78.76939731267754,66.70767970896715,-13.664943583073958,-43.20658023522688,E,-112.66074175189658,130.4670727847015,-64.84989965288233,1
Non-binary,281.2633319963338,D,A,C,-21.35066067914929,89.82550199720153,-185.84421141102678,48.9406148960828,B,82.9106454641494,106.1763395068497,118.78138281422834,0
Female,55.30521216350676,E,B,B,-177.51781811529327,-52.93407947524783,60.59544387856713,-184.58559463668124,B,-51.924981130509615,-68.9713204484192,-117.31990305622257,0
Male,32.57768727201352,A,D,E,-232.33737997230728,-132.7355523465718,54.85153600365521,-194.8680485211459,B,-160.8135599349075,7.747050879079216,-102.6711179184622,1
Other,100.61075190535371,A,D,D,-60.86360855498793,39.43040580103685,-85.17550254886541,-140.14246552927824,C,-126.63795805968488,100.8943461646868,0.07264251061454603,1
Non-binary,24.12860793686729,E,C,C,56.68026403131697,195.73463617420924,-142.03803139938344,52.776517377227904,C,168.43359891947307,-141.8555337193751,-86.49823303938065,1
Other,-47.99322662538516,C,D,C,45.586992368117826,160.02943540183162,23.4868495352736,69.01289665603377,E,19.62662303982514,33.72268538284711,-59.48547393613075,0
M,-105.09411534067806,D,D,B,127.50095782543676,89.23228635919013,-70.25828134830402,-33.63666903452605,D,-10.921813877219291,63.240871434545575,62.458698205150874,0
Male,-47.26057910188895,C,B,B,87.5858157173969,-50.289527054373906,-63.593353393120246,126.15095671171605,D,-99.21273065998884,-50.96034328275658,-108.35365698750563,0
M,-94.24955372235088,E,C,E,-74.47589976041046,-127.8616431980153,74.55233842897671,59.27360721441228,D,-108.25786733974121,-87.26636571724362,111.4031856563173,0
Other,83.8581132377639,A,D,B,-26.838310233138035,-155.26721573324787,-55.65235474808181,145.8679866618281,D,30.27396556043814,-77.65565400968798,25.7847462760854,1
M,-91.4160166005502,B,C,C,-147.1276926321567,23.643615735905296,49.43843017097596,25.9795787692857,E,-112.77593898386982,-105.56692219566888,38.623965749551665,0
Other,-55.59919118706744,B,A,E,-25.682175166120995,-106.86579319520959,-40.04447010108075,-42.92449190202586,A,-157.01665648298396,54.371402339861,16.8791593656024,0
Female,11.412264241872501,A,E,B,7.927683741671261,52.55339784873648,23.5832316117666,-90.9125253476657,E,136.7225506643544,60.59448892175018,1.405973170075789,1
F,58.75442250757129,D,B,E,37.87562949277573,-129.50822858912818,-57.85150257314518,121.56957877762157,A,79.6265989479458,213.7460592572412,-102.81893712166139,1
Other,48.24646354537734,D,E,B,-68.19217686918854,-0.5225678481565876,-78.48002841825205,7.992808251610459,C,58.69857938162153,1.1921698820953883,63.31288719172665,0
Other,123.52206337108778,A,D,A,106.71158811470247,-42.60725261594222,-28.375135709688248,19.99062367451218,A,184.9300835490235,-109.4444035427506,16.00642420541421,0
Other,-47.57532135718015,D,C,E,7.9731043114526345,25.121718288515332,180.44400346228883,155.43692057789943,E,220.64112972675295,25.723714877059216,-11.273685488054559,1
Other,-158.0664062553916,D,B,D,-119.14417232011847,-43.7295832104183,-97.31932547729791,-57.60135408935201,A,-114.17624529136228,206.837236768902,72.48409710162491,0
Female,-179.80468856742394,E,B,D,58.79238194104952,21.51205107456695,-98.60650712923919,-96.28363700925915,C,-18.504458428133212,165.0484822381987,-5.161014532827056,0
Other,238.17378027508332,D,A,D,196.51591465942954,-53.57615495086235,156.8045149240758,-70.03916986974068,D,85.39443632200313,-79.14870079594942,-4.445425014308017,0
Male,-36.579398600772784,E,C,D,137.7465431755377,-69.45235267642141,-116.64370674159059,-148.0718954332905,B,-12.303543999786951,-207.64893881723316,181.44916845188354,0
Female,-57.6412727171703,E,A,C,51.3346592612455,47.16548675054258,-193.4001574296641,-75.88151140587394,B,91.24725910288136,174.79525778711962,-315.14085650115254,0
Male,25.36651151734422,E,A,A,-68.799184636864,-87.52704173744807,42.6678520502601,111.78645069444997,D,-58.723581921736525,76.497594915632,-50.5047168610958,0
M,42.33080978585901,C,A,E,10.239937986789245,24.386405168539806,165.5358527902179,-44.772463721859914,A,-30.174337840240344,-4.980974982264907,32.68351725777936,1
M,52.73054925056543,A,B,A,44.694768852763026,42.072092564498384,38.677562848634636,-5.125231299696187,A,-90.70481845772169,-162.3450366206746,-48.2891019485822,0
Other,-201.6130322190628,D,A,C,120.1775408141372,-11.497297171313784,116.39487961321538,-133.2821712809626,C,-23.799263300932953,72.23469399241604,-33.670228472444045,0
M,-87.81150806247854,B,C,C,231.72858091151994,-150.96530549792024,-43.15577190952264,-157.43773532756774,D,-95.07311731624965,-68.54980034761921,62.13012031788039,0
M,98.01956307235218,A,E,C,-145.1397274109646,18.950385912683114,37.88495043386855,-116.32253873272826,C,-90.0407411185309,53.17068203301398,60.97692328202036,1
Male,-106.22726037103635,A,D,D,-30.986645670615438,145.17573407555398,204.6340549279464,-46.21914128143747,D,3.8081420814529774,171.88149679858066,-35.04964815607826,1
F,-125.69649600980777,E,B,D,80.24944305423666,54.49689826023734,-30.010014295808894,29.957368033104466,E,33.68098775831346,-119.88496048886365,-64.11372137496568,0
Female,60.26436407849105,E,D,B,158.33823360110773,-21.08856085271749,-16.821298019565084,96.7314710275836,C,115.44587458157949,-42.16099500909031,-0.11932674686796875,0
Male,-108.58436829859448,C,A,B,165.0388716564064,-18.488897059816686,-42.920131105298246,58.93500839136193,A,-82.28768279575455,2.620044570680923,-79.01265029272545,0
Non-binary,-6.921773971966952,B,B,A,45.4779495488568,54.1265495904235,272.8096037014172,-74.94858554151705,A,-66.24834860374219,68.1984645193291,-79.01208691228354,0
F,49.678996361203495,A,C,A,98.54116711442487,-130.36603398711847,-77.23796975669455,-8.080108096685223,C,-51.20040828148983,-1.5286532915130204,115.12133700968556,1
F,-85.4444503715309,C,D,C,143.22870150347998,-127.598328925869,63.67688822379974,-60.771546859752725,B,68.02896044397342,-55.81079744926806,-79.13313720475945,1
Female,113.29488273472843,C,A,D,-11.837395647844536,-26.264223372161055,73.34791607138521,-12.327134790668364,D,-2.9798199343700316,35.65507027722495,6.091407167777712,0
Female,3.090003496065624,B,A,C,2.6948190133342096,38.48686668533114,38.3043964066876,2.855842346587463,D,96.15658914189399,-111.95639734434788,-25.052805970715564,0
Non-binary,-131.78531029668835,B,C,A,-35.59813854301248,-78.92561288629199,-47.97036410355613,-130.2974450801293,C,-13.237588165931585,25.921274545290657,110.70058739405022,1
M,11.285593641668914,A,B,A,99.66879135881348,122.55974007651264,-125.59422025970035,-9.814258332247206,D,86.58273917493075,109.02467713005922,-1.5424804685965177,1
Male,84.48383833099969,E,B,D,-53.54136117573779,-56.43676257307418,-173.92010067430977,18.393278546445828,E,10.777083892968816,-140.74700638788656,-198.52087839092215,1
M,175.18071807909575,D,C,D,-26.440832483763415,33.93501182815958,212.34159588371745,-0.16638598135676883,A,-43.56298077238188,141.80188558125778,178.51117212267482,1
Non-binary,-54.812473032513864,C,D,A,81.3941184102595,137.07307138473112,89.32450611723414,23.092671292641775,D,-18.01856837898372,-36.24777315901654,-34.77887607544643,0
Male,70.50624211207301,A,C,A,169.14748237825364,-45.146977536837,-157.58980800059882,87.85462858986752,C,-58.864137914088566,-10.976767330389134,6.015295347898631,1
Female,-35.95688835367355,D,D,A,4.598899374732134,131.28222393023316,-119.67466795464668,27.466687395630064,A,-40.39066442671794,117.37648798440216,-6.582627047519213,0
Non-binary,-7.5393400643918165,E,C,B,-171.42518256550804,-11.284412967092479,-80.50816890516376,-12.725273677555313,C,-62.516907672633145,-113.57330727522132,47.02807173775207,1
Female,126.83130448145576,B,B,D,-1.1901130538452658,34.80784469739247,38.68574587365771,-82.6305719049534,C,26.437562337909327,-9.143466138990721,-50.893542403306824,1
F,18.43401754342053,E,E,D,-1.1853050602969453,219.65575208098494,-47.46079489904229,-40.927014690920785,A,-123.30461211897908,15.415409681696365,80.31669156612855,1
Female,-5.1616710554857015,C,B,C,77.64560325779362,45.01538554409875,-113.32717745597026,48.551853502152056,E,65.97311884423611,199.8801736502711,-139.38494850979822,0
Non-binary,-38.83343002240915,B,B,C,-1.9722280171015079,-184.208255035472,80.79807750405863,-5.281847872227324,A,-108.10871759288294,-100.3635077127975,88.10419879803317,1
M,12.904986643920962,E,D,D,244.35940818713217,77.2321631981083,3.7619139929141414,25.170918601243088,E,86.16244817114253,-52.36414807044313,-55.95526070510667,0
Female,92.93293150512855,D,E,E,83.23879763140465,23.356518155192376,87.42837153147633,8.116389569286776,B,-30.044870556226332,-160.9123286620079,-83.73043003433803,0
F,-54.78703022578802,C,A,B,-145.64517819583605,-145.04328406534864,14.82931889595209,-20.177318165893322,E,-65.60344723495862,-53.66895921076544,110.63264024612285,1
Other,3.6467552554848077,D,A,E,100.10993093623912,4.235324590804616,-3.8890244692834317,-57.83625139959763,A,-147.09247049432733,7.628942705438342,58.141600240300185,1
Female,164.0953602720867,E,D,D,-18.572729422958716,-73.91604833898555,2.536813949207934,-6.339861736288633,A,-3.0032836918426264,12.620760831590093,-7.983757661127086,0
Other,85.32408900865582,A,C,E,-35.161009958724414,120.74696318372733,-77.20314473050378,2.564528865781986,D,-9.652188525712017,17.95312906744501,-37.169760825992945,1
F,-205.06673768160346,D,C,C,46.212191313474214,25.921325463815357,230.4562722101148,23.14849191565786,D,-131.6366444269878,117.28649743399737,-17.79629811755578,0
Other,-95.49963441488258,A,E,E,-141.1916647317167,118.91497671308497,10.60310492597855,-222.36457668830494,E,95.97124818346708,74.86667853288998,-105.7175536562942,1
Other,73.7254923812861,E,B,A,0.1957462543238653,-66.04232069099693,-130.8692756315352,3.8232344445273236,A,188.34644742102893,-64.32763309534377,-18.092321664240842,0
Male,-102.83008613630915,A,B,D,-160.0802769928384,-64.77793565640182,-21.776455594214355,119.96965675430901,C,-73.01102685652519,-14.749994420424073,79.80385840712223,1
Non-binary,53.501632807664215,B,A,A,43.20233898051154,35.824638100203465,-69.58565802987783,52.509355275582095,A,-159.66144405842326,-121.84047460268688,28.976144135254934,1
Male,-8.209416699860595,E,E,A,135.20515392524933,18.099532436381807,70.5513977093466,-65.3868532074115,C,-206.8401144446565,-131.40020795183636,91.61353018807601,0
M,-202.71210687790654,C,D,C,-171.0752561564235,15.579087486059247,79.51311101261894,-31.198077752352976,B,8.943289210256198,10.961176481634546,-161.89168422883338,0
F,30.700667309698705,C,E,B,-58.392795658600214,136.6423305106802,-94.25153719823433,-155.6066762134221,A,-51.19532513216306,-46.726323979546684,37.20069627535487,0
M,-99.3770737917492,E,D,A,27.044687502661912,201.6433019174433,-19.772091546214398,101.7391837566303,A,92.35133401238788,70.9333279992627,12.34999478625483,1
M,112.70474451989254,C,C,A,4.383117342113286,-57.401092109403585,59.330532417217995,115.38466774813952,D,22.955480127474598,213.1456112723824,26.53687203504133,1
F,-63.85084049649963,C,B,C,-6.280392912403741,-52.9630829015028,117.48853537875436,-47.64904706172866,D,75.65737228348038,37.216908158373236,-71.21699792973595,1
M,-73.33194081714966,E,D,D,155.5442230588332,66.7800490106417,20.201009026058582,40.86975807261294,A,34.18943179098294,76.87646957115619,6.350002989464911,0
Male,6.265061561813881,E,E,C,66.14640741733022,12.678828419142995,-42.55172790411392,-79.17606909193584,B,-104.8306064661648,-89.60854200651377,-2.0594384825682486,1
M,63.1284782067886,B,C,D,64.27182676113678,-87.03216329001656,34.105191691104345,-84.15206232188238,A,-77.26896311813434,102.69265732341559,-26.30576813937584,1
Other,38.341819957005754,A,D,A,112.77424021401032,75.45174524401746,-52.354745483557295,-27.481327918342014,B,-205.28085194267925,29.14653820615844,-32.10306935644307,0
M,-6.4804368023090655,D,A,D,16.06604085015585,-46.193989755321546,146.6109836833732,102.16314936432195,E,-88.19405132138309,91.26719217072112,-60.405917550761956,1
Male,67.86660841482455,C,D,D,-14.887210791826144,-52.63948492194223,107.11637401506324,8.896696428792952,D,128.7178014673163,-87.95760800685447,67.88072839190255,0
Other,1.8852537645431595,A,C,C,-152.87483311465712,111.47126173912065,184.5671610629932,11.226826572075693,A,94.20572255578851,56.1733849307384,-86.6140411173767,0
M,109.41792133782691,C,B,C,152.88341350130153,-42.902548330243846,25.769074249069963,26.17648925355901,C,-133.91122937826995,-94.95125445944618,2.242217401928525,0
Non-binary,0.5003585080144404,A,A,B,68.74348422667211,20.79592365484089,-27.143898029642287,-123.9386224804266,E,-222.41453465574202,-2.3352161884913203,-32.31482158687468,1
Non-binary,-13.655661391757167,E,C,C,145.0741860587022,104.2101504092483,-95.84278772419587,-41.87161551813758,A,-56.709143358723445,-101.0824853992926,-297.02413343805796,1
Other,17.343121228717692,D,D,A,-25.517212297209603,-110.96485453860545,-61.0604934334898,2.691754446061482,A,-42.295852479715556,11.029236710169625,37.48257770465892,0
Male,78.16213737647284,D,D,D,-147.34981589671833,-105.89629112518624,84.53585896303696,37.349818842661676,B,-102.62238897816867,18.407487809017727,69.86149905065841,1
Non-binary,-130.87333231493128,C,E,B,13.067034323300417,147.09585691633788,-7.844153355350382,156.01657122865757,B,-30.255942397279,71.66937918658746,-44.04406059240046,0
Female,28.799999804960457,C,A,A,-52.66957284616001,118.26172927065106,51.513220567523824,63.4014659860995,E,0.1512696469865433,40.777126513792766,-88.60171183529928,1
