sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
F,C,A,B,-77.09322121632418,A,C,B,E,236.34861879594564,1.0250627675272401,-109.28055875035328,D,62.148431679869155,-58.502777363493685,A,0.8627242933280279,B,94.09615187345904,54.234208204144274,1
Male,C,E,E,117.92027247163955,C,A,D,E,11.525806562564467,27.97240083025046,10.950138244261334,C,82.70298860002785,-28.141920151700152,C,77.1606400957559,E,-31.498570714785618,-7.80804712588837,1
F,D,B,E,-199.47037409933282,E,C,D,C,-39.31775503533147,110.57907226144172,-33.956520346581506,B,-196.6629171209361,262.6373307832443,A,76.50662841443216,B,89.38026353038552,142.30129298015063,1
Female,B,B,D,-112.16731246281707,C,A,C,C,-146.4065600670776,-141.53272306270978,21.30665723654309,C,139.35751879282594,105.91605605335658,E,-67.25248736433522,B,-69.87365633591405,-38.36570861278238,0
Other,E,D,C,-228.0006622303083,D,C,B,E,-7.872782203761508,209.67624021756822,-49.30269934660043,A,-8.115747185321338,4.220957501369229,A,-59.495307735084324,D,81.76259313228346,-114.86595197622297,1
Other,C,D,E,-65.18631074077076,D,E,D,E,-288.40543266460566,73.0010330798635,-78.41210232222423,B,63.370861500786205,-83.18001967904317,B,-62.14894458135911,C,8.122723421243062,-8.498917716648924,0
M,D,C,C,90.18311489447088,C,A,C,E,-78.63965835940085,-175.16707083863136,15.721842157773095,B,54.09879250433249,55.389228354740304,E,-62.82081913542002,C,-46.121939325958365,-118.52855113231296,1
M,A,A,C,174.73836840796824,A,B,B,A,-47.655215351448376,43.74052767447113,-250.2074724983966,C,195.29139983989828,71.83480325928785,E,-192.60059766408477,C,-76.76718325538315,-60.336764105794884,0
F,B,A,A,80.45897089606491,C,D,B,B,-66.07291027494617,-127.38015510598896,-75.29648511631783,B,213.2761459185842,-70.71925501372225,D,-205.8649614669413,E,77.36183503009894,252.39399550248808,0
Female,C,C,C,25.283645538370987,E,C,B,C,-3.2843500143962445,-75.57671827855953,118.90606920307994,B,-116.10454929267979,3.1381497082803995,A,28.55545404069717,C,76.9529501207074,-4.285055678338286,1
F,E,A,D,141.40935750148245,E,A,A,C,-30.392456344108183,124.44213777038267,58.73240068556203,A,-245.59005458323688,-190.1720637524581,C,142.36855191426997,A,11.80523874057032,-61.48980566044617,1
Female,B,B,B,-96.41405002042244,A,C,A,D,-57.2523489456103,-5.941998687667398,-116.2277250180292,D,160.18649223609788,129.68049017240642,A,17.95425135624012,C,-90.8437441931113,-10.028018352874573,1
Non-binary,D,C,D,-0.7744041108576716,B,A,B,B,27.362110334254968,-21.44061142736582,-268.32291853504,C,-99.77039463805968,60.46567466255961,B,0.3828417870205495,B,-113.01641412279136,129.615738667716,1
Non-binary,D,A,E,1.9677624379376375,C,C,C,A,-34.649484470087685,182.6456650823516,0.5384374250817743,C,72.34364030965769,14.829145365398041,E,52.5516212373513,D,-31.418229451387663,30.788071303283935,1
Male,A,C,A,-12.27205810960813,B,B,A,E,-149.63518656635753,54.59981659513395,-20.55993548378148,A,-288.8359716413274,-54.208524493620025,C,123.8594384229371,B,-116.08973750477381,100.55801726589051,0
Female,A,E,E,-66.34641275114649,D,B,A,A,-227.29862149157302,29.041709802508286,-27.581939378322918,B,5.530305326499805,77.19622095728916,D,-252.04062288819807,A,-48.94069933495731,21.61372516152791,1
Other,A,D,B,1.3149562490535192,A,B,C,A,114.06627717200988,53.86291912216852,-67.69397141140347,B,-79.34307097128135,32.22138091583297,E,-10.141711144236401,A,-148.9789044510261,-50.259965899518576,1
Non-binary,D,C,D,77.53083252382534,C,C,E,C,-100.47814873813812,28.885755533745627,97.64331519666042,D,2.800176120643273,24.006276630942423,E,-50.09782958651624,D,165.05276032829656,135.9794562851825,0
M,B,A,E,34.164717733913115,B,B,C,A,-37.91804074459661,-10.871679287468451,84.38690732154073,B,-2.591948095969431,11.648239339407798,E,-111.40715255191766,C,-37.390131822783786,-28.264452589718108,1
Female,C,E,C,-62.30661320120535,A,D,E,B,-34.044765315531514,-30.429839814387734,-92.26680817756683,C,-37.13637842182864,10.57252219395684,B,-99.05287384213705,B,-77.93667779094636,55.932222022101755,0
Other,B,A,B,10.278807918808088,D,B,C,A,128.72351053503013,-123.05725125187783,6.593320353188818,A,88.07459550947014,-59.20692417635978,E,-185.3933117437328,C,51.404065332165004,37.92830297228305,0
Male,B,C,B,-58.66879376824482,E,E,B,C,-81.21013935206518,-104.89632204217196,-94.89814825612243,B,14.336696827885481,22.33862862868433,D,-198.7012145198621,C,-219.25628306975318,131.67204341156284,0
Female,B,B,B,216.52066774004646,E,E,E,C,-20.408556467668447,38.91871781439063,-181.5819238297503,E,129.23655036381462,8.680306439216299,C,-39.55784322627369,A,-33.24418146303993,-86.84979127905893,1
Male,A,A,C,-70.47314016676947,E,B,C,C,19.2117979142679,-22.8261212715749,138.99678690202882,C,115.607811033194,41.983379513738996,A,-19.26443776054625,B,5.4187791289573655,-81.40231440697298,1
F,B,C,D,49.858065536437955,D,D,A,C,38.966954926893514,68.87600590763859,174.2550533649543,A,-37.40535514267654,-77.52561783248359,A,79.95941282612648,C,192.98520362209595,-4.580845861558689,0
Male,B,D,A,-67.9812142308414,E,E,B,B,0.1568756762607747,27.124598696174107,-85.47326486676432,D,31.217741961731704,-101.87081363026832,B,-8.189462160930571,D,43.18997685695333,37.22897271492558,0
Male,A,D,E,15.379442528674957,E,A,A,B,-107.2214039769234,-136.7650480685391,-111.9057776569498,E,19.686938054514215,-72.03493732370829,C,21.7889977778975,E,-21.671815675872743,-123.20481777632615,1
Female,C,A,A,46.82861885424451,A,D,B,C,-100.53952988851695,152.44348831947013,53.86308763666283,B,106.32411504481747,32.64954280601399,E,74.22471256161461,E,60.22156018241074,-160.49995393026464,0
M,C,B,B,203.86498439783782,A,B,C,E,32.25457249532813,208.40419962124753,140.40016804714995,B,-48.25878371879227,-37.48049865377819,B,39.082406472432076,E,-63.57576045651023,4.892658685390243,1
M,B,E,B,126.33704812655387,E,A,E,C,-43.12638692019454,115.87067957073758,83.70610355231042,D,-94.40836943459018,-49.92865230359818,D,-27.135953528639355,C,-100.50955409686341,87.00794370276417,0
F,A,C,C,-76.54551929244425,C,A,D,A,78.38812263124,97.88555747797717,-122.40595222948001,A,118.51373901004382,61.330822282820755,D,129.49978689659724,D,79.94679026888676,-60.5809711065356,1
Non-binary,D,A,E,52.84298580722444,D,E,E,E,37.255265184158226,33.85452554923341,-42.43612760513765,E,10.057800507161211,48.83159113943598,E,-32.13883976313582,C,-144.96707465250697,19.389184531824714,1
Female,A,E,A,121.78920606384752,C,A,C,B,181.99733730559777,20.607553165784893,73.48439066128488,B,168.07011447192946,37.52215597118022,E,-76.36900076512852,A,3.978140429639074,-49.234690280294586,1
Male,C,C,A,-106.07930503539933,B,C,C,A,36.48414242259343,52.67105533485547,75.40030418794255,B,139.39933675728076,68.37296725249782,D,36.880794934355634,B,81.47580495069906,166.09826958844232,1
Non-binary,B,D,C,103.85677145120526,D,D,D,A,-138.00045322242923,-43.74327968045965,80.22049559117399,B,-107.18945684722902,-39.909825163420656,B,104.40868641901193,C,33.6894031131607,136.0248340026514,0
Female,D,A,B,-176.63148362432392,B,C,B,C,-108.42990933003269,-109.86084799910158,-117.17366933661042,C,-87.31828999756144,-15.731231592188427,C,-124.71543977398633,A,48.965599873333744,-88.10385063067785,0
Other,A,A,A,49.671258040247345,D,E,B,C,-26.09433232467062,-67.98538761738573,44.34687752319104,D,126.22972734234392,58.632849434765845,E,-117.51850847172179,C,-7.326940852969304,-33.29141858929547,1
F,A,C,D,113.27123521826712,B,D,A,E,78.65212510898016,213.27926758273983,19.46442892031505,D,-64.3512322135956,116.97961903568168,A,-85.9928237912232,D,-99.41637449154925,27.409152981321526,1
Other,E,D,B,-9.48464343924222,E,D,D,B,-89.86329653779515,-122.44647175135579,159.91835151944886,A,69.91654759341395,-103.45709729996369,B,-71.2270408952619,E,54.641972175176555,68.85483459221075,0
Non-binary,B,D,A,-119.59911495381783,E,E,D,B,6.485662104019833,132.34974342322653,19.12476826848909,D,80.42476501748128,-58.36849326493992,B,123.80499659630661,E,10.407763757553324,-197.31728103371572,0
Other,A,A,B,74.74273484496663,D,A,D,D,-165.75701249723403,-199.9652410229956,97.6783397827842,E,-30.596648195412925,278.0158942269873,B,92.92839060993454,A,5.134062823861382,-75.05837258752933,1
Male,E,D,E,-50.97644238205883,D,D,D,D,104.0919014950743,-40.72709212504512,149.56654033696103,B,99.30315501191863,-73.59476048879978,D,-44.758385295302986,B,-197.25881606754754,-96.894103954484,1
M,B,D,E,92.51490491685558,A,A,B,B,25.420297970863242,96.8072751312604,64.55787096830883,C,-113.82199502094788,-129.70355511978718,E,8.305757785598846,B,-14.668019891284375,-23.42020480733224,1
Female,A,C,D,-89.13920135260365,E,A,A,C,-10.91626540943776,-130.84106328563678,-37.097715004543694,D,55.888986602291624,-77.66578778058118,A,-161.52891820226984,C,53.336500876839786,-47.313658249067245,1
Non-binary,A,A,D,-20.384089224043755,B,A,D,A,51.62730208178121,114.37461194693161,-92.58908854357493,E,-35.165683417231676,82.6873035192063,D,-60.31969061052701,A,89.06858403649713,-0.5383142875017477,1
Other,E,A,E,65.90368925583232,A,D,D,A,-211.54854301707536,-50.27674410125032,-164.2337573062121,D,132.25963690165042,-2.1489855375876865,D,-5.548011356273628,C,132.0899128099718,101.36208210116264,1
Male,D,D,A,63.46577390800557,E,D,B,C,-114.66831842377523,-20.42994553006249,17.497815602498758,E,-41.32431956113077,15.423363197158455,C,87.42689427727039,C,-122.42763158865458,-121.56568152995568,0
M,A,A,C,29.40859859131107,C,B,C,C,57.354643060208296,112.96395353409065,-208.5028056048821,E,-0.3399655191155982,-6.39640632306753,E,-32.98449168632319,B,-7.051002895210265,5.964676819769118,1
F,B,D,E,131.49651080865056,B,C,B,E,28.018122873925776,167.16871078385483,-13.464496028459807,B,69.8899798454991,-139.3974087033253,D,87.63706037833408,A,-112.12275103730434,-2.1457003958095666,0
Male,D,B,E,129.64654274970297,A,B,D,A,94.26329019735118,195.01790823559762,90.26029064042183,B,-28.280809572049048,-14.399590025676154,A,20.12030751578405,D,-39.03646662206742,-83.97741063959806,1
Female,B,B,A,-18.79683233038016,D,A,E,B,-109.2384767746687,150.2994623617348,-42.26268356458001,B,104.31860191782707,151.5013730339992,C,59.28528961383949,E,32.739296165671774,95.22033628412746,1
Female,B,D,C,-45.58312257191313,B,C,A,D,-60.85116962012523,-223.25536298437294,95.68473880030791,C,23.194749439832414,-25.24323736795643,E,69.3365563471537,E,-186.73923629766466,-70.47388317849503,0
Female,D,B,C,-7.235948519259332,C,A,B,A,17.405792730254994,45.76027684253697,12.146856675587655,C,15.913665931688856,98.39908447178632,E,92.27801808218634,B,-8.400971883311046,-167.57566022705154,1
Male,A,D,A,-21.19401578323365,A,D,E,D,180.54819761766308,-64.19219299525425,-28.51066313078142,C,84.96659911110733,53.86860755779258,A,-120.2081301163673,C,72.11163334705822,166.3331975074752,0
Female,A,D,B,-161.33731575773373,D,E,A,E,-17.11948364885911,-99.83554887017357,179.5940583019868,A,-59.80788091251944,134.57912399467432,D,80.19386429613769,E,101.03684978428322,115.7592257985647,1
Non-binary,A,D,C,115.83648461523882,A,A,D,A,-4.16767581471273,-51.850053491834714,100.53534061493681,A,145.21222441549273,-332.04220471040304,A,256.44080930612836,E,147.28996720714466,-46.60638730635548,0
Female,A,A,D,-68.22301496667976,D,E,A,C,170.06384304850798,164.1691759070688,-86.52654330946206,C,38.58126018699964,-195.05304058151535,D,-119.74183770334659,C,-96.8028014925325,-69.33707136070723,0
Male,D,E,C,89.02635989262146,C,C,A,D,-13.375821170760634,-152.0283262043902,159.87828282700863,C,-40.173125808917675,156.6712097602605,D,-48.8576922770535,C,-50.49286536187175,-91.79244631637462,0
Male,C,E,B,0.02799929292503908,D,C,E,E,-29.0114559826811,-43.96066971092701,-158.14230667395884,D,133.96343819966216,-37.80500098308188,C,-124.47378415092383,E,-59.94455971063355,-19.836480321656172,0
Female,A,B,D,37.3624128511695,E,D,E,E,-167.79572687721569,-169.63461612496363,64.51123422493586,E,45.561557495905774,8.987394698197514,D,-119.8214101394139,A,-31.80554749275297,-34.49633175998963,0
Other,A,B,E,-6.52106032741636,A,B,B,B,-135.0117587941083,20.40864401046854,99.90262543165508,B,62.65244446381716,-33.33861269264032,C,-0.2385863934369844,D,-48.15178697617248,18.041871842957967,0
Male,C,C,A,-126.78879228689183,A,D,E,D,56.81268593434701,-83.13617440932404,-120.92045327318617,C,-29.189595716621675,109.56787348425621,C,-69.50163634471669,B,-180.88158588418491,109.37902728981518,0
Non-binary,C,B,E,99.32677729192639,E,A,C,C,73.50892051857832,-70.0430860462832,9.029242045421336,C,70.37822999002418,-98.79837603204003,C,29.3520006505137,E,6.04128967726226,-40.00242102641927,1
F,A,C,C,109.5940399841588,E,C,D,A,-82.82010125564771,-2.540659704386221,90.69154552853091,D,58.989039750894975,114.62118284182749,E,-40.56804711402689,A,139.80750434212965,-51.9854148148465,0
F,A,D,D,-151.123171870395,B,A,A,E,108.44898984337338,57.12508213745578,-45.19764657781658,D,58.97365865632451,37.362281538507794,B,47.14462470214148,A,43.57739087333513,-94.37209669727189,1
Male,A,A,D,141.3820917463494,B,A,E,C,-51.87603257898925,16.905415970236053,-6.853687179189971,A,-105.77089989730975,-62.846862428078346,B,107.91527635272014,C,80.43670091993755,83.75570537996383,0
M,C,A,E,15.97947480611841,E,E,A,A,17.10855697301918,-47.91901196838837,18.961244610200414,C,60.055933200500746,107.13562239151311,E,44.51291818378759,A,52.46716976724558,12.300638282616438,1
F,C,C,C,55.85897661180246,B,C,E,E,-66.0523022519128,45.61694800928523,109.65987511810071,B,148.88864145040284,115.201742392454,C,-7.463348689186462,A,206.2112847352662,-56.3894638436074,0
M,A,B,C,-13.285362642896741,E,B,E,A,183.97427931353906,-57.144801196740545,-100.45478370480598,C,-171.2791397451442,-110.35704241698608,D,16.74906186629138,E,-40.62255522925465,-41.68031352457517,0
Other,E,A,B,-98.43001433159475,A,D,A,E,179.65446183173293,15.39578124385928,125.06105117709119,A,21.187462562713232,70.60632533764542,A,-145.0751137137484,D,-179.831899295196,-55.50651770119725,0
Male,A,C,D,-13.170295127388327,D,C,A,E,117.49111706839064,48.07295079856907,-8.484237005045275,B,-212.7223442925134,26.26716022701145,E,-54.523315555362885,D,-23.205135579224326,-78.99457832788568,0
Female,D,D,C,136.98694359175317,B,C,E,C,-161.1480047631869,-98.95485437661236,20.295221709161606,E,-40.61618003770796,91.70541344395431,E,-43.028337974167776,D,130.60430695147008,130.07824422575888,0
M,D,D,B,-15.680479062037604,B,C,D,E,32.07711262492166,111.97834442663574,176.4897407429444,E,44.70981798309924,158.74990887133808,C,-27.28075194868768,A,16.694189354203083,110.44255097471532,0
Other,A,E,E,43.02066161799259,C,A,D,A,-55.64425978028561,25.598426217285674,20.01959060074105,A,-5.105419509468033,95.39719415004143,B,-68.78066532955908,E,20.00537967959356,12.288833549779374,0
Other,B,D,C,189.73541594217755,A,E,D,C,16.819873198974356,-83.17377953416116,-103.45395355194988,D,50.94988879411524,-26.614186790619975,A,78.93213046921417,A,82.24276376163634,162.11964674446045,1
Non-binary,A,B,D,16.439867534457058,A,E,A,C,24.359597005516314,-155.67240801461344,132.09324231829888,B,199.4153059302193,15.341150795363609,D,-82.11663111816063,D,37.982381573719614,-50.67664138272278,0
M,E,E,D,-58.19376700538824,C,D,C,E,45.09008878920774,-151.89764870172414,-65.78337870038867,C,117.4013929939832,-100.78280440157863,D,16.32732628348469,D,62.2929573912009,29.318167145321937,0
Female,D,D,B,104.29764726236333,C,C,A,C,55.37646771042793,-135.65065479076122,32.6721001051568,E,-68.42475276620094,155.3654749716728,E,97.5662616861828,B,88.737339011001,-50.762247312200714,1
F,E,C,C,-88.69442991206012,E,A,B,B,-166.275991304654,106.39841176724079,-83.14003699333068,A,-130.9323853971415,155.84951455287433,E,57.515913516479266,D,35.69997116892843,208.99942881791736,0
Female,A,D,A,-212.13109287335126,A,B,E,C,49.58732529205243,1.0755304414996714,94.12125832716805,A,117.20342862588706,-57.57210984910564,C,42.672112455348596,A,-44.74789450040614,24.56925416311746,1
Other,E,B,B,27.931285321811185,A,C,A,C,8.613723276734854,-45.48784739934589,-83.37859576537613,D,-110.03371256785599,-89.49634662854203,C,144.45458840914918,A,34.2826750979403,-0.30052220256496015,0
M,C,D,C,-42.1940124249323,D,E,B,D,71.5170713566371,83.70869021160253,86.6914437273576,C,63.52998479557882,164.26732582391588,C,44.41720924187678,C,173.36723987089766,59.85826956484461,1
Female,B,B,B,-9.404631945960027,E,D,E,D,-32.27762949290637,-104.1076195486271,118.08504245771854,B,-79.85120090834805,16.433348996816836,C,-192.46381070550328,C,11.936540367392958,75.9692125857353,1
Female,A,B,A,-77.73050512662574,A,C,E,C,-92.30253595082554,8.250191274787305,28.20434145151509,D,56.82489321643512,-34.582818270137054,B,-74.44086893681884,E,-8.302267712477986,111.10575076419681,1
M,A,C,C,-143.64358929638524,A,E,D,E,75.62516206202031,-165.56783689563616,37.02307245552362,E,36.52503870450354,-23.359110070530924,A,-79.62194080181682,E,-124.98740273061526,-22.774006032882436,0
Other,A,E,D,23.645576672617814,A,C,B,A,22.261803543459617,174.6538726949829,-28.835058937138864,A,-45.08770337594313,85.7023171388909,A,-70.90511303504789,D,-61.970415454447924,108.25111307898958,1
Non-binary,A,D,D,124.57389931497096,C,A,C,E,-67.9873853622783,1.4437335732445096,106.54281291376732,E,57.51003725060798,72.16547092931742,B,-58.46888425120266,A,125.31885857176681,64.70153973350267,1
M,C,E,B,-42.483474505737526,D,D,C,A,-24.966347749939835,-38.21827741446392,48.341213166722945,C,-33.04615434421269,67.04869103167472,D,-53.030296865624535,E,-70.23576096553184,-20.322211780806782,1
Other,D,D,A,-17.182368260930865,E,D,D,E,-9.532758524448536,-22.91106519768724,-0.7829641253096579,E,-7.248584644139858,-41.36782671325277,E,160.44041909191887,C,-93.76559754346901,-52.59728500865171,1
Other,D,C,B,-60.35342491324938,C,D,A,C,-180.2194861718139,-32.88187833248314,-89.96370350646079,A,-4.652742357086175,-133.1827838690387,A,145.94658460528348,A,82.43826670166288,-72.11396272965715,1
Other,B,A,D,14.605631324680449,A,B,C,C,-1.6900331617865583,-1.273990563883208,-79.88022350008636,E,58.75158592291987,7.584316823438209,B,-76.35553627701064,C,19.843255827501892,-113.43922059693466,0
F,A,B,D,-79.71651579011623,B,C,C,E,25.935207482941752,-101.60449957356231,-4.114262487527041,A,152.21134669211594,48.56012836064405,E,9.049790154991232,B,-135.7074444534172,-35.94867878958613,1
Other,E,A,D,220.61027523928743,E,E,A,A,56.00726845869994,-32.045070424725836,-42.89959933661909,B,77.51921120325993,45.54776896819264,E,35.245774506931994,B,15.966349304194749,-52.625464679034096,1
F,C,D,C,-32.89956193565266,E,E,D,D,180.2868141873104,18.38920248208061,46.34836664102713,C,5.063132523862378,140.13585018451596,B,210.78096068110708,B,222.8905156475763,-175.67476611473637,0
Female,A,D,D,146.38738379252635,D,E,D,A,-49.18632322391122,-29.146115589560452,7.297531063329697,A,29.16140523495348,-134.32378575202412,D,1.6943887818954309,A,80.18567049046233,58.67335353327107,0
Other,C,B,A,195.60496257652053,A,D,C,B,-94.07678068000293,25.519690755282205,-149.877399826211,E,194.6742053052263,102.07055026386864,E,-73.86266707222727,C,-16.740295380595484,-41.00403550614125,1
F,D,B,A,-44.46930683383081,B,D,E,E,116.61303221413894,-67.40555709696062,-24.563884223913156,C,10.237850013611618,81.83299791116094,C,117.74243391601466,E,62.905448070135876,-1.8278501573821948,0
M,E,B,B,223.0831794164635,A,D,B,A,-63.06113092124049,17.397574232185413,-96.36292961869556,D,-226.55454085026116,-190.65326879808282,E,-69.91949185994527,B,-49.09650377478852,99.22482891663499,1
Non-binary,D,D,B,63.83676485162761,D,B,E,B,-199.3353066776545,115.88459272055273,-40.68606252818209,C,58.42685569052723,-32.81610290283851,C,-57.05508118059355,D,-149.18732086419533,-40.72722869039972,0
M,D,E,A,94.7213180960003,C,C,C,D,-1.5410177218097614,-100.11406474741437,-143.02408841891133,E,-32.689765948326624,54.55422198201807,C,-12.523026287836265,A,-18.54146012035282,-49.3485073519557,1
M,D,B,D,44.72496397006245,B,B,C,B,-31.472468565480145,-2.369061556808561,21.352755620132818,C,35.90427710101815,-32.50940733154722,E,-60.450979857818645,C,-146.85579761234268,21.654182614417188,0
Non-binary,A,D,D,-94.27872110602311,B,E,C,A,58.21323532786808,-184.55949591964526,106.84877630373609,C,-120.2157458070941,3.272355518579375,A,85.57177545022901,E,-82.769022446085,-36.45175209266451,1
Non-binary,B,C,E,83.19133412910041,C,E,C,E,149.81172204303897,140.1540855328182,-189.27762682235715,D,-13.837245223941263,-102.21928456528879,D,-89.37541513696384,A,-96.07141391254721,0.7154093146341028,0
Non-binary,B,C,C,56.444854879275155,B,E,A,E,121.86335749962667,-61.9748692011189,100.64151784926385,D,-57.63544982116054,-167.7871164963164,E,45.3625406699808,B,-10.197151113931497,-143.7052180111997,0
Other,D,A,C,-151.40018344226863,E,E,B,B,-112.48987416294393,97.91880196181928,-7.854135124840495,A,-98.59062259300421,131.95271321827943,C,-107.51692563892247,B,122.02603182639255,-17.41902863601208,0
F,C,E,A,73.98259214806431,A,B,B,A,-51.58244078095811,132.1894308382768,-39.89165900101831,E,36.81451277453211,-206.81415099185378,B,40.77098907200821,D,-5.393028980811147,-28.13801873831922,0
M,A,C,B,-3.062124630483909,A,D,B,B,53.453101728127294,-55.569476011311735,109.55526305874288,D,141.43476117768074,102.31418047073335,C,125.12331723337842,A,64.22732924597211,40.4244487567211,0
Non-binary,D,E,B,-10.380778563862808,A,E,E,B,-26.21441689132566,-31.10901680440083,-86.55602517828622,B,-89.8445717013084,137.49304640955688,E,15.401501949109411,C,47.2953729852219,157.1909216767179,0
F,A,C,C,68.63135227236734,A,B,D,B,-47.34714082115227,8.73367267556106,-39.88920675418095,C,101.43639053295934,-12.852076181510274,B,265.80624870468324,A,28.894720182699547,-86.53369789125495,0
M,D,C,A,73.9314134836517,C,B,E,E,36.81276279397577,19.572084723354767,20.870199165597526,C,-225.7947895957206,49.36491423231422,C,-49.26417541767883,D,28.700604724237465,-105.8295864145814,0
F,B,B,A,31.1014687814827,A,D,D,E,-31.890996422161432,116.01579877299035,-86.72445434031904,B,130.8142301726039,59.437484902951965,E,-15.912678598049638,A,117.70995561071163,-14.714849214569824,1
Female,D,C,C,-9.012574381069056,D,C,E,B,131.13180071220128,-19.5885215991992,-37.50420050219722,E,-85.30815927634197,-2.0058862679302547,C,-23.667329814298007,D,-4.591055396312594,-87.03417794819526,0
M,E,D,E,121.81678899986872,D,C,B,C,-132.4598428312923,155.6949981874398,-71.34734871718807,B,83.26299604592546,64.4460114476013,A,-59.56575189541141,E,22.345130132767302,96.19156980035432,0
Female,C,D,D,-120.52730712893738,C,C,E,E,-94.5840708456274,99.71955095829578,182.73685201709486,C,-43.23768234988442,98.82183938948982,C,31.733773622095175,B,18.722426167573005,-30.471256448913024,1
M,A,C,E,101.9052598846334,D,E,B,C,-148.3772871972676,-207.25280794350343,13.641064295802963,D,-10.368550474522813,34.34876459147843,E,-92.11744209508109,A,-29.682300476613715,-159.6127716156056,1
Male,A,E,E,-26.814046253040097,A,B,B,B,-10.568955003619807,172.1045763980187,59.7370956250123,B,-100.58190395848705,-116.53808308306344,C,105.5792567738307,C,50.55946561969169,24.63469297297606,1
Non-binary,A,A,B,-64.40664610663896,D,E,A,C,-136.89394437386224,55.95333498474739,97.73900240744115,E,-95.62412357464282,4.780499258861306,C,-122.70467693610544,B,5.010843287201135,100.20156466640726,1
Non-binary,A,D,B,-1.966596488599439,B,E,D,B,-57.12802139881434,92.78278704447936,-25.44850924999919,E,-158.82506610366104,-30.44540917060992,B,181.5992756272481,D,-176.48570922620027,-108.09923627796722,0
Non-binary,D,C,A,88.91065110167074,A,D,B,E,15.224093312791275,-50.00850370121979,86.5338772811996,A,212.93552628151832,132.03930134432903,D,-64.50865377492568,C,-113.96762889073362,81.18960234976907,0
M,B,E,D,-130.72754058573614,C,D,D,B,-79.70418289819725,77.00143669750878,-47.40162232340207,C,19.65602757473063,-75.66987049255637,A,-9.575922801552348,B,-11.09469039465057,2.9003922385748075,0
Female,D,D,A,6.77679337794161,D,B,C,C,84.03827569983106,290.59943556155116,-102.9411607432839,B,-44.34226629817608,-73.22962741375036,A,25.090483269683574,E,-84.05026801228851,-26.05175457365308,0
Female,B,E,C,60.788448857695876,C,C,B,E,-47.28348467376726,74.92814571587013,40.34405426860199,E,-20.400196862829777,128.28721455417323,A,-62.77945507854851,A,-49.42713738521102,-92.4291659430233,0
Other,B,A,E,279.79349395501316,A,A,C,B,109.05057901653412,49.554905100304445,59.968482144853596,B,129.41496581630517,98.32540152457764,C,57.68574953481763,B,-44.16874848628717,-52.48937095110484,1
Male,C,A,B,-37.60568902984717,B,A,D,E,26.45873549645407,100.66295361408794,113.72722920375837,C,-24.188971022317237,55.40349589941549,A,-9.806110015833754,E,166.488699641306,15.807441728008174,0
Other,A,E,B,-196.2798641474431,E,B,E,E,-54.14960796636008,-95.2894668367744,-87.74636274824731,D,-62.82796205894298,-34.42253941615465,A,36.721646540573126,B,74.84992558195577,-69.63294434240557,1
Other,D,E,E,108.29950252678744,A,A,D,B,-110.2621639184721,15.122849229763183,67.90288665316085,A,18.27509261761818,28.304563821914858,A,73.13438994847712,A,-159.05869061560048,-51.12274160089466,1
M,C,D,E,-46.277059726725135,D,C,E,D,-39.29408494184871,64.654341351146,-23.253243712933518,A,5.408626867099047,-72.19033484136264,B,58.96270132880429,B,106.67748265549741,98.94408307084933,0
Non-binary,A,A,E,72.46756988377308,B,D,C,B,60.3883503144019,-211.43076126664266,70.56026156382347,E,98.02275693652017,17.538569578919088,C,-84.25694466921288,C,-36.94263555589914,-31.28386904412303,0
Other,E,C,A,-192.0652571952231,D,A,B,D,25.137765247751258,-99.69843358018345,-158.07253281290616,E,-129.15270410117236,-117.90860993238309,C,40.935468596542734,C,27.12028324289506,-53.10484001469041,1
Male,A,A,A,68.28726922955471,E,C,D,B,66.46074713465612,54.83968037478378,72.430809785239,D,71.23975003400204,108.12491417912238,A,-81.81945921353172,E,-66.53086052710287,-168.8460771081197,1
F,B,E,B,-48.27518503306142,E,B,C,A,-132.6455658969393,-6.6791508463040525,86.64852325936212,B,-26.853487023697948,53.465123260844486,B,-8.027285954101096,C,78.15884676066743,-199.91495153036544,1
Other,C,E,B,23.46885840647148,D,E,E,D,-37.37066040689839,202.0706499608853,70.63914658978842,E,109.53620799135895,-173.00271505413133,B,16.23697806919343,D,120.70580223241932,99.13159315222984,1
Other,E,C,D,60.59415970919577,E,D,D,C,32.73156626447219,-78.79434290783178,-45.297067893777125,B,-12.590575356504328,23.314484274383478,C,42.243381681214956,D,119.688213656776,62.79638685299118,1
Non-binary,A,D,C,78.2370865812418,B,E,A,B,-68.86597838236209,37.08068196134071,-39.72672024353556,D,-53.186095865536565,-104.47252180837947,A,19.314559116730805,C,14.440537046184264,-53.41228782474676,0
Male,A,B,D,71.04282904566242,A,B,E,A,-201.879940168531,-70.69219461213777,-269.69434941989323,A,9.137351182933315,-43.51271705263298,A,-28.864894964694727,C,-197.49332870570012,11.209954406492924,1
Other,E,C,E,-15.411221529460429,E,D,B,D,-181.10945569215363,-25.46920058451866,164.3654324703477,B,-24.960041063699034,94.19229969707537,C,153.09384409390003,C,-19.698762714397425,74.61254860431367,1
