nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
India,-34.401620008419385,-117.75795958625265,C,C,-116.01671628910586,4.814653902480501,B,-107.22981006090524,C,A,E,0
Other,-43.077180034404286,195.15858413754302,D,E,-86.72037766499234,-63.921568654749564,B,22.470492922764677,C,B,A,0
Germany,82.2926880739308,-8.25305613708224,E,B,253.37543338458482,-85.027335664559,B,-70.22583728615672,D,A,C,0
Other,107.76015684543768,-88.0915952165603,A,D,77.87976866325326,67.8457959847215,D,-139.60980255205698,B,D,C,1
Brazil,-46.94555701750753,-109.63628717591882,D,D,37.41722690742896,232.4371841730815,C,156.76972332205239,B,A,B,1
China,42.682870932236625,84.99005099807096,C,C,-114.53295157821968,32.98570803359491,C,-106.72412000916627,C,D,D,1
Mexico,-61.92320719262162,87.70867222547682,C,E,33.89285905091177,13.133466734343221,C,-28.999746603454966,E,C,B,0
India,-93.51796950493106,112.53801793942915,D,A,-50.135169114624425,-16.75700656138528,B,192.3991366301969,D,A,C,1
Other,95.18899322760743,-10.534751403338177,A,E,-113.9843763307094,56.60411363045993,A,-6.661037465880781,C,B,B,0
Mexico,22.211487197423416,-55.723773134268406,C,B,132.9762345843643,37.310722713793595,A,181.80528963328896,C,A,C,0
China,99.31507027612096,15.15147548794811,E,E,-22.601606763106055,-14.309414208936143,A,69.78024727338035,E,B,B,1
UK,111.21919083953982,-7.726715921300661,A,D,-138.26550430830324,-113.54282164255352,B,-83.52220887891892,D,D,E,1
China,54.10144920127178,17.141062069045063,C,E,-102.89871896056735,68.7320878765845,A,-118.04383134346854,A,E,A,1
Other,-175.8124431738854,32.04105350285993,A,A,-27.49730109045119,38.61793061592788,E,162.93052784918328,A,D,B,1
India,59.93068137970396,81.19246297946455,D,D,15.657210570900324,133.07220324638354,A,43.559601065992375,C,E,B,0
India,56.73021837931436,-11.828931751477318,C,B,9.650237539129538,-81.16928371546261,E,52.49067509313735,B,C,C,0
Brazil,-64.05633805399708,-129.64066551998934,A,C,65.96670159717549,70.87153653292579,B,4.450563222170308,B,D,C,0
India,79.4654411525644,-120.49810772422578,E,D,-10.81099667635034,-2.6921540328954987,D,65.31504061253753,B,D,B,0
Other,-30.47813384477221,-140.75044927356512,B,A,256.3178063819177,-3.090178185820941,C,-182.14230319956633,A,C,C,0
India,34.02290382028431,-65.76969695289233,D,B,137.2553663731956,-43.60472856160907,D,-68.63729363361134,E,B,D,1
China,-10.433540791015371,-24.054594313637157,A,A,-54.15767571433504,154.22930865469243,B,-38.96692657487089,B,E,B,0
India,28.606558295627398,-90.42624409367545,B,B,15.89130096912928,-109.03594200774447,E,-145.41945450921688,C,D,C,0
UK,7.842599486026644,-15.815063917947478,C,B,-169.00629160500512,-115.35712147240453,B,215.3654406348033,A,A,D,1
Other,-46.02456393433523,164.7224421441851,B,C,18.025305762358176,-25.01747291758514,B,-27.00132228919465,E,E,E,1
Other,-203.38340189695484,-114.33086138321806,E,C,78.61285546228963,-0.2768372917984587,D,25.629963764389796,B,D,C,0
Other,-73.30673862364827,-150.65603897197875,A,E,44.21865406677432,-3.079325318725164,E,183.63519220122572,A,C,D,1
Mexico,-98.8288361503644,3.3071336799844238,A,A,-98.29119068858947,92.14357074231819,E,34.98647372775196,D,C,C,1
China,206.70711239790887,106.56984158019864,E,E,170.11603170859723,104.21503024634566,E,-151.31256484818763,C,A,A,0
Brazil,-107.34926842731849,-43.999020762405486,D,B,-168.31757327504468,-161.3485286851136,A,29.316673128499577,D,E,A,1
US,107.1780636778772,-2.1006238152742696,B,B,41.15475648112914,-43.54143165121323,C,94.40139890907194,E,C,A,0
India,11.079412467854207,59.208892326651075,D,A,105.63413516190995,53.949452160535095,D,65.57547909685042,E,C,C,0
Germany,-107.70211550401743,36.45921966776053,B,C,-129.86771327270068,-7.150540372866996,B,-22.683438919835375,A,E,D,0
US,43.38828408800175,72.68327442043147,E,E,-116.36394890039712,58.25121482200822,E,193.69013948841467,B,A,B,1
Germany,-21.68093766366316,58.878387548077725,A,A,-28.699470186754255,-73.74530488692301,C,123.3358046454824,E,A,D,0
China,-6.603713926765203,100.65312700124831,A,C,-47.61878319545576,-195.49592098167707,E,-9.077061602244012,D,A,D,0
China,-138.0951825158141,166.17415590932032,D,D,-72.38871079109728,126.79628034404067,E,167.25917368042437,A,E,E,0
Germany,1.961468523387309,-123.33448014168049,D,A,218.10667187915888,39.102972565900195,A,-15.265947760498616,B,B,C,0
Brazil,-121.30201729790177,-103.62285087406045,C,E,-17.914145784550126,107.13464905648323,A,-78.5829432686503,D,B,B,1
Germany,-143.1332216595823,114.64213427532644,B,C,17.79616553180515,-89.94048419204496,E,15.352896971015163,D,C,A,1
China,-66.8067693917095,-18.741658904593127,B,D,79.86796449806783,-64.19141449921118,B,-17.428067011796877,D,C,D,1
Brazil,-92.74099165440049,174.4182968425664,B,A,107.8731556409708,-66.41770145474113,D,109.6762332413378,C,E,E,0
Other,-69.24126448860996,-69.35401637572673,C,C,80.74380963944373,114.68478143554674,D,-2.1394428904881875,E,D,B,0
Other,105.48351691258149,146.7664431768362,C,A,-102.8622858956845,10.46649820529073,E,-161.03297982497244,C,B,B,1
UK,-31.547244471489073,-81.89966372727343,B,A,-49.191124054957456,-29.013573645959067,C,-70.46793576007782,B,D,D,0
US,11.054717545373983,8.91898754859843,C,D,51.499225648117594,5.865589107067628,A,79.18310684196203,A,D,D,0
Mexico,-34.0548670909253,62.91200411085154,D,B,-164.498597395883,-63.109863631790894,A,-93.61879941508096,B,C,E,1
India,-43.44328255340067,49.54683408175964,B,A,66.356399173678,280.28427095646407,A,-137.33029588054296,B,B,A,0
UK,-2.510265230731738,67.13311345220386,B,E,-24.873860165529578,-69.7037899862826,E,54.96920534307455,C,A,A,1
Brazil,243.94257030913735,64.47728092076699,A,A,22.929821467875275,-67.75739870042521,A,55.66538901954892,C,B,C,1
Other,26.587944592825846,44.11787437509582,E,D,-10.147131052473348,13.754488640803295,C,-179.63701661784336,A,D,A,1
India,102.75384981948325,48.722121389588494,C,E,20.101325387786638,74.4885877797579,D,-75.32675185131231,C,E,E,1
UK,142.07614514958365,-20.22786418468929,E,C,-22.472795063757157,-50.601040426947876,C,-209.54164912365277,D,E,B,1
India,-51.22002477162775,-1.9589661731047672,B,B,-101.44253095581051,-93.41014336341162,A,-11.160887084869215,A,A,B,1
Other,-110.8732612886839,112.15364478504281,C,D,43.11053921194895,62.46933327116045,C,122.52967558825532,B,D,D,1
Other,-33.78121368591411,4.904301574126204,B,B,21.639127328614894,-14.959707934898612,A,129.2582680945716,C,E,D,1
Mexico,-191.9456242083268,-231.28471358001644,B,C,-19.897799751019967,-48.18122909500528,A,22.67083693122602,C,E,B,1
China,-52.466888399980306,-128.11365131438035,A,B,38.49746380282065,-46.443092191278204,C,59.870701871607025,D,A,A,0
Other,107.77017098463051,-13.223608939945631,B,B,61.2845723107388,54.05612304735713,A,46.94962590887092,B,D,C,0
US,109.85656692860724,12.185885919418919,A,B,-69.19416262835745,-14.012631336525672,E,60.180184865353326,D,A,D,0
Other,-9.598846621725404,-34.06202347313755,B,A,114.31956830894406,84.18019016092113,A,16.774806106254044,A,B,D,0
Other,-76.26003122876655,211.7466626832741,C,B,-32.10231318747929,53.46786392290645,B,133.01858685060697,A,E,D,0
Germany,-5.4026899377061,30.13308621863416,B,C,29.237164706698533,12.179194053856143,B,-31.39896026832837,C,B,B,0
Germany,-20.651849451192255,-40.289447884093256,A,B,-143.39562883724716,-26.939681215351424,E,133.94162426986387,A,D,E,1
Other,-66.50488663425583,-10.567582254455168,B,C,-105.20529499747471,-82.56507372270694,B,44.44140514730626,C,E,B,1
Germany,-79.92670006172538,-78.58989713159914,A,C,3.981882040264283,-55.7876542616741,E,48.79988451493923,D,E,E,1
UK,28.980814602527378,21.790911727769338,C,E,-58.46876870680231,141.14504612259898,B,-14.505548114197698,E,E,A,1
UK,-71.77822559739279,115.97339948332383,D,E,45.94738167907126,164.35423267321406,A,-6.790703721729067,D,A,E,0
US,-62.756208974934715,78.05407709511437,D,E,104.61396098277092,-98.85899570352171,C,-49.527021319258296,D,C,B,0
Brazil,23.231516320925692,105.27301913337008,C,D,-209.12890776301037,-4.798450133350551,B,-22.98210739542371,B,E,E,1
US,-42.72095130988116,-10.033182204365376,C,C,136.37294192605154,19.269422784520966,B,-62.767236993747645,A,C,A,0
China,159.16865940139706,-142.33691084459116,D,C,-23.92800355656873,156.078397986838,B,-87.388490162044,A,C,A,0
Mexico,35.951675372755325,-137.34581511314656,C,A,-37.1534504844263,-181.17319690860324,A,50.38685933997007,E,B,A,0
India,55.002656065432944,-143.20126008145982,D,C,-62.27688693294039,0.12063599515118598,B,-76.42608428926994,B,D,C,0
Germany,18.97092587866041,-12.696434819843514,C,A,-285.1107819867583,114.68368622383322,C,-121.9415929379567,D,B,B,0
Mexico,-117.52377332968685,-22.257357895081228,A,C,-165.76944498849463,-107.36145474089393,E,64.70300198964884,B,D,D,1
Brazil,76.59302563072708,-115.32832242360338,E,D,-103.60366818630955,51.32777625830547,C,67.08552344200753,C,B,A,1
China,-41.502561291911384,37.32825955320984,A,C,28.28389460146402,-26.23774524216444,A,-68.91965157363117,D,A,B,0
UK,-138.7945668497524,64.80507772662999,D,C,-16.917204769572063,-53.176856208504105,A,-182.1041014205048,D,A,E,0
China,-67.00542193806017,-185.41452272196938,D,E,-6.669037330807412,91.81069318975355,B,-103.42588066201633,E,E,B,0
India,44.260549465971735,-70.11557602887946,E,C,76.50522465310036,33.9394678900918,A,-5.406147001775946,B,C,B,1
US,-165.71850126412946,47.50324335400705,B,D,47.7153665628081,-82.74303807885659,A,-101.29315581385143,C,E,E,0
UK,92.04385454730254,142.5643791713256,B,D,-215.79352338788902,-162.48119430555272,D,4.477434949325938,A,C,C,0
Brazil,-16.33646138452517,207.22668123704602,C,A,34.414947387317135,61.59147246532596,B,117.10968439987364,B,E,E,0
UK,-30.67037038790706,255.33989008161518,E,C,-104.32312558950633,110.5998722592896,D,100.22020313360711,E,A,A,1
UK,-0.6154913904592121,-89.44117167190622,B,C,185.5484059845573,-150.79778472188784,E,158.9820585639993,A,C,C,1
Brazil,-106.46807863953005,-8.426863936607438,B,D,-97.84697821654426,-14.885778633660623,B,90.7886774870417,D,A,E,1
Brazil,174.79798026945065,-105.2343116351951,E,C,-109.60438980605684,-93.2897359336882,D,-119.3076043300261,A,D,B,1
Germany,-9.185511262564624,6.354869433368582,D,E,-162.9318623589547,-140.1753280883491,D,-11.97362878927654,A,E,A,1
UK,-18.92648187274031,-151.5444763374706,D,C,-82.78514712034196,44.65584400659643,C,56.06057077369441,D,A,E,1
China,9.344042399507362,153.47477141934428,A,E,-1.0260310629921399,95.03708226150958,A,30.163682626254822,D,A,E,1
Mexico,23.447121205902224,31.711284806037547,E,B,-37.54731646017065,-37.9539772509664,D,-19.207449919342984,D,C,B,1
Brazil,96.80383982573467,35.72181904345164,A,C,-53.841751080341616,19.435825646176742,C,-24.489930857071403,D,A,E,0
Mexico,-122.0573849933056,16.621336818871313,B,D,1.7876906847322054,-92.50313799616107,B,34.2367140300827,E,C,C,0
UK,20.929332819348126,-218.57485825147833,E,B,-126.05522952593287,-25.40600552543686,C,0.3693809121551367,A,E,A,1
US,-0.7268191396986794,40.59593585129213,C,C,-44.11958886641349,40.12827522867271,C,95.92868459565095,B,A,C,0
China,-161.81419972020925,59.821039320711286,D,C,-57.22253545138436,-40.026966834051414,A,50.91806859633372,B,D,A,1
Germany,44.81854092025282,71.08323502570722,B,B,-11.132897978971696,48.388306715774476,C,-115.89150396719089,C,B,A,1
India,-32.04776465957105,-6.211691739441476,C,B,-46.06547663326251,107.43115910982564,D,150.17059755422096,D,C,C,0
China,-70.7649987485653,91.8097099252723,A,C,152.9793326990883,-250.15666217915546,D,-33.3929061258223,B,E,A,0
China,132.9389821622208,56.65887004416829,A,B,154.8691854364857,32.71543956343365,A,40.72254588786656,B,B,B,0
US,-87.33618164569252,-34.72125189403326,A,A,28.534935174285003,-175.86031904876447,E,282.8347764173869,C,B,E,1
Brazil,173.9846389537762,31.26934200490865,C,E,-53.0753056279113,9.518542397735914,C,-24.070925907835168,C,D,D,0
Other,-46.744073210718724,96.98260498987779,D,C,202.03635222251654,-256.5967358069639,A,-81.73015071424761,E,A,C,1
Other,106.55499228542942,186.63048172454012,D,E,27.515472259634265,102.60800252080915,D,59.05337385264408,C,D,C,0
UK,-241.63950037674942,58.56649501211202,B,A,-59.80034037031429,-167.16964368537077,C,54.425899245321716,C,E,E,1
China,114.8792018274064,75.98097697561758,C,B,54.41991137381235,-34.83371023700359,B,139.0627739920838,B,C,B,0
India,57.46014418039987,-34.54158656969505,E,A,-43.18832028955344,-45.007532604904846,E,-8.173752819723061,C,A,D,0
China,-14.779818663461999,74.97353301100634,C,A,151.72131867885346,73.48444839888995,C,40.750722504891016,D,C,B,1
Brazil,49.83501711001177,-111.71493951950421,B,B,19.896689892048787,-135.31173142600193,A,-85.18244459161424,B,D,C,0
India,-18.486967217108237,107.79307923105186,B,B,102.0211531788377,36.88934850993163,D,-13.564719168460476,D,A,B,0
Other,-99.89650897361,4.5163366269183705,A,E,-113.01712648118973,-26.283410661229972,E,12.748797510896068,B,E,D,0
Mexico,172.2124459692979,-127.07022463431971,B,C,-40.41889849887711,-35.91686523694671,E,8.079965233617171,B,E,E,1
Other,151.108121878506,-34.12599995255524,C,C,-62.219611429281166,0.6049897361604363,A,69.49573255749655,B,B,E,1
Brazil,43.47633966086221,-70.40904943752717,D,C,-2.6874527563044537,58.33013298779402,E,95.57064807577672,E,C,C,1
Mexico,55.136411606707966,-39.07504323337072,E,C,22.81516889110469,13.520323263983554,D,-26.82728672234734,D,E,E,0
China,282.28703156428486,178.7994981831572,B,D,35.18482058230629,186.3727359667059,E,-306.14437582331306,A,E,E,1
Brazil,-9.89521901511239,34.87177294516081,E,C,-80.88662081520572,81.35851428812718,A,38.037116543553225,B,B,B,1
India,-94.21278230259328,-67.31767527718911,B,B,-52.15940796497587,-8.614496947664009,D,30.601802047630372,D,B,E,1
Germany,-92.10676547079977,-15.808211237592568,C,D,-24.365371856258278,-30.44759629628608,A,-8.76959323872458,B,D,D,1
Mexico,12.426805300870866,-193.04824401378232,B,B,-0.5076775985660569,17.274734063230778,C,-102.6927177266983,D,E,C,1
Mexico,-68.34616871761801,-134.67695424580805,E,C,11.012932544875246,-40.232968343021135,A,53.26139033524452,E,B,B,1
Other,-112.25357889980889,-54.9168708754827,D,E,111.9318727206004,95.50318789975995,C,100.32868284216731,A,E,E,0
China,-7.262300977037371,56.51847491557865,B,C,-2.881531361095268,-75.22461137123705,C,187.8101376576169,A,B,E,1
US,18.968802215257156,-142.61858652020928,B,B,-13.292594690142867,108.38921104106969,A,-26.61141876732299,C,B,C,0
UK,74.7495269595555,-125.52867184463908,D,B,-198.62926217490423,174.3563671974528,C,-112.30381457662155,D,D,B,1
US,-26.387863319302944,62.72224370464464,E,A,-28.547533688000115,40.14360146217841,C,102.31761581426666,A,C,E,0
Mexico,179.72134727034478,4.958109071370184,B,D,51.44786759961482,-18.71559899126877,B,54.99310818633977,D,A,C,1
Germany,80.16542543214355,-8.534917546170906,B,B,0.10003276784350892,174.1441364387399,E,20.13893544548154,B,E,E,1
US,59.367495272639026,-92.5637334550418,E,E,57.54001778785742,-14.576216818908556,D,-1.080394020731491,E,A,D,0
Mexico,96.01353866453962,-182.8546229933763,D,B,-96.54479281448916,-80.52661593503557,B,35.39216894270766,B,C,B,0
UK,133.12965111494213,-96.92521354449744,C,B,-52.69682872730952,7.620943419981445,E,-181.693068980426,E,B,A,0
UK,87.20215937838964,179.50837151158038,E,A,-225.2054356311687,-121.58203025082317,B,-126.52521254914939,C,E,D,1
Other,89.75801862637417,75.32094971546628,D,C,-9.858257407796335,71.85370833345641,E,-83.3815224157223,D,D,A,0
Other,10.496441345167979,-53.60834593674957,E,D,152.93091577837356,105.44747338047273,D,12.986250451909246,C,C,A,1
Mexico,-51.94919470203031,-30.21671030760718,D,D,22.918063543350282,-164.16854930496575,B,114.95222189693169,E,A,B,1
Mexico,-9.903126948304545,92.42774018885834,A,E,-88.4893723571386,153.52454165509403,D,72.04124220845338,C,D,E,1
Mexico,-20.35410322436062,126.04919544342965,D,A,2.5594698196472123,-97.09553219395377,D,95.30503700798324,C,D,A,0
India,-61.94954306462319,-68.73349595876336,B,B,-113.88226700418596,-108.85840674769835,A,18.598763734606667,C,E,D,0
China,128.46397428980617,-28.347184165930354,C,C,43.090624917650295,34.014431026232735,D,-26.255220872088202,E,D,A,0
Germany,78.2463083779227,-9.089721296596931,E,C,19.768373266610837,195.7299383412328,C,185.75583383542292,A,D,C,0
UK,30.110589519936358,126.56012670362597,D,A,-3.9474717433282493,-81.67722210003286,E,-14.103835593031459,D,D,B,1
US,39.728079287909296,46.604744805832084,E,B,-72.50663270145182,79.49539248609089,B,-94.18878333179694,E,D,D,0
US,55.47701151397153,87.73703440395975,C,B,-96.82991603138291,-107.80550970032259,C,64.16028455180526,C,D,D,0
US,57.86752349325253,82.80711975388576,D,B,-144.3971794949758,-49.84393096773569,E,64.15497408982634,A,A,B,1
Mexico,51.5717128498304,121.15196346876733,B,D,127.53590562347132,-23.043483938181033,A,83.27019552432819,A,D,B,1
Brazil,175.24284150233638,-72.15782825371681,B,D,-110.12481855106032,14.026971753433665,A,42.222484839027366,C,B,C,1
US,0.038015727799449284,-107.76097282038144,B,C,-160.05647016228664,-69.9012914529825,E,-86.68341328421127,B,D,A,0
US,202.64103477225012,-58.0157635762678,E,E,45.84269768389515,-90.21288185011804,E,-154.1689636300277,D,C,C,0
US,-21.849602844560064,126.2495337089104,B,D,-0.5447572992777834,-84.6676321102439,A,48.00374154470951,D,D,E,0
US,-28.497608863160583,35.025924570842385,C,D,-95.2696591236339,150.91782290878172,B,-147.58552438824222,E,D,C,0
India,-2.630974036147512,11.33110296015832,D,A,-12.304244747505104,-61.08758373299879,A,11.518384636994709,B,E,E,1
Other,45.05738025455119,-60.71849587562792,B,E,-48.87657336035573,-151.06719191466195,C,-61.10582723000502,C,D,E,1
India,85.10828950952738,-27.053600651959236,C,A,67.22844826611946,-3.904350879871992,E,-31.675169154878667,D,D,D,0
Brazil,42.31186352148574,-33.96421624303181,E,C,93.24219047006224,-215.0157464930652,D,-146.23316208943012,C,E,E,1
Brazil,155.46547843544792,9.423619728878721,A,D,123.55036459496422,188.26717419298106,D,-73.87321546146555,A,C,B,1
India,-35.85683330810981,-144.54660786477498,A,C,53.6292366937129,213.3475586454928,B,-53.72849267374028,C,E,B,1
China,-39.945870344369055,166.86617645867264,D,E,30.62891357399289,86.68793102003826,C,-208.38627553416478,A,E,D,0
China,-26.09154479669439,-57.26567776994364,E,B,-148.73827682511245,-68.70484347039914,D,3.5640882502661335,B,D,D,0
Germany,-50.117643853236174,-166.75743724610493,B,C,10.814062464950354,-43.18106781628931,D,18.103624405188565,E,A,D,1
Other,132.5984863013848,48.332766097220116,B,D,-110.32552569347527,-27.055571349634377,B,167.01724931858675,A,A,C,1
Other,133.68269182003743,-14.689415998789526,B,E,-121.0645631154596,-212.7767476216343,A,36.246519609067825,D,E,A,0
Germany,-150.68706989307165,153.68384401955035,C,D,-4.584910668945594,-84.52820184008343,E,100.40236925564841,E,A,A,0
Other,54.32465048789917,57.15215696931391,B,C,97.06964997409393,-163.162005587033,B,68.55045943709868,D,A,D,0
Germany,-65.45871989811691,-173.3528206034102,D,A,-53.97498458496073,198.33278371006415,D,-7.358706300234731,B,B,C,0
Mexico,-106.49341633469366,-75.47036947665958,D,E,-24.72697160907141,-8.378066059377552,E,-53.194493740306925,E,B,A,0
UK,56.86893032580842,131.294927839283,D,E,12.797975048953662,206.41636312794972,B,-180.0537070480568,A,E,D,0
Mexico,137.57272140844253,-69.96867162560214,C,B,2.2027416102788444,53.548933469184725,D,123.3697491265464,E,A,A,1
Mexico,-13.524932118803582,31.803644578675154,E,E,0.40399598304622397,-34.2914839775987,C,8.621292340949603,D,B,E,0
Other,-148.27520438619717,86.57664208910263,C,A,-60.4760703807373,-61.61594703314305,D,-105.29969224279616,D,A,A,0
China,99.4396163786132,16.124982328177488,B,E,72.8374081297986,-3.625350546599843,E,229.09164585960465,C,E,C,0
UK,-47.31118836719906,159.80020047728,B,A,49.13471204698895,-90.55472627529876,E,-43.07991103327301,E,A,A,0
Other,-94.70134430143739,83.87649615779826,E,E,39.19358221131593,98.00995952163949,C,75.77993538810416,D,C,A,1
Germany,77.19356777648531,-77.60570280019353,A,E,-128.50247091564287,-133.24726759849173,B,-107.22448374838227,D,B,D,0
Mexico,-38.87285520130035,239.10648258952324,D,A,-14.694078044228254,-165.96694921555277,A,61.40923917178303,E,D,B,1
Mexico,46.24910582115622,-61.60566235339282,E,E,3.275825003048569,-129.82184956986703,C,-41.15944913125599,B,D,D,1
Mexico,69.7533373145902,131.66479959406283,C,D,-79.16500501868761,68.55705264120596,C,-129.91452769128392,D,D,C,1
India,30.087988519548038,-159.23100026007603,B,C,39.83368959107143,55.519643461609036,B,22.980632140668643,A,A,B,0
US,-54.79028398876405,156.816382013549,C,C,30.904950716906075,15.730720191736996,E,-15.40615596386726,B,A,D,0
US,27.393006163818907,-1.2514443639086121,E,B,77.28480705734215,59.14603062606266,E,-91.31801652403495,E,D,E,1
Brazil,-43.56352080597583,88.49108025356777,D,A,-101.79789787755007,-79.91455136351166,E,19.83972618324662,B,B,C,0
Germany,2.6276506577308623,56.88945261387016,C,A,-170.8052652127302,183.2714256470546,E,95.28488880743973,B,D,E,1
UK,151.6800385284688,54.62785559642342,E,B,52.41500500254942,-48.05700982399682,D,-299.4302426042775,C,E,B,1
Germany,165.6833433737143,1.1940320875771586,D,B,48.64615823066617,-1.5055719357703958,E,114.24158654830588,D,A,C,0
US,-4.434390054558877,-114.21470697524678,E,A,37.02318906020251,-93.90967580061648,C,-46.63613811937884,D,E,B,0
Brazil,-71.95456076603465,-52.181018386165114,A,D,-166.0427022300865,111.25626484842329,D,-93.54078504444622,E,C,D,0
Mexico,-95.89886875987317,-74.08757303079003,D,C,172.34354585207814,102.16119274760223,C,20.444572422938087,E,E,D,1
China,45.683507766869816,-149.3988842673452,A,C,240.15412241430693,153.00582525314098,B,180.8454077942038,D,D,E,1
China,-72.9440805408153,-27.875123922920096,A,C,-56.179880322646184,-158.60388814843793,A,108.9562549808951,A,E,B,1
UK,238.52345832501487,-22.16948420815142,E,A,51.961402185813846,-52.27728643061149,E,-40.34452897902803,B,E,A,0
Brazil,-66.66962205110819,-22.281634061651058,A,A,-140.87391785698424,-11.508818559580204,D,-44.40166396396617,B,E,A,0
Other,207.23016508808115,-30.066396914303233,D,D,97.20939400626536,-2.7314753301101917,A,-74.14761073537991,E,A,A,1
Mexico,41.93596359181866,-60.86665088918926,C,B,-122.07525488798319,-124.44850637905087,E,-35.7354566884222,B,A,D,0
US,-5.143851111707098,-23.64674328970007,A,D,-6.5947669108996685,52.11655781073463,A,-68.83703504658041,E,C,E,1
US,4.028088771181599,-65.8353897055027,E,B,60.83866393186135,-18.285749230960676,E,39.9260000098731,E,A,D,0
Mexico,255.32680264975562,-59.9178816164299,C,E,13.807774190120925,-34.52215031463057,C,-57.93826616786896,D,E,A,1
India,24.54079111545345,139.5278775023362,D,A,-18.564015760494428,-40.67638274500502,C,-13.674691505114778,A,A,E,1
US,45.11359963448672,68.53311952231458,C,A,-21.123108311775262,33.752268267846034,D,100.70790564653103,A,D,B,0
Mexico,-97.82984343548581,38.00456274014902,C,D,33.03757359940431,-87.52587087334851,C,-89.65011781446705,E,E,C,1
Brazil,-110.46489473579535,75.05266818301448,C,D,187.78641269222308,-171.07002234674098,C,-302.2986920745533,D,B,A,0
Brazil,45.554865364975456,-6.4093964697979695,D,E,-90.33654313000382,-194.59295066533522,C,-124.19566540148796,C,C,A,0
UK,-66.54695832974816,133.82904734188028,D,B,150.93790017843227,-20.688818132826018,D,-61.34629410821495,C,B,E,1
India,45.809871506214535,-76.79591326582938,B,C,-160.43380407784053,198.86369093007227,B,246.92528104695722,C,B,B,0
Germany,98.98483721474722,84.22931916769896,A,E,17.332324118656103,-251.70008569451358,C,44.62988962805897,A,E,E,1
Germany,-142.4107808702773,48.72255284867755,E,B,-290.7624594249233,-132.06884882986475,D,-23.793419998904756,B,E,B,0
Mexico,124.38816619980837,40.853964982026895,E,C,-102.50264903527525,57.30504515764975,B,2.6651444081181785,C,E,B,0
India,-2.535323032583167,172.71122178452248,B,B,92.95679276954488,19.153358292564665,B,-78.14694170392283,B,A,A,0
China,-8.747425243610184,40.485351267987,C,B,-5.748137342128033,49.42112714514092,C,-143.44420633398943,E,E,A,0
UK,-44.966318868703866,3.938830152468531,D,D,4.659558517690062,87.44858327129637,A,-11.179466521234705,B,E,E,0
UK,-59.180256033948076,-76.6522404061266,D,A,-18.461979412055754,-86.12889616917701,A,39.856256025725486,B,B,B,1
Mexico,20.691318686768316,-32.74212183726332,D,D,-84.20229434845577,-72.18963813205524,C,-151.78234768005106,D,C,B,0
Germany,-12.821547546962424,-101.79428845163572,B,A,-56.92249285045967,85.10667207278574,E,83.16879533452745,C,C,B,0
Mexico,-57.70468173117306,-85.59187938095268,A,E,-52.55150698403912,55.399010788794136,E,-53.37970401459127,B,D,C,0
UK,-218.43735993067634,-98.49137221212983,E,C,-73.40184634884488,-102.35292229420274,D,-98.85053134586008,C,A,E,0
China,275.82442485380614,80.9306558899806,B,C,-89.25021059199328,35.512341911411305,B,-94.39610706401427,D,B,C,0
India,155.08638605256778,-61.04039312627103,E,A,27.128639121696978,66.88172810020899,E,-130.6449532388039,A,B,E,0
Mexico,19.76843473372569,-85.43398061510574,C,E,-26.716429235953925,272.7605755923736,E,166.56137538876203,A,B,A,0
China,110.80771744067273,-85.42759934314664,C,C,-10.369032153379097,-20.773438544262362,B,-12.91860378663752,B,C,B,0
UK,130.50439507153567,-42.140014619659766,C,A,-191.48340857555576,-134.32933853821288,B,-193.49276508627156,C,C,A,1
Mexico,38.19103932854882,2.9405189071697087,D,C,-1.4682785977996078,56.11818617072637,E,-158.09374534778237,E,D,B,1
Mexico,48.72052808172732,-173.07482657999958,A,A,-50.084133933466624,-174.001918431264,C,-94.72734044981888,B,B,D,0
US,-27.78894588377706,18.386981145669214,B,B,-139.973523135623,63.52862168550031,B,64.10180906296682,E,C,D,0
Brazil,5.13822351474227,122.15867293128841,E,D,64.30334085565396,63.26787089208512,A,93.01347803768198,C,B,D,1
China,51.33194679735317,41.62800616010062,C,E,-27.412277147968005,-120.11770194206713,A,101.12684073335316,C,B,A,1
Mexico,-80.0680898865613,-108.54573641150265,A,E,-119.13754836630575,-62.57902883640614,A,121.8273034041329,D,B,D,0
Germany,48.931360309598915,-71.53296795597339,D,B,-46.85120382944768,64.45892225451783,B,-41.17246045641706,E,D,D,0
Germany,-45.89583376077345,-46.6689087275144,A,E,-66.21071316276776,-100.66185162427246,C,13.666247270519245,C,C,D,0
Germany,106.41276888431071,-119.56983215956971,D,B,-120.44148117735067,-13.953975234697214,E,-49.705292384079556,B,A,B,0
US,45.76008257923274,46.770781279185606,A,C,10.62663055836648,-13.65139253313053,E,-41.88706847861443,D,B,B,0
India,40.37841904427528,163.0398554689892,A,C,121.0718338304031,-55.01458589843649,C,-71.94856078160203,A,B,D,1
China,-34.495559672484596,-35.957042166729146,B,B,11.062562366443403,15.825548136607868,A,118.15222019766016,B,D,A,1
China,-128.77754564953725,-232.5590035459298,A,D,27.30890997612499,-21.028038347773894,C,151.6632242747236,C,B,A,0
Germany,40.98189516834363,25.495931124643423,D,D,-24.237428712475044,240.60078434201273,A,31.41296948505848,E,B,B,1
