gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Non-binary,47,Other,Widowed,72.81761033551703,C,E,-0.46934109333476487,B,C,-63.730421455005995,-7.802522623421258,1
Female,93,Heterosexual,Divorced,142.92146574633875,B,A,-129.8832085647521,C,E,146.68573681559846,111.68193852753798,0
F,43,Other,Single,33.40894948122103,B,B,-76.07740413325216,A,D,-87.64426946548006,-90.62256337139486,1
Other,39,Heterosexual,Married,-143.70885303926215,C,C,-143.6338056280817,B,E,-7.937759873586443,24.357259314286374,1
M,77,Bisexual,Single,-165.694291237872,C,A,17.964852835804873,B,C,80.53873409364459,-25.111100528584828,0
Female,86,Other,Divorced,34.05948682477723,B,C,152.17950794995326,A,B,-130.5855870137848,79.34711828144808,0
Non-binary,23,Homosexual,Married,90.93770662333705,C,C,-71.93198883653116,D,E,-47.76413160419658,-200.37283293421123,1
Non-binary,73,Heterosexual,Single,-9.073872218231612,D,D,-67.29553224164214,D,C,-18.17672482325447,78.30606682241826,1
Male,87,Homosexual,Divorced,58.66719605637953,D,C,38.132947234676834,A,A,-38.5643367553011,74.39943421947363,1
M,86,Bisexual,Married,-19.26654270718172,E,B,39.86774109352085,D,B,33.209046875878855,-170.70452943100557,1
Female,71,Heterosexual,Widowed,-18.056309496082903,D,B,117.4196928584291,B,B,-88.2736881173382,51.9374834122149,0
Other,34,Heterosexual,Married,-73.3082967841681,C,A,-232.71315849898798,C,B,-23.5033348379247,-148.73019027932068,0
F,56,Bisexual,Married,103.3752054468811,A,B,-65.21433420018295,B,D,-87.66443204256204,-152.54877673925427,1
Non-binary,40,Homosexual,Widowed,-95.89646015369303,E,E,-14.56231651481669,E,C,-13.640953198812744,-52.674392284628,0
Other,97,Other,Single,147.8662995946375,E,A,-144.11627196702145,A,D,-133.97867348510323,71.76113561173402,1
M,20,Heterosexual,Widowed,-50.81293241903124,D,C,-113.8024955895685,A,C,-2.5876055883234375,-84.83085507356101,1
F,62,Bisexual,Widowed,-260.04188406091686,D,B,0.2586613755577337,A,E,84.85629764473205,28.070889887659323,0
Male,26,Homosexual,Married,-11.572939258224183,A,E,-29.733236572624584,B,A,-88.37242646377085,-91.59194932227781,0
F,62,Other,Divorced,-29.55054733061765,E,D,3.25170609081217,D,D,-21.945292273058115,-118.8226104479742,1
Female,63,Bisexual,Divorced,19.396386054587115,A,D,324.01236350319056,E,C,-42.678762310540165,-47.776049332832436,0
Non-binary,65,Homosexual,Divorced,-70.49452280458125,B,D,-41.22642401643439,C,D,-198.07479366940123,-45.65260147652586,0
F,98,Heterosexual,Widowed,-69.58286614782526,D,C,196.484413064326,B,E,-38.580486932079836,-177.10334513278153,0
M,80,Bisexual,Single,190.27117186577607,C,B,60.354032155766426,C,C,113.44790550982648,117.00929434151088,0
Non-binary,35,Bisexual,Single,-235.097702326594,E,A,101.69932226507335,C,B,-43.31926523465606,92.9559808206322,1
Non-binary,65,Homosexual,Widowed,-63.89547295778472,D,A,144.6896037858136,A,C,22.33564456513792,112.86872743724965,1
Other,52,Heterosexual,Divorced,116.58639775302004,D,A,59.784624509241326,B,E,-48.61529605489216,-166.65578724546813,1
M,89,Heterosexual,Single,41.2126889909516,D,B,-106.16442719548913,C,D,-124.59844958337571,49.90374580061796,1
F,50,Homosexual,Divorced,147.43046792981812,C,D,139.26272068902867,A,E,-31.709815818286785,-31.019290327073584,1
Non-binary,69,Heterosexual,Single,-92.70433359253528,B,C,130.06494669962555,D,D,-55.59737730240367,-144.92439499206125,0
Female,89,Other,Single,166.7851365303245,E,B,6.581688964029149,B,D,-54.176943254766606,-25.54411657515266,0
Non-binary,32,Bisexual,Married,-104.6142949664337,A,E,-5.719463924866674,D,A,95.60316478699882,-1.4690614894344396,1
Other,72,Other,Married,72.05438003881859,E,D,-12.057217083172892,C,C,-10.532833398324403,143.93054586506747,1
Female,45,Homosexual,Married,23.302567887543713,C,D,17.653883632678394,A,C,55.36945171470619,-29.095473410341455,1
Female,98,Heterosexual,Divorced,108.69772149172397,D,E,-31.819223585274237,C,B,-226.06942029794445,62.677933254010284,1
Other,43,Homosexual,Divorced,95.84922215181045,B,C,151.73501561842605,C,D,-56.809992791297105,-68.03094012816125,1
Other,31,Homosexual,Single,-40.89257985657163,E,D,192.993569370227,C,C,-46.35598709999218,109.0891778562229,1
Male,87,Homosexual,Single,-24.987535195894036,D,C,-18.575238986775187,C,C,-169.73773897227474,-7.912596453625922,1
F,66,Other,Widowed,64.54650441855495,B,D,21.01427410259397,D,E,71.76807735357978,87.37829996240906,1
Other,97,Heterosexual,Divorced,43.52559398196528,E,A,-73.44943222516069,D,E,107.13958737358931,17.09786621917502,0
Male,27,Other,Widowed,-42.80546450766014,E,E,255.02530984809084,B,C,-21.690649071596084,11.205099818316688,1
Non-binary,20,Heterosexual,Married,-108.84892465856359,B,D,40.5337464374461,A,B,-201.51405694280874,-0.5642407433550971,1
Female,91,Heterosexual,Widowed,127.30259150197134,B,A,241.88621061030503,C,D,27.029470626360013,-83.44999907900095,0
Other,20,Heterosexual,Single,-71.05991663529986,E,B,89.93445517700454,A,E,-65.87552418715084,-74.4126888180388,1
Male,51,Bisexual,Divorced,104.86707590077435,B,D,0.5158675366782084,C,B,5.382591783054936,11.144996322256496,1
Male,18,Heterosexual,Single,-213.55421830261824,C,A,89.49718654072754,C,C,50.54650294041749,255.511618795335,0
Male,51,Homosexual,Divorced,-39.1178394146775,D,C,-7.786015359045462,C,D,92.27319022462733,53.10970519256117,1
Non-binary,80,Other,Widowed,106.75615201709154,E,E,-22.77076286368183,A,A,208.2591946145822,160.38552520342662,1
Non-binary,31,Homosexual,Single,-67.21598308076118,C,A,-33.512840441988494,E,E,-28.635546578241623,-12.75253119573183,0
M,71,Homosexual,Single,74.04126335412106,E,C,-7.180103615222405,E,E,180.23307350142733,93.88962377027504,0
Female,64,Heterosexual,Divorced,-110.84390440433864,D,B,107.00498164727152,B,E,36.41236910268956,-97.73392001431147,0
Other,31,Homosexual,Single,13.388417796319455,D,C,82.99030797802368,E,C,75.3824634150367,180.05509287524276,0
Female,19,Other,Married,-247.01699253818578,E,B,-4.719103790388203,D,E,68.55434645836415,-92.8626613485799,0
Female,43,Homosexual,Widowed,95.13612000480165,D,A,55.09182220544664,A,D,72.85699632147256,-74.94990813792604,0
Non-binary,54,Homosexual,Married,46.91063536801986,C,E,34.13742721997434,B,C,-48.238477943061945,-79.29930071986013,0
F,65,Heterosexual,Divorced,26.140171783845457,A,A,65.27164267765484,A,D,33.151936807621965,140.34413313736303,0
M,94,Bisexual,Married,-36.97218454488352,D,D,58.38576964567543,C,A,11.225780088796675,96.45294560199157,0
M,95,Bisexual,Married,-86.8477382820637,B,E,104.57601794153675,C,D,10.310930909636411,229.09256592657945,0
M,29,Heterosexual,Single,69.2080725074958,C,C,158.20767205464333,B,A,235.51286562191032,-13.635891834729291,0
Male,85,Homosexual,Divorced,56.767861413374796,C,E,-26.300392562990755,C,C,-46.03615774363604,-122.10035370494172,0
Female,25,Heterosexual,Divorced,-111.23155694905904,E,A,-114.78375694930496,E,C,-130.35201182985355,-83.19155810617956,0
Other,31,Heterosexual,Married,14.664560464497958,C,D,-125.89122608015214,E,B,-31.111309560080038,-117.56371681656692,0
Male,88,Homosexual,Widowed,38.32417627522645,B,A,-65.97244670626836,D,B,-99.59967072377044,7.692174385804354,1
M,46,Other,Single,-20.271461629963177,C,E,22.970929428031525,A,E,-114.12413924266946,-177.2059659110244,0
F,39,Other,Widowed,-212.20227492220266,D,A,44.75994543148364,C,A,-17.440297720627417,-141.3643471719254,0
Female,59,Heterosexual,Divorced,-73.40015461447034,A,A,-142.28160271433478,C,B,-99.11235139677022,41.846406939390796,0
M,55,Bisexual,Married,-85.77286467248352,B,E,-107.57322783895935,B,D,-76.95808250914976,-17.460157682610788,1
F,47,Homosexual,Divorced,115.35837420705208,A,C,-24.345931416727858,E,E,-194.43945986903742,71.71586356752358,0
Other,22,Homosexual,Married,50.736307704174,A,D,123.71581746029044,B,B,-131.06109691202747,59.83572895239811,0
M,92,Other,Divorced,53.26884054334098,D,C,-19.798049016637524,B,E,85.86473287829223,-19.725755855527986,1
M,23,Homosexual,Single,-19.023418088141845,B,D,143.55111475934802,B,D,180.70583648180155,142.73547837412838,1
Non-binary,77,Homosexual,Single,136.069591826089,E,B,-17.282453683277733,C,A,-72.13274683918134,267.5918205909732,0
Male,78,Bisexual,Married,-66.42083101310016,B,B,-28.12489447181929,D,D,-130.0639191852858,124.20813506878498,0
Male,61,Homosexual,Widowed,168.86921464977468,C,E,15.754331745417282,A,E,-100.42747827803402,25.873125404005215,1
F,48,Heterosexual,Divorced,27.512437883352643,A,C,49.52288605565731,B,B,-46.44044106441873,-126.99860462422146,1
Other,69,Other,Married,5.5491067033647745,A,B,92.74833479646335,D,B,111.59580117433903,11.893339552880935,0
Male,39,Homosexual,Married,-21.74419836353647,A,B,-163.66672607688108,E,C,27.03141167790772,-78.2673960162375,1
F,81,Other,Divorced,-8.534836644551854,A,D,-84.39288578225384,E,E,99.50050938535118,41.6462168816153,1
F,18,Bisexual,Single,-122.13309149120373,D,D,127.24440712592585,B,A,28.507865977612674,116.66339648660392,1
F,86,Homosexual,Single,-25.01151780720402,B,B,92.65217724768657,E,E,2.021585596984794,-129.99083755938082,1
Male,83,Heterosexual,Married,55.81605272140515,A,B,92.3561120092637,B,E,22.298448498045456,-204.62456636020693,1
Male,56,Bisexual,Widowed,-51.45066428952296,D,B,-49.80795817603918,A,B,-196.30597698424637,-23.663432351751894,0
Male,30,Homosexual,Single,48.430276020610776,D,E,-53.32991778595716,D,D,86.87675391986201,131.13252235126137,1
Non-binary,57,Heterosexual,Single,2.275118482642939,D,C,-176.0056379783006,B,A,-136.5823252720753,14.810693469278016,0
Other,49,Other,Widowed,113.19366386933845,A,E,-47.94349642256388,D,D,-195.24795647135713,22.19799467024257,0
Other,44,Other,Married,-27.937918801284304,E,A,23.806848047137905,D,E,-39.118090515679484,-61.8055053567936,1
Non-binary,85,Homosexual,Divorced,-35.5838813563995,A,C,-16.170676390482548,C,B,-105.15899920804866,-56.319163282437714,0
Other,28,Other,Single,28.696185153079163,E,D,2.2714341440220758,A,B,-157.20830991468424,-35.60957293755449,1
Non-binary,92,Homosexual,Widowed,-164.70223239362923,C,E,-153.12908972456916,D,A,109.44093467917078,120.71172576131374,0
Non-binary,48,Bisexual,Divorced,-53.25991216033863,D,C,182.9347485946688,E,D,150.1633573862455,128.83676460945216,1
Other,74,Bisexual,Divorced,26.674902469160482,A,B,-125.7528931025966,B,B,3.9973400943183175,-40.22209775923755,1
Female,90,Homosexual,Single,-95.60607777807819,B,A,-193.73059365976937,C,A,80.02416913262338,-98.12758362643243,1
Male,65,Other,Single,-195.25685037720078,E,C,-112.3344406003615,A,D,93.78733208447314,-116.7206713290875,1
Non-binary,48,Bisexual,Married,61.847911314683245,E,D,52.17294984574432,A,E,-130.932838191842,-67.29124500515397,0
Other,57,Homosexual,Divorced,26.879232701165677,C,B,61.671135988693116,E,D,34.16072739549473,-51.65738084591981,1
M,70,Other,Divorced,-36.78118646659628,A,C,-196.8359204205186,B,C,62.59934161732647,63.375969175411115,0
F,52,Homosexual,Divorced,-49.19329494793478,C,B,-171.1645112700669,B,C,135.61450653492176,127.7037552925677,1
Female,90,Homosexual,Divorced,-52.91747524644864,C,C,84.81096807150476,D,B,-53.375699879347025,118.39768861132643,0
Non-binary,92,Other,Widowed,115.70051867667297,C,D,136.12244195075633,B,E,-40.618964194659775,37.360985546099,0
Male,93,Heterosexual,Divorced,143.6837198529678,B,D,-9.420928612583202,A,E,-61.80172077165309,39.55029309568388,1
Male,27,Bisexual,Divorced,-60.74100495776986,B,A,-183.94957755913785,E,B,229.8223649682256,88.24568004208126,1
Other,31,Bisexual,Divorced,-115.93268930828546,D,E,108.482833971478,E,E,-22.491162998359258,-98.62196324572459,0
Non-binary,90,Homosexual,Single,91.78220362156941,C,D,-57.159893638863515,B,D,-35.82095056394775,80.48878102572485,0
Other,69,Heterosexual,Widowed,10.232428247004973,D,B,18.93287344813158,D,D,97.35568982392878,151.26546111968503,0
Other,44,Other,Married,-22.740240622488557,D,E,-58.887825076309554,A,B,6.07707056295118,-13.731859661770892,1
Male,41,Homosexual,Married,1.5374537493832325,A,E,-27.33470510467391,E,B,-161.53688959750207,38.41431754254587,1
F,54,Other,Married,110.5370471335978,A,E,-52.50840702777234,D,A,104.84724347668879,-50.37059220939069,1
Male,75,Homosexual,Single,-2.3619967811927878,B,C,-96.20541955286733,C,D,40.605374640269055,-174.1635207303557,1
Male,61,Heterosexual,Married,-4.242452470114439,A,B,-61.35828009135776,D,A,71.57059157672025,86.35944704145054,1
Female,71,Other,Divorced,-76.8583100314848,E,D,-115.75888657938282,E,E,-189.74479168509146,174.69353332051577,0
Other,38,Other,Married,-266.75815331621095,D,C,86.44177957185678,E,B,-135.60270243545847,-42.665616289092355,0
Non-binary,59,Heterosexual,Widowed,-1.1590313524608962,C,D,20.122258218455823,D,C,-142.44135368597813,-64.83913583744578,0
M,94,Heterosexual,Divorced,174.9784510236379,B,A,-16.692188260781922,B,D,139.3124220556228,58.37787535610042,1
F,34,Heterosexual,Divorced,168.07695917129604,C,B,16.623363228597434,A,C,21.347690617177147,46.90674047920309,1
Non-binary,78,Heterosexual,Single,49.52582710705278,B,B,20.723818000433216,E,C,-117.56059916309556,-42.15142384501757,0
Non-binary,39,Heterosexual,Single,64.00936856736149,D,D,175.41249064523765,A,D,-158.48736256790437,20.686606848614016,0
Non-binary,43,Other,Single,109.35104410555903,C,A,-40.88580899625781,C,B,35.52228325495201,-197.9578439209744,1
F,53,Heterosexual,Widowed,80.10129120317396,A,D,4.692727767810219,E,C,-30.40318607296404,84.39688012467613,0
Male,49,Bisexual,Married,29.179008351286395,B,B,130.6689694586888,C,A,308.3639770251368,-147.66275245285956,1
F,32,Heterosexual,Widowed,-42.89838754444995,C,A,-34.959906422390816,C,B,-118.71742703254122,-21.832676611485624,1
Male,98,Homosexual,Divorced,84.23494184408412,C,C,143.02556188848138,E,D,-63.820592621278834,-9.093553342462881,1
Male,98,Heterosexual,Divorced,-89.55180361679385,E,B,-0.7147931670801951,B,A,16.836400728433055,-15.16830788878055,1
Male,61,Bisexual,Single,-10.723252363078757,D,B,-5.796807193213196,E,C,-74.21931674461575,107.45322096831713,1
Non-binary,88,Heterosexual,Single,-108.50441680449445,C,D,-55.29960944320331,D,E,-120.0855791671047,32.848498491048815,0
F,25,Heterosexual,Divorced,77.31628980043008,D,D,106.5984935078778,B,A,-29.0908530427017,-80.17391436808416,1
Male,88,Homosexual,Single,44.153063502286045,D,C,-15.106137339474602,C,E,25.3465136086432,46.62152847964144,0
Other,56,Other,Married,44.347022782550916,C,C,4.589964368757711,E,D,-24.331921189889545,130.4938893415925,0
M,58,Other,Widowed,97.63411955464709,A,A,63.85883499501544,D,C,-125.15371803832231,23.738616328583166,0
Male,49,Homosexual,Widowed,51.568975184379894,D,A,-73.86960508449812,E,E,-179.03260404795492,214.76951496857853,0
Other,28,Bisexual,Single,-4.456121123736041,B,C,122.60298606594395,A,B,129.77405351649708,-38.17759143179069,0
Other,70,Homosexual,Widowed,241.0281976076929,B,A,-169.2467818011862,E,B,-250.80912198669802,-54.06201219585528,0
M,75,Homosexual,Divorced,-10.9128135791252,D,B,99.95556512928987,B,D,0.1908361922515179,94.93170089259141,1
Male,53,Bisexual,Married,-2.7540138643758696,B,E,-7.690856728072706,A,D,-93.87760049572016,7.507597893447095,0
M,81,Other,Single,-57.84112371602661,C,C,117.05688346183419,D,A,-26.84350517317025,7.607818379298004,1
Male,32,Homosexual,Married,-20.51055868550427,D,A,139.09950172216256,C,B,90.81033928420425,20.975232984093527,1
Female,27,Other,Single,55.126969688463724,D,C,21.28398830432094,D,C,91.9067615176563,-37.20390389149155,0
F,18,Other,Widowed,12.454182465475377,C,A,-135.1509862988277,B,B,-17.740593788486215,-48.82752939036346,1
Other,43,Heterosexual,Married,19.077143574210425,A,C,-6.179051336722121,D,B,57.53617547575236,-158.34106530058386,0
F,93,Heterosexual,Divorced,-28.703053283236557,D,A,44.04011164830185,D,C,5.5846541065024535,82.07080276584414,0
F,19,Bisexual,Divorced,-100.90330948596721,B,C,-119.80177848355868,B,E,84.53706188927991,-22.047536516931114,0
M,33,Heterosexual,Widowed,-128.39284117161668,A,E,23.902547016912308,C,A,-136.9992321638433,-7.9575961730029885,0
Female,43,Other,Widowed,221.87549480287325,D,E,29.732336515857494,A,E,68.63973847946035,-19.66606525938016,1
Non-binary,63,Homosexual,Divorced,36.25593563114424,C,A,49.12281771702718,A,A,-45.85934918695637,89.30644682050965,1
Female,29,Heterosexual,Widowed,169.6491571596677,E,A,-116.59765164618594,D,E,-176.47764073562752,49.773709424296634,1
F,29,Bisexual,Divorced,-133.6046562360329,C,B,38.71737725124175,C,E,13.360273087163154,-101.9019223073185,1
Female,84,Other,Single,-111.23727088319946,E,E,-254.9956179253722,A,A,7.284748758255312,186.4373262534459,0
Female,97,Other,Widowed,-113.34119180471305,D,D,21.630438160837162,D,C,239.39486289799237,186.92638215533844,0
F,51,Bisexual,Single,85.94935083115375,E,B,173.9100866538448,D,B,51.53721622590927,-82.6580177799179,1
M,74,Other,Divorced,94.43567446350137,C,B,-26.446086812661324,A,B,107.74066608659399,-45.59430027773251,1
Male,74,Bisexual,Widowed,-20.163538005876745,B,C,-119.93776174033235,C,E,-96.74817761215294,-18.895058988150556,0
Non-binary,59,Bisexual,Single,-53.08204497217548,D,C,109.57730347188522,B,B,84.34484173902462,-48.901211576038676,1
Other,70,Other,Divorced,-78.53727776758677,B,A,-16.278622952910094,E,D,47.83664573188114,-185.03682265668704,1
Non-binary,82,Heterosexual,Widowed,66.66074596819313,E,E,0.8669792823886089,C,B,45.294383858578904,-166.16739063845256,0
M,40,Homosexual,Divorced,-6.020527728512127,C,C,-27.54237604532115,E,C,28.810952353657793,80.8012527183701,1
Other,55,Other,Divorced,23.861581866704892,D,B,-41.2938083606823,A,B,41.51272889060371,-106.92485309307318,1
M,68,Homosexual,Divorced,94.68422774940714,E,E,223.94676829266555,A,B,17.568702813532543,53.046944587243594,0
Non-binary,40,Bisexual,Married,-169.23765876600362,D,B,-141.3582703765237,A,B,-107.90632504174012,-94.66645429220816,1
Female,84,Bisexual,Married,-65.03805817309328,D,C,-46.90027874995355,D,A,206.15476862822698,240.41715324072936,0
Other,20,Heterosexual,Married,105.6368072238796,C,C,-1.6531780770751872,B,B,11.790236908132762,-40.206605163075686,1
Female,81,Other,Married,60.76110989472786,E,B,5.417588051877036,A,B,94.75013557524997,47.696612893521504,1
F,30,Other,Single,-5.528263965725345,B,D,45.90114574342454,E,E,-104.47459107984747,-61.020394342497966,1
Other,34,Bisexual,Married,-109.95112950471618,D,D,94.62270305215445,D,B,39.74636545020818,73.11357722212158,0
M,62,Bisexual,Single,-88.93499645712521,A,C,-110.46877505358586,B,B,123.61033647388327,-44.31537484623098,0
Female,32,Bisexual,Single,63.88041780810547,D,A,2.27857742208531,C,E,10.697029432251323,-69.42352496390644,1
Female,54,Other,Widowed,86.14298063596908,C,B,26.6866738223568,E,D,-51.11107474482577,-101.1678482547612,1
Male,24,Heterosexual,Single,209.81318596076264,C,B,-90.39552560215972,A,D,122.8126875409532,-63.08577216377152,1
F,65,Heterosexual,Married,-58.45629283576537,A,B,-20.343711027188426,D,A,-99.05569909857252,94.37321292132515,0
F,52,Bisexual,Married,56.49850534129711,D,E,-41.80357483668614,C,E,-55.83105628202666,-18.950521045247676,0
F,65,Homosexual,Married,-16.8236150467491,A,D,-50.837530824648745,E,D,58.71380643807489,119.30874189832987,1
Male,73,Other,Divorced,-159.31910446389733,C,D,-117.64561574758152,D,A,-57.56017888891773,222.90311086723747,0
Other,90,Bisexual,Single,2.087414567844252,C,E,-140.71833833880456,C,E,-63.52074798421333,-39.05081930768826,0
F,77,Other,Divorced,78.58725767232218,B,A,31.855296548162258,C,E,-14.214684633692368,-116.61640023127103,1
Non-binary,49,Heterosexual,Married,-141.2206131153904,E,D,-220.64533965134055,A,D,-155.11998672040627,0.2332424389035643,0
Non-binary,64,Heterosexual,Divorced,42.178439417250345,A,D,92.37348723969782,E,B,36.94272340641715,-167.67745117393426,0
F,50,Homosexual,Married,82.59695776836496,C,A,-31.923161499442042,D,E,93.98561927342823,48.45871109172045,1
Other,49,Other,Divorced,-99.78209768593092,E,B,155.90804047370816,C,E,-30.70324914738985,-25.47489047820054,0
Non-binary,42,Heterosexual,Divorced,-79.71468692942172,C,A,190.73483696695413,D,B,32.74353181506919,-165.1355176903984,1
M,18,Homosexual,Widowed,28.851681092627096,D,E,77.60559211760105,E,B,11.92757724553656,17.76173523797002,0
Female,64,Other,Widowed,15.902217597180446,B,E,24.4365394779162,D,A,84.23058934294801,-45.33851839889609,1
M,22,Bisexual,Widowed,-46.32169308688331,B,E,218.33425892714268,A,D,50.00104403416222,-11.309214811587836,0
Female,92,Heterosexual,Widowed,-95.13959925217416,E,A,150.14856908345817,E,B,115.72090597333242,49.13405814300469,0
Female,58,Other,Divorced,32.32721572905442,E,C,-41.230901168508076,C,E,121.9971400226507,168.37200415842472,0
Other,32,Homosexual,Married,29.827667044030555,C,A,28.88298458430588,C,C,132.93480765257118,31.25879016696788,0
Other,24,Bisexual,Married,109.91043013631585,B,B,-203.5773094002215,B,E,-57.15284071835283,-118.87516238800441,1
Other,63,Other,Divorced,-224.8271777751489,E,A,-40.674469848381385,B,C,-6.154323088985684,15.194473728216293,1
Male,82,Other,Married,75.36208583137042,A,A,42.26932660612732,D,E,-213.2985969843232,-14.26154126013536,0
F,48,Other,Divorced,46.99304420322819,E,D,10.492118252280793,C,C,-60.20484006358237,-174.8428985195502,0
Female,22,Bisexual,Married,-10.472784526508699,E,B,53.79850667432162,D,B,279.0231634081614,35.4065297270581,1
Other,72,Other,Divorced,-0.3678154318826099,B,D,-117.54993916927712,B,E,-83.26199062577204,116.33098999980913,0
M,54,Bisexual,Widowed,-8.747574400410695,B,B,-68.86969025485872,A,A,-30.99405063100113,151.22846367712057,1
M,81,Bisexual,Widowed,-235.92066444758592,D,A,-11.069863280744286,A,A,-125.68044044704507,-121.1561733626479,0
M,51,Heterosexual,Single,58.674597073324804,D,A,31.490483400317963,E,B,29.884481924904595,-36.462776406688036,1
F,54,Homosexual,Single,-16.26526677608843,C,C,-121.90806804592633,E,C,143.68388529015783,-67.85368192132938,0
Non-binary,58,Other,Widowed,-93.90976335658763,A,E,28.66016796204709,C,C,169.31825919725037,-49.95884433985459,0
Non-binary,18,Bisexual,Single,22.54920230825521,C,A,-34.0713274521152,C,E,-54.94813392648127,-52.5797787159889,0
Non-binary,94,Other,Married,167.43157450733997,A,C,-54.1483632370256,C,C,22.083954656443026,-32.456804059370185,0
M,78,Bisexual,Divorced,-59.005669668582215,E,E,127.30906959467862,D,D,-33.540823990884086,-65.70929365684688,1
M,82,Homosexual,Divorced,-160.42084810182,C,D,-94.74996495466382,E,A,83.9917474659663,-101.0125760139995,0
Non-binary,77,Homosexual,Single,-33.06243914760289,E,A,-24.145371978501405,B,B,-58.373710707740315,137.1859981329868,1
Female,62,Other,Single,31.144791800234884,C,E,-15.1273306388297,A,B,88.66342474737496,6.336503512416446,1
Male,37,Heterosexual,Single,-35.44695215737496,C,E,117.45556067896578,B,D,-71.42758638988528,85.69155345822568,1
Non-binary,40,Other,Married,67.96367609683278,E,E,96.75370404624377,B,A,-120.79886032347001,76.54772993386977,0
Female,28,Other,Widowed,134.2201512930987,B,E,64.13676296970424,C,E,129.94347081231138,-107.43724862148409,1
Non-binary,42,Bisexual,Single,86.8736404453072,E,D,-259.8235355188057,D,C,-63.82453478869164,36.90203359854021,1
M,68,Homosexual,Divorced,188.58994651066655,E,E,93.68937657013691,E,A,-6.433505067333892,-51.91196433327045,1
Female,55,Homosexual,Single,-20.381177244924796,B,B,-75.01303986653816,A,E,-6.215470793617146,119.80433299164181,1
Male,84,Bisexual,Widowed,-21.641707092637617,A,D,104.54426006810715,C,E,63.11003643842958,-19.301016036340148,0
M,58,Homosexual,Widowed,-143.8261811046937,E,E,68.03529337025718,D,A,-35.448141610704276,34.73585328929836,1
Female,24,Bisexual,Widowed,-51.76752670563275,A,D,25.087254284012992,A,E,9.738033063494006,-3.0498713805357234,1
Female,43,Bisexual,Widowed,-71.23296063766004,B,C,78.66838487215657,D,C,-56.61777504779931,-2.3015036337772288,1
F,23,Other,Divorced,14.760604367708547,E,E,-24.750002966862148,B,C,-23.074256020583846,143.71355761415478,1
Male,76,Bisexual,Divorced,41.02767382613361,D,C,-44.27248171800986,E,A,15.485996893494603,91.22208026444568,0
Male,53,Other,Divorced,69.79794702950525,A,C,-4.26999628882797,B,B,-120.42125271033639,216.54268798059405,0
M,90,Other,Divorced,24.73356199645654,A,A,-5.62493498969815,C,D,180.3686868682386,-36.59622709386623,0
Non-binary,77,Other,Single,67.04338263744816,C,C,163.93916088175618,C,E,-79.81123223452485,-142.0427777473122,0
Non-binary,44,Bisexual,Married,22.264299419866635,E,B,122.86359461464997,A,E,15.33503204294088,72.27733463922971,1
Male,58,Heterosexual,Divorced,-64.25163441417736,E,A,-66.32866645556369,C,A,67.44114600925042,-36.57146687928968,0
M,20,Heterosexual,Widowed,-157.68277782604457,A,B,138.74681696872258,A,A,178.41726593494934,68.07372672401922,1
Male,30,Other,Married,18.09918888415048,E,D,15.590712851159285,D,C,31.676019092052023,-9.239868274130163,1
Male,92,Heterosexual,Married,10.649706878767544,A,B,8.524752683471577,E,E,93.81116313468246,68.26950214193924,1
Other,57,Other,Widowed,201.75039858277864,E,D,-5.799520696816192,E,C,-23.745618952763436,-121.01007319843393,0
Other,81,Homosexual,Widowed,-12.54023929200152,B,B,-153.0936385117312,D,D,94.48064890414979,23.827177991626634,0
Female,42,Bisexual,Single,-5.890457438982693,B,E,69.43300661220529,B,E,-77.51041758268549,-66.25529283047321,1
Other,74,Bisexual,Married,-112.5396836324428,A,D,-125.72574911861672,B,D,85.35629140558824,103.76863959635752,0
M,26,Bisexual,Widowed,105.93028453782497,D,D,-7.633128314852694,C,D,-30.391188500409548,72.25812119247297,0
Female,82,Bisexual,Married,82.43124536189005,C,D,93.45979695265653,B,E,34.77089361916164,-49.40173237053481,0
Female,28,Other,Widowed,44.06986928226365,D,B,-168.46049166845432,C,A,-190.27943186309776,72.83653419477439,1
F,50,Heterosexual,Divorced,13.421311662590638,B,B,18.937876760147063,E,D,102.78347781685078,190.5869554868957,0
Female,51,Bisexual,Single,4.401424535810168,A,D,76.03630078505601,B,A,7.468021735933614,72.19637042717383,1
Non-binary,18,Homosexual,Widowed,-75.98935009311249,E,D,31.793403684132866,B,C,128.41219731394511,-12.040638879365114,0
F,51,Homosexual,Single,62.663646419739685,E,A,-10.673599539473459,A,C,-189.01699841211914,-58.0566935214094,0
Other,99,Heterosexual,Married,-153.01243879443268,B,A,146.83168312369037,B,A,24.747252737172914,-27.75644915594601,1
F,58,Heterosexual,Divorced,-19.264005459947313,A,E,185.559809962797,E,D,10.021208230463579,-87.0969293596732,0
Non-binary,78,Homosexual,Widowed,-117.12922494534897,C,D,150.43802477751473,E,C,-119.57012828239336,105.65793579777909,1
F,86,Bisexual,Married,-38.55261672417789,A,D,-24.111068251846753,D,D,44.82669156659507,-145.90748906766072,0
Male,46,Other,Married,-59.92340473185285,D,C,63.25583613029958,B,C,-0.8900140324420235,65.38918642238401,1
Non-binary,53,Other,Single,-96.60172968469767,D,D,10.441821165277364,C,B,80.49496737148559,-34.65555209303924,1
Male,44,Other,Divorced,141.0763598564544,D,B,-0.06118445044805005,C,E,121.16494932080177,134.69886618106176,0
