orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,-109.11193336590208,E,-52.39010342351731,B,-29.776269928741687,0
Heterosexual,23.074408599809697,C,-74.77135851949679,C,17.378880261705092,1
Homosexual,-35.25563401683131,D,-49.89345560447585,B,-113.88502691977658,1
Bisexual,130.25660073321447,B,31.687705341001767,A,76.185885677359,1
Other,-66.18042547823887,E,84.13984255628425,B,-27.16650159199408,0
Heterosexual,-108.5240752370628,A,130.19697732670164,A,-7.27521005260552,1
Other,-15.185497606505985,C,101.5625467432824,E,-119.94948712020164,1
Heterosexual,99.772293448451,C,-15.720361643116638,C,-100.51656575047019,0
Homosexual,59.22853301476033,D,-141.4076129238764,D,-18.697598131228066,0
Other,-57.08838580426896,B,110.25359601922318,C,12.683481652219108,0
Homosexual,-50.03352661297917,E,43.2355724796713,E,-24.445946705774247,0
Homosexual,-43.877392201538065,B,69.47804107076672,A,-161.87946320684213,0
Heterosexual,15.574805821303173,E,-39.762554765420845,D,110.12877239668481,1
Other,80.55990934092598,A,124.39631674594816,C,144.68852661645943,0
Heterosexual,127.23465212409411,A,78.39103728076974,B,-81.24248132994938,1
Homosexual,-120.70187956910017,C,-16.139998114290428,B,-61.18144684944108,0
Homosexual,2.168878184626976,B,167.97092461930805,E,58.50650881795085,0
Other,36.943597537131716,C,-158.44999041528115,E,-106.93677893553748,1
Homosexual,-0.027202228851052033,A,-161.10702354895417,D,-127.10282430480157,0
Homosexual,-58.446636991798506,D,-28.18432519711424,E,96.34329319172707,0
Homosexual,92.5075248357377,B,-165.85531675204336,D,119.47044669507643,1
Homosexual,5.080074307307459,D,-157.16379779977862,C,-96.75474510078898,1
Heterosexual,21.00725585989295,B,-26.44481696134935,E,58.82970500780562,1
Homosexual,-42.90734369020576,B,-12.12475249596383,E,193.50636944070783,1
Other,272.99437344640916,A,-66.48395247811536,A,95.44467836478003,0
Bisexual,-33.60470134165247,A,133.0278803954963,E,-42.581786681965674,1
Heterosexual,-151.2270122854084,A,75.51059852660956,D,-89.66643738540095,1
Other,6.455278934099268,C,127.95767492144749,E,66.11614266434958,0
Bisexual,3.2222170479620464,B,16.63610311931909,E,125.11924842968665,0
Homosexual,98.25991473585289,D,69.8528298938052,D,-11.501480838337356,1
Homosexual,70.20157495208403,D,-91.43931897641683,C,-9.369945286723711,1
Homosexual,112.19373639826048,D,33.987517069732625,B,-9.712847385595621,0
Other,68.2926223415652,A,-57.85085632269025,B,146.08146205078089,0
Homosexual,-152.07205505084596,E,62.61048661755832,C,-194.27155643158085,0
Heterosexual,-267.8302136468372,D,-116.73637861629156,C,-9.598479574076487,0
Heterosexual,-117.56446203353008,C,29.344981402735616,C,71.14871565850528,1
Heterosexual,173.86573750702556,A,14.279640960656362,A,140.17931764232185,1
Bisexual,-177.43005101362604,B,28.59837716881029,C,-153.93966833194324,0
Heterosexual,-42.4678196739956,A,34.800847949864135,B,-15.295914120784627,1
Other,-155.7710531406821,E,-57.5919731779297,C,-106.05509006860612,1
Homosexual,-69.55081559575802,D,-48.4980993063454,A,151.43126251691385,1
Other,-53.413957773663626,A,-19.94724507276605,E,-60.56677889847535,0
Other,398.7305393985917,C,-23.62497732461522,B,-33.61203709907443,0
Homosexual,-42.276676707069434,D,104.71669261306661,D,35.57617445654478,0
Heterosexual,-142.3969390582161,C,61.6801347264503,D,-68.73579843914372,0
Homosexual,92.6667769977411,C,-35.13181765427644,C,43.197897611656146,0
Homosexual,-81.35714482534662,E,6.768966575386065,A,12.461931338866158,1
Bisexual,48.341531267873975,B,-37.48067221094274,B,237.6727806198113,1
Other,-154.3551585632879,B,-60.0292301013707,B,13.98393407548485,0
Heterosexual,-113.59924388862892,A,-16.141763831717494,C,178.5825115558642,0
Homosexual,-114.59207772798258,A,181.04350372760632,C,-105.12144634917526,1
Other,-44.40169116038678,E,35.82654459639548,A,-175.25576517024518,1
Other,86.17548315288694,E,-113.87323018160474,A,-177.76558048131054,0
Other,-39.920066036604254,A,-24.95281880453832,D,-71.58500458242636,0
Other,58.423956228651605,B,18.66971842409032,E,4.928117007756452,0
Heterosexual,119.0859476282515,D,79.83275191153847,A,27.761822086470783,0
Homosexual,-51.80401391934478,B,-13.106270255244645,E,30.955904805589086,0
Other,67.42707260296893,B,-57.661621093578596,D,211.27424267525447,0
Bisexual,-17.131648026209604,B,15.157704476839772,E,108.02483740207707,1
Heterosexual,101.47236501741814,A,21.10333865097495,D,128.70560600842003,0
Bisexual,0.47961775870660844,D,129.3056534029565,E,-69.58549899437192,1
Bisexual,-117.96736545814215,B,-142.60390390735574,E,-53.069230307201856,1
Homosexual,-13.60205259630951,B,44.729089671567905,D,-95.94989967859682,0
Bisexual,-71.00455129957682,A,-18.258571057639205,C,-16.6753367732504,0
Homosexual,131.41257931471836,A,116.9469645544559,C,31.722462558726207,1
Bisexual,-148.54597182126253,B,218.93577551668253,B,-39.856004474763715,0
Other,40.68118484653101,E,-7.6231727834649305,B,-164.4401697047461,1
Heterosexual,-69.2764448007588,C,-37.46778004883128,C,34.15997720784928,1
Bisexual,91.8655626939524,D,96.37725707041835,A,100.27642162287509,1
Homosexual,-33.07303725644468,E,65.90291319388017,E,147.63451602873508,1
Other,-125.57771875450075,D,-126.12461437949365,A,-107.15882080314682,1
Heterosexual,22.80023849876038,D,-133.39826577169626,B,-39.078494083975315,0
Bisexual,-74.89308057750644,A,131.25239822895256,E,33.9553530604898,1
Bisexual,-28.466641621139825,A,17.084526862258276,C,-50.13721383071527,0
Homosexual,137.7719117664841,C,124.64448735959299,C,-106.26550561371697,0
Other,72.16610794579766,D,-147.46111118930946,C,42.58262003157255,1
Heterosexual,63.83944292914776,D,-145.02630231124343,E,60.75580754913148,0
Homosexual,-12.476208849549035,E,47.11905314075937,E,-61.69125960460704,1
Other,-80.15063738914475,B,42.68532277103023,B,-61.317654935312824,0
Bisexual,-193.17748591030474,A,-12.138791777333518,C,-116.2862983439763,1
Other,-283.63634278647044,E,-139.83354169029437,E,-96.1568054699634,0
Homosexual,-4.35715480177284,E,80.99152862679995,E,-44.328432107789375,1
Heterosexual,147.36348383982875,C,85.87410745936712,A,-68.92128707767388,1
Bisexual,84.50349772871984,B,120.18817281427539,A,-129.14447077653108,0
Homosexual,-25.718946503524297,D,-37.991964625112885,E,47.910781258291365,0
Bisexual,-16.794188257398968,A,-77.49102145979252,A,22.302732878553368,1
Heterosexual,39.877054610841675,E,1.934288976320896,E,-240.24158224955937,0
Other,-19.337328194329626,B,66.01248294773863,B,14.316925363954352,0
Heterosexual,141.4380034902601,A,36.96865428033618,C,-52.76534668192576,0
Bisexual,94.31786380803307,E,51.13458930768535,D,185.5833740976445,0
Bisexual,-12.537089973769348,E,-142.86685939207823,E,46.55413208221414,0
Heterosexual,-32.382825493364656,D,-64.74468645723749,D,72.20021064844282,0
Other,-273.43178770024014,E,-57.21584313975223,A,-240.30083819848733,0
Bisexual,58.93105765287159,C,-20.298101361589964,E,173.52258609771783,0
Heterosexual,196.72749790418266,C,114.3966379599104,D,8.585809850813769,0
Heterosexual,139.1687494336761,A,84.16450162130438,E,47.88475966414869,0
Heterosexual,47.178166392364304,E,-224.13858108867367,D,-150.94371182816013,1
Other,69.41646170215759,D,-140.09038352795787,E,-20.555380319577633,0
Heterosexual,-11.685073850111108,B,25.384391058317668,C,-73.82300958257981,0
Bisexual,6.9669354832370605,E,-17.133735878760152,B,94.79239389310554,1
Homosexual,104.94295968287662,D,-94.8049571027717,D,63.862220737416585,0
Bisexual,6.472409744613822,D,136.52903003995021,D,194.2654132683259,0
Bisexual,4.858502571655954,D,13.448117722317413,E,143.48915049757844,1
Bisexual,-38.97424130563578,C,-57.10168350766662,B,-99.66232962791182,1
Bisexual,-55.14452830120479,B,102.47001464960226,C,-209.1488718114777,0
Heterosexual,-156.82859830393505,D,-123.82574392727726,B,-129.3745025788643,0
Heterosexual,-93.43797835425801,D,164.50760362066296,D,146.0064786857938,0
Bisexual,-46.80619754899202,A,22.582341046414744,C,139.38615049081702,0
Heterosexual,-121.64562415034119,A,-75.151298343308,B,57.382712753314166,1
Other,-135.27344455073361,A,-11.332452376221996,A,94.17666789479033,1
Other,115.35300558296284,B,72.2539493152834,C,-99.94225187399832,0
Other,29.077712059125275,C,42.8135104887539,C,59.488485385054844,1
Bisexual,10.988676559615456,C,33.19814972563466,D,35.274646437164726,0
Bisexual,155.45393001652087,C,124.58687887682376,D,34.50121467413912,0
Heterosexual,107.047397078747,A,-86.8698315486978,C,-31.119466580227854,1
Homosexual,118.2996315400053,D,-152.34857235141644,B,-152.974927839214,0
Other,-51.82799350783882,A,194.520100256215,D,177.79986208778115,0
Heterosexual,-32.85124581627576,B,-28.39119553241859,A,174.07272607005353,1
Heterosexual,-14.293572024913345,A,4.02813303296663,A,-25.44564508493552,0
Homosexual,45.826144283446624,C,-158.57375333935454,E,207.1362834068045,1
Homosexual,-37.369311905517534,A,-57.177720483047345,A,-187.24588971428443,0
Other,29.472163570949565,A,28.537687702818438,B,-54.097607173453056,0
Other,-100.20952466802018,D,-78.61392824026932,B,-100.70249705764967,0
Heterosexual,29.16930528438819,A,145.72297497541365,E,42.66305640535848,1
Bisexual,-83.66385001697654,E,-153.91352404604038,E,105.0118584600479,0
Heterosexual,92.86981493145285,A,46.12079874738158,D,-171.81363600007046,0
Homosexual,66.58594299680274,E,52.803670838271586,E,-109.00764098194962,0
Homosexual,103.66968385092999,E,-104.84602286492719,C,210.93562872544607,1
Bisexual,17.93768533165795,E,-77.88056731580767,C,7.138232404897065,0
Homosexual,61.45032496794967,C,-100.85847883764927,A,-38.6688761776802,1
Bisexual,61.39175583314756,D,80.98725553091106,A,-32.48473538704471,0
Heterosexual,-125.02768327329119,B,-19.679430318720275,C,-8.67165810865301,0
Other,157.5556355849167,B,-216.42631591428656,E,12.521640539154772,0
Other,-56.233322284079,E,-7.564097995578795,E,46.795870127615856,1
Bisexual,36.31387823819215,D,-32.93692581137359,C,4.559618891753817,1
Heterosexual,-104.59850827319362,E,178.76899052260646,B,-56.42383926154648,0
Homosexual,92.31357652175743,D,-321.1148413436035,A,121.77970512070414,1
Heterosexual,29.319724505542194,D,-37.112703909265235,E,-65.61306113733993,1
Bisexual,-31.217451335624112,B,-109.2806529777135,A,-121.25861342858228,1
Homosexual,-0.18699142405573901,B,12.223145559028422,D,86.16520463902901,0
Other,70.74534058298958,A,148.8004311411288,B,-28.385980066654454,1
Bisexual,-21.390312227698015,E,131.21156057987088,C,-30.1877437899222,1
Heterosexual,182.96630407796704,C,49.76960331510392,D,173.1296107041194,0
Homosexual,-94.02388033075985,C,-94.70880104546886,C,-216.560598244603,1
Heterosexual,54.65691141740688,E,89.38374391820794,E,4.6534637837435575,0
Heterosexual,-0.295413263783946,B,140.4273459941323,B,-103.19936155916538,0
Other,90.81387771832371,E,116.1280503311104,A,176.253624089155,0
Other,-60.317393229554284,E,20.913034049482164,C,-229.71843924935308,1
Bisexual,-190.4508775891228,E,-165.8222093613791,D,65.84041639032007,0
Bisexual,31.41852721053844,E,66.44523356345947,C,-76.14245956177616,1
Bisexual,27.884572694691435,C,81.13466309079126,A,-161.05612142975033,1
Heterosexual,-59.916457325203154,E,-129.74726998814518,A,-131.66000998774456,1
Bisexual,77.1807604547274,E,97.39128234621607,A,-75.03429206901892,0
Heterosexual,64.99873186739119,A,-34.103450005808746,E,53.84901030259209,0
Bisexual,-169.05431807540114,A,-124.82261299475317,B,-249.61090587456815,1
Bisexual,-67.49471991063756,A,42.37542185284436,C,27.18702563403708,1
Heterosexual,103.81345017597674,C,36.03254539759198,D,-46.85796153039831,1
Other,-153.65543307703976,B,178.1899659441799,E,28.63270660745802,1
Heterosexual,-61.43158434975555,C,-119.37633233856589,C,24.646720214656924,0
Other,87.92750957232599,B,-29.899288274823903,B,-28.847704986369944,0
Bisexual,-270.35240895076925,D,39.821401303807704,A,-190.79075624717856,1
Heterosexual,47.88244963445379,D,-132.24752429735798,A,29.58565729401421,1
Other,-22.064010989384997,A,14.564790415463058,B,-48.27113354339262,0
Heterosexual,-34.625284213905374,E,162.49406472631176,E,183.316053481195,0
Homosexual,-75.19174296040106,B,-33.152067521007076,C,101.82079542889832,1
Homosexual,-121.5906630605472,A,-59.8789111844207,E,175.84119272081688,0
Heterosexual,126.53989196623368,A,-10.482797758378908,E,-12.632522229021227,1
Other,-107.08568131556615,A,-74.63334458863434,C,43.88373266652836,1
Other,61.959553015497384,B,33.108330571493134,C,-112.26610679681863,0
Homosexual,131.5346987230311,D,-143.12761309244857,D,46.00935141563095,0
Bisexual,-218.2246698586032,A,-76.33565896906698,E,161.2203469713646,0
Homosexual,133.57894034818247,D,-150.61084953485476,C,116.43708795377985,0
Heterosexual,-102.49378548157273,A,18.714579588547835,A,14.18140486280447,0
Heterosexual,24.42735065450629,E,-13.503137460580936,B,92.86025234814439,1
Bisexual,-66.00739072303179,D,-26.66870167744974,B,14.13164318329669,1
Bisexual,-34.43868331098139,A,-55.19258943156464,D,177.0873746848205,1
Heterosexual,-84.97316710460215,A,-56.42494361632109,D,-66.58372944284862,0
Heterosexual,-101.00517419272404,A,6.461009428716367,D,-30.39953624587186,1
Homosexual,-49.50990312926598,A,-132.6420064132227,B,74.67882880597541,0
Homosexual,11.020799635510953,B,-94.780467392731,E,-37.04581768677216,0
Bisexual,12.830180074114484,B,-28.94623877944443,D,-26.100357016887816,1
Bisexual,-21.9588871580498,E,-79.79901584810918,B,98.16521117879326,0
Bisexual,-98.67758452748204,D,-57.974054789687855,C,127.58102980407475,1
Bisexual,65.58058941007135,E,-55.38559069138982,E,-30.37592632424443,0
Other,-17.31486195314283,C,-106.81770408219052,C,18.342699928493218,0
Other,-151.87714691192951,E,-59.0355996891013,C,63.92786811185225,1
Other,26.144006107091787,D,-129.4796857606803,D,250.1363238468921,1
Bisexual,205.92746336580404,C,-29.981807101120207,C,-7.594663139171658,1
Homosexual,121.33081294378087,D,-58.17951632771374,D,171.14081050806172,0
Bisexual,107.36491883448645,C,-69.07559555705421,A,254.03373930677637,0
Bisexual,-53.089005808222026,D,-59.00507408892802,E,3.7192378294555644,1
Other,-1.045137032842671,A,67.10374898668789,B,-31.059348209344016,1
Other,-26.628748423896177,E,-22.684179245283453,A,71.5534507557112,1
Other,-111.46925864529518,D,-58.06569124422884,C,-29.73778980128862,1
Bisexual,-96.04588500284443,C,-88.48207059961173,B,-92.997663103999,1
Homosexual,274.59183134193285,A,-99.70300308365458,A,57.87866725709567,1
Bisexual,-152.4400579920097,C,-136.87333011712278,D,-66.76987636155725,1
Other,35.20730475964006,E,5.9378387411211575,A,-110.46153517612893,1
Bisexual,-38.73281565523527,A,82.1531673771132,E,-57.004361935707756,1
Heterosexual,-216.8159306534837,A,-122.73100846462765,C,-45.67601685468901,0
Bisexual,124.77813932357475,C,19.93796400247688,A,-15.99215468290712,1
Homosexual,-101.4506014681348,C,75.84801035845912,D,-32.648769514677625,0
Other,-75.2361940216121,E,-9.519300596620221,A,-25.587422965269297,0
Bisexual,-148.27648949451046,C,-72.26600465600754,D,160.34382652032403,1
Other,42.26601145814117,C,-149.66916054594498,E,-120.86910367182031,1
Heterosexual,70.80571732589961,C,-74.73406490448443,E,-34.44852083409375,0
Heterosexual,143.3498546365337,C,-30.49641809551742,E,164.18518491457456,1
Heterosexual,53.293520722108504,D,-67.35929887515945,A,-101.63970067357661,1
Homosexual,98.48569550055653,A,-8.318917465630767,B,42.71835646741315,1
Other,-86.07179770477322,B,45.66713740096803,A,105.67614797702683,0
Bisexual,-25.54067065285728,B,-82.67494767296245,E,-127.55975849330329,0
Heterosexual,215.30697073743417,D,19.30601384358498,B,-151.43370247839061,1
Bisexual,-214.68017907312452,C,-31.471070179523974,C,23.078230809137185,0
Heterosexual,142.5032169709118,A,154.34469306786494,A,-192.94557743987636,0
Homosexual,120.85663527757109,E,132.30981411557804,A,-56.25723360879533,1
Bisexual,-116.78788782797398,B,-14.985713449894575,A,80.8212780965303,1
Homosexual,8.57173141004889,A,113.37992608952321,D,-31.443300631261913,1
Other,215.16803987034433,E,144.29153874625706,E,-88.87817281708092,1
Heterosexual,-56.97643829558009,E,1.0672885894635025,B,15.845519554437262,0
Homosexual,54.583440158614415,D,-34.20130430449142,E,29.886922150033218,0
Homosexual,118.21672394663496,A,8.76867065321185,B,-68.52002304951168,0
Bisexual,-51.81314628181555,D,67.9557273376227,B,92.50664866006973,0
Bisexual,104.87295610803018,E,39.10442306199562,B,-58.58870390680767,0
Heterosexual,-18.48783246654375,D,-49.386234275686,C,-53.66038075661154,1
Heterosexual,-21.66458285003738,A,-144.53997925410457,B,92.71187650188699,1
Heterosexual,106.79361380519782,D,-4.0406205273478175,C,94.31199322619244,1
Other,-67.88004327606075,C,-76.43653163501064,E,39.28989753576589,0
Homosexual,161.4008519897395,B,182.5186242296243,C,9.367775246049007,1
Bisexual,74.89417437960782,D,-66.75135375201671,A,-14.205439373708332,0
Bisexual,-31.467809149108195,E,-117.0196293709537,A,-168.89574543816667,0
Other,53.43598883338589,C,-53.63199514985082,E,96.93719993386466,0
Bisexual,125.24316358950452,A,105.11179188162623,E,53.78509092086844,1
Bisexual,93.19882890980763,C,24.31814406533247,A,-183.61343524262205,1
Other,-113.13500871151463,D,37.443243610621224,C,33.07203771791121,1
Bisexual,-134.97877483393535,B,52.500978878611924,E,-75.34719567188266,1
Heterosexual,-159.41046925363193,A,117.11747923933795,C,12.11215189337617,0
Heterosexual,120.83478735781561,C,171.38167809657546,E,-84.65826916338422,1
Heterosexual,38.56608357913728,C,-79.6048953463723,D,-143.5516143091475,1
Bisexual,-11.508040520696088,D,48.58915925001663,A,333.24308862918076,0
Other,34.03715623917957,E,-40.810549714977014,B,72.54947517007369,1
Other,-44.57503630497718,B,-163.09808385486923,C,-10.137738481110391,1
Bisexual,-31.267845819605444,C,-0.6295999957894887,D,64.65476348127221,1
Other,135.89661970196613,E,-181.99841986119478,E,154.08530814217792,0
Bisexual,4.107294798082557,D,-65.91028707516385,A,-194.69145239405046,0
Other,-44.08072929346113,E,-26.75152460150822,A,-155.81856276708285,1
Heterosexual,-134.01729830959908,B,64.6147851801297,B,103.42199581489693,1
Homosexual,-110.33381431500804,B,79.69623593418478,B,-39.46994348011133,0
Homosexual,101.10575641244463,E,-14.248143926443376,A,41.818540544268515,0
Heterosexual,17.25217244464979,E,-54.50622701276563,D,216.67336736414518,0
Other,58.92566755665574,C,124.96101674623148,E,228.62162741252843,0
Other,50.434345377734026,A,54.39859857156284,D,37.88769477092977,0
Other,47.65427808108956,D,113.01199724932314,A,17.728021751544247,0
Bisexual,81.79607708111156,E,-141.64923486249145,E,-125.08849294098037,1
Homosexual,-11.328652030410533,B,149.80662749627945,A,-57.10542009263795,1
Other,-99.12992390631088,D,75.93760620018854,E,87.85902188726241,0
Bisexual,94.91172434255847,C,155.39715459637955,E,226.44040747874942,1
Bisexual,-1.3849909645226766,D,183.92452033359183,C,248.37343590218205,0
Homosexual,-173.57003008805688,C,-110.82692517210585,A,6.082359578865605,0
Other,128.23888784859358,A,-45.096458354495844,C,-112.24423102342061,1
Homosexual,-63.675745100455195,E,-34.28258394647038,B,-57.21217384353573,1
Homosexual,-40.38723909970271,C,97.27286123098312,E,143.74844172637955,1
Heterosexual,-41.98827726842907,E,20.54754426805446,E,65.32799052951489,0
Heterosexual,-13.636377662338159,A,92.65101663355543,B,-25.365186249979892,1
Heterosexual,148.00103180211147,D,-52.3836793560139,B,1.7025043714471735,1
Homosexual,-12.762314003593698,E,50.57938434806968,A,-80.81143647060665,1
Heterosexual,109.43493801127495,D,233.59119964379465,C,-136.47029655763453,1
Homosexual,24.08672490329815,D,21.22919128348423,D,132.30245442217387,0
Other,-67.72152425747636,E,-1.8610372946690636,C,62.880549165083565,1
Bisexual,-52.65549766429435,A,70.26438046095898,A,-26.03160459598626,1
Heterosexual,-27.176122610066848,A,45.617897445467314,D,-151.6601701883658,1
Homosexual,167.0472892557855,B,106.4177559893821,C,-125.85566536186168,1
Homosexual,-5.956239191347984,B,-309.30002192904,A,-104.37201123464352,0
Homosexual,-69.8831078349363,A,-59.345121401169834,B,65.42778839342903,1
Bisexual,-103.35868105884019,D,-193.9819427754412,D,25.017686652212838,0
Other,99.9965097939733,C,-90.99086179960393,B,5.16221665090783,0
Homosexual,120.82965674698367,B,281.01144641556505,C,-22.819736388790403,1
Homosexual,-226.7655901832392,A,-62.93036403651141,C,241.76774598229872,1
Other,27.69906109286364,C,63.86496906981355,E,99.20957548127541,1
Homosexual,5.466576399492972,E,110.07096086979257,A,25.254826841914184,1
Homosexual,-11.648313385211202,E,26.94561773491713,A,10.503501272939781,1
Other,-142.57403380693955,B,-18.481214864100195,E,119.3606681221971,0
Homosexual,-27.644020360447048,C,66.94397023249785,E,9.898633491424404,0
Bisexual,50.61787400113472,B,-142.27669617873892,D,188.98575355134437,0
Bisexual,-57.83104101517519,B,85.77854282409334,A,4.177653841710609,1
Other,-63.666833998251015,D,-161.03003574027196,C,37.240316969939855,0
Other,-100.1971120341197,E,-5.0745468007478225,D,42.49828822169989,0
Homosexual,-33.57513946066886,D,139.39544998979449,B,-96.53462401971316,1
Bisexual,-95.7807169683101,D,-98.29280323879462,C,-46.24287793518228,1
Other,-176.23336833548248,C,30.128822293252416,D,-71.82281329200339,0
Other,139.47499455804416,A,-105.28078747326242,D,7.363382466516081,1
Bisexual,-50.93770404954626,C,-35.2282827212902,E,-10.38127939112337,0
Homosexual,-59.87421122217982,D,-256.0544054699238,D,22.98605110668728,0
Heterosexual,155.59122601144685,D,-20.339976591506225,B,-87.31358860960854,0
Heterosexual,271.7767566481205,D,-24.633605302766735,B,57.18092972810934,0
Homosexual,98.71791533979159,E,68.15951488377662,E,-27.97588840971983,1
Bisexual,-114.03284880698865,E,11.822610780342577,B,63.277812119199,1
Homosexual,-68.74402392903706,B,149.463394491951,D,-7.435458826696871,0
Homosexual,-177.15832138321616,C,-223.12870358360124,B,-77.87307165929435,0
Other,106.16672376086473,C,-42.80686336755687,B,-9.536549425584957,0
Heterosexual,-17.48434791610636,D,-67.46766472709464,D,-35.83732811671435,0
Bisexual,12.875085322864145,E,100.93562984906556,C,-26.47536605611253,0
Homosexual,-127.95607841969681,D,44.99242015023863,A,24.183986090952068,0
Homosexual,-75.0232489187646,B,-104.27759556090668,B,-54.157274883298946,1
Heterosexual,-204.25682669003868,D,-190.01082439229185,B,-33.96252327981632,1
Other,5.3292076733426885,E,-1.40956871856695,E,101.75183894611355,1
Homosexual,-33.07538988448198,A,73.3513190173676,B,68.354321339566,0
Heterosexual,11.32080064790572,C,2.5401658832779628,E,62.17088366072754,0
Other,1.0669160956473236,E,-91.17721324517665,A,-150.2311768231863,0
Other,-193.4698758833101,E,64.30314633971756,A,98.28011090345133,0
Heterosexual,-41.32312049705107,D,-68.90634245721984,D,-101.87647791549077,0
Other,-38.99106192542885,C,120.50665385036577,E,155.71707414041234,0
Heterosexual,-120.74100599607098,B,143.9134813045533,B,57.82921366716048,0
Heterosexual,40.23502291871227,A,-227.12600919357914,C,-83.11130376,1
Homosexual,47.74497507782341,D,-10.033163695960312,E,-75.88916994897133,1
Bisexual,-145.78488229354815,A,-13.138582998445528,E,-63.746721996363455,0
Heterosexual,32.78124032093543,C,-82.4862754700291,C,100.9365150653124,1
Other,76.74299329800192,A,-41.76198460846953,B,159.6535913973515,0
Bisexual,-117.52025003714286,C,-131.86227984885585,E,80.01089703269817,1
Other,-30.58194026171939,B,-43.06215371726365,C,-293.3525630804824,1
Other,-56.81375509701703,D,58.826345094418656,C,52.342731665727236,1
Heterosexual,173.86112053454602,A,-5.210395516510778,D,217.3891794388263,0
Other,-16.247983241069875,A,-66.73068388967239,A,14.966837158165685,0
Homosexual,2.834180971457108,E,88.02995885872892,E,-15.430091904259982,0
Bisexual,-79.34373308136145,D,40.64595046826799,C,-13.297240959351834,0
Homosexual,45.39729585776824,B,-30.060794684893764,C,-23.60448127055036,0
Homosexual,118.31131088542482,D,22.784549350871476,E,-170.67220238486448,0
Other,145.0806753410207,C,76.83151576517105,B,13.909071472815187,0
Heterosexual,67.62922726418267,B,76.23877604354196,A,-61.198354042729534,1
Homosexual,-52.14353279541899,D,155.55916089628843,B,2.629595939843121,1
Heterosexual,102.63927845513155,E,59.791581179700806,C,-181.1200069065779,1
Heterosexual,20.493060549304776,A,89.39033758664561,D,193.47246955212677,1
Homosexual,71.47088269865709,C,101.65902174334913,D,-93.56729768518531,1
Bisexual,31.433043084719696,D,132.28469514925985,B,-122.11340064892102,0
Bisexual,115.4714193755904,C,79.24531573352816,A,-26.810920632516726,1
Heterosexual,29.46094163492075,A,-158.39715889975938,B,102.38977715804585,0
Homosexual,-53.65041749527539,C,-133.04098431038912,A,119.00872152000264,0
Homosexual,4.8707420271134225,A,-53.26242826766347,B,-91.67909034088294,1
Other,-36.43642820358418,E,171.3027941779636,C,-8.829694619425107,1
Heterosexual,-15.301320062523486,D,-86.05022494136205,D,32.82623796388806,1
Homosexual,140.1145277901491,E,-53.23411514466826,B,-110.62663982464682,1
Other,44.66186797119456,D,-34.53997660249254,D,65.92717731050897,1
Other,73.19396011140014,A,42.26097700212736,E,98.27912196086231,1
Bisexual,81.53101618017372,B,89.76431940918519,C,-123.66564636062239,1
Other,125.34128467930887,E,23.21884255843346,C,-0.14590523679693213,1
Other,98.31131054815904,C,-154.6318297100139,B,12.814244782214967,0
Homosexual,-112.53762243126766,C,46.95223010368737,B,-48.36173147369177,0
Homosexual,-10.446088337787318,D,-94.61868836177808,C,-36.62627815711305,1
Bisexual,41.975280411487184,D,39.38830689034591,A,13.256422085697237,0
Bisexual,109.61508654522434,C,-30.677469779569865,C,-245.13883438366787,1
Homosexual,-108.23804845458736,C,-70.20993876698769,D,-101.10562168132627,0
Bisexual,-0.37650100124174773,E,152.7607092449022,A,35.42603409542771,1
Homosexual,200.7160612630189,D,123.61442456260401,C,-62.93523491173221,0
Heterosexual,-46.27898770954052,B,68.5823626389914,D,22.07613724261237,0
Heterosexual,-160.09021319480215,D,-45.3905214468402,B,-6.159103422714128,1
Heterosexual,-170.24937975290655,A,-61.86678223545464,D,-194.69499319384727,0
Heterosexual,20.063763414824443,D,-74.56291112907117,C,11.924553101640932,0
Homosexual,121.98609991930486,C,65.72329807949305,E,-36.28575584740116,0
Homosexual,28.26584906691924,D,142.7381942555305,D,220.71433931626024,0
Homosexual,-78.46313470566498,D,-173.2819245312189,E,67.9732354263219,1
Bisexual,-12.458638905055244,B,-4.3939405558834475,A,65.00740618413113,0
Homosexual,16.320769920440377,D,-35.23940677002779,D,69.63574386798473,0
Other,14.395376944926147,C,-49.72305224214061,C,-30.38217649733111,0
Homosexual,-190.81480798851584,A,69.46127887479538,C,-88.13113019571207,0
Homosexual,-58.359467934569984,B,-7.991633603793039,D,-63.253579927363425,0
Heterosexual,-117.98870772003471,A,-80.98254898672977,C,-98.62554484392003,0
Heterosexual,47.066749462964644,B,-38.84371620930068,E,-25.732392615787813,1
Other,-64.4342341400299,E,99.53473677294909,C,4.310664351704109,0
Other,169.6224206295868,D,41.31412127868865,A,223.12023523363774,1
Other,95.51744226595773,C,-116.75393173257447,A,70.3664302818415,0
Homosexual,174.55292169617323,D,-24.07895262033051,A,-27.061294676192883,0
Bisexual,26.491518373700107,E,94.41787970609641,B,156.0365482838358,1
Other,44.66793753405562,C,-190.55374020144617,D,-28.62177485739054,1
Homosexual,38.78734784415156,D,-57.93877782866193,D,60.152895927418804,1
Other,-10.461115887678721,D,63.20841885698074,B,30.523516088377136,0
Bisexual,-96.4986659080382,E,24.51256456652258,E,3.0221519955510887,1
Homosexual,-12.140753503434997,E,-22.76720006500826,A,-70.71662865414847,0
