ethnicity,Gender,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
African American,Male,Christian,-55.82459053835191,E,-106.21209219151649,A,D,A,215.81141211074387,C,1
Other,Non-binary,None,200.48830995688917,D,15.209831836213517,B,B,D,-18.841135777653793,B,0
Asian,M,Hindu,233.56649053835164,A,179.72888904168676,C,A,C,237.17708675603788,D,1
White,Other,Buddhist,-120.70390840372708,B,-45.882391565418885,D,E,E,-31.27133325960302,C,1
Other,F,Muslim,3.1213423174581347,E,10.487172740266017,C,C,E,90.82410992871476,A,0
White,Other,Jewish,-149.45556456193236,E,40.31873935910862,D,D,A,124.72092733047013,B,0
White,M,Other,70.80935181950518,E,194.95526490871327,E,B,A,59.52844922400633,D,0
Black,M,None,-8.654984292862649,C,-136.49025782910658,D,D,B,-32.30377916403646,B,1
Black,Non-binary,Jewish,-64.8311474169674,A,31.724973491876778,E,A,A,-6.663268040439722,C,0
African American,Male,Christian,-177.7190840297455,E,-1.4942519671567656,D,B,B,47.38200071161025,A,1
Hispanic,Male,Christian,147.50776895984663,C,75.38562615188638,E,A,D,2.0656060467176043,E,1
Asian,Male,Hindu,195.3026713154125,C,152.41582484826856,D,A,A,-73.5151335747144,D,0
Black,M,None,-86.90797675481865,E,-129.34188807957844,B,E,D,7.6151208299687525,A,0
Hispanic,Non-binary,Muslim,-62.69022298574684,C,-44.22448620318722,C,C,B,-62.42353298226176,E,0
African American,Male,None,19.562035609814544,C,113.1825871653314,B,C,B,-168.6312208387598,E,1
White,Male,Jewish,-68.6441045029761,D,112.3848534206032,A,C,A,-62.28252723492938,A,1
Hispanic,M,Muslim,62.58212270631447,E,-96.39649317022358,A,D,C,26.36999306459954,D,1
Other,Other,Jewish,45.38429615037218,A,119.28271710226115,E,A,C,62.25448272496167,A,0
White,M,Other,8.731544890317346,B,-97.09188999513783,E,B,E,-0.25637831272306305,C,0
White,Female,None,12.781837715159794,E,-44.21084874801559,B,C,A,-96.80572812502649,A,1
African American,Other,Other,-27.487433965122655,D,-71.91209529252663,A,C,C,63.72566899584675,D,0
Asian,M,Muslim,21.36086336357609,D,-39.85173087147055,B,C,A,169.3245649193738,D,1
Asian,Non-binary,Christian,-28.91911317982464,A,131.40146974165498,B,D,C,82.26579496537414,A,0
Hispanic,Female,Other,35.67215675274626,E,10.561132171339562,B,E,A,49.49158644867504,B,0
Hispanic,Female,Other,-153.56637552116936,D,-73.4220027783722,E,E,A,-40.31947273533568,E,1
Black,Male,Christian,-103.01782450014107,C,-77.14200946970179,E,A,D,-107.3218358171889,B,1
Black,Female,Buddhist,74.43706943625868,E,-60.237735905790245,C,D,B,2.390205793465562,B,0
Black,Other,Jewish,-4.790454513758019,D,-65.53862639259879,D,B,B,-97.6179370352101,D,1
Hispanic,M,Other,-61.36097360238188,D,54.925843187320254,E,A,A,-144.62018285857013,B,1
Hispanic,Non-binary,None,34.89674394451498,A,-18.32912859979259,C,B,A,69.49512904519524,B,1
Other,F,Buddhist,134.8180273869582,C,-12.182067220400112,D,E,B,-289.4392470631839,C,1
Black,Other,Other,-15.37820873661885,B,18.70209870826023,D,E,A,97.76361642074176,A,1
Asian,Other,None,-91.55424342050222,E,-29.34970475858467,D,D,C,33.36566046553679,E,0
Asian,Non-binary,Other,38.28057849808055,D,21.162654890352705,A,B,E,-34.02696230128346,A,1
African American,Female,Hindu,-58.083261618127324,B,19.19522145359825,B,C,C,69.04538015002184,D,1
Black,Non-binary,Buddhist,56.47860245837767,B,-48.702365588908464,D,C,E,105.6959449979375,B,1
Black,Male,Other,141.112234710492,E,-10.241490369354741,E,A,C,184.94262399172496,A,1
Other,Other,Other,-28.5397692170662,B,-102.85242381467077,D,D,B,-183.71014449253525,D,1
Black,F,Hindu,-68.5679049320607,B,54.91405752547033,C,A,B,-74.84747128117957,D,0
Other,Other,Buddhist,-3.554266936786183,D,-107.1318235706013,D,E,E,-108.01975799289139,E,1
Black,Non-binary,None,90.57673958100264,E,37.29415951240204,D,E,C,-66.87033537204942,B,0
White,F,Other,38.55173717327584,D,-43.186431198893835,B,D,A,-110.9348823474298,E,0
Other,M,Hindu,60.65043840598775,C,45.23994093955359,C,D,D,21.277837532797957,A,1
White,Other,Muslim,-28.63961556525762,A,-40.7368254380277,D,D,E,66.08452353227267,B,1
Other,Male,Muslim,46.55440953450659,A,23.031125009561553,A,B,B,-166.96524146936426,C,0
Other,Other,Other,-141.39578094427893,C,-203.19541872212858,A,A,A,-200.0015766466508,C,0
White,Other,Muslim,41.49047058214033,E,41.02561200333477,A,A,C,-36.0816576705061,E,0
Hispanic,M,Jewish,-36.84621826149323,A,-55.29599684037987,B,B,E,143.29644660596765,B,0
Other,Non-binary,Buddhist,-145.54829866203693,B,-111.23243942806857,B,A,A,-107.20388657119449,B,0
Hispanic,Female,Other,7.028754860368316,D,-166.38840558163008,A,B,C,-146.50662636538445,B,0
Hispanic,Female,Muslim,-100.5473692600751,E,43.633665419988844,C,D,A,108.28289755689109,A,0
African American,Male,Christian,31.926078841121498,B,-33.59502624217049,D,E,A,35.07732543217513,E,0
African American,Non-binary,Christian,152.5074635876723,A,39.602330274789836,E,C,B,211.43833708192363,A,0
White,Female,Buddhist,173.24653784087255,D,128.99938959372216,C,E,E,-46.55022122935455,B,0
Black,Non-binary,Christian,-181.55174934331316,E,133.27972813441227,C,A,B,24.474861960027454,A,0
Other,M,Jewish,-150.06583678395828,B,-28.03754554686051,B,C,C,-111.9028051234993,B,1
Other,Other,Muslim,31.27150443040368,A,-124.39748561874173,C,D,C,-170.24559633055486,E,1
Black,Non-binary,Christian,-95.65485170043353,B,133.13282860095262,B,A,B,52.25407415438651,C,0
White,Male,Muslim,-5.962451803888215,C,-36.1218739483387,B,C,E,-56.56529513610059,B,1
Hispanic,Non-binary,None,-27.600630127362674,E,139.7720675432869,A,B,D,-85.37158652958652,D,0
Asian,Non-binary,None,16.808668523806077,C,-178.75313113501937,B,C,C,129.6629199749582,A,0
Black,M,Other,-74.36421882119593,D,37.89917424228742,B,D,B,-41.44655275323293,D,1
African American,Female,Other,95.4076817075927,D,-285.72682914815954,B,D,A,-18.172010953441724,A,0
Black,M,Christian,-105.84416724320378,A,-70.05943517503303,D,E,E,-21.148595874389787,C,1
African American,Other,None,-12.39302987451391,D,-133.0619468230613,E,B,B,49.60988790726144,E,1
Black,M,Buddhist,-29.64132305340625,A,135.03435473831053,C,D,B,-55.92040567780465,A,0
Asian,Female,Other,-165.2779950583786,A,157.5299173561542,B,E,C,-114.75501037547704,C,1
Other,Other,Buddhist,228.20149056380367,C,194.34810992494715,A,C,B,50.87986113632742,B,1
Hispanic,M,None,-18.739210950556753,B,-99.8060351330811,E,E,A,132.1250018506916,E,0
Hispanic,Other,Hindu,-28.380074071904392,E,-159.8815047311632,A,A,D,-78.29071697015988,B,0
Black,Female,Jewish,118.82250131135514,A,132.0076984376609,A,B,A,-93.08310770871417,E,0
White,Non-binary,Jewish,194.95873778593972,E,135.349373674109,C,A,A,-11.663882438675838,E,1
Asian,M,Christian,-25.03279070732892,E,48.71456131254546,C,E,B,-38.361205858421116,C,1
Other,F,Christian,-25.53551658357525,B,-15.937187827639205,C,C,C,32.647862917414436,B,0
Hispanic,F,Jewish,-79.05030510419833,A,114.97302394323961,C,E,C,-258.6418397438768,E,1
Other,Female,Muslim,196.8060780239369,C,8.065305588836015,C,B,C,-97.37387645239805,B,1
White,Female,Jewish,-35.36873017010204,E,-145.27994297022772,D,A,C,-72.0951808308037,A,0
African American,F,Christian,-149.98263117920396,E,-51.23344904815432,E,A,B,69.2424727668583,E,0
Other,F,Other,88.57030774974116,D,-77.07327324412955,A,C,E,44.54661066326395,C,1
Black,M,Buddhist,-26.003858388600097,D,-125.23442235730093,C,E,E,52.994454984340614,E,1
Other,Female,Jewish,-285.4414360854849,A,-26.183560935306367,C,A,E,52.282260925822534,A,0
Black,Other,Buddhist,27.447569040933367,A,-59.43076591800146,C,E,C,-27.45120102070978,D,1
African American,Male,Jewish,197.80059217454377,B,36.11115527592091,B,B,B,-47.493285350168335,A,0
Other,M,Christian,-9.257287711673525,A,-133.30460138626094,C,D,B,202.7883776941497,C,1
African American,M,Christian,71.47460775491777,A,52.011838084585314,B,C,A,90.01810706279213,E,1
Hispanic,M,Buddhist,-30.338553888046555,C,-108.32034092414557,D,A,B,-59.11526228855759,B,1
African American,Other,Christian,165.94783534204916,C,-20.981313889576676,D,B,B,-122.2809590296839,C,0
White,Other,Buddhist,-26.042150891967815,D,-164.210836921113,A,C,E,-17.370148352206094,A,0
Hispanic,M,Muslim,176.8492479718117,E,81.47716234553705,C,B,D,-48.88800381913405,A,1
Other,Male,Hindu,137.51737069906744,D,90.14125825409522,D,B,D,94.8511990154881,B,0
Asian,Male,Other,88.84429317322179,E,29.210604986980606,B,C,D,-35.71410602800375,A,1
African American,Non-binary,Other,-16.525784756587946,B,37.50918705688048,A,C,D,106.91548849229748,E,0
White,Other,Christian,-66.02168088656101,E,-158.4179268801411,D,A,B,-47.543870161291125,E,1
White,F,Hindu,-138.30285089844944,E,73.29814717824009,D,E,E,63.900822311572284,C,0
Other,Non-binary,Other,-199.45029083816226,A,30.939542221399925,C,D,A,32.737387100262275,C,0
Black,M,Jewish,204.1442352900554,D,-29.91711466285789,D,A,D,-98.11550208361571,E,0
Other,M,Muslim,-114.23099274327714,E,36.66356211028029,C,A,D,-29.931873813069547,E,0
African American,Non-binary,Hindu,10.41192343859528,D,-5.89098363159589,C,D,C,-171.7837375807733,B,0
Hispanic,F,Hindu,7.832976059740634,A,41.98379708464659,A,A,D,57.838085657718594,D,1
Black,Male,Christian,-29.40222192853917,C,9.751529798033399,E,D,D,-42.73298411682865,E,1
Asian,F,Hindu,-61.05698471141662,B,31.285078931011277,C,A,E,-127.31133879923604,A,0
White,Male,Hindu,68.84123223056005,D,114.1374920699619,D,E,C,-31.564692866601145,B,1
Black,Non-binary,Jewish,18.644695217717384,D,-5.566399575511663,C,E,B,-20.887445815075644,D,0
African American,F,Hindu,-18.56485488302884,C,70.09465973383448,C,D,D,15.155281989906907,E,1
White,Male,Buddhist,-24.464229240718037,B,212.77962570245577,D,D,D,-89.2413472601986,E,0
Other,Non-binary,Hindu,47.034484928671475,E,39.76089607967365,E,A,B,-21.834734960881814,B,0
African American,Other,Muslim,-24.730615512176602,E,58.842180826411116,D,E,A,-32.22916107324304,E,1
African American,Other,Jewish,112.13965476613319,E,-139.03705794593986,B,D,A,-61.45787569681428,D,1
Asian,Non-binary,Muslim,-229.26892669334458,D,-44.89324504332476,D,E,A,-51.38516536060236,D,0
Hispanic,F,Jewish,-175.24002246220846,B,85.10308977565066,C,C,A,-39.87082285660498,D,0
African American,Female,Jewish,-34.76224450829684,D,-85.32930416781977,A,D,A,77.65791542491253,D,1
Black,Female,Hindu,-75.04462688236251,D,62.79895251401169,C,B,E,240.09677106074108,E,1
Other,F,Other,34.41270332528637,E,-12.034811789860415,B,B,E,8.149518735624603,C,0
Other,M,None,-235.05436524544012,D,17.468666902284205,D,A,B,11.965518918683376,E,0
African American,Female,Jewish,-144.06434651268404,C,-87.35027274908178,E,B,A,-203.29987830370408,A,1
Asian,Other,Hindu,-74.46510950014816,A,-90.77136592802553,A,B,D,-38.7109761810721,D,1
Other,M,Jewish,61.36958707413677,D,102.95479390301996,C,C,B,9.384524825984006,D,1
Hispanic,Other,None,89.51162485869658,D,-126.0410818797681,C,D,A,-203.5219773071741,A,1
Other,M,Buddhist,-96.12356939677241,A,46.79412966992877,B,C,D,-121.85304214168906,E,1
Asian,Non-binary,None,7.265280871109847,E,61.81158467496497,E,A,D,136.73478307238358,D,0
Other,Male,Other,-14.18884913810372,E,17.09135074413207,B,E,E,-69.71186250669987,D,0
African American,Female,None,-16.31598029020741,E,-21.796119305886844,B,E,A,10.785875436204114,E,1
African American,Male,Christian,98.92098476528692,A,-75.70514241212032,E,D,A,132.48325884481005,D,0
White,Male,Jewish,-222.18625142240404,C,-66.0153499680991,A,E,E,5.8852997350646845,E,0
Other,Male,Other,124.2456190102311,E,74.52788883548885,E,D,C,10.974673111171475,A,0
Asian,Other,Muslim,146.8893855172514,D,69.1017751539951,B,A,B,-62.010468747679184,C,0
Other,F,Christian,-49.65668888589298,C,-82.52966133094922,E,C,E,-26.859611124066028,C,1
Asian,Other,Muslim,109.38749217532968,A,134.1361464413025,C,C,A,-51.83928718717039,A,0
Hispanic,Non-binary,Muslim,3.547990579368928,E,-222.61399719167622,E,E,A,-188.6809194911677,B,0
Black,F,Christian,-48.937257502637074,C,-19.583814290851222,D,D,A,117.39925476565516,A,0
White,Male,Hindu,176.61318193809998,C,-173.45352118784402,E,A,E,50.58876462262339,B,0
African American,Female,Jewish,149.38766375004423,C,201.6057045481552,C,E,D,108.28825626825387,C,0
White,Male,Other,-50.68282899815152,B,-119.07230962553909,A,B,A,-63.47096566873888,E,0
Black,Other,None,39.39685918247019,A,-107.25425353961401,A,E,C,-42.11073180232929,D,1
Asian,F,Muslim,-73.43171249660826,D,-138.7432249249392,E,D,D,-119.92314864210081,A,1
Hispanic,F,Buddhist,7.562797012987025,D,164.16015924441552,B,E,E,33.58650619811353,C,0
Other,M,Hindu,-20.757747229798753,A,29.135907073267482,B,C,A,67.69135278638426,B,0
African American,Other,Other,-160.08753260356988,D,110.96587509770615,B,B,D,-86.01136357441402,D,1
Other,Female,None,-87.66088369151612,D,-19.302113193137835,E,B,E,23.427395384324296,B,0
Hispanic,Male,Hindu,-41.78664279957604,C,-111.81069889538921,A,C,E,162.4474980006708,A,1
Hispanic,Male,Muslim,5.393285666077563,E,-109.63725521056249,D,D,A,113.3033659074884,E,1
White,Male,Buddhist,-32.9766195823938,A,-47.790316902345225,A,D,A,-100.52744696942462,A,0
Other,Non-binary,Jewish,-59.47812939262626,B,-13.576258151539253,D,D,E,73.3841921523382,A,1
Other,F,None,-271.24441309705924,D,17.401358685785628,C,D,B,-20.480929477564278,B,1
Hispanic,Non-binary,Buddhist,-96.87864121719826,D,84.92279798301459,E,B,C,90.76887379315363,D,0
Asian,Female,Buddhist,1.828993201933619,B,-33.414962850672495,D,C,B,-183.8807083945093,A,0
Asian,Other,Hindu,104.66276598357587,B,159.30194207234373,E,A,E,23.189076077757843,A,0
Hispanic,Other,Muslim,-100.98731717940947,A,-126.83385417852269,B,B,D,-47.65408920314683,D,1
Other,Female,None,94.61672866046945,D,52.95190106070955,E,A,C,51.56073121191174,C,0
Asian,M,Muslim,-202.72456606942177,C,63.02564976462741,E,C,C,112.238301743221,B,0
Asian,Other,None,-137.45847240034567,C,197.43834583970786,C,C,A,-52.243820560545664,B,1
Black,Non-binary,None,87.03074635582038,E,77.66678362352705,A,A,E,-135.84433961685815,E,1
Hispanic,Non-binary,Hindu,63.01241737779336,C,-6.428603404137647,B,D,C,100.97725042976326,E,1
White,Female,Jewish,-207.86665065661808,E,-57.038261670405674,D,B,D,72.08064823589994,E,0
Other,Other,Jewish,-10.21215974715136,D,-27.721530181647747,A,E,B,-69.37823115145437,B,1
Black,Female,Muslim,75.27633807098809,D,-44.20204309096468,B,B,C,-14.449269281915713,E,0
Black,Non-binary,Christian,29.13249773237826,D,122.35647751691525,A,E,D,55.400192749357835,A,0
African American,M,Other,-148.22562188796098,B,239.7731789879493,B,C,D,-30.213835446604246,C,1
Black,Female,Buddhist,20.02714379915406,B,243.0972749598487,C,D,C,-14.202956359055685,E,1
Other,M,None,-55.72590915655796,A,143.26796534624876,A,E,D,16.946295383879782,C,0
Other,Other,Other,-44.99786707739843,A,67.47647275329373,C,D,D,-25.9644993609846,E,0
Hispanic,Other,Hindu,-17.310357515359108,C,-91.85305822948206,D,D,D,79.29324819650347,E,0
African American,Other,Muslim,115.51296906204442,B,83.36489169892498,E,E,A,81.08294698836256,B,0
Asian,Male,Muslim,-22.601838489316563,A,41.01118379557418,B,A,E,-187.8466940100157,A,1
Other,Other,Jewish,-59.49490022100391,D,-62.7385703171065,D,B,A,-58.318924217256075,B,0
Black,Non-binary,Hindu,68.95220458116609,E,-52.11422482429155,A,B,B,-65.3040165459411,C,0
White,Non-binary,None,99.61176956675006,D,52.38227403462232,B,C,E,30.42288732575347,C,0
White,Non-binary,Jewish,125.52298580400338,B,-34.204233472548836,A,A,A,141.71874469501702,C,0
Asian,F,Other,-107.12692402966107,E,-123.34200616837505,E,A,D,47.59963608253083,A,1
White,Female,Buddhist,-78.01884127210948,A,-113.39160101333583,B,B,E,-1.9070702173369887,B,0
Asian,F,Christian,-140.54264819861586,E,-93.94760282811902,B,B,B,-49.89442525118611,C,1
Black,M,Other,-67.57509084003706,B,-41.08307132341861,C,E,D,-139.40676228571357,D,0
Hispanic,F,Jewish,-48.81577277375433,E,-131.6562598070098,A,A,C,10.606539636184431,B,1
Black,Male,Muslim,-199.0461471711759,B,93.95382057618754,D,D,C,-9.72423638420178,C,0
Hispanic,F,Buddhist,81.43387157503157,C,123.14273219411487,A,E,E,-103.46433506257404,A,0
White,Female,None,5.001818242908813,E,-37.45037705341021,C,C,E,88.59540062844191,D,0
Other,Female,Other,147.70424879440543,A,27.137250380972567,E,D,B,-53.6783772305365,A,0
Hispanic,Other,None,-55.6061871904913,C,-37.90388110256042,C,D,C,99.40817993284155,C,1
Black,Male,Muslim,-145.6743074643262,B,33.59080617151222,E,E,A,-24.35213214933683,B,1
Other,Non-binary,Jewish,-26.163128518377306,B,68.24216533165705,B,C,C,55.037629471513306,A,0
Black,Male,Other,-29.7691482389641,A,-57.59770962002191,E,E,E,-104.25755608746468,A,1
Asian,Other,Christian,-5.435981505378443,A,-78.64324196955496,D,A,A,-24.84125135275641,E,0
Hispanic,F,None,68.7010626429174,A,211.669412461284,B,E,D,10.729550063829647,D,1
Asian,Male,None,-64.57165523396347,A,159.76271639190082,A,A,C,90.72300563279214,D,1
African American,Non-binary,Hindu,28.41282772817777,C,50.03502755734753,E,C,A,-87.27392571064034,B,0
Black,Other,Hindu,-56.14628344203618,B,138.72664054641405,D,E,B,190.14727539466656,B,1
Hispanic,Female,Other,144.34731893055925,B,142.98147513825205,D,A,C,78.9151224452628,A,1
Other,Other,None,96.38351433062952,A,195.82550332199025,E,C,A,-14.534806749435342,E,0
Hispanic,M,Muslim,-4.878424559411291,B,256.8347332805836,A,C,A,46.66487527619516,C,0
African American,Other,Hindu,15.448601929905209,C,-164.6587290795079,D,A,A,65.82922588612202,E,0
White,M,Hindu,-39.03470505305396,A,104.28089564142171,C,E,D,29.58388623739886,B,0
Other,Male,Other,-126.83720507168539,E,186.81465388623914,C,D,B,-121.77562156162563,D,0
White,F,None,-10.6331482733982,C,-40.09756503737625,C,B,A,96.71748225767195,A,1
Black,F,Buddhist,-69.26819433171478,C,5.700062435511314,D,A,E,114.51462465290625,E,0
Black,Non-binary,Christian,199.95467945742652,E,-118.51069031082461,D,D,A,-52.72074935319754,A,0
Other,F,Hindu,-91.89786605501156,D,-89.18027464877487,C,B,C,-150.50619759588304,E,1
Hispanic,F,None,-58.71287879786633,A,-79.21094766758556,B,B,D,-37.816444372797,A,0
Asian,M,None,-131.34000068695522,B,-64.28589349370574,D,D,A,2.131730188704932,B,1
Black,Other,Christian,74.14840512303668,D,0.9917711492408857,D,C,C,133.95620351971274,C,0
Asian,Non-binary,Muslim,5.034931015589929,E,116.52950722707025,D,C,E,-1.1522057990910506,C,1
White,Male,Other,127.62670382509955,E,-43.7347823297992,D,E,A,82.80383895448085,B,1
African American,Male,Hindu,18.49393753665247,B,-90.10078274000246,B,D,D,54.78283580488762,D,0
Asian,Other,Christian,55.37134905115456,A,48.37565363437767,B,E,A,-101.16597117277877,C,0
Asian,Non-binary,Buddhist,-106.25843170866736,A,5.19208031850788,A,D,B,55.38401141107976,B,0
Asian,Non-binary,Muslim,-29.26083109311107,D,194.8381195809123,B,A,A,199.00042889716602,D,1
Other,M,Buddhist,133.77051421890926,C,94.992998622373,E,C,C,25.10809259209844,D,1
Other,Female,Other,-36.92989987340452,D,173.07041047560503,D,A,C,-7.823511720876794,E,0
Hispanic,F,Jewish,-77.96650873708619,E,-157.4130052336861,E,A,C,7.696901618269688,C,1
Hispanic,Male,None,-52.530826038723774,B,64.37992614833638,A,D,B,-88.51413535376929,B,0
Asian,M,Buddhist,58.16207223968283,B,-248.26852159175138,C,A,A,26.990700631904314,B,1
Asian,Non-binary,Christian,1.557711562542578,B,-66.70346225954044,D,A,B,-11.113492607599449,A,1
Black,M,None,128.305607187977,E,-20.84034865689168,E,E,B,172.88157523844737,C,1
Hispanic,Non-binary,Muslim,82.20108116421619,C,140.47073515932942,B,B,D,60.53933633809612,D,0
Asian,Other,Muslim,60.27292329605009,A,68.08203664272327,A,D,C,44.66735286473039,E,1
White,Other,Jewish,-230.62150263300123,A,46.63876829479518,A,B,A,-60.19613660918388,E,0
Hispanic,Female,Muslim,163.5257273515806,B,93.46103268149308,B,C,B,-106.03062668653145,E,1
Other,Female,Hindu,56.811053637128495,C,-149.96741895108582,D,E,E,-40.281730569509946,B,0
Hispanic,F,Other,149.04759695568913,A,167.18117041112845,D,B,A,-81.4082056552522,C,0
Other,Non-binary,Buddhist,64.7689983310397,A,103.80350463981047,B,B,E,-45.7053664434941,D,0
African American,Other,Other,164.2097847891284,E,14.711360288580213,B,E,B,-8.537809249700796,B,1
Hispanic,M,Hindu,113.36183095070255,C,271.93985207927085,D,D,C,103.58742767484104,A,0
Hispanic,Other,Other,-77.88928446275108,A,53.444396682730755,D,B,D,109.6461350444514,E,1
Hispanic,Male,None,-193.05373074163305,A,-94.28907153055329,A,A,C,53.83904843741563,B,1
Other,Male,Muslim,-178.13661499658244,A,-59.85922492244546,C,E,B,-21.6839779376058,A,0
Asian,Female,Other,74.19055483371821,D,131.1716190382867,A,E,C,12.546005354363698,B,1
Hispanic,F,Buddhist,-70.43311551868295,B,49.006584502268694,D,E,D,207.94355871447627,E,0
Asian,Female,Jewish,-30.737490558403486,E,-286.61016015598335,C,D,C,-41.93438043097786,E,0
Other,Non-binary,Muslim,82.66980153580509,B,161.127588492624,E,D,E,-127.85458581871687,A,0
Black,M,Buddhist,-13.866848039891247,C,-123.28262634391862,A,D,C,65.55830189484723,D,0
Hispanic,Male,Hindu,-27.965408656136308,B,-97.62056633097689,A,B,C,59.08053013661389,E,0
Hispanic,Female,Hindu,140.40605235691618,B,-158.17069578310142,E,D,C,-161.9898648146995,C,0
Hispanic,Female,Jewish,-23.462188391811733,A,-26.71121233270985,D,E,C,28.26457379305447,A,0
Asian,Non-binary,Muslim,53.65216033756044,A,109.34472638503206,A,A,A,10.620158658289231,B,1
Hispanic,Non-binary,None,3.8681418537285563,D,27.870684894643166,E,E,C,-53.78309905903513,A,1
African American,Other,Hindu,-68.13404932793293,A,3.4995225447131864,B,C,E,-127.06362251406662,D,1
Other,Female,Hindu,107.66617693143078,A,45.246920547056,D,B,B,205.35035048469288,E,0
African American,Non-binary,Hindu,-123.80809538402025,B,-97.75545773151907,B,A,C,-23.489220360840104,E,1
White,F,Muslim,45.29880994700064,B,151.59092798919212,C,E,A,-68.89834723489756,A,1
Hispanic,Non-binary,Other,-80.23611815899736,C,13.374439532073001,E,D,E,-41.11244117027504,E,1
White,F,None,-137.66293625619517,C,169.1876257401244,D,B,B,103.58568282134033,E,1
Hispanic,Male,Other,229.71849708870624,D,-11.598629999101927,C,A,A,6.9224149577377565,A,0
Asian,M,Jewish,-63.93139267220423,C,-93.60882711333407,E,C,C,-70.79753268670464,D,1
Black,F,Jewish,12.345290825165577,E,117.01812941436214,A,C,B,-51.88094329903248,C,1
Black,Female,Christian,103.08874266145381,A,-43.72898616097432,D,D,C,27.11536922305433,B,1
Hispanic,Other,None,73.38489446183408,A,54.464370893831806,A,C,B,37.45981539134661,E,0
Asian,Male,Jewish,-66.57874412901546,C,154.6275949954387,C,A,C,99.07552866688381,E,0
Asian,Other,Other,191.6241787939861,E,46.13465468085345,C,D,E,103.32662443060407,A,1
Asian,Non-binary,Hindu,-92.29545377502589,A,43.2973001090435,D,D,D,-88.15139569397998,B,0
White,Non-binary,None,-1.7409506879141574,C,3.6516289007836344,C,E,D,-157.90333268331895,E,0
Black,Non-binary,Christian,90.79729869295817,B,-174.43774272396334,C,D,E,-163.11791673131148,D,0
White,F,Christian,74.61930842095367,A,-105.86874172260747,B,E,B,21.72119385579148,B,1
Other,Female,Muslim,-28.09006128879395,D,255.8629352966601,A,E,E,206.9802101482696,C,1
Black,Male,Christian,-20.499400920124483,C,-61.077539775480375,D,E,C,-76.34346305512817,A,1
Black,Female,Hindu,-208.155660467185,D,21.719496912269165,E,E,E,33.034094576487476,A,1
Hispanic,Non-binary,Muslim,-58.65543703756111,B,-135.67527126266384,B,E,E,93.69459025396924,D,1
Asian,Male,Christian,-86.91739388502756,A,-90.30116006805275,C,B,E,86.66054781852664,D,0
White,F,Christian,-8.555469061974534,A,-45.086475643800824,E,E,E,-59.33665176705399,E,1
Other,M,Muslim,-7.929754715595438,C,180.85932752771282,D,E,D,-24.618775033810152,B,0
Black,Other,Muslim,-54.98801803112353,C,72.29797965749617,E,C,B,8.062408896557036,C,0
Hispanic,Non-binary,None,56.26014034482497,A,-110.18473597896865,A,A,C,20.231247581207647,A,0
Hispanic,Non-binary,Muslim,-142.88909241421038,E,-146.5971226593271,D,B,B,-44.12732515624525,A,1
Hispanic,F,Hindu,153.28188544189442,E,-90.7461274064584,E,B,E,58.82752590661543,B,0
White,F,Jewish,106.33674851123106,D,-68.65575229034,C,C,E,256.0081354303491,A,0
White,M,Christian,-0.4004864183528826,D,-69.09687312725886,E,B,D,141.2579700868448,A,0
African American,M,Christian,-48.72272251838186,E,80.13832075939497,C,E,C,-24.075860870843204,D,0
Asian,M,Jewish,-78.19513632133287,B,-24.104349593098316,A,E,E,-59.819933311123286,A,0
Other,Other,Hindu,-154.79704982789397,D,19.556898039773525,D,C,D,80.55256969238438,D,1
Hispanic,F,None,-28.116787260905763,C,-15.885406201432446,D,C,D,-155.66642601477054,A,1
Hispanic,Non-binary,Jewish,10.291206048324208,B,-265.2181927404381,C,C,E,-45.58688673047504,D,0
Hispanic,M,None,67.73578968396585,A,209.8434454131413,B,A,B,-32.626627631907105,E,1
Asian,Other,Other,63.96744439623857,B,-212.50799941950825,B,B,B,-101.59595038624391,D,0
Other,Female,Other,88.92698917726825,A,-326.9665535587621,E,D,C,-82.83999108674254,E,0
Hispanic,Male,Jewish,-12.414907059134288,B,77.28448572928308,D,E,C,1.000549954617777,E,0
Other,M,None,219.35531870567257,C,177.45860218386642,B,C,E,57.87264185866486,D,0
Asian,Male,Hindu,126.55220783850731,B,-42.79828370868021,C,D,B,-64.84239291771317,B,0
African American,Male,Other,-18.969219193815196,E,-14.842737738211472,A,A,A,-116.55347415868047,D,1
Hispanic,Female,Muslim,41.51331588956783,A,-8.181743599193206,C,D,C,-50.705887567522765,C,0
Other,Non-binary,Buddhist,113.05082606770307,B,2.308644442407488,D,E,D,43.299087003080245,C,1
Asian,F,Other,11.527808346422301,C,42.49422863079887,B,B,B,89.40833592897563,A,1
Other,Female,Jewish,-99.52814778412876,B,152.01453405421702,D,D,A,19.208210019348638,E,1
Asian,F,Other,-65.19872922199961,C,-175.5962727881742,B,A,E,65.41690257869998,C,1
African American,Male,None,31.397425309472982,A,-72.95360004248023,E,A,E,22.93166909514191,D,0
White,F,Buddhist,-16.311979979228237,D,4.8256055748350635,D,D,D,133.52906146440725,B,0
Other,Other,Jewish,176.47984336021167,A,-115.45709216082467,C,D,E,253.18089924992643,D,0
Black,F,Other,-92.68607916739813,E,-83.39822118149515,A,B,A,20.21956554283776,C,1
Black,Male,Christian,-77.71988608357267,A,-145.5739415936738,C,A,D,-186.38053766393134,B,0
