disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Both,C,-87.0684525466693,42.397829531355704,-34.583141743768365,A,-21.41710671405094,D,178.51184954095072,E,C,-65.98311081420552,-201.05913617859034,E,-155.08414539787162,C,-161.32892098321227,0
Physical,E,66.70174222123951,-49.21749387229825,115.67090857934122,C,-67.3065224734696,A,-48.157501467738086,C,C,103.49235248953602,13.865345059809172,E,-34.98642868519439,D,95.99044656832592,0
Physical,A,-48.83941410601173,-63.612742123736844,12.913388473821682,C,-59.29986563152051,D,53.580261024859574,A,A,-17.987686162850803,-149.62411342944324,E,-93.00390621974846,C,114.58596571658465,0
Yes,D,-12.0641475412956,14.377733684754265,-28.82484483511766,E,27.974090254811905,D,40.69991440140139,C,D,40.04861690031776,53.40926730349862,C,-81.0649470604499,B,13.285814870768931,1
Both,D,-64.35286714208864,49.09076009469285,139.3599915601011,C,-21.41785410193374,D,-82.57663691626213,C,B,-71.6264127947309,27.6293710385144,A,-239.9747780867042,B,95.39045341000003,1
Mental,A,-63.489736531756655,47.16632765211755,-53.15776004223029,E,-97.32773931809045,E,-77.61107439906988,B,A,64.13946740649689,-148.9641618855309,B,-48.12080012813572,D,4.218638993553705,1
Yes,D,119.59049430366413,67.25810281005128,-34.90868906329243,C,-50.48579102704309,B,-161.59959604975697,B,C,108.27699860915017,133.44167554835278,A,-20.8964793250484,D,136.06416475608899,0
Physical,B,81.11800360227758,-36.84896154033059,-2.9490526796868677,E,-1.892532249378195,A,61.611979269184545,A,D,36.353635725486065,19.56856366726936,E,-166.9246395862743,C,61.29784618032874,0
Both,D,-57.627483747419184,69.70490423961452,-60.547991158817126,D,108.40631664436246,A,-9.344060644543926,D,C,-7.698145126609971,-117.51588730642608,C,57.03670297688518,D,97.37373445020665,0
No,C,6.484390565874818,-88.36660760245576,-64.82022993199035,A,46.9579499331309,A,9.264500701748208,E,C,236.56692513840252,-95.41901412017508,D,-156.90014314190705,D,-24.24727184653435,1
None,E,-106.01235173502941,95.48734314949542,1.0367775870213667,B,-42.93152398819316,D,34.005968854856306,D,B,16.888488632952452,148.09815577364105,D,81.23375605473129,C,109.5399451631901,1
None,E,91.0166367012803,-55.34340114159074,-140.8934980338962,E,-27.063987681109168,E,-99.61256409880656,A,B,-98.84483238711867,72.07695017943622,A,-7.690512314932738,B,178.49776152412616,1
Mental,C,-28.58106067035851,12.962153855600212,-53.60010443230785,C,-297.0475768359655,D,-164.7088577465057,E,C,-109.58096893462425,105.75852221229987,C,-49.80665956982179,B,54.05503699519868,0
Yes,E,127.8237540637583,43.93814502155527,-52.37753410831875,A,17.72559849766203,C,-35.894907707383226,B,C,187.98158702610988,115.56683231466074,A,-20.178980779659792,A,237.21439844733658,1
Mental,E,-146.2878358370418,-226.9535896004887,95.0346937724453,A,183.65747077162152,A,-61.904684265480846,C,A,209.0492094842994,-31.98965662545861,A,-95.78539208782674,E,31.317525393721656,1
Both,C,-89.49359806242424,-33.95092824010436,30.794076262009266,E,77.92088693903118,E,-111.67753166942369,B,B,-127.02290868328807,7.18519064467954,D,132.8309005185757,E,-7.684681901242641,0
None,D,59.21421564608268,-178.21243283209057,122.00556656106585,A,160.3217694606998,D,20.935787863370507,B,E,-59.22294479683623,-134.54297378115643,A,10.532337123837758,A,29.897678556728525,0
Both,C,-114.94399853662662,-222.3588892989561,78.08217089480931,D,-68.5368474808511,D,65.52453769382782,D,E,41.46089537903675,39.05751568606434,C,-104.43821667568494,A,-3.714049961986233,0
Physical,C,106.2502993693221,14.373188157775415,75.00013858433593,D,9.118837137698119,E,-111.48438067195943,A,C,-89.52455909213045,10.657754133401633,E,-37.44874476741521,D,-21.327508240573927,1
Yes,C,112.55712892253811,-134.24793568526644,-0.05063756204140732,A,-94.04188436254977,E,-232.13029544389366,A,A,-60.163255340266076,45.56240031119223,E,42.08388710303035,E,-161.77222812290836,0
Both,E,-50.86148314746759,-26.3288492242627,-125.60193223909994,E,-73.7120065980415,C,114.97490021020857,C,E,157.82434511311675,-22.168092047720624,B,-10.902357647135336,D,0.12816895913664206,1
Mental,E,-190.72348414820647,-107.94569362240303,-41.67526864135805,B,-89.66481266201927,C,-182.52220072422068,A,D,2.670438161638938,93.63542952719386,E,78.28493664841533,C,-111.35558691218479,1
Yes,C,190.7391990266747,-45.27506513783289,38.241983779915685,E,95.95169322344348,B,118.02496038037917,E,A,66.08919831351655,69.84213099184377,E,-139.96022846865978,A,10.33029414767492,0
Physical,A,129.23379832684597,-63.181442623722425,2.7822119190708174,B,-8.620291987840144,D,-80.1378677111767,E,B,15.202966995376574,-194.07144100609165,A,72.83657582297816,A,39.348935729565056,0
Yes,D,14.456252528198425,140.75074435690425,78.90434465755986,B,-18.817754935564277,C,-149.0062710389812,C,C,-71.61062249279743,53.258412618279706,E,-201.55867978299042,D,150.6954348918165,0
Yes,E,61.89129602219858,-17.036850926984062,4.152076155786507,C,-111.11135492954926,E,-133.200939102508,C,C,70.20217286494463,-60.27899938387462,C,67.02440160414386,B,-154.0100081284806,0
None,B,-37.78645462815217,78.85915567211325,-53.34586061979295,C,220.36190537613442,C,-42.0374860830777,E,A,-120.95065111961634,154.9898606330379,D,-103.35428755477952,A,113.9573861336616,1
No,A,119.06478812399486,-70.82733173135485,-24.702564929915113,B,-15.883708750427349,E,-1.7909624282004863,E,B,24.949254004004825,-71.51186037854575,A,-12.01290459428209,E,93.22458421619068,0
Physical,B,157.26612384304735,39.235479479962535,-75.8141236001408,D,19.018699583418822,A,17.685807996692642,A,C,45.42921542526335,83.38402425673591,B,-42.58677186264517,D,-32.81535230658355,0
Mental,A,234.21178075737973,54.33969039910666,-195.5893028089567,E,-70.79301013888427,D,-38.42184354536282,D,C,25.376640369360942,-90.460852831551,E,52.251008518016405,C,-9.89275417190169,0
Yes,D,113.85823087447666,-9.682630123281715,33.7995814263305,E,-38.995904488862905,D,-5.884155833842016,C,E,-28.459508312177572,3.9087778039160943,D,96.11533930126637,A,87.1501298695644,0
Mental,E,-7.775019643772114,163.2584651386104,-74.64194158198268,B,63.87723014198542,D,70.12283368112162,A,C,94.14396254098456,26.957562572603848,E,-82.25749898783712,B,30.788885896452715,0
None,A,76.09766136455112,-133.22414528805183,12.499621469322596,B,83.9784962575054,E,180.27832150782422,E,D,-149.9497056430416,68.1473707964073,D,-73.84805216783334,B,82.28237319046336,0
None,E,61.642250331992074,113.45750835125168,-41.45619432440047,C,21.714650651081797,B,-34.607725170444766,C,D,-153.89635503835416,-3.879209335024427,A,-219.20593406987905,C,-1.5386226173371376,1
Mental,D,44.21680034505483,-10.225873077233244,-218.92200658948494,E,76.14610074014277,A,73.70534583202384,B,E,-17.71403629580553,69.17505529371442,A,38.89632097897471,C,-15.171273446524564,0
None,D,25.8336302272274,134.48908849693237,66.69677665121624,D,90.42769813019717,B,-61.90966167714771,A,E,183.94701093042067,-147.441294677219,B,104.98419167853629,E,-79.50129899628469,0
Yes,D,-42.679532091910495,-48.579048452382224,111.7544335188873,E,-12.34893435082145,D,-22.652736172721646,C,E,110.23663910896215,40.46869559739724,E,-38.8743830094619,D,-73.96301897139537,1
Mental,C,87.12024630375745,-35.94630465222748,92.52114359157511,B,5.056376316737941,A,6.320796739259826,B,A,131.216243577226,-68.68633535435926,D,-51.680738223329335,D,52.703716890906826,1
No,D,15.519630104373045,135.8766307823181,29.41052998193296,B,146.96939426722432,A,20.038571928502442,E,E,110.61266065727371,-47.854285957276936,D,-61.7220958591307,D,136.0560364261877,0
Yes,A,111.62188672179583,-69.13599705609033,171.98541659477254,C,-195.53800992479654,B,0.8167972317748182,E,C,180.66138623418067,99.93627162342119,C,-36.847978613900764,D,-19.8383732148811,1
No,C,-172.7031677339197,-136.68610519987698,50.90524342365909,B,164.5608259794394,A,77.74253031354122,A,C,268.0668548682795,-3.1511892176208014,D,110.31085237126288,D,-13.522886958287273,1
None,D,25.902668618056886,-103.3235875071588,-171.21940834064952,E,5.89710949450883,E,-91.8867520227781,B,A,36.570915601466,-3.3735341792425837,C,29.781808300264128,A,-137.2703841670142,1
Both,C,110.80256533787578,-91.72072438730117,-282.43118770581276,C,11.837863989347913,A,172.247817370762,B,A,90.16935040255089,-76.5023641554284,B,64.56582596839647,D,101.39646978745493,0
Both,D,-77.04600815476239,122.3527897264713,-99.58812830834015,D,134.23417583148583,A,96.18984454240011,E,E,-79.11718793512266,306.9505844737076,C,-21.81851942629684,C,-79.68066875428501,0
Yes,D,-48.534689929067845,26.703037152565766,57.32036647475787,C,-50.35017735556075,B,44.83300556822462,D,D,-48.5171060754396,190.37686940484636,D,-90.38364853772605,E,74.98798142820331,0
Physical,B,-98.10830812503598,-84.02202663168433,-31.440454490998714,B,-132.31439687789896,B,144.7289341262723,E,A,34.489014383148664,132.95576181138446,B,-100.24450225302553,B,131.4083272115374,1
None,B,57.41691152036217,130.28124610665765,-92.43251091418199,C,-70.27909187219778,C,-78.64238983066038,B,C,-27.676454965684915,-39.86141206211952,B,-0.6801142716804565,D,-56.99285912083389,0
Yes,B,15.67966951983969,-95.38870021282273,-36.541348357378936,E,55.695094868450134,D,-119.64951551050295,B,C,154.5286274410862,-40.16591943786973,C,6.659187928760208,B,67.38004652820348,0
Both,E,51.91933554220447,12.388443790833518,22.2613858945925,C,22.972121847445386,A,-54.42432435515728,D,D,41.881829200360734,-140.58073527463776,A,106.33190056289212,B,16.38243906327712,0
Physical,A,75.68278136505587,76.86852852535637,-15.123153724804453,C,-53.03865491410535,D,-110.76310868544968,B,D,107.641965114671,-184.5683663651854,C,40.23007785612908,B,-188.4392623776353,1
Both,C,11.44392531286607,-88.41213825215443,-31.26000100917298,C,-18.58747830876208,B,39.856902379352874,D,C,-51.352405758814214,-17.426315743659522,D,178.26153639026222,E,175.00892506502075,1
Physical,A,110.20719342925975,192.23408814417186,-199.80758152907185,C,34.42337153179094,E,-20.294727438983067,A,A,37.07746290201299,-99.11714916298436,A,-91.55391015115794,A,-118.82790807099855,0
Both,C,93.55177438989445,-134.00384571300748,86.31156724284018,E,17.80376650475666,B,106.72631412130886,E,E,112.72756499721228,-58.56697078471773,E,84.30254765163177,E,-11.91682766657455,0
No,E,77.43605655226162,104.17884113268823,-135.34901944398962,D,3.668006900729486,C,38.04179877972495,C,C,-77.56927783304582,188.66746594773267,B,-40.93608057577452,C,-15.230384191795334,1
None,B,94.71564438586478,-82.07767182776185,-95.57885141794816,E,-62.62469608070723,C,-82.55573867227746,B,B,32.62186326693599,-164.27614977209512,D,-77.44416528641214,E,18.503155894501678,1
No,B,-116.94416197422113,-17.730404230700483,-99.41968628205372,D,1.0600695509788511,E,-108.76782484314987,B,D,-34.29738588671204,-6.654607417576748,C,114.19837082623377,A,-49.1759600849475,1
Mental,E,65.36297170583455,24.697919350434994,-32.687675538016386,E,-25.808846899613414,E,102.79717034950843,E,D,-128.17898545865796,-46.008287694853934,A,-8.994296620159957,E,-70.5323523968744,0
Physical,A,42.6492964941395,36.353813734904996,96.5591209363457,A,96.18138750759707,A,-19.334995600459305,B,C,45.10609482068053,85.26818918734051,D,-35.63097271903955,B,31.18195404441665,0
Physical,D,-81.30555810954131,-0.5630570655428271,41.82559394729704,A,-15.431355730337607,D,-74.84198231288278,A,E,147.50170531068184,-3.4534076670872897,B,-111.41274144253101,A,250.85912328390071,0
None,B,-282.73463483854886,-22.19729670682719,-6.691152940122208,D,39.33763424274809,C,92.68980442584693,E,B,155.7710041568305,169.03348225544238,A,-1.3142821416640402,B,0.467824589978768,0
None,D,146.9761150253687,58.6685179367207,-7.516293471869148,B,244.41847726661456,B,13.669516866275302,B,C,74.4935233598139,12.50138216061589,A,6.656821941225584,D,13.01078024313656,1
Mental,A,-5.851671127621355,140.14541867466787,-93.27948729066226,A,-19.93112894446068,A,-39.77891466956311,D,C,96.20399124958321,13.434290260363763,D,36.74844085044865,B,26.961077275375402,1
Yes,E,-77.84320894053806,-14.499578174519051,-67.83694334477144,C,-72.25263592483908,A,-16.71065909403219,C,B,-217.7830316952542,-100.94789544437977,E,119.78233736077044,C,53.96093146416112,0
Both,B,41.90673399488922,-87.19385625977534,91.55295144305192,E,39.90789825383789,C,28.9525064075803,E,D,32.38972870965996,-92.27308303332619,E,-42.98631696237294,C,-16.22256858877453,1
Mental,E,-104.16456891273378,-3.9252885251113283,94.57873364633329,C,-120.95814463695046,C,-15.801847889078854,B,A,-108.19148179065961,-7.125796794578379,A,123.14284749986642,A,194.93352013781256,1
Physical,C,74.83626738468965,0.5839211840775612,-127.28800984211523,B,51.20501472193217,D,42.30852832027047,E,E,152.42509765763964,-35.314588493334156,E,-181.96916522786,D,141.19846129852368,1
None,C,-97.71703760540976,119.99562722060342,-36.86785368137331,E,24.0641381235312,A,-6.90767144895729,D,E,-77.45579253452581,85.3932646840268,D,-3.802540738695442,E,67.94622903177805,0
None,E,-117.72882074495756,65.96788218125248,27.27525453200742,D,-33.08298239559512,E,35.16284206151561,C,D,-53.2342000730997,-89.84535703243532,C,-76.2911258371435,A,102.32610335362409,0
Yes,E,32.32777616069502,-100.1852696638246,-145.93977945167296,E,54.72441150198824,A,-126.04893644913527,B,E,-167.44440149279646,132.67379432507508,B,-187.91442526654967,C,-30.8334507988329,0
No,A,28.912712908593484,-46.59173213914455,117.250013224314,A,45.239294607909436,C,203.59792005369175,A,E,-77.69740167532389,50.22017954692735,D,-67.79096020637508,B,107.40876854141868,0
Yes,C,63.39778144500671,-117.01517110898523,99.89947486303531,B,126.46842309326603,A,-155.13187825490567,B,D,11.13413761639157,-158.9467651303216,B,-154.5007649681055,A,14.281743813756705,0
Yes,E,-26.459694214681377,-239.5742394802879,-75.18776678542724,E,-69.61567156266707,C,75.0935725126573,A,D,-171.5289620260141,-141.36778973943984,D,-55.567145984415745,E,25.769572192323096,0
Mental,C,-55.98344770208238,88.74919641405548,-143.97190265711032,B,-83.93774163944106,D,-53.00477361884506,D,C,-8.605894679342315,50.408806921665914,E,63.347176659761296,C,65.47731177450073,1
Mental,E,62.13577407114986,63.880102926486806,179.15262369346158,C,-72.93255378927378,A,-36.092103998542754,D,C,9.144390883356426,-74.50873919961991,A,99.08108247282905,B,196.98475857341532,0
Mental,E,-94.91582600917855,78.55976935693673,152.3871287900951,D,32.954830976164104,D,-16.46748727379937,A,B,122.28022328311742,-41.59996524611701,B,-90.23710997274917,E,-16.10793295795256,0
None,C,28.56277277759614,27.136189033849856,-31.416926460700395,C,9.568181042150151,D,-224.49161876610253,B,B,-78.84167663195197,31.70521366642151,E,42.905919131074064,D,-87.02858557008118,0
Yes,E,68.89121404918399,-85.90100829469723,15.062751854546978,D,41.811201827091125,A,-35.3274324488774,C,E,78.85107451406014,-25.43294635100557,E,12.925110124143895,C,70.31815491958879,0
Physical,A,46.966672584283586,-115.7865428920085,46.01558146355727,C,-42.86572919714956,A,-111.314695392349,E,E,-43.30246062963038,-86.94907152880663,B,-15.255882873172133,D,-21.404268149234966,0
Physical,D,23.083983225282317,-126.79463634343404,-91.47107945744328,E,112.56845353979308,A,89.49331437946223,C,A,-4.707748041694646,-188.6773301805261,D,40.36300460091196,A,9.291550021799438,0
Both,D,168.35518769085908,60.9190758008613,74.83400427782392,C,3.2168735443649754,C,-47.59373231731859,C,A,31.609096299736407,180.52654104199286,C,-30.981161984384826,C,-8.068794568144943,0
Both,C,-49.2543493367609,37.151650435759684,-9.79149789039477,E,-118.10758153305105,A,-258.3153693513574,A,D,37.97316401606157,129.7887113878655,E,-60.13139920639661,A,0.9899567516884592,0
None,C,-22.668091447169946,-24.29244238643232,99.00412647521726,E,-75.16851464989716,B,-157.27466964266702,E,A,-6.3472681508909865,3.576783545149508,E,39.194702592560716,E,162.898453454093,1
Both,C,-18.14979966585107,-43.35417668577659,-141.9445828684743,D,76.06886174952528,D,76.21880894924101,B,A,-64.35482085912324,-315.33388136903807,B,33.47786234475665,D,163.06108593978595,0
None,D,7.441280939118462,173.59908812812225,-29.456664877569466,D,-96.23403665181783,D,172.0140794657974,D,C,76.81792346523092,-100.28146873109378,D,43.67824733466614,A,-68.12091386977102,1
Mental,A,-39.693951192704084,-30.13035198164208,-15.641022075290817,B,18.161108486659437,B,35.55273840555337,B,D,49.008967201790114,19.205829085598232,E,102.72024109687581,B,-75.50335004676522,0
No,D,-18.784547901321908,298.66646202987175,-34.74428807882671,E,3.2022004021180184,C,-75.24492293369313,D,A,10.100042522641234,-90.35343189090972,E,146.88309561663797,D,-58.672398161356355,1
Yes,B,-140.25921972040513,-80.88934126220182,-40.636912554142626,E,-64.42245362950726,B,6.708112834921375,D,B,-43.74713359149972,-71.3743052523202,B,154.62823581947367,E,29.147759348436473,0
Mental,D,120.75601794034021,68.6816765295213,9.066910749042863,C,137.4668968056344,D,119.7219240814106,A,C,60.636501641162624,-122.87560427273706,C,44.04780671046149,E,102.02992387800514,1
Yes,A,58.92631866785496,87.20735498317187,22.620559889610913,C,95.55121232088203,C,98.09725640258745,E,A,-88.30232629804688,47.27847281344795,D,-177.87788917684603,A,84.64379765143588,1
None,C,-123.38576026077189,93.4114979575695,-20.732912534647646,A,-5.126387289959085,D,-49.06255672861017,C,C,32.495642633726035,112.45256536723001,B,223.4719448838152,B,-199.28999994175888,1
Mental,B,53.87983741767712,-100.06001622907834,-155.24346574142916,B,185.85256972880103,C,204.80288996207122,E,A,31.069845134699275,65.89596577012232,D,-121.02953357027064,D,137.8244430600192,1
No,E,-111.9502797641346,163.470943567905,-83.07932987314945,A,107.91777316201694,E,-41.07421365238469,D,C,-85.3203719541531,1.8768961339357368,D,-196.2621411864333,E,65.80886784172316,0
Mental,A,46.21994391305408,-77.47442105326076,112.17614284402198,E,75.24460728773971,B,-50.37070399011213,C,D,-145.15247637153388,-56.22535115825428,E,66.41424329628688,A,85.33449593159466,1
None,B,119.86348158997657,-13.206579121787138,17.811892820554075,E,183.20038153962957,D,94.21965522293672,C,C,103.02941857474859,21.927465321724142,D,-205.58447944511067,E,-149.1010459708566,1
No,B,276.19207362371594,-149.17277327045645,99.26931688159166,D,-50.32730331694799,B,-51.04115281137012,A,B,-113.30315623558344,26.893552761053307,C,29.751834142755868,C,145.74614907025753,0
Yes,E,-50.029122446347344,184.9024870947217,-58.97993111886339,C,122.1052724094905,A,10.438780317070703,D,C,25.171953855635508,-264.93476409278605,D,-123.02088935630711,E,-19.102921932561664,0
None,B,-51.97804291204603,-11.533310718965742,109.87963273306971,B,-67.81404585656217,C,-169.79346767511373,B,C,-71.48621872652231,41.451458367233535,B,70.24534006664598,B,30.579491586072997,1
Mental,E,334.0819203546411,15.762907346326365,-21.596185774814973,D,132.03496568401093,C,-89.70095249339745,B,B,75.65708322567104,124.09559096281191,D,158.64643937086623,E,109.11109725840326,0
Yes,E,74.31618563206904,-84.47630653409064,-50.234209304178194,E,14.194442202296505,D,135.23312468400746,D,D,-75.6209742559474,-44.65448323842863,E,21.230108733057023,C,-126.23939828081035,0
No,D,128.33619620542513,-185.5619821192674,-4.417196766985517,A,-15.79159499984847,D,-39.341311839177365,C,D,53.151476240530194,108.42446971357755,C,-44.07884146790949,C,185.86668100889062,1
Physical,C,132.59938528631895,138.48019657196394,4.137661433602167,B,-147.71009495377396,B,-74.00747318548598,D,C,136.83141771060625,189.4655773848101,E,-26.527305571149324,E,14.634841037876429,0
None,B,86.54235895434283,-28.99435373424579,15.64234586502658,A,-88.80349969653044,E,-19.12911130402455,E,E,273.10771871179435,69.62373651536664,E,96.34960648908417,A,-57.38986057553582,1
Both,C,30.155596039050298,47.479303738429344,-7.57173071104114,E,-111.12320984168645,D,-29.75929380988129,D,B,-108.0953064409534,-15.140902178808483,D,-40.24953731894468,D,10.474057696688451,0
Yes,A,37.53079980997233,-75.51487503749257,52.74596596964367,E,15.165178376975117,D,151.9008670697918,B,D,-95.57506452074152,-46.93869479242993,B,-104.50775080626403,D,214.42194637096145,0
No,C,-49.95576722037406,66.01499382365611,129.52987073466605,D,200.95132966121932,D,-78.5049203547455,B,C,-197.8095774754485,-77.3659931769312,B,-112.13602284887124,A,70.39752896143999,1
Mental,D,-74.07787120775211,42.78550495337637,-26.338308887019622,E,44.2194926914939,B,-118.62126904517909,D,B,-124.81071350891915,23.216571417407675,E,138.8742990102785,E,164.66568422976084,1
No,D,-9.260591133793246,-20.932498524073253,118.08513852383781,B,203.31451211556032,C,-91.60195214235691,C,E,82.3839250805503,-208.89075812241248,A,85.13098553569198,C,43.98067785985599,0
Both,B,84.97108430183363,-70.9323477105487,-83.25878320333788,B,-47.36251926339414,A,232.64312948722332,C,B,16.049336917352772,-67.46257376261799,A,-2.733260845044418,B,49.71050557458428,0
No,A,-122.68371016258229,-30.566756816150697,93.47018042941208,A,-117.28588737538797,B,-21.331684944615976,A,D,-131.83431915070122,-129.9867624820133,D,-71.79437815613868,D,-15.229329508014027,1
Mental,A,-60.487725117470944,66.54721452042574,-63.07265972650686,C,-59.48735200769551,B,-7.463620671209405,E,B,237.90490394800594,40.44360456932459,A,53.9703959798038,B,-10.772270716597125,0
No,B,234.25146051310182,14.611748963509127,36.956448360015266,E,27.068022201838165,C,123.03456273270295,C,E,57.62812615463282,-271.515066592255,D,164.7071448894765,C,34.09662071147205,1
Physical,B,15.501026270128435,9.932764395052024,-48.60106699163706,C,116.64650739230788,B,-198.10009338335792,C,C,245.36599502433748,47.87786488901021,B,25.98479412804462,C,106.13980419432005,1
Yes,C,-128.541048943581,-6.24331061225807,-28.046448793793587,D,186.0211139926034,E,-8.091303529996702,A,E,120.59512674298412,-26.438961901037167,C,0.708992326931111,A,-98.81144605341493,1
Both,E,44.07077301239648,21.205010366290587,-42.345756309580565,A,21.44922849847947,E,-56.66845014249425,A,A,-120.93803777002566,86.11871774321541,D,-125.0687887297216,C,195.02810761286068,1
Mental,D,148.9318188327348,189.2365960390945,34.14237158933656,E,-71.62411806114147,A,23.448519285432024,D,A,155.22478624466208,-272.53093816679336,C,41.75678357148349,E,-65.02593594571307,1
Mental,D,-57.678787858798856,-72.16666659323923,259.43739654685544,D,-67.94579128425295,E,197.26773174716755,B,C,-118.31927963910836,-180.05630686697492,B,-30.479311530006697,A,50.15787701723872,0
No,E,15.124564523505166,-125.99464769181866,12.54783029670957,A,-75.98838476564615,B,-114.75077799811204,A,B,-31.56379258508491,-1.6193969709359737,B,-151.87281588702933,C,79.71941687634269,0
Yes,D,106.24041796284797,129.59710119572006,-208.61747472516066,E,31.351698234242924,A,25.9515498986967,C,E,11.949445143602539,128.47131898803207,E,-33.66041288589579,D,-54.626319384746346,0
Yes,A,-40.762697690474795,-10.26674765736351,61.82723450689236,C,192.468016072725,B,-24.55627742042566,A,B,-167.06679085977416,121.90980722715112,B,-176.86865791068234,C,-155.02263215614914,1
Physical,D,102.21732488109716,107.37308655553379,-15.7183166873445,D,-56.49524513191646,E,-4.333700448069997,D,A,24.63817674318042,-7.25393879852415,A,18.8623824108356,E,-35.00436603786616,1
None,D,-60.12638134802724,-109.98173298295943,69.44506002746303,B,57.04985547060264,B,-134.74382558567112,C,A,-7.6068685156378475,-12.761878542458483,A,-158.50497275370725,E,78.34184531413024,0
Mental,D,-110.77277590742922,20.696656381002036,36.817188594635944,C,-30.412427676390614,C,-69.20449889860546,B,E,40.431845417261044,52.88773805118069,E,-272.50806645730336,A,24.29294881440437,1
No,B,-22.300394166074604,13.64886750246401,-40.497730582864364,B,75.31460740244785,E,9.204864358936277,D,D,-4.909505991627289,-162.63416837398418,E,-140.74993722559117,D,97.00965767219454,1
None,E,-16.65169449205404,25.05911482014233,275.5974500455617,B,-23.592816027794058,C,-69.00949858690353,C,D,59.72512313074496,102.28263963778352,B,9.00003861455264,D,90.16169779190973,0
No,B,44.25239495157124,175.68555431018603,-15.684045996311708,B,17.99781805775628,D,51.076237285460294,E,B,-6.612408298093272,-12.015056875945703,D,-14.146780988680952,C,84.42788339797775,0
Both,D,-8.264075178182875,-73.2206370049371,78.53986048044459,A,34.20115712258509,C,123.48560028230864,B,E,-62.610971539866775,78.29410872378074,A,85.60488939153221,C,19.253154277654495,1
Mental,B,-10.311728436485607,72.90558129057673,32.98332987467665,D,2.40490333663215,C,-81.65707335488088,E,A,-23.850268349139668,47.39601778050421,D,-108.91024096320452,B,77.51053593220112,1
Both,B,36.81559056721262,2.216788357386321,-93.5233703358021,D,26.76089971136365,A,-32.20158846581454,E,B,-175.36760841821643,63.41648573778168,A,74.89337474550075,C,-107.72334906333798,0
Mental,C,-39.63065705498728,-13.886238446215305,39.59987763682917,E,-119.46590307622247,D,63.33287788174871,A,B,-98.16960474416965,30.75556286290353,C,50.56651561194619,E,136.85413868424936,0
Physical,A,33.214273735297155,-40.80674740381095,24.588454296026622,D,-8.071039096590285,C,-19.794962322645492,C,B,9.0328698444993,-33.90677545796902,B,-67.6041095207368,B,219.26001115536386,1
Yes,E,84.86436932894064,-14.644316074894745,25.998189001173515,C,-124.65110213601625,B,-230.82822380273663,A,B,-5.724374630199148,102.20786363993342,D,-19.813417151892327,E,88.74355408822366,1
Physical,B,33.84707274630628,-105.9328635595028,40.02487370300051,D,-67.24521693968033,E,77.79588363420739,A,D,107.57048708542425,147.52328262847826,B,50.463054077494654,A,137.09048921524146,0
None,E,67.28496141812319,-149.02486141060572,-30.672856484310184,D,76.16629428782731,D,87.35997062753977,B,D,-223.3087254171005,193.32151641179973,D,-30.19627068023406,C,-72.81808721864468,1
Both,B,-83.20970469699334,160.42432032898745,-73.7323391997353,D,-18.071374451400974,B,-148.39915639873254,E,E,20.997443376276337,115.13947166200005,C,-136.59654064948862,B,72.35994738328885,0
No,C,176.66698337130163,-3.865745562826727,59.67456332037941,D,0.3609832374340747,B,-12.486668625622166,D,E,-90.412698774088,107.09641470192517,B,36.96379812471825,E,-220.52383866569917,1
Both,E,103.02082556925018,-35.68338192793009,-130.1685149946071,B,143.1888920721135,E,-13.350235625804915,E,E,-181.31105494757662,-347.1601913620926,C,-195.73220373174323,A,-260.1133572367984,1
No,D,-26.695232098794747,109.40473930782434,-74.90661040360598,A,62.2231396666229,E,54.55486196418333,D,C,107.14106353147525,-5.44140083516623,A,51.08218756955828,D,95.29812725859225,1
None,C,-199.6391214920048,162.97429755121448,-51.45899081211637,E,58.19899841979489,B,-121.07143477001934,E,A,18.67602943460452,-2.8428994401899175,D,6.049602748279343,E,-9.202568396573332,0
Mental,E,-81.33939566487862,146.37629392359653,-102.32191981092188,C,126.80025981185563,A,110.52087006204412,B,B,28.726650916351964,22.502731880615716,B,248.2275531821036,D,-123.7625995404922,0
Yes,A,57.29603674838653,-43.7673676759686,-76.44181292576323,D,291.0546128801498,A,-25.068140845139247,C,C,-79.35367492301118,17.9409748273396,D,-70.94009444313096,D,-130.80530149228892,1
Both,E,-16.18671316448228,-65.03625787715167,-91.6256998315744,E,-59.85472816033322,C,-73.33015399352657,D,A,106.27575008489285,-55.868309658356985,D,69.81427520840138,E,-14.091109275631176,1
No,D,141.04344765033173,-81.74308190082459,-154.82843077130912,E,162.10975810183476,A,-35.80612887943608,D,E,56.799873482055965,1.5933122125362111,A,-89.79996053091513,B,-50.88800944635843,1
Mental,D,28.582989189070414,49.68574703473405,140.73964165212234,C,37.96574787599324,E,0.8432826471468939,A,C,-124.3521339282519,-21.70835476778004,B,38.39504813100358,D,-4.221135309344878,0
Physical,E,100.11324856570754,260.82253018986586,-125.23311646074495,B,8.195448366371052,C,-73.0156549580918,C,A,102.7309882785159,-120.08681405106387,A,-201.77150389110977,E,116.71594309840513,0
No,E,105.6194487105371,13.271281116743452,2.380744045197142,A,-122.30391845080659,C,-29.057197446267757,C,B,17.271403251342292,103.69933992422773,B,-55.45711207769585,A,83.38601899960409,0
