Nationality,age_group,faith,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mexico,18-25,Hindu,Male,B,111.2081963406597,-169.70518139712777,D,127.09969675866097,-13.8083724975854,E,0
Mexico,18-25,Jewish,Female,B,-155.45245588699416,-46.750309746435676,A,-184.10337916628393,126.50710877296305,C,1
US,26-35,Other,Non-binary,B,140.6404254270837,52.30061012920121,A,86.84940514477445,139.1875621030873,A,0
UK,18-25,None,M,D,-57.266950440627525,-46.26861808869945,E,-133.2111098799355,-144.61860812288103,B,0
Mexico,26-35,Jewish,F,E,-251.42692441168967,105.7395240258096,B,86.4970024627325,-25.087364456467164,D,0
US,65+,Christian,Other,A,-40.20691434952732,117.15607075620744,A,79.48041946795217,28.22773891662071,A,0
Brazil,51-65,Muslim,F,C,-114.70788165444037,-6.30048313837599,D,104.20208047557928,49.031740417691076,B,1
UK,51-65,Other,Other,C,-25.30407696684899,-8.581256585317613,D,126.30529193005191,150.22287897783625,B,1
Germany,18-25,Muslim,Male,C,97.92306584203939,-53.88372991815533,B,-18.8033960980624,-158.1336067181382,A,1
Mexico,18-25,None,M,A,-67.8395888805958,134.4932266961028,E,-197.5854639460567,-102.08249768930035,E,0
UK,26-35,Jewish,F,C,108.39069821431264,87.21848977382855,D,-87.83931640702933,17.170889082003274,C,0
Other,18-25,None,Female,E,-103.88528971705003,-164.3447604241052,E,0.07221936725912928,-47.99968527789629,E,0
China,51-65,Hindu,F,C,-76.06865513975464,-15.528580881567766,C,58.120991647753996,67.65760072299265,B,0
Mexico,65+,None,Male,D,116.74057105818395,124.89167645933384,E,11.902377841210695,-28.098336590575023,E,0
Mexico,36-50,Muslim,Non-binary,B,-131.19194256540507,24.769509406307666,C,-172.20408974428605,7.187477562101639,A,1
UK,18-25,Buddhist,Female,D,271.5360077507458,-86.32204178857397,D,-8.139471524093096,-178.03120252031204,A,0
Brazil,18-25,Jewish,Non-binary,B,-116.71196769919207,44.30805278356827,E,20.913017060354953,-248.63091078708396,D,0
Brazil,65+,Hindu,Female,B,-60.972857652590484,-125.36730824954387,C,-111.10212865229315,-202.1359458753314,C,1
UK,65+,Muslim,Female,A,5.044118609893874,43.56841942665072,D,-13.629358225400809,-135.00574096028956,C,1
US,36-50,Hindu,Other,E,-140.60732462645484,-142.3343391540315,D,77.21166152964997,-93.26662586127263,E,0
UK,18-25,None,M,B,-42.47563212942319,-63.35247189027162,C,111.41156034652472,178.6409677527196,D,0
Other,65+,Muslim,Non-binary,A,-98.52734622599245,-144.9949116124027,E,-80.5908618056589,19.584316766859153,B,0
India,65+,Other,Other,A,-172.78699051235023,28.46549864716393,C,-39.95602476308896,-58.17442050199361,C,1
India,36-50,Buddhist,M,C,104.99478814416092,77.25591398763116,C,-17.06991663540162,-109.40285684904092,E,1
China,26-35,Christian,M,C,109.10541842812076,-38.83933177009593,E,-61.878238153931655,61.162376975627964,D,0
Mexico,51-65,Christian,Non-binary,D,-1.2833830886471231,94.28719423796026,E,-125.3804600429052,-123.25815545735088,A,1
Brazil,36-50,Jewish,Other,B,20.193356293512647,-35.80542890077837,B,-145.96686296370217,-254.75966785032128,C,1
India,36-50,Christian,Non-binary,E,-131.48221837020907,38.48991705980282,D,39.120279276311244,-19.794106738783736,D,0
India,36-50,Hindu,Non-binary,D,-45.39110127021728,-22.215417550960158,B,-1.5907296415177785,258.3450826914189,A,0
Brazil,51-65,Jewish,Other,D,34.29010777830377,-5.086753496376559,C,-30.654442336965243,73.98286166606304,C,1
India,26-35,Other,Other,E,-12.105832344425556,-30.58881155353388,B,-143.3356312914887,76.9825699421236,C,0
Other,18-25,Christian,Female,C,47.978092895010285,-142.94344517266663,A,-19.935511658397402,-97.37874344718414,B,1
UK,51-65,Hindu,Non-binary,C,14.195981546570358,-93.0185237976637,E,160.12276356268737,101.5269268676199,B,0
US,51-65,Buddhist,Male,B,-232.7285866824888,14.822263062602245,C,-75.73079596790852,64.21152880856825,B,1
UK,65+,None,Non-binary,E,-75.71812581808824,99.61045131366218,E,-45.47389304043679,117.53761291985714,C,1
Brazil,18-25,Buddhist,Non-binary,A,178.05986663139117,19.242208095026474,E,-84.33996027607928,-28.18336952790088,C,0
US,65+,Christian,Other,C,18.41978044011172,-153.79275347812796,B,-126.82417923613639,107.68204674246071,A,0
US,65+,Jewish,Non-binary,E,146.07479458846703,101.16201127503986,A,6.19180131707496,53.700621043132834,A,1
Germany,65+,Hindu,M,A,4.8994136359791645,-25.15840161548457,C,-6.116923799789599,-10.461017138594848,B,0
Other,18-25,Jewish,Male,D,-28.852075592922198,15.21787860088206,E,61.50360604905647,7.913233815435185,A,0
Brazil,18-25,Jewish,F,D,186.23029960767207,13.122893428311604,A,-81.02805219200242,55.31006356926385,A,1
UK,51-65,Other,Non-binary,C,-84.82412335046081,59.2425524909378,B,130.8090829534133,37.02113033192288,C,0
Brazil,36-50,Jewish,Male,A,-55.849314381984286,2.341237869606989,B,11.620261694719222,138.00091101878206,B,0
Germany,18-25,None,Non-binary,C,76.35701214179306,-85.01097739428842,C,-336.0390199424194,-72.23911776727138,E,1
UK,18-25,Christian,Other,C,-38.477093906459906,18.913240287102543,A,121.74323602639907,-33.60363292160616,E,1
Germany,65+,Buddhist,Non-binary,E,153.0483611867678,-32.30858682367425,A,133.88317698797013,139.80029818677446,E,0
US,65+,Buddhist,F,A,-106.82199158020819,66.92435351806441,B,48.66795964245886,-10.11062627681001,E,0
Mexico,51-65,None,Male,D,38.85637037525577,10.107334022998458,B,85.39785831511702,71.63280616439799,D,0
Mexico,36-50,Buddhist,Non-binary,A,-80.99887941787604,13.88423485196638,D,-152.78685931418295,36.30014563238473,E,1
US,18-25,Jewish,F,C,-7.575548394972807,-157.18072815130702,E,-11.297510825760373,-110.18379992758504,E,0
UK,18-25,Christian,M,E,-30.944218571878906,170.2971222682607,E,0.08515208114881839,-22.737081131564608,A,0
Other,65+,Buddhist,Male,D,-86.40370935122955,63.14060235554432,C,-30.057552722834973,22.339786331315622,D,1
Brazil,18-25,Other,Non-binary,D,-147.72048853549285,129.57129045471783,D,41.396903909394574,-27.991805329227915,C,0
India,65+,Hindu,Non-binary,C,223.00884811742912,84.41257806451534,C,86.87562829818704,20.476058574692544,A,0
Other,65+,Jewish,Other,B,-102.21189084516004,-75.99743383181978,C,-8.47921113756112,-184.42393529190787,B,1
India,65+,None,Non-binary,D,-56.05927435798969,-43.42776220584778,C,-93.2476546627903,20.296219226529434,D,0
India,26-35,Other,Other,E,4.922037583239197,-71.29260774090382,A,-11.811636338271695,3.225631839741742,B,1
Brazil,18-25,None,Female,A,-137.21795554904853,108.24500060660127,D,-41.586720634386715,62.12268977268736,B,0
UK,18-25,None,Male,E,-145.40784484745072,25.683023536524857,C,-144.37794799282707,-140.1200782026245,B,1
Mexico,65+,Other,Other,D,29.553979314689123,147.22447045537825,E,-2.489255251754509,-166.7369625059183,A,1
Mexico,65+,None,Female,A,-0.684151620932588,53.5196308907709,B,-58.36411365739311,-74.14082489047298,A,0
Brazil,65+,Other,Male,D,112.03578398614431,-71.49897565255293,A,-18.82537325911378,-54.553973474850146,A,0
US,26-35,Christian,Female,B,41.843331625378745,-12.650599768251492,B,93.61765094037641,-130.6903864087171,B,0
Other,65+,Other,Non-binary,B,-81.75063505820293,137.35263898521833,A,2.3082378332874525,16.159689291916145,C,0
China,36-50,Hindu,Non-binary,D,37.66864673933259,-48.847113693306795,C,-53.63668687038614,-47.828302489111294,D,0
Other,26-35,Buddhist,Male,D,-17.722213621554374,52.834173048621636,B,-58.74907634156329,-207.76513841857002,E,0
Other,51-65,Buddhist,Non-binary,B,102.78022102771286,14.513442321413939,E,-192.4278807158331,2.0315872193215143,D,1
Brazil,51-65,Christian,Female,B,-195.8091476796183,31.418074416454438,B,-19.641509781594717,-109.10778140406012,D,1
Brazil,51-65,Christian,Other,A,-108.24052334249747,222.60882478688083,A,12.762326996651685,-23.08483148787487,B,0
UK,51-65,None,Female,C,-20.655212523099266,248.50123402753673,C,161.11620121429448,124.36822949643269,A,0
Brazil,18-25,Other,Male,E,-186.78317581438125,99.03115390025211,A,4.607025759895804,132.95985541949386,A,0
Germany,18-25,Jewish,M,C,10.754309884762977,-71.75344693733494,A,54.53152469520882,39.99026422911094,C,0
Other,36-50,Other,Male,D,81.47524193032486,-49.43149931603861,A,48.5327058717844,-44.712692977338406,C,1
Brazil,26-35,Buddhist,Non-binary,B,139.8255543267477,-1.07591582755068,A,-13.465261395963854,-72.44016844737176,D,1
Germany,26-35,Other,Female,C,-101.84624594525584,175.89480030737948,A,-36.26573833005114,14.599404850200076,B,1
Other,51-65,None,M,A,58.40008994230451,1.143643377606372,D,-93.85810264783953,2.1954714446129238,D,0
US,36-50,Buddhist,Other,B,-174.56733527219092,-5.610839306813036,D,-24.19635489776735,-117.84873557609099,E,0
India,65+,Christian,Female,C,14.142718396209371,21.033929268178326,B,196.68076888510882,-50.9175053621317,A,0
Brazil,65+,Christian,M,D,-204.33021258429397,20.90439154081525,C,150.50098701954735,-74.74232748047714,B,1
Other,65+,Jewish,Female,B,-59.839116254781345,164.39436870914565,C,114.27239132188691,144.19719778388017,C,1
Other,18-25,Christian,Male,C,33.747811870511846,2.573263091000076,C,-29.77052177260135,15.025583357089117,D,1
UK,65+,Buddhist,F,C,-5.91422708009516,-59.179038639725434,D,28.691145819976104,-69.22237767107659,A,0
UK,26-35,Jewish,Non-binary,C,-122.31283678153942,-46.92007959901551,E,85.60783427678406,70.8121360866345,E,0
Mexico,18-25,Other,Non-binary,C,-21.865301877625047,-30.25367111136085,D,26.398034670005245,127.13281942714238,C,1
China,51-65,Buddhist,Male,E,63.99498472435615,-48.446653728623836,E,-80.67832505855567,-135.26167003151392,B,1
Mexico,51-65,Buddhist,Female,B,-92.17476184223928,-152.61405575720173,C,56.60005315742062,-124.82453541716086,B,1
US,36-50,Other,F,B,-34.5978990290114,-324.19434365895256,C,-105.76803670256977,22.64143126032358,B,1
Germany,65+,Christian,Male,C,139.0838835990134,-61.99661329742321,B,47.489653635593555,103.94932098657135,D,0
Other,65+,Other,Male,E,-12.51389035530207,12.383742238970294,E,-122.60315770686958,-9.25789986963384,C,0
UK,36-50,Christian,Male,C,34.44256945601143,-23.89424026180789,B,21.843821696151068,-116.67218936836123,C,1
Brazil,65+,Buddhist,Other,C,119.94170643016484,48.73093997503667,E,-20.405743387904433,-336.5255445498726,B,1
UK,18-25,None,F,D,-179.2001091324141,-72.97162109457098,A,125.95377204011268,-42.986156495987835,A,1
China,65+,Christian,Non-binary,C,-45.484138111033815,101.62271986400964,B,61.51026467723402,143.67497374672334,B,0
US,51-65,Jewish,Female,B,-108.94686099648125,30.932451882064925,E,-81.8678006098638,-1.5556633037139422,E,1
UK,51-65,Jewish,Female,E,-5.215564974242845,93.76621883738086,D,175.89588066205738,-61.01623462221948,D,0
Other,36-50,Christian,Non-binary,B,25.645381154125957,158.7631914962844,A,-56.132019943002696,-139.787686926531,E,1
Mexico,65+,Jewish,F,D,-20.850414815980727,40.866798009872994,C,157.45785938430365,-63.43156241138544,D,0
US,36-50,Hindu,Non-binary,B,-158.5251241136559,31.10936397986468,E,-55.948376503709405,48.0496089291431,B,0
Other,51-65,Jewish,F,D,38.86696629858892,92.79743931333554,D,-16.544297450201984,11.536648591118297,B,1
UK,51-65,Muslim,Non-binary,B,-218.34300983959628,116.71589694282642,D,-8.700405667875344,-2.3438619739826394,C,1
US,65+,Muslim,M,A,-170.72704472233906,61.847278233162115,D,87.97650685283112,191.1524877347261,D,0
Other,26-35,Hindu,Non-binary,E,-81.47854236532608,-33.489891347290666,B,-109.9097419835052,-44.532603032655075,A,0
Other,65+,Christian,F,B,50.15097308402354,26.15974866796702,D,59.60704238497274,-14.118770890827573,A,1
Brazil,26-35,Other,F,A,-11.186114321889363,-100.21944512869831,B,-7.279004354043093,-88.14706185804359,D,1
UK,18-25,Other,Female,C,-45.49737236811347,8.215694461641327,A,42.864284649293154,-40.78210026770858,D,0
Other,65+,Hindu,M,E,165.1678436206634,57.35022074581379,C,91.12883212955649,4.258515913791176,D,1
Germany,51-65,None,Female,E,26.969616782579404,9.0426503364678,E,-85.5920212629348,-87.06982704541764,D,0
UK,65+,Hindu,F,A,-122.16325408814646,-51.76408244991899,C,101.22833318298194,-12.098365764533513,C,0
US,36-50,Buddhist,F,D,-41.60078672956023,21.393124613383634,C,39.38748325601992,19.27321094165844,D,0
India,51-65,Christian,Male,E,165.16651072521626,-142.29850059400673,E,-110.99741182070323,25.13518545339093,D,1
Other,18-25,Other,F,A,22.5243398976902,-102.62818616638094,E,-99.90481896025518,-52.74951317750926,D,1
Brazil,65+,Muslim,M,E,-33.46397565613066,76.82717747494956,C,25.163651688265805,43.23574971005378,A,1
Other,18-25,Hindu,Male,D,-109.9723263874854,0.8444611949262831,E,-60.621500848700435,-26.382279854743306,D,1
US,65+,Other,Female,B,-87.07110517193408,52.00274302447232,D,-80.91552200878773,8.614735009650449,D,0
China,18-25,Muslim,M,A,-16.632289279363945,27.209503756003116,B,10.069521781363783,54.152719380951055,C,1
UK,36-50,Buddhist,M,C,109.98396371301502,-21.175275326637465,B,-68.94286611329117,208.8599534210806,C,1
Brazil,18-25,None,F,A,-1.9892607073270334,119.8215022482195,C,-46.84815699645606,1.894719360601619,D,0
China,18-25,Jewish,F,C,-29.020416206133355,-77.78242670977474,E,-154.31393459847732,-62.88187524413102,A,1
Other,18-25,None,M,A,114.07298819547495,-29.739942735658914,E,-82.77232746422298,-3.8752113658766603,A,1
China,65+,Buddhist,Female,B,19.18542845953844,-74.88674225421231,A,-57.8112660280816,-130.98716896795182,A,1
Germany,51-65,Jewish,Other,D,45.005770392324614,64.57151780266518,B,-126.3197061742863,-272.79274864903596,B,0
China,51-65,None,Male,C,106.65870124773139,-208.81426419323566,E,-221.04647965769254,-82.88933813595108,C,1
Other,65+,Jewish,M,C,-96.9359352598172,136.3235147837979,C,109.50197736572223,63.04035613809128,A,0
Other,36-50,Buddhist,Other,C,-94.77827584452216,-111.85859466025055,C,-87.34642537551225,150.51467908279693,E,1
India,65+,Jewish,F,D,80.67119804539928,-21.688613350702866,B,-79.13712117452559,-73.80261069789769,A,1
China,36-50,None,Female,B,114.31489309258515,-196.50926002054544,B,23.62681976019538,83.12599621105763,D,1
Mexico,18-25,Christian,Other,C,36.22096684018612,-144.3519728985786,B,73.04554752301797,-175.6134853703113,C,0
India,18-25,Other,Female,E,61.148053257342795,-107.77167291595644,E,5.617978537362137,4.745768008143663,B,1
China,26-35,Muslim,M,E,-229.99214884061615,7.328758567441895,A,71.65443254338592,288.8854305251153,A,1
Germany,18-25,Other,M,C,63.950680895253996,-85.01064946107535,E,-42.13258126964277,106.11501513905097,A,0
Germany,18-25,Christian,F,A,-2.306480313584446,-136.96813771651694,B,-98.32616825305335,-191.8015815296084,E,1
China,36-50,Muslim,Non-binary,E,-5.200646176983695,37.50972667424881,B,-1.6450616478003504,-52.196093378126406,C,0
Mexico,51-65,Hindu,Non-binary,C,53.04949564878044,-227.55262264668042,D,22.749384866553317,-120.34370891417107,D,1
China,18-25,Hindu,Non-binary,B,-10.791151400681082,-149.78014272554566,C,177.18601508458804,111.73594966599416,C,0
US,18-25,Buddhist,Non-binary,E,-96.88081079091171,15.238828278602877,C,-171.08939801249505,64.546323750808,D,1
Other,26-35,Buddhist,F,C,-19.226383557587074,-43.56137911328357,E,46.26052674587366,76.55840504795674,D,1
India,36-50,None,Male,D,-0.6365860754809639,105.39651278538842,C,43.93900712286435,-20.71226728213636,A,1
Brazil,65+,Christian,Other,C,-19.630053657827712,58.891981187792595,E,97.7770120060527,214.29713344564863,A,1
Mexico,51-65,Muslim,Non-binary,C,-75.49103013302373,-7.126604046989686,B,55.44227447754625,43.006712132625424,D,0
Mexico,51-65,Jewish,Other,A,85.45019133344441,-116.3352668895904,E,-194.7300774458896,-94.63451330656306,B,1
China,51-65,Hindu,F,C,-126.4364285907054,102.00043839649466,A,27.970950384434364,218.33942510165986,B,1
Other,36-50,Jewish,F,C,22.928932773918138,-46.37201951059345,D,157.42915312600468,-63.875950406899605,A,0
UK,26-35,Buddhist,Male,E,-69.53001244931491,-73.54486786918442,B,133.84249248864043,147.15618588465145,E,1
Mexico,65+,Buddhist,Female,D,-48.443096694394505,-7.781818369550978,D,-56.87677521957678,-12.547550209965532,C,0
US,36-50,None,M,E,8.095699681480314,59.41927036990348,C,128.53165343625727,-95.76208867103935,D,0
US,51-65,Muslim,F,D,189.56953502213986,-27.580964585173223,B,-32.54676691524711,-148.17116750180773,C,1
US,65+,Other,Non-binary,C,-134.79951710901935,245.13968300450207,A,-112.26758720671633,-58.68486493191938,E,1
US,26-35,Other,Female,C,74.36033707156214,17.465584861429022,C,40.704739040738815,-23.238074466112703,D,0
UK,26-35,Buddhist,Other,E,-51.86247970889729,50.060840056677236,E,-15.50580347230559,92.5673803133038,B,1
UK,36-50,Buddhist,M,D,-86.13870185131591,34.61785729588752,B,-82.46954756047295,-39.533839756612224,D,0
Brazil,26-35,Muslim,Non-binary,C,-4.114509915381187,33.22095105312355,C,144.22200936143844,98.43194859294962,D,0
UK,18-25,Other,Other,E,72.3576028974948,-92.72520674805052,D,-63.4190529194024,-69.76735687799798,C,1
India,51-65,None,Non-binary,D,23.58725621535698,13.71371374974912,B,8.92835334594734,-22.81093074334591,B,1
Other,65+,Other,F,A,4.817723519144642,-3.9816072674996574,C,-56.978093186387945,-74.73052709495595,A,0
US,26-35,None,Female,B,157.73449315415974,-62.176146116027134,A,-81.21013475577294,92.85193490309793,A,0
Brazil,26-35,Jewish,Other,E,-84.07459716789978,24.34015073889033,B,117.81134847406736,-39.130346912784496,A,1
Other,36-50,None,Other,D,88.92697263113554,-18.344615030854683,C,52.19869492552897,73.44880487053413,D,0
UK,36-50,Other,M,A,144.96170818560245,25.43368559633295,B,37.12485784976978,-21.10078421176949,A,1
Mexico,26-35,None,M,A,-38.545431195351846,-18.16179445337332,C,-70.35418408707753,146.41872292520165,C,0
US,36-50,Hindu,M,C,2.8987330127523063,-92.75596552449569,C,95.29985301079253,-85.83010800322981,C,0
UK,26-35,Other,Non-binary,E,115.58549846161226,-96.4971393261973,A,-43.9947790831468,-56.45161782846571,D,0
India,36-50,Other,Other,D,104.13730072894506,-50.166511929734305,B,64.82153338171416,-15.859206938498966,C,0
Other,26-35,None,M,D,-126.5549974279485,-41.2444749500514,D,125.6753337352631,-211.38115303361414,C,1
Mexico,26-35,Buddhist,F,B,-109.21563684494842,182.996370472553,E,-56.7389112573883,-3.0436211219660256,A,1
Brazil,65+,Christian,F,C,-23.227811614991385,112.30405838876732,A,89.68192348894976,26.19086369291434,D,1
Other,26-35,Jewish,Male,B,109.63186777011657,125.4270758331704,D,-51.02530866182775,18.66753037058165,B,0
Germany,51-65,Christian,Male,B,67.05629442646814,-103.84343174751794,C,-33.35939422712513,-246.8254661574512,C,1
Germany,65+,Other,Male,A,-28.22909601674763,-95.32655566391851,A,-154.34522346132724,30.84142404539188,B,1
Mexico,65+,Christian,Female,B,145.98459751281817,-157.8042995163569,B,20.413270638833726,-49.4529773905193,D,1
UK,65+,None,Male,E,46.60032697508873,-381.81405044690695,B,-124.90282410802236,-60.35313030605069,D,1
Brazil,18-25,None,F,B,-155.68153367613164,-27.181358706689863,B,6.7256702960597545,24.12108308594528,D,1
India,18-25,Hindu,Non-binary,D,-0.2450529887216315,-144.97363552617293,B,59.40762599920383,139.74179848126815,D,1
UK,18-25,Christian,Non-binary,B,-56.70084430606052,-120.26188039310601,A,-47.37949927822066,209.0897444867253,B,1
Brazil,18-25,Muslim,M,B,-36.416984492829926,-85.6006685880308,D,-11.52586224526831,-72.89744299262007,E,0
Germany,51-65,None,Non-binary,C,-118.00558378499677,-43.67203560938855,D,-149.8745494832128,62.71431735476594,B,0
Mexico,51-65,None,M,B,-8.240182075651244,-5.551859784785805,B,44.11080508513835,11.201061154379135,A,0
Mexico,51-65,Christian,Male,E,118.75932117885328,-18.69498132048881,B,20.46053493570705,22.539614107566326,C,1
Other,36-50,Jewish,Male,E,132.0207860808558,25.5573071995711,B,46.03847150412578,-96.98247559764619,B,0
US,36-50,Hindu,Other,C,-80.42537227267901,-115.72607920168387,E,15.50369108074075,38.86350829201213,C,0
US,36-50,Jewish,M,D,49.023615237304725,25.01864551467391,D,27.51130605723256,82.87066341260835,A,1
US,65+,Muslim,Male,D,-99.12581856189807,-117.44420477076804,C,-43.50874526542003,-62.97019881610693,A,1
Mexico,26-35,Christian,Other,B,65.0705588196027,-55.498343902119686,C,95.24762908437738,34.88352728848101,C,0
UK,36-50,Muslim,Other,B,126.13205434350552,142.63868148864142,B,-52.325429301257195,-36.75463462643124,B,1
Other,36-50,Muslim,Non-binary,A,109.00146469720735,51.30666068203975,E,-2.028820754932112,-54.531276562412835,D,1
US,65+,Jewish,Other,D,227.03463206366519,-47.032114993472305,E,-192.9991620387052,-126.91941117208827,B,0
Brazil,51-65,Buddhist,Female,E,-160.72842082571555,34.10382787202271,A,-113.23909290003596,51.40715288925125,C,0
Other,51-65,None,Other,B,157.70816381249674,135.623023283586,C,-77.99810337607195,-173.9692909789927,D,0
China,18-25,None,Male,B,13.765637593997942,12.119453836602146,E,108.23509125917575,64.40381088817007,C,1
India,36-50,Christian,M,C,-86.274856737322,152.37870839328843,C,104.98744307068351,44.83026819580209,E,1
Brazil,51-65,Muslim,Non-binary,D,158.73407595360044,-98.138004162679,D,136.05980338309834,-148.24756749298336,E,1
Other,36-50,Jewish,M,A,-65.73709654315549,85.56596418700919,E,181.7488310643203,-95.96576894219865,B,1
UK,65+,Jewish,Non-binary,B,-107.45305130399751,-114.78222923915575,D,10.121507988648762,54.77442325090585,C,0
China,36-50,Muslim,Non-binary,E,111.25655743333792,82.70538580323826,A,-9.494492196635472,-132.32755992781708,A,1
India,36-50,Jewish,F,B,-18.07702499438125,-64.11959479812518,E,2.0550920303186544,76.15562339668345,B,1
Germany,51-65,Christian,Female,D,4.780512789272733,-156.3413606854379,B,124.78681715054707,35.14072818301205,E,0
Other,36-50,None,Male,A,25.630432814441534,-0.4270166153944217,D,-95.49400439683053,91.74607352388978,A,1
China,36-50,Christian,Other,A,57.13059372776357,-57.38979188009847,B,-145.6549808118088,-55.158392094814836,D,1
India,18-25,Muslim,M,E,-36.03230801786184,-58.291291958243995,B,-77.78197603766696,161.89496019468157,C,1
Other,65+,Jewish,M,E,112.02328178567036,-19.128195524856604,C,191.82023219419787,-11.68014953128548,B,1
Germany,51-65,None,M,B,-32.81198065403279,-139.02542258112226,E,117.99005104628402,-45.841541077405196,A,0
Germany,18-25,Christian,M,B,21.410724992545966,38.259371247725184,A,-111.80620880981809,-0.19833630783107495,A,1
UK,36-50,None,M,A,-28.124488908335643,131.0819162052271,E,98.83354504178132,-7.109491400497828,C,0
Germany,65+,Muslim,F,B,-31.857898626194697,-81.95847481549326,B,-257.980957673645,-78.80745398729651,D,0
Germany,36-50,None,Male,A,56.47078787156112,-26.088823833518443,E,-2.5195526633508645,33.01420160101522,C,1
China,51-65,None,F,B,-9.351697932409813,130.70596804264528,A,-136.6595416777936,208.6323930227765,B,0
India,36-50,None,Other,E,55.29455748663541,-124.13892452986737,B,-223.23232773649733,-59.968951828395475,E,0
UK,36-50,None,Non-binary,A,17.804878370631886,14.220877989958062,D,-10.672668736165324,15.627976251555669,C,1
UK,18-25,Muslim,Other,C,-45.54670499927661,23.311176956158917,C,50.09630819344155,-106.565415101908,C,0
Brazil,51-65,Buddhist,F,A,70.70578034935228,47.04980198849364,B,0.5283530711042456,103.14421303675405,D,1
Brazil,51-65,Buddhist,F,D,34.06857256597103,114.92334220228535,D,-142.01419090969637,-101.98786814907915,D,1
Germany,65+,Buddhist,Other,D,-129.55612843776325,2.2330620940805743,D,-62.55673831154229,62.721430337030235,B,1
Mexico,51-65,Jewish,Female,C,180.9979890577079,-27.574718575805935,A,-122.71572142527738,64.18629502711633,C,1
Other,65+,Hindu,Female,B,-78.14538529117605,25.36934809601717,B,-127.33386499267007,153.26699846040034,A,0
US,26-35,Muslim,M,A,-42.51973239960501,-131.64576537085392,E,-5.779463795299093,-15.900761812724781,C,1
Germany,36-50,Hindu,Other,A,98.18468142298823,-50.23437679952748,B,-75.97396874706682,41.8457119846583,A,0
India,18-25,None,M,D,163.21821616447917,-216.16423807652274,C,-8.32183536627979,35.111697216989185,E,1
Other,36-50,Other,F,B,-9.88055417582831,49.642646287917806,D,-98.38841240941619,132.0304398380854,A,1
Other,26-35,None,Female,D,49.6210491417622,128.11812077418963,C,99.20662008241912,-41.18454696180948,E,0
India,18-25,Hindu,Other,B,-18.75375641793998,54.781812960840725,C,65.95279136884973,-85.7992682687271,B,1
India,26-35,None,Female,A,-15.444208644851113,274.31349705367853,E,-147.09547328093265,-61.6774509449979,D,1
UK,51-65,None,F,D,19.55631086962935,62.095342132015595,B,-59.45349699959795,34.6351296013732,B,1
India,65+,Buddhist,Other,D,-58.426537630031504,115.98579805576735,C,160.51252658477455,64.4860267104882,A,1
Brazil,36-50,Hindu,F,E,-7.107774743998653,112.04145843450732,B,82.7698652872082,-124.64535672639012,B,1
India,18-25,Muslim,Other,B,-163.8078428447976,-84.04039662070629,E,-195.60065358680657,41.49970985866759,E,1
Brazil,51-65,Muslim,Female,E,-57.952239157471894,9.560176253014287,E,-62.82313754426841,36.48378407102621,B,0
UK,36-50,Jewish,M,B,144.36935782358353,-22.044722763068194,B,13.46992538823428,167.05222094197404,B,0
Mexico,51-65,Muslim,F,B,71.97605550597117,-69.02052751261121,D,-63.31200011481178,188.70533262716384,E,0
US,51-65,None,M,C,78.1461143825712,-21.937943777341726,C,-99.18924747545513,65.5535363942151,A,1
Other,65+,Christian,F,C,78.31143534572861,14.447952450580445,C,-102.83562043346049,-12.538931855154498,B,1
India,65+,Other,M,B,73.26290775977043,35.18163308952649,A,-140.5531796009363,-100.78722347775349,B,0
Brazil,26-35,Buddhist,Other,A,189.2634934903884,-200.57304097736716,E,76.84986693479097,93.1673584350422,C,1
Brazil,26-35,Christian,Female,B,40.20230211623559,28.161461857577113,C,-192.92339258797577,69.48496104137382,D,0
Germany,36-50,Hindu,Male,D,-83.2667827358198,90.26623119974822,A,37.25030313558512,-107.68293555640031,A,1
US,18-25,Jewish,Other,A,132.2505770405693,-143.516023491985,C,-11.99742782910944,-57.174296093599295,B,1
Brazil,36-50,None,Non-binary,D,-3.1240834236114363,35.480040139041236,A,-101.71754254830812,59.12755942022798,D,0
Other,65+,Hindu,Male,C,-189.8271457002996,-0.8542128632431325,D,-21.01191565693185,114.96720569072197,C,0
UK,65+,Christian,Female,A,102.54395511919756,-23.1520874502379,A,-69.98886311510813,71.29130637567246,C,0
Germany,26-35,Christian,F,B,-73.8285499073846,-77.71033878440812,D,55.24631212685368,-163.34068071731895,D,0
Brazil,36-50,Other,Other,E,-174.2894332136187,138.12092913747915,C,-35.88489984969703,96.74423960776937,D,0
Other,18-25,Buddhist,Other,E,122.92684985559829,-136.70971219710017,D,-29.245831014610037,218.7243809730555,B,1
China,18-25,Hindu,Male,A,132.83223393245362,59.46491546480141,D,151.12704618837668,-70.38584259698935,E,0
India,65+,Other,Male,C,33.44147595627722,-5.646085956752715,C,-10.130600934443969,168.53673234579995,D,1
UK,18-25,None,F,B,-2.5118737459792104,-115.30105059185132,C,-94.99658207989393,30.31177102128909,C,1
Germany,51-65,Muslim,Other,E,-181.4466264414425,-74.0102485895985,E,142.70323362709996,5.107795248313957,E,0
Germany,36-50,Buddhist,F,D,78.84129379879,-17.076825281198577,C,-95.72868337169751,-20.35998485096508,D,1
Other,18-25,None,Female,C,18.675801265376585,-8.258865921264274,B,39.91187059871192,-72.8189021868497,C,0
