sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Homosexual,Married,C,D,B,-92.54282844289853,142.22525505047753,25.224810810218912,-3.922727781927781,D,-36.0422239850388,-75.59599121529872,D,E,B,E,1
Heterosexual,Divorced,B,E,C,41.44824637688033,-11.655451784298121,-145.52880159449757,97.29187648284648,E,-1.5803117942334286,-148.7954410433708,B,C,A,B,0
Homosexual,Divorced,D,E,D,2.9842372132463346,137.65727839528557,0.11834985866941072,-10.438438162745541,E,80.51801478980285,-27.69742987144501,E,B,D,C,1
Other,Widowed,D,B,A,59.48186382502432,166.0475081459629,-62.33506236636486,-6.147948557662883,C,20.434511632228755,-125.06803457534103,B,E,C,A,1
Heterosexual,Widowed,C,D,D,0.9831019134849909,62.50644178519256,-38.23758868440683,-204.71019262065636,A,-34.13661088191582,184.88393170711456,E,B,B,A,1
Heterosexual,Divorced,A,C,B,203.39828210262004,33.130791944718894,-46.0827875577645,72.47397539751475,C,76.52011310220601,305.1522050079649,D,C,E,D,0
Homosexual,Divorced,B,B,B,-38.792757327916526,-106.56975201222625,-180.8000350951851,-12.038704225767537,C,118.71339413871505,84.34239652943835,C,E,E,A,0
Bisexual,Married,D,A,A,-218.05823468081505,58.39279422625743,-24.860411141829548,-94.65281739308887,A,113.46329802892288,-22.482489986752476,E,D,B,B,0
Other,Divorced,B,E,A,19.830343992358053,303.8222723888782,123.85647333817293,-38.722267042044116,C,-133.94769595032764,-101.7132060015574,E,C,B,B,1
Other,Single,B,A,A,194.2299086944593,-67.57303384311469,12.888479035393441,35.0760953197137,A,-49.399799966932875,-45.074557903662466,A,C,B,E,0
Heterosexual,Single,C,A,E,-160.49305743150805,-98.6757850743662,-8.125973981684329,145.75852423708758,E,-52.89970625638949,-37.76799558367718,B,E,D,C,0
Other,Widowed,A,B,C,-46.37763580802463,124.31172114042958,18.616846052028084,110.29030551777666,D,-76.09911998567232,192.74033480435426,A,A,A,B,1
Homosexual,Single,C,A,A,120.9922820372068,-89.10004921460711,62.28336490728047,101.41539233421778,E,-72.1238880391989,-82.90575060116177,E,B,A,C,1
Heterosexual,Married,A,C,E,58.25731933676788,89.22468859781594,85.71686654463936,-105.14771157156375,C,-35.79689751625405,105.72041968076024,C,E,E,C,1
Other,Divorced,E,C,A,-44.35775793047034,39.74541972418431,-102.13804267321107,44.50708418640329,D,24.749468269451043,65.4118864038632,E,E,D,B,0
Bisexual,Divorced,B,D,E,95.6857059486326,-47.797008914962355,-35.644108178475605,-6.415035438533399,A,129.926348773528,-119.67435962713589,B,E,E,B,0
Other,Divorced,D,A,D,37.852781259749044,0.16219400989267743,-25.374584546918737,-16.83668304888673,A,-21.886487057254946,125.75921384147885,A,D,E,A,1
Other,Widowed,E,C,E,-32.7414817543461,91.46339014536369,-142.96069576178584,42.97811653850154,D,-132.17469939505537,12.60752213291755,A,B,A,C,1
Heterosexual,Single,C,A,A,-70.84367910236288,-105.6748197138093,37.82447100347373,50.51907030559044,B,-60.488621541581445,-202.5525454773451,B,B,C,E,0
Homosexual,Widowed,A,D,B,-46.25414446373803,79.77039197779841,-22.81157007706634,-247.28044614645427,C,64.0590953260581,101.86052627298834,C,E,D,D,0
Bisexual,Widowed,D,D,B,105.67452569316183,10.938929168112242,82.39604585444,3.635294760590033,C,-173.08030387507497,124.47460565002963,A,E,C,B,1
Other,Single,A,C,D,95.32514064296694,-153.64642110517775,-43.303994290782654,160.019251990581,B,-206.10710150210804,-178.0951653455258,A,E,C,B,0
Homosexual,Single,D,C,A,-14.092524242309976,-103.53870098324303,68.6737088485244,-22.706643124434898,A,-145.20488884877625,-211.56123580386992,C,B,D,C,1
Other,Divorced,D,A,E,48.73594351419321,-23.950371936615994,74.84660467791673,-24.775371338636994,B,235.9516306843707,-40.95497916717313,C,B,B,C,1
Homosexual,Single,B,C,E,-59.21826669554394,-52.63418034853034,152.5095255624687,-4.579825835060252,E,-70.02545486355346,-74.11122724352265,E,D,B,A,0
Heterosexual,Divorced,A,E,B,66.41027885616974,-21.158109373809783,-70.87732817721404,276.12311620747477,C,-96.74600698377476,-128.3646371528505,C,E,D,B,0
Heterosexual,Married,B,C,C,9.388375119846428,-80.57090968387092,-167.40552866389834,-34.617475554737545,E,-30.38616376187958,129.77352492278087,A,E,E,C,1
Bisexual,Married,B,C,A,-53.892092259127054,96.00672347113834,-128.6968202246062,-8.241837933945918,D,102.07000259999248,-57.49711322343599,E,E,A,D,1
Heterosexual,Divorced,A,C,E,68.83140604696042,-51.42915039878771,75.1588335754323,264.00226114319685,E,55.54056962027016,-50.02205014131208,C,D,B,D,0
Heterosexual,Divorced,E,C,A,-134.56190758205278,12.20304508577948,51.935057038957964,156.33111458165027,D,122.39016851216617,117.44587430205648,B,E,B,B,1
Other,Divorced,C,A,B,34.65129580480002,-54.66193117247437,124.18138637110476,-111.29966125182918,D,-9.106261847245184,-99.75907269893311,D,C,E,D,1
Bisexual,Widowed,E,E,C,46.87483321634424,152.10571709707813,4.976902367368787,7.700089270081321,E,-159.58924946417073,-28.557569193654754,D,C,E,A,1
Other,Divorced,C,A,B,-104.98719134816048,110.7414025301668,-6.456147390592855,-94.70550730593304,C,-44.16091222880066,13.261097845776035,E,C,C,E,1
Homosexual,Married,E,A,D,55.864932266236565,-5.311301235954046,-22.998197173947805,-224.04475663831954,A,101.75125287232336,0.5468676079533654,D,D,E,E,1
Heterosexual,Widowed,B,A,E,-138.91182631071518,85.24256338087417,-156.9320573176727,-32.116152978668104,E,-36.08023575394113,130.13055188099636,B,A,B,B,1
Bisexual,Widowed,E,A,A,-154.28540779313664,48.380311669193496,35.210416601750275,-2.5167289335688983,C,-59.46854243762848,-115.5007436735577,C,E,A,B,1
Other,Widowed,A,D,D,-3.0439589867465906,-20.67151977510417,66.45440500010139,5.754071593084766,D,62.92937402119495,-6.941522364932759,D,A,A,C,0
Homosexual,Married,B,C,A,152.51719872447225,-2.486041828488681,-12.80505881976715,-37.233487203733105,D,40.89534111938237,18.092381080949405,E,E,A,E,1
Bisexual,Single,A,A,E,91.49002144497241,62.3605806932639,-74.4765894816403,155.35144554190092,A,-48.34336445926341,-63.35764105448064,D,A,D,A,0
Bisexual,Divorced,A,A,C,108.75859572095305,-93.99570457089926,88.25385947172504,73.90100619487293,D,-222.55806876170885,-97.69575105123259,A,E,A,C,1
Bisexual,Widowed,E,C,E,-35.45508746649706,83.93566109696499,-59.36022624729193,-33.36551888372533,E,175.62651011942293,20.028545024172907,E,A,E,B,1
Homosexual,Divorced,B,D,D,-191.74461762740853,49.0424108940032,24.7450453796629,-33.150351150820484,D,-118.71550879736353,9.31259335509598,A,E,B,E,0
Homosexual,Widowed,A,C,A,116.20284493976469,-171.77207247850026,104.35693408065589,89.03648846708194,B,70.96138542445613,87.65800482666477,B,E,A,B,1
Heterosexual,Widowed,C,B,C,-1.4740305990834675,-71.5240091759512,-10.23639774905458,-0.9328451465172135,C,-176.42331876233496,-95.13872828790284,C,B,E,E,0
Homosexual,Divorced,D,C,B,78.21734609081167,121.91973386634847,23.463619003291555,2.354733134614165,A,3.547727393583347,-16.912418873460588,A,D,A,E,0
Bisexual,Divorced,B,A,E,95.00421576568392,61.997552558499294,-181.9650555410656,-76.18323987655616,A,66.34028642813993,-54.470915622761225,A,E,A,B,1
Homosexual,Divorced,A,D,B,-57.08375634167703,78.51035912362101,-25.519733352789775,35.67525128467543,E,-105.69468086307991,-17.75082292952457,C,A,D,A,1
Bisexual,Divorced,C,B,B,154.2504723826327,70.67660495160324,-94.64242139489598,-72.89791701526109,A,-117.37054169469168,94.50017204611541,D,B,D,C,1
Homosexual,Divorced,B,A,B,-47.36327029433808,-14.640673595709766,-48.56385100443047,-18.26616264677071,A,144.43083633784107,-118.16477312941439,E,E,B,A,0
Homosexual,Widowed,E,B,C,84.80951655195916,-64.58491031737,83.51012000789143,129.11939418752542,C,-124.90316809688224,-25.25491933994879,C,A,C,C,1
Heterosexual,Widowed,D,C,D,135.09178316798926,26.585086258654307,78.89971182967851,30.745137205393142,B,-143.80710461579952,12.033037536716654,D,D,A,D,1
Homosexual,Divorced,C,E,E,-106.34403398166037,-126.89601816446685,12.660964399151986,23.839294308559722,D,-74.0522993190241,-5.988157475493661,B,B,C,D,0
Heterosexual,Married,A,A,B,119.02037817769549,63.57632269946058,56.97192138346738,-141.36566852210566,D,-121.60046982508746,12.848487192986285,D,B,A,A,0
Homosexual,Married,A,E,A,-153.9553065673082,-200.53418297703791,-33.05477594422039,-69.60090415076372,E,-159.78797963501006,143.88108581557947,A,B,C,B,1
Homosexual,Widowed,A,D,B,176.06312284378146,39.19867326548726,26.339668942389476,-161.17638920899117,B,-244.33004787696925,-57.797658071238224,A,C,D,E,0
Homosexual,Married,E,E,B,51.03799506489556,-61.651164598732954,-0.7711354598959771,-261.7339007241084,A,38.07393851355994,-139.37013099560468,C,C,E,A,0
Other,Widowed,B,C,C,-83.5296894912236,70.3993287416505,-6.447561748530424,81.9785064662773,A,-35.335075075744605,63.81505767531209,B,A,C,B,0
Homosexual,Divorced,A,E,B,-15.24017121094052,-55.29743169841262,-59.56662174793726,1.6684639112022632,C,-116.72852886124845,-172.01101446033985,A,B,E,D,0
Heterosexual,Married,B,A,D,18.696699798968158,-17.336187972244222,-13.26343796627091,33.095147321327985,A,-23.107953256816604,133.46009143507825,C,E,A,C,1
Heterosexual,Widowed,E,C,E,123.79196346407436,81.86674862093875,-65.09139279000212,-116.07758556862314,E,190.31726051366365,203.6722997841288,D,C,C,E,0
Bisexual,Single,C,A,D,-67.07020066430167,87.78426360554295,85.84258716163511,-73.01002368631283,B,95.08679235710788,236.9535464785507,E,A,C,A,0
Other,Divorced,C,C,A,-49.55773062630344,-37.50908803701965,38.14585615645264,-42.98053769772139,B,-39.72146718994311,-48.93060779805551,C,C,D,E,1
Heterosexual,Widowed,B,C,A,-110.0963909147357,13.805924965809869,-6.989513755789778,62.30136770946374,C,-114.3256331963835,-64.07688478746863,D,A,B,D,0
Bisexual,Single,B,B,B,67.60780627337009,57.19183775884261,-15.972117188617672,114.64162188026641,E,139.35310526773287,18.9259503748878,C,C,B,D,1
Homosexual,Divorced,C,E,B,-0.2469474516138922,-25.568953042392174,-55.83558549098294,30.998859611562008,D,55.509828769670435,-48.62697520920277,A,C,A,B,0
Heterosexual,Widowed,D,C,B,97.31498044993074,108.1801006229757,168.4168666781563,-132.93815673492438,E,69.91914189118617,29.850628623955593,B,D,A,E,0
Other,Married,A,D,E,-56.53539616475701,3.6530265608761847,-50.015554361232326,106.94978535298392,D,-170.85928298341108,-89.38174729492775,C,E,E,C,1
Other,Divorced,A,B,C,184.01588012749767,-43.96828457316926,-169.61690216324595,-89.82209315813694,C,106.9773120490437,29.556458098343143,E,E,A,D,1
Heterosexual,Widowed,D,D,C,48.77116539908609,-14.118658558241853,-43.52477692507047,-119.53047072210539,A,-63.057480675681546,-18.458314163872096,E,B,B,D,1
Homosexual,Widowed,A,B,B,-23.07164911000081,76.9100730859887,299.7841463225258,188.1084963764294,C,145.84063857476943,-138.652422586722,B,C,D,B,1
Homosexual,Single,C,D,C,18.946208981447317,-96.97209600593436,14.493421742374624,84.73851373610468,C,176.7093221624506,141.62299072046963,D,C,D,B,1
Other,Single,B,B,C,49.81567661783767,-22.015806961719093,107.24363358856206,16.34662652702516,D,-17.507586169022943,4.563865646208684,B,A,E,D,0
Heterosexual,Widowed,A,E,E,-166.48628396043398,43.5268893421388,-94.36576387244915,199.65581071662953,D,219.68840950343105,-21.209076046748816,D,B,A,E,1
Bisexual,Divorced,E,D,E,-73.11859641797659,72.96221483692632,49.76350389206888,27.545983096925625,E,-28.514962479382543,-103.95706450038477,C,B,C,A,0
Heterosexual,Married,A,B,B,20.547303909916682,-30.223902244220895,-189.91267761810917,-113.11344901833394,A,25.242104804518657,74.28954567466248,A,A,D,A,0
Bisexual,Widowed,B,A,E,-89.83137448636165,-106.27507088251068,-144.79297404687173,-50.88741411574338,D,-160.25993121186875,-70.23909989765018,B,C,A,B,0
Other,Divorced,D,B,D,58.44259391517368,81.81774740408764,221.69675946688633,157.6655538308717,E,151.20437393576535,92.52461117355607,A,A,B,A,0
Homosexual,Married,D,A,D,-101.1993447112328,14.889708381415245,-130.08207889127726,212.57501088687286,B,12.439001096062636,17.607894826740733,D,B,A,A,1
Bisexual,Single,A,C,B,141.03887590941392,59.34111281560003,-42.76939750517814,-284.524948197591,C,-81.53928972561712,50.72979907799869,E,A,D,C,1
Other,Married,C,A,C,-217.53661501280894,-27.780450671329454,-67.72450934418511,64.62202925618715,E,71.88756513359553,88.37063424727467,D,E,C,A,0
Bisexual,Divorced,A,C,E,109.38165854808094,-71.54112194725396,-150.15832401571484,-49.80882839729993,E,122.50564747768635,-29.669044869383253,C,E,C,B,0
Other,Divorced,D,A,D,-98.44771962128301,60.47439933591525,74.00206676626743,121.8967851106811,A,-93.64626211669648,-237.08295670315937,B,B,C,A,0
Other,Single,C,A,E,20.01994954123008,118.50424922501992,83.09894118107322,27.931270200234565,B,-62.088326281189765,-117.84978480704468,E,C,D,C,1
Other,Widowed,E,D,C,53.389849076411565,160.6931953727797,149.00041453284013,26.659924190689065,A,13.870089614137992,183.84204865394253,A,A,C,B,1
Homosexual,Single,E,D,D,42.15820809181153,-70.62077970294499,-4.6785048320126075,-30.830675492029346,C,19.292166779469476,-213.70332301056357,B,E,D,B,0
Homosexual,Married,D,D,C,67.75058894604147,-108.5904632634191,-131.27837784487696,73.48205530957351,C,-161.20705524070092,13.362052396174512,E,A,C,A,0
Bisexual,Single,B,A,E,-57.24568582090348,-133.03315397287062,-84.30484285894516,-116.41851144248452,A,-58.639078697313195,51.473361226799916,D,C,A,B,1
Homosexual,Widowed,E,D,E,-53.5576021154194,-161.17527293798898,-77.68025560190001,-177.7463487162935,A,45.35576490015761,-46.39705695990119,E,C,A,C,0
Heterosexual,Widowed,D,C,A,-121.48097176638979,97.5628499820599,115.00275010167869,-25.89126485136652,C,25.026433938871754,-31.760164968358552,A,E,D,D,0
Heterosexual,Widowed,C,B,A,-92.59224494178271,-116.94914261332308,-10.575022659316089,-138.83680707053634,E,2.89823996278272,-3.819631587382487,C,A,D,B,1
Bisexual,Widowed,E,E,A,-116.42348907747548,-88.77600316231822,-18.14250221896557,-16.4530973523732,A,37.16930321127551,-1.5301894070255397,D,D,C,C,0
Bisexual,Single,E,E,E,66.2021785566837,-122.42851218096416,217.22798506585548,74.17946093520604,D,-54.0551150139072,-55.00155890494477,A,E,D,A,1
Heterosexual,Married,B,E,E,61.380380093002294,88.40352197270374,98.49255972556546,65.95207068768548,D,103.37228056053635,2.0049957884687974,C,C,D,C,0
Heterosexual,Divorced,D,C,E,77.24240648628975,132.2883075949799,120.79779785093517,39.989247251864676,B,36.09241069350818,-7.240790440285355,C,A,C,A,0
Heterosexual,Married,A,A,B,-234.5499234400534,127.18643373952705,92.5917821276377,-186.43652624327544,E,30.9531760851374,-143.157430064706,C,A,D,E,0
Bisexual,Single,C,C,E,-16.310970628641353,-44.9728690021354,28.442762151931376,13.338636247203311,E,123.54789191384829,-45.00070672511961,C,C,D,A,0
Heterosexual,Divorced,A,D,E,-96.8386068420914,123.95387448394837,-9.376726254816385,-93.35131400563552,A,-63.73782764892344,-38.942209308102164,C,B,C,A,0
Homosexual,Divorced,D,B,A,27.862123275060934,-208.31630530670654,104.75370218244674,102.87237777871417,C,-2.466483976766261,173.82747695313537,E,D,A,E,1
Bisexual,Divorced,C,D,D,-63.83310433508038,3.656947553209866,179.97707576630822,75.97115350949298,E,-55.549096109792295,-129.81009333316482,E,E,B,D,0
Bisexual,Married,B,D,E,-58.33637368124506,76.38750280312664,-218.03207857682182,99.43266616693009,B,-146.281735707272,95.66505169684048,D,C,B,C,1
Heterosexual,Widowed,B,B,C,93.81688922501053,123.37649104597158,174.38004325577575,-107.25396537250174,B,-114.5846090468852,39.43456148221735,E,D,E,D,1
Bisexual,Married,E,D,B,76.84249343928171,-48.314106347291194,2.3736704032870986,131.07752797518688,B,44.99150433925698,-115.20289408239664,E,B,B,B,1
Heterosexual,Divorced,E,E,E,-32.44721612712261,-57.174016449832756,-21.762712036180567,-62.59100192113567,E,55.33338901842545,34.930239398512555,E,D,E,B,1
Homosexual,Married,E,C,B,-52.40886580319789,-70.25278834714757,-66.24333213542664,159.36433730794712,E,108.19739737040324,18.39193955001711,B,C,B,B,0
Other,Married,E,A,D,-126.40933794579414,-176.14709578877088,68.93761714440568,13.024824356640515,D,92.94070637760707,99.5665680650373,C,D,B,D,1
Homosexual,Widowed,D,D,D,180.5301805640505,20.221766416137584,140.62922598382906,-45.008771862055866,E,73.75217503979749,122.93644169236053,D,E,B,E,1
Homosexual,Widowed,B,B,E,-76.83948150169574,4.192940470905817,-33.80364252081657,-43.58157527958385,A,60.76943720886769,-46.06541686772098,D,B,C,E,0
Other,Married,E,D,B,-17.31456375533926,35.448670377619095,-110.96791234098376,15.522729409237279,A,-191.82135791847153,203.153032040239,E,D,C,A,0
Homosexual,Divorced,C,A,B,-0.8774927088410217,-198.34480749095587,69.95149888789805,35.23577783758683,E,-92.51965002503182,-244.05350476841255,B,D,D,C,0
Bisexual,Widowed,D,D,A,163.81893912824845,-122.71023619102183,186.01073774297262,-243.3710364638174,B,-49.90665980961674,13.947016609073687,B,B,E,D,1
Other,Married,D,A,B,68.8441099026463,119.44751111805351,58.49013943318978,-85.94681940183828,B,303.9254629364003,78.67773590023856,C,A,A,B,0
Homosexual,Widowed,D,A,C,-75.75293609546917,10.663637844721837,-73.08169606005808,56.20666047254761,A,45.900178776562356,-19.977605694756317,E,C,A,E,0
Bisexual,Widowed,B,A,D,-33.837957272878526,134.3738920070582,155.17523615588735,168.47920198057244,E,61.55619208943144,-127.79099807055354,C,B,C,D,0
Heterosexual,Widowed,A,A,B,67.84257553616814,10.008921308806324,-28.85250776767553,34.136935972415536,D,64.61065127017879,89.67067956558705,D,E,A,C,1
Homosexual,Married,E,A,E,168.63771196312777,141.23581962632218,-206.70045116353157,-116.01508744806725,E,-3.2987998110633785,-129.79760508670236,C,C,E,A,1
Heterosexual,Widowed,B,D,C,23.475375639183646,-81.74153559331816,-46.36450783977132,158.71932224156754,E,-153.791613437721,113.3827163741723,D,C,E,C,0
Homosexual,Single,A,E,D,73.24511690093358,-72.05834769902508,-40.42253351841793,22.448653071550062,B,-50.01517044036843,-134.73312650210866,E,E,E,C,0
Homosexual,Single,B,B,E,-69.54857374684944,-105.80845839282075,84.62408426064246,-308.20320273433066,C,-188.29135066139142,-25.50746916058545,E,C,B,D,1
Heterosexual,Single,E,D,C,34.520190466693556,-49.62990708117792,-32.32816890610379,116.85152921397084,D,59.44244198390718,145.71766775151164,D,B,B,D,1
Heterosexual,Widowed,A,B,B,-29.7821918838392,168.1709097608741,60.90681115386397,155.3047349681131,E,-36.30538614476922,191.04317217047355,B,D,B,E,1
Homosexual,Married,C,E,C,-54.98548257803676,-130.81128230359184,132.60530838217295,-11.617814144229694,E,-133.5996950664897,-11.399170114043878,D,A,A,B,0
Homosexual,Widowed,C,B,E,66.41515610136625,-13.06052924615662,109.2617403202595,166.25363637942132,E,-29.908079164390244,-106.82929052250208,C,D,B,A,0
Homosexual,Widowed,B,C,E,-96.36716687772068,-12.295005780400327,-123.58643248031314,139.71281876032805,B,-70.26727843029906,-35.247436877217744,B,B,C,D,1
Bisexual,Single,B,A,D,-82.95039524598883,95.38590970894167,101.6679771365772,-91.23656532005117,D,154.1533620816441,-59.486084081969594,D,E,B,C,0
Homosexual,Divorced,C,A,D,-141.03981710462853,90.44111966171677,77.33569351946421,-48.26573012698118,D,-94.8651890239535,28.638952215632806,D,C,A,C,1
Heterosexual,Married,B,B,A,7.0231243540965895,99.92165119134717,32.17684236217666,-54.48247086166109,A,-50.20286378578282,17.246768517707203,D,A,C,E,1
Heterosexual,Divorced,A,C,B,89.37225095534619,17.095320975063874,-87.62666616685514,45.038167496898424,A,107.79846059882858,-15.80983959440736,E,B,D,E,1
Homosexual,Widowed,E,C,C,4.375919079176397,-96.41496374038998,-63.86990517305775,92.31274522176281,C,-91.0817242710171,28.194384244446262,D,E,A,E,1
Other,Single,D,B,A,12.380820647716703,-66.35020209064287,-44.02445211886556,-100.96936717091303,D,119.77888013025539,-119.6053959248671,B,B,B,A,0
Heterosexual,Divorced,A,D,C,-57.94101868143133,-2.7330239625060786,15.294470172653574,177.39437554572473,C,-66.27062359022119,0.9337610079042461,E,E,B,C,1
Other,Widowed,C,A,A,-175.6831910533357,9.390068095153312,-71.0330873387895,14.337046745341198,B,44.20828881384084,-176.5596669090836,A,C,A,C,1
Bisexual,Married,A,D,E,-25.175816542029512,-190.27415352052336,-163.16960754878556,94.02888549684127,D,-215.18238875937107,-157.99852516204675,D,E,E,B,1
Homosexual,Divorced,C,D,C,-93.60672535351497,32.46988861798108,11.327647612171376,43.54346326979074,D,70.92628821469846,56.36905517616705,D,B,E,D,0
Other,Divorced,D,B,A,-77.6270362611571,94.69774643818448,-93.5688575125401,-103.05693039760119,D,-46.382048209270025,68.15631505370521,B,C,E,A,1
Other,Divorced,B,C,A,149.81683062501713,-172.0206858188797,-123.50840608285559,77.58428947623189,B,198.74682271244006,-101.02091963246467,A,D,D,E,0
Heterosexual,Widowed,D,D,B,-101.50168149028474,-35.0660127890659,-222.60371062212872,-113.24278690761534,E,-51.83791966306285,-52.65455736588475,A,B,C,A,0
Bisexual,Single,C,E,C,-0.13158569753394184,-89.63466864942055,6.11029918802857,17.109986050875523,C,78.19011598430188,12.814159091865982,B,E,E,A,0
Bisexual,Single,C,D,C,-28.56915552566689,76.855445573299,51.87987897327996,170.2265384447118,B,-31.008872023644145,-156.5953482858302,D,A,A,C,0
Other,Married,D,E,C,69.05209171894685,-1.7752611781363823,-9.84581117623312,-118.15147770357497,B,-18.809919621459525,160.49024061790175,C,A,B,C,1
Homosexual,Married,D,B,D,-6.6635556440829244,69.98808229677998,-108.46809457023102,-8.91057337319603,D,-107.32579862852532,16.676375070342043,A,E,C,A,1
Homosexual,Divorced,A,A,C,-89.93444286473576,23.43948967770126,50.54380280472801,-46.975897356235315,C,86.72273726254461,-24.93650844459358,B,E,B,D,1
Heterosexual,Divorced,E,D,C,145.84560803554584,-30.75744235158214,-97.91459503523323,-25.352495255073737,A,-105.8182602785656,15.019780428192037,A,D,B,C,1
Homosexual,Divorced,E,B,D,101.05922654202972,23.54529994531902,81.3217335245746,5.754656817443033,D,93.9620579679031,-67.29846600782022,E,D,D,C,0
Bisexual,Widowed,C,C,C,-76.98995472299734,114.28578604048296,188.02215597760943,43.83294970634026,A,-6.780703907126878,47.15636224514292,C,D,D,E,1
Other,Widowed,B,A,D,93.14942543339082,72.38631208998137,60.00984553035305,136.53934208943195,B,133.03709050015902,-164.4579218811572,A,C,E,B,1
Homosexual,Divorced,D,C,B,14.382960033399558,122.53775579149129,131.89276755612335,72.73722270079594,C,4.6806569798865585,128.0788848223759,A,E,D,A,1
Heterosexual,Divorced,D,E,D,6.797651609923121,-195.10413760696937,-108.64421513554068,-3.1300494540482346,A,-193.59980770264482,-26.515683873995165,B,D,C,B,1
Heterosexual,Divorced,B,B,E,-115.60075936283314,194.69301838618918,-261.44449628486456,85.95042232362306,D,-100.42624332154352,58.13772074300873,A,D,C,D,1
Homosexual,Divorced,C,B,D,-97.27856164388805,-3.250780220197021,171.05460396287916,42.746561688492555,D,4.6039747298508145,-93.47256700889372,E,C,C,B,1
Bisexual,Widowed,C,B,A,66.25893913851671,86.75783876899764,163.25230402122472,68.3538883579271,C,113.23088257105584,143.2021707305615,D,A,E,E,1
Bisexual,Single,E,D,B,28.21884556592756,-115.37364629996698,61.65495183472955,-104.63544437581103,B,-130.78145406290952,9.18825061148905,D,E,C,E,0
Bisexual,Divorced,D,B,C,-40.2526367526852,102.25431010984359,-69.4209424347654,-14.8746224173072,E,-54.416506781515174,54.109910795865034,B,C,E,E,0
Bisexual,Single,E,C,E,-8.383932309729678,-114.53509153602627,-13.900627697754384,63.18449649304194,B,-8.160028260153188,173.2916543529189,B,B,D,E,0
Heterosexual,Widowed,C,A,A,-39.35166685767373,-115.75723895574275,17.24974953035627,75.5972494481687,D,-100.24263321906717,-302.41213251222973,C,E,C,A,1
Heterosexual,Divorced,D,B,D,-67.9178095441013,-128.559951672935,-81.18258507874255,72.96620419571776,C,-53.50655526845588,-174.34901951404436,C,B,A,D,1
Heterosexual,Single,C,D,B,12.677740526945168,265.2452875411531,173.59006134506515,-38.01634064568302,A,-40.247049681525446,25.185722995014046,D,B,A,A,0
Other,Single,E,D,E,42.706624075402146,-181.57548350107317,-55.67118991846921,-114.09905875697524,C,224.33772549094425,20.66411517978431,C,C,B,E,1
Other,Single,C,D,B,-24.536893131813194,79.08534998784539,236.57323012031904,-126.85043348889143,E,52.6582773308393,-63.34061939516311,A,C,A,B,1
Other,Single,E,B,B,-139.1868071038636,53.15682604977725,-3.7175845783416555,84.7133050865964,D,134.0257104331976,93.62508400712505,E,E,A,A,1
Homosexual,Single,E,B,E,23.941570367328136,-110.51848440485755,-75.34055326825423,81.91998883936155,C,-101.80461428664157,140.57031288335565,E,C,B,A,1
Other,Widowed,E,D,A,52.83961023700735,164.81775859829477,-0.557615063196838,25.556457603314648,A,-14.150946820090955,7.289889546081938,E,E,D,C,0
Bisexual,Single,C,D,B,-177.16568643009572,-56.01114332757877,-45.163600712688165,-46.45807620215726,C,-88.63815858725668,-65.60178545176333,A,B,B,D,0
Other,Married,E,D,E,-148.03029825027158,37.1502286168764,43.81331830549373,-162.4927598382753,E,103.04520436848988,-67.36683436317938,A,D,E,C,0
Heterosexual,Divorced,C,C,A,51.6324963288915,38.47707947207623,-173.10881512929876,-44.009519911586345,E,-52.370386736174126,-109.44374786308207,B,B,B,A,0
Other,Widowed,A,A,B,-34.047447570425156,63.89230240983002,0.3476896579902077,-145.4914310898932,D,-63.1850111260869,-10.938156725360976,A,C,A,A,0
Other,Single,C,C,C,145.50299503381814,-151.67833516565076,49.59838498199393,4.248429821250445,C,-120.45443685648347,114.16566131272205,C,E,A,D,0
Homosexual,Married,A,A,B,88.10783957364914,-158.76411813967255,25.172741786269636,-24.544557785910698,B,-115.19961430334918,-156.9189641100732,D,D,B,C,0
Bisexual,Divorced,C,D,E,283.75013358380465,-37.37149539317347,-14.856782125024646,51.22416622234422,C,42.61827481312429,67.09692812349076,A,D,D,B,0
Other,Divorced,C,C,D,178.61981594777515,1.8239353990672396,-114.2889773108868,111.02971840406917,A,-17.849141708696774,-79.21595477255335,E,E,E,B,0
Bisexual,Widowed,E,C,E,-242.51705554050838,-131.16488523785335,75.17907990122634,-90.18934580482244,A,110.33677977221834,293.5456805628492,C,C,C,E,1
Heterosexual,Divorced,A,C,D,69.41705255757415,-90.8681070828327,129.66263701463558,84.2930268935755,B,128.7141252043676,-144.33022010835214,A,D,D,E,0
Homosexual,Widowed,D,B,B,19.09403418645466,-142.28363866393485,-47.60225759753748,181.95496532975878,D,57.80357884409393,71.78052513400418,C,D,A,A,1
Homosexual,Divorced,C,D,C,-158.99627392144043,-26.068219555134032,43.42643662164083,106.07738945045749,B,-6.0007828109298815,83.58758821032923,B,E,C,A,1
Heterosexual,Widowed,B,B,A,-87.83802465789208,85.44417882188813,-13.819810230519947,-141.1917283733229,B,131.21520460601778,-88.31987572417363,C,C,D,A,1
Homosexual,Widowed,E,E,A,12.778597280654258,148.59570097903324,74.88422338988184,-73.18440093114882,A,126.42697592439114,-18.314260886929205,C,A,D,A,1
Homosexual,Divorced,E,D,E,-82.04691803554937,-89.31913055267559,-145.85361666651468,43.65707146588089,A,-135.91140274794137,-45.10873273042893,B,C,E,E,1
