Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Veteran,18-25,Hispanic,Jewish,C,-160.2692737249441,B,D,238.86928525668085,1
No,26-35,Other,Hindu,E,-84.71953613024303,E,E,43.920434718820125,1
Yes,65+,Black,Other,B,-2.110517233912383,A,D,123.70969712559487,1
Veteran,26-35,Black,Jewish,B,59.42336907104645,C,B,50.421379247468046,1
Veteran,18-25,Black,Other,B,-100.60671980783601,E,D,-6.9678561896470494,0
Veteran,36-50,Other,Hindu,D,17.947210091569428,E,C,113.13179067165152,0
Non-Veteran,36-50,White,Hindu,B,237.1500178969584,D,B,135.46622492230057,0
Non-Veteran,26-35,African American,Other,B,-192.70596937215598,D,C,-19.595549989691545,1
Yes,51-65,African American,None,E,54.78162727748877,B,E,96.71803381603996,0
Veteran,65+,White,Jewish,E,-44.9071190836667,D,B,215.85402947517161,1
No,51-65,African American,None,A,-166.07283459314547,A,E,98.1777304476318,0
Non-Veteran,18-25,Hispanic,Christian,A,-128.15805659260587,C,B,2.5975823760167556,1
Veteran,36-50,Black,Other,B,281.59233628809153,D,B,-143.72241037718467,0
Non-Veteran,51-65,White,Christian,C,36.60644536313506,E,C,50.23232487378723,0
Non-Veteran,26-35,Black,Other,A,92.93726190560126,E,C,-45.98988952880834,1
Veteran,26-35,Other,Christian,A,-169.10330233170617,E,A,10.44555079374629,1
Yes,18-25,Asian,Jewish,B,-164.1737176453871,C,C,144.80368800872634,0
No,65+,Asian,Hindu,B,169.85757299091975,B,A,3.714504516804018,0
Non-Veteran,65+,Black,Muslim,D,158.8535792065324,A,B,203.99365908628172,0
Veteran,36-50,African American,Muslim,E,-100.43526315655178,A,D,114.20198039476517,0
Non-Veteran,65+,Black,Buddhist,A,53.18553212554502,B,D,-16.956599365761228,1
Yes,51-65,Other,Other,D,-41.059228963583294,A,A,-145.97520295759426,1
Veteran,36-50,Black,Hindu,E,293.62035059311285,B,A,-34.66059118255571,0
No,18-25,Asian,None,D,74.83913929959145,E,B,-5.37002953073145,1
Non-Veteran,36-50,Other,Christian,B,52.77119973075723,D,C,18.535965011229475,0
Veteran,36-50,African American,Buddhist,B,-157.30265783454573,B,D,-49.0835721037936,1
Veteran,26-35,African American,Jewish,C,-59.616839627952075,A,D,-105.01728859727324,1
Veteran,36-50,Other,Muslim,E,-28.401700737316443,B,E,-111.94016029983918,0
Yes,36-50,African American,Christian,B,-12.871254531523535,B,E,-73.12944700524595,1
No,65+,Other,Hindu,C,-46.841139511672445,C,B,31.6528978285267,1
Yes,18-25,Black,Jewish,C,-56.64269096246789,C,B,82.24319294519145,0
Non-Veteran,18-25,White,Christian,E,13.67028214333145,B,E,-16.245853953269926,1
Yes,65+,Other,Muslim,C,14.686965497131437,B,B,-58.02541200761073,0
Yes,26-35,Asian,Christian,D,120.61047727618524,D,D,-1.2426280899248832,0
Veteran,26-35,Black,Christian,C,-11.635907132718252,C,E,195.90584980961737,0
No,36-50,Black,Other,D,-163.9445992759474,A,C,-39.08877170049267,0
No,36-50,White,Buddhist,B,109.12278624237484,A,A,-164.8893940379443,1
Veteran,65+,Black,Buddhist,A,214.68303661589934,C,E,19.983350831458758,0
Veteran,65+,Other,None,B,-9.112223508120197,A,B,11.0464408033142,1
No,26-35,Other,Christian,B,-163.80861762141626,A,E,-82.93291073872744,0
Veteran,51-65,Black,Christian,C,58.059949395509705,B,C,143.19820114439082,0
Yes,51-65,Hispanic,Muslim,E,-75.39321203495908,C,D,93.1947723466499,1
Veteran,65+,Other,Hindu,A,-21.602187891617195,A,A,60.45749565754874,0
Non-Veteran,26-35,Other,Muslim,D,-147.69423479744978,E,B,-123.59852622133107,0
Yes,18-25,Other,Buddhist,B,28.84808301143973,A,E,-17.128525921248237,1
Veteran,26-35,Black,Christian,B,-82.06904590211002,D,C,-8.987842277331362,1
Veteran,36-50,Asian,Christian,C,29.433687494392903,A,C,69.75891660102594,0
No,18-25,Black,Hindu,A,-178.2822668095432,E,B,-105.9028636063121,0
Non-Veteran,65+,White,Jewish,B,-41.518169590909274,D,B,-90.26679781134655,1
Yes,51-65,Other,Other,E,50.07950527107483,E,C,55.75294127233113,0
Yes,36-50,Other,Christian,A,-114.6379490017593,D,D,40.42086035363212,1
Non-Veteran,65+,African American,Buddhist,C,-67.88099779684825,A,D,23.484032554343827,1
Yes,18-25,Asian,Christian,C,-45.54633866227736,C,D,10.093920211574494,1
No,65+,Other,Other,A,17.954556737329426,C,E,-178.90875224139197,0
No,51-65,Asian,Muslim,D,15.537457305440611,E,E,109.67657523531761,0
No,36-50,White,Christian,B,104.44909543731447,A,D,98.86980198402348,0
Non-Veteran,18-25,African American,Christian,B,177.0178283051649,A,E,-162.86463826405466,1
No,36-50,African American,Hindu,D,-134.26819492974644,E,E,-171.234678546832,0
Yes,51-65,White,Other,C,223.61723996170485,C,C,-88.34390461362115,1
Yes,18-25,African American,Christian,A,-115.18105588422114,A,A,-24.735852252140347,0
Non-Veteran,36-50,White,Christian,E,11.659129020359034,B,D,-184.69666108559716,0
Veteran,18-25,African American,Muslim,E,-80.58629818256364,E,D,233.59509997419764,0
No,65+,White,Jewish,D,-154.88729715222186,A,C,-10.036400539243012,1
No,65+,Hispanic,Muslim,E,-187.52680400562687,C,B,-354.10083739644926,1
No,26-35,Asian,Other,C,4.014699836031585,A,A,37.977422309617,0
No,18-25,Other,Christian,A,66.8783855391192,A,D,-118.29215238904042,0
No,65+,White,Hindu,A,-92.6184544233381,E,E,25.085479997240085,1
Yes,51-65,Hispanic,Other,B,10.054338280337353,D,C,56.250230218976824,0
Veteran,26-35,Other,Muslim,D,136.3735715569736,C,E,114.28239301692132,0
No,65+,Other,Hindu,A,6.601091800862571,E,D,-75.82550602583227,1
Veteran,18-25,Black,Christian,C,-5.715069111493152,A,E,-134.81193944479102,1
No,18-25,Hispanic,Christian,B,54.13992209602279,A,B,121.84072591278272,1
Veteran,18-25,Black,Muslim,A,66.4687868213602,A,B,53.71829783549924,1
Yes,51-65,Black,Christian,B,4.328734448978609,D,E,74.42160861404223,0
Non-Veteran,36-50,Hispanic,Jewish,D,109.70220604261722,B,D,39.07963195761324,1
No,26-35,African American,None,D,-41.81901397381896,E,C,37.08083763354338,0
Non-Veteran,18-25,White,Muslim,E,-179.64820649038631,E,A,-224.35618883851677,0
Non-Veteran,36-50,White,Muslim,C,133.0701516361364,D,C,7.4531803422596825,0
Yes,65+,Hispanic,Jewish,B,38.55990469154985,E,C,-41.332739324044105,1
Veteran,65+,African American,None,D,-52.61503351405404,D,B,18.21351307521116,1
No,18-25,African American,Christian,E,-12.227025937826982,E,C,46.00975225604586,0
No,18-25,Other,None,B,-4.228776333605136,A,D,155.75423561236326,0
Yes,36-50,Black,Christian,B,25.67359636110386,A,A,-20.578504922479407,0
No,18-25,Other,Hindu,B,-91.01367355755379,A,E,-106.9599321465463,1
Veteran,18-25,Hispanic,Buddhist,D,62.469290990191716,C,B,66.56991439476485,0
Veteran,51-65,White,Muslim,B,21.00659929895116,D,D,20.29781533915451,0
Yes,18-25,Other,Muslim,A,-9.871326016700948,B,D,-27.006944422878163,1
No,36-50,African American,Jewish,B,-49.82223117654525,E,C,48.38480216762571,1
No,65+,Black,Other,A,232.0839845252427,A,C,-88.21443507964067,0
Non-Veteran,36-50,Asian,Christian,E,64.04422324142003,E,E,-59.29401183589063,1
Veteran,26-35,Hispanic,Jewish,D,16.825091625183383,E,E,-191.80453112885957,0
Yes,18-25,Asian,Christian,A,188.23354625554575,B,E,-84.81916381587423,0
Yes,18-25,Black,Buddhist,A,137.2931072638639,B,D,-41.2103651053333,0
Veteran,26-35,African American,Jewish,E,147.68241437964392,C,D,-247.23576205552283,1
No,65+,Other,Muslim,B,-83.08845222193852,E,E,-69.09580466408059,1
No,26-35,Black,Hindu,E,107.08116371799643,C,A,181.54113101515026,1
No,65+,Asian,None,D,140.406671259917,C,E,-48.81701100051101,0
Yes,18-25,Asian,Other,D,45.39736035114836,D,D,-96.32492451261473,1
Non-Veteran,26-35,African American,Jewish,D,-104.55003270075846,D,E,149.49736890574928,1
Non-Veteran,36-50,African American,Christian,B,-78.66906863086058,E,E,96.38286101349242,1
Non-Veteran,36-50,Asian,Buddhist,B,58.73285278508168,C,E,98.60171177750287,0
Non-Veteran,65+,Asian,Muslim,E,-116.3950061728245,B,B,-49.626649945264006,1
Veteran,65+,Black,Muslim,B,20.586061957089004,D,C,67.45065272304738,0
No,26-35,White,Buddhist,A,79.49318818228768,D,E,-39.125248689904716,1
Non-Veteran,36-50,African American,Other,E,-63.69361681905744,A,C,-65.73002951765902,0
Yes,65+,Other,Muslim,D,27.506672951250405,B,E,191.37044499472512,1
No,18-25,Hispanic,None,A,-39.68472370774997,A,B,53.45409628199301,1
No,36-50,Asian,Christian,A,155.47933623072026,D,B,124.23208337250085,1
Yes,65+,White,Christian,A,-71.98650989130581,B,D,150.53152102876606,0
Non-Veteran,26-35,White,Christian,D,-138.31968115550356,D,C,-25.854233479500255,0
No,51-65,White,Hindu,C,15.846845091638547,E,C,-42.20160372559562,1
Non-Veteran,26-35,Asian,Other,E,148.29477366853732,C,E,-98.91400233159654,0
No,65+,Black,Buddhist,B,-27.685857744144272,A,B,102.04992778522181,0
Yes,65+,Hispanic,Jewish,A,-192.03600764363136,C,B,94.64089422521886,1
No,51-65,Black,Muslim,E,-3.604270610137451,D,E,-196.44889821645188,1
Veteran,26-35,Other,Muslim,E,-13.710961850261796,A,B,-6.752399506554439,0
Yes,51-65,Asian,Other,C,-96.92905103963993,A,E,-102.65045891597289,1
No,18-25,White,Jewish,B,-149.259585792041,E,A,-39.962460728945935,1
Veteran,65+,Hispanic,None,D,-85.38907082866638,A,D,-49.1849002555098,0
Non-Veteran,26-35,Hispanic,Jewish,D,11.164585737950919,A,A,-199.1146086612748,1
Veteran,26-35,Black,Other,C,-120.81810506661455,C,B,-87.62794749587837,1
Non-Veteran,26-35,Black,Jewish,A,-196.8151106078319,B,A,23.711364580972702,1
No,36-50,Asian,None,A,-192.02881727177228,A,C,54.60831779494829,0
Veteran,26-35,Asian,None,A,13.34099588721314,E,B,-35.276034413678175,0
Yes,18-25,Other,Christian,B,-222.47825276198108,E,A,189.682965020426,1
Yes,18-25,African American,Christian,B,124.2308802567129,C,A,72.51836851820875,1
Yes,18-25,Black,Buddhist,D,125.0726213895141,E,D,-74.2386635814521,0
Yes,65+,Hispanic,Other,D,-65.17615633508754,E,C,-61.399673193848294,1
No,36-50,Black,Jewish,A,38.08812192499747,D,B,-101.65731182671209,0
Yes,18-25,White,Buddhist,C,-107.51675583100439,B,A,100.12789012284394,0
Yes,26-35,Other,Jewish,A,16.459633238919963,B,A,-57.98748106306428,1
Non-Veteran,65+,Hispanic,Other,B,-202.76989754828264,B,A,71.41148663241975,0
No,18-25,Hispanic,Jewish,D,100.06862757228996,D,B,182.50377382444321,0
No,26-35,White,Jewish,C,-24.887883721011345,E,A,136.6437725549431,0
Non-Veteran,65+,Hispanic,Jewish,B,-29.574823861331122,D,C,0.8865833095804108,1
Yes,51-65,Other,Christian,A,-48.67586512598683,B,E,146.4526454935825,0
No,36-50,Other,Muslim,E,20.031010170022533,B,E,127.05026043973346,1
Veteran,26-35,Hispanic,Christian,A,-40.77911011244708,D,E,115.63535650022696,0
Yes,18-25,Black,Muslim,A,-64.32835870854842,D,C,89.41739018655987,1
Veteran,18-25,Other,Buddhist,C,36.847686839457225,C,B,15.124163611688418,1
Veteran,26-35,White,Other,A,37.79940320075347,B,E,-3.7836843779236773,1
Yes,36-50,Hispanic,Buddhist,D,-20.060769446377257,E,A,-5.899460844310298,0
No,26-35,Black,Buddhist,C,44.2284954473651,C,D,14.92636848688225,0
Yes,65+,African American,Other,E,127.04079199223644,D,E,130.97822338706519,1
No,36-50,Other,None,C,-12.629910232697744,C,E,162.3110456130115,0
Non-Veteran,36-50,White,Other,E,11.24004201398372,E,C,146.5014372306089,0
Veteran,51-65,Hispanic,Buddhist,B,87.1147974415489,A,C,16.603972160423623,1
Non-Veteran,51-65,Asian,Muslim,E,-7.139991855534264,A,A,67.70292378004935,0
Yes,51-65,Asian,Muslim,A,54.21600967208211,E,C,-94.01603489275455,1
Veteran,18-25,Other,Buddhist,E,-100.69176920082687,D,D,-21.494588277617247,0
Yes,36-50,Black,Buddhist,E,-115.22742670606809,E,B,18.780521808264393,1
Yes,51-65,Black,Christian,C,-1.250328794163543,C,C,-117.02079789986772,1
Non-Veteran,51-65,Hispanic,Muslim,E,-125.0706570659266,B,E,-53.565937537009766,1
No,26-35,White,None,D,75.93907229356506,E,D,-84.38821745621793,0
No,65+,Black,Christian,D,13.209711628168149,E,C,121.10180712356136,0
Yes,36-50,African American,None,C,-132.799985109289,E,B,-28.051266052709085,1
Yes,18-25,Other,Hindu,D,-79.29019507525464,B,B,60.09955949745138,1
Veteran,36-50,Hispanic,Christian,C,16.633699265996917,C,C,67.77569885565457,0
No,51-65,White,Christian,C,-76.4578641879235,B,A,-63.695782849763894,0
Veteran,18-25,Other,Jewish,E,37.6205940470067,B,B,149.836514450335,1
Non-Veteran,65+,Black,Muslim,D,-38.44028117210759,D,A,-222.1378337949762,1
Veteran,51-65,African American,Buddhist,C,-22.025838689138315,A,C,1.8098341166893874,1
Veteran,26-35,White,Other,B,28.180950606308652,D,B,-211.46722742509442,1
Yes,51-65,Other,Muslim,C,96.81411395390826,A,C,-117.87514709641569,0
Yes,26-35,African American,Other,A,-58.83471107166296,D,B,-175.84193327365747,1
No,26-35,Other,Christian,A,-61.53102861884784,B,C,72.64014662885148,0
Non-Veteran,65+,Asian,Jewish,C,110.03376050425415,A,D,-13.587699333109448,0
Yes,51-65,White,Buddhist,B,84.13372261975147,D,E,20.3037608141094,0
Veteran,18-25,Other,Buddhist,B,-35.10817322670851,E,D,-2.8583212105055837,1
Non-Veteran,65+,Hispanic,None,D,-57.95840113735677,D,C,98.45466789761933,1
Non-Veteran,65+,Hispanic,Other,A,101.29105742426849,A,E,131.65445206673317,0
Yes,26-35,African American,None,A,81.14992160723719,D,C,141.14859697786054,0
Veteran,51-65,Hispanic,Other,E,1.8555823072549402,A,B,42.892043645028686,1
Yes,65+,African American,Buddhist,C,-1.1192142790362767,D,A,58.1683205677414,1
No,36-50,Hispanic,Jewish,E,24.663509902467705,B,D,-65.39581677097614,1
Veteran,65+,Black,Hindu,E,18.508455662076106,E,C,-0.7545462818631051,1
Veteran,65+,Asian,None,D,-26.70519449750169,A,D,56.615424713413844,1
No,36-50,White,Muslim,B,74.44163887330843,B,D,190.0744113884117,0
Yes,65+,Hispanic,Hindu,E,197.64122497510118,E,E,-38.318748326446276,0
No,18-25,Black,Jewish,C,-104.34636279988132,E,D,44.25175928388646,1
No,65+,Other,Jewish,A,286.87995692734376,B,B,-22.911027510774627,1
No,18-25,Hispanic,Muslim,D,-128.512567863364,C,E,-68.91788095894242,1
No,26-35,Hispanic,None,A,-105.52905534322528,C,C,-135.71849587904785,1
No,51-65,White,Hindu,A,-98.6666018783246,B,D,-99.57715390557658,0
Non-Veteran,18-25,African American,Jewish,D,65.39026225265219,E,E,86.1007693759295,0
Non-Veteran,65+,African American,Muslim,E,30.087671601544137,D,A,-128.1567584832967,0
No,65+,Black,Christian,A,-20.157725758040076,A,A,61.96674780122587,1
No,26-35,Hispanic,Hindu,A,-108.53384921732652,D,B,197.47452565355078,1
Non-Veteran,51-65,Asian,Hindu,B,-66.37910254942663,D,A,-159.43157265485075,1
No,18-25,White,None,D,-115.6166190314161,B,C,133.09361879331664,1
Veteran,65+,Asian,Buddhist,E,-21.12240484046937,C,A,32.980494436312384,1
Veteran,26-35,Other,None,A,-69.65046274934653,E,B,-124.19185407669464,0
Yes,18-25,Hispanic,Jewish,A,-143.47350432464327,B,C,-34.01182823757814,0
Non-Veteran,36-50,White,Muslim,E,72.15269399928876,E,B,75.5763900542294,1
Non-Veteran,26-35,Other,Other,B,87.56085226929206,A,B,14.763457229862837,1
Yes,18-25,Black,Other,E,-134.93285031027142,B,D,-97.754649192417,1
No,65+,Other,Jewish,C,144.1134511996881,A,D,-137.02048877874103,1
No,65+,Other,Buddhist,D,-48.5806573014229,B,D,-37.859073742579014,1
Yes,36-50,Hispanic,Buddhist,C,-123.77946328589866,E,C,-175.67994421667933,0
Veteran,26-35,Asian,Christian,D,-99.93079581644076,A,A,-6.1881536437032585,1
Yes,51-65,Black,Jewish,A,-12.797877568202203,C,B,24.302070290855045,1
No,36-50,Other,Muslim,D,36.54853430935475,E,C,18.47782438866617,0
Non-Veteran,18-25,Other,Other,E,128.4686502517769,E,A,-153.12209778960795,0
Non-Veteran,26-35,Hispanic,Jewish,D,117.22187234763327,B,B,-71.763775226563,0
Veteran,26-35,African American,Buddhist,D,-14.666036095367696,A,E,-106.60597159117702,1
Veteran,36-50,Black,Other,E,-60.97562661317958,D,E,90.58911875744005,1
Veteran,51-65,Other,None,E,-262.9236768775154,D,D,-8.615199545991208,1
Yes,18-25,Hispanic,Jewish,E,82.38380578217388,A,A,83.56521511390869,0
Yes,51-65,Black,Buddhist,A,-110.77961397320755,C,E,-98.63120069046921,0
Veteran,51-65,Hispanic,Jewish,A,-48.28707296731893,C,E,125.92370214197742,1
Veteran,18-25,Other,Muslim,E,-149.5106914022751,E,D,-19.171932573207968,1
Veteran,36-50,Asian,Muslim,A,41.12659681789115,B,E,77.61809815890803,1
Veteran,51-65,White,Muslim,D,-120.6668362947343,D,C,0.012868723996907345,0
Non-Veteran,18-25,Other,Buddhist,B,-38.90145428358225,B,A,-117.82418519775956,0
Veteran,65+,Other,Hindu,E,-10.193188629729576,B,E,-82.35576549563865,0
No,26-35,Other,Other,E,173.77401024523672,D,C,-92.6011039208608,1
No,65+,Black,Jewish,A,111.92091460670765,D,A,61.62255674985096,0
Veteran,36-50,Asian,Other,B,7.129482065662851,E,B,26.76384154287874,0
No,36-50,Asian,Other,B,36.246305763362166,E,B,41.19685925526525,1
No,51-65,Other,Christian,A,271.89091274165935,C,D,47.283059763395194,1
No,36-50,Asian,Jewish,E,36.24982055022407,E,D,-58.74155121592823,0
No,26-35,Hispanic,Jewish,D,145.90285172823957,E,B,-59.64161803967135,0
No,26-35,Asian,Muslim,C,158.32766742083155,B,B,133.59413995670707,0
No,18-25,Asian,Hindu,D,149.2673965590773,D,B,68.02616580365289,1
No,36-50,Asian,Jewish,C,71.75279038621854,A,A,94.58316914722886,0
Yes,26-35,Other,Buddhist,A,-192.51966118706184,B,D,196.56929286042612,1
Non-Veteran,51-65,Hispanic,Hindu,B,-102.5602786611991,B,A,7.235384166719651,1
No,26-35,African American,Jewish,C,72.3196315127519,D,B,177.65453462422337,1
Yes,26-35,Hispanic,Buddhist,A,120.36023266432439,B,A,-32.17556878984461,0
Yes,65+,African American,Muslim,E,-18.545465248069526,B,B,-111.58305668459248,0
Non-Veteran,65+,Black,Hindu,B,-16.591860500786286,D,C,-7.921910736291977,0
Yes,51-65,African American,Other,A,51.675556075186954,D,D,32.170126305467306,0
Yes,36-50,Asian,None,D,194.15642043584282,B,D,-64.24739742712427,1
Yes,36-50,White,Jewish,D,70.4633547842421,B,E,49.24058992159066,0
Yes,65+,African American,Buddhist,C,-116.7873198925607,D,C,-75.39425592257886,1
Veteran,26-35,Black,None,B,-32.34595191853422,D,A,44.172215685344746,0
Non-Veteran,26-35,Black,Buddhist,E,-24.491112863034612,E,B,50.68215389675197,0
Veteran,26-35,White,Jewish,A,115.13320347107346,A,A,2.6168308207153146,0
Veteran,36-50,Hispanic,Christian,E,58.37631259593805,C,E,111.09183983363397,1
Yes,51-65,Other,Other,A,-25.020497351356575,A,D,-114.27198873859564,0
No,65+,White,Christian,D,9.210098542289842,D,C,164.64563206281568,1
Yes,26-35,Other,Hindu,E,-71.30030691579584,D,E,-179.71335224230546,1
Yes,26-35,Black,Buddhist,B,-187.6136834903177,C,A,37.17191509692951,0
No,51-65,Black,Jewish,B,27.201781268212628,A,C,-234.13547746857958,1
No,51-65,Asian,Jewish,D,133.7349302375251,B,C,140.35736222375925,1
Non-Veteran,26-35,Asian,Jewish,A,-164.67848230668037,E,E,-45.56366903449705,0
Non-Veteran,65+,Asian,Muslim,B,-56.47104443800022,E,A,49.547398887987995,1
No,51-65,Other,Jewish,C,48.537889827831755,C,B,-51.65917860724834,1
Non-Veteran,36-50,Black,None,A,-65.08254255602142,E,B,60.09018326922575,0
Non-Veteran,51-65,White,Christian,A,-101.25598052949294,A,D,-110.29136402695445,1
No,18-25,African American,Other,D,97.12211567512713,A,B,-47.59050657229241,0
No,26-35,African American,Muslim,E,107.72891693634314,D,B,21.60742837062583,1
Veteran,65+,African American,None,B,39.400283989192076,D,E,-120.76088046586007,1
No,26-35,Other,Jewish,C,-11.41598064144852,B,A,-94.96154899219272,1
Non-Veteran,18-25,Other,Hindu,E,-146.37531988614083,C,D,220.4620435178362,0
Yes,18-25,Hispanic,Muslim,D,-71.61868096774742,A,D,-16.776900660172533,1
Veteran,51-65,White,Hindu,C,-3.095322886494229,B,A,-2.2770058462318756,1
Non-Veteran,26-35,White,None,D,-104.07907233642963,B,D,18.423489731416232,0
Yes,18-25,African American,Muslim,A,-96.77465507220245,E,B,-144.3228429086797,0
Veteran,36-50,Other,Christian,D,-58.77805548891276,A,E,22.701705229786317,0
No,18-25,African American,Muslim,C,-185.04875267288736,D,A,257.04886988493973,1
Non-Veteran,65+,Hispanic,Buddhist,E,-69.36886297254075,A,B,155.15316815136455,0
Veteran,26-35,Hispanic,Christian,A,-4.918224752047349,E,E,-60.71418034941849,1
Yes,36-50,African American,Jewish,D,61.71443460971883,B,B,-95.46619704091817,1
Yes,51-65,Hispanic,Other,A,-128.3558064079447,C,C,-146.33912350440423,0
No,36-50,Black,Other,A,-94.6111002231719,B,C,-159.2673955013705,1
Veteran,51-65,African American,Buddhist,D,22.089569030046448,C,C,-46.956913227879426,0
Non-Veteran,26-35,Black,Other,E,96.76579266240893,D,A,113.26951893363761,0
Non-Veteran,26-35,Asian,Other,B,81.63515685872439,B,E,-112.06645845498286,0
Veteran,18-25,White,Christian,C,117.05884178622577,A,D,-54.213029360046804,0
Veteran,65+,Other,Jewish,B,93.33184489952214,D,D,-121.22714526401437,0
No,51-65,Asian,None,B,147.2191209756134,E,D,112.41673953301243,1
Non-Veteran,18-25,African American,None,D,17.004529669413756,B,D,-111.94285275453386,1
Veteran,18-25,Asian,Other,B,-76.79748127622311,A,C,127.94624480066463,0
No,26-35,Asian,Hindu,B,-156.6756669451241,D,B,68.73168559308243,0
No,36-50,White,Other,D,-38.3711797792599,D,B,-64.79502137051912,1
Yes,51-65,Asian,Hindu,B,131.4557239743192,B,A,-54.61956037647002,0
Veteran,51-65,African American,Buddhist,E,-93.8562631957185,B,D,-32.68988613987226,0
Yes,36-50,Other,Jewish,E,-38.29651390590721,C,B,-42.347847965757424,0
Yes,18-25,Black,Buddhist,D,-58.31067286177078,D,E,66.13579709197846,0
Veteran,18-25,African American,None,E,-52.9984193454778,E,C,-208.31936851461398,1
Veteran,36-50,Black,Hindu,E,55.42701314168406,E,B,-45.99863863974224,1
Veteran,51-65,Other,Other,A,-58.34571363772716,D,C,100.063697300409,1
Veteran,18-25,Black,Muslim,C,17.183245923134667,C,A,-145.13455850649365,0
Veteran,51-65,White,Christian,D,-119.6518498513441,C,E,115.72015607604702,1
Non-Veteran,26-35,African American,Hindu,E,-136.54977631567874,A,B,-92.89108106995967,0
Veteran,26-35,White,Muslim,C,36.81057436030844,D,D,-53.46157349693379,0
Veteran,36-50,Other,Hindu,E,188.32430918456515,B,D,58.23051939181189,1
Non-Veteran,26-35,African American,Hindu,C,-25.826006427821785,B,B,36.92774002723053,1
Yes,36-50,Asian,Hindu,E,-33.42809952054145,A,C,-21.166478325128818,0
No,65+,White,Other,D,121.095353017631,B,D,16.8556472126766,0
No,65+,White,Muslim,C,-291.9475658726178,D,A,-121.5080067575357,0
No,18-25,White,Christian,A,-28.024484520628047,A,A,-141.77353065924052,1
Yes,36-50,Black,None,D,-45.03948623367241,D,E,-101.86034045109199,0
Yes,51-65,African American,Other,D,-45.890805559194966,C,B,108.44486800972697,1
Yes,65+,Asian,Jewish,D,43.28813665935192,D,D,-1.8388702848398135,1
No,65+,Asian,Muslim,E,-110.510098352059,E,C,8.661579935648895,1
Non-Veteran,51-65,Hispanic,Jewish,D,145.87588177876606,C,A,91.77159021838473,1
Non-Veteran,18-25,Asian,Jewish,B,-88.42236106203359,D,A,-106.38239273611403,1
No,18-25,Other,Muslim,C,-93.96727484905418,E,E,-118.74754553813752,1
Yes,26-35,Hispanic,Other,D,206.346576065745,E,A,-88.84098592235215,1
No,26-35,Black,None,A,-15.942142369090664,E,B,71.65425318684994,0
No,26-35,Other,None,A,44.074446614644714,E,A,-75.24317151504579,0
Non-Veteran,18-25,Asian,Buddhist,B,-188.7808495059707,C,D,-60.06034043867755,1
Veteran,26-35,Asian,Other,B,-14.29575740508742,D,B,-3.2218670702014216,0
Non-Veteran,51-65,White,Hindu,E,20.178744788527535,D,E,-80.34503524178284,1
Yes,36-50,Black,Christian,A,44.16335265060213,A,D,11.450673038253274,1
Veteran,18-25,Other,None,D,163.85884118024188,D,C,-38.863345544663346,0
Veteran,51-65,White,Buddhist,D,-6.598528598592137,B,C,77.8022591377442,0
Veteran,18-25,Hispanic,Christian,B,-166.19013960070424,C,C,99.73373404698516,0
Non-Veteran,18-25,Hispanic,Hindu,B,-98.26611014736574,E,C,221.9511197903826,1
No,36-50,Asian,Jewish,B,-40.74965682236712,B,A,35.856656472572915,0
Veteran,26-35,Hispanic,Buddhist,E,-146.25031455510046,C,E,151.1519451259251,1
Non-Veteran,51-65,African American,Other,A,103.22266036129058,A,B,5.991757222569359,0
No,65+,Other,None,E,-36.7090040557006,C,C,52.71491803267544,1
Non-Veteran,26-35,African American,None,A,-29.059670774520935,E,D,12.309081065132348,1
Non-Veteran,51-65,Other,Buddhist,B,55.83870169900287,D,A,63.96421707032637,1
No,26-35,White,Hindu,D,-67.14621040396206,B,C,37.16032826302539,0
Yes,51-65,African American,Hindu,E,-102.04893470813063,E,E,-65.05258331948184,0
No,26-35,White,Jewish,C,-26.19143911413061,D,D,-44.23313305491959,1
Non-Veteran,65+,Other,None,A,-166.5064699026285,B,A,-73.77293386027911,1
Veteran,51-65,Asian,Buddhist,B,84.54547386874195,D,A,206.8467028374783,1
No,51-65,Asian,Other,A,-32.78730516663471,B,C,-70.11055199499005,0
Veteran,36-50,Hispanic,None,E,-106.3632312083683,C,E,88.9553055526135,1
No,51-65,African American,Buddhist,E,97.0903253814403,D,B,227.10291157800464,1
Veteran,26-35,African American,Christian,A,100.59814129295629,E,E,-103.59951134831378,1
Veteran,36-50,Hispanic,Muslim,C,254.3062039729965,B,B,180.13765545546084,0
No,65+,Black,None,C,76.27869286603396,C,D,107.43410403655575,1
Veteran,51-65,Black,Christian,C,-18.847231797355963,E,B,-47.41747960391279,1
Non-Veteran,36-50,Black,None,D,-137.6928107441082,D,C,156.81642943755082,0
Non-Veteran,36-50,Other,Jewish,B,-146.29920764548768,A,B,-164.16155538463116,0
No,51-65,African American,Hindu,D,9.364214430504047,C,D,318.53989427801264,0
Veteran,26-35,White,Hindu,D,83.60026855186405,A,C,62.513485625136326,1
Yes,18-25,Hispanic,None,E,-81.82472691885235,B,D,-32.70102528527733,1
Yes,26-35,Black,Other,B,182.79832571667035,B,C,109.81948546405467,1
Yes,26-35,White,Christian,B,34.36792095507594,B,E,-1.3194305871691463,0
Non-Veteran,36-50,Asian,Other,B,-97.52312039709331,A,C,33.73819442459119,1
Veteran,65+,Asian,Buddhist,C,68.31685172630439,D,C,105.94904746874914,0
Yes,18-25,Other,None,D,115.98660709872273,C,C,236.04316619949466,0
