veteran,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,F,-261.3110103756973,-70.653768637859,-36.34802360621547,B,C,0
No,Other,41.75601901534487,-51.07247885242988,90.04744433985064,D,C,1
No,F,-13.316087662124787,73.74162077245822,-105.19071021581827,B,A,1
Veteran,Other,136.78464735212177,-73.33172089345996,-33.524909054915305,E,B,0
Veteran,Female,-110.29692126544148,-102.39414185412083,68.31242212303304,B,E,1
No,Other,-284.49373821855784,-133.32354865960184,-53.662782053567895,D,E,0
Non-Veteran,Non-binary,-116.56865657055353,-61.680294893124554,-91.64614267582989,A,D,0
No,F,75.95592064282808,35.10088556782388,73.55229700249838,E,B,1
No,F,14.491764049526104,-42.56733959337906,-103.75514582816152,A,B,1
No,Female,8.885249014855841,-107.89623997880595,-113.6146922087647,C,A,1
No,F,3.0483284057745053,128.86910511779428,238.65633623526202,D,B,1
Non-Veteran,M,9.456096591826768,30.23760323122271,-196.90159168577227,E,D,0
Non-Veteran,Non-binary,-67.61694465557413,38.34624340670313,-18.05148145262281,C,B,1
Yes,Other,75.39961513476769,-243.9543017543306,-157.1750531083478,B,D,1
Non-Veteran,Other,122.4951641481332,-116.18002452988266,-43.048269702428314,D,A,1
Yes,M,67.62753213255192,63.77268241737719,29.10572681356789,A,D,0
Non-Veteran,M,-39.390700102768065,73.04269642072482,5.086817890402205,D,C,0
Veteran,Female,96.05349858103547,-78.12988242675361,-112.42088388186684,E,D,1
Veteran,F,-109.96908118863995,69.2898272777679,-225.19445514257504,E,E,0
Veteran,Other,47.65028851073439,46.943484248946476,85.73390862759393,C,C,0
Yes,F,83.01132897515038,-132.28490958409137,-46.02497665627375,E,D,1
Non-Veteran,Other,19.6020793622839,37.54522026829151,83.72778395188449,B,A,0
Non-Veteran,M,-19.25411087305799,-42.60234044296362,-64.98923886668159,A,A,0
Yes,Male,125.85933075615495,78.8968569599383,110.01783726356793,D,E,0
No,Male,-22.668702473728626,41.07535014034412,-35.726106765852784,A,B,0
Veteran,Other,48.33593105347493,44.3639992439007,220.46069988069027,E,D,0
Yes,Non-binary,62.594981547083364,-97.020727234691,6.592582043162198,D,E,1
Non-Veteran,Female,-198.93748414339575,-35.07185471484442,118.67330872718607,A,B,1
Yes,F,106.92022674101038,-85.55446890570829,-86.85436056770595,E,D,1
Yes,Other,116.10798543037501,117.34649652385085,72.96921639775104,E,E,1
Veteran,Female,-122.21499917388236,106.70073432266234,-53.35510795581856,A,E,1
Non-Veteran,Male,-5.467516501334637,-73.66245694010871,-84.39933848001697,B,A,1
Yes,F,-164.70448001138786,115.73504030471125,23.747832905815653,C,D,0
No,M,164.7341849982764,-20.66671403096706,110.1034537107327,A,B,1
Veteran,F,124.63856363065898,-127.77926967842474,-22.81303145847081,E,A,0
No,Non-binary,108.47245371939802,-137.2549314518478,94.31009874046435,C,E,0
No,Other,-87.63926703061227,115.3058679213201,54.64398548714152,B,D,1
Yes,Non-binary,28.535297417835746,-300.45992899035554,26.595973431951343,B,E,1
Veteran,Other,-39.179308436862215,38.42995569951672,-50.98092943555342,C,E,1
Non-Veteran,M,-36.396385553027926,38.76515040448987,-25.52670508511543,C,D,1
No,Non-binary,-135.87290037746618,100.33815642516973,-38.45776381359381,C,A,0
Veteran,Female,-118.84931436611123,-6.392366069650385,-49.820794695742876,E,E,1
Yes,F,56.38164207017401,-114.23643937634975,-83.18124729169537,E,C,1
No,M,-162.0461471576691,-61.909295508890615,-16.885031008828165,E,C,0
Non-Veteran,Non-binary,-11.384471890704893,90.24765520560194,-43.504765540395766,A,E,0
Yes,M,199.69038558496172,-96.19834130593684,-66.2961880335908,B,B,0
No,Female,-39.87278359529358,30.10604754406605,46.42778834682977,A,A,0
No,Non-binary,-272.2043920991147,83.06571654540217,-174.6897346526083,C,B,1
No,M,-151.10862420811043,59.35737228945811,-34.05875980845776,E,B,0
Non-Veteran,M,47.01498615009813,13.397365741622103,-9.317846426758274,B,E,1
No,F,-83.45319327062671,2.660607465264318,-265.0698074365256,A,A,1
Yes,M,57.81683813288305,-57.24535191912196,-26.649046832253713,E,A,0
Non-Veteran,Other,215.22282494449573,-55.00169427097234,-104.62534611407936,A,C,0
Yes,Male,-99.963054017394,-118.26625879626292,57.86803050631648,E,B,1
Veteran,Other,35.78765894313691,-236.15183906039556,61.17335073358816,B,C,0
Non-Veteran,Other,-77.6011053555682,-80.81898612411044,-74.98388084869539,B,C,1
Yes,Other,58.47452382335692,20.9204284170573,-127.87722319050852,D,C,1
Veteran,F,15.530950575086983,25.39138975903974,-87.25135027586373,E,A,0
Veteran,Non-binary,-138.5495907988664,-302.67973467112745,96.70374095950565,D,E,1
Non-Veteran,Other,69.25096913545268,-271.05329731351316,-61.88704335114827,E,C,0
Yes,Non-binary,-64.26220229048623,-42.6534194171251,50.873623407931454,A,D,0
Non-Veteran,M,-42.41554434680171,16.707278944877878,-74.26467839144146,A,A,0
No,Non-binary,36.55536759943303,202.93675446658335,34.526627224068534,D,E,1
Non-Veteran,Female,41.99707566967847,-30.861781190295073,35.53825811703336,C,A,1
Non-Veteran,F,-41.08596812940984,-63.47203226508349,89.6489588527589,C,B,0
No,Other,84.96236694600138,99.53630299284954,17.085765687418817,C,B,0
Veteran,F,186.0221912630335,98.92689404582839,-162.8670144962901,D,C,1
Yes,Female,66.21628687922242,-166.81755258165705,124.28402657723761,B,B,1
Veteran,F,59.19730714833044,-131.22610482531988,29.284471353079212,B,D,0
No,Non-binary,-73.32921030721957,7.11055596997552,48.71586820510654,E,E,1
Non-Veteran,M,-22.391286231916162,1.3014046996894588,84.0483341786056,D,A,1
Veteran,F,93.66696614512155,8.540768320851827,-119.4708341335583,C,E,0
No,Female,-148.76496398774253,-110.986136983354,22.736116443571426,B,C,1
Yes,Non-binary,-56.162846790968146,166.14353185619666,51.71218529210672,D,E,1
Non-Veteran,Other,-21.074605842248765,134.8422818135209,-52.63436807468754,C,A,0
Yes,Male,13.499849506200103,-90.03562707191702,-212.77269207751567,E,E,1
Veteran,F,-16.241783769719497,-18.09106354593754,139.28912341126738,C,A,1
Non-Veteran,F,-65.61706400115006,89.78018486772878,100.4290898823571,C,C,0
Non-Veteran,F,40.36882911403258,82.07049145049743,118.05199369807391,A,C,1
No,Other,123.91362733868645,9.324806306803827,-44.69404456744601,A,D,0
No,Female,63.211537827631304,-43.18144751266961,-16.182963579270805,C,E,1
Veteran,M,-33.12393983306878,-42.65656016306977,-74.04546626188548,B,C,0
No,F,-11.688904547193317,-18.63574345055719,99.10070653600188,B,C,0
Non-Veteran,F,42.634795096660916,-4.496009868431386,7.50177139055615,E,B,0
Non-Veteran,M,-143.77474101703604,-160.7319328092883,83.39609588183038,D,A,0
Non-Veteran,Female,-190.11434521004412,-119.59817876385115,-56.367221153731194,A,C,0
No,Other,-40.45916929534589,111.69297495952206,-50.223591282852595,D,C,1
Yes,Female,-86.23478503923229,-6.559711771732695,36.93602363136728,A,E,1
No,M,-15.315769177656819,180.117255273057,-47.968131634608184,E,B,0
Non-Veteran,Female,30.193444426935343,138.28557280370643,-65.11359421232935,B,E,0
Yes,Female,20.66733929877666,8.480456107002322,104.1156752726893,A,A,0
Yes,Female,69.72492342564955,-40.18003387831098,-2.5670131585476064,B,B,1
Veteran,Other,112.79601855639274,-21.94942524825293,49.1412880548094,D,C,0
No,Male,183.70572770027425,-2.4589732653294436,86.89568761819828,A,A,0
Non-Veteran,Female,89.00410680080265,55.75724107532174,41.617161675827965,C,B,0
Veteran,Female,87.8307593148613,10.025497810698218,96.79629145465616,D,E,0
Non-Veteran,Male,71.4066135173029,-32.51765180088154,65.7202403807775,B,E,1
Veteran,Female,136.2259610623332,-17.56821058303332,54.4064147533547,B,D,1
No,Non-binary,-20.981247662794868,169.35282985893102,9.608274152755767,D,E,1
Veteran,Female,15.75496826668169,44.4450332804442,-8.13529038939523,B,B,0
Yes,Other,54.85599086932888,37.28795985006482,-101.96693231755285,C,A,0
Veteran,Other,218.64252139765773,-68.63618944803417,108.14944081707671,D,B,1
Yes,Female,-48.67490176214033,-68.38649815114984,220.53416339089404,A,D,1
Non-Veteran,Male,46.257474144539806,-98.3430173410934,-137.43242998929247,E,A,1
Yes,F,-36.515444653993754,-70.49401591781739,-41.92294838828968,E,E,1
No,Other,-15.669360061259843,-94.93824401712232,-55.136780811332564,D,D,1
Non-Veteran,F,136.09801722509042,-71.0672948599053,78.61784974530771,B,D,1
Veteran,Female,49.46734383905815,-31.833575136728303,-149.09430337631312,D,D,0
Yes,Female,15.590779514481506,-2.3140448957024318,-48.79442041701649,B,E,0
No,F,-53.13539102652154,16.046825628522537,-87.40658713158587,E,E,1
Yes,Other,-62.91734350355635,-100.02684772580307,35.87153483106222,B,E,1
Non-Veteran,M,-86.34766383990289,66.62294928603527,-125.15448098508799,A,A,1
Non-Veteran,Female,236.15694970375526,-103.30371963194965,78.63010445418946,B,E,0
Yes,F,-208.80402960732155,-70.01909470084277,22.31313451571202,A,B,1
Yes,Female,19.03881187240688,196.49617251833428,100.25487049797017,B,D,0
Veteran,Female,72.16392395572989,123.6107099030065,-69.32024879252954,A,E,1
Veteran,M,17.49096684884378,114.1788295561013,-161.99732578502483,B,C,1
Yes,Female,1.675006084644527,-77.61432899912666,19.760381386896498,A,E,1
Veteran,F,-23.313153352671442,-54.530259943511695,179.44556897059695,A,B,1
Non-Veteran,Other,57.23738389479016,-136.78570449676494,89.14287140501128,A,D,0
No,M,-113.1785416228929,-1.7490619142038089,198.11088909524733,D,B,0
Veteran,M,-177.15515002506115,-64.74117743006516,-41.36387538703789,A,C,1
No,Non-binary,-109.41826283050327,-164.60686814077707,-33.86435694758043,C,D,0
Veteran,Non-binary,131.19207881357346,-29.49664377732245,22.09124648949616,D,A,0
Veteran,Male,-113.92386913419723,36.95776946301017,161.8002207111491,A,B,1
Non-Veteran,Female,17.65182411298147,31.836219928469212,-32.98307648872155,D,E,1
Yes,Male,-7.419660003782382,-35.48461746126324,3.5003245958696247,A,D,0
No,Non-binary,-85.43001779980005,23.007768423434296,-119.89538586576904,A,E,0
Yes,Male,-67.50253354941954,9.444653063141164,105.36013502705592,D,E,0
Yes,Female,83.9523594632306,-173.73907440167486,-19.487617029261123,E,D,1
Yes,Other,119.73278387908654,-63.84892610958347,-21.253162753157653,D,D,0
Veteran,Non-binary,-141.41121328693197,24.095481669829187,-16.047810299449008,B,C,1
Yes,Female,-128.246977192018,-48.736910363254964,11.282393455254569,D,C,1
No,Non-binary,-36.98766910653336,-9.911896894763899,-104.0047001228611,D,A,1
Veteran,Female,-143.9050966940313,-48.60427708917242,228.20550119694,C,B,0
Non-Veteran,M,-49.170001980134366,-72.64499259646755,86.17537623348981,D,C,1
Non-Veteran,Male,-131.6502911049769,-161.29781558634983,-26.249960191694584,B,C,0
No,Other,-124.13946026664264,97.4905665060834,95.85357706830872,C,C,0
Veteran,Male,94.19448393895902,112.94942496319173,-80.61830289615807,E,A,0
Yes,M,27.642105433922517,-85.9095882397775,28.627211672975257,E,A,0
Veteran,M,-70.92130537304523,-79.86245051211434,85.64517295566901,C,A,0
Non-Veteran,Non-binary,-16.409023231163776,-65.40723458504407,-35.291646739365746,A,A,1
Non-Veteran,Female,91.01527020873284,133.22987880604398,128.83593465044578,E,D,1
No,F,-1.7659543034137255,-168.677050885551,-199.9592181838581,A,C,1
Non-Veteran,Non-binary,188.80857799598047,-14.959462080818689,-19.013230559941018,D,B,0
Non-Veteran,Other,-14.427537225037618,-6.653155476908673,23.537440345014325,A,E,1
Veteran,Non-binary,124.42176852995847,20.94668222688155,40.3449891582869,E,B,0
Veteran,Female,-22.25479401683516,35.752679703035795,112.51876607828744,E,E,1
Veteran,Non-binary,277.4314535203719,1.9120768361280998,-9.137365556346015,A,B,0
Veteran,M,-136.01861853782665,-189.83732985530966,131.0262870813996,A,D,1
Non-Veteran,Other,-74.92900941615655,33.70781750551916,-63.42346646724024,E,D,1
Yes,M,27.285174136867933,69.53606265202718,17.610158512824945,C,A,0
Non-Veteran,Other,28.267636268248115,87.49892151209087,-43.21016866304313,C,A,1
Non-Veteran,Female,-49.62078765510004,-119.53997618259552,-25.623494348975328,A,B,0
Veteran,Other,152.98922817557653,-192.2571820078204,-25.02803600096807,B,A,0
Non-Veteran,Male,-186.3609154457233,-44.037040233118326,-120.64372598226146,D,D,1
No,Female,-91.49890502069773,39.21327906038583,191.00074741020882,D,D,1
Veteran,Non-binary,-40.54323215119129,237.13714462335452,-39.72846440979115,D,A,0
No,Non-binary,-177.08832129134677,-31.48834221461374,51.71786852622699,E,C,0
No,Other,-8.129718409184697,39.74838024148541,-177.4342898099738,C,D,1
No,M,-54.97008500955729,212.6074540788673,-23.872877169199484,C,C,0
No,Female,9.05491979357788,-1.2634046052883474,-48.09811797380884,E,D,1
Non-Veteran,F,-21.126092021364542,-72.81604033937938,-111.79321956356712,E,A,0
Yes,Female,156.91683254120224,-69.70462349018317,-113.33216985961305,B,E,0
No,Male,120.57509146704078,-52.67927124946269,132.26934437700683,E,A,1
Veteran,Non-binary,-98.65730173332315,143.34480258163478,251.2352811954381,C,C,1
Veteran,Other,77.93921692697593,34.4598902054216,41.11691072089666,D,C,1
Non-Veteran,Other,235.1212840472725,-17.805116179010557,-15.028148367185935,B,A,0
Yes,Non-binary,35.52785051100278,21.903015908174694,113.28681315911054,E,B,0
Yes,Non-binary,-230.98181258784493,15.401733662651711,-4.528379316883728,A,A,0
Yes,Male,-158.67286732211556,153.5108956690994,23.22921837728283,A,A,1
Veteran,Non-binary,53.48646673289136,-113.26598339290123,-5.285766019963225,C,A,0
Veteran,Female,55.24394526794701,87.48770418758082,-172.23163527816573,A,C,0
Yes,Non-binary,-133.52168465928506,17.064112871050042,109.07948150891555,B,E,1
Veteran,F,50.52545432880544,170.92436903457784,63.86295314161895,C,E,0
Yes,Non-binary,-106.48252395191345,64.28817322275276,1.9758590475548516,D,E,1
No,F,57.44769055867128,-18.911887698127998,91.0592285690149,A,C,1
Veteran,Other,-104.19006703557652,-122.90193816136028,-61.996763181111405,B,B,0
Non-Veteran,M,-25.99344341142525,-104.5859940004623,12.291452780937538,C,A,1
Non-Veteran,Non-binary,70.21226412824177,-68.74371659760179,-7.157915924795762,C,A,1
Yes,F,-22.791303661605657,15.451492539347262,122.47215606313256,D,B,1
Non-Veteran,Female,-220.65569702300593,87.31479174881642,-212.13051528764555,D,E,0
No,Other,220.5905193607652,-18.367033778824997,17.267414216708673,C,B,1
Veteran,Female,190.57990428983845,32.85827728600282,-108.23168015077856,E,E,0
Veteran,M,-164.49384409994428,35.99465779327809,112.39642864649106,A,E,0
Veteran,Other,106.68558081821718,-119.79940178202733,-45.33937392502128,C,A,1
No,Female,114.58151280438757,145.79955992429748,-54.99728652731234,E,A,1
Yes,Non-binary,-20.450738869430147,0.10740236910972067,36.000534210444066,B,E,1
No,M,-38.99526228992746,-158.97825627212623,-44.98567266877384,C,B,0
Yes,F,1.7295588568009674,120.8363886498869,-29.30156247948752,A,B,0
Yes,M,-123.76057483671407,32.26678672846,-88.67987539948278,E,D,1
Non-Veteran,Other,-211.66322515509304,-146.9861479732737,76.06464452057608,C,D,1
Veteran,Female,63.64953605016248,88.57246069089986,-50.081036402590016,E,A,1
Yes,Non-binary,-87.4386878552179,87.81731128361712,-53.9697851389504,D,C,1
Non-Veteran,Other,-110.34595606023309,69.69099521796991,73.49971991717561,C,B,1
Yes,Other,-99.34816233884641,-55.52410971434058,33.35951992439393,C,A,1
Non-Veteran,Male,-134.9748478961324,94.02573822380708,54.8363643454465,A,B,0
Veteran,M,-37.28019640516651,-103.64198824782875,22.878573194505787,E,A,1
Yes,Male,-77.4752189351163,3.2389112585934696,82.76304771988654,D,A,1
Veteran,M,-9.608830717540847,3.8247250419992627,2.05895517208437,A,C,1
Veteran,Female,71.91141112146572,164.58822017298255,-44.49497172801655,C,C,1
Yes,Female,7.429344810870021,-74.0581639636775,-184.10192542101623,C,A,0
Non-Veteran,Male,-86.04060293082641,70.51247710190215,-42.901723558959795,C,C,0
Non-Veteran,Other,-13.769754586320873,-82.86808208895637,62.53227892026148,C,B,0
Veteran,Other,-17.60131488664693,54.511053465551704,25.27484757911928,C,E,1
Veteran,M,-4.551847495055126,37.53566468273921,1.334990416147041,D,D,0
Non-Veteran,Female,-98.64357670208854,81.5718375169092,-160.7577342102079,E,B,1
Non-Veteran,Other,-122.7206899334796,-28.244608134232735,-47.25994840720738,A,B,1
Veteran,Female,-8.807331488604556,-72.17588732777934,-146.4288606696228,A,C,0
Non-Veteran,F,-9.218800790611594,56.69593256511115,61.62441743160233,C,D,1
Non-Veteran,F,-161.79397897246469,-79.22782465187494,79.72127374736472,C,D,0
No,Male,-70.24077143364876,-76.952520352769,-138.52741202606,E,B,0
Non-Veteran,Male,-143.0397323081805,-11.877106982866922,-88.2052621661533,C,A,0
Veteran,Other,-74.67361142905227,102.94402560730025,-10.626570838322836,A,C,0
No,Other,-57.446607991732634,-5.142865619813586,-204.52315781501244,E,B,1
No,Non-binary,20.64442316770021,-235.27315145521445,-32.384945522987664,C,D,1
Yes,F,26.918755668563342,-15.23465580221762,-163.45240471211747,E,A,0
No,Non-binary,-236.96317530679042,-69.20628442369889,-14.005447623064605,C,E,0
Yes,Non-binary,132.64388235619117,32.705571572454225,217.7221169910287,E,D,1
Veteran,F,-89.57052273767675,32.00558641235736,-207.94610429412117,C,E,0
No,Female,-91.79719175572349,-99.47644184448538,-41.012237891423155,D,E,0
No,M,-3.639591051034721,168.82545809455573,59.89358845863212,B,A,1
Yes,Female,12.199710527868305,178.79992968771847,11.287793241473713,B,B,1
Yes,Non-binary,-19.329014989271194,207.89389304683615,48.24161337917667,E,E,0
Yes,F,74.99328691450968,53.146479494441515,88.66775349665663,C,C,0
Veteran,Non-binary,-11.1812633915461,-15.890496235739974,59.10712813579655,E,A,0
Veteran,Other,147.4769649825568,-33.15420906544742,43.44566727931809,B,E,1
Non-Veteran,M,-161.94644755023614,211.36457613320562,-36.396243089635114,E,E,0
No,Other,166.50992487964956,-35.68368733272146,-41.016152437345916,E,B,1
No,M,-29.6881086993931,-3.462611406344894,5.559337042299729,D,A,1
Non-Veteran,M,-32.797650085917454,-92.3463253902422,4.322782308015192,D,B,0
Veteran,F,2.1384019198019573,65.60493094464388,61.61323071763554,A,E,1
Yes,Male,-127.86409778034353,55.66489285303868,33.800163043455136,E,A,1
No,M,39.904712397808744,180.56098669878057,-65.14852896335809,A,E,1
Veteran,F,-186.15958920127414,106.78780069669007,107.66884758369584,B,A,1
Veteran,Other,223.33831176655195,88.95608642244498,100.41193410443081,E,B,1
No,Female,-38.99127499615302,48.562963584448646,-114.56295304346523,C,A,0
Veteran,Other,-60.64589836479847,-116.67043523821536,31.754542209572723,D,C,1
Veteran,Female,-6.336235432354853,-14.325758092021951,-30.94616958030586,C,C,0
Veteran,Female,33.30405051302577,-42.17731513817704,-25.15065522735695,E,C,1
Non-Veteran,Other,-90.78320198570174,51.4689176419327,29.170264377275984,B,C,1
Non-Veteran,Other,117.33882486001777,-24.985657853693915,-4.586947235859338,E,E,1
Veteran,M,-102.65127576770024,-21.167116941660122,84.72190755162471,A,C,1
Veteran,Male,41.074743041568176,37.327963496738924,95.08645932214861,A,E,0
Yes,M,-58.583738665603605,-51.2303672146473,250.8270946572757,D,E,0
Veteran,Female,159.9582296742127,-15.26896433477582,-84.97786204643646,E,C,0
Non-Veteran,Female,-101.05793552286168,37.24675743098906,56.55565214078679,C,B,0
Yes,Male,85.23247217287235,-49.22619557126043,-210.6467303668079,E,A,0
Veteran,F,-8.63528878552762,-53.586364723241886,1.921392310169601,C,E,1
No,Non-binary,88.59008752812852,-92.21713313520392,-62.56287690207514,B,B,1
No,Female,123.7558578662122,-57.249908068574975,99.32606121313408,A,E,1
Yes,F,144.01819021263978,-32.23439378040847,150.16640981543893,D,C,1
Non-Veteran,Male,-139.1848347460579,154.9048296155958,-114.74232491195137,B,B,0
Yes,Female,20.42825227990886,-139.51718666375288,-53.85965179486888,B,D,0
Non-Veteran,Female,216.52419077191695,-123.6168193810397,-80.65636076744788,C,D,1
Veteran,Female,-72.9168578103945,-5.3092696595406315,-5.030668822236159,B,C,1
Veteran,Female,-166.25218332656578,-27.585920422313038,94.07732860957346,A,E,0
No,M,-29.49895605012053,-239.91481638523683,20.44702622755504,E,B,1
No,Other,35.02951131387243,238.87944179967144,-9.895428108820802,E,C,1
Non-Veteran,F,-18.42072561788946,-50.637101328013934,96.37934178307812,C,A,0
Yes,Non-binary,-34.460090529010316,130.51685424566188,51.30943350843329,D,C,1
No,Non-binary,149.9375516537147,-14.096437980993294,27.8901183030693,B,B,1
No,Female,-144.67352135949926,-134.1086789203124,-97.80498880494088,B,B,1
No,Male,60.16036497922832,10.127622281215368,24.690275595586193,D,D,0
Non-Veteran,M,225.76691956393006,81.1742721281665,7.7773009665310155,C,D,0
Yes,M,-20.835468641042972,-79.90512481903886,27.77498741259909,D,E,1
Non-Veteran,Female,74.30165820555004,116.01649041683795,-74.20214769320988,E,A,1
No,F,110.34880490463077,-97.96401891112123,-34.10304930735506,D,B,1
Veteran,M,-26.458526435164607,22.15453188756017,-74.41002844259272,A,A,1
Yes,F,-12.424613626475717,-13.42251032949122,-79.80929810561028,D,A,1
Yes,M,-13.46760483362318,117.88879995439976,56.555643169781376,A,E,0
No,Other,-95.55894428524002,0.8574953263401417,-115.27452088917735,A,D,1
Veteran,Non-binary,-68.28772002667569,-98.13354734787801,24.59020159082087,E,E,1
Non-Veteran,Non-binary,-127.26314905056158,-73.77605918557288,126.74143392485018,E,B,0
Yes,Other,101.77396308575817,-54.24156156806459,-233.8854178352026,C,E,0
Veteran,F,190.65573894231323,91.04544929452601,19.09666287763995,E,A,1
Non-Veteran,M,-44.84440064394693,-28.543817283791554,-29.21507423912119,C,E,1
Non-Veteran,Male,-96.62800565808418,-31.23462361074451,33.398070631760646,E,C,1
Veteran,Other,-71.67221484539041,-88.68520820678138,54.49584131336115,E,B,1
No,Other,-62.49321758711503,24.23946776254091,-51.515969267923765,A,C,1
Non-Veteran,M,190.76714132094958,53.801484601184534,-48.98072603041872,C,D,1
Veteran,Female,97.35467413518519,-34.50352141984516,-30.342070980940388,D,D,0
Veteran,M,65.32250180115442,-107.6199722231529,-46.599623390227386,C,C,0
No,F,106.56366100239904,-88.77445551737702,-127.55850582680344,C,E,1
Yes,Other,-13.956965440298838,32.52754962377251,87.44715998592433,E,A,0
Veteran,Male,-23.597658459236307,-104.63114238092092,74.66350343257437,C,A,0
No,F,92.94616911747677,-3.9172641322387047,192.43862509185908,C,E,0
No,Male,85.38485642905479,-108.49729899875436,-82.2173708954264,E,B,0
Yes,Other,-147.34770233400207,3.700555251195587,-0.4693041054382536,A,A,1
Yes,F,33.96178972505841,41.127194632514254,-234.60727846701167,B,C,0
Veteran,Other,104.46597023553727,-43.388057186266984,-11.790710125104894,A,E,0
Veteran,Male,-86.76466702801399,-63.68629211590103,-82.39094807909929,D,D,1
No,F,-158.25726555971784,-85.66803303650151,-47.40924617802771,D,C,0
Veteran,M,52.31266156982968,165.39638685503905,-98.3931594451812,C,B,0
Non-Veteran,F,154.77738033271103,-87.7716137591286,-4.022208483247736,D,D,0
Yes,Male,-65.5914649189393,-50.040731678760274,-141.44324725793538,C,A,0
Veteran,Non-binary,-80.64157794916491,150.1885972664218,-227.61609992482127,D,B,0
No,Male,139.03267574791997,-114.91833375033657,-134.07065505692785,C,B,0
Veteran,Other,214.73344426592678,-112.28439104787815,81.74813205601971,C,E,1
Yes,F,-106.78085366578765,21.286160314465615,-172.57969519624749,A,A,1
Yes,Female,138.4805498779023,-47.73286370815787,-140.30858755031667,A,B,0
No,Male,-30.327897469207223,68.82257825770397,-72.40709001949072,C,A,0
Non-Veteran,Non-binary,9.885606003704035,27.715367570078207,-179.13800613049827,D,B,1
Yes,M,128.34604301474866,55.6239293880211,252.42985832596827,E,D,0
Yes,M,69.13597353985706,217.7747239701628,25.16363179913358,D,E,1
Yes,Other,6.69505113761955,254.36119116235224,-325.0185262480664,E,D,1
Veteran,M,-88.04228779173125,-201.83045599932407,-114.29761243392377,A,E,1
Veteran,Other,-40.43664301689904,330.35081466463544,17.16289217078041,E,C,0
No,Other,67.9140559946645,-93.5241572916608,58.928064468590215,B,C,0
Yes,Female,57.094837300253296,-74.24147960566451,-75.98376530716097,D,D,1
No,M,-134.67553397864802,188.86226404210962,80.04457054514953,C,C,1
No,Non-binary,57.666070305728766,-34.23538991758989,-18.335935117170408,D,B,1
Non-Veteran,Other,57.10766458221006,-124.20079635391907,-129.88246353233967,C,C,0
No,M,-106.25494480222338,222.22528377219794,-45.040374746424746,A,C,1
Yes,F,70.68252119854132,2.445037764660695,3.6800043150987385,E,E,1
Yes,Female,22.138923841872995,-154.37159249696077,156.12328650359325,D,A,1
Non-Veteran,Female,96.75872971926523,-55.26758761447969,68.06816257873612,B,A,1
No,Non-binary,-51.32418041275767,8.41431293547521,55.76506762727443,D,A,1
No,M,-65.1670752127141,90.00665385105155,67.60582354287835,C,C,1
Yes,F,33.59120695328238,32.867753810794824,301.9827017753114,D,A,0
Veteran,Female,-233.27950379470522,-62.86708654182341,116.24924607214908,D,D,1
Yes,Non-binary,-18.247709129929678,127.68574691366408,127.27151977263216,D,E,1
Veteran,Female,-148.84029243939034,-0.7083505436814067,117.40364513566608,C,C,1
Non-Veteran,Other,-18.21373292649817,-13.298157292878518,66.74180008938724,B,A,1
Non-Veteran,Male,-124.54295148543488,119.09370372493748,-70.47990426914569,D,E,1
Yes,F,177.33249383712555,124.79773634329617,15.498898608697859,C,A,0
Non-Veteran,M,60.94436100243649,-39.21962430334919,54.38736855717937,A,E,0
Veteran,M,11.440172682210042,96.6239953721088,277.3501678648197,C,A,0
Yes,Female,78.3203323584875,74.3819941259626,12.388419568551624,E,C,1
No,M,-92.9539028466495,2.3368056894300677,-116.31250042074923,E,E,1
No,Non-binary,58.85602317087877,118.86542312283169,197.8533184314459,C,C,1
Yes,F,-92.94465572179311,165.1970444215483,-11.42857498619987,D,C,1
No,M,-35.08036812047843,-51.91352380820553,-38.1412871505518,B,A,1
Veteran,F,-51.88620332779038,39.1569966661808,96.00113784921508,D,E,0
Yes,Non-binary,-203.928040867117,60.90707998059413,-134.29076460275792,A,A,0
Yes,Non-binary,-248.05029875470441,-222.85215294448912,-72.09422622907256,C,D,1
Veteran,F,42.15701957639639,-94.02542943144428,15.330899702901421,B,E,1
No,Male,131.84698987864192,-29.16068042311221,-20.46544423349968,C,B,0
Yes,Male,-82.36661764863531,15.778081849831304,-4.452699163364888,C,E,1
Non-Veteran,Male,62.71075312899942,6.196096167408392,18.41574551743711,D,C,1
Non-Veteran,F,-33.627994759030805,-112.82978706899365,-87.76147037158727,B,B,1
Veteran,Non-binary,104.14473097122803,150.08389765614902,-137.55584203531944,E,B,0
No,Other,184.75165917413256,191.93644514673932,105.55127884832945,A,C,1
Yes,F,95.10947979362376,114.32906891175645,40.23248560745813,A,B,1
Yes,Other,40.11122056674861,-162.6925497770988,-136.76913421763788,E,A,0
Veteran,Male,90.07587331878928,158.79310841301978,-144.37988728626786,B,E,1
Yes,M,28.816599775981004,19.97633125101714,92.27296666095842,D,C,1
Yes,F,0.09766517730662053,23.60877833308868,4.585324870808565,B,E,0
Non-Veteran,Female,5.879507885991993,-116.04144549564248,284.1322102635442,C,B,1
Non-Veteran,F,194.24337936698308,-33.19415223626941,124.01934696255152,B,E,1
Veteran,Other,69.8744327420941,25.834169532481194,-152.43155424445044,E,B,1
No,Other,-30.52855173280658,169.19624952673863,188.84090208950298,E,E,1
Non-Veteran,Non-binary,32.44676036948305,-11.04659989514918,129.73561696807062,E,C,1
