genero,AGE,sexuality,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
M,71,Bisexual,Physical,79.43671392768135,E,B,-78.94409573768104,-87.73144777217937,B,29.489794512315733,A,D,93.14002325508419,A,0
Male,90,Homosexual,Physical,-56.04553635136094,D,E,-140.27615040719658,-52.16357525511766,C,-29.962369924733466,D,C,181.5718310223994,D,1
F,92,Other,Both,-92.1437691781218,E,D,64.4973626617929,1.2856436477613025,B,-3.794494727803272,A,A,-184.45309544893308,B,1
Female,94,Homosexual,Yes,60.723804695083885,D,D,-17.087889585249112,161.73037868719854,B,-132.40296764692275,D,E,-60.28423677379616,E,0
Female,97,Bisexual,None,128.73831559825757,B,C,4.320221089669821,19.500761702381062,B,51.83665805166255,A,E,60.32479127413058,E,1
Female,32,Bisexual,Both,46.69561682123397,E,D,36.3754225871326,-43.031746150133735,A,191.904472040825,B,C,-28.266225996255915,E,1
Other,74,Other,Yes,-80.0254585276021,A,D,-65.01820461428363,206.54791347241525,A,132.69670491443736,E,C,-34.85227303754775,E,0
M,60,Homosexual,Yes,-145.8315082004474,E,C,-89.5934312289609,-119.86529967489427,B,-153.9520013498945,D,C,-146.5895659393701,E,0
Female,93,Homosexual,Yes,119.14841940375777,D,E,12.127786588480994,55.42184019522117,D,-54.57376204768466,B,B,-118.94814438943044,C,1
Female,64,Homosexual,Mental,-10.613893831699684,E,D,-26.164276207696354,-40.29241746004541,B,48.93066379610181,B,B,-94.87671546888754,D,1
Female,94,Heterosexual,Both,-26.069456728459716,D,E,52.845458635912266,88.28335894872484,D,-26.7626820017798,A,A,-62.20695704992417,A,1
Other,90,Homosexual,No,-59.95159509892849,A,D,128.55853091165005,177.20333634518724,A,-6.124740490146039,D,A,27.575458162858123,B,1
Non-binary,66,Other,No,-122.10276943144206,E,E,-95.53798210508158,-80.32257132184314,A,57.458223125104425,E,C,15.18731297230743,D,0
M,36,Bisexual,None,139.89789775333637,E,E,94.01596113225033,-11.487594114438508,D,3.8095124347345495,E,E,-10.057485813990343,A,1
M,21,Bisexual,Mental,200.66211042206575,D,E,121.19240945608666,35.38879515564262,C,51.29402895252383,B,E,52.71047175995369,E,1
F,38,Heterosexual,No,117.79574405578303,E,E,-12.42949523224905,71.26663680308137,B,-106.12171544571916,C,B,-67.3845803009712,D,1
F,93,Bisexual,None,128.68654697709778,B,A,-30.153380190582347,-69.38140982837284,A,196.0358184269499,B,A,-49.49718570462254,B,1
Other,31,Heterosexual,Both,104.24131915507388,B,A,-27.713646813487063,-160.8255816304401,D,-73.77987034189313,C,E,104.31402633282588,D,1
M,69,Homosexual,No,31.315173663660982,B,D,-53.929013408946346,-63.21895310457863,B,7.721287748398775,D,C,16.446909297809487,D,1
M,47,Other,Yes,-29.44515759069754,C,C,-223.25226009027753,-68.84877344765653,B,-21.72092285826137,B,D,22.680603336773018,E,0
M,36,Homosexual,None,-85.92629745294826,A,D,-30.92206306140955,-27.13003383847075,B,107.91287099440187,E,E,-178.11223285133468,A,0
M,67,Homosexual,None,149.59317441404943,A,E,-117.09902652292463,-17.153148282909854,D,70.28826779012337,C,D,54.831533176009415,B,0
Male,86,Homosexual,Both,-9.468336444080263,A,A,-35.55869259116661,-118.18924242957729,E,6.989046186008549,C,E,3.5779368181106816,D,0
Male,79,Homosexual,Both,-109.97048598438313,B,D,-23.75638497798381,-119.76362313015294,D,315.98881918601614,A,E,75.66228208181141,D,0
Female,59,Homosexual,No,91.20222412182754,B,A,-27.100407942224187,-83.41301910767137,A,31.285893188462214,D,E,124.61295676081848,C,0
Female,38,Heterosexual,Both,113.82575095895089,C,E,-88.25210841469445,-69.0244780538215,A,-24.377821978796234,E,E,-39.55851222410699,B,0
Other,27,Bisexual,Mental,12.607195398636723,D,E,84.32711561447552,-36.948201862050404,C,115.93374923105743,E,B,-76.91820947528132,A,0
Non-binary,96,Other,Yes,-84.03609282210121,D,C,-84.9629697029771,-29.47780035977081,A,82.99536939596311,A,C,132.22286682767873,B,1
F,77,Bisexual,Mental,150.0074947061113,E,D,102.46177616251082,18.66448014673926,A,-72.02790586841783,D,A,55.69266798347534,C,1
Non-binary,73,Other,Physical,140.13216549022886,D,C,-92.41925171885012,-16.710592869210792,E,144.42904788595118,D,B,-90.57388843417232,D,0
Non-binary,84,Other,No,-89.10202363267797,C,B,-5.604266982701485,66.22734733868961,A,-52.1078365930294,C,C,23.57986288615834,D,1
F,41,Homosexual,None,-40.08253732939055,B,D,-73.18445691465824,65.19305971785796,B,141.07702720934142,A,B,35.15384723326335,A,0
F,61,Homosexual,No,-36.94932894855592,A,C,-134.45889965856074,89.59538874517492,C,110.98274983700863,B,E,170.03789057429216,B,1
Female,25,Heterosexual,Physical,0.9765861968785834,A,C,-51.119166276207515,-4.105177100917487,A,33.4159350156091,E,A,2.0080561740651928,D,1
F,18,Heterosexual,No,78.10106435320942,D,B,-41.348029106558606,75.99174526124143,E,-92.92824515306336,D,C,-47.916233119924954,D,1
Non-binary,85,Heterosexual,Physical,31.333994565213114,A,B,8.87219487605581,-79.6970988798352,B,37.02375007651451,C,A,29.626258848594162,C,0
Male,36,Bisexual,Physical,47.825412111085754,E,A,53.48402629694255,36.35827797603227,E,-197.64004523520967,E,D,129.8781330172107,A,0
Male,90,Bisexual,Physical,-100.0421660611577,B,B,-108.36080332271443,70.90305104414608,A,28.60441132501653,B,B,57.44015416896091,B,1
F,74,Bisexual,Both,-139.36271226809464,A,B,-45.54969729721863,-212.0816620521929,C,95.34513087794572,B,B,-178.68897658613375,E,1
Female,73,Homosexual,Physical,-28.776312651619385,A,D,99.07048302332015,-48.17238833413204,E,16.908180479610532,D,E,171.40340167902988,B,0
M,99,Homosexual,Both,-26.27599350042649,B,B,121.06288871116098,106.87522568966502,B,59.21464317331484,C,C,47.04085042020114,E,0
Non-binary,81,Bisexual,Physical,-10.993974721480026,B,D,72.85749389146827,72.09581270824974,A,40.09203467303319,E,A,-49.703935496633974,B,0
Female,93,Other,Mental,-55.542570792216594,E,D,85.4397926139913,163.2675708975877,E,-79.2182239139939,C,E,-10.472326711727723,E,1
M,85,Other,Physical,41.11537763488093,A,B,60.32255186081172,45.74887586346923,C,-93.7780281496565,C,B,73.53841251637864,A,1
Male,23,Other,Mental,-44.902006627644546,E,A,-132.21702713077036,-23.506533007504043,B,-114.74875914783094,D,D,-4.542997667856589,A,0
M,82,Other,Yes,-133.5926533037483,D,E,107.78629447297348,-41.86220325252704,D,-69.97806622578094,E,D,10.882813299847003,B,0
Male,65,Other,Yes,-38.91824814667984,A,E,103.55458347066238,-161.02422476879988,D,19.10891013767786,A,D,-161.17776757859548,B,0
M,46,Bisexual,No,169.0155405142238,E,A,211.35602145589058,156.52472983938196,B,42.89987472632609,C,B,185.40751614290744,B,1
Non-binary,50,Heterosexual,Both,-198.50950486247905,B,D,-79.6742736757118,117.75597229800702,E,-193.25481016337835,B,C,51.78248393226953,D,0
M,64,Homosexual,Both,-21.131374850989072,C,C,204.92445776744756,-31.440617485038235,C,115.65063360552644,E,A,92.91642137481469,B,0
Male,65,Homosexual,None,-44.957236416631126,C,D,109.62985990845726,-37.09742043093841,B,-46.621940599889484,D,B,-89.54814743939392,D,1
Non-binary,43,Homosexual,Yes,43.97809121552666,A,D,-8.244134263401934,86.53381335688202,A,196.76300252313595,A,D,-50.4590106929659,C,1
M,39,Heterosexual,Both,29.453075307357373,E,E,186.5998332678311,24.798253985231966,B,-81.62782223388781,E,B,22.219866784014346,B,1
Male,54,Homosexual,Yes,-48.40254340681571,B,D,167.60100877631155,56.170643017116475,E,179.68414324088369,E,C,-101.83547431693573,D,0
Female,64,Other,Mental,93.72029382202302,C,A,16.140505425407817,-26.494127680239068,E,-55.610614179234695,C,D,-77.67670066678599,D,1
Other,41,Bisexual,Physical,-228.1209838519931,B,A,160.66109524561088,103.63504131111796,A,95.6833076303242,C,A,-114.60269251294912,B,0
M,63,Homosexual,Both,-85.76327434566934,A,D,-24.401506263278307,-0.9630380443324139,A,-30.455020418523006,E,E,-59.445754812707484,D,1
Non-binary,60,Homosexual,No,-43.28833677149402,D,D,-100.1184829198078,-12.314589629833714,B,-215.5827167845743,E,E,30.271650918204873,E,1
F,86,Homosexual,No,-142.75899886063894,A,A,-198.1873051012305,31.699968859457982,A,-127.22125919778962,E,D,32.13759213049708,E,0
Non-binary,85,Heterosexual,None,-13.406356577655623,B,A,-93.41147998256913,27.078763701465103,C,-229.2823895920061,A,C,-111.87602164660542,E,1
Other,55,Bisexual,Yes,26.076083742465343,E,E,22.520634948219293,-166.95481107507376,B,173.1095601494267,C,D,-75.57994277953635,C,0
M,29,Heterosexual,No,204.13587303150135,D,A,9.774114400461547,35.59007744186339,B,173.77633149349316,B,C,94.47158084260448,E,1
Male,54,Homosexual,None,145.42489622464194,E,E,38.38176731251316,-43.358760711123566,E,66.81426411619505,B,B,-11.712706393851976,B,0
Male,80,Other,Both,-139.18254845078576,E,D,-97.8374372327892,-62.104654754905,A,-209.78234463249677,E,B,63.93316387470441,D,0
Female,52,Heterosexual,None,29.892042490410315,B,A,61.77763023262063,-184.2483438949737,A,68.13600503982825,E,D,-49.07597938660138,B,0
Female,46,Bisexual,Yes,138.22018028508347,B,A,-88.34892164685317,63.64041348564816,E,-82.3380270009134,E,A,-12.983665365800286,C,0
Female,78,Bisexual,Physical,-10.444161552468353,B,D,62.30381718533767,-75.32554424777173,C,-109.35268724356808,E,C,-67.58752079309113,E,0
Other,56,Heterosexual,Physical,56.42735765742747,B,B,40.199234240100665,-78.63306373357089,A,-49.762478748033715,A,B,-209.73411336344685,B,0
Non-binary,27,Heterosexual,Physical,56.698460816850606,D,E,-7.320984669547978,-87.7678923228805,B,-44.10083392074393,C,B,-47.42023361735217,E,0
Female,73,Other,Mental,47.41100745712093,E,A,15.76630325487315,-245.30553612082792,D,80.34265062857311,A,A,-2.2406886851796797,C,0
Non-binary,93,Other,Both,59.80944438581859,B,E,-46.50787499199332,32.21993594112624,A,-162.6732127808448,C,E,-171.0290209595421,A,0
Other,97,Bisexual,Mental,2.8934197709320446,A,B,-26.070383467218228,-142.2434520973107,A,-9.045894120508718,A,C,-201.73653291003743,B,1
Other,50,Other,Mental,-141.82111590180006,B,E,17.812581211648556,-165.43266789760082,B,157.5175508753447,E,D,76.33691074532592,D,0
Non-binary,59,Other,Physical,54.680068940564816,B,D,89.25026330495159,47.17367935205557,A,-204.70767027856903,B,D,84.67366940922598,C,1
Female,96,Heterosexual,Both,-91.7266434998898,D,C,106.82783214267278,-194.53890561933525,E,7.393090661527969,B,E,26.242284847314203,C,1
M,76,Homosexual,No,121.46195722222998,D,A,58.50007611999045,30.07145268149603,B,74.828932404027,E,C,23.99511916943651,C,0
Female,32,Heterosexual,Mental,121.93725572684487,B,D,-80.55827854185719,117.73580301846187,E,-93.1031937399536,A,C,-4.763283378585899,E,0
Male,30,Bisexual,Both,153.18247296708512,C,B,-148.49513324869423,14.712894661982642,A,26.50478156461417,B,A,49.05441495923228,B,0
M,72,Bisexual,Both,188.04626279990504,E,A,-43.524471319989615,-104.67152261826911,A,77.64696535099766,E,D,54.71002666254465,E,0
Other,88,Other,Physical,-66.3223253057749,A,D,-121.83059763614071,-79.69753595304654,D,113.13384797715412,C,D,62.56131384241742,B,1
F,46,Bisexual,Yes,67.21165374697283,B,D,33.018727183149224,68.812367158767,E,119.45919763275106,C,D,78.84669707075503,B,0
Male,25,Homosexual,Yes,140.36171193195358,A,A,69.23840043988162,20.225482473577035,B,-48.19136666268405,A,B,-12.440041082016954,B,0
F,81,Bisexual,Both,70.8796085345288,A,E,-270.8436276518369,103.19004331347126,A,-72.08731734895056,E,B,-27.588622708615564,D,1
Other,79,Heterosexual,Both,157.1794094489267,A,A,51.122815582449974,-35.239038321975116,D,-75.39422178968763,C,C,-51.447909221194124,E,1
Non-binary,71,Other,Both,4.265179188583409,C,E,1.1925672640343967,14.549217543719067,D,22.222404972209404,C,E,116.2620723564579,B,1
Other,20,Heterosexual,No,-134.22934628502892,E,C,55.930620744128454,2.935359285439048,D,-3.3653334423070045,A,A,-6.288247240602672,A,1
Female,78,Heterosexual,Both,251.14791329445393,E,B,16.869281362222104,-205.26046188227966,A,-16.009605925740733,E,E,26.774403879918275,B,0
M,73,Homosexual,Mental,84.4499051443078,E,C,114.63359553426997,-107.07576796257783,A,173.3894161225141,B,D,-92.8885017983661,D,1
M,57,Homosexual,Both,70.7434864222167,E,C,7.197702350913193,-9.089209757989467,D,-159.17508272436035,A,E,-136.32546683508303,E,1
F,98,Bisexual,Physical,-20.652390704103876,A,E,41.95958608236746,-34.18895735604908,B,47.55706513731443,E,D,210.33008638491012,B,1
Male,35,Bisexual,Yes,115.72102003605696,E,B,-261.20310560139467,20.87264043027915,E,-49.54322977657067,C,B,-88.58891633375863,C,0
Male,39,Heterosexual,Both,-29.579430341277707,D,D,-115.53828655641031,-50.44737527475491,E,-82.68301874662467,A,B,119.843697882078,A,1
Non-binary,45,Homosexual,None,-85.95822280724892,A,A,-44.68818225068989,-159.64045266304075,D,125.49731739924084,C,D,136.26103814370552,B,0
F,99,Other,No,-166.44529578665353,D,C,29.704928290124226,121.51475719636215,E,62.17918157848467,C,E,30.305374750483548,B,0
M,49,Homosexual,No,-29.029049682440462,C,B,125.92460611130973,178.78483273903154,C,125.28735953156414,B,D,70.05546404685991,B,1
M,67,Other,None,8.158166232219253,E,A,-125.58616281472068,-19.603926127588693,D,-97.41278988832605,C,C,-165.956546758306,D,0
Female,90,Bisexual,Both,-185.57608889045915,D,C,-83.21343064004165,-22.797057269017095,B,17.771592472226395,E,E,121.74619963675643,B,0
Other,39,Heterosexual,No,-26.243904635749693,D,C,68.03166164507306,51.17737375931257,D,21.24002896460438,E,B,-45.89482703781318,E,0
Female,19,Other,No,77.65503093243731,D,C,202.69450477561054,75.8449400200084,B,-29.88485462393337,D,B,-73.38862933323341,D,1
M,23,Homosexual,Both,63.075300894589645,C,E,162.80911514028432,150.66524053139372,B,-16.675061556254697,C,A,-132.75897162765324,A,1
Male,26,Heterosexual,No,-49.847454476288604,D,D,-120.24899231646222,12.42628528127808,B,131.70522128209345,D,E,177.04955689545434,B,0
F,71,Bisexual,Yes,-35.15610132313589,D,D,-196.4202373344856,61.08581547270653,D,-168.25558224430708,C,D,50.547391965905355,D,0
Female,21,Other,Both,8.156834909487685,E,D,-26.58660180078848,35.45697903748754,A,91.43337182651197,A,E,7.711792131557954,C,1
Female,92,Homosexual,Both,-113.95542194510662,B,A,87.84124690827902,-49.771253469620845,A,69.33764493713568,B,D,118.92482860124112,A,1
Other,57,Bisexual,Both,-53.14571130637247,B,E,-1.0593771998795694,46.889002113676916,E,93.22433130604696,A,D,-40.7243754438113,C,1
Male,63,Other,Both,-45.6877408792612,D,C,-5.595930891769612,-27.357804607592083,D,-6.363573305767297,C,B,22.022627369801253,D,0
Non-binary,75,Homosexual,No,40.57156113684407,D,C,-176.45615403672963,-69.38552222120636,A,61.368330403047565,C,E,-88.84474894373865,B,1
Female,31,Bisexual,No,-89.01011318402664,C,C,13.635691589309662,-202.22496937076602,D,89.64859484053478,D,D,74.82286013952101,D,0
Female,32,Other,Both,54.8251805919608,D,D,-64.61601673706912,149.7055726133796,E,-32.31994577183433,C,A,318.80122598121557,E,0
M,77,Other,None,40.28254565729686,B,D,18.569478743031173,66.77223562200196,B,-280.3198961654306,C,C,139.56119586565654,D,1
Male,77,Homosexual,Physical,-127.21507448712384,E,A,138.41608895516262,-20.38552893244531,D,-3.366010421943636,C,D,104.82377442986326,E,1
Male,61,Other,Yes,19.69766375733916,C,A,8.306443470359905,-88.86395689100924,E,33.80850394394135,D,D,-81.54073199393108,D,1
Non-binary,84,Homosexual,Yes,175.86228843880988,A,E,-84.33621970215997,-208.041469163226,B,-123.25224815499534,E,A,-42.65566386007551,E,1
M,96,Bisexual,None,84.14077369897979,B,D,-29.02718283696387,86.36044026001724,A,99.3720350434235,A,C,-145.229557939343,E,1
Female,91,Bisexual,No,-100.44261790199529,C,A,-26.387691621693264,-39.147846828579766,B,18.950826403729046,D,C,12.140724383207093,D,0
Other,50,Homosexual,Both,52.319190487067445,E,A,-132.70299029842295,8.383281799993185,C,166.85902851589515,B,B,63.46403942596367,A,1
Non-binary,85,Homosexual,None,58.535907998305845,A,E,-47.13600879053002,-182.83586286576536,C,-111.31624672402668,B,A,149.665318913649,E,1
M,73,Homosexual,Yes,-144.59497394751426,E,C,19.766111783770228,-17.07675549249631,E,142.4724783784207,C,A,-5.968246952065118,A,1
Other,66,Bisexual,Yes,-62.68488148189357,E,E,-79.57831086925559,148.48239260214314,E,-136.5715114720926,D,B,-137.29884333803898,C,1
M,82,Other,None,78.83847322572277,C,A,80.75036789903068,-23.614287157836248,C,-29.768625667076215,B,B,54.61732458602694,C,0
M,80,Bisexual,Both,-11.369868805023597,B,A,20.173646912493503,38.005165209844215,B,-100.9810853166411,C,D,-144.19548288143883,B,1
Female,94,Heterosexual,Mental,5.32790142061157,D,E,-11.165328970718305,146.89619166758737,A,5.935184767024007,B,E,18.24937231891026,A,1
Female,98,Homosexual,Yes,-3.0422722639857667,E,E,100.96855397854472,-110.53104185845481,B,-70.63481090847228,A,C,-73.33188377619864,C,0
Male,97,Other,Physical,-62.716680232350285,C,E,-65.30801531527283,152.32279571105076,A,-19.131477481910526,B,E,-101.41557737569298,A,1
Male,48,Homosexual,Yes,-13.574969306182169,C,E,-219.23419184652658,-24.796509912882414,D,-165.06232062264067,B,B,104.32388404769969,B,0
Other,20,Other,Yes,41.83632761306375,D,E,-96.45786734930697,95.10039369729964,E,40.117084653495624,D,A,148.7532419407223,B,0
F,43,Bisexual,Mental,37.73981934028001,A,D,70.69507539372022,14.092040016601123,B,-43.58217378655896,A,D,-5.760445106348269,A,0
Male,81,Bisexual,No,178.19872768411219,A,B,-80.63636517762131,-14.51119086971059,D,-136.36519085975104,E,C,106.99973773627194,E,1
Female,28,Bisexual,Mental,-1.6402618045292812,C,B,-41.70038358421301,135.5867210067655,D,145.66005862442123,D,C,-62.276492958884496,D,1
M,42,Other,Mental,13.025429735228473,C,D,259.024641338951,-188.30113046843508,E,-164.15882514721258,B,D,0.5711002372592369,A,0
Female,41,Bisexual,None,197.66187830998211,B,C,33.233227696531586,71.8151868928242,B,133.98147740186263,B,C,-94.02755606611913,E,1
F,20,Bisexual,No,-12.724846423566536,E,D,-104.01580450175078,-14.176488042962069,B,-84.40352694363705,D,D,-57.118620887300985,E,1
Other,49,Other,Physical,131.94493596227446,A,C,-306.1864633915463,-195.2877162113321,A,-250.76532039768057,C,B,26.319670291529253,A,0
F,76,Other,No,-92.29763878297386,A,B,-162.63326120624183,-74.53738886107455,B,-76.66940920905694,B,E,119.61439608897729,B,1
M,47,Heterosexual,Mental,-43.429742152286835,E,C,148.6413486443024,99.23968642180601,C,81.3583392937255,C,C,60.84111456088884,A,0
M,59,Homosexual,Both,-31.147645658075252,B,E,-58.24360299325269,-45.487240283077654,A,-13.116433796116958,A,B,-13.670507433517647,B,0
M,57,Homosexual,Yes,106.54378021239937,D,C,-10.029024657561294,62.128009592285096,B,-57.168289074862486,A,E,-33.010914454487114,B,0
Other,40,Homosexual,Yes,-58.42929551696494,C,C,149.1464282213317,-62.35094104867359,E,82.47801484164383,C,E,119.65762542899402,D,0
Female,48,Other,Physical,55.171672058851094,D,B,-9.198002742926812,97.7744995568184,B,-136.7144486144491,D,C,118.45692639649985,B,0
Other,72,Bisexual,Mental,140.4611412286872,D,B,-32.97946305187747,-32.29872535392958,E,25.583033035231644,C,C,-16.505256071011324,A,1
M,60,Heterosexual,Yes,-156.65645444485605,E,A,208.9783386405656,-257.5994602880894,A,52.54737374245118,D,E,-94.98972153912871,D,0
Other,90,Homosexual,None,71.95692024124997,A,C,-182.59883094981376,-5.404883159929009,A,53.22072827375494,A,C,131.70575925561565,E,0
Other,67,Bisexual,Mental,74.38201070687201,A,C,-62.76415035109191,15.28528770279326,C,-4.572061185386344,C,B,-5.299235377013773,E,1
Other,52,Homosexual,Yes,30.85635799420791,E,B,91.02044778404193,174.87164844396764,D,207.64822329229676,C,D,-23.538748950998418,B,1
Other,51,Other,Yes,-40.571854671083116,B,C,-36.27896767289356,24.70301407731707,E,-54.925677450598506,D,D,-66.68651947310217,A,1
Male,19,Homosexual,Both,4.352361054810632,B,E,-8.67824428106054,225.00065717258764,D,-25.811588072334235,B,E,-58.99342030171899,C,1
Non-binary,44,Heterosexual,Both,-47.972997289812064,B,C,42.36185491760537,-132.45567660047928,C,-31.237037615633177,D,E,-28.841719279347455,E,0
Other,70,Other,Yes,102.82313910592987,D,C,-2.0087586460672013,-35.56955842905393,E,5.058932379458426,D,C,-45.953830822374954,B,1
M,26,Heterosexual,Both,-117.86094684570018,E,C,97.18860880809895,-108.20518349660959,C,39.324208306010874,C,B,-96.14114024326025,D,0
Male,50,Homosexual,Mental,135.25939244744964,D,A,-121.8088174503908,52.516041293072,B,-228.3748791188061,B,E,9.548280565657565,E,1
M,40,Other,Physical,-29.533872609142243,E,D,-285.23668248083413,-173.68028051809748,A,59.334194945774414,D,A,13.735829403859553,B,1
Non-binary,29,Bisexual,None,85.93100689188832,B,B,-67.90680377658511,66.22245070006,B,88.16639150309965,C,D,-50.359835235430275,D,0
F,91,Homosexual,Both,-71.44139403875809,C,D,-169.54162652469967,-120.45046446443932,D,-41.37199113759299,D,E,45.32489916877804,C,0
Female,61,Heterosexual,Yes,-60.992254023688666,A,A,-83.79553484838287,41.31297815738419,E,-100.98375195089359,B,A,61.309361296258736,A,0
Female,37,Homosexual,Physical,168.1767157085939,B,D,36.92268564998141,154.15831714040388,B,11.46157884502036,D,C,-223.124466381841,A,1
Non-binary,85,Other,No,-126.28520600021427,A,C,33.65384906601623,-24.607901352857507,C,14.651306946623274,A,B,36.70032366355558,C,1
Female,41,Other,None,-15.427754863101972,E,A,-41.36177395690749,-55.56027082669641,D,51.38351568438372,B,A,-147.23400533682965,E,0
Female,24,Homosexual,Physical,-25.541007146740096,C,C,-245.5543094675712,120.34978971177388,E,-38.60178619500417,B,B,26.6327157168753,B,0
Non-binary,38,Bisexual,Mental,-197.1926723263574,A,D,-8.305403436014878,-43.48022460902802,C,-69.52669835372957,D,B,-41.93762334145881,E,1
Non-binary,95,Other,Yes,49.16514732832367,B,A,-125.8101773537006,205.28451548284053,A,-133.42095840100262,B,B,40.40727178863855,A,0
Non-binary,76,Homosexual,Mental,39.21502515055605,D,E,48.48422153344735,57.146958279491166,E,121.01871914216507,C,A,-27.324175326524376,A,0
M,30,Bisexual,No,148.26043728135477,A,D,-157.9369068037321,-62.60267404200418,E,43.266114597193805,C,E,72.93433197495575,D,0
Other,36,Heterosexual,Both,12.967911692298689,E,B,124.83071179165002,4.3869622245147895,A,-63.65961921731882,A,E,-78.11919138677806,D,1
M,26,Bisexual,Yes,-51.27965256016325,E,D,-26.55376527288122,25.574482842948175,A,10.71798269205125,B,B,-258.22210991052697,D,1
F,69,Homosexual,Physical,56.355675858747766,D,B,83.90743628548246,25.9258328919375,E,39.03911066632092,B,C,93.27286316228182,E,0
M,82,Bisexual,Both,65.7188075090487,B,C,105.00626615473536,-49.33023203251021,A,-47.39013522606104,B,E,-113.16189997848316,B,0
F,29,Homosexual,None,-146.70822873953085,B,C,-186.58773979348118,-26.10416787279076,D,111.67447637674582,B,E,35.53221659763916,E,1
M,44,Bisexual,Physical,-105.30321976244727,D,D,-46.50797089201111,159.2978886214479,C,-125.90834433394697,A,D,27.074659901580166,C,1
M,85,Bisexual,No,-24.574225487154106,D,C,149.62393673591163,47.19231769036489,C,-14.183633594722405,E,B,-74.4776419747221,B,0
Other,30,Heterosexual,No,48.13610632295626,A,B,91.81902836647126,-24.149412412013156,A,-119.37404074030881,B,E,118.8515562811285,A,0
Male,69,Other,No,81.10272015237645,A,B,111.21853422773236,-37.30950829339872,C,-86.50865372586107,A,E,145.46446783219608,C,0
Non-binary,30,Homosexual,Mental,137.30544263679053,C,E,-51.61170402184212,4.416877600136515,A,-3.640817314607651,D,D,60.138912148424076,C,0
Female,51,Other,Mental,-114.52877147393399,D,E,102.91336128932069,58.77804437579013,A,-15.574905638968012,D,E,-86.04253196998947,C,1
Male,19,Homosexual,No,57.57066135759459,D,A,-82.84771604422896,-8.16746451057969,A,38.931073897441266,E,D,-79.80919971164094,A,1
Other,49,Other,Mental,-65.15292344946387,D,E,-61.22614044249346,-47.9011468764705,A,-120.8037603309662,D,A,123.50550839504,A,1
Male,60,Bisexual,No,-142.76953458069332,E,C,20.05898713715358,220.43786325336777,A,76.2482548941928,B,E,-130.10572823021297,D,1
Male,83,Heterosexual,None,49.7301653464884,C,B,164.95318234445128,-139.55068213585102,C,43.31255509967464,C,C,30.92906765903488,A,0
M,79,Heterosexual,No,99.76718349401223,D,E,52.5342834013412,228.24540217383503,D,26.073377661540658,D,D,-0.5967907815145619,C,0
Non-binary,59,Heterosexual,Mental,126.72024534874353,A,B,19.454105401719374,91.43322983348476,C,-6.812042774842851,C,E,-73.46402708914218,D,0
Other,46,Heterosexual,Mental,121.02495781455261,C,C,-51.1451764435239,-75.53160788520114,D,-164.47291716667144,A,D,16.741920724122146,E,1
Non-binary,58,Other,No,134.9467328063005,D,C,41.27381792324009,205.04476040987532,A,60.81514149541941,A,C,19.078365092528713,C,0
Female,77,Other,No,54.9916237666596,D,A,18.149111850807753,-159.16932224552303,A,62.29573255401819,D,E,-59.427402154664776,C,0
Male,80,Heterosexual,Mental,-150.88163918495007,D,E,-67.14044757515472,30.70464499739846,C,-121.75270099656169,D,A,-156.47648440447998,A,1
Female,87,Other,No,48.763974826040695,D,A,149.20096266869066,-174.80992303114766,C,-38.5406766341423,C,C,99.77631349398469,B,0
Non-binary,73,Heterosexual,None,141.92945114899365,C,A,104.14365006163389,-37.02630946249921,D,0.24643249157425898,C,E,11.10677128937416,C,0
Female,77,Heterosexual,Yes,33.702605837834575,A,E,202.76957384046707,-214.91953377355784,E,-108.10260206501823,C,E,-77.17335292707055,D,0
Non-binary,32,Bisexual,Mental,-88.613538565963,E,C,-88.40750075414759,123.1037142802426,E,25.015948757597045,B,C,-189.56482516304652,A,0
F,51,Heterosexual,None,-82.9051549405857,E,B,-139.589573181398,43.07507921892517,A,42.540231501119486,B,C,-26.72136284438395,A,0
Non-binary,30,Heterosexual,Both,85.00011209316322,B,A,-174.16459825895856,-18.44241949427498,C,18.9253210198264,C,D,207.9611854385116,C,1
Other,91,Heterosexual,Yes,-49.674435960043624,A,E,-0.5588446197709859,-35.21913318417603,E,-14.323573818634355,B,A,54.776045488979086,E,0
Other,78,Homosexual,Mental,-16.077782132777436,E,D,-77.87294708813181,-161.18633908150733,E,-23.496662663106918,B,C,-16.905629567771335,A,0
Female,41,Homosexual,Mental,-229.218437383042,B,E,-23.208630388263977,-219.34466734171133,C,-67.58922503070193,E,A,119.62277468743478,D,1
Male,63,Heterosexual,No,-11.460755578355807,D,C,59.1432440975606,74.01756152818169,B,-63.47697618844431,B,A,36.119518220549885,E,0
M,74,Other,Physical,-156.48263524252462,A,B,162.96923561549806,-93.82877021182834,C,1.957991551444704,B,C,-36.2639594596284,D,1
Female,77,Heterosexual,Both,-3.834435314694551,E,E,-39.54441190178664,136.16255009157663,A,105.7182152496094,C,C,-9.038861202845355,C,1
Male,30,Bisexual,No,32.65600129489663,C,D,-134.59366308153045,-53.21052999124917,A,-36.195350725062255,D,E,-99.80816981097898,C,1
Other,50,Homosexual,Physical,-96.3255647633769,D,E,-122.77225303557063,-76.96097800489972,C,59.325459083107155,C,D,52.616116768250954,A,1
