disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Both,Mexico,Other,D,E,C,-119.74812759872584,-196.29683350406364,E,D,A,C,D,-6.624776308274566,48.00801626929372,-137.13732249304957,E,1
Both,Other,Other,E,A,B,198.51840476930883,118.04983914952155,D,C,D,A,A,181.20093352759923,-31.793852015999146,-49.34574952689599,C,0
Physical,Brazil,Bisexual,E,D,C,-41.533025322117524,26.959381206463824,B,B,E,D,D,95.51343920866931,-10.166673975800194,-31.511097201426182,B,0
Physical,Mexico,Other,B,C,C,30.46148319363945,7.9722433943091255,D,A,C,D,E,88.09580995187957,87.50417611005847,78.97885802484083,D,1
None,India,Homosexual,D,B,A,-29.34794984189936,-184.31193982178158,A,C,B,A,B,153.8143880828012,-117.67593792723213,67.85362873405656,A,1
Mental,Mexico,Homosexual,C,A,A,-12.361202345538508,250.80750503161565,B,A,E,D,A,-242.5296026890671,9.45986122155196,-53.92068854134979,D,1
Yes,Other,Bisexual,B,C,B,-122.10536409368926,23.675932647404256,A,C,E,E,E,-117.80803424050008,44.40436667602344,175.1419699737896,C,1
None,Mexico,Homosexual,A,B,C,-105.89220196551186,-234.09617957463627,E,A,A,A,D,-149.11485508009076,43.39276258041047,-106.12870174031647,B,0
No,Germany,Homosexual,B,A,C,-53.373999654445605,-44.01300904940609,A,E,A,A,D,-114.29215298023982,72.43205505194456,98.91452870551765,B,1
Mental,Other,Homosexual,C,C,B,-111.89261412164106,-45.2170483910181,E,D,E,D,D,-53.73456202644802,74.47981707250345,104.57671524170176,B,1
Both,China,Other,D,E,A,88.81048191518246,59.5367128505904,B,A,C,A,E,-121.29228351722531,39.95617748235843,-86.34131865752296,A,0
No,Mexico,Other,C,E,D,202.01284210711498,78.38734151810478,D,E,A,C,E,50.5856904215359,-84.0664264103991,118.43722758943211,B,0
Both,Other,Other,D,B,E,50.36651439454097,-183.12631996361327,B,A,C,A,B,-111.9841555585936,146.28869983277178,-241.004778297956,A,1
No,UK,Other,D,B,A,6.5634969852779586,-40.17638504113071,A,C,E,A,C,21.41346400347354,-110.50804607805166,-40.107738734155504,D,1
No,India,Bisexual,E,B,B,77.65912687545921,117.72831124917424,B,D,A,C,E,-36.72048501897618,-177.24624802406922,-74.25189658763233,E,1
None,Mexico,Heterosexual,B,B,B,-82.33343229561935,58.745554277179856,E,B,E,E,D,-11.979115516609589,25.049861113590133,-25.001731772569347,A,0
Physical,US,Bisexual,C,B,A,-74.04465702677078,-254.04122948904958,A,A,D,B,E,16.173959139201735,107.44432447325309,102.00894337122347,C,1
Mental,Brazil,Heterosexual,D,E,C,40.491692056583325,-27.34415468433424,E,E,C,C,C,-50.26031945569851,147.94029389978007,-33.29087710809194,D,0
None,China,Bisexual,A,A,D,-104.48348599747884,-7.008230532556642,D,D,B,B,C,137.4769555216418,187.61178682696672,-34.45130125389697,E,0
Yes,Other,Heterosexual,E,B,C,7.833010980163903,15.80711683301759,E,E,C,E,B,-65.04047570135864,-205.6556326994304,-94.67413301961498,E,0
Physical,Brazil,Homosexual,C,B,E,-96.30387247642655,-60.280306871500656,B,C,C,D,D,98.65876306085528,75.70472497126853,-87.64907229801125,C,1
Physical,Mexico,Other,C,D,C,84.06341928045066,-99.5123269503803,A,B,C,E,B,-18.70741145051117,-90.93030995377175,-12.066225173000845,D,1
Physical,Brazil,Other,E,E,A,-23.310347441432715,-58.23649383657534,A,B,C,C,E,22.946601928671104,-112.79454976389131,142.5483285580827,B,1
No,US,Homosexual,A,B,B,90.5928143306409,86.61836155854054,B,C,A,A,D,16.570578546118636,26.588259170103708,58.54186114093505,C,1
Physical,Germany,Homosexual,A,A,E,130.75902570855462,106.12708075564893,C,E,D,A,D,215.66655951929857,-100.99201257714145,-6.844484345998736,E,1
Both,Mexico,Heterosexual,B,C,A,-23.171896286553626,-209.88805857086624,E,C,A,C,A,-36.56187253383091,7.9775198821844,66.70986941354936,C,1
Physical,Mexico,Bisexual,D,C,E,-12.31284547392938,-49.86876300998228,B,E,B,D,C,10.745570293484908,78.51140940131764,-121.92075099750748,C,0
Mental,US,Other,D,C,D,93.35236100576837,86.39996637584478,B,C,A,B,E,73.98989661320725,115.90249514675072,95.61069085686704,E,1
Physical,Other,Bisexual,B,A,B,-91.85440962788238,-31.855574296065125,A,A,A,A,E,-118.1899695554049,42.03577230759863,-56.1909066351321,B,1
Both,China,Bisexual,C,D,A,-22.48141537043666,-59.66736843834277,B,E,D,D,D,-31.80562088939608,164.86187079163938,179.3625521383671,A,1
Yes,Other,Heterosexual,A,C,D,96.63257296680902,86.39587005989178,A,D,C,E,B,-16.332751639769715,-18.53299654008902,-14.520958913512223,E,1
No,India,Heterosexual,C,D,E,-13.324650001781654,29.122673281546586,E,C,C,E,B,-180.65370458579557,-21.55861720031231,14.028230119841654,C,1
No,India,Homosexual,C,D,B,184.61746151922134,-72.50369848422862,D,B,C,D,B,31.649572168934263,-76.86770439718485,-93.30297792158731,A,0
Physical,Germany,Bisexual,E,D,D,50.87178218674432,-6.126542036425432,B,A,A,D,C,54.68018940142335,-170.4343795623137,84.99986416656739,D,0
Physical,Mexico,Bisexual,B,D,D,30.165495724377568,-79.1964694212007,A,A,A,B,C,-34.321840226917715,165.55347698536244,58.083208395461824,E,0
Mental,Germany,Homosexual,B,D,B,61.542500156348204,45.4760203913579,D,D,A,D,E,-48.37732693975538,-216.5315020030866,-35.78006723373618,B,0
None,Other,Heterosexual,D,C,D,155.29579304680513,-1.552080288764636,E,C,A,C,A,-118.52199943436348,27.78073939228818,-44.63614169971473,B,0
Mental,US,Heterosexual,E,E,E,-59.65481689212056,-45.40269765262778,B,C,D,E,A,-117.8540480006796,-32.43713545072509,97.49581358539345,A,0
No,Other,Homosexual,D,E,D,118.35132438215128,-21.551236941579873,E,E,C,A,A,161.2472722321975,-0.4166857741179546,72.11805408572674,B,0
No,Germany,Other,D,C,D,56.59459752189008,-46.26470259497958,E,B,B,B,B,-44.918844928608834,-129.03910644089842,123.12280738289768,A,0
Mental,UK,Homosexual,E,C,D,13.849762510736841,10.54532740617909,E,D,D,D,C,-124.0006239070449,16.177702005185097,1.081812056376397,E,0
Yes,UK,Homosexual,B,D,E,112.89611430015276,-63.55134094886117,C,E,A,D,A,203.57111392192078,-54.48592842089529,-127.30583936797682,C,1
None,US,Homosexual,A,D,D,-60.39542934466308,-5.615048592502498,D,E,B,C,A,-86.53509151928982,50.5437323751487,47.85381753579666,E,1
None,China,Heterosexual,B,E,B,35.7227364896658,-0.038791130874941,E,D,E,A,E,102.40575371508696,-40.762668463822855,-39.947431854825886,E,0
Yes,India,Homosexual,C,A,A,77.40282401460689,115.96972281582032,B,A,E,B,D,45.294667066195075,60.35697307339984,53.894535521686926,E,0
Yes,US,Bisexual,D,B,C,-0.0746722764588746,95.05545077649224,B,B,D,A,E,1.5456183260301932,75.92780407717386,-240.03417902063626,B,1
Yes,Mexico,Other,D,B,B,-114.72737757791869,116.69767405122917,D,C,E,C,E,-41.550075178315275,59.74829109894944,18.43792442329395,E,0
Mental,China,Homosexual,B,E,C,326.0910598274154,-68.46624298944397,A,C,E,E,E,-75.14198949542525,198.2534040216993,-9.944923021871377,E,1
Physical,Germany,Heterosexual,A,D,A,19.36452447868918,-32.31905593262285,E,A,A,D,B,27.733568173108846,2.3567022285314945,151.4401313588412,E,1
Yes,Germany,Heterosexual,B,E,D,-158.3463929384548,-125.04694362341561,C,A,D,A,D,85.24572340197348,-19.524998929535574,-90.87241414383124,D,0
Mental,India,Heterosexual,B,A,E,-149.8438465573545,-92.32032865829932,D,C,B,E,B,-299.73224972586166,-138.60736639300794,170.62769929773089,C,0
Both,Other,Homosexual,E,D,D,135.28326096832595,121.46475317997951,C,E,A,D,A,134.08171401445765,-24.958217421723138,193.88386270993132,B,1
No,Other,Other,D,D,D,-68.22608880828568,37.6797645570668,B,B,C,C,A,16.813932257727675,146.0007696048281,34.438948196878,C,1
Mental,Mexico,Other,E,D,D,37.21285139052566,146.43257153337586,C,B,B,C,C,126.83121699342162,-36.54374703495903,-90.56452523174455,B,1
No,UK,Heterosexual,A,A,C,86.2891412892187,98.36714442914298,C,A,B,B,A,22.269824192725114,-39.21560800845024,44.78881958568248,B,0
Both,Germany,Bisexual,D,E,A,-16.449061858824336,-91.64800974808873,B,A,D,B,B,67.38381875240026,-200.88938137144723,-93.71137917895621,B,1
None,Brazil,Bisexual,A,E,A,130.02712647525357,-5.666739795088047,E,A,B,C,C,-175.3152146333847,-35.624955107012575,11.747555368788587,C,1
Yes,UK,Heterosexual,E,C,D,-63.56779745677176,-50.334674470305764,D,A,C,C,A,-91.89158796986594,62.018832082746066,-46.33871610743956,A,0
Both,Brazil,Heterosexual,D,E,E,126.45251114458993,4.985976536560277,E,C,A,E,E,-13.250987662337232,159.90947484186177,-77.36810305677834,A,1
Mental,Germany,Bisexual,D,C,A,-39.63146708002831,-12.05663634350322,C,C,B,C,D,45.78148722522675,47.44246208299051,-4.0470181456953425,D,1
None,Other,Other,D,B,E,-25.37879959089764,13.142417819269117,C,D,D,D,D,-23.963770720741433,-136.92442453437056,-38.9284976853109,C,0
Physical,UK,Heterosexual,A,B,A,67.53222612293045,-82.48164773202384,A,B,A,D,B,102.89598741544592,237.48416533469188,171.03276804137647,D,0
Physical,US,Other,A,C,C,-4.178449422721029,-138.5013293351085,A,B,A,D,E,104.70182753010118,-140.62935618776424,-178.29059052146974,D,0
Mental,India,Other,E,B,D,-127.18039911864791,28.850984137413384,E,E,D,A,A,-59.40751228344987,17.256551903130678,-2.2917628917716826,D,0
Yes,Other,Other,A,B,D,-190.46887674123653,-153.1763449347318,B,C,E,A,A,-50.12288244564047,167.12175504223268,-231.36693274753674,B,0
Yes,China,Homosexual,E,C,E,80.64646169491849,-29.914388060305736,E,E,B,D,D,5.628770965317124,81.55510266906887,-184.0371509628826,C,1
None,Germany,Homosexual,D,B,D,136.08869628897574,64.39263794410626,C,C,D,A,C,-98.98937035025112,130.48963393545426,-101.98752940464577,C,0
Yes,Other,Homosexual,C,D,C,-5.084570524484089,-47.0861965313009,E,A,B,E,D,245.23507213566634,50.9933981209288,20.339237114304204,E,0
Mental,Brazil,Homosexual,B,C,E,52.15415279735404,-110.86678527119813,B,E,B,D,A,-98.06231174041899,37.49787182585111,37.38549454474452,E,1
Yes,US,Heterosexual,D,A,B,-26.102994012946045,-122.40338195806709,D,D,E,A,A,-67.8517300697882,46.130962990736016,5.965956090864348,D,1
No,US,Bisexual,B,B,B,-9.972984058569466,6.987784212864902,A,E,B,A,B,78.2097721871923,109.68496522119035,-121.98214653027193,E,1
Yes,Brazil,Homosexual,E,E,C,122.88332689146151,-82.08584128588122,D,D,A,A,B,117.07895314336332,-19.151566206675337,-37.763686375499006,E,1
None,Brazil,Bisexual,D,E,E,-0.21315604128265908,-45.159621978670764,B,D,E,A,B,-37.419007736046886,-147.5283077486287,28.369386136605122,C,0
Both,US,Other,E,A,D,-169.5667476313016,28.94886723127931,A,E,E,A,C,100.64355097108313,96.3266394131281,82.91426415815253,C,0
None,UK,Heterosexual,B,C,A,-9.871261314734884,-15.617233922221486,E,B,C,B,A,-239.2137535728371,52.77359724681959,118.23740089904946,E,0
Mental,US,Other,B,D,A,4.489241554851578,104.02732891240134,B,C,B,A,E,-1.7810041928721685,73.44476118325065,166.0066026924135,A,0
Physical,Germany,Homosexual,B,E,C,132.62125886664015,5.7383639430819695,A,E,E,D,B,-213.45700793938457,-153.07899760003133,-147.52720606385816,E,1
Physical,US,Heterosexual,A,D,E,28.044639612439077,65.10070590088905,B,D,C,D,D,-23.891437148786196,85.99935408829965,18.168948813164747,A,1
Physical,Mexico,Heterosexual,B,A,A,-137.09077134443925,128.03053007431703,B,C,C,E,D,-49.2928655544492,-112.45456522706074,-28.761317720356416,B,0
None,Brazil,Other,B,B,B,-111.83182068469024,189.67790977410422,A,B,A,E,A,64.67818520352012,103.20279087716433,-34.871692782126054,A,0
None,Other,Heterosexual,C,C,C,-14.281738258811943,5.12681286042817,A,B,B,C,A,52.81748046488091,-57.87947701298084,-111.99088516016936,B,1
None,China,Heterosexual,D,C,A,138.12276983338197,-108.99418076977399,C,B,A,B,B,-77.0125946290325,-143.24471731797962,170.3746248405718,C,1
Physical,Germany,Heterosexual,D,B,B,76.9519182676139,46.39319742541223,A,D,A,E,B,136.71359209146928,59.630776780454696,-80.40782844816843,A,1
Physical,Brazil,Heterosexual,B,B,A,52.76390233603004,-58.79964406107051,A,D,A,E,B,29.33028559488951,108.79366606998886,162.25890209317487,D,0
No,Other,Homosexual,B,E,B,-8.811850813512168,-125.35668291809121,D,A,A,E,C,-64.62802833954562,-54.66877865164358,-79.85569672578424,B,1
Mental,Germany,Other,B,E,D,57.46566140585805,80.89646865169955,E,D,C,E,D,-28.284005680461235,51.82697297565492,203.76051278978719,B,0
Mental,Brazil,Other,E,C,A,-99.6238220721253,1.0208531480366723,E,E,B,E,A,154.2553071183273,58.44955386152386,-58.89775004794539,B,0
No,US,Homosexual,D,C,A,22.520861137183523,-36.733806256538465,A,E,C,E,C,-189.05486859201116,109.15127739330414,-36.01699713064524,C,1
No,China,Heterosexual,C,D,B,76.61339098680027,40.32280319514642,E,E,C,D,A,-68.55107533468005,-13.025882281652624,113.61480688665206,A,0
No,India,Homosexual,B,D,A,-21.544603530001513,-130.07605191369717,B,A,C,A,D,85.58251597790367,190.858256218874,146.71868018415114,C,0
No,Mexico,Heterosexual,E,A,D,-151.85739319637906,28.509678432831414,E,C,C,A,E,136.84094825071574,-87.05722012055944,-82.21109248672693,A,1
Mental,Brazil,Homosexual,E,B,A,130.40946934311484,23.685910295007282,D,E,E,D,B,-46.54716023654816,117.44040908942597,174.7869630873923,E,1
No,Germany,Heterosexual,A,A,B,95.15568837933037,-6.528806596944669,D,E,C,E,E,20.03947640383835,-118.38198695324702,36.300778133704874,E,0
Yes,Brazil,Heterosexual,B,B,C,50.978306305699085,118.27967394391754,D,D,C,A,A,12.329413233069774,-140.54300508999808,-222.6715284112857,B,1
Both,Other,Heterosexual,C,E,E,37.22992394504866,-258.75053785020066,E,D,B,D,C,-84.26980513894445,-61.237847131145195,-196.59764644076338,E,0
Both,India,Bisexual,A,A,C,44.59439119290635,-41.22690915911498,A,A,E,B,A,-231.02564026707313,98.68034721766692,-4.967334234531721,C,1
Physical,Germany,Heterosexual,B,E,C,143.7666716202077,-9.704908374708253,D,D,C,B,E,47.43727390253588,119.80016894019083,0.49325952385583394,B,1
Mental,India,Homosexual,C,D,A,0.042618927395298205,4.655039413972294,A,E,D,B,D,126.18689353105323,163.26632750323782,163.15951113168683,C,0
No,Mexico,Bisexual,E,B,C,-174.49115040439642,-3.5590106012287652,D,B,C,C,D,-56.072664850253126,150.21409370440432,159.2760984267422,A,0
Both,China,Bisexual,E,E,B,-230.29955939727267,73.16809460332715,A,C,C,B,C,-51.92303683080509,-2.53542182805341,74.30729608118624,B,1
Mental,Brazil,Bisexual,E,A,E,14.50068789618102,-86.72166656711423,D,C,C,D,E,-76.21142972203971,-39.21747482806598,-33.05802855844639,A,0
None,UK,Other,A,A,E,-56.40149948993284,-42.717506834749834,B,E,A,D,C,195.8449280528106,91.66007876444702,74.86113686534657,A,1
Physical,Brazil,Bisexual,C,D,D,10.432944922389733,176.60259411289582,A,E,B,C,E,155.8343289485988,-32.72415554892888,-232.57121972298856,A,1
Yes,Germany,Homosexual,C,D,A,70.50624547577473,183.75057518032176,A,D,A,A,E,-73.97314096768353,86.12757482004709,-86.34854421726602,C,0
Both,Brazil,Heterosexual,E,C,A,11.374814504513683,148.17558887691743,B,E,A,B,D,145.123440492176,89.5251549557072,81.19489029070537,A,1
No,Brazil,Heterosexual,D,A,B,-159.53313398039793,62.209848078427086,C,D,A,C,D,60.95295693278102,-23.230651658470325,8.62424415882785,C,1
No,US,Heterosexual,C,C,D,141.69457169400357,143.62129302973437,D,D,A,D,E,61.44435016709664,25.761127750578865,-32.62294539684234,D,0
Both,UK,Other,C,B,A,90.91434887793999,-77.9192571143767,C,B,D,A,A,-6.5784206219399985,-65.43564281030604,-14.421662921099712,E,1
Mental,US,Heterosexual,A,D,E,-69.50483783825437,15.187303972206301,E,C,D,D,D,44.806925266671946,-149.4208382087737,-18.523657974218427,E,1
Mental,Germany,Other,E,C,D,155.6359975975036,-150.24996124011136,E,D,A,B,E,20.26045206740862,-33.42198172981016,89.55937983565327,A,1
Physical,Other,Homosexual,A,E,C,5.315751529483725,10.35510140179043,B,A,C,A,D,-91.11340111737938,221.7268582294731,-99.54705101300115,C,1
Both,Other,Other,A,C,B,99.45224438081706,3.867640346609464,A,D,A,B,D,-46.30738842652279,-16.40500965936126,31.184260313047968,B,0
No,Other,Bisexual,B,D,C,156.61538185533092,-160.0142106997143,A,A,B,A,A,-175.86984753568825,75.84364903182008,130.40698118071037,A,1
None,Brazil,Other,B,A,C,-24.363194574641188,-95.59927090200765,E,E,D,D,D,84.64343877405538,61.71843865922537,63.0835315166853,A,1
Both,India,Bisexual,D,A,B,225.91600831462196,-145.8406814661926,C,A,A,A,A,10.835533865782452,-41.65245595772789,-99.13012114530481,A,0
Yes,China,Bisexual,A,B,C,-20.484771985856515,-82.724077198781,C,D,C,E,D,-115.21750155376358,25.493933883648072,142.93078414325288,C,1
No,Brazil,Bisexual,C,C,B,-32.485861825268664,-205.555330847745,D,D,D,D,C,-72.79956371896323,155.55398015195098,20.057714868705485,C,0
Mental,US,Heterosexual,A,C,B,-4.652479226878127,-16.638505916997183,D,A,A,C,A,53.695433198056065,84.75993520212698,128.60757299602398,D,1
None,US,Bisexual,A,E,E,142.1172216222342,19.088121475684687,E,D,C,E,D,-73.28687408202657,-131.49167021814873,23.681954327384155,B,0
None,US,Heterosexual,B,A,C,-4.150227594116548,176.77194295866275,C,D,E,A,B,-110.38773927178502,-146.1742782901662,161.19993536705894,A,0
None,India,Other,A,A,B,-77.67860664404593,12.141416992113427,A,C,D,B,A,124.51462313064734,-57.29109559126486,-75.82987005275537,B,0
Physical,Other,Bisexual,E,D,B,121.96547273416516,10.853915004516148,D,B,C,B,C,61.97448086228229,-90.15961726948801,-202.42390332126817,B,1
Physical,UK,Bisexual,A,A,B,10.805049896516413,-6.012846713823162,B,A,C,E,C,37.327039435459106,-14.73109738572949,-28.926585958446342,A,0
Physical,Brazil,Other,E,A,A,106.13136214859607,-29.475455025664427,C,D,A,D,E,1.1201957008180683,-140.3619386408207,5.396826139937753,E,0
No,Mexico,Homosexual,E,C,D,106.60585988376918,115.42077429954054,B,E,B,D,E,-64.50440146485754,-49.73872936392761,-154.07845453866298,B,0
No,India,Homosexual,B,A,B,-76.50532048103003,187.91510292030216,D,B,A,D,A,16.033089096578763,-20.32914858374031,33.33668917166525,C,1
Mental,Other,Heterosexual,A,A,A,-93.81035682893682,14.260096677599899,D,B,B,D,D,-61.02767614213366,52.132803364367206,126.28041560685142,C,1
None,Other,Heterosexual,A,E,A,44.97123984250614,112.96764983680798,E,B,C,A,C,-117.22123999002294,-151.91560091104378,52.67195258132522,D,0
Physical,Mexico,Homosexual,C,D,A,-8.33741056120863,-48.94567049126041,D,A,A,D,C,-56.54537110665554,238.37244986224775,-209.57467344827396,A,0
Physical,India,Other,C,E,A,-62.64497565006985,-27.320603185044195,E,B,A,D,B,-2.9804890421709995,6.332028796362467,-29.66065053133179,B,1
Physical,US,Homosexual,A,D,A,-22.96038630171755,-62.821421724519865,A,D,E,B,E,-76.29381882298455,-52.649859415988765,-4.493924408810594,C,1
Both,China,Homosexual,D,D,A,-0.37637305720679365,-229.41293596103213,A,D,A,C,E,-139.7468076173574,70.0765835878139,-17.627715445866723,D,0
Yes,India,Homosexual,B,D,E,47.009750533388655,-250.0235615189897,B,B,E,D,B,-59.36610943443679,142.10472284635972,-16.961868160978455,E,1
Physical,Other,Heterosexual,A,E,B,32.426876898505824,-82.29518699042099,E,E,C,D,B,-27.459104805575873,52.85248615764899,73.55231435696548,C,0
Physical,Other,Other,A,B,A,38.6282702077698,-58.06136841698367,A,B,E,D,C,-184.24451447705238,-136.7647625959651,53.003687000414324,D,1
Yes,Brazil,Homosexual,E,A,E,-117.29974829495526,29.950122374260925,C,B,B,D,A,-121.18240422744033,-14.698469651270232,153.4820450110072,C,1
No,Mexico,Homosexual,C,C,D,79.03459399790823,-60.865698520170994,D,A,D,C,B,2.206262907625576,-123.96634432904396,-72.57098568724136,E,0
Physical,Mexico,Homosexual,E,E,C,-12.83137497616226,60.561553921241384,E,E,B,C,A,34.492142313941834,-38.98208823828239,29.198655084281626,C,0
No,Brazil,Heterosexual,A,D,C,-3.7989059135211223,113.51795926996316,E,D,C,B,A,44.46848046897511,-65.2487653758099,-84.80688910910943,C,0
Physical,Mexico,Heterosexual,D,B,A,164.51523284537515,-13.539960167559913,E,B,E,C,B,-70.24056314130355,96.37559756127628,157.0046647397076,E,1
Mental,China,Heterosexual,E,C,D,-192.79370129158528,-20.67699194029131,E,B,E,C,B,-300.96315447909353,-67.47763867223237,-107.28584725596846,D,0
No,India,Homosexual,E,A,D,-37.69184042038082,30.08288235765408,A,A,B,D,D,121.30313847187676,-211.56528987357598,18.97128933401896,E,1
Mental,Germany,Heterosexual,B,A,C,31.353914180238814,35.94676611051307,C,C,D,B,D,35.49521889162332,9.384635917230883,-25.416683393650924,A,1
Both,Mexico,Homosexual,E,C,A,-80.17455832273771,-44.43435775716208,E,A,A,B,A,133.68527899176556,52.73956175410181,61.0280740339696,E,1
No,Mexico,Bisexual,A,C,C,93.81217180807283,-342.0583721307868,A,C,C,D,A,170.28985119718183,-98.72414762752997,50.46315320645658,B,0
Both,UK,Bisexual,C,B,D,-71.39332215016637,-43.97988144270048,C,C,B,A,D,106.51332696031129,19.90696218144696,-120.12641324346794,D,0
Both,Mexico,Other,B,D,E,26.185560680727548,-22.67492852577366,D,D,E,E,E,5.769317963597971,-16.327113827090034,146.69605468433667,A,1
Both,China,Bisexual,D,D,A,133.28144217046307,-73.20050990371021,A,A,A,A,B,-175.77616563568128,-18.118287490631637,97.77392577397049,E,0
None,Mexico,Homosexual,C,E,E,-99.71907384283003,-153.21285470812433,B,D,C,C,D,84.82131928313814,165.18363856743935,39.4817202661245,C,0
Both,China,Heterosexual,A,C,A,76.3737319694898,-29.289719772657357,D,D,D,B,D,226.20321145045983,-86.93492447521271,18.633711346886273,A,0
Physical,UK,Other,A,A,D,60.50054887831795,98.10654362052772,A,A,C,E,E,-136.5930098749231,84.3747824160239,78.89157706701711,C,0
Yes,Other,Other,A,C,A,-107.12914457284084,-46.375631875873786,C,A,B,D,C,119.4967767828502,23.243147156543177,-4.949839814228775,E,0
Both,Mexico,Bisexual,E,B,A,-119.84801874912192,-82.19450899538188,A,C,B,D,B,-1.5280670799208809,-25.27665446436526,-13.422164675797926,A,1
Physical,US,Heterosexual,B,D,E,-58.3235911253672,12.493589965227956,A,A,B,D,B,-91.9005276872612,-100.65370270653304,-85.03275222117057,A,0
No,Brazil,Heterosexual,A,C,B,3.3457185701052916,-2.9888907092468746,B,A,B,C,E,105.36466956318682,31.499253627955742,-139.2209960791169,D,0
No,Mexico,Other,B,A,D,5.7949792336057,212.37054378759638,A,B,A,B,E,-42.7190267250667,-67.94153959480167,-12.014500185508124,E,1
None,UK,Homosexual,D,E,D,-83.35602341389053,13.209999979356779,D,C,D,C,E,25.36147391238891,21.705033071889577,99.04483033012707,D,0
None,UK,Homosexual,A,D,E,-25.420826854119777,139.07841586558874,A,A,D,A,E,-126.20997985266644,-26.417323464302168,63.397795116686794,D,1
Both,Germany,Other,E,D,A,30.53699032585515,39.792315960312514,D,C,E,C,C,-41.96661759589402,-23.151500904925403,-9.214403692020996,A,0
Physical,US,Bisexual,D,E,A,99.93220426071346,161.47571740846004,B,B,D,B,B,22.328985208544246,190.1714701639252,17.769435130472225,B,0
Mental,Brazil,Heterosexual,A,D,E,31.219304727215313,70.01031850911812,B,C,C,E,A,-4.6295547325968,-101.53680793394804,-26.704653753939787,E,0
Both,UK,Homosexual,C,D,D,-124.2749765349488,-62.68047376289195,A,C,A,E,E,5.961998735758836,-50.66397418693812,-84.48715798936186,D,0
No,UK,Bisexual,A,A,D,-25.27204673923473,-28.714233897982012,E,E,C,D,E,111.74781218704017,-45.56525466517542,-108.66786930616105,C,1
Mental,China,Other,D,A,B,-41.07944109480424,108.26885016245463,E,B,C,B,C,-75.90554324056123,44.22121572576673,54.1359122256583,B,1
Physical,Brazil,Other,E,B,E,-31.495416957745586,27.312591617604614,A,C,A,C,C,161.24066533350037,57.35903509366725,74.36937039777648,C,0
Yes,Mexico,Heterosexual,B,D,C,160.35761165969575,53.917652794885896,B,A,E,D,E,68.65525855361655,35.631291657187305,13.357841667144715,E,1
Mental,India,Heterosexual,E,D,E,-48.01017070424817,1.5647565183828964,A,D,A,D,B,5.670399932729839,9.532808380690257,53.92291262814074,D,1
Both,China,Heterosexual,B,D,B,76.43083987131524,176.8947908721728,C,B,D,E,B,140.34998730690828,33.229596702290145,29.342395590380328,A,1
None,Other,Other,B,E,A,-26.118024757159237,4.583960421371078,B,E,D,E,A,124.19273654821008,-191.04785243870975,-141.94413014648157,A,0
Physical,Other,Heterosexual,D,C,D,110.21663056769002,-51.345993069645516,B,B,C,E,D,34.94937432284905,-28.87757733708512,51.131719384770925,D,1
Yes,US,Other,D,A,E,-155.0990062647513,-21.684724656174236,E,D,C,E,A,-160.30043893777892,76.90386212090672,152.47460614598447,A,0
Yes,China,Bisexual,E,B,A,104.97273448109183,-12.97557799450938,C,E,B,B,D,168.77372415952829,101.05223433499407,-43.164362017979464,A,1
No,India,Heterosexual,E,D,E,223.17892486954926,71.26611540260768,A,C,A,B,D,21.215543101872218,110.82105863979805,-25.908649649977267,C,1
None,Germany,Other,B,E,A,-64.50292184838354,-27.82946645475537,C,C,E,E,D,-95.23016517272303,9.951136913026518,-21.90278599003667,C,1
Both,US,Bisexual,A,D,E,48.59907489154952,-7.3053917721751125,D,A,A,A,C,-97.56337631642965,-99.59143251741659,138.32454294155477,E,0
Both,Brazil,Bisexual,E,D,A,84.77521357752322,-118.54453927286173,B,C,C,C,C,70.07486049933571,-11.529519079588022,40.35979926211015,A,0
No,Other,Bisexual,C,A,A,-92.3430907570371,-0.7654289312626021,B,B,C,D,A,-15.077081673283722,167.00451832786237,-163.93466513248913,B,1
No,Brazil,Homosexual,E,B,B,-22.290258114348156,-57.16791887663428,B,A,D,D,C,41.130661265500606,132.73338752685382,-19.81011979870652,E,1
Both,Other,Bisexual,B,A,E,12.575495029722603,166.51701910264185,B,B,C,C,A,66.88018108962764,70.17711523935584,-14.06982274924472,A,0
Yes,Brazil,Homosexual,A,E,E,-50.63909602351989,157.5583920412155,B,C,A,B,C,-52.52750443800728,29.97831751465862,-45.253995145584994,A,1
Both,Germany,Other,A,C,B,113.28355141040316,290.5181685123185,B,D,A,B,C,85.18842060284548,56.376974527999835,-65.08731555474905,D,1
Yes,Brazil,Heterosexual,C,C,A,1.6157052047113505,-91.65930077084208,B,A,C,E,C,-10.510554613075067,5.409412901091606,-11.862914259429425,B,0
No,Other,Homosexual,E,D,B,49.65808783713631,-1.8784234333126542,B,A,B,D,C,52.444273058460425,-145.22594536052685,51.74631258008823,E,1
No,Brazil,Homosexual,B,E,A,-75.21910241723675,-58.74826842200066,B,D,D,C,E,72.91779216583957,23.901688581612323,-126.20047379129711,A,0
None,China,Heterosexual,A,B,D,106.6968234426831,146.90283212538827,B,B,B,A,E,-67.98367005846566,-202.60734987679618,156.4153929873432,D,0
Mental,US,Bisexual,A,C,D,40.796019971759975,-78.37913061529775,B,D,D,D,C,-97.81671794313567,53.75273050746782,41.57514882285632,D,1
