age_group,birth_year,sex,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,92,Male,Other,-152.29017445344928,A,D,D,A,D,-20.523218554414782,-82.16481983465079,B,75.31984728388701,39.713526617790166,0
65+,89,Non-binary,Other,56.76640061460232,D,B,C,C,D,-44.09466488632144,-161.2591690584327,A,-78.51420897691594,11.37443269043737,1
65+,37,F,Asian,-35.467751153288596,E,D,B,B,E,-14.061403300129745,7.724276189749799,B,-78.65498699063625,-69.80176813438538,1
26-35,45,F,Hispanic,-104.02163035765268,A,C,C,D,B,-68.38411729234599,82.274873294649,B,189.9528303636849,-38.52691730289302,1
51-65,90,Male,Black,83.0798260075827,A,B,D,D,C,-18.05921174422796,91.31014231785157,C,107.91873017489637,-105.9251009269351,1
51-65,27,F,Asian,75.66945663978221,A,E,E,D,D,12.471060530643706,-70.12839109926638,D,179.28149674363806,-50.846326901789,1
36-50,47,Male,African American,-53.019001513843314,A,C,D,C,E,-135.38868150301008,-22.055466078467926,E,-29.62507768408859,116.25289525153251,0
26-35,36,M,White,-82.867373357725,D,E,B,B,C,2.3495409436047145,77.97086890840633,B,175.15964913279717,72.64466657108912,1
36-50,50,Female,Asian,-198.92556269324325,E,B,A,D,E,-161.71181667649327,-78.46966062056843,C,-169.16602139717688,-116.13312167873447,1
18-25,63,Female,Other,-91.04026060359926,E,C,A,C,D,-121.91383224356665,42.502376778034424,B,-38.9391957438288,66.43837611531535,0
18-25,35,F,Hispanic,55.18097238216912,B,D,A,D,E,-67.64698828509333,172.99799780133839,A,-62.12464811270617,12.688187244288079,1
18-25,51,Other,Black,-34.11717651770928,C,C,A,A,D,292.6803016697081,-49.349115512239614,D,-84.06540597800493,-166.72829746845898,1
36-50,45,Non-binary,Hispanic,-18.684574377093174,B,A,C,B,E,-66.4404615775338,87.6733450675573,E,25.070819355685163,80.13801989997584,0
18-25,44,Male,Other,118.72880173338545,E,E,E,A,B,72.06532135506015,-192.6034790946536,A,90.11186004844295,9.674962956984858,1
36-50,29,M,African American,104.79521467370434,C,D,C,A,C,-1.532400132164458,167.3749831723811,A,190.89105928914523,1.8727556514601122,0
65+,89,Non-binary,Hispanic,106.7739380173977,A,A,C,B,C,-58.494172678430544,-2.5369328980036876,E,143.626199908694,28.558945528520557,1
65+,98,Non-binary,Hispanic,-145.7878886865537,A,B,A,C,B,-82.34080518696871,-211.4855266425343,D,198.3627168422329,52.29165797713996,0
36-50,37,Other,Hispanic,-192.82230505865462,D,D,C,B,E,-77.1372947692188,108.60048368888107,D,93.5865301061333,-51.35382752003318,1
51-65,46,Male,Black,-39.048097006045694,E,D,C,D,B,16.858624554672026,-133.70427639830214,D,-56.07078034254713,-7.90185968470756,1
65+,97,Other,Other,87.89433338989663,C,E,C,A,A,56.02197055704511,-101.47324290239257,E,-23.86163671859303,93.28772023861879,1
51-65,31,Male,White,19.09703933062126,E,C,E,B,E,74.1067403933054,-15.778586086836441,B,112.84288367603943,-64.39348430192851,1
18-25,63,F,African American,-7.281371033577509,C,B,B,C,A,-241.27606539537734,33.265303250058,E,170.08788048104736,-121.75904107904219,1
51-65,43,Male,Other,152.18748091309564,C,A,D,D,D,-95.98951067155666,10.93747620890944,D,10.30412084103802,158.4822188346594,0
51-65,74,Other,Asian,-129.51177020922088,B,E,A,A,B,44.728343674140945,142.37709301808871,C,-108.64954003275365,-15.038716404473357,0
65+,29,Male,Black,-164.5667176068037,D,C,E,D,B,52.22057176203455,-6.179129062231622,E,112.21974321153863,66.71783798373731,1
36-50,30,Non-binary,White,167.78080777686426,C,B,D,D,B,-49.178322927408416,-43.1638427546991,C,-65.01381173347973,-14.800569997998503,0
18-25,64,F,African American,49.42437743116723,C,A,B,B,C,94.84652962999523,-87.31624579505932,B,-202.39982500875163,212.7661342137116,0
26-35,43,Female,African American,-30.750697378072367,E,A,A,D,D,34.653293400228776,-43.876353237270685,B,-30.683407791170342,8.198783745613628,1
51-65,22,Non-binary,Hispanic,19.09765925967809,C,D,B,E,B,-124.50792540789624,-123.16921921700637,C,-59.752413662562546,91.55723218100601,0
65+,23,Male,Other,26.82262486344425,A,E,A,A,C,-190.57347554678762,56.51713776405397,C,-4.444226177361921,-82.95135251183063,0
51-65,55,M,Asian,34.71426102588847,B,E,D,B,E,48.65878507559788,-105.04303213602515,B,77.08394959815591,-197.72587265374733,1
51-65,65,Non-binary,Black,-81.11806003446347,E,B,E,E,D,-77.50047267895074,-71.34736814273543,B,72.37411009265168,-12.22816299276259,1
51-65,96,Non-binary,African American,70.55931077168653,E,C,E,A,B,-24.265928964914828,111.300763455489,A,84.875684670372,-92.50208572886879,0
36-50,59,Male,African American,-133.4165092403019,C,A,B,D,A,136.95138777035908,71.84450683550793,D,132.18051865525652,-12.332814199013598,0
18-25,81,Non-binary,Black,55.261609813406174,A,B,B,C,B,30.363761336238987,-134.12068503081267,A,65.54776180818787,-35.310361826832676,1
65+,40,Female,Black,-57.34861940547889,D,D,B,E,A,59.37744409145088,129.0024011380762,D,147.15523036331678,-36.89326156873221,1
36-50,73,Male,Hispanic,-34.83743800884693,B,D,B,B,B,-17.772599001686146,-55.42486616951129,D,149.5054411196634,231.13928055882735,0
36-50,63,Female,Asian,-29.909776595708298,A,C,B,B,B,-6.12720504644204,41.36906019443568,A,27.261675516129824,-0.9780335154740505,1
26-35,19,M,White,-82.16249391901215,B,B,C,D,A,160.61161995015226,146.6847662844994,C,-143.10475678913045,-6.613789574072934,0
51-65,18,Non-binary,African American,-9.486323787158886,C,C,C,D,B,-130.1380172403605,6.434205684125123,D,-141.89542202564627,-67.31273555420805,0
36-50,70,F,Hispanic,-69.3732193704928,D,E,D,C,D,-154.28764638059923,-111.46369635297226,A,-31.615267547050607,54.49811263859279,1
18-25,71,Other,African American,-41.205862879635035,A,E,C,A,E,-52.720380674761635,252.50479042755546,E,-81.06999973094882,112.80066375948263,1
51-65,96,Female,African American,14.76068114768612,C,D,C,B,D,-105.94453730714201,-3.3375069863255833,E,46.98056109129392,-59.24260810424195,0
65+,74,Male,Hispanic,-76.44288733238929,A,A,D,C,C,38.96359553514124,214.66941778636232,B,43.82216317866139,52.115131702600195,1
18-25,21,Other,Asian,-106.06260080105656,C,C,A,E,C,-136.10562628479332,-58.967815275995136,B,-98.76343802194438,99.57504380934417,1
36-50,49,F,Asian,-8.3072036357837,C,E,E,C,D,27.664314371614022,4.968838470637067,E,-145.37288448946288,-10.456756734770972,0
51-65,85,Male,Other,78.00034365539581,D,E,A,D,B,25.384040067675702,71.88418482670193,B,7.6300327411514495,69.5556869015339,0
18-25,76,Male,Other,-6.5496363145636645,B,B,E,E,A,-166.53907954085943,-150.48135661915572,D,-68.6550882487401,0.23231789081770868,0
65+,93,M,Black,-165.60208067865153,C,E,B,D,D,-106.92337683022906,49.77714508226616,C,-154.81089247099945,-23.8767874818295,0
26-35,59,Female,Black,108.63191640721625,B,B,D,B,B,-84.79703195025085,-133.77518237070348,E,139.21625927227853,-78.89016084412059,0
26-35,91,F,Asian,-259.19372520619726,D,D,D,B,E,-98.05651595924708,-60.3486837914611,C,54.912257851644085,-123.28009802186114,0
65+,50,M,Black,-102.54055632635853,C,A,C,A,E,-104.61476081144758,-25.36263638841944,B,-139.5394824868503,3.0010918582330284,0
18-25,41,Non-binary,Black,-153.80751584393718,B,D,C,E,B,-8.607481434127964,56.17107499354864,C,-71.20962989961448,143.78346930890754,0
18-25,77,Female,White,56.5684545986357,B,D,E,C,D,-83.0090978101171,84.05303459739532,A,-183.89072150393105,-80.57782721415391,1
18-25,68,Female,Asian,73.6072889557894,D,D,A,D,C,5.282236393514874,-116.46615701767924,D,16.75293199998753,86.51146157603814,1
18-25,75,M,Asian,-33.95462805377443,E,D,C,D,C,55.57166076277128,137.58943228330784,D,-33.720599692570566,71.10764764608155,0
26-35,60,Female,African American,43.31367976624159,A,D,B,A,A,13.199251137612464,-15.969381354486828,E,91.381405773762,51.15956665962109,1
51-65,73,Male,Other,-181.1244466890582,C,E,A,A,E,-172.00754385712645,28.057653571643076,E,167.06921440019963,262.22203712237854,0
65+,80,M,Other,16.13465970340493,A,E,C,E,E,-41.36152502678413,-30.762109725882343,D,47.072774300399125,17.56280705428585,0
36-50,23,Non-binary,Asian,-29.48365569058671,A,D,D,B,C,-30.083658145394082,-101.2636623262939,D,-47.05630180018112,-54.45029376463116,1
65+,86,Non-binary,African American,-24.017317231632255,E,E,B,D,E,20.51117946801698,212.42399265572988,D,51.68894344874309,111.30598353205627,0
18-25,56,Other,Hispanic,103.59685512495396,B,C,A,B,C,194.22053963764907,-2.6398680613802905,D,-146.2401988863764,78.54219007778204,0
18-25,51,Male,Other,5.907757878289651,C,E,E,A,D,-140.0412860307038,-79.00204343272542,A,149.1714960124634,145.9425023984038,1
36-50,64,F,Hispanic,45.722560779950484,C,B,D,B,C,105.35165905352326,22.67384950578136,C,-1.2116761157295037,-14.60776075435415,1
36-50,50,M,African American,-100.2434843361086,B,B,D,A,E,-215.3633649881244,14.868536358498899,C,-83.1880226458419,-102.23099282567986,1
18-25,30,Female,Hispanic,8.326329820390677,E,D,A,D,B,46.60886684774657,-2.1963947799880685,D,-163.35883470557874,-30.40270444939293,1
18-25,31,Male,African American,227.0210513385384,D,E,D,D,B,124.98884499655556,205.98825427590967,C,-58.49933582196159,-33.60126068955368,0
26-35,24,M,African American,135.51529417048863,B,C,B,A,B,37.717749259933534,145.27604220138312,A,125.74392353109978,67.1799394019029,0
36-50,75,Non-binary,African American,40.50968136396963,B,E,B,E,D,159.43810933899002,-107.33865686918031,D,5.083149539117785,-74.63000164080734,0
51-65,39,Other,Other,-7.168590444723744,E,E,C,C,E,76.71361441998421,115.94939132509074,B,186.32951266021135,119.75505462370062,1
65+,26,Female,African American,200.98662113914654,D,B,D,D,C,5.104652664809498,110.2654888499722,B,120.79775583261821,-56.856717962200584,1
18-25,54,Male,White,104.58219502854308,A,A,B,A,D,-106.00375964125477,-107.52246273633443,A,18.408719247526477,-137.21351028661067,1
18-25,57,Female,Hispanic,-6.062677977913233,A,D,D,E,A,-4.139452963751307,-2.3062767603761123,C,-72.91527408725001,83.55414821131895,1
51-65,64,Other,White,107.32917787840759,B,A,C,D,B,79.46319414672021,-51.481363651641196,C,12.913551305007475,-169.3478977749791,1
26-35,88,Other,African American,-76.24885590666149,C,C,D,D,A,145.00696176131896,-117.14832096498282,C,-79.94775359588418,135.3012122941072,1
18-25,71,M,White,112.93148458347113,B,C,A,C,A,133.23635107531246,210.3918481287035,E,130.46998261727185,42.38639465577436,1
65+,52,F,Hispanic,-187.46345854650164,C,C,D,C,D,-43.95173434946099,-13.948360045261692,A,-46.3774013127138,130.03192662426838,1
36-50,67,Other,Black,-105.13552748257425,A,E,B,C,A,184.96386958276744,-101.51973446247982,D,-122.17864968930525,138.91417852078766,1
51-65,96,Female,African American,44.14297196851014,A,A,B,B,B,178.2165661733878,-27.843011126848126,B,-79.1913271896193,13.274031240396791,1
18-25,21,F,Black,159.6538132641362,E,B,B,E,D,-89.20244091777185,25.510175094999,E,12.737440858181841,-16.683974648496612,0
36-50,52,M,Black,-117.01992841998177,D,E,E,B,E,62.41245920817984,57.09787960327286,B,-74.45937272347547,-52.90411756938936,1
36-50,35,Female,White,56.851951656674494,B,A,E,B,B,-45.168160438691444,62.789303077738204,D,163.8986380007384,12.841258041229445,1
36-50,53,Female,African American,-246.6254922363087,D,D,D,E,D,30.937409150063043,22.63147359999022,B,-30.50452991293882,-2.873481210145878,1
51-65,42,Female,African American,-171.93568279314118,C,C,D,A,A,-20.406757342975496,-33.568101246033955,E,-142.79651966261275,3.432517455463334,1
36-50,83,Other,African American,-58.71133014059111,A,E,C,E,C,-104.42928700111945,-24.786419592689544,D,-40.08513434610574,-41.93701783823062,0
36-50,56,Female,Other,54.92763459597888,C,B,D,B,A,-20.84594004246913,-24.63632132045122,D,-86.97175512690262,-159.5097634609964,0
26-35,38,M,Black,-16.93211008570035,A,D,B,B,A,8.671808539351114,166.60528809021403,C,10.279402898717015,-167.60152166854843,0
26-35,21,Non-binary,Other,89.37506753086075,C,B,B,E,C,-52.57114656148523,27.12061200713489,A,73.92011722490778,-15.88723207871123,1
18-25,59,Male,Other,57.89117580535398,A,A,D,A,A,-56.7576068811108,-48.494994792687976,B,56.59017549407407,-69.06316165441952,1
18-25,56,Female,Other,-96.72859481439879,B,E,C,A,C,-143.80679424645172,-113.13408250968271,C,-99.10323535064646,-107.20822441322204,1
36-50,25,F,Other,-243.55863062781876,B,A,E,D,C,48.94655920977183,-46.583170123875185,E,207.69939331333768,-188.11451669044484,0
18-25,18,Male,White,-60.39839214235396,B,B,A,C,C,-135.25426399997696,-44.03119255270309,D,41.191311828181,83.70333357002023,1
36-50,39,M,African American,125.96793867440871,A,E,A,A,C,21.7090383170823,45.03301223138151,D,-21.053572483274607,140.28154748024687,1
36-50,61,F,Other,-68.39421874152379,D,D,A,E,C,-18.718742403213916,87.7928678437699,C,-151.46195467831788,-32.96528622500195,0
65+,42,Male,White,-117.52075551848849,C,B,E,E,D,-42.8733882220813,48.13298101437977,A,91.07969823538093,107.68741035630782,1
51-65,53,F,White,89.05857538871588,B,C,B,B,A,-119.96238826644769,178.07147577092178,E,45.59088768121872,134.2964261467669,0
51-65,18,F,Hispanic,-68.7700157572377,C,C,C,E,A,-110.80954669190066,-74.80823917461554,A,114.10821074685342,-150.40966790903875,1
26-35,43,F,Hispanic,80.36843648817944,D,C,C,B,B,-83.43298569337789,-49.47176515265295,A,-68.93660820424316,-37.05305939001409,1
26-35,86,Male,Black,-24.901369134130206,C,B,D,E,E,-99.5202511109776,129.80663689528888,C,112.57791560282729,-67.34808708939372,1
65+,76,M,African American,-127.13850070468058,B,B,E,B,E,-288.3233353758701,50.355409755643436,B,93.51862679032217,315.15331229729134,0
36-50,65,M,African American,-125.8814294552411,C,D,C,C,A,-54.20464816728514,16.916537705950773,D,-151.6166604529655,177.28962308045624,0
26-35,61,Female,Other,-63.24178120395714,A,E,D,C,C,40.592051602791386,107.94174722295094,D,110.41243068376076,29.37994227833933,1
26-35,65,Non-binary,African American,34.48251423311507,B,E,B,E,D,-112.94628039680796,1.109519704830199,A,-83.1814467425911,250.5168104005043,0
26-35,73,Non-binary,Asian,-39.45096328190073,B,A,E,E,B,-177.1959993473556,1.8974058243688086,C,-65.51807798715323,-34.64623691376261,1
26-35,37,Non-binary,White,-16.594752537273514,B,D,B,A,B,104.37438870455344,50.5326903151739,C,153.2238098860462,-85.51112849360882,1
51-65,27,Other,African American,215.8919593965324,C,A,B,E,D,-103.977873027732,212.96710026236534,B,-85.48247626524491,181.31537678419852,1
51-65,34,Non-binary,Asian,-65.00985429398499,B,A,B,E,A,101.17046704313992,56.33503012642469,E,-124.50464971061581,-103.84829125613744,0
26-35,88,Non-binary,White,2.1695117978786564,E,B,D,E,D,228.34732573648014,184.0472712988352,E,-32.700589719522014,-176.80518693499462,1
26-35,33,M,Other,-90.95003414547237,B,B,E,B,E,-37.8334608204544,-190.17178516688696,B,-126.38645600542384,-11.362156448486674,1
26-35,98,Female,Other,33.49483553951658,A,C,B,C,D,101.60094479209461,-155.42960733857316,E,-116.3655298767148,-86.55987269962174,1
26-35,41,Other,Other,-44.27966589404411,C,C,C,D,D,214.0247346396246,-118.25362161823425,C,50.29747396379216,68.46151115653433,1
65+,89,M,White,50.176876429807535,B,D,B,D,A,143.33166959561646,54.41897012259517,C,-128.6679401834983,275.08513097542004,1
26-35,82,Female,White,-186.39413542608443,C,E,A,A,B,19.237386743582775,230.75638191223783,C,-21.442032225828616,192.8848205040994,0
65+,56,Male,White,46.07171033775017,C,A,E,C,A,21.59724583051914,-104.92426182258005,B,-75.51899526927248,-25.586179288956597,0
65+,88,Female,Black,23.154333978472774,D,C,A,B,B,-2.44152160451535,92.47540118576849,C,78.80855457475882,30.6590303392053,0
51-65,58,F,African American,163.36489544700424,D,B,B,C,D,102.9793553797594,-84.73756930808108,A,29.505422842643892,-97.23789835715783,0
51-65,20,Female,Black,143.6380798706826,E,D,A,A,A,-95.4272949475057,-63.85529861595038,B,74.00154889817222,162.48919544312446,1
26-35,38,M,Black,-30.17639688286308,E,D,A,E,B,197.355078074446,39.62588795726058,E,-116.41316822825895,-37.76809765881524,0
18-25,65,F,White,93.98471719088192,E,C,E,D,D,-64.92934684510443,-104.3629517225499,E,106.12885230843084,95.73007435268461,1
26-35,18,Other,Asian,253.15630659477057,C,A,A,C,D,-82.94797881197108,-23.358616199782738,D,-29.854671091648115,140.5824123750496,0
65+,60,Other,African American,-115.24541024548904,E,B,A,D,C,-43.467490365498314,-120.27434256508222,D,94.92815628219388,-94.02057128938172,1
36-50,49,Male,Black,-19.536278351372562,B,B,B,C,A,88.89037207967239,-128.8301347477078,D,41.002130971354326,-15.21914327708465,0
26-35,62,F,Asian,54.20797116996311,E,A,A,A,C,-23.94352673283781,20.395980722009703,D,85.97598343190496,-2.1866084381095647,0
18-25,67,F,Hispanic,-66.3077371525976,B,A,E,E,D,-139.72252178557343,-29.211154224506856,D,-64.82218374367935,-327.2350615846186,1
65+,85,F,Asian,-93.56085676775369,A,E,B,D,B,72.54412849136652,183.03654873628204,A,-73.67710981122113,-60.50703578598215,1
26-35,68,Other,Asian,53.672754667973535,A,C,E,E,A,-31.948335958370844,26.36910607393143,D,-79.16878537620659,46.34291897648058,0
36-50,92,M,Asian,-174.9375826686307,A,D,D,A,B,-55.211002385977814,24.280394390007164,C,33.20652114139777,-8.854282652783652,1
65+,54,F,Asian,-19.213314466571568,C,E,D,B,C,71.83932374758137,93.6474511773651,C,234.67068933046602,-50.3003116602362,1
51-65,52,F,African American,2.700042789742816,B,E,B,E,D,-123.38075865582425,78.11997063126542,B,-144.4505274222171,51.85469309490558,1
26-35,19,F,African American,-0.17511805962122262,C,D,A,C,C,-103.10591487697359,-100.62372901627405,A,73.79930056992544,-189.02950857897545,1
65+,51,Other,Hispanic,33.0029151003936,D,C,A,C,D,7.686684181602503,-184.6993841624184,C,27.814908235110224,145.25758587921968,0
51-65,62,Other,Hispanic,17.87535405748731,C,E,B,A,A,-8.512182519193347,-36.68177699296648,E,144.80060801335893,-85.03443414446001,1
26-35,48,Other,African American,106.5406002127278,D,B,A,C,E,-119.58990234322644,17.056809128216848,C,20.018181531457273,51.419496840563525,0
36-50,20,Male,White,-24.023876564546757,B,A,A,E,D,-138.71661518348998,-7.4085015082922405,C,-18.797102579527476,-56.2061110117976,1
18-25,96,Female,White,63.250875902660844,E,A,E,E,A,30.257880829623446,187.38939640603337,D,-78.44508549417051,-62.1111388501706,1
51-65,48,Female,Hispanic,89.84637782930834,D,C,D,A,D,64.32625876219272,-82.96942260967177,D,57.0529945376378,-47.93689368941017,0
36-50,19,Non-binary,Asian,-23.220431425783783,D,A,C,B,E,-29.86108439920125,-123.64403361988275,A,72.21251757559382,24.64175803828749,1
51-65,42,Non-binary,White,144.34450745969036,A,D,D,D,B,-9.11028786904046,-123.61498142859044,C,120.89709289663229,-138.4224088398692,1
18-25,38,F,Other,-25.917552323209346,E,C,C,B,E,254.28954039673067,49.900260228605774,C,23.54679078094256,-174.99758696848417,1
65+,44,Male,Asian,31.60504009865108,A,D,B,E,C,38.97660181238481,-32.755506428739686,B,-75.25228306058243,89.51302302461279,0
65+,21,Male,Hispanic,193.0704112456572,B,C,C,C,D,-15.163248039406968,21.785465177281946,A,-117.67588672294245,-245.04225630155693,1
26-35,58,F,African American,82.31345222266218,B,C,E,A,A,-37.16077937632516,-88.0324113964322,E,146.91947446733488,58.26432834820135,1
26-35,71,F,Asian,117.04357921844921,E,C,A,B,B,-79.075864368091,-199.80300573808725,D,42.111317179377146,65.42773973535388,0
26-35,51,Female,Asian,-72.22870497973216,B,A,B,A,B,-17.80152422562706,-111.57079949883826,A,-27.60478920053257,99.00909776564362,0
36-50,22,Male,Other,37.810256254179876,B,C,C,C,A,-168.85174783624336,82.9660400414174,B,-2.5982335432661543,2.5384507789383544,0
36-50,91,F,Asian,-14.025143263979354,B,B,A,B,E,121.03128110885417,-48.7924629494344,D,81.96736892949039,-78.27542072254981,0
51-65,77,Male,Hispanic,9.490113192376464,A,B,E,C,E,111.71874670972322,165.7631655816275,B,73.43597221056909,23.27537451901406,1
36-50,86,M,Black,-253.03319763830947,D,B,E,A,C,-9.68394303950244,6.454726769857384,D,-25.8251732033864,64.26370960357379,1
36-50,70,M,Asian,-0.6202314745779816,D,A,A,B,A,-54.201978910397195,12.647576491845577,B,-6.5469918692129285,185.8628489925063,1
36-50,49,F,African American,-49.08110190278827,D,E,E,B,D,-36.3650004760266,40.16811540468838,C,-81.67129539778858,-123.17960394992188,0
18-25,50,Other,Asian,142.85539347952385,B,A,D,A,D,200.01840535822743,-183.88314456335405,E,-1.587845690279761,144.4105406237448,0
36-50,52,M,Black,137.82586508724967,D,C,E,C,D,-73.32187729853888,85.02750198100244,C,-37.02261137453321,53.964080167913096,0
26-35,90,Male,Other,-75.22349297180419,B,E,A,C,A,78.26010342721432,-4.660761326417255,A,-109.00868936737953,-147.72764831781086,0
18-25,83,M,White,63.17839851968785,D,D,A,A,A,23.674682517155404,-165.56701046006137,B,39.443583597523336,-4.125059526408595,1
65+,95,Other,African American,-129.14386436127973,E,B,C,A,C,-48.923503806242834,-20.634420145570694,A,-65.70486971459259,-58.66352220143385,0
36-50,64,Non-binary,White,-134.3470245196636,C,B,D,C,D,38.87718122790356,-13.773080858201977,C,6.122130255353136,22.35184495292447,1
65+,73,M,Asian,-70.25715680991294,A,A,E,E,E,103.30828358310909,85.87765347110877,D,-91.54141167824964,-220.89244868493802,1
26-35,92,Non-binary,African American,14.725304887171713,D,E,B,A,E,-121.32647694384684,103.86758801991249,C,100.39490041952996,-47.064098842708944,1
36-50,64,F,White,94.58539471145173,D,B,D,B,A,-118.39501911723478,53.97593136432038,B,13.48246036081969,-80.45770402343597,1
51-65,29,Other,Other,197.8544725870484,C,C,C,D,D,-17.53663944659322,-82.95471528791381,B,11.011265282298519,16.4414814724137,1
65+,99,F,Black,55.80586244141941,B,D,C,B,A,-29.904129147228186,28.2149427049464,C,30.23615921827468,52.006299970839095,0
18-25,88,Non-binary,White,-99.456006220574,D,E,B,D,D,22.79669023810676,83.34283694320919,C,-43.38905910980539,151.05210789709577,1
51-65,74,Female,Other,-173.71996309650294,C,B,C,D,C,14.323448268691072,11.558589505886786,B,-125.12366433738231,147.1530121081588,1
18-25,35,Male,Other,59.099816847304155,D,B,D,D,B,73.86208552558239,248.20412831659283,A,126.58541299069823,-48.63323916082265,1
18-25,43,Non-binary,African American,310.3444270163353,E,B,C,D,E,73.31881653811251,-280.4191546811,D,-123.71612730661458,2.10096852882294,1
26-35,62,Non-binary,Black,110.10012391451369,D,D,E,B,D,45.565481148797176,3.6760938631203564,E,85.00569007993614,-62.21219721620345,0
18-25,45,Other,Hispanic,-229.39514549328467,E,A,E,E,A,-176.59551361703026,73.25769263076968,D,-169.2400452491732,85.8891021487452,0
36-50,72,Female,Hispanic,-30.377318358732524,D,E,A,A,A,-20.644492376564898,-4.800696650776097,A,11.381521128143415,74.62606912105404,1
65+,87,M,Asian,-68.0255663118434,C,A,A,A,E,-148.45283851785425,-189.9443079017998,C,-59.753341093733546,106.76055471454684,1
65+,22,Female,Asian,-97.62083218019313,B,E,E,B,B,-35.713064250835785,-29.957312498009408,C,101.58576079594859,31.396319321061856,0
26-35,86,Female,Black,50.961993902858126,A,B,C,C,B,-106.94753267039916,-156.36598077962282,E,-71.32615702399919,-13.049496997849316,1
36-50,64,Non-binary,Black,-231.11791698579486,A,A,C,C,C,58.81832086005381,-71.48273961948364,E,89.95201277474605,-36.91505371870862,1
51-65,54,F,African American,54.44255713706735,C,A,D,E,D,18.122844760138495,91.32994109399961,C,-94.73205761476761,157.4495917665216,0
36-50,70,Female,Black,130.96145922609765,E,A,B,C,A,68.46273047667106,-109.52847834483907,D,-60.37967515401637,176.13473007223203,1
65+,55,Non-binary,Asian,82.13813304161526,C,B,C,C,D,51.79603606009112,-219.25981217159523,A,-54.76611172322193,67.96519284336615,0
18-25,63,Male,African American,-112.4039885376797,A,E,E,B,E,-49.49483673613086,-26.142724575886618,E,-2.8984273083902137,73.52401542347083,1
51-65,70,Non-binary,African American,-5.4612499286757075,A,A,B,B,D,102.36415606311591,-154.83850082826925,C,-157.67253306002368,-156.7298760654199,1
18-25,40,Female,African American,44.00697685108065,E,C,E,A,D,-76.1229460656802,43.33608557466824,D,-9.470088244272077,4.10788011688125,1
36-50,52,Non-binary,Asian,50.83259661832022,E,C,D,C,D,-99.48006247186979,35.23093754355868,A,-119.849298580854,-96.40842000973429,1
36-50,62,Male,Hispanic,-62.0143858133022,C,C,A,E,E,21.026845979974983,-20.97971551592265,C,39.75778254858647,6.65983507334593,0
51-65,26,M,Black,-66.57109713753549,D,B,D,E,A,157.54053696146295,-76.59526653725497,D,205.61828486296702,-23.593713840148496,1
51-65,27,F,Black,-71.38144753954136,E,B,E,A,B,99.41864240100185,2.4871619784834027,E,8.166313295573067,122.1517148566474,1
51-65,53,M,Other,152.20445591215014,A,A,D,C,C,-240.06907393759874,106.96633105680962,A,-55.82937276218092,269.7088962071467,0
51-65,45,F,African American,-133.2880961195377,E,D,D,C,D,46.2659014113182,-107.93716045026456,B,11.140892087293885,99.42320390447306,1
18-25,63,Female,Other,11.106841482525613,E,E,B,D,B,23.757574447353498,130.33814902986853,D,162.37661853004158,37.503278004259,0
51-65,40,Male,White,18.438386051008493,D,D,C,D,E,-51.32186867518052,-48.462692376810864,C,182.26417901545076,-52.82835093995668,1
26-35,19,Male,African American,-171.34145989261737,D,D,B,C,A,76.58249040510012,65.93943541664572,E,21.67658105724507,-3.4812979855519974,0
36-50,73,Non-binary,Other,-34.70491411922038,E,B,B,D,A,-128.79705760070735,83.37228758394629,E,134.99171201569928,-135.79129040729762,0
18-25,63,Non-binary,Asian,-149.82320110837492,C,E,B,A,C,46.62160572420508,32.83643932478967,A,-74.65205692930883,-17.7935609574972,0
36-50,97,F,African American,16.72574579492588,A,C,D,A,A,-166.38834918149445,3.069491142496069,C,-85.63002062244107,-72.16159510983331,1
36-50,22,Non-binary,African American,-41.70168093993269,B,D,B,E,E,-12.937859823592623,-55.40986183691301,C,-21.420608202904425,86.02493550825997,0
65+,93,M,White,-184.38788118534242,E,A,C,D,B,-54.8790623981195,28.02927810262508,B,-218.29926801269406,-78.74199641345143,1
36-50,76,M,African American,-50.40315049607792,A,C,C,E,B,77.49647029823083,287.76671247841443,B,-32.39355580347221,34.145057816652084,0
26-35,55,Female,Hispanic,96.38860909650899,C,E,D,A,A,-5.05725933001939,-68.56644497078581,B,18.688408350656363,-97.39657094035476,1
18-25,77,Other,African American,40.42282760819196,E,E,B,E,C,-115.37335614042318,102.70488402585826,E,-60.79191363097045,-49.079752284285746,1
36-50,56,F,Asian,-74.47200893856177,B,B,E,E,C,36.32118671337397,78.19967921208553,E,64.92430639505639,46.127379077241855,0
26-35,22,Other,Black,1.7444844305153282,D,D,C,C,C,-35.39364027558817,1.6858507376485279,B,67.94737603438377,-36.377579564740834,1
26-35,61,Other,Other,73.01551858586475,A,C,D,B,C,-41.30319519560961,115.26554563019363,B,14.042174005424604,-98.40941433993588,1
36-50,55,M,Hispanic,-113.47905231524153,B,D,D,C,C,11.524839165538896,-27.190290679450335,B,-26.461079365632052,29.459228868211152,1
65+,43,Female,Asian,-94.82788157238872,C,E,C,A,C,41.320537861747184,30.270300160678964,E,78.61912016166065,10.554677612946577,1
26-35,45,Female,Black,32.156459590232224,A,B,D,A,D,10.149605674123102,-118.06928240262131,B,-122.6632828174021,130.4155026137322,1
