military,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-Veteran,Bisexual,B,-167.26451836265872,D,D,-15.417475691332912,-122.5343110571527,D,A,-81.18017892948627,54.09732236360563,1
Non-Veteran,Heterosexual,C,15.722186557628573,E,C,-150.7708514464911,-81.61446524870408,A,A,19.086496152039796,-102.11089280594163,1
Veteran,Bisexual,B,25.76117687528143,D,A,-17.977950844640084,-50.99341186190733,C,E,-23.39533719109421,133.1469672039258,1
Veteran,Bisexual,B,-104.16739691025198,E,E,-9.699287836265324,-14.972268855597964,B,A,-289.02692672954765,-66.59456094299416,1
Yes,Other,D,-103.7894281189948,D,B,-70.8799242864155,-61.12272330244966,B,A,-257.6043641538887,82.76556103512982,0
Veteran,Heterosexual,D,34.925711436208395,D,B,-45.614113211052384,79.2567272231661,D,C,-21.44642169378083,157.51411828123847,1
Veteran,Homosexual,A,24.577078154488337,D,C,-86.29688511343019,-26.678143040997824,A,A,85.16161460916953,-39.669071293367274,1
Non-Veteran,Other,B,-17.93660469745163,D,E,-182.23038764542116,-235.49567659675682,D,B,66.2276677809421,-65.03940948769234,0
No,Bisexual,C,14.185111361392025,B,C,95.31272985555378,-30.44043005691576,D,E,79.60935351647534,20.42896895016673,1
Yes,Other,C,-24.682821026775216,E,A,122.09251303946205,21.961867344740845,B,E,-42.86073686827861,52.964386684511275,0
Veteran,Other,A,4.017009281990378,C,E,100.52622226619054,55.71377118299255,A,D,107.67363045005607,15.949482276567961,1
Veteran,Bisexual,E,-28.053578795157037,A,A,102.81668369681482,-64.29410351637819,B,E,-148.60655236270085,195.33294261351432,1
Non-Veteran,Bisexual,B,6.2926633484149646,D,E,-251.84315925820647,-175.27601778601078,D,C,-67.06215690811905,-47.62437685972209,0
Veteran,Other,C,82.97752258537025,B,D,-124.14494234661177,46.5624875294979,A,B,-141.5365872895041,-42.69898153198509,0
No,Homosexual,B,35.31637829860871,C,E,-120.83542402279382,-7.639629390007531,D,A,191.85424509178216,108.1208601006472,1
Non-Veteran,Other,A,209.46275930668773,E,E,-150.82795960563243,-169.67171054140593,C,D,-57.596886571059194,-0.2745772924505197,0
No,Homosexual,B,4.218730570797772,D,E,-18.70183331274972,46.18056800835788,D,D,21.347928001971887,32.172122495022194,1
Yes,Homosexual,E,-54.29140687919779,D,A,173.01297852661122,105.39749767354671,C,A,37.22382843914393,6.992369667032112,0
Non-Veteran,Other,D,-34.615746837653106,C,C,31.914528776260287,71.0718433022192,D,E,-84.84441949183075,102.24794802394102,0
Yes,Homosexual,B,-59.545908410975144,E,B,0.9412423007342303,90.49079616170742,B,B,-60.10583550665187,54.30438757934285,0
Yes,Bisexual,B,28.739253638920164,C,E,141.4253417862798,105.99675379441386,C,C,5.343793641968264,-35.98509151089715,0
Non-Veteran,Homosexual,C,108.04448014167384,D,E,-90.72212039230202,-89.19307996860881,D,E,-41.17468089161439,-19.692622961208084,0
No,Bisexual,C,-122.90487248077275,E,D,89.05081542208931,70.40521809208869,B,C,35.763350256277974,37.56580131839718,1
Non-Veteran,Heterosexual,D,-11.839992345687325,C,D,248.1901801415052,-45.08702053828766,B,B,53.11374671736676,120.91389881311119,0
Veteran,Bisexual,C,-158.37370898148552,E,C,109.07045333857361,-43.98775091626287,B,B,-179.0321743338833,-1.4094707226289804,0
Veteran,Bisexual,C,-165.3527488407636,A,C,-112.91473476865677,184.43832709829462,D,D,-37.5196779293771,52.350247686740595,1
No,Other,C,10.794087672075863,B,E,147.39102295930306,97.99120710638766,A,C,112.82397178282608,-28.53257984152289,0
No,Homosexual,D,-19.914579994922452,C,B,120.03123251541794,55.539596848081665,A,D,102.36828014057065,203.74173030646668,1
Non-Veteran,Heterosexual,C,-97.22506083828122,A,C,71.52026291012514,26.683393964294126,D,A,-24.579564089786967,-78.1312698770374,0
Non-Veteran,Heterosexual,A,-158.86624066095186,C,E,-98.57860059652135,-203.61703242677032,A,C,119.97170664178458,31.47192523055046,1
Yes,Other,B,49.25069659243088,E,E,181.194576087846,67.95330352982474,E,C,-199.8878221091266,66.57601516606016,1
No,Homosexual,A,-50.19347821604209,C,E,95.54784016300837,93.90250099789745,C,A,121.92906004683357,-46.446207460240245,0
Yes,Heterosexual,A,6.273213607607371,D,B,70.35348007585912,-6.708639456382151,E,B,-58.76848081724923,-46.39870735298869,0
Yes,Other,D,69.2487938809866,A,D,160.56020293531753,76.50718264723274,B,D,-182.49698042002413,-110.17029298794982,1
Non-Veteran,Homosexual,A,-69.27710614414568,D,D,36.7055098088586,-245.79649454063218,B,B,-19.84083743237618,0.7363009050576226,1
Yes,Homosexual,D,-67.69875302304759,B,B,-139.3511304286983,-89.65563470876614,A,A,-184.66966499268568,-149.67987821139369,1
Yes,Homosexual,A,-183.35293468809246,A,D,-111.36478175499214,-0.8250895860053447,E,D,28.835519809703214,-42.547697706284524,1
Yes,Homosexual,C,-142.1935820779628,A,C,-98.2933568430283,91.07229634790099,A,C,4.942422227936318,-39.156160979586915,1
Non-Veteran,Homosexual,D,108.35379173022386,D,B,77.19428570752464,37.79469654598367,C,E,-74.42749344573437,116.96658143435836,0
Yes,Heterosexual,D,-28.432232786620602,B,A,-57.05729910291796,-27.403158990035674,A,C,-3.7922582291846605,29.648093267130083,1
Non-Veteran,Heterosexual,A,122.81002810226076,A,C,-87.56604838525305,26.334594683096153,C,E,35.97792935237913,21.525239942520983,1
Yes,Homosexual,E,-92.0551807213731,E,E,26.61270711639644,-5.164397240773936,C,D,51.563052129665635,-46.33564630449281,1
Non-Veteran,Bisexual,A,-141.17345718620763,B,A,27.758520084888893,92.46756681186832,A,B,19.870463141101933,-134.1785399682543,0
Non-Veteran,Heterosexual,B,-88.9951858644068,B,D,-206.94758974444355,-103.85868611356113,E,C,-16.801622360017777,211.53166911712177,1
Yes,Bisexual,E,-151.2480468099939,C,D,13.404916950303667,-7.645605648888511,D,A,-50.45206218226538,-123.60577462485153,0
Non-Veteran,Heterosexual,A,79.80688905451613,A,D,150.03381849724008,-42.26246739352047,E,B,-40.68586993182519,146.5222858807645,1
Yes,Heterosexual,C,35.70583536900781,C,C,36.07508983745152,-205.21028496414516,D,E,86.57328903589617,136.72733527671838,1
Yes,Heterosexual,A,-195.01547778135762,D,A,227.27921644639446,-4.67853663217301,D,A,134.2807142973654,174.785589077963,0
Non-Veteran,Homosexual,D,-47.10041319003216,A,D,-121.91793080011544,-36.77855726320632,E,A,54.34738016775869,-140.93508592022127,0
Yes,Other,D,-159.10705079680102,C,A,-50.00642101433838,154.26223120806037,C,C,29.192017144728748,104.31706120342194,1
Non-Veteran,Other,B,-43.55828175310329,C,B,-33.26941762873849,-167.8733086766426,D,D,92.62637807977919,216.63528433490615,1
Non-Veteran,Other,E,-41.8430085328081,A,B,-108.05419635896743,38.32963845160299,A,B,-91.16388467758802,-68.87764533860634,0
No,Heterosexual,C,-295.4942163442854,E,A,-221.99029412018606,-58.73001244854681,E,C,59.53724019619744,-8.737381351609915,0
Veteran,Heterosexual,D,8.063413255989149,E,D,25.152261012202608,-58.85915394859889,D,B,-125.41855015885861,-81.02983074975279,1
Veteran,Bisexual,C,131.1361116877148,C,B,-222.5303017439094,54.98300041297376,E,E,-109.18984222394057,82.2959501330324,1
No,Homosexual,E,195.47201333226963,B,A,7.324488928932214,97.75049178494176,E,B,18.579014821402023,-272.48585102959566,1
Yes,Heterosexual,E,35.49693009699033,B,A,160.8292779517489,-67.52201903267233,D,E,141.52151410119055,-142.78650102980686,1
No,Other,E,-62.056704553831956,A,A,47.31328758048183,-87.41077934140341,C,D,-2.143157413445682,120.23170656838877,0
No,Homosexual,C,-17.66024079403295,D,B,1.3964330771991564,106.67724151091265,D,D,177.68041707156038,-41.27152199365112,1
Veteran,Other,E,-36.924748407690295,E,B,-35.02947609722078,200.9602438232346,C,D,-7.962777002190817,109.1965062783577,0
Veteran,Bisexual,E,143.36991810069085,B,B,-10.141259901540476,-5.923624527945871,C,E,147.25424832194201,-7.558466730118213,0
Yes,Homosexual,E,77.51350258921318,C,A,-139.58539832393782,-18.688226010619758,A,C,122.45665862286789,-17.1206327510457,0
Non-Veteran,Other,A,-30.592306655935996,A,A,114.7447308735283,55.609566207558515,E,A,-80.78740942491322,-30.381464540284032,0
Veteran,Homosexual,B,-119.28860228453708,E,A,27.411999931831087,21.031669387388533,D,B,-256.503660332737,-195.8607957005242,0
Veteran,Bisexual,E,-128.06635086939235,B,C,32.73577929015436,230.26197875796976,B,C,-81.3506977732894,-38.03169432143997,0
No,Bisexual,E,2.75269858598713,E,D,46.16961618409474,18.54677599078973,A,A,63.25152328844354,62.86908849393292,1
Veteran,Homosexual,B,55.76031823663331,D,B,7.713061544519714,235.03810143447242,C,A,-58.634510345196844,-10.597678931199896,0
Non-Veteran,Homosexual,C,-187.1430340872151,A,A,50.41206900692927,98.76968977387223,C,B,19.14847509457799,-66.2698734489195,0
Non-Veteran,Heterosexual,D,-204.26057786522796,A,D,-123.92245650276004,23.338207443145446,A,B,-72.04872963659156,-68.28652014375028,0
Non-Veteran,Other,E,-175.6621181070615,E,E,-23.11236119242868,75.0073450696895,B,D,280.8159004430114,-150.50325312116243,0
Yes,Heterosexual,D,-17.389281312082332,B,C,101.77533559452854,-76.8902166615287,A,D,82.76989826070232,-60.79275119337373,1
Yes,Bisexual,C,10.168580373525776,A,A,-11.655996045189722,108.95526627522072,C,A,-62.28169460175339,-60.34049927896914,0
No,Bisexual,E,38.97603822267306,E,A,101.53688448373659,88.26057723346472,A,C,-240.93029482934747,-1.8433164383774383,1
Veteran,Heterosexual,C,-40.16829609031005,D,C,164.698259859083,-105.12823974049779,C,B,-20.64235042584808,-22.902012664312526,1
Yes,Other,C,32.5483051637324,D,C,2.041350886326337,-43.23398711949808,B,E,114.9267672378372,-107.88806719286528,0
Yes,Heterosexual,E,45.36620752131814,A,B,-164.1286535813778,-59.63585434310972,D,B,-75.62783239560414,-39.09561042988859,0
Non-Veteran,Heterosexual,D,0.1387631529237255,A,D,-47.776438185470646,48.712992904555804,C,C,80.63955983285668,28.335244599799303,0
Non-Veteran,Bisexual,B,32.19202269443272,E,D,-52.16776655193183,41.38966596818512,E,C,99.03631202448115,-94.1757740420882,0
No,Heterosexual,A,23.147858790650478,C,D,-108.56642679919781,38.795527941993605,C,A,151.41920286992718,-272.94022878265525,1
No,Other,D,-7.700208517553664,B,B,171.97382802776025,190.27517317667954,E,A,50.877040704098384,-64.8683733190435,1
Veteran,Homosexual,D,-24.501967141086194,B,D,28.717414447716365,-140.11562871171134,E,E,40.136637003804616,111.17944856156367,1
Yes,Heterosexual,D,68.24188640161195,D,C,17.730859677538596,33.14769062368965,A,C,9.752253805835517,-122.69371831144404,1
Non-Veteran,Other,B,-9.192781178485971,C,B,83.33949600653024,-74.01023398068426,C,D,91.83424108230076,18.00836985079477,0
Non-Veteran,Heterosexual,C,-78.93953959822389,E,B,10.08387599994648,222.73871836740042,E,B,-28.914208376100564,-83.99190563614891,1
No,Other,B,99.74988014223514,D,A,25.047684189378483,88.85345174950385,A,E,-27.403621578325264,-37.47993609134724,0
No,Other,C,-105.10910695139306,D,A,-154.0692106874983,-13.408408373425745,A,A,84.35800563522237,17.864262208551676,0
Veteran,Bisexual,B,111.8133171567344,D,C,113.02233892270334,-24.930580099281407,D,D,-94.95393974892762,60.40509368914836,0
No,Homosexual,D,158.115772863976,B,D,41.04302677246874,-41.379490058400066,E,B,-6.01838381658516,-114.850250015911,0
No,Other,B,-87.28429458541414,D,D,-105.75119016547096,22.87608289924093,D,C,18.805172875701235,-125.91239099605012,1
Veteran,Other,C,65.18284052674119,A,D,-12.585301305875785,-20.864724967141054,D,A,-10.502219574684277,115.1139834809112,1
No,Heterosexual,C,37.51180964853999,D,E,-141.47035935402127,6.35169040990516,D,B,-50.47703076783957,-63.50987279944952,1
Yes,Heterosexual,E,-129.65795479594865,B,E,-120.81245100770755,-29.50869792352913,D,C,95.21193118395914,73.67774202572144,1
Veteran,Bisexual,D,-91.47129513836661,E,A,277.69841382536345,-22.047295843147896,D,C,89.91293526322741,16.99434847546857,0
No,Other,D,-12.214412872063917,D,A,83.32099837281227,-120.03207512354581,E,B,-3.4182109329599712,-50.403923120002325,1
Non-Veteran,Bisexual,E,115.13786440650158,C,B,-42.90350653700729,109.2192762393596,E,A,271.6972148486553,-34.33293198799603,1
No,Other,B,9.812703144305335,A,A,5.873140820326281,106.50024286041904,D,D,41.745501590069175,-46.40688742132797,1
Yes,Homosexual,A,-89.41529677063362,A,C,-81.15021492980541,21.963762128927073,C,C,14.693734210714021,-45.586186913635835,0
Yes,Bisexual,E,66.4968074015282,A,D,-36.10610412073208,163.5528136535037,A,E,-1.4812799531672145,77.58834164957509,0
Non-Veteran,Homosexual,E,173.37182332371984,E,E,-64.95816886170503,42.38596787901602,D,C,138.73906285137545,-0.542844878008614,1
Non-Veteran,Homosexual,E,-65.73283654496834,A,C,2.6672328461278285,33.89300442562341,D,A,106.8595356814004,16.793632760560563,0
Non-Veteran,Heterosexual,E,31.61074727855011,B,A,167.95978268192604,161.38428044741173,C,E,-132.4449089504057,163.38135676433234,1
Yes,Heterosexual,D,-60.8992024456985,D,E,69.01865364333274,163.2473236648085,A,D,-65.81206647134219,26.79983927247968,1
Veteran,Other,C,-33.19917863762243,D,C,70.12500745453532,-85.1272608778864,D,C,157.58217905293583,-103.31575797199048,1
Non-Veteran,Other,C,-35.80977095068793,D,C,-19.989339966285797,-5.58208717105769,E,A,-82.75811205821344,-12.200486779115693,1
Veteran,Bisexual,C,85.60437589605974,A,D,-26.949271330027315,87.28990342912113,D,B,-132.9441953476659,-144.53815615805507,0
No,Homosexual,E,67.28445498037631,D,E,106.38047464009203,172.88371906765286,E,C,109.77091039347691,193.24927276615705,0
No,Bisexual,D,-58.10298416399314,E,C,-5.376732558679471,66.28597760936067,D,A,30.942709168048104,22.910488066148606,1
No,Heterosexual,B,-13.351468869754212,A,A,-116.06058843119618,-107.89340654731978,C,D,47.67536859649677,30.414268566591502,0
Veteran,Bisexual,C,2.115930421332504,B,B,111.07717538291462,80.58938039712565,E,C,46.88753293982731,23.704710273818204,0
Veteran,Homosexual,A,112.15093294679963,B,B,-72.58021561950422,-135.69835186338622,B,A,75.79271749549427,-83.84326487393331,1
No,Homosexual,D,-78.69114561079446,C,E,111.91544330031513,31.189883224445637,E,A,26.924737755049456,140.14475772332975,1
Veteran,Other,C,40.50063905698033,E,A,-159.9277150954319,51.131434972934365,B,D,140.7411721598026,-51.961698750258,0
Non-Veteran,Bisexual,B,-9.912335850600437,C,E,-54.40972535610468,-146.61932004732893,C,D,-76.18040444995067,-182.47492639593452,0
Yes,Bisexual,D,95.0472455023878,B,A,211.4751924525077,12.833697404397482,D,E,84.76799100230419,-4.974708058282627,1
No,Other,B,90.52126410564142,A,B,-250.53102465484466,-37.16822633866345,C,B,142.90371522357486,89.2101286271222,1
Veteran,Homosexual,E,45.10894670807018,D,D,146.8826131695787,-68.37034724898555,C,A,72.17041188540087,115.52884119551847,0
Non-Veteran,Heterosexual,D,-92.20556751225246,B,D,162.11359648010725,-130.89495242017531,A,C,-52.08497196692484,-24.27243112453186,1
Veteran,Bisexual,C,24.852362844662604,D,D,214.51564823008505,49.94882934163649,A,C,-139.9733375397804,85.74336507157763,1
Yes,Bisexual,D,41.014332933302725,B,D,178.57045364408347,54.146378037157106,C,D,44.998603242405714,10.03767006790824,0
Veteran,Homosexual,E,-60.59111787175496,D,B,63.441703103185546,19.875015538695195,B,E,-45.373162542418505,169.5889424783681,0
No,Bisexual,B,29.445348854247555,D,C,15.397305323948943,-75.6001635683203,C,E,100.96171222372521,-136.51965257865456,0
Veteran,Heterosexual,B,41.43154978437248,D,B,65.40675259040401,42.523826330553796,E,B,82.75840747995379,-22.93758832228949,0
Yes,Heterosexual,B,86.4942068663189,C,B,31.22330951048427,-120.06210860301903,A,B,-104.37269510923413,-104.80386858715995,1
No,Heterosexual,B,51.277447480366526,D,B,18.167636978888034,46.83688158783708,C,D,40.403706269040704,75.47090069337405,1
Non-Veteran,Homosexual,B,227.19415023698622,D,A,87.39936058810838,110.00113404352716,B,D,140.5565048986598,-217.9678745050849,1
Non-Veteran,Bisexual,D,9.767725064227516,C,A,-147.94179666740825,46.12244526445309,D,D,73.70344481123716,-72.48180907360918,1
Non-Veteran,Bisexual,B,9.92457098778069,A,D,-28.866851574037444,-44.29041668133756,C,E,53.683674346982855,-31.86010323822862,0
Yes,Other,B,-12.211304326651145,B,B,40.31370838575323,259.48805524051863,B,A,46.270807793517434,-64.9680877679065,0
Non-Veteran,Homosexual,D,-105.06930480820222,B,A,95.81336057019007,21.367935535481415,D,C,-24.99278176280572,-113.37929443773089,1
No,Bisexual,B,33.08490306368878,D,A,55.508765511762284,-81.19654592155435,A,D,-12.006913675057538,-154.5092859359227,1
Non-Veteran,Heterosexual,B,135.57195037942853,D,E,2.907367771428121,26.078737363380867,D,D,-66.55803832502156,49.60782070051865,1
Veteran,Homosexual,A,4.203744550443076,D,A,-41.862591515143706,121.78073000193012,C,D,-32.72963548596717,-105.48244030400198,0
Non-Veteran,Heterosexual,D,28.419115588229104,C,C,70.52786833251933,-67.01870389462495,A,E,-114.55544669534723,106.14827813836021,0
Non-Veteran,Homosexual,E,-70.9811427565761,E,E,33.160265960420624,120.95683422674219,A,C,72.37770398680337,92.80788184749123,1
Yes,Homosexual,C,-164.73672771880996,E,B,-88.41009043575713,-81.41338613739106,A,A,-29.58372357722799,29.98697402328444,0
Veteran,Bisexual,C,121.31372458188953,A,A,-225.59774539998173,-43.50150557863905,C,A,-1.4972894141070374,-194.720931900027,0
No,Other,C,-97.7465934297515,B,D,-13.179001645058355,-41.95222583633612,A,B,71.3010860717849,-3.0067952423002,1
Veteran,Other,D,81.30123330839662,D,B,274.5959712622454,56.57316949847778,D,B,-0.18036965811306718,6.434429212324281,0
No,Heterosexual,A,-118.73288930073733,E,E,-79.30585374581577,8.523529577006924,C,D,18.648874971123583,99.24262652856983,1
Veteran,Homosexual,A,124.94168210936998,C,C,2.236693690433806,44.145905951123474,E,D,42.22665345723923,-26.255886928484117,1
Veteran,Heterosexual,E,-147.05686282864613,B,D,-35.12494398375785,-173.74580171611686,C,E,-53.64916390050163,-54.12139303867185,0
No,Homosexual,E,142.68676526230678,C,E,-44.68115533686027,56.09527209792889,A,B,-43.33486484969426,41.06779108570702,0
Veteran,Heterosexual,A,135.89526276926452,B,A,-77.17441909538503,-20.140519650436094,B,C,84.24817546195943,61.747604583014,1
Veteran,Bisexual,D,-167.05090432631803,B,C,-10.867698831418984,-45.16217793564317,B,D,33.01269288752716,70.406762572748,1
No,Other,E,29.03267396310227,B,E,-54.62816894235096,17.286695051696718,C,D,-107.77562947201338,-10.396912099441835,1
Non-Veteran,Bisexual,A,99.43019801366162,D,C,-203.46145121002303,-68.28995303676349,B,A,-128.46489958742842,-105.16484936712247,0
No,Heterosexual,A,-15.096110686860001,E,C,-65.22296314263203,39.96439707047988,C,E,-268.0669335358734,100.61769258025106,0
Veteran,Other,E,40.615655584149856,B,B,-80.46731070845176,-47.980388890373796,C,B,-105.0608155149451,61.28815699066019,1
Non-Veteran,Homosexual,E,18.057932623096782,E,A,-70.61391255876043,-139.8413568313666,E,D,86.69431287173585,-137.8815339770973,1
Veteran,Other,B,-85.24615187158437,B,E,-68.84913201787151,130.0076345849788,C,D,136.79296281721983,113.01027058626849,0
No,Homosexual,A,-18.643925451246904,A,E,-78.21690897016423,18.679506627435558,D,C,-62.77824751635832,-76.39839213841961,0
Veteran,Other,B,-29.146319325045393,C,B,-197.71979264846672,51.40521373772478,B,B,-51.60599763802911,21.94314009085903,0
Yes,Homosexual,E,-64.31304031434412,E,E,-86.18186195719561,83.75952469355228,E,C,56.46509909656062,98.34107293887952,1
No,Heterosexual,A,-154.66439869912375,D,E,77.45546118217425,88.37879794275119,C,A,-71.07266432956753,124.03695505210182,1
Yes,Heterosexual,B,-16.63207624430315,C,E,-84.9656373906889,-3.4738924338106845,A,C,-40.44479782487869,-94.5381972800426,1
Yes,Homosexual,D,-127.19935152256443,E,E,-104.43315373043325,122.79217087478152,B,A,-46.43829411667766,-27.20862824680595,0
No,Bisexual,C,101.04947900303227,A,C,5.0149812365938455,-16.416490570894958,C,D,-42.6781184059372,-29.458570595035876,1
Veteran,Bisexual,E,146.88023615235682,E,C,-236.9606830944449,-73.40102301527949,D,A,-209.0935952253274,50.59210506088384,0
Veteran,Other,D,83.62611877956412,C,D,107.86306820965925,106.46225657594321,C,C,-99.71789154699796,88.0706648505945,0
Yes,Other,C,78.20166608378605,B,D,-69.83759016027959,-85.20675628572069,A,B,77.90268734711438,-51.37968011030101,1
Yes,Heterosexual,D,98.41478608545428,D,E,-39.06353668341375,-125.29042725264232,D,A,24.666248343547757,-95.36589433694957,0
Non-Veteran,Other,A,-39.78055258973778,C,E,-34.654013372996694,-89.08653152308332,E,A,-32.48325523066235,125.23833695391176,0
Yes,Bisexual,B,-52.585666337727,D,A,-25.800180803913726,23.016439779269852,C,C,-57.665281137143296,22.81947777533614,0
Veteran,Heterosexual,A,121.28283096733892,D,E,-152.22372241812013,76.20361085595088,C,A,-12.087428969163446,146.52456804595002,1
Non-Veteran,Bisexual,A,-89.90234375878113,D,A,-31.410891420904562,119.64028384251344,E,B,115.93400323259426,197.0538251821765,0
Non-Veteran,Bisexual,D,48.101525531447166,D,D,-29.15115235593696,145.0221331123912,A,B,113.45506903714457,-15.030619912132481,0
No,Other,D,111.64648445906073,E,A,60.00343387078282,-235.24812627850505,E,B,35.360408584809825,87.27488975229775,1
No,Other,C,-21.578365346511454,A,A,-109.61969430215241,22.234340343342048,B,B,70.60943506874231,31.812063101270148,1
Yes,Homosexual,C,54.78408679363813,E,D,49.126662279654184,17.546543942925226,D,B,-127.72043762598085,-106.32839056588949,0
Yes,Homosexual,B,26.02588877301113,E,C,-35.243119826585165,93.41807999302245,B,C,-34.05648845857673,156.7487268529108,1
Non-Veteran,Homosexual,E,146.98095390883896,C,B,87.38894397592749,54.955239877659345,A,A,-15.21911074349685,58.18476336267422,0
Yes,Heterosexual,A,102.95114597727158,A,E,92.94584939609011,-18.11599654658256,C,D,48.309334490757955,141.524043693509,1
No,Heterosexual,D,-14.994503524709208,E,E,-86.24367841261177,100.04183060742942,E,D,-71.74700766274074,-64.88505847182121,1
Yes,Other,B,-175.2152387562583,B,D,-247.92129714731436,-202.99225137927195,B,A,-95.28944948247464,-41.2824336181577,0
Non-Veteran,Heterosexual,C,29.644792631920364,E,D,-214.6975137524416,10.595180388350174,C,B,24.395446883323725,-18.017495422240142,0
Veteran,Heterosexual,A,22.476858310828923,D,A,1.040223473175418,-207.7245985588458,A,B,-44.589145022081716,200.27873851144355,1
Non-Veteran,Other,C,-43.40425359536523,C,B,46.25868750493618,24.385637235129266,B,B,123.2327289915133,-64.3946553336252,0
No,Other,D,-68.51296115045298,C,D,31.409790306585144,-0.92850024613223,D,A,-121.15307574656293,-157.39455984299983,1
Yes,Heterosexual,D,103.29141540404123,B,D,-282.8202507100791,4.47580149037176,B,B,-205.75299246455185,0.3392827122741309,0
Yes,Other,E,-112.71249399325735,B,C,46.32134524482907,-16.294871673705178,A,D,47.277069237609545,-45.92382116467198,0
Non-Veteran,Heterosexual,C,-182.69855353388144,E,B,-129.03213704230055,-81.69221421570869,E,B,70.0695755362228,-85.26020454477752,1
No,Bisexual,D,-138.27083869559507,A,D,-93.1708486796154,31.831124245188402,B,B,-84.074774804916,122.68153933155881,1
Veteran,Heterosexual,D,155.63836897996376,B,C,-81.54044449335589,62.362692142640995,A,D,4.014511283423337,89.03194598654763,0
Veteran,Bisexual,D,181.64170895857006,D,E,82.27799824064198,76.35346589439715,A,B,-148.88030715810655,87.5681588185936,0
Veteran,Other,E,117.72346271412655,D,E,49.25209489623589,-91.3422406657465,D,E,21.1428602779327,71.47295070027346,1
Yes,Heterosexual,E,82.5428889057474,D,A,85.00678682064213,145.17344527090222,E,B,-10.563345051918773,2.0646166517766615,1
Veteran,Homosexual,C,98.89679836174021,D,C,67.81097043198257,22.60434070925519,E,E,107.65891004118271,-133.4174993410101,1
Veteran,Homosexual,E,-10.863687247537204,A,E,-177.02529281350039,87.00376286213428,A,B,7.460681641771914,-129.04721360003754,1
Non-Veteran,Heterosexual,D,62.11362029970399,B,D,-109.29588704586718,135.3715456925504,B,B,-106.0209060142269,-117.63893713518476,1
Non-Veteran,Homosexual,A,-62.06098601039418,E,C,50.84330597914596,27.136192884479566,D,A,166.0599366144506,-30.21873467029814,0
No,Heterosexual,A,26.24752416795416,D,C,152.05137191627108,-2.3788819651740862,E,C,-20.481780609303414,106.9362178058084,0
Non-Veteran,Heterosexual,E,81.41550088043977,C,C,189.44988521558727,95.60381455003937,A,D,-137.46148123769981,-11.45926100809061,1
No,Bisexual,A,91.80583945853738,D,E,77.31095024969599,157.0116784655126,B,A,-3.3745879153139797,-1.6759717380967958,0
No,Heterosexual,D,70.57804612676877,D,E,244.36872187415736,13.405336729097675,E,A,60.05543472715536,53.296600291094734,1
Veteran,Bisexual,B,-146.30296169095394,C,D,57.80815595136013,50.58660664681894,A,A,-0.19524054504888616,219.44038472091069,1
Yes,Homosexual,A,140.92330475157064,C,C,72.2669694023041,0.5159491899163126,A,A,1.1491649290450905,19.6417708884651,0
Non-Veteran,Other,D,26.784211535652858,A,B,42.52348434473354,31.72426333961654,D,C,-10.42539022917553,67.31071862088876,1
Yes,Bisexual,C,91.53404139926177,E,D,70.58458642814233,160.78866102595921,B,B,225.66890342834392,-88.05344404569472,0
Yes,Homosexual,B,202.30290839252737,D,E,-171.5430432289586,8.169867847511938,E,A,-128.5459185450596,84.01492951545997,1
Yes,Heterosexual,D,-27.829391644955344,E,C,145.42285510007545,-141.46548720549464,E,D,180.90945703078984,-47.03904998223788,0
Non-Veteran,Other,B,133.32307705316148,C,B,62.17937695549789,-73.26545803621919,B,C,-107.4851571043377,15.164046125704381,1
Yes,Homosexual,C,67.36979930140018,D,B,102.25993363513457,-73.22360101559632,B,E,99.90389653516134,-254.5305156099533,0
Yes,Homosexual,B,-59.860180309577935,C,A,170.12749479528037,199.23798454472237,B,D,72.66173118589396,-84.47665533865836,0
No,Heterosexual,C,-12.092650208491623,A,D,-186.03054770347245,15.441110794946624,A,A,3.7886197464299074,69.57536103483494,1
Yes,Heterosexual,D,-2.5809150746392917,D,C,-91.37829840828137,-47.82738880288371,A,C,-104.24578739847973,148.89115009545196,0
Yes,Other,C,-103.71659148670386,A,E,-137.29256124783277,-133.22105252132178,C,E,-32.56255323027923,41.785574663172426,1
Yes,Homosexual,E,68.19979151615811,B,A,254.02929127147692,17.971893543540414,E,E,-135.7613175438564,49.106760129386736,0
Non-Veteran,Bisexual,A,-6.0040431445590885,E,D,148.8005444519574,-42.13326170573961,E,B,192.8702783366147,-142.80298069537773,0
Non-Veteran,Heterosexual,B,-105.43606471684038,B,E,51.379483242734366,-18.57404466032417,E,B,-143.70974222970807,48.14969016821062,0
No,Homosexual,A,62.05135724939854,A,E,-43.470626965192366,144.34162844933113,E,C,74.18917753955284,140.80139354601437,0
Yes,Other,E,-77.94188943909988,E,D,-22.143490857303018,-109.89269159654455,C,E,-79.69566605253281,-176.91293301095908,0
Yes,Homosexual,A,-25.7300264342266,E,B,-39.15263466424721,120.56040431235246,B,A,68.1163650941343,230.45124245739026,0
No,Homosexual,C,63.18140001706546,C,E,-62.21723619120125,86.85940285724524,D,D,40.79906719243912,-8.142179062498409,1
No,Heterosexual,D,201.79806571894062,D,B,18.43125412426897,-111.34720447876359,D,D,51.193291540145225,86.81465926609737,1
