disabled,sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
No,Bisexual,Single,A,98.63612038483276,E,18.109851066094386,E,E,75.12352321064468,-70.34139499650446,D,-52.05624867959866,B,C,B,C,0.04368300902531822,2.758383950391651,B,0
No,Other,Widowed,E,-99.24171075329224,D,70.58047800240925,E,E,73.09607665979468,47.790312098210144,B,15.680230956094146,D,D,C,E,215.39614258798707,-205.4276891449931,C,1
Physical,Bisexual,Single,B,-72.13502472916949,D,98.78018859294781,C,C,0.9412178655962478,-16.887617462569416,B,-132.03864907556962,D,C,C,B,53.927607724436314,58.960214487583606,E,0
Physical,Bisexual,Divorced,A,-49.13219537017183,A,-145.53489326159544,C,A,-36.73630052940577,-3.5531529754813698,E,8.619500994126408,C,E,B,E,-132.92024407585507,-134.23673521691208,D,1
Physical,Other,Divorced,D,-9.610667540366306,B,11.66799711914828,D,D,-6.528011253406809,19.653499983581,A,154.72906198756468,E,C,B,D,-40.866837418691105,81.50910029098,A,1
Both,Other,Divorced,A,-128.14772467447898,C,99.7433433423614,D,D,158.43970963448288,-48.50139142468723,D,-31.440254860234752,B,D,B,A,-90.73529652782209,-63.595639913609716,B,1
Yes,Bisexual,Married,D,-107.63067800644967,C,-140.05237202782382,C,B,62.919288401660445,-41.26969940016959,D,-86.9276378457268,E,D,E,C,-63.921504838850666,73.36785856958502,B,0
None,Bisexual,Single,E,35.91630651783318,D,171.5645974209411,B,D,57.227929038796475,-160.791019646079,A,-195.93551445041962,D,C,E,A,95.12367196214252,-94.7863916504508,E,0
None,Heterosexual,Married,C,-110.2234384963896,B,-204.90559802333635,A,E,72.77519255997031,-66.0403241147555,B,67.04619734141598,D,C,B,D,212.40852426520638,-32.36917488880666,E,0
No,Other,Divorced,C,-136.44979980098887,C,60.804006745205655,D,E,5.159286310057362,150.0241492708045,A,6.6226901813082035,B,A,B,A,-87.74255529780997,-96.27519076042978,C,1
None,Homosexual,Divorced,E,85.71915676918628,D,54.61765606051101,C,C,70.66676349310711,-117.21297990946687,E,-226.2621566656146,C,E,E,C,104.36230939180373,21.515612033216012,A,0
None,Heterosexual,Married,C,-18.991112892707093,C,-71.43682280990403,C,E,-199.10030720318045,-55.92348507750386,E,6.570540543276797,E,D,A,C,61.394741955611266,-93.10574868333342,C,0
None,Other,Single,D,-191.97081740480954,C,145.00356768096844,D,C,101.59231366523431,-164.68469808485958,A,30.627072654858985,B,E,B,B,98.84969426205731,47.86149906112358,D,0
Yes,Heterosexual,Widowed,D,12.336046017549958,C,65.65351320915403,B,C,143.6099256455459,7.462756357986095,C,-9.611553874509877,E,D,A,A,-9.456322387810173,-110.78640331897137,B,0
Yes,Homosexual,Single,C,-59.86604421095265,E,-222.15943688578642,C,C,145.72086785842924,-120.40886995063869,C,-45.600131596378304,E,B,E,C,29.086155782420235,-74.31117188497666,E,1
Mental,Heterosexual,Single,D,82.57182792425645,A,-26.431655416940476,E,D,12.731754709669438,4.17543998110501,E,131.0617080523206,E,A,C,A,-11.994053108458871,-270.7701998194947,D,0
Physical,Heterosexual,Widowed,A,-11.833642216201103,C,205.2659039068309,D,D,-61.586264965197834,-196.10811682169867,D,39.22491987316455,E,B,D,A,-26.94459767992692,132.49134661439672,B,1
Both,Homosexual,Single,A,59.98413434139388,B,-24.396925011344194,D,C,-53.79409163972614,33.44767743045457,A,123.56344999002451,A,A,D,D,-134.56543564726877,-162.37172970908543,C,1
Physical,Other,Married,A,-32.18883428652578,C,20.22542521772613,C,A,96.68012798305308,-62.93974335415452,A,-26.91995472653929,B,D,A,D,88.192423435588,-146.04504801447342,C,1
No,Homosexual,Single,E,52.14966035762332,C,-66.88661777092187,E,B,-23.191566263923058,100.5471893646197,E,118.16273612134354,D,C,B,B,96.26142425422051,190.83496419953428,B,1
Physical,Heterosexual,Single,C,181.22644441497252,C,-29.275161198345284,A,C,30.139011634746094,-100.70930008132942,C,-8.926436909989874,A,C,A,E,23.29793992257444,23.814441214467738,E,0
None,Bisexual,Widowed,A,27.427864138347513,E,-16.414317860314785,C,D,-141.48980721903436,-10.544327204411287,C,-66.25574100478708,C,C,E,A,-7.518112640947579,34.697117266495454,C,1
Yes,Homosexual,Single,C,-122.57001017829914,E,-85.45313067066067,C,C,-37.8875034698805,76.30466351136755,D,94.36924768787995,C,D,A,D,126.10244503206386,-13.077981408853104,A,1
None,Bisexual,Married,E,32.556540417468696,D,36.72149251587024,C,B,144.3130425761189,-59.442062053610066,D,144.71284472684567,C,E,C,D,-78.31842805852142,-92.0799134081581,B,1
None,Heterosexual,Single,D,-80.96022521251165,C,95.58872394120498,B,B,43.768508921006905,-95.02427560124846,B,14.013913449687983,A,C,D,E,-97.7304905508309,96.17061920339364,C,0
None,Bisexual,Divorced,D,-77.54286607478993,E,39.990555471922065,B,E,-48.55168104348948,136.58563367902156,A,-2.262072064281358,D,D,B,C,2.7936086929079416,75.99648535480702,C,0
Yes,Other,Widowed,A,-52.74249782197569,A,38.03263491448533,E,C,-53.686605047040615,-11.368787740170799,E,-83.25363108884495,B,A,A,A,-213.45175421917054,-34.94857110835188,C,1
Physical,Bisexual,Married,E,157.34790024369497,A,52.32147711557181,C,C,78.0885177641005,62.91984222956022,C,-1.8591922355817798,C,E,D,B,-55.235101071872215,49.377226975125716,B,1
No,Other,Married,A,147.43054750417392,C,176.23744950877048,C,B,52.56821473484633,69.99204676199795,C,53.684071210943515,C,A,B,E,62.71440215096532,101.19215516602966,A,1
Yes,Other,Widowed,C,-2.870210380974153,A,-128.11827218409252,E,D,-52.7710301660543,-33.22130829606808,B,-82.74042569655742,E,D,B,C,-46.319679586285,-85.60296208346145,C,0
Both,Other,Married,B,56.42833086178318,C,-122.56889958903218,A,D,-19.421267882369595,-18.810580955298782,D,11.488462637958849,B,A,E,C,-33.095639110701654,-55.31960404346214,B,1
Mental,Heterosexual,Married,D,113.56622848959334,A,20.292231614075828,A,C,-43.98285127979592,-15.027617582842876,D,-40.11399967506931,C,B,A,D,19.294853215849034,16.939937510171166,B,0
Yes,Bisexual,Single,A,-75.45587568240482,E,-7.811191215727977,D,A,-52.62974811452066,71.29386132193503,E,0.8777242857690545,C,B,A,C,-176.15552897525572,-52.427595172229715,B,1
Both,Bisexual,Widowed,C,75.81867614768835,D,-46.41199391896716,C,A,164.5481631601022,4.890070422260261,B,-72.56219160246121,A,B,C,C,108.12330561559523,-15.733540232767462,C,0
None,Heterosexual,Widowed,B,23.597061867637304,D,-68.75761213296606,E,A,23.847851679324634,-44.758533351725276,B,71.74215393858965,B,B,C,E,88.01187044118845,-5.2419893830624,A,0
No,Homosexual,Widowed,C,-108.07585905020017,D,-37.2438405242054,D,D,-48.09077683169642,-76.79836380138396,C,76.94622225847488,C,A,D,A,70.20718556191387,-260.2387596948886,C,0
None,Other,Widowed,A,-24.430443822846783,A,-63.72122846890568,B,C,129.0183866813437,-13.686417646392544,B,24.654139014218465,B,E,B,C,-92.86911795302976,24.721970132726714,A,0
No,Homosexual,Single,E,194.34316868535169,C,-113.12969644476205,D,B,185.15732405739976,-92.14856425140236,E,-158.49608089648527,A,A,E,A,-72.15857141974388,25.141612218491993,D,1
Yes,Other,Single,C,-63.76494350472731,E,-27.67111143813561,C,A,-45.81047045049606,-9.02849878018433,B,-101.71597643718061,C,A,A,E,-77.92669085641946,-84.15339002867435,A,0
Both,Heterosexual,Married,E,-33.31520890922213,C,146.02508539013522,A,B,6.801428231272169,62.94734410406796,A,-30.85290078378284,A,A,D,A,-22.625699081250836,2.412344250522356,B,1
Yes,Other,Married,A,137.82222367328757,A,52.138863867764314,C,B,54.81636425329898,83.55169846638901,B,52.0669061849795,B,E,C,D,-35.217226029564486,-39.30365978100096,C,0
Both,Homosexual,Divorced,C,48.06104405884948,E,-25.520403293196193,B,E,-81.09121442946704,-141.98355830448003,C,-85.13772825820648,C,C,D,E,42.55016362986184,241.2101053698414,C,0
Yes,Heterosexual,Single,C,-5.379187918933435,A,-133.37903838717992,E,A,-204.4361724997022,-66.03375862490802,A,72.39561203805842,D,D,E,D,-142.94731749834554,70.33932296834364,B,1
None,Heterosexual,Divorced,C,-5.587374438826198,C,-219.5886603854219,A,C,76.77913762313035,206.08425844481877,E,-2.5588128226871167,D,E,B,D,203.9768825368354,79.41220291842488,C,0
Yes,Bisexual,Single,B,69.03456858778219,D,54.96871985500239,E,A,123.99425325417666,-9.674541296609673,D,-133.4700825471754,D,A,C,D,-69.86140041249152,114.59522612107395,E,1
Physical,Other,Married,B,-86.04810060960708,B,-196.87775142014286,E,C,29.435220274116542,101.00214140366057,D,28.463692782701187,D,B,A,A,142.89591984081758,27.128369456387112,E,1
Mental,Heterosexual,Single,A,129.80355211290095,C,-20.746230252340013,E,A,65.92731761415504,-146.60950202099102,A,36.86352931466361,E,B,E,B,-198.89928452350637,102.00162110246815,B,1
Yes,Bisexual,Married,D,141.769787598621,E,-56.07637205460394,D,E,-70.63476854346231,-26.833826624718593,D,43.27203976515962,B,E,C,A,-0.7116974326669564,88.62560599667988,D,0
Yes,Bisexual,Single,D,71.19994121103662,A,42.48551359231591,D,C,-134.01738251010485,-104.26992589988117,E,105.7923190960022,D,C,C,B,86.25728919146079,-27.722613059749968,B,0
Yes,Homosexual,Widowed,C,-47.21637602901527,B,-94.47382179969198,E,A,-122.21015367363304,49.07027882984659,B,-97.9535903995586,E,B,C,B,-116.5402865298762,236.85118442100918,A,1
Mental,Heterosexual,Single,A,37.4356264185779,C,-225.7218297749118,B,B,73.42250213189456,-0.00012305852912249509,A,-84.17946721862474,C,C,C,D,136.930737417882,40.2893748823342,C,0
Both,Bisexual,Widowed,C,-199.21687864648362,A,-116.58055028984025,A,E,-85.30074072560542,74.45526477979169,B,9.548781673097428,D,B,D,E,153.11122744304032,81.43575442678359,A,1
Physical,Homosexual,Single,D,96.60714677522803,A,21.7005144404965,B,D,-107.21446761633014,-44.287820078422214,A,107.52243602878112,A,B,E,E,49.33315346729589,151.12657970015658,B,1
None,Bisexual,Widowed,A,-68.82808734891532,E,-118.74964300454603,E,C,-2.9762063037159265,118.95740090166416,C,45.179324145243314,D,B,A,D,8.129503294036851,-300.65219223623336,C,1
None,Bisexual,Widowed,E,-38.128441905054544,D,331.28312251170723,A,D,130.63139093329187,-29.65589795819482,E,-94.1814535081287,D,A,C,E,-17.676765878600918,39.2179191820993,B,1
None,Heterosexual,Widowed,E,-44.92540455601189,D,-98.1585181448787,D,B,-13.590655072930883,239.86201472274598,B,60.23703951310806,D,D,C,A,-28.97205366900934,25.708044753400106,B,1
No,Bisexual,Single,B,-11.165061919720126,B,-82.87820693223108,E,A,89.6185910241605,67.57622063863626,A,-60.34176325458594,E,E,B,C,20.813481492843895,76.95959378159843,A,1
Yes,Homosexual,Widowed,E,-38.59242528728996,C,88.4266271462201,B,B,7.167311121629669,15.574457530837119,E,22.694308334135453,A,D,D,B,87.63472539021637,-77.91963150365028,E,1
No,Heterosexual,Single,E,135.16542531109786,A,-49.8200035885382,E,D,-139.3754260085537,95.43120983713364,E,-163.5161279829077,B,B,A,B,40.968820120006846,42.682239085696644,C,0
Mental,Heterosexual,Widowed,C,114.10120222398568,D,-238.11425828846646,C,C,19.192829536824206,25.33770967692454,D,-105.05256668926772,B,A,A,B,-2.328966505521804,-113.11473119411266,B,1
Yes,Heterosexual,Widowed,E,44.26927289348655,D,141.86352515309463,C,A,50.8803104026741,15.524529499447013,C,21.07867152479391,D,C,D,D,-30.594921895768408,-155.08978475833263,B,0
No,Bisexual,Widowed,E,47.2698831852105,C,-205.5583852139994,E,D,-122.90359968935687,155.12787597197243,B,-56.57196661765834,C,D,C,A,33.83354355196968,-35.67889600310048,E,1
Yes,Heterosexual,Widowed,E,-40.17304648136088,D,48.66209757944282,D,C,45.10919078693815,16.135578040147024,B,-101.53505929652253,D,E,E,E,-179.81899544567932,166.9960857326893,D,0
No,Heterosexual,Married,D,219.383948731201,A,-24.744969380703573,D,D,-143.31751024944182,-111.4136031186689,B,125.6447775694406,B,E,C,C,45.29618386638741,137.38915466133957,C,1
Mental,Heterosexual,Married,D,-46.50664191290551,D,46.61270915575547,B,C,-42.699780060860256,-148.09185715367624,C,55.3347688164579,C,E,C,C,-18.250229306789553,86.327060637826,A,0
None,Other,Married,B,-129.00890839257212,C,-3.783190184288956,E,B,125.2035617366677,-57.53251700667516,C,118.04231311697669,B,B,D,A,14.84477852463022,-29.54151693647798,E,1
No,Bisexual,Married,A,-29.93579121554566,A,22.463739133559088,B,C,-124.96813537355041,-31.203257918358524,C,-100.83108662067868,A,A,B,A,-78.83152035263377,-265.18289122371647,C,0
Mental,Bisexual,Widowed,C,33.36823675087327,B,99.0722532798668,C,B,-31.78055399703444,-27.2989173198267,E,-108.33340982311131,B,C,B,E,-137.512305549759,-8.495764172558264,C,1
No,Bisexual,Widowed,E,103.04963805349323,A,71.65027204650477,B,A,1.8309461414168968,129.904797315842,E,190.02196328268803,D,C,B,E,45.97886293869761,-39.972510526796576,E,0
No,Other,Divorced,D,-104.12279436959233,A,130.450941251283,C,C,-80.43648860609962,89.12950828682499,B,118.50386396004204,E,D,E,D,103.81154688285896,-2.8364232349023455,E,0
Physical,Heterosexual,Married,B,-17.471932172431632,D,47.5151684909016,B,E,-30.820698490162755,-47.195157624602324,D,-54.58162894936236,A,A,D,B,-184.70771745702865,4.138737562151836,C,0
Physical,Bisexual,Divorced,C,-115.46621312753318,E,82.31216075982093,D,A,-125.84341221430921,74.42360849795854,E,89.15219852689945,B,E,A,B,-50.682664998137405,90.08867224270747,B,1
Both,Bisexual,Widowed,B,126.1289959926887,E,71.16423228474218,A,E,-184.82143470574766,139.33651424300393,E,-68.2412333143,B,A,B,E,97.58357457282423,214.99793583984243,B,0
No,Other,Divorced,D,69.84551321472577,D,107.99142741620622,E,E,-103.03806456653788,-13.000297438374664,C,-64.31689920357235,C,E,D,A,-37.70991522152713,-9.817810306733136,E,0
None,Homosexual,Married,A,-196.64512686944755,E,65.8335815436364,B,D,-120.17821576811765,-94.55153326822926,C,-51.719319535893014,C,B,C,A,-109.13160076599695,-158.46970088415335,C,1
Yes,Homosexual,Divorced,B,-13.906596525794598,E,16.994951315929086,C,E,-114.47671298933784,-163.16213124052172,D,97.79599329209985,A,E,D,B,113.80626018586868,234.80070119106475,A,1
None,Other,Widowed,E,125.3800992728565,A,102.08266461843165,C,B,35.61120125036751,183.19073944493712,D,-54.31717484222675,D,E,D,E,136.26556600784204,-52.71560567016679,C,0
Yes,Homosexual,Single,C,0.8032727808812624,B,-74.26847818236422,E,E,122.25071827598823,-56.395854253174846,B,-266.55415853858267,E,E,A,E,66.50036730282078,4.196583233007507,C,1
Mental,Homosexual,Divorced,A,-110.97363396165659,B,-18.702574827250707,C,E,56.97304246052703,136.3094682727987,D,108.74140013028264,C,A,A,C,115.93733255456964,97.26044664324202,B,0
Physical,Homosexual,Widowed,E,39.19158363995035,E,35.01675729092567,B,C,-70.3539805439319,16.81452575698453,D,-96.33462098236781,D,C,D,C,-4.919282224361464,-162.64141473675238,E,1
Mental,Other,Widowed,B,67.00096664330843,E,-66.68670167139956,E,A,-140.8193625152006,86.55026273419983,E,-212.29765528522893,B,E,A,D,-29.421834020398308,-108.57473407802014,B,0
Physical,Bisexual,Single,A,-195.51293771824604,A,-167.42146770212184,E,A,50.31952657548048,98.89811664580937,B,-104.37479831422071,B,B,B,C,-213.80064105326238,85.51131828297017,C,1
No,Homosexual,Married,C,141.10594032829786,A,51.500476247168756,D,C,-136.27039623961807,170.80106084299186,A,-105.46592404172897,E,E,A,A,-37.35702430810955,-88.98925623006558,B,1
Both,Bisexual,Widowed,D,-80.99524503533098,E,103.00674342392328,C,D,-286.0402600852407,-67.33662315562049,E,-206.763808758954,A,A,C,A,-117.87848468594342,-13.747986322383957,E,1
Physical,Heterosexual,Married,D,-92.24584842085038,A,-89.03635729383022,A,E,-233.05405165121488,-173.93620958518144,E,-169.95007064926207,C,B,D,D,-72.09173064971814,-60.76495873415375,D,1
Mental,Bisexual,Single,E,153.015611125629,A,71.90094315534121,C,A,115.47208267857403,206.2624470368094,B,16.576074162898202,A,B,E,D,29.994596193611773,-27.061274247465906,A,0
None,Bisexual,Divorced,B,50.05472545380345,A,-66.66262846768778,C,C,-35.67767676872172,25.939003702502,D,41.35313871818688,C,B,C,D,-27.24046424334284,-20.243219025297076,A,0
None,Bisexual,Single,B,-14.02248155731008,D,-43.399213157538796,B,B,297.0232855047435,-87.55531331726172,A,-226.06532310240937,C,C,D,E,-61.14968089062507,-218.75577921305208,D,1
Yes,Other,Widowed,C,-143.13200381151998,B,-127.08071738617693,A,A,-17.188504835396472,89.41980028618805,E,45.8596616834598,B,B,A,C,67.80532657744787,6.977026450717871,D,1
No,Bisexual,Single,A,-115.24109422321311,A,7.460488832371539,D,C,-106.47167217468119,53.3361706849028,E,-238.49440076970794,E,D,D,E,-87.74149334765167,-13.308995177158407,D,0
None,Bisexual,Divorced,D,-183.6842797711036,D,46.675252995430775,B,C,-104.77615957618976,229.64179054733128,E,-203.36691503721318,B,A,E,A,10.22230009525636,-4.830232297876905,B,1
No,Other,Divorced,C,-39.988093693361904,D,94.1447172318718,B,D,72.50975356180759,-33.66381292958948,E,7.644472274184041,E,E,C,B,-16.87090995475909,-104.86109251439457,D,0
No,Bisexual,Widowed,D,50.44596770321361,B,-62.90733507094451,B,B,78.66008881077751,4.105750505776949,B,-64.11578986174257,E,A,A,A,-60.175087712477946,111.41571507958406,C,0
No,Bisexual,Widowed,D,77.98996998234394,D,-86.12588411123875,D,E,-220.48191438453338,-27.967516896093308,C,-46.4819020053556,C,A,C,C,50.92295362207252,78.73014989912856,E,1
Both,Heterosexual,Divorced,B,27.690138380043944,C,-242.21921058496497,E,C,-117.71585745792726,26.705771492698982,A,73.90846082710287,B,E,E,D,18.172402906446354,-15.407989717865528,E,1
Physical,Homosexual,Married,C,-130.79603940630037,D,-61.12658800839365,B,E,-67.64504864682745,-81.40890515859519,B,-86.66143187554421,E,B,C,D,129.5353507002351,32.09001305526203,D,0
None,Homosexual,Married,D,-132.10613601209576,B,8.824409608521,B,B,105.86391269984034,-41.884013875952924,E,8.269432544848616,E,C,D,E,10.280972248509137,48.387644917454146,C,1
Yes,Homosexual,Married,D,120.85497232135356,A,69.88072364823225,B,E,-105.59051934642002,-96.29267650373444,D,-66.27927782561429,A,C,E,A,30.328171515029755,146.3767293137771,B,0
Both,Bisexual,Married,A,75.29148357285473,C,-53.54714456464668,E,B,-36.75114857562689,-114.95060053019981,C,71.40759947496595,D,A,B,C,41.04283321167964,-56.19609722335903,C,1
Physical,Other,Widowed,B,-23.986215298678584,E,160.31472977753168,A,B,-68.54113243958737,-19.561564631981497,E,-47.36494903740681,E,E,A,E,2.0776411727366813,190.28538623519887,A,0
Physical,Heterosexual,Married,A,44.24776561565179,E,-109.99144944607322,E,B,49.9959938639602,54.44275298412581,A,-40.31864611016391,C,D,D,D,-57.02510918960536,-24.101547701460103,D,1
No,Other,Single,E,-74.68162191240819,C,133.55494716205743,D,A,-148.75523715212938,-16.964219016599184,C,19.770701383880642,D,A,B,B,7.92845811069503,-43.08524436469058,B,0
Both,Homosexual,Married,B,2.5279812139495093,E,-175.4938897288666,A,D,-90.03870934233541,-43.52793317276786,A,-5.385210439949292,A,B,C,B,-144.00225582574575,-22.584325958914402,C,1
Yes,Bisexual,Single,E,-238.61601164994943,A,94.82455832281606,A,C,141.40665204638233,-217.0085759959259,C,16.548032237361152,C,B,B,C,135.0952161070353,193.24233073112353,B,1
No,Heterosexual,Married,E,90.38477950442982,C,-42.70855245836271,A,A,-56.894783474521105,31.82729309322836,C,-108.82716232501868,E,C,C,C,-90.57705524824324,-164.70082706286757,E,1
No,Bisexual,Married,A,-65.20755538597169,A,-147.72377934934497,C,E,232.33664171336108,-95.8776602735626,C,-160.96368875220563,D,A,B,D,-63.533905962504534,-70.92075446760381,A,0
Mental,Heterosexual,Widowed,E,-100.19197550775154,E,40.63401896615979,A,D,118.52546948985913,108.2263747375313,E,-145.90644532250403,A,D,A,B,-66.32601528644658,22.170781069924878,C,1
Physical,Bisexual,Single,D,36.04968123795858,A,114.36709073599599,E,B,-152.69404604995344,34.5750287144013,E,-10.564371742720152,E,E,C,D,-118.82020139491564,-31.732406923424584,D,0
Physical,Bisexual,Married,A,37.953553183018236,D,-137.09687434180915,B,B,187.69056346559435,15.199037136207433,C,-31.715612733065594,C,D,C,A,8.17701865289493,108.31212620536854,A,1
Yes,Heterosexual,Divorced,D,-53.559546940720416,C,-20.42219033011502,A,D,147.54958960581078,-79.69508319832866,B,134.30197882951114,C,C,E,C,20.055295869062213,-63.57362780388138,B,1
Mental,Other,Single,D,-58.51741617851025,B,-238.75170112801987,C,C,97.91797734691087,-101.18307472179615,B,118.69027854914049,C,B,D,E,9.448729061333932,-119.79187932870812,A,0
Yes,Other,Widowed,C,-132.98965659699917,D,-3.1620203683587373,C,D,139.4183731427979,42.30905490911758,D,-33.80347817158812,A,D,D,C,32.51055802362263,-23.966076597821313,C,0
Physical,Heterosexual,Widowed,C,-12.611242878035146,C,-78.54475962919254,D,E,44.2142309413672,15.607324819245182,A,193.68158755113026,D,C,C,E,1.6596323484553164,45.06701591000038,E,0
None,Heterosexual,Single,B,-147.8349310803184,E,174.71361352061882,C,D,-133.50888857945822,12.212508364560493,A,27.027883149051885,D,E,C,C,-12.65728885866482,-29.556517858618403,D,1
Mental,Heterosexual,Single,D,40.24518995131738,D,-4.03082333694201,E,C,-0.5265216365435808,124.35385151166119,A,-154.48984216594062,D,E,C,A,-1.5509874019370666,-61.84531686988245,B,1
Yes,Other,Single,E,72.70806871151166,D,109.93808940073546,A,C,40.761274363639174,16.701054115863787,D,-5.929331796887089,A,B,A,D,-50.688470884680015,-62.32550909595943,B,1
Both,Bisexual,Married,B,24.56725130674885,D,65.54181782950572,B,D,-149.75323296503234,206.28758117411294,C,38.963953551738925,E,B,D,D,112.59558133178913,39.50632620777701,D,1
Both,Heterosexual,Widowed,D,53.50344002971167,C,104.48018026627115,D,E,138.81726474157415,-104.30693979375624,B,-128.20748513926077,A,B,A,C,54.761585848525996,-137.56739595065417,D,1
Physical,Bisexual,Single,B,55.789513610106965,A,217.77433723232318,C,E,41.84946917219791,-15.658056682398442,A,76.54007986439075,D,C,C,E,-21.906618374742802,-13.534485928406593,D,0
No,Bisexual,Widowed,C,-142.9228593051221,C,99.99310402881774,B,C,113.46489623320495,-35.533560498713726,D,26.701503515839985,E,E,D,B,-95.30147015216441,98.48638615561694,C,1
Physical,Homosexual,Widowed,A,-70.16131762157036,C,143.33486530819928,E,B,-142.55197664638376,-39.40684263036864,C,-103.69526855446087,D,C,B,C,22.399954590302233,117.03007033173121,D,1
Mental,Homosexual,Married,E,97.7482063528912,A,-82.18244266761029,B,E,79.27117070198594,89.3384164558544,E,-150.99944902643193,E,D,C,B,62.91716990931581,38.768491930377486,C,0
Yes,Bisexual,Widowed,D,135.71119975103122,A,76.97306211684477,C,E,201.86868593201828,-71.7012047633099,D,45.49647955156327,A,B,E,C,264.5571653857375,-176.87232814467785,E,0
Physical,Homosexual,Single,B,-88.42898493355085,E,118.90701197619478,D,C,-156.84287978181618,222.2901373311727,C,-89.30496635426245,B,B,B,C,65.69391357384036,181.1386946800199,E,0
Physical,Bisexual,Married,A,-56.57498100583641,E,-126.63414591420302,C,A,117.18030500122008,34.529317668988355,E,-30.527835571591332,E,C,B,B,-13.116907242371582,220.1802698420004,D,1
None,Homosexual,Widowed,A,-20.819995214702796,E,61.89271488497011,D,E,47.80312187816873,93.0979501127418,E,-13.954926783838683,E,B,D,B,73.53277150731614,-36.54607838777677,D,1
Both,Bisexual,Single,E,-241.960102660073,B,62.15285366556559,D,B,148.0125097196918,43.87893769525616,D,122.50324267223166,D,E,E,B,-34.64950441465924,135.34093824621226,C,1
Yes,Heterosexual,Married,D,340.8080623453715,B,-95.36577463248096,B,C,-265.8609125904233,137.75046299814667,D,15.229795599882404,D,B,E,A,199.69444569255046,-67.83578051601485,B,1
Both,Bisexual,Married,D,-181.14697808234115,E,8.650974236094541,A,B,98.19091182139854,1.613004703869906,C,186.75137532633184,C,B,B,A,-2.6240021845046138,-186.00225730836442,A,0
None,Homosexual,Married,C,122.02687121166495,E,65.98940262028894,E,B,166.471087453477,-165.65181890664468,E,34.98406045627513,E,C,E,A,64.38042013687986,-35.435071447013094,C,1
Mental,Other,Divorced,A,-200.9696733461552,D,179.61796918720486,D,C,59.09068518571134,122.65683579684672,C,200.17682037706697,C,A,A,A,-42.195640673845645,-60.01007002042885,B,0
Yes,Homosexual,Married,C,-22.299090024494518,D,-180.4621950161664,E,C,-248.7585810273035,-27.903674014411223,A,-77.50170403282705,D,A,B,E,-9.475401759600999,-125.79005732025894,C,0
Both,Other,Divorced,B,-75.08951289763418,A,51.12123787949121,E,D,273.93542805338996,112.88719046840829,D,-12.409072236945965,B,B,D,A,72.23771441913722,-100.7997821675646,B,0
Both,Bisexual,Divorced,A,-33.05885136262614,E,158.02954786779677,C,C,-6.085451440364424,-35.27277258039012,B,145.48292344094207,C,B,B,C,-17.238546029870587,130.3488712897306,C,1
No,Other,Widowed,E,-308.0209865542121,A,-51.89687152557608,D,E,37.853990320088435,27.62757769834642,B,-110.3422418863391,B,D,E,C,-99.9048869842816,-32.27726758903524,D,1
Yes,Homosexual,Divorced,C,159.07762345986876,A,-1.8918445580578096,C,B,-5.764865887520773,93.00345415913746,E,194.5187596073548,D,A,E,B,-9.866457926268103,29.230985741423854,E,1
Both,Heterosexual,Married,D,31.218406469046407,E,67.5621779010451,D,D,8.123592585895063,54.489736410307565,D,-92.44568597172318,E,A,C,C,42.05603033334985,-75.81416500138546,A,1
Yes,Heterosexual,Divorced,A,54.008797139701805,C,-83.61372999692117,E,D,81.59203601317876,-161.54388872107896,C,-183.40060693018043,A,E,B,C,9.679223117171286,84.14046075618238,D,1
Physical,Homosexual,Widowed,B,-49.62711573492608,E,67.08588177792295,A,D,-40.08153948577037,52.39061295900147,E,-47.33655316169904,D,B,A,C,-65.21227679928961,-78.36025177153842,A,0
Both,Other,Married,D,164.1812891354261,C,106.38327287717522,C,E,-223.92667371786632,-12.430620072406953,D,3.2683514727408887,C,E,B,D,-106.83030359290183,138.1928583802234,D,1
No,Other,Single,B,98.89993144091248,B,-214.75214778661274,B,E,132.02298867455292,-22.309871289005827,D,4.517378371710408,D,B,D,C,56.67754058861894,-106.46767549702861,C,0
Mental,Bisexual,Married,E,-63.23140037936508,C,75.91670627242448,A,A,219.190639614706,-31.12734447205269,E,35.71004369515374,E,B,E,C,-57.71684849859026,89.27328106726196,C,1
Yes,Homosexual,Single,E,-94.88667096152915,D,-44.67246265214586,C,B,79.50209143987502,31.1304600475653,E,-32.142882295835776,C,E,C,A,20.793094714744583,3.323178206232015,D,1
Both,Other,Divorced,E,-7.9110382772538275,E,25.37605884404332,C,B,21.137959557579258,202.47569654839845,C,-34.17859241480945,D,B,A,D,24.602517257867916,-162.4326826523499,B,1
None,Other,Widowed,C,-60.29255952931136,E,82.8647620248327,C,B,-28.94691043633038,39.20849902158848,D,-20.1843084079131,B,C,A,E,31.54532904060341,53.52012328956008,B,0
No,Homosexual,Widowed,E,-2.3389913530773523,E,-69.07750511194759,E,E,28.8040095963861,32.36356512839494,E,248.47330589621706,A,B,B,D,3.819795691288208,-80.3144455536953,D,1
Both,Homosexual,Widowed,D,-58.176138843236345,A,59.65256931464151,C,B,-19.029662077506597,50.90203532299963,A,83.71710698372881,A,B,E,D,81.97481560002447,-53.02566517094952,D,1
